context: Time has really flown. Has it already been three years? response:	Wataya Family Grave
context: That was when my savior arrived.\Everyone, karuta is fun!\Huh?\I guess it's not karuta that's fun...\It's the act of trying your hardest that's fun!\I was shocked.\I wasn't the only one who wanted to try hard.\I was shocked... response:	The sky may hold...
context: Everyone, karuta is fun!\Huh?\I guess it's not karuta that's fun...\It's the act of trying your hardest that's fun!\I was shocked.\I wasn't the only one who wanted to try hard.\I was shocked...\The sky may hold... response:	It came!
context: Huh?\I guess it's not karuta that's fun...\It's the act of trying your hardest that's fun!\I was shocked.\I wasn't the only one who wanted to try hard.\I was shocked...\The sky may hold...\It came! response:	She guessed two cards in a row?!
context: I guess it's not karuta that's fun...\It's the act of trying your hardest that's fun!\I was shocked.\I wasn't the only one who wanted to try hard.\I was shocked...\The sky may hold...\It came!\She guessed two cards in a row?! response:	He's trying to attack, but he's not getting any chances!
context: It's the act of trying your hardest that's fun!\I was shocked.\I wasn't the only one who wanted to try hard.\I was shocked...\The sky may hold...\It came!\She guessed two cards in a row?!\He's trying to attack, but he's not getting any chances! response:	Horrible luck!
context: I was shocked.\I wasn't the only one who wanted to try hard.\I was shocked...\The sky may hold...\It came!\She guessed two cards in a row?!\He's trying to attack, but he's not getting any chances!\Horrible luck! response:	So spring ends...
context: I wasn't the only one who wanted to try hard.\I was shocked...\The sky may hold...\It came!\She guessed two cards in a row?!\He's trying to attack, but he's not getting any chances!\Horrible luck!\So spring ends... response:	That's it!
context: I was shocked...\The sky may hold...\It came!\She guessed two cards in a row?!\He's trying to attack, but he's not getting any chances!\Horrible luck!\So spring ends...\That's it! response:	Eyebrows doesn't believe that he just needs luck.
context: The sky may hold...\It came!\She guessed two cards in a row?!\He's trying to attack, but he's not getting any chances!\Horrible luck!\So spring ends...\That's it!\Eyebrows doesn't believe that he just needs luck. response:	He continues to believe that he lacks the skill.
context: It came!\She guessed two cards in a row?!\He's trying to attack, but he's not getting any chances!\Horrible luck!\So spring ends...\That's it!\Eyebrows doesn't believe that he just needs luck.\He continues to believe that he lacks the skill. response:	Why?
context: She guessed two cards in a row?!\He's trying to attack, but he's not getting any chances!\Horrible luck!\So spring ends...\That's it!\Eyebrows doesn't believe that he just needs luck.\He continues to believe that he lacks the skill.\Why? response:	She can guess cards this well after two months
context: He's trying to attack, but he's not getting any chances!\Horrible luck!\So spring ends...\That's it!\Eyebrows doesn't believe that he just needs luck.\He continues to believe that he lacks the skill.\Why?\She can guess cards this well after two months response:	of instruction from Tsuboguchi-san?
context: Horrible luck!\So spring ends...\That's it!\Eyebrows doesn't believe that he just needs luck.\He continues to believe that he lacks the skill.\Why?\She can guess cards this well after two months\of instruction from Tsuboguchi-san? response:	I've been working my ass off for years.
context: So spring ends...\That's it!\Eyebrows doesn't believe that he just needs luck.\He continues to believe that he lacks the skill.\Why?\She can guess cards this well after two months\of instruction from Tsuboguchi-san?\I've been working my ass off for years. response:	But when he tells himself that it's skill that he lacks...
context: That's it!\Eyebrows doesn't believe that he just needs luck.\He continues to believe that he lacks the skill.\Why?\She can guess cards this well after two months\of instruction from Tsuboguchi-san?\I've been working my ass off for years.\But when he tells himself that it's skill that he lacks... response:	Her sense is better than mine?
context: Eyebrows doesn't believe that he just needs luck.\He continues to believe that he lacks the skill.\Why?\She can guess cards this well after two months\of instruction from Tsuboguchi-san?\I've been working my ass off for years.\But when he tells himself that it's skill that he lacks...\Her sense is better than mine? response:	he falls victim
context: He continues to believe that he lacks the skill.\Why?\She can guess cards this well after two months\of instruction from Tsuboguchi-san?\I've been working my ass off for years.\But when he tells himself that it's skill that he lacks...\Her sense is better than mine?\he falls victim response:	to the belief that he doesn't have the talent.
context: Why?\She can guess cards this well after two months\of instruction from Tsuboguchi-san?\I've been working my ass off for years.\But when he tells himself that it's skill that he lacks...\Her sense is better than mine?\he falls victim\to the belief that he doesn't have the talent. response:	Is it because of the reader's rhythm?
context: She can guess cards this well after two months\of instruction from Tsuboguchi-san?\I've been working my ass off for years.\But when he tells himself that it's skill that he lacks...\Her sense is better than mine?\he falls victim\to the belief that he doesn't have the talent.\Is it because of the reader's rhythm? response:	We aren't leading the way we were in the prelims.
context: of instruction from Tsuboguchi-san?\I've been working my ass off for years.\But when he tells himself that it's skill that he lacks...\Her sense is better than mine?\he falls victim\to the belief that he doesn't have the talent.\Is it because of the reader's rhythm?\We aren't leading the way we were in the prelims. response:	What about Nishida?
context: I've been working my ass off for years.\But when he tells himself that it's skill that he lacks...\Her sense is better than mine?\he falls victim\to the belief that he doesn't have the talent.\Is it because of the reader's rhythm?\We aren't leading the way we were in the prelims.\What about Nishida? response:	He's up by ten cards?
context: But when he tells himself that it's skill that he lacks...\Her sense is better than mine?\he falls victim\to the belief that he doesn't have the talent.\Is it because of the reader's rhythm?\We aren't leading the way we were in the prelims.\What about Nishida?\He's up by ten cards? response:	Impressive.
context: Her sense is better than mine?\he falls victim\to the belief that he doesn't have the talent.\Is it because of the reader's rhythm?\We aren't leading the way we were in the prelims.\What about Nishida?\He's up by ten cards?\Impressive. response:	Porky.
context: he falls victim\to the belief that he doesn't have the talent.\Is it because of the reader's rhythm?\We aren't leading the way we were in the prelims.\What about Nishida?\He's up by ten cards?\Impressive.\Porky. response:	You're too nice.
context: to the belief that he doesn't have the talent.\Is it because of the reader's rhythm?\We aren't leading the way we were in the prelims.\What about Nishida?\He's up by ten cards?\Impressive.\Porky.\You're too nice. response:	Why let Mashima, who's stuck in Class B even though
context: Is it because of the reader's rhythm?\We aren't leading the way we were in the prelims.\What about Nishida?\He's up by ten cards?\Impressive.\Porky.\You're too nice.\Why let Mashima, who's stuck in Class B even though response:	he tops you all in skill, be your president?
context: We aren't leading the way we were in the prelims.\What about Nishida?\He's up by ten cards?\Impressive.\Porky.\You're too nice.\Why let Mashima, who's stuck in Class B even though\he tops you all in skill, be your president? response:	Stuck in Class B...
context: What about Nishida?\He's up by ten cards?\Impressive.\Porky.\You're too nice.\Why let Mashima, who's stuck in Class B even though\he tops you all in skill, be your president?\Stuck in Class B... response:	Which card is she aiming for?
context: He's up by ten cards?\Impressive.\Porky.\You're too nice.\Why let Mashima, who's stuck in Class B even though\he tops you all in skill, be your president?\Stuck in Class B...\Which card is she aiming for? response:	Check the card she just sent.
context: Impressive.\Porky.\You're too nice.\Why let Mashima, who's stuck in Class B even though\he tops you all in skill, be your president?\Stuck in Class B...\Which card is she aiming for?\Check the card she just sent. response:	Talent...
context: Porky.\You're too nice.\Why let Mashima, who's stuck in Class B even though\he tops you all in skill, be your president?\Stuck in Class B...\Which card is she aiming for?\Check the card she just sent.\Talent... response:	She's watching When the,
context: You're too nice.\Why let Mashima, who's stuck in Class B even though\he tops you all in skill, be your president?\Stuck in Class B...\Which card is she aiming for?\Check the card she just sent.\Talent...\She's watching When the, response:	but being careful since the empty card When I hasn't been read yet.
context: Why let Mashima, who's stuck in Class B even though\he tops you all in skill, be your president?\Stuck in Class B...\Which card is she aiming for?\Check the card she just sent.\Talent...\She's watching When the,\but being careful since the empty card When I hasn't been read yet. response:	Talent...
context: he tops you all in skill, be your president?\Stuck in Class B...\Which card is she aiming for?\Check the card she just sent.\Talent...\She's watching When the,\but being careful since the empty card When I hasn't been read yet.\Talent... response:	When winds blow and When winds send are still out there.
context: Stuck in Class B...\Which card is she aiming for?\Check the card she just sent.\Talent...\She's watching When the,\but being careful since the empty card When I hasn't been read yet.\Talent...\When winds blow and When winds send are still out there. response:	Talent...
context: Which card is she aiming for?\Check the card she just sent.\Talent...\She's watching When the,\but being careful since the empty card When I hasn't been read yet.\Talent...\When winds blow and When winds send are still out there.\Talent... response:	This won't work!
context: Check the card she just sent.\Talent...\She's watching When the,\but being careful since the empty card When I hasn't been read yet.\Talent...\When winds blow and When winds send are still out there.\Talent...\This won't work! response:	Focus!
context: Talent...\She's watching When the,\but being careful since the empty card When I hasn't been read yet.\Talent...\When winds blow and When winds send are still out there.\Talent...\This won't work!\Focus! response:	Refresh my memory! Check everything!
context: She's watching When the,\but being careful since the empty card When I hasn't been read yet.\Talent...\When winds blow and When winds send are still out there.\Talent...\This won't work!\Focus!\Refresh my memory! Check everything! response:	Huh?
context: but being careful since the empty card When I hasn't been read yet.\Talent...\When winds blow and When winds send are still out there.\Talent...\This won't work!\Focus!\Refresh my memory! Check everything!\Huh? response:	The air conditioner above Taichi-kun isn't working.
context: Talent...\When winds blow and When winds send are still out there.\Talent...\This won't work!\Focus!\Refresh my memory! Check everything!\Huh?\The air conditioner above Taichi-kun isn't working. response:	Why now?! Why that one?!
context: When winds blow and When winds send are still out there.\Talent...\This won't work!\Focus!\Refresh my memory! Check everything!\Huh?\The air conditioner above Taichi-kun isn't working.\Why now?! Why that one?! response:	Horrible luck!
context: Talent...\This won't work!\Focus!\Refresh my memory! Check everything!\Huh?\The air conditioner above Taichi-kun isn't working.\Why now?! Why that one?!\Horrible luck! response:	It's so hot... I need a towel...
context: This won't work!\Focus!\Refresh my memory! Check everything!\Huh?\The air conditioner above Taichi-kun isn't working.\Why now?! Why that one?!\Horrible luck!\It's so hot... I need a towel... response:	My memorization... My hard work...
context: Focus!\Refresh my memory! Check everything!\Huh?\The air conditioner above Taichi-kun isn't working.\Why now?! Why that one?!\Horrible luck!\It's so hot... I need a towel...\My memorization... My hard work... response:	The emotions experienced...
context: Refresh my memory! Check everything!\Huh?\The air conditioner above Taichi-kun isn't working.\Why now?! Why that one?!\Horrible luck!\It's so hot... I need a towel...\My memorization... My hard work...\The emotions experienced... response:	There it is!
context: Huh?\The air conditioner above Taichi-kun isn't working.\Why now?! Why that one?!\Horrible luck!\It's so hot... I need a towel...\My memorization... My hard work...\The emotions experienced...\There it is! response:	Aren't doing anything for me!
context: The air conditioner above Taichi-kun isn't working.\Why now?! Why that one?!\Horrible luck!\It's so hot... I need a towel...\My memorization... My hard work...\The emotions experienced...\There it is!\Aren't doing anything for me! response:	This is a good match.
context: Why now?! Why that one?!\Horrible luck!\It's so hot... I need a towel...\My memorization... My hard work...\The emotions experienced...\There it is!\Aren't doing anything for me!\This is a good match. response:	Eyebrows is up against a strong opponent.
context: Horrible luck!\It's so hot... I need a towel...\My memorization... My hard work...\The emotions experienced...\There it is!\Aren't doing anything for me!\This is a good match.\Eyebrows is up against a strong opponent. response:	Well, she's hooked on your teachings.
context: It's so hot... I need a towel...\My memorization... My hard work...\The emotions experienced...\There it is!\Aren't doing anything for me!\This is a good match.\Eyebrows is up against a strong opponent.\Well, she's hooked on your teachings. response:	Play like you can guess what card's coming next.
context: My memorization... My hard work...\The emotions experienced...\There it is!\Aren't doing anything for me!\This is a good match.\Eyebrows is up against a strong opponent.\Well, she's hooked on your teachings.\Play like you can guess what card's coming next. response:	If you end up taking a different card,
context: The emotions experienced...\There it is!\Aren't doing anything for me!\This is a good match.\Eyebrows is up against a strong opponent.\Well, she's hooked on your teachings.\Play like you can guess what card's coming next.\If you end up taking a different card, response:	talk like it was the one you were expecting.
context: There it is!\Aren't doing anything for me!\This is a good match.\Eyebrows is up against a strong opponent.\Well, she's hooked on your teachings.\Play like you can guess what card's coming next.\If you end up taking a different card,\talk like it was the one you were expecting. response:	The sound of birds crossing...
context: Aren't doing anything for me!\This is a good match.\Eyebrows is up against a strong opponent.\Well, she's hooked on your teachings.\Play like you can guess what card's coming next.\If you end up taking a different card,\talk like it was the one you were expecting.\The sound of birds crossing... response:	I don't care about that card.
context: This is a good match.\Eyebrows is up against a strong opponent.\Well, she's hooked on your teachings.\Play like you can guess what card's coming next.\If you end up taking a different card,\talk like it was the one you were expecting.\The sound of birds crossing...\I don't care about that card. response:	It's a simple strategy, but it's not easy to pull off.
context: Eyebrows is up against a strong opponent.\Well, she's hooked on your teachings.\Play like you can guess what card's coming next.\If you end up taking a different card,\talk like it was the one you were expecting.\The sound of birds crossing...\I don't care about that card.\It's a simple strategy, but it's not easy to pull off. response:	If she can convince him that the flow
context: Well, she's hooked on your teachings.\Play like you can guess what card's coming next.\If you end up taking a different card,\talk like it was the one you were expecting.\The sound of birds crossing...\I don't care about that card.\It's a simple strategy, but it's not easy to pull off.\If she can convince him that the flow response:	is on her side, and not on his,
context: Play like you can guess what card's coming next.\If you end up taking a different card,\talk like it was the one you were expecting.\The sound of birds crossing...\I don't care about that card.\It's a simple strategy, but it's not easy to pull off.\If she can convince him that the flow\is on her side, and not on his, response:	she might be able to overwhelm him while he's worried about leading the team.
context: If you end up taking a different card,\talk like it was the one you were expecting.\The sound of birds crossing...\I don't care about that card.\It's a simple strategy, but it's not easy to pull off.\If she can convince him that the flow\is on her side, and not on his,\she might be able to overwhelm him while he's worried about leading the team. response:	You're pretty passionate about this,
context: talk like it was the one you were expecting.\The sound of birds crossing...\I don't care about that card.\It's a simple strategy, but it's not easy to pull off.\If she can convince him that the flow\is on her side, and not on his,\she might be able to overwhelm him while he's worried about leading the team.\You're pretty passionate about this, response:	considering that you're the biggest Class A slacker in our society.
context: The sound of birds crossing...\I don't care about that card.\It's a simple strategy, but it's not easy to pull off.\If she can convince him that the flow\is on her side, and not on his,\she might be able to overwhelm him while he's worried about leading the team.\You're pretty passionate about this,\considering that you're the biggest Class A slacker in our society. response:	I had to ignore my own problems...
context: I don't care about that card.\It's a simple strategy, but it's not easy to pull off.\If she can convince him that the flow\is on her side, and not on his,\she might be able to overwhelm him while he's worried about leading the team.\You're pretty passionate about this,\considering that you're the biggest Class A slacker in our society.\I had to ignore my own problems... response:	It's the act of trying your hardest that's fun!
context: It's a simple strategy, but it's not easy to pull off.\If she can convince him that the flow\is on her side, and not on his,\she might be able to overwhelm him while he's worried about leading the team.\You're pretty passionate about this,\considering that you're the biggest Class A slacker in our society.\I had to ignore my own problems...\It's the act of trying your hardest that's fun! response:	I didn't try my hardest,
context: If she can convince him that the flow\is on her side, and not on his,\she might be able to overwhelm him while he's worried about leading the team.\You're pretty passionate about this,\considering that you're the biggest Class A slacker in our society.\I had to ignore my own problems...\It's the act of trying your hardest that's fun!\I didn't try my hardest, response:	so I was left with regrets.
context: is on her side, and not on his,\she might be able to overwhelm him while he's worried about leading the team.\You're pretty passionate about this,\considering that you're the biggest Class A slacker in our society.\I had to ignore my own problems...\It's the act of trying your hardest that's fun!\I didn't try my hardest,\so I was left with regrets. response:	Every match is close, and it's so hot...
context: she might be able to overwhelm him while he's worried about leading the team.\You're pretty passionate about this,\considering that you're the biggest Class A slacker in our society.\I had to ignore my own problems...\It's the act of trying your hardest that's fun!\I didn't try my hardest,\so I was left with regrets.\Every match is close, and it's so hot... response:	What do I have to do to become Mashima-senpai's girlfriend?
context: You're pretty passionate about this,\considering that you're the biggest Class A slacker in our society.\I had to ignore my own problems...\It's the act of trying your hardest that's fun!\I didn't try my hardest,\so I was left with regrets.\Every match is close, and it's so hot...\What do I have to do to become Mashima-senpai's girlfriend? response:	Huh?! What are you talking about?!
context: considering that you're the biggest Class A slacker in our society.\I had to ignore my own problems...\It's the act of trying your hardest that's fun!\I didn't try my hardest,\so I was left with regrets.\Every match is close, and it's so hot...\What do I have to do to become Mashima-senpai's girlfriend?\Huh?! What are you talking about?! response:	There's nothing else for me to do right now besides think.
context: I had to ignore my own problems...\It's the act of trying your hardest that's fun!\I didn't try my hardest,\so I was left with regrets.\Every match is close, and it's so hot...\What do I have to do to become Mashima-senpai's girlfriend?\Huh?! What are you talking about?!\There's nothing else for me to do right now besides think. response:	She's really crazy about love...
context: It's the act of trying your hardest that's fun!\I didn't try my hardest,\so I was left with regrets.\Every match is close, and it's so hot...\What do I have to do to become Mashima-senpai's girlfriend?\Huh?! What are you talking about?!\There's nothing else for me to do right now besides think.\She's really crazy about love... response:	After watching him for two months, it's become very clear.
context: I didn't try my hardest,\so I was left with regrets.\Every match is close, and it's so hot...\What do I have to do to become Mashima-senpai's girlfriend?\Huh?! What are you talking about?!\There's nothing else for me to do right now besides think.\She's really crazy about love...\After watching him for two months, it's become very clear. response:	Mashima-senpai is in love with Ayase-senpai.
context: so I was left with regrets.\Every match is close, and it's so hot...\What do I have to do to become Mashima-senpai's girlfriend?\Huh?! What are you talking about?!\There's nothing else for me to do right now besides think.\She's really crazy about love...\After watching him for two months, it's become very clear.\Mashima-senpai is in love with Ayase-senpai. response:	Why?
context: Every match is close, and it's so hot...\What do I have to do to become Mashima-senpai's girlfriend?\Huh?! What are you talking about?!\There's nothing else for me to do right now besides think.\She's really crazy about love...\After watching him for two months, it's become very clear.\Mashima-senpai is in love with Ayase-senpai.\Why? response:	Ayase-senpai doesn't pay any attention to Mashima-senpai.
context: What do I have to do to become Mashima-senpai's girlfriend?\Huh?! What are you talking about?!\There's nothing else for me to do right now besides think.\She's really crazy about love...\After watching him for two months, it's become very clear.\Mashima-senpai is in love with Ayase-senpai.\Why?\Ayase-senpai doesn't pay any attention to Mashima-senpai. response:	Yes, that's right.
context: Huh?! What are you talking about?!\There's nothing else for me to do right now besides think.\She's really crazy about love...\After watching him for two months, it's become very clear.\Mashima-senpai is in love with Ayase-senpai.\Why?\Ayase-senpai doesn't pay any attention to Mashima-senpai.\Yes, that's right. response:	The air conditioner in the very back.
context: There's nothing else for me to do right now besides think.\She's really crazy about love...\After watching him for two months, it's become very clear.\Mashima-senpai is in love with Ayase-senpai.\Why?\Ayase-senpai doesn't pay any attention to Mashima-senpai.\Yes, that's right.\The air conditioner in the very back. response:	Can I start after this match is over?
context: She's really crazy about love...\After watching him for two months, it's become very clear.\Mashima-senpai is in love with Ayase-senpai.\Why?\Ayase-senpai doesn't pay any attention to Mashima-senpai.\Yes, that's right.\The air conditioner in the very back.\Can I start after this match is over? response:	It's a sauna!
context: After watching him for two months, it's become very clear.\Mashima-senpai is in love with Ayase-senpai.\Why?\Ayase-senpai doesn't pay any attention to Mashima-senpai.\Yes, that's right.\The air conditioner in the very back.\Can I start after this match is over?\It's a sauna! response:	Plus, it's only affecting my kids!
context: Mashima-senpai is in love with Ayase-senpai.\Why?\Ayase-senpai doesn't pay any attention to Mashima-senpai.\Yes, that's right.\The air conditioner in the very back.\Can I start after this match is over?\It's a sauna!\Plus, it's only affecting my kids! response:	This sweat feels gross...
context: Why?\Ayase-senpai doesn't pay any attention to Mashima-senpai.\Yes, that's right.\The air conditioner in the very back.\Can I start after this match is over?\It's a sauna!\Plus, it's only affecting my kids!\This sweat feels gross... response:	I don't want to wipe it off with a loaner kimono,
context: Ayase-senpai doesn't pay any attention to Mashima-senpai.\Yes, that's right.\The air conditioner in the very back.\Can I start after this match is over?\It's a sauna!\Plus, it's only affecting my kids!\This sweat feels gross...\I don't want to wipe it off with a loaner kimono, response:	but I don't have a towel...
context: Yes, that's right.\The air conditioner in the very back.\Can I start after this match is over?\It's a sauna!\Plus, it's only affecting my kids!\This sweat feels gross...\I don't want to wipe it off with a loaner kimono,\but I don't have a towel... response:	As I wait for...
context: The air conditioner in the very back.\Can I start after this match is over?\It's a sauna!\Plus, it's only affecting my kids!\This sweat feels gross...\I don't want to wipe it off with a loaner kimono,\but I don't have a towel...\As I wait for... response:	Yes, got it!
context: Can I start after this match is over?\It's a sauna!\Plus, it's only affecting my kids!\This sweat feels gross...\I don't want to wipe it off with a loaner kimono,\but I don't have a towel...\As I wait for...\Yes, got it! response:	Go on the attack!
context: It's a sauna!\Plus, it's only affecting my kids!\This sweat feels gross...\I don't want to wipe it off with a loaner kimono,\but I don't have a towel...\As I wait for...\Yes, got it!\Go on the attack! response:	Yes!
context: Plus, it's only affecting my kids!\This sweat feels gross...\I don't want to wipe it off with a loaner kimono,\but I don't have a towel...\As I wait for...\Yes, got it!\Go on the attack!\Yes! response:	E-Excuse me!
context: This sweat feels gross...\I don't want to wipe it off with a loaner kimono,\but I don't have a towel...\As I wait for...\Yes, got it!\Go on the attack!\Yes!\E-Excuse me! response:	Can I have a towel?
context: I don't want to wipe it off with a loaner kimono,\but I don't have a towel...\As I wait for...\Yes, got it!\Go on the attack!\Yes!\E-Excuse me!\Can I have a towel? response:	Thank you very much.
context: but I don't have a towel...\As I wait for...\Yes, got it!\Go on the attack!\Yes!\E-Excuse me!\Can I have a towel?\Thank you very much. response:	I always try to play it cool.
context: As I wait for...\Yes, got it!\Go on the attack!\Yes!\E-Excuse me!\Can I have a towel?\Thank you very much.\I always try to play it cool. response:	I feel embarrassed about losing,
context: Yes, got it!\Go on the attack!\Yes!\E-Excuse me!\Can I have a towel?\Thank you very much.\I always try to play it cool.\I feel embarrassed about losing, response:	so I run off to tournaments far away in secret.
context: Go on the attack!\Yes!\E-Excuse me!\Can I have a towel?\Thank you very much.\I always try to play it cool.\I feel embarrassed about losing,\so I run off to tournaments far away in secret. response:	I know that I'm not alone...
context: Yes!\E-Excuse me!\Can I have a towel?\Thank you very much.\I always try to play it cool.\I feel embarrassed about losing,\so I run off to tournaments far away in secret.\I know that I'm not alone... response:	But...
context: E-Excuse me!\Can I have a towel?\Thank you very much.\I always try to play it cool.\I feel embarrassed about losing,\so I run off to tournaments far away in secret.\I know that I'm not alone...\But... response:	I want to be strong, even when I'm alone.
context: Can I have a towel?\Thank you very much.\I always try to play it cool.\I feel embarrassed about losing,\so I run off to tournaments far away in secret.\I know that I'm not alone...\But...\I want to be strong, even when I'm alone. response:	my body burns like the seaweed drying on the shores of Matsuho
context: Thank you very much.\I always try to play it cool.\I feel embarrassed about losing,\so I run off to tournaments far away in secret.\I know that I'm not alone...\But...\I want to be strong, even when I'm alone.\my body burns like the seaweed drying on the shores of Matsuho response:	The storm will soon carry...
context: I always try to play it cool.\I feel embarrassed about losing,\so I run off to tournaments far away in secret.\I know that I'm not alone...\But...\I want to be strong, even when I'm alone.\my body burns like the seaweed drying on the shores of Matsuho\The storm will soon carry... response:	Yes, that's one card!
context: I feel embarrassed about losing,\so I run off to tournaments far away in secret.\I know that I'm not alone...\But...\I want to be strong, even when I'm alone.\my body burns like the seaweed drying on the shores of Matsuho\The storm will soon carry...\Yes, that's one card! response:	He's keeping his eyes on the cards while speaking.
context: so I run off to tournaments far away in secret.\I know that I'm not alone...\But...\I want to be strong, even when I'm alone.\my body burns like the seaweed drying on the shores of Matsuho\The storm will soon carry...\Yes, that's one card!\He's keeping his eyes on the cards while speaking. response:	He's not turning to look at his teammates.
context: I know that I'm not alone...\But...\I want to be strong, even when I'm alone.\my body burns like the seaweed drying on the shores of Matsuho\The storm will soon carry...\Yes, that's one card!\He's keeping his eyes on the cards while speaking.\He's not turning to look at his teammates. response:	That's right, Eyebrows.
context: But...\I want to be strong, even when I'm alone.\my body burns like the seaweed drying on the shores of Matsuho\The storm will soon carry...\Yes, that's one card!\He's keeping his eyes on the cards while speaking.\He's not turning to look at his teammates.\That's right, Eyebrows. response:	A team match is an individual match.
context: I want to be strong, even when I'm alone.\my body burns like the seaweed drying on the shores of Matsuho\The storm will soon carry...\Yes, that's one card!\He's keeping his eyes on the cards while speaking.\He's not turning to look at his teammates.\That's right, Eyebrows.\A team match is an individual match. response:	You must trust in your teammates while playing by yourself.
context: my body burns like the seaweed drying on the shores of Matsuho\The storm will soon carry...\Yes, that's one card!\He's keeping his eyes on the cards while speaking.\He's not turning to look at his teammates.\That's right, Eyebrows.\A team match is an individual match.\You must trust in your teammates while playing by yourself. response:	Huh? Where are you going?
context: The storm will soon carry...\Yes, that's one card!\He's keeping his eyes on the cards while speaking.\He's not turning to look at his teammates.\That's right, Eyebrows.\A team match is an individual match.\You must trust in your teammates while playing by yourself.\Huh? Where are you going? response:	To watch the other match.
context: Yes, that's one card!\He's keeping his eyes on the cards while speaking.\He's not turning to look at his teammates.\That's right, Eyebrows.\A team match is an individual match.\You must trust in your teammates while playing by yourself.\Huh? Where are you going?\To watch the other match. response:	I can scout out our opponent in the finals.
context: He's keeping his eyes on the cards while speaking.\He's not turning to look at his teammates.\That's right, Eyebrows.\A team match is an individual match.\You must trust in your teammates while playing by yourself.\Huh? Where are you going?\To watch the other match.\I can scout out our opponent in the finals. response:	There's nothing else to do right now besides think?
context: He's not turning to look at his teammates.\That's right, Eyebrows.\A team match is an individual match.\You must trust in your teammates while playing by yourself.\Huh? Where are you going?\To watch the other match.\I can scout out our opponent in the finals.\There's nothing else to do right now besides think? response:	There has to be something else!
context: That's right, Eyebrows.\A team match is an individual match.\You must trust in your teammates while playing by yourself.\Huh? Where are you going?\To watch the other match.\I can scout out our opponent in the finals.\There's nothing else to do right now besides think?\There has to be something else! response:	I'm a member of this team!
context: A team match is an individual match.\You must trust in your teammates while playing by yourself.\Huh? Where are you going?\To watch the other match.\I can scout out our opponent in the finals.\There's nothing else to do right now besides think?\There has to be something else!\I'm a member of this team! response:	A member of the Mizusawa karuta club!
context: You must trust in your teammates while playing by yourself.\Huh? Where are you going?\To watch the other match.\I can scout out our opponent in the finals.\There's nothing else to do right now besides think?\There has to be something else!\I'm a member of this team!\A member of the Mizusawa karuta club! response:	No matter where I stand on the shores of Tago,
context: Huh? Where are you going?\To watch the other match.\I can scout out our opponent in the finals.\There's nothing else to do right now besides think?\There has to be something else!\I'm a member of this team!\A member of the Mizusawa karuta club!\No matter where I stand on the shores of Tago, response:	He caught up!
context: To watch the other match.\I can scout out our opponent in the finals.\There's nothing else to do right now besides think?\There has to be something else!\I'm a member of this team!\A member of the Mizusawa karuta club!\No matter where I stand on the shores of Tago,\He caught up! response:	I can look up and see the snowy cap of Mt. Fuji
context: I can scout out our opponent in the finals.\There's nothing else to do right now besides think?\There has to be something else!\I'm a member of this team!\A member of the Mizusawa karuta club!\No matter where I stand on the shores of Tago,\He caught up!\I can look up and see the snowy cap of Mt. Fuji response:	When winds blow oak leaves...
context: There's nothing else to do right now besides think?\There has to be something else!\I'm a member of this team!\A member of the Mizusawa karuta club!\No matter where I stand on the shores of Tago,\He caught up!\I can look up and see the snowy cap of Mt. Fuji\When winds blow oak leaves... response:	None are left...
context: There has to be something else!\I'm a member of this team!\A member of the Mizusawa karuta club!\No matter where I stand on the shores of Tago,\He caught up!\I can look up and see the snowy cap of Mt. Fuji\When winds blow oak leaves...\None are left... response:	I feel as though...
context: I'm a member of this team!\A member of the Mizusawa karuta club!\No matter where I stand on the shores of Tago,\He caught up!\I can look up and see the snowy cap of Mt. Fuji\When winds blow oak leaves...\None are left...\I feel as though... response:	Look for the sound...
context: A member of the Mizusawa karuta club!\No matter where I stand on the shores of Tago,\He caught up!\I can look up and see the snowy cap of Mt. Fuji\When winds blow oak leaves...\None are left...\I feel as though...\Look for the sound... response:	The hazy early morning light comes not from...
context: No matter where I stand on the shores of Tago,\He caught up!\I can look up and see the snowy cap of Mt. Fuji\When winds blow oak leaves...\None are left...\I feel as though...\Look for the sound...\The hazy early morning light comes not from... response:	He's built a lead in no time.
context: He caught up!\I can look up and see the snowy cap of Mt. Fuji\When winds blow oak leaves...\None are left...\I feel as though...\Look for the sound...\The hazy early morning light comes not from...\He's built a lead in no time. response:	She was able to make her sense work in the first half,
context: I can look up and see the snowy cap of Mt. Fuji\When winds blow oak leaves...\None are left...\I feel as though...\Look for the sound...\The hazy early morning light comes not from...\He's built a lead in no time.\She was able to make her sense work in the first half, response:	but in the second half...
context: When winds blow oak leaves...\None are left...\I feel as though...\Look for the sound...\The hazy early morning light comes not from...\He's built a lead in no time.\She was able to make her sense work in the first half,\but in the second half... response:	I'm moving my cards.
context: None are left...\I feel as though...\Look for the sound...\The hazy early morning light comes not from...\He's built a lead in no time.\She was able to make her sense work in the first half,\but in the second half...\I'm moving my cards. response:	I'll bring them together and hit them all together.
context: I feel as though...\Look for the sound...\The hazy early morning light comes not from...\He's built a lead in no time.\She was able to make her sense work in the first half,\but in the second half...\I'm moving my cards.\I'll bring them together and hit them all together. response:	Waves creep closer...
context: Look for the sound...\The hazy early morning light comes not from...\He's built a lead in no time.\She was able to make her sense work in the first half,\but in the second half...\I'm moving my cards.\I'll bring them together and hit them all together.\Waves creep closer... response:	Feel sorrow wash over me...
