context: And it's been really dry lately, right? response:	So Yumiko brought this little humidifier to school,
context: Oh, the meeting's starting.\This way, Senpai.\Uh, I'd rather stay on the sidelines...\About the Christmas Event Plan\Okay, so just like last time,\let's start by brainstorming.\First on the agenda is the event concept\and sharing of ideas for activities. response:	Considering the demands that fall on us as high school students,
context: This way, Senpai.\Uh, I'd rather stay on the sidelines...\About the Christmas Event Plan\Okay, so just like last time,\let's start by brainstorming.\First on the agenda is the event concept\and sharing of ideas for activities.\Considering the demands that fall on us as high school students, response:	I believe we need to come up with some
context: Uh, I'd rather stay on the sidelines...\About the Christmas Event Plan\Okay, so just like last time,\let's start by brainstorming.\First on the agenda is the event concept\and sharing of ideas for activities.\Considering the demands that fall on us as high school students,\I believe we need to come up with some response:	innovation befitting of young minds.
context: About the Christmas Event Plan\Okay, so just like last time,\let's start by brainstorming.\First on the agenda is the event concept\and sharing of ideas for activities.\Considering the demands that fall on us as high school students,\I believe we need to come up with some\innovation befitting of young minds. response:	In that case, naturally, we need to ponder on the premise of
context: Okay, so just like last time,\let's start by brainstorming.\First on the agenda is the event concept\and sharing of ideas for activities.\Considering the demands that fall on us as high school students,\I believe we need to come up with some\innovation befitting of young minds.\In that case, naturally, we need to ponder on the premise of response:	a win-win relationship with the community.
context: let's start by brainstorming.\First on the agenda is the event concept\and sharing of ideas for activities.\Considering the demands that fall on us as high school students,\I believe we need to come up with some\innovation befitting of young minds.\In that case, naturally, we need to ponder on the premise of\a win-win relationship with the community. response:	Then we'll probably have to think strategically in terms of cost-effectiveness.
context: First on the agenda is the event concept\and sharing of ideas for activities.\Considering the demands that fall on us as high school students,\I believe we need to come up with some\innovation befitting of young minds.\In that case, naturally, we need to ponder on the premise of\a win-win relationship with the community.\Then we'll probably have to think strategically in terms of cost-effectiveness. response:	What is going on right now?
context: and sharing of ideas for activities.\Considering the demands that fall on us as high school students,\I believe we need to come up with some\innovation befitting of young minds.\In that case, naturally, we need to ponder on the premise of\a win-win relationship with the community.\Then we'll probably have to think strategically in terms of cost-effectiveness.\What is going on right now? response:	Huh? No idea.
context: Considering the demands that fall on us as high school students,\I believe we need to come up with some\innovation befitting of young minds.\In that case, naturally, we need to ponder on the premise of\a win-win relationship with the community.\Then we'll probably have to think strategically in terms of cost-effectiveness.\What is going on right now?\Huh? No idea. response:	The other school is making suggestions for us, I guess.
context: I believe we need to come up with some\innovation befitting of young minds.\In that case, naturally, we need to ponder on the premise of\a win-win relationship with the community.\Then we'll probably have to think strategically in terms of cost-effectiveness.\What is going on right now?\Huh? No idea.\The other school is making suggestions for us, I guess. response:	Huh...
context: innovation befitting of young minds.\In that case, naturally, we need to ponder on the premise of\a win-win relationship with the community.\Then we'll probably have to think strategically in terms of cost-effectiveness.\What is going on right now?\Huh? No idea.\The other school is making suggestions for us, I guess.\Huh... response:	Everyone, isn't there something more important to consider?
context: In that case, naturally, we need to ponder on the premise of\a win-win relationship with the community.\Then we'll probably have to think strategically in terms of cost-effectiveness.\What is going on right now?\Huh? No idea.\The other school is making suggestions for us, I guess.\Huh...\Everyone, isn't there something more important to consider? response:	We should use logical thinking to think logically.
context: a win-win relationship with the community.\Then we'll probably have to think strategically in terms of cost-effectiveness.\What is going on right now?\Huh? No idea.\The other school is making suggestions for us, I guess.\Huh...\Everyone, isn't there something more important to consider?\We should use logical thinking to think logically. response:	Aren't those the same thing?
context: Then we'll probably have to think strategically in terms of cost-effectiveness.\What is going on right now?\Huh? No idea.\The other school is making suggestions for us, I guess.\Huh...\Everyone, isn't there something more important to consider?\We should use logical thinking to think logically.\Aren't those the same thing? response:	How many times are we supposed to think?
context: What is going on right now?\Huh? No idea.\The other school is making suggestions for us, I guess.\Huh...\Everyone, isn't there something more important to consider?\We should use logical thinking to think logically.\Aren't those the same thing?\How many times are we supposed to think? response:	We should put ourselves in the customer's place to see from the customers' perspective.
context: Huh? No idea.\The other school is making suggestions for us, I guess.\Huh...\Everyone, isn't there something more important to consider?\We should use logical thinking to think logically.\Aren't those the same thing?\How many times are we supposed to think?\We should put ourselves in the customer's place to see from the customers' perspective. response:	Again, aren't those the same thing?
context: The other school is making suggestions for us, I guess.\Huh...\Everyone, isn't there something more important to consider?\We should use logical thinking to think logically.\Aren't those the same thing?\How many times are we supposed to think?\We should put ourselves in the customer's place to see from the customers' perspective.\Again, aren't those the same thing? response:	How many times do we have to become the customer?
context: Huh...\Everyone, isn't there something more important to consider?\We should use logical thinking to think logically.\Aren't those the same thing?\How many times are we supposed to think?\We should put ourselves in the customer's place to see from the customers' perspective.\Again, aren't those the same thing?\How many times do we have to become the customer? response:	Then we could give some thought to outsourcing.
context: Everyone, isn't there something more important to consider?\We should use logical thinking to think logically.\Aren't those the same thing?\How many times are we supposed to think?\We should put ourselves in the customer's place to see from the customers' perspective.\Again, aren't those the same thing?\How many times do we have to become the customer?\Then we could give some thought to outsourcing. response:	With our current method, that might be tough to fit in the scheme.
context: We should use logical thinking to think logically.\Aren't those the same thing?\How many times are we supposed to think?\We should put ourselves in the customer's place to see from the customers' perspective.\Again, aren't those the same thing?\How many times do we have to become the customer?\Then we could give some thought to outsourcing.\With our current method, that might be tough to fit in the scheme. response:	What do you think?
context: Aren't those the same thing?\How many times are we supposed to think?\We should put ourselves in the customer's place to see from the customers' perspective.\Again, aren't those the same thing?\How many times do we have to become the customer?\Then we could give some thought to outsourcing.\With our current method, that might be tough to fit in the scheme.\What do you think? response:	There's a chance it could be rescheduled, too.
context: How many times are we supposed to think?\We should put ourselves in the customer's place to see from the customers' perspective.\Again, aren't those the same thing?\How many times do we have to become the customer?\Then we could give some thought to outsourcing.\With our current method, that might be tough to fit in the scheme.\What do you think?\There's a chance it could be rescheduled, too. response:	Shouldn't we give ourselves more of a buffer?
context: We should put ourselves in the customer's place to see from the customers' perspective.\Again, aren't those the same thing?\How many times do we have to become the customer?\Then we could give some thought to outsourcing.\With our current method, that might be tough to fit in the scheme.\What do you think?\There's a chance it could be rescheduled, too.\Shouldn't we give ourselves more of a buffer? response:	Oh, that's true. We should look at the whole picture.
context: Again, aren't those the same thing?\How many times do we have to become the customer?\Then we could give some thought to outsourcing.\With our current method, that might be tough to fit in the scheme.\What do you think?\There's a chance it could be rescheduled, too.\Shouldn't we give ourselves more of a buffer?\Oh, that's true. We should look at the whole picture. response:	Are you getting an idea of how it all works?
context: How many times do we have to become the customer?\Then we could give some thought to outsourcing.\With our current method, that might be tough to fit in the scheme.\What do you think?\There's a chance it could be rescheduled, too.\Shouldn't we give ourselves more of a buffer?\Oh, that's true. We should look at the whole picture.\Are you getting an idea of how it all works? response:	No, I didn't understand a thing.
context: Then we could give some thought to outsourcing.\With our current method, that might be tough to fit in the scheme.\What do you think?\There's a chance it could be rescheduled, too.\Shouldn't we give ourselves more of a buffer?\Oh, that's true. We should look at the whole picture.\Are you getting an idea of how it all works?\No, I didn't understand a thing. response:	Yeah, they were saying some difficult stuff, huh?
context: With our current method, that might be tough to fit in the scheme.\What do you think?\There's a chance it could be rescheduled, too.\Shouldn't we give ourselves more of a buffer?\Oh, that's true. We should look at the whole picture.\Are you getting an idea of how it all works?\No, I didn't understand a thing.\Yeah, they were saying some difficult stuff, huh? response:	But when I say stuff like Wow, I need to work hard, too,
context: What do you think?\There's a chance it could be rescheduled, too.\Shouldn't we give ourselves more of a buffer?\Oh, that's true. We should look at the whole picture.\Are you getting an idea of how it all works?\No, I didn't understand a thing.\Yeah, they were saying some difficult stuff, huh?\But when I say stuff like Wow, I need to work hard, too, response:	that goes over really well.
context: There's a chance it could be rescheduled, too.\Shouldn't we give ourselves more of a buffer?\Oh, that's true. We should look at the whole picture.\Are you getting an idea of how it all works?\No, I didn't understand a thing.\Yeah, they were saying some difficult stuff, huh?\But when I say stuff like Wow, I need to work hard, too,\that goes over really well. response:	Otherwise, all I really have to do is email back and forth with them.
context: Shouldn't we give ourselves more of a buffer?\Oh, that's true. We should look at the whole picture.\Are you getting an idea of how it all works?\No, I didn't understand a thing.\Yeah, they were saying some difficult stuff, huh?\But when I say stuff like Wow, I need to work hard, too,\that goes over really well.\Otherwise, all I really have to do is email back and forth with them. response:	You're gonna get stabbed someday.
context: Oh, that's true. We should look at the whole picture.\Are you getting an idea of how it all works?\No, I didn't understand a thing.\Yeah, they were saying some difficult stuff, huh?\But when I say stuff like Wow, I need to work hard, too,\that goes over really well.\Otherwise, all I really have to do is email back and forth with them.\You're gonna get stabbed someday. response:	But you're like that sometimes, too, Senpai.
context: Are you getting an idea of how it all works?\No, I didn't understand a thing.\Yeah, they were saying some difficult stuff, huh?\But when I say stuff like Wow, I need to work hard, too,\that goes over really well.\Otherwise, all I really have to do is email back and forth with them.\You're gonna get stabbed someday.\But you're like that sometimes, too, Senpai. response:	Like you're trying to look smart or interesting...
context: No, I didn't understand a thing.\Yeah, they were saying some difficult stuff, huh?\But when I say stuff like Wow, I need to work hard, too,\that goes over really well.\Otherwise, all I really have to do is email back and forth with them.\You're gonna get stabbed someday.\But you're like that sometimes, too, Senpai.\Like you're trying to look smart or interesting... response:	Don't put me on their level.
context: Yeah, they were saying some difficult stuff, huh?\But when I say stuff like Wow, I need to work hard, too,\that goes over really well.\Otherwise, all I really have to do is email back and forth with them.\You're gonna get stabbed someday.\But you're like that sometimes, too, Senpai.\Like you're trying to look smart or interesting...\Don't put me on their level. response:	I don't care about looking interesting.
context: But when I say stuff like Wow, I need to work hard, too,\that goes over really well.\Otherwise, all I really have to do is email back and forth with them.\You're gonna get stabbed someday.\But you're like that sometimes, too, Senpai.\Like you're trying to look smart or interesting...\Don't put me on their level.\I don't care about looking interesting. response:	I'm just self-conscious.
context: that goes over really well.\Otherwise, all I really have to do is email back and forth with them.\You're gonna get stabbed someday.\But you're like that sometimes, too, Senpai.\Like you're trying to look smart or interesting...\Don't put me on their level.\I don't care about looking interesting.\I'm just self-conscious. response:	Huh... I don't get it.
context: Otherwise, all I really have to do is email back and forth with them.\You're gonna get stabbed someday.\But you're like that sometimes, too, Senpai.\Like you're trying to look smart or interesting...\Don't put me on their level.\I don't care about looking interesting.\I'm just self-conscious.\Huh... I don't get it. response:	Anyway, I've worked out what we need to do, so let's start tackling it.
context: You're gonna get stabbed someday.\But you're like that sometimes, too, Senpai.\Like you're trying to look smart or interesting...\Don't put me on their level.\I don't care about looking interesting.\I'm just self-conscious.\Huh... I don't get it.\Anyway, I've worked out what we need to do, so let's start tackling it. response:	What?
context: But you're like that sometimes, too, Senpai.\Like you're trying to look smart or interesting...\Don't put me on their level.\I don't care about looking interesting.\I'm just self-conscious.\Huh... I don't get it.\Anyway, I've worked out what we need to do, so let's start tackling it.\What? response:	You seem to be getting on well enough with them.
context: Like you're trying to look smart or interesting...\Don't put me on their level.\I don't care about looking interesting.\I'm just self-conscious.\Huh... I don't get it.\Anyway, I've worked out what we need to do, so let's start tackling it.\What?\You seem to be getting on well enough with them. response:	Yeah, I guess so.
context: Don't put me on their level.\I don't care about looking interesting.\I'm just self-conscious.\Huh... I don't get it.\Anyway, I've worked out what we need to do, so let's start tackling it.\What?\You seem to be getting on well enough with them.\Yeah, I guess so. response:	But you're the one who taught me
context: I don't care about looking interesting.\I'm just self-conscious.\Huh... I don't get it.\Anyway, I've worked out what we need to do, so let's start tackling it.\What?\You seem to be getting on well enough with them.\Yeah, I guess so.\But you're the one who taught me response:	that younger girls trying to learn something are cute, right?
context: I'm just self-conscious.\Huh... I don't get it.\Anyway, I've worked out what we need to do, so let's start tackling it.\What?\You seem to be getting on well enough with them.\Yeah, I guess so.\But you're the one who taught me\that younger girls trying to learn something are cute, right? response:	I didn't teach you that.
context: Huh... I don't get it.\Anyway, I've worked out what we need to do, so let's start tackling it.\What?\You seem to be getting on well enough with them.\Yeah, I guess so.\But you're the one who taught me\that younger girls trying to learn something are cute, right?\I didn't teach you that. response:	But now you don't need me, do you?
context: Anyway, I've worked out what we need to do, so let's start tackling it.\What?\You seem to be getting on well enough with them.\Yeah, I guess so.\But you're the one who taught me\that younger girls trying to learn something are cute, right?\I didn't teach you that.\But now you don't need me, do you? response:	Ah... Well...
context: What?\You seem to be getting on well enough with them.\Yeah, I guess so.\But you're the one who taught me\that younger girls trying to learn something are cute, right?\I didn't teach you that.\But now you don't need me, do you?\Ah... Well... response:	Iroha-chan, can you take care of these, too?
context: You seem to be getting on well enough with them.\Yeah, I guess so.\But you're the one who taught me\that younger girls trying to learn something are cute, right?\I didn't teach you that.\But now you don't need me, do you?\Ah... Well...\Iroha-chan, can you take care of these, too? response:	Also this, and this, and this, too.
context: Yeah, I guess so.\But you're the one who taught me\that younger girls trying to learn something are cute, right?\I didn't teach you that.\But now you don't need me, do you?\Ah... Well...\Iroha-chan, can you take care of these, too?\Also this, and this, and this, too. response:	Ah, okay.
context: But you're the one who taught me\that younger girls trying to learn something are cute, right?\I didn't teach you that.\But now you don't need me, do you?\Ah... Well...\Iroha-chan, can you take care of these, too?\Also this, and this, and this, too.\Ah, okay. response:	If there's anything you don't understand, let me know.
context: that younger girls trying to learn something are cute, right?\I didn't teach you that.\But now you don't need me, do you?\Ah... Well...\Iroha-chan, can you take care of these, too?\Also this, and this, and this, too.\Ah, okay.\If there's anything you don't understand, let me know. response:	I'll explain it so you can understand.
context: I didn't teach you that.\But now you don't need me, do you?\Ah... Well...\Iroha-chan, can you take care of these, too?\Also this, and this, and this, too.\Ah, okay.\If there's anything you don't understand, let me know.\I'll explain it so you can understand. response:	So as you heard, getting the minutes together will be our job, too.
context: But now you don't need me, do you?\Ah... Well...\Iroha-chan, can you take care of these, too?\Also this, and this, and this, too.\Ah, okay.\If there's anything you don't understand, let me know.\I'll explain it so you can understand.\So as you heard, getting the minutes together will be our job, too. response:	I'm counting on all of you.
context: Ah... Well...\Iroha-chan, can you take care of these, too?\Also this, and this, and this, too.\Ah, okay.\If there's anything you don't understand, let me know.\I'll explain it so you can understand.\So as you heard, getting the minutes together will be our job, too.\I'm counting on all of you. response:	Doesn't look like we can say the student council is functioning well.
context: Iroha-chan, can you take care of these, too?\Also this, and this, and this, too.\Ah, okay.\If there's anything you don't understand, let me know.\I'll explain it so you can understand.\So as you heard, getting the minutes together will be our job, too.\I'm counting on all of you.\Doesn't look like we can say the student council is functioning well. response:	I'm sure there's some reservation between them,
context: Also this, and this, and this, too.\Ah, okay.\If there's anything you don't understand, let me know.\I'll explain it so you can understand.\So as you heard, getting the minutes together will be our job, too.\I'm counting on all of you.\Doesn't look like we can say the student council is functioning well.\I'm sure there's some reservation between them, response:	but it looks like that's hindering their communication.
context: Ah, okay.\If there's anything you don't understand, let me know.\I'll explain it so you can understand.\So as you heard, getting the minutes together will be our job, too.\I'm counting on all of you.\Doesn't look like we can say the student council is functioning well.\I'm sure there's some reservation between them,\but it looks like that's hindering their communication. response:	President, is this okay?
context: If there's anything you don't understand, let me know.\I'll explain it so you can understand.\So as you heard, getting the minutes together will be our job, too.\I'm counting on all of you.\Doesn't look like we can say the student council is functioning well.\I'm sure there's some reservation between them,\but it looks like that's hindering their communication.\President, is this okay? response:	Oh... I'll check.
context: I'll explain it so you can understand.\So as you heard, getting the minutes together will be our job, too.\I'm counting on all of you.\Doesn't look like we can say the student council is functioning well.\I'm sure there's some reservation between them,\but it looks like that's hindering their communication.\President, is this okay?\Oh... I'll check. response:	Also, about the way this work is progressing...
context: So as you heard, getting the minutes together will be our job, too.\I'm counting on all of you.\Doesn't look like we can say the student council is functioning well.\I'm sure there's some reservation between them,\but it looks like that's hindering their communication.\President, is this okay?\Oh... I'll check.\Also, about the way this work is progressing... response:	Yes?
context: I'm counting on all of you.\Doesn't look like we can say the student council is functioning well.\I'm sure there's some reservation between them,\but it looks like that's hindering their communication.\President, is this okay?\Oh... I'll check.\Also, about the way this work is progressing...\Yes? response:	Actually, never mind.
context: Doesn't look like we can say the student council is functioning well.\I'm sure there's some reservation between them,\but it looks like that's hindering their communication.\President, is this okay?\Oh... I'll check.\Also, about the way this work is progressing...\Yes?\Actually, never mind. response:	He's the vice president.
context: I'm sure there's some reservation between them,\but it looks like that's hindering their communication.\President, is this okay?\Oh... I'll check.\Also, about the way this work is progressing...\Yes?\Actually, never mind.\He's the vice president. response:	Looks like you've got it rough.
context: but it looks like that's hindering their communication.\President, is this okay?\Oh... I'll check.\Also, about the way this work is progressing...\Yes?\Actually, never mind.\He's the vice president.\Looks like you've got it rough. response:	I don't think he likes me much...
context: President, is this okay?\Oh... I'll check.\Also, about the way this work is progressing...\Yes?\Actually, never mind.\He's the vice president.\Looks like you've got it rough.\I don't think he likes me much... response:	But that's how it always goes at first.
context: Oh... I'll check.\Also, about the way this work is progressing...\Yes?\Actually, never mind.\He's the vice president.\Looks like you've got it rough.\I don't think he likes me much...\But that's how it always goes at first. response:	He'll get used to me eventually.
context: Also, about the way this work is progressing...\Yes?\Actually, never mind.\He's the vice president.\Looks like you've got it rough.\I don't think he likes me much...\But that's how it always goes at first.\He'll get used to me eventually. response:	Mihama Library
context: Yes?\Actually, never mind.\He's the vice president.\Looks like you've got it rough.\I don't think he likes me much...\But that's how it always goes at first.\He'll get used to me eventually.\Mihama Library response:	Takasu Community Festival
context: Actually, never mind.\He's the vice president.\Looks like you've got it rough.\I don't think he likes me much...\But that's how it always goes at first.\He'll get used to me eventually.\Mihama Library\Takasu Community Festival response:	Senpai!
context: He's the vice president.\Looks like you've got it rough.\I don't think he likes me much...\But that's how it always goes at first.\He'll get used to me eventually.\Mihama Library\Takasu Community Festival\Senpai! response:	Your reactions are too weak.
context: Looks like you've got it rough.\I don't think he likes me much...\But that's how it always goes at first.\He'll get used to me eventually.\Mihama Library\Takasu Community Festival\Senpai!\Your reactions are too weak. response:	Because you're just being sneaky with that.
context: I don't think he likes me much...\But that's how it always goes at first.\He'll get used to me eventually.\Mihama Library\Takasu Community Festival\Senpai!\Your reactions are too weak.\Because you're just being sneaky with that. response:	Oh, come on. I'm just being natural.
context: But that's how it always goes at first.\He'll get used to me eventually.\Mihama Library\Takasu Community Festival\Senpai!\Your reactions are too weak.\Because you're just being sneaky with that.\Oh, come on. I'm just being natural. response:	But you know, I think that's pretty sneaky of you, too.
context: He'll get used to me eventually.\Mihama Library\Takasu Community Festival\Senpai!\Your reactions are too weak.\Because you're just being sneaky with that.\Oh, come on. I'm just being natural.\But you know, I think that's pretty sneaky of you, too. response:	Oh, come on. I'm just being natural.
context: Mihama Library\Takasu Community Festival\Senpai!\Your reactions are too weak.\Because you're just being sneaky with that.\Oh, come on. I'm just being natural.\But you know, I think that's pretty sneaky of you, too.\Oh, come on. I'm just being natural. response:	Hey, wait up!
context: Takasu Community Festival\Senpai!\Your reactions are too weak.\Because you're just being sneaky with that.\Oh, come on. I'm just being natural.\But you know, I think that's pretty sneaky of you, too.\Oh, come on. I'm just being natural.\Hey, wait up! response:	Lecture Room 1
context: Senpai!\Your reactions are too weak.\Because you're just being sneaky with that.\Oh, come on. I'm just being natural.\But you know, I think that's pretty sneaky of you, too.\Oh, come on. I'm just being natural.\Hey, wait up!\Lecture Room 1 response:	Our outline of the plan hasn't completely solidified yet,
context: Your reactions are too weak.\Because you're just being sneaky with that.\Oh, come on. I'm just being natural.\But you know, I think that's pretty sneaky of you, too.\Oh, come on. I'm just being natural.\Hey, wait up!\Lecture Room 1\Our outline of the plan hasn't completely solidified yet, response:	so let's continue our brainstorming from yesterday.
context: Because you're just being sneaky with that.\Oh, come on. I'm just being natural.\But you know, I think that's pretty sneaky of you, too.\Oh, come on. I'm just being natural.\Hey, wait up!\Lecture Room 1\Our outline of the plan hasn't completely solidified yet,\so let's continue our brainstorming from yesterday. response:	As long as we're doing this, I'd like to make it more flashy.
context: Oh, come on. I'm just being natural.\But you know, I think that's pretty sneaky of you, too.\Oh, come on. I'm just being natural.\Hey, wait up!\Lecture Room 1\Our outline of the plan hasn't completely solidified yet,\so let's continue our brainstorming from yesterday.\As long as we're doing this, I'd like to make it more flashy. response:	Yeah! That's the thing!
context: But you know, I think that's pretty sneaky of you, too.\Oh, come on. I'm just being natural.\Hey, wait up!\Lecture Room 1\Our outline of the plan hasn't completely solidified yet,\so let's continue our brainstorming from yesterday.\As long as we're doing this, I'd like to make it more flashy.\Yeah! That's the thing! response:	We should do something big, something with a real bang!
context: Oh, come on. I'm just being natural.\Hey, wait up!\Lecture Room 1\Our outline of the plan hasn't completely solidified yet,\so let's continue our brainstorming from yesterday.\As long as we're doing this, I'd like to make it more flashy.\Yeah! That's the thing!\We should do something big, something with a real bang! response:	Yes, we may have been pulling everything together too closely.
context: Hey, wait up!\Lecture Room 1\Our outline of the plan hasn't completely solidified yet,\so let's continue our brainstorming from yesterday.\As long as we're doing this, I'd like to make it more flashy.\Yeah! That's the thing!\We should do something big, something with a real bang!\Yes, we may have been pulling everything together too closely. response:	Huh? Really? Something was pulled together?
context: Lecture Room 1\Our outline of the plan hasn't completely solidified yet,\so let's continue our brainstorming from yesterday.\As long as we're doing this, I'd like to make it more flashy.\Yeah! That's the thing!\We should do something big, something with a real bang!\Yes, we may have been pulling everything together too closely.\Huh? Really? Something was pulled together? response:	The minutes don't have anything in them but logical thinking blah blah blah.
context: Our outline of the plan hasn't completely solidified yet,\so let's continue our brainstorming from yesterday.\As long as we're doing this, I'd like to make it more flashy.\Yeah! That's the thing!\We should do something big, something with a real bang!\Yes, we may have been pulling everything together too closely.\Huh? Really? Something was pulled together?\The minutes don't have anything in them but logical thinking blah blah blah. response:	I don't know what I'm supposed to do.
context: so let's continue our brainstorming from yesterday.\As long as we're doing this, I'd like to make it more flashy.\Yeah! That's the thing!\We should do something big, something with a real bang!\Yes, we may have been pulling everything together too closely.\Huh? Really? Something was pulled together?\The minutes don't have anything in them but logical thinking blah blah blah.\I don't know what I'm supposed to do. response:	Well, that's because nothing specific has been settled on yet.
context: As long as we're doing this, I'd like to make it more flashy.\Yeah! That's the thing!\We should do something big, something with a real bang!\Yes, we may have been pulling everything together too closely.\Huh? Really? Something was pulled together?\The minutes don't have anything in them but logical thinking blah blah blah.\I don't know what I'm supposed to do.\Well, that's because nothing specific has been settled on yet. response:	I think we should increase the scale.
context: Yeah! That's the thing!\We should do something big, something with a real bang!\Yes, we may have been pulling everything together too closely.\Huh? Really? Something was pulled together?\The minutes don't have anything in them but logical thinking blah blah blah.\I don't know what I'm supposed to do.\Well, that's because nothing specific has been settled on yet.\I think we should increase the scale. response:	What do you think?
context: We should do something big, something with a real bang!\Yes, we may have been pulling everything together too closely.\Huh? Really? Something was pulled together?\The minutes don't have anything in them but logical thinking blah blah blah.\I don't know what I'm supposed to do.\Well, that's because nothing specific has been settled on yet.\I think we should increase the scale.\What do you think? response:	Ah...
context: Yes, we may have been pulling everything together too closely.\Huh? Really? Something was pulled together?\The minutes don't have anything in them but logical thinking blah blah blah.\I don't know what I'm supposed to do.\Well, that's because nothing specific has been settled on yet.\I think we should increase the scale.\What do you think?\Ah... response:	You might be right.
context: Huh? Really? Something was pulled together?\The minutes don't have anything in them but logical thinking blah blah blah.\I don't know what I'm supposed to do.\Well, that's because nothing specific has been settled on yet.\I think we should increase the scale.\What do you think?\Ah...\You might be right. response:	We don't have the time or the personnel to increase the scale.
context: The minutes don't have anything in them but logical thinking blah blah blah.\I don't know what I'm supposed to do.\Well, that's because nothing specific has been settled on yet.\I think we should increase the scale.\What do you think?\Ah...\You might be right.\We don't have the time or the personnel to increase the scale. response:	No, no, not like that.
context: I don't know what I'm supposed to do.\Well, that's because nothing specific has been settled on yet.\I think we should increase the scale.\What do you think?\Ah...\You might be right.\We don't have the time or the personnel to increase the scale.\No, no, not like that. response:	When brainstorming, you don't reject another's opinion.
context: Well, that's because nothing specific has been settled on yet.\I think we should increase the scale.\What do you think?\Ah...\You might be right.\We don't have the time or the personnel to increase the scale.\No, no, not like that.\When brainstorming, you don't reject another's opinion. response:	We can't make this any bigger because we lack the time and personnel.
context: I think we should increase the scale.\What do you think?\Ah...\You might be right.\We don't have the time or the personnel to increase the scale.\No, no, not like that.\When brainstorming, you don't reject another's opinion.\We can't make this any bigger because we lack the time and personnel. response:	So how should we deal with that?
context: What do you think?\Ah...\You might be right.\We don't have the time or the personnel to increase the scale.\No, no, not like that.\When brainstorming, you don't reject another's opinion.\We can't make this any bigger because we lack the time and personnel.\So how should we deal with that? response:	We expand the discussion in that way.
context: Ah...\You might be right.\We don't have the time or the personnel to increase the scale.\No, no, not like that.\When brainstorming, you don't reject another's opinion.\We can't make this any bigger because we lack the time and personnel.\So how should we deal with that?\We expand the discussion in that way. response:	We mustn't come to a conclusion right away.
context: You might be right.\We don't have the time or the personnel to increase the scale.\No, no, not like that.\When brainstorming, you don't reject another's opinion.\We can't make this any bigger because we lack the time and personnel.\So how should we deal with that?\We expand the discussion in that way.\We mustn't come to a conclusion right away. response:	So your opinion doesn't work.
context: We don't have the time or the personnel to increase the scale.\No, no, not like that.\When brainstorming, you don't reject another's opinion.\We can't make this any bigger because we lack the time and personnel.\So how should we deal with that?\We expand the discussion in that way.\We mustn't come to a conclusion right away.\So your opinion doesn't work. response:	O-Okay...
context: No, no, not like that.\When brainstorming, you don't reject another's opinion.\We can't make this any bigger because we lack the time and personnel.\So how should we deal with that?\We expand the discussion in that way.\We mustn't come to a conclusion right away.\So your opinion doesn't work.\O-Okay... response:	For all you said, you wasted no time rejecting my opinion...
context: When brainstorming, you don't reject another's opinion.\We can't make this any bigger because we lack the time and personnel.\So how should we deal with that?\We expand the discussion in that way.\We mustn't come to a conclusion right away.\So your opinion doesn't work.\O-Okay...\For all you said, you wasted no time rejecting my opinion... response:	Let's discuss how to make it possible.
context: We can't make this any bigger because we lack the time and personnel.\So how should we deal with that?\We expand the discussion in that way.\We mustn't come to a conclusion right away.\So your opinion doesn't work.\O-Okay...\For all you said, you wasted no time rejecting my opinion...\Let's discuss how to make it possible. response:	Why don't we bring in more local high schools?
context: So how should we deal with that?\We expand the discussion in that way.\We mustn't come to a conclusion right away.\So your opinion doesn't work.\O-Okay...\For all you said, you wasted no time rejecting my opinion...\Let's discuss how to make it possible.\Why don't we bring in more local high schools? response:	Whoa, whoa. Why do people who want to look interesting
context: We expand the discussion in that way.\We mustn't come to a conclusion right away.\So your opinion doesn't work.\O-Okay...\For all you said, you wasted no time rejecting my opinion...\Let's discuss how to make it possible.\Why don't we bring in more local high schools?\Whoa, whoa. Why do people who want to look interesting response:	love working with others so much?
context: We mustn't come to a conclusion right away.\So your opinion doesn't work.\O-Okay...\For all you said, you wasted no time rejecting my opinion...\Let's discuss how to make it possible.\Why don't we bring in more local high schools?\Whoa, whoa. Why do people who want to look interesting\love working with others so much? response:	There's no merit in bringing in more schools.
context: So your opinion doesn't work.\O-Okay...\For all you said, you wasted no time rejecting my opinion...\Let's discuss how to make it possible.\Why don't we bring in more local high schools?\Whoa, whoa. Why do people who want to look interesting\love working with others so much?\There's no merit in bringing in more schools. response:	Sounds good. We'd be involving the community.
context: O-Okay...\For all you said, you wasted no time rejecting my opinion...\Let's discuss how to make it possible.\Why don't we bring in more local high schools?\Whoa, whoa. Why do people who want to look interesting\love working with others so much?\There's no merit in bringing in more schools.\Sounds good. We'd be involving the community. response:	But a simple objection like that would be crushed.
context: For all you said, you wasted no time rejecting my opinion...\Let's discuss how to make it possible.\Why don't we bring in more local high schools?\Whoa, whoa. Why do people who want to look interesting\love working with others so much?\There's no merit in bringing in more schools.\Sounds good. We'd be involving the community.\But a simple objection like that would be crushed. response:	In that case, we could work toward closing generation gaps.
context: Let's discuss how to make it possible.\Why don't we bring in more local high schools?\Whoa, whoa. Why do people who want to look interesting\love working with others so much?\There's no merit in bringing in more schools.\Sounds good. We'd be involving the community.\But a simple objection like that would be crushed.\In that case, we could work toward closing generation gaps. response:	That'll work!
