context: A perfect serve receive... response:	Could he be...
context: If you and Nishinoya come back,\Karasuno will no longer be the fallen champs.\Our team is on the verge of transformation.\Now more than ever we need our pillar, the ace...\Azumane.\The guidance counselor's ready for you.\Sorry, Suga.\You better go first. response:	You're the one who wanted to see the ace.
context: Karasuno will no longer be the fallen champs.\Our team is on the verge of transformation.\Now more than ever we need our pillar, the ace...\Azumane.\The guidance counselor's ready for you.\Sorry, Suga.\You better go first.\You're the one who wanted to see the ace. response:	B-But the third-year classroom is scary.
context: Our team is on the verge of transformation.\Now more than ever we need our pillar, the ace...\Azumane.\The guidance counselor's ready for you.\Sorry, Suga.\You better go first.\You're the one who wanted to see the ace.\B-But the third-year classroom is scary. response:	Wait, Asahi.
context: Now more than ever we need our pillar, the ace...\Azumane.\The guidance counselor's ready for you.\Sorry, Suga.\You better go first.\You're the one who wanted to see the ace.\B-But the third-year classroom is scary.\Wait, Asahi. response:	Asahi?
context: Azumane.\The guidance counselor's ready for you.\Sorry, Suga.\You better go first.\You're the one who wanted to see the ace.\B-But the third-year classroom is scary.\Wait, Asahi.\Asahi? response:	What?
context: The guidance counselor's ready for you.\Sorry, Suga.\You better go first.\You're the one who wanted to see the ace.\B-But the third-year classroom is scary.\Wait, Asahi.\Asahi?\What? response:	Huh? What are you guys doing here?
context: Sorry, Suga.\You better go first.\You're the one who wanted to see the ace.\B-But the third-year classroom is scary.\Wait, Asahi.\Asahi?\What?\Huh? What are you guys doing here? response:	Oh, um...
context: You better go first.\You're the one who wanted to see the ace.\B-But the third-year classroom is scary.\Wait, Asahi.\Asahi?\What?\Huh? What are you guys doing here?\Oh, um... response:	Faculty Room
context: You're the one who wanted to see the ace.\B-But the third-year classroom is scary.\Wait, Asahi.\Asahi?\What?\Huh? What are you guys doing here?\Oh, um...\Faculty Room response:	Yes. Yes.
context: B-But the third-year classroom is scary.\Wait, Asahi.\Asahi?\What?\Huh? What are you guys doing here?\Oh, um...\Faculty Room\Yes. Yes. response:	Thank you very much.
context: Wait, Asahi.\Asahi?\What?\Huh? What are you guys doing here?\Oh, um...\Faculty Room\Yes. Yes.\Thank you very much. response:	No, you, too. Yes. Goodbye.
context: Asahi?\What?\Huh? What are you guys doing here?\Oh, um...\Faculty Room\Yes. Yes.\Thank you very much.\No, you, too. Yes. Goodbye. response:	Good, good.
context: What?\Huh? What are you guys doing here?\Oh, um...\Faculty Room\Yes. Yes.\Thank you very much.\No, you, too. Yes. Goodbye.\Good, good. response:	This is our big chance.
context: Huh? What are you guys doing here?\Oh, um...\Faculty Room\Yes. Yes.\Thank you very much.\No, you, too. Yes. Goodbye.\Good, good.\This is our big chance. response:	Something...
context: Oh, um...\Faculty Room\Yes. Yes.\Thank you very much.\No, you, too. Yes. Goodbye.\Good, good.\This is our big chance.\Something... response:	Training Camp 5/6 (Practice Match) 9:00 AM
context: Faculty Room\Yes. Yes.\Thank you very much.\No, you, too. Yes. Goodbye.\Good, good.\This is our big chance.\Something...\Training Camp 5/6 (Practice Match) 9:00 AM response:	Something is bound to change.
context: Yes. Yes.\Thank you very much.\No, you, too. Yes. Goodbye.\Good, good.\This is our big chance.\Something...\Training Camp 5/6 (Practice Match) 9:00 AM\Something is bound to change. response:	Third-Year Class 3
context: Thank you very much.\No, you, too. Yes. Goodbye.\Good, good.\This is our big chance.\Something...\Training Camp 5/6 (Practice Match) 9:00 AM\Something is bound to change.\Third-Year Class 3 response:	Let me introduce our new members, Hinata and Kageyama.
context: No, you, too. Yes. Goodbye.\Good, good.\This is our big chance.\Something...\Training Camp 5/6 (Practice Match) 9:00 AM\Something is bound to change.\Third-Year Class 3\Let me introduce our new members, Hinata and Kageyama. response:	So you're the first-years.
context: Good, good.\This is our big chance.\Something...\Training Camp 5/6 (Practice Match) 9:00 AM\Something is bound to change.\Third-Year Class 3\Let me introduce our new members, Hinata and Kageyama.\So you're the first-years. response:	Hello.
context: This is our big chance.\Something...\Training Camp 5/6 (Practice Match) 9:00 AM\Something is bound to change.\Third-Year Class 3\Let me introduce our new members, Hinata and Kageyama.\So you're the first-years.\Hello. response:	Hey. How many, this year?
context: Something...\Training Camp 5/6 (Practice Match) 9:00 AM\Something is bound to change.\Third-Year Class 3\Let me introduce our new members, Hinata and Kageyama.\So you're the first-years.\Hello.\Hey. How many, this year? response:	He's shorter than Tsukishima,
context: Training Camp 5/6 (Practice Match) 9:00 AM\Something is bound to change.\Third-Year Class 3\Let me introduce our new members, Hinata and Kageyama.\So you're the first-years.\Hello.\Hey. How many, this year?\He's shorter than Tsukishima, response:	Four.
context: Something is bound to change.\Third-Year Class 3\Let me introduce our new members, Hinata and Kageyama.\So you're the first-years.\Hello.\Hey. How many, this year?\He's shorter than Tsukishima,\Four. response:	but there's something bigger about him.
context: Third-Year Class 3\Let me introduce our new members, Hinata and Kageyama.\So you're the first-years.\Hello.\Hey. How many, this year?\He's shorter than Tsukishima,\Four.\but there's something bigger about him. response:	So he's the ace of Karasuno.
context: Let me introduce our new members, Hinata and Kageyama.\So you're the first-years.\Hello.\Hey. How many, this year?\He's shorter than Tsukishima,\Four.\but there's something bigger about him.\So he's the ace of Karasuno. response:	I see.
context: So you're the first-years.\Hello.\Hey. How many, this year?\He's shorter than Tsukishima,\Four.\but there's something bigger about him.\So he's the ace of Karasuno.\I see. response:	He's not as scary as I first thought.
context: Hello.\Hey. How many, this year?\He's shorter than Tsukishima,\Four.\but there's something bigger about him.\So he's the ace of Karasuno.\I see.\He's not as scary as I first thought. response:	Do your best.
context: Hey. How many, this year?\He's shorter than Tsukishima,\Four.\but there's something bigger about him.\So he's the ace of Karasuno.\I see.\He's not as scary as I first thought.\Do your best. response:	What?
context: He's shorter than Tsukishima,\Four.\but there's something bigger about him.\So he's the ace of Karasuno.\I see.\He's not as scary as I first thought.\Do your best.\What? response:	Aren't you going to play, too?
context: Four.\but there's something bigger about him.\So he's the ace of Karasuno.\I see.\He's not as scary as I first thought.\Do your best.\What?\Aren't you going to play, too? response:	I want to become the ace,
context: but there's something bigger about him.\So he's the ace of Karasuno.\I see.\He's not as scary as I first thought.\Do your best.\What?\Aren't you going to play, too?\I want to become the ace, response:	so I want to watch an ace play in person.
context: So he's the ace of Karasuno.\I see.\He's not as scary as I first thought.\Do your best.\What?\Aren't you going to play, too?\I want to become the ace,\so I want to watch an ace play in person. response:	Azumane. Sensei's waiting.
context: I see.\He's not as scary as I first thought.\Do your best.\What?\Aren't you going to play, too?\I want to become the ace,\so I want to watch an ace play in person.\Azumane. Sensei's waiting. response:	Sorry, but I'm no ace.
context: He's not as scary as I first thought.\Do your best.\What?\Aren't you going to play, too?\I want to become the ace,\so I want to watch an ace play in person.\Azumane. Sensei's waiting.\Sorry, but I'm no ace. response:	Is he injured or something?
context: Do your best.\What?\Aren't you going to play, too?\I want to become the ace,\so I want to watch an ace play in person.\Azumane. Sensei's waiting.\Sorry, but I'm no ace.\Is he injured or something? response:	No, it's not like that...
context: What?\Aren't you going to play, too?\I want to become the ace,\so I want to watch an ace play in person.\Azumane. Sensei's waiting.\Sorry, but I'm no ace.\Is he injured or something?\No, it's not like that... response:	I think...
context: Aren't you going to play, too?\I want to become the ace,\so I want to watch an ace play in person.\Azumane. Sensei's waiting.\Sorry, but I'm no ace.\Is he injured or something?\No, it's not like that...\I think... response:	He doesn't like volleyball any more. That's the problem.
context: I want to become the ace,\so I want to watch an ace play in person.\Azumane. Sensei's waiting.\Sorry, but I'm no ace.\Is he injured or something?\No, it's not like that...\I think...\He doesn't like volleyball any more. That's the problem. response:	What? He's so tall and he's an ace! Why?
context: so I want to watch an ace play in person.\Azumane. Sensei's waiting.\Sorry, but I'm no ace.\Is he injured or something?\No, it's not like that...\I think...\He doesn't like volleyball any more. That's the problem.\What? He's so tall and he's an ace! Why? response:	Asahi was...
context: Azumane. Sensei's waiting.\Sorry, but I'm no ace.\Is he injured or something?\No, it's not like that...\I think...\He doesn't like volleyball any more. That's the problem.\What? He's so tall and he's an ace! Why?\Asahi was... response:	the tallest in Karasuno.
context: Sorry, but I'm no ace.\Is he injured or something?\No, it's not like that...\I think...\He doesn't like volleyball any more. That's the problem.\What? He's so tall and he's an ace! Why?\Asahi was...\the tallest in Karasuno. response:	He had power.
context: Is he injured or something?\No, it's not like that...\I think...\He doesn't like volleyball any more. That's the problem.\What? He's so tall and he's an ace! Why?\Asahi was...\the tallest in Karasuno.\He had power. response:	He rescued us when things got rough and managed difficult balls.
context: No, it's not like that...\I think...\He doesn't like volleyball any more. That's the problem.\What? He's so tall and he's an ace! Why?\Asahi was...\the tallest in Karasuno.\He had power.\He rescued us when things got rough and managed difficult balls. response:	Everyone acknowledged that he was the ace.
context: I think...\He doesn't like volleyball any more. That's the problem.\What? He's so tall and he's an ace! Why?\Asahi was...\the tallest in Karasuno.\He had power.\He rescued us when things got rough and managed difficult balls.\Everyone acknowledged that he was the ace. response:	We trusted him.
context: He doesn't like volleyball any more. That's the problem.\What? He's so tall and he's an ace! Why?\Asahi was...\the tallest in Karasuno.\He had power.\He rescued us when things got rough and managed difficult balls.\Everyone acknowledged that he was the ace.\We trusted him. response:	But...
context: What? He's so tall and he's an ace! Why?\Asahi was...\the tallest in Karasuno.\He had power.\He rescued us when things got rough and managed difficult balls.\Everyone acknowledged that he was the ace.\We trusted him.\But... response:	Was he defeated?
context: Asahi was...\the tallest in Karasuno.\He had power.\He rescued us when things got rough and managed difficult balls.\Everyone acknowledged that he was the ace.\We trusted him.\But...\Was he defeated? response:	There was a match in which all of his spikes got blocked.
context: the tallest in Karasuno.\He had power.\He rescued us when things got rough and managed difficult balls.\Everyone acknowledged that he was the ace.\We trusted him.\But...\Was he defeated?\There was a match in which all of his spikes got blocked. response:	He's the type to shoulder all the blame.
context: He had power.\He rescued us when things got rough and managed difficult balls.\Everyone acknowledged that he was the ace.\We trusted him.\But...\Was he defeated?\There was a match in which all of his spikes got blocked.\He's the type to shoulder all the blame. response:	What?
context: He rescued us when things got rough and managed difficult balls.\Everyone acknowledged that he was the ace.\We trusted him.\But...\Was he defeated?\There was a match in which all of his spikes got blocked.\He's the type to shoulder all the blame.\What? response:	Would something like that make you dislike volleyball?
context: Everyone acknowledged that he was the ace.\We trusted him.\But...\Was he defeated?\There was a match in which all of his spikes got blocked.\He's the type to shoulder all the blame.\What?\Would something like that make you dislike volleyball? response:	There must've been other reasons.
context: We trusted him.\But...\Was he defeated?\There was a match in which all of his spikes got blocked.\He's the type to shoulder all the blame.\What?\Would something like that make you dislike volleyball?\There must've been other reasons. response:	Like what?
context: But...\Was he defeated?\There was a match in which all of his spikes got blocked.\He's the type to shoulder all the blame.\What?\Would something like that make you dislike volleyball?\There must've been other reasons.\Like what? response:	I don't know.
context: Was he defeated?\There was a match in which all of his spikes got blocked.\He's the type to shoulder all the blame.\What?\Would something like that make you dislike volleyball?\There must've been other reasons.\Like what?\I don't know. response:	But we don't know for sure that he dislikes it.
context: There was a match in which all of his spikes got blocked.\He's the type to shoulder all the blame.\What?\Would something like that make you dislike volleyball?\There must've been other reasons.\Like what?\I don't know.\But we don't know for sure that he dislikes it. response:	Rolling...
context: He's the type to shoulder all the blame.\What?\Would something like that make you dislike volleyball?\There must've been other reasons.\Like what?\I don't know.\But we don't know for sure that he dislikes it.\Rolling... response:	Nice receive.
context: What?\Would something like that make you dislike volleyball?\There must've been other reasons.\Like what?\I don't know.\But we don't know for sure that he dislikes it.\Rolling...\Nice receive. response:	That's just an ordinary rolling receive.
context: Would something like that make you dislike volleyball?\There must've been other reasons.\Like what?\I don't know.\But we don't know for sure that he dislikes it.\Rolling...\Nice receive.\That's just an ordinary rolling receive. response:	Why did he yell that out?
context: There must've been other reasons.\Like what?\I don't know.\But we don't know for sure that he dislikes it.\Rolling...\Nice receive.\That's just an ordinary rolling receive.\Why did he yell that out? response:	What was that?
context: Like what?\I don't know.\But we don't know for sure that he dislikes it.\Rolling...\Nice receive.\That's just an ordinary rolling receive.\Why did he yell that out?\What was that? response:	Kageyama. Tsukishima. Yamaguchi.
context: I don't know.\But we don't know for sure that he dislikes it.\Rolling...\Nice receive.\That's just an ordinary rolling receive.\Why did he yell that out?\What was that?\Kageyama. Tsukishima. Yamaguchi. response:	I'm going to lecture you all.
context: But we don't know for sure that he dislikes it.\Rolling...\Nice receive.\That's just an ordinary rolling receive.\Why did he yell that out?\What was that?\Kageyama. Tsukishima. Yamaguchi.\I'm going to lecture you all. response:	Crouch down. I mean, sit down.
context: Rolling...\Nice receive.\That's just an ordinary rolling receive.\Why did he yell that out?\What was that?\Kageyama. Tsukishima. Yamaguchi.\I'm going to lecture you all.\Crouch down. I mean, sit down. response:	Get lower than my line of vision.
context: Nice receive.\That's just an ordinary rolling receive.\Why did he yell that out?\What was that?\Kageyama. Tsukishima. Yamaguchi.\I'm going to lecture you all.\Crouch down. I mean, sit down.\Get lower than my line of vision. response:	Teach me! Teach me the Rolling Thunder!
context: That's just an ordinary rolling receive.\Why did he yell that out?\What was that?\Kageyama. Tsukishima. Yamaguchi.\I'm going to lecture you all.\Crouch down. I mean, sit down.\Get lower than my line of vision.\Teach me! Teach me the Rolling Thunder! response:	Good job, everyone.
context: Why did he yell that out?\What was that?\Kageyama. Tsukishima. Yamaguchi.\I'm going to lecture you all.\Crouch down. I mean, sit down.\Get lower than my line of vision.\Teach me! Teach me the Rolling Thunder!\Good job, everyone. response:	I want you all to listen up.
context: What was that?\Kageyama. Tsukishima. Yamaguchi.\I'm going to lecture you all.\Crouch down. I mean, sit down.\Get lower than my line of vision.\Teach me! Teach me the Rolling Thunder!\Good job, everyone.\I want you all to listen up. response:	We're doing it again this year, aren't we?
context: Kageyama. Tsukishima. Yamaguchi.\I'm going to lecture you all.\Crouch down. I mean, sit down.\Get lower than my line of vision.\Teach me! Teach me the Rolling Thunder!\Good job, everyone.\I want you all to listen up.\We're doing it again this year, aren't we? response:	Golden Week training camp!
context: I'm going to lecture you all.\Crouch down. I mean, sit down.\Get lower than my line of vision.\Teach me! Teach me the Rolling Thunder!\Good job, everyone.\I want you all to listen up.\We're doing it again this year, aren't we?\Golden Week training camp! response:	Training camp?
context: Crouch down. I mean, sit down.\Get lower than my line of vision.\Teach me! Teach me the Rolling Thunder!\Good job, everyone.\I want you all to listen up.\We're doing it again this year, aren't we?\Golden Week training camp!\Training camp? response:	Yes. We still need a lot of practice.
context: Get lower than my line of vision.\Teach me! Teach me the Rolling Thunder!\Good job, everyone.\I want you all to listen up.\We're doing it again this year, aren't we?\Golden Week training camp!\Training camp?\Yes. We still need a lot of practice. response:	One more thing. For the last day of Golden Week...
context: Teach me! Teach me the Rolling Thunder!\Good job, everyone.\I want you all to listen up.\We're doing it again this year, aren't we?\Golden Week training camp!\Training camp?\Yes. We still need a lot of practice.\One more thing. For the last day of Golden Week... response:	I've arranged a practice match!
context: Good job, everyone.\I want you all to listen up.\We're doing it again this year, aren't we?\Golden Week training camp!\Training camp?\Yes. We still need a lot of practice.\One more thing. For the last day of Golden Week...\I've arranged a practice match! response:	Awesome! Very impressive, Take-chan.
context: I want you all to listen up.\We're doing it again this year, aren't we?\Golden Week training camp!\Training camp?\Yes. We still need a lot of practice.\One more thing. For the last day of Golden Week...\I've arranged a practice match!\Awesome! Very impressive, Take-chan. response:	Who's our opponent?
context: We're doing it again this year, aren't we?\Golden Week training camp!\Training camp?\Yes. We still need a lot of practice.\One more thing. For the last day of Golden Week...\I've arranged a practice match!\Awesome! Very impressive, Take-chan.\Who's our opponent? response:	A venerated school in Tokyo, Nekoma High School.
context: Golden Week training camp!\Training camp?\Yes. We still need a lot of practice.\One more thing. For the last day of Golden Week...\I've arranged a practice match!\Awesome! Very impressive, Take-chan.\Who's our opponent?\A venerated school in Tokyo, Nekoma High School. response:	They call themselves...
context: Training camp?\Yes. We still need a lot of practice.\One more thing. For the last day of Golden Week...\I've arranged a practice match!\Awesome! Very impressive, Take-chan.\Who's our opponent?\A venerated school in Tokyo, Nekoma High School.\They call themselves... response:	Neko.
context: Yes. We still need a lot of practice.\One more thing. For the last day of Golden Week...\I've arranged a practice match!\Awesome! Very impressive, Take-chan.\Who's our opponent?\A venerated school in Tokyo, Nekoma High School.\They call themselves...\Neko. response:	Neko?
context: One more thing. For the last day of Golden Week...\I've arranged a practice match!\Awesome! Very impressive, Take-chan.\Who's our opponent?\A venerated school in Tokyo, Nekoma High School.\They call themselves...\Neko.\Neko? response:	We've heard a lot about them.
context: I've arranged a practice match!\Awesome! Very impressive, Take-chan.\Who's our opponent?\A venerated school in Tokyo, Nekoma High School.\They call themselves...\Neko.\Neko?\We've heard a lot about them. response:	Our former coach and theirs were rivals.
context: Awesome! Very impressive, Take-chan.\Who's our opponent?\A venerated school in Tokyo, Nekoma High School.\They call themselves...\Neko.\Neko?\We've heard a lot about them.\Our former coach and theirs were rivals. response:	We played each other a lot.
context: Who's our opponent?\A venerated school in Tokyo, Nekoma High School.\They call themselves...\Neko.\Neko?\We've heard a lot about them.\Our former coach and theirs were rivals.\We played each other a lot. response:	Woah.
context: A venerated school in Tokyo, Nekoma High School.\They call themselves...\Neko.\Neko?\We've heard a lot about them.\Our former coach and theirs were rivals.\We played each other a lot.\Woah. response:	That's right.
context: They call themselves...\Neko.\Neko?\We've heard a lot about them.\Our former coach and theirs were rivals.\We played each other a lot.\Woah.\That's right. response:	Those famous matches were called Cat vs Raven: Battle at the Garbage Dump.
context: Neko.\Neko?\We've heard a lot about them.\Our former coach and theirs were rivals.\We played each other a lot.\Woah.\That's right.\Those famous matches were called Cat vs Raven: Battle at the Garbage Dump. response:	You sure those matches were famous?
context: Neko?\We've heard a lot about them.\Our former coach and theirs were rivals.\We played each other a lot.\Woah.\That's right.\Those famous matches were called Cat vs Raven: Battle at the Garbage Dump.\You sure those matches were famous? response:	They've refused us for a while. Why now?
context: We've heard a lot about them.\Our former coach and theirs were rivals.\We played each other a lot.\Woah.\That's right.\Those famous matches were called Cat vs Raven: Battle at the Garbage Dump.\You sure those matches were famous?\They've refused us for a while. Why now? response:	Yeah, I'll tell you the details later.
context: Our former coach and theirs were rivals.\We played each other a lot.\Woah.\That's right.\Those famous matches were called Cat vs Raven: Battle at the Garbage Dump.\You sure those matches were famous?\They've refused us for a while. Why now?\Yeah, I'll tell you the details later. response:	But after I heard about that rival school,
context: We played each other a lot.\Woah.\That's right.\Those famous matches were called Cat vs Raven: Battle at the Garbage Dump.\You sure those matches were famous?\They've refused us for a while. Why now?\Yeah, I'll tell you the details later.\But after I heard about that rival school, response:	I had to arrange for a rematch of destiny.
context: Woah.\That's right.\Those famous matches were called Cat vs Raven: Battle at the Garbage Dump.\You sure those matches were famous?\They've refused us for a while. Why now?\Yeah, I'll tell you the details later.\But after I heard about that rival school,\I had to arrange for a rematch of destiny. response:	I think when he hears who our opponent is...
context: That's right.\Those famous matches were called Cat vs Raven: Battle at the Garbage Dump.\You sure those matches were famous?\They've refused us for a while. Why now?\Yeah, I'll tell you the details later.\But after I heard about that rival school,\I had to arrange for a rematch of destiny.\I think when he hears who our opponent is... response:	Foothill Store
context: Those famous matches were called Cat vs Raven: Battle at the Garbage Dump.\You sure those matches were famous?\They've refused us for a while. Why now?\Yeah, I'll tell you the details later.\But after I heard about that rival school,\I had to arrange for a rematch of destiny.\I think when he hears who our opponent is...\Foothill Store response:	He'll want to take action.
context: You sure those matches were famous?\They've refused us for a while. Why now?\Yeah, I'll tell you the details later.\But after I heard about that rival school,\I had to arrange for a rematch of destiny.\I think when he hears who our opponent is...\Foothill Store\He'll want to take action. response:	All right. We have an important practice match coming up.
context: They've refused us for a while. Why now?\Yeah, I'll tell you the details later.\But after I heard about that rival school,\I had to arrange for a rematch of destiny.\I think when he hears who our opponent is...\Foothill Store\He'll want to take action.\All right. We have an important practice match coming up. response:	Let's get fired up.
context: Yeah, I'll tell you the details later.\But after I heard about that rival school,\I had to arrange for a rematch of destiny.\I think when he hears who our opponent is...\Foothill Store\He'll want to take action.\All right. We have an important practice match coming up.\Let's get fired up. response:	Yes.
context: But after I heard about that rival school,\I had to arrange for a rematch of destiny.\I think when he hears who our opponent is...\Foothill Store\He'll want to take action.\All right. We have an important practice match coming up.\Let's get fired up.\Yes. response:	Tokyo, huh?
context: I had to arrange for a rematch of destiny.\I think when he hears who our opponent is...\Foothill Store\He'll want to take action.\All right. We have an important practice match coming up.\Let's get fired up.\Yes.\Tokyo, huh? response:	I'll smash those city boys to smithereens.
context: I think when he hears who our opponent is...\Foothill Store\He'll want to take action.\All right. We have an important practice match coming up.\Let's get fired up.\Yes.\Tokyo, huh?\I'll smash those city boys to smithereens. response:	He said, shitty boys.
context: Foothill Store\He'll want to take action.\All right. We have an important practice match coming up.\Let's get fired up.\Yes.\Tokyo, huh?\I'll smash those city boys to smithereens.\He said, shitty boys. response:	Shut the hell up, Tsukishima!
context: He'll want to take action.\All right. We have an important practice match coming up.\Let's get fired up.\Yes.\Tokyo, huh?\I'll smash those city boys to smithereens.\He said, shitty boys.\Shut the hell up, Tsukishima! response:	Daichi-san.
context: All right. We have an important practice match coming up.\Let's get fired up.\Yes.\Tokyo, huh?\I'll smash those city boys to smithereens.\He said, shitty boys.\Shut the hell up, Tsukishima!\Daichi-san. response:	I'm sorry. I won't be playing in the practice match.
context: Let's get fired up.\Yes.\Tokyo, huh?\I'll smash those city boys to smithereens.\He said, shitty boys.\Shut the hell up, Tsukishima!\Daichi-san.\I'm sorry. I won't be playing in the practice match. response:	Nishinoya.
context: Yes.\Tokyo, huh?\I'll smash those city boys to smithereens.\He said, shitty boys.\Shut the hell up, Tsukishima!\Daichi-san.\I'm sorry. I won't be playing in the practice match.\Nishinoya. response:	I wonder what the Tokyo school's like.
context: Tokyo, huh?\I'll smash those city boys to smithereens.\He said, shitty boys.\Shut the hell up, Tsukishima!\Daichi-san.\I'm sorry. I won't be playing in the practice match.\Nishinoya.\I wonder what the Tokyo school's like. response:	Shoyo is a good guy.
context: I'll smash those city boys to smithereens.\He said, shitty boys.\Shut the hell up, Tsukishima!\Daichi-san.\I'm sorry. I won't be playing in the practice match.\Nishinoya.\I wonder what the Tokyo school's like.\Shoyo is a good guy. response:	Are they strong?
context: He said, shitty boys.\Shut the hell up, Tsukishima!\Daichi-san.\I'm sorry. I won't be playing in the practice match.\Nishinoya.\I wonder what the Tokyo school's like.\Shoyo is a good guy.\Are they strong? response:	The first-years are interesting and a force to be reckoned with.
context: Shut the hell up, Tsukishima!\Daichi-san.\I'm sorry. I won't be playing in the practice match.\Nishinoya.\I wonder what the Tokyo school's like.\Shoyo is a good guy.\Are they strong?\The first-years are interesting and a force to be reckoned with. response:	How would I know? Just shut up.
context: Daichi-san.\I'm sorry. I won't be playing in the practice match.\Nishinoya.\I wonder what the Tokyo school's like.\Shoyo is a good guy.\Are they strong?\The first-years are interesting and a force to be reckoned with.\How would I know? Just shut up. response:	I feel this team is going in the right direction now.
context: I'm sorry. I won't be playing in the practice match.\Nishinoya.\I wonder what the Tokyo school's like.\Shoyo is a good guy.\Are they strong?\The first-years are interesting and a force to be reckoned with.\How would I know? Just shut up.\I feel this team is going in the right direction now. response:	I want to train with you all, too.
context: Nishinoya.\I wonder what the Tokyo school's like.\Shoyo is a good guy.\Are they strong?\The first-years are interesting and a force to be reckoned with.\How would I know? Just shut up.\I feel this team is going in the right direction now.\I want to train with you all, too. response:	But...
context: I wonder what the Tokyo school's like.\Shoyo is a good guy.\Are they strong?\The first-years are interesting and a force to be reckoned with.\How would I know? Just shut up.\I feel this team is going in the right direction now.\I want to train with you all, too.\But... response:	if I played in the match and our team won,
context: Shoyo is a good guy.\Are they strong?\The first-years are interesting and a force to be reckoned with.\How would I know? Just shut up.\I feel this team is going in the right direction now.\I want to train with you all, too.\But...\if I played in the match and our team won, response:	it would be proof that we can do without Asahi-san.
context: Are they strong?\The first-years are interesting and a force to be reckoned with.\How would I know? Just shut up.\I feel this team is going in the right direction now.\I want to train with you all, too.\But...\if I played in the match and our team won,\it would be proof that we can do without Asahi-san. response:	I don't like that.
context: The first-years are interesting and a force to be reckoned with.\How would I know? Just shut up.\I feel this team is going in the right direction now.\I want to train with you all, too.\But...\if I played in the match and our team won,\it would be proof that we can do without Asahi-san.\I don't like that. response:	He's always fought alongside us, but now...
context: How would I know? Just shut up.\I feel this team is going in the right direction now.\I want to train with you all, too.\But...\if I played in the match and our team won,\it would be proof that we can do without Asahi-san.\I don't like that.\He's always fought alongside us, but now... response:	I'm sorry I'm being difficult.
context: I feel this team is going in the right direction now.\I want to train with you all, too.\But...\if I played in the match and our team won,\it would be proof that we can do without Asahi-san.\I don't like that.\He's always fought alongside us, but now...\I'm sorry I'm being difficult. response:	Understood, but come to training camp.
context: I want to train with you all, too.\But...\if I played in the match and our team won,\it would be proof that we can do without Asahi-san.\I don't like that.\He's always fought alongside us, but now...\I'm sorry I'm being difficult.\Understood, but come to training camp. response:	Huh? But...
context: But...\if I played in the match and our team won,\it would be proof that we can do without Asahi-san.\I don't like that.\He's always fought alongside us, but now...\I'm sorry I'm being difficult.\Understood, but come to training camp.\Huh? But... response:	Noya-san! Do it again. Show me the Rolling Thunder again!
context: if I played in the match and our team won,\it would be proof that we can do without Asahi-san.\I don't like that.\He's always fought alongside us, but now...\I'm sorry I'm being difficult.\Understood, but come to training camp.\Huh? But...\Noya-san! Do it again. Show me the Rolling Thunder again! response:	Okay?
context: it would be proof that we can do without Asahi-san.\I don't like that.\He's always fought alongside us, but now...\I'm sorry I'm being difficult.\Understood, but come to training camp.\Huh? But...\Noya-san! Do it again. Show me the Rolling Thunder again!\Okay? response:	Good job.
context: I don't like that.\He's always fought alongside us, but now...\I'm sorry I'm being difficult.\Understood, but come to training camp.\Huh? But...\Noya-san! Do it again. Show me the Rolling Thunder again!\Okay?\Good job. response:	Good job!
context: He's always fought alongside us, but now...\I'm sorry I'm being difficult.\Understood, but come to training camp.\Huh? But...\Noya-san! Do it again. Show me the Rolling Thunder again!\Okay?\Good job.\Good job! response:	I wonder if things would go smoother
context: I'm sorry I'm being difficult.\Understood, but come to training camp.\Huh? But...\Noya-san! Do it again. Show me the Rolling Thunder again!\Okay?\Good job.\Good job!\I wonder if things would go smoother response:	for Sugawara-san and Nishinoya-san if Asahi-san came back.
context: Understood, but come to training camp.\Huh? But...\Noya-san! Do it again. Show me the Rolling Thunder again!\Okay?\Good job.\Good job!\I wonder if things would go smoother\for Sugawara-san and Nishinoya-san if Asahi-san came back. response:	Who knows?
context: Huh? But...\Noya-san! Do it again. Show me the Rolling Thunder again!\Okay?\Good job.\Good job!\I wonder if things would go smoother\for Sugawara-san and Nishinoya-san if Asahi-san came back.\Who knows? response:	I heard Asahi-san takes all the blame upon himself,
context: Noya-san! Do it again. Show me the Rolling Thunder again!\Okay?\Good job.\Good job!\I wonder if things would go smoother\for Sugawara-san and Nishinoya-san if Asahi-san came back.\Who knows?\I heard Asahi-san takes all the blame upon himself, response:	but don't you think Sugawara-san is like that, too?
context: Okay?\Good job.\Good job!\I wonder if things would go smoother\for Sugawara-san and Nishinoya-san if Asahi-san came back.\Who knows?\I heard Asahi-san takes all the blame upon himself,\but don't you think Sugawara-san is like that, too? response:	I guess they both have a sense of responsibility,
context: Good job.\Good job!\I wonder if things would go smoother\for Sugawara-san and Nishinoya-san if Asahi-san came back.\Who knows?\I heard Asahi-san takes all the blame upon himself,\but don't you think Sugawara-san is like that, too?\I guess they both have a sense of responsibility, response:	even though you don't win a game by yourself.
context: Good job!\I wonder if things would go smoother\for Sugawara-san and Nishinoya-san if Asahi-san came back.\Who knows?\I heard Asahi-san takes all the blame upon himself,\but don't you think Sugawara-san is like that, too?\I guess they both have a sense of responsibility,\even though you don't win a game by yourself. response:	Y-You should talk!
