context: Koizumi. response:	Can't you pull a better face than that?
context: You idiot. Mine isn't so easy to steal.\I'm thirsty. Go get me something to drink.\Your choice.\You have change, don't you?\You want to steal my heart, don't you?\Yes, I do!\Off you go.\Roger! response:	Otani sure is a nice guy.
context: I'm thirsty. Go get me something to drink.\Your choice.\You have change, don't you?\You want to steal my heart, don't you?\Yes, I do!\Off you go.\Roger!\Otani sure is a nice guy. response:	I'm falling in love with him even more.
context: Your choice.\You have change, don't you?\You want to steal my heart, don't you?\Yes, I do!\Off you go.\Roger!\Otani sure is a nice guy.\I'm falling in love with him even more. response:	I wonder if he's really happy with me...
context: You have change, don't you?\You want to steal my heart, don't you?\Yes, I do!\Off you go.\Roger!\Otani sure is a nice guy.\I'm falling in love with him even more.\I wonder if he's really happy with me... response:	Well, he did say yeah.
context: You want to steal my heart, don't you?\Yes, I do!\Off you go.\Roger!\Otani sure is a nice guy.\I'm falling in love with him even more.\I wonder if he's really happy with me...\Well, he did say yeah. response:	This road has sure been long.
context: Yes, I do!\Off you go.\Roger!\Otani sure is a nice guy.\I'm falling in love with him even more.\I wonder if he's really happy with me...\Well, he did say yeah.\This road has sure been long. response:	This is my first time experiencing requited love.
context: Off you go.\Roger!\Otani sure is a nice guy.\I'm falling in love with him even more.\I wonder if he's really happy with me...\Well, he did say yeah.\This road has sure been long.\This is my first time experiencing requited love. response:	From now on, we're gonna be all lovey-dovey!
context: Roger!\Otani sure is a nice guy.\I'm falling in love with him even more.\I wonder if he's really happy with me...\Well, he did say yeah.\This road has sure been long.\This is my first time experiencing requited love.\From now on, we're gonna be all lovey-dovey! response:	Ot!
context: Otani sure is a nice guy.\I'm falling in love with him even more.\I wonder if he's really happy with me...\Well, he did say yeah.\This road has sure been long.\This is my first time experiencing requited love.\From now on, we're gonna be all lovey-dovey!\Ot! response:	It's...
context: I'm falling in love with him even more.\I wonder if he's really happy with me...\Well, he did say yeah.\This road has sure been long.\This is my first time experiencing requited love.\From now on, we're gonna be all lovey-dovey!\Ot!\It's... response:	It's the ex-girlfriend!
context: I wonder if he's really happy with me...\Well, he did say yeah.\This road has sure been long.\This is my first time experiencing requited love.\From now on, we're gonna be all lovey-dovey!\Ot!\It's...\It's the ex-girlfriend! response:	Huh? Just now, was that...
context: Well, he did say yeah.\This road has sure been long.\This is my first time experiencing requited love.\From now on, we're gonna be all lovey-dovey!\Ot!\It's...\It's the ex-girlfriend!\Huh? Just now, was that... response:	Ah. I thought so.
context: This road has sure been long.\This is my first time experiencing requited love.\From now on, we're gonna be all lovey-dovey!\Ot!\It's...\It's the ex-girlfriend!\Huh? Just now, was that...\Ah. I thought so. response:	That looks like it hurts. Is it a blister?
context: This is my first time experiencing requited love.\From now on, we're gonna be all lovey-dovey!\Ot!\It's...\It's the ex-girlfriend!\Huh? Just now, was that...\Ah. I thought so.\That looks like it hurts. Is it a blister? response:	Yeah... I'm not used to these shoes.
context: From now on, we're gonna be all lovey-dovey!\Ot!\It's...\It's the ex-girlfriend!\Huh? Just now, was that...\Ah. I thought so.\That looks like it hurts. Is it a blister?\Yeah... I'm not used to these shoes. response:	Why don't you sit down over there?
context: Ot!\It's...\It's the ex-girlfriend!\Huh? Just now, was that...\Ah. I thought so.\That looks like it hurts. Is it a blister?\Yeah... I'm not used to these shoes.\Why don't you sit down over there? response:	It's a good thing I'm carrying bandages...
context: It's...\It's the ex-girlfriend!\Huh? Just now, was that...\Ah. I thought so.\That looks like it hurts. Is it a blister?\Yeah... I'm not used to these shoes.\Why don't you sit down over there?\It's a good thing I'm carrying bandages... response:	I knew it.
context: It's the ex-girlfriend!\Huh? Just now, was that...\Ah. I thought so.\That looks like it hurts. Is it a blister?\Yeah... I'm not used to these shoes.\Why don't you sit down over there?\It's a good thing I'm carrying bandages...\I knew it. response:	She'd always carry bandages, wouldn't she...
context: Huh? Just now, was that...\Ah. I thought so.\That looks like it hurts. Is it a blister?\Yeah... I'm not used to these shoes.\Why don't you sit down over there?\It's a good thing I'm carrying bandages...\I knew it.\She'd always carry bandages, wouldn't she... response:	Raise your foot a bit, okay?
context: Ah. I thought so.\That looks like it hurts. Is it a blister?\Yeah... I'm not used to these shoes.\Why don't you sit down over there?\It's a good thing I'm carrying bandages...\I knew it.\She'd always carry bandages, wouldn't she...\Raise your foot a bit, okay? response:	She's such a sweet girl.
context: That looks like it hurts. Is it a blister?\Yeah... I'm not used to these shoes.\Why don't you sit down over there?\It's a good thing I'm carrying bandages...\I knew it.\She'd always carry bandages, wouldn't she...\Raise your foot a bit, okay?\She's such a sweet girl. response:	It's not too bad. You should be fine.
context: Yeah... I'm not used to these shoes.\Why don't you sit down over there?\It's a good thing I'm carrying bandages...\I knew it.\She'd always carry bandages, wouldn't she...\Raise your foot a bit, okay?\She's such a sweet girl.\It's not too bad. You should be fine. response:	Thank goodness.
context: Why don't you sit down over there?\It's a good thing I'm carrying bandages...\I knew it.\She'd always carry bandages, wouldn't she...\Raise your foot a bit, okay?\She's such a sweet girl.\It's not too bad. You should be fine.\Thank goodness. response:	Oh, what's the matter? Does it hurt?
context: It's a good thing I'm carrying bandages...\I knew it.\She'd always carry bandages, wouldn't she...\Raise your foot a bit, okay?\She's such a sweet girl.\It's not too bad. You should be fine.\Thank goodness.\Oh, what's the matter? Does it hurt? response:	What's going on?
context: I knew it.\She'd always carry bandages, wouldn't she...\Raise your foot a bit, okay?\She's such a sweet girl.\It's not too bad. You should be fine.\Thank goodness.\Oh, what's the matter? Does it hurt?\What's going on? response:	Atsushi-kun
context: She'd always carry bandages, wouldn't she...\Raise your foot a bit, okay?\She's such a sweet girl.\It's not too bad. You should be fine.\Thank goodness.\Oh, what's the matter? Does it hurt?\What's going on?\Atsushi-kun response:	She got a blister, and...
context: Raise your foot a bit, okay?\She's such a sweet girl.\It's not too bad. You should be fine.\Thank goodness.\Oh, what's the matter? Does it hurt?\What's going on?\Atsushi-kun\She got a blister, and... response:	Oh? Really? You should've said so.
context: She's such a sweet girl.\It's not too bad. You should be fine.\Thank goodness.\Oh, what's the matter? Does it hurt?\What's going on?\Atsushi-kun\She got a blister, and...\Oh? Really? You should've said so. response:	I hate this. I'm so embarrassed.
context: It's not too bad. You should be fine.\Thank goodness.\Oh, what's the matter? Does it hurt?\What's going on?\Atsushi-kun\She got a blister, and...\Oh? Really? You should've said so.\I hate this. I'm so embarrassed. response:	I'm so embarrassed right now.
context: Thank goodness.\Oh, what's the matter? Does it hurt?\What's going on?\Atsushi-kun\She got a blister, and...\Oh? Really? You should've said so.\I hate this. I'm so embarrassed.\I'm so embarrassed right now. response:	You can't like a girl this embarrassing, right?
context: Oh, what's the matter? Does it hurt?\What's going on?\Atsushi-kun\She got a blister, and...\Oh? Really? You should've said so.\I hate this. I'm so embarrassed.\I'm so embarrassed right now.\You can't like a girl this embarrassing, right? response:	You'd prefer Kanzaki-san to me, right?
context: What's going on?\Atsushi-kun\She got a blister, and...\Oh? Really? You should've said so.\I hate this. I'm so embarrassed.\I'm so embarrassed right now.\You can't like a girl this embarrassing, right?\You'd prefer Kanzaki-san to me, right? response:	That's right. Kanzaki-san is still broken hearted after breaking up with her giant.
context: Atsushi-kun\She got a blister, and...\Oh? Really? You should've said so.\I hate this. I'm so embarrassed.\I'm so embarrassed right now.\You can't like a girl this embarrassing, right?\You'd prefer Kanzaki-san to me, right?\That's right. Kanzaki-san is still broken hearted after breaking up with her giant. response:	Goodbye, Otani.
context: She got a blister, and...\Oh? Really? You should've said so.\I hate this. I'm so embarrassed.\I'm so embarrassed right now.\You can't like a girl this embarrassing, right?\You'd prefer Kanzaki-san to me, right?\That's right. Kanzaki-san is still broken hearted after breaking up with her giant.\Goodbye, Otani. response:	Our time was short, but it made me so happy!
context: Oh? Really? You should've said so.\I hate this. I'm so embarrassed.\I'm so embarrassed right now.\You can't like a girl this embarrassing, right?\You'd prefer Kanzaki-san to me, right?\That's right. Kanzaki-san is still broken hearted after breaking up with her giant.\Goodbye, Otani.\Our time was short, but it made me so happy! response:	Thanks, Kanzaki. I'll take it from here.
context: I hate this. I'm so embarrassed.\I'm so embarrassed right now.\You can't like a girl this embarrassing, right?\You'd prefer Kanzaki-san to me, right?\That's right. Kanzaki-san is still broken hearted after breaking up with her giant.\Goodbye, Otani.\Our time was short, but it made me so happy!\Thanks, Kanzaki. I'll take it from here. response:	Really? Okay then.
context: I'm so embarrassed right now.\You can't like a girl this embarrassing, right?\You'd prefer Kanzaki-san to me, right?\That's right. Kanzaki-san is still broken hearted after breaking up with her giant.\Goodbye, Otani.\Our time was short, but it made me so happy!\Thanks, Kanzaki. I'll take it from here.\Really? Okay then. response:	Um... sorry, what was your name again?
context: You can't like a girl this embarrassing, right?\You'd prefer Kanzaki-san to me, right?\That's right. Kanzaki-san is still broken hearted after breaking up with her giant.\Goodbye, Otani.\Our time was short, but it made me so happy!\Thanks, Kanzaki. I'll take it from here.\Really? Okay then.\Um... sorry, what was your name again? response:	Koizumi Risa.
context: You'd prefer Kanzaki-san to me, right?\That's right. Kanzaki-san is still broken hearted after breaking up with her giant.\Goodbye, Otani.\Our time was short, but it made me so happy!\Thanks, Kanzaki. I'll take it from here.\Really? Okay then.\Um... sorry, what was your name again?\Koizumi Risa. response:	She's my girlfriend.
context: That's right. Kanzaki-san is still broken hearted after breaking up with her giant.\Goodbye, Otani.\Our time was short, but it made me so happy!\Thanks, Kanzaki. I'll take it from here.\Really? Okay then.\Um... sorry, what was your name again?\Koizumi Risa.\She's my girlfriend. response:	Oh, is that so?
context: Goodbye, Otani.\Our time was short, but it made me so happy!\Thanks, Kanzaki. I'll take it from here.\Really? Okay then.\Um... sorry, what was your name again?\Koizumi Risa.\She's my girlfriend.\Oh, is that so? response:	Yeah. The giant's waiting for you, right?
context: Our time was short, but it made me so happy!\Thanks, Kanzaki. I'll take it from here.\Really? Okay then.\Um... sorry, what was your name again?\Koizumi Risa.\She's my girlfriend.\Oh, is that so?\Yeah. The giant's waiting for you, right? response:	Oh, that's right. Bye.
context: Thanks, Kanzaki. I'll take it from here.\Really? Okay then.\Um... sorry, what was your name again?\Koizumi Risa.\She's my girlfriend.\Oh, is that so?\Yeah. The giant's waiting for you, right?\Oh, that's right. Bye. response:	Apparently she and the giant got back together so they came here today.
context: Really? Okay then.\Um... sorry, what was your name again?\Koizumi Risa.\She's my girlfriend.\Oh, is that so?\Yeah. The giant's waiting for you, right?\Oh, that's right. Bye.\Apparently she and the giant got back together so they came here today. response:	Good for her, huh?
context: Um... sorry, what was your name again?\Koizumi Risa.\She's my girlfriend.\Oh, is that so?\Yeah. The giant's waiting for you, right?\Oh, that's right. Bye.\Apparently she and the giant got back together so they came here today.\Good for her, huh? response:	Girlfriend.
context: Koizumi Risa.\She's my girlfriend.\Oh, is that so?\Yeah. The giant's waiting for you, right?\Oh, that's right. Bye.\Apparently she and the giant got back together so they came here today.\Good for her, huh?\Girlfriend. response:	Is this okay?
context: She's my girlfriend.\Oh, is that so?\Yeah. The giant's waiting for you, right?\Oh, that's right. Bye.\Apparently she and the giant got back together so they came here today.\Good for her, huh?\Girlfriend.\Is this okay? response:	Are you really okay with having a girlfriend like me?
context: Oh, is that so?\Yeah. The giant's waiting for you, right?\Oh, that's right. Bye.\Apparently she and the giant got back together so they came here today.\Good for her, huh?\Girlfriend.\Is this okay?\Are you really okay with having a girlfriend like me? response:	What are you talking about now?
context: Yeah. The giant's waiting for you, right?\Oh, that's right. Bye.\Apparently she and the giant got back together so they came here today.\Good for her, huh?\Girlfriend.\Is this okay?\Are you really okay with having a girlfriend like me?\What are you talking about now? response:	Here, give me your foot.
context: Oh, that's right. Bye.\Apparently she and the giant got back together so they came here today.\Good for her, huh?\Girlfriend.\Is this okay?\Are you really okay with having a girlfriend like me?\What are you talking about now?\Here, give me your foot. response:	This happened because you got carried away and wore clothes you're not used to.
context: Apparently she and the giant got back together so they came here today.\Good for her, huh?\Girlfriend.\Is this okay?\Are you really okay with having a girlfriend like me?\What are you talking about now?\Here, give me your foot.\This happened because you got carried away and wore clothes you're not used to. response:	But this... this is our first date.
context: Good for her, huh?\Girlfriend.\Is this okay?\Are you really okay with having a girlfriend like me?\What are you talking about now?\Here, give me your foot.\This happened because you got carried away and wore clothes you're not used to.\But this... this is our first date. response:	I wanted to look cuter for you. At least just a little.
context: Girlfriend.\Is this okay?\Are you really okay with having a girlfriend like me?\What are you talking about now?\Here, give me your foot.\This happened because you got carried away and wore clothes you're not used to.\But this... this is our first date.\I wanted to look cuter for you. At least just a little. response:	Oh no. This is bad.
context: Is this okay?\Are you really okay with having a girlfriend like me?\What are you talking about now?\Here, give me your foot.\This happened because you got carried away and wore clothes you're not used to.\But this... this is our first date.\I wanted to look cuter for you. At least just a little.\Oh no. This is bad. response:	I think my heart was just stolen a little.
context: Are you really okay with having a girlfriend like me?\What are you talking about now?\Here, give me your foot.\This happened because you got carried away and wore clothes you're not used to.\But this... this is our first date.\I wanted to look cuter for you. At least just a little.\Oh no. This is bad.\I think my heart was just stolen a little. response:	What was that?
context: What are you talking about now?\Here, give me your foot.\This happened because you got carried away and wore clothes you're not used to.\But this... this is our first date.\I wanted to look cuter for you. At least just a little.\Oh no. This is bad.\I think my heart was just stolen a little.\What was that? response:	Just talking to myself.
context: Here, give me your foot.\This happened because you got carried away and wore clothes you're not used to.\But this... this is our first date.\I wanted to look cuter for you. At least just a little.\Oh no. This is bad.\I think my heart was just stolen a little.\What was that?\Just talking to myself. response:	After that, I cried for ages.
context: This happened because you got carried away and wore clothes you're not used to.\But this... this is our first date.\I wanted to look cuter for you. At least just a little.\Oh no. This is bad.\I think my heart was just stolen a little.\What was that?\Just talking to myself.\After that, I cried for ages. response:	Because of that, I couldn't see the World Championships through my tears.
context: But this... this is our first date.\I wanted to look cuter for you. At least just a little.\Oh no. This is bad.\I think my heart was just stolen a little.\What was that?\Just talking to myself.\After that, I cried for ages.\Because of that, I couldn't see the World Championships through my tears. response:	Murouchi sure worked hard.
context: I wanted to look cuter for you. At least just a little.\Oh no. This is bad.\I think my heart was just stolen a little.\What was that?\Just talking to myself.\After that, I cried for ages.\Because of that, I couldn't see the World Championships through my tears.\Murouchi sure worked hard. response:	What? Are you still crying?
context: Oh no. This is bad.\I think my heart was just stolen a little.\What was that?\Just talking to myself.\After that, I cried for ages.\Because of that, I couldn't see the World Championships through my tears.\Murouchi sure worked hard.\What? Are you still crying? response:	You look pitiful. Here, dry your tears.
context: I think my heart was just stolen a little.\What was that?\Just talking to myself.\After that, I cried for ages.\Because of that, I couldn't see the World Championships through my tears.\Murouchi sure worked hard.\What? Are you still crying?\You look pitiful. Here, dry your tears. response:	My heart's been stolen again!
context: What was that?\Just talking to myself.\After that, I cried for ages.\Because of that, I couldn't see the World Championships through my tears.\Murouchi sure worked hard.\What? Are you still crying?\You look pitiful. Here, dry your tears.\My heart's been stolen again! response:	Just how many hearts do you have?
context: Just talking to myself.\After that, I cried for ages.\Because of that, I couldn't see the World Championships through my tears.\Murouchi sure worked hard.\What? Are you still crying?\You look pitiful. Here, dry your tears.\My heart's been stolen again!\Just how many hearts do you have? response:	You're finally back to your usual self.
context: After that, I cried for ages.\Because of that, I couldn't see the World Championships through my tears.\Murouchi sure worked hard.\What? Are you still crying?\You look pitiful. Here, dry your tears.\My heart's been stolen again!\Just how many hearts do you have?\You're finally back to your usual self. response:	A-chan!
context: Because of that, I couldn't see the World Championships through my tears.\Murouchi sure worked hard.\What? Are you still crying?\You look pitiful. Here, dry your tears.\My heart's been stolen again!\Just how many hearts do you have?\You're finally back to your usual self.\A-chan! response:	Mimi!
context: Murouchi sure worked hard.\What? Are you still crying?\You look pitiful. Here, dry your tears.\My heart's been stolen again!\Just how many hearts do you have?\You're finally back to your usual self.\A-chan!\Mimi! response:	You came to watch, too?
context: What? Are you still crying?\You look pitiful. Here, dry your tears.\My heart's been stolen again!\Just how many hearts do you have?\You're finally back to your usual self.\A-chan!\Mimi!\You came to watch, too? response:	Yeah. I came with Papa.
context: You look pitiful. Here, dry your tears.\My heart's been stolen again!\Just how many hearts do you have?\You're finally back to your usual self.\A-chan!\Mimi!\You came to watch, too?\Yeah. I came with Papa. response:	Woah! What a beautiful girl!
context: My heart's been stolen again!\Just how many hearts do you have?\You're finally back to your usual self.\A-chan!\Mimi!\You came to watch, too?\Yeah. I came with Papa.\Woah! What a beautiful girl! response:	A-chan?
context: Just how many hearts do you have?\You're finally back to your usual self.\A-chan!\Mimi!\You came to watch, too?\Yeah. I came with Papa.\Woah! What a beautiful girl!\A-chan? response:	Mimi?
context: You're finally back to your usual self.\A-chan!\Mimi!\You came to watch, too?\Yeah. I came with Papa.\Woah! What a beautiful girl!\A-chan?\Mimi? response:	Who is this?
context: A-chan!\Mimi!\You came to watch, too?\Yeah. I came with Papa.\Woah! What a beautiful girl!\A-chan?\Mimi?\Who is this? response:	Oh, she's my neighbor.
context: Mimi!\You came to watch, too?\Yeah. I came with Papa.\Woah! What a beautiful girl!\A-chan?\Mimi?\Who is this?\Oh, she's my neighbor. response:	Hello! I'm Yoshioka Mimi. I'm in my second year of middle school.
context: You came to watch, too?\Yeah. I came with Papa.\Woah! What a beautiful girl!\A-chan?\Mimi?\Who is this?\Oh, she's my neighbor.\Hello! I'm Yoshioka Mimi. I'm in my second year of middle school. response:	Middle school?
context: Yeah. I came with Papa.\Woah! What a beautiful girl!\A-chan?\Mimi?\Who is this?\Oh, she's my neighbor.\Hello! I'm Yoshioka Mimi. I'm in my second year of middle school.\Middle school? response:	She looks so mature!
context: Woah! What a beautiful girl!\A-chan?\Mimi?\Who is this?\Oh, she's my neighbor.\Hello! I'm Yoshioka Mimi. I'm in my second year of middle school.\Middle school?\She looks so mature! response:	You think?
context: A-chan?\Mimi?\Who is this?\Oh, she's my neighbor.\Hello! I'm Yoshioka Mimi. I'm in my second year of middle school.\Middle school?\She looks so mature!\You think? response:	A-chan, who's this? A friend of yours?
context: Mimi?\Who is this?\Oh, she's my neighbor.\Hello! I'm Yoshioka Mimi. I'm in my second year of middle school.\Middle school?\She looks so mature!\You think?\A-chan, who's this? A friend of yours? response:	Girlfriend.
context: Who is this?\Oh, she's my neighbor.\Hello! I'm Yoshioka Mimi. I'm in my second year of middle school.\Middle school?\She looks so mature!\You think?\A-chan, who's this? A friend of yours?\Girlfriend. response:	Nice to meet you!
context: Oh, she's my neighbor.\Hello! I'm Yoshioka Mimi. I'm in my second year of middle school.\Middle school?\She looks so mature!\You think?\A-chan, who's this? A friend of yours?\Girlfriend.\Nice to meet you! response:	No way!
context: Hello! I'm Yoshioka Mimi. I'm in my second year of middle school.\Middle school?\She looks so mature!\You think?\A-chan, who's this? A friend of yours?\Girlfriend.\Nice to meet you!\No way! response:	When did this happen?! This is the first I've heard about it!
context: Middle school?\She looks so mature!\You think?\A-chan, who's this? A friend of yours?\Girlfriend.\Nice to meet you!\No way!\When did this happen?! This is the first I've heard about it! response:	Didn't I tell you?
context: She looks so mature!\You think?\A-chan, who's this? A friend of yours?\Girlfriend.\Nice to meet you!\No way!\When did this happen?! This is the first I've heard about it!\Didn't I tell you? response:	No, you didn't!
context: You think?\A-chan, who's this? A friend of yours?\Girlfriend.\Nice to meet you!\No way!\When did this happen?! This is the first I've heard about it!\Didn't I tell you?\No, you didn't! response:	Your old man is waiting for you, right?
context: A-chan, who's this? A friend of yours?\Girlfriend.\Nice to meet you!\No way!\When did this happen?! This is the first I've heard about it!\Didn't I tell you?\No, you didn't!\Your old man is waiting for you, right? response:	Let's go, Koizumi.
context: Girlfriend.\Nice to meet you!\No way!\When did this happen?! This is the first I've heard about it!\Didn't I tell you?\No, you didn't!\Your old man is waiting for you, right?\Let's go, Koizumi. response:	Okay, okay.
context: Nice to meet you!\No way!\When did this happen?! This is the first I've heard about it!\Didn't I tell you?\No, you didn't!\Your old man is waiting for you, right?\Let's go, Koizumi.\Okay, okay. response:	See you later, Mimi-chan.
context: No way!\When did this happen?! This is the first I've heard about it!\Didn't I tell you?\No, you didn't!\Your old man is waiting for you, right?\Let's go, Koizumi.\Okay, okay.\See you later, Mimi-chan. response:	I will not accept this.
context: When did this happen?! This is the first I've heard about it!\Didn't I tell you?\No, you didn't!\Your old man is waiting for you, right?\Let's go, Koizumi.\Okay, okay.\See you later, Mimi-chan.\I will not accept this. response:	A lame girl like that is A-chan's girlfriend?
context: Didn't I tell you?\No, you didn't!\Your old man is waiting for you, right?\Let's go, Koizumi.\Okay, okay.\See you later, Mimi-chan.\I will not accept this.\A lame girl like that is A-chan's girlfriend? response:	There's no way I'll accept it!
context: No, you didn't!\Your old man is waiting for you, right?\Let's go, Koizumi.\Okay, okay.\See you later, Mimi-chan.\I will not accept this.\A lame girl like that is A-chan's girlfriend?\There's no way I'll accept it! response:	Koizumi, want to come study at my place?
context: Your old man is waiting for you, right?\Let's go, Koizumi.\Okay, okay.\See you later, Mimi-chan.\I will not accept this.\A lame girl like that is A-chan's girlfriend?\There's no way I'll accept it!\Koizumi, want to come study at my place? response:	Sure! This feels so lovey-dovey.
context: Let's go, Koizumi.\Okay, okay.\See you later, Mimi-chan.\I will not accept this.\A lame girl like that is A-chan's girlfriend?\There's no way I'll accept it!\Koizumi, want to come study at my place?\Sure! This feels so lovey-dovey. response:	Ah, Mimi.
context: Okay, okay.\See you later, Mimi-chan.\I will not accept this.\A lame girl like that is A-chan's girlfriend?\There's no way I'll accept it!\Koizumi, want to come study at my place?\Sure! This feels so lovey-dovey.\Ah, Mimi. response:	Lovely Complex Love Com.
context: See you later, Mimi-chan.\I will not accept this.\A lame girl like that is A-chan's girlfriend?\There's no way I'll accept it!\Koizumi, want to come study at my place?\Sure! This feels so lovey-dovey.\Ah, Mimi.\Lovely Complex Love Com. response:	Next: Declaration of War!! The Dangerous Beauty Who Burns With Jealousy!!
context: I will not accept this.\A lame girl like that is A-chan's girlfriend?\There's no way I'll accept it!\Koizumi, want to come study at my place?\Sure! This feels so lovey-dovey.\Ah, Mimi.\Lovely Complex Love Com.\Next: Declaration of War!! The Dangerous Beauty Who Burns With Jealousy!! response:	Declaration of War!! The Dangerous Beauty Who Burns With Jealousy!!
context: A lame girl like that is A-chan's girlfriend?\There's no way I'll accept it!\Koizumi, want to come study at my place?\Sure! This feels so lovey-dovey.\Ah, Mimi.\Lovely Complex Love Com.\Next: Declaration of War!! The Dangerous Beauty Who Burns With Jealousy!!\Declaration of War!! The Dangerous Beauty Who Burns With Jealousy!! response:	Be sure to watch!
