context: I happened to witness something outrageous. response:	Isn't that what people call...
context: You have a large inn,\lots of cars,\and a very pretty granddaughter!\There's no need for you to steal one of our staff away from us!\What's this girl talking about?\Have you got an idea?\Kissuiso needs Tohru!\So- response:	Tohru's gone back already.
context: lots of cars,\and a very pretty granddaughter!\There's no need for you to steal one of our staff away from us!\What's this girl talking about?\Have you got an idea?\Kissuiso needs Tohru!\So-\Tohru's gone back already. response:	Where to?!
context: and a very pretty granddaughter!\There's no need for you to steal one of our staff away from us!\What's this girl talking about?\Have you got an idea?\Kissuiso needs Tohru!\So-\Tohru's gone back already.\Where to?! response:	Kissuiso.
context: There's no need for you to steal one of our staff away from us!\What's this girl talking about?\Have you got an idea?\Kissuiso needs Tohru!\So-\Tohru's gone back already.\Where to?!\Kissuiso. response:	Kissuiso?
context: What's this girl talking about?\Have you got an idea?\Kissuiso needs Tohru!\So-\Tohru's gone back already.\Where to?!\Kissuiso.\Kissuiso? response:	What?
context: Have you got an idea?\Kissuiso needs Tohru!\So-\Tohru's gone back already.\Where to?!\Kissuiso.\Kissuiso?\What? response:	What?
context: Kissuiso needs Tohru!\So-\Tohru's gone back already.\Where to?!\Kissuiso.\Kissuiso?\What?\What? response:	As a helper?!
context: So-\Tohru's gone back already.\Where to?!\Kissuiso.\Kissuiso?\What?\What?\As a helper?! response:	One of our chefs was out with a cold,
context: Tohru's gone back already.\Where to?!\Kissuiso.\Kissuiso?\What?\What?\As a helper?!\One of our chefs was out with a cold, response:	so the head chef of Kissuiso lent Tohru to us.
context: Where to?!\Kissuiso.\Kissuiso?\What?\What?\As a helper?!\One of our chefs was out with a cold,\so the head chef of Kissuiso lent Tohru to us. response:	Oh...
context: Kissuiso.\Kissuiso?\What?\What?\As a helper?!\One of our chefs was out with a cold,\so the head chef of Kissuiso lent Tohru to us.\Oh... response:	I said that with a fake Hakata accent today!
context: Kissuiso?\What?\What?\As a helper?!\One of our chefs was out with a cold,\so the head chef of Kissuiso lent Tohru to us.\Oh...\I said that with a fake Hakata accent today! response:	Did you understand me?
context: What?\What?\As a helper?!\One of our chefs was out with a cold,\so the head chef of Kissuiso lent Tohru to us.\Oh...\I said that with a fake Hakata accent today!\Did you understand me? response:	So that's what it all was about...
context: What?\As a helper?!\One of our chefs was out with a cold,\so the head chef of Kissuiso lent Tohru to us.\Oh...\I said that with a fake Hakata accent today!\Did you understand me?\So that's what it all was about... response:	Then you and Tohru aren't...
context: As a helper?!\One of our chefs was out with a cold,\so the head chef of Kissuiso lent Tohru to us.\Oh...\I said that with a fake Hakata accent today!\Did you understand me?\So that's what it all was about...\Then you and Tohru aren't... response:	Me?
context: One of our chefs was out with a cold,\so the head chef of Kissuiso lent Tohru to us.\Oh...\I said that with a fake Hakata accent today!\Did you understand me?\So that's what it all was about...\Then you and Tohru aren't...\Me? response:	You were with him on his motorbike.
context: so the head chef of Kissuiso lent Tohru to us.\Oh...\I said that with a fake Hakata accent today!\Did you understand me?\So that's what it all was about...\Then you and Tohru aren't...\Me?\You were with him on his motorbike. response:	Oh, I wanted to ride it, so he let me.
context: Oh...\I said that with a fake Hakata accent today!\Did you understand me?\So that's what it all was about...\Then you and Tohru aren't...\Me?\You were with him on his motorbike.\Oh, I wanted to ride it, so he let me. response:	That was it?
context: I said that with a fake Hakata accent today!\Did you understand me?\So that's what it all was about...\Then you and Tohru aren't...\Me?\You were with him on his motorbike.\Oh, I wanted to ride it, so he let me.\That was it? response:	Oh yeah, what should I do about the helmet?
context: Did you understand me?\So that's what it all was about...\Then you and Tohru aren't...\Me?\You were with him on his motorbike.\Oh, I wanted to ride it, so he let me.\That was it?\Oh yeah, what should I do about the helmet? response:	Tohru won't be coming over anymore.
context: So that's what it all was about...\Then you and Tohru aren't...\Me?\You were with him on his motorbike.\Oh, I wanted to ride it, so he let me.\That was it?\Oh yeah, what should I do about the helmet?\Tohru won't be coming over anymore. response:	Do you want it, Ohana?
context: Then you and Tohru aren't...\Me?\You were with him on his motorbike.\Oh, I wanted to ride it, so he let me.\That was it?\Oh yeah, what should I do about the helmet?\Tohru won't be coming over anymore.\Do you want it, Ohana? response:	I've decorated it a little,
context: Me?\You were with him on his motorbike.\Oh, I wanted to ride it, so he let me.\That was it?\Oh yeah, what should I do about the helmet?\Tohru won't be coming over anymore.\Do you want it, Ohana?\I've decorated it a little, response:	but you can still use it to ride a motorbike.
context: You were with him on his motorbike.\Oh, I wanted to ride it, so he let me.\That was it?\Oh yeah, what should I do about the helmet?\Tohru won't be coming over anymore.\Do you want it, Ohana?\I've decorated it a little,\but you can still use it to ride a motorbike. response:	If I ever need it, I'll let you know.
context: Oh, I wanted to ride it, so he let me.\That was it?\Oh yeah, what should I do about the helmet?\Tohru won't be coming over anymore.\Do you want it, Ohana?\I've decorated it a little,\but you can still use it to ride a motorbike.\If I ever need it, I'll let you know. response:	I'm exhausted...
context: That was it?\Oh yeah, what should I do about the helmet?\Tohru won't be coming over anymore.\Do you want it, Ohana?\I've decorated it a little,\but you can still use it to ride a motorbike.\If I ever need it, I'll let you know.\I'm exhausted... response:	Ohana!
context: Oh yeah, what should I do about the helmet?\Tohru won't be coming over anymore.\Do you want it, Ohana?\I've decorated it a little,\but you can still use it to ride a motorbike.\If I ever need it, I'll let you know.\I'm exhausted...\Ohana! response:	Ohana, Tohru came back!
context: Tohru won't be coming over anymore.\Do you want it, Ohana?\I've decorated it a little,\but you can still use it to ride a motorbike.\If I ever need it, I'll let you know.\I'm exhausted...\Ohana!\Ohana, Tohru came back! response:	Working at Fukuya?!
context: Do you want it, Ohana?\I've decorated it a little,\but you can still use it to ride a motorbike.\If I ever need it, I'll let you know.\I'm exhausted...\Ohana!\Ohana, Tohru came back!\Working at Fukuya?! response:	Who the heck came up with that?!
context: I've decorated it a little,\but you can still use it to ride a motorbike.\If I ever need it, I'll let you know.\I'm exhausted...\Ohana!\Ohana, Tohru came back!\Working at Fukuya?!\Who the heck came up with that?! response:	Why doesn't he use his time to write his
context: but you can still use it to ride a motorbike.\If I ever need it, I'll let you know.\I'm exhausted...\Ohana!\Ohana, Tohru came back!\Working at Fukuya?!\Who the heck came up with that?!\Why doesn't he use his time to write his response:	erotica instead of spreading dumb rumors?
context: If I ever need it, I'll let you know.\I'm exhausted...\Ohana!\Ohana, Tohru came back!\Working at Fukuya?!\Who the heck came up with that?!\Why doesn't he use his time to write his\erotica instead of spreading dumb rumors? response:	Mr. Ren...
context: I'm exhausted...\Ohana!\Ohana, Tohru came back!\Working at Fukuya?!\Who the heck came up with that?!\Why doesn't he use his time to write his\erotica instead of spreading dumb rumors?\Mr. Ren... response:	What if... just what if...
context: Ohana!\Ohana, Tohru came back!\Working at Fukuya?!\Who the heck came up with that?!\Why doesn't he use his time to write his\erotica instead of spreading dumb rumors?\Mr. Ren...\What if... just what if... response:	I actually went to work for Fukuya.
context: Ohana, Tohru came back!\Working at Fukuya?!\Who the heck came up with that?!\Why doesn't he use his time to write his\erotica instead of spreading dumb rumors?\Mr. Ren...\What if... just what if...\I actually went to work for Fukuya. response:	What would you do?
context: Working at Fukuya?!\Who the heck came up with that?!\Why doesn't he use his time to write his\erotica instead of spreading dumb rumors?\Mr. Ren...\What if... just what if...\I actually went to work for Fukuya.\What would you do? response:	I'll stop you! Next time, I'll definitely stop you!
context: Who the heck came up with that?!\Why doesn't he use his time to write his\erotica instead of spreading dumb rumors?\Mr. Ren...\What if... just what if...\I actually went to work for Fukuya.\What would you do?\I'll stop you! Next time, I'll definitely stop you! response:	I didn't ask you!
context: Why doesn't he use his time to write his\erotica instead of spreading dumb rumors?\Mr. Ren...\What if... just what if...\I actually went to work for Fukuya.\What would you do?\I'll stop you! Next time, I'll definitely stop you!\I didn't ask you! response:	I'm sorry!
context: erotica instead of spreading dumb rumors?\Mr. Ren...\What if... just what if...\I actually went to work for Fukuya.\What would you do?\I'll stop you! Next time, I'll definitely stop you!\I didn't ask you!\I'm sorry! response:	Go check how many vegetables we still have in stock, Minko.
context: Mr. Ren...\What if... just what if...\I actually went to work for Fukuya.\What would you do?\I'll stop you! Next time, I'll definitely stop you!\I didn't ask you!\I'm sorry!\Go check how many vegetables we still have in stock, Minko. response:	Yes, sir!
context: What if... just what if...\I actually went to work for Fukuya.\What would you do?\I'll stop you! Next time, I'll definitely stop you!\I didn't ask you!\I'm sorry!\Go check how many vegetables we still have in stock, Minko.\Yes, sir! response:	And while you're at it,
context: I actually went to work for Fukuya.\What would you do?\I'll stop you! Next time, I'll definitely stop you!\I didn't ask you!\I'm sorry!\Go check how many vegetables we still have in stock, Minko.\Yes, sir!\And while you're at it, response:	organize the food supplies in the storeroom.
context: What would you do?\I'll stop you! Next time, I'll definitely stop you!\I didn't ask you!\I'm sorry!\Go check how many vegetables we still have in stock, Minko.\Yes, sir!\And while you're at it,\organize the food supplies in the storeroom. response:	I'm so happy for Minko.
context: I'll stop you! Next time, I'll definitely stop you!\I didn't ask you!\I'm sorry!\Go check how many vegetables we still have in stock, Minko.\Yes, sir!\And while you're at it,\organize the food supplies in the storeroom.\I'm so happy for Minko. response:	Oh yeah...
context: I didn't ask you!\I'm sorry!\Go check how many vegetables we still have in stock, Minko.\Yes, sir!\And while you're at it,\organize the food supplies in the storeroom.\I'm so happy for Minko.\Oh yeah... response:	Move.
context: I'm sorry!\Go check how many vegetables we still have in stock, Minko.\Yes, sir!\And while you're at it,\organize the food supplies in the storeroom.\I'm so happy for Minko.\Oh yeah...\Move. response:	I can't get on my motorbike.
context: Go check how many vegetables we still have in stock, Minko.\Yes, sir!\And while you're at it,\organize the food supplies in the storeroom.\I'm so happy for Minko.\Oh yeah...\Move.\I can't get on my motorbike. response:	You're always in my way,
context: Yes, sir!\And while you're at it,\organize the food supplies in the storeroom.\I'm so happy for Minko.\Oh yeah...\Move.\I can't get on my motorbike.\You're always in my way, response:	even though none of the right parts of you are sticking out.
context: And while you're at it,\organize the food supplies in the storeroom.\I'm so happy for Minko.\Oh yeah...\Move.\I can't get on my motorbike.\You're always in my way,\even though none of the right parts of you are sticking out. response:	I'm not in your way anymore, am I?
context: organize the food supplies in the storeroom.\I'm so happy for Minko.\Oh yeah...\Move.\I can't get on my motorbike.\You're always in my way,\even though none of the right parts of you are sticking out.\I'm not in your way anymore, am I? response:	Why don't you just go on home already?
context: I'm so happy for Minko.\Oh yeah...\Move.\I can't get on my motorbike.\You're always in my way,\even though none of the right parts of you are sticking out.\I'm not in your way anymore, am I?\Why don't you just go on home already? response:	Goodnight!
context: Oh yeah...\Move.\I can't get on my motorbike.\You're always in my way,\even though none of the right parts of you are sticking out.\I'm not in your way anymore, am I?\Why don't you just go on home already?\Goodnight! response:	You went all the way there to bring me back, yet you're acting like this now?
context: Move.\I can't get on my motorbike.\You're always in my way,\even though none of the right parts of you are sticking out.\I'm not in your way anymore, am I?\Why don't you just go on home already?\Goodnight!\You went all the way there to bring me back, yet you're acting like this now? response:	So, when are you going to hold a farewell party for me?
context: I can't get on my motorbike.\You're always in my way,\even though none of the right parts of you are sticking out.\I'm not in your way anymore, am I?\Why don't you just go on home already?\Goodnight!\You went all the way there to bring me back, yet you're acting like this now?\So, when are you going to hold a farewell party for me? response:	That was-
context: You're always in my way,\even though none of the right parts of you are sticking out.\I'm not in your way anymore, am I?\Why don't you just go on home already?\Goodnight!\You went all the way there to bring me back, yet you're acting like this now?\So, when are you going to hold a farewell party for me?\That was- response:	So, in the end, you're the only one who tried to stop me, eh?
context: even though none of the right parts of you are sticking out.\I'm not in your way anymore, am I?\Why don't you just go on home already?\Goodnight!\You went all the way there to bring me back, yet you're acting like this now?\So, when are you going to hold a farewell party for me?\That was-\So, in the end, you're the only one who tried to stop me, eh? response:	Well, it's better than no one, I guess!
context: I'm not in your way anymore, am I?\Why don't you just go on home already?\Goodnight!\You went all the way there to bring me back, yet you're acting like this now?\So, when are you going to hold a farewell party for me?\That was-\So, in the end, you're the only one who tried to stop me, eh?\Well, it's better than no one, I guess! response:	What's your problem?!
context: Why don't you just go on home already?\Goodnight!\You went all the way there to bring me back, yet you're acting like this now?\So, when are you going to hold a farewell party for me?\That was-\So, in the end, you're the only one who tried to stop me, eh?\Well, it's better than no one, I guess!\What's your problem?! response:	I've got a sensitive nose!
context: Goodnight!\You went all the way there to bring me back, yet you're acting like this now?\So, when are you going to hold a farewell party for me?\That was-\So, in the end, you're the only one who tried to stop me, eh?\Well, it's better than no one, I guess!\What's your problem?!\I've got a sensitive nose! response:	I'm not a big deal until Mr. Ren tries to stop me himself.
context: You went all the way there to bring me back, yet you're acting like this now?\So, when are you going to hold a farewell party for me?\That was-\So, in the end, you're the only one who tried to stop me, eh?\Well, it's better than no one, I guess!\What's your problem?!\I've got a sensitive nose!\I'm not a big deal until Mr. Ren tries to stop me himself. response:	So, Tohru went home.
context: So, when are you going to hold a farewell party for me?\That was-\So, in the end, you're the only one who tried to stop me, eh?\Well, it's better than no one, I guess!\What's your problem?!\I've got a sensitive nose!\I'm not a big deal until Mr. Ren tries to stop me himself.\So, Tohru went home. response:	What happened to you?
context: That was-\So, in the end, you're the only one who tried to stop me, eh?\Well, it's better than no one, I guess!\What's your problem?!\I've got a sensitive nose!\I'm not a big deal until Mr. Ren tries to stop me himself.\So, Tohru went home.\What happened to you? response:	I'm still not very fond of him!
context: So, in the end, you're the only one who tried to stop me, eh?\Well, it's better than no one, I guess!\What's your problem?!\I've got a sensitive nose!\I'm not a big deal until Mr. Ren tries to stop me himself.\So, Tohru went home.\What happened to you?\I'm still not very fond of him! response:	It seems like Tohru had a good experience.
context: Well, it's better than no one, I guess!\What's your problem?!\I've got a sensitive nose!\I'm not a big deal until Mr. Ren tries to stop me himself.\So, Tohru went home.\What happened to you?\I'm still not very fond of him!\It seems like Tohru had a good experience. response:	Now he'll have somewhere to go to when we shut down.
context: What's your problem?!\I've got a sensitive nose!\I'm not a big deal until Mr. Ren tries to stop me himself.\So, Tohru went home.\What happened to you?\I'm still not very fond of him!\It seems like Tohru had a good experience.\Now he'll have somewhere to go to when we shut down. response:	Madam Manager!
context: I've got a sensitive nose!\I'm not a big deal until Mr. Ren tries to stop me himself.\So, Tohru went home.\What happened to you?\I'm still not very fond of him!\It seems like Tohru had a good experience.\Now he'll have somewhere to go to when we shut down.\Madam Manager! response:	I'm joking.
context: I'm not a big deal until Mr. Ren tries to stop me himself.\So, Tohru went home.\What happened to you?\I'm still not very fond of him!\It seems like Tohru had a good experience.\Now he'll have somewhere to go to when we shut down.\Madam Manager!\I'm joking. response:	Enishi, call them later and apologize.
context: So, Tohru went home.\What happened to you?\I'm still not very fond of him!\It seems like Tohru had a good experience.\Now he'll have somewhere to go to when we shut down.\Madam Manager!\I'm joking.\Enishi, call them later and apologize. response:	Shigeko, that is.
context: What happened to you?\I'm still not very fond of him!\It seems like Tohru had a good experience.\Now he'll have somewhere to go to when we shut down.\Madam Manager!\I'm joking.\Enishi, call them later and apologize.\Shigeko, that is. response:	Fukuya?
context: I'm still not very fond of him!\It seems like Tohru had a good experience.\Now he'll have somewhere to go to when we shut down.\Madam Manager!\I'm joking.\Enishi, call them later and apologize.\Shigeko, that is.\Fukuya? response:	That was a long day...
context: It seems like Tohru had a good experience.\Now he'll have somewhere to go to when we shut down.\Madam Manager!\I'm joking.\Enishi, call them later and apologize.\Shigeko, that is.\Fukuya?\That was a long day... response:	You did run around a lot.
context: Now he'll have somewhere to go to when we shut down.\Madam Manager!\I'm joking.\Enishi, call them later and apologize.\Shigeko, that is.\Fukuya?\That was a long day...\You did run around a lot. response:	Aren't you glad he wasn't taken away, Minko?
context: Madam Manager!\I'm joking.\Enishi, call them later and apologize.\Shigeko, that is.\Fukuya?\That was a long day...\You did run around a lot.\Aren't you glad he wasn't taken away, Minko? response:	I knew that all along.
context: I'm joking.\Enishi, call them later and apologize.\Shigeko, that is.\Fukuya?\That was a long day...\You did run around a lot.\Aren't you glad he wasn't taken away, Minko?\I knew that all along. response:	You'll be with him for a while yet.
context: Enishi, call them later and apologize.\Shigeko, that is.\Fukuya?\That was a long day...\You did run around a lot.\Aren't you glad he wasn't taken away, Minko?\I knew that all along.\You'll be with him for a while yet. response:	You can call me Minchi.
context: Shigeko, that is.\Fukuya?\That was a long day...\You did run around a lot.\Aren't you glad he wasn't taken away, Minko?\I knew that all along.\You'll be with him for a while yet.\You can call me Minchi. response:	Really?!
context: Fukuya?\That was a long day...\You did run around a lot.\Aren't you glad he wasn't taken away, Minko?\I knew that all along.\You'll be with him for a while yet.\You can call me Minchi.\Really?! response:	But in return,
context: That was a long day...\You did run around a lot.\Aren't you glad he wasn't taken away, Minko?\I knew that all along.\You'll be with him for a while yet.\You can call me Minchi.\Really?!\But in return, response:	you have to write down what you want me to call you.
context: You did run around a lot.\Aren't you glad he wasn't taken away, Minko?\I knew that all along.\You'll be with him for a while yet.\You can call me Minchi.\Really?!\But in return,\you have to write down what you want me to call you. response:	I'll use it.
context: Aren't you glad he wasn't taken away, Minko?\I knew that all along.\You'll be with him for a while yet.\You can call me Minchi.\Really?!\But in return,\you have to write down what you want me to call you.\I'll use it. response:	Nako told me that you wanted a nickname.
context: I knew that all along.\You'll be with him for a while yet.\You can call me Minchi.\Really?!\But in return,\you have to write down what you want me to call you.\I'll use it.\Nako told me that you wanted a nickname. response:	If you write it on the wish card, I'll call you that.
context: You'll be with him for a while yet.\You can call me Minchi.\Really?!\But in return,\you have to write down what you want me to call you.\I'll use it.\Nako told me that you wanted a nickname.\If you write it on the wish card, I'll call you that. response:	Minchi...
context: You can call me Minchi.\Really?!\But in return,\you have to write down what you want me to call you.\I'll use it.\Nako told me that you wanted a nickname.\If you write it on the wish card, I'll call you that.\Minchi... response:	Thanks.
context: Really?!\But in return,\you have to write down what you want me to call you.\I'll use it.\Nako told me that you wanted a nickname.\If you write it on the wish card, I'll call you that.\Minchi...\Thanks. response:	Well, let's see...
context: But in return,\you have to write down what you want me to call you.\I'll use it.\Nako told me that you wanted a nickname.\If you write it on the wish card, I'll call you that.\Minchi...\Thanks.\Well, let's see... response:	I never imagined that I'd have to come up with one myself...
context: you have to write down what you want me to call you.\I'll use it.\Nako told me that you wanted a nickname.\If you write it on the wish card, I'll call you that.\Minchi...\Thanks.\Well, let's see...\I never imagined that I'd have to come up with one myself... response:	Nakochi, Minchi...
context: I'll use it.\Nako told me that you wanted a nickname.\If you write it on the wish card, I'll call you that.\Minchi...\Thanks.\Well, let's see...\I never imagined that I'd have to come up with one myself...\Nakochi, Minchi... response:	Ohachi?
context: Nako told me that you wanted a nickname.\If you write it on the wish card, I'll call you that.\Minchi...\Thanks.\Well, let's see...\I never imagined that I'd have to come up with one myself...\Nakochi, Minchi...\Ohachi? response:	Maybe Hanachi is better?
context: If you write it on the wish card, I'll call you that.\Minchi...\Thanks.\Well, let's see...\I never imagined that I'd have to come up with one myself...\Nakochi, Minchi...\Ohachi?\Maybe Hanachi is better? response:	But that's too similar to hibachi chicken!
context: Minchi...\Thanks.\Well, let's see...\I never imagined that I'd have to come up with one myself...\Nakochi, Minchi...\Ohachi?\Maybe Hanachi is better?\But that's too similar to hibachi chicken! response:	Then, I guess...
context: Thanks.\Well, let's see...\I never imagined that I'd have to come up with one myself...\Nakochi, Minchi...\Ohachi?\Maybe Hanachi is better?\But that's too similar to hibachi chicken!\Then, I guess... response:	Let's see...
context: Well, let's see...\I never imagined that I'd have to come up with one myself...\Nakochi, Minchi...\Ohachi?\Maybe Hanachi is better?\But that's too similar to hibachi chicken!\Then, I guess...\Let's see... response:	You're out of time.
context: I never imagined that I'd have to come up with one myself...\Nakochi, Minchi...\Ohachi?\Maybe Hanachi is better?\But that's too similar to hibachi chicken!\Then, I guess...\Let's see...\You're out of time. response:	What?! But...
context: Nakochi, Minchi...\Ohachi?\Maybe Hanachi is better?\But that's too similar to hibachi chicken!\Then, I guess...\Let's see...\You're out of time.\What?! But... response:	You're too slow.
context: Ohachi?\Maybe Hanachi is better?\But that's too similar to hibachi chicken!\Then, I guess...\Let's see...\You're out of time.\What?! But...\You're too slow. response:	I-I'll come up with one really quickly!
context: Maybe Hanachi is better?\But that's too similar to hibachi chicken!\Then, I guess...\Let's see...\You're out of time.\What?! But...\You're too slow.\I-I'll come up with one really quickly! response:	Give me one more chance!
context: But that's too similar to hibachi chicken!\Then, I guess...\Let's see...\You're out of time.\What?! But...\You're too slow.\I-I'll come up with one really quickly!\Give me one more chance! response:	No.
context: Then, I guess...\Let's see...\You're out of time.\What?! But...\You're too slow.\I-I'll come up with one really quickly!\Give me one more chance!\No. response:	What?
context: Let's see...\You're out of time.\What?! But...\You're too slow.\I-I'll come up with one really quickly!\Give me one more chance!\No.\What? response:	Minchi, please! Minchi!
context: You're out of time.\What?! But...\You're too slow.\I-I'll come up with one really quickly!\Give me one more chance!\No.\What?\Minchi, please! Minchi! response:	Shut up!
context: What?! But...\You're too slow.\I-I'll come up with one really quickly!\Give me one more chance!\No.\What?\Minchi, please! Minchi!\Shut up! response:	Come on!
context: You're too slow.\I-I'll come up with one really quickly!\Give me one more chance!\No.\What?\Minchi, please! Minchi!\Shut up!\Come on! response:	How are you, Ko? It's Ohana.
context: I-I'll come up with one really quickly!\Give me one more chance!\No.\What?\Minchi, please! Minchi!\Shut up!\Come on!\How are you, Ko? It's Ohana. response:	I finally feel like I've given my all to something.
context: Give me one more chance!\No.\What?\Minchi, please! Minchi!\Shut up!\Come on!\How are you, Ko? It's Ohana.\I finally feel like I've given my all to something. response:	I'm sure it's because you wished me luck in your text.
context: No.\What?\Minchi, please! Minchi!\Shut up!\Come on!\How are you, Ko? It's Ohana.\I finally feel like I've given my all to something.\I'm sure it's because you wished me luck in your text. response:	Thanks, Ko.
context: What?\Minchi, please! Minchi!\Shut up!\Come on!\How are you, Ko? It's Ohana.\I finally feel like I've given my all to something.\I'm sure it's because you wished me luck in your text.\Thanks, Ko. response:	Ohana
context: Minchi, please! Minchi!\Shut up!\Come on!\How are you, Ko? It's Ohana.\I finally feel like I've given my all to something.\I'm sure it's because you wished me luck in your text.\Thanks, Ko.\Ohana response:	But I don't want to challenge myself...
context: Shut up!\Come on!\How are you, Ko? It's Ohana.\I finally feel like I've given my all to something.\I'm sure it's because you wished me luck in your text.\Thanks, Ko.\Ohana\But I don't want to challenge myself... response:	What are you looking at?
context: Come on!\How are you, Ko? It's Ohana.\I finally feel like I've given my all to something.\I'm sure it's because you wished me luck in your text.\Thanks, Ko.\Ohana\But I don't want to challenge myself...\What are you looking at? response:	Cheer up.
context: How are you, Ko? It's Ohana.\I finally feel like I've given my all to something.\I'm sure it's because you wished me luck in your text.\Thanks, Ko.\Ohana\But I don't want to challenge myself...\What are you looking at?\Cheer up. response:	Good morning, low-class hot spring inn.
context: I finally feel like I've given my all to something.\I'm sure it's because you wished me luck in your text.\Thanks, Ko.\Ohana\But I don't want to challenge myself...\What are you looking at?\Cheer up.\Good morning, low-class hot spring inn. response:	Good morning, staff of the low-class hot spring inn.
context: I'm sure it's because you wished me luck in your text.\Thanks, Ko.\Ohana\But I don't want to challenge myself...\What are you looking at?\Cheer up.\Good morning, low-class hot spring inn.\Good morning, staff of the low-class hot spring inn. response:	Episode 6
