context: Count Cruhteo? response:	Yes, his eldest son inherited his title.
context: Nothing more.\You're going to exploit her?\If she is, do you have a problem with that?!\You were an enemy all along!\If that's all you were, there would have been no need to hate you.\Over there!\After him!\Let's go! response:	Eddelrittuo!
context: You're going to exploit her?\If she is, do you have a problem with that?!\You were an enemy all along!\If that's all you were, there would have been no need to hate you.\Over there!\After him!\Let's go!\Eddelrittuo! response:	Are you all right, Eddelrittuo?
context: If she is, do you have a problem with that?!\You were an enemy all along!\If that's all you were, there would have been no need to hate you.\Over there!\After him!\Let's go!\Eddelrittuo!\Are you all right, Eddelrittuo? response:	And you, Milady?
context: You were an enemy all along!\If that's all you were, there would have been no need to hate you.\Over there!\After him!\Let's go!\Eddelrittuo!\Are you all right, Eddelrittuo?\And you, Milady? response:	Milady!
context: If that's all you were, there would have been no need to hate you.\Over there!\After him!\Let's go!\Eddelrittuo!\Are you all right, Eddelrittuo?\And you, Milady?\Milady! response:	Seylum?
context: Over there!\After him!\Let's go!\Eddelrittuo!\Are you all right, Eddelrittuo?\And you, Milady?\Milady!\Seylum? response:	Inaho!
context: After him!\Let's go!\Eddelrittuo!\Are you all right, Eddelrittuo?\And you, Milady?\Milady!\Seylum?\Inaho! response:	Seylum... I'm glad... you're okay.
context: Let's go!\Eddelrittuo!\Are you all right, Eddelrittuo?\And you, Milady?\Milady!\Seylum?\Inaho!\Seylum... I'm glad... you're okay. response:	Inaho!
context: Eddelrittuo!\Are you all right, Eddelrittuo?\And you, Milady?\Milady!\Seylum?\Inaho!\Seylum... I'm glad... you're okay.\Inaho! response:	Milady!
context: Are you all right, Eddelrittuo?\And you, Milady?\Milady!\Seylum?\Inaho!\Seylum... I'm glad... you're okay.\Inaho!\Milady! response:	Inaho!
context: And you, Milady?\Milady!\Seylum?\Inaho!\Seylum... I'm glad... you're okay.\Inaho!\Milady!\Inaho! response:	Inaho!
context: Milady!\Seylum?\Inaho!\Seylum... I'm glad... you're okay.\Inaho!\Milady!\Inaho!\Inaho! response:	Ina
context: Seylum?\Inaho!\Seylum... I'm glad... you're okay.\Inaho!\Milady!\Inaho!\Inaho!\Ina response:	Princess Asseylum Vers Allusia, identity confirmed.
context: Inaho!\Seylum... I'm glad... you're okay.\Inaho!\Milady!\Inaho!\Inaho!\Ina\Princess Asseylum Vers Allusia, identity confirmed. response:	Inaho?
context: Seylum... I'm glad... you're okay.\Inaho!\Milady!\Inaho!\Inaho!\Ina\Princess Asseylum Vers Allusia, identity confirmed.\Inaho? response:	Thought processes stopped. Running backup program.
context: Inaho!\Milady!\Inaho!\Inaho!\Ina\Princess Asseylum Vers Allusia, identity confirmed.\Inaho?\Thought processes stopped. Running backup program. response:	What's the matter, Inaho?
context: Milady!\Inaho!\Inaho!\Ina\Princess Asseylum Vers Allusia, identity confirmed.\Inaho?\Thought processes stopped. Running backup program.\What's the matter, Inaho? response:	Temporarily assuming control over Inaho Kaizuka's
context: Inaho!\Inaho!\Ina\Princess Asseylum Vers Allusia, identity confirmed.\Inaho?\Thought processes stopped. Running backup program.\What's the matter, Inaho?\Temporarily assuming control over Inaho Kaizuka's response:	thought processes, awareness, and speech functions.
context: Inaho!\Ina\Princess Asseylum Vers Allusia, identity confirmed.\Inaho?\Thought processes stopped. Running backup program.\What's the matter, Inaho?\Temporarily assuming control over Inaho Kaizuka's\thought processes, awareness, and speech functions. response:	Who... are you?
context: Ina\Princess Asseylum Vers Allusia, identity confirmed.\Inaho?\Thought processes stopped. Running backup program.\What's the matter, Inaho?\Temporarily assuming control over Inaho Kaizuka's\thought processes, awareness, and speech functions.\Who... are you? response:	Even though this boy is aware that Princess Asseylum is a separate individual,
context: Princess Asseylum Vers Allusia, identity confirmed.\Inaho?\Thought processes stopped. Running backup program.\What's the matter, Inaho?\Temporarily assuming control over Inaho Kaizuka's\thought processes, awareness, and speech functions.\Who... are you?\Even though this boy is aware that Princess Asseylum is a separate individual, response:	he misidentifies her as a part of himself.
context: Inaho?\Thought processes stopped. Running backup program.\What's the matter, Inaho?\Temporarily assuming control over Inaho Kaizuka's\thought processes, awareness, and speech functions.\Who... are you?\Even though this boy is aware that Princess Asseylum is a separate individual,\he misidentifies her as a part of himself. response:	Part of himself?
context: Thought processes stopped. Running backup program.\What's the matter, Inaho?\Temporarily assuming control over Inaho Kaizuka's\thought processes, awareness, and speech functions.\Who... are you?\Even though this boy is aware that Princess Asseylum is a separate individual,\he misidentifies her as a part of himself.\Part of himself? response:	He therefore placed maximum priority on her safety and has acted to protect her.
context: What's the matter, Inaho?\Temporarily assuming control over Inaho Kaizuka's\thought processes, awareness, and speech functions.\Who... are you?\Even though this boy is aware that Princess Asseylum is a separate individual,\he misidentifies her as a part of himself.\Part of himself?\He therefore placed maximum priority on her safety and has acted to protect her. response:	He came... to rescue me?
context: Temporarily assuming control over Inaho Kaizuka's\thought processes, awareness, and speech functions.\Who... are you?\Even though this boy is aware that Princess Asseylum is a separate individual,\he misidentifies her as a part of himself.\Part of himself?\He therefore placed maximum priority on her safety and has acted to protect her.\He came... to rescue me? response:	Will provide information in accordance with those behavioral principles.
context: thought processes, awareness, and speech functions.\Who... are you?\Even though this boy is aware that Princess Asseylum is a separate individual,\he misidentifies her as a part of himself.\Part of himself?\He therefore placed maximum priority on her safety and has acted to protect her.\He came... to rescue me?\Will provide information in accordance with those behavioral principles. response:	Use communications line inside F3 gate airlock
context: Who... are you?\Even though this boy is aware that Princess Asseylum is a separate individual,\he misidentifies her as a part of himself.\Part of himself?\He therefore placed maximum priority on her safety and has acted to protect her.\He came... to rescue me?\Will provide information in accordance with those behavioral principles.\Use communications line inside F3 gate airlock response:	to contact Inko Amifumi.
context: Even though this boy is aware that Princess Asseylum is a separate individual,\he misidentifies her as a part of himself.\Part of himself?\He therefore placed maximum priority on her safety and has acted to protect her.\He came... to rescue me?\Will provide information in accordance with those behavioral principles.\Use communications line inside F3 gate airlock\to contact Inko Amifumi. response:	The crew of the Deucalion... they are here?!
context: he misidentifies her as a part of himself.\Part of himself?\He therefore placed maximum priority on her safety and has acted to protect her.\He came... to rescue me?\Will provide information in accordance with those behavioral principles.\Use communications line inside F3 gate airlock\to contact Inko Amifumi.\The crew of the Deucalion... they are here?! response:	Let's go, Milady. I know where that airlock is.
context: Part of himself?\He therefore placed maximum priority on her safety and has acted to protect her.\He came... to rescue me?\Will provide information in accordance with those behavioral principles.\Use communications line inside F3 gate airlock\to contact Inko Amifumi.\The crew of the Deucalion... they are here?!\Let's go, Milady. I know where that airlock is. response:	But we can't leave Inaho here
context: He therefore placed maximum priority on her safety and has acted to protect her.\He came... to rescue me?\Will provide information in accordance with those behavioral principles.\Use communications line inside F3 gate airlock\to contact Inko Amifumi.\The crew of the Deucalion... they are here?!\Let's go, Milady. I know where that airlock is.\But we can't leave Inaho here response:	There is no cause for concern.
context: He came... to rescue me?\Will provide information in accordance with those behavioral principles.\Use communications line inside F3 gate airlock\to contact Inko Amifumi.\The crew of the Deucalion... they are here?!\Let's go, Milady. I know where that airlock is.\But we can't leave Inaho here\There is no cause for concern. response:	In 420 seconds, help will arrive.
context: Will provide information in accordance with those behavioral principles.\Use communications line inside F3 gate airlock\to contact Inko Amifumi.\The crew of the Deucalion... they are here?!\Let's go, Milady. I know where that airlock is.\But we can't leave Inaho here\There is no cause for concern.\In 420 seconds, help will arrive. response:	Then we should hurry all the more. There is no telling if that help is on our side.
context: Use communications line inside F3 gate airlock\to contact Inko Amifumi.\The crew of the Deucalion... they are here?!\Let's go, Milady. I know where that airlock is.\But we can't leave Inaho here\There is no cause for concern.\In 420 seconds, help will arrive.\Then we should hurry all the more. There is no telling if that help is on our side. response:	Please tell him something for me. Thank you from the bottom of my heart.
context: to contact Inko Amifumi.\The crew of the Deucalion... they are here?!\Let's go, Milady. I know where that airlock is.\But we can't leave Inaho here\There is no cause for concern.\In 420 seconds, help will arrive.\Then we should hurry all the more. There is no telling if that help is on our side.\Please tell him something for me. Thank you from the bottom of my heart. response:	Command confirmed.
context: The crew of the Deucalion... they are here?!\Let's go, Milady. I know where that airlock is.\But we can't leave Inaho here\There is no cause for concern.\In 420 seconds, help will arrive.\Then we should hurry all the more. There is no telling if that help is on our side.\Please tell him something for me. Thank you from the bottom of my heart.\Command confirmed. response:	And also...
context: Let's go, Milady. I know where that airlock is.\But we can't leave Inaho here\There is no cause for concern.\In 420 seconds, help will arrive.\Then we should hurry all the more. There is no telling if that help is on our side.\Please tell him something for me. Thank you from the bottom of my heart.\Command confirmed.\And also... response:	I also...
context: But we can't leave Inaho here\There is no cause for concern.\In 420 seconds, help will arrive.\Then we should hurry all the more. There is no telling if that help is on our side.\Please tell him something for me. Thank you from the bottom of my heart.\Command confirmed.\And also...\I also... response:	I also think of you as a part of myself.
context: There is no cause for concern.\In 420 seconds, help will arrive.\Then we should hurry all the more. There is no telling if that help is on our side.\Please tell him something for me. Thank you from the bottom of my heart.\Command confirmed.\And also...\I also...\I also think of you as a part of myself. response:	We need to leave.
context: In 420 seconds, help will arrive.\Then we should hurry all the more. There is no telling if that help is on our side.\Please tell him something for me. Thank you from the bottom of my heart.\Command confirmed.\And also...\I also...\I also think of you as a part of myself.\We need to leave. response:	Wait... I have one more
context: Then we should hurry all the more. There is no telling if that help is on our side.\Please tell him something for me. Thank you from the bottom of my heart.\Command confirmed.\And also...\I also...\I also think of you as a part of myself.\We need to leave.\Wait... I have one more response:	favor to ask!
context: Please tell him something for me. Thank you from the bottom of my heart.\Command confirmed.\And also...\I also...\I also think of you as a part of myself.\We need to leave.\Wait... I have one more\favor to ask! response:	This way!
context: Command confirmed.\And also...\I also...\I also think of you as a part of myself.\We need to leave.\Wait... I have one more\favor to ask!\This way! response:	Just a moment, I'll get the transmission
context: And also...\I also...\I also think of you as a part of myself.\We need to leave.\Wait... I have one more\favor to ask!\This way!\Just a moment, I'll get the transmission response:	Princess Asseylum, I presume?
context: I also...\I also think of you as a part of myself.\We need to leave.\Wait... I have one more\favor to ask!\This way!\Just a moment, I'll get the transmission\Princess Asseylum, I presume? response:	Prepare to die.
context: I also think of you as a part of myself.\We need to leave.\Wait... I have one more\favor to ask!\This way!\Just a moment, I'll get the transmission\Princess Asseylum, I presume?\Prepare to die. response:	Are you unharmed, Highness?
context: We need to leave.\Wait... I have one more\favor to ask!\This way!\Just a moment, I'll get the transmission\Princess Asseylum, I presume?\Prepare to die.\Are you unharmed, Highness? response:	You are...
context: Wait... I have one more\favor to ask!\This way!\Just a moment, I'll get the transmission\Princess Asseylum, I presume?\Prepare to die.\Are you unharmed, Highness?\You are... response:	Klancain?
context: favor to ask!\This way!\Just a moment, I'll get the transmission\Princess Asseylum, I presume?\Prepare to die.\Are you unharmed, Highness?\You are...\Klancain? response:	We last met at my father's commendation ceremony.
context: This way!\Just a moment, I'll get the transmission\Princess Asseylum, I presume?\Prepare to die.\Are you unharmed, Highness?\You are...\Klancain?\We last met at my father's commendation ceremony. response:	I am honored that you remember me.
context: Just a moment, I'll get the transmission\Princess Asseylum, I presume?\Prepare to die.\Are you unharmed, Highness?\You are...\Klancain?\We last met at my father's commendation ceremony.\I am honored that you remember me. response:	Chance Meeting and Separation
