context: You've noticed, have you?! response:	Butts?!
context: The endless nightmare will begin...\You know that to seal the Infinity Clock,\Celestial Spirit Wizards were actually utilizing a biological link, yes?\We heard something like that.\The new Oracion Seis was cutting that link, right?\Actually, if the link is severed,\it seems the Celestial Spirit Wizard is cursed with 100 years of sleep\and goes into a chrysalis-like state. response:	Chrysalis?
context: You know that to seal the Infinity Clock,\Celestial Spirit Wizards were actually utilizing a biological link, yes?\We heard something like that.\The new Oracion Seis was cutting that link, right?\Actually, if the link is severed,\it seems the Celestial Spirit Wizard is cursed with 100 years of sleep\and goes into a chrysalis-like state.\Chrysalis? response:	What the hell is that?!
context: Celestial Spirit Wizards were actually utilizing a biological link, yes?\We heard something like that.\The new Oracion Seis was cutting that link, right?\Actually, if the link is severed,\it seems the Celestial Spirit Wizard is cursed with 100 years of sleep\and goes into a chrysalis-like state.\Chrysalis?\What the hell is that?! response:	The biological link takes powerful magic to work,
context: We heard something like that.\The new Oracion Seis was cutting that link, right?\Actually, if the link is severed,\it seems the Celestial Spirit Wizard is cursed with 100 years of sleep\and goes into a chrysalis-like state.\Chrysalis?\What the hell is that?!\The biological link takes powerful magic to work, response:	so if it's severed by the Anti-Link,
context: The new Oracion Seis was cutting that link, right?\Actually, if the link is severed,\it seems the Celestial Spirit Wizard is cursed with 100 years of sleep\and goes into a chrysalis-like state.\Chrysalis?\What the hell is that?!\The biological link takes powerful magic to work,\so if it's severed by the Anti-Link, response:	the advance of time on the body and mind becomes extremely slow as a reaction.
context: Actually, if the link is severed,\it seems the Celestial Spirit Wizard is cursed with 100 years of sleep\and goes into a chrysalis-like state.\Chrysalis?\What the hell is that?!\The biological link takes powerful magic to work,\so if it's severed by the Anti-Link,\the advance of time on the body and mind becomes extremely slow as a reaction. response:	Then the person sleeps for 100 years.
context: it seems the Celestial Spirit Wizard is cursed with 100 years of sleep\and goes into a chrysalis-like state.\Chrysalis?\What the hell is that?!\The biological link takes powerful magic to work,\so if it's severed by the Anti-Link,\the advance of time on the body and mind becomes extremely slow as a reaction.\Then the person sleeps for 100 years. response:	It's a sort of sacrifice so that we'll be able to control the Infinity Clock.
context: and goes into a chrysalis-like state.\Chrysalis?\What the hell is that?!\The biological link takes powerful magic to work,\so if it's severed by the Anti-Link,\the advance of time on the body and mind becomes extremely slow as a reaction.\Then the person sleeps for 100 years.\It's a sort of sacrifice so that we'll be able to control the Infinity Clock. response:	That's just like treating people as tools!
context: Chrysalis?\What the hell is that?!\The biological link takes powerful magic to work,\so if it's severed by the Anti-Link,\the advance of time on the body and mind becomes extremely slow as a reaction.\Then the person sleeps for 100 years.\It's a sort of sacrifice so that we'll be able to control the Infinity Clock.\That's just like treating people as tools! response:	So what?
context: What the hell is that?!\The biological link takes powerful magic to work,\so if it's severed by the Anti-Link,\the advance of time on the body and mind becomes extremely slow as a reaction.\Then the person sleeps for 100 years.\It's a sort of sacrifice so that we'll be able to control the Infinity Clock.\That's just like treating people as tools!\So what? response:	You've already slept once for seven years.
context: The biological link takes powerful magic to work,\so if it's severed by the Anti-Link,\the advance of time on the body and mind becomes extremely slow as a reaction.\Then the person sleeps for 100 years.\It's a sort of sacrifice so that we'll be able to control the Infinity Clock.\That's just like treating people as tools!\So what?\You've already slept once for seven years. response:	That's nothing compared to 100 years!
context: so if it's severed by the Anti-Link,\the advance of time on the body and mind becomes extremely slow as a reaction.\Then the person sleeps for 100 years.\It's a sort of sacrifice so that we'll be able to control the Infinity Clock.\That's just like treating people as tools!\So what?\You've already slept once for seven years.\That's nothing compared to 100 years! response:	But even just seven years, I'll never forget how confusing and painful it was coming home.
context: the advance of time on the body and mind becomes extremely slow as a reaction.\Then the person sleeps for 100 years.\It's a sort of sacrifice so that we'll be able to control the Infinity Clock.\That's just like treating people as tools!\So what?\You've already slept once for seven years.\That's nothing compared to 100 years!\But even just seven years, I'll never forget how confusing and painful it was coming home. response:	Even though time had passed for everyone else, we didn't spend any of it with them.
context: Then the person sleeps for 100 years.\It's a sort of sacrifice so that we'll be able to control the Infinity Clock.\That's just like treating people as tools!\So what?\You've already slept once for seven years.\That's nothing compared to 100 years!\But even just seven years, I'll never forget how confusing and painful it was coming home.\Even though time had passed for everyone else, we didn't spend any of it with them. response:	Can you understand that feeling?
context: It's a sort of sacrifice so that we'll be able to control the Infinity Clock.\That's just like treating people as tools!\So what?\You've already slept once for seven years.\That's nothing compared to 100 years!\But even just seven years, I'll never forget how confusing and painful it was coming home.\Even though time had passed for everyone else, we didn't spend any of it with them.\Can you understand that feeling? response:	It made me think how cruel it is to lose time.
context: That's just like treating people as tools!\So what?\You've already slept once for seven years.\That's nothing compared to 100 years!\But even just seven years, I'll never forget how confusing and painful it was coming home.\Even though time had passed for everyone else, we didn't spend any of it with them.\Can you understand that feeling?\It made me think how cruel it is to lose time. response:	But still, we had friends who accepted us.
context: So what?\You've already slept once for seven years.\That's nothing compared to 100 years!\But even just seven years, I'll never forget how confusing and painful it was coming home.\Even though time had passed for everyone else, we didn't spend any of it with them.\Can you understand that feeling?\It made me think how cruel it is to lose time.\But still, we had friends who accepted us. response:	Did those Celestial Spirit Wizards have that same kind of support?
context: You've already slept once for seven years.\That's nothing compared to 100 years!\But even just seven years, I'll never forget how confusing and painful it was coming home.\Even though time had passed for everyone else, we didn't spend any of it with them.\Can you understand that feeling?\It made me think how cruel it is to lose time.\But still, we had friends who accepted us.\Did those Celestial Spirit Wizards have that same kind of support? response:	They don't, which is exactly why it can be called a curse.
context: That's nothing compared to 100 years!\But even just seven years, I'll never forget how confusing and painful it was coming home.\Even though time had passed for everyone else, we didn't spend any of it with them.\Can you understand that feeling?\It made me think how cruel it is to lose time.\But still, we had friends who accepted us.\Did those Celestial Spirit Wizards have that same kind of support?\They don't, which is exactly why it can be called a curse. response:	You'll be cursed the same way.
context: But even just seven years, I'll never forget how confusing and painful it was coming home.\Even though time had passed for everyone else, we didn't spend any of it with them.\Can you understand that feeling?\It made me think how cruel it is to lose time.\But still, we had friends who accepted us.\Did those Celestial Spirit Wizards have that same kind of support?\They don't, which is exactly why it can be called a curse.\You'll be cursed the same way. response:	Michelle, I was really happy when I met you.
context: Even though time had passed for everyone else, we didn't spend any of it with them.\Can you understand that feeling?\It made me think how cruel it is to lose time.\But still, we had friends who accepted us.\Did those Celestial Spirit Wizards have that same kind of support?\They don't, which is exactly why it can be called a curse.\You'll be cursed the same way.\Michelle, I was really happy when I met you. response:	I'm doing this for your sake, Nee-san.
context: Can you understand that feeling?\It made me think how cruel it is to lose time.\But still, we had friends who accepted us.\Did those Celestial Spirit Wizards have that same kind of support?\They don't, which is exactly why it can be called a curse.\You'll be cursed the same way.\Michelle, I was really happy when I met you.\I'm doing this for your sake, Nee-san. response:	You're saying this is for my sake?! Lying to me?! Getting close to me?!
context: It made me think how cruel it is to lose time.\But still, we had friends who accepted us.\Did those Celestial Spirit Wizards have that same kind of support?\They don't, which is exactly why it can be called a curse.\You'll be cursed the same way.\Michelle, I was really happy when I met you.\I'm doing this for your sake, Nee-san.\You're saying this is for my sake?! Lying to me?! Getting close to me?! response:	It wasn't all a lie.
context: But still, we had friends who accepted us.\Did those Celestial Spirit Wizards have that same kind of support?\They don't, which is exactly why it can be called a curse.\You'll be cursed the same way.\Michelle, I was really happy when I met you.\I'm doing this for your sake, Nee-san.\You're saying this is for my sake?! Lying to me?! Getting close to me?!\It wasn't all a lie. response:	What about my father?
context: Did those Celestial Spirit Wizards have that same kind of support?\They don't, which is exactly why it can be called a curse.\You'll be cursed the same way.\Michelle, I was really happy when I met you.\I'm doing this for your sake, Nee-san.\You're saying this is for my sake?! Lying to me?! Getting close to me?!\It wasn't all a lie.\What about my father? response:	What about you calling me Nee-san?
context: They don't, which is exactly why it can be called a curse.\You'll be cursed the same way.\Michelle, I was really happy when I met you.\I'm doing this for your sake, Nee-san.\You're saying this is for my sake?! Lying to me?! Getting close to me?!\It wasn't all a lie.\What about my father?\What about you calling me Nee-san? response:	That's...
context: You'll be cursed the same way.\Michelle, I was really happy when I met you.\I'm doing this for your sake, Nee-san.\You're saying this is for my sake?! Lying to me?! Getting close to me?!\It wasn't all a lie.\What about my father?\What about you calling me Nee-san?\That's... response:	Okay, okay. Let's can the chatter.
context: Michelle, I was really happy when I met you.\I'm doing this for your sake, Nee-san.\You're saying this is for my sake?! Lying to me?! Getting close to me?!\It wasn't all a lie.\What about my father?\What about you calling me Nee-san?\That's...\Okay, okay. Let's can the chatter. response:	Brain, let's get started.
context: I'm doing this for your sake, Nee-san.\You're saying this is for my sake?! Lying to me?! Getting close to me?!\It wasn't all a lie.\What about my father?\What about you calling me Nee-san?\That's...\Okay, okay. Let's can the chatter.\Brain, let's get started. response:	Good idea, Imitatia.
context: You're saying this is for my sake?! Lying to me?! Getting close to me?!\It wasn't all a lie.\What about my father?\What about you calling me Nee-san?\That's...\Okay, okay. Let's can the chatter.\Brain, let's get started.\Good idea, Imitatia. response:	Lucy Heartfilia, very shortly, it will be time to say farewell.
context: It wasn't all a lie.\What about my father?\What about you calling me Nee-san?\That's...\Okay, okay. Let's can the chatter.\Brain, let's get started.\Good idea, Imitatia.\Lucy Heartfilia, very shortly, it will be time to say farewell. response:	I'm actually very grateful that you accepted this job.
context: What about my father?\What about you calling me Nee-san?\That's...\Okay, okay. Let's can the chatter.\Brain, let's get started.\Good idea, Imitatia.\Lucy Heartfilia, very shortly, it will be time to say farewell.\I'm actually very grateful that you accepted this job. response:	So Titania, please take this...
context: What about you calling me Nee-san?\That's...\Okay, okay. Let's can the chatter.\Brain, let's get started.\Good idea, Imitatia.\Lucy Heartfilia, very shortly, it will be time to say farewell.\I'm actually very grateful that you accepted this job.\So Titania, please take this... response:	Me?
context: That's...\Okay, okay. Let's can the chatter.\Brain, let's get started.\Good idea, Imitatia.\Lucy Heartfilia, very shortly, it will be time to say farewell.\I'm actually very grateful that you accepted this job.\So Titania, please take this...\Me? response:	Actually, this was discovered in the ancient ruins along with the clock hand.
context: Okay, okay. Let's can the chatter.\Brain, let's get started.\Good idea, Imitatia.\Lucy Heartfilia, very shortly, it will be time to say farewell.\I'm actually very grateful that you accepted this job.\So Titania, please take this...\Me?\Actually, this was discovered in the ancient ruins along with the clock hand. response:	It's said to keep evil at bay, actually.
context: Brain, let's get started.\Good idea, Imitatia.\Lucy Heartfilia, very shortly, it will be time to say farewell.\I'm actually very grateful that you accepted this job.\So Titania, please take this...\Me?\Actually, this was discovered in the ancient ruins along with the clock hand.\It's said to keep evil at bay, actually. response:	I'm certain that right now, you're actually the only one who can master this.
context: Good idea, Imitatia.\Lucy Heartfilia, very shortly, it will be time to say farewell.\I'm actually very grateful that you accepted this job.\So Titania, please take this...\Me?\Actually, this was discovered in the ancient ruins along with the clock hand.\It's said to keep evil at bay, actually.\I'm certain that right now, you're actually the only one who can master this. response:	Alright. I'll try to use it.
context: Lucy Heartfilia, very shortly, it will be time to say farewell.\I'm actually very grateful that you accepted this job.\So Titania, please take this...\Me?\Actually, this was discovered in the ancient ruins along with the clock hand.\It's said to keep evil at bay, actually.\I'm certain that right now, you're actually the only one who can master this.\Alright. I'll try to use it. response:	That's the stuff!
context: I'm actually very grateful that you accepted this job.\So Titania, please take this...\Me?\Actually, this was discovered in the ancient ruins along with the clock hand.\It's said to keep evil at bay, actually.\I'm certain that right now, you're actually the only one who can master this.\Alright. I'll try to use it.\That's the stuff! response:	Of course, we shall also spare no effort in doing whatever we can to help.
context: So Titania, please take this...\Me?\Actually, this was discovered in the ancient ruins along with the clock hand.\It's said to keep evil at bay, actually.\I'm certain that right now, you're actually the only one who can master this.\Alright. I'll try to use it.\That's the stuff!\Of course, we shall also spare no effort in doing whatever we can to help. response:	We shall continue researching ways to attack the problem of Real Nightmare.
context: Me?\Actually, this was discovered in the ancient ruins along with the clock hand.\It's said to keep evil at bay, actually.\I'm certain that right now, you're actually the only one who can master this.\Alright. I'll try to use it.\That's the stuff!\Of course, we shall also spare no effort in doing whatever we can to help.\We shall continue researching ways to attack the problem of Real Nightmare. response:	That's reassuring, so yes, please do.
context: Actually, this was discovered in the ancient ruins along with the clock hand.\It's said to keep evil at bay, actually.\I'm certain that right now, you're actually the only one who can master this.\Alright. I'll try to use it.\That's the stuff!\Of course, we shall also spare no effort in doing whatever we can to help.\We shall continue researching ways to attack the problem of Real Nightmare.\That's reassuring, so yes, please do. response:	So, how are we gonna storm the enemy camp?
context: It's said to keep evil at bay, actually.\I'm certain that right now, you're actually the only one who can master this.\Alright. I'll try to use it.\That's the stuff!\Of course, we shall also spare no effort in doing whatever we can to help.\We shall continue researching ways to attack the problem of Real Nightmare.\That's reassuring, so yes, please do.\So, how are we gonna storm the enemy camp? response:	No worries there. Reinforcements are coming.
context: I'm certain that right now, you're actually the only one who can master this.\Alright. I'll try to use it.\That's the stuff!\Of course, we shall also spare no effort in doing whatever we can to help.\We shall continue researching ways to attack the problem of Real Nightmare.\That's reassuring, so yes, please do.\So, how are we gonna storm the enemy camp?\No worries there. Reinforcements are coming. response:	I'm surprised you were able to find that. Good work.
context: Alright. I'll try to use it.\That's the stuff!\Of course, we shall also spare no effort in doing whatever we can to help.\We shall continue researching ways to attack the problem of Real Nightmare.\That's reassuring, so yes, please do.\So, how are we gonna storm the enemy camp?\No worries there. Reinforcements are coming.\I'm surprised you were able to find that. Good work. response:	That's definitely a surveillance lacrima.
context: That's the stuff!\Of course, we shall also spare no effort in doing whatever we can to help.\We shall continue researching ways to attack the problem of Real Nightmare.\That's reassuring, so yes, please do.\So, how are we gonna storm the enemy camp?\No worries there. Reinforcements are coming.\I'm surprised you were able to find that. Good work.\That's definitely a surveillance lacrima. response:	It's repaired and the recorded footage has been restored as much as possible.
context: Of course, we shall also spare no effort in doing whatever we can to help.\We shall continue researching ways to attack the problem of Real Nightmare.\That's reassuring, so yes, please do.\So, how are we gonna storm the enemy camp?\No worries there. Reinforcements are coming.\I'm surprised you were able to find that. Good work.\That's definitely a surveillance lacrima.\It's repaired and the recorded footage has been restored as much as possible. response:	I see. Play it back right now.
context: We shall continue researching ways to attack the problem of Real Nightmare.\That's reassuring, so yes, please do.\So, how are we gonna storm the enemy camp?\No worries there. Reinforcements are coming.\I'm surprised you were able to find that. Good work.\That's definitely a surveillance lacrima.\It's repaired and the recorded footage has been restored as much as possible.\I see. Play it back right now. response:	Yes, sir!
context: That's reassuring, so yes, please do.\So, how are we gonna storm the enemy camp?\No worries there. Reinforcements are coming.\I'm surprised you were able to find that. Good work.\That's definitely a surveillance lacrima.\It's repaired and the recorded footage has been restored as much as possible.\I see. Play it back right now.\Yes, sir! response:	This is the priest who periodically visited the members of Oracion Seis.
context: So, how are we gonna storm the enemy camp?\No worries there. Reinforcements are coming.\I'm surprised you were able to find that. Good work.\That's definitely a surveillance lacrima.\It's repaired and the recorded footage has been restored as much as possible.\I see. Play it back right now.\Yes, sir!\This is the priest who periodically visited the members of Oracion Seis. response:	Freeze it! Enhance!
context: No worries there. Reinforcements are coming.\I'm surprised you were able to find that. Good work.\That's definitely a surveillance lacrima.\It's repaired and the recorded footage has been restored as much as possible.\I see. Play it back right now.\Yes, sir!\This is the priest who periodically visited the members of Oracion Seis.\Freeze it! Enhance! response:	Yes, sir!
context: I'm surprised you were able to find that. Good work.\That's definitely a surveillance lacrima.\It's repaired and the recorded footage has been restored as much as possible.\I see. Play it back right now.\Yes, sir!\This is the priest who periodically visited the members of Oracion Seis.\Freeze it! Enhance!\Yes, sir! response:	That's...
context: That's definitely a surveillance lacrima.\It's repaired and the recorded footage has been restored as much as possible.\I see. Play it back right now.\Yes, sir!\This is the priest who periodically visited the members of Oracion Seis.\Freeze it! Enhance!\Yes, sir!\That's... response:	You... You were the one?!
context: It's repaired and the recorded footage has been restored as much as possible.\I see. Play it back right now.\Yes, sir!\This is the priest who periodically visited the members of Oracion Seis.\Freeze it! Enhance!\Yes, sir!\That's...\You... You were the one?! response:	Alright, go big, old man!
context: I see. Play it back right now.\Yes, sir!\This is the priest who periodically visited the members of Oracion Seis.\Freeze it! Enhance!\Yes, sir!\That's...\You... You were the one?!\Alright, go big, old man! response:	Right! Leave it to me, laddy!
context: Yes, sir!\This is the priest who periodically visited the members of Oracion Seis.\Freeze it! Enhance!\Yes, sir!\That's...\You... You were the one?!\Alright, go big, old man!\Right! Leave it to me, laddy! response:	Lackeys, get in position!
context: This is the priest who periodically visited the members of Oracion Seis.\Freeze it! Enhance!\Yes, sir!\That's...\You... You were the one?!\Alright, go big, old man!\Right! Leave it to me, laddy!\Lackeys, get in position! response:	Roger!
context: Freeze it! Enhance!\Yes, sir!\That's...\You... You were the one?!\Alright, go big, old man!\Right! Leave it to me, laddy!\Lackeys, get in position!\Roger! response:	Supersonic Jiggle Butt, begin!
context: Yes, sir!\That's...\You... You were the one?!\Alright, go big, old man!\Right! Leave it to me, laddy!\Lackeys, get in position!\Roger!\Supersonic Jiggle Butt, begin! response:	Awesome!
context: That's...\You... You were the one?!\Alright, go big, old man!\Right! Leave it to me, laddy!\Lackeys, get in position!\Roger!\Supersonic Jiggle Butt, begin!\Awesome! response:	Go! Just one more effort!
context: You... You were the one?!\Alright, go big, old man!\Right! Leave it to me, laddy!\Lackeys, get in position!\Roger!\Supersonic Jiggle Butt, begin!\Awesome!\Go! Just one more effort! response:	Don't take a break!
context: Alright, go big, old man!\Right! Leave it to me, laddy!\Lackeys, get in position!\Roger!\Supersonic Jiggle Butt, begin!\Awesome!\Go! Just one more effort!\Don't take a break! response:	But this is pretty tiring!
context: Right! Leave it to me, laddy!\Lackeys, get in position!\Roger!\Supersonic Jiggle Butt, begin!\Awesome!\Go! Just one more effort!\Don't take a break!\But this is pretty tiring! response:	I know your asses can do it!
context: Lackeys, get in position!\Roger!\Supersonic Jiggle Butt, begin!\Awesome!\Go! Just one more effort!\Don't take a break!\But this is pretty tiring!\I know your asses can do it! response:	When it comes to flames that don't use magic, I'm sure you guys can pull it off!
context: Roger!\Supersonic Jiggle Butt, begin!\Awesome!\Go! Just one more effort!\Don't take a break!\But this is pretty tiring!\I know your asses can do it!\When it comes to flames that don't use magic, I'm sure you guys can pull it off! response:	Matter of fact, you idiots were the ones who came up with this plan,
context: Supersonic Jiggle Butt, begin!\Awesome!\Go! Just one more effort!\Don't take a break!\But this is pretty tiring!\I know your asses can do it!\When it comes to flames that don't use magic, I'm sure you guys can pull it off!\Matter of fact, you idiots were the ones who came up with this plan, response:	so believe in yourselves and shake that ass!
context: Awesome!\Go! Just one more effort!\Don't take a break!\But this is pretty tiring!\I know your asses can do it!\When it comes to flames that don't use magic, I'm sure you guys can pull it off!\Matter of fact, you idiots were the ones who came up with this plan,\so believe in yourselves and shake that ass! response:	That's the redesigned Christina!
context: Go! Just one more effort!\Don't take a break!\But this is pretty tiring!\I know your asses can do it!\When it comes to flames that don't use magic, I'm sure you guys can pull it off!\Matter of fact, you idiots were the ones who came up with this plan,\so believe in yourselves and shake that ass!\That's the redesigned Christina! response:	I see. Blue Pegasus...
context: Don't take a break!\But this is pretty tiring!\I know your asses can do it!\When it comes to flames that don't use magic, I'm sure you guys can pull it off!\Matter of fact, you idiots were the ones who came up with this plan,\so believe in yourselves and shake that ass!\That's the redesigned Christina!\I see. Blue Pegasus... response:	This is the reinforcements?
context: But this is pretty tiring!\I know your asses can do it!\When it comes to flames that don't use magic, I'm sure you guys can pull it off!\Matter of fact, you idiots were the ones who came up with this plan,\so believe in yourselves and shake that ass!\That's the redesigned Christina!\I see. Blue Pegasus...\This is the reinforcements? response:	The Infinity Clock is in the sky. So we have to get airborne, too.
context: I know your asses can do it!\When it comes to flames that don't use magic, I'm sure you guys can pull it off!\Matter of fact, you idiots were the ones who came up with this plan,\so believe in yourselves and shake that ass!\That's the redesigned Christina!\I see. Blue Pegasus...\This is the reinforcements?\The Infinity Clock is in the sky. So we have to get airborne, too. response:	Not one of my favorite people, though...
context: When it comes to flames that don't use magic, I'm sure you guys can pull it off!\Matter of fact, you idiots were the ones who came up with this plan,\so believe in yourselves and shake that ass!\That's the redesigned Christina!\I see. Blue Pegasus...\This is the reinforcements?\The Infinity Clock is in the sky. So we have to get airborne, too.\Not one of my favorite people, though... response:	Would you quit your grumbling and get on board?!
context: Matter of fact, you idiots were the ones who came up with this plan,\so believe in yourselves and shake that ass!\That's the redesigned Christina!\I see. Blue Pegasus...\This is the reinforcements?\The Infinity Clock is in the sky. So we have to get airborne, too.\Not one of my favorite people, though...\Would you quit your grumbling and get on board?! response:	I'm stuck here minding the fort again?
context: so believe in yourselves and shake that ass!\That's the redesigned Christina!\I see. Blue Pegasus...\This is the reinforcements?\The Infinity Clock is in the sky. So we have to get airborne, too.\Not one of my favorite people, though...\Would you quit your grumbling and get on board?!\I'm stuck here minding the fort again? response:	My divination is on target this time!
context: That's the redesigned Christina!\I see. Blue Pegasus...\This is the reinforcements?\The Infinity Clock is in the sky. So we have to get airborne, too.\Not one of my favorite people, though...\Would you quit your grumbling and get on board?!\I'm stuck here minding the fort again?\My divination is on target this time! response:	We leave the attack to the handpicked team and do what we can do on the ground.
context: I see. Blue Pegasus...\This is the reinforcements?\The Infinity Clock is in the sky. So we have to get airborne, too.\Not one of my favorite people, though...\Would you quit your grumbling and get on board?!\I'm stuck here minding the fort again?\My divination is on target this time!\We leave the attack to the handpicked team and do what we can do on the ground. response:	Everyone! Let's get fired up and begin making our attack!
context: This is the reinforcements?\The Infinity Clock is in the sky. So we have to get airborne, too.\Not one of my favorite people, though...\Would you quit your grumbling and get on board?!\I'm stuck here minding the fort again?\My divination is on target this time!\We leave the attack to the handpicked team and do what we can do on the ground.\Everyone! Let's get fired up and begin making our attack! response:	Let's move out! Men!
context: The Infinity Clock is in the sky. So we have to get airborne, too.\Not one of my favorite people, though...\Would you quit your grumbling and get on board?!\I'm stuck here minding the fort again?\My divination is on target this time!\We leave the attack to the handpicked team and do what we can do on the ground.\Everyone! Let's get fired up and begin making our attack!\Let's move out! Men! response:	Hey! Control this thing!
context: Not one of my favorite people, though...\Would you quit your grumbling and get on board?!\I'm stuck here minding the fort again?\My divination is on target this time!\We leave the attack to the handpicked team and do what we can do on the ground.\Everyone! Let's get fired up and begin making our attack!\Let's move out! Men!\Hey! Control this thing! response:	Ichiya, is something wrong?!
context: Would you quit your grumbling and get on board?!\I'm stuck here minding the fort again?\My divination is on target this time!\We leave the attack to the handpicked team and do what we can do on the ground.\Everyone! Let's get fired up and begin making our attack!\Let's move out! Men!\Hey! Control this thing!\Ichiya, is something wrong?! response:	The stern's taken damage!
context: I'm stuck here minding the fort again?\My divination is on target this time!\We leave the attack to the handpicked team and do what we can do on the ground.\Everyone! Let's get fired up and begin making our attack!\Let's move out! Men!\Hey! Control this thing!\Ichiya, is something wrong?!\The stern's taken damage! response:	I'll take a look. Everyone, stay here.
context: My divination is on target this time!\We leave the attack to the handpicked team and do what we can do on the ground.\Everyone! Let's get fired up and begin making our attack!\Let's move out! Men!\Hey! Control this thing!\Ichiya, is something wrong?!\The stern's taken damage!\I'll take a look. Everyone, stay here. response:	M-Men!
context: We leave the attack to the handpicked team and do what we can do on the ground.\Everyone! Let's get fired up and begin making our attack!\Let's move out! Men!\Hey! Control this thing!\Ichiya, is something wrong?!\The stern's taken damage!\I'll take a look. Everyone, stay here.\M-Men! response:	Nee-chan! Me too!
context: Everyone! Let's get fired up and begin making our attack!\Let's move out! Men!\Hey! Control this thing!\Ichiya, is something wrong?!\The stern's taken damage!\I'll take a look. Everyone, stay here.\M-Men!\Nee-chan! Me too! response:	It's broken!
context: Let's move out! Men!\Hey! Control this thing!\Ichiya, is something wrong?!\The stern's taken damage!\I'll take a look. Everyone, stay here.\M-Men!\Nee-chan! Me too!\It's broken! response:	More precisely, somebody broke it!
context: Hey! Control this thing!\Ichiya, is something wrong?!\The stern's taken damage!\I'll take a look. Everyone, stay here.\M-Men!\Nee-chan! Me too!\It's broken!\More precisely, somebody broke it! response:	In that case...
context: Ichiya, is something wrong?!\The stern's taken damage!\I'll take a look. Everyone, stay here.\M-Men!\Nee-chan! Me too!\It's broken!\More precisely, somebody broke it!\In that case... response:	An intruder...
context: The stern's taken damage!\I'll take a look. Everyone, stay here.\M-Men!\Nee-chan! Me too!\It's broken!\More precisely, somebody broke it!\In that case...\An intruder... response:	Nee-chan!
context: I'll take a look. Everyone, stay here.\M-Men!\Nee-chan! Me too!\It's broken!\More precisely, somebody broke it!\In that case...\An intruder...\Nee-chan! response:	Oracion Seis...
context: M-Men!\Nee-chan! Me too!\It's broken!\More precisely, somebody broke it!\In that case...\An intruder...\Nee-chan!\Oracion Seis... response:	Racer?!
context: Nee-chan! Me too!\It's broken!\More precisely, somebody broke it!\In that case...\An intruder...\Nee-chan!\Oracion Seis...\Racer?! response:	Bastard... Somehow, you sneaked on board. An impressive Man!
context: It's broken!\More precisely, somebody broke it!\In that case...\An intruder...\Nee-chan!\Oracion Seis...\Racer?!\Bastard... Somehow, you sneaked on board. An impressive Man! response:	I'm going to... throw you overboard.
context: More precisely, somebody broke it!\In that case...\An intruder...\Nee-chan!\Oracion Seis...\Racer?!\Bastard... Somehow, you sneaked on board. An impressive Man!\I'm going to... throw you overboard. response:	He disappeared?!
context: In that case...\An intruder...\Nee-chan!\Oracion Seis...\Racer?!\Bastard... Somehow, you sneaked on board. An impressive Man!\I'm going to... throw you overboard.\He disappeared?! response:	Bastard!
context: An intruder...\Nee-chan!\Oracion Seis...\Racer?!\Bastard... Somehow, you sneaked on board. An impressive Man!\I'm going to... throw you overboard.\He disappeared?!\Bastard! response:	You're slow.
context: Nee-chan!\Oracion Seis...\Racer?!\Bastard... Somehow, you sneaked on board. An impressive Man!\I'm going to... throw you overboard.\He disappeared?!\Bastard!\You're slow. response:	I'll get you for that.
context: Oracion Seis...\Racer?!\Bastard... Somehow, you sneaked on board. An impressive Man!\I'm going to... throw you overboard.\He disappeared?!\Bastard!\You're slow.\I'll get you for that. response:	Are you... fast?
context: Racer?!\Bastard... Somehow, you sneaked on board. An impressive Man!\I'm going to... throw you overboard.\He disappeared?!\Bastard!\You're slow.\I'll get you for that.\Are you... fast? response:	Here I come!
context: Bastard... Somehow, you sneaked on board. An impressive Man!\I'm going to... throw you overboard.\He disappeared?!\Bastard!\You're slow.\I'll get you for that.\Are you... fast?\Here I come! response:	Nee-san!
context: I'm going to... throw you overboard.\He disappeared?!\Bastard!\You're slow.\I'll get you for that.\Are you... fast?\Here I come!\Nee-san! response:	Leave him to me! Go back by everyone!
context: He disappeared?!\Bastard!\You're slow.\I'll get you for that.\Are you... fast?\Here I come!\Nee-san!\Leave him to me! Go back by everyone! response:	I'll be fine!
context: Bastard!\You're slow.\I'll get you for that.\Are you... fast?\Here I come!\Nee-san!\Leave him to me! Go back by everyone!\I'll be fine! response:	Everyone, that was...
context: You're slow.\I'll get you for that.\Are you... fast?\Here I come!\Nee-san!\Leave him to me! Go back by everyone!\I'll be fine!\Everyone, that was... response:	Racer?!
context: I'll get you for that.\Are you... fast?\Here I come!\Nee-san!\Leave him to me! Go back by everyone!\I'll be fine!\Everyone, that was...\Racer?! response:	Mira...
context: Are you... fast?\Here I come!\Nee-san!\Leave him to me! Go back by everyone!\I'll be fine!\Everyone, that was...\Racer?!\Mira... response:	Ichiya! Go after Mira!
context: Here I come!\Nee-san!\Leave him to me! Go back by everyone!\I'll be fine!\Everyone, that was...\Racer?!\Mira...\Ichiya! Go after Mira! response:	Men! Don't be ridiculous!
context: Nee-san!\Leave him to me! Go back by everyone!\I'll be fine!\Everyone, that was...\Racer?!\Mira...\Ichiya! Go after Mira!\Men! Don't be ridiculous! response:	Leave him to my sister!
context: Leave him to me! Go back by everyone!\I'll be fine!\Everyone, that was...\Racer?!\Mira...\Ichiya! Go after Mira!\Men! Don't be ridiculous!\Leave him to my sister! response:	What?!
