context: Uesugi-san! response:	Y-Yotsuba!
context: No way!\He should be fine.\What's this?\Dear Onii-chan, I made a good luck charm to keep you safe on your trip. Have fun at school camp P.S. I'm expecting a gift in return. Raiha\I made a good luck charm to keep you safe on your trip.\Have fun at school camp.\Raiha.\I told you... response:	Yup, this is a good inn.
context: He should be fine.\What's this?\Dear Onii-chan, I made a good luck charm to keep you safe on your trip. Have fun at school camp P.S. I'm expecting a gift in return. Raiha\I made a good luck charm to keep you safe on your trip.\Have fun at school camp.\Raiha.\I told you...\Yup, this is a good inn. response:	Let's stop complaining and enjoy ourselves!
context: What's this?\Dear Onii-chan, I made a good luck charm to keep you safe on your trip. Have fun at school camp P.S. I'm expecting a gift in return. Raiha\I made a good luck charm to keep you safe on your trip.\Have fun at school camp.\Raiha.\I told you...\Yup, this is a good inn.\Let's stop complaining and enjoy ourselves! response:	Gather'round, girls.
context: Dear Onii-chan, I made a good luck charm to keep you safe on your trip. Have fun at school camp P.S. I'm expecting a gift in return. Raiha\I made a good luck charm to keep you safe on your trip.\Have fun at school camp.\Raiha.\I told you...\Yup, this is a good inn.\Let's stop complaining and enjoy ourselves!\Gather'round, girls. response:	Listen up. Be careful, all of you.
context: I made a good luck charm to keep you safe on your trip.\Have fun at school camp.\Raiha.\I told you...\Yup, this is a good inn.\Let's stop complaining and enjoy ourselves!\Gather'round, girls.\Listen up. Be careful, all of you. response:	For what?
context: Have fun at school camp.\Raiha.\I told you...\Yup, this is a good inn.\Let's stop complaining and enjoy ourselves!\Gather'round, girls.\Listen up. Be careful, all of you.\For what? response:	I mean, you know...
context: Raiha.\I told you...\Yup, this is a good inn.\Let's stop complaining and enjoy ourselves!\Gather'round, girls.\Listen up. Be careful, all of you.\For what?\I mean, you know... response:	We're going to be sharing a room tonight.
context: I told you...\Yup, this is a good inn.\Let's stop complaining and enjoy ourselves!\Gather'round, girls.\Listen up. Be careful, all of you.\For what?\I mean, you know...\We're going to be sharing a room tonight. response:	Keep in mind, he's a guy.
context: Yup, this is a good inn.\Let's stop complaining and enjoy ourselves!\Gather'round, girls.\Listen up. Be careful, all of you.\For what?\I mean, you know...\We're going to be sharing a room tonight.\Keep in mind, he's a guy. response:	That won't happen.
context: Let's stop complaining and enjoy ourselves!\Gather'round, girls.\Listen up. Be careful, all of you.\For what?\I mean, you know...\We're going to be sharing a room tonight.\Keep in mind, he's a guy.\That won't happen. response:	Let's do it.
context: Gather'round, girls.\Listen up. Be careful, all of you.\For what?\I mean, you know...\We're going to be sharing a room tonight.\Keep in mind, he's a guy.\That won't happen.\Let's do it. response:	D-Do what?
context: Listen up. Be careful, all of you.\For what?\I mean, you know...\We're going to be sharing a room tonight.\Keep in mind, he's a guy.\That won't happen.\Let's do it.\D-Do what? response:	I brought cards.
context: For what?\I mean, you know...\We're going to be sharing a room tonight.\Keep in mind, he's a guy.\That won't happen.\Let's do it.\D-Do what?\I brought cards. response:	Let's play.
context: I mean, you know...\We're going to be sharing a room tonight.\Keep in mind, he's a guy.\That won't happen.\Let's do it.\D-Do what?\I brought cards.\Let's play. response:	Cards?
context: We're going to be sharing a room tonight.\Keep in mind, he's a guy.\That won't happen.\Let's do it.\D-Do what?\I brought cards.\Let's play.\Cards? response:	I-I haven't done that in a while.
context: Keep in mind, he's a guy.\That won't happen.\Let's do it.\D-Do what?\I brought cards.\Let's play.\Cards?\I-I haven't done that in a while. response:	What should we play?
context: That won't happen.\Let's do it.\D-Do what?\I brought cards.\Let's play.\Cards?\I-I haven't done that in a while.\What should we play? response:	Fan-Tan.
context: Let's do it.\D-Do what?\I brought cards.\Let's play.\Cards?\I-I haven't done that in a while.\What should we play?\Fan-Tan. response:	W-We're going to be okay, right?
context: D-Do what?\I brought cards.\Let's play.\Cards?\I-I haven't done that in a while.\What should we play?\Fan-Tan.\W-We're going to be okay, right? response:	We're students and teacher, after all.
context: I brought cards.\Let's play.\Cards?\I-I haven't done that in a while.\What should we play?\Fan-Tan.\W-We're going to be okay, right?\We're students and teacher, after all. response:	That was an intense battle.
context: Let's play.\Cards?\I-I haven't done that in a while.\What should we play?\Fan-Tan.\W-We're going to be okay, right?\We're students and teacher, after all.\That was an intense battle. response:	Yeah.
context: Cards?\I-I haven't done that in a while.\What should we play?\Fan-Tan.\W-We're going to be okay, right?\We're students and teacher, after all.\That was an intense battle.\Yeah. response:	Want one?
context: I-I haven't done that in a while.\What should we play?\Fan-Tan.\W-We're going to be okay, right?\We're students and teacher, after all.\That was an intense battle.\Yeah.\Want one? response:	Not right now.
context: What should we play?\Fan-Tan.\W-We're going to be okay, right?\We're students and teacher, after all.\That was an intense battle.\Yeah.\Want one?\Not right now. response:	Miku...
context: Fan-Tan.\W-We're going to be okay, right?\We're students and teacher, after all.\That was an intense battle.\Yeah.\Want one?\Not right now.\Miku... response:	What you said about the campfire yesterday...
context: W-We're going to be okay, right?\We're students and teacher, after all.\That was an intense battle.\Yeah.\Want one?\Not right now.\Miku...\What you said about the campfire yesterday... response:	Are you sure I can take him?
context: We're students and teacher, after all.\That was an intense battle.\Yeah.\Want one?\Not right now.\Miku...\What you said about the campfire yesterday...\Are you sure I can take him? response:	Yeah.
context: That was an intense battle.\Yeah.\Want one?\Not right now.\Miku...\What you said about the campfire yesterday...\Are you sure I can take him?\Yeah. response:	I said it to get myself out of trouble, so I'm not going to complain.
context: Yeah.\Want one?\Not right now.\Miku...\What you said about the campfire yesterday...\Are you sure I can take him?\Yeah.\I said it to get myself out of trouble, so I'm not going to complain. response:	Okay.
context: Want one?\Not right now.\Miku...\What you said about the campfire yesterday...\Are you sure I can take him?\Yeah.\I said it to get myself out of trouble, so I'm not going to complain.\Okay. response:	I guess Big Sis will have to take care of poor, lonely Futaro.
context: Not right now.\Miku...\What you said about the campfire yesterday...\Are you sure I can take him?\Yeah.\I said it to get myself out of trouble, so I'm not going to complain.\Okay.\I guess Big Sis will have to take care of poor, lonely Futaro. response:	Keep someone all to myself?
context: Miku...\What you said about the campfire yesterday...\Are you sure I can take him?\Yeah.\I said it to get myself out of trouble, so I'm not going to complain.\Okay.\I guess Big Sis will have to take care of poor, lonely Futaro.\Keep someone all to myself? response:	I'm not going to do that.
context: What you said about the campfire yesterday...\Are you sure I can take him?\Yeah.\I said it to get myself out of trouble, so I'm not going to complain.\Okay.\I guess Big Sis will have to take care of poor, lonely Futaro.\Keep someone all to myself?\I'm not going to do that. response:	We're five fifths, and together we are one.
context: Are you sure I can take him?\Yeah.\I said it to get myself out of trouble, so I'm not going to complain.\Okay.\I guess Big Sis will have to take care of poor, lonely Futaro.\Keep someone all to myself?\I'm not going to do that.\We're five fifths, and together we are one. response:	Besides...
context: Yeah.\I said it to get myself out of trouble, so I'm not going to complain.\Okay.\I guess Big Sis will have to take care of poor, lonely Futaro.\Keep someone all to myself?\I'm not going to do that.\We're five fifths, and together we are one.\Besides... response:	I'm not worried if it's Ichika.
context: I said it to get myself out of trouble, so I'm not going to complain.\Okay.\I guess Big Sis will have to take care of poor, lonely Futaro.\Keep someone all to myself?\I'm not going to do that.\We're five fifths, and together we are one.\Besides...\I'm not worried if it's Ichika. response:	Miku says it's all right, so I guess it is.
context: Okay.\I guess Big Sis will have to take care of poor, lonely Futaro.\Keep someone all to myself?\I'm not going to do that.\We're five fifths, and together we are one.\Besides...\I'm not worried if it's Ichika.\Miku says it's all right, so I guess it is. response:	Holy crap!
context: I guess Big Sis will have to take care of poor, lonely Futaro.\Keep someone all to myself?\I'm not going to do that.\We're five fifths, and together we are one.\Besides...\I'm not worried if it's Ichika.\Miku says it's all right, so I guess it is.\Holy crap! response:	I want to take it home in Tupperware.
context: Keep someone all to myself?\I'm not going to do that.\We're five fifths, and together we are one.\Besides...\I'm not worried if it's Ichika.\Miku says it's all right, so I guess it is.\Holy crap!\I want to take it home in Tupperware. response:	Please don't.
context: I'm not going to do that.\We're five fifths, and together we are one.\Besides...\I'm not worried if it's Ichika.\Miku says it's all right, so I guess it is.\Holy crap!\I want to take it home in Tupperware.\Please don't. response:	The curry rice tomorrow is going to look really sad after this.
context: We're five fifths, and together we are one.\Besides...\I'm not worried if it's Ichika.\Miku says it's all right, so I guess it is.\Holy crap!\I want to take it home in Tupperware.\Please don't.\The curry rice tomorrow is going to look really sad after this. response:	I look forward to your team's curry rice.
context: Besides...\I'm not worried if it's Ichika.\Miku says it's all right, so I guess it is.\Holy crap!\I want to take it home in Tupperware.\Please don't.\The curry rice tomorrow is going to look really sad after this.\I look forward to your team's curry rice. response:	Shut up.
context: I'm not worried if it's Ichika.\Miku says it's all right, so I guess it is.\Holy crap!\I want to take it home in Tupperware.\Please don't.\The curry rice tomorrow is going to look really sad after this.\I look forward to your team's curry rice.\Shut up. response:	Speaking of which, I haven't looked at the camp schedule.
context: Miku says it's all right, so I guess it is.\Holy crap!\I want to take it home in Tupperware.\Please don't.\The curry rice tomorrow is going to look really sad after this.\I look forward to your team's curry rice.\Shut up.\Speaking of which, I haven't looked at the camp schedule. response:	The main events on the second day will be orienteering,
context: Holy crap!\I want to take it home in Tupperware.\Please don't.\The curry rice tomorrow is going to look really sad after this.\I look forward to your team's curry rice.\Shut up.\Speaking of which, I haven't looked at the camp schedule.\The main events on the second day will be orienteering, response:	outdoor cooking, and the test of courage at night.
context: I want to take it home in Tupperware.\Please don't.\The curry rice tomorrow is going to look really sad after this.\I look forward to your team's curry rice.\Shut up.\Speaking of which, I haven't looked at the camp schedule.\The main events on the second day will be orienteering,\outdoor cooking, and the test of courage at night. response:	The third day will have the optional mountain climb, skiing, fishing,
context: Please don't.\The curry rice tomorrow is going to look really sad after this.\I look forward to your team's curry rice.\Shut up.\Speaking of which, I haven't looked at the camp schedule.\The main events on the second day will be orienteering,\outdoor cooking, and the test of courage at night.\The third day will have the optional mountain climb, skiing, fishing, response:	and the campfire at night.
context: The curry rice tomorrow is going to look really sad after this.\I look forward to your team's curry rice.\Shut up.\Speaking of which, I haven't looked at the camp schedule.\The main events on the second day will be orienteering,\outdoor cooking, and the test of courage at night.\The third day will have the optional mountain climb, skiing, fishing,\and the campfire at night. response:	Why do you have that memorized?
context: I look forward to your team's curry rice.\Shut up.\Speaking of which, I haven't looked at the camp schedule.\The main events on the second day will be orienteering,\outdoor cooking, and the test of courage at night.\The third day will have the optional mountain climb, skiing, fishing,\and the campfire at night.\Why do you have that memorized? response:	Oh, and according to some new information,
context: Shut up.\Speaking of which, I haven't looked at the camp schedule.\The main events on the second day will be orienteering,\outdoor cooking, and the test of courage at night.\The third day will have the optional mountain climb, skiing, fishing,\and the campfire at night.\Why do you have that memorized?\Oh, and according to some new information, response:	for the campfire legend to work,
context: Speaking of which, I haven't looked at the camp schedule.\The main events on the second day will be orienteering,\outdoor cooking, and the test of courage at night.\The third day will have the optional mountain climb, skiing, fishing,\and the campfire at night.\Why do you have that memorized?\Oh, and according to some new information,\for the campfire legend to work, response:	you have to hold hands at the finale.
context: The main events on the second day will be orienteering,\outdoor cooking, and the test of courage at night.\The third day will have the optional mountain climb, skiing, fishing,\and the campfire at night.\Why do you have that memorized?\Oh, and according to some new information,\for the campfire legend to work,\you have to hold hands at the finale. response:	That again?
context: outdoor cooking, and the test of courage at night.\The third day will have the optional mountain climb, skiing, fishing,\and the campfire at night.\Why do you have that memorized?\Oh, and according to some new information,\for the campfire legend to work,\you have to hold hands at the finale.\That again? response:	Legend?
context: The third day will have the optional mountain climb, skiing, fishing,\and the campfire at night.\Why do you have that memorized?\Oh, and according to some new information,\for the campfire legend to work,\you have to hold hands at the finale.\That again?\Legend? response:	Don't worry about it.
context: and the campfire at night.\Why do you have that memorized?\Oh, and according to some new information,\for the campfire legend to work,\you have to hold hands at the finale.\That again?\Legend?\Don't worry about it. response:	None of these girls have a dance partner anyway.
context: Why do you have that memorized?\Oh, and according to some new information,\for the campfire legend to work,\you have to hold hands at the finale.\That again?\Legend?\Don't worry about it.\None of these girls have a dance partner anyway. response:	Right.
context: Oh, and according to some new information,\for the campfire legend to work,\you have to hold hands at the finale.\That again?\Legend?\Don't worry about it.\None of these girls have a dance partner anyway.\Right. response:	I'm supposed to be dancing with Ichika.
context: for the campfire legend to work,\you have to hold hands at the finale.\That again?\Legend?\Don't worry about it.\None of these girls have a dance partner anyway.\Right.\I'm supposed to be dancing with Ichika. response:	I don't believe in some hokey legend about people hooking up,
context: you have to hold hands at the finale.\That again?\Legend?\Don't worry about it.\None of these girls have a dance partner anyway.\Right.\I'm supposed to be dancing with Ichika.\I don't believe in some hokey legend about people hooking up, response:	but what now?
context: That again?\Legend?\Don't worry about it.\None of these girls have a dance partner anyway.\Right.\I'm supposed to be dancing with Ichika.\I don't believe in some hokey legend about people hooking up,\but what now? response:	Not that I care about something that stupid.
context: Legend?\Don't worry about it.\None of these girls have a dance partner anyway.\Right.\I'm supposed to be dancing with Ichika.\I don't believe in some hokey legend about people hooking up,\but what now?\Not that I care about something that stupid. response:	I don't think anyone asked Nino.
context: Don't worry about it.\None of these girls have a dance partner anyway.\Right.\I'm supposed to be dancing with Ichika.\I don't believe in some hokey legend about people hooking up,\but what now?\Not that I care about something that stupid.\I don't think anyone asked Nino. response:	Oh, I see. You're bitter.
context: None of these girls have a dance partner anyway.\Right.\I'm supposed to be dancing with Ichika.\I don't believe in some hokey legend about people hooking up,\but what now?\Not that I care about something that stupid.\I don't think anyone asked Nino.\Oh, I see. You're bitter. response:	Hold on a second!
context: Right.\I'm supposed to be dancing with Ichika.\I don't believe in some hokey legend about people hooking up,\but what now?\Not that I care about something that stupid.\I don't think anyone asked Nino.\Oh, I see. You're bitter.\Hold on a second! response:	Oh hey, look.
context: I'm supposed to be dancing with Ichika.\I don't believe in some hokey legend about people hooking up,\but what now?\Not that I care about something that stupid.\I don't think anyone asked Nino.\Oh, I see. You're bitter.\Hold on a second!\Oh hey, look. response:	Apparently, there's an outdoor bath here.
context: I don't believe in some hokey legend about people hooking up,\but what now?\Not that I care about something that stupid.\I don't think anyone asked Nino.\Oh, I see. You're bitter.\Hold on a second!\Oh hey, look.\Apparently, there's an outdoor bath here. response:	A relaxing upstream hot spring Kawakami Hot Spring Inn
context: but what now?\Not that I care about something that stupid.\I don't think anyone asked Nino.\Oh, I see. You're bitter.\Hold on a second!\Oh hey, look.\Apparently, there's an outdoor bath here.\A relaxing upstream hot spring Kawakami Hot Spring Inn response:	It looks pretty good.
context: Not that I care about something that stupid.\I don't think anyone asked Nino.\Oh, I see. You're bitter.\Hold on a second!\Oh hey, look.\Apparently, there's an outdoor bath here.\A relaxing upstream hot spring Kawakami Hot Spring Inn\It looks pretty good. response:	Wait, mixed bath?
context: I don't think anyone asked Nino.\Oh, I see. You're bitter.\Hold on a second!\Oh hey, look.\Apparently, there's an outdoor bath here.\A relaxing upstream hot spring Kawakami Hot Spring Inn\It looks pretty good.\Wait, mixed bath? response:	What?!
context: Oh, I see. You're bitter.\Hold on a second!\Oh hey, look.\Apparently, there's an outdoor bath here.\A relaxing upstream hot spring Kawakami Hot Spring Inn\It looks pretty good.\Wait, mixed bath?\What?! response:	So not only are we sharing a room with him, we're also sharing a bath?!
context: Hold on a second!\Oh hey, look.\Apparently, there's an outdoor bath here.\A relaxing upstream hot spring Kawakami Hot Spring Inn\It looks pretty good.\Wait, mixed bath?\What?!\So not only are we sharing a room with him, we're also sharing a bath?! response:	Absolutely not!
context: Oh hey, look.\Apparently, there's an outdoor bath here.\A relaxing upstream hot spring Kawakami Hot Spring Inn\It looks pretty good.\Wait, mixed bath?\What?!\So not only are we sharing a room with him, we're also sharing a bath?!\Absolutely not! response:	Why are you assuming we'd be bathing together?
context: Apparently, there's an outdoor bath here.\A relaxing upstream hot spring Kawakami Hot Spring Inn\It looks pretty good.\Wait, mixed bath?\What?!\So not only are we sharing a room with him, we're also sharing a bath?!\Absolutely not!\Why are you assuming we'd be bathing together? response:	You don't want to go in the bath with me, Nino? How offensive!
context: A relaxing upstream hot spring Kawakami Hot Spring Inn\It looks pretty good.\Wait, mixed bath?\What?!\So not only are we sharing a room with him, we're also sharing a bath?!\Absolutely not!\Why are you assuming we'd be bathing together?\You don't want to go in the bath with me, Nino? How offensive! response:	It's not like we haven't done it before.
context: It looks pretty good.\Wait, mixed bath?\What?!\So not only are we sharing a room with him, we're also sharing a bath?!\Absolutely not!\Why are you assuming we'd be bathing together?\You don't want to go in the bath with me, Nino? How offensive!\It's not like we haven't done it before. response:	Nino...
context: Wait, mixed bath?\What?!\So not only are we sharing a room with him, we're also sharing a bath?!\Absolutely not!\Why are you assuming we'd be bathing together?\You don't want to go in the bath with me, Nino? How offensive!\It's not like we haven't done it before.\Nino... response:	N-No!
context: What?!\So not only are we sharing a room with him, we're also sharing a bath?!\Absolutely not!\Why are you assuming we'd be bathing together?\You don't want to go in the bath with me, Nino? How offensive!\It's not like we haven't done it before.\Nino...\N-No! response:	Hey!
context: So not only are we sharing a room with him, we're also sharing a bath?!\Absolutely not!\Why are you assuming we'd be bathing together?\You don't want to go in the bath with me, Nino? How offensive!\It's not like we haven't done it before.\Nino...\N-No!\Hey! response:	I'm just getting back at you.
context: Absolutely not!\Why are you assuming we'd be bathing together?\You don't want to go in the bath with me, Nino? How offensive!\It's not like we haven't done it before.\Nino...\N-No!\Hey!\I'm just getting back at you. response:	That feels so good.
context: Why are you assuming we'd be bathing together?\You don't want to go in the bath with me, Nino? How offensive!\It's not like we haven't done it before.\Nino...\N-No!\Hey!\I'm just getting back at you.\That feels so good. response:	I read it as mixed bath, but it actually said hot-water-mixed bath.
context: You don't want to go in the bath with me, Nino? How offensive!\It's not like we haven't done it before.\Nino...\N-No!\Hey!\I'm just getting back at you.\That feels so good.\I read it as mixed bath, but it actually said hot-water-mixed bath. response:	It's been years since we took a bath together.
context: It's not like we haven't done it before.\Nino...\N-No!\Hey!\I'm just getting back at you.\That feels so good.\I read it as mixed bath, but it actually said hot-water-mixed bath.\It's been years since we took a bath together. response:	Have your boobs gotten bigger, Miku?
context: Nino...\N-No!\Hey!\I'm just getting back at you.\That feels so good.\I read it as mixed bath, but it actually said hot-water-mixed bath.\It's been years since we took a bath together.\Have your boobs gotten bigger, Miku? response:	Come on. We're all the same.
context: N-No!\Hey!\I'm just getting back at you.\That feels so good.\I read it as mixed bath, but it actually said hot-water-mixed bath.\It's been years since we took a bath together.\Have your boobs gotten bigger, Miku?\Come on. We're all the same. response:	There's something wrong with that guy today.
context: Hey!\I'm just getting back at you.\That feels so good.\I read it as mixed bath, but it actually said hot-water-mixed bath.\It's been years since we took a bath together.\Have your boobs gotten bigger, Miku?\Come on. We're all the same.\There's something wrong with that guy today. response:	Maybe Uesugi-san doesn't travel very often.
context: I'm just getting back at you.\That feels so good.\I read it as mixed bath, but it actually said hot-water-mixed bath.\It's been years since we took a bath together.\Have your boobs gotten bigger, Miku?\Come on. We're all the same.\There's something wrong with that guy today.\Maybe Uesugi-san doesn't travel very often. response:	It was like he'd just pulled an all-nighter.
context: That feels so good.\I read it as mixed bath, but it actually said hot-water-mixed bath.\It's been years since we took a bath together.\Have your boobs gotten bigger, Miku?\Come on. We're all the same.\There's something wrong with that guy today.\Maybe Uesugi-san doesn't travel very often.\It was like he'd just pulled an all-nighter. response:	In any case, his traveler's high makes him a threat.
context: I read it as mixed bath, but it actually said hot-water-mixed bath.\It's been years since we took a bath together.\Have your boobs gotten bigger, Miku?\Come on. We're all the same.\There's something wrong with that guy today.\Maybe Uesugi-san doesn't travel very often.\It was like he'd just pulled an all-nighter.\In any case, his traveler's high makes him a threat. response:	The problem is that there's barely enough space in that small room for six futons.
context: It's been years since we took a bath together.\Have your boobs gotten bigger, Miku?\Come on. We're all the same.\There's something wrong with that guy today.\Maybe Uesugi-san doesn't travel very often.\It was like he'd just pulled an all-nighter.\In any case, his traveler's high makes him a threat.\The problem is that there's barely enough space in that small room for six futons. response:	Who's sleeping next to him?
context: Have your boobs gotten bigger, Miku?\Come on. We're all the same.\There's something wrong with that guy today.\Maybe Uesugi-san doesn't travel very often.\It was like he'd just pulled an all-nighter.\In any case, his traveler's high makes him a threat.\The problem is that there's barely enough space in that small room for six futons.\Who's sleeping next to him? response:	I think you're overthinking it, Nino.
context: Come on. We're all the same.\There's something wrong with that guy today.\Maybe Uesugi-san doesn't travel very often.\It was like he'd just pulled an all-nighter.\In any case, his traveler's high makes him a threat.\The problem is that there's barely enough space in that small room for six futons.\Who's sleeping next to him?\I think you're overthinking it, Nino. response:	We're just friends, after all.
context: There's something wrong with that guy today.\Maybe Uesugi-san doesn't travel very often.\It was like he'd just pulled an all-nighter.\In any case, his traveler's high makes him a threat.\The problem is that there's barely enough space in that small room for six futons.\Who's sleeping next to him?\I think you're overthinking it, Nino.\We're just friends, after all. response:	She's right.
context: Maybe Uesugi-san doesn't travel very often.\It was like he'd just pulled an all-nighter.\In any case, his traveler's high makes him a threat.\The problem is that there's barely enough space in that small room for six futons.\Who's sleeping next to him?\I think you're overthinking it, Nino.\We're just friends, after all.\She's right. response:	Uesugi-san isn't like that.
context: It was like he'd just pulled an all-nighter.\In any case, his traveler's high makes him a threat.\The problem is that there's barely enough space in that small room for six futons.\Who's sleeping next to him?\I think you're overthinking it, Nino.\We're just friends, after all.\She's right.\Uesugi-san isn't like that. response:	So you're okay with being next to him, then?
context: In any case, his traveler's high makes him a threat.\The problem is that there's barely enough space in that small room for six futons.\Who's sleeping next to him?\I think you're overthinking it, Nino.\We're just friends, after all.\She's right.\Uesugi-san isn't like that.\So you're okay with being next to him, then? response:	Uesugi isn't like that, right?
context: The problem is that there's barely enough space in that small room for six futons.\Who's sleeping next to him?\I think you're overthinking it, Nino.\We're just friends, after all.\She's right.\Uesugi-san isn't like that.\So you're okay with being next to him, then?\Uesugi isn't like that, right? response:	So there's nothing to worry about.
context: Who's sleeping next to him?\I think you're overthinking it, Nino.\We're just friends, after all.\She's right.\Uesugi-san isn't like that.\So you're okay with being next to him, then?\Uesugi isn't like that, right?\So there's nothing to worry about. response:	Well, I'm not sure about that.
context: I think you're overthinking it, Nino.\We're just friends, after all.\She's right.\Uesugi-san isn't like that.\So you're okay with being next to him, then?\Uesugi isn't like that, right?\So there's nothing to worry about.\Well, I'm not sure about that. response:	What about you, then, Nino?
context: We're just friends, after all.\She's right.\Uesugi-san isn't like that.\So you're okay with being next to him, then?\Uesugi isn't like that, right?\So there's nothing to worry about.\Well, I'm not sure about that.\What about you, then, Nino? response:	Huh? Why me?
context: She's right.\Uesugi-san isn't like that.\So you're okay with being next to him, then?\Uesugi isn't like that, right?\So there's nothing to worry about.\Well, I'm not sure about that.\What about you, then, Nino?\Huh? Why me? response:	It's just that you'd probably punch him if you had to resist.
context: Uesugi-san isn't like that.\So you're okay with being next to him, then?\Uesugi isn't like that, right?\So there's nothing to worry about.\Well, I'm not sure about that.\What about you, then, Nino?\Huh? Why me?\It's just that you'd probably punch him if you had to resist. response:	You don't mind, do you, Ichika?
context: So you're okay with being next to him, then?\Uesugi isn't like that, right?\So there's nothing to worry about.\Well, I'm not sure about that.\What about you, then, Nino?\Huh? Why me?\It's just that you'd probably punch him if you had to resist.\You don't mind, do you, Ichika? response:	Me, huh?
context: Uesugi isn't like that, right?\So there's nothing to worry about.\Well, I'm not sure about that.\What about you, then, Nino?\Huh? Why me?\It's just that you'd probably punch him if you had to resist.\You don't mind, do you, Ichika?\Me, huh? response:	You're just friends, right?
context: So there's nothing to worry about.\Well, I'm not sure about that.\What about you, then, Nino?\Huh? Why me?\It's just that you'd probably punch him if you had to resist.\You don't mind, do you, Ichika?\Me, huh?\You're just friends, right? response:	Yeah.
context: Well, I'm not sure about that.\What about you, then, Nino?\Huh? Why me?\It's just that you'd probably punch him if you had to resist.\You don't mind, do you, Ichika?\Me, huh?\You're just friends, right?\Yeah. response:	Futaro-kun's a good friend.
context: What about you, then, Nino?\Huh? Why me?\It's just that you'd probably punch him if you had to resist.\You don't mind, do you, Ichika?\Me, huh?\You're just friends, right?\Yeah.\Futaro-kun's a good friend. response:	Then, what's the problem?
context: Huh? Why me?\It's just that you'd probably punch him if you had to resist.\You don't mind, do you, Ichika?\Me, huh?\You're just friends, right?\Yeah.\Futaro-kun's a good friend.\Then, what's the problem? response:	Wait.
context: It's just that you'd probably punch him if you had to resist.\You don't mind, do you, Ichika?\Me, huh?\You're just friends, right?\Yeah.\Futaro-kun's a good friend.\Then, what's the problem?\Wait. response:	Let's make it fair.
context: You don't mind, do you, Ichika?\Me, huh?\You're just friends, right?\Yeah.\Futaro-kun's a good friend.\Then, what's the problem?\Wait.\Let's make it fair. response:	Let's make it fair for all of us.
context: Me, huh?\You're just friends, right?\Yeah.\Futaro-kun's a good friend.\Then, what's the problem?\Wait.\Let's make it fair.\Let's make it fair for all of us. response:	I see.
context: You're just friends, right?\Yeah.\Futaro-kun's a good friend.\Then, what's the problem?\Wait.\Let's make it fair.\Let's make it fair for all of us.\I see. response:	This is a good idea.
context: Yeah.\Futaro-kun's a good friend.\Then, what's the problem?\Wait.\Let's make it fair.\Let's make it fair for all of us.\I see.\This is a good idea. response:	If no one wants to be...
context: Futaro-kun's a good friend.\Then, what's the problem?\Wait.\Let's make it fair.\Let's make it fair for all of us.\I see.\This is a good idea.\If no one wants to be... response:	Well, he probably wouldn't lay a finger on anyone...
context: Then, what's the problem?\Wait.\Let's make it fair.\Let's make it fair for all of us.\I see.\This is a good idea.\If no one wants to be...\Well, he probably wouldn't lay a finger on anyone... response:	At least, from Futaro's perspective.
context: Wait.\Let's make it fair.\Let's make it fair for all of us.\I see.\This is a good idea.\If no one wants to be...\Well, he probably wouldn't lay a finger on anyone...\At least, from Futaro's perspective. response:	Okay, here we go.
context: Let's make it fair.\Let's make it fair for all of us.\I see.\This is a good idea.\If no one wants to be...\Well, he probably wouldn't lay a finger on anyone...\At least, from Futaro's perspective.\Okay, here we go. response:	Uh...
context: Let's make it fair for all of us.\I see.\This is a good idea.\If no one wants to be...\Well, he probably wouldn't lay a finger on anyone...\At least, from Futaro's perspective.\Okay, here we go.\Uh... response:	Maybe we should get some sleep, too.
context: I see.\This is a good idea.\If no one wants to be...\Well, he probably wouldn't lay a finger on anyone...\At least, from Futaro's perspective.\Okay, here we go.\Uh...\Maybe we should get some sleep, too. response:	Yeah.
context: This is a good idea.\If no one wants to be...\Well, he probably wouldn't lay a finger on anyone...\At least, from Futaro's perspective.\Okay, here we go.\Uh...\Maybe we should get some sleep, too.\Yeah. response:	Futaro-kun?
context: If no one wants to be...\Well, he probably wouldn't lay a finger on anyone...\At least, from Futaro's perspective.\Okay, here we go.\Uh...\Maybe we should get some sleep, too.\Yeah.\Futaro-kun? response:	Wh-Why?
context: Well, he probably wouldn't lay a finger on anyone...\At least, from Futaro's perspective.\Okay, here we go.\Uh...\Maybe we should get some sleep, too.\Yeah.\Futaro-kun?\Wh-Why? response:	Wait...
context: At least, from Futaro's perspective.\Okay, here we go.\Uh...\Maybe we should get some sleep, too.\Yeah.\Futaro-kun?\Wh-Why?\Wait... response:	Everyone's all over the place.
context: Okay, here we go.\Uh...\Maybe we should get some sleep, too.\Yeah.\Futaro-kun?\Wh-Why?\Wait...\Everyone's all over the place. response:	I think this is the second time I've seen him asleep.
context: Uh...\Maybe we should get some sleep, too.\Yeah.\Futaro-kun?\Wh-Why?\Wait...\Everyone's all over the place.\I think this is the second time I've seen him asleep. response:	If this makes me lose my cool,
context: Maybe we should get some sleep, too.\Yeah.\Futaro-kun?\Wh-Why?\Wait...\Everyone's all over the place.\I think this is the second time I've seen him asleep.\If this makes me lose my cool, response:	I can't say we're friends...
context: Yeah.\Futaro-kun?\Wh-Why?\Wait...\Everyone's all over the place.\I think this is the second time I've seen him asleep.\If this makes me lose my cool,\I can't say we're friends... response:	Or partners.
