context: Out! response:	Lucky!
context: This time, it's most likely for them to get the win.\16 is an unknown element, and dealing with Seijoh has gotten even more difficult.\But we're not going to just let them take the game.\Yes, but before that...\Oikawa-san, nice serve!\Oh, here it comes.\That's a nice serve toss.\All right! response:	It's like getting slapped in the face really hard
context: 16 is an unknown element, and dealing with Seijoh has gotten even more difficult.\But we're not going to just let them take the game.\Yes, but before that...\Oikawa-san, nice serve!\Oh, here it comes.\That's a nice serve toss.\All right!\It's like getting slapped in the face really hard response:	and coming back to reality.
context: But we're not going to just let them take the game.\Yes, but before that...\Oikawa-san, nice serve!\Oh, here it comes.\That's a nice serve toss.\All right!\It's like getting slapped in the face really hard\and coming back to reality. response:	Neither of us can let the other win, and we've both trained to win.
context: Yes, but before that...\Oikawa-san, nice serve!\Oh, here it comes.\That's a nice serve toss.\All right!\It's like getting slapped in the face really hard\and coming back to reality.\Neither of us can let the other win, and we've both trained to win. response:	It all makes sense.
context: Oikawa-san, nice serve!\Oh, here it comes.\That's a nice serve toss.\All right!\It's like getting slapped in the face really hard\and coming back to reality.\Neither of us can let the other win, and we've both trained to win.\It all makes sense. response:	It's to be expected, but the reality is still so terrifying.
context: Oh, here it comes.\That's a nice serve toss.\All right!\It's like getting slapped in the face really hard\and coming back to reality.\Neither of us can let the other win, and we've both trained to win.\It all makes sense.\It's to be expected, but the reality is still so terrifying. response:	Aoba Johsai Karasuno
context: That's a nice serve toss.\All right!\It's like getting slapped in the face really hard\and coming back to reality.\Neither of us can let the other win, and we've both trained to win.\It all makes sense.\It's to be expected, but the reality is still so terrifying.\Aoba Johsai Karasuno response:	One more, nice serve!
context: All right!\It's like getting slapped in the face really hard\and coming back to reality.\Neither of us can let the other win, and we've both trained to win.\It all makes sense.\It's to be expected, but the reality is still so terrifying.\Aoba Johsai Karasuno\One more, nice serve! response:	Front!
context: It's like getting slapped in the face really hard\and coming back to reality.\Neither of us can let the other win, and we've both trained to win.\It all makes sense.\It's to be expected, but the reality is still so terrifying.\Aoba Johsai Karasuno\One more, nice serve!\Front! response:	Damn it! I held back too much!
context: and coming back to reality.\Neither of us can let the other win, and we've both trained to win.\It all makes sense.\It's to be expected, but the reality is still so terrifying.\Aoba Johsai Karasuno\One more, nice serve!\Front!\Damn it! I held back too much! response:	Nice receive, Nishinoya!
context: Neither of us can let the other win, and we've both trained to win.\It all makes sense.\It's to be expected, but the reality is still so terrifying.\Aoba Johsai Karasuno\One more, nice serve!\Front!\Damn it! I held back too much!\Nice receive, Nishinoya! response:	Left!
context: It all makes sense.\It's to be expected, but the reality is still so terrifying.\Aoba Johsai Karasuno\One more, nice serve!\Front!\Damn it! I held back too much!\Nice receive, Nishinoya!\Left! response:	Tanaka-san!
context: It's to be expected, but the reality is still so terrifying.\Aoba Johsai Karasuno\One more, nice serve!\Front!\Damn it! I held back too much!\Nice receive, Nishinoya!\Left!\Tanaka-san! response:	Three blockers!
context: Aoba Johsai Karasuno\One more, nice serve!\Front!\Damn it! I held back too much!\Nice receive, Nishinoya!\Left!\Tanaka-san!\Three blockers! response:	All right!
context: One more, nice serve!\Front!\Damn it! I held back too much!\Nice receive, Nishinoya!\Left!\Tanaka-san!\Three blockers!\All right! response:	Ryu! Well done!
context: Front!\Damn it! I held back too much!\Nice receive, Nishinoya!\Left!\Tanaka-san!\Three blockers!\All right!\Ryu! Well done! response:	Ah, here it comes.
context: Damn it! I held back too much!\Nice receive, Nishinoya!\Left!\Tanaka-san!\Three blockers!\All right!\Ryu! Well done!\Ah, here it comes. response:	The switch.
context: Nice receive, Nishinoya!\Left!\Tanaka-san!\Three blockers!\All right!\Ryu! Well done!\Ah, here it comes.\The switch. response:	All right! We're gonna catch up.
context: Left!\Tanaka-san!\Three blockers!\All right!\Ryu! Well done!\Ah, here it comes.\The switch.\All right! We're gonna catch up. response:	Yeah!
context: Tanaka-san!\Three blockers!\All right!\Ryu! Well done!\Ah, here it comes.\The switch.\All right! We're gonna catch up.\Yeah! response:	Suga, we need that nice serve!
context: Three blockers!\All right!\Ryu! Well done!\Ah, here it comes.\The switch.\All right! We're gonna catch up.\Yeah!\Suga, we need that nice serve! response:	Yup.
context: All right!\Ryu! Well done!\Ah, here it comes.\The switch.\All right! We're gonna catch up.\Yeah!\Suga, we need that nice serve!\Yup. response:	Bring it!
context: Ryu! Well done!\Ah, here it comes.\The switch.\All right! We're gonna catch up.\Yeah!\Suga, we need that nice serve!\Yup.\Bring it! response:	Suga-san, nice serve!
context: Ah, here it comes.\The switch.\All right! We're gonna catch up.\Yeah!\Suga, we need that nice serve!\Yup.\Bring it!\Suga-san, nice serve! response:	Serving right after switching in sure is nerve wracking.
context: The switch.\All right! We're gonna catch up.\Yeah!\Suga, we need that nice serve!\Yup.\Bring it!\Suga-san, nice serve!\Serving right after switching in sure is nerve wracking. response:	But there's only one place to aim for.
context: All right! We're gonna catch up.\Yeah!\Suga, we need that nice serve!\Yup.\Bring it!\Suga-san, nice serve!\Serving right after switching in sure is nerve wracking.\But there's only one place to aim for. response:	Kyotani!
context: Yeah!\Suga, we need that nice serve!\Yup.\Bring it!\Suga-san, nice serve!\Serving right after switching in sure is nerve wracking.\But there's only one place to aim for.\Kyotani! response:	That was good!
context: Suga, we need that nice serve!\Yup.\Bring it!\Suga-san, nice serve!\Serving right after switching in sure is nerve wracking.\But there's only one place to aim for.\Kyotani!\That was good! response:	Now their 16 was late in attacking.
context: Yup.\Bring it!\Suga-san, nice serve!\Serving right after switching in sure is nerve wracking.\But there's only one place to aim for.\Kyotani!\That was good!\Now their 16 was late in attacking. response:	All right!
context: Bring it!\Suga-san, nice serve!\Serving right after switching in sure is nerve wracking.\But there's only one place to aim for.\Kyotani!\That was good!\Now their 16 was late in attacking.\All right! response:	A break!
context: Suga-san, nice serve!\Serving right after switching in sure is nerve wracking.\But there's only one place to aim for.\Kyotani!\That was good!\Now their 16 was late in attacking.\All right!\A break! response:	Aoba Johsai Karasuno
context: Serving right after switching in sure is nerve wracking.\But there's only one place to aim for.\Kyotani!\That was good!\Now their 16 was late in attacking.\All right!\A break!\Aoba Johsai Karasuno response:	Suga-san! One more, nice serve!
context: But there's only one place to aim for.\Kyotani!\That was good!\Now their 16 was late in attacking.\All right!\A break!\Aoba Johsai Karasuno\Suga-san! One more, nice serve! response:	Again...
context: Kyotani!\That was good!\Now their 16 was late in attacking.\All right!\A break!\Aoba Johsai Karasuno\Suga-san! One more, nice serve!\Again... response:	Kyotani is a wing spiker,
context: That was good!\Now their 16 was late in attacking.\All right!\A break!\Aoba Johsai Karasuno\Suga-san! One more, nice serve!\Again...\Kyotani is a wing spiker, response:	but he's the type who goes after quicks one after another.
context: Now their 16 was late in attacking.\All right!\A break!\Aoba Johsai Karasuno\Suga-san! One more, nice serve!\Again...\Kyotani is a wing spiker,\but he's the type who goes after quicks one after another. response:	They're getting Kyotani to move on the serves so he can't go after the spikes.
context: All right!\A break!\Aoba Johsai Karasuno\Suga-san! One more, nice serve!\Again...\Kyotani is a wing spiker,\but he's the type who goes after quicks one after another.\They're getting Kyotani to move on the serves so he can't go after the spikes. response:	Karasuno's 2 has hit on an annoying tactic.
context: A break!\Aoba Johsai Karasuno\Suga-san! One more, nice serve!\Again...\Kyotani is a wing spiker,\but he's the type who goes after quicks one after another.\They're getting Kyotani to move on the serves so he can't go after the spikes.\Karasuno's 2 has hit on an annoying tactic. response:	Daichi-san, nice receive!
context: Aoba Johsai Karasuno\Suga-san! One more, nice serve!\Again...\Kyotani is a wing spiker,\but he's the type who goes after quicks one after another.\They're getting Kyotani to move on the serves so he can't go after the spikes.\Karasuno's 2 has hit on an annoying tactic.\Daichi-san, nice receive! response:	All right!
context: Suga-san! One more, nice serve!\Again...\Kyotani is a wing spiker,\but he's the type who goes after quicks one after another.\They're getting Kyotani to move on the serves so he can't go after the spikes.\Karasuno's 2 has hit on an annoying tactic.\Daichi-san, nice receive!\All right! response:	Yes!
context: Again...\Kyotani is a wing spiker,\but he's the type who goes after quicks one after another.\They're getting Kyotani to move on the serves so he can't go after the spikes.\Karasuno's 2 has hit on an annoying tactic.\Daichi-san, nice receive!\All right!\Yes! response:	Kageyama pulled back from an attack?
context: Kyotani is a wing spiker,\but he's the type who goes after quicks one after another.\They're getting Kyotani to move on the serves so he can't go after the spikes.\Karasuno's 2 has hit on an annoying tactic.\Daichi-san, nice receive!\All right!\Yes!\Kageyama pulled back from an attack? response:	Five Karasuno spikers?!
context: but he's the type who goes after quicks one after another.\They're getting Kyotani to move on the serves so he can't go after the spikes.\Karasuno's 2 has hit on an annoying tactic.\Daichi-san, nice receive!\All right!\Yes!\Kageyama pulled back from an attack?\Five Karasuno spikers?! response:	All right!
context: They're getting Kyotani to move on the serves so he can't go after the spikes.\Karasuno's 2 has hit on an annoying tactic.\Daichi-san, nice receive!\All right!\Yes!\Kageyama pulled back from an attack?\Five Karasuno spikers?!\All right! response:	N-Nice kill...
context: Karasuno's 2 has hit on an annoying tactic.\Daichi-san, nice receive!\All right!\Yes!\Kageyama pulled back from an attack?\Five Karasuno spikers?!\All right!\N-Nice kill... response:	Damn it. Kageyama's straight is awesome!
context: Daichi-san, nice receive!\All right!\Yes!\Kageyama pulled back from an attack?\Five Karasuno spikers?!\All right!\N-Nice kill...\Damn it. Kageyama's straight is awesome! response:	Is this what you call two setters?
context: All right!\Yes!\Kageyama pulled back from an attack?\Five Karasuno spikers?!\All right!\N-Nice kill...\Damn it. Kageyama's straight is awesome!\Is this what you call two setters? response:	Even more jargon...
context: Yes!\Kageyama pulled back from an attack?\Five Karasuno spikers?!\All right!\N-Nice kill...\Damn it. Kageyama's straight is awesome!\Is this what you call two setters?\Even more jargon... response:	Then...
context: Kageyama pulled back from an attack?\Five Karasuno spikers?!\All right!\N-Nice kill...\Damn it. Kageyama's straight is awesome!\Is this what you call two setters?\Even more jargon...\Then... response:	Strategic one point two setters!
context: Five Karasuno spikers?!\All right!\N-Nice kill...\Damn it. Kageyama's straight is awesome!\Is this what you call two setters?\Even more jargon...\Then...\Strategic one point two setters! response:	Right?
context: All right!\N-Nice kill...\Damn it. Kageyama's straight is awesome!\Is this what you call two setters?\Even more jargon...\Then...\Strategic one point two setters!\Right? response:	That's too long.
context: N-Nice kill...\Damn it. Kageyama's straight is awesome!\Is this what you call two setters?\Even more jargon...\Then...\Strategic one point two setters!\Right?\That's too long. response:	All right! One more point!
context: Damn it. Kageyama's straight is awesome!\Is this what you call two setters?\Even more jargon...\Then...\Strategic one point two setters!\Right?\That's too long.\All right! One more point! response:	Aoba Johsai Karasuno
context: Is this what you call two setters?\Even more jargon...\Then...\Strategic one point two setters!\Right?\That's too long.\All right! One more point!\Aoba Johsai Karasuno response:	All right!
context: Even more jargon...\Then...\Strategic one point two setters!\Right?\That's too long.\All right! One more point!\Aoba Johsai Karasuno\All right! response:	Switching players now?
context: Then...\Strategic one point two setters!\Right?\That's too long.\All right! One more point!\Aoba Johsai Karasuno\All right!\Switching players now? response:	They're in a good spot.
context: Strategic one point two setters!\Right?\That's too long.\All right! One more point!\Aoba Johsai Karasuno\All right!\Switching players now?\They're in a good spot. response:	All of the third-years are good at receiving.
context: Right?\That's too long.\All right! One more point!\Aoba Johsai Karasuno\All right!\Switching players now?\They're in a good spot.\All of the third-years are good at receiving. response:	I see...
context: That's too long.\All right! One more point!\Aoba Johsai Karasuno\All right!\Switching players now?\They're in a good spot.\All of the third-years are good at receiving.\I see... response:	Net
context: All right! One more point!\Aoba Johsai Karasuno\All right!\Switching players now?\They're in a good spot.\All of the third-years are good at receiving.\I see...\Net response:	Server
context: Aoba Johsai Karasuno\All right!\Switching players now?\They're in a good spot.\All of the third-years are good at receiving.\I see...\Net\Server response:	Volleyball has a rotation system, and the players' positions are always changing.
context: All right!\Switching players now?\They're in a good spot.\All of the third-years are good at receiving.\I see...\Net\Server\Volleyball has a rotation system, and the players' positions are always changing. response:	The front line and backline have different jobs, so each rotation has a specialty.
context: Switching players now?\They're in a good spot.\All of the third-years are good at receiving.\I see...\Net\Server\Volleyball has a rotation system, and the players' positions are always changing.\The front line and backline have different jobs, so each rotation has a specialty. response:	And apparently...
context: They're in a good spot.\All of the third-years are good at receiving.\I see...\Net\Server\Volleyball has a rotation system, and the players' positions are always changing.\The front line and backline have different jobs, so each rotation has a specialty.\And apparently... response:	Net
context: All of the third-years are good at receiving.\I see...\Net\Server\Volleyball has a rotation system, and the players' positions are always changing.\The front line and backline have different jobs, so each rotation has a specialty.\And apparently...\Net response:	Server
context: I see...\Net\Server\Volleyball has a rotation system, and the players' positions are always changing.\The front line and backline have different jobs, so each rotation has a specialty.\And apparently...\Net\Server response:	The rotation when Tsukishima is serving,
context: Net\Server\Volleyball has a rotation system, and the players' positions are always changing.\The front line and backline have different jobs, so each rotation has a specialty.\And apparently...\Net\Server\The rotation when Tsukishima is serving, response:	is weak for both defense and offense.
context: Server\Volleyball has a rotation system, and the players' positions are always changing.\The front line and backline have different jobs, so each rotation has a specialty.\And apparently...\Net\Server\The rotation when Tsukishima is serving,\is weak for both defense and offense. response:	There are only two spikers in front,
context: Volleyball has a rotation system, and the players' positions are always changing.\The front line and backline have different jobs, so each rotation has a specialty.\And apparently...\Net\Server\The rotation when Tsukishima is serving,\is weak for both defense and offense.\There are only two spikers in front, response:	and Tsukishima can't block from the back.
context: The front line and backline have different jobs, so each rotation has a specialty.\And apparently...\Net\Server\The rotation when Tsukishima is serving,\is weak for both defense and offense.\There are only two spikers in front,\and Tsukishima can't block from the back. response:	Considering their rotation,
context: And apparently...\Net\Server\The rotation when Tsukishima is serving,\is weak for both defense and offense.\There are only two spikers in front,\and Tsukishima can't block from the back.\Considering their rotation, response:	it's quite a feat that they were able to keep getting points.
context: Net\Server\The rotation when Tsukishima is serving,\is weak for both defense and offense.\There are only two spikers in front,\and Tsukishima can't block from the back.\Considering their rotation,\it's quite a feat that they were able to keep getting points. response:	Aoba Johsai
context: Server\The rotation when Tsukishima is serving,\is weak for both defense and offense.\There are only two spikers in front,\and Tsukishima can't block from the back.\Considering their rotation,\it's quite a feat that they were able to keep getting points.\Aoba Johsai response:	Well, what's it going to be?
context: The rotation when Tsukishima is serving,\is weak for both defense and offense.\There are only two spikers in front,\and Tsukishima can't block from the back.\Considering their rotation,\it's quite a feat that they were able to keep getting points.\Aoba Johsai\Well, what's it going to be? response:	How about we make them miss?
context: is weak for both defense and offense.\There are only two spikers in front,\and Tsukishima can't block from the back.\Considering their rotation,\it's quite a feat that they were able to keep getting points.\Aoba Johsai\Well, what's it going to be?\How about we make them miss? response:	Yeah.
context: There are only two spikers in front,\and Tsukishima can't block from the back.\Considering their rotation,\it's quite a feat that they were able to keep getting points.\Aoba Johsai\Well, what's it going to be?\How about we make them miss?\Yeah. response:	Suga-san! One more! Nice serve!
context: and Tsukishima can't block from the back.\Considering their rotation,\it's quite a feat that they were able to keep getting points.\Aoba Johsai\Well, what's it going to be?\How about we make them miss?\Yeah.\Suga-san! One more! Nice serve! response:	They're going after Kyotani again!
context: Considering their rotation,\it's quite a feat that they were able to keep getting points.\Aoba Johsai\Well, what's it going to be?\How about we make them miss?\Yeah.\Suga-san! One more! Nice serve!\They're going after Kyotani again! response:	Got it!
context: it's quite a feat that they were able to keep getting points.\Aoba Johsai\Well, what's it going to be?\How about we make them miss?\Yeah.\Suga-san! One more! Nice serve!\They're going after Kyotani again!\Got it! response:	Nice, Makki!
context: Aoba Johsai\Well, what's it going to be?\How about we make them miss?\Yeah.\Suga-san! One more! Nice serve!\They're going after Kyotani again!\Got it!\Nice, Makki! response:	As usual, they figure thinks out quickly.
context: Well, what's it going to be?\How about we make them miss?\Yeah.\Suga-san! One more! Nice serve!\They're going after Kyotani again!\Got it!\Nice, Makki!\As usual, they figure thinks out quickly. response:	All right!
context: How about we make them miss?\Yeah.\Suga-san! One more! Nice serve!\They're going after Kyotani again!\Got it!\Nice, Makki!\As usual, they figure thinks out quickly.\All right! response:	Suga-san, nice!
context: Yeah.\Suga-san! One more! Nice serve!\They're going after Kyotani again!\Got it!\Nice, Makki!\As usual, they figure thinks out quickly.\All right!\Suga-san, nice! response:	Thanks.
context: Suga-san! One more! Nice serve!\They're going after Kyotani again!\Got it!\Nice, Makki!\As usual, they figure thinks out quickly.\All right!\Suga-san, nice!\Thanks. response:	Damn it. I wanted to take it to a tie.
context: They're going after Kyotani again!\Got it!\Nice, Makki!\As usual, they figure thinks out quickly.\All right!\Suga-san, nice!\Thanks.\Damn it. I wanted to take it to a tie. response:	Aoba Johsai Karasuno
context: Got it!\Nice, Makki!\As usual, they figure thinks out quickly.\All right!\Suga-san, nice!\Thanks.\Damn it. I wanted to take it to a tie.\Aoba Johsai Karasuno response:	Tanaka-san!
context: Nice, Makki!\As usual, they figure thinks out quickly.\All right!\Suga-san, nice!\Thanks.\Damn it. I wanted to take it to a tie.\Aoba Johsai Karasuno\Tanaka-san! response:	Yeah!
context: As usual, they figure thinks out quickly.\All right!\Suga-san, nice!\Thanks.\Damn it. I wanted to take it to a tie.\Aoba Johsai Karasuno\Tanaka-san!\Yeah! response:	Kageyama, nice serve!
context: All right!\Suga-san, nice!\Thanks.\Damn it. I wanted to take it to a tie.\Aoba Johsai Karasuno\Tanaka-san!\Yeah!\Kageyama, nice serve! response:	Iwa-chan!
context: Suga-san, nice!\Thanks.\Damn it. I wanted to take it to a tie.\Aoba Johsai Karasuno\Tanaka-san!\Yeah!\Kageyama, nice serve!\Iwa-chan! response:	He picked it up!
context: Thanks.\Damn it. I wanted to take it to a tie.\Aoba Johsai Karasuno\Tanaka-san!\Yeah!\Kageyama, nice serve!\Iwa-chan!\He picked it up! response:	Watacchi!
context: Damn it. I wanted to take it to a tie.\Aoba Johsai Karasuno\Tanaka-san!\Yeah!\Kageyama, nice serve!\Iwa-chan!\He picked it up!\Watacchi! response:	Right!
context: Aoba Johsai Karasuno\Tanaka-san!\Yeah!\Kageyama, nice serve!\Iwa-chan!\He picked it up!\Watacchi!\Right! response:	All right!
context: Tanaka-san!\Yeah!\Kageyama, nice serve!\Iwa-chan!\He picked it up!\Watacchi!\Right!\All right! response:	How do I put this?
context: Yeah!\Kageyama, nice serve!\Iwa-chan!\He picked it up!\Watacchi!\Right!\All right!\How do I put this? response:	They're forcing 16 to do all their attacks.
context: Kageyama, nice serve!\Iwa-chan!\He picked it up!\Watacchi!\Right!\All right!\How do I put this?\They're forcing 16 to do all their attacks. response:	Yeah.
context: Iwa-chan!\He picked it up!\Watacchi!\Right!\All right!\How do I put this?\They're forcing 16 to do all their attacks.\Yeah. response:	Maybe they're trying to get all the attention on 16
context: He picked it up!\Watacchi!\Right!\All right!\How do I put this?\They're forcing 16 to do all their attacks.\Yeah.\Maybe they're trying to get all the attention on 16 response:	and then hand it off to someone else.
context: Watacchi!\Right!\All right!\How do I put this?\They're forcing 16 to do all their attacks.\Yeah.\Maybe they're trying to get all the attention on 16\and then hand it off to someone else. response:	No matter how many balls go to the Mad Dog,
context: Right!\All right!\How do I put this?\They're forcing 16 to do all their attacks.\Yeah.\Maybe they're trying to get all the attention on 16\and then hand it off to someone else.\No matter how many balls go to the Mad Dog, response:	I'm not gonna be tricked anymore!
context: All right!\How do I put this?\They're forcing 16 to do all their attacks.\Yeah.\Maybe they're trying to get all the attention on 16\and then hand it off to someone else.\No matter how many balls go to the Mad Dog,\I'm not gonna be tricked anymore! response:	Tanaka-san!
context: How do I put this?\They're forcing 16 to do all their attacks.\Yeah.\Maybe they're trying to get all the attention on 16\and then hand it off to someone else.\No matter how many balls go to the Mad Dog,\I'm not gonna be tricked anymore!\Tanaka-san! response:	Got it!
context: They're forcing 16 to do all their attacks.\Yeah.\Maybe they're trying to get all the attention on 16\and then hand it off to someone else.\No matter how many balls go to the Mad Dog,\I'm not gonna be tricked anymore!\Tanaka-san!\Got it! response:	Nice, Makki!
context: Yeah.\Maybe they're trying to get all the attention on 16\and then hand it off to someone else.\No matter how many balls go to the Mad Dog,\I'm not gonna be tricked anymore!\Tanaka-san!\Got it!\Nice, Makki! response:	I know why we put Kyotani in...
context: Maybe they're trying to get all the attention on 16\and then hand it off to someone else.\No matter how many balls go to the Mad Dog,\I'm not gonna be tricked anymore!\Tanaka-san!\Got it!\Nice, Makki!\I know why we put Kyotani in... response:	It's for a little extra punch power.
context: and then hand it off to someone else.\No matter how many balls go to the Mad Dog,\I'm not gonna be tricked anymore!\Tanaka-san!\Got it!\Nice, Makki!\I know why we put Kyotani in...\It's for a little extra punch power. response:	For a bit more offense.
context: No matter how many balls go to the Mad Dog,\I'm not gonna be tricked anymore!\Tanaka-san!\Got it!\Nice, Makki!\I know why we put Kyotani in...\It's for a little extra punch power.\For a bit more offense. response:	Mad Dog-chan!
context: I'm not gonna be tricked anymore!\Tanaka-san!\Got it!\Nice, Makki!\I know why we put Kyotani in...\It's for a little extra punch power.\For a bit more offense.\Mad Dog-chan! response:	If we don't use him to his fullest, we're in trouble!
context: Tanaka-san!\Got it!\Nice, Makki!\I know why we put Kyotani in...\It's for a little extra punch power.\For a bit more offense.\Mad Dog-chan!\If we don't use him to his fullest, we're in trouble! response:	All right!
context: Got it!\Nice, Makki!\I know why we put Kyotani in...\It's for a little extra punch power.\For a bit more offense.\Mad Dog-chan!\If we don't use him to his fullest, we're in trouble!\All right! response:	Damn it...
context: Nice, Makki!\I know why we put Kyotani in...\It's for a little extra punch power.\For a bit more offense.\Mad Dog-chan!\If we don't use him to his fullest, we're in trouble!\All right!\Damn it... response:	Here they come, here they come!
context: I know why we put Kyotani in...\It's for a little extra punch power.\For a bit more offense.\Mad Dog-chan!\If we don't use him to his fullest, we're in trouble!\All right!\Damn it...\Here they come, here they come! response:	Hey, we're in a good spot.
context: It's for a little extra punch power.\For a bit more offense.\Mad Dog-chan!\If we don't use him to his fullest, we're in trouble!\All right!\Damn it...\Here they come, here they come!\Hey, we're in a good spot. response:	They managed to get into the 20's.
context: For a bit more offense.\Mad Dog-chan!\If we don't use him to his fullest, we're in trouble!\All right!\Damn it...\Here they come, here they come!\Hey, we're in a good spot.\They managed to get into the 20's. response:	Even if they lose this set, Karasuno won the first set.
context: Mad Dog-chan!\If we don't use him to his fullest, we're in trouble!\All right!\Damn it...\Here they come, here they come!\Hey, we're in a good spot.\They managed to get into the 20's.\Even if they lose this set, Karasuno won the first set. response:	As long as they get the next one, they'll be fine.
context: If we don't use him to his fullest, we're in trouble!\All right!\Damn it...\Here they come, here they come!\Hey, we're in a good spot.\They managed to get into the 20's.\Even if they lose this set, Karasuno won the first set.\As long as they get the next one, they'll be fine. response:	No...
context: All right!\Damn it...\Here they come, here they come!\Hey, we're in a good spot.\They managed to get into the 20's.\Even if they lose this set, Karasuno won the first set.\As long as they get the next one, they'll be fine.\No... response:	They need to do whatever they can to win this set.
context: Damn it...\Here they come, here they come!\Hey, we're in a good spot.\They managed to get into the 20's.\Even if they lose this set, Karasuno won the first set.\As long as they get the next one, they'll be fine.\No...\They need to do whatever they can to win this set. response:	We're gonna finish this!
context: Here they come, here they come!\Hey, we're in a good spot.\They managed to get into the 20's.\Even if they lose this set, Karasuno won the first set.\As long as they get the next one, they'll be fine.\No...\They need to do whatever they can to win this set.\We're gonna finish this! response:	If they don't, I have a bad feeling about the outcome.
context: Hey, we're in a good spot.\They managed to get into the 20's.\Even if they lose this set, Karasuno won the first set.\As long as they get the next one, they'll be fine.\No...\They need to do whatever they can to win this set.\We're gonna finish this!\If they don't, I have a bad feeling about the outcome. response:	Kidaichi! One more! Nice serve!
context: They managed to get into the 20's.\Even if they lose this set, Karasuno won the first set.\As long as they get the next one, they'll be fine.\No...\They need to do whatever they can to win this set.\We're gonna finish this!\If they don't, I have a bad feeling about the outcome.\Kidaichi! One more! Nice serve! response:	Front!
context: Even if they lose this set, Karasuno won the first set.\As long as they get the next one, they'll be fine.\No...\They need to do whatever they can to win this set.\We're gonna finish this!\If they don't, I have a bad feeling about the outcome.\Kidaichi! One more! Nice serve!\Front! response:	S-Sorry!
context: As long as they get the next one, they'll be fine.\No...\They need to do whatever they can to win this set.\We're gonna finish this!\If they don't, I have a bad feeling about the outcome.\Kidaichi! One more! Nice serve!\Front!\S-Sorry! response:	You're thinking about your aim too much.
context: No...\They need to do whatever they can to win this set.\We're gonna finish this!\If they don't, I have a bad feeling about the outcome.\Kidaichi! One more! Nice serve!\Front!\S-Sorry!\You're thinking about your aim too much. response:	Here we go!
context: They need to do whatever they can to win this set.\We're gonna finish this!\If they don't, I have a bad feeling about the outcome.\Kidaichi! One more! Nice serve!\Front!\S-Sorry!\You're thinking about your aim too much.\Here we go! response:	Tanaka, nice serve!
context: We're gonna finish this!\If they don't, I have a bad feeling about the outcome.\Kidaichi! One more! Nice serve!\Front!\S-Sorry!\You're thinking about your aim too much.\Here we go!\Tanaka, nice serve! response:	Nice receive!
context: If they don't, I have a bad feeling about the outcome.\Kidaichi! One more! Nice serve!\Front!\S-Sorry!\You're thinking about your aim too much.\Here we go!\Tanaka, nice serve!\Nice receive! response:	All right!
context: Kidaichi! One more! Nice serve!\Front!\S-Sorry!\You're thinking about your aim too much.\Here we go!\Tanaka, nice serve!\Nice receive!\All right! response:	Trying not to think about something is the same as thinking about it.
context: Front!\S-Sorry!\You're thinking about your aim too much.\Here we go!\Tanaka, nice serve!\Nice receive!\All right!\Trying not to think about something is the same as thinking about it. response:	Aoba Johsai Karasuno
context: S-Sorry!\You're thinking about your aim too much.\Here we go!\Tanaka, nice serve!\Nice receive!\All right!\Trying not to think about something is the same as thinking about it.\Aoba Johsai Karasuno response:	Kyotani, nice serve!
context: You're thinking about your aim too much.\Here we go!\Tanaka, nice serve!\Nice receive!\All right!\Trying not to think about something is the same as thinking about it.\Aoba Johsai Karasuno\Kyotani, nice serve! response:	Bring it!
context: Here we go!\Tanaka, nice serve!\Nice receive!\All right!\Trying not to think about something is the same as thinking about it.\Aoba Johsai Karasuno\Kyotani, nice serve!\Bring it! response:	All right!
context: Tanaka, nice serve!\Nice receive!\All right!\Trying not to think about something is the same as thinking about it.\Aoba Johsai Karasuno\Kyotani, nice serve!\Bring it!\All right! response:	The double-edged sword...
context: Nice receive!\All right!\Trying not to think about something is the same as thinking about it.\Aoba Johsai Karasuno\Kyotani, nice serve!\Bring it!\All right!\The double-edged sword... response:	Putting in 16 was sink-or-swim bet for Seijoh,
context: All right!\Trying not to think about something is the same as thinking about it.\Aoba Johsai Karasuno\Kyotani, nice serve!\Bring it!\All right!\The double-edged sword...\Putting in 16 was sink-or-swim bet for Seijoh, response:	but I thought they had already used him successfully.
context: Trying not to think about something is the same as thinking about it.\Aoba Johsai Karasuno\Kyotani, nice serve!\Bring it!\All right!\The double-edged sword...\Putting in 16 was sink-or-swim bet for Seijoh,\but I thought they had already used him successfully. response:	Sensei!
context: Aoba Johsai Karasuno\Kyotani, nice serve!\Bring it!\All right!\The double-edged sword...\Putting in 16 was sink-or-swim bet for Seijoh,\but I thought they had already used him successfully.\Sensei! response:	Yes!
context: Kyotani, nice serve!\Bring it!\All right!\The double-edged sword...\Putting in 16 was sink-or-swim bet for Seijoh,\but I thought they had already used him successfully.\Sensei!\Yes! response:	All right!
context: Bring it!\All right!\The double-edged sword...\Putting in 16 was sink-or-swim bet for Seijoh,\but I thought they had already used him successfully.\Sensei!\Yes!\All right! response:	Again? So quick!
context: All right!\The double-edged sword...\Putting in 16 was sink-or-swim bet for Seijoh,\but I thought they had already used him successfully.\Sensei!\Yes!\All right!\Again? So quick! response:	Now Karasuno's used up all of their time outs.
context: The double-edged sword...\Putting in 16 was sink-or-swim bet for Seijoh,\but I thought they had already used him successfully.\Sensei!\Yes!\All right!\Again? So quick!\Now Karasuno's used up all of their time outs. response:	With 16 as their new weapon,
