context: Pai! Pai! response:	Are you all right, Pai?
context: Is everyone going to wait until the skies clear up just to catch a glimpse of the stars?\Do you want to see the stars of the past?\I do, but I want to show it to others even more.\It won't happen unless the stars of the present fade away, though.\They weren't real to begin with.\True, but if those stars were to disappear all at once,\I think it'd be sad in its own way.\I have to go. I'm glad we were able to talk. response:	I was thinking about too many things and wasn't sure about what I was doing.
context: Do you want to see the stars of the past?\I do, but I want to show it to others even more.\It won't happen unless the stars of the present fade away, though.\They weren't real to begin with.\True, but if those stars were to disappear all at once,\I think it'd be sad in its own way.\I have to go. I'm glad we were able to talk.\I was thinking about too many things and wasn't sure about what I was doing. response:	When you're not sure about something, you should just trust your intuition.
context: I do, but I want to show it to others even more.\It won't happen unless the stars of the present fade away, though.\They weren't real to begin with.\True, but if those stars were to disappear all at once,\I think it'd be sad in its own way.\I have to go. I'm glad we were able to talk.\I was thinking about too many things and wasn't sure about what I was doing.\When you're not sure about something, you should just trust your intuition. response:	Was it something I said?
context: It won't happen unless the stars of the present fade away, though.\They weren't real to begin with.\True, but if those stars were to disappear all at once,\I think it'd be sad in its own way.\I have to go. I'm glad we were able to talk.\I was thinking about too many things and wasn't sure about what I was doing.\When you're not sure about something, you should just trust your intuition.\Was it something I said? response:	No, you're right.
context: They weren't real to begin with.\True, but if those stars were to disappear all at once,\I think it'd be sad in its own way.\I have to go. I'm glad we were able to talk.\I was thinking about too many things and wasn't sure about what I was doing.\When you're not sure about something, you should just trust your intuition.\Was it something I said?\No, you're right. response:	Thanks for keeping me company. I had fun.
context: True, but if those stars were to disappear all at once,\I think it'd be sad in its own way.\I have to go. I'm glad we were able to talk.\I was thinking about too many things and wasn't sure about what I was doing.\When you're not sure about something, you should just trust your intuition.\Was it something I said?\No, you're right.\Thanks for keeping me company. I had fun. response:	Me, too.
context: I think it'd be sad in its own way.\I have to go. I'm glad we were able to talk.\I was thinking about too many things and wasn't sure about what I was doing.\When you're not sure about something, you should just trust your intuition.\Was it something I said?\No, you're right.\Thanks for keeping me company. I had fun.\Me, too. response:	I'll see you around.
context: I have to go. I'm glad we were able to talk.\I was thinking about too many things and wasn't sure about what I was doing.\When you're not sure about something, you should just trust your intuition.\Was it something I said?\No, you're right.\Thanks for keeping me company. I had fun.\Me, too.\I'll see you around. response:	Onii-chan...
context: I was thinking about too many things and wasn't sure about what I was doing.\When you're not sure about something, you should just trust your intuition.\Was it something I said?\No, you're right.\Thanks for keeping me company. I had fun.\Me, too.\I'll see you around.\Onii-chan... response:	I made the stars fall again.
context: When you're not sure about something, you should just trust your intuition.\Was it something I said?\No, you're right.\Thanks for keeping me company. I had fun.\Me, too.\I'll see you around.\Onii-chan...\I made the stars fall again. response:	There were so many... today...
context: Was it something I said?\No, you're right.\Thanks for keeping me company. I had fun.\Me, too.\I'll see you around.\Onii-chan...\I made the stars fall again.\There were so many... today... response:	Hei, it's over.
context: No, you're right.\Thanks for keeping me company. I had fun.\Me, too.\I'll see you around.\Onii-chan...\I made the stars fall again.\There were so many... today...\Hei, it's over. response:	Let's go back.
context: Thanks for keeping me company. I had fun.\Me, too.\I'll see you around.\Onii-chan...\I made the stars fall again.\There were so many... today...\Hei, it's over.\Let's go back. response:	Oh, no. It's starting to rain.
context: Me, too.\I'll see you around.\Onii-chan...\I made the stars fall again.\There were so many... today...\Hei, it's over.\Let's go back.\Oh, no. It's starting to rain. response:	I told you we wouldn't be able to see them.
context: I'll see you around.\Onii-chan...\I made the stars fall again.\There were so many... today...\Hei, it's over.\Let's go back.\Oh, no. It's starting to rain.\I told you we wouldn't be able to see them. response:	Weren't you looking up at the sky a minute ago?
context: Onii-chan...\I made the stars fall again.\There were so many... today...\Hei, it's over.\Let's go back.\Oh, no. It's starting to rain.\I told you we wouldn't be able to see them.\Weren't you looking up at the sky a minute ago? response:	Don't be ridiculous.
context: I made the stars fall again.\There were so many... today...\Hei, it's over.\Let's go back.\Oh, no. It's starting to rain.\I told you we wouldn't be able to see them.\Weren't you looking up at the sky a minute ago?\Don't be ridiculous. response:	Detectives have to be realistic in order to do their jobs, Kiko.
context: There were so many... today...\Hei, it's over.\Let's go back.\Oh, no. It's starting to rain.\I told you we wouldn't be able to see them.\Weren't you looking up at the sky a minute ago?\Don't be ridiculous.\Detectives have to be realistic in order to do their jobs, Kiko. response:	Whether the stars disappear or a weird gate appears,
context: Hei, it's over.\Let's go back.\Oh, no. It's starting to rain.\I told you we wouldn't be able to see them.\Weren't you looking up at the sky a minute ago?\Don't be ridiculous.\Detectives have to be realistic in order to do their jobs, Kiko.\Whether the stars disappear or a weird gate appears, response:	no matter how many changes occur in the environment, people won't change how they live their lives.
context: Let's go back.\Oh, no. It's starting to rain.\I told you we wouldn't be able to see them.\Weren't you looking up at the sky a minute ago?\Don't be ridiculous.\Detectives have to be realistic in order to do their jobs, Kiko.\Whether the stars disappear or a weird gate appears,\no matter how many changes occur in the environment, people won't change how they live their lives. response:	Boss, you're pretty cool today, aren't you?
context: Oh, no. It's starting to rain.\I told you we wouldn't be able to see them.\Weren't you looking up at the sky a minute ago?\Don't be ridiculous.\Detectives have to be realistic in order to do their jobs, Kiko.\Whether the stars disappear or a weird gate appears,\no matter how many changes occur in the environment, people won't change how they live their lives.\Boss, you're pretty cool today, aren't you? response:	Don't fall for me, Kiko.
context: I told you we wouldn't be able to see them.\Weren't you looking up at the sky a minute ago?\Don't be ridiculous.\Detectives have to be realistic in order to do their jobs, Kiko.\Whether the stars disappear or a weird gate appears,\no matter how many changes occur in the environment, people won't change how they live their lives.\Boss, you're pretty cool today, aren't you?\Don't fall for me, Kiko. response:	All's right with the world, huh?
context: Weren't you looking up at the sky a minute ago?\Don't be ridiculous.\Detectives have to be realistic in order to do their jobs, Kiko.\Whether the stars disappear or a weird gate appears,\no matter how many changes occur in the environment, people won't change how they live their lives.\Boss, you're pretty cool today, aren't you?\Don't fall for me, Kiko.\All's right with the world, huh? response:	Hei, stay away from your apartment!
context: Don't be ridiculous.\Detectives have to be realistic in order to do their jobs, Kiko.\Whether the stars disappear or a weird gate appears,\no matter how many changes occur in the environment, people won't change how they live their lives.\Boss, you're pretty cool today, aren't you?\Don't fall for me, Kiko.\All's right with the world, huh?\Hei, stay away from your apartment! response:	What happened?
context: Detectives have to be realistic in order to do their jobs, Kiko.\Whether the stars disappear or a weird gate appears,\no matter how many changes occur in the environment, people won't change how they live their lives.\Boss, you're pretty cool today, aren't you?\Don't fall for me, Kiko.\All's right with the world, huh?\Hei, stay away from your apartment!\What happened? response:	Don't ask!
context: Whether the stars disappear or a weird gate appears,\no matter how many changes occur in the environment, people won't change how they live their lives.\Boss, you're pretty cool today, aren't you?\Don't fall for me, Kiko.\All's right with the world, huh?\Hei, stay away from your apartment!\What happened?\Don't ask! response:	Get in!
context: no matter how many changes occur in the environment, people won't change how they live their lives.\Boss, you're pretty cool today, aren't you?\Don't fall for me, Kiko.\All's right with the world, huh?\Hei, stay away from your apartment!\What happened?\Don't ask!\Get in! response:	Huang!
context: Boss, you're pretty cool today, aren't you?\Don't fall for me, Kiko.\All's right with the world, huh?\Hei, stay away from your apartment!\What happened?\Don't ask!\Get in!\Huang! response:	It looks like we were thrown out of the syndicate.
context: Don't fall for me, Kiko.\All's right with the world, huh?\Hei, stay away from your apartment!\What happened?\Don't ask!\Get in!\Huang!\It looks like we were thrown out of the syndicate. response:	What? Why?
context: All's right with the world, huh?\Hei, stay away from your apartment!\What happened?\Don't ask!\Get in!\Huang!\It looks like we were thrown out of the syndicate.\What? Why? response:	That's what I'd like to know.
context: Hei, stay away from your apartment!\What happened?\Don't ask!\Get in!\Huang!\It looks like we were thrown out of the syndicate.\What? Why?\That's what I'd like to know. response:	Hei, about the disappearance of the gate in South America...
context: What happened?\Don't ask!\Get in!\Huang!\It looks like we were thrown out of the syndicate.\What? Why?\That's what I'd like to know.\Hei, about the disappearance of the gate in South America... response:	Are you hiding something from us?
context: Don't ask!\Get in!\Huang!\It looks like we were thrown out of the syndicate.\What? Why?\That's what I'd like to know.\Hei, about the disappearance of the gate in South America...\Are you hiding something from us? response:	No hard feelings, BK201.
context: Get in!\Huang!\It looks like we were thrown out of the syndicate.\What? Why?\That's what I'd like to know.\Hei, about the disappearance of the gate in South America...\Are you hiding something from us?\No hard feelings, BK201. response:	I'm just following orders.
context: Huang!\It looks like we were thrown out of the syndicate.\What? Why?\That's what I'd like to know.\Hei, about the disappearance of the gate in South America...\Are you hiding something from us?\No hard feelings, BK201.\I'm just following orders. response:	A manipulator of gravity, huh?
context: It looks like we were thrown out of the syndicate.\What? Why?\That's what I'd like to know.\Hei, about the disappearance of the gate in South America...\Are you hiding something from us?\No hard feelings, BK201.\I'm just following orders.\A manipulator of gravity, huh? response:	Supernaturals with power tend to get cocky and forget about their surroundings.
context: What? Why?\That's what I'd like to know.\Hei, about the disappearance of the gate in South America...\Are you hiding something from us?\No hard feelings, BK201.\I'm just following orders.\A manipulator of gravity, huh?\Supernaturals with power tend to get cocky and forget about their surroundings. response:	You're...
context: That's what I'd like to know.\Hei, about the disappearance of the gate in South America...\Are you hiding something from us?\No hard feelings, BK201.\I'm just following orders.\A manipulator of gravity, huh?\Supernaturals with power tend to get cocky and forget about their surroundings.\You're... response:	Hey, take it easy. There's no need to panic.
context: Hei, about the disappearance of the gate in South America...\Are you hiding something from us?\No hard feelings, BK201.\I'm just following orders.\A manipulator of gravity, huh?\Supernaturals with power tend to get cocky and forget about their surroundings.\You're...\Hey, take it easy. There's no need to panic. response:	I was sent by Amber as a messenger.
context: Are you hiding something from us?\No hard feelings, BK201.\I'm just following orders.\A manipulator of gravity, huh?\Supernaturals with power tend to get cocky and forget about their surroundings.\You're...\Hey, take it easy. There's no need to panic.\I was sent by Amber as a messenger. response:	We'll be waiting for you inside the gate, BK201.
context: No hard feelings, BK201.\I'm just following orders.\A manipulator of gravity, huh?\Supernaturals with power tend to get cocky and forget about their surroundings.\You're...\Hey, take it easy. There's no need to panic.\I was sent by Amber as a messenger.\We'll be waiting for you inside the gate, BK201. response:	Bullshit! It isn't a place you can enter that easily.
context: I'm just following orders.\A manipulator of gravity, huh?\Supernaturals with power tend to get cocky and forget about their surroundings.\You're...\Hey, take it easy. There's no need to panic.\I was sent by Amber as a messenger.\We'll be waiting for you inside the gate, BK201.\Bullshit! It isn't a place you can enter that easily. response:	That's why I shall act as your guide.
context: A manipulator of gravity, huh?\Supernaturals with power tend to get cocky and forget about their surroundings.\You're...\Hey, take it easy. There's no need to panic.\I was sent by Amber as a messenger.\We'll be waiting for you inside the gate, BK201.\Bullshit! It isn't a place you can enter that easily.\That's why I shall act as your guide. response:	Did you think we'd fall for that?
context: Supernaturals with power tend to get cocky and forget about their surroundings.\You're...\Hey, take it easy. There's no need to panic.\I was sent by Amber as a messenger.\We'll be waiting for you inside the gate, BK201.\Bullshit! It isn't a place you can enter that easily.\That's why I shall act as your guide.\Did you think we'd fall for that? response:	Very well.
context: You're...\Hey, take it easy. There's no need to panic.\I was sent by Amber as a messenger.\We'll be waiting for you inside the gate, BK201.\Bullshit! It isn't a place you can enter that easily.\That's why I shall act as your guide.\Did you think we'd fall for that?\Very well. response:	Hei?
context: Hey, take it easy. There's no need to panic.\I was sent by Amber as a messenger.\We'll be waiting for you inside the gate, BK201.\Bullshit! It isn't a place you can enter that easily.\That's why I shall act as your guide.\Did you think we'd fall for that?\Very well.\Hei? response:	I don't know what happened at Heaven's Gate,
context: I was sent by Amber as a messenger.\We'll be waiting for you inside the gate, BK201.\Bullshit! It isn't a place you can enter that easily.\That's why I shall act as your guide.\Did you think we'd fall for that?\Very well.\Hei?\I don't know what happened at Heaven's Gate, response:	including the reason why my sister Pai disappeared.
context: We'll be waiting for you inside the gate, BK201.\Bullshit! It isn't a place you can enter that easily.\That's why I shall act as your guide.\Did you think we'd fall for that?\Very well.\Hei?\I don't know what happened at Heaven's Gate,\including the reason why my sister Pai disappeared. response:	Amber's the only one who knows.
context: Bullshit! It isn't a place you can enter that easily.\That's why I shall act as your guide.\Did you think we'd fall for that?\Very well.\Hei?\I don't know what happened at Heaven's Gate,\including the reason why my sister Pai disappeared.\Amber's the only one who knows. response:	That's why...
context: That's why I shall act as your guide.\Did you think we'd fall for that?\Very well.\Hei?\I don't know what happened at Heaven's Gate,\including the reason why my sister Pai disappeared.\Amber's the only one who knows.\That's why... response:	you want to find out for yourself.
context: Did you think we'd fall for that?\Very well.\Hei?\I don't know what happened at Heaven's Gate,\including the reason why my sister Pai disappeared.\Amber's the only one who knows.\That's why...\you want to find out for yourself. response:	Do it.
context: Very well.\Hei?\I don't know what happened at Heaven's Gate,\including the reason why my sister Pai disappeared.\Amber's the only one who knows.\That's why...\you want to find out for yourself.\Do it. response:	Meet with Amber and talk to her.
context: Hei?\I don't know what happened at Heaven's Gate,\including the reason why my sister Pai disappeared.\Amber's the only one who knows.\That's why...\you want to find out for yourself.\Do it.\Meet with Amber and talk to her. response:	Huang!
context: I don't know what happened at Heaven's Gate,\including the reason why my sister Pai disappeared.\Amber's the only one who knows.\That's why...\you want to find out for yourself.\Do it.\Meet with Amber and talk to her.\Huang! response:	Hop in.
context: including the reason why my sister Pai disappeared.\Amber's the only one who knows.\That's why...\you want to find out for yourself.\Do it.\Meet with Amber and talk to her.\Huang!\Hop in. response:	I'll take you as far as I can.
context: Amber's the only one who knows.\That's why...\you want to find out for yourself.\Do it.\Meet with Amber and talk to her.\Huang!\Hop in.\I'll take you as far as I can. response:	Why? Why are our superiors mobilizing without notifying us first?
context: That's why...\you want to find out for yourself.\Do it.\Meet with Amber and talk to her.\Huang!\Hop in.\I'll take you as far as I can.\Why? Why are our superiors mobilizing without notifying us first? response:	There was a possibility of some kind of intervention.
context: you want to find out for yourself.\Do it.\Meet with Amber and talk to her.\Huang!\Hop in.\I'll take you as far as I can.\Why? Why are our superiors mobilizing without notifying us first?\There was a possibility of some kind of intervention. response:	Intervention?
context: Do it.\Meet with Amber and talk to her.\Huang!\Hop in.\I'll take you as far as I can.\Why? Why are our superiors mobilizing without notifying us first?\There was a possibility of some kind of intervention.\Intervention? response:	Don't tell me...
context: Meet with Amber and talk to her.\Huang!\Hop in.\I'll take you as far as I can.\Why? Why are our superiors mobilizing without notifying us first?\There was a possibility of some kind of intervention.\Intervention?\Don't tell me... response:	Dad?
context: Huang!\Hop in.\I'll take you as far as I can.\Why? Why are our superiors mobilizing without notifying us first?\There was a possibility of some kind of intervention.\Intervention?\Don't tell me...\Dad? response:	Dad, what is it? I'm a little busy right now.
context: Hop in.\I'll take you as far as I can.\Why? Why are our superiors mobilizing without notifying us first?\There was a possibility of some kind of intervention.\Intervention?\Don't tell me...\Dad?\Dad, what is it? I'm a little busy right now. response:	Evacuate as soon as you can, Misaki!
context: I'll take you as far as I can.\Why? Why are our superiors mobilizing without notifying us first?\There was a possibility of some kind of intervention.\Intervention?\Don't tell me...\Dad?\Dad, what is it? I'm a little busy right now.\Evacuate as soon as you can, Misaki! response:	Evacuate?
context: Why? Why are our superiors mobilizing without notifying us first?\There was a possibility of some kind of intervention.\Intervention?\Don't tell me...\Dad?\Dad, what is it? I'm a little busy right now.\Evacuate as soon as you can, Misaki!\Evacuate? response:	I'll explain the details later.
context: There was a possibility of some kind of intervention.\Intervention?\Don't tell me...\Dad?\Dad, what is it? I'm a little busy right now.\Evacuate as soon as you can, Misaki!\Evacuate?\I'll explain the details later. response:	Leave Tokyo at once!
context: Intervention?\Don't tell me...\Dad?\Dad, what is it? I'm a little busy right now.\Evacuate as soon as you can, Misaki!\Evacuate?\I'll explain the details later.\Leave Tokyo at once! response:	What's going on? Don't tell me...
context: Don't tell me...\Dad?\Dad, what is it? I'm a little busy right now.\Evacuate as soon as you can, Misaki!\Evacuate?\I'll explain the details later.\Leave Tokyo at once!\What's going on? Don't tell me... response:	whatever happened in South America is about to take place here...
context: Dad?\Dad, what is it? I'm a little busy right now.\Evacuate as soon as you can, Misaki!\Evacuate?\I'll explain the details later.\Leave Tokyo at once!\What's going on? Don't tell me...\whatever happened in South America is about to take place here... response:	Lead the dolls into the gate,
context: Dad, what is it? I'm a little busy right now.\Evacuate as soon as you can, Misaki!\Evacuate?\I'll explain the details later.\Leave Tokyo at once!\What's going on? Don't tell me...\whatever happened in South America is about to take place here...\Lead the dolls into the gate, response:	and destroy the particle accelerator.
context: Evacuate as soon as you can, Misaki!\Evacuate?\I'll explain the details later.\Leave Tokyo at once!\What's going on? Don't tell me...\whatever happened in South America is about to take place here...\Lead the dolls into the gate,\and destroy the particle accelerator. response:	Let's go.
context: Evacuate?\I'll explain the details later.\Leave Tokyo at once!\What's going on? Don't tell me...\whatever happened in South America is about to take place here...\Lead the dolls into the gate,\and destroy the particle accelerator.\Let's go. response:	It's almost here, the beginning of the end.
context: I'll explain the details later.\Leave Tokyo at once!\What's going on? Don't tell me...\whatever happened in South America is about to take place here...\Lead the dolls into the gate,\and destroy the particle accelerator.\Let's go.\It's almost here, the beginning of the end. response:	Twinkle, twinkle, sparkle, sparkle,
context: Leave Tokyo at once!\What's going on? Don't tell me...\whatever happened in South America is about to take place here...\Lead the dolls into the gate,\and destroy the particle accelerator.\Let's go.\It's almost here, the beginning of the end.\Twinkle, twinkle, sparkle, sparkle, response:	the stars shine, and fall to the ground.
context: What's going on? Don't tell me...\whatever happened in South America is about to take place here...\Lead the dolls into the gate,\and destroy the particle accelerator.\Let's go.\It's almost here, the beginning of the end.\Twinkle, twinkle, sparkle, sparkle,\the stars shine, and fall to the ground. response:	Boom, boom, the place where they fall
context: whatever happened in South America is about to take place here...\Lead the dolls into the gate,\and destroy the particle accelerator.\Let's go.\It's almost here, the beginning of the end.\Twinkle, twinkle, sparkle, sparkle,\the stars shine, and fall to the ground.\Boom, boom, the place where they fall response:	is inside a mist, where nothing can be seen.
context: Lead the dolls into the gate,\and destroy the particle accelerator.\Let's go.\It's almost here, the beginning of the end.\Twinkle, twinkle, sparkle, sparkle,\the stars shine, and fall to the ground.\Boom, boom, the place where they fall\is inside a mist, where nothing can be seen. response:	The mist inside men's minds.
context: and destroy the particle accelerator.\Let's go.\It's almost here, the beginning of the end.\Twinkle, twinkle, sparkle, sparkle,\the stars shine, and fall to the ground.\Boom, boom, the place where they fall\is inside a mist, where nothing can be seen.\The mist inside men's minds. response:	Just wait until you see what is there.
context: Let's go.\It's almost here, the beginning of the end.\Twinkle, twinkle, sparkle, sparkle,\the stars shine, and fall to the ground.\Boom, boom, the place where they fall\is inside a mist, where nothing can be seen.\The mist inside men's minds.\Just wait until you see what is there. response:	Episode Twenty-Four Meteor Shower...
