context: Looks like another hot day. response:	Good thing Kana-chan said we don't have to wear hakama.
context: She made a weird move.\Yes, she was covering her own card.\Covering?\Said world offers no change was on Chihaya's side.\Said world offers no escape was on the Queen's side.\These are multi-syllable cards,\and you have to wait to hear\the next syllable after the no, response:	so players cover their own cards
context: Yes, she was covering her own card.\Covering?\Said world offers no change was on Chihaya's side.\Said world offers no escape was on the Queen's side.\These are multi-syllable cards,\and you have to wait to hear\the next syllable after the no,\so players cover their own cards response:	to prevent them from being taken.
context: Covering?\Said world offers no change was on Chihaya's side.\Said world offers no escape was on the Queen's side.\These are multi-syllable cards,\and you have to wait to hear\the next syllable after the no,\so players cover their own cards\to prevent them from being taken. response:	You can do that?
context: Said world offers no change was on Chihaya's side.\Said world offers no escape was on the Queen's side.\These are multi-syllable cards,\and you have to wait to hear\the next syllable after the no,\so players cover their own cards\to prevent them from being taken.\You can do that? response:	Both players were covering their own cards,
context: Said world offers no escape was on the Queen's side.\These are multi-syllable cards,\and you have to wait to hear\the next syllable after the no,\so players cover their own cards\to prevent them from being taken.\You can do that?\Both players were covering their own cards, response:	then the card on Chihaya's side was read.
context: These are multi-syllable cards,\and you have to wait to hear\the next syllable after the no,\so players cover their own cards\to prevent them from being taken.\You can do that?\Both players were covering their own cards,\then the card on Chihaya's side was read. response:	All she had to do was press down on the card.
context: and you have to wait to hear\the next syllable after the no,\so players cover their own cards\to prevent them from being taken.\You can do that?\Both players were covering their own cards,\then the card on Chihaya's side was read.\All she had to do was press down on the card. response:	But before Chihaya was able to do that,
context: the next syllable after the no,\so players cover their own cards\to prevent them from being taken.\You can do that?\Both players were covering their own cards,\then the card on Chihaya's side was read.\All she had to do was press down on the card.\But before Chihaya was able to do that, response:	the Queen slipped her hand underneath.
context: so players cover their own cards\to prevent them from being taken.\You can do that?\Both players were covering their own cards,\then the card on Chihaya's side was read.\All she had to do was press down on the card.\But before Chihaya was able to do that,\the Queen slipped her hand underneath. response:	I can't do it.
context: to prevent them from being taken.\You can do that?\Both players were covering their own cards,\then the card on Chihaya's side was read.\All she had to do was press down on the card.\But before Chihaya was able to do that,\the Queen slipped her hand underneath.\I can't do it. response:	I don't see how
context: You can do that?\Both players were covering their own cards,\then the card on Chihaya's side was read.\All she had to do was press down on the card.\But before Chihaya was able to do that,\the Queen slipped her hand underneath.\I can't do it.\I don't see how response:	I can win.
context: Both players were covering their own cards,\then the card on Chihaya's side was read.\All she had to do was press down on the card.\But before Chihaya was able to do that,\the Queen slipped her hand underneath.\I can't do it.\I don't see how\I can win. response:	I feel so bad for her.
context: then the card on Chihaya's side was read.\All she had to do was press down on the card.\But before Chihaya was able to do that,\the Queen slipped her hand underneath.\I can't do it.\I don't see how\I can win.\I feel so bad for her. response:	This is like a public execution.
context: All she had to do was press down on the card.\But before Chihaya was able to do that,\the Queen slipped her hand underneath.\I can't do it.\I don't see how\I can win.\I feel so bad for her.\This is like a public execution. response:	I really hope I don't have to play her.
context: But before Chihaya was able to do that,\the Queen slipped her hand underneath.\I can't do it.\I don't see how\I can win.\I feel so bad for her.\This is like a public execution.\I really hope I don't have to play her. response:	At this rate, she'll lose before she can take a single card.
context: the Queen slipped her hand underneath.\I can't do it.\I don't see how\I can win.\I feel so bad for her.\This is like a public execution.\I really hope I don't have to play her.\At this rate, she'll lose before she can take a single card. response:	If you fall too far behind,
context: I can't do it.\I don't see how\I can win.\I feel so bad for her.\This is like a public execution.\I really hope I don't have to play her.\At this rate, she'll lose before she can take a single card.\If you fall too far behind, response:	when the fisherman who casts his nets can seem dear
context: I don't see how\I can win.\I feel so bad for her.\This is like a public execution.\I really hope I don't have to play her.\At this rate, she'll lose before she can take a single card.\If you fall too far behind,\when the fisherman who casts his nets can seem dear response:	it becomes difficult to go on the attack.
context: I can win.\I feel so bad for her.\This is like a public execution.\I really hope I don't have to play her.\At this rate, she'll lose before she can take a single card.\If you fall too far behind,\when the fisherman who casts his nets can seem dear\it becomes difficult to go on the attack. response:	Since there's a higher chance
context: I feel so bad for her.\This is like a public execution.\I really hope I don't have to play her.\At this rate, she'll lose before she can take a single card.\If you fall too far behind,\when the fisherman who casts his nets can seem dear\it becomes difficult to go on the attack.\Since there's a higher chance response:	that a card on your own side will be read.
context: This is like a public execution.\I really hope I don't have to play her.\At this rate, she'll lose before she can take a single card.\If you fall too far behind,\when the fisherman who casts his nets can seem dear\it becomes difficult to go on the attack.\Since there's a higher chance\that a card on your own side will be read. response:	You unconsciously shift to a defensive posture.
context: I really hope I don't have to play her.\At this rate, she'll lose before she can take a single card.\If you fall too far behind,\when the fisherman who casts his nets can seem dear\it becomes difficult to go on the attack.\Since there's a higher chance\that a card on your own side will be read.\You unconsciously shift to a defensive posture. response:	My own home is...
context: At this rate, she'll lose before she can take a single card.\If you fall too far behind,\when the fisherman who casts his nets can seem dear\it becomes difficult to go on the attack.\Since there's a higher chance\that a card on your own side will be read.\You unconsciously shift to a defensive posture.\My own home is... response:	Plus, she has total control over her own side.
context: If you fall too far behind,\when the fisherman who casts his nets can seem dear\it becomes difficult to go on the attack.\Since there's a higher chance\that a card on your own side will be read.\You unconsciously shift to a defensive posture.\My own home is...\Plus, she has total control over her own side. response:	The Queen is playing defensive karuta.
context: when the fisherman who casts his nets can seem dear\it becomes difficult to go on the attack.\Since there's a higher chance\that a card on your own side will be read.\You unconsciously shift to a defensive posture.\My own home is...\Plus, she has total control over her own side.\The Queen is playing defensive karuta. response:	You can't break through,
context: it becomes difficult to go on the attack.\Since there's a higher chance\that a card on your own side will be read.\You unconsciously shift to a defensive posture.\My own home is...\Plus, she has total control over her own side.\The Queen is playing defensive karuta.\You can't break through, response:	but Chihaya doesn't have a choice.
context: Since there's a higher chance\that a card on your own side will be read.\You unconsciously shift to a defensive posture.\My own home is...\Plus, she has total control over her own side.\The Queen is playing defensive karuta.\You can't break through,\but Chihaya doesn't have a choice. response:	Hang in there, Chihaya!
context: that a card on your own side will be read.\You unconsciously shift to a defensive posture.\My own home is...\Plus, she has total control over her own side.\The Queen is playing defensive karuta.\You can't break through,\but Chihaya doesn't have a choice.\Hang in there, Chihaya! response:	While it may be...
context: You unconsciously shift to a defensive posture.\My own home is...\Plus, she has total control over her own side.\The Queen is playing defensive karuta.\You can't break through,\but Chihaya doesn't have a choice.\Hang in there, Chihaya!\While it may be... response:	What was that, Chihaya?
context: My own home is...\Plus, she has total control over her own side.\The Queen is playing defensive karuta.\You can't break through,\but Chihaya doesn't have a choice.\Hang in there, Chihaya!\While it may be...\What was that, Chihaya? response:	Why didn't you attack that card?
context: Plus, she has total control over her own side.\The Queen is playing defensive karuta.\You can't break through,\but Chihaya doesn't have a choice.\Hang in there, Chihaya!\While it may be...\What was that, Chihaya?\Why didn't you attack that card? response:	Oh, not again.
context: The Queen is playing defensive karuta.\You can't break through,\but Chihaya doesn't have a choice.\Hang in there, Chihaya!\While it may be...\What was that, Chihaya?\Why didn't you attack that card?\Oh, not again. response:	My opponents are always fired up when the match starts.
context: You can't break through,\but Chihaya doesn't have a choice.\Hang in there, Chihaya!\While it may be...\What was that, Chihaya?\Why didn't you attack that card?\Oh, not again.\My opponents are always fired up when the match starts. response:	I get to play the Queen!
context: but Chihaya doesn't have a choice.\Hang in there, Chihaya!\While it may be...\What was that, Chihaya?\Why didn't you attack that card?\Oh, not again.\My opponents are always fired up when the match starts.\I get to play the Queen! response:	Time to make myself look good!
context: Hang in there, Chihaya!\While it may be...\What was that, Chihaya?\Why didn't you attack that card?\Oh, not again.\My opponents are always fired up when the match starts.\I get to play the Queen!\Time to make myself look good! response:	But...
context: While it may be...\What was that, Chihaya?\Why didn't you attack that card?\Oh, not again.\My opponents are always fired up when the match starts.\I get to play the Queen!\Time to make myself look good!\But... response:	Soon enough, it's like I'm back to playing karuta by myself again.
context: What was that, Chihaya?\Why didn't you attack that card?\Oh, not again.\My opponents are always fired up when the match starts.\I get to play the Queen!\Time to make myself look good!\But...\Soon enough, it's like I'm back to playing karuta by myself again. response:	Well, I don't really mind.
context: Why didn't you attack that card?\Oh, not again.\My opponents are always fired up when the match starts.\I get to play the Queen!\Time to make myself look good!\But...\Soon enough, it's like I'm back to playing karuta by myself again.\Well, I don't really mind. response:	Let's make this quick.
context: Oh, not again.\My opponents are always fired up when the match starts.\I get to play the Queen!\Time to make myself look good!\But...\Soon enough, it's like I'm back to playing karuta by myself again.\Well, I don't really mind.\Let's make this quick. response:	She's up by 15 cards?
context: My opponents are always fired up when the match starts.\I get to play the Queen!\Time to make myself look good!\But...\Soon enough, it's like I'm back to playing karuta by myself again.\Well, I don't really mind.\Let's make this quick.\She's up by 15 cards? response:	Yeah.
context: I get to play the Queen!\Time to make myself look good!\But...\Soon enough, it's like I'm back to playing karuta by myself again.\Well, I don't really mind.\Let's make this quick.\She's up by 15 cards?\Yeah. response:	Huh? What?
context: Time to make myself look good!\But...\Soon enough, it's like I'm back to playing karuta by myself again.\Well, I don't really mind.\Let's make this quick.\She's up by 15 cards?\Yeah.\Huh? What? response:	What happened?!
context: But...\Soon enough, it's like I'm back to playing karuta by myself again.\Well, I don't really mind.\Let's make this quick.\She's up by 15 cards?\Yeah.\Huh? What?\What happened?! response:	Sorry! I'm sorry!
context: Soon enough, it's like I'm back to playing karuta by myself again.\Well, I don't really mind.\Let's make this quick.\She's up by 15 cards?\Yeah.\Huh? What?\What happened?!\Sorry! I'm sorry! response:	Taichi... Ms. Miyauchi...
context: Well, I don't really mind.\Let's make this quick.\She's up by 15 cards?\Yeah.\Huh? What?\What happened?!\Sorry! I'm sorry!\Taichi... Ms. Miyauchi... response:	You can do this, Chihaya!
context: Let's make this quick.\She's up by 15 cards?\Yeah.\Huh? What?\What happened?!\Sorry! I'm sorry!\Taichi... Ms. Miyauchi...\You can do this, Chihaya! response:	Keep trying, Ayase-san!
context: She's up by 15 cards?\Yeah.\Huh? What?\What happened?!\Sorry! I'm sorry!\Taichi... Ms. Miyauchi...\You can do this, Chihaya!\Keep trying, Ayase-san! response:	But I don't know what I should do.
context: Yeah.\Huh? What?\What happened?!\Sorry! I'm sorry!\Taichi... Ms. Miyauchi...\You can do this, Chihaya!\Keep trying, Ayase-san!\But I don't know what I should do. response:	I can't take a single card off her if I play my usual karuta.
context: Huh? What?\What happened?!\Sorry! I'm sorry!\Taichi... Ms. Miyauchi...\You can do this, Chihaya!\Keep trying, Ayase-san!\But I don't know what I should do.\I can't take a single card off her if I play my usual karuta. response:	This has never happened before.
context: What happened?!\Sorry! I'm sorry!\Taichi... Ms. Miyauchi...\You can do this, Chihaya!\Keep trying, Ayase-san!\But I don't know what I should do.\I can't take a single card off her if I play my usual karuta.\This has never happened before. response:	I never show mercy.
context: Sorry! I'm sorry!\Taichi... Ms. Miyauchi...\You can do this, Chihaya!\Keep trying, Ayase-san!\But I don't know what I should do.\I can't take a single card off her if I play my usual karuta.\This has never happened before.\I never show mercy. response:	I'm mad.
context: Taichi... Ms. Miyauchi...\You can do this, Chihaya!\Keep trying, Ayase-san!\But I don't know what I should do.\I can't take a single card off her if I play my usual karuta.\This has never happened before.\I never show mercy.\I'm mad. response:	I want to take a card.
context: You can do this, Chihaya!\Keep trying, Ayase-san!\But I don't know what I should do.\I can't take a single card off her if I play my usual karuta.\This has never happened before.\I never show mercy.\I'm mad.\I want to take a card. response:	I should at least be able to take one card!
context: Keep trying, Ayase-san!\But I don't know what I should do.\I can't take a single card off her if I play my usual karuta.\This has never happened before.\I never show mercy.\I'm mad.\I want to take a card.\I should at least be able to take one card! response:	Excuse me.
context: But I don't know what I should do.\I can't take a single card off her if I play my usual karuta.\This has never happened before.\I never show mercy.\I'm mad.\I want to take a card.\I should at least be able to take one card!\Excuse me. response:	Whenever Sudo was in a bad position, he would stand up
context: I can't take a single card off her if I play my usual karuta.\This has never happened before.\I never show mercy.\I'm mad.\I want to take a card.\I should at least be able to take one card!\Excuse me.\Whenever Sudo was in a bad position, he would stand up response:	and act all arrogant.
context: This has never happened before.\I never show mercy.\I'm mad.\I want to take a card.\I should at least be able to take one card!\Excuse me.\Whenever Sudo was in a bad position, he would stand up\and act all arrogant. response:	Huh?
context: I never show mercy.\I'm mad.\I want to take a card.\I should at least be able to take one card!\Excuse me.\Whenever Sudo was in a bad position, he would stand up\and act all arrogant.\Huh? response:	Is the Queen left-handed?
context: I'm mad.\I want to take a card.\I should at least be able to take one card!\Excuse me.\Whenever Sudo was in a bad position, he would stand up\and act all arrogant.\Huh?\Is the Queen left-handed? response:	Ugh, I just now realized this?
context: I want to take a card.\I should at least be able to take one card!\Excuse me.\Whenever Sudo was in a bad position, he would stand up\and act all arrogant.\Huh?\Is the Queen left-handed?\Ugh, I just now realized this? response:	I'm really out of it!
context: I should at least be able to take one card!\Excuse me.\Whenever Sudo was in a bad position, he would stand up\and act all arrogant.\Huh?\Is the Queen left-handed?\Ugh, I just now realized this?\I'm really out of it! response:	Sorry about that.
context: Excuse me.\Whenever Sudo was in a bad position, he would stand up\and act all arrogant.\Huh?\Is the Queen left-handed?\Ugh, I just now realized this?\I'm really out of it!\Sorry about that. response:	I can't be mentally weaker now than I was when I was 12!
context: Whenever Sudo was in a bad position, he would stand up\and act all arrogant.\Huh?\Is the Queen left-handed?\Ugh, I just now realized this?\I'm really out of it!\Sorry about that.\I can't be mentally weaker now than I was when I was 12! response:	Oh?
context: and act all arrogant.\Huh?\Is the Queen left-handed?\Ugh, I just now realized this?\I'm really out of it!\Sorry about that.\I can't be mentally weaker now than I was when I was 12!\Oh? response:	She's back?
context: Huh?\Is the Queen left-handed?\Ugh, I just now realized this?\I'm really out of it!\Sorry about that.\I can't be mentally weaker now than I was when I was 12!\Oh?\She's back? response:	Hmm...
context: Is the Queen left-handed?\Ugh, I just now realized this?\I'm really out of it!\Sorry about that.\I can't be mentally weaker now than I was when I was 12!\Oh?\She's back?\Hmm... response:	I wonder how long she'll last this time.
context: Ugh, I just now realized this?\I'm really out of it!\Sorry about that.\I can't be mentally weaker now than I was when I was 12!\Oh?\She's back?\Hmm...\I wonder how long she'll last this time. response:	I volunteer to shield the people with my dark sleeves
context: I'm really out of it!\Sorry about that.\I can't be mentally weaker now than I was when I was 12!\Oh?\She's back?\Hmm...\I wonder how long she'll last this time.\I volunteer to shield the people with my dark sleeves response:	When winds send waves...
context: Sorry about that.\I can't be mentally weaker now than I was when I was 12!\Oh?\She's back?\Hmm...\I wonder how long she'll last this time.\I volunteer to shield the people with my dark sleeves\When winds send waves... response:	She attacked before coming back!
context: I can't be mentally weaker now than I was when I was 12!\Oh?\She's back?\Hmm...\I wonder how long she'll last this time.\I volunteer to shield the people with my dark sleeves\When winds send waves...\She attacked before coming back! response:	It's close!
context: Oh?\She's back?\Hmm...\I wonder how long she'll last this time.\I volunteer to shield the people with my dark sleeves\When winds send waves...\She attacked before coming back!\It's close! response:	Who was first?
context: She's back?\Hmm...\I wonder how long she'll last this time.\I volunteer to shield the people with my dark sleeves\When winds send waves...\She attacked before coming back!\It's close!\Who was first? response:	The Queen was faster because she went straight
context: Hmm...\I wonder how long she'll last this time.\I volunteer to shield the people with my dark sleeves\When winds send waves...\She attacked before coming back!\It's close!\Who was first?\The Queen was faster because she went straight response:	for the attack while I attacked before coming back.
context: I wonder how long she'll last this time.\I volunteer to shield the people with my dark sleeves\When winds send waves...\She attacked before coming back!\It's close!\Who was first?\The Queen was faster because she went straight\for the attack while I attacked before coming back. response:	But this is how I learned to play karuta!
context: I volunteer to shield the people with my dark sleeves\When winds send waves...\She attacked before coming back!\It's close!\Who was first?\The Queen was faster because she went straight\for the attack while I attacked before coming back.\But this is how I learned to play karuta! response:	Chihaya-chan, think about it.
context: When winds send waves...\She attacked before coming back!\It's close!\Who was first?\The Queen was faster because she went straight\for the attack while I attacked before coming back.\But this is how I learned to play karuta!\Chihaya-chan, think about it. response:	If you can take a card from the far row of a player
context: She attacked before coming back!\It's close!\Who was first?\The Queen was faster because she went straight\for the attack while I attacked before coming back.\But this is how I learned to play karuta!\Chihaya-chan, think about it.\If you can take a card from the far row of a player response:	who's big on defense,
context: It's close!\Who was first?\The Queen was faster because she went straight\for the attack while I attacked before coming back.\But this is how I learned to play karuta!\Chihaya-chan, think about it.\If you can take a card from the far row of a player\who's big on defense, response:	you'll give them a big shock!
context: Who was first?\The Queen was faster because she went straight\for the attack while I attacked before coming back.\But this is how I learned to play karuta!\Chihaya-chan, think about it.\If you can take a card from the far row of a player\who's big on defense,\you'll give them a big shock! response:	This is how I get back in the game!
context: The Queen was faster because she went straight\for the attack while I attacked before coming back.\But this is how I learned to play karuta!\Chihaya-chan, think about it.\If you can take a card from the far row of a player\who's big on defense,\you'll give them a big shock!\This is how I get back in the game! response:	I recall how my own efforts were in vain
context: for the attack while I attacked before coming back.\But this is how I learned to play karuta!\Chihaya-chan, think about it.\If you can take a card from the far row of a player\who's big on defense,\you'll give them a big shock!\This is how I get back in the game!\I recall how my own efforts were in vain response:	May the time spent in our...
context: But this is how I learned to play karuta!\Chihaya-chan, think about it.\If you can take a card from the far row of a player\who's big on defense,\you'll give them a big shock!\This is how I get back in the game!\I recall how my own efforts were in vain\May the time spent in our... response:	She hit my hand?
context: Chihaya-chan, think about it.\If you can take a card from the far row of a player\who's big on defense,\you'll give them a big shock!\This is how I get back in the game!\I recall how my own efforts were in vain\May the time spent in our...\She hit my hand? response:	So it was close?
context: If you can take a card from the far row of a player\who's big on defense,\you'll give them a big shock!\This is how I get back in the game!\I recall how my own efforts were in vain\May the time spent in our...\She hit my hand?\So it was close? response:	Oh, impressive.
context: who's big on defense,\you'll give them a big shock!\This is how I get back in the game!\I recall how my own efforts were in vain\May the time spent in our...\She hit my hand?\So it was close?\Oh, impressive. response:	You did it, Chihaya!
context: you'll give them a big shock!\This is how I get back in the game!\I recall how my own efforts were in vain\May the time spent in our...\She hit my hand?\So it was close?\Oh, impressive.\You did it, Chihaya! response:	It's your first card!
context: This is how I get back in the game!\I recall how my own efforts were in vain\May the time spent in our...\She hit my hand?\So it was close?\Oh, impressive.\You did it, Chihaya!\It's your first card! response:	No, we touched it at the same time,
context: I recall how my own efforts were in vain\May the time spent in our...\She hit my hand?\So it was close?\Oh, impressive.\You did it, Chihaya!\It's your first card!\No, we touched it at the same time, response:	and the card was on your side.
context: May the time spent in our...\She hit my hand?\So it was close?\Oh, impressive.\You did it, Chihaya!\It's your first card!\No, we touched it at the same time,\and the card was on your side. response:	Why?! Take the card, Chihaya!
context: She hit my hand?\So it was close?\Oh, impressive.\You did it, Chihaya!\It's your first card!\No, we touched it at the same time,\and the card was on your side.\Why?! Take the card, Chihaya! response:	Nobody turns down a card!
context: So it was close?\Oh, impressive.\You did it, Chihaya!\It's your first card!\No, we touched it at the same time,\and the card was on your side.\Why?! Take the card, Chihaya!\Nobody turns down a card! response:	Oh.
context: Oh, impressive.\You did it, Chihaya!\It's your first card!\No, we touched it at the same time,\and the card was on your side.\Why?! Take the card, Chihaya!\Nobody turns down a card!\Oh. response:	Ah! Oops!
context: You did it, Chihaya!\It's your first card!\No, we touched it at the same time,\and the card was on your side.\Why?! Take the card, Chihaya!\Nobody turns down a card!\Oh.\Ah! Oops! response:	Every card on the field is yours.
context: It's your first card!\No, we touched it at the same time,\and the card was on your side.\Why?! Take the card, Chihaya!\Nobody turns down a card!\Oh.\Ah! Oops!\Every card on the field is yours. response:	Contest every card that you can.
context: No, we touched it at the same time,\and the card was on your side.\Why?! Take the card, Chihaya!\Nobody turns down a card!\Oh.\Ah! Oops!\Every card on the field is yours.\Contest every card that you can. response:	I just broke one of Dr. Harada's cardinal rules of karuta...
context: and the card was on your side.\Why?! Take the card, Chihaya!\Nobody turns down a card!\Oh.\Ah! Oops!\Every card on the field is yours.\Contest every card that you can.\I just broke one of Dr. Harada's cardinal rules of karuta... response:	But this is the Omi Learning Center.
context: Why?! Take the card, Chihaya!\Nobody turns down a card!\Oh.\Ah! Oops!\Every card on the field is yours.\Contest every card that you can.\I just broke one of Dr. Harada's cardinal rules of karuta...\But this is the Omi Learning Center. response:	The Master and Queen matches are played on this tatami floor.
context: Nobody turns down a card!\Oh.\Ah! Oops!\Every card on the field is yours.\Contest every card that you can.\I just broke one of Dr. Harada's cardinal rules of karuta...\But this is the Omi Learning Center.\The Master and Queen matches are played on this tatami floor. response:	I don't want any flukes.
context: Oh.\Ah! Oops!\Every card on the field is yours.\Contest every card that you can.\I just broke one of Dr. Harada's cardinal rules of karuta...\But this is the Omi Learning Center.\The Master and Queen matches are played on this tatami floor.\I don't want any flukes. response:	The first card I take from her...
context: Ah! Oops!\Every card on the field is yours.\Contest every card that you can.\I just broke one of Dr. Harada's cardinal rules of karuta...\But this is the Omi Learning Center.\The Master and Queen matches are played on this tatami floor.\I don't want any flukes.\The first card I take from her... response:	Ogura Hundred Poets Karuta Master Queen Finals
context: Every card on the field is yours.\Contest every card that you can.\I just broke one of Dr. Harada's cardinal rules of karuta...\But this is the Omi Learning Center.\The Master and Queen matches are played on this tatami floor.\I don't want any flukes.\The first card I take from her...\Ogura Hundred Poets Karuta Master Queen Finals response:	Such a strange girl...
context: Contest every card that you can.\I just broke one of Dr. Harada's cardinal rules of karuta...\But this is the Omi Learning Center.\The Master and Queen matches are played on this tatami floor.\I don't want any flukes.\The first card I take from her...\Ogura Hundred Poets Karuta Master Queen Finals\Such a strange girl... response:	bring a life of everlasting love
context: I just broke one of Dr. Harada's cardinal rules of karuta...\But this is the Omi Learning Center.\The Master and Queen matches are played on this tatami floor.\I don't want any flukes.\The first card I take from her...\Ogura Hundred Poets Karuta Master Queen Finals\Such a strange girl...\bring a life of everlasting love response:	ust of wind leaves fall leaves falling
context: But this is the Omi Learning Center.\The Master and Queen matches are played on this tatami floor.\I don't want any flukes.\The first card I take from her...\Ogura Hundred Poets Karuta Master Queen Finals\Such a strange girl...\bring a life of everlasting love\ust of wind leaves fall leaves falling response:	She took a one-syllable card from the Queen's favored side!
context: The Master and Queen matches are played on this tatami floor.\I don't want any flukes.\The first card I take from her...\Ogura Hundred Poets Karuta Master Queen Finals\Such a strange girl...\bring a life of everlasting love\ust of wind leaves fall leaves falling\She took a one-syllable card from the Queen's favored side! response:	Whoa, I've never seen the Queen lose a one-syllable card before!
context: I don't want any flukes.\The first card I take from her...\Ogura Hundred Poets Karuta Master Queen Finals\Such a strange girl...\bring a life of everlasting love\ust of wind leaves fall leaves falling\She took a one-syllable card from the Queen's favored side!\Whoa, I've never seen the Queen lose a one-syllable card before! response:	Didn't she start moving while Gust was being read?
context: The first card I take from her...\Ogura Hundred Poets Karuta Master Queen Finals\Such a strange girl...\bring a life of everlasting love\ust of wind leaves fall leaves falling\She took a one-syllable card from the Queen's favored side!\Whoa, I've never seen the Queen lose a one-syllable card before!\Didn't she start moving while Gust was being read? response:	The G...
context: Ogura Hundred Poets Karuta Master Queen Finals\Such a strange girl...\bring a life of everlasting love\ust of wind leaves fall leaves falling\She took a one-syllable card from the Queen's favored side!\Whoa, I've never seen the Queen lose a one-syllable card before!\Didn't she start moving while Gust was being read?\The G... response:	This is what Dr. Harada meant.
context: Such a strange girl...\bring a life of everlasting love\ust of wind leaves fall leaves falling\She took a one-syllable card from the Queen's favored side!\Whoa, I've never seen the Queen lose a one-syllable card before!\Didn't she start moving while Gust was being read?\The G...\This is what Dr. Harada meant. response:	Chihaya can hear Gust before it's actually spoken.
context: bring a life of everlasting love\ust of wind leaves fall leaves falling\She took a one-syllable card from the Queen's favored side!\Whoa, I've never seen the Queen lose a one-syllable card before!\Didn't she start moving while Gust was being read?\The G...\This is what Dr. Harada meant.\Chihaya can hear Gust before it's actually spoken. response:	Her ears pick up that hard G...
context: ust of wind leaves fall leaves falling\She took a one-syllable card from the Queen's favored side!\Whoa, I've never seen the Queen lose a one-syllable card before!\Didn't she start moving while Gust was being read?\The G...\This is what Dr. Harada meant.\Chihaya can hear Gust before it's actually spoken.\Her ears pick up that hard G... response:	Gust of wind is one of Chihaya's best cards.
context: She took a one-syllable card from the Queen's favored side!\Whoa, I've never seen the Queen lose a one-syllable card before!\Didn't she start moving while Gust was being read?\The G...\This is what Dr. Harada meant.\Chihaya can hear Gust before it's actually spoken.\Her ears pick up that hard G...\Gust of wind is one of Chihaya's best cards. response:	hence the name fall leaves
context: Whoa, I've never seen the Queen lose a one-syllable card before!\Didn't she start moving while Gust was being read?\The G...\This is what Dr. Harada meant.\Chihaya can hear Gust before it's actually spoken.\Her ears pick up that hard G...\Gust of wind is one of Chihaya's best cards.\hence the name fall leaves response:	My first card...
context: Didn't she start moving while Gust was being read?\The G...\This is what Dr. Harada meant.\Chihaya can hear Gust before it's actually spoken.\Her ears pick up that hard G...\Gust of wind is one of Chihaya's best cards.\hence the name fall leaves\My first card... response:	This is my first card again.
context: The G...\This is what Dr. Harada meant.\Chihaya can hear Gust before it's actually spoken.\Her ears pick up that hard G...\Gust of wind is one of Chihaya's best cards.\hence the name fall leaves\My first card...\This is my first card again. response:	the red that is the Tatsuta River
context: This is what Dr. Harada meant.\Chihaya can hear Gust before it's actually spoken.\Her ears pick up that hard G...\Gust of wind is one of Chihaya's best cards.\hence the name fall leaves\My first card...\This is my first card again.\the red that is the Tatsuta River response:	Chihaya!
context: Chihaya can hear Gust before it's actually spoken.\Her ears pick up that hard G...\Gust of wind is one of Chihaya's best cards.\hence the name fall leaves\My first card...\This is my first card again.\the red that is the Tatsuta River\Chihaya! response:	hence the name fall leaves
context: Her ears pick up that hard G...\Gust of wind is one of Chihaya's best cards.\hence the name fall leaves\My first card...\This is my first card again.\the red that is the Tatsuta River\Chihaya!\hence the name fall leaves response:	Impassionate gods...
context: Gust of wind is one of Chihaya's best cards.\hence the name fall leaves\My first card...\This is my first card again.\the red that is the Tatsuta River\Chihaya!\hence the name fall leaves\Impassionate gods... response:	She got it!
context: hence the name fall leaves\My first card...\This is my first card again.\the red that is the Tatsuta River\Chihaya!\hence the name fall leaves\Impassionate gods...\She got it! response:	Chihaya!
context: My first card...\This is my first card again.\the red that is the Tatsuta River\Chihaya!\hence the name fall leaves\Impassionate gods...\She got it!\Chihaya! response:	She converted on the card she sent!
context: This is my first card again.\the red that is the Tatsuta River\Chihaya!\hence the name fall leaves\Impassionate gods...\She got it!\Chihaya!\She converted on the card she sent! response:	Two in a row!
context: the red that is the Tatsuta River\Chihaya!\hence the name fall leaves\Impassionate gods...\She got it!\Chihaya!\She converted on the card she sent!\Two in a row! response:	This card...
context: Chihaya!\hence the name fall leaves\Impassionate gods...\She got it!\Chihaya!\She converted on the card she sent!\Two in a row!\This card... response:	will lead me to the Queen title!
