context: It was a silent night response:	Eclipse was beginnin'
context: Not on that leg, you can't.\This is Anzai from F Squad.\I've apprehended Target A.\Currently at Hongo 4.\This is Sawazaki.\Hidaka will be there to back you up in three minutes.\I tranqed him.\And sorry, something came up. Take him in for me. response:	What?!
context: This is Anzai from F Squad.\I've apprehended Target A.\Currently at Hongo 4.\This is Sawazaki.\Hidaka will be there to back you up in three minutes.\I tranqed him.\And sorry, something came up. Take him in for me.\What?! response:	You could at least wait three minutes for someone to-
context: I've apprehended Target A.\Currently at Hongo 4.\This is Sawazaki.\Hidaka will be there to back you up in three minutes.\I tranqed him.\And sorry, something came up. Take him in for me.\What?!\You could at least wait three minutes for someone to- response:	Don't you have to go?
context: Currently at Hongo 4.\This is Sawazaki.\Hidaka will be there to back you up in three minutes.\I tranqed him.\And sorry, something came up. Take him in for me.\What?!\You could at least wait three minutes for someone to-\Don't you have to go? response:	I'll be...
context: This is Sawazaki.\Hidaka will be there to back you up in three minutes.\I tranqed him.\And sorry, something came up. Take him in for me.\What?!\You could at least wait three minutes for someone to-\Don't you have to go?\I'll be... response:	Fine? No, you won't.
context: Hidaka will be there to back you up in three minutes.\I tranqed him.\And sorry, something came up. Take him in for me.\What?!\You could at least wait three minutes for someone to-\Don't you have to go?\I'll be...\Fine? No, you won't. response:	This way?
context: I tranqed him.\And sorry, something came up. Take him in for me.\What?!\You could at least wait three minutes for someone to-\Don't you have to go?\I'll be...\Fine? No, you won't.\This way? response:	Hey. 301, right?
context: And sorry, something came up. Take him in for me.\What?!\You could at least wait three minutes for someone to-\Don't you have to go?\I'll be...\Fine? No, you won't.\This way?\Hey. 301, right? response:	Thank you for everything, Anzai.
context: What?!\You could at least wait three minutes for someone to-\Don't you have to go?\I'll be...\Fine? No, you won't.\This way?\Hey. 301, right?\Thank you for everything, Anzai. response:	You need to forget my name.
context: You could at least wait three minutes for someone to-\Don't you have to go?\I'll be...\Fine? No, you won't.\This way?\Hey. 301, right?\Thank you for everything, Anzai.\You need to forget my name. response:	And what happened today.
context: Don't you have to go?\I'll be...\Fine? No, you won't.\This way?\Hey. 301, right?\Thank you for everything, Anzai.\You need to forget my name.\And what happened today. response:	Don't cry.
context: I'll be...\Fine? No, you won't.\This way?\Hey. 301, right?\Thank you for everything, Anzai.\You need to forget my name.\And what happened today.\Don't cry. response:	I will cry!
context: Fine? No, you won't.\This way?\Hey. 301, right?\Thank you for everything, Anzai.\You need to forget my name.\And what happened today.\Don't cry.\I will cry! response:	Akimura and I were really good friends for a really long time!
context: This way?\Hey. 301, right?\Thank you for everything, Anzai.\You need to forget my name.\And what happened today.\Don't cry.\I will cry!\Akimura and I were really good friends for a really long time! response:	I least, I thought we were.
context: Hey. 301, right?\Thank you for everything, Anzai.\You need to forget my name.\And what happened today.\Don't cry.\I will cry!\Akimura and I were really good friends for a really long time!\I least, I thought we were. response:	I just...
context: Thank you for everything, Anzai.\You need to forget my name.\And what happened today.\Don't cry.\I will cry!\Akimura and I were really good friends for a really long time!\I least, I thought we were.\I just... response:	I didn't know anything about him.
context: You need to forget my name.\And what happened today.\Don't cry.\I will cry!\Akimura and I were really good friends for a really long time!\I least, I thought we were.\I just...\I didn't know anything about him. response:	The thing about vampires is...
context: And what happened today.\Don't cry.\I will cry!\Akimura and I were really good friends for a really long time!\I least, I thought we were.\I just...\I didn't know anything about him.\The thing about vampires is... response:	Biologically, they're extremely similar to humans.
context: Don't cry.\I will cry!\Akimura and I were really good friends for a really long time!\I least, I thought we were.\I just...\I didn't know anything about him.\The thing about vampires is...\Biologically, they're extremely similar to humans. response:	If they don't ever transform,
context: I will cry!\Akimura and I were really good friends for a really long time!\I least, I thought we were.\I just...\I didn't know anything about him.\The thing about vampires is...\Biologically, they're extremely similar to humans.\If they don't ever transform, response:	even most other vampires can't pick them out in a crowd.
context: Akimura and I were really good friends for a really long time!\I least, I thought we were.\I just...\I didn't know anything about him.\The thing about vampires is...\Biologically, they're extremely similar to humans.\If they don't ever transform,\even most other vampires can't pick them out in a crowd. response:	So if he was trying his damnedest to hide it,
context: I least, I thought we were.\I just...\I didn't know anything about him.\The thing about vampires is...\Biologically, they're extremely similar to humans.\If they don't ever transform,\even most other vampires can't pick them out in a crowd.\So if he was trying his damnedest to hide it, response:	then you can't blame yourself for not knowing he was one.
context: I just...\I didn't know anything about him.\The thing about vampires is...\Biologically, they're extremely similar to humans.\If they don't ever transform,\even most other vampires can't pick them out in a crowd.\So if he was trying his damnedest to hide it,\then you can't blame yourself for not knowing he was one. response:	But vampires are fighting a constant battle against the fear that they'll lose control
context: I didn't know anything about him.\The thing about vampires is...\Biologically, they're extremely similar to humans.\If they don't ever transform,\even most other vampires can't pick them out in a crowd.\So if he was trying his damnedest to hide it,\then you can't blame yourself for not knowing he was one.\But vampires are fighting a constant battle against the fear that they'll lose control response:	the instant they see human blood.
context: The thing about vampires is...\Biologically, they're extremely similar to humans.\If they don't ever transform,\even most other vampires can't pick them out in a crowd.\So if he was trying his damnedest to hide it,\then you can't blame yourself for not knowing he was one.\But vampires are fighting a constant battle against the fear that they'll lose control\the instant they see human blood. response:	I think he really meant it when he said he loves you.
context: Biologically, they're extremely similar to humans.\If they don't ever transform,\even most other vampires can't pick them out in a crowd.\So if he was trying his damnedest to hide it,\then you can't blame yourself for not knowing he was one.\But vampires are fighting a constant battle against the fear that they'll lose control\the instant they see human blood.\I think he really meant it when he said he loves you. response:	But devils and humans were never meant to be together.
context: If they don't ever transform,\even most other vampires can't pick them out in a crowd.\So if he was trying his damnedest to hide it,\then you can't blame yourself for not knowing he was one.\But vampires are fighting a constant battle against the fear that they'll lose control\the instant they see human blood.\I think he really meant it when he said he loves you.\But devils and humans were never meant to be together. response:	Devils?
context: even most other vampires can't pick them out in a crowd.\So if he was trying his damnedest to hide it,\then you can't blame yourself for not knowing he was one.\But vampires are fighting a constant battle against the fear that they'll lose control\the instant they see human blood.\I think he really meant it when he said he loves you.\But devils and humans were never meant to be together.\Devils? response:	Yeah. That's what we call vampires.
context: So if he was trying his damnedest to hide it,\then you can't blame yourself for not knowing he was one.\But vampires are fighting a constant battle against the fear that they'll lose control\the instant they see human blood.\I think he really meant it when he said he loves you.\But devils and humans were never meant to be together.\Devils?\Yeah. That's what we call vampires. response:	Your mouth.
context: then you can't blame yourself for not knowing he was one.\But vampires are fighting a constant battle against the fear that they'll lose control\the instant they see human blood.\I think he really meant it when he said he loves you.\But devils and humans were never meant to be together.\Devils?\Yeah. That's what we call vampires.\Your mouth. response:	It's bleeding.
context: But vampires are fighting a constant battle against the fear that they'll lose control\the instant they see human blood.\I think he really meant it when he said he loves you.\But devils and humans were never meant to be together.\Devils?\Yeah. That's what we call vampires.\Your mouth.\It's bleeding. response:	Now you notice?
context: the instant they see human blood.\I think he really meant it when he said he loves you.\But devils and humans were never meant to be together.\Devils?\Yeah. That's what we call vampires.\Your mouth.\It's bleeding.\Now you notice? response:	Yeah, I cut my lip when you shoved me!
context: I think he really meant it when he said he loves you.\But devils and humans were never meant to be together.\Devils?\Yeah. That's what we call vampires.\Your mouth.\It's bleeding.\Now you notice?\Yeah, I cut my lip when you shoved me! response:	And I'm getting a little sick of your violent-
context: But devils and humans were never meant to be together.\Devils?\Yeah. That's what we call vampires.\Your mouth.\It's bleeding.\Now you notice?\Yeah, I cut my lip when you shoved me!\And I'm getting a little sick of your violent- response:	Like softly melting away
context: Devils?\Yeah. That's what we call vampires.\Your mouth.\It's bleeding.\Now you notice?\Yeah, I cut my lip when you shoved me!\And I'm getting a little sick of your violent-\Like softly melting away response:	If we could have loved each other more like that
context: Yeah. That's what we call vampires.\Your mouth.\It's bleeding.\Now you notice?\Yeah, I cut my lip when you shoved me!\And I'm getting a little sick of your violent-\Like softly melting away\If we could have loved each other more like that response:	What could I have told you?
context: Your mouth.\It's bleeding.\Now you notice?\Yeah, I cut my lip when you shoved me!\And I'm getting a little sick of your violent-\Like softly melting away\If we could have loved each other more like that\What could I have told you? response:	A chance encounter that cannot amount to love
context: It's bleeding.\Now you notice?\Yeah, I cut my lip when you shoved me!\And I'm getting a little sick of your violent-\Like softly melting away\If we could have loved each other more like that\What could I have told you?\A chance encounter that cannot amount to love response:	Someone forgive me
context: Now you notice?\Yeah, I cut my lip when you shoved me!\And I'm getting a little sick of your violent-\Like softly melting away\If we could have loved each other more like that\What could I have told you?\A chance encounter that cannot amount to love\Someone forgive me response:	Because this filthy form is who I am
context: Yeah, I cut my lip when you shoved me!\And I'm getting a little sick of your violent-\Like softly melting away\If we could have loved each other more like that\What could I have told you?\A chance encounter that cannot amount to love\Someone forgive me\Because this filthy form is who I am response:	Oh, why?
context: And I'm getting a little sick of your violent-\Like softly melting away\If we could have loved each other more like that\What could I have told you?\A chance encounter that cannot amount to love\Someone forgive me\Because this filthy form is who I am\Oh, why? response:	Are these fingers trembling as they touch you?
context: Like softly melting away\If we could have loved each other more like that\What could I have told you?\A chance encounter that cannot amount to love\Someone forgive me\Because this filthy form is who I am\Oh, why?\Are these fingers trembling as they touch you? response:	It's a story of fighting together
context: If we could have loved each other more like that\What could I have told you?\A chance encounter that cannot amount to love\Someone forgive me\Because this filthy form is who I am\Oh, why?\Are these fingers trembling as they touch you?\It's a story of fighting together response:	I want to hold you
context: What could I have told you?\A chance encounter that cannot amount to love\Someone forgive me\Because this filthy form is who I am\Oh, why?\Are these fingers trembling as they touch you?\It's a story of fighting together\I want to hold you response:	I want to protect you without hurting you
context: A chance encounter that cannot amount to love\Someone forgive me\Because this filthy form is who I am\Oh, why?\Are these fingers trembling as they touch you?\It's a story of fighting together\I want to hold you\I want to protect you without hurting you response:	You and only you
context: Someone forgive me\Because this filthy form is who I am\Oh, why?\Are these fingers trembling as they touch you?\It's a story of fighting together\I want to hold you\I want to protect you without hurting you\You and only you response:	It's a story of desiring forever
context: Because this filthy form is who I am\Oh, why?\Are these fingers trembling as they touch you?\It's a story of fighting together\I want to hold you\I want to protect you without hurting you\You and only you\It's a story of desiring forever response:	I will keep fighting
context: Oh, why?\Are these fingers trembling as they touch you?\It's a story of fighting together\I want to hold you\I want to protect you without hurting you\You and only you\It's a story of desiring forever\I will keep fighting response:	Against the urges surging up inside me
context: Are these fingers trembling as they touch you?\It's a story of fighting together\I want to hold you\I want to protect you without hurting you\You and only you\It's a story of desiring forever\I will keep fighting\Against the urges surging up inside me response:	Oh, again, I...
context: It's a story of fighting together\I want to hold you\I want to protect you without hurting you\You and only you\It's a story of desiring forever\I will keep fighting\Against the urges surging up inside me\Oh, again, I... response:	Deep red dawn
context: I want to hold you\I want to protect you without hurting you\You and only you\It's a story of desiring forever\I will keep fighting\Against the urges surging up inside me\Oh, again, I...\Deep red dawn response:	Like we're softly melting away...
context: I want to protect you without hurting you\You and only you\It's a story of desiring forever\I will keep fighting\Against the urges surging up inside me\Oh, again, I...\Deep red dawn\Like we're softly melting away... response:	Next Time
context: You and only you\It's a story of desiring forever\I will keep fighting\Against the urges surging up inside me\Oh, again, I...\Deep red dawn\Like we're softly melting away...\Next Time response:	Line 2,
context: It's a story of desiring forever\I will keep fighting\Against the urges surging up inside me\Oh, again, I...\Deep red dawn\Like we're softly melting away...\Next Time\Line 2, response:	Safe House.
context: I will keep fighting\Against the urges surging up inside me\Oh, again, I...\Deep red dawn\Like we're softly melting away...\Next Time\Line 2,\Safe House. response:	Safe House
