context: Watch Duty response:	Tamaki Miyake
context: but also the time she spent here, overcoming things with her team.\She loved this atmosphere,\where you have no choice but to overcome things with your team,\with nothing else to get in the way.\I love this place.\Good luck over the winter.\I'll be back again, I swear.\Are you crying? response:	Here.
context: She loved this atmosphere,\where you have no choice but to overcome things with your team,\with nothing else to get in the way.\I love this place.\Good luck over the winter.\I'll be back again, I swear.\Are you crying?\Here. response:	You made these for us?
context: where you have no choice but to overcome things with your team,\with nothing else to get in the way.\I love this place.\Good luck over the winter.\I'll be back again, I swear.\Are you crying?\Here.\You made these for us? response:	With leftovers, of course.
context: with nothing else to get in the way.\I love this place.\Good luck over the winter.\I'll be back again, I swear.\Are you crying?\Here.\You made these for us?\With leftovers, of course. response:	Um...
context: I love this place.\Good luck over the winter.\I'll be back again, I swear.\Are you crying?\Here.\You made these for us?\With leftovers, of course.\Um... response:	Wow, thanks...
context: Good luck over the winter.\I'll be back again, I swear.\Are you crying?\Here.\You made these for us?\With leftovers, of course.\Um...\Wow, thanks... response:	Could you take this back to Yu-kun? He's waiting in Japan?
context: I'll be back again, I swear.\Are you crying?\Here.\You made these for us?\With leftovers, of course.\Um...\Wow, thanks...\Could you take this back to Yu-kun? He's waiting in Japan? response:	What?
context: Are you crying?\Here.\You made these for us?\With leftovers, of course.\Um...\Wow, thanks...\Could you take this back to Yu-kun? He's waiting in Japan?\What? response:	Don't go!
context: Here.\You made these for us?\With leftovers, of course.\Um...\Wow, thanks...\Could you take this back to Yu-kun? He's waiting in Japan?\What?\Don't go! response:	You smell of alcohol...
context: You made these for us?\With leftovers, of course.\Um...\Wow, thanks...\Could you take this back to Yu-kun? He's waiting in Japan?\What?\Don't go!\You smell of alcohol... response:	Of course I do! I've been drinking!
context: With leftovers, of course.\Um...\Wow, thanks...\Could you take this back to Yu-kun? He's waiting in Japan?\What?\Don't go!\You smell of alcohol...\Of course I do! I've been drinking! response:	Don't worry. Have this.
context: Um...\Wow, thanks...\Could you take this back to Yu-kun? He's waiting in Japan?\What?\Don't go!\You smell of alcohol...\Of course I do! I've been drinking!\Don't worry. Have this. response:	Shirase-san, thank her! Thank her!
context: Wow, thanks...\Could you take this back to Yu-kun? He's waiting in Japan?\What?\Don't go!\You smell of alcohol...\Of course I do! I've been drinking!\Don't worry. Have this.\Shirase-san, thank her! Thank her! response:	Just go already!
context: Could you take this back to Yu-kun? He's waiting in Japan?\What?\Don't go!\You smell of alcohol...\Of course I do! I've been drinking!\Don't worry. Have this.\Shirase-san, thank her! Thank her!\Just go already! response:	The Follow Backs Won't Stop
context: What?\Don't go!\You smell of alcohol...\Of course I do! I've been drinking!\Don't worry. Have this.\Shirase-san, thank her! Thank her!\Just go already!\The Follow Backs Won't Stop response:	So that's your signature, Yuzuki-chan?
context: Don't go!\You smell of alcohol...\Of course I do! I've been drinking!\Don't worry. Have this.\Shirase-san, thank her! Thank her!\Just go already!\The Follow Backs Won't Stop\So that's your signature, Yuzuki-chan? response:	Looks like an idol's.
context: You smell of alcohol...\Of course I do! I've been drinking!\Don't worry. Have this.\Shirase-san, thank her! Thank her!\Just go already!\The Follow Backs Won't Stop\So that's your signature, Yuzuki-chan?\Looks like an idol's. response:	How many of these did you sell?
context: Of course I do! I've been drinking!\Don't worry. Have this.\Shirase-san, thank her! Thank her!\Just go already!\The Follow Backs Won't Stop\So that's your signature, Yuzuki-chan?\Looks like an idol's.\How many of these did you sell? response:	Would you please cease your babbling?
context: Don't worry. Have this.\Shirase-san, thank her! Thank her!\Just go already!\The Follow Backs Won't Stop\So that's your signature, Yuzuki-chan?\Looks like an idol's.\How many of these did you sell?\Would you please cease your babbling? response:	Here.
context: Shirase-san, thank her! Thank her!\Just go already!\The Follow Backs Won't Stop\So that's your signature, Yuzuki-chan?\Looks like an idol's.\How many of these did you sell?\Would you please cease your babbling?\Here. response:	Um...
context: Just go already!\The Follow Backs Won't Stop\So that's your signature, Yuzuki-chan?\Looks like an idol's.\How many of these did you sell?\Would you please cease your babbling?\Here.\Um... response:	Yes?
context: The Follow Backs Won't Stop\So that's your signature, Yuzuki-chan?\Looks like an idol's.\How many of these did you sell?\Would you please cease your babbling?\Here.\Um...\Yes? response:	I'm looking forward to your drama.
context: So that's your signature, Yuzuki-chan?\Looks like an idol's.\How many of these did you sell?\Would you please cease your babbling?\Here.\Um...\Yes?\I'm looking forward to your drama. response:	Though I won't get to see it until I get back...
context: Looks like an idol's.\How many of these did you sell?\Would you please cease your babbling?\Here.\Um...\Yes?\I'm looking forward to your drama.\Though I won't get to see it until I get back... response:	Okay...
context: How many of these did you sell?\Would you please cease your babbling?\Here.\Um...\Yes?\I'm looking forward to your drama.\Though I won't get to see it until I get back...\Okay... response:	How'd it go?
context: Would you please cease your babbling?\Here.\Um...\Yes?\I'm looking forward to your drama.\Though I won't get to see it until I get back...\Okay...\How'd it go? response:	There really are people looking forward to it...
context: Here.\Um...\Yes?\I'm looking forward to your drama.\Though I won't get to see it until I get back...\Okay...\How'd it go?\There really are people looking forward to it... response:	Of course there are!
context: Um...\Yes?\I'm looking forward to your drama.\Though I won't get to see it until I get back...\Okay...\How'd it go?\There really are people looking forward to it...\Of course there are! response:	You'd better work hard!
context: Yes?\I'm looking forward to your drama.\Though I won't get to see it until I get back...\Okay...\How'd it go?\There really are people looking forward to it...\Of course there are!\You'd better work hard! response:	Okay!
context: I'm looking forward to your drama.\Though I won't get to see it until I get back...\Okay...\How'd it go?\There really are people looking forward to it...\Of course there are!\You'd better work hard!\Okay! response:	It's time to go!
context: Though I won't get to see it until I get back...\Okay...\How'd it go?\There really are people looking forward to it...\Of course there are!\You'd better work hard!\Okay!\It's time to go! response:	Okay!
context: Okay...\How'd it go?\There really are people looking forward to it...\Of course there are!\You'd better work hard!\Okay!\It's time to go!\Okay! response:	Take care.
context: How'd it go?\There really are people looking forward to it...\Of course there are!\You'd better work hard!\Okay!\It's time to go!\Okay!\Take care. response:	Thank you!
context: There really are people looking forward to it...\Of course there are!\You'd better work hard!\Okay!\It's time to go!\Okay!\Take care.\Thank you! response:	Actually, I should be thanking you...
context: Of course there are!\You'd better work hard!\Okay!\It's time to go!\Okay!\Take care.\Thank you!\Actually, I should be thanking you... response:	Do you remember what we talked about in the van that first day?
context: You'd better work hard!\Okay!\It's time to go!\Okay!\Take care.\Thank you!\Actually, I should be thanking you...\Do you remember what we talked about in the van that first day? response:	Talking with you then really gave me a lot of courage.
context: Okay!\It's time to go!\Okay!\Take care.\Thank you!\Actually, I should be thanking you...\Do you remember what we talked about in the van that first day?\Talking with you then really gave me a lot of courage. response:	When I saw your faces, I realized I couldn't let our plans be canceled.
context: It's time to go!\Okay!\Take care.\Thank you!\Actually, I should be thanking you...\Do you remember what we talked about in the van that first day?\Talking with you then really gave me a lot of courage.\When I saw your faces, I realized I couldn't let our plans be canceled. response:	You were thinking they might?
context: Okay!\Take care.\Thank you!\Actually, I should be thanking you...\Do you remember what we talked about in the van that first day?\Talking with you then really gave me a lot of courage.\When I saw your faces, I realized I couldn't let our plans be canceled.\You were thinking they might? response:	Yes.
context: Take care.\Thank you!\Actually, I should be thanking you...\Do you remember what we talked about in the van that first day?\Talking with you then really gave me a lot of courage.\When I saw your faces, I realized I couldn't let our plans be canceled.\You were thinking they might?\Yes. response:	For adults, there's a moment when you shouldn't be honest.
context: Thank you!\Actually, I should be thanking you...\Do you remember what we talked about in the van that first day?\Talking with you then really gave me a lot of courage.\When I saw your faces, I realized I couldn't let our plans be canceled.\You were thinking they might?\Yes.\For adults, there's a moment when you shouldn't be honest. response:	Take care of the captain.
context: Actually, I should be thanking you...\Do you remember what we talked about in the van that first day?\Talking with you then really gave me a lot of courage.\When I saw your faces, I realized I couldn't let our plans be canceled.\You were thinking they might?\Yes.\For adults, there's a moment when you shouldn't be honest.\Take care of the captain. response:	You heard her.
context: Do you remember what we talked about in the van that first day?\Talking with you then really gave me a lot of courage.\When I saw your faces, I realized I couldn't let our plans be canceled.\You were thinking they might?\Yes.\For adults, there's a moment when you shouldn't be honest.\Take care of the captain.\You heard her. response:	Well, listen to you.
context: Talking with you then really gave me a lot of courage.\When I saw your faces, I realized I couldn't let our plans be canceled.\You were thinking they might?\Yes.\For adults, there's a moment when you shouldn't be honest.\Take care of the captain.\You heard her.\Well, listen to you. response:	Go on, get in!
context: When I saw your faces, I realized I couldn't let our plans be canceled.\You were thinking they might?\Yes.\For adults, there's a moment when you shouldn't be honest.\Take care of the captain.\You heard her.\Well, listen to you.\Go on, get in! response:	Okay!
context: You were thinking they might?\Yes.\For adults, there's a moment when you shouldn't be honest.\Take care of the captain.\You heard her.\Well, listen to you.\Go on, get in!\Okay! response:	And take this.
context: Yes.\For adults, there's a moment when you shouldn't be honest.\Take care of the captain.\You heard her.\Well, listen to you.\Go on, get in!\Okay!\And take this. response:	I think my mother would be mad if you didn't let her stay for the winter.
context: For adults, there's a moment when you shouldn't be honest.\Take care of the captain.\You heard her.\Well, listen to you.\Go on, get in!\Okay!\And take this.\I think my mother would be mad if you didn't let her stay for the winter. response:	But...
context: Take care of the captain.\You heard her.\Well, listen to you.\Go on, get in!\Okay!\And take this.\I think my mother would be mad if you didn't let her stay for the winter.\But... response:	I don't need it anymore.
context: You heard her.\Well, listen to you.\Go on, get in!\Okay!\And take this.\I think my mother would be mad if you didn't let her stay for the winter.\But...\I don't need it anymore. response:	Understood.
context: Well, listen to you.\Go on, get in!\Okay!\And take this.\I think my mother would be mad if you didn't let her stay for the winter.\But...\I don't need it anymore.\Understood. response:	Let's go.
context: Go on, get in!\Okay!\And take this.\I think my mother would be mad if you didn't let her stay for the winter.\But...\I don't need it anymore.\Understood.\Let's go. response:	They're gone.
context: Okay!\And take this.\I think my mother would be mad if you didn't let her stay for the winter.\But...\I don't need it anymore.\Understood.\Let's go.\They're gone. response:	The average age here just jumped.
context: And take this.\I think my mother would be mad if you didn't let her stay for the winter.\But...\I don't need it anymore.\Understood.\Let's go.\They're gone.\The average age here just jumped. response:	Ouch!
context: I think my mother would be mad if you didn't let her stay for the winter.\But...\I don't need it anymore.\Understood.\Let's go.\They're gone.\The average age here just jumped.\Ouch! response:	Well, we've got a lot of time ahead of us!
context: But...\I don't need it anymore.\Understood.\Let's go.\They're gone.\The average age here just jumped.\Ouch!\Well, we've got a lot of time ahead of us! response:	Inbox Kobuchizawa Shirase Dear Mom Kobuchizawa Shirase Dear Mom Kobuchizawa Shirase Dear Mom
context: I don't need it anymore.\Understood.\Let's go.\They're gone.\The average age here just jumped.\Ouch!\Well, we've got a lot of time ahead of us!\Inbox Kobuchizawa Shirase Dear Mom Kobuchizawa Shirase Dear Mom Kobuchizawa Shirase Dear Mom response:	Kobuchizawa Takako Inbox (1483) Saved Drafts Sent Mail Trash Outbox (1)
context: Understood.\Let's go.\They're gone.\The average age here just jumped.\Ouch!\Well, we've got a lot of time ahead of us!\Inbox Kobuchizawa Shirase Dear Mom Kobuchizawa Shirase Dear Mom Kobuchizawa Shirase Dear Mom\Kobuchizawa Takako Inbox (1483) Saved Drafts Sent Mail Trash Outbox (1) response:	When we first came here, it seemed so far away...
context: Let's go.\They're gone.\The average age here just jumped.\Ouch!\Well, we've got a lot of time ahead of us!\Inbox Kobuchizawa Shirase Dear Mom Kobuchizawa Shirase Dear Mom Kobuchizawa Shirase Dear Mom\Kobuchizawa Takako Inbox (1483) Saved Drafts Sent Mail Trash Outbox (1)\When we first came here, it seemed so far away... response:	Well, that's what a journey is.
context: They're gone.\The average age here just jumped.\Ouch!\Well, we've got a lot of time ahead of us!\Inbox Kobuchizawa Shirase Dear Mom Kobuchizawa Shirase Dear Mom Kobuchizawa Shirase Dear Mom\Kobuchizawa Takako Inbox (1483) Saved Drafts Sent Mail Trash Outbox (1)\When we first came here, it seemed so far away...\Well, that's what a journey is. response:	It's not over yet.
context: The average age here just jumped.\Ouch!\Well, we've got a lot of time ahead of us!\Inbox Kobuchizawa Shirase Dear Mom Kobuchizawa Shirase Dear Mom Kobuchizawa Shirase Dear Mom\Kobuchizawa Takako Inbox (1483) Saved Drafts Sent Mail Trash Outbox (1)\When we first came here, it seemed so far away...\Well, that's what a journey is.\It's not over yet. response:	There's still the 60 degrees, the 50 degrees, the 40 degrees...
context: Ouch!\Well, we've got a lot of time ahead of us!\Inbox Kobuchizawa Shirase Dear Mom Kobuchizawa Shirase Dear Mom Kobuchizawa Shirase Dear Mom\Kobuchizawa Takako Inbox (1483) Saved Drafts Sent Mail Trash Outbox (1)\When we first came here, it seemed so far away...\Well, that's what a journey is.\It's not over yet.\There's still the 60 degrees, the 50 degrees, the 40 degrees... response:	Screaming!
context: Well, we've got a lot of time ahead of us!\Inbox Kobuchizawa Shirase Dear Mom Kobuchizawa Shirase Dear Mom Kobuchizawa Shirase Dear Mom\Kobuchizawa Takako Inbox (1483) Saved Drafts Sent Mail Trash Outbox (1)\When we first came here, it seemed so far away...\Well, that's what a journey is.\It's not over yet.\There's still the 60 degrees, the 50 degrees, the 40 degrees...\Screaming! response:	I'll probably throw up again.
context: Inbox Kobuchizawa Shirase Dear Mom Kobuchizawa Shirase Dear Mom Kobuchizawa Shirase Dear Mom\Kobuchizawa Takako Inbox (1483) Saved Drafts Sent Mail Trash Outbox (1)\When we first came here, it seemed so far away...\Well, that's what a journey is.\It's not over yet.\There's still the 60 degrees, the 50 degrees, the 40 degrees...\Screaming!\I'll probably throw up again. response:	It's okay.
context: Kobuchizawa Takako Inbox (1483) Saved Drafts Sent Mail Trash Outbox (1)\When we first came here, it seemed so far away...\Well, that's what a journey is.\It's not over yet.\There's still the 60 degrees, the 50 degrees, the 40 degrees...\Screaming!\I'll probably throw up again.\It's okay. response:	Barfing and barfing, thinking I'm so sick, I'm gonna die...
context: When we first came here, it seemed so far away...\Well, that's what a journey is.\It's not over yet.\There's still the 60 degrees, the 50 degrees, the 40 degrees...\Screaming!\I'll probably throw up again.\It's okay.\Barfing and barfing, thinking I'm so sick, I'm gonna die... response:	That's fine. That's part of the journey, too.
context: Well, that's what a journey is.\It's not over yet.\There's still the 60 degrees, the 50 degrees, the 40 degrees...\Screaming!\I'll probably throw up again.\It's okay.\Barfing and barfing, thinking I'm so sick, I'm gonna die...\That's fine. That's part of the journey, too. response:	Do you think we've gotten a little stronger?
context: It's not over yet.\There's still the 60 degrees, the 50 degrees, the 40 degrees...\Screaming!\I'll probably throw up again.\It's okay.\Barfing and barfing, thinking I'm so sick, I'm gonna die...\That's fine. That's part of the journey, too.\Do you think we've gotten a little stronger? response:	Or maybe we've gotten sloppier...
context: There's still the 60 degrees, the 50 degrees, the 40 degrees...\Screaming!\I'll probably throw up again.\It's okay.\Barfing and barfing, thinking I'm so sick, I'm gonna die...\That's fine. That's part of the journey, too.\Do you think we've gotten a little stronger?\Or maybe we've gotten sloppier... response:	It's because everything is bigger here.
context: Screaming!\I'll probably throw up again.\It's okay.\Barfing and barfing, thinking I'm so sick, I'm gonna die...\That's fine. That's part of the journey, too.\Do you think we've gotten a little stronger?\Or maybe we've gotten sloppier...\It's because everything is bigger here. response:	Is this what we're wearing?
context: I'll probably throw up again.\It's okay.\Barfing and barfing, thinking I'm so sick, I'm gonna die...\That's fine. That's part of the journey, too.\Do you think we've gotten a little stronger?\Or maybe we've gotten sloppier...\It's because everything is bigger here.\Is this what we're wearing? response:	It's the last one! We need to make it special!
context: It's okay.\Barfing and barfing, thinking I'm so sick, I'm gonna die...\That's fine. That's part of the journey, too.\Do you think we've gotten a little stronger?\Or maybe we've gotten sloppier...\It's because everything is bigger here.\Is this what we're wearing?\It's the last one! We need to make it special! response:	Let's see... This will be my final catchy, witty, sensational report...
context: Barfing and barfing, thinking I'm so sick, I'm gonna die...\That's fine. That's part of the journey, too.\Do you think we've gotten a little stronger?\Or maybe we've gotten sloppier...\It's because everything is bigger here.\Is this what we're wearing?\It's the last one! We need to make it special!\Let's see... This will be my final catchy, witty, sensational report... response:	Maybe you should put down the script?
context: That's fine. That's part of the journey, too.\Do you think we've gotten a little stronger?\Or maybe we've gotten sloppier...\It's because everything is bigger here.\Is this what we're wearing?\It's the last one! We need to make it special!\Let's see... This will be my final catchy, witty, sensational report...\Maybe you should put down the script? response:	Okay, let's go!
context: Do you think we've gotten a little stronger?\Or maybe we've gotten sloppier...\It's because everything is bigger here.\Is this what we're wearing?\It's the last one! We need to make it special!\Let's see... This will be my final catchy, witty, sensational report...\Maybe you should put down the script?\Okay, let's go! response:	Wait! It's the last one! I need a little more time!
context: Or maybe we've gotten sloppier...\It's because everything is bigger here.\Is this what we're wearing?\It's the last one! We need to make it special!\Let's see... This will be my final catchy, witty, sensational report...\Maybe you should put down the script?\Okay, let's go!\Wait! It's the last one! I need a little more time! response:	The aurora!
context: It's because everything is bigger here.\Is this what we're wearing?\It's the last one! We need to make it special!\Let's see... This will be my final catchy, witty, sensational report...\Maybe you should put down the script?\Okay, let's go!\Wait! It's the last one! I need a little more time!\The aurora! response:	You're right!
context: Is this what we're wearing?\It's the last one! We need to make it special!\Let's see... This will be my final catchy, witty, sensational report...\Maybe you should put down the script?\Okay, let's go!\Wait! It's the last one! I need a little more time!\The aurora!\You're right! response:	Oh, no! I can't get it to show up!
context: It's the last one! We need to make it special!\Let's see... This will be my final catchy, witty, sensational report...\Maybe you should put down the script?\Okay, let's go!\Wait! It's the last one! I need a little more time!\The aurora!\You're right!\Oh, no! I can't get it to show up! response:	It's okay.
context: Let's see... This will be my final catchy, witty, sensational report...\Maybe you should put down the script?\Okay, let's go!\Wait! It's the last one! I need a little more time!\The aurora!\You're right!\Oh, no! I can't get it to show up!\It's okay. response:	If that happens once in a while.
context: Maybe you should put down the script?\Okay, let's go!\Wait! It's the last one! I need a little more time!\The aurora!\You're right!\Oh, no! I can't get it to show up!\It's okay.\If that happens once in a while. response:	Mail Now Mom The real thing is ten thousand times more be
context: Okay, let's go!\Wait! It's the last one! I need a little more time!\The aurora!\You're right!\Oh, no! I can't get it to show up!\It's okay.\If that happens once in a while.\Mail Now Mom The real thing is ten thousand times more be response:	Mom...
context: Wait! It's the last one! I need a little more time!\The aurora!\You're right!\Oh, no! I can't get it to show up!\It's okay.\If that happens once in a while.\Mail Now Mom The real thing is ten thousand times more be\Mom... response:	No way!
context: The aurora!\You're right!\Oh, no! I can't get it to show up!\It's okay.\If that happens once in a while.\Mail Now Mom The real thing is ten thousand times more be\Mom...\No way! response:	Mail Now Mom The real thing is ten thousand times more beautiful
context: You're right!\Oh, no! I can't get it to show up!\It's okay.\If that happens once in a while.\Mail Now Mom The real thing is ten thousand times more be\Mom...\No way!\Mail Now Mom The real thing is ten thousand times more beautiful response:	I know.
context: Oh, no! I can't get it to show up!\It's okay.\If that happens once in a while.\Mail Now Mom The real thing is ten thousand times more be\Mom...\No way!\Mail Now Mom The real thing is ten thousand times more beautiful\I know. response:	That's it!
context: It's okay.\If that happens once in a while.\Mail Now Mom The real thing is ten thousand times more be\Mom...\No way!\Mail Now Mom The real thing is ten thousand times more beautiful\I know.\That's it! response:	That's the South Star! I'm calling it!
context: If that happens once in a while.\Mail Now Mom The real thing is ten thousand times more be\Mom...\No way!\Mail Now Mom The real thing is ten thousand times more beautiful\I know.\That's it!\That's the South Star! I'm calling it! response:	I don't think it's that bright...
context: Mail Now Mom The real thing is ten thousand times more be\Mom...\No way!\Mail Now Mom The real thing is ten thousand times more beautiful\I know.\That's it!\That's the South Star! I'm calling it!\I don't think it's that bright... response:	Hey.
context: Mom...\No way!\Mail Now Mom The real thing is ten thousand times more beautiful\I know.\That's it!\That's the South Star! I'm calling it!\I don't think it's that bright...\Hey. response:	Let's say goodbye here.
context: No way!\Mail Now Mom The real thing is ten thousand times more beautiful\I know.\That's it!\That's the South Star! I'm calling it!\I don't think it's that bright...\Hey.\Let's say goodbye here. response:	Kimari...
context: Mail Now Mom The real thing is ten thousand times more beautiful\I know.\That's it!\That's the South Star! I'm calling it!\I don't think it's that bright...\Hey.\Let's say goodbye here.\Kimari... response:	Does that mean we won't be together anymore?
context: I know.\That's it!\That's the South Star! I'm calling it!\I don't think it's that bright...\Hey.\Let's say goodbye here.\Kimari...\Does that mean we won't be together anymore? response:	The opposite. It means that even when we're not together, we can be together.
context: That's it!\That's the South Star! I'm calling it!\I don't think it's that bright...\Hey.\Let's say goodbye here.\Kimari...\Does that mean we won't be together anymore?\The opposite. It means that even when we're not together, we can be together. response:	After all... we're still who we are.
context: That's the South Star! I'm calling it!\I don't think it's that bright...\Hey.\Let's say goodbye here.\Kimari...\Does that mean we won't be together anymore?\The opposite. It means that even when we're not together, we can be together.\After all... we're still who we are. response:	Who's that a quote from? Hinata-san?
context: I don't think it's that bright...\Hey.\Let's say goodbye here.\Kimari...\Does that mean we won't be together anymore?\The opposite. It means that even when we're not together, we can be together.\After all... we're still who we are.\Who's that a quote from? Hinata-san? response:	It's not bad, though.
context: Hey.\Let's say goodbye here.\Kimari...\Does that mean we won't be together anymore?\The opposite. It means that even when we're not together, we can be together.\After all... we're still who we are.\Who's that a quote from? Hinata-san?\It's not bad, though. response:	Right?
context: Let's say goodbye here.\Kimari...\Does that mean we won't be together anymore?\The opposite. It means that even when we're not together, we can be together.\After all... we're still who we are.\Who's that a quote from? Hinata-san?\It's not bad, though.\Right? response:	We still have a lot we have to do, right?
context: Kimari...\Does that mean we won't be together anymore?\The opposite. It means that even when we're not together, we can be together.\After all... we're still who we are.\Who's that a quote from? Hinata-san?\It's not bad, though.\Right?\We still have a lot we have to do, right? response:	Yeah. When we're done doing that, let's go on another journey.
context: Does that mean we won't be together anymore?\The opposite. It means that even when we're not together, we can be together.\After all... we're still who we are.\Who's that a quote from? Hinata-san?\It's not bad, though.\Right?\We still have a lot we have to do, right?\Yeah. When we're done doing that, let's go on another journey. response:	The four of us.
context: The opposite. It means that even when we're not together, we can be together.\After all... we're still who we are.\Who's that a quote from? Hinata-san?\It's not bad, though.\Right?\We still have a lot we have to do, right?\Yeah. When we're done doing that, let's go on another journey.\The four of us. response:	The four of us, yes.
context: After all... we're still who we are.\Who's that a quote from? Hinata-san?\It's not bad, though.\Right?\We still have a lot we have to do, right?\Yeah. When we're done doing that, let's go on another journey.\The four of us.\The four of us, yes. response:	Well, Shirase still has her million yen. I've got my savings, too...
context: Who's that a quote from? Hinata-san?\It's not bad, though.\Right?\We still have a lot we have to do, right?\Yeah. When we're done doing that, let's go on another journey.\The four of us.\The four of us, yes.\Well, Shirase still has her million yen. I've got my savings, too... response:	That's gone now.
context: It's not bad, though.\Right?\We still have a lot we have to do, right?\Yeah. When we're done doing that, let's go on another journey.\The four of us.\The four of us, yes.\Well, Shirase still has her million yen. I've got my savings, too...\That's gone now. response:	I left it there.
context: Right?\We still have a lot we have to do, right?\Yeah. When we're done doing that, let's go on another journey.\The four of us.\The four of us, yes.\Well, Shirase still has her million yen. I've got my savings, too...\That's gone now.\I left it there. response:	Treasure
context: We still have a lot we have to do, right?\Yeah. When we're done doing that, let's go on another journey.\The four of us.\The four of us, yes.\Well, Shirase still has her million yen. I've got my savings, too...\That's gone now.\I left it there.\Treasure response:	In the place further than the universe.
context: Yeah. When we're done doing that, let's go on another journey.\The four of us.\The four of us, yes.\Well, Shirase still has her million yen. I've got my savings, too...\That's gone now.\I left it there.\Treasure\In the place further than the universe. response:	When you go on a journey, there are things you learn for the first time.
context: The four of us.\The four of us, yes.\Well, Shirase still has her million yen. I've got my savings, too...\That's gone now.\I left it there.\Treasure\In the place further than the universe.\When you go on a journey, there are things you learn for the first time. response:	That this scenery is indispensable.
context: The four of us, yes.\Well, Shirase still has her million yen. I've got my savings, too...\That's gone now.\I left it there.\Treasure\In the place further than the universe.\When you go on a journey, there are things you learn for the first time.\That this scenery is indispensable. response:	That people change, the world changes, even when you're not looking.
context: Well, Shirase still has her million yen. I've got my savings, too...\That's gone now.\I left it there.\Treasure\In the place further than the universe.\When you go on a journey, there are things you learn for the first time.\That this scenery is indispensable.\That people change, the world changes, even when you're not looking. response:	That there's no such thing as a nothing day.
context: That's gone now.\I left it there.\Treasure\In the place further than the universe.\When you go on a journey, there are things you learn for the first time.\That this scenery is indispensable.\That people change, the world changes, even when you're not looking.\That there's no such thing as a nothing day. response:	That your house has its own smell.
context: I left it there.\Treasure\In the place further than the universe.\When you go on a journey, there are things you learn for the first time.\That this scenery is indispensable.\That people change, the world changes, even when you're not looking.\That there's no such thing as a nothing day.\That your house has its own smell. response:	If you want to learn those things, you've got to get moving.
context: Treasure\In the place further than the universe.\When you go on a journey, there are things you learn for the first time.\That this scenery is indispensable.\That people change, the world changes, even when you're not looking.\That there's no such thing as a nothing day.\That your house has its own smell.\If you want to learn those things, you've got to get moving. response:	Then just keep moving until you see something you've never seen before.
context: In the place further than the universe.\When you go on a journey, there are things you learn for the first time.\That this scenery is indispensable.\That people change, the world changes, even when you're not looking.\That there's no such thing as a nothing day.\That your house has its own smell.\If you want to learn those things, you've got to get moving.\Then just keep moving until you see something you've never seen before. response:	Offerings
context: When you go on a journey, there are things you learn for the first time.\That this scenery is indispensable.\That people change, the world changes, even when you're not looking.\That there's no such thing as a nothing day.\That your house has its own smell.\If you want to learn those things, you've got to get moving.\Then just keep moving until you see something you've never seen before.\Offerings response:	No matter how far you go, the world is so big...
context: That this scenery is indispensable.\That people change, the world changes, even when you're not looking.\That there's no such thing as a nothing day.\That your house has its own smell.\If you want to learn those things, you've got to get moving.\Then just keep moving until you see something you've never seen before.\Offerings\No matter how far you go, the world is so big... response:	You'll definitely find something new.
context: That people change, the world changes, even when you're not looking.\That there's no such thing as a nothing day.\That your house has its own smell.\If you want to learn those things, you've got to get moving.\Then just keep moving until you see something you've never seen before.\Offerings\No matter how far you go, the world is so big...\You'll definitely find something new. response:	It's a little scary, but I know you can do it.
context: That there's no such thing as a nothing day.\That your house has its own smell.\If you want to learn those things, you've got to get moving.\Then just keep moving until you see something you've never seen before.\Offerings\No matter how far you go, the world is so big...\You'll definitely find something new.\It's a little scary, but I know you can do it. response:	Because...
context: That your house has its own smell.\If you want to learn those things, you've got to get moving.\Then just keep moving until you see something you've never seen before.\Offerings\No matter how far you go, the world is so big...\You'll definitely find something new.\It's a little scary, but I know you can do it.\Because... response:	Off to the airport
context: If you want to learn those things, you've got to get moving.\Then just keep moving until you see something you've never seen before.\Offerings\No matter how far you go, the world is so big...\You'll definitely find something new.\It's a little scary, but I know you can do it.\Because...\Off to the airport response:	Almost home
context: Then just keep moving until you see something you've never seen before.\Offerings\No matter how far you go, the world is so big...\You'll definitely find something new.\It's a little scary, but I know you can do it.\Because...\Off to the airport\Almost home response:	I'm back!
context: Offerings\No matter how far you go, the world is so big...\You'll definitely find something new.\It's a little scary, but I know you can do it.\Because...\Off to the airport\Almost home\I'm back! response:	Megu-chan
context: No matter how far you go, the world is so big...\You'll definitely find something new.\It's a little scary, but I know you can do it.\Because...\Off to the airport\Almost home\I'm back!\Megu-chan response:	I'm back!
context: You'll definitely find something new.\It's a little scary, but I know you can do it.\Because...\Off to the airport\Almost home\I'm back!\Megu-chan\I'm back! response:	I'm home
context: It's a little scary, but I know you can do it.\Because...\Off to the airport\Almost home\I'm back!\Megu-chan\I'm back!\I'm home response:	Oh, too bad.
context: Because...\Off to the airport\Almost home\I'm back!\Megu-chan\I'm back!\I'm home\Oh, too bad. response:	Megu-chan
context: Off to the airport\Almost home\I'm back!\Megu-chan\I'm back!\I'm home\Oh, too bad.\Megu-chan response:	Right now, I'm in the Arctic
context: Almost home\I'm back!\Megu-chan\I'm back!\I'm home\Oh, too bad.\Megu-chan\Right now, I'm in the Arctic response:	Why?
context: I'm back!\Megu-chan\I'm back!\I'm home\Oh, too bad.\Megu-chan\Right now, I'm in the Arctic\Why? response:	Why?
