context: How dare you manipulate the children's hero, Red Man, response:	and turn the special natural treasure,
context: Oh, boy...\Red Man, Punch! Oh, boy...\Red Man, Punch!\Black Crystal, transform that girl into a monster.\Zoi!\Victory! Red Man!\He transformed into a monster!\It's a monster against monster fight! response:	Monster Akan has arrived!
context: Red Man, Punch! Oh, boy...\Red Man, Punch!\Black Crystal, transform that girl into a monster.\Zoi!\Victory! Red Man!\He transformed into a monster!\It's a monster against monster fight!\Monster Akan has arrived! response:	Monster?!
context: Red Man, Punch!\Black Crystal, transform that girl into a monster.\Zoi!\Victory! Red Man!\He transformed into a monster!\It's a monster against monster fight!\Monster Akan has arrived!\Monster?! response:	Oh, I cannot believe I messed up.
context: Black Crystal, transform that girl into a monster.\Zoi!\Victory! Red Man!\He transformed into a monster!\It's a monster against monster fight!\Monster Akan has arrived!\Monster?!\Oh, I cannot believe I messed up. response:	Go! Go!
context: Zoi!\Victory! Red Man!\He transformed into a monster!\It's a monster against monster fight!\Monster Akan has arrived!\Monster?!\Oh, I cannot believe I messed up.\Go! Go! response:	Take these Marimo Balls from Lake Akan!
context: Victory! Red Man!\He transformed into a monster!\It's a monster against monster fight!\Monster Akan has arrived!\Monster?!\Oh, I cannot believe I messed up.\Go! Go!\Take these Marimo Balls from Lake Akan! response:	What the heck are you doing?!
context: He transformed into a monster!\It's a monster against monster fight!\Monster Akan has arrived!\Monster?!\Oh, I cannot believe I messed up.\Go! Go!\Take these Marimo Balls from Lake Akan!\What the heck are you doing?! response:	It's dangero...
context: It's a monster against monster fight!\Monster Akan has arrived!\Monster?!\Oh, I cannot believe I messed up.\Go! Go!\Take these Marimo Balls from Lake Akan!\What the heck are you doing?!\It's dangero... response:	Luna, what's going on?!
context: Monster Akan has arrived!\Monster?!\Oh, I cannot believe I messed up.\Go! Go!\Take these Marimo Balls from Lake Akan!\What the heck are you doing?!\It's dangero...\Luna, what's going on?! response:	This must be the work of the Dark Kingdom!
context: Monster?!\Oh, I cannot believe I messed up.\Go! Go!\Take these Marimo Balls from Lake Akan!\What the heck are you doing?!\It's dangero...\Luna, what's going on?!\This must be the work of the Dark Kingdom! response:	Naru!
context: Oh, I cannot believe I messed up.\Go! Go!\Take these Marimo Balls from Lake Akan!\What the heck are you doing?!\It's dangero...\Luna, what's going on?!\This must be the work of the Dark Kingdom!\Naru! response:	Take these Marimo Balls from Lake Akan!
context: Go! Go!\Take these Marimo Balls from Lake Akan!\What the heck are you doing?!\It's dangero...\Luna, what's going on?!\This must be the work of the Dark Kingdom!\Naru!\Take these Marimo Balls from Lake Akan! response:	Run, Naru!
context: Take these Marimo Balls from Lake Akan!\What the heck are you doing?!\It's dangero...\Luna, what's going on?!\This must be the work of the Dark Kingdom!\Naru!\Take these Marimo Balls from Lake Akan!\Run, Naru! response:	Usagi!
context: What the heck are you doing?!\It's dangero...\Luna, what's going on?!\This must be the work of the Dark Kingdom!\Naru!\Take these Marimo Balls from Lake Akan!\Run, Naru!\Usagi! response:	You cannot run now!
context: It's dangero...\Luna, what's going on?!\This must be the work of the Dark Kingdom!\Naru!\Take these Marimo Balls from Lake Akan!\Run, Naru!\Usagi!\You cannot run now! response:	Stop it!
context: Luna, what's going on?!\This must be the work of the Dark Kingdom!\Naru!\Take these Marimo Balls from Lake Akan!\Run, Naru!\Usagi!\You cannot run now!\Stop it! response:	Umino!
context: This must be the work of the Dark Kingdom!\Naru!\Take these Marimo Balls from Lake Akan!\Run, Naru!\Usagi!\You cannot run now!\Stop it!\Umino! response:	Tuxedo Umino Mask will protect Naru!
context: Naru!\Take these Marimo Balls from Lake Akan!\Run, Naru!\Usagi!\You cannot run now!\Stop it!\Umino!\Tuxedo Umino Mask will protect Naru! response:	Take these fried shrimp!
context: Take these Marimo Balls from Lake Akan!\Run, Naru!\Usagi!\You cannot run now!\Stop it!\Umino!\Tuxedo Umino Mask will protect Naru!\Take these fried shrimp! response:	Don't! Umino!
context: Run, Naru!\Usagi!\You cannot run now!\Stop it!\Umino!\Tuxedo Umino Mask will protect Naru!\Take these fried shrimp!\Don't! Umino! response:	Why you!
context: Usagi!\You cannot run now!\Stop it!\Umino!\Tuxedo Umino Mask will protect Naru!\Take these fried shrimp!\Don't! Umino!\Why you! response:	Akan!
context: You cannot run now!\Stop it!\Umino!\Tuxedo Umino Mask will protect Naru!\Take these fried shrimp!\Don't! Umino!\Why you!\Akan! response:	Umino!
context: Stop it!\Umino!\Tuxedo Umino Mask will protect Naru!\Take these fried shrimp!\Don't! Umino!\Why you!\Akan!\Umino! response:	Tuxedo Umino Mask will protect Naru,
context: Umino!\Tuxedo Umino Mask will protect Naru!\Take these fried shrimp!\Don't! Umino!\Why you!\Akan!\Umino!\Tuxedo Umino Mask will protect Naru, response:	even if it costs me my life!
context: Tuxedo Umino Mask will protect Naru!\Take these fried shrimp!\Don't! Umino!\Why you!\Akan!\Umino!\Tuxedo Umino Mask will protect Naru,\even if it costs me my life! response:	Umino...
context: Take these fried shrimp!\Don't! Umino!\Why you!\Akan!\Umino!\Tuxedo Umino Mask will protect Naru,\even if it costs me my life!\Umino... response:	Moon Prism Power Makeup!
context: Don't! Umino!\Why you!\Akan!\Umino!\Tuxedo Umino Mask will protect Naru,\even if it costs me my life!\Umino...\Moon Prism Power Makeup! response:	Eat this!
context: Why you!\Akan!\Umino!\Tuxedo Umino Mask will protect Naru,\even if it costs me my life!\Umino...\Moon Prism Power Makeup!\Eat this! response:	Akan! Akan! Akan!
context: Akan!\Umino!\Tuxedo Umino Mask will protect Naru,\even if it costs me my life!\Umino...\Moon Prism Power Makeup!\Eat this!\Akan! Akan! Akan! response:	Umino!
context: Umino!\Tuxedo Umino Mask will protect Naru,\even if it costs me my life!\Umino...\Moon Prism Power Makeup!\Eat this!\Akan! Akan! Akan!\Umino! response:	Naru, hurry! Run!
context: Tuxedo Umino Mask will protect Naru,\even if it costs me my life!\Umino...\Moon Prism Power Makeup!\Eat this!\Akan! Akan! Akan!\Umino!\Naru, hurry! Run! response:	Umino!
context: even if it costs me my life!\Umino...\Moon Prism Power Makeup!\Eat this!\Akan! Akan! Akan!\Umino!\Naru, hurry! Run!\Umino! response:	Akan!
context: Umino...\Moon Prism Power Makeup!\Eat this!\Akan! Akan! Akan!\Umino!\Naru, hurry! Run!\Umino!\Akan! response:	No!
context: Moon Prism Power Makeup!\Eat this!\Akan! Akan! Akan!\Umino!\Naru, hurry! Run!\Umino!\Akan!\No! response:	How dare you turn the natural treasure,
context: Eat this!\Akan! Akan! Akan!\Umino!\Naru, hurry! Run!\Umino!\Akan!\No!\How dare you turn the natural treasure, response:	Lake Akan's Marimo Balls, into weapons!
context: Akan! Akan! Akan!\Umino!\Naru, hurry! Run!\Umino!\Akan!\No!\How dare you turn the natural treasure,\Lake Akan's Marimo Balls, into weapons! response:	The Hokkaido Tourist Association
context: Umino!\Naru, hurry! Run!\Umino!\Akan!\No!\How dare you turn the natural treasure,\Lake Akan's Marimo Balls, into weapons!\The Hokkaido Tourist Association response:	never gave you permission to do that, did they?!
context: Naru, hurry! Run!\Umino!\Akan!\No!\How dare you turn the natural treasure,\Lake Akan's Marimo Balls, into weapons!\The Hokkaido Tourist Association\never gave you permission to do that, did they?! response:	Akan!
context: Umino!\Akan!\No!\How dare you turn the natural treasure,\Lake Akan's Marimo Balls, into weapons!\The Hokkaido Tourist Association\never gave you permission to do that, did they?!\Akan! response:	I'm the sailor warrior of love and justice,
context: Akan!\No!\How dare you turn the natural treasure,\Lake Akan's Marimo Balls, into weapons!\The Hokkaido Tourist Association\never gave you permission to do that, did they?!\Akan!\I'm the sailor warrior of love and justice, response:	Sailor Moon!
context: No!\How dare you turn the natural treasure,\Lake Akan's Marimo Balls, into weapons!\The Hokkaido Tourist Association\never gave you permission to do that, did they?!\Akan!\I'm the sailor warrior of love and justice,\Sailor Moon! response:	In the name of the moon, I will punish you!
context: How dare you turn the natural treasure,\Lake Akan's Marimo Balls, into weapons!\The Hokkaido Tourist Association\never gave you permission to do that, did they?!\Akan!\I'm the sailor warrior of love and justice,\Sailor Moon!\In the name of the moon, I will punish you! response:	All's well that ends well, I guess.
context: Lake Akan's Marimo Balls, into weapons!\The Hokkaido Tourist Association\never gave you permission to do that, did they?!\Akan!\I'm the sailor warrior of love and justice,\Sailor Moon!\In the name of the moon, I will punish you!\All's well that ends well, I guess. response:	Zoisite!
context: The Hokkaido Tourist Association\never gave you permission to do that, did they?!\Akan!\I'm the sailor warrior of love and justice,\Sailor Moon!\In the name of the moon, I will punish you!\All's well that ends well, I guess.\Zoisite! response:	I was waiting for you, Sailor Moon. I have a favor to ask.
context: never gave you permission to do that, did they?!\Akan!\I'm the sailor warrior of love and justice,\Sailor Moon!\In the name of the moon, I will punish you!\All's well that ends well, I guess.\Zoisite!\I was waiting for you, Sailor Moon. I have a favor to ask. response:	What?!
context: Akan!\I'm the sailor warrior of love and justice,\Sailor Moon!\In the name of the moon, I will punish you!\All's well that ends well, I guess.\Zoisite!\I was waiting for you, Sailor Moon. I have a favor to ask.\What?! response:	Please give me the rainbow crystal that you have.
context: I'm the sailor warrior of love and justice,\Sailor Moon!\In the name of the moon, I will punish you!\All's well that ends well, I guess.\Zoisite!\I was waiting for you, Sailor Moon. I have a favor to ask.\What?!\Please give me the rainbow crystal that you have. response:	You've gotta be kidding!
context: Sailor Moon!\In the name of the moon, I will punish you!\All's well that ends well, I guess.\Zoisite!\I was waiting for you, Sailor Moon. I have a favor to ask.\What?!\Please give me the rainbow crystal that you have.\You've gotta be kidding! response:	Then, you don't mind if everybody wrapped in Marimo Balls
context: In the name of the moon, I will punish you!\All's well that ends well, I guess.\Zoisite!\I was waiting for you, Sailor Moon. I have a favor to ask.\What?!\Please give me the rainbow crystal that you have.\You've gotta be kidding!\Then, you don't mind if everybody wrapped in Marimo Balls response:	suffocates and dies?
context: All's well that ends well, I guess.\Zoisite!\I was waiting for you, Sailor Moon. I have a favor to ask.\What?!\Please give me the rainbow crystal that you have.\You've gotta be kidding!\Then, you don't mind if everybody wrapped in Marimo Balls\suffocates and dies? response:	What?!
context: Zoisite!\I was waiting for you, Sailor Moon. I have a favor to ask.\What?!\Please give me the rainbow crystal that you have.\You've gotta be kidding!\Then, you don't mind if everybody wrapped in Marimo Balls\suffocates and dies?\What?! response:	In a couple more minutes, What?!
context: I was waiting for you, Sailor Moon. I have a favor to ask.\What?!\Please give me the rainbow crystal that you have.\You've gotta be kidding!\Then, you don't mind if everybody wrapped in Marimo Balls\suffocates and dies?\What?!\In a couple more minutes, What?! response:	In a couple more minutes,
context: What?!\Please give me the rainbow crystal that you have.\You've gotta be kidding!\Then, you don't mind if everybody wrapped in Marimo Balls\suffocates and dies?\What?!\In a couple more minutes, What?!\In a couple more minutes, response:	the people trapped inside will begin to have difficulty breathing!
context: Please give me the rainbow crystal that you have.\You've gotta be kidding!\Then, you don't mind if everybody wrapped in Marimo Balls\suffocates and dies?\What?!\In a couple more minutes, What?!\In a couple more minutes,\the people trapped inside will begin to have difficulty breathing! response:	Now, hand over the rainbow crystal!
context: You've gotta be kidding!\Then, you don't mind if everybody wrapped in Marimo Balls\suffocates and dies?\What?!\In a couple more minutes, What?!\In a couple more minutes,\the people trapped inside will begin to have difficulty breathing!\Now, hand over the rainbow crystal! response:	Come on now! I'm waiting here!
context: Then, you don't mind if everybody wrapped in Marimo Balls\suffocates and dies?\What?!\In a couple more minutes, What?!\In a couple more minutes,\the people trapped inside will begin to have difficulty breathing!\Now, hand over the rainbow crystal!\Come on now! I'm waiting here! response:	Okay...
context: suffocates and dies?\What?!\In a couple more minutes, What?!\In a couple more minutes,\the people trapped inside will begin to have difficulty breathing!\Now, hand over the rainbow crystal!\Come on now! I'm waiting here!\Okay... response:	Here.
context: What?!\In a couple more minutes, What?!\In a couple more minutes,\the people trapped inside will begin to have difficulty breathing!\Now, hand over the rainbow crystal!\Come on now! I'm waiting here!\Okay...\Here. response:	Good girl.
context: In a couple more minutes, What?!\In a couple more minutes,\the people trapped inside will begin to have difficulty breathing!\Now, hand over the rainbow crystal!\Come on now! I'm waiting here!\Okay...\Here.\Good girl. response:	You're...
context: In a couple more minutes,\the people trapped inside will begin to have difficulty breathing!\Now, hand over the rainbow crystal!\Come on now! I'm waiting here!\Okay...\Here.\Good girl.\You're... response:	Tuxedo Mask!
context: the people trapped inside will begin to have difficulty breathing!\Now, hand over the rainbow crystal!\Come on now! I'm waiting here!\Okay...\Here.\Good girl.\You're...\Tuxedo Mask! response:	I cannot let you have that rainbow crystal!
context: Now, hand over the rainbow crystal!\Come on now! I'm waiting here!\Okay...\Here.\Good girl.\You're...\Tuxedo Mask!\I cannot let you have that rainbow crystal! response:	Shut up!
context: Come on now! I'm waiting here!\Okay...\Here.\Good girl.\You're...\Tuxedo Mask!\I cannot let you have that rainbow crystal!\Shut up! response:	Akan!
context: Okay...\Here.\Good girl.\You're...\Tuxedo Mask!\I cannot let you have that rainbow crystal!\Shut up!\Akan! response:	Zoi!
context: Here.\Good girl.\You're...\Tuxedo Mask!\I cannot let you have that rainbow crystal!\Shut up!\Akan!\Zoi! response:	Tuxedo Umino Mask... is fighting.
context: Good girl.\You're...\Tuxedo Mask!\I cannot let you have that rainbow crystal!\Shut up!\Akan!\Zoi!\Tuxedo Umino Mask... is fighting. response:	Moon Tiara Action!
context: You're...\Tuxedo Mask!\I cannot let you have that rainbow crystal!\Shut up!\Akan!\Zoi!\Tuxedo Umino Mask... is fighting.\Moon Tiara Action! response:	Just a little bit, okay?!
context: Tuxedo Mask!\I cannot let you have that rainbow crystal!\Shut up!\Akan!\Zoi!\Tuxedo Umino Mask... is fighting.\Moon Tiara Action!\Just a little bit, okay?! response:	Moon Healing Escalation!
context: I cannot let you have that rainbow crystal!\Shut up!\Akan!\Zoi!\Tuxedo Umino Mask... is fighting.\Moon Tiara Action!\Just a little bit, okay?!\Moon Healing Escalation! response:	Refresh!
context: Shut up!\Akan!\Zoi!\Tuxedo Umino Mask... is fighting.\Moon Tiara Action!\Just a little bit, okay?!\Moon Healing Escalation!\Refresh! response:	Wow, Usagi did pretty well on her own.
context: Akan!\Zoi!\Tuxedo Umino Mask... is fighting.\Moon Tiara Action!\Just a little bit, okay?!\Moon Healing Escalation!\Refresh!\Wow, Usagi did pretty well on her own. response:	Oh! No!
context: Zoi!\Tuxedo Umino Mask... is fighting.\Moon Tiara Action!\Just a little bit, okay?!\Moon Healing Escalation!\Refresh!\Wow, Usagi did pretty well on her own.\Oh! No! response:	The rainbow crystal!
context: Tuxedo Umino Mask... is fighting.\Moon Tiara Action!\Just a little bit, okay?!\Moon Healing Escalation!\Refresh!\Wow, Usagi did pretty well on her own.\Oh! No!\The rainbow crystal! response:	What?!
context: Moon Tiara Action!\Just a little bit, okay?!\Moon Healing Escalation!\Refresh!\Wow, Usagi did pretty well on her own.\Oh! No!\The rainbow crystal!\What?! response:	I have the rainbow crystal now.
context: Just a little bit, okay?!\Moon Healing Escalation!\Refresh!\Wow, Usagi did pretty well on her own.\Oh! No!\The rainbow crystal!\What?!\I have the rainbow crystal now. response:	No way! Give that back!
context: Moon Healing Escalation!\Refresh!\Wow, Usagi did pretty well on her own.\Oh! No!\The rainbow crystal!\What?!\I have the rainbow crystal now.\No way! Give that back! response:	Good day.
context: Refresh!\Wow, Usagi did pretty well on her own.\Oh! No!\The rainbow crystal!\What?!\I have the rainbow crystal now.\No way! Give that back!\Good day. response:	Darn that Zoisite!
context: Wow, Usagi did pretty well on her own.\Oh! No!\The rainbow crystal!\What?!\I have the rainbow crystal now.\No way! Give that back!\Good day.\Darn that Zoisite! response:	The rainbow crystal!
context: Oh! No!\The rainbow crystal!\What?!\I have the rainbow crystal now.\No way! Give that back!\Good day.\Darn that Zoisite!\The rainbow crystal! response:	I will get that rainbow crystal back!
context: The rainbow crystal!\What?!\I have the rainbow crystal now.\No way! Give that back!\Good day.\Darn that Zoisite!\The rainbow crystal!\I will get that rainbow crystal back! response:	Thank you, Tuxedo Mask!
context: What?!\I have the rainbow crystal now.\No way! Give that back!\Good day.\Darn that Zoisite!\The rainbow crystal!\I will get that rainbow crystal back!\Thank you, Tuxedo Mask! response:	You do not need to thank me.
context: I have the rainbow crystal now.\No way! Give that back!\Good day.\Darn that Zoisite!\The rainbow crystal!\I will get that rainbow crystal back!\Thank you, Tuxedo Mask!\You do not need to thank me. response:	When I have gotten the rainbow crystal back, I will take it.
context: No way! Give that back!\Good day.\Darn that Zoisite!\The rainbow crystal!\I will get that rainbow crystal back!\Thank you, Tuxedo Mask!\You do not need to thank me.\When I have gotten the rainbow crystal back, I will take it. response:	What?
context: Good day.\Darn that Zoisite!\The rainbow crystal!\I will get that rainbow crystal back!\Thank you, Tuxedo Mask!\You do not need to thank me.\When I have gotten the rainbow crystal back, I will take it.\What? response:	Good-bye. We shall meet again.
context: Darn that Zoisite!\The rainbow crystal!\I will get that rainbow crystal back!\Thank you, Tuxedo Mask!\You do not need to thank me.\When I have gotten the rainbow crystal back, I will take it.\What?\Good-bye. We shall meet again. response:	Monster Fighter, Red Man
context: The rainbow crystal!\I will get that rainbow crystal back!\Thank you, Tuxedo Mask!\You do not need to thank me.\When I have gotten the rainbow crystal back, I will take it.\What?\Good-bye. We shall meet again.\Monster Fighter, Red Man response:	Red Man has arrived!
context: I will get that rainbow crystal back!\Thank you, Tuxedo Mask!\You do not need to thank me.\When I have gotten the rainbow crystal back, I will take it.\What?\Good-bye. We shall meet again.\Monster Fighter, Red Man\Red Man has arrived! response:	I guess that was part of the show!
context: Thank you, Tuxedo Mask!\You do not need to thank me.\When I have gotten the rainbow crystal back, I will take it.\What?\Good-bye. We shall meet again.\Monster Fighter, Red Man\Red Man has arrived!\I guess that was part of the show! response:	That was amazing! I've never seen something like that before!
context: You do not need to thank me.\When I have gotten the rainbow crystal back, I will take it.\What?\Good-bye. We shall meet again.\Monster Fighter, Red Man\Red Man has arrived!\I guess that was part of the show!\That was amazing! I've never seen something like that before! response:	Monster Fighter, Red Man That was amazing! I've never seen something like that before!
context: When I have gotten the rainbow crystal back, I will take it.\What?\Good-bye. We shall meet again.\Monster Fighter, Red Man\Red Man has arrived!\I guess that was part of the show!\That was amazing! I've never seen something like that before!\Monster Fighter, Red Man That was amazing! I've never seen something like that before! response:	Monster Fighter, Red Man Red Man, Leg Attack!
context: What?\Good-bye. We shall meet again.\Monster Fighter, Red Man\Red Man has arrived!\I guess that was part of the show!\That was amazing! I've never seen something like that before!\Monster Fighter, Red Man That was amazing! I've never seen something like that before!\Monster Fighter, Red Man Red Man, Leg Attack! response:	Monster Fighter, Red Man
context: Good-bye. We shall meet again.\Monster Fighter, Red Man\Red Man has arrived!\I guess that was part of the show!\That was amazing! I've never seen something like that before!\Monster Fighter, Red Man That was amazing! I've never seen something like that before!\Monster Fighter, Red Man Red Man, Leg Attack!\Monster Fighter, Red Man response:	Thank you, Umino. You were very cool!
context: Monster Fighter, Red Man\Red Man has arrived!\I guess that was part of the show!\That was amazing! I've never seen something like that before!\Monster Fighter, Red Man That was amazing! I've never seen something like that before!\Monster Fighter, Red Man Red Man, Leg Attack!\Monster Fighter, Red Man\Thank you, Umino. You were very cool! response:	Just call me Tuxedo Umino Mask.
context: Red Man has arrived!\I guess that was part of the show!\That was amazing! I've never seen something like that before!\Monster Fighter, Red Man That was amazing! I've never seen something like that before!\Monster Fighter, Red Man Red Man, Leg Attack!\Monster Fighter, Red Man\Thank you, Umino. You were very cool!\Just call me Tuxedo Umino Mask. response:	Tuxedo Umino Mask...
context: I guess that was part of the show!\That was amazing! I've never seen something like that before!\Monster Fighter, Red Man That was amazing! I've never seen something like that before!\Monster Fighter, Red Man Red Man, Leg Attack!\Monster Fighter, Red Man\Thank you, Umino. You were very cool!\Just call me Tuxedo Umino Mask.\Tuxedo Umino Mask... response:	Usagi!
context: That was amazing! I've never seen something like that before!\Monster Fighter, Red Man That was amazing! I've never seen something like that before!\Monster Fighter, Red Man Red Man, Leg Attack!\Monster Fighter, Red Man\Thank you, Umino. You were very cool!\Just call me Tuxedo Umino Mask.\Tuxedo Umino Mask...\Usagi! response:	Letting the rainbow crystal get stolen was a huge failure.
context: Monster Fighter, Red Man That was amazing! I've never seen something like that before!\Monster Fighter, Red Man Red Man, Leg Attack!\Monster Fighter, Red Man\Thank you, Umino. You were very cool!\Just call me Tuxedo Umino Mask.\Tuxedo Umino Mask...\Usagi!\Letting the rainbow crystal get stolen was a huge failure. response:	Are you listening, Usagi?!
context: Monster Fighter, Red Man Red Man, Leg Attack!\Monster Fighter, Red Man\Thank you, Umino. You were very cool!\Just call me Tuxedo Umino Mask.\Tuxedo Umino Mask...\Usagi!\Letting the rainbow crystal get stolen was a huge failure.\Are you listening, Usagi?! response:	Please tell me, music box...
context: Monster Fighter, Red Man\Thank you, Umino. You were very cool!\Just call me Tuxedo Umino Mask.\Tuxedo Umino Mask...\Usagi!\Letting the rainbow crystal get stolen was a huge failure.\Are you listening, Usagi?!\Please tell me, music box... response:	I don't understand what's on Tuxedo Mask's mind.
context: Thank you, Umino. You were very cool!\Just call me Tuxedo Umino Mask.\Tuxedo Umino Mask...\Usagi!\Letting the rainbow crystal get stolen was a huge failure.\Are you listening, Usagi?!\Please tell me, music box...\I don't understand what's on Tuxedo Mask's mind. response:	I will take the rainbow crystal.
context: Just call me Tuxedo Umino Mask.\Tuxedo Umino Mask...\Usagi!\Letting the rainbow crystal get stolen was a huge failure.\Are you listening, Usagi?!\Please tell me, music box...\I don't understand what's on Tuxedo Mask's mind.\I will take the rainbow crystal. response:	Hiru ni wa hana no kaori
context: Tuxedo Umino Mask...\Usagi!\Letting the rainbow crystal get stolen was a huge failure.\Are you listening, Usagi?!\Please tell me, music box...\I don't understand what's on Tuxedo Mask's mind.\I will take the rainbow crystal.\Hiru ni wa hana no kaori response:	Yoru ni wa hoshi no matataki
context: Usagi!\Letting the rainbow crystal get stolen was a huge failure.\Are you listening, Usagi?!\Please tell me, music box...\I don't understand what's on Tuxedo Mask's mind.\I will take the rainbow crystal.\Hiru ni wa hana no kaori\Yoru ni wa hoshi no matataki response:	Soko wa daremo shiranai sekai nano
context: Letting the rainbow crystal get stolen was a huge failure.\Are you listening, Usagi?!\Please tell me, music box...\I don't understand what's on Tuxedo Mask's mind.\I will take the rainbow crystal.\Hiru ni wa hana no kaori\Yoru ni wa hoshi no matataki\Soko wa daremo shiranai sekai nano response:	Shiroi kutsu o narashite
context: Are you listening, Usagi?!\Please tell me, music box...\I don't understand what's on Tuxedo Mask's mind.\I will take the rainbow crystal.\Hiru ni wa hana no kaori\Yoru ni wa hoshi no matataki\Soko wa daremo shiranai sekai nano\Shiroi kutsu o narashite response:	Shiroi tsuki no hashi watatte
context: Please tell me, music box...\I don't understand what's on Tuxedo Mask's mind.\I will take the rainbow crystal.\Hiru ni wa hana no kaori\Yoru ni wa hoshi no matataki\Soko wa daremo shiranai sekai nano\Shiroi kutsu o narashite\Shiroi tsuki no hashi watatte response:	Amai kisu no yume o miteru ohimesama ga sunde iru no
context: I don't understand what's on Tuxedo Mask's mind.\I will take the rainbow crystal.\Hiru ni wa hana no kaori\Yoru ni wa hoshi no matataki\Soko wa daremo shiranai sekai nano\Shiroi kutsu o narashite\Shiroi tsuki no hashi watatte\Amai kisu no yume o miteru ohimesama ga sunde iru no response:	Inori o sasagete moon
context: I will take the rainbow crystal.\Hiru ni wa hana no kaori\Yoru ni wa hoshi no matataki\Soko wa daremo shiranai sekai nano\Shiroi kutsu o narashite\Shiroi tsuki no hashi watatte\Amai kisu no yume o miteru ohimesama ga sunde iru no\Inori o sasagete moon response:	Kitto shiawase ni shitekureru
context: Hiru ni wa hana no kaori\Yoru ni wa hoshi no matataki\Soko wa daremo shiranai sekai nano\Shiroi kutsu o narashite\Shiroi tsuki no hashi watatte\Amai kisu no yume o miteru ohimesama ga sunde iru no\Inori o sasagete moon\Kitto shiawase ni shitekureru response:	Maware maware tsuki no merry-go-round
context: Yoru ni wa hoshi no matataki\Soko wa daremo shiranai sekai nano\Shiroi kutsu o narashite\Shiroi tsuki no hashi watatte\Amai kisu no yume o miteru ohimesama ga sunde iru no\Inori o sasagete moon\Kitto shiawase ni shitekureru\Maware maware tsuki no merry-go-round response:	Suzushige na glass no dress hirugaeshite
context: Soko wa daremo shiranai sekai nano\Shiroi kutsu o narashite\Shiroi tsuki no hashi watatte\Amai kisu no yume o miteru ohimesama ga sunde iru no\Inori o sasagete moon\Kitto shiawase ni shitekureru\Maware maware tsuki no merry-go-round\Suzushige na glass no dress hirugaeshite response:	Itsudatte mimamotte iru wa
context: Shiroi kutsu o narashite\Shiroi tsuki no hashi watatte\Amai kisu no yume o miteru ohimesama ga sunde iru no\Inori o sasagete moon\Kitto shiawase ni shitekureru\Maware maware tsuki no merry-go-round\Suzushige na glass no dress hirugaeshite\Itsudatte mimamotte iru wa response:	Moon moon princess
