context: It all began in China, in Qingqing City. response:	There was news that a baby that gave off light was born.
context: In the past, the Olympics were called a festival of sports,\and the whole country was crazy about them.\As you know, with reductions in scale and population,\they're now a shell of their former glory.\And now, for Japan, what has taken the place of those Olympics\is the U.A. sports festival!\Of course, all the top heroes around the country will be watching.\For scouting purposes! response:	I know that.
context: and the whole country was crazy about them.\As you know, with reductions in scale and population,\they're now a shell of their former glory.\And now, for Japan, what has taken the place of those Olympics\is the U.A. sports festival!\Of course, all the top heroes around the country will be watching.\For scouting purposes!\I know that. response:	Receive Certification
context: As you know, with reductions in scale and population,\they're now a shell of their former glory.\And now, for Japan, what has taken the place of those Olympics\is the U.A. sports festival!\Of course, all the top heroes around the country will be watching.\For scouting purposes!\I know that.\Receive Certification response:	After we graduate, it's typical to join a pro agency as a sidekick.
context: they're now a shell of their former glory.\And now, for Japan, what has taken the place of those Olympics\is the U.A. sports festival!\Of course, all the top heroes around the country will be watching.\For scouting purposes!\I know that.\Receive Certification\After we graduate, it's typical to join a pro agency as a sidekick. response:	Pro Agency
context: And now, for Japan, what has taken the place of those Olympics\is the U.A. sports festival!\Of course, all the top heroes around the country will be watching.\For scouting purposes!\I know that.\Receive Certification\After we graduate, it's typical to join a pro agency as a sidekick.\Pro Agency response:	Pro Agency Sidekick (Partner)
context: is the U.A. sports festival!\Of course, all the top heroes around the country will be watching.\For scouting purposes!\I know that.\Receive Certification\After we graduate, it's typical to join a pro agency as a sidekick.\Pro Agency\Pro Agency Sidekick (Partner) response:	A lot of people miss their chance to become independent after that
context: Of course, all the top heroes around the country will be watching.\For scouting purposes!\I know that.\Receive Certification\After we graduate, it's typical to join a pro agency as a sidekick.\Pro Agency\Pro Agency Sidekick (Partner)\A lot of people miss their chance to become independent after that response:	and become eternal sidekicks, though.
context: For scouting purposes!\I know that.\Receive Certification\After we graduate, it's typical to join a pro agency as a sidekick.\Pro Agency\Pro Agency Sidekick (Partner)\A lot of people miss their chance to become independent after that\and become eternal sidekicks, though. response:	Kaminari, I feel like you'd be one of them.
context: I know that.\Receive Certification\After we graduate, it's typical to join a pro agency as a sidekick.\Pro Agency\Pro Agency Sidekick (Partner)\A lot of people miss their chance to become independent after that\and become eternal sidekicks, though.\Kaminari, I feel like you'd be one of them. response:	Since you're dumb.
context: Receive Certification\After we graduate, it's typical to join a pro agency as a sidekick.\Pro Agency\Pro Agency Sidekick (Partner)\A lot of people miss their chance to become independent after that\and become eternal sidekicks, though.\Kaminari, I feel like you'd be one of them.\Since you're dumb. response:	Of course, joining a famous hero agency will get you more experience and popularity.
context: After we graduate, it's typical to join a pro agency as a sidekick.\Pro Agency\Pro Agency Sidekick (Partner)\A lot of people miss their chance to become independent after that\and become eternal sidekicks, though.\Kaminari, I feel like you'd be one of them.\Since you're dumb.\Of course, joining a famous hero agency will get you more experience and popularity. response:	Time is limited.
context: Pro Agency\Pro Agency Sidekick (Partner)\A lot of people miss their chance to become independent after that\and become eternal sidekicks, though.\Kaminari, I feel like you'd be one of them.\Since you're dumb.\Of course, joining a famous hero agency will get you more experience and popularity.\Time is limited. response:	If you expect to go pro, then the path to your future will open up at this event.
context: Pro Agency Sidekick (Partner)\A lot of people miss their chance to become independent after that\and become eternal sidekicks, though.\Kaminari, I feel like you'd be one of them.\Since you're dumb.\Of course, joining a famous hero agency will get you more experience and popularity.\Time is limited.\If you expect to go pro, then the path to your future will open up at this event. response:	One chance a year-
context: A lot of people miss their chance to become independent after that\and become eternal sidekicks, though.\Kaminari, I feel like you'd be one of them.\Since you're dumb.\Of course, joining a famous hero agency will get you more experience and popularity.\Time is limited.\If you expect to go pro, then the path to your future will open up at this event.\One chance a year- response:	a total of just three chances.
context: and become eternal sidekicks, though.\Kaminari, I feel like you'd be one of them.\Since you're dumb.\Of course, joining a famous hero agency will get you more experience and popularity.\Time is limited.\If you expect to go pro, then the path to your future will open up at this event.\One chance a year-\a total of just three chances. response:	No aspiring heroes can afford to miss this event.
context: Kaminari, I feel like you'd be one of them.\Since you're dumb.\Of course, joining a famous hero agency will get you more experience and popularity.\Time is limited.\If you expect to go pro, then the path to your future will open up at this event.\One chance a year-\a total of just three chances.\No aspiring heroes can afford to miss this event. response:	If you understand that, then don't slack off on your preparations!
context: Since you're dumb.\Of course, joining a famous hero agency will get you more experience and popularity.\Time is limited.\If you expect to go pro, then the path to your future will open up at this event.\One chance a year-\a total of just three chances.\No aspiring heroes can afford to miss this event.\If you understand that, then don't slack off on your preparations! response:	Yes, sir!
context: Of course, joining a famous hero agency will get you more experience and popularity.\Time is limited.\If you expect to go pro, then the path to your future will open up at this event.\One chance a year-\a total of just three chances.\No aspiring heroes can afford to miss this event.\If you understand that, then don't slack off on your preparations!\Yes, sir! response:	Homeroom is dismissed.
context: Time is limited.\If you expect to go pro, then the path to your future will open up at this event.\One chance a year-\a total of just three chances.\No aspiring heroes can afford to miss this event.\If you understand that, then don't slack off on your preparations!\Yes, sir!\Homeroom is dismissed. response:	Lunchtime
context: If you expect to go pro, then the path to your future will open up at this event.\One chance a year-\a total of just three chances.\No aspiring heroes can afford to miss this event.\If you understand that, then don't slack off on your preparations!\Yes, sir!\Homeroom is dismissed.\Lunchtime response:	Even though all that stuff happened,
context: One chance a year-\a total of just three chances.\No aspiring heroes can afford to miss this event.\If you understand that, then don't slack off on your preparations!\Yes, sir!\Homeroom is dismissed.\Lunchtime\Even though all that stuff happened, response:	I'm getting really excited!
context: a total of just three chances.\No aspiring heroes can afford to miss this event.\If you understand that, then don't slack off on your preparations!\Yes, sir!\Homeroom is dismissed.\Lunchtime\Even though all that stuff happened,\I'm getting really excited! response:	If we put on a good show and stand out,
context: No aspiring heroes can afford to miss this event.\If you understand that, then don't slack off on your preparations!\Yes, sir!\Homeroom is dismissed.\Lunchtime\Even though all that stuff happened,\I'm getting really excited!\If we put on a good show and stand out, response:	we'll have taken the first step to becoming a pro!
context: If you understand that, then don't slack off on your preparations!\Yes, sir!\Homeroom is dismissed.\Lunchtime\Even though all that stuff happened,\I'm getting really excited!\If we put on a good show and stand out,\we'll have taken the first step to becoming a pro! response:	It was worth coming to U.A.!
context: Yes, sir!\Homeroom is dismissed.\Lunchtime\Even though all that stuff happened,\I'm getting really excited!\If we put on a good show and stand out,\we'll have taken the first step to becoming a pro!\It was worth coming to U.A.! response:	We will only receive a few chances. We cannot afford to miss this.
context: Homeroom is dismissed.\Lunchtime\Even though all that stuff happened,\I'm getting really excited!\If we put on a good show and stand out,\we'll have taken the first step to becoming a pro!\It was worth coming to U.A.!\We will only receive a few chances. We cannot afford to miss this. response:	Ojiro, I'm getting kind of nervous now.
context: Lunchtime\Even though all that stuff happened,\I'm getting really excited!\If we put on a good show and stand out,\we'll have taken the first step to becoming a pro!\It was worth coming to U.A.!\We will only receive a few chances. We cannot afford to miss this.\Ojiro, I'm getting kind of nervous now. response:	I need to stand out at the sports festival!
context: Even though all that stuff happened,\I'm getting really excited!\If we put on a good show and stand out,\we'll have taken the first step to becoming a pro!\It was worth coming to U.A.!\We will only receive a few chances. We cannot afford to miss this.\Ojiro, I'm getting kind of nervous now.\I need to stand out at the sports festival! response:	-Hip, hip, hooray! -Y-Yeah...
context: I'm getting really excited!\If we put on a good show and stand out,\we'll have taken the first step to becoming a pro!\It was worth coming to U.A.!\We will only receive a few chances. We cannot afford to miss this.\Ojiro, I'm getting kind of nervous now.\I need to stand out at the sports festival!\-Hip, hip, hooray! -Y-Yeah... response:	But the pros might not notice you unless you try really hard...
context: If we put on a good show and stand out,\we'll have taken the first step to becoming a pro!\It was worth coming to U.A.!\We will only receive a few chances. We cannot afford to miss this.\Ojiro, I'm getting kind of nervous now.\I need to stand out at the sports festival!\-Hip, hip, hooray! -Y-Yeah...\But the pros might not notice you unless you try really hard... response:	Oh dear, what'll I do? I stand out just by standing still,
context: we'll have taken the first step to becoming a pro!\It was worth coming to U.A.!\We will only receive a few chances. We cannot afford to miss this.\Ojiro, I'm getting kind of nervous now.\I need to stand out at the sports festival!\-Hip, hip, hooray! -Y-Yeah...\But the pros might not notice you unless you try really hard...\Oh dear, what'll I do? I stand out just by standing still, response:	so the scouts won't be able to stop looking at me, right?
context: It was worth coming to U.A.!\We will only receive a few chances. We cannot afford to miss this.\Ojiro, I'm getting kind of nervous now.\I need to stand out at the sports festival!\-Hip, hip, hooray! -Y-Yeah...\But the pros might not notice you unless you try really hard...\Oh dear, what'll I do? I stand out just by standing still,\so the scouts won't be able to stop looking at me, right? response:	Right?
context: We will only receive a few chances. We cannot afford to miss this.\Ojiro, I'm getting kind of nervous now.\I need to stand out at the sports festival!\-Hip, hip, hooray! -Y-Yeah...\But the pros might not notice you unless you try really hard...\Oh dear, what'll I do? I stand out just by standing still,\so the scouts won't be able to stop looking at me, right?\Right? response:	You're lucky, Shoji. Your brawn stands out on its own.
context: Ojiro, I'm getting kind of nervous now.\I need to stand out at the sports festival!\-Hip, hip, hooray! -Y-Yeah...\But the pros might not notice you unless you try really hard...\Oh dear, what'll I do? I stand out just by standing still,\so the scouts won't be able to stop looking at me, right?\Right?\You're lucky, Shoji. Your brawn stands out on its own. response:	There's no point if I cannot show them my usefulness.
context: I need to stand out at the sports festival!\-Hip, hip, hooray! -Y-Yeah...\But the pros might not notice you unless you try really hard...\Oh dear, what'll I do? I stand out just by standing still,\so the scouts won't be able to stop looking at me, right?\Right?\You're lucky, Shoji. Your brawn stands out on its own.\There's no point if I cannot show them my usefulness. response:	I think you'll stand out, too.
context: -Hip, hip, hooray! -Y-Yeah...\But the pros might not notice you unless you try really hard...\Oh dear, what'll I do? I stand out just by standing still,\so the scouts won't be able to stop looking at me, right?\Right?\You're lucky, Shoji. Your brawn stands out on its own.\There's no point if I cannot show them my usefulness.\I think you'll stand out, too. response:	*Used his Quirk too much.
context: But the pros might not notice you unless you try really hard...\Oh dear, what'll I do? I stand out just by standing still,\so the scouts won't be able to stop looking at me, right?\Right?\You're lucky, Shoji. Your brawn stands out on its own.\There's no point if I cannot show them my usefulness.\I think you'll stand out, too.\*Used his Quirk too much. response:	Everyone's so into it.
context: Oh dear, what'll I do? I stand out just by standing still,\so the scouts won't be able to stop looking at me, right?\Right?\You're lucky, Shoji. Your brawn stands out on its own.\There's no point if I cannot show them my usefulness.\I think you'll stand out, too.\*Used his Quirk too much.\Everyone's so into it. response:	You're not?
context: so the scouts won't be able to stop looking at me, right?\Right?\You're lucky, Shoji. Your brawn stands out on its own.\There's no point if I cannot show them my usefulness.\I think you'll stand out, too.\*Used his Quirk too much.\Everyone's so into it.\You're not? response:	We have enrolled here to become heroes,
context: Right?\You're lucky, Shoji. Your brawn stands out on its own.\There's no point if I cannot show them my usefulness.\I think you'll stand out, too.\*Used his Quirk too much.\Everyone's so into it.\You're not?\We have enrolled here to become heroes, response:	so of course we would get fired up!
context: You're lucky, Shoji. Your brawn stands out on its own.\There's no point if I cannot show them my usefulness.\I think you'll stand out, too.\*Used his Quirk too much.\Everyone's so into it.\You're not?\We have enrolled here to become heroes,\so of course we would get fired up! response:	Iida, you have a unique way of getting fired up.
context: There's no point if I cannot show them my usefulness.\I think you'll stand out, too.\*Used his Quirk too much.\Everyone's so into it.\You're not?\We have enrolled here to become heroes,\so of course we would get fired up!\Iida, you have a unique way of getting fired up. response:	It's weird.
context: I think you'll stand out, too.\*Used his Quirk too much.\Everyone's so into it.\You're not?\We have enrolled here to become heroes,\so of course we would get fired up!\Iida, you have a unique way of getting fired up.\It's weird. response:	Midoriya, you don't feel the same?
context: *Used his Quirk too much.\Everyone's so into it.\You're not?\We have enrolled here to become heroes,\so of course we would get fired up!\Iida, you have a unique way of getting fired up.\It's weird.\Midoriya, you don't feel the same? response:	Of course I do.
context: Everyone's so into it.\You're not?\We have enrolled here to become heroes,\so of course we would get fired up!\Iida, you have a unique way of getting fired up.\It's weird.\Midoriya, you don't feel the same?\Of course I do. response:	But something's...
context: You're not?\We have enrolled here to become heroes,\so of course we would get fired up!\Iida, you have a unique way of getting fired up.\It's weird.\Midoriya, you don't feel the same?\Of course I do.\But something's... response:	Deku, Iida...
context: We have enrolled here to become heroes,\so of course we would get fired up!\Iida, you have a unique way of getting fired up.\It's weird.\Midoriya, you don't feel the same?\Of course I do.\But something's...\Deku, Iida... response:	Let's do our best at the sports festival.
context: so of course we would get fired up!\Iida, you have a unique way of getting fired up.\It's weird.\Midoriya, you don't feel the same?\Of course I do.\But something's...\Deku, Iida...\Let's do our best at the sports festival. response:	U-Uraraka, your face...! It's...
context: Iida, you have a unique way of getting fired up.\It's weird.\Midoriya, you don't feel the same?\Of course I do.\But something's...\Deku, Iida...\Let's do our best at the sports festival.\U-Uraraka, your face...! It's... response:	What's the matter?
context: It's weird.\Midoriya, you don't feel the same?\Of course I do.\But something's...\Deku, Iida...\Let's do our best at the sports festival.\U-Uraraka, your face...! It's...\What's the matter? response:	You don't look carefree at all, even though that's what your name means.
context: Midoriya, you don't feel the same?\Of course I do.\But something's...\Deku, Iida...\Let's do our best at the sports festival.\U-Uraraka, your face...! It's...\What's the matter?\You don't look carefree at all, even though that's what your name means. response:	PM-
context: Of course I do.\But something's...\Deku, Iida...\Let's do our best at the sports festival.\U-Uraraka, your face...! It's...\What's the matter?\You don't look carefree at all, even though that's what your name means.\PM- response:	Everyone, I'm gonna do my best!
context: But something's...\Deku, Iida...\Let's do our best at the sports festival.\U-Uraraka, your face...! It's...\What's the matter?\You don't look carefree at all, even though that's what your name means.\PM-\Everyone, I'm gonna do my best! response:	Yeah!
context: Deku, Iida...\Let's do our best at the sports festival.\U-Uraraka, your face...! It's...\What's the matter?\You don't look carefree at all, even though that's what your name means.\PM-\Everyone, I'm gonna do my best!\Yeah! response:	I'm gonna do my best!
context: Let's do our best at the sports festival.\U-Uraraka, your face...! It's...\What's the matter?\You don't look carefree at all, even though that's what your name means.\PM-\Everyone, I'm gonna do my best!\Yeah!\I'm gonna do my best! response:	Y-Yeah...
context: U-Uraraka, your face...! It's...\What's the matter?\You don't look carefree at all, even though that's what your name means.\PM-\Everyone, I'm gonna do my best!\Yeah!\I'm gonna do my best!\Y-Yeah... response:	What's wrong? Your personality's all over the place.
context: What's the matter?\You don't look carefree at all, even though that's what your name means.\PM-\Everyone, I'm gonna do my best!\Yeah!\I'm gonna do my best!\Y-Yeah...\What's wrong? Your personality's all over the place. response:	Now that I think about it...
context: You don't look carefree at all, even though that's what your name means.\PM-\Everyone, I'm gonna do my best!\Yeah!\I'm gonna do my best!\Y-Yeah...\What's wrong? Your personality's all over the place.\Now that I think about it... response:	-Everyone, I'm gonna do my best! -I never asked Uraraka...
context: PM-\Everyone, I'm gonna do my best!\Yeah!\I'm gonna do my best!\Y-Yeah...\What's wrong? Your personality's all over the place.\Now that I think about it...\-Everyone, I'm gonna do my best! -I never asked Uraraka... response:	Lunch Rush's Eatery Cafeteria
context: Everyone, I'm gonna do my best!\Yeah!\I'm gonna do my best!\Y-Yeah...\What's wrong? Your personality's all over the place.\Now that I think about it...\-Everyone, I'm gonna do my best! -I never asked Uraraka...\Lunch Rush's Eatery Cafeteria response:	Uraraka.
context: Yeah!\I'm gonna do my best!\Y-Yeah...\What's wrong? Your personality's all over the place.\Now that I think about it...\-Everyone, I'm gonna do my best! -I never asked Uraraka...\Lunch Rush's Eatery Cafeteria\Uraraka. response:	Yes?
context: I'm gonna do my best!\Y-Yeah...\What's wrong? Your personality's all over the place.\Now that I think about it...\-Everyone, I'm gonna do my best! -I never asked Uraraka...\Lunch Rush's Eatery Cafeteria\Uraraka.\Yes? response:	Why did you decide to come to U.A. and become a pro hero?
context: Y-Yeah...\What's wrong? Your personality's all over the place.\Now that I think about it...\-Everyone, I'm gonna do my best! -I never asked Uraraka...\Lunch Rush's Eatery Cafeteria\Uraraka.\Yes?\Why did you decide to come to U.A. and become a pro hero? response:	Huh? Um... because...
context: What's wrong? Your personality's all over the place.\Now that I think about it...\-Everyone, I'm gonna do my best! -I never asked Uraraka...\Lunch Rush's Eatery Cafeteria\Uraraka.\Yes?\Why did you decide to come to U.A. and become a pro hero?\Huh? Um... because... response:	For money?!
context: Now that I think about it...\-Everyone, I'm gonna do my best! -I never asked Uraraka...\Lunch Rush's Eatery Cafeteria\Uraraka.\Yes?\Why did you decide to come to U.A. and become a pro hero?\Huh? Um... because...\For money?! response:	You want to become a hero for money?
context: -Everyone, I'm gonna do my best! -I never asked Uraraka...\Lunch Rush's Eatery Cafeteria\Uraraka.\Yes?\Why did you decide to come to U.A. and become a pro hero?\Huh? Um... because...\For money?!\You want to become a hero for money? response:	To boil it down simply, yes...
context: Lunch Rush's Eatery Cafeteria\Uraraka.\Yes?\Why did you decide to come to U.A. and become a pro hero?\Huh? Um... because...\For money?!\You want to become a hero for money?\To boil it down simply, yes... response:	Sorry it's such an unwholesome reason.
context: Uraraka.\Yes?\Why did you decide to come to U.A. and become a pro hero?\Huh? Um... because...\For money?!\You want to become a hero for money?\To boil it down simply, yes...\Sorry it's such an unwholesome reason. response:	You two have such admirable motivations, it's embarrassing...
context: Yes?\Why did you decide to come to U.A. and become a pro hero?\Huh? Um... because...\For money?!\You want to become a hero for money?\To boil it down simply, yes...\Sorry it's such an unwholesome reason.\You two have such admirable motivations, it's embarrassing... response:	Why? How is having a goal to support your livelihood not admirable?
context: Why did you decide to come to U.A. and become a pro hero?\Huh? Um... because...\For money?!\You want to become a hero for money?\To boil it down simply, yes...\Sorry it's such an unwholesome reason.\You two have such admirable motivations, it's embarrassing...\Why? How is having a goal to support your livelihood not admirable? response:	Right. But it's unexpected.
context: Huh? Um... because...\For money?!\You want to become a hero for money?\To boil it down simply, yes...\Sorry it's such an unwholesome reason.\You two have such admirable motivations, it's embarrassing...\Why? How is having a goal to support your livelihood not admirable?\Right. But it's unexpected. response:	My family owns a construction company,
context: For money?!\You want to become a hero for money?\To boil it down simply, yes...\Sorry it's such an unwholesome reason.\You two have such admirable motivations, it's embarrassing...\Why? How is having a goal to support your livelihood not admirable?\Right. But it's unexpected.\My family owns a construction company, response:	but we haven't gotten any work at all, so we're flat broke.
context: You want to become a hero for money?\To boil it down simply, yes...\Sorry it's such an unwholesome reason.\You two have such admirable motivations, it's embarrassing...\Why? How is having a goal to support your livelihood not admirable?\Right. But it's unexpected.\My family owns a construction company,\but we haven't gotten any work at all, so we're flat broke. response:	This isn't really something to tell other people, though...
context: To boil it down simply, yes...\Sorry it's such an unwholesome reason.\You two have such admirable motivations, it's embarrassing...\Why? How is having a goal to support your livelihood not admirable?\Right. But it's unexpected.\My family owns a construction company,\but we haven't gotten any work at all, so we're flat broke.\This isn't really something to tell other people, though... response:	Construction...
context: Sorry it's such an unwholesome reason.\You two have such admirable motivations, it's embarrassing...\Why? How is having a goal to support your livelihood not admirable?\Right. But it's unexpected.\My family owns a construction company,\but we haven't gotten any work at all, so we're flat broke.\This isn't really something to tell other people, though...\Construction... response:	With her Quirk, if she gets licensed, then it'd bring costs way down, right?
context: You two have such admirable motivations, it's embarrassing...\Why? How is having a goal to support your livelihood not admirable?\Right. But it's unexpected.\My family owns a construction company,\but we haven't gotten any work at all, so we're flat broke.\This isn't really something to tell other people, though...\Construction...\With her Quirk, if she gets licensed, then it'd bring costs way down, right? response:	She could make any raw material float. They wouldn't need any heavy equipment.
context: Why? How is having a goal to support your livelihood not admirable?\Right. But it's unexpected.\My family owns a construction company,\but we haven't gotten any work at all, so we're flat broke.\This isn't really something to tell other people, though...\Construction...\With her Quirk, if she gets licensed, then it'd bring costs way down, right?\She could make any raw material float. They wouldn't need any heavy equipment. response:	Right? That's what I told Dad when I was little!
context: Right. But it's unexpected.\My family owns a construction company,\but we haven't gotten any work at all, so we're flat broke.\This isn't really something to tell other people, though...\Construction...\With her Quirk, if she gets licensed, then it'd bring costs way down, right?\She could make any raw material float. They wouldn't need any heavy equipment.\Right? That's what I told Dad when I was little! response:	But...
context: My family owns a construction company,\but we haven't gotten any work at all, so we're flat broke.\This isn't really something to tell other people, though...\Construction...\With her Quirk, if she gets licensed, then it'd bring costs way down, right?\She could make any raw material float. They wouldn't need any heavy equipment.\Right? That's what I told Dad when I was little!\But... response:	You want to work for us?
context: but we haven't gotten any work at all, so we're flat broke.\This isn't really something to tell other people, though...\Construction...\With her Quirk, if she gets licensed, then it'd bring costs way down, right?\She could make any raw material float. They wouldn't need any heavy equipment.\Right? That's what I told Dad when I was little!\But...\You want to work for us? response:	Yeah! When I get big, I'll help you and Mommy!
context: This isn't really something to tell other people, though...\Construction...\With her Quirk, if she gets licensed, then it'd bring costs way down, right?\She could make any raw material float. They wouldn't need any heavy equipment.\Right? That's what I told Dad when I was little!\But...\You want to work for us?\Yeah! When I get big, I'll help you and Mommy! response:	I appreciate the thought, Ochaco.
context: Construction...\With her Quirk, if she gets licensed, then it'd bring costs way down, right?\She could make any raw material float. They wouldn't need any heavy equipment.\Right? That's what I told Dad when I was little!\But...\You want to work for us?\Yeah! When I get big, I'll help you and Mommy!\I appreciate the thought, Ochaco. response:	But as your dad, I'd be even happier if you could achieve your dream.
context: With her Quirk, if she gets licensed, then it'd bring costs way down, right?\She could make any raw material float. They wouldn't need any heavy equipment.\Right? That's what I told Dad when I was little!\But...\You want to work for us?\Yeah! When I get big, I'll help you and Mommy!\I appreciate the thought, Ochaco.\But as your dad, I'd be even happier if you could achieve your dream. response:	When that happens, you can take us to Hawaii!
context: She could make any raw material float. They wouldn't need any heavy equipment.\Right? That's what I told Dad when I was little!\But...\You want to work for us?\Yeah! When I get big, I'll help you and Mommy!\I appreciate the thought, Ochaco.\But as your dad, I'd be even happier if you could achieve your dream.\When that happens, you can take us to Hawaii! response:	Daddy...
context: Right? That's what I told Dad when I was little!\But...\You want to work for us?\Yeah! When I get big, I'll help you and Mommy!\I appreciate the thought, Ochaco.\But as your dad, I'd be even happier if you could achieve your dream.\When that happens, you can take us to Hawaii!\Daddy... response:	I'll definitely become a hero and make money
context: But...\You want to work for us?\Yeah! When I get big, I'll help you and Mommy!\I appreciate the thought, Ochaco.\But as your dad, I'd be even happier if you could achieve your dream.\When that happens, you can take us to Hawaii!\Daddy...\I'll definitely become a hero and make money response:	and let my parents take it easy.
context: You want to work for us?\Yeah! When I get big, I'll help you and Mommy!\I appreciate the thought, Ochaco.\But as your dad, I'd be even happier if you could achieve your dream.\When that happens, you can take us to Hawaii!\Daddy...\I'll definitely become a hero and make money\and let my parents take it easy. response:	Bravo!
context: Yeah! When I get big, I'll help you and Mommy!\I appreciate the thought, Ochaco.\But as your dad, I'd be even happier if you could achieve your dream.\When that happens, you can take us to Hawaii!\Daddy...\I'll definitely become a hero and make money\and let my parents take it easy.\Bravo! response:	Uraraka, Bravo!
context: I appreciate the thought, Ochaco.\But as your dad, I'd be even happier if you could achieve your dream.\When that happens, you can take us to Hawaii!\Daddy...\I'll definitely become a hero and make money\and let my parents take it easy.\Bravo!\Uraraka, Bravo! response:	Bravo!
context: But as your dad, I'd be even happier if you could achieve your dream.\When that happens, you can take us to Hawaii!\Daddy...\I'll definitely become a hero and make money\and let my parents take it easy.\Bravo!\Uraraka, Bravo!\Bravo! response:	-Bravo! Uraraka
context: When that happens, you can take us to Hawaii!\Daddy...\I'll definitely become a hero and make money\and let my parents take it easy.\Bravo!\Uraraka, Bravo!\Bravo!\-Bravo! Uraraka response:	-She's not just aspiring to be a hero. She's also taken reality into consideration.
context: Daddy...\I'll definitely become a hero and make money\and let my parents take it easy.\Bravo!\Uraraka, Bravo!\Bravo!\-Bravo! Uraraka\-She's not just aspiring to be a hero. She's also taken reality into consideration. response:	Young Midoriya is here!
context: I'll definitely become a hero and make money\and let my parents take it easy.\Bravo!\Uraraka, Bravo!\Bravo!\-Bravo! Uraraka\-She's not just aspiring to be a hero. She's also taken reality into consideration.\Young Midoriya is here! response:	All Might?
context: and let my parents take it easy.\Bravo!\Uraraka, Bravo!\Bravo!\-Bravo! Uraraka\-She's not just aspiring to be a hero. She's also taken reality into consideration.\Young Midoriya is here!\All Might? response:	What's the matter?
context: Bravo!\Uraraka, Bravo!\Bravo!\-Bravo! Uraraka\-She's not just aspiring to be a hero. She's also taken reality into consideration.\Young Midoriya is here!\All Might?\What's the matter? response:	Lunch!
context: Uraraka, Bravo!\Bravo!\-Bravo! Uraraka\-She's not just aspiring to be a hero. She's also taken reality into consideration.\Young Midoriya is here!\All Might?\What's the matter?\Lunch! response:	Wanna eat together?
context: Bravo!\-Bravo! Uraraka\-She's not just aspiring to be a hero. She's also taken reality into consideration.\Young Midoriya is here!\All Might?\What's the matter?\Lunch!\Wanna eat together? response:	He's like a maiden!
context: -Bravo! Uraraka\-She's not just aspiring to be a hero. She's also taken reality into consideration.\Young Midoriya is here!\All Might?\What's the matter?\Lunch!\Wanna eat together?\He's like a maiden! response:	How about it?
context: -She's not just aspiring to be a hero. She's also taken reality into consideration.\Young Midoriya is here!\All Might?\What's the matter?\Lunch!\Wanna eat together?\He's like a maiden!\How about it? response:	I'd love to.
context: Young Midoriya is here!\All Might?\What's the matter?\Lunch!\Wanna eat together?\He's like a maiden!\How about it?\I'd love to. response:	I wonder what's going on...
context: All Might?\What's the matter?\Lunch!\Wanna eat together?\He's like a maiden!\How about it?\I'd love to.\I wonder what's going on... response:	Lunch Rush's Eatery
context: What's the matter?\Lunch!\Wanna eat together?\He's like a maiden!\How about it?\I'd love to.\I wonder what's going on...\Lunch Rush's Eatery response:	I wonder what he wanted with Deku.
context: Lunch!\Wanna eat together?\He's like a maiden!\How about it?\I'd love to.\I wonder what's going on...\Lunch Rush's Eatery\I wonder what he wanted with Deku. response:	I heard that when All Might was attacked by villains during the USJ incident,
context: Wanna eat together?\He's like a maiden!\How about it?\I'd love to.\I wonder what's going on...\Lunch Rush's Eatery\I wonder what he wanted with Deku.\I heard that when All Might was attacked by villains during the USJ incident, response:	he rushed out alone to help.
context: He's like a maiden!\How about it?\I'd love to.\I wonder what's going on...\Lunch Rush's Eatery\I wonder what he wanted with Deku.\I heard that when All Might was attacked by villains during the USJ incident,\he rushed out alone to help. response:	Perhaps it's about that?
context: How about it?\I'd love to.\I wonder what's going on...\Lunch Rush's Eatery\I wonder what he wanted with Deku.\I heard that when All Might was attacked by villains during the USJ incident,\he rushed out alone to help.\Perhaps it's about that? response:	I see!
context: I'd love to.\I wonder what's going on...\Lunch Rush's Eatery\I wonder what he wanted with Deku.\I heard that when All Might was attacked by villains during the USJ incident,\he rushed out alone to help.\Perhaps it's about that?\I see! response:	Oh, yeah!
context: I wonder what's going on...\Lunch Rush's Eatery\I wonder what he wanted with Deku.\I heard that when All Might was attacked by villains during the USJ incident,\he rushed out alone to help.\Perhaps it's about that?\I see!\Oh, yeah! response:	Remember what Asui said on the bus?
context: Lunch Rush's Eatery\I wonder what he wanted with Deku.\I heard that when All Might was attacked by villains during the USJ incident,\he rushed out alone to help.\Perhaps it's about that?\I see!\Oh, yeah!\Remember what Asui said on the bus? response:	Your Quirk is like All Might's.
context: I wonder what he wanted with Deku.\I heard that when All Might was attacked by villains during the USJ incident,\he rushed out alone to help.\Perhaps it's about that?\I see!\Oh, yeah!\Remember what Asui said on the bus?\Your Quirk is like All Might's. response:	The boundless power they both have are similar, too,
context: I heard that when All Might was attacked by villains during the USJ incident,\he rushed out alone to help.\Perhaps it's about that?\I see!\Oh, yeah!\Remember what Asui said on the bus?\Your Quirk is like All Might's.\The boundless power they both have are similar, too, response:	so maybe All Might has taken a liking to him.
context: he rushed out alone to help.\Perhaps it's about that?\I see!\Oh, yeah!\Remember what Asui said on the bus?\Your Quirk is like All Might's.\The boundless power they both have are similar, too,\so maybe All Might has taken a liking to him. response:	He's amazing.
