context: Not quite what I had in mind... response:	Back to the drawing board!
context: No. No good! Just let me eat this, okay?\Very well. If you insist...\What do you say to this?\To make up for today's chocolate incident,\will you grant me any wish of my choosing - just one?\If you agree, I'll just let this go, all right?\And Master Raku, please feel free to forget about this chocolate!\What do you think? response:	Okay. If that's how you feel about it...
context: Very well. If you insist...\What do you say to this?\To make up for today's chocolate incident,\will you grant me any wish of my choosing - just one?\If you agree, I'll just let this go, all right?\And Master Raku, please feel free to forget about this chocolate!\What do you think?\Okay. If that's how you feel about it... response:	I'll make this up to you. But I'm still gonna eat this chocolate.
context: What do you say to this?\To make up for today's chocolate incident,\will you grant me any wish of my choosing - just one?\If you agree, I'll just let this go, all right?\And Master Raku, please feel free to forget about this chocolate!\What do you think?\Okay. If that's how you feel about it...\I'll make this up to you. But I'm still gonna eat this chocolate. response:	What!? No... that's so unfair, Master Raku!
context: To make up for today's chocolate incident,\will you grant me any wish of my choosing - just one?\If you agree, I'll just let this go, all right?\And Master Raku, please feel free to forget about this chocolate!\What do you think?\Okay. If that's how you feel about it...\I'll make this up to you. But I'm still gonna eat this chocolate.\What!? No... that's so unfair, Master Raku! response:	What difference does it make, anyway?
context: will you grant me any wish of my choosing - just one?\If you agree, I'll just let this go, all right?\And Master Raku, please feel free to forget about this chocolate!\What do you think?\Okay. If that's how you feel about it...\I'll make this up to you. But I'm still gonna eat this chocolate.\What!? No... that's so unfair, Master Raku!\What difference does it make, anyway? response:	You mustn't! That's breaking the rules!
context: If you agree, I'll just let this go, all right?\And Master Raku, please feel free to forget about this chocolate!\What do you think?\Okay. If that's how you feel about it...\I'll make this up to you. But I'm still gonna eat this chocolate.\What!? No... that's so unfair, Master Raku!\What difference does it make, anyway?\You mustn't! That's breaking the rules! response:	But this chocolate tastes so amazing!
context: And Master Raku, please feel free to forget about this chocolate!\What do you think?\Okay. If that's how you feel about it...\I'll make this up to you. But I'm still gonna eat this chocolate.\What!? No... that's so unfair, Master Raku!\What difference does it make, anyway?\You mustn't! That's breaking the rules!\But this chocolate tastes so amazing! response:	I'm only eating it because I want to, so don't stop me.
context: What do you think?\Okay. If that's how you feel about it...\I'll make this up to you. But I'm still gonna eat this chocolate.\What!? No... that's so unfair, Master Raku!\What difference does it make, anyway?\You mustn't! That's breaking the rules!\But this chocolate tastes so amazing!\I'm only eating it because I want to, so don't stop me. response:	You're really being unfair...
context: Okay. If that's how you feel about it...\I'll make this up to you. But I'm still gonna eat this chocolate.\What!? No... that's so unfair, Master Raku!\What difference does it make, anyway?\You mustn't! That's breaking the rules!\But this chocolate tastes so amazing!\I'm only eating it because I want to, so don't stop me.\You're really being unfair... response:	Oh, man, I thought my number was up!
context: I'll make this up to you. But I'm still gonna eat this chocolate.\What!? No... that's so unfair, Master Raku!\What difference does it make, anyway?\You mustn't! That's breaking the rules!\But this chocolate tastes so amazing!\I'm only eating it because I want to, so don't stop me.\You're really being unfair...\Oh, man, I thought my number was up! response:	Who knew she'd blow her top like that?
context: What!? No... that's so unfair, Master Raku!\What difference does it make, anyway?\You mustn't! That's breaking the rules!\But this chocolate tastes so amazing!\I'm only eating it because I want to, so don't stop me.\You're really being unfair...\Oh, man, I thought my number was up!\Who knew she'd blow her top like that? response:	You do know it's your fault for telling her stupid lies, don't you?
context: What difference does it make, anyway?\You mustn't! That's breaking the rules!\But this chocolate tastes so amazing!\I'm only eating it because I want to, so don't stop me.\You're really being unfair...\Oh, man, I thought my number was up!\Who knew she'd blow her top like that?\You do know it's your fault for telling her stupid lies, don't you? response:	You're the one to blame.
context: You mustn't! That's breaking the rules!\But this chocolate tastes so amazing!\I'm only eating it because I want to, so don't stop me.\You're really being unfair...\Oh, man, I thought my number was up!\Who knew she'd blow her top like that?\You do know it's your fault for telling her stupid lies, don't you?\You're the one to blame. response:	Well, now, I don't have a retort for that!
context: But this chocolate tastes so amazing!\I'm only eating it because I want to, so don't stop me.\You're really being unfair...\Oh, man, I thought my number was up!\Who knew she'd blow her top like that?\You do know it's your fault for telling her stupid lies, don't you?\You're the one to blame.\Well, now, I don't have a retort for that! response:	Hey, hey... By the way, Ruri, aren't you giving anybody chocolate?
context: I'm only eating it because I want to, so don't stop me.\You're really being unfair...\Oh, man, I thought my number was up!\Who knew she'd blow her top like that?\You do know it's your fault for telling her stupid lies, don't you?\You're the one to blame.\Well, now, I don't have a retort for that!\Hey, hey... By the way, Ruri, aren't you giving anybody chocolate? response:	Unfortunately, I have no such plans.
context: You're really being unfair...\Oh, man, I thought my number was up!\Who knew she'd blow her top like that?\You do know it's your fault for telling her stupid lies, don't you?\You're the one to blame.\Well, now, I don't have a retort for that!\Hey, hey... By the way, Ruri, aren't you giving anybody chocolate?\Unfortunately, I have no such plans. response:	Well, then, those Pockys will do just fine, so let me have them, will you?
context: Oh, man, I thought my number was up!\Who knew she'd blow her top like that?\You do know it's your fault for telling her stupid lies, don't you?\You're the one to blame.\Well, now, I don't have a retort for that!\Hey, hey... By the way, Ruri, aren't you giving anybody chocolate?\Unfortunately, I have no such plans.\Well, then, those Pockys will do just fine, so let me have them, will you? response:	After all, it is Valentine's Day!
context: Who knew she'd blow her top like that?\You do know it's your fault for telling her stupid lies, don't you?\You're the one to blame.\Well, now, I don't have a retort for that!\Hey, hey... By the way, Ruri, aren't you giving anybody chocolate?\Unfortunately, I have no such plans.\Well, then, those Pockys will do just fine, so let me have them, will you?\After all, it is Valentine's Day! response:	You really are cold.
context: You do know it's your fault for telling her stupid lies, don't you?\You're the one to blame.\Well, now, I don't have a retort for that!\Hey, hey... By the way, Ruri, aren't you giving anybody chocolate?\Unfortunately, I have no such plans.\Well, then, those Pockys will do just fine, so let me have them, will you?\After all, it is Valentine's Day!\You really are cold. response:	Just because you couldn't get your hands on a single chocolate, don't start pestering me.
context: You're the one to blame.\Well, now, I don't have a retort for that!\Hey, hey... By the way, Ruri, aren't you giving anybody chocolate?\Unfortunately, I have no such plans.\Well, then, those Pockys will do just fine, so let me have them, will you?\After all, it is Valentine's Day!\You really are cold.\Just because you couldn't get your hands on a single chocolate, don't start pestering me. response:	Uh, actually, I did get two this year!
context: Well, now, I don't have a retort for that!\Hey, hey... By the way, Ruri, aren't you giving anybody chocolate?\Unfortunately, I have no such plans.\Well, then, those Pockys will do just fine, so let me have them, will you?\After all, it is Valentine's Day!\You really are cold.\Just because you couldn't get your hands on a single chocolate, don't start pestering me.\Uh, actually, I did get two this year! response:	I wonder why it is that you annoy me so much?
context: Hey, hey... By the way, Ruri, aren't you giving anybody chocolate?\Unfortunately, I have no such plans.\Well, then, those Pockys will do just fine, so let me have them, will you?\After all, it is Valentine's Day!\You really are cold.\Just because you couldn't get your hands on a single chocolate, don't start pestering me.\Uh, actually, I did get two this year!\I wonder why it is that you annoy me so much? response:	Come to think of it, I wonder how Kosaki's been faring?
context: Unfortunately, I have no such plans.\Well, then, those Pockys will do just fine, so let me have them, will you?\After all, it is Valentine's Day!\You really are cold.\Just because you couldn't get your hands on a single chocolate, don't start pestering me.\Uh, actually, I did get two this year!\I wonder why it is that you annoy me so much?\Come to think of it, I wonder how Kosaki's been faring? response:	Kosaki? What are you doing in a place like this?
context: Well, then, those Pockys will do just fine, so let me have them, will you?\After all, it is Valentine's Day!\You really are cold.\Just because you couldn't get your hands on a single chocolate, don't start pestering me.\Uh, actually, I did get two this year!\I wonder why it is that you annoy me so much?\Come to think of it, I wonder how Kosaki's been faring?\Kosaki? What are you doing in a place like this? response:	Chitoge!
context: After all, it is Valentine's Day!\You really are cold.\Just because you couldn't get your hands on a single chocolate, don't start pestering me.\Uh, actually, I did get two this year!\I wonder why it is that you annoy me so much?\Come to think of it, I wonder how Kosaki's been faring?\Kosaki? What are you doing in a place like this?\Chitoge! response:	Are those... chocolates? Are you planning to give them to someone?
context: You really are cold.\Just because you couldn't get your hands on a single chocolate, don't start pestering me.\Uh, actually, I did get two this year!\I wonder why it is that you annoy me so much?\Come to think of it, I wonder how Kosaki's been faring?\Kosaki? What are you doing in a place like this?\Chitoge!\Are those... chocolates? Are you planning to give them to someone? response:	What? Huh?
context: Just because you couldn't get your hands on a single chocolate, don't start pestering me.\Uh, actually, I did get two this year!\I wonder why it is that you annoy me so much?\Come to think of it, I wonder how Kosaki's been faring?\Kosaki? What are you doing in a place like this?\Chitoge!\Are those... chocolates? Are you planning to give them to someone?\What? Huh? response:	Don't tell me it's someone you've got a crush on! Who is it? Who is it?
context: Uh, actually, I did get two this year!\I wonder why it is that you annoy me so much?\Come to think of it, I wonder how Kosaki's been faring?\Kosaki? What are you doing in a place like this?\Chitoge!\Are those... chocolates? Are you planning to give them to someone?\What? Huh?\Don't tell me it's someone you've got a crush on! Who is it? Who is it? response:	That's not it! He's a friend!
context: I wonder why it is that you annoy me so much?\Come to think of it, I wonder how Kosaki's been faring?\Kosaki? What are you doing in a place like this?\Chitoge!\Are those... chocolates? Are you planning to give them to someone?\What? Huh?\Don't tell me it's someone you've got a crush on! Who is it? Who is it?\That's not it! He's a friend! response:	And so I went all-out and made them, but...
context: Come to think of it, I wonder how Kosaki's been faring?\Kosaki? What are you doing in a place like this?\Chitoge!\Are those... chocolates? Are you planning to give them to someone?\What? Huh?\Don't tell me it's someone you've got a crush on! Who is it? Who is it?\That's not it! He's a friend!\And so I went all-out and made them, but... response:	Before I could give them to him, I ruined them myself.
context: Kosaki? What are you doing in a place like this?\Chitoge!\Are those... chocolates? Are you planning to give them to someone?\What? Huh?\Don't tell me it's someone you've got a crush on! Who is it? Who is it?\That's not it! He's a friend!\And so I went all-out and made them, but...\Before I could give them to him, I ruined them myself. response:	Oh? So you're not giving that person chocolate anymore?
context: Chitoge!\Are those... chocolates? Are you planning to give them to someone?\What? Huh?\Don't tell me it's someone you've got a crush on! Who is it? Who is it?\That's not it! He's a friend!\And so I went all-out and made them, but...\Before I could give them to him, I ruined them myself.\Oh? So you're not giving that person chocolate anymore? response:	Hmm... What will I do now?
context: Are those... chocolates? Are you planning to give them to someone?\What? Huh?\Don't tell me it's someone you've got a crush on! Who is it? Who is it?\That's not it! He's a friend!\And so I went all-out and made them, but...\Before I could give them to him, I ruined them myself.\Oh? So you're not giving that person chocolate anymore?\Hmm... What will I do now? response:	At the very least, I know I'm not giving him these...
context: What? Huh?\Don't tell me it's someone you've got a crush on! Who is it? Who is it?\That's not it! He's a friend!\And so I went all-out and made them, but...\Before I could give them to him, I ruined them myself.\Oh? So you're not giving that person chocolate anymore?\Hmm... What will I do now?\At the very least, I know I'm not giving him these... response:	Then can I have these chocolates?
context: Don't tell me it's someone you've got a crush on! Who is it? Who is it?\That's not it! He's a friend!\And so I went all-out and made them, but...\Before I could give them to him, I ruined them myself.\Oh? So you're not giving that person chocolate anymore?\Hmm... What will I do now?\At the very least, I know I'm not giving him these...\Then can I have these chocolates? response:	What? But...
context: That's not it! He's a friend!\And so I went all-out and made them, but...\Before I could give them to him, I ruined them myself.\Oh? So you're not giving that person chocolate anymore?\Hmm... What will I do now?\At the very least, I know I'm not giving him these...\Then can I have these chocolates?\What? But... response:	Wow! What is this? So delicious!
context: And so I went all-out and made them, but...\Before I could give them to him, I ruined them myself.\Oh? So you're not giving that person chocolate anymore?\Hmm... What will I do now?\At the very least, I know I'm not giving him these...\Then can I have these chocolates?\What? But...\Wow! What is this? So delicious! response:	I envy you... I mean, I'm a pretty good cook myself,
context: Before I could give them to him, I ruined them myself.\Oh? So you're not giving that person chocolate anymore?\Hmm... What will I do now?\At the very least, I know I'm not giving him these...\Then can I have these chocolates?\What? But...\Wow! What is this? So delicious!\I envy you... I mean, I'm a pretty good cook myself, response:	but I don't think I could make chocolate this good!
context: Oh? So you're not giving that person chocolate anymore?\Hmm... What will I do now?\At the very least, I know I'm not giving him these...\Then can I have these chocolates?\What? But...\Wow! What is this? So delicious!\I envy you... I mean, I'm a pretty good cook myself,\but I don't think I could make chocolate this good! response:	Thanks.
context: Hmm... What will I do now?\At the very least, I know I'm not giving him these...\Then can I have these chocolates?\What? But...\Wow! What is this? So delicious!\I envy you... I mean, I'm a pretty good cook myself,\but I don't think I could make chocolate this good!\Thanks. response:	Aren't you giving anyone chocolate yourself, Chitoge?
context: At the very least, I know I'm not giving him these...\Then can I have these chocolates?\What? But...\Wow! What is this? So delicious!\I envy you... I mean, I'm a pretty good cook myself,\but I don't think I could make chocolate this good!\Thanks.\Aren't you giving anyone chocolate yourself, Chitoge? response:	Huh? Me? I...
context: Then can I have these chocolates?\What? But...\Wow! What is this? So delicious!\I envy you... I mean, I'm a pretty good cook myself,\but I don't think I could make chocolate this good!\Thanks.\Aren't you giving anyone chocolate yourself, Chitoge?\Huh? Me? I... response:	I do have someone I want to give chocolate to. I guess?
context: What? But...\Wow! What is this? So delicious!\I envy you... I mean, I'm a pretty good cook myself,\but I don't think I could make chocolate this good!\Thanks.\Aren't you giving anyone chocolate yourself, Chitoge?\Huh? Me? I...\I do have someone I want to give chocolate to. I guess? response:	But I just can't bring myself to do it...
context: Wow! What is this? So delicious!\I envy you... I mean, I'm a pretty good cook myself,\but I don't think I could make chocolate this good!\Thanks.\Aren't you giving anyone chocolate yourself, Chitoge?\Huh? Me? I...\I do have someone I want to give chocolate to. I guess?\But I just can't bring myself to do it... response:	Is it someone you have a crush on, Chitoge?
context: I envy you... I mean, I'm a pretty good cook myself,\but I don't think I could make chocolate this good!\Thanks.\Aren't you giving anyone chocolate yourself, Chitoge?\Huh? Me? I...\I do have someone I want to give chocolate to. I guess?\But I just can't bring myself to do it...\Is it someone you have a crush on, Chitoge? response:	Huh?
context: but I don't think I could make chocolate this good!\Thanks.\Aren't you giving anyone chocolate yourself, Chitoge?\Huh? Me? I...\I do have someone I want to give chocolate to. I guess?\But I just can't bring myself to do it...\Is it someone you have a crush on, Chitoge?\Huh? response:	By any chance, would that be...
context: Thanks.\Aren't you giving anyone chocolate yourself, Chitoge?\Huh? Me? I...\I do have someone I want to give chocolate to. I guess?\But I just can't bring myself to do it...\Is it someone you have a crush on, Chitoge?\Huh?\By any chance, would that be... response:	I think I just asked her something I shouldn't have!
context: Aren't you giving anyone chocolate yourself, Chitoge?\Huh? Me? I...\I do have someone I want to give chocolate to. I guess?\But I just can't bring myself to do it...\Is it someone you have a crush on, Chitoge?\Huh?\By any chance, would that be...\I think I just asked her something I shouldn't have! response:	Not, not, not, not, not! It's so not that idiot bean sprout!
context: Huh? Me? I...\I do have someone I want to give chocolate to. I guess?\But I just can't bring myself to do it...\Is it someone you have a crush on, Chitoge?\Huh?\By any chance, would that be...\I think I just asked her something I shouldn't have!\Not, not, not, not, not! It's so not that idiot bean sprout! response:	He's just, you know! We're only faking being boyfriend and girlfriend, so...!
context: I do have someone I want to give chocolate to. I guess?\But I just can't bring myself to do it...\Is it someone you have a crush on, Chitoge?\Huh?\By any chance, would that be...\I think I just asked her something I shouldn't have!\Not, not, not, not, not! It's so not that idiot bean sprout!\He's just, you know! We're only faking being boyfriend and girlfriend, so...! response:	A hopeless dork like him... I wouldn't even give him obligatory chocolate!
context: But I just can't bring myself to do it...\Is it someone you have a crush on, Chitoge?\Huh?\By any chance, would that be...\I think I just asked her something I shouldn't have!\Not, not, not, not, not! It's so not that idiot bean sprout!\He's just, you know! We're only faking being boyfriend and girlfriend, so...!\A hopeless dork like him... I wouldn't even give him obligatory chocolate! response:	I-I see!
context: Is it someone you have a crush on, Chitoge?\Huh?\By any chance, would that be...\I think I just asked her something I shouldn't have!\Not, not, not, not, not! It's so not that idiot bean sprout!\He's just, you know! We're only faking being boyfriend and girlfriend, so...!\A hopeless dork like him... I wouldn't even give him obligatory chocolate!\I-I see! response:	What am I gonna do? A huge lie just popped out of my mouth!
context: Huh?\By any chance, would that be...\I think I just asked her something I shouldn't have!\Not, not, not, not, not! It's so not that idiot bean sprout!\He's just, you know! We're only faking being boyfriend and girlfriend, so...!\A hopeless dork like him... I wouldn't even give him obligatory chocolate!\I-I see!\What am I gonna do? A huge lie just popped out of my mouth! response:	But I can't say I like him now... it would be too embarrassing!
context: By any chance, would that be...\I think I just asked her something I shouldn't have!\Not, not, not, not, not! It's so not that idiot bean sprout!\He's just, you know! We're only faking being boyfriend and girlfriend, so...!\A hopeless dork like him... I wouldn't even give him obligatory chocolate!\I-I see!\What am I gonna do? A huge lie just popped out of my mouth!\But I can't say I like him now... it would be too embarrassing! response:	I see, for a couple only pretending to be dating, they just seemed so into each other...
context: I think I just asked her something I shouldn't have!\Not, not, not, not, not! It's so not that idiot bean sprout!\He's just, you know! We're only faking being boyfriend and girlfriend, so...!\A hopeless dork like him... I wouldn't even give him obligatory chocolate!\I-I see!\What am I gonna do? A huge lie just popped out of my mouth!\But I can't say I like him now... it would be too embarrassing!\I see, for a couple only pretending to be dating, they just seemed so into each other... response:	Thank goodness! So that was just me overthinking it all...
context: Not, not, not, not, not! It's so not that idiot bean sprout!\He's just, you know! We're only faking being boyfriend and girlfriend, so...!\A hopeless dork like him... I wouldn't even give him obligatory chocolate!\I-I see!\What am I gonna do? A huge lie just popped out of my mouth!\But I can't say I like him now... it would be too embarrassing!\I see, for a couple only pretending to be dating, they just seemed so into each other...\Thank goodness! So that was just me overthinking it all... response:	What about you, Kosaki? Isn't there someone you like?
context: He's just, you know! We're only faking being boyfriend and girlfriend, so...!\A hopeless dork like him... I wouldn't even give him obligatory chocolate!\I-I see!\What am I gonna do? A huge lie just popped out of my mouth!\But I can't say I like him now... it would be too embarrassing!\I see, for a couple only pretending to be dating, they just seemed so into each other...\Thank goodness! So that was just me overthinking it all...\What about you, Kosaki? Isn't there someone you like? response:	Huh? I...
context: A hopeless dork like him... I wouldn't even give him obligatory chocolate!\I-I see!\What am I gonna do? A huge lie just popped out of my mouth!\But I can't say I like him now... it would be too embarrassing!\I see, for a couple only pretending to be dating, they just seemed so into each other...\Thank goodness! So that was just me overthinking it all...\What about you, Kosaki? Isn't there someone you like?\Huh? I... response:	Yes, I have someone, too. Someone I like.
context: I-I see!\What am I gonna do? A huge lie just popped out of my mouth!\But I can't say I like him now... it would be too embarrassing!\I see, for a couple only pretending to be dating, they just seemed so into each other...\Thank goodness! So that was just me overthinking it all...\What about you, Kosaki? Isn't there someone you like?\Huh? I...\Yes, I have someone, too. Someone I like. response:	I was really planning to give these chocolates to him...
context: What am I gonna do? A huge lie just popped out of my mouth!\But I can't say I like him now... it would be too embarrassing!\I see, for a couple only pretending to be dating, they just seemed so into each other...\Thank goodness! So that was just me overthinking it all...\What about you, Kosaki? Isn't there someone you like?\Huh? I...\Yes, I have someone, too. Someone I like.\I was really planning to give these chocolates to him... response:	But I've given up on that now.
context: But I can't say I like him now... it would be too embarrassing!\I see, for a couple only pretending to be dating, they just seemed so into each other...\Thank goodness! So that was just me overthinking it all...\What about you, Kosaki? Isn't there someone you like?\Huh? I...\Yes, I have someone, too. Someone I like.\I was really planning to give these chocolates to him...\But I've given up on that now. response:	Sorry. I ate one...
context: I see, for a couple only pretending to be dating, they just seemed so into each other...\Thank goodness! So that was just me overthinking it all...\What about you, Kosaki? Isn't there someone you like?\Huh? I...\Yes, I have someone, too. Someone I like.\I was really planning to give these chocolates to him...\But I've given up on that now.\Sorry. I ate one... response:	Oh, no! Uh, listen, that's not what I meant!
context: Thank goodness! So that was just me overthinking it all...\What about you, Kosaki? Isn't there someone you like?\Huh? I...\Yes, I have someone, too. Someone I like.\I was really planning to give these chocolates to him...\But I've given up on that now.\Sorry. I ate one...\Oh, no! Uh, listen, that's not what I meant! response:	I'd already decided not to give them to him!
context: What about you, Kosaki? Isn't there someone you like?\Huh? I...\Yes, I have someone, too. Someone I like.\I was really planning to give these chocolates to him...\But I've given up on that now.\Sorry. I ate one...\Oh, no! Uh, listen, that's not what I meant!\I'd already decided not to give them to him! response:	Sorry! But it made me happy to hear you say they were delicious.
context: Huh? I...\Yes, I have someone, too. Someone I like.\I was really planning to give these chocolates to him...\But I've given up on that now.\Sorry. I ate one...\Oh, no! Uh, listen, that's not what I meant!\I'd already decided not to give them to him!\Sorry! But it made me happy to hear you say they were delicious. response:	But you know, that was such a surprise. To hear that you had a crush on someone.
context: Yes, I have someone, too. Someone I like.\I was really planning to give these chocolates to him...\But I've given up on that now.\Sorry. I ate one...\Oh, no! Uh, listen, that's not what I meant!\I'd already decided not to give them to him!\Sorry! But it made me happy to hear you say they were delicious.\But you know, that was such a surprise. To hear that you had a crush on someone. response:	Oh, but now that I think of it, it must be such a hassle!
context: I was really planning to give these chocolates to him...\But I've given up on that now.\Sorry. I ate one...\Oh, no! Uh, listen, that's not what I meant!\I'd already decided not to give them to him!\Sorry! But it made me happy to hear you say they were delicious.\But you know, that was such a surprise. To hear that you had a crush on someone.\Oh, but now that I think of it, it must be such a hassle! response:	Since you're pretending to be dating Ichijo...
context: But I've given up on that now.\Sorry. I ate one...\Oh, no! Uh, listen, that's not what I meant!\I'd already decided not to give them to him!\Sorry! But it made me happy to hear you say they were delicious.\But you know, that was such a surprise. To hear that you had a crush on someone.\Oh, but now that I think of it, it must be such a hassle!\Since you're pretending to be dating Ichijo... response:	Huh? Oh, yes, it sure is.
context: Sorry. I ate one...\Oh, no! Uh, listen, that's not what I meant!\I'd already decided not to give them to him!\Sorry! But it made me happy to hear you say they were delicious.\But you know, that was such a surprise. To hear that you had a crush on someone.\Oh, but now that I think of it, it must be such a hassle!\Since you're pretending to be dating Ichijo...\Huh? Oh, yes, it sure is. response:	You're the first person, you know. That I've ever told about liking someone.
context: Oh, no! Uh, listen, that's not what I meant!\I'd already decided not to give them to him!\Sorry! But it made me happy to hear you say they were delicious.\But you know, that was such a surprise. To hear that you had a crush on someone.\Oh, but now that I think of it, it must be such a hassle!\Since you're pretending to be dating Ichijo...\Huh? Oh, yes, it sure is.\You're the first person, you know. That I've ever told about liking someone. response:	This kind of thing really makes your heart pound, huh?
context: I'd already decided not to give them to him!\Sorry! But it made me happy to hear you say they were delicious.\But you know, that was such a surprise. To hear that you had a crush on someone.\Oh, but now that I think of it, it must be such a hassle!\Since you're pretending to be dating Ichijo...\Huh? Oh, yes, it sure is.\You're the first person, you know. That I've ever told about liking someone.\This kind of thing really makes your heart pound, huh? response:	Me, too! The only people who know about my crush are probably you and Ruri.
context: Sorry! But it made me happy to hear you say they were delicious.\But you know, that was such a surprise. To hear that you had a crush on someone.\Oh, but now that I think of it, it must be such a hassle!\Since you're pretending to be dating Ichijo...\Huh? Oh, yes, it sure is.\You're the first person, you know. That I've ever told about liking someone.\This kind of thing really makes your heart pound, huh?\Me, too! The only people who know about my crush are probably you and Ruri. response:	Because I've always kept it a secret.
context: But you know, that was such a surprise. To hear that you had a crush on someone.\Oh, but now that I think of it, it must be such a hassle!\Since you're pretending to be dating Ichijo...\Huh? Oh, yes, it sure is.\You're the first person, you know. That I've ever told about liking someone.\This kind of thing really makes your heart pound, huh?\Me, too! The only people who know about my crush are probably you and Ruri.\Because I've always kept it a secret. response:	Oh, really? Is that right? That really makes me happy!
context: Oh, but now that I think of it, it must be such a hassle!\Since you're pretending to be dating Ichijo...\Huh? Oh, yes, it sure is.\You're the first person, you know. That I've ever told about liking someone.\This kind of thing really makes your heart pound, huh?\Me, too! The only people who know about my crush are probably you and Ruri.\Because I've always kept it a secret.\Oh, really? Is that right? That really makes me happy! response:	Hey, then what do you say to this?
context: Since you're pretending to be dating Ichijo...\Huh? Oh, yes, it sure is.\You're the first person, you know. That I've ever told about liking someone.\This kind of thing really makes your heart pound, huh?\Me, too! The only people who know about my crush are probably you and Ruri.\Because I've always kept it a secret.\Oh, really? Is that right? That really makes me happy!\Hey, then what do you say to this? response:	Huh?
context: Huh? Oh, yes, it sure is.\You're the first person, you know. That I've ever told about liking someone.\This kind of thing really makes your heart pound, huh?\Me, too! The only people who know about my crush are probably you and Ruri.\Because I've always kept it a secret.\Oh, really? Is that right? That really makes me happy!\Hey, then what do you say to this?\Huh? response:	We're going to go on keeping this a secret from other people!
context: You're the first person, you know. That I've ever told about liking someone.\This kind of thing really makes your heart pound, huh?\Me, too! The only people who know about my crush are probably you and Ruri.\Because I've always kept it a secret.\Oh, really? Is that right? That really makes me happy!\Hey, then what do you say to this?\Huh?\We're going to go on keeping this a secret from other people! response:	And we're going to root for each other in our respective romances!
context: This kind of thing really makes your heart pound, huh?\Me, too! The only people who know about my crush are probably you and Ruri.\Because I've always kept it a secret.\Oh, really? Is that right? That really makes me happy!\Hey, then what do you say to this?\Huh?\We're going to go on keeping this a secret from other people!\And we're going to root for each other in our respective romances! response:	And until we both find true love, neither of us can probe each other about who it is that we like...
context: Me, too! The only people who know about my crush are probably you and Ruri.\Because I've always kept it a secret.\Oh, really? Is that right? That really makes me happy!\Hey, then what do you say to this?\Huh?\We're going to go on keeping this a secret from other people!\And we're going to root for each other in our respective romances!\And until we both find true love, neither of us can probe each other about who it is that we like... response:	Well?
context: Because I've always kept it a secret.\Oh, really? Is that right? That really makes me happy!\Hey, then what do you say to this?\Huh?\We're going to go on keeping this a secret from other people!\And we're going to root for each other in our respective romances!\And until we both find true love, neither of us can probe each other about who it is that we like...\Well? response:	Okay! Good idea! Let's do that!
context: Oh, really? Is that right? That really makes me happy!\Hey, then what do you say to this?\Huh?\We're going to go on keeping this a secret from other people!\And we're going to root for each other in our respective romances!\And until we both find true love, neither of us can probe each other about who it is that we like...\Well?\Okay! Good idea! Let's do that! response:	Okay, then, that's a promise!
context: Hey, then what do you say to this?\Huh?\We're going to go on keeping this a secret from other people!\And we're going to root for each other in our respective romances!\And until we both find true love, neither of us can probe each other about who it is that we like...\Well?\Okay! Good idea! Let's do that!\Okay, then, that's a promise! response:	Let's both give it our all!
context: Huh?\We're going to go on keeping this a secret from other people!\And we're going to root for each other in our respective romances!\And until we both find true love, neither of us can probe each other about who it is that we like...\Well?\Okay! Good idea! Let's do that!\Okay, then, that's a promise!\Let's both give it our all! response:	Okay, let's get right to it, then...
context: We're going to go on keeping this a secret from other people!\And we're going to root for each other in our respective romances!\And until we both find true love, neither of us can probe each other about who it is that we like...\Well?\Okay! Good idea! Let's do that!\Okay, then, that's a promise!\Let's both give it our all!\Okay, let's get right to it, then... response:	Huh?
context: And we're going to root for each other in our respective romances!\And until we both find true love, neither of us can probe each other about who it is that we like...\Well?\Okay! Good idea! Let's do that!\Okay, then, that's a promise!\Let's both give it our all!\Okay, let's get right to it, then...\Huh? response:	Why don't we make your chocolates over again, Kosaki?
context: And until we both find true love, neither of us can probe each other about who it is that we like...\Well?\Okay! Good idea! Let's do that!\Okay, then, that's a promise!\Let's both give it our all!\Okay, let's get right to it, then...\Huh?\Why don't we make your chocolates over again, Kosaki? response:	It would be such a waste to give up!
context: Well?\Okay! Good idea! Let's do that!\Okay, then, that's a promise!\Let's both give it our all!\Okay, let's get right to it, then...\Huh?\Why don't we make your chocolates over again, Kosaki?\It would be such a waste to give up! response:	Just re-make those chocolates, and give them to that person!
context: Okay! Good idea! Let's do that!\Okay, then, that's a promise!\Let's both give it our all!\Okay, let's get right to it, then...\Huh?\Why don't we make your chocolates over again, Kosaki?\It would be such a waste to give up!\Just re-make those chocolates, and give them to that person! response:	I'll help, too!
context: Okay, then, that's a promise!\Let's both give it our all!\Okay, let's get right to it, then...\Huh?\Why don't we make your chocolates over again, Kosaki?\It would be such a waste to give up!\Just re-make those chocolates, and give them to that person!\I'll help, too! response:	Chitoge...
context: Let's both give it our all!\Okay, let's get right to it, then...\Huh?\Why don't we make your chocolates over again, Kosaki?\It would be such a waste to give up!\Just re-make those chocolates, and give them to that person!\I'll help, too!\Chitoge... response:	And I'll do my best to hand my chocolates over, too!
context: Okay, let's get right to it, then...\Huh?\Why don't we make your chocolates over again, Kosaki?\It would be such a waste to give up!\Just re-make those chocolates, and give them to that person!\I'll help, too!\Chitoge...\And I'll do my best to hand my chocolates over, too! response:	Okay!
