context: My beloved Vieira Sensei... response:	The city where Sensei conducted, Prague...
context: Bravo!\I've never eaten such delicious boiled vegetables!\Right?\What's next, hey, the-man-with-a-good-taste! Ojisan, order whatever you like! Noodles, curry, oden...\Whatever dish my father cooks, it's very delicious!\What's Oden? (Oden = boiled fish cakes and radish etc in hot soup)\Especially boiled konbu with katsuo (boiled seaweed shining with tuna)\kotobu shining with katsura (back of head shining with wig) (he is making a pun) response:	Why... so you're not Japanese.
context: I've never eaten such delicious boiled vegetables!\Right?\What's next, hey, the-man-with-a-good-taste! Ojisan, order whatever you like! Noodles, curry, oden...\Whatever dish my father cooks, it's very delicious!\What's Oden? (Oden = boiled fish cakes and radish etc in hot soup)\Especially boiled konbu with katsuo (boiled seaweed shining with tuna)\kotobu shining with katsura (back of head shining with wig) (he is making a pun)\Why... so you're not Japanese. response:	You... a Music Academy student?
context: Right?\What's next, hey, the-man-with-a-good-taste! Ojisan, order whatever you like! Noodles, curry, oden...\Whatever dish my father cooks, it's very delicious!\What's Oden? (Oden = boiled fish cakes and radish etc in hot soup)\Especially boiled konbu with katsuo (boiled seaweed shining with tuna)\kotobu shining with katsura (back of head shining with wig) (he is making a pun)\Why... so you're not Japanese.\You... a Music Academy student? response:	Jiisan is weird. Let me tell you it's boring to tour inside a Music Academy.
context: What's next, hey, the-man-with-a-good-taste! Ojisan, order whatever you like! Noodles, curry, oden...\Whatever dish my father cooks, it's very delicious!\What's Oden? (Oden = boiled fish cakes and radish etc in hot soup)\Especially boiled konbu with katsuo (boiled seaweed shining with tuna)\kotobu shining with katsura (back of head shining with wig) (he is making a pun)\Why... so you're not Japanese.\You... a Music Academy student?\Jiisan is weird. Let me tell you it's boring to tour inside a Music Academy. response:	A-Oke, Eto Juku, those are trivial!
context: Whatever dish my father cooks, it's very delicious!\What's Oden? (Oden = boiled fish cakes and radish etc in hot soup)\Especially boiled konbu with katsuo (boiled seaweed shining with tuna)\kotobu shining with katsura (back of head shining with wig) (he is making a pun)\Why... so you're not Japanese.\You... a Music Academy student?\Jiisan is weird. Let me tell you it's boring to tour inside a Music Academy.\A-Oke, Eto Juku, those are trivial! response:	Generally viewing us based only on classical music, how stupid!
context: What's Oden? (Oden = boiled fish cakes and radish etc in hot soup)\Especially boiled konbu with katsuo (boiled seaweed shining with tuna)\kotobu shining with katsura (back of head shining with wig) (he is making a pun)\Why... so you're not Japanese.\You... a Music Academy student?\Jiisan is weird. Let me tell you it's boring to tour inside a Music Academy.\A-Oke, Eto Juku, those are trivial!\Generally viewing us based only on classical music, how stupid! response:	Look, the whole world is rich with music...
context: Especially boiled konbu with katsuo (boiled seaweed shining with tuna)\kotobu shining with katsura (back of head shining with wig) (he is making a pun)\Why... so you're not Japanese.\You... a Music Academy student?\Jiisan is weird. Let me tell you it's boring to tour inside a Music Academy.\A-Oke, Eto Juku, those are trivial!\Generally viewing us based only on classical music, how stupid!\Look, the whole world is rich with music... response:	jazz, pop, and then rock!
context: kotobu shining with katsura (back of head shining with wig) (he is making a pun)\Why... so you're not Japanese.\You... a Music Academy student?\Jiisan is weird. Let me tell you it's boring to tour inside a Music Academy.\A-Oke, Eto Juku, those are trivial!\Generally viewing us based only on classical music, how stupid!\Look, the whole world is rich with music...\jazz, pop, and then rock! response:	520... 526...
context: Why... so you're not Japanese.\You... a Music Academy student?\Jiisan is weird. Let me tell you it's boring to tour inside a Music Academy.\A-Oke, Eto Juku, those are trivial!\Generally viewing us based only on classical music, how stupid!\Look, the whole world is rich with music...\jazz, pop, and then rock!\520... 526... response:	I can't stand it anymore!
context: You... a Music Academy student?\Jiisan is weird. Let me tell you it's boring to tour inside a Music Academy.\A-Oke, Eto Juku, those are trivial!\Generally viewing us based only on classical music, how stupid!\Look, the whole world is rich with music...\jazz, pop, and then rock!\520... 526...\I can't stand it anymore! response:	Such... such a small practice room...
context: Jiisan is weird. Let me tell you it's boring to tour inside a Music Academy.\A-Oke, Eto Juku, those are trivial!\Generally viewing us based only on classical music, how stupid!\Look, the whole world is rich with music...\jazz, pop, and then rock!\520... 526...\I can't stand it anymore!\Such... such a small practice room... response:	I hate it!!
context: A-Oke, Eto Juku, those are trivial!\Generally viewing us based only on classical music, how stupid!\Look, the whole world is rich with music...\jazz, pop, and then rock!\520... 526...\I can't stand it anymore!\Such... such a small practice room...\I hate it!! response:	I hate it!!!
context: Generally viewing us based only on classical music, how stupid!\Look, the whole world is rich with music...\jazz, pop, and then rock!\520... 526...\I can't stand it anymore!\Such... such a small practice room...\I hate it!!\I hate it!!! response:	Who's behind?
context: Look, the whole world is rich with music...\jazz, pop, and then rock!\520... 526...\I can't stand it anymore!\Such... such a small practice room...\I hate it!!\I hate it!!!\Who's behind? response:	It was me...
context: jazz, pop, and then rock!\520... 526...\I can't stand it anymore!\Such... such a small practice room...\I hate it!!\I hate it!!!\Who's behind?\It was me... response:	I am sorry.
context: 520... 526...\I can't stand it anymore!\Such... such a small practice room...\I hate it!!\I hate it!!!\Who's behind?\It was me...\I am sorry. response:	Always at the same place. It's because you always take part-timer jobs.
context: I can't stand it anymore!\Such... such a small practice room...\I hate it!!\I hate it!!!\Who's behind?\It was me...\I am sorry.\Always at the same place. It's because you always take part-timer jobs. response:	I hate it!!!
context: Such... such a small practice room...\I hate it!!\I hate it!!!\Who's behind?\It was me...\I am sorry.\Always at the same place. It's because you always take part-timer jobs.\I hate it!!! response:	Just as I thought, music is Rock!
context: I hate it!!\I hate it!!!\Who's behind?\It was me...\I am sorry.\Always at the same place. It's because you always take part-timer jobs.\I hate it!!!\Just as I thought, music is Rock! response:	Who is it?
context: I hate it!!!\Who's behind?\It was me...\I am sorry.\Always at the same place. It's because you always take part-timer jobs.\I hate it!!!\Just as I thought, music is Rock!\Who is it? response:	Could it be one of my fans?
context: Who's behind?\It was me...\I am sorry.\Always at the same place. It's because you always take part-timer jobs.\I hate it!!!\Just as I thought, music is Rock!\Who is it?\Could it be one of my fans? response:	I hate it!!!
context: It was me...\I am sorry.\Always at the same place. It's because you always take part-timer jobs.\I hate it!!!\Just as I thought, music is Rock!\Who is it?\Could it be one of my fans?\I hate it!!! response:	Masumi-chan? Could it be that Masumi-chan was also peeped at?
context: I am sorry.\Always at the same place. It's because you always take part-timer jobs.\I hate it!!!\Just as I thought, music is Rock!\Who is it?\Could it be one of my fans?\I hate it!!!\Masumi-chan? Could it be that Masumi-chan was also peeped at? response:	No I'm just claustrophobic...
context: Always at the same place. It's because you always take part-timer jobs.\I hate it!!!\Just as I thought, music is Rock!\Who is it?\Could it be one of my fans?\I hate it!!!\Masumi-chan? Could it be that Masumi-chan was also peeped at?\No I'm just claustrophobic... response:	Really... but please be careful...
context: I hate it!!!\Just as I thought, music is Rock!\Who is it?\Could it be one of my fans?\I hate it!!!\Masumi-chan? Could it be that Masumi-chan was also peeped at?\No I'm just claustrophobic...\Really... but please be careful... response:	It seems that there is a strange old man walking around.
context: Just as I thought, music is Rock!\Who is it?\Could it be one of my fans?\I hate it!!!\Masumi-chan? Could it be that Masumi-chan was also peeped at?\No I'm just claustrophobic...\Really... but please be careful...\It seems that there is a strange old man walking around. response:	Maybe he's a stalker of Moe-san and Kaori-san...
context: Who is it?\Could it be one of my fans?\I hate it!!!\Masumi-chan? Could it be that Masumi-chan was also peeped at?\No I'm just claustrophobic...\Really... but please be careful...\It seems that there is a strange old man walking around.\Maybe he's a stalker of Moe-san and Kaori-san... response:	Could it be that he's stalking Chiaki-sama?
context: Could it be one of my fans?\I hate it!!!\Masumi-chan? Could it be that Masumi-chan was also peeped at?\No I'm just claustrophobic...\Really... but please be careful...\It seems that there is a strange old man walking around.\Maybe he's a stalker of Moe-san and Kaori-san...\Could it be that he's stalking Chiaki-sama? response:	No, no. That's Masumi-chan, isn't it?
context: I hate it!!!\Masumi-chan? Could it be that Masumi-chan was also peeped at?\No I'm just claustrophobic...\Really... but please be careful...\It seems that there is a strange old man walking around.\Maybe he's a stalker of Moe-san and Kaori-san...\Could it be that he's stalking Chiaki-sama?\No, no. That's Masumi-chan, isn't it? response:	I'm not a stalker!
context: Masumi-chan? Could it be that Masumi-chan was also peeped at?\No I'm just claustrophobic...\Really... but please be careful...\It seems that there is a strange old man walking around.\Maybe he's a stalker of Moe-san and Kaori-san...\Could it be that he's stalking Chiaki-sama?\No, no. That's Masumi-chan, isn't it?\I'm not a stalker! response:	I'm just... I'm just...
context: No I'm just claustrophobic...\Really... but please be careful...\It seems that there is a strange old man walking around.\Maybe he's a stalker of Moe-san and Kaori-san...\Could it be that he's stalking Chiaki-sama?\No, no. That's Masumi-chan, isn't it?\I'm not a stalker!\I'm just... I'm just... response:	looking at Chiaki-Sama everyday for these four years.
context: Really... but please be careful...\It seems that there is a strange old man walking around.\Maybe he's a stalker of Moe-san and Kaori-san...\Could it be that he's stalking Chiaki-sama?\No, no. That's Masumi-chan, isn't it?\I'm not a stalker!\I'm just... I'm just...\looking at Chiaki-Sama everyday for these four years. response:	Sonata For Two Pianos
context: It seems that there is a strange old man walking around.\Maybe he's a stalker of Moe-san and Kaori-san...\Could it be that he's stalking Chiaki-sama?\No, no. That's Masumi-chan, isn't it?\I'm not a stalker!\I'm just... I'm just...\looking at Chiaki-Sama everyday for these four years.\Sonata For Two Pianos response:	This cheerful and suitable for a salon piece was composed in the latter part of the 18th century to be performed with an acquiantance's gifted daughter
context: Maybe he's a stalker of Moe-san and Kaori-san...\Could it be that he's stalking Chiaki-sama?\No, no. That's Masumi-chan, isn't it?\I'm not a stalker!\I'm just... I'm just...\looking at Chiaki-Sama everyday for these four years.\Sonata For Two Pianos\This cheerful and suitable for a salon piece was composed in the latter part of the 18th century to be performed with an acquiantance's gifted daughter response:	This is the only piano duet piece that Mozart composed in his whole lifetime.
context: Could it be that he's stalking Chiaki-sama?\No, no. That's Masumi-chan, isn't it?\I'm not a stalker!\I'm just... I'm just...\looking at Chiaki-Sama everyday for these four years.\Sonata For Two Pianos\This cheerful and suitable for a salon piece was composed in the latter part of the 18th century to be performed with an acquiantance's gifted daughter\This is the only piano duet piece that Mozart composed in his whole lifetime. response:	Tanioka-sensei sure is mean
context: No, no. That's Masumi-chan, isn't it?\I'm not a stalker!\I'm just... I'm just...\looking at Chiaki-Sama everyday for these four years.\Sonata For Two Pianos\This cheerful and suitable for a salon piece was composed in the latter part of the 18th century to be performed with an acquiantance's gifted daughter\This is the only piano duet piece that Mozart composed in his whole lifetime.\Tanioka-sensei sure is mean response:	There are other pieces that are easier to do, why chose this one?
context: I'm not a stalker!\I'm just... I'm just...\looking at Chiaki-Sama everyday for these four years.\Sonata For Two Pianos\This cheerful and suitable for a salon piece was composed in the latter part of the 18th century to be performed with an acquiantance's gifted daughter\This is the only piano duet piece that Mozart composed in his whole lifetime.\Tanioka-sensei sure is mean\There are other pieces that are easier to do, why chose this one? response:	It will be tough to do it in three days as I promised.
context: I'm just... I'm just...\looking at Chiaki-Sama everyday for these four years.\Sonata For Two Pianos\This cheerful and suitable for a salon piece was composed in the latter part of the 18th century to be performed with an acquiantance's gifted daughter\This is the only piano duet piece that Mozart composed in his whole lifetime.\Tanioka-sensei sure is mean\There are other pieces that are easier to do, why chose this one?\It will be tough to do it in three days as I promised. response:	You're late!
context: looking at Chiaki-Sama everyday for these four years.\Sonata For Two Pianos\This cheerful and suitable for a salon piece was composed in the latter part of the 18th century to be performed with an acquiantance's gifted daughter\This is the only piano duet piece that Mozart composed in his whole lifetime.\Tanioka-sensei sure is mean\There are other pieces that are easier to do, why chose this one?\It will be tough to do it in three days as I promised.\You're late! response:	As I thought, Noda-kun is not here yet?
context: Sonata For Two Pianos\This cheerful and suitable for a salon piece was composed in the latter part of the 18th century to be performed with an acquiantance's gifted daughter\This is the only piano duet piece that Mozart composed in his whole lifetime.\Tanioka-sensei sure is mean\There are other pieces that are easier to do, why chose this one?\It will be tough to do it in three days as I promised.\You're late!\As I thought, Noda-kun is not here yet? response:	She hardly arrives on time, doesn't she?
context: This cheerful and suitable for a salon piece was composed in the latter part of the 18th century to be performed with an acquiantance's gifted daughter\This is the only piano duet piece that Mozart composed in his whole lifetime.\Tanioka-sensei sure is mean\There are other pieces that are easier to do, why chose this one?\It will be tough to do it in three days as I promised.\You're late!\As I thought, Noda-kun is not here yet?\She hardly arrives on time, doesn't she? response:	That's terrible...
context: This is the only piano duet piece that Mozart composed in his whole lifetime.\Tanioka-sensei sure is mean\There are other pieces that are easier to do, why chose this one?\It will be tough to do it in three days as I promised.\You're late!\As I thought, Noda-kun is not here yet?\She hardly arrives on time, doesn't she?\That's terrible... response:	This is a formal class
context: Tanioka-sensei sure is mean\There are other pieces that are easier to do, why chose this one?\It will be tough to do it in three days as I promised.\You're late!\As I thought, Noda-kun is not here yet?\She hardly arrives on time, doesn't she?\That's terrible...\This is a formal class response:	Well, sometimes I'm also late...
context: There are other pieces that are easier to do, why chose this one?\It will be tough to do it in three days as I promised.\You're late!\As I thought, Noda-kun is not here yet?\She hardly arrives on time, doesn't she?\That's terrible...\This is a formal class\Well, sometimes I'm also late... response:	Why don't you go out for a bit to drink some tea?
context: It will be tough to do it in three days as I promised.\You're late!\As I thought, Noda-kun is not here yet?\She hardly arrives on time, doesn't she?\That's terrible...\This is a formal class\Well, sometimes I'm also late...\Why don't you go out for a bit to drink some tea? response:	Chiaki-kun
context: You're late!\As I thought, Noda-kun is not here yet?\She hardly arrives on time, doesn't she?\That's terrible...\This is a formal class\Well, sometimes I'm also late...\Why don't you go out for a bit to drink some tea?\Chiaki-kun response:	Ah...I'm Conductor Division's...
context: As I thought, Noda-kun is not here yet?\She hardly arrives on time, doesn't she?\That's terrible...\This is a formal class\Well, sometimes I'm also late...\Why don't you go out for a bit to drink some tea?\Chiaki-kun\Ah...I'm Conductor Division's... response:	I know.
context: She hardly arrives on time, doesn't she?\That's terrible...\This is a formal class\Well, sometimes I'm also late...\Why don't you go out for a bit to drink some tea?\Chiaki-kun\Ah...I'm Conductor Division's...\I know. response:	Naturally. Hayakawa-kun is famous! And I'm the secondly famous Ookuchi Mamoru from Conducting Division...
context: That's terrible...\This is a formal class\Well, sometimes I'm also late...\Why don't you go out for a bit to drink some tea?\Chiaki-kun\Ah...I'm Conductor Division's...\I know.\Naturally. Hayakawa-kun is famous! And I'm the secondly famous Ookuchi Mamoru from Conducting Division... response:	For my destination I'm thinking of taking lectures at Gerhalm
context: This is a formal class\Well, sometimes I'm also late...\Why don't you go out for a bit to drink some tea?\Chiaki-kun\Ah...I'm Conductor Division's...\I know.\Naturally. Hayakawa-kun is famous! And I'm the secondly famous Ookuchi Mamoru from Conducting Division...\For my destination I'm thinking of taking lectures at Gerhalm response:	Really?
context: Well, sometimes I'm also late...\Why don't you go out for a bit to drink some tea?\Chiaki-kun\Ah...I'm Conductor Division's...\I know.\Naturally. Hayakawa-kun is famous! And I'm the secondly famous Ookuchi Mamoru from Conducting Division...\For my destination I'm thinking of taking lectures at Gerhalm\Really? response:	Gerhalm?
context: Why don't you go out for a bit to drink some tea?\Chiaki-kun\Ah...I'm Conductor Division's...\I know.\Naturally. Hayakawa-kun is famous! And I'm the secondly famous Ookuchi Mamoru from Conducting Division...\For my destination I'm thinking of taking lectures at Gerhalm\Really?\Gerhalm? response:	In that Seminar, Sebastiano Vieira will come to teach special courses, you know!
context: Chiaki-kun\Ah...I'm Conductor Division's...\I know.\Naturally. Hayakawa-kun is famous! And I'm the secondly famous Ookuchi Mamoru from Conducting Division...\For my destination I'm thinking of taking lectures at Gerhalm\Really?\Gerhalm?\In that Seminar, Sebastiano Vieira will come to teach special courses, you know! response:	Well, in any case I'll also go in the future...
context: Ah...I'm Conductor Division's...\I know.\Naturally. Hayakawa-kun is famous! And I'm the secondly famous Ookuchi Mamoru from Conducting Division...\For my destination I'm thinking of taking lectures at Gerhalm\Really?\Gerhalm?\In that Seminar, Sebastiano Vieira will come to teach special courses, you know!\Well, in any case I'll also go in the future... response:	I heard from Saiko-chan that Chiaki-kun and Vieira-sensei know each other?
context: I know.\Naturally. Hayakawa-kun is famous! And I'm the secondly famous Ookuchi Mamoru from Conducting Division...\For my destination I'm thinking of taking lectures at Gerhalm\Really?\Gerhalm?\In that Seminar, Sebastiano Vieira will come to teach special courses, you know!\Well, in any case I'll also go in the future...\I heard from Saiko-chan that Chiaki-kun and Vieira-sensei know each other? response:	If I meet him, I will tell him any message from you
context: Naturally. Hayakawa-kun is famous! And I'm the secondly famous Ookuchi Mamoru from Conducting Division...\For my destination I'm thinking of taking lectures at Gerhalm\Really?\Gerhalm?\In that Seminar, Sebastiano Vieira will come to teach special courses, you know!\Well, in any case I'll also go in the future...\I heard from Saiko-chan that Chiaki-kun and Vieira-sensei know each other?\If I meet him, I will tell him any message from you response:	Chiaki Senpai is so late...
context: For my destination I'm thinking of taking lectures at Gerhalm\Really?\Gerhalm?\In that Seminar, Sebastiano Vieira will come to teach special courses, you know!\Well, in any case I'll also go in the future...\I heard from Saiko-chan that Chiaki-kun and Vieira-sensei know each other?\If I meet him, I will tell him any message from you\Chiaki Senpai is so late... response:	That's true. Let's begin by ourselves first.
context: Really?\Gerhalm?\In that Seminar, Sebastiano Vieira will come to teach special courses, you know!\Well, in any case I'll also go in the future...\I heard from Saiko-chan that Chiaki-kun and Vieira-sensei know each other?\If I meet him, I will tell him any message from you\Chiaki Senpai is so late...\That's true. Let's begin by ourselves first. response:	In that Seminar Sebastiano Vieira will come to teach special courses, you know!
context: Gerhalm?\In that Seminar, Sebastiano Vieira will come to teach special courses, you know!\Well, in any case I'll also go in the future...\I heard from Saiko-chan that Chiaki-kun and Vieira-sensei know each other?\If I meet him, I will tell him any message from you\Chiaki Senpai is so late...\That's true. Let's begin by ourselves first.\In that Seminar Sebastiano Vieira will come to teach special courses, you know! response:	If I meet him I will tell him any message from you
context: In that Seminar, Sebastiano Vieira will come to teach special courses, you know!\Well, in any case I'll also go in the future...\I heard from Saiko-chan that Chiaki-kun and Vieira-sensei know each other?\If I meet him, I will tell him any message from you\Chiaki Senpai is so late...\That's true. Let's begin by ourselves first.\In that Seminar Sebastiano Vieira will come to teach special courses, you know!\If I meet him I will tell him any message from you response:	I hate losers
context: Well, in any case I'll also go in the future...\I heard from Saiko-chan that Chiaki-kun and Vieira-sensei know each other?\If I meet him, I will tell him any message from you\Chiaki Senpai is so late...\That's true. Let's begin by ourselves first.\In that Seminar Sebastiano Vieira will come to teach special courses, you know!\If I meet him I will tell him any message from you\I hate losers response:	Wherever you are, it'll be just the same!
context: I heard from Saiko-chan that Chiaki-kun and Vieira-sensei know each other?\If I meet him, I will tell him any message from you\Chiaki Senpai is so late...\That's true. Let's begin by ourselves first.\In that Seminar Sebastiano Vieira will come to teach special courses, you know!\If I meet him I will tell him any message from you\I hate losers\Wherever you are, it'll be just the same! response:	Bravo!
context: If I meet him, I will tell him any message from you\Chiaki Senpai is so late...\That's true. Let's begin by ourselves first.\In that Seminar Sebastiano Vieira will come to teach special courses, you know!\If I meet him I will tell him any message from you\I hate losers\Wherever you are, it'll be just the same!\Bravo! response:	What shall I have for dinner...
context: Chiaki Senpai is so late...\That's true. Let's begin by ourselves first.\In that Seminar Sebastiano Vieira will come to teach special courses, you know!\If I meet him I will tell him any message from you\I hate losers\Wherever you are, it'll be just the same!\Bravo!\What shall I have for dinner... response:	Excuse me
context: That's true. Let's begin by ourselves first.\In that Seminar Sebastiano Vieira will come to teach special courses, you know!\If I meet him I will tell him any message from you\I hate losers\Wherever you are, it'll be just the same!\Bravo!\What shall I have for dinner...\Excuse me response:	You're the earlier fantasy girl! Good evening!
context: In that Seminar Sebastiano Vieira will come to teach special courses, you know!\If I meet him I will tell him any message from you\I hate losers\Wherever you are, it'll be just the same!\Bravo!\What shall I have for dinner...\Excuse me\You're the earlier fantasy girl! Good evening! response:	Good evening!
context: If I meet him I will tell him any message from you\I hate losers\Wherever you are, it'll be just the same!\Bravo!\What shall I have for dinner...\Excuse me\You're the earlier fantasy girl! Good evening!\Good evening! response:	Shall I tell you the road where taxis usually pass? (wrong japanese, should be could you tell me)
context: I hate losers\Wherever you are, it'll be just the same!\Bravo!\What shall I have for dinner...\Excuse me\You're the earlier fantasy girl! Good evening!\Good evening!\Shall I tell you the road where taxis usually pass? (wrong japanese, should be could you tell me) response:	A road where taxis usually pass?
context: Wherever you are, it'll be just the same!\Bravo!\What shall I have for dinner...\Excuse me\You're the earlier fantasy girl! Good evening!\Good evening!\Shall I tell you the road where taxis usually pass? (wrong japanese, should be could you tell me)\A road where taxis usually pass? response:	Oh go there, turn to the left, turn to the right!
context: Bravo!\What shall I have for dinner...\Excuse me\You're the earlier fantasy girl! Good evening!\Good evening!\Shall I tell you the road where taxis usually pass? (wrong japanese, should be could you tell me)\A road where taxis usually pass?\Oh go there, turn to the left, turn to the right! response:	What a gentle nice girl!
context: What shall I have for dinner...\Excuse me\You're the earlier fantasy girl! Good evening!\Good evening!\Shall I tell you the road where taxis usually pass? (wrong japanese, should be could you tell me)\A road where taxis usually pass?\Oh go there, turn to the left, turn to the right!\What a gentle nice girl! response:	I know Japanese
context: Excuse me\You're the earlier fantasy girl! Good evening!\Good evening!\Shall I tell you the road where taxis usually pass? (wrong japanese, should be could you tell me)\A road where taxis usually pass?\Oh go there, turn to the left, turn to the right!\What a gentle nice girl!\I know Japanese response:	Just a little bit
context: You're the earlier fantasy girl! Good evening!\Good evening!\Shall I tell you the road where taxis usually pass? (wrong japanese, should be could you tell me)\A road where taxis usually pass?\Oh go there, turn to the left, turn to the right!\What a gentle nice girl!\I know Japanese\Just a little bit response:	Bitte, could you show me the way?
context: Good evening!\Shall I tell you the road where taxis usually pass? (wrong japanese, should be could you tell me)\A road where taxis usually pass?\Oh go there, turn to the left, turn to the right!\What a gentle nice girl!\I know Japanese\Just a little bit\Bitte, could you show me the way? response:	Bitte?? (please in German)
context: Shall I tell you the road where taxis usually pass? (wrong japanese, should be could you tell me)\A road where taxis usually pass?\Oh go there, turn to the left, turn to the right!\What a gentle nice girl!\I know Japanese\Just a little bit\Bitte, could you show me the way?\Bitte?? (please in German) response:	Then, shall we have dinner?
context: A road where taxis usually pass?\Oh go there, turn to the left, turn to the right!\What a gentle nice girl!\I know Japanese\Just a little bit\Bitte, could you show me the way?\Bitte?? (please in German)\Then, shall we have dinner? response:	dinner?
context: Oh go there, turn to the left, turn to the right!\What a gentle nice girl!\I know Japanese\Just a little bit\Bitte, could you show me the way?\Bitte?? (please in German)\Then, shall we have dinner?\dinner? response:	But no, it is bad...
context: What a gentle nice girl!\I know Japanese\Just a little bit\Bitte, could you show me the way?\Bitte?? (please in German)\Then, shall we have dinner?\dinner?\But no, it is bad... response:	I was told not to follow any stranger...
context: I know Japanese\Just a little bit\Bitte, could you show me the way?\Bitte?? (please in German)\Then, shall we have dinner?\dinner?\But no, it is bad...\I was told not to follow any stranger... response:	Nein?? I am a moral tourist from Germany (nein = no in German)
context: Just a little bit\Bitte, could you show me the way?\Bitte?? (please in German)\Then, shall we have dinner?\dinner?\But no, it is bad...\I was told not to follow any stranger...\Nein?? I am a moral tourist from Germany (nein = no in German) response:	My name is Milch Holstein (Milk Cow in German)
context: Bitte, could you show me the way?\Bitte?? (please in German)\Then, shall we have dinner?\dinner?\But no, it is bad...\I was told not to follow any stranger...\Nein?? I am a moral tourist from Germany (nein = no in German)\My name is Milch Holstein (Milk Cow in German) response:	Japan changed a lot, I don't understand anything here
context: Bitte?? (please in German)\Then, shall we have dinner?\dinner?\But no, it is bad...\I was told not to follow any stranger...\Nein?? I am a moral tourist from Germany (nein = no in German)\My name is Milch Holstein (Milk Cow in German)\Japan changed a lot, I don't understand anything here response:	I'm an old man and alone...
context: Then, shall we have dinner?\dinner?\But no, it is bad...\I was told not to follow any stranger...\Nein?? I am a moral tourist from Germany (nein = no in German)\My name is Milch Holstein (Milk Cow in German)\Japan changed a lot, I don't understand anything here\I'm an old man and alone... response:	I feel very lonely...
context: dinner?\But no, it is bad...\I was told not to follow any stranger...\Nein?? I am a moral tourist from Germany (nein = no in German)\My name is Milch Holstein (Milk Cow in German)\Japan changed a lot, I don't understand anything here\I'm an old man and alone...\I feel very lonely... response:	Oh you're all alone?
context: But no, it is bad...\I was told not to follow any stranger...\Nein?? I am a moral tourist from Germany (nein = no in German)\My name is Milch Holstein (Milk Cow in German)\Japan changed a lot, I don't understand anything here\I'm an old man and alone...\I feel very lonely...\Oh you're all alone? response:	OK I understand
context: I was told not to follow any stranger...\Nein?? I am a moral tourist from Germany (nein = no in German)\My name is Milch Holstein (Milk Cow in German)\Japan changed a lot, I don't understand anything here\I'm an old man and alone...\I feel very lonely...\Oh you're all alone?\OK I understand response:	Let's eat together with Nodame
context: Nein?? I am a moral tourist from Germany (nein = no in German)\My name is Milch Holstein (Milk Cow in German)\Japan changed a lot, I don't understand anything here\I'm an old man and alone...\I feel very lonely...\Oh you're all alone?\OK I understand\Let's eat together with Nodame response:	Let's go!
context: My name is Milch Holstein (Milk Cow in German)\Japan changed a lot, I don't understand anything here\I'm an old man and alone...\I feel very lonely...\Oh you're all alone?\OK I understand\Let's eat together with Nodame\Let's go! response:	Ah I'm worried about Chiaki-senpai
context: Japan changed a lot, I don't understand anything here\I'm an old man and alone...\I feel very lonely...\Oh you're all alone?\OK I understand\Let's eat together with Nodame\Let's go!\Ah I'm worried about Chiaki-senpai response:	Let's go and grab a meal with Senpai!
context: I'm an old man and alone...\I feel very lonely...\Oh you're all alone?\OK I understand\Let's eat together with Nodame\Let's go!\Ah I'm worried about Chiaki-senpai\Let's go and grab a meal with Senpai! response:	Nodame-chaaan!
context: I feel very lonely...\Oh you're all alone?\OK I understand\Let's eat together with Nodame\Let's go!\Ah I'm worried about Chiaki-senpai\Let's go and grab a meal with Senpai!\Nodame-chaaan! response:	It's ready! It's ready!
context: Oh you're all alone?\OK I understand\Let's eat together with Nodame\Let's go!\Ah I'm worried about Chiaki-senpai\Let's go and grab a meal with Senpai!\Nodame-chaaan!\It's ready! It's ready! response:	Just in time, don't you think?
context: OK I understand\Let's eat together with Nodame\Let's go!\Ah I'm worried about Chiaki-senpai\Let's go and grab a meal with Senpai!\Nodame-chaaan!\It's ready! It's ready!\Just in time, don't you think? response:	It is smelling bouquet garni.
context: Let's eat together with Nodame\Let's go!\Ah I'm worried about Chiaki-senpai\Let's go and grab a meal with Senpai!\Nodame-chaaan!\It's ready! It's ready!\Just in time, don't you think?\It is smelling bouquet garni. response:	This is French home-cooking, isn't it?
context: Let's go!\Ah I'm worried about Chiaki-senpai\Let's go and grab a meal with Senpai!\Nodame-chaaan!\It's ready! It's ready!\Just in time, don't you think?\It is smelling bouquet garni.\This is French home-cooking, isn't it? response:	Let's eat before they get cold.
context: Ah I'm worried about Chiaki-senpai\Let's go and grab a meal with Senpai!\Nodame-chaaan!\It's ready! It's ready!\Just in time, don't you think?\It is smelling bouquet garni.\This is French home-cooking, isn't it?\Let's eat before they get cold. response:	Wow there is wine here!
context: Let's go and grab a meal with Senpai!\Nodame-chaaan!\It's ready! It's ready!\Just in time, don't you think?\It is smelling bouquet garni.\This is French home-cooking, isn't it?\Let's eat before they get cold.\Wow there is wine here! response:	Senpai you sit here too! Let's eat together!
context: Nodame-chaaan!\It's ready! It's ready!\Just in time, don't you think?\It is smelling bouquet garni.\This is French home-cooking, isn't it?\Let's eat before they get cold.\Wow there is wine here!\Senpai you sit here too! Let's eat together! response:	What do you mean by sit here sit here?
context: It's ready! It's ready!\Just in time, don't you think?\It is smelling bouquet garni.\This is French home-cooking, isn't it?\Let's eat before they get cold.\Wow there is wine here!\Senpai you sit here too! Let's eat together!\What do you mean by sit here sit here? response:	Whose place do you think it is?
