context: My brother, my brother... response:	My brother, my brother...
context: If you don't hurry, you'll run out of time.\That was just an excuse to come here.\I actually just came to impose on you.\Take a look at the available jobs!\If you don't need anything here, go back to Fukuoka.\Don't you have anything to do besides playing games...\and reading manga day after day?\Then, take me out somewhere! response:	Let's go on a date!
context: That was just an excuse to come here.\I actually just came to impose on you.\Take a look at the available jobs!\If you don't need anything here, go back to Fukuoka.\Don't you have anything to do besides playing games...\and reading manga day after day?\Then, take me out somewhere!\Let's go on a date! response:	A date...
context: I actually just came to impose on you.\Take a look at the available jobs!\If you don't need anything here, go back to Fukuoka.\Don't you have anything to do besides playing games...\and reading manga day after day?\Then, take me out somewhere!\Let's go on a date!\A date... response:	A date?
context: Take a look at the available jobs!\If you don't need anything here, go back to Fukuoka.\Don't you have anything to do besides playing games...\and reading manga day after day?\Then, take me out somewhere!\Let's go on a date!\A date...\A date? response:	What?
context: If you don't need anything here, go back to Fukuoka.\Don't you have anything to do besides playing games...\and reading manga day after day?\Then, take me out somewhere!\Let's go on a date!\A date...\A date?\What? response:	Date.
context: Don't you have anything to do besides playing games...\and reading manga day after day?\Then, take me out somewhere!\Let's go on a date!\A date...\A date?\What?\Date. response:	Date?
context: and reading manga day after day?\Then, take me out somewhere!\Let's go on a date!\A date...\A date?\What?\Date.\Date? response:	Date!
context: Then, take me out somewhere!\Let's go on a date!\A date...\A date?\What?\Date.\Date?\Date! response:	What's going on here?
context: Let's go on a date!\A date...\A date?\What?\Date.\Date?\Date!\What's going on here? response:	It's so big!
context: A date...\A date?\What?\Date.\Date?\Date!\What's going on here?\It's so big! response:	So it is...
context: A date?\What?\Date.\Date?\Date!\What's going on here?\It's so big!\So it is... response:	You should be more excited, Bro!
context: What?\Date.\Date?\Date!\What's going on here?\It's so big!\So it is...\You should be more excited, Bro! response:	Should I?
context: Date.\Date?\Date!\What's going on here?\It's so big!\So it is...\You should be more excited, Bro!\Should I? response:	How did it end up like this?
context: Date?\Date!\What's going on here?\It's so big!\So it is...\You should be more excited, Bro!\Should I?\How did it end up like this? response:	N-No, I just...
context: Date!\What's going on here?\It's so big!\So it is...\You should be more excited, Bro!\Should I?\How did it end up like this?\N-No, I just... response:	I don't have work today, and I didn't get to go anywhere last year...
context: What's going on here?\It's so big!\So it is...\You should be more excited, Bro!\Should I?\How did it end up like this?\N-No, I just...\I don't have work today, and I didn't get to go anywhere last year... response:	What about you, Shiina?
context: It's so big!\So it is...\You should be more excited, Bro!\Should I?\How did it end up like this?\N-No, I just...\I don't have work today, and I didn't get to go anywhere last year...\What about you, Shiina? response:	Don't you need to work on your manga?
context: So it is...\You should be more excited, Bro!\Should I?\How did it end up like this?\N-No, I just...\I don't have work today, and I didn't get to go anywhere last year...\What about you, Shiina?\Don't you need to work on your manga? response:	Ayano said I should experience lots of things this summer.
context: You should be more excited, Bro!\Should I?\How did it end up like this?\N-No, I just...\I don't have work today, and I didn't get to go anywhere last year...\What about you, Shiina?\Don't you need to work on your manga?\Ayano said I should experience lots of things this summer. response:	Experience?!
context: Should I?\How did it end up like this?\N-No, I just...\I don't have work today, and I didn't get to go anywhere last year...\What about you, Shiina?\Don't you need to work on your manga?\Ayano said I should experience lots of things this summer.\Experience?! response:	The ABCs of love?!
context: How did it end up like this?\N-No, I just...\I don't have work today, and I didn't get to go anywhere last year...\What about you, Shiina?\Don't you need to work on your manga?\Ayano said I should experience lots of things this summer.\Experience?!\The ABCs of love?! response:	No, plans A, B, and C.
context: N-No, I just...\I don't have work today, and I didn't get to go anywhere last year...\What about you, Shiina?\Don't you need to work on your manga?\Ayano said I should experience lots of things this summer.\Experience?!\The ABCs of love?!\No, plans A, B, and C. response:	That was your annihilate plan!
context: I don't have work today, and I didn't get to go anywhere last year...\What about you, Shiina?\Don't you need to work on your manga?\Ayano said I should experience lots of things this summer.\Experience?!\The ABCs of love?!\No, plans A, B, and C.\That was your annihilate plan! response:	W-Well, I slept in the same bed as my brother last night!
context: What about you, Shiina?\Don't you need to work on your manga?\Ayano said I should experience lots of things this summer.\Experience?!\The ABCs of love?!\No, plans A, B, and C.\That was your annihilate plan!\W-Well, I slept in the same bed as my brother last night! response:	Hold it! You've got the wrong idea here...
context: Don't you need to work on your manga?\Ayano said I should experience lots of things this summer.\Experience?!\The ABCs of love?!\No, plans A, B, and C.\That was your annihilate plan!\W-Well, I slept in the same bed as my brother last night!\Hold it! You've got the wrong idea here... response:	So did I.
context: Ayano said I should experience lots of things this summer.\Experience?!\The ABCs of love?!\No, plans A, B, and C.\That was your annihilate plan!\W-Well, I slept in the same bed as my brother last night!\Hold it! You've got the wrong idea here...\So did I. response:	What?
context: Experience?!\The ABCs of love?!\No, plans A, B, and C.\That was your annihilate plan!\W-Well, I slept in the same bed as my brother last night!\Hold it! You've got the wrong idea here...\So did I.\What? response:	I've slept in Sorata's bed.
context: The ABCs of love?!\No, plans A, B, and C.\That was your annihilate plan!\W-Well, I slept in the same bed as my brother last night!\Hold it! You've got the wrong idea here...\So did I.\What?\I've slept in Sorata's bed. response:	Go, go, Yuko!
context: No, plans A, B, and C.\That was your annihilate plan!\W-Well, I slept in the same bed as my brother last night!\Hold it! You've got the wrong idea here...\So did I.\What?\I've slept in Sorata's bed.\Go, go, Yuko! response:	Don't lose, Yuko!
context: That was your annihilate plan!\W-Well, I slept in the same bed as my brother last night!\Hold it! You've got the wrong idea here...\So did I.\What?\I've slept in Sorata's bed.\Go, go, Yuko!\Don't lose, Yuko! response:	Go, go, Yuko!
context: W-Well, I slept in the same bed as my brother last night!\Hold it! You've got the wrong idea here...\So did I.\What?\I've slept in Sorata's bed.\Go, go, Yuko!\Don't lose, Yuko!\Go, go, Yuko! response:	What are we supposed to do now?!
context: Hold it! You've got the wrong idea here...\So did I.\What?\I've slept in Sorata's bed.\Go, go, Yuko!\Don't lose, Yuko!\Go, go, Yuko!\What are we supposed to do now?! response:	It's a disaster.
context: So did I.\What?\I've slept in Sorata's bed.\Go, go, Yuko!\Don't lose, Yuko!\Go, go, Yuko!\What are we supposed to do now?!\It's a disaster. response:	You're the one who complicated things!
context: What?\I've slept in Sorata's bed.\Go, go, Yuko!\Don't lose, Yuko!\Go, go, Yuko!\What are we supposed to do now?!\It's a disaster.\You're the one who complicated things! response:	Don't lose, Yuko!
context: I've slept in Sorata's bed.\Go, go, Yuko!\Don't lose, Yuko!\Go, go, Yuko!\What are we supposed to do now?!\It's a disaster.\You're the one who complicated things!\Don't lose, Yuko! response:	I only told the truth.
context: Go, go, Yuko!\Don't lose, Yuko!\Go, go, Yuko!\What are we supposed to do now?!\It's a disaster.\You're the one who complicated things!\Don't lose, Yuko!\I only told the truth. response:	Yeah, choosing the exact words...
context: Don't lose, Yuko!\Go, go, Yuko!\What are we supposed to do now?!\It's a disaster.\You're the one who complicated things!\Don't lose, Yuko!\I only told the truth.\Yeah, choosing the exact words... response:	that would cause the most confusion!
context: Go, go, Yuko!\What are we supposed to do now?!\It's a disaster.\You're the one who complicated things!\Don't lose, Yuko!\I only told the truth.\Yeah, choosing the exact words...\that would cause the most confusion! response:	I'm starting to feel like I don't have enough HP to survive today...
context: What are we supposed to do now?!\It's a disaster.\You're the one who complicated things!\Don't lose, Yuko!\I only told the truth.\Yeah, choosing the exact words...\that would cause the most confusion!\I'm starting to feel like I don't have enough HP to survive today... response:	What's wrong, Aoyama?
context: It's a disaster.\You're the one who complicated things!\Don't lose, Yuko!\I only told the truth.\Yeah, choosing the exact words...\that would cause the most confusion!\I'm starting to feel like I don't have enough HP to survive today...\What's wrong, Aoyama? response:	Huh? Oh, nothing.
context: You're the one who complicated things!\Don't lose, Yuko!\I only told the truth.\Yeah, choosing the exact words...\that would cause the most confusion!\I'm starting to feel like I don't have enough HP to survive today...\What's wrong, Aoyama?\Huh? Oh, nothing. response:	I was just thinking that you always seem to enjoy yourself...
context: Don't lose, Yuko!\I only told the truth.\Yeah, choosing the exact words...\that would cause the most confusion!\I'm starting to feel like I don't have enough HP to survive today...\What's wrong, Aoyama?\Huh? Oh, nothing.\I was just thinking that you always seem to enjoy yourself... response:	when you're talking to Mashiro and Yuko-chan...
context: I only told the truth.\Yeah, choosing the exact words...\that would cause the most confusion!\I'm starting to feel like I don't have enough HP to survive today...\What's wrong, Aoyama?\Huh? Oh, nothing.\I was just thinking that you always seem to enjoy yourself...\when you're talking to Mashiro and Yuko-chan... response:	What's so fun about this, exactly?
context: Yeah, choosing the exact words...\that would cause the most confusion!\I'm starting to feel like I don't have enough HP to survive today...\What's wrong, Aoyama?\Huh? Oh, nothing.\I was just thinking that you always seem to enjoy yourself...\when you're talking to Mashiro and Yuko-chan...\What's so fun about this, exactly? response:	Maybe I should push you around, too.
context: that would cause the most confusion!\I'm starting to feel like I don't have enough HP to survive today...\What's wrong, Aoyama?\Huh? Oh, nothing.\I was just thinking that you always seem to enjoy yourself...\when you're talking to Mashiro and Yuko-chan...\What's so fun about this, exactly?\Maybe I should push you around, too. response:	What?
context: I'm starting to feel like I don't have enough HP to survive today...\What's wrong, Aoyama?\Huh? Oh, nothing.\I was just thinking that you always seem to enjoy yourself...\when you're talking to Mashiro and Yuko-chan...\What's so fun about this, exactly?\Maybe I should push you around, too.\What? response:	N-Never mind!
context: What's wrong, Aoyama?\Huh? Oh, nothing.\I was just thinking that you always seem to enjoy yourself...\when you're talking to Mashiro and Yuko-chan...\What's so fun about this, exactly?\Maybe I should push you around, too.\What?\N-Never mind! response:	Why did she get mad at me?
context: Huh? Oh, nothing.\I was just thinking that you always seem to enjoy yourself...\when you're talking to Mashiro and Yuko-chan...\What's so fun about this, exactly?\Maybe I should push you around, too.\What?\N-Never mind!\Why did she get mad at me? response:	Don't lose, Yuko!
context: I was just thinking that you always seem to enjoy yourself...\when you're talking to Mashiro and Yuko-chan...\What's so fun about this, exactly?\Maybe I should push you around, too.\What?\N-Never mind!\Why did she get mad at me?\Don't lose, Yuko! response:	Shiina, I can't walk like this. Back off a little.
context: when you're talking to Mashiro and Yuko-chan...\What's so fun about this, exactly?\Maybe I should push you around, too.\What?\N-Never mind!\Why did she get mad at me?\Don't lose, Yuko!\Shiina, I can't walk like this. Back off a little. response:	Sorata, you'll get lost.
context: What's so fun about this, exactly?\Maybe I should push you around, too.\What?\N-Never mind!\Why did she get mad at me?\Don't lose, Yuko!\Shiina, I can't walk like this. Back off a little.\Sorata, you'll get lost. response:	If anyone's gonna get lost, it's gonna be you!
context: Maybe I should push you around, too.\What?\N-Never mind!\Why did she get mad at me?\Don't lose, Yuko!\Shiina, I can't walk like this. Back off a little.\Sorata, you'll get lost.\If anyone's gonna get lost, it's gonna be you! response:	If Yuko backs off, I'll consider it.
context: What?\N-Never mind!\Why did she get mad at me?\Don't lose, Yuko!\Shiina, I can't walk like this. Back off a little.\Sorata, you'll get lost.\If anyone's gonna get lost, it's gonna be you!\If Yuko backs off, I'll consider it. response:	You heard her, Yuko.
context: N-Never mind!\Why did she get mad at me?\Don't lose, Yuko!\Shiina, I can't walk like this. Back off a little.\Sorata, you'll get lost.\If anyone's gonna get lost, it's gonna be you!\If Yuko backs off, I'll consider it.\You heard her, Yuko. response:	If Mashiro-san backs off, I'll think about it.
context: Why did she get mad at me?\Don't lose, Yuko!\Shiina, I can't walk like this. Back off a little.\Sorata, you'll get lost.\If anyone's gonna get lost, it's gonna be you!\If Yuko backs off, I'll consider it.\You heard her, Yuko.\If Mashiro-san backs off, I'll think about it. response:	W-We don't want to get separated.
context: Don't lose, Yuko!\Shiina, I can't walk like this. Back off a little.\Sorata, you'll get lost.\If anyone's gonna get lost, it's gonna be you!\If Yuko backs off, I'll consider it.\You heard her, Yuko.\If Mashiro-san backs off, I'll think about it.\W-We don't want to get separated. response:	My contract's been terminated on my phone, so... well...
context: Shiina, I can't walk like this. Back off a little.\Sorata, you'll get lost.\If anyone's gonna get lost, it's gonna be you!\If Yuko backs off, I'll consider it.\You heard her, Yuko.\If Mashiro-san backs off, I'll think about it.\W-We don't want to get separated.\My contract's been terminated on my phone, so... well... response:	Nakamise
context: Sorata, you'll get lost.\If anyone's gonna get lost, it's gonna be you!\If Yuko backs off, I'll consider it.\You heard her, Yuko.\If Mashiro-san backs off, I'll think about it.\W-We don't want to get separated.\My contract's been terminated on my phone, so... well...\Nakamise response:	Okay, just like that!
context: If anyone's gonna get lost, it's gonna be you!\If Yuko backs off, I'll consider it.\You heard her, Yuko.\If Mashiro-san backs off, I'll think about it.\W-We don't want to get separated.\My contract's been terminated on my phone, so... well...\Nakamise\Okay, just like that! response:	Fortunes: 100 Yen
context: If Yuko backs off, I'll consider it.\You heard her, Yuko.\If Mashiro-san backs off, I'll think about it.\W-We don't want to get separated.\My contract's been terminated on my phone, so... well...\Nakamise\Okay, just like that!\Fortunes: 100 Yen response:	What will I get? What will I get?
context: You heard her, Yuko.\If Mashiro-san backs off, I'll think about it.\W-We don't want to get separated.\My contract's been terminated on my phone, so... well...\Nakamise\Okay, just like that!\Fortunes: 100 Yen\What will I get? What will I get? response:	Bad Luck
context: If Mashiro-san backs off, I'll think about it.\W-We don't want to get separated.\My contract's been terminated on my phone, so... well...\Nakamise\Okay, just like that!\Fortunes: 100 Yen\What will I get? What will I get?\Bad Luck response:	Very Good Luck
context: W-We don't want to get separated.\My contract's been terminated on my phone, so... well...\Nakamise\Okay, just like that!\Fortunes: 100 Yen\What will I get? What will I get?\Bad Luck\Very Good Luck response:	I wish that Yuko will become smarter.
context: My contract's been terminated on my phone, so... well...\Nakamise\Okay, just like that!\Fortunes: 100 Yen\What will I get? What will I get?\Bad Luck\Very Good Luck\I wish that Yuko will become smarter. response:	And bigger.
context: Nakamise\Okay, just like that!\Fortunes: 100 Yen\What will I get? What will I get?\Bad Luck\Very Good Luck\I wish that Yuko will become smarter.\And bigger. response:	I wish that my pitch will make it through the screening process.
context: Okay, just like that!\Fortunes: 100 Yen\What will I get? What will I get?\Bad Luck\Very Good Luck\I wish that Yuko will become smarter.\And bigger.\I wish that my pitch will make it through the screening process. response:	I wish my brother would spoil me.
context: Fortunes: 100 Yen\What will I get? What will I get?\Bad Luck\Very Good Luck\I wish that Yuko will become smarter.\And bigger.\I wish that my pitch will make it through the screening process.\I wish my brother would spoil me. response:	I wish my sister would stop being so stupid.
context: What will I get? What will I get?\Bad Luck\Very Good Luck\I wish that Yuko will become smarter.\And bigger.\I wish that my pitch will make it through the screening process.\I wish my brother would spoil me.\I wish my sister would stop being so stupid. response:	I want to eat baumkuchen.
context: Bad Luck\Very Good Luck\I wish that Yuko will become smarter.\And bigger.\I wish that my pitch will make it through the screening process.\I wish my brother would spoil me.\I wish my sister would stop being so stupid.\I want to eat baumkuchen. response:	I wish that Kanda-kun's pitch gets approved.
context: Very Good Luck\I wish that Yuko will become smarter.\And bigger.\I wish that my pitch will make it through the screening process.\I wish my brother would spoil me.\I wish my sister would stop being so stupid.\I want to eat baumkuchen.\I wish that Kanda-kun's pitch gets approved. response:	And also...
context: I wish that Yuko will become smarter.\And bigger.\I wish that my pitch will make it through the screening process.\I wish my brother would spoil me.\I wish my sister would stop being so stupid.\I want to eat baumkuchen.\I wish that Kanda-kun's pitch gets approved.\And also... response:	N-Never mind!
context: And bigger.\I wish that my pitch will make it through the screening process.\I wish my brother would spoil me.\I wish my sister would stop being so stupid.\I want to eat baumkuchen.\I wish that Kanda-kun's pitch gets approved.\And also...\N-Never mind! response:	With milk tea on the side.
context: I wish that my pitch will make it through the screening process.\I wish my brother would spoil me.\I wish my sister would stop being so stupid.\I want to eat baumkuchen.\I wish that Kanda-kun's pitch gets approved.\And also...\N-Never mind!\With milk tea on the side. response:	I'm exhausted...
context: I wish my brother would spoil me.\I wish my sister would stop being so stupid.\I want to eat baumkuchen.\I wish that Kanda-kun's pitch gets approved.\And also...\N-Never mind!\With milk tea on the side.\I'm exhausted... response:	But maybe it was good to get out of the house for a bit.
context: I wish my sister would stop being so stupid.\I want to eat baumkuchen.\I wish that Kanda-kun's pitch gets approved.\And also...\N-Never mind!\With milk tea on the side.\I'm exhausted...\But maybe it was good to get out of the house for a bit. response:	If you'd stayed in your room,
context: I want to eat baumkuchen.\I wish that Kanda-kun's pitch gets approved.\And also...\N-Never mind!\With milk tea on the side.\I'm exhausted...\But maybe it was good to get out of the house for a bit.\If you'd stayed in your room, response:	you would've been thinking about the mail all day.
context: I wish that Kanda-kun's pitch gets approved.\And also...\N-Never mind!\With milk tea on the side.\I'm exhausted...\But maybe it was good to get out of the house for a bit.\If you'd stayed in your room,\you would've been thinking about the mail all day. response:	Did you wish you'd become a voice actor?
context: And also...\N-Never mind!\With milk tea on the side.\I'm exhausted...\But maybe it was good to get out of the house for a bit.\If you'd stayed in your room,\you would've been thinking about the mail all day.\Did you wish you'd become a voice actor? response:	I-I guess I did.
context: N-Never mind!\With milk tea on the side.\I'm exhausted...\But maybe it was good to get out of the house for a bit.\If you'd stayed in your room,\you would've been thinking about the mail all day.\Did you wish you'd become a voice actor?\I-I guess I did. response:	Th-That was just an accident or...
context: With milk tea on the side.\I'm exhausted...\But maybe it was good to get out of the house for a bit.\If you'd stayed in your room,\you would've been thinking about the mail all day.\Did you wish you'd become a voice actor?\I-I guess I did.\Th-That was just an accident or... response:	What are we going to do?
context: I'm exhausted...\But maybe it was good to get out of the house for a bit.\If you'd stayed in your room,\you would've been thinking about the mail all day.\Did you wish you'd become a voice actor?\I-I guess I did.\Th-That was just an accident or...\What are we going to do? response:	I'm really sorry!
context: But maybe it was good to get out of the house for a bit.\If you'd stayed in your room,\you would've been thinking about the mail all day.\Did you wish you'd become a voice actor?\I-I guess I did.\Th-That was just an accident or...\What are we going to do?\I'm really sorry! response:	Mashiro and Yuko-chan are missing!
context: If you'd stayed in your room,\you would've been thinking about the mail all day.\Did you wish you'd become a voice actor?\I-I guess I did.\Th-That was just an accident or...\What are we going to do?\I'm really sorry!\Mashiro and Yuko-chan are missing! response:	What?
context: you would've been thinking about the mail all day.\Did you wish you'd become a voice actor?\I-I guess I did.\Th-That was just an accident or...\What are we going to do?\I'm really sorry!\Mashiro and Yuko-chan are missing!\What? response:	Candy Apples
context: Did you wish you'd become a voice actor?\I-I guess I did.\Th-That was just an accident or...\What are we going to do?\I'm really sorry!\Mashiro and Yuko-chan are missing!\What?\Candy Apples response:	What am I going to do?
context: I-I guess I did.\Th-That was just an accident or...\What are we going to do?\I'm really sorry!\Mashiro and Yuko-chan are missing!\What?\Candy Apples\What am I going to do? response:	I got separated from my brother!
context: Th-That was just an accident or...\What are we going to do?\I'm really sorry!\Mashiro and Yuko-chan are missing!\What?\Candy Apples\What am I going to do?\I got separated from my brother! response:	Sorata's lost.
context: What are we going to do?\I'm really sorry!\Mashiro and Yuko-chan are missing!\What?\Candy Apples\What am I going to do?\I got separated from my brother!\Sorata's lost. response:	You want one? That'll be 300 yen.
context: I'm really sorry!\Mashiro and Yuko-chan are missing!\What?\Candy Apples\What am I going to do?\I got separated from my brother!\Sorata's lost.\You want one? That'll be 300 yen. response:	We're lost strategy-wise, too!
context: Mashiro and Yuko-chan are missing!\What?\Candy Apples\What am I going to do?\I got separated from my brother!\Sorata's lost.\You want one? That'll be 300 yen.\We're lost strategy-wise, too! response:	Um, can I have some money for that?
context: What?\Candy Apples\What am I going to do?\I got separated from my brother!\Sorata's lost.\You want one? That'll be 300 yen.\We're lost strategy-wise, too!\Um, can I have some money for that? response:	Did you find them?
context: Candy Apples\What am I going to do?\I got separated from my brother!\Sorata's lost.\You want one? That'll be 300 yen.\We're lost strategy-wise, too!\Um, can I have some money for that?\Did you find them? response:	No...
context: What am I going to do?\I got separated from my brother!\Sorata's lost.\You want one? That'll be 300 yen.\We're lost strategy-wise, too!\Um, can I have some money for that?\Did you find them?\No... response:	Did Mashiro answer her phone?
context: I got separated from my brother!\Sorata's lost.\You want one? That'll be 300 yen.\We're lost strategy-wise, too!\Um, can I have some money for that?\Did you find them?\No...\Did Mashiro answer her phone? response:	Oh, about that...
context: Sorata's lost.\You want one? That'll be 300 yen.\We're lost strategy-wise, too!\Um, can I have some money for that?\Did you find them?\No...\Did Mashiro answer her phone?\Oh, about that... response:	What am I going to do?
context: You want one? That'll be 300 yen.\We're lost strategy-wise, too!\Um, can I have some money for that?\Did you find them?\No...\Did Mashiro answer her phone?\Oh, about that...\What am I going to do? response:	I didn't bring my phone,
context: We're lost strategy-wise, too!\Um, can I have some money for that?\Did you find them?\No...\Did Mashiro answer her phone?\Oh, about that...\What am I going to do?\I didn't bring my phone, response:	and you're not any help at all, Mashiro-san.
context: Um, can I have some money for that?\Did you find them?\No...\Did Mashiro answer her phone?\Oh, about that...\What am I going to do?\I didn't bring my phone,\and you're not any help at all, Mashiro-san. response:	I bet I'll never see my brother again.
context: Did you find them?\No...\Did Mashiro answer her phone?\Oh, about that...\What am I going to do?\I didn't bring my phone,\and you're not any help at all, Mashiro-san.\I bet I'll never see my brother again. response:	It's okay.
context: No...\Did Mashiro answer her phone?\Oh, about that...\What am I going to do?\I didn't bring my phone,\and you're not any help at all, Mashiro-san.\I bet I'll never see my brother again.\It's okay. response:	What?
context: Did Mashiro answer her phone?\Oh, about that...\What am I going to do?\I didn't bring my phone,\and you're not any help at all, Mashiro-san.\I bet I'll never see my brother again.\It's okay.\What? response:	Sorata will find us.
context: Oh, about that...\What am I going to do?\I didn't bring my phone,\and you're not any help at all, Mashiro-san.\I bet I'll never see my brother again.\It's okay.\What?\Sorata will find us. response:	Where does that confidence come from?
context: What am I going to do?\I didn't bring my phone,\and you're not any help at all, Mashiro-san.\I bet I'll never see my brother again.\It's okay.\What?\Sorata will find us.\Where does that confidence come from? response:	Because Sorata...
context: I didn't bring my phone,\and you're not any help at all, Mashiro-san.\I bet I'll never see my brother again.\It's okay.\What?\Sorata will find us.\Where does that confidence come from?\Because Sorata... response:	My brother...
context: and you're not any help at all, Mashiro-san.\I bet I'll never see my brother again.\It's okay.\What?\Sorata will find us.\Where does that confidence come from?\Because Sorata...\My brother... response:	That doesn't make any sense!
context: I bet I'll never see my brother again.\It's okay.\What?\Sorata will find us.\Where does that confidence come from?\Because Sorata...\My brother...\That doesn't make any sense! response:	You're the only one who doesn't understand.
context: It's okay.\What?\Sorata will find us.\Where does that confidence come from?\Because Sorata...\My brother...\That doesn't make any sense!\You're the only one who doesn't understand. response:	Look.
context: What?\Sorata will find us.\Where does that confidence come from?\Because Sorata...\My brother...\That doesn't make any sense!\You're the only one who doesn't understand.\Look. response:	Bro!
context: Sorata will find us.\Where does that confidence come from?\Because Sorata...\My brother...\That doesn't make any sense!\You're the only one who doesn't understand.\Look.\Bro! response:	Bro!
context: Where does that confidence come from?\Because Sorata...\My brother...\That doesn't make any sense!\You're the only one who doesn't understand.\Look.\Bro!\Bro! response:	I'm here!
context: Because Sorata...\My brother...\That doesn't make any sense!\You're the only one who doesn't understand.\Look.\Bro!\Bro!\I'm here! response:	Yuko!
context: My brother...\That doesn't make any sense!\You're the only one who doesn't understand.\Look.\Bro!\Bro!\I'm here!\Yuko! response:	Wh-Who are you?!
context: That doesn't make any sense!\You're the only one who doesn't understand.\Look.\Bro!\Bro!\I'm here!\Yuko!\Wh-Who are you?! response:	He seems to want money.
context: You're the only one who doesn't understand.\Look.\Bro!\Bro!\I'm here!\Yuko!\Wh-Who are you?!\He seems to want money. response:	It's because you're eating that!
context: Look.\Bro!\Bro!\I'm here!\Yuko!\Wh-Who are you?!\He seems to want money.\It's because you're eating that! response:	After all the fuss she made, this is how she ends up...
context: Bro!\Bro!\I'm here!\Yuko!\Wh-Who are you?!\He seems to want money.\It's because you're eating that!\After all the fuss she made, this is how she ends up... response:	But we had a lot of fun.
context: Bro!\I'm here!\Yuko!\Wh-Who are you?!\He seems to want money.\It's because you're eating that!\After all the fuss she made, this is how she ends up...\But we had a lot of fun. response:	It must have been a nice break for Yuko-chan before her entrance exams.
context: I'm here!\Yuko!\Wh-Who are you?!\He seems to want money.\It's because you're eating that!\After all the fuss she made, this is how she ends up...\But we had a lot of fun.\It must have been a nice break for Yuko-chan before her entrance exams. response:	I hope she passes.
context: Yuko!\Wh-Who are you?!\He seems to want money.\It's because you're eating that!\After all the fuss she made, this is how she ends up...\But we had a lot of fun.\It must have been a nice break for Yuko-chan before her entrance exams.\I hope she passes. response:	Yeah.
context: Wh-Who are you?!\He seems to want money.\It's because you're eating that!\After all the fuss she made, this is how she ends up...\But we had a lot of fun.\It must have been a nice break for Yuko-chan before her entrance exams.\I hope she passes.\Yeah. response:	Huh? Where is Yuko applying, anyway?
context: He seems to want money.\It's because you're eating that!\After all the fuss she made, this is how she ends up...\But we had a lot of fun.\It must have been a nice break for Yuko-chan before her entrance exams.\I hope she passes.\Yeah.\Huh? Where is Yuko applying, anyway? response:	I don't know.
context: It's because you're eating that!\After all the fuss she made, this is how she ends up...\But we had a lot of fun.\It must have been a nice break for Yuko-chan before her entrance exams.\I hope she passes.\Yeah.\Huh? Where is Yuko applying, anyway?\I don't know. response:	Thanks for everything.
context: After all the fuss she made, this is how she ends up...\But we had a lot of fun.\It must have been a nice break for Yuko-chan before her entrance exams.\I hope she passes.\Yeah.\Huh? Where is Yuko applying, anyway?\I don't know.\Thanks for everything. response:	See you again, Yuko-chan.
context: But we had a lot of fun.\It must have been a nice break for Yuko-chan before her entrance exams.\I hope she passes.\Yeah.\Huh? Where is Yuko applying, anyway?\I don't know.\Thanks for everything.\See you again, Yuko-chan. response:	Bye.
context: It must have been a nice break for Yuko-chan before her entrance exams.\I hope she passes.\Yeah.\Huh? Where is Yuko applying, anyway?\I don't know.\Thanks for everything.\See you again, Yuko-chan.\Bye. response:	I know what I want to do now, Bro!
context: I hope she passes.\Yeah.\Huh? Where is Yuko applying, anyway?\I don't know.\Thanks for everything.\See you again, Yuko-chan.\Bye.\I know what I want to do now, Bro! response:	Really? What's that?
context: Yeah.\Huh? Where is Yuko applying, anyway?\I don't know.\Thanks for everything.\See you again, Yuko-chan.\Bye.\I know what I want to do now, Bro!\Really? What's that? response:	I'm going to apply to Suimei High!
context: Huh? Where is Yuko applying, anyway?\I don't know.\Thanks for everything.\See you again, Yuko-chan.\Bye.\I know what I want to do now, Bro!\Really? What's that?\I'm going to apply to Suimei High! response:	What?!
context: I don't know.\Thanks for everything.\See you again, Yuko-chan.\Bye.\I know what I want to do now, Bro!\Really? What's that?\I'm going to apply to Suimei High!\What?! response:	If I get into Suimei High, I can be with you.
context: Thanks for everything.\See you again, Yuko-chan.\Bye.\I know what I want to do now, Bro!\Really? What's that?\I'm going to apply to Suimei High!\What?!\If I get into Suimei High, I can be with you. response:	Then, you can look after me like you look after Mashiro-san, right?
context: See you again, Yuko-chan.\Bye.\I know what I want to do now, Bro!\Really? What's that?\I'm going to apply to Suimei High!\What?!\If I get into Suimei High, I can be with you.\Then, you can look after me like you look after Mashiro-san, right? response:	It'll be the birth of Yuko Duty!
context: Bye.\I know what I want to do now, Bro!\Really? What's that?\I'm going to apply to Suimei High!\What?!\If I get into Suimei High, I can be with you.\Then, you can look after me like you look after Mashiro-san, right?\It'll be the birth of Yuko Duty! response:	Shiina-san, did you give Yuko ideas?
context: I know what I want to do now, Bro!\Really? What's that?\I'm going to apply to Suimei High!\What?!\If I get into Suimei High, I can be with you.\Then, you can look after me like you look after Mashiro-san, right?\It'll be the birth of Yuko Duty!\Shiina-san, did you give Yuko ideas? response:	I gave her my everything.
context: Really? What's that?\I'm going to apply to Suimei High!\What?!\If I get into Suimei High, I can be with you.\Then, you can look after me like you look after Mashiro-san, right?\It'll be the birth of Yuko Duty!\Shiina-san, did you give Yuko ideas?\I gave her my everything. response:	That sounds impressive!
