context: Why are you doing this? response:	I want you to go back to your Landing Castle
context: 9 o'clock!\Here they come! Pick them off!\You wished to see me, Princess Lemrina?\Slaine...\What is the meaning of this?\Princess Asseylum... My sister... She has already woken up, hasn't she?\I always knew that I would have to tell you eventually.\Would you mind explaining yourself? response:	Princess Asseylum is not quite herself yet.
context: Here they come! Pick them off!\You wished to see me, Princess Lemrina?\Slaine...\What is the meaning of this?\Princess Asseylum... My sister... She has already woken up, hasn't she?\I always knew that I would have to tell you eventually.\Would you mind explaining yourself?\Princess Asseylum is not quite herself yet. response:	I needed to have you continue to portray her until she recovers.
context: You wished to see me, Princess Lemrina?\Slaine...\What is the meaning of this?\Princess Asseylum... My sister... She has already woken up, hasn't she?\I always knew that I would have to tell you eventually.\Would you mind explaining yourself?\Princess Asseylum is not quite herself yet.\I needed to have you continue to portray her until she recovers. response:	In order to create a new world.
context: Slaine...\What is the meaning of this?\Princess Asseylum... My sister... She has already woken up, hasn't she?\I always knew that I would have to tell you eventually.\Would you mind explaining yourself?\Princess Asseylum is not quite herself yet.\I needed to have you continue to portray her until she recovers.\In order to create a new world. response:	A new world?
context: What is the meaning of this?\Princess Asseylum... My sister... She has already woken up, hasn't she?\I always knew that I would have to tell you eventually.\Would you mind explaining yourself?\Princess Asseylum is not quite herself yet.\I needed to have you continue to portray her until she recovers.\In order to create a new world.\A new world? response:	Yes, a world free of worry.
context: Princess Asseylum... My sister... She has already woken up, hasn't she?\I always knew that I would have to tell you eventually.\Would you mind explaining yourself?\Princess Asseylum is not quite herself yet.\I needed to have you continue to portray her until she recovers.\In order to create a new world.\A new world?\Yes, a world free of worry. response:	A world of everlasting peace, one without conflict and without sadness.
context: I always knew that I would have to tell you eventually.\Would you mind explaining yourself?\Princess Asseylum is not quite herself yet.\I needed to have you continue to portray her until she recovers.\In order to create a new world.\A new world?\Yes, a world free of worry.\A world of everlasting peace, one without conflict and without sadness. response:	And who will rule this world?
context: Would you mind explaining yourself?\Princess Asseylum is not quite herself yet.\I needed to have you continue to portray her until she recovers.\In order to create a new world.\A new world?\Yes, a world free of worry.\A world of everlasting peace, one without conflict and without sadness.\And who will rule this world? response:	Her Highness Asseylum Vers Allusia, of course.
context: Princess Asseylum is not quite herself yet.\I needed to have you continue to portray her until she recovers.\In order to create a new world.\A new world?\Yes, a world free of worry.\A world of everlasting peace, one without conflict and without sadness.\And who will rule this world?\Her Highness Asseylum Vers Allusia, of course. response:	Do you believe that my sister wants such a thing?
context: I needed to have you continue to portray her until she recovers.\In order to create a new world.\A new world?\Yes, a world free of worry.\A world of everlasting peace, one without conflict and without sadness.\And who will rule this world?\Her Highness Asseylum Vers Allusia, of course.\Do you believe that my sister wants such a thing? response:	I know that she does not.
context: In order to create a new world.\A new world?\Yes, a world free of worry.\A world of everlasting peace, one without conflict and without sadness.\And who will rule this world?\Her Highness Asseylum Vers Allusia, of course.\Do you believe that my sister wants such a thing?\I know that she does not. response:	That is exactly why I will make it a reality and present it to her.
context: A new world?\Yes, a world free of worry.\A world of everlasting peace, one without conflict and without sadness.\And who will rule this world?\Her Highness Asseylum Vers Allusia, of course.\Do you believe that my sister wants such a thing?\I know that she does not.\That is exactly why I will make it a reality and present it to her. response:	Your Highness, do you know why wars break out?
context: Yes, a world free of worry.\A world of everlasting peace, one without conflict and without sadness.\And who will rule this world?\Her Highness Asseylum Vers Allusia, of course.\Do you believe that my sister wants such a thing?\I know that she does not.\That is exactly why I will make it a reality and present it to her.\Your Highness, do you know why wars break out? response:	They are a means of negotiation between states.
context: A world of everlasting peace, one without conflict and without sadness.\And who will rule this world?\Her Highness Asseylum Vers Allusia, of course.\Do you believe that my sister wants such a thing?\I know that she does not.\That is exactly why I will make it a reality and present it to her.\Your Highness, do you know why wars break out?\They are a means of negotiation between states. response:	No. Wars break out because there is someone to fight against.
context: And who will rule this world?\Her Highness Asseylum Vers Allusia, of course.\Do you believe that my sister wants such a thing?\I know that she does not.\That is exactly why I will make it a reality and present it to her.\Your Highness, do you know why wars break out?\They are a means of negotiation between states.\No. Wars break out because there is someone to fight against. response:	To eliminate war, there are two options: Invade and assimilate,
context: Her Highness Asseylum Vers Allusia, of course.\Do you believe that my sister wants such a thing?\I know that she does not.\That is exactly why I will make it a reality and present it to her.\Your Highness, do you know why wars break out?\They are a means of negotiation between states.\No. Wars break out because there is someone to fight against.\To eliminate war, there are two options: Invade and assimilate, response:	or utterly exterminate one's adversary so that only you remain.
context: Do you believe that my sister wants such a thing?\I know that she does not.\That is exactly why I will make it a reality and present it to her.\Your Highness, do you know why wars break out?\They are a means of negotiation between states.\No. Wars break out because there is someone to fight against.\To eliminate war, there are two options: Invade and assimilate,\or utterly exterminate one's adversary so that only you remain. response:	Mankind's history is a history of conflict.
context: I know that she does not.\That is exactly why I will make it a reality and present it to her.\Your Highness, do you know why wars break out?\They are a means of negotiation between states.\No. Wars break out because there is someone to fight against.\To eliminate war, there are two options: Invade and assimilate,\or utterly exterminate one's adversary so that only you remain.\Mankind's history is a history of conflict. response:	The very instant that Mars split off from Earth, war was inevitable.
context: That is exactly why I will make it a reality and present it to her.\Your Highness, do you know why wars break out?\They are a means of negotiation between states.\No. Wars break out because there is someone to fight against.\To eliminate war, there are two options: Invade and assimilate,\or utterly exterminate one's adversary so that only you remain.\Mankind's history is a history of conflict.\The very instant that Mars split off from Earth, war was inevitable. response:	Yes... Even if I had not, someone else eventually would have.
context: Your Highness, do you know why wars break out?\They are a means of negotiation between states.\No. Wars break out because there is someone to fight against.\To eliminate war, there are two options: Invade and assimilate,\or utterly exterminate one's adversary so that only you remain.\Mankind's history is a history of conflict.\The very instant that Mars split off from Earth, war was inevitable.\Yes... Even if I had not, someone else eventually would have. response:	You have changed.
context: They are a means of negotiation between states.\No. Wars break out because there is someone to fight against.\To eliminate war, there are two options: Invade and assimilate,\or utterly exterminate one's adversary so that only you remain.\Mankind's history is a history of conflict.\The very instant that Mars split off from Earth, war was inevitable.\Yes... Even if I had not, someone else eventually would have.\You have changed. response:	You are no longer the Slaine I once knew, are you?
context: No. Wars break out because there is someone to fight against.\To eliminate war, there are two options: Invade and assimilate,\or utterly exterminate one's adversary so that only you remain.\Mankind's history is a history of conflict.\The very instant that Mars split off from Earth, war was inevitable.\Yes... Even if I had not, someone else eventually would have.\You have changed.\You are no longer the Slaine I once knew, are you? response:	Princess Asseylum...!
context: To eliminate war, there are two options: Invade and assimilate,\or utterly exterminate one's adversary so that only you remain.\Mankind's history is a history of conflict.\The very instant that Mars split off from Earth, war was inevitable.\Yes... Even if I had not, someone else eventually would have.\You have changed.\You are no longer the Slaine I once knew, are you?\Princess Asseylum...! response:	I told her everything.
context: or utterly exterminate one's adversary so that only you remain.\Mankind's history is a history of conflict.\The very instant that Mars split off from Earth, war was inevitable.\Yes... Even if I had not, someone else eventually would have.\You have changed.\You are no longer the Slaine I once knew, are you?\Princess Asseylum...!\I told her everything. response:	In the name of Asseylum Vers Allusia, Princess Royal of the Vers Empire,
context: Mankind's history is a history of conflict.\The very instant that Mars split off from Earth, war was inevitable.\Yes... Even if I had not, someone else eventually would have.\You have changed.\You are no longer the Slaine I once knew, are you?\Princess Asseylum...!\I told her everything.\In the name of Asseylum Vers Allusia, Princess Royal of the Vers Empire, response:	I order Count Slaine Saazbaum Troyard to immediately cease all hostilities.
context: The very instant that Mars split off from Earth, war was inevitable.\Yes... Even if I had not, someone else eventually would have.\You have changed.\You are no longer the Slaine I once knew, are you?\Princess Asseylum...!\I told her everything.\In the name of Asseylum Vers Allusia, Princess Royal of the Vers Empire,\I order Count Slaine Saazbaum Troyard to immediately cease all hostilities. response:	I thought we just needed to take out the master!
context: Yes... Even if I had not, someone else eventually would have.\You have changed.\You are no longer the Slaine I once knew, are you?\Princess Asseylum...!\I told her everything.\In the name of Asseylum Vers Allusia, Princess Royal of the Vers Empire,\I order Count Slaine Saazbaum Troyard to immediately cease all hostilities.\I thought we just needed to take out the master! response:	Which is the real one?!
context: You have changed.\You are no longer the Slaine I once knew, are you?\Princess Asseylum...!\I told her everything.\In the name of Asseylum Vers Allusia, Princess Royal of the Vers Empire,\I order Count Slaine Saazbaum Troyard to immediately cease all hostilities.\I thought we just needed to take out the master!\Which is the real one?! response:	The one we marked wasn't the original!
context: You are no longer the Slaine I once knew, are you?\Princess Asseylum...!\I told her everything.\In the name of Asseylum Vers Allusia, Princess Royal of the Vers Empire,\I order Count Slaine Saazbaum Troyard to immediately cease all hostilities.\I thought we just needed to take out the master!\Which is the real one?!\The one we marked wasn't the original! response:	Where's it hiding?!
context: Princess Asseylum...!\I told her everything.\In the name of Asseylum Vers Allusia, Princess Royal of the Vers Empire,\I order Count Slaine Saazbaum Troyard to immediately cease all hostilities.\I thought we just needed to take out the master!\Which is the real one?!\The one we marked wasn't the original!\Where's it hiding?! response:	I thought that one of them would be the real one, but maybe I was wrong.
context: I told her everything.\In the name of Asseylum Vers Allusia, Princess Royal of the Vers Empire,\I order Count Slaine Saazbaum Troyard to immediately cease all hostilities.\I thought we just needed to take out the master!\Which is the real one?!\The one we marked wasn't the original!\Where's it hiding?!\I thought that one of them would be the real one, but maybe I was wrong. response:	What do you mean, wrong?!
context: In the name of Asseylum Vers Allusia, Princess Royal of the Vers Empire,\I order Count Slaine Saazbaum Troyard to immediately cease all hostilities.\I thought we just needed to take out the master!\Which is the real one?!\The one we marked wasn't the original!\Where's it hiding?!\I thought that one of them would be the real one, but maybe I was wrong.\What do you mean, wrong?! response:	My analysis of the duplicates turned up something interesting.
context: I order Count Slaine Saazbaum Troyard to immediately cease all hostilities.\I thought we just needed to take out the master!\Which is the real one?!\The one we marked wasn't the original!\Where's it hiding?!\I thought that one of them would be the real one, but maybe I was wrong.\What do you mean, wrong?!\My analysis of the duplicates turned up something interesting. response:	In the instant that they manifest, the master's state is perfectly preserved,
context: I thought we just needed to take out the master!\Which is the real one?!\The one we marked wasn't the original!\Where's it hiding?!\I thought that one of them would be the real one, but maybe I was wrong.\What do you mean, wrong?!\My analysis of the duplicates turned up something interesting.\In the instant that they manifest, the master's state is perfectly preserved, response:	everything from its orientation to its energy state.
context: Which is the real one?!\The one we marked wasn't the original!\Where's it hiding?!\I thought that one of them would be the real one, but maybe I was wrong.\What do you mean, wrong?!\My analysis of the duplicates turned up something interesting.\In the instant that they manifest, the master's state is perfectly preserved,\everything from its orientation to its energy state. response:	Meaning what?
context: The one we marked wasn't the original!\Where's it hiding?!\I thought that one of them would be the real one, but maybe I was wrong.\What do you mean, wrong?!\My analysis of the duplicates turned up something interesting.\In the instant that they manifest, the master's state is perfectly preserved,\everything from its orientation to its energy state.\Meaning what? response:	Maybe he's using quantum teleportation to create copies of himself.
context: Where's it hiding?!\I thought that one of them would be the real one, but maybe I was wrong.\What do you mean, wrong?!\My analysis of the duplicates turned up something interesting.\In the instant that they manifest, the master's state is perfectly preserved,\everything from its orientation to its energy state.\Meaning what?\Maybe he's using quantum teleportation to create copies of himself. response:	Except the original is left intact instead of being destroyed,
context: I thought that one of them would be the real one, but maybe I was wrong.\What do you mean, wrong?!\My analysis of the duplicates turned up something interesting.\In the instant that they manifest, the master's state is perfectly preserved,\everything from its orientation to its energy state.\Meaning what?\Maybe he's using quantum teleportation to create copies of himself.\Except the original is left intact instead of being destroyed, response:	effectively creating a duplicate.
context: What do you mean, wrong?!\My analysis of the duplicates turned up something interesting.\In the instant that they manifest, the master's state is perfectly preserved,\everything from its orientation to its energy state.\Meaning what?\Maybe he's using quantum teleportation to create copies of himself.\Except the original is left intact instead of being destroyed,\effectively creating a duplicate. response:	Again, meaning what?!
context: My analysis of the duplicates turned up something interesting.\In the instant that they manifest, the master's state is perfectly preserved,\everything from its orientation to its energy state.\Meaning what?\Maybe he's using quantum teleportation to create copies of himself.\Except the original is left intact instead of being destroyed,\effectively creating a duplicate.\Again, meaning what?! response:	It means that...
context: In the instant that they manifest, the master's state is perfectly preserved,\everything from its orientation to its energy state.\Meaning what?\Maybe he's using quantum teleportation to create copies of himself.\Except the original is left intact instead of being destroyed,\effectively creating a duplicate.\Again, meaning what?!\It means that... response:	Slave all Kataphraktoi platoon targeting and triggers to me!
context: everything from its orientation to its energy state.\Meaning what?\Maybe he's using quantum teleportation to create copies of himself.\Except the original is left intact instead of being destroyed,\effectively creating a duplicate.\Again, meaning what?!\It means that...\Slave all Kataphraktoi platoon targeting and triggers to me! response:	Send request to company command post.
context: Meaning what?\Maybe he's using quantum teleportation to create copies of himself.\Except the original is left intact instead of being destroyed,\effectively creating a duplicate.\Again, meaning what?!\It means that...\Slave all Kataphraktoi platoon targeting and triggers to me!\Send request to company command post. response:	Yes, ma'am!
context: Maybe he's using quantum teleportation to create copies of himself.\Except the original is left intact instead of being destroyed,\effectively creating a duplicate.\Again, meaning what?!\It means that...\Slave all Kataphraktoi platoon targeting and triggers to me!\Send request to company command post.\Yes, ma'am! response:	Inputting coordinates and vectors for all Ortygias...
context: Except the original is left intact instead of being destroyed,\effectively creating a duplicate.\Again, meaning what?!\It means that...\Slave all Kataphraktoi platoon targeting and triggers to me!\Send request to company command post.\Yes, ma'am!\Inputting coordinates and vectors for all Ortygias... response:	How many more is he gonna make?!
context: effectively creating a duplicate.\Again, meaning what?!\It means that...\Slave all Kataphraktoi platoon targeting and triggers to me!\Send request to company command post.\Yes, ma'am!\Inputting coordinates and vectors for all Ortygias...\How many more is he gonna make?! response:	Any time now, Kaizuka Jr.!
context: Again, meaning what?!\It means that...\Slave all Kataphraktoi platoon targeting and triggers to me!\Send request to company command post.\Yes, ma'am!\Inputting coordinates and vectors for all Ortygias...\How many more is he gonna make?!\Any time now, Kaizuka Jr.! response:	Targets are multiplying.
context: It means that...\Slave all Kataphraktoi platoon targeting and triggers to me!\Send request to company command post.\Yes, ma'am!\Inputting coordinates and vectors for all Ortygias...\How many more is he gonna make?!\Any time now, Kaizuka Jr.!\Targets are multiplying. response:	I need more time to update.
context: Slave all Kataphraktoi platoon targeting and triggers to me!\Send request to company command post.\Yes, ma'am!\Inputting coordinates and vectors for all Ortygias...\How many more is he gonna make?!\Any time now, Kaizuka Jr.!\Targets are multiplying.\I need more time to update. response:	If it's not one thing, it's another! Our ammo won't last forever!
context: Send request to company command post.\Yes, ma'am!\Inputting coordinates and vectors for all Ortygias...\How many more is he gonna make?!\Any time now, Kaizuka Jr.!\Targets are multiplying.\I need more time to update.\If it's not one thing, it's another! Our ammo won't last forever! response:	Tactical data link, synchronized.
context: Yes, ma'am!\Inputting coordinates and vectors for all Ortygias...\How many more is he gonna make?!\Any time now, Kaizuka Jr.!\Targets are multiplying.\I need more time to update.\If it's not one thing, it's another! Our ammo won't last forever!\Tactical data link, synchronized. response:	Slaving all UFE Kataphraktoi targeting to centralized control.
context: Inputting coordinates and vectors for all Ortygias...\How many more is he gonna make?!\Any time now, Kaizuka Jr.!\Targets are multiplying.\I need more time to update.\If it's not one thing, it's another! Our ammo won't last forever!\Tactical data link, synchronized.\Slaving all UFE Kataphraktoi targeting to centralized control. response:	Nao, how much longer?!
context: How many more is he gonna make?!\Any time now, Kaizuka Jr.!\Targets are multiplying.\I need more time to update.\If it's not one thing, it's another! Our ammo won't last forever!\Tactical data link, synchronized.\Slaving all UFE Kataphraktoi targeting to centralized control.\Nao, how much longer?! response:	We'll only get one chance. If they're all real...
context: Any time now, Kaizuka Jr.!\Targets are multiplying.\I need more time to update.\If it's not one thing, it's another! Our ammo won't last forever!\Tactical data link, synchronized.\Slaving all UFE Kataphraktoi targeting to centralized control.\Nao, how much longer?!\We'll only get one chance. If they're all real... response:	All targets locked.
context: Targets are multiplying.\I need more time to update.\If it's not one thing, it's another! Our ammo won't last forever!\Tactical data link, synchronized.\Slaving all UFE Kataphraktoi targeting to centralized control.\Nao, how much longer?!\We'll only get one chance. If they're all real...\All targets locked. response:	Fire!
context: I need more time to update.\If it's not one thing, it's another! Our ammo won't last forever!\Tactical data link, synchronized.\Slaving all UFE Kataphraktoi targeting to centralized control.\Nao, how much longer?!\We'll only get one chance. If they're all real...\All targets locked.\Fire! response:	Wow...
context: If it's not one thing, it's another! Our ammo won't last forever!\Tactical data link, synchronized.\Slaving all UFE Kataphraktoi targeting to centralized control.\Nao, how much longer?!\We'll only get one chance. If they're all real...\All targets locked.\Fire!\Wow... response:	If they're all real, we need to destroy them all at the same time, right?
context: Tactical data link, synchronized.\Slaving all UFE Kataphraktoi targeting to centralized control.\Nao, how much longer?!\We'll only get one chance. If they're all real...\All targets locked.\Fire!\Wow...\If they're all real, we need to destroy them all at the same time, right? response:	Enemy Kataphraktoi eliminated.
context: Slaving all UFE Kataphraktoi targeting to centralized control.\Nao, how much longer?!\We'll only get one chance. If they're all real...\All targets locked.\Fire!\Wow...\If they're all real, we need to destroy them all at the same time, right?\Enemy Kataphraktoi eliminated. response:	You did it, Inaho!
context: Nao, how much longer?!\We'll only get one chance. If they're all real...\All targets locked.\Fire!\Wow...\If they're all real, we need to destroy them all at the same time, right?\Enemy Kataphraktoi eliminated.\You did it, Inaho! response:	Yeah. I'm glad it worked.
context: We'll only get one chance. If they're all real...\All targets locked.\Fire!\Wow...\If they're all real, we need to destroy them all at the same time, right?\Enemy Kataphraktoi eliminated.\You did it, Inaho!\Yeah. I'm glad it worked. response:	I couldn't have done it without you.
context: All targets locked.\Fire!\Wow...\If they're all real, we need to destroy them all at the same time, right?\Enemy Kataphraktoi eliminated.\You did it, Inaho!\Yeah. I'm glad it worked.\I couldn't have done it without you. response:	Slaine.
context: Fire!\Wow...\If they're all real, we need to destroy them all at the same time, right?\Enemy Kataphraktoi eliminated.\You did it, Inaho!\Yeah. I'm glad it worked.\I couldn't have done it without you.\Slaine. response:	Please, put an end to this.
context: Wow...\If they're all real, we need to destroy them all at the same time, right?\Enemy Kataphraktoi eliminated.\You did it, Inaho!\Yeah. I'm glad it worked.\I couldn't have done it without you.\Slaine.\Please, put an end to this. response:	Princess Asseylum.
context: If they're all real, we need to destroy them all at the same time, right?\Enemy Kataphraktoi eliminated.\You did it, Inaho!\Yeah. I'm glad it worked.\I couldn't have done it without you.\Slaine.\Please, put an end to this.\Princess Asseylum. response:	I cannot obey your order.
context: Enemy Kataphraktoi eliminated.\You did it, Inaho!\Yeah. I'm glad it worked.\I couldn't have done it without you.\Slaine.\Please, put an end to this.\Princess Asseylum.\I cannot obey your order. response:	You see, I am no longer a citizen of the Vers Empire.
context: You did it, Inaho!\Yeah. I'm glad it worked.\I couldn't have done it without you.\Slaine.\Please, put an end to this.\Princess Asseylum.\I cannot obey your order.\You see, I am no longer a citizen of the Vers Empire. response:	I am terribly sorry.
context: Yeah. I'm glad it worked.\I couldn't have done it without you.\Slaine.\Please, put an end to this.\Princess Asseylum.\I cannot obey your order.\You see, I am no longer a citizen of the Vers Empire.\I am terribly sorry. response:	I must take you both into custody.
context: I couldn't have done it without you.\Slaine.\Please, put an end to this.\Princess Asseylum.\I cannot obey your order.\You see, I am no longer a citizen of the Vers Empire.\I am terribly sorry.\I must take you both into custody. response:	Captain, message from General Headquarters.
context: Slaine.\Please, put an end to this.\Princess Asseylum.\I cannot obey your order.\You see, I am no longer a citizen of the Vers Empire.\I am terribly sorry.\I must take you both into custody.\Captain, message from General Headquarters. response:	You'll have about two minutes
context: Please, put an end to this.\Princess Asseylum.\I cannot obey your order.\You see, I am no longer a citizen of the Vers Empire.\I am terribly sorry.\I must take you both into custody.\Captain, message from General Headquarters.\You'll have about two minutes response:	until the laser communications satellite dips below the horizon, ma'am.
context: Princess Asseylum.\I cannot obey your order.\You see, I am no longer a citizen of the Vers Empire.\I am terribly sorry.\I must take you both into custody.\Captain, message from General Headquarters.\You'll have about two minutes\until the laser communications satellite dips below the horizon, ma'am. response:	That little? Put it on speaker.
context: I cannot obey your order.\You see, I am no longer a citizen of the Vers Empire.\I am terribly sorry.\I must take you both into custody.\Captain, message from General Headquarters.\You'll have about two minutes\until the laser communications satellite dips below the horizon, ma'am.\That little? Put it on speaker. response:	This is Darzana Magbaredge, captain of the Deucalion.
context: You see, I am no longer a citizen of the Vers Empire.\I am terribly sorry.\I must take you both into custody.\Captain, message from General Headquarters.\You'll have about two minutes\until the laser communications satellite dips below the horizon, ma'am.\That little? Put it on speaker.\This is Darzana Magbaredge, captain of the Deucalion. response:	This is Vice Admiral Eelis Hakkinen.
context: I am terribly sorry.\I must take you both into custody.\Captain, message from General Headquarters.\You'll have about two minutes\until the laser communications satellite dips below the horizon, ma'am.\That little? Put it on speaker.\This is Darzana Magbaredge, captain of the Deucalion.\This is Vice Admiral Eelis Hakkinen. response:	That was a brilliant operation. Retrofit progress status?
context: I must take you both into custody.\Captain, message from General Headquarters.\You'll have about two minutes\until the laser communications satellite dips below the horizon, ma'am.\That little? Put it on speaker.\This is Darzana Magbaredge, captain of the Deucalion.\This is Vice Admiral Eelis Hakkinen.\That was a brilliant operation. Retrofit progress status? response:	Almost finished.
context: Captain, message from General Headquarters.\You'll have about two minutes\until the laser communications satellite dips below the horizon, ma'am.\That little? Put it on speaker.\This is Darzana Magbaredge, captain of the Deucalion.\This is Vice Admiral Eelis Hakkinen.\That was a brilliant operation. Retrofit progress status?\Almost finished. response:	That's good to hear. It's equipment that the Deucalion will need on her new mission.
context: You'll have about two minutes\until the laser communications satellite dips below the horizon, ma'am.\That little? Put it on speaker.\This is Darzana Magbaredge, captain of the Deucalion.\This is Vice Admiral Eelis Hakkinen.\That was a brilliant operation. Retrofit progress status?\Almost finished.\That's good to hear. It's equipment that the Deucalion will need on her new mission. response:	A mission in the Satellite Belt, sir?
context: until the laser communications satellite dips below the horizon, ma'am.\That little? Put it on speaker.\This is Darzana Magbaredge, captain of the Deucalion.\This is Vice Admiral Eelis Hakkinen.\That was a brilliant operation. Retrofit progress status?\Almost finished.\That's good to hear. It's equipment that the Deucalion will need on her new mission.\A mission in the Satellite Belt, sir? response:	No.
context: That little? Put it on speaker.\This is Darzana Magbaredge, captain of the Deucalion.\This is Vice Admiral Eelis Hakkinen.\That was a brilliant operation. Retrofit progress status?\Almost finished.\That's good to hear. It's equipment that the Deucalion will need on her new mission.\A mission in the Satellite Belt, sir?\No. response:	You'll be going even higher this time.
context: This is Darzana Magbaredge, captain of the Deucalion.\This is Vice Admiral Eelis Hakkinen.\That was a brilliant operation. Retrofit progress status?\Almost finished.\That's good to hear. It's equipment that the Deucalion will need on her new mission.\A mission in the Satellite Belt, sir?\No.\You'll be going even higher this time. response:	You will be briefed later.
context: This is Vice Admiral Eelis Hakkinen.\That was a brilliant operation. Retrofit progress status?\Almost finished.\That's good to hear. It's equipment that the Deucalion will need on her new mission.\A mission in the Satellite Belt, sir?\No.\You'll be going even higher this time.\You will be briefed later. response:	Transmission ended. The laser's gain has dropped.
context: That was a brilliant operation. Retrofit progress status?\Almost finished.\That's good to hear. It's equipment that the Deucalion will need on her new mission.\A mission in the Satellite Belt, sir?\No.\You'll be going even higher this time.\You will be briefed later.\Transmission ended. The laser's gain has dropped. response:	Comms satellite is leaving line of sight.
context: Almost finished.\That's good to hear. It's equipment that the Deucalion will need on her new mission.\A mission in the Satellite Belt, sir?\No.\You'll be going even higher this time.\You will be briefed later.\Transmission ended. The laser's gain has dropped.\Comms satellite is leaving line of sight. response:	His way of saying he won't take no for an answer, huh?
context: That's good to hear. It's equipment that the Deucalion will need on her new mission.\A mission in the Satellite Belt, sir?\No.\You'll be going even higher this time.\You will be briefed later.\Transmission ended. The laser's gain has dropped.\Comms satellite is leaving line of sight.\His way of saying he won't take no for an answer, huh? response:	It sounds like this is going to be a large battle.
context: A mission in the Satellite Belt, sir?\No.\You'll be going even higher this time.\You will be briefed later.\Transmission ended. The laser's gain has dropped.\Comms satellite is leaving line of sight.\His way of saying he won't take no for an answer, huh?\It sounds like this is going to be a large battle. response:	Damn it...
context: No.\You'll be going even higher this time.\You will be briefed later.\Transmission ended. The laser's gain has dropped.\Comms satellite is leaving line of sight.\His way of saying he won't take no for an answer, huh?\It sounds like this is going to be a large battle.\Damn it... response:	He thinks he can use us however he wants just because the Deucalion has an Aldnoah drive.
context: You'll be going even higher this time.\You will be briefed later.\Transmission ended. The laser's gain has dropped.\Comms satellite is leaving line of sight.\His way of saying he won't take no for an answer, huh?\It sounds like this is going to be a large battle.\Damn it...\He thinks he can use us however he wants just because the Deucalion has an Aldnoah drive. response:	A space loadout, ma'am?
context: You will be briefed later.\Transmission ended. The laser's gain has dropped.\Comms satellite is leaving line of sight.\His way of saying he won't take no for an answer, huh?\It sounds like this is going to be a large battle.\Damn it...\He thinks he can use us however he wants just because the Deucalion has an Aldnoah drive.\A space loadout, ma'am? response:	A catapult module...
context: Transmission ended. The laser's gain has dropped.\Comms satellite is leaving line of sight.\His way of saying he won't take no for an answer, huh?\It sounds like this is going to be a large battle.\Damn it...\He thinks he can use us however he wants just because the Deucalion has an Aldnoah drive.\A space loadout, ma'am?\A catapult module... response:	Milord Slaine.
context: Comms satellite is leaving line of sight.\His way of saying he won't take no for an answer, huh?\It sounds like this is going to be a large battle.\Damn it...\He thinks he can use us however he wants just because the Deucalion has an Aldnoah drive.\A space loadout, ma'am?\A catapult module...\Milord Slaine. response:	What is it?
context: His way of saying he won't take no for an answer, huh?\It sounds like this is going to be a large battle.\Damn it...\He thinks he can use us however he wants just because the Deucalion has an Aldnoah drive.\A space loadout, ma'am?\A catapult module...\Milord Slaine.\What is it? response:	The princesses have been made comfortable in their quarters.
context: It sounds like this is going to be a large battle.\Damn it...\He thinks he can use us however he wants just because the Deucalion has an Aldnoah drive.\A space loadout, ma'am?\A catapult module...\Milord Slaine.\What is it?\The princesses have been made comfortable in their quarters. response:	I see.
context: Damn it...\He thinks he can use us however he wants just because the Deucalion has an Aldnoah drive.\A space loadout, ma'am?\A catapult module...\Milord Slaine.\What is it?\The princesses have been made comfortable in their quarters.\I see. response:	Even if they do not understand what you are trying to accomplish, Milord, I'm sure that one day
context: He thinks he can use us however he wants just because the Deucalion has an Aldnoah drive.\A space loadout, ma'am?\A catapult module...\Milord Slaine.\What is it?\The princesses have been made comfortable in their quarters.\I see.\Even if they do not understand what you are trying to accomplish, Milord, I'm sure that one day response:	I don't mind.
context: A space loadout, ma'am?\A catapult module...\Milord Slaine.\What is it?\The princesses have been made comfortable in their quarters.\I see.\Even if they do not understand what you are trying to accomplish, Milord, I'm sure that one day\I don't mind. response:	Whether or not I can get them to understand is irrelevant.
context: A catapult module...\Milord Slaine.\What is it?\The princesses have been made comfortable in their quarters.\I see.\Even if they do not understand what you are trying to accomplish, Milord, I'm sure that one day\I don't mind.\Whether or not I can get them to understand is irrelevant. response:	Milord Slaine, a spaceship is approaching the base.
context: Milord Slaine.\What is it?\The princesses have been made comfortable in their quarters.\I see.\Even if they do not understand what you are trying to accomplish, Milord, I'm sure that one day\I don't mind.\Whether or not I can get them to understand is irrelevant.\Milord Slaine, a spaceship is approaching the base. response:	It is requesting permission to dock.
context: What is it?\The princesses have been made comfortable in their quarters.\I see.\Even if they do not understand what you are trying to accomplish, Milord, I'm sure that one day\I don't mind.\Whether or not I can get them to understand is irrelevant.\Milord Slaine, a spaceship is approaching the base.\It is requesting permission to dock. response:	A spaceship?
context: The princesses have been made comfortable in their quarters.\I see.\Even if they do not understand what you are trying to accomplish, Milord, I'm sure that one day\I don't mind.\Whether or not I can get them to understand is irrelevant.\Milord Slaine, a spaceship is approaching the base.\It is requesting permission to dock.\A spaceship? response:	It is a visitor from the Vers homeworld.
context: I see.\Even if they do not understand what you are trying to accomplish, Milord, I'm sure that one day\I don't mind.\Whether or not I can get them to understand is irrelevant.\Milord Slaine, a spaceship is approaching the base.\It is requesting permission to dock.\A spaceship?\It is a visitor from the Vers homeworld. response:	So, this is Earth?
