context: Them! response:	Oracion Seis!
context: Huh? Where are we?\Blue Pegasus!\Blue Pegasus?!\Did you remember my parfum?\You saved me? Where's everyone else?\Worry not.\They're all just sleeping.\No one is seriously injured, so we're letting them rest up a bit. Men! response:	I see...
context: Blue Pegasus!\Blue Pegasus?!\Did you remember my parfum?\You saved me? Where's everyone else?\Worry not.\They're all just sleeping.\No one is seriously injured, so we're letting them rest up a bit. Men!\I see... response:	Oh, my! Natsu-kun is up, too?!
context: Blue Pegasus?!\Did you remember my parfum?\You saved me? Where's everyone else?\Worry not.\They're all just sleeping.\No one is seriously injured, so we're letting them rest up a bit. Men!\I see...\Oh, my! Natsu-kun is up, too?! response:	Natsu!
context: Did you remember my parfum?\You saved me? Where's everyone else?\Worry not.\They're all just sleeping.\No one is seriously injured, so we're letting them rest up a bit. Men!\I see...\Oh, my! Natsu-kun is up, too?!\Natsu! response:	Jeez! How long were you gonna sleep?!
context: You saved me? Where's everyone else?\Worry not.\They're all just sleeping.\No one is seriously injured, so we're letting them rest up a bit. Men!\I see...\Oh, my! Natsu-kun is up, too?!\Natsu!\Jeez! How long were you gonna sleep?! response:	You better give your thanks to them, too!
context: Worry not.\They're all just sleeping.\No one is seriously injured, so we're letting them rest up a bit. Men!\I see...\Oh, my! Natsu-kun is up, too?!\Natsu!\Jeez! How long were you gonna sleep?!\You better give your thanks to them, too! response:	This is incredible, you know?
context: They're all just sleeping.\No one is seriously injured, so we're letting them rest up a bit. Men!\I see...\Oh, my! Natsu-kun is up, too?!\Natsu!\Jeez! How long were you gonna sleep?!\You better give your thanks to them, too!\This is incredible, you know? response:	Ichiya-san is the one who saved us from under all that wreckage.
context: No one is seriously injured, so we're letting them rest up a bit. Men!\I see...\Oh, my! Natsu-kun is up, too?!\Natsu!\Jeez! How long were you gonna sleep?!\You better give your thanks to them, too!\This is incredible, you know?\Ichiya-san is the one who saved us from under all that wreckage. response:	Oh, really? Thanks.
context: I see...\Oh, my! Natsu-kun is up, too?!\Natsu!\Jeez! How long were you gonna sleep?!\You better give your thanks to them, too!\This is incredible, you know?\Ichiya-san is the one who saved us from under all that wreckage.\Oh, really? Thanks. response:	We're comrades who fought together. I need no thanks.
context: Oh, my! Natsu-kun is up, too?!\Natsu!\Jeez! How long were you gonna sleep?!\You better give your thanks to them, too!\This is incredible, you know?\Ichiya-san is the one who saved us from under all that wreckage.\Oh, really? Thanks.\We're comrades who fought together. I need no thanks. response:	There are so many good men here!
context: Natsu!\Jeez! How long were you gonna sleep?!\You better give your thanks to them, too!\This is incredible, you know?\Ichiya-san is the one who saved us from under all that wreckage.\Oh, really? Thanks.\We're comrades who fought together. I need no thanks.\There are so many good men here! response:	Such a waste for them to mix it up with the women.
context: Jeez! How long were you gonna sleep?!\You better give your thanks to them, too!\This is incredible, you know?\Ichiya-san is the one who saved us from under all that wreckage.\Oh, really? Thanks.\We're comrades who fought together. I need no thanks.\There are so many good men here!\Such a waste for them to mix it up with the women. response:	Now that you mention it...
context: You better give your thanks to them, too!\This is incredible, you know?\Ichiya-san is the one who saved us from under all that wreckage.\Oh, really? Thanks.\We're comrades who fought together. I need no thanks.\There are so many good men here!\Such a waste for them to mix it up with the women.\Now that you mention it... response:	I was looking after you, Gray-chan.
context: This is incredible, you know?\Ichiya-san is the one who saved us from under all that wreckage.\Oh, really? Thanks.\We're comrades who fought together. I need no thanks.\There are so many good men here!\Such a waste for them to mix it up with the women.\Now that you mention it...\I was looking after you, Gray-chan. response:	Don't call me chan!
context: Ichiya-san is the one who saved us from under all that wreckage.\Oh, really? Thanks.\We're comrades who fought together. I need no thanks.\There are so many good men here!\Such a waste for them to mix it up with the women.\Now that you mention it...\I was looking after you, Gray-chan.\Don't call me chan! response:	I'm grateful, Master Bob.
context: Oh, really? Thanks.\We're comrades who fought together. I need no thanks.\There are so many good men here!\Such a waste for them to mix it up with the women.\Now that you mention it...\I was looking after you, Gray-chan.\Don't call me chan!\I'm grateful, Master Bob. response:	You lied down next to him, too, right?
context: We're comrades who fought together. I need no thanks.\There are so many good men here!\Such a waste for them to mix it up with the women.\Now that you mention it...\I was looking after you, Gray-chan.\Don't call me chan!\I'm grateful, Master Bob.\You lied down next to him, too, right? response:	Don't tell me that!
context: There are so many good men here!\Such a waste for them to mix it up with the women.\Now that you mention it...\I was looking after you, Gray-chan.\Don't call me chan!\I'm grateful, Master Bob.\You lied down next to him, too, right?\Don't tell me that! response:	What happened to the glittery guys?
context: Such a waste for them to mix it up with the women.\Now that you mention it...\I was looking after you, Gray-chan.\Don't call me chan!\I'm grateful, Master Bob.\You lied down next to him, too, right?\Don't tell me that!\What happened to the glittery guys? response:	Hibiki and the others are in another land for a different matter. Men!
context: Now that you mention it...\I was looking after you, Gray-chan.\Don't call me chan!\I'm grateful, Master Bob.\You lied down next to him, too, right?\Don't tell me that!\What happened to the glittery guys?\Hibiki and the others are in another land for a different matter. Men! response:	Where's Leon?
context: I was looking after you, Gray-chan.\Don't call me chan!\I'm grateful, Master Bob.\You lied down next to him, too, right?\Don't tell me that!\What happened to the glittery guys?\Hibiki and the others are in another land for a different matter. Men!\Where's Leon? response:	Ichiya dropped him off at Lamia Scale.
context: Don't call me chan!\I'm grateful, Master Bob.\You lied down next to him, too, right?\Don't tell me that!\What happened to the glittery guys?\Hibiki and the others are in another land for a different matter. Men!\Where's Leon?\Ichiya dropped him off at Lamia Scale. response:	And Legion?
context: I'm grateful, Master Bob.\You lied down next to him, too, right?\Don't tell me that!\What happened to the glittery guys?\Hibiki and the others are in another land for a different matter. Men!\Where's Leon?\Ichiya dropped him off at Lamia Scale.\And Legion? response:	I didn't see anyone there but you folks.
context: You lied down next to him, too, right?\Don't tell me that!\What happened to the glittery guys?\Hibiki and the others are in another land for a different matter. Men!\Where's Leon?\Ichiya dropped him off at Lamia Scale.\And Legion?\I didn't see anyone there but you folks. response:	I see...
context: Don't tell me that!\What happened to the glittery guys?\Hibiki and the others are in another land for a different matter. Men!\Where's Leon?\Ichiya dropped him off at Lamia Scale.\And Legion?\I didn't see anyone there but you folks.\I see... response:	What's wrong?
context: What happened to the glittery guys?\Hibiki and the others are in another land for a different matter. Men!\Where's Leon?\Ichiya dropped him off at Lamia Scale.\And Legion?\I didn't see anyone there but you folks.\I see...\What's wrong? response:	Those bastards... Dammit...
context: Hibiki and the others are in another land for a different matter. Men!\Where's Leon?\Ichiya dropped him off at Lamia Scale.\And Legion?\I didn't see anyone there but you folks.\I see...\What's wrong?\Those bastards... Dammit... response:	They were toying with us...
context: Where's Leon?\Ichiya dropped him off at Lamia Scale.\And Legion?\I didn't see anyone there but you folks.\I see...\What's wrong?\Those bastards... Dammit...\They were toying with us... response:	Next time, we're gonna kick their asses!
context: Ichiya dropped him off at Lamia Scale.\And Legion?\I didn't see anyone there but you folks.\I see...\What's wrong?\Those bastards... Dammit...\They were toying with us...\Next time, we're gonna kick their asses! response:	I have also heard of Oracion Seis's resurrection.
context: And Legion?\I didn't see anyone there but you folks.\I see...\What's wrong?\Those bastards... Dammit...\They were toying with us...\Next time, we're gonna kick their asses!\I have also heard of Oracion Seis's resurrection. response:	You have my support.
context: I didn't see anyone there but you folks.\I see...\What's wrong?\Those bastards... Dammit...\They were toying with us...\Next time, we're gonna kick their asses!\I have also heard of Oracion Seis's resurrection.\You have my support. response:	I know I can rely on you.
context: I see...\What's wrong?\Those bastards... Dammit...\They were toying with us...\Next time, we're gonna kick their asses!\I have also heard of Oracion Seis's resurrection.\You have my support.\I know I can rely on you. response:	Huh? Where's Michelle?
context: What's wrong?\Those bastards... Dammit...\They were toying with us...\Next time, we're gonna kick their asses!\I have also heard of Oracion Seis's resurrection.\You have my support.\I know I can rely on you.\Huh? Where's Michelle? response:	She said she was going out to get some fresh air a little while ago.
context: Those bastards... Dammit...\They were toying with us...\Next time, we're gonna kick their asses!\I have also heard of Oracion Seis's resurrection.\You have my support.\I know I can rely on you.\Huh? Where's Michelle?\She said she was going out to get some fresh air a little while ago. response:	It's my fault...
context: They were toying with us...\Next time, we're gonna kick their asses!\I have also heard of Oracion Seis's resurrection.\You have my support.\I know I can rely on you.\Huh? Where's Michelle?\She said she was going out to get some fresh air a little while ago.\It's my fault... response:	I brought you that clock hand...
context: Next time, we're gonna kick their asses!\I have also heard of Oracion Seis's resurrection.\You have my support.\I know I can rely on you.\Huh? Where's Michelle?\She said she was going out to get some fresh air a little while ago.\It's my fault...\I brought you that clock hand... response:	It's not your fault, Michelle!
context: I have also heard of Oracion Seis's resurrection.\You have my support.\I know I can rely on you.\Huh? Where's Michelle?\She said she was going out to get some fresh air a little while ago.\It's my fault...\I brought you that clock hand...\It's not your fault, Michelle! response:	But so many people have gotten hurt...
context: You have my support.\I know I can rely on you.\Huh? Where's Michelle?\She said she was going out to get some fresh air a little while ago.\It's my fault...\I brought you that clock hand...\It's not your fault, Michelle!\But so many people have gotten hurt... response:	Uh-uh.
context: I know I can rely on you.\Huh? Where's Michelle?\She said she was going out to get some fresh air a little while ago.\It's my fault...\I brought you that clock hand...\It's not your fault, Michelle!\But so many people have gotten hurt...\Uh-uh. response:	I'm sure we'll solve the problem. You'll see!
context: Huh? Where's Michelle?\She said she was going out to get some fresh air a little while ago.\It's my fault...\I brought you that clock hand...\It's not your fault, Michelle!\But so many people have gotten hurt...\Uh-uh.\I'm sure we'll solve the problem. You'll see! response:	Besides, even if
context: She said she was going out to get some fresh air a little while ago.\It's my fault...\I brought you that clock hand...\It's not your fault, Michelle!\But so many people have gotten hurt...\Uh-uh.\I'm sure we'll solve the problem. You'll see!\Besides, even if response:	the only good thing was being able to meet you, I'm happy.
context: It's my fault...\I brought you that clock hand...\It's not your fault, Michelle!\But so many people have gotten hurt...\Uh-uh.\I'm sure we'll solve the problem. You'll see!\Besides, even if\the only good thing was being able to meet you, I'm happy. response:	Don't blame yourself! Got it?
context: I brought you that clock hand...\It's not your fault, Michelle!\But so many people have gotten hurt...\Uh-uh.\I'm sure we'll solve the problem. You'll see!\Besides, even if\the only good thing was being able to meet you, I'm happy.\Don't blame yourself! Got it? response:	Yes. Thank you.
context: It's not your fault, Michelle!\But so many people have gotten hurt...\Uh-uh.\I'm sure we'll solve the problem. You'll see!\Besides, even if\the only good thing was being able to meet you, I'm happy.\Don't blame yourself! Got it?\Yes. Thank you. response:	Nee-san... I love you.
context: But so many people have gotten hurt...\Uh-uh.\I'm sure we'll solve the problem. You'll see!\Besides, even if\the only good thing was being able to meet you, I'm happy.\Don't blame yourself! Got it?\Yes. Thank you.\Nee-san... I love you. response:	Father... Why did you entrust that clock hand to me?
context: Uh-uh.\I'm sure we'll solve the problem. You'll see!\Besides, even if\the only good thing was being able to meet you, I'm happy.\Don't blame yourself! Got it?\Yes. Thank you.\Nee-san... I love you.\Father... Why did you entrust that clock hand to me? response:	I don't know what you were thinking.
context: I'm sure we'll solve the problem. You'll see!\Besides, even if\the only good thing was being able to meet you, I'm happy.\Don't blame yourself! Got it?\Yes. Thank you.\Nee-san... I love you.\Father... Why did you entrust that clock hand to me?\I don't know what you were thinking. response:	The same thing with Key of the Starry Heavens... What did you want to tell me?
context: Besides, even if\the only good thing was being able to meet you, I'm happy.\Don't blame yourself! Got it?\Yes. Thank you.\Nee-san... I love you.\Father... Why did you entrust that clock hand to me?\I don't know what you were thinking.\The same thing with Key of the Starry Heavens... What did you want to tell me? response:	I said... not to, but...
context: the only good thing was being able to meet you, I'm happy.\Don't blame yourself! Got it?\Yes. Thank you.\Nee-san... I love you.\Father... Why did you entrust that clock hand to me?\I don't know what you were thinking.\The same thing with Key of the Starry Heavens... What did you want to tell me?\I said... not to, but... response:	What's wrong?
context: Don't blame yourself! Got it?\Yes. Thank you.\Nee-san... I love you.\Father... Why did you entrust that clock hand to me?\I don't know what you were thinking.\The same thing with Key of the Starry Heavens... What did you want to tell me?\I said... not to, but...\What's wrong? response:	Maybe...
context: Yes. Thank you.\Nee-san... I love you.\Father... Why did you entrust that clock hand to me?\I don't know what you were thinking.\The same thing with Key of the Starry Heavens... What did you want to tell me?\I said... not to, but...\What's wrong?\Maybe... response:	I'm going to try reading Key of the Starry Heavens one more time!
context: Nee-san... I love you.\Father... Why did you entrust that clock hand to me?\I don't know what you were thinking.\The same thing with Key of the Starry Heavens... What did you want to tell me?\I said... not to, but...\What's wrong?\Maybe...\I'm going to try reading Key of the Starry Heavens one more time! response:	I want to try thinking one more time about what Father tried to tell me!
context: Father... Why did you entrust that clock hand to me?\I don't know what you were thinking.\The same thing with Key of the Starry Heavens... What did you want to tell me?\I said... not to, but...\What's wrong?\Maybe...\I'm going to try reading Key of the Starry Heavens one more time!\I want to try thinking one more time about what Father tried to tell me! response:	Why do you hate this book?
context: I don't know what you were thinking.\The same thing with Key of the Starry Heavens... What did you want to tell me?\I said... not to, but...\What's wrong?\Maybe...\I'm going to try reading Key of the Starry Heavens one more time!\I want to try thinking one more time about what Father tried to tell me!\Why do you hate this book? response:	I don't know.
context: The same thing with Key of the Starry Heavens... What did you want to tell me?\I said... not to, but...\What's wrong?\Maybe...\I'm going to try reading Key of the Starry Heavens one more time!\I want to try thinking one more time about what Father tried to tell me!\Why do you hate this book?\I don't know. response:	Everyone's making a mistake.
context: I said... not to, but...\What's wrong?\Maybe...\I'm going to try reading Key of the Starry Heavens one more time!\I want to try thinking one more time about what Father tried to tell me!\Why do you hate this book?\I don't know.\Everyone's making a mistake. response:	Tell us, Asuka. What do you mean, they're making a mistake?
context: What's wrong?\Maybe...\I'm going to try reading Key of the Starry Heavens one more time!\I want to try thinking one more time about what Father tried to tell me!\Why do you hate this book?\I don't know.\Everyone's making a mistake.\Tell us, Asuka. What do you mean, they're making a mistake? response:	Well, they shouldn't collect the pieces!
context: Maybe...\I'm going to try reading Key of the Starry Heavens one more time!\I want to try thinking one more time about what Father tried to tell me!\Why do you hate this book?\I don't know.\Everyone's making a mistake.\Tell us, Asuka. What do you mean, they're making a mistake?\Well, they shouldn't collect the pieces! response:	You're talking about the clock!
context: I'm going to try reading Key of the Starry Heavens one more time!\I want to try thinking one more time about what Father tried to tell me!\Why do you hate this book?\I don't know.\Everyone's making a mistake.\Tell us, Asuka. What do you mean, they're making a mistake?\Well, they shouldn't collect the pieces!\You're talking about the clock! response:	That's right! It says right there in the book!
context: I want to try thinking one more time about what Father tried to tell me!\Why do you hate this book?\I don't know.\Everyone's making a mistake.\Tell us, Asuka. What do you mean, they're making a mistake?\Well, they shouldn't collect the pieces!\You're talking about the clock!\That's right! It says right there in the book! response:	I see... We were wrong.
context: Why do you hate this book?\I don't know.\Everyone's making a mistake.\Tell us, Asuka. What do you mean, they're making a mistake?\Well, they shouldn't collect the pieces!\You're talking about the clock!\That's right! It says right there in the book!\I see... We were wrong. response:	What did you say?
context: I don't know.\Everyone's making a mistake.\Tell us, Asuka. What do you mean, they're making a mistake?\Well, they shouldn't collect the pieces!\You're talking about the clock!\That's right! It says right there in the book!\I see... We were wrong.\What did you say? response:	I understand. Now I understand!
context: Everyone's making a mistake.\Tell us, Asuka. What do you mean, they're making a mistake?\Well, they shouldn't collect the pieces!\You're talking about the clock!\That's right! It says right there in the book!\I see... We were wrong.\What did you say?\I understand. Now I understand! response:	It meant we mustn't collect them!
context: Tell us, Asuka. What do you mean, they're making a mistake?\Well, they shouldn't collect the pieces!\You're talking about the clock!\That's right! It says right there in the book!\I see... We were wrong.\What did you say?\I understand. Now I understand!\It meant we mustn't collect them! response:	What?!
context: Well, they shouldn't collect the pieces!\You're talking about the clock!\That's right! It says right there in the book!\I see... We were wrong.\What did you say?\I understand. Now I understand!\It meant we mustn't collect them!\What?! response:	What do you mean?
context: You're talking about the clock!\That's right! It says right there in the book!\I see... We were wrong.\What did you say?\I understand. Now I understand!\It meant we mustn't collect them!\What?!\What do you mean? response:	I'm telling you!
context: That's right! It says right there in the book!\I see... We were wrong.\What did you say?\I understand. Now I understand!\It meant we mustn't collect them!\What?!\What do you mean?\I'm telling you! response:	We weren't supposed to collect them!
context: I see... We were wrong.\What did you say?\I understand. Now I understand!\It meant we mustn't collect them!\What?!\What do you mean?\I'm telling you!\We weren't supposed to collect them! response:	That's what the message in this book meant!
context: What did you say?\I understand. Now I understand!\It meant we mustn't collect them!\What?!\What do you mean?\I'm telling you!\We weren't supposed to collect them!\That's what the message in this book meant! response:	The pieces of the clock...
context: I understand. Now I understand!\It meant we mustn't collect them!\What?!\What do you mean?\I'm telling you!\We weren't supposed to collect them!\That's what the message in this book meant!\The pieces of the clock... response:	We weren't supposed to get them!
context: It meant we mustn't collect them!\What?!\What do you mean?\I'm telling you!\We weren't supposed to collect them!\That's what the message in this book meant!\The pieces of the clock...\We weren't supposed to get them! response:	Then... don't tell me we...
context: What?!\What do you mean?\I'm telling you!\We weren't supposed to collect them!\That's what the message in this book meant!\The pieces of the clock...\We weren't supposed to get them!\Then... don't tell me we... response:	Is that what Angel was talking about?
context: What do you mean?\I'm telling you!\We weren't supposed to collect them!\That's what the message in this book meant!\The pieces of the clock...\We weren't supposed to get them!\Then... don't tell me we...\Is that what Angel was talking about? response:	They were waiting for us to gather them?
context: I'm telling you!\We weren't supposed to collect them!\That's what the message in this book meant!\The pieces of the clock...\We weren't supposed to get them!\Then... don't tell me we...\Is that what Angel was talking about?\They were waiting for us to gather them? response:	So it seems...
context: We weren't supposed to collect them!\That's what the message in this book meant!\The pieces of the clock...\We weren't supposed to get them!\Then... don't tell me we...\Is that what Angel was talking about?\They were waiting for us to gather them?\So it seems... response:	That image was a warning.
context: That's what the message in this book meant!\The pieces of the clock...\We weren't supposed to get them!\Then... don't tell me we...\Is that what Angel was talking about?\They were waiting for us to gather them?\So it seems...\That image was a warning. response:	I tried to figure it out and got cocky...
context: The pieces of the clock...\We weren't supposed to get them!\Then... don't tell me we...\Is that what Angel was talking about?\They were waiting for us to gather them?\So it seems...\That image was a warning.\I tried to figure it out and got cocky... response:	I'm sorry!
context: We weren't supposed to get them!\Then... don't tell me we...\Is that what Angel was talking about?\They were waiting for us to gather them?\So it seems...\That image was a warning.\I tried to figure it out and got cocky...\I'm sorry! response:	Everyone...
context: Then... don't tell me we...\Is that what Angel was talking about?\They were waiting for us to gather them?\So it seems...\That image was a warning.\I tried to figure it out and got cocky...\I'm sorry!\Everyone... response:	Father...
context: Is that what Angel was talking about?\They were waiting for us to gather them?\So it seems...\That image was a warning.\I tried to figure it out and got cocky...\I'm sorry!\Everyone...\Father... response:	I'm sorry!
context: They were waiting for us to gather them?\So it seems...\That image was a warning.\I tried to figure it out and got cocky...\I'm sorry!\Everyone...\Father...\I'm sorry! response:	It sounds like the outcome was truly bitter.
context: So it seems...\That image was a warning.\I tried to figure it out and got cocky...\I'm sorry!\Everyone...\Father...\I'm sorry!\It sounds like the outcome was truly bitter. response:	Too bitter! I just know that something bad is going to happen!
context: That image was a warning.\I tried to figure it out and got cocky...\I'm sorry!\Everyone...\Father...\I'm sorry!\It sounds like the outcome was truly bitter.\Too bitter! I just know that something bad is going to happen! response:	After all...
context: I tried to figure it out and got cocky...\I'm sorry!\Everyone...\Father...\I'm sorry!\It sounds like the outcome was truly bitter.\Too bitter! I just know that something bad is going to happen!\After all... response:	Well, your dad did beat around the bush...
context: I'm sorry!\Everyone...\Father...\I'm sorry!\It sounds like the outcome was truly bitter.\Too bitter! I just know that something bad is going to happen!\After all...\Well, your dad did beat around the bush... response:	Yeah, right? He was roundabout with that anagram or whatever...
context: Everyone...\Father...\I'm sorry!\It sounds like the outcome was truly bitter.\Too bitter! I just know that something bad is going to happen!\After all...\Well, your dad did beat around the bush...\Yeah, right? He was roundabout with that anagram or whatever... response:	At least it was too difficult for someone I know...
context: Father...\I'm sorry!\It sounds like the outcome was truly bitter.\Too bitter! I just know that something bad is going to happen!\After all...\Well, your dad did beat around the bush...\Yeah, right? He was roundabout with that anagram or whatever...\At least it was too difficult for someone I know... response:	All he had to do was tell us not to collect them!
context: I'm sorry!\It sounds like the outcome was truly bitter.\Too bitter! I just know that something bad is going to happen!\After all...\Well, your dad did beat around the bush...\Yeah, right? He was roundabout with that anagram or whatever...\At least it was too difficult for someone I know...\All he had to do was tell us not to collect them! response:	There are some people who get a fever from thinking about something too much.
context: It sounds like the outcome was truly bitter.\Too bitter! I just know that something bad is going to happen!\After all...\Well, your dad did beat around the bush...\Yeah, right? He was roundabout with that anagram or whatever...\At least it was too difficult for someone I know...\All he had to do was tell us not to collect them!\There are some people who get a fever from thinking about something too much. response:	Maybe my magic powers up with that fever!
context: Too bitter! I just know that something bad is going to happen!\After all...\Well, your dad did beat around the bush...\Yeah, right? He was roundabout with that anagram or whatever...\At least it was too difficult for someone I know...\All he had to do was tell us not to collect them!\There are some people who get a fever from thinking about something too much.\Maybe my magic powers up with that fever! response:	Then let's give each other riddles!
context: After all...\Well, your dad did beat around the bush...\Yeah, right? He was roundabout with that anagram or whatever...\At least it was too difficult for someone I know...\All he had to do was tell us not to collect them!\There are some people who get a fever from thinking about something too much.\Maybe my magic powers up with that fever!\Then let's give each other riddles! response:	Alright! Now I'm fired up!
context: Well, your dad did beat around the bush...\Yeah, right? He was roundabout with that anagram or whatever...\At least it was too difficult for someone I know...\All he had to do was tell us not to collect them!\There are some people who get a fever from thinking about something too much.\Maybe my magic powers up with that fever!\Then let's give each other riddles!\Alright! Now I'm fired up! response:	Huh? Is Lucy-san laughing?
context: Yeah, right? He was roundabout with that anagram or whatever...\At least it was too difficult for someone I know...\All he had to do was tell us not to collect them!\There are some people who get a fever from thinking about something too much.\Maybe my magic powers up with that fever!\Then let's give each other riddles!\Alright! Now I'm fired up!\Huh? Is Lucy-san laughing? response:	Well, after all, you're all weird!
context: At least it was too difficult for someone I know...\All he had to do was tell us not to collect them!\There are some people who get a fever from thinking about something too much.\Maybe my magic powers up with that fever!\Then let's give each other riddles!\Alright! Now I'm fired up!\Huh? Is Lucy-san laughing?\Well, after all, you're all weird! response:	What would be the point in brooding?
context: All he had to do was tell us not to collect them!\There are some people who get a fever from thinking about something too much.\Maybe my magic powers up with that fever!\Then let's give each other riddles!\Alright! Now I'm fired up!\Huh? Is Lucy-san laughing?\Well, after all, you're all weird!\What would be the point in brooding? response:	Like they say, Fortune comes in by a merry gate.
context: There are some people who get a fever from thinking about something too much.\Maybe my magic powers up with that fever!\Then let's give each other riddles!\Alright! Now I'm fired up!\Huh? Is Lucy-san laughing?\Well, after all, you're all weird!\What would be the point in brooding?\Like they say, Fortune comes in by a merry gate. response:	Yeah, right?!
context: Maybe my magic powers up with that fever!\Then let's give each other riddles!\Alright! Now I'm fired up!\Huh? Is Lucy-san laughing?\Well, after all, you're all weird!\What would be the point in brooding?\Like they say, Fortune comes in by a merry gate.\Yeah, right?! response:	Are you all trying to cheer me up?
context: Then let's give each other riddles!\Alright! Now I'm fired up!\Huh? Is Lucy-san laughing?\Well, after all, you're all weird!\What would be the point in brooding?\Like they say, Fortune comes in by a merry gate.\Yeah, right?!\Are you all trying to cheer me up? response:	You really think that's likely?
context: Alright! Now I'm fired up!\Huh? Is Lucy-san laughing?\Well, after all, you're all weird!\What would be the point in brooding?\Like they say, Fortune comes in by a merry gate.\Yeah, right?!\Are you all trying to cheer me up?\You really think that's likely? response:	At this rate, it'll probably rain tomorrow, too.
context: Huh? Is Lucy-san laughing?\Well, after all, you're all weird!\What would be the point in brooding?\Like they say, Fortune comes in by a merry gate.\Yeah, right?!\Are you all trying to cheer me up?\You really think that's likely?\At this rate, it'll probably rain tomorrow, too. response:	What's that?! You lookin' for a fight?!
context: Well, after all, you're all weird!\What would be the point in brooding?\Like they say, Fortune comes in by a merry gate.\Yeah, right?!\Are you all trying to cheer me up?\You really think that's likely?\At this rate, it'll probably rain tomorrow, too.\What's that?! You lookin' for a fight?! response:	See, you were tryin' to cheer her up!
context: What would be the point in brooding?\Like they say, Fortune comes in by a merry gate.\Yeah, right?!\Are you all trying to cheer me up?\You really think that's likely?\At this rate, it'll probably rain tomorrow, too.\What's that?! You lookin' for a fight?!\See, you were tryin' to cheer her up! response:	If you're going to fight, take it outside!
context: Like they say, Fortune comes in by a merry gate.\Yeah, right?!\Are you all trying to cheer me up?\You really think that's likely?\At this rate, it'll probably rain tomorrow, too.\What's that?! You lookin' for a fight?!\See, you were tryin' to cheer her up!\If you're going to fight, take it outside! response:	But don't fight, for my sake!
context: Yeah, right?!\Are you all trying to cheer me up?\You really think that's likely?\At this rate, it'll probably rain tomorrow, too.\What's that?! You lookin' for a fight?!\See, you were tryin' to cheer her up!\If you're going to fight, take it outside!\But don't fight, for my sake! response:	It ain't for your sake!
context: Are you all trying to cheer me up?\You really think that's likely?\At this rate, it'll probably rain tomorrow, too.\What's that?! You lookin' for a fight?!\See, you were tryin' to cheer her up!\If you're going to fight, take it outside!\But don't fight, for my sake!\It ain't for your sake! response:	This is the Fairy Tail I know and love...
context: You really think that's likely?\At this rate, it'll probably rain tomorrow, too.\What's that?! You lookin' for a fight?!\See, you were tryin' to cheer her up!\If you're going to fight, take it outside!\But don't fight, for my sake!\It ain't for your sake!\This is the Fairy Tail I know and love... response:	Everyone makes mistakes. But then you recover.
context: At this rate, it'll probably rain tomorrow, too.\What's that?! You lookin' for a fight?!\See, you were tryin' to cheer her up!\If you're going to fight, take it outside!\But don't fight, for my sake!\It ain't for your sake!\This is the Fairy Tail I know and love...\Everyone makes mistakes. But then you recover. response:	Look at all of the friends you have here who adore you.
context: What's that?! You lookin' for a fight?!\See, you were tryin' to cheer her up!\If you're going to fight, take it outside!\But don't fight, for my sake!\It ain't for your sake!\This is the Fairy Tail I know and love...\Everyone makes mistakes. But then you recover.\Look at all of the friends you have here who adore you. response:	It would be difficult for anything to change that.
context: See, you were tryin' to cheer her up!\If you're going to fight, take it outside!\But don't fight, for my sake!\It ain't for your sake!\This is the Fairy Tail I know and love...\Everyone makes mistakes. But then you recover.\Look at all of the friends you have here who adore you.\It would be difficult for anything to change that. response:	If you keep that in mind, you should be able to get back on your feet any number of times.
context: If you're going to fight, take it outside!\But don't fight, for my sake!\It ain't for your sake!\This is the Fairy Tail I know and love...\Everyone makes mistakes. But then you recover.\Look at all of the friends you have here who adore you.\It would be difficult for anything to change that.\If you keep that in mind, you should be able to get back on your feet any number of times. response:	Right.
context: But don't fight, for my sake!\It ain't for your sake!\This is the Fairy Tail I know and love...\Everyone makes mistakes. But then you recover.\Look at all of the friends you have here who adore you.\It would be difficult for anything to change that.\If you keep that in mind, you should be able to get back on your feet any number of times.\Right. response:	Please let me enter, Your Holiness.
context: It ain't for your sake!\This is the Fairy Tail I know and love...\Everyone makes mistakes. But then you recover.\Look at all of the friends you have here who adore you.\It would be difficult for anything to change that.\If you keep that in mind, you should be able to get back on your feet any number of times.\Right.\Please let me enter, Your Holiness. response:	I have urgent news that must reach the archbishop's ears!
context: This is the Fairy Tail I know and love...\Everyone makes mistakes. But then you recover.\Look at all of the friends you have here who adore you.\It would be difficult for anything to change that.\If you keep that in mind, you should be able to get back on your feet any number of times.\Right.\Please let me enter, Your Holiness.\I have urgent news that must reach the archbishop's ears! response:	I'm afraid that I cannot let even you in, Duke Byro.
context: Everyone makes mistakes. But then you recover.\Look at all of the friends you have here who adore you.\It would be difficult for anything to change that.\If you keep that in mind, you should be able to get back on your feet any number of times.\Right.\Please let me enter, Your Holiness.\I have urgent news that must reach the archbishop's ears!\I'm afraid that I cannot let even you in, Duke Byro. response:	Right now, the only person who may have an audience with the archbishop is me, Rapowant.
context: Look at all of the friends you have here who adore you.\It would be difficult for anything to change that.\If you keep that in mind, you should be able to get back on your feet any number of times.\Right.\Please let me enter, Your Holiness.\I have urgent news that must reach the archbishop's ears!\I'm afraid that I cannot let even you in, Duke Byro.\Right now, the only person who may have an audience with the archbishop is me, Rapowant. response:	I shall pass along your message.
