context: Your Majesty... response:	Jiu'er.
context: I won't attend your wedding with the Crown Prince.\But should you need me to risk my life to help you\by all means, come to me in the Sea of Innocence.\Touch wood.\Since all the seniors are back at their original posts\I'll leave Kunlun Mountain in Second Senior's good hands.\I won't keep nagging.\I'll get going. response:	Head back now.
context: But should you need me to risk my life to help you\by all means, come to me in the Sea of Innocence.\Touch wood.\Since all the seniors are back at their original posts\I'll leave Kunlun Mountain in Second Senior's good hands.\I won't keep nagging.\I'll get going.\Head back now. response:	What are you waiting for?
context: by all means, come to me in the Sea of Innocence.\Touch wood.\Since all the seniors are back at their original posts\I'll leave Kunlun Mountain in Second Senior's good hands.\I won't keep nagging.\I'll get going.\Head back now.\What are you waiting for? response:	Second Senior, I have matters to handle.
context: Touch wood.\Since all the seniors are back at their original posts\I'll leave Kunlun Mountain in Second Senior's good hands.\I won't keep nagging.\I'll get going.\Head back now.\What are you waiting for?\Second Senior, I have matters to handle. response:	I'll leave the mountain now.
context: Since all the seniors are back at their original posts\I'll leave Kunlun Mountain in Second Senior's good hands.\I won't keep nagging.\I'll get going.\Head back now.\What are you waiting for?\Second Senior, I have matters to handle.\I'll leave the mountain now. response:	Seventeenth, you must miss your husband.
context: I'll leave Kunlun Mountain in Second Senior's good hands.\I won't keep nagging.\I'll get going.\Head back now.\What are you waiting for?\Second Senior, I have matters to handle.\I'll leave the mountain now.\Seventeenth, you must miss your husband. response:	By the way, I have something for you.
context: I won't keep nagging.\I'll get going.\Head back now.\What are you waiting for?\Second Senior, I have matters to handle.\I'll leave the mountain now.\Seventeenth, you must miss your husband.\By the way, I have something for you. response:	When Senior left early this morning
context: I'll get going.\Head back now.\What are you waiting for?\Second Senior, I have matters to handle.\I'll leave the mountain now.\Seventeenth, you must miss your husband.\By the way, I have something for you.\When Senior left early this morning response:	he told me to give you the Soul-gathering Lamp.
context: Head back now.\What are you waiting for?\Second Senior, I have matters to handle.\I'll leave the mountain now.\Seventeenth, you must miss your husband.\By the way, I have something for you.\When Senior left early this morning\he told me to give you the Soul-gathering Lamp. response:	You left it in the West Sea.
context: What are you waiting for?\Second Senior, I have matters to handle.\I'll leave the mountain now.\Seventeenth, you must miss your husband.\By the way, I have something for you.\When Senior left early this morning\he told me to give you the Soul-gathering Lamp.\You left it in the West Sea. response:	The Soul-gathering Lamp?
context: Second Senior, I have matters to handle.\I'll leave the mountain now.\Seventeenth, you must miss your husband.\By the way, I have something for you.\When Senior left early this morning\he told me to give you the Soul-gathering Lamp.\You left it in the West Sea.\The Soul-gathering Lamp? response:	If Senior hadn't brought it back to me I'd have forgotten all about it.
context: I'll leave the mountain now.\Seventeenth, you must miss your husband.\By the way, I have something for you.\When Senior left early this morning\he told me to give you the Soul-gathering Lamp.\You left it in the West Sea.\The Soul-gathering Lamp?\If Senior hadn't brought it back to me I'd have forgotten all about it. response:	This is after all a sacred artifact of the Celestial Tribe.
context: Seventeenth, you must miss your husband.\By the way, I have something for you.\When Senior left early this morning\he told me to give you the Soul-gathering Lamp.\You left it in the West Sea.\The Soul-gathering Lamp?\If Senior hadn't brought it back to me I'd have forgotten all about it.\This is after all a sacred artifact of the Celestial Tribe. response:	It has to be returned.
context: By the way, I have something for you.\When Senior left early this morning\he told me to give you the Soul-gathering Lamp.\You left it in the West Sea.\The Soul-gathering Lamp?\If Senior hadn't brought it back to me I'd have forgotten all about it.\This is after all a sacred artifact of the Celestial Tribe.\It has to be returned. response:	While Master is in meditation
context: When Senior left early this morning\he told me to give you the Soul-gathering Lamp.\You left it in the West Sea.\The Soul-gathering Lamp?\If Senior hadn't brought it back to me I'd have forgotten all about it.\This is after all a sacred artifact of the Celestial Tribe.\It has to be returned.\While Master is in meditation response:	Second Senior will have to look after him.
context: he told me to give you the Soul-gathering Lamp.\You left it in the West Sea.\The Soul-gathering Lamp?\If Senior hadn't brought it back to me I'd have forgotten all about it.\This is after all a sacred artifact of the Celestial Tribe.\It has to be returned.\While Master is in meditation\Second Senior will have to look after him. response:	Some feigned politeness that is.
context: You left it in the West Sea.\The Soul-gathering Lamp?\If Senior hadn't brought it back to me I'd have forgotten all about it.\This is after all a sacred artifact of the Celestial Tribe.\It has to be returned.\While Master is in meditation\Second Senior will have to look after him.\Some feigned politeness that is. response:	He's not just your mentor, but mine as well.
context: The Soul-gathering Lamp?\If Senior hadn't brought it back to me I'd have forgotten all about it.\This is after all a sacred artifact of the Celestial Tribe.\It has to be returned.\While Master is in meditation\Second Senior will have to look after him.\Some feigned politeness that is.\He's not just your mentor, but mine as well. response:	Should anything come up in Kunlun Mountain
context: If Senior hadn't brought it back to me I'd have forgotten all about it.\This is after all a sacred artifact of the Celestial Tribe.\It has to be returned.\While Master is in meditation\Second Senior will have to look after him.\Some feigned politeness that is.\He's not just your mentor, but mine as well.\Should anything come up in Kunlun Mountain response:	you must come to me in Qing Qiu.
context: This is after all a sacred artifact of the Celestial Tribe.\It has to be returned.\While Master is in meditation\Second Senior will have to look after him.\Some feigned politeness that is.\He's not just your mentor, but mine as well.\Should anything come up in Kunlun Mountain\you must come to me in Qing Qiu. response:	I'll get going now, Second Senior.
context: It has to be returned.\While Master is in meditation\Second Senior will have to look after him.\Some feigned politeness that is.\He's not just your mentor, but mine as well.\Should anything come up in Kunlun Mountain\you must come to me in Qing Qiu.\I'll get going now, Second Senior. response:	Ye Hua should be 18 years old by now.
context: While Master is in meditation\Second Senior will have to look after him.\Some feigned politeness that is.\He's not just your mentor, but mine as well.\Should anything come up in Kunlun Mountain\you must come to me in Qing Qiu.\I'll get going now, Second Senior.\Ye Hua should be 18 years old by now. response:	I wonder what Ye Hua looks like in the Mortal Realm at this age.
context: Second Senior will have to look after him.\Some feigned politeness that is.\He's not just your mentor, but mine as well.\Should anything come up in Kunlun Mountain\you must come to me in Qing Qiu.\I'll get going now, Second Senior.\Ye Hua should be 18 years old by now.\I wonder what Ye Hua looks like in the Mortal Realm at this age. response:	Young lad.
context: Some feigned politeness that is.\He's not just your mentor, but mine as well.\Should anything come up in Kunlun Mountain\you must come to me in Qing Qiu.\I'll get going now, Second Senior.\Ye Hua should be 18 years old by now.\I wonder what Ye Hua looks like in the Mortal Realm at this age.\Young lad. response:	Is Young Master Liu at home?
context: He's not just your mentor, but mine as well.\Should anything come up in Kunlun Mountain\you must come to me in Qing Qiu.\I'll get going now, Second Senior.\Ye Hua should be 18 years old by now.\I wonder what Ye Hua looks like in the Mortal Realm at this age.\Young lad.\Is Young Master Liu at home? response:	You're looking for our Eldest Young Master?
context: Should anything come up in Kunlun Mountain\you must come to me in Qing Qiu.\I'll get going now, Second Senior.\Ye Hua should be 18 years old by now.\I wonder what Ye Hua looks like in the Mortal Realm at this age.\Young lad.\Is Young Master Liu at home?\You're looking for our Eldest Young Master? response:	Yes, I'm looking for Zhao Ge.
context: you must come to me in Qing Qiu.\I'll get going now, Second Senior.\Ye Hua should be 18 years old by now.\I wonder what Ye Hua looks like in the Mortal Realm at this age.\Young lad.\Is Young Master Liu at home?\You're looking for our Eldest Young Master?\Yes, I'm looking for Zhao Ge. response:	Is he in?
context: I'll get going now, Second Senior.\Ye Hua should be 18 years old by now.\I wonder what Ye Hua looks like in the Mortal Realm at this age.\Young lad.\Is Young Master Liu at home?\You're looking for our Eldest Young Master?\Yes, I'm looking for Zhao Ge.\Is he in? response:	No, he moved out a long time ago.
context: Ye Hua should be 18 years old by now.\I wonder what Ye Hua looks like in the Mortal Realm at this age.\Young lad.\Is Young Master Liu at home?\You're looking for our Eldest Young Master?\Yes, I'm looking for Zhao Ge.\Is he in?\No, he moved out a long time ago. response:	Isn't this the Liu Manor?
context: I wonder what Ye Hua looks like in the Mortal Realm at this age.\Young lad.\Is Young Master Liu at home?\You're looking for our Eldest Young Master?\Yes, I'm looking for Zhao Ge.\Is he in?\No, he moved out a long time ago.\Isn't this the Liu Manor? response:	Where could he have moved to?
context: Young lad.\Is Young Master Liu at home?\You're looking for our Eldest Young Master?\Yes, I'm looking for Zhao Ge.\Is he in?\No, he moved out a long time ago.\Isn't this the Liu Manor?\Where could he have moved to? response:	He is already independent and has his own manor.
context: Is Young Master Liu at home?\You're looking for our Eldest Young Master?\Yes, I'm looking for Zhao Ge.\Is he in?\No, he moved out a long time ago.\Isn't this the Liu Manor?\Where could he have moved to?\He is already independent and has his own manor. response:	He's only 18 years old and he already has his own manor?
context: You're looking for our Eldest Young Master?\Yes, I'm looking for Zhao Ge.\Is he in?\No, he moved out a long time ago.\Isn't this the Liu Manor?\Where could he have moved to?\He is already independent and has his own manor.\He's only 18 years old and he already has his own manor? response:	Our Eldest Young Master is a rare child prodigy.
context: Yes, I'm looking for Zhao Ge.\Is he in?\No, he moved out a long time ago.\Isn't this the Liu Manor?\Where could he have moved to?\He is already independent and has his own manor.\He's only 18 years old and he already has his own manor?\Our Eldest Young Master is a rare child prodigy. response:	At the age of 12, he was admitted into the Imperial College.
context: Is he in?\No, he moved out a long time ago.\Isn't this the Liu Manor?\Where could he have moved to?\He is already independent and has his own manor.\He's only 18 years old and he already has his own manor?\Our Eldest Young Master is a rare child prodigy.\At the age of 12, he was admitted into the Imperial College. response:	Five years ago, the old emperor opened up the special examination
context: No, he moved out a long time ago.\Isn't this the Liu Manor?\Where could he have moved to?\He is already independent and has his own manor.\He's only 18 years old and he already has his own manor?\Our Eldest Young Master is a rare child prodigy.\At the age of 12, he was admitted into the Imperial College.\Five years ago, the old emperor opened up the special examination response:	and our young master took the place of top scholar with great ease.
context: Isn't this the Liu Manor?\Where could he have moved to?\He is already independent and has his own manor.\He's only 18 years old and he already has his own manor?\Our Eldest Young Master is a rare child prodigy.\At the age of 12, he was admitted into the Imperial College.\Five years ago, the old emperor opened up the special examination\and our young master took the place of top scholar with great ease. response:	He was promoted from a compiler in Hanlin Academy
context: Where could he have moved to?\He is already independent and has his own manor.\He's only 18 years old and he already has his own manor?\Our Eldest Young Master is a rare child prodigy.\At the age of 12, he was admitted into the Imperial College.\Five years ago, the old emperor opened up the special examination\and our young master took the place of top scholar with great ease.\He was promoted from a compiler in Hanlin Academy response:	to the Minister of the Ministry of Revenue.
context: He is already independent and has his own manor.\He's only 18 years old and he already has his own manor?\Our Eldest Young Master is a rare child prodigy.\At the age of 12, he was admitted into the Imperial College.\Five years ago, the old emperor opened up the special examination\and our young master took the place of top scholar with great ease.\He was promoted from a compiler in Hanlin Academy\to the Minister of the Ministry of Revenue. response:	He's really a god-blessed genius.
context: He's only 18 years old and he already has his own manor?\Our Eldest Young Master is a rare child prodigy.\At the age of 12, he was admitted into the Imperial College.\Five years ago, the old emperor opened up the special examination\and our young master took the place of top scholar with great ease.\He was promoted from a compiler in Hanlin Academy\to the Minister of the Ministry of Revenue.\He's really a god-blessed genius. response:	Miss, if you're looking for him, you have to go to the Minister's Manor.
context: Our Eldest Young Master is a rare child prodigy.\At the age of 12, he was admitted into the Imperial College.\Five years ago, the old emperor opened up the special examination\and our young master took the place of top scholar with great ease.\He was promoted from a compiler in Hanlin Academy\to the Minister of the Ministry of Revenue.\He's really a god-blessed genius.\Miss, if you're looking for him, you have to go to the Minister's Manor. response:	Ye Hua, you really are the Crown Prince of the Celestial Tribe.
context: At the age of 12, he was admitted into the Imperial College.\Five years ago, the old emperor opened up the special examination\and our young master took the place of top scholar with great ease.\He was promoted from a compiler in Hanlin Academy\to the Minister of the Ministry of Revenue.\He's really a god-blessed genius.\Miss, if you're looking for him, you have to go to the Minister's Manor.\Ye Hua, you really are the Crown Prince of the Celestial Tribe. response:	You're even second to none in the Mortal Realm.
context: Five years ago, the old emperor opened up the special examination\and our young master took the place of top scholar with great ease.\He was promoted from a compiler in Hanlin Academy\to the Minister of the Ministry of Revenue.\He's really a god-blessed genius.\Miss, if you're looking for him, you have to go to the Minister's Manor.\Ye Hua, you really are the Crown Prince of the Celestial Tribe.\You're even second to none in the Mortal Realm. response:	Master, here's a toast to you tonight for the peach blossoms.
context: and our young master took the place of top scholar with great ease.\He was promoted from a compiler in Hanlin Academy\to the Minister of the Ministry of Revenue.\He's really a god-blessed genius.\Miss, if you're looking for him, you have to go to the Minister's Manor.\Ye Hua, you really are the Crown Prince of the Celestial Tribe.\You're even second to none in the Mortal Realm.\Master, here's a toast to you tonight for the peach blossoms. response:	Sure.
context: He was promoted from a compiler in Hanlin Academy\to the Minister of the Ministry of Revenue.\He's really a god-blessed genius.\Miss, if you're looking for him, you have to go to the Minister's Manor.\Ye Hua, you really are the Crown Prince of the Celestial Tribe.\You're even second to none in the Mortal Realm.\Master, here's a toast to you tonight for the peach blossoms.\Sure. response:	Master, you've been coughing more often lately.
context: to the Minister of the Ministry of Revenue.\He's really a god-blessed genius.\Miss, if you're looking for him, you have to go to the Minister's Manor.\Ye Hua, you really are the Crown Prince of the Celestial Tribe.\You're even second to none in the Mortal Realm.\Master, here's a toast to you tonight for the peach blossoms.\Sure.\Master, you've been coughing more often lately. response:	The physician has told you not to worry too much.
context: He's really a god-blessed genius.\Miss, if you're looking for him, you have to go to the Minister's Manor.\Ye Hua, you really are the Crown Prince of the Celestial Tribe.\You're even second to none in the Mortal Realm.\Master, here's a toast to you tonight for the peach blossoms.\Sure.\Master, you've been coughing more often lately.\The physician has told you not to worry too much. response:	It's bad for your health.
context: Miss, if you're looking for him, you have to go to the Minister's Manor.\Ye Hua, you really are the Crown Prince of the Celestial Tribe.\You're even second to none in the Mortal Realm.\Master, here's a toast to you tonight for the peach blossoms.\Sure.\Master, you've been coughing more often lately.\The physician has told you not to worry too much.\It's bad for your health. response:	I'm not worried.
context: Ye Hua, you really are the Crown Prince of the Celestial Tribe.\You're even second to none in the Mortal Realm.\Master, here's a toast to you tonight for the peach blossoms.\Sure.\Master, you've been coughing more often lately.\The physician has told you not to worry too much.\It's bad for your health.\I'm not worried. response:	I'm lovesick.
context: You're even second to none in the Mortal Realm.\Master, here's a toast to you tonight for the peach blossoms.\Sure.\Master, you've been coughing more often lately.\The physician has told you not to worry too much.\It's bad for your health.\I'm not worried.\I'm lovesick. response:	I haven't seen him for six days and my token of love means nothing now.
context: Master, here's a toast to you tonight for the peach blossoms.\Sure.\Master, you've been coughing more often lately.\The physician has told you not to worry too much.\It's bad for your health.\I'm not worried.\I'm lovesick.\I haven't seen him for six days and my token of love means nothing now. response:	He really has gotten involved in some sort of relationship?
context: Sure.\Master, you've been coughing more often lately.\The physician has told you not to worry too much.\It's bad for your health.\I'm not worried.\I'm lovesick.\I haven't seen him for six days and my token of love means nothing now.\He really has gotten involved in some sort of relationship? response:	Ye Hua! Ye Hua!
context: Master, you've been coughing more often lately.\The physician has told you not to worry too much.\It's bad for your health.\I'm not worried.\I'm lovesick.\I haven't seen him for six days and my token of love means nothing now.\He really has gotten involved in some sort of relationship?\Ye Hua! Ye Hua! response:	Didn't your husband tell you not to leave the woods?
context: The physician has told you not to worry too much.\It's bad for your health.\I'm not worried.\I'm lovesick.\I haven't seen him for six days and my token of love means nothing now.\He really has gotten involved in some sort of relationship?\Ye Hua! Ye Hua!\Didn't your husband tell you not to leave the woods? response:	Ye Hua!
context: It's bad for your health.\I'm not worried.\I'm lovesick.\I haven't seen him for six days and my token of love means nothing now.\He really has gotten involved in some sort of relationship?\Ye Hua! Ye Hua!\Didn't your husband tell you not to leave the woods?\Ye Hua! response:	I haven't seen High God for days.
context: I'm not worried.\I'm lovesick.\I haven't seen him for six days and my token of love means nothing now.\He really has gotten involved in some sort of relationship?\Ye Hua! Ye Hua!\Didn't your husband tell you not to leave the woods?\Ye Hua!\I haven't seen High God for days. response:	Su Jin greets High God.
context: I'm lovesick.\I haven't seen him for six days and my token of love means nothing now.\He really has gotten involved in some sort of relationship?\Ye Hua! Ye Hua!\Didn't your husband tell you not to leave the woods?\Ye Hua!\I haven't seen High God for days.\Su Jin greets High God. response:	How did you know that I was here?
context: I haven't seen him for six days and my token of love means nothing now.\He really has gotten involved in some sort of relationship?\Ye Hua! Ye Hua!\Didn't your husband tell you not to leave the woods?\Ye Hua!\I haven't seen High God for days.\Su Jin greets High God.\How did you know that I was here? response:	Is High God muddleheaded?
context: He really has gotten involved in some sort of relationship?\Ye Hua! Ye Hua!\Didn't your husband tell you not to leave the woods?\Ye Hua!\I haven't seen High God for days.\Su Jin greets High God.\How did you know that I was here?\Is High God muddleheaded? response:	The invisibility magic is but a camouflage.
context: Ye Hua! Ye Hua!\Didn't your husband tell you not to leave the woods?\Ye Hua!\I haven't seen High God for days.\Su Jin greets High God.\How did you know that I was here?\Is High God muddleheaded?\The invisibility magic is but a camouflage. response:	You might be able to hide from the mortals, but not the deities.
context: Didn't your husband tell you not to leave the woods?\Ye Hua!\I haven't seen High God for days.\Su Jin greets High God.\How did you know that I was here?\Is High God muddleheaded?\The invisibility magic is but a camouflage.\You might be able to hide from the mortals, but not the deities. response:	I saw some shimmering lights here from above the clouds
context: Ye Hua!\I haven't seen High God for days.\Su Jin greets High God.\How did you know that I was here?\Is High God muddleheaded?\The invisibility magic is but a camouflage.\You might be able to hide from the mortals, but not the deities.\I saw some shimmering lights here from above the clouds response:	so I came in search of you.
context: I haven't seen High God for days.\Su Jin greets High God.\How did you know that I was here?\Is High God muddleheaded?\The invisibility magic is but a camouflage.\You might be able to hide from the mortals, but not the deities.\I saw some shimmering lights here from above the clouds\so I came in search of you. response:	I was right after all.
context: Su Jin greets High God.\How did you know that I was here?\Is High God muddleheaded?\The invisibility magic is but a camouflage.\You might be able to hide from the mortals, but not the deities.\I saw some shimmering lights here from above the clouds\so I came in search of you.\I was right after all. response:	What are you doing here?
context: How did you know that I was here?\Is High God muddleheaded?\The invisibility magic is but a camouflage.\You might be able to hide from the mortals, but not the deities.\I saw some shimmering lights here from above the clouds\so I came in search of you.\I was right after all.\What are you doing here? response:	His Highness is going through the heavenly trial alone in the Mortal Realm
context: Is High God muddleheaded?\The invisibility magic is but a camouflage.\You might be able to hide from the mortals, but not the deities.\I saw some shimmering lights here from above the clouds\so I came in search of you.\I was right after all.\What are you doing here?\His Highness is going through the heavenly trial alone in the Mortal Realm response:	and I'm worried that he might be lonely.
context: The invisibility magic is but a camouflage.\You might be able to hide from the mortals, but not the deities.\I saw some shimmering lights here from above the clouds\so I came in search of you.\I was right after all.\What are you doing here?\His Highness is going through the heavenly trial alone in the Mortal Realm\and I'm worried that he might be lonely. response:	I've made him a figurine of the person he misses the most to stay by his side.
context: You might be able to hide from the mortals, but not the deities.\I saw some shimmering lights here from above the clouds\so I came in search of you.\I was right after all.\What are you doing here?\His Highness is going through the heavenly trial alone in the Mortal Realm\and I'm worried that he might be lonely.\I've made him a figurine of the person he misses the most to stay by his side. response:	I came down here today
context: I saw some shimmering lights here from above the clouds\so I came in search of you.\I was right after all.\What are you doing here?\His Highness is going through the heavenly trial alone in the Mortal Realm\and I'm worried that he might be lonely.\I've made him a figurine of the person he misses the most to stay by his side.\I came down here today response:	to see if that figurine is taking good care of His Highness.
context: so I came in search of you.\I was right after all.\What are you doing here?\His Highness is going through the heavenly trial alone in the Mortal Realm\and I'm worried that he might be lonely.\I've made him a figurine of the person he misses the most to stay by his side.\I came down here today\to see if that figurine is taking good care of His Highness. response:	I wasn't paying attention.
context: I was right after all.\What are you doing here?\His Highness is going through the heavenly trial alone in the Mortal Realm\and I'm worried that he might be lonely.\I've made him a figurine of the person he misses the most to stay by his side.\I came down here today\to see if that figurine is taking good care of His Highness.\I wasn't paying attention. response:	I didn't notice that girl is but a figurine under human skin.
context: What are you doing here?\His Highness is going through the heavenly trial alone in the Mortal Realm\and I'm worried that he might be lonely.\I've made him a figurine of the person he misses the most to stay by his side.\I came down here today\to see if that figurine is taking good care of His Highness.\I wasn't paying attention.\I didn't notice that girl is but a figurine under human skin. response:	You're so thoughtful.
context: His Highness is going through the heavenly trial alone in the Mortal Realm\and I'm worried that he might be lonely.\I've made him a figurine of the person he misses the most to stay by his side.\I came down here today\to see if that figurine is taking good care of His Highness.\I wasn't paying attention.\I didn't notice that girl is but a figurine under human skin.\You're so thoughtful. response:	High God, do you know who I have made that figurine resemble?
context: and I'm worried that he might be lonely.\I've made him a figurine of the person he misses the most to stay by his side.\I came down here today\to see if that figurine is taking good care of His Highness.\I wasn't paying attention.\I didn't notice that girl is but a figurine under human skin.\You're so thoughtful.\High God, do you know who I have made that figurine resemble? response:	Have you heard the name, Su Su?
context: I've made him a figurine of the person he misses the most to stay by his side.\I came down here today\to see if that figurine is taking good care of His Highness.\I wasn't paying attention.\I didn't notice that girl is but a figurine under human skin.\You're so thoughtful.\High God, do you know who I have made that figurine resemble?\Have you heard the name, Su Su? response:	A-Li's birth mother who jumped off Zhuxian Terrace?
context: I came down here today\to see if that figurine is taking good care of His Highness.\I wasn't paying attention.\I didn't notice that girl is but a figurine under human skin.\You're so thoughtful.\High God, do you know who I have made that figurine resemble?\Have you heard the name, Su Su?\A-Li's birth mother who jumped off Zhuxian Terrace? response:	High God, you don't have to take it to heart.
context: to see if that figurine is taking good care of His Highness.\I wasn't paying attention.\I didn't notice that girl is but a figurine under human skin.\You're so thoughtful.\High God, do you know who I have made that figurine resemble?\Have you heard the name, Su Su?\A-Li's birth mother who jumped off Zhuxian Terrace?\High God, you don't have to take it to heart. response:	His Highness is but a mortal now
context: I wasn't paying attention.\I didn't notice that girl is but a figurine under human skin.\You're so thoughtful.\High God, do you know who I have made that figurine resemble?\Have you heard the name, Su Su?\A-Li's birth mother who jumped off Zhuxian Terrace?\High God, you don't have to take it to heart.\His Highness is but a mortal now response:	so he can't tell that she's just a figurine.
context: I didn't notice that girl is but a figurine under human skin.\You're so thoughtful.\High God, do you know who I have made that figurine resemble?\Have you heard the name, Su Su?\A-Li's birth mother who jumped off Zhuxian Terrace?\High God, you don't have to take it to heart.\His Highness is but a mortal now\so he can't tell that she's just a figurine. response:	That could fulfill the wish he has had on his mind for a long time.
context: You're so thoughtful.\High God, do you know who I have made that figurine resemble?\Have you heard the name, Su Su?\A-Li's birth mother who jumped off Zhuxian Terrace?\High God, you don't have to take it to heart.\His Highness is but a mortal now\so he can't tell that she's just a figurine.\That could fulfill the wish he has had on his mind for a long time. response:	Once His Highness returns to the Nine Heavens
context: High God, do you know who I have made that figurine resemble?\Have you heard the name, Su Su?\A-Li's birth mother who jumped off Zhuxian Terrace?\High God, you don't have to take it to heart.\His Highness is but a mortal now\so he can't tell that she's just a figurine.\That could fulfill the wish he has had on his mind for a long time.\Once His Highness returns to the Nine Heavens response:	he won't care about a figurine, even if it has Su Su's face.
context: Have you heard the name, Su Su?\A-Li's birth mother who jumped off Zhuxian Terrace?\High God, you don't have to take it to heart.\His Highness is but a mortal now\so he can't tell that she's just a figurine.\That could fulfill the wish he has had on his mind for a long time.\Once His Highness returns to the Nine Heavens\he won't care about a figurine, even if it has Su Su's face. response:	You're obviously telling me
context: A-Li's birth mother who jumped off Zhuxian Terrace?\High God, you don't have to take it to heart.\His Highness is but a mortal now\so he can't tell that she's just a figurine.\That could fulfill the wish he has had on his mind for a long time.\Once His Highness returns to the Nine Heavens\he won't care about a figurine, even if it has Su Su's face.\You're obviously telling me response:	that Ye Hua now has this figurine on his mind.
context: High God, you don't have to take it to heart.\His Highness is but a mortal now\so he can't tell that she's just a figurine.\That could fulfill the wish he has had on his mind for a long time.\Once His Highness returns to the Nine Heavens\he won't care about a figurine, even if it has Su Su's face.\You're obviously telling me\that Ye Hua now has this figurine on his mind. response:	Aren't you worried that once Ye Hua returns to the Nine Heavens
context: His Highness is but a mortal now\so he can't tell that she's just a figurine.\That could fulfill the wish he has had on his mind for a long time.\Once His Highness returns to the Nine Heavens\he won't care about a figurine, even if it has Su Su's face.\You're obviously telling me\that Ye Hua now has this figurine on his mind.\Aren't you worried that once Ye Hua returns to the Nine Heavens response:	he'll punish you for fooling him with this figurine?
context: so he can't tell that she's just a figurine.\That could fulfill the wish he has had on his mind for a long time.\Once His Highness returns to the Nine Heavens\he won't care about a figurine, even if it has Su Su's face.\You're obviously telling me\that Ye Hua now has this figurine on his mind.\Aren't you worried that once Ye Hua returns to the Nine Heavens\he'll punish you for fooling him with this figurine? response:	All I did was make a figurine
context: That could fulfill the wish he has had on his mind for a long time.\Once His Highness returns to the Nine Heavens\he won't care about a figurine, even if it has Su Su's face.\You're obviously telling me\that Ye Hua now has this figurine on his mind.\Aren't you worried that once Ye Hua returns to the Nine Heavens\he'll punish you for fooling him with this figurine?\All I did was make a figurine response:	and leave it at the market outside His Highness's manor.
context: Once His Highness returns to the Nine Heavens\he won't care about a figurine, even if it has Su Su's face.\You're obviously telling me\that Ye Hua now has this figurine on his mind.\Aren't you worried that once Ye Hua returns to the Nine Heavens\he'll punish you for fooling him with this figurine?\All I did was make a figurine\and leave it at the market outside His Highness's manor. response:	His Highness fancied her and brought her home.
context: he won't care about a figurine, even if it has Su Su's face.\You're obviously telling me\that Ye Hua now has this figurine on his mind.\Aren't you worried that once Ye Hua returns to the Nine Heavens\he'll punish you for fooling him with this figurine?\All I did was make a figurine\and leave it at the market outside His Highness's manor.\His Highness fancied her and brought her home. response:	If His Highness insists on blaming me, I have nothing to say about it.
context: You're obviously telling me\that Ye Hua now has this figurine on his mind.\Aren't you worried that once Ye Hua returns to the Nine Heavens\he'll punish you for fooling him with this figurine?\All I did was make a figurine\and leave it at the market outside His Highness's manor.\His Highness fancied her and brought her home.\If His Highness insists on blaming me, I have nothing to say about it. response:	However, it shows that if you love someone to the core
context: that Ye Hua now has this figurine on his mind.\Aren't you worried that once Ye Hua returns to the Nine Heavens\he'll punish you for fooling him with this figurine?\All I did was make a figurine\and leave it at the market outside His Highness's manor.\His Highness fancied her and brought her home.\If His Highness insists on blaming me, I have nothing to say about it.\However, it shows that if you love someone to the core response:	you'll still have an impression of that person and fall in love with her again
context: Aren't you worried that once Ye Hua returns to the Nine Heavens\he'll punish you for fooling him with this figurine?\All I did was make a figurine\and leave it at the market outside His Highness's manor.\His Highness fancied her and brought her home.\If His Highness insists on blaming me, I have nothing to say about it.\However, it shows that if you love someone to the core\you'll still have an impression of that person and fall in love with her again response:	even after drinking the amnesia potion.
context: he'll punish you for fooling him with this figurine?\All I did was make a figurine\and leave it at the market outside His Highness's manor.\His Highness fancied her and brought her home.\If His Highness insists on blaming me, I have nothing to say about it.\However, it shows that if you love someone to the core\you'll still have an impression of that person and fall in love with her again\even after drinking the amnesia potion. response:	You really do relate to him very well.
context: All I did was make a figurine\and leave it at the market outside His Highness's manor.\His Highness fancied her and brought her home.\If His Highness insists on blaming me, I have nothing to say about it.\However, it shows that if you love someone to the core\you'll still have an impression of that person and fall in love with her again\even after drinking the amnesia potion.\You really do relate to him very well. response:	I've always been devoted to His Highness.
context: and leave it at the market outside His Highness's manor.\His Highness fancied her and brought her home.\If His Highness insists on blaming me, I have nothing to say about it.\However, it shows that if you love someone to the core\you'll still have an impression of that person and fall in love with her again\even after drinking the amnesia potion.\You really do relate to him very well.\I've always been devoted to His Highness. response:	Everyone in the Nine Heavens knows that.
context: His Highness fancied her and brought her home.\If His Highness insists on blaming me, I have nothing to say about it.\However, it shows that if you love someone to the core\you'll still have an impression of that person and fall in love with her again\even after drinking the amnesia potion.\You really do relate to him very well.\I've always been devoted to His Highness.\Everyone in the Nine Heavens knows that. response:	I definitely can relate to him.
context: If His Highness insists on blaming me, I have nothing to say about it.\However, it shows that if you love someone to the core\you'll still have an impression of that person and fall in love with her again\even after drinking the amnesia potion.\You really do relate to him very well.\I've always been devoted to His Highness.\Everyone in the Nine Heavens knows that.\I definitely can relate to him. response:	By the way, does High God know that for the past 300 years
context: However, it shows that if you love someone to the core\you'll still have an impression of that person and fall in love with her again\even after drinking the amnesia potion.\You really do relate to him very well.\I've always been devoted to His Highness.\Everyone in the Nine Heavens knows that.\I definitely can relate to him.\By the way, does High God know that for the past 300 years response:	His Highness has been trying to gather
