context: You're the one who gives me my future response:	Even on a road without signs, I'll be fine, if we're together
context: I'll help, too!\Wind!\Damn mages!\Louise!\I can't do it...\I can't do it!\I just can't do it!\My heart's empty! response:	You're Gandalfr, and you're with me only because I'm a void mage.
context: Wind!\Damn mages!\Louise!\I can't do it...\I can't do it!\I just can't do it!\My heart's empty!\You're Gandalfr, and you're with me only because I'm a void mage. response:	Louise...
context: Damn mages!\Louise!\I can't do it...\I can't do it!\I just can't do it!\My heart's empty!\You're Gandalfr, and you're with me only because I'm a void mage.\Louise... response:	What's the contract good for?
context: Louise!\I can't do it...\I can't do it!\I just can't do it!\My heart's empty!\You're Gandalfr, and you're with me only because I'm a void mage.\Louise...\What's the contract good for? response:	When the master can't use magic, the bond is practically gone!
context: I can't do it...\I can't do it!\I just can't do it!\My heart's empty!\You're Gandalfr, and you're with me only because I'm a void mage.\Louise...\What's the contract good for?\When the master can't use magic, the bond is practically gone! response:	Don't be ridiculous!
context: I can't do it!\I just can't do it!\My heart's empty!\You're Gandalfr, and you're with me only because I'm a void mage.\Louise...\What's the contract good for?\When the master can't use magic, the bond is practically gone!\Don't be ridiculous! response:	It's not the time for that!
context: I just can't do it!\My heart's empty!\You're Gandalfr, and you're with me only because I'm a void mage.\Louise...\What's the contract good for?\When the master can't use magic, the bond is practically gone!\Don't be ridiculous!\It's not the time for that! response:	Just say what's on your mind!
context: My heart's empty!\You're Gandalfr, and you're with me only because I'm a void mage.\Louise...\What's the contract good for?\When the master can't use magic, the bond is practically gone!\Don't be ridiculous!\It's not the time for that!\Just say what's on your mind! response:	Or can't Gandalfr say what's he's really thinking?!
context: You're Gandalfr, and you're with me only because I'm a void mage.\Louise...\What's the contract good for?\When the master can't use magic, the bond is practically gone!\Don't be ridiculous!\It's not the time for that!\Just say what's on your mind!\Or can't Gandalfr say what's he's really thinking?! response:	Louise!
context: Louise...\What's the contract good for?\When the master can't use magic, the bond is practically gone!\Don't be ridiculous!\It's not the time for that!\Just say what's on your mind!\Or can't Gandalfr say what's he's really thinking?!\Louise! response:	Listen to me!
context: What's the contract good for?\When the master can't use magic, the bond is practically gone!\Don't be ridiculous!\It's not the time for that!\Just say what's on your mind!\Or can't Gandalfr say what's he's really thinking?!\Louise!\Listen to me! response:	I'm...
context: When the master can't use magic, the bond is practically gone!\Don't be ridiculous!\It's not the time for that!\Just say what's on your mind!\Or can't Gandalfr say what's he's really thinking?!\Louise!\Listen to me!\I'm... response:	I'm...
context: Don't be ridiculous!\It's not the time for that!\Just say what's on your mind!\Or can't Gandalfr say what's he's really thinking?!\Louise!\Listen to me!\I'm...\I'm... response:	I'm just Louise...
context: It's not the time for that!\Just say what's on your mind!\Or can't Gandalfr say what's he's really thinking?!\Louise!\Listen to me!\I'm...\I'm...\I'm just Louise... response:	I'm not an aristocrat...
context: Just say what's on your mind!\Or can't Gandalfr say what's he's really thinking?!\Louise!\Listen to me!\I'm...\I'm...\I'm just Louise...\I'm not an aristocrat... response:	I'm not worth anything...
context: Or can't Gandalfr say what's he's really thinking?!\Louise!\Listen to me!\I'm...\I'm...\I'm just Louise...\I'm not an aristocrat...\I'm not worth anything... response:	Then I'll take him.
context: Louise!\Listen to me!\I'm...\I'm...\I'm just Louise...\I'm not an aristocrat...\I'm not worth anything...\Then I'll take him. response:	Saito.
context: Listen to me!\I'm...\I'm...\I'm just Louise...\I'm not an aristocrat...\I'm not worth anything...\Then I'll take him.\Saito. response:	My Ivaldi.
context: I'm...\I'm...\I'm just Louise...\I'm not an aristocrat...\I'm not worth anything...\Then I'll take him.\Saito.\My Ivaldi. response:	I will protect you with everything I have.
context: I'm...\I'm just Louise...\I'm not an aristocrat...\I'm not worth anything...\Then I'll take him.\Saito.\My Ivaldi.\I will protect you with everything I have. response:	Tabitha will become your knight.
context: I'm just Louise...\I'm not an aristocrat...\I'm not worth anything...\Then I'll take him.\Saito.\My Ivaldi.\I will protect you with everything I have.\Tabitha will become your knight. response:	No...
context: I'm not an aristocrat...\I'm not worth anything...\Then I'll take him.\Saito.\My Ivaldi.\I will protect you with everything I have.\Tabitha will become your knight.\No... response:	No...
context: I'm not worth anything...\Then I'll take him.\Saito.\My Ivaldi.\I will protect you with everything I have.\Tabitha will become your knight.\No...\No... response:	No...
context: Then I'll take him.\Saito.\My Ivaldi.\I will protect you with everything I have.\Tabitha will become your knight.\No...\No...\No... response:	I won't allow that!
context: Saito.\My Ivaldi.\I will protect you with everything I have.\Tabitha will become your knight.\No...\No...\No...\I won't allow that! response:	Saito...
context: My Ivaldi.\I will protect you with everything I have.\Tabitha will become your knight.\No...\No...\No...\I won't allow that!\Saito... response:	Saito...
context: I will protect you with everything I have.\Tabitha will become your knight.\No...\No...\No...\I won't allow that!\Saito...\Saito... response:	Don't go...
context: Tabitha will become your knight.\No...\No...\No...\I won't allow that!\Saito...\Saito...\Don't go... response:	Don't go!
context: No...\No...\No...\I won't allow that!\Saito...\Saito...\Don't go...\Don't go! response:	Don't leave me alone.
context: No...\No...\I won't allow that!\Saito...\Saito...\Don't go...\Don't go!\Don't leave me alone. response:	Stay with me!
context: No...\I won't allow that!\Saito...\Saito...\Don't go...\Don't go!\Don't leave me alone.\Stay with me! response:	Now!
context: I won't allow that!\Saito...\Saito...\Don't go...\Don't go!\Don't leave me alone.\Stay with me!\Now! response:	Cast Dispel!
context: Saito...\Saito...\Don't go...\Don't go!\Don't leave me alone.\Stay with me!\Now!\Cast Dispel! response:	Ful blisars.
context: Saito...\Don't go...\Don't go!\Don't leave me alone.\Stay with me!\Now!\Cast Dispel!\Ful blisars. response:	Set the target!
context: Don't go...\Don't go!\Don't leave me alone.\Stay with me!\Now!\Cast Dispel!\Ful blisars.\Set the target! response:	Roger!
context: Don't go!\Don't leave me alone.\Stay with me!\Now!\Cast Dispel!\Ful blisars.\Set the target!\Roger! response:	Roger!
context: Don't leave me alone.\Stay with me!\Now!\Cast Dispel!\Ful blisars.\Set the target!\Roger!\Roger! response:	Ansul ken.
context: Stay with me!\Now!\Cast Dispel!\Ful blisars.\Set the target!\Roger!\Roger!\Ansul ken. response:	Gyofu need nousis.
context: Now!\Cast Dispel!\Ful blisars.\Set the target!\Roger!\Roger!\Ansul ken.\Gyofu need nousis. response:	Heilos iala.
context: Cast Dispel!\Ful blisars.\Set the target!\Roger!\Roger!\Ansul ken.\Gyofu need nousis.\Heilos iala. response:	Elpeo.
context: Ful blisars.\Set the target!\Roger!\Roger!\Ansul ken.\Gyofu need nousis.\Heilos iala.\Elpeo. response:	Y's!
context: Set the target!\Roger!\Roger!\Ansul ken.\Gyofu need nousis.\Heilos iala.\Elpeo.\Y's! response:	Fire!
context: Roger!\Roger!\Ansul ken.\Gyofu need nousis.\Heilos iala.\Elpeo.\Y's!\Fire! response:	Charlotte...
context: Roger!\Ansul ken.\Gyofu need nousis.\Heilos iala.\Elpeo.\Y's!\Fire!\Charlotte... response:	What an amazing power...
context: Ansul ken.\Gyofu need nousis.\Heilos iala.\Elpeo.\Y's!\Fire!\Charlotte...\What an amazing power... response:	That Void mage...
context: Gyofu need nousis.\Heilos iala.\Elpeo.\Y's!\Fire!\Charlotte...\What an amazing power...\That Void mage... response:	Saito...
context: Heilos iala.\Elpeo.\Y's!\Fire!\Charlotte...\What an amazing power...\That Void mage...\Saito... response:	Was it for the best?
context: Elpeo.\Y's!\Fire!\Charlotte...\What an amazing power...\That Void mage...\Saito...\Was it for the best? response:	You idiot.
context: Y's!\Fire!\Charlotte...\What an amazing power...\That Void mage...\Saito...\Was it for the best?\You idiot. response:	Why are you thinking all this by yourself?
context: Fire!\Charlotte...\What an amazing power...\That Void mage...\Saito...\Was it for the best?\You idiot.\Why are you thinking all this by yourself? response:	All this master and familiar crap.
context: Charlotte...\What an amazing power...\That Void mage...\Saito...\Was it for the best?\You idiot.\Why are you thinking all this by yourself?\All this master and familiar crap. response:	You're thinking too much.
context: What an amazing power...\That Void mage...\Saito...\Was it for the best?\You idiot.\Why are you thinking all this by yourself?\All this master and familiar crap.\You're thinking too much. response:	I've been telling you that I love you from long ago.
context: That Void mage...\Saito...\Was it for the best?\You idiot.\Why are you thinking all this by yourself?\All this master and familiar crap.\You're thinking too much.\I've been telling you that I love you from long ago. response:	Saito.
context: Saito...\Was it for the best?\You idiot.\Why are you thinking all this by yourself?\All this master and familiar crap.\You're thinking too much.\I've been telling you that I love you from long ago.\Saito. response:	Do you really mean it?
context: Was it for the best?\You idiot.\Why are you thinking all this by yourself?\All this master and familiar crap.\You're thinking too much.\I've been telling you that I love you from long ago.\Saito.\Do you really mean it? response:	Not because you're Gandalfr?
context: You idiot.\Why are you thinking all this by yourself?\All this master and familiar crap.\You're thinking too much.\I've been telling you that I love you from long ago.\Saito.\Do you really mean it?\Not because you're Gandalfr? response:	Of course not.
context: Why are you thinking all this by yourself?\All this master and familiar crap.\You're thinking too much.\I've been telling you that I love you from long ago.\Saito.\Do you really mean it?\Not because you're Gandalfr?\Of course not. response:	So let me ask. What was that about earlier?
context: All this master and familiar crap.\You're thinking too much.\I've been telling you that I love you from long ago.\Saito.\Do you really mean it?\Not because you're Gandalfr?\Of course not.\So let me ask. What was that about earlier? response:	That was Tabitha being witty...
context: You're thinking too much.\I've been telling you that I love you from long ago.\Saito.\Do you really mean it?\Not because you're Gandalfr?\Of course not.\So let me ask. What was that about earlier?\That was Tabitha being witty... response:	You're a really pitiful dog.
context: I've been telling you that I love you from long ago.\Saito.\Do you really mean it?\Not because you're Gandalfr?\Of course not.\So let me ask. What was that about earlier?\That was Tabitha being witty...\You're a really pitiful dog. response:	You're so scared of getting yelled at by your favourite master, aren't you?
context: Saito.\Do you really mean it?\Not because you're Gandalfr?\Of course not.\So let me ask. What was that about earlier?\That was Tabitha being witty...\You're a really pitiful dog.\You're so scared of getting yelled at by your favourite master, aren't you? response:	What? Speaking of you, you can't control the fact you love me so much, can you?
context: Do you really mean it?\Not because you're Gandalfr?\Of course not.\So let me ask. What was that about earlier?\That was Tabitha being witty...\You're a really pitiful dog.\You're so scared of getting yelled at by your favourite master, aren't you?\What? Speaking of you, you can't control the fact you love me so much, can you? response:	I'm just conditioned to love my familiar.
context: Not because you're Gandalfr?\Of course not.\So let me ask. What was that about earlier?\That was Tabitha being witty...\You're a really pitiful dog.\You're so scared of getting yelled at by your favourite master, aren't you?\What? Speaking of you, you can't control the fact you love me so much, can you?\I'm just conditioned to love my familiar. response:	I knew you were all jealous and all!
context: Of course not.\So let me ask. What was that about earlier?\That was Tabitha being witty...\You're a really pitiful dog.\You're so scared of getting yelled at by your favourite master, aren't you?\What? Speaking of you, you can't control the fact you love me so much, can you?\I'm just conditioned to love my familiar.\I knew you were all jealous and all! response:	I pity myself for how I developed feelings for my familiar,
context: So let me ask. What was that about earlier?\That was Tabitha being witty...\You're a really pitiful dog.\You're so scared of getting yelled at by your favourite master, aren't you?\What? Speaking of you, you can't control the fact you love me so much, can you?\I'm just conditioned to love my familiar.\I knew you were all jealous and all!\I pity myself for how I developed feelings for my familiar, response:	getting controlled by the power of the Void.
context: That was Tabitha being witty...\You're a really pitiful dog.\You're so scared of getting yelled at by your favourite master, aren't you?\What? Speaking of you, you can't control the fact you love me so much, can you?\I'm just conditioned to love my familiar.\I knew you were all jealous and all!\I pity myself for how I developed feelings for my familiar,\getting controlled by the power of the Void. response:	Why you...
context: You're a really pitiful dog.\You're so scared of getting yelled at by your favourite master, aren't you?\What? Speaking of you, you can't control the fact you love me so much, can you?\I'm just conditioned to love my familiar.\I knew you were all jealous and all!\I pity myself for how I developed feelings for my familiar,\getting controlled by the power of the Void.\Why you... response:	So... I'm doing this against my will.
context: You're so scared of getting yelled at by your favourite master, aren't you?\What? Speaking of you, you can't control the fact you love me so much, can you?\I'm just conditioned to love my familiar.\I knew you were all jealous and all!\I pity myself for how I developed feelings for my familiar,\getting controlled by the power of the Void.\Why you...\So... I'm doing this against my will. response:	Dog...
context: What? Speaking of you, you can't control the fact you love me so much, can you?\I'm just conditioned to love my familiar.\I knew you were all jealous and all!\I pity myself for how I developed feelings for my familiar,\getting controlled by the power of the Void.\Why you...\So... I'm doing this against my will.\Dog... response:	You'd better be grateful.
context: I'm just conditioned to love my familiar.\I knew you were all jealous and all!\I pity myself for how I developed feelings for my familiar,\getting controlled by the power of the Void.\Why you...\So... I'm doing this against my will.\Dog...\You'd better be grateful. response:	Your Highness. We have disobeyed your orders.
context: I knew you were all jealous and all!\I pity myself for how I developed feelings for my familiar,\getting controlled by the power of the Void.\Why you...\So... I'm doing this against my will.\Dog...\You'd better be grateful.\Your Highness. We have disobeyed your orders. response:	We are all ready to accept any kind of punishment.
context: I pity myself for how I developed feelings for my familiar,\getting controlled by the power of the Void.\Why you...\So... I'm doing this against my will.\Dog...\You'd better be grateful.\Your Highness. We have disobeyed your orders.\We are all ready to accept any kind of punishment. response:	Stand up, Louise.
context: getting controlled by the power of the Void.\Why you...\So... I'm doing this against my will.\Dog...\You'd better be grateful.\Your Highness. We have disobeyed your orders.\We are all ready to accept any kind of punishment.\Stand up, Louise. response:	I will now give you your punishment for trespassing into Gallia.
context: Why you...\So... I'm doing this against my will.\Dog...\You'd better be grateful.\Your Highness. We have disobeyed your orders.\We are all ready to accept any kind of punishment.\Stand up, Louise.\I will now give you your punishment for trespassing into Gallia. response:	That's...
context: So... I'm doing this against my will.\Dog...\You'd better be grateful.\Your Highness. We have disobeyed your orders.\We are all ready to accept any kind of punishment.\Stand up, Louise.\I will now give you your punishment for trespassing into Gallia.\That's... response:	A royal mantle...
context: Dog...\You'd better be grateful.\Your Highness. We have disobeyed your orders.\We are all ready to accept any kind of punishment.\Stand up, Louise.\I will now give you your punishment for trespassing into Gallia.\That's...\A royal mantle... response:	You are now my sister.
context: You'd better be grateful.\Your Highness. We have disobeyed your orders.\We are all ready to accept any kind of punishment.\Stand up, Louise.\I will now give you your punishment for trespassing into Gallia.\That's...\A royal mantle...\You are now my sister. response:	Second in line for the throne.
context: Your Highness. We have disobeyed your orders.\We are all ready to accept any kind of punishment.\Stand up, Louise.\I will now give you your punishment for trespassing into Gallia.\That's...\A royal mantle...\You are now my sister.\Second in line for the throne. response:	As a Void mage, work hard for Tristain.
context: We are all ready to accept any kind of punishment.\Stand up, Louise.\I will now give you your punishment for trespassing into Gallia.\That's...\A royal mantle...\You are now my sister.\Second in line for the throne.\As a Void mage, work hard for Tristain. response:	Princess...
context: Stand up, Louise.\I will now give you your punishment for trespassing into Gallia.\That's...\A royal mantle...\You are now my sister.\Second in line for the throne.\As a Void mage, work hard for Tristain.\Princess... response:	Louise!
context: I will now give you your punishment for trespassing into Gallia.\That's...\A royal mantle...\You are now my sister.\Second in line for the throne.\As a Void mage, work hard for Tristain.\Princess...\Louise! response:	Saito-san.
context: That's...\A royal mantle...\You are now my sister.\Second in line for the throne.\As a Void mage, work hard for Tristain.\Princess...\Louise!\Saito-san. response:	I'll return to you the mantle of a chevalier.
context: A royal mantle...\You are now my sister.\Second in line for the throne.\As a Void mage, work hard for Tristain.\Princess...\Louise!\Saito-san.\I'll return to you the mantle of a chevalier. response:	Don't let go of it again.
context: You are now my sister.\Second in line for the throne.\As a Void mage, work hard for Tristain.\Princess...\Louise!\Saito-san.\I'll return to you the mantle of a chevalier.\Don't let go of it again. response:	Y-Yes.
context: Second in line for the throne.\As a Void mage, work hard for Tristain.\Princess...\Louise!\Saito-san.\I'll return to you the mantle of a chevalier.\Don't let go of it again.\Y-Yes. response:	Tabitha-dono.
context: As a Void mage, work hard for Tristain.\Princess...\Louise!\Saito-san.\I'll return to you the mantle of a chevalier.\Don't let go of it again.\Y-Yes.\Tabitha-dono. response:	Yes.
context: Princess...\Louise!\Saito-san.\I'll return to you the mantle of a chevalier.\Don't let go of it again.\Y-Yes.\Tabitha-dono.\Yes. response:	Rather, Princess Charlotte.
context: Louise!\Saito-san.\I'll return to you the mantle of a chevalier.\Don't let go of it again.\Y-Yes.\Tabitha-dono.\Yes.\Rather, Princess Charlotte. response:	Snuggle.
context: Saito-san.\I'll return to you the mantle of a chevalier.\Don't let go of it again.\Y-Yes.\Tabitha-dono.\Yes.\Rather, Princess Charlotte.\Snuggle. response:	Sa-i-to!
context: I'll return to you the mantle of a chevalier.\Don't let go of it again.\Y-Yes.\Tabitha-dono.\Yes.\Rather, Princess Charlotte.\Snuggle.\Sa-i-to! response:	C-Come down here right now!
context: Don't let go of it again.\Y-Yes.\Tabitha-dono.\Yes.\Rather, Princess Charlotte.\Snuggle.\Sa-i-to!\C-Come down here right now! response:	You stupid dog!
