context: It's short! response:	Nice cover.
context: How beautiful.\All right!\The fact that he's different from other people\will probably end up being his strength.\Karasuno Shiratorizawa\Ushijima-san! One more nice serve!\Wakatoshi! Get an intense one over!\Bring it! response:	Nice kill, Ushijima!
context: All right!\The fact that he's different from other people\will probably end up being his strength.\Karasuno Shiratorizawa\Ushijima-san! One more nice serve!\Wakatoshi! Get an intense one over!\Bring it!\Nice kill, Ushijima! response:	Sorry!
context: The fact that he's different from other people\will probably end up being his strength.\Karasuno Shiratorizawa\Ushijima-san! One more nice serve!\Wakatoshi! Get an intense one over!\Bring it!\Nice kill, Ushijima!\Sorry! response:	We'll get the next one!
context: will probably end up being his strength.\Karasuno Shiratorizawa\Ushijima-san! One more nice serve!\Wakatoshi! Get an intense one over!\Bring it!\Nice kill, Ushijima!\Sorry!\We'll get the next one! response:	Ushijima! Ushijima!
context: Karasuno Shiratorizawa\Ushijima-san! One more nice serve!\Wakatoshi! Get an intense one over!\Bring it!\Nice kill, Ushijima!\Sorry!\We'll get the next one!\Ushijima! Ushijima! response:	Stop them here!
context: Ushijima-san! One more nice serve!\Wakatoshi! Get an intense one over!\Bring it!\Nice kill, Ushijima!\Sorry!\We'll get the next one!\Ushijima! Ushijima!\Stop them here! response:	If you don't, it's going to get rough.
context: Wakatoshi! Get an intense one over!\Bring it!\Nice kill, Ushijima!\Sorry!\We'll get the next one!\Ushijima! Ushijima!\Stop them here!\If you don't, it's going to get rough. response:	Daichi-san!
context: Bring it!\Nice kill, Ushijima!\Sorry!\We'll get the next one!\Ushijima! Ushijima!\Stop them here!\If you don't, it's going to get rough.\Daichi-san! response:	Suga, get the last!
context: Nice kill, Ushijima!\Sorry!\We'll get the next one!\Ushijima! Ushijima!\Stop them here!\If you don't, it's going to get rough.\Daichi-san!\Suga, get the last! response:	He got the setter to take it. That's good...
context: Sorry!\We'll get the next one!\Ushijima! Ushijima!\Stop them here!\If you don't, it's going to get rough.\Daichi-san!\Suga, get the last!\He got the setter to take it. That's good... response:	Tendo-san!
context: We'll get the next one!\Ushijima! Ushijima!\Stop them here!\If you don't, it's going to get rough.\Daichi-san!\Suga, get the last!\He got the setter to take it. That's good...\Tendo-san! response:	Righto!
context: Ushijima! Ushijima!\Stop them here!\If you don't, it's going to get rough.\Daichi-san!\Suga, get the last!\He got the setter to take it. That's good...\Tendo-san!\Righto! response:	Hup.
context: Stop them here!\If you don't, it's going to get rough.\Daichi-san!\Suga, get the last!\He got the setter to take it. That's good...\Tendo-san!\Righto!\Hup. response:	I thought he would definitely hit to me,
context: If you don't, it's going to get rough.\Daichi-san!\Suga, get the last!\He got the setter to take it. That's good...\Tendo-san!\Righto!\Hup.\I thought he would definitely hit to me, response:	given which way his body was facing,
context: Daichi-san!\Suga, get the last!\He got the setter to take it. That's good...\Tendo-san!\Righto!\Hup.\I thought he would definitely hit to me,\given which way his body was facing, response:	but...
context: Suga, get the last!\He got the setter to take it. That's good...\Tendo-san!\Righto!\Hup.\I thought he would definitely hit to me,\given which way his body was facing,\but... response:	he changed the course right when he hit it.
context: He got the setter to take it. That's good...\Tendo-san!\Righto!\Hup.\I thought he would definitely hit to me,\given which way his body was facing,\but...\he changed the course right when he hit it. response:	Join a strong team.
context: Tendo-san!\Righto!\Hup.\I thought he would definitely hit to me,\given which way his body was facing,\but...\he changed the course right when he hit it.\Join a strong team. response:	Nice toss, me!
context: Righto!\Hup.\I thought he would definitely hit to me,\given which way his body was facing,\but...\he changed the course right when he hit it.\Join a strong team.\Nice toss, me! response:	Strong guys and interesting guys gather in a strong environment.
context: Hup.\I thought he would definitely hit to me,\given which way his body was facing,\but...\he changed the course right when he hit it.\Join a strong team.\Nice toss, me!\Strong guys and interesting guys gather in a strong environment. response:	Nice aim!
context: I thought he would definitely hit to me,\given which way his body was facing,\but...\he changed the course right when he hit it.\Join a strong team.\Nice toss, me!\Strong guys and interesting guys gather in a strong environment.\Nice aim! response:	I'm surprised you were able to hit that.
context: given which way his body was facing,\but...\he changed the course right when he hit it.\Join a strong team.\Nice toss, me!\Strong guys and interesting guys gather in a strong environment.\Nice aim!\I'm surprised you were able to hit that. response:	And if you become stronger, you'll be able to go up against various people.
context: but...\he changed the course right when he hit it.\Join a strong team.\Nice toss, me!\Strong guys and interesting guys gather in a strong environment.\Nice aim!\I'm surprised you were able to hit that.\And if you become stronger, you'll be able to go up against various people. response:	Strong guys, weird guys, and new guys.
context: he changed the course right when he hit it.\Join a strong team.\Nice toss, me!\Strong guys and interesting guys gather in a strong environment.\Nice aim!\I'm surprised you were able to hit that.\And if you become stronger, you'll be able to go up against various people.\Strong guys, weird guys, and new guys. response:	I'm sure that they will make you stronger.
context: Join a strong team.\Nice toss, me!\Strong guys and interesting guys gather in a strong environment.\Nice aim!\I'm surprised you were able to hit that.\And if you become stronger, you'll be able to go up against various people.\Strong guys, weird guys, and new guys.\I'm sure that they will make you stronger. response:	Well, that's only if you want to continue playing volleyball.
context: Nice toss, me!\Strong guys and interesting guys gather in a strong environment.\Nice aim!\I'm surprised you were able to hit that.\And if you become stronger, you'll be able to go up against various people.\Strong guys, weird guys, and new guys.\I'm sure that they will make you stronger.\Well, that's only if you want to continue playing volleyball. response:	It doesn't matter how,
context: Strong guys and interesting guys gather in a strong environment.\Nice aim!\I'm surprised you were able to hit that.\And if you become stronger, you'll be able to go up against various people.\Strong guys, weird guys, and new guys.\I'm sure that they will make you stronger.\Well, that's only if you want to continue playing volleyball.\It doesn't matter how, response:	but if you end up liking volleyball in some way, it'll make me happy.
context: Nice aim!\I'm surprised you were able to hit that.\And if you become stronger, you'll be able to go up against various people.\Strong guys, weird guys, and new guys.\I'm sure that they will make you stronger.\Well, that's only if you want to continue playing volleyball.\It doesn't matter how,\but if you end up liking volleyball in some way, it'll make me happy. response:	That was really sharp. That was amazing.
context: I'm surprised you were able to hit that.\And if you become stronger, you'll be able to go up against various people.\Strong guys, weird guys, and new guys.\I'm sure that they will make you stronger.\Well, that's only if you want to continue playing volleyball.\It doesn't matter how,\but if you end up liking volleyball in some way, it'll make me happy.\That was really sharp. That was amazing. response:	If I were to borrow Tendo's words...
context: And if you become stronger, you'll be able to go up against various people.\Strong guys, weird guys, and new guys.\I'm sure that they will make you stronger.\Well, that's only if you want to continue playing volleyball.\It doesn't matter how,\but if you end up liking volleyball in some way, it'll make me happy.\That was really sharp. That was amazing.\If I were to borrow Tendo's words... response:	I'm starting to get into it.
context: Strong guys, weird guys, and new guys.\I'm sure that they will make you stronger.\Well, that's only if you want to continue playing volleyball.\It doesn't matter how,\but if you end up liking volleyball in some way, it'll make me happy.\That was really sharp. That was amazing.\If I were to borrow Tendo's words...\I'm starting to get into it. response:	Out!
context: I'm sure that they will make you stronger.\Well, that's only if you want to continue playing volleyball.\It doesn't matter how,\but if you end up liking volleyball in some way, it'll make me happy.\That was really sharp. That was amazing.\If I were to borrow Tendo's words...\I'm starting to get into it.\Out! response:	All right!
context: Well, that's only if you want to continue playing volleyball.\It doesn't matter how,\but if you end up liking volleyball in some way, it'll make me happy.\That was really sharp. That was amazing.\If I were to borrow Tendo's words...\I'm starting to get into it.\Out!\All right! response:	Shiratorizawa turned it around!
context: It doesn't matter how,\but if you end up liking volleyball in some way, it'll make me happy.\That was really sharp. That was amazing.\If I were to borrow Tendo's words...\I'm starting to get into it.\Out!\All right!\Shiratorizawa turned it around! response:	Karasuno Shiratorizawa
context: but if you end up liking volleyball in some way, it'll make me happy.\That was really sharp. That was amazing.\If I were to borrow Tendo's words...\I'm starting to get into it.\Out!\All right!\Shiratorizawa turned it around!\Karasuno Shiratorizawa response:	Wakatoshi's serves can still be pretty hit-or-miss,
context: That was really sharp. That was amazing.\If I were to borrow Tendo's words...\I'm starting to get into it.\Out!\All right!\Shiratorizawa turned it around!\Karasuno Shiratorizawa\Wakatoshi's serves can still be pretty hit-or-miss, response:	but he's doing amazingly today.
context: If I were to borrow Tendo's words...\I'm starting to get into it.\Out!\All right!\Shiratorizawa turned it around!\Karasuno Shiratorizawa\Wakatoshi's serves can still be pretty hit-or-miss,\but he's doing amazingly today. response:	Looks like you set our ace on fire.
context: I'm starting to get into it.\Out!\All right!\Shiratorizawa turned it around!\Karasuno Shiratorizawa\Wakatoshi's serves can still be pretty hit-or-miss,\but he's doing amazingly today.\Looks like you set our ace on fire. response:	He got it!
context: Out!\All right!\Shiratorizawa turned it around!\Karasuno Shiratorizawa\Wakatoshi's serves can still be pretty hit-or-miss,\but he's doing amazingly today.\Looks like you set our ace on fire.\He got it! response:	Get the last one over!
context: All right!\Shiratorizawa turned it around!\Karasuno Shiratorizawa\Wakatoshi's serves can still be pretty hit-or-miss,\but he's doing amazingly today.\Looks like you set our ace on fire.\He got it!\Get the last one over! response:	Chance ball!
context: Shiratorizawa turned it around!\Karasuno Shiratorizawa\Wakatoshi's serves can still be pretty hit-or-miss,\but he's doing amazingly today.\Looks like you set our ace on fire.\He got it!\Get the last one over!\Chance ball! response:	Ushiwaka from the back?
context: Karasuno Shiratorizawa\Wakatoshi's serves can still be pretty hit-or-miss,\but he's doing amazingly today.\Looks like you set our ace on fire.\He got it!\Get the last one over!\Chance ball!\Ushiwaka from the back? response:	One touch!
context: Wakatoshi's serves can still be pretty hit-or-miss,\but he's doing amazingly today.\Looks like you set our ace on fire.\He got it!\Get the last one over!\Chance ball!\Ushiwaka from the back?\One touch! response:	Be Courageous Warriors
context: but he's doing amazingly today.\Looks like you set our ace on fire.\He got it!\Get the last one over!\Chance ball!\Ushiwaka from the back?\One touch!\Be Courageous Warriors response:	Nice kill, Ushijima!
context: Looks like you set our ace on fire.\He got it!\Get the last one over!\Chance ball!\Ushiwaka from the back?\One touch!\Be Courageous Warriors\Nice kill, Ushijima! response:	So annoying...
context: He got it!\Get the last one over!\Chance ball!\Ushiwaka from the back?\One touch!\Be Courageous Warriors\Nice kill, Ushijima!\So annoying... response:	Ushijima! Ushijima!
context: Get the last one over!\Chance ball!\Ushiwaka from the back?\One touch!\Be Courageous Warriors\Nice kill, Ushijima!\So annoying...\Ushijima! Ushijima! response:	Thanks!
context: Chance ball!\Ushiwaka from the back?\One touch!\Be Courageous Warriors\Nice kill, Ushijima!\So annoying...\Ushijima! Ushijima!\Thanks! response:	That was close...
context: Ushiwaka from the back?\One touch!\Be Courageous Warriors\Nice kill, Ushijima!\So annoying...\Ushijima! Ushijima!\Thanks!\That was close... response:	Usually, you want to jump up against the spiker that's going to hit right in front of you,
context: One touch!\Be Courageous Warriors\Nice kill, Ushijima!\So annoying...\Ushijima! Ushijima!\Thanks!\That was close...\Usually, you want to jump up against the spiker that's going to hit right in front of you, response:	but Tsukishima usually doesn't fall for decoys.
context: Be Courageous Warriors\Nice kill, Ushijima!\So annoying...\Ushijima! Ushijima!\Thanks!\That was close...\Usually, you want to jump up against the spiker that's going to hit right in front of you,\but Tsukishima usually doesn't fall for decoys. response:	So he's read blocking.
context: Nice kill, Ushijima!\So annoying...\Ushijima! Ushijima!\Thanks!\That was close...\Usually, you want to jump up against the spiker that's going to hit right in front of you,\but Tsukishima usually doesn't fall for decoys.\So he's read blocking. response:	Wherever the toss goes up, Tsukishima will be there.
context: So annoying...\Ushijima! Ushijima!\Thanks!\That was close...\Usually, you want to jump up against the spiker that's going to hit right in front of you,\but Tsukishima usually doesn't fall for decoys.\So he's read blocking.\Wherever the toss goes up, Tsukishima will be there. response:	When there's a wall, no matter where you are,
context: Ushijima! Ushijima!\Thanks!\That was close...\Usually, you want to jump up against the spiker that's going to hit right in front of you,\but Tsukishima usually doesn't fall for decoys.\So he's read blocking.\Wherever the toss goes up, Tsukishima will be there.\When there's a wall, no matter where you are, response:	that itself is extremely unpleasant.
context: Thanks!\That was close...\Usually, you want to jump up against the spiker that's going to hit right in front of you,\but Tsukishima usually doesn't fall for decoys.\So he's read blocking.\Wherever the toss goes up, Tsukishima will be there.\When there's a wall, no matter where you are,\that itself is extremely unpleasant. response:	And if that keeps happening all throughout five sets,
context: That was close...\Usually, you want to jump up against the spiker that's going to hit right in front of you,\but Tsukishima usually doesn't fall for decoys.\So he's read blocking.\Wherever the toss goes up, Tsukishima will be there.\When there's a wall, no matter where you are,\that itself is extremely unpleasant.\And if that keeps happening all throughout five sets, response:	no matter how unflappable someone may be,
context: Usually, you want to jump up against the spiker that's going to hit right in front of you,\but Tsukishima usually doesn't fall for decoys.\So he's read blocking.\Wherever the toss goes up, Tsukishima will be there.\When there's a wall, no matter where you are,\that itself is extremely unpleasant.\And if that keeps happening all throughout five sets,\no matter how unflappable someone may be, response:	it'll end up being pretty stressful.
context: but Tsukishima usually doesn't fall for decoys.\So he's read blocking.\Wherever the toss goes up, Tsukishima will be there.\When there's a wall, no matter where you are,\that itself is extremely unpleasant.\And if that keeps happening all throughout five sets,\no matter how unflappable someone may be,\it'll end up being pretty stressful. response:	The front!
context: So he's read blocking.\Wherever the toss goes up, Tsukishima will be there.\When there's a wall, no matter where you are,\that itself is extremely unpleasant.\And if that keeps happening all throughout five sets,\no matter how unflappable someone may be,\it'll end up being pretty stressful.\The front! response:	Chance ball!
context: Wherever the toss goes up, Tsukishima will be there.\When there's a wall, no matter where you are,\that itself is extremely unpleasant.\And if that keeps happening all throughout five sets,\no matter how unflappable someone may be,\it'll end up being pretty stressful.\The front!\Chance ball! response:	What?!
context: When there's a wall, no matter where you are,\that itself is extremely unpleasant.\And if that keeps happening all throughout five sets,\no matter how unflappable someone may be,\it'll end up being pretty stressful.\The front!\Chance ball!\What?! response:	You're not getting it over.
context: that itself is extremely unpleasant.\And if that keeps happening all throughout five sets,\no matter how unflappable someone may be,\it'll end up being pretty stressful.\The front!\Chance ball!\What?!\You're not getting it over. response:	One more! One more!
context: And if that keeps happening all throughout five sets,\no matter how unflappable someone may be,\it'll end up being pretty stressful.\The front!\Chance ball!\What?!\You're not getting it over.\One more! One more! response:	One touch!
context: no matter how unflappable someone may be,\it'll end up being pretty stressful.\The front!\Chance ball!\What?!\You're not getting it over.\One more! One more!\One touch! response:	He's just like Aone-san!
context: it'll end up being pretty stressful.\The front!\Chance ball!\What?!\You're not getting it over.\One more! One more!\One touch!\He's just like Aone-san! response:	Nice one touch!
context: The front!\Chance ball!\What?!\You're not getting it over.\One more! One more!\One touch!\He's just like Aone-san!\Nice one touch! response:	Crap... Tsukki is so freaking reliable!
context: Chance ball!\What?!\You're not getting it over.\One more! One more!\One touch!\He's just like Aone-san!\Nice one touch!\Crap... Tsukki is so freaking reliable! response:	Chance ball!
context: What?!\You're not getting it over.\One more! One more!\One touch!\He's just like Aone-san!\Nice one touch!\Crap... Tsukki is so freaking reliable!\Chance ball! response:	He read us?
context: You're not getting it over.\One more! One more!\One touch!\He's just like Aone-san!\Nice one touch!\Crap... Tsukki is so freaking reliable!\Chance ball!\He read us? response:	Using the middle where there's a block waiting is scary, right?
context: One more! One more!\One touch!\He's just like Aone-san!\Nice one touch!\Crap... Tsukki is so freaking reliable!\Chance ball!\He read us?\Using the middle where there's a block waiting is scary, right? response:	I get it. That's why you go for the left.
context: One touch!\He's just like Aone-san!\Nice one touch!\Crap... Tsukki is so freaking reliable!\Chance ball!\He read us?\Using the middle where there's a block waiting is scary, right?\I get it. That's why you go for the left. response:	Yup. Totally understandable.
context: He's just like Aone-san!\Nice one touch!\Crap... Tsukki is so freaking reliable!\Chance ball!\He read us?\Using the middle where there's a block waiting is scary, right?\I get it. That's why you go for the left.\Yup. Totally understandable. response:	One...
context: Nice one touch!\Crap... Tsukki is so freaking reliable!\Chance ball!\He read us?\Using the middle where there's a block waiting is scary, right?\I get it. That's why you go for the left.\Yup. Totally understandable.\One... response:	more...
context: Crap... Tsukki is so freaking reliable!\Chance ball!\He read us?\Using the middle where there's a block waiting is scary, right?\I get it. That's why you go for the left.\Yup. Totally understandable.\One...\more... response:	time!
context: Chance ball!\He read us?\Using the middle where there's a block waiting is scary, right?\I get it. That's why you go for the left.\Yup. Totally understandable.\One...\more...\time! response:	Such intense concentration.
context: He read us?\Using the middle where there's a block waiting is scary, right?\I get it. That's why you go for the left.\Yup. Totally understandable.\One...\more...\time!\Such intense concentration. response:	With such a long rally and exhaustion,
context: Using the middle where there's a block waiting is scary, right?\I get it. That's why you go for the left.\Yup. Totally understandable.\One...\more...\time!\Such intense concentration.\With such a long rally and exhaustion, response:	it wouldn't be weird if their bodies were moving faster than their minds...
context: I get it. That's why you go for the left.\Yup. Totally understandable.\One...\more...\time!\Such intense concentration.\With such a long rally and exhaustion,\it wouldn't be weird if their bodies were moving faster than their minds... response:	But he just grasps the necessary information.
context: Yup. Totally understandable.\One...\more...\time!\Such intense concentration.\With such a long rally and exhaustion,\it wouldn't be weird if their bodies were moving faster than their minds...\But he just grasps the necessary information. response:	Nice aim...
context: One...\more...\time!\Such intense concentration.\With such a long rally and exhaustion,\it wouldn't be weird if their bodies were moving faster than their minds...\But he just grasps the necessary information.\Nice aim... response:	Out?!
context: more...\time!\Such intense concentration.\With such a long rally and exhaustion,\it wouldn't be weird if their bodies were moving faster than their minds...\But he just grasps the necessary information.\Nice aim...\Out?! response:	Sorry.
context: time!\Such intense concentration.\With such a long rally and exhaustion,\it wouldn't be weird if their bodies were moving faster than their minds...\But he just grasps the necessary information.\Nice aim...\Out?!\Sorry. response:	D-Don't mind...
context: Such intense concentration.\With such a long rally and exhaustion,\it wouldn't be weird if their bodies were moving faster than their minds...\But he just grasps the necessary information.\Nice aim...\Out?!\Sorry.\D-Don't mind... response:	He missed? Lucky!
context: With such a long rally and exhaustion,\it wouldn't be weird if their bodies were moving faster than their minds...\But he just grasps the necessary information.\Nice aim...\Out?!\Sorry.\D-Don't mind...\He missed? Lucky! response:	That's not lucky at all!
context: it wouldn't be weird if their bodies were moving faster than their minds...\But he just grasps the necessary information.\Nice aim...\Out?!\Sorry.\D-Don't mind...\He missed? Lucky!\That's not lucky at all! response:	It just means that his mind was trying to avoid the block that strongly.
context: But he just grasps the necessary information.\Nice aim...\Out?!\Sorry.\D-Don't mind...\He missed? Lucky!\That's not lucky at all!\It just means that his mind was trying to avoid the block that strongly. response:	Huh?
context: Nice aim...\Out?!\Sorry.\D-Don't mind...\He missed? Lucky!\That's not lucky at all!\It just means that his mind was trying to avoid the block that strongly.\Huh? response:	What? It was overruled?
context: Out?!\Sorry.\D-Don't mind...\He missed? Lucky!\That's not lucky at all!\It just means that his mind was trying to avoid the block that strongly.\Huh?\What? It was overruled? response:	What?
context: Sorry.\D-Don't mind...\He missed? Lucky!\That's not lucky at all!\It just means that his mind was trying to avoid the block that strongly.\Huh?\What? It was overruled?\What? response:	The ball hit the line just a little bit. It's Shiratorizawa's point.
context: D-Don't mind...\He missed? Lucky!\That's not lucky at all!\It just means that his mind was trying to avoid the block that strongly.\Huh?\What? It was overruled?\What?\The ball hit the line just a little bit. It's Shiratorizawa's point. response:	Seriously?!
context: He missed? Lucky!\That's not lucky at all!\It just means that his mind was trying to avoid the block that strongly.\Huh?\What? It was overruled?\What?\The ball hit the line just a little bit. It's Shiratorizawa's point.\Seriously?! response:	But that was great determination!
context: That's not lucky at all!\It just means that his mind was trying to avoid the block that strongly.\Huh?\What? It was overruled?\What?\The ball hit the line just a little bit. It's Shiratorizawa's point.\Seriously?!\But that was great determination! response:	Switch it up, switch it up!
context: It just means that his mind was trying to avoid the block that strongly.\Huh?\What? It was overruled?\What?\The ball hit the line just a little bit. It's Shiratorizawa's point.\Seriously?!\But that was great determination!\Switch it up, switch it up! response:	Um...
context: Huh?\What? It was overruled?\What?\The ball hit the line just a little bit. It's Shiratorizawa's point.\Seriously?!\But that was great determination!\Switch it up, switch it up!\Um... response:	There's something wrong with his hand.
context: What? It was overruled?\What?\The ball hit the line just a little bit. It's Shiratorizawa's point.\Seriously?!\But that was great determination!\Switch it up, switch it up!\Um...\There's something wrong with his hand. response:	Damn it...
context: What?\The ball hit the line just a little bit. It's Shiratorizawa's point.\Seriously?!\But that was great determination!\Switch it up, switch it up!\Um...\There's something wrong with his hand.\Damn it... response:	What?
context: The ball hit the line just a little bit. It's Shiratorizawa's point.\Seriously?!\But that was great determination!\Switch it up, switch it up!\Um...\There's something wrong with his hand.\Damn it...\What? response:	It must have been cut when you touched Ushiwaka's spike.
context: Seriously?!\But that was great determination!\Switch it up, switch it up!\Um...\There's something wrong with his hand.\Damn it...\What?\It must have been cut when you touched Ushiwaka's spike. response:	I hope that's the extent of it though...
context: But that was great determination!\Switch it up, switch it up!\Um...\There's something wrong with his hand.\Damn it...\What?\It must have been cut when you touched Ushiwaka's spike.\I hope that's the extent of it though... response:	Narita!
context: Switch it up, switch it up!\Um...\There's something wrong with his hand.\Damn it...\What?\It must have been cut when you touched Ushiwaka's spike.\I hope that's the extent of it though...\Narita! response:	Yes!
context: Um...\There's something wrong with his hand.\Damn it...\What?\It must have been cut when you touched Ushiwaka's spike.\I hope that's the extent of it though...\Narita!\Yes! response:	Karasuno Shiratorizawa
context: There's something wrong with his hand.\Damn it...\What?\It must have been cut when you touched Ushiwaka's spike.\I hope that's the extent of it though...\Narita!\Yes!\Karasuno Shiratorizawa response:	Damn it, at a time like this...
context: Damn it...\What?\It must have been cut when you touched Ushiwaka's spike.\I hope that's the extent of it though...\Narita!\Yes!\Karasuno Shiratorizawa\Damn it, at a time like this... response:	Thankfully, it was just my pinky. If I can just endure the pain...
context: What?\It must have been cut when you touched Ushiwaka's spike.\I hope that's the extent of it though...\Narita!\Yes!\Karasuno Shiratorizawa\Damn it, at a time like this...\Thankfully, it was just my pinky. If I can just endure the pain... response:	How long does it take for it to stop bleeding?
context: It must have been cut when you touched Ushiwaka's spike.\I hope that's the extent of it though...\Narita!\Yes!\Karasuno Shiratorizawa\Damn it, at a time like this...\Thankfully, it was just my pinky. If I can just endure the pain...\How long does it take for it to stop bleeding? response:	If we just tape it up so it'll be stiff...
context: I hope that's the extent of it though...\Narita!\Yes!\Karasuno Shiratorizawa\Damn it, at a time like this...\Thankfully, it was just my pinky. If I can just endure the pain...\How long does it take for it to stop bleeding?\If we just tape it up so it'll be stiff... response:	The next rotation will have Hinata on the front line.
context: Narita!\Yes!\Karasuno Shiratorizawa\Damn it, at a time like this...\Thankfully, it was just my pinky. If I can just endure the pain...\How long does it take for it to stop bleeding?\If we just tape it up so it'll be stiff...\The next rotation will have Hinata on the front line. response:	I need to figure something out by then.
context: Yes!\Karasuno Shiratorizawa\Damn it, at a time like this...\Thankfully, it was just my pinky. If I can just endure the pain...\How long does it take for it to stop bleeding?\If we just tape it up so it'll be stiff...\The next rotation will have Hinata on the front line.\I need to figure something out by then. response:	Get him to the infirmary.
context: Karasuno Shiratorizawa\Damn it, at a time like this...\Thankfully, it was just my pinky. If I can just endure the pain...\How long does it take for it to stop bleeding?\If we just tape it up so it'll be stiff...\The next rotation will have Hinata on the front line.\I need to figure something out by then.\Get him to the infirmary. response:	Oh, dear. He got hurt?
context: Damn it, at a time like this...\Thankfully, it was just my pinky. If I can just endure the pain...\How long does it take for it to stop bleeding?\If we just tape it up so it'll be stiff...\The next rotation will have Hinata on the front line.\I need to figure something out by then.\Get him to the infirmary.\Oh, dear. He got hurt? response:	Glasses leaving this late in the game is going to hurt a lot.
context: Thankfully, it was just my pinky. If I can just endure the pain...\How long does it take for it to stop bleeding?\If we just tape it up so it'll be stiff...\The next rotation will have Hinata on the front line.\I need to figure something out by then.\Get him to the infirmary.\Oh, dear. He got hurt?\Glasses leaving this late in the game is going to hurt a lot. response:	You'd better buy me some time!
context: How long does it take for it to stop bleeding?\If we just tape it up so it'll be stiff...\The next rotation will have Hinata on the front line.\I need to figure something out by then.\Get him to the infirmary.\Oh, dear. He got hurt?\Glasses leaving this late in the game is going to hurt a lot.\You'd better buy me some time! response:	By the time you get back, we'll already be bound for nationals!
context: If we just tape it up so it'll be stiff...\The next rotation will have Hinata on the front line.\I need to figure something out by then.\Get him to the infirmary.\Oh, dear. He got hurt?\Glasses leaving this late in the game is going to hurt a lot.\You'd better buy me some time!\By the time you get back, we'll already be bound for nationals! response:	All right! Concentrate!
context: The next rotation will have Hinata on the front line.\I need to figure something out by then.\Get him to the infirmary.\Oh, dear. He got hurt?\Glasses leaving this late in the game is going to hurt a lot.\You'd better buy me some time!\By the time you get back, we'll already be bound for nationals!\All right! Concentrate! response:	Right!
context: I need to figure something out by then.\Get him to the infirmary.\Oh, dear. He got hurt?\Glasses leaving this late in the game is going to hurt a lot.\You'd better buy me some time!\By the time you get back, we'll already be bound for nationals!\All right! Concentrate!\Right! response:	Kazuhito! You're not alone in your blocks!
context: Get him to the infirmary.\Oh, dear. He got hurt?\Glasses leaving this late in the game is going to hurt a lot.\You'd better buy me some time!\By the time you get back, we'll already be bound for nationals!\All right! Concentrate!\Right!\Kazuhito! You're not alone in your blocks! response:	I'll be right behind you!
context: Oh, dear. He got hurt?\Glasses leaving this late in the game is going to hurt a lot.\You'd better buy me some time!\By the time you get back, we'll already be bound for nationals!\All right! Concentrate!\Right!\Kazuhito! You're not alone in your blocks!\I'll be right behind you! response:	Right!
context: Glasses leaving this late in the game is going to hurt a lot.\You'd better buy me some time!\By the time you get back, we'll already be bound for nationals!\All right! Concentrate!\Right!\Kazuhito! You're not alone in your blocks!\I'll be right behind you!\Right! response:	Don't hold back and go for it, just like we practiced.
context: You'd better buy me some time!\By the time you get back, we'll already be bound for nationals!\All right! Concentrate!\Right!\Kazuhito! You're not alone in your blocks!\I'll be right behind you!\Right!\Don't hold back and go for it, just like we practiced. response:	Right!
context: By the time you get back, we'll already be bound for nationals!\All right! Concentrate!\Right!\Kazuhito! You're not alone in your blocks!\I'll be right behind you!\Right!\Don't hold back and go for it, just like we practiced.\Right! response:	Looks like he had to go away.
context: All right! Concentrate!\Right!\Kazuhito! You're not alone in your blocks!\I'll be right behind you!\Right!\Don't hold back and go for it, just like we practiced.\Right!\Looks like he had to go away. response:	But we're not gonna hold back.
context: Right!\Kazuhito! You're not alone in your blocks!\I'll be right behind you!\Right!\Don't hold back and go for it, just like we practiced.\Right!\Looks like he had to go away.\But we're not gonna hold back. response:	Of course not.
context: Kazuhito! You're not alone in your blocks!\I'll be right behind you!\Right!\Don't hold back and go for it, just like we practiced.\Right!\Looks like he had to go away.\But we're not gonna hold back.\Of course not. response:	Stands
context: I'll be right behind you!\Right!\Don't hold back and go for it, just like we practiced.\Right!\Looks like he had to go away.\But we're not gonna hold back.\Of course not.\Stands response:	Kei!
context: Right!\Don't hold back and go for it, just like we practiced.\Right!\Looks like he had to go away.\But we're not gonna hold back.\Of course not.\Stands\Kei! response:	What are you doing here, Nii-chan?
context: Don't hold back and go for it, just like we practiced.\Right!\Looks like he had to go away.\But we're not gonna hold back.\Of course not.\Stands\Kei!\What are you doing here, Nii-chan? response:	Though I knew.
context: Right!\Looks like he had to go away.\But we're not gonna hold back.\Of course not.\Stands\Kei!\What are you doing here, Nii-chan?\Though I knew. response:	I came here to see my younger brother fight bravely, of course!
context: Looks like he had to go away.\But we're not gonna hold back.\Of course not.\Stands\Kei!\What are you doing here, Nii-chan?\Though I knew.\I came here to see my younger brother fight bravely, of course! response:	Though it looks like you're not going to die from that.
context: But we're not gonna hold back.\Of course not.\Stands\Kei!\What are you doing here, Nii-chan?\Though I knew.\I came here to see my younger brother fight bravely, of course!\Though it looks like you're not going to die from that. response:	What do you mean, die?
context: Of course not.\Stands\Kei!\What are you doing here, Nii-chan?\Though I knew.\I came here to see my younger brother fight bravely, of course!\Though it looks like you're not going to die from that.\What do you mean, die? response:	Even if I'm alive, I'm being pretty useless when it matters most.
context: Stands\Kei!\What are you doing here, Nii-chan?\Though I knew.\I came here to see my younger brother fight bravely, of course!\Though it looks like you're not going to die from that.\What do you mean, die?\Even if I'm alive, I'm being pretty useless when it matters most. response:	Though, after five sets, I'm pretty tired, so it's sort of nice to be able to rest.
