context: As far as he is concerned response:	your eyesight didn't hold much significance to begin with.
context: as well as his lifesavers.\Regardless of whichever of the three of us dies\his powers increase.\The three of us are just vessels of kin used for cultivation of his powers.\When my mother gave birth to me, she discovered this secret.\That was why she was banished to the Cold Palace.\That is how you had the chance to kill her.\Trust me. response:	If you rescue Father, we are the first ones he will kill.
context: Regardless of whichever of the three of us dies\his powers increase.\The three of us are just vessels of kin used for cultivation of his powers.\When my mother gave birth to me, she discovered this secret.\That was why she was banished to the Cold Palace.\That is how you had the chance to kill her.\Trust me.\If you rescue Father, we are the first ones he will kill. response:	Then his powers will greatly increase
context: his powers increase.\The three of us are just vessels of kin used for cultivation of his powers.\When my mother gave birth to me, she discovered this secret.\That was why she was banished to the Cold Palace.\That is how you had the chance to kill her.\Trust me.\If you rescue Father, we are the first ones he will kill.\Then his powers will greatly increase response:	and he will seek revenge from the Celestial Tribe.
context: The three of us are just vessels of kin used for cultivation of his powers.\When my mother gave birth to me, she discovered this secret.\That was why she was banished to the Cold Palace.\That is how you had the chance to kill her.\Trust me.\If you rescue Father, we are the first ones he will kill.\Then his powers will greatly increase\and he will seek revenge from the Celestial Tribe. response:	Impossible.
context: When my mother gave birth to me, she discovered this secret.\That was why she was banished to the Cold Palace.\That is how you had the chance to kill her.\Trust me.\If you rescue Father, we are the first ones he will kill.\Then his powers will greatly increase\and he will seek revenge from the Celestial Tribe.\Impossible. response:	Father absolutely would not do that to me!
context: That was why she was banished to the Cold Palace.\That is how you had the chance to kill her.\Trust me.\If you rescue Father, we are the first ones he will kill.\Then his powers will greatly increase\and he will seek revenge from the Celestial Tribe.\Impossible.\Father absolutely would not do that to me! response:	What is impossible in Grand Ziming Palace?
context: That is how you had the chance to kill her.\Trust me.\If you rescue Father, we are the first ones he will kill.\Then his powers will greatly increase\and he will seek revenge from the Celestial Tribe.\Impossible.\Father absolutely would not do that to me!\What is impossible in Grand Ziming Palace? response:	That is why as long as I am alive, I will surely keep you alive.
context: Trust me.\If you rescue Father, we are the first ones he will kill.\Then his powers will greatly increase\and he will seek revenge from the Celestial Tribe.\Impossible.\Father absolutely would not do that to me!\What is impossible in Grand Ziming Palace?\That is why as long as I am alive, I will surely keep you alive. response:	From this day forth
context: If you rescue Father, we are the first ones he will kill.\Then his powers will greatly increase\and he will seek revenge from the Celestial Tribe.\Impossible.\Father absolutely would not do that to me!\What is impossible in Grand Ziming Palace?\That is why as long as I am alive, I will surely keep you alive.\From this day forth response:	you will be locked here day and night
context: Then his powers will greatly increase\and he will seek revenge from the Celestial Tribe.\Impossible.\Father absolutely would not do that to me!\What is impossible in Grand Ziming Palace?\That is why as long as I am alive, I will surely keep you alive.\From this day forth\you will be locked here day and night response:	never to see the sky again.
context: and he will seek revenge from the Celestial Tribe.\Impossible.\Father absolutely would not do that to me!\What is impossible in Grand Ziming Palace?\That is why as long as I am alive, I will surely keep you alive.\From this day forth\you will be locked here day and night\never to see the sky again. response:	I will take your life!
context: Impossible.\Father absolutely would not do that to me!\What is impossible in Grand Ziming Palace?\That is why as long as I am alive, I will surely keep you alive.\From this day forth\you will be locked here day and night\never to see the sky again.\I will take your life! response:	- Ghost Lord. - Ghost Lord.
context: Father absolutely would not do that to me!\What is impossible in Grand Ziming Palace?\That is why as long as I am alive, I will surely keep you alive.\From this day forth\you will be locked here day and night\never to see the sky again.\I will take your life!\- Ghost Lord. - Ghost Lord. response:	Li Jing.
context: What is impossible in Grand Ziming Palace?\That is why as long as I am alive, I will surely keep you alive.\From this day forth\you will be locked here day and night\never to see the sky again.\I will take your life!\- Ghost Lord. - Ghost Lord.\Li Jing. response:	It's so late. You're not sleeping yet?
context: That is why as long as I am alive, I will surely keep you alive.\From this day forth\you will be locked here day and night\never to see the sky again.\I will take your life!\- Ghost Lord. - Ghost Lord.\Li Jing.\It's so late. You're not sleeping yet? response:	I want to leave the Ghost Realm to go to the mortal realm.
context: From this day forth\you will be locked here day and night\never to see the sky again.\I will take your life!\- Ghost Lord. - Ghost Lord.\Li Jing.\It's so late. You're not sleeping yet?\I want to leave the Ghost Realm to go to the mortal realm. response:	Yan Zhi.
context: you will be locked here day and night\never to see the sky again.\I will take your life!\- Ghost Lord. - Ghost Lord.\Li Jing.\It's so late. You're not sleeping yet?\I want to leave the Ghost Realm to go to the mortal realm.\Yan Zhi. response:	I only have you, my sister.
context: never to see the sky again.\I will take your life!\- Ghost Lord. - Ghost Lord.\Li Jing.\It's so late. You're not sleeping yet?\I want to leave the Ghost Realm to go to the mortal realm.\Yan Zhi.\I only have you, my sister. response:	I can pardon all your past betrayals.
context: I will take your life!\- Ghost Lord. - Ghost Lord.\Li Jing.\It's so late. You're not sleeping yet?\I want to leave the Ghost Realm to go to the mortal realm.\Yan Zhi.\I only have you, my sister.\I can pardon all your past betrayals. response:	I only want you to stay in Grand Ziming Palace
context: - Ghost Lord. - Ghost Lord.\Li Jing.\It's so late. You're not sleeping yet?\I want to leave the Ghost Realm to go to the mortal realm.\Yan Zhi.\I only have you, my sister.\I can pardon all your past betrayals.\I only want you to stay in Grand Ziming Palace response:	and be the princess.
context: Li Jing.\It's so late. You're not sleeping yet?\I want to leave the Ghost Realm to go to the mortal realm.\Yan Zhi.\I only have you, my sister.\I can pardon all your past betrayals.\I only want you to stay in Grand Ziming Palace\and be the princess. response:	Don't think about saving Li Yuan, or Father.
context: It's so late. You're not sleeping yet?\I want to leave the Ghost Realm to go to the mortal realm.\Yan Zhi.\I only have you, my sister.\I can pardon all your past betrayals.\I only want you to stay in Grand Ziming Palace\and be the princess.\Don't think about saving Li Yuan, or Father. response:	Li Yuan, you, and I all grew up together in Grand Ziming Palace.
context: I want to leave the Ghost Realm to go to the mortal realm.\Yan Zhi.\I only have you, my sister.\I can pardon all your past betrayals.\I only want you to stay in Grand Ziming Palace\and be the princess.\Don't think about saving Li Yuan, or Father.\Li Yuan, you, and I all grew up together in Grand Ziming Palace. response:	Both sides of this feud are my family.
context: Yan Zhi.\I only have you, my sister.\I can pardon all your past betrayals.\I only want you to stay in Grand Ziming Palace\and be the princess.\Don't think about saving Li Yuan, or Father.\Li Yuan, you, and I all grew up together in Grand Ziming Palace.\Both sides of this feud are my family. response:	If you ask me to pay no heed, I cannot do it.
context: I only have you, my sister.\I can pardon all your past betrayals.\I only want you to stay in Grand Ziming Palace\and be the princess.\Don't think about saving Li Yuan, or Father.\Li Yuan, you, and I all grew up together in Grand Ziming Palace.\Both sides of this feud are my family.\If you ask me to pay no heed, I cannot do it. response:	However, I don't want to betray you a second time.
context: I can pardon all your past betrayals.\I only want you to stay in Grand Ziming Palace\and be the princess.\Don't think about saving Li Yuan, or Father.\Li Yuan, you, and I all grew up together in Grand Ziming Palace.\Both sides of this feud are my family.\If you ask me to pay no heed, I cannot do it.\However, I don't want to betray you a second time. response:	So please let me go.
context: I only want you to stay in Grand Ziming Palace\and be the princess.\Don't think about saving Li Yuan, or Father.\Li Yuan, you, and I all grew up together in Grand Ziming Palace.\Both sides of this feud are my family.\If you ask me to pay no heed, I cannot do it.\However, I don't want to betray you a second time.\So please let me go. response:	Let me leave this place.
context: and be the princess.\Don't think about saving Li Yuan, or Father.\Li Yuan, you, and I all grew up together in Grand Ziming Palace.\Both sides of this feud are my family.\If you ask me to pay no heed, I cannot do it.\However, I don't want to betray you a second time.\So please let me go.\Let me leave this place. response:	Go.
context: Don't think about saving Li Yuan, or Father.\Li Yuan, you, and I all grew up together in Grand Ziming Palace.\Both sides of this feud are my family.\If you ask me to pay no heed, I cannot do it.\However, I don't want to betray you a second time.\So please let me go.\Let me leave this place.\Go. response:	Remember.
context: Li Yuan, you, and I all grew up together in Grand Ziming Palace.\Both sides of this feud are my family.\If you ask me to pay no heed, I cannot do it.\However, I don't want to betray you a second time.\So please let me go.\Let me leave this place.\Go.\Remember. response:	No matter where you go... you must stay safe and sound.
context: Both sides of this feud are my family.\If you ask me to pay no heed, I cannot do it.\However, I don't want to betray you a second time.\So please let me go.\Let me leave this place.\Go.\Remember.\No matter where you go... you must stay safe and sound. response:	All of you, listen up.
context: If you ask me to pay no heed, I cannot do it.\However, I don't want to betray you a second time.\So please let me go.\Let me leave this place.\Go.\Remember.\No matter where you go... you must stay safe and sound.\All of you, listen up. response:	Follow the princess.
context: However, I don't want to betray you a second time.\So please let me go.\Let me leave this place.\Go.\Remember.\No matter where you go... you must stay safe and sound.\All of you, listen up.\Follow the princess. response:	From now on, you are her men.
context: So please let me go.\Let me leave this place.\Go.\Remember.\No matter where you go... you must stay safe and sound.\All of you, listen up.\Follow the princess.\From now on, you are her men. response:	Ensuring her safety is your only mission in life.
context: Let me leave this place.\Go.\Remember.\No matter where you go... you must stay safe and sound.\All of you, listen up.\Follow the princess.\From now on, you are her men.\Ensuring her safety is your only mission in life. response:	- Yes. - Yes.
context: Go.\Remember.\No matter where you go... you must stay safe and sound.\All of you, listen up.\Follow the princess.\From now on, you are her men.\Ensuring her safety is your only mission in life.\- Yes. - Yes. response:	Your Majesty, wine can be unhealthy. Don't drink so much.
context: Remember.\No matter where you go... you must stay safe and sound.\All of you, listen up.\Follow the princess.\From now on, you are her men.\Ensuring her safety is your only mission in life.\- Yes. - Yes.\Your Majesty, wine can be unhealthy. Don't drink so much. response:	My child.
context: No matter where you go... you must stay safe and sound.\All of you, listen up.\Follow the princess.\From now on, you are her men.\Ensuring her safety is your only mission in life.\- Yes. - Yes.\Your Majesty, wine can be unhealthy. Don't drink so much.\My child. response:	You are the only family I have left.
context: All of you, listen up.\Follow the princess.\From now on, you are her men.\Ensuring her safety is your only mission in life.\- Yes. - Yes.\Your Majesty, wine can be unhealthy. Don't drink so much.\My child.\You are the only family I have left. response:	Your Majesty.
context: Follow the princess.\From now on, you are her men.\Ensuring her safety is your only mission in life.\- Yes. - Yes.\Your Majesty, wine can be unhealthy. Don't drink so much.\My child.\You are the only family I have left.\Your Majesty. response:	Aside from our child, you also have me.
context: From now on, you are her men.\Ensuring her safety is your only mission in life.\- Yes. - Yes.\Your Majesty, wine can be unhealthy. Don't drink so much.\My child.\You are the only family I have left.\Your Majesty.\Aside from our child, you also have me. response:	A-Yin.
context: Ensuring her safety is your only mission in life.\- Yes. - Yes.\Your Majesty, wine can be unhealthy. Don't drink so much.\My child.\You are the only family I have left.\Your Majesty.\Aside from our child, you also have me.\A-Yin. response:	A-Yin.
context: - Yes. - Yes.\Your Majesty, wine can be unhealthy. Don't drink so much.\My child.\You are the only family I have left.\Your Majesty.\Aside from our child, you also have me.\A-Yin.\A-Yin. response:	- A-Yin. - A-Yin?
context: Your Majesty, wine can be unhealthy. Don't drink so much.\My child.\You are the only family I have left.\Your Majesty.\Aside from our child, you also have me.\A-Yin.\A-Yin.\- A-Yin. - A-Yin? response:	Why do you only have A-Yin in your heart?
context: My child.\You are the only family I have left.\Your Majesty.\Aside from our child, you also have me.\A-Yin.\A-Yin.\- A-Yin. - A-Yin?\Why do you only have A-Yin in your heart? response:	Si Yin, do not appear again.
context: You are the only family I have left.\Your Majesty.\Aside from our child, you also have me.\A-Yin.\A-Yin.\- A-Yin. - A-Yin?\Why do you only have A-Yin in your heart?\Si Yin, do not appear again. response:	Otherwise, I will pull out your tendons and tear off your skin.
context: Your Majesty.\Aside from our child, you also have me.\A-Yin.\A-Yin.\- A-Yin. - A-Yin?\Why do you only have A-Yin in your heart?\Si Yin, do not appear again.\Otherwise, I will pull out your tendons and tear off your skin. response:	- Water King of North Sea. - Water King of Eastern Sea.
context: Aside from our child, you also have me.\A-Yin.\A-Yin.\- A-Yin. - A-Yin?\Why do you only have A-Yin in your heart?\Si Yin, do not appear again.\Otherwise, I will pull out your tendons and tear off your skin.\- Water King of North Sea. - Water King of Eastern Sea. response:	Water King of West Sea.
context: A-Yin.\A-Yin.\- A-Yin. - A-Yin?\Why do you only have A-Yin in your heart?\Si Yin, do not appear again.\Otherwise, I will pull out your tendons and tear off your skin.\- Water King of North Sea. - Water King of Eastern Sea.\Water King of West Sea. response:	Water King of North Sea.
context: A-Yin.\- A-Yin. - A-Yin?\Why do you only have A-Yin in your heart?\Si Yin, do not appear again.\Otherwise, I will pull out your tendons and tear off your skin.\- Water King of North Sea. - Water King of Eastern Sea.\Water King of West Sea.\Water King of North Sea. response:	Ghost Lord.
context: - A-Yin. - A-Yin?\Why do you only have A-Yin in your heart?\Si Yin, do not appear again.\Otherwise, I will pull out your tendons and tear off your skin.\- Water King of North Sea. - Water King of Eastern Sea.\Water King of West Sea.\Water King of North Sea.\Ghost Lord. response:	It seems all the rulers around the world have gathered here today.
context: Why do you only have A-Yin in your heart?\Si Yin, do not appear again.\Otherwise, I will pull out your tendons and tear off your skin.\- Water King of North Sea. - Water King of Eastern Sea.\Water King of West Sea.\Water King of North Sea.\Ghost Lord.\It seems all the rulers around the world have gathered here today. response:	Yes, yes.
context: Si Yin, do not appear again.\Otherwise, I will pull out your tendons and tear off your skin.\- Water King of North Sea. - Water King of Eastern Sea.\Water King of West Sea.\Water King of North Sea.\Ghost Lord.\It seems all the rulers around the world have gathered here today.\Yes, yes. response:	The Celestial Tribe Crown Prince being awarded his seal is a major event.
context: Otherwise, I will pull out your tendons and tear off your skin.\- Water King of North Sea. - Water King of Eastern Sea.\Water King of West Sea.\Water King of North Sea.\Ghost Lord.\It seems all the rulers around the world have gathered here today.\Yes, yes.\The Celestial Tribe Crown Prince being awarded his seal is a major event. response:	Of course they would attend.
context: - Water King of North Sea. - Water King of Eastern Sea.\Water King of West Sea.\Water King of North Sea.\Ghost Lord.\It seems all the rulers around the world have gathered here today.\Yes, yes.\The Celestial Tribe Crown Prince being awarded his seal is a major event.\Of course they would attend. response:	Ghost Lord.
context: Water King of West Sea.\Water King of North Sea.\Ghost Lord.\It seems all the rulers around the world have gathered here today.\Yes, yes.\The Celestial Tribe Crown Prince being awarded his seal is a major event.\Of course they would attend.\Ghost Lord. response:	I heard Your Highness was bestowed marriage to the Crown Prince.
context: Water King of North Sea.\Ghost Lord.\It seems all the rulers around the world have gathered here today.\Yes, yes.\The Celestial Tribe Crown Prince being awarded his seal is a major event.\Of course they would attend.\Ghost Lord.\I heard Your Highness was bestowed marriage to the Crown Prince. response:	Ghost Lord, you sure are well-informed.
context: Ghost Lord.\It seems all the rulers around the world have gathered here today.\Yes, yes.\The Celestial Tribe Crown Prince being awarded his seal is a major event.\Of course they would attend.\Ghost Lord.\I heard Your Highness was bestowed marriage to the Crown Prince.\Ghost Lord, you sure are well-informed. response:	I have to deliver these clothes to Consort Le Xu, so I won't stay to talk.
context: It seems all the rulers around the world have gathered here today.\Yes, yes.\The Celestial Tribe Crown Prince being awarded his seal is a major event.\Of course they would attend.\Ghost Lord.\I heard Your Highness was bestowed marriage to the Crown Prince.\Ghost Lord, you sure are well-informed.\I have to deliver these clothes to Consort Le Xu, so I won't stay to talk. response:	Your Highness.
context: Yes, yes.\The Celestial Tribe Crown Prince being awarded his seal is a major event.\Of course they would attend.\Ghost Lord.\I heard Your Highness was bestowed marriage to the Crown Prince.\Ghost Lord, you sure are well-informed.\I have to deliver these clothes to Consort Le Xu, so I won't stay to talk.\Your Highness. response:	What is it? Is there something else?
context: The Celestial Tribe Crown Prince being awarded his seal is a major event.\Of course they would attend.\Ghost Lord.\I heard Your Highness was bestowed marriage to the Crown Prince.\Ghost Lord, you sure are well-informed.\I have to deliver these clothes to Consort Le Xu, so I won't stay to talk.\Your Highness.\What is it? Is there something else? response:	I just want to ask
context: Of course they would attend.\Ghost Lord.\I heard Your Highness was bestowed marriage to the Crown Prince.\Ghost Lord, you sure are well-informed.\I have to deliver these clothes to Consort Le Xu, so I won't stay to talk.\Your Highness.\What is it? Is there something else?\I just want to ask response:	is the lady that was at the Hall of Beautiful Youth doing well now?
context: Ghost Lord.\I heard Your Highness was bestowed marriage to the Crown Prince.\Ghost Lord, you sure are well-informed.\I have to deliver these clothes to Consort Le Xu, so I won't stay to talk.\Your Highness.\What is it? Is there something else?\I just want to ask\is the lady that was at the Hall of Beautiful Youth doing well now? response:	Are you asking about Sister Su Su?
context: I heard Your Highness was bestowed marriage to the Crown Prince.\Ghost Lord, you sure are well-informed.\I have to deliver these clothes to Consort Le Xu, so I won't stay to talk.\Your Highness.\What is it? Is there something else?\I just want to ask\is the lady that was at the Hall of Beautiful Youth doing well now?\Are you asking about Sister Su Su? response:	Yes.
context: Ghost Lord, you sure are well-informed.\I have to deliver these clothes to Consort Le Xu, so I won't stay to talk.\Your Highness.\What is it? Is there something else?\I just want to ask\is the lady that was at the Hall of Beautiful Youth doing well now?\Are you asking about Sister Su Su?\Yes. response:	She...
context: I have to deliver these clothes to Consort Le Xu, so I won't stay to talk.\Your Highness.\What is it? Is there something else?\I just want to ask\is the lady that was at the Hall of Beautiful Youth doing well now?\Are you asking about Sister Su Su?\Yes.\She... response:	She was the one who made Her Highness's eyes blind.
context: Your Highness.\What is it? Is there something else?\I just want to ask\is the lady that was at the Hall of Beautiful Youth doing well now?\Are you asking about Sister Su Su?\Yes.\She...\She was the one who made Her Highness's eyes blind. response:	Ghost Lord, I'm afraid you are asking the wrong person.
context: What is it? Is there something else?\I just want to ask\is the lady that was at the Hall of Beautiful Youth doing well now?\Are you asking about Sister Su Su?\Yes.\She...\She was the one who made Her Highness's eyes blind.\Ghost Lord, I'm afraid you are asking the wrong person. response:	Shut up. Who allowed you to speak in front of Ghost Lord?
context: I just want to ask\is the lady that was at the Hall of Beautiful Youth doing well now?\Are you asking about Sister Su Su?\Yes.\She...\She was the one who made Her Highness's eyes blind.\Ghost Lord, I'm afraid you are asking the wrong person.\Shut up. Who allowed you to speak in front of Ghost Lord? response:	Your Highness's eyes?
context: is the lady that was at the Hall of Beautiful Youth doing well now?\Are you asking about Sister Su Su?\Yes.\She...\She was the one who made Her Highness's eyes blind.\Ghost Lord, I'm afraid you are asking the wrong person.\Shut up. Who allowed you to speak in front of Ghost Lord?\Your Highness's eyes? response:	It is a long story.
context: Are you asking about Sister Su Su?\Yes.\She...\She was the one who made Her Highness's eyes blind.\Ghost Lord, I'm afraid you are asking the wrong person.\Shut up. Who allowed you to speak in front of Ghost Lord?\Your Highness's eyes?\It is a long story. response:	I believe it was unintentional on her part.
context: Yes.\She...\She was the one who made Her Highness's eyes blind.\Ghost Lord, I'm afraid you are asking the wrong person.\Shut up. Who allowed you to speak in front of Ghost Lord?\Your Highness's eyes?\It is a long story.\I believe it was unintentional on her part. response:	She's currently waiting for labor at the Hall of Beautiful Youth.
context: She...\She was the one who made Her Highness's eyes blind.\Ghost Lord, I'm afraid you are asking the wrong person.\Shut up. Who allowed you to speak in front of Ghost Lord?\Your Highness's eyes?\It is a long story.\I believe it was unintentional on her part.\She's currently waiting for labor at the Hall of Beautiful Youth. response:	She will be giving birth very soon.
context: She was the one who made Her Highness's eyes blind.\Ghost Lord, I'm afraid you are asking the wrong person.\Shut up. Who allowed you to speak in front of Ghost Lord?\Your Highness's eyes?\It is a long story.\I believe it was unintentional on her part.\She's currently waiting for labor at the Hall of Beautiful Youth.\She will be giving birth very soon. response:	It was my fiery qilin who caused her injury.
context: Ghost Lord, I'm afraid you are asking the wrong person.\Shut up. Who allowed you to speak in front of Ghost Lord?\Your Highness's eyes?\It is a long story.\I believe it was unintentional on her part.\She's currently waiting for labor at the Hall of Beautiful Youth.\She will be giving birth very soon.\It was my fiery qilin who caused her injury. response:	I have had a guilty conscience.
context: Shut up. Who allowed you to speak in front of Ghost Lord?\Your Highness's eyes?\It is a long story.\I believe it was unintentional on her part.\She's currently waiting for labor at the Hall of Beautiful Youth.\She will be giving birth very soon.\It was my fiery qilin who caused her injury.\I have had a guilty conscience. response:	Since I came to the Celestial Palace, I thought I'd ask after her.
context: Your Highness's eyes?\It is a long story.\I believe it was unintentional on her part.\She's currently waiting for labor at the Hall of Beautiful Youth.\She will be giving birth very soon.\It was my fiery qilin who caused her injury.\I have had a guilty conscience.\Since I came to the Celestial Palace, I thought I'd ask after her. response:	Do not take it to heart, Your Highness.
context: It is a long story.\I believe it was unintentional on her part.\She's currently waiting for labor at the Hall of Beautiful Youth.\She will be giving birth very soon.\It was my fiery qilin who caused her injury.\I have had a guilty conscience.\Since I came to the Celestial Palace, I thought I'd ask after her.\Do not take it to heart, Your Highness. response:	Look at how decorous Consort Su Jin is.
context: I believe it was unintentional on her part.\She's currently waiting for labor at the Hall of Beautiful Youth.\She will be giving birth very soon.\It was my fiery qilin who caused her injury.\I have had a guilty conscience.\Since I came to the Celestial Palace, I thought I'd ask after her.\Do not take it to heart, Your Highness.\Look at how decorous Consort Su Jin is. response:	Yes, yes. No wonder Heavenly Lord bestowed her to the Crown Prince.
context: She's currently waiting for labor at the Hall of Beautiful Youth.\She will be giving birth very soon.\It was my fiery qilin who caused her injury.\I have had a guilty conscience.\Since I came to the Celestial Palace, I thought I'd ask after her.\Do not take it to heart, Your Highness.\Look at how decorous Consort Su Jin is.\Yes, yes. No wonder Heavenly Lord bestowed her to the Crown Prince. response:	Only a woman like this
context: She will be giving birth very soon.\It was my fiery qilin who caused her injury.\I have had a guilty conscience.\Since I came to the Celestial Palace, I thought I'd ask after her.\Do not take it to heart, Your Highness.\Look at how decorous Consort Su Jin is.\Yes, yes. No wonder Heavenly Lord bestowed her to the Crown Prince.\Only a woman like this response:	is worthy of assisting our Celestial Tribe's heir apparent.
context: It was my fiery qilin who caused her injury.\I have had a guilty conscience.\Since I came to the Celestial Palace, I thought I'd ask after her.\Do not take it to heart, Your Highness.\Look at how decorous Consort Su Jin is.\Yes, yes. No wonder Heavenly Lord bestowed her to the Crown Prince.\Only a woman like this\is worthy of assisting our Celestial Tribe's heir apparent. response:	Fiery qilin.
context: I have had a guilty conscience.\Since I came to the Celestial Palace, I thought I'd ask after her.\Do not take it to heart, Your Highness.\Look at how decorous Consort Su Jin is.\Yes, yes. No wonder Heavenly Lord bestowed her to the Crown Prince.\Only a woman like this\is worthy of assisting our Celestial Tribe's heir apparent.\Fiery qilin. response:	Go search around.
context: Since I came to the Celestial Palace, I thought I'd ask after her.\Do not take it to heart, Your Highness.\Look at how decorous Consort Su Jin is.\Yes, yes. No wonder Heavenly Lord bestowed her to the Crown Prince.\Only a woman like this\is worthy of assisting our Celestial Tribe's heir apparent.\Fiery qilin.\Go search around. response:	See if she is still in the Hall of Beautiful Youth.
context: Do not take it to heart, Your Highness.\Look at how decorous Consort Su Jin is.\Yes, yes. No wonder Heavenly Lord bestowed her to the Crown Prince.\Only a woman like this\is worthy of assisting our Celestial Tribe's heir apparent.\Fiery qilin.\Go search around.\See if she is still in the Hall of Beautiful Youth. response:	Yes.
context: Look at how decorous Consort Su Jin is.\Yes, yes. No wonder Heavenly Lord bestowed her to the Crown Prince.\Only a woman like this\is worthy of assisting our Celestial Tribe's heir apparent.\Fiery qilin.\Go search around.\See if she is still in the Hall of Beautiful Youth.\Yes. response:	Your Highness, why did you sneak out again?
context: Yes, yes. No wonder Heavenly Lord bestowed her to the Crown Prince.\Only a woman like this\is worthy of assisting our Celestial Tribe's heir apparent.\Fiery qilin.\Go search around.\See if she is still in the Hall of Beautiful Youth.\Yes.\Your Highness, why did you sneak out again? response:	Medicine King said you have been in weak health lately.
context: Only a woman like this\is worthy of assisting our Celestial Tribe's heir apparent.\Fiery qilin.\Go search around.\See if she is still in the Hall of Beautiful Youth.\Yes.\Your Highness, why did you sneak out again?\Medicine King said you have been in weak health lately. response:	You must be careful not to catch a cold.
context: is worthy of assisting our Celestial Tribe's heir apparent.\Fiery qilin.\Go search around.\See if she is still in the Hall of Beautiful Youth.\Yes.\Your Highness, why did you sneak out again?\Medicine King said you have been in weak health lately.\You must be careful not to catch a cold. response:	I just wanted to bask in the sun.
context: Fiery qilin.\Go search around.\See if she is still in the Hall of Beautiful Youth.\Yes.\Your Highness, why did you sneak out again?\Medicine King said you have been in weak health lately.\You must be careful not to catch a cold.\I just wanted to bask in the sun. response:	The sunlight feels warm on the back of my hand. It feels particularly nice.
context: Go search around.\See if she is still in the Hall of Beautiful Youth.\Yes.\Your Highness, why did you sneak out again?\Medicine King said you have been in weak health lately.\You must be careful not to catch a cold.\I just wanted to bask in the sun.\The sunlight feels warm on the back of my hand. It feels particularly nice. response:	It is as if I can see the light again.
context: See if she is still in the Hall of Beautiful Youth.\Yes.\Your Highness, why did you sneak out again?\Medicine King said you have been in weak health lately.\You must be careful not to catch a cold.\I just wanted to bask in the sun.\The sunlight feels warm on the back of my hand. It feels particularly nice.\It is as if I can see the light again. response:	Your Highness.
context: Yes.\Your Highness, why did you sneak out again?\Medicine King said you have been in weak health lately.\You must be careful not to catch a cold.\I just wanted to bask in the sun.\The sunlight feels warm on the back of my hand. It feels particularly nice.\It is as if I can see the light again.\Your Highness. response:	Go.
context: Your Highness, why did you sneak out again?\Medicine King said you have been in weak health lately.\You must be careful not to catch a cold.\I just wanted to bask in the sun.\The sunlight feels warm on the back of my hand. It feels particularly nice.\It is as if I can see the light again.\Your Highness.\Go. response:	With these regalia bestowed upon imperial grandson Ye Hua
context: Medicine King said you have been in weak health lately.\You must be careful not to catch a cold.\I just wanted to bask in the sun.\The sunlight feels warm on the back of my hand. It feels particularly nice.\It is as if I can see the light again.\Your Highness.\Go.\With these regalia bestowed upon imperial grandson Ye Hua response:	he is conferred the title of Imperial Crown Prince
context: You must be careful not to catch a cold.\I just wanted to bask in the sun.\The sunlight feels warm on the back of my hand. It feels particularly nice.\It is as if I can see the light again.\Your Highness.\Go.\With these regalia bestowed upon imperial grandson Ye Hua\he is conferred the title of Imperial Crown Prince response:	to preside over the East Palace
context: I just wanted to bask in the sun.\The sunlight feels warm on the back of my hand. It feels particularly nice.\It is as if I can see the light again.\Your Highness.\Go.\With these regalia bestowed upon imperial grandson Ye Hua\he is conferred the title of Imperial Crown Prince\to preside over the East Palace response:	and to place the unity of the four seas
context: The sunlight feels warm on the back of my hand. It feels particularly nice.\It is as if I can see the light again.\Your Highness.\Go.\With these regalia bestowed upon imperial grandson Ye Hua\he is conferred the title of Imperial Crown Prince\to preside over the East Palace\and to place the unity of the four seas response:	and the hearts of those around the world above all else.
context: It is as if I can see the light again.\Your Highness.\Go.\With these regalia bestowed upon imperial grandson Ye Hua\he is conferred the title of Imperial Crown Prince\to preside over the East Palace\and to place the unity of the four seas\and the hearts of those around the world above all else. response:	To preside over the East Palace
context: Your Highness.\Go.\With these regalia bestowed upon imperial grandson Ye Hua\he is conferred the title of Imperial Crown Prince\to preside over the East Palace\and to place the unity of the four seas\and the hearts of those around the world above all else.\To preside over the East Palace response:	and to place the unity of the four seas
context: Go.\With these regalia bestowed upon imperial grandson Ye Hua\he is conferred the title of Imperial Crown Prince\to preside over the East Palace\and to place the unity of the four seas\and the hearts of those around the world above all else.\To preside over the East Palace\and to place the unity of the four seas response:	and the hearts of those around the world above all else.
context: With these regalia bestowed upon imperial grandson Ye Hua\he is conferred the title of Imperial Crown Prince\to preside over the East Palace\and to place the unity of the four seas\and the hearts of those around the world above all else.\To preside over the East Palace\and to place the unity of the four seas\and the hearts of those around the world above all else. response:	- Congratulations, Crown Prince. - Congratulations, Crown Prince.
context: he is conferred the title of Imperial Crown Prince\to preside over the East Palace\and to place the unity of the four seas\and the hearts of those around the world above all else.\To preside over the East Palace\and to place the unity of the four seas\and the hearts of those around the world above all else.\- Congratulations, Crown Prince. - Congratulations, Crown Prince. response:	Your Highness!
context: to preside over the East Palace\and to place the unity of the four seas\and the hearts of those around the world above all else.\To preside over the East Palace\and to place the unity of the four seas\and the hearts of those around the world above all else.\- Congratulations, Crown Prince. - Congratulations, Crown Prince.\Your Highness! response:	Your Highness, Crown Prince's investiture is today.
