context: 4:51 response:	11:40
context: All copies were sold out yesterday.\It's first place in the preliminary polls!\We did it!\And now for the final results...\It's first place by a long shot!\CROW's in fourth.\All that's changed since it ranked third last week is Natural being placed at the top.\It's perfect. response:	Natural is first place, after all?
context: It's first place in the preliminary polls!\We did it!\And now for the final results...\It's first place by a long shot!\CROW's in fourth.\All that's changed since it ranked third last week is Natural being placed at the top.\It's perfect.\Natural is first place, after all? response:	I really don't want Tanto's first chapter to rank under Natural's second chapter.
context: We did it!\And now for the final results...\It's first place by a long shot!\CROW's in fourth.\All that's changed since it ranked third last week is Natural being placed at the top.\It's perfect.\Natural is first place, after all?\I really don't want Tanto's first chapter to rank under Natural's second chapter. response:	I know how you feel, but plot-driven manga and gag manga are different.
context: And now for the final results...\It's first place by a long shot!\CROW's in fourth.\All that's changed since it ranked third last week is Natural being placed at the top.\It's perfect.\Natural is first place, after all?\I really don't want Tanto's first chapter to rank under Natural's second chapter.\I know how you feel, but plot-driven manga and gag manga are different. response:	Anything in the top three is a great success. Even top five is great.
context: It's first place by a long shot!\CROW's in fourth.\All that's changed since it ranked third last week is Natural being placed at the top.\It's perfect.\Natural is first place, after all?\I really don't want Tanto's first chapter to rank under Natural's second chapter.\I know how you feel, but plot-driven manga and gag manga are different.\Anything in the top three is a great success. Even top five is great. response:	That doesn't matter.
context: CROW's in fourth.\All that's changed since it ranked third last week is Natural being placed at the top.\It's perfect.\Natural is first place, after all?\I really don't want Tanto's first chapter to rank under Natural's second chapter.\I know how you feel, but plot-driven manga and gag manga are different.\Anything in the top three is a great success. Even top five is great.\That doesn't matter. response:	Natural was first place.
context: All that's changed since it ranked third last week is Natural being placed at the top.\It's perfect.\Natural is first place, after all?\I really don't want Tanto's first chapter to rank under Natural's second chapter.\I know how you feel, but plot-driven manga and gag manga are different.\Anything in the top three is a great success. Even top five is great.\That doesn't matter.\Natural was first place. response:	Tanto will be first, too!
context: It's perfect.\Natural is first place, after all?\I really don't want Tanto's first chapter to rank under Natural's second chapter.\I know how you feel, but plot-driven manga and gag manga are different.\Anything in the top three is a great success. Even top five is great.\That doesn't matter.\Natural was first place.\Tanto will be first, too! response:	Yeah!
context: Natural is first place, after all?\I really don't want Tanto's first chapter to rank under Natural's second chapter.\I know how you feel, but plot-driven manga and gag manga are different.\Anything in the top three is a great success. Even top five is great.\That doesn't matter.\Natural was first place.\Tanto will be first, too!\Yeah! response:	We stopped by the convenience store, but...
context: I really don't want Tanto's first chapter to rank under Natural's second chapter.\I know how you feel, but plot-driven manga and gag manga are different.\Anything in the top three is a great success. Even top five is great.\That doesn't matter.\Natural was first place.\Tanto will be first, too!\Yeah!\We stopped by the convenience store, but... response:	Don't worry about that!
context: I know how you feel, but plot-driven manga and gag manga are different.\Anything in the top three is a great success. Even top five is great.\That doesn't matter.\Natural was first place.\Tanto will be first, too!\Yeah!\We stopped by the convenience store, but...\Don't worry about that! response:	Last week was unusual!
context: Anything in the top three is a great success. Even top five is great.\That doesn't matter.\Natural was first place.\Tanto will be first, too!\Yeah!\We stopped by the convenience store, but...\Don't worry about that!\Last week was unusual! response:	By this time tomorrow...
context: That doesn't matter.\Natural was first place.\Tanto will be first, too!\Yeah!\We stopped by the convenience store, but...\Don't worry about that!\Last week was unusual!\By this time tomorrow... response:	No, by tonight, they'll all be gone!
context: Natural was first place.\Tanto will be first, too!\Yeah!\We stopped by the convenience store, but...\Don't worry about that!\Last week was unusual!\By this time tomorrow...\No, by tonight, they'll all be gone! response:	It's Miura!
context: Tanto will be first, too!\Yeah!\We stopped by the convenience store, but...\Don't worry about that!\Last week was unusual!\By this time tomorrow...\No, by tonight, they'll all be gone!\It's Miura! response:	It must be the results!
context: Yeah!\We stopped by the convenience store, but...\Don't worry about that!\Last week was unusual!\By this time tomorrow...\No, by tonight, they'll all be gone!\It's Miura!\It must be the results! response:	You got fifth place!
context: We stopped by the convenience store, but...\Don't worry about that!\Last week was unusual!\By this time tomorrow...\No, by tonight, they'll all be gone!\It's Miura!\It must be the results!\You got fifth place! response:	Fifth...
context: Don't worry about that!\Last week was unusual!\By this time tomorrow...\No, by tonight, they'll all be gone!\It's Miura!\It must be the results!\You got fifth place!\Fifth... response:	Come on. What's with that reaction?
context: Last week was unusual!\By this time tomorrow...\No, by tonight, they'll all be gone!\It's Miura!\It must be the results!\You got fifth place!\Fifth...\Come on. What's with that reaction? response:	I told you before that getting fifth place with a gag manga is a good thing!
context: By this time tomorrow...\No, by tonight, they'll all be gone!\It's Miura!\It must be the results!\You got fifth place!\Fifth...\Come on. What's with that reaction?\I told you before that getting fifth place with a gag manga is a good thing! response:	Oh, yeah...
context: No, by tonight, they'll all be gone!\It's Miura!\It must be the results!\You got fifth place!\Fifth...\Come on. What's with that reaction?\I told you before that getting fifth place with a gag manga is a good thing!\Oh, yeah... response:	What about Natural?
context: It's Miura!\It must be the results!\You got fifth place!\Fifth...\Come on. What's with that reaction?\I told you before that getting fifth place with a gag manga is a good thing!\Oh, yeah...\What about Natural? response:	Third?
context: It must be the results!\You got fifth place!\Fifth...\Come on. What's with that reaction?\I told you before that getting fifth place with a gag manga is a good thing!\Oh, yeah...\What about Natural?\Third? response:	Yes... Yes...
context: You got fifth place!\Fifth...\Come on. What's with that reaction?\I told you before that getting fifth place with a gag manga is a good thing!\Oh, yeah...\What about Natural?\Third?\Yes... Yes... response:	CROW was fourth.
context: Fifth...\Come on. What's with that reaction?\I told you before that getting fifth place with a gag manga is a good thing!\Oh, yeah...\What about Natural?\Third?\Yes... Yes...\CROW was fourth. response:	I read Hirameki! Tanto-kun.
context: Come on. What's with that reaction?\I told you before that getting fifth place with a gag manga is a good thing!\Oh, yeah...\What about Natural?\Third?\Yes... Yes...\CROW was fourth.\I read Hirameki! Tanto-kun. response:	It'll definitely be a big hit with the kids!
context: I told you before that getting fifth place with a gag manga is a good thing!\Oh, yeah...\What about Natural?\Third?\Yes... Yes...\CROW was fourth.\I read Hirameki! Tanto-kun.\It'll definitely be a big hit with the kids! response:	Kids... huh?
context: Oh, yeah...\What about Natural?\Third?\Yes... Yes...\CROW was fourth.\I read Hirameki! Tanto-kun.\It'll definitely be a big hit with the kids!\Kids... huh? response:	Hey, cheer up already.
context: What about Natural?\Third?\Yes... Yes...\CROW was fourth.\I read Hirameki! Tanto-kun.\It'll definitely be a big hit with the kids!\Kids... huh?\Hey, cheer up already. response:	You'll feel a lot better if you move around some!
context: Third?\Yes... Yes...\CROW was fourth.\I read Hirameki! Tanto-kun.\It'll definitely be a big hit with the kids!\Kids... huh?\Hey, cheer up already.\You'll feel a lot better if you move around some! response:	Huh? Was there more stuff coming?
context: Yes... Yes...\CROW was fourth.\I read Hirameki! Tanto-kun.\It'll definitely be a big hit with the kids!\Kids... huh?\Hey, cheer up already.\You'll feel a lot better if you move around some!\Huh? Was there more stuff coming? response:	Coming!
context: CROW was fourth.\I read Hirameki! Tanto-kun.\It'll definitely be a big hit with the kids!\Kids... huh?\Hey, cheer up already.\You'll feel a lot better if you move around some!\Huh? Was there more stuff coming?\Coming! response:	Iwase!
context: I read Hirameki! Tanto-kun.\It'll definitely be a big hit with the kids!\Kids... huh?\Hey, cheer up already.\You'll feel a lot better if you move around some!\Huh? Was there more stuff coming?\Coming!\Iwase! response:	Congratulations on your marriage.
context: It'll definitely be a big hit with the kids!\Kids... huh?\Hey, cheer up already.\You'll feel a lot better if you move around some!\Huh? Was there more stuff coming?\Coming!\Iwase!\Congratulations on your marriage. response:	How do you know where we live?
context: Kids... huh?\Hey, cheer up already.\You'll feel a lot better if you move around some!\Huh? Was there more stuff coming?\Coming!\Iwase!\Congratulations on your marriage.\How do you know where we live? response:	I called your parent's house.
context: Hey, cheer up already.\You'll feel a lot better if you move around some!\Huh? Was there more stuff coming?\Coming!\Iwase!\Congratulations on your marriage.\How do you know where we live?\I called your parent's house. response:	I really just wanted to congratulate you.
context: You'll feel a lot better if you move around some!\Huh? Was there more stuff coming?\Coming!\Iwase!\Congratulations on your marriage.\How do you know where we live?\I called your parent's house.\I really just wanted to congratulate you. response:	Thanks!
context: Huh? Was there more stuff coming?\Coming!\Iwase!\Congratulations on your marriage.\How do you know where we live?\I called your parent's house.\I really just wanted to congratulate you.\Thanks! response:	See ya.
context: Coming!\Iwase!\Congratulations on your marriage.\How do you know where we live?\I called your parent's house.\I really just wanted to congratulate you.\Thanks!\See ya. response:	Wait a minute!
context: Iwase!\Congratulations on your marriage.\How do you know where we live?\I called your parent's house.\I really just wanted to congratulate you.\Thanks!\See ya.\Wait a minute! response:	Just wanted to congratulate us?!
context: Congratulations on your marriage.\How do you know where we live?\I called your parent's house.\I really just wanted to congratulate you.\Thanks!\See ya.\Wait a minute!\Just wanted to congratulate us?! response:	Until a little while ago, you were saying you were in love with my man!
context: How do you know where we live?\I called your parent's house.\I really just wanted to congratulate you.\Thanks!\See ya.\Wait a minute!\Just wanted to congratulate us?!\Until a little while ago, you were saying you were in love with my man! response:	I read that letter!
context: I called your parent's house.\I really just wanted to congratulate you.\Thanks!\See ya.\Wait a minute!\Just wanted to congratulate us?!\Until a little while ago, you were saying you were in love with my man!\I read that letter! response:	Stop it!
context: I really just wanted to congratulate you.\Thanks!\See ya.\Wait a minute!\Just wanted to congratulate us?!\Until a little while ago, you were saying you were in love with my man!\I read that letter!\Stop it! response:	But I can't take her congratulations seriously!
context: Thanks!\See ya.\Wait a minute!\Just wanted to congratulate us?!\Until a little while ago, you were saying you were in love with my man!\I read that letter!\Stop it!\But I can't take her congratulations seriously! response:	I liked the Takagi with talent.
context: See ya.\Wait a minute!\Just wanted to congratulate us?!\Until a little while ago, you were saying you were in love with my man!\I read that letter!\Stop it!\But I can't take her congratulations seriously!\I liked the Takagi with talent. response:	What the hell does that mean?!
context: Wait a minute!\Just wanted to congratulate us?!\Until a little while ago, you were saying you were in love with my man!\I read that letter!\Stop it!\But I can't take her congratulations seriously!\I liked the Takagi with talent.\What the hell does that mean?! response:	Stop, I said!
context: Just wanted to congratulate us?!\Until a little while ago, you were saying you were in love with my man!\I read that letter!\Stop it!\But I can't take her congratulations seriously!\I liked the Takagi with talent.\What the hell does that mean?!\Stop, I said! response:	Natural was more popular!
context: Until a little while ago, you were saying you were in love with my man!\I read that letter!\Stop it!\But I can't take her congratulations seriously!\I liked the Takagi with talent.\What the hell does that mean?!\Stop, I said!\Natural was more popular! response:	You have more talent than me!
context: I read that letter!\Stop it!\But I can't take her congratulations seriously!\I liked the Takagi with talent.\What the hell does that mean?!\Stop, I said!\Natural was more popular!\You have more talent than me! response:	Without a doubt!
context: Stop it!\But I can't take her congratulations seriously!\I liked the Takagi with talent.\What the hell does that mean?!\Stop, I said!\Natural was more popular!\You have more talent than me!\Without a doubt! response:	That's what you wanted to hear, right, Iwase?
context: But I can't take her congratulations seriously!\I liked the Takagi with talent.\What the hell does that mean?!\Stop, I said!\Natural was more popular!\You have more talent than me!\Without a doubt!\That's what you wanted to hear, right, Iwase? response:	Yes.
context: I liked the Takagi with talent.\What the hell does that mean?!\Stop, I said!\Natural was more popular!\You have more talent than me!\Without a doubt!\That's what you wanted to hear, right, Iwase?\Yes. response:	Take this back.
context: What the hell does that mean?!\Stop, I said!\Natural was more popular!\You have more talent than me!\Without a doubt!\That's what you wanted to hear, right, Iwase?\Yes.\Take this back. response:	Ever since middle school, Takagi Akito has only had eyes for me.
context: Stop, I said!\Natural was more popular!\You have more talent than me!\Without a doubt!\That's what you wanted to hear, right, Iwase?\Yes.\Take this back.\Ever since middle school, Takagi Akito has only had eyes for me. response:	I don't need your congratulations.
context: Natural was more popular!\You have more talent than me!\Without a doubt!\That's what you wanted to hear, right, Iwase?\Yes.\Take this back.\Ever since middle school, Takagi Akito has only had eyes for me.\I don't need your congratulations. response:	You should hurry up and find some other guy with more talent than him.
context: You have more talent than me!\Without a doubt!\That's what you wanted to hear, right, Iwase?\Yes.\Take this back.\Ever since middle school, Takagi Akito has only had eyes for me.\I don't need your congratulations.\You should hurry up and find some other guy with more talent than him. response:	I already have.
context: Without a doubt!\That's what you wanted to hear, right, Iwase?\Yes.\Take this back.\Ever since middle school, Takagi Akito has only had eyes for me.\I don't need your congratulations.\You should hurry up and find some other guy with more talent than him.\I already have. response:	Really? Who is it?
context: That's what you wanted to hear, right, Iwase?\Yes.\Take this back.\Ever since middle school, Takagi Akito has only had eyes for me.\I don't need your congratulations.\You should hurry up and find some other guy with more talent than him.\I already have.\Really? Who is it? response:	You're just blowing hot air.
context: Yes.\Take this back.\Ever since middle school, Takagi Akito has only had eyes for me.\I don't need your congratulations.\You should hurry up and find some other guy with more talent than him.\I already have.\Really? Who is it?\You're just blowing hot air. response:	It's Hattori!
context: Take this back.\Ever since middle school, Takagi Akito has only had eyes for me.\I don't need your congratulations.\You should hurry up and find some other guy with more talent than him.\I already have.\Really? Who is it?\You're just blowing hot air.\It's Hattori! response:	Your editor?!
context: Ever since middle school, Takagi Akito has only had eyes for me.\I don't need your congratulations.\You should hurry up and find some other guy with more talent than him.\I already have.\Really? Who is it?\You're just blowing hot air.\It's Hattori!\Your editor?! response:	He's your boyfriend?!
context: I don't need your congratulations.\You should hurry up and find some other guy with more talent than him.\I already have.\Really? Who is it?\You're just blowing hot air.\It's Hattori!\Your editor?!\He's your boyfriend?! response:	No...
context: You should hurry up and find some other guy with more talent than him.\I already have.\Really? Who is it?\You're just blowing hot air.\It's Hattori!\Your editor?!\He's your boyfriend?!\No... response:	But he's a man with great talent that I can admire.
context: I already have.\Really? Who is it?\You're just blowing hot air.\It's Hattori!\Your editor?!\He's your boyfriend?!\No...\But he's a man with great talent that I can admire. response:	He's the man I like.
context: Really? Who is it?\You're just blowing hot air.\It's Hattori!\Your editor?!\He's your boyfriend?!\No...\But he's a man with great talent that I can admire.\He's the man I like. response:	Your sixth chapter came in 11th, as well.
context: You're just blowing hot air.\It's Hattori!\Your editor?!\He's your boyfriend?!\No...\But he's a man with great talent that I can admire.\He's the man I like.\Your sixth chapter came in 11th, as well. response:	Same as last week.
context: It's Hattori!\Your editor?!\He's your boyfriend?!\No...\But he's a man with great talent that I can admire.\He's the man I like.\Your sixth chapter came in 11th, as well.\Same as last week. response:	The first chapter was 5th, the second was 9th,
context: Your editor?!\He's your boyfriend?!\No...\But he's a man with great talent that I can admire.\He's the man I like.\Your sixth chapter came in 11th, as well.\Same as last week.\The first chapter was 5th, the second was 9th, response:	the third was 10th,
context: He's your boyfriend?!\No...\But he's a man with great talent that I can admire.\He's the man I like.\Your sixth chapter came in 11th, as well.\Same as last week.\The first chapter was 5th, the second was 9th,\the third was 10th, response:	and ever since then, it's stayed at 11th place.
context: No...\But he's a man with great talent that I can admire.\He's the man I like.\Your sixth chapter came in 11th, as well.\Same as last week.\The first chapter was 5th, the second was 9th,\the third was 10th,\and ever since then, it's stayed at 11th place. response:	In a sense, it's stable.
context: But he's a man with great talent that I can admire.\He's the man I like.\Your sixth chapter came in 11th, as well.\Same as last week.\The first chapter was 5th, the second was 9th,\the third was 10th,\and ever since then, it's stayed at 11th place.\In a sense, it's stable. response:	Hey, guys, you should feel proud.
context: He's the man I like.\Your sixth chapter came in 11th, as well.\Same as last week.\The first chapter was 5th, the second was 9th,\the third was 10th,\and ever since then, it's stayed at 11th place.\In a sense, it's stable.\Hey, guys, you should feel proud. response:	The lead editor even said it's been a long time since Jack had a manga that's well-received by the younger readers.
context: Your sixth chapter came in 11th, as well.\Same as last week.\The first chapter was 5th, the second was 9th,\the third was 10th,\and ever since then, it's stayed at 11th place.\In a sense, it's stable.\Hey, guys, you should feel proud.\The lead editor even said it's been a long time since Jack had a manga that's well-received by the younger readers. response:	He did?
context: Same as last week.\The first chapter was 5th, the second was 9th,\the third was 10th,\and ever since then, it's stayed at 11th place.\In a sense, it's stable.\Hey, guys, you should feel proud.\The lead editor even said it's been a long time since Jack had a manga that's well-received by the younger readers.\He did? response:	Yeah!
context: The first chapter was 5th, the second was 9th,\the third was 10th,\and ever since then, it's stayed at 11th place.\In a sense, it's stable.\Hey, guys, you should feel proud.\The lead editor even said it's been a long time since Jack had a manga that's well-received by the younger readers.\He did?\Yeah! response:	Kids usually pick their top three manga based on how funny they think it is, not the quality of the plot.
context: the third was 10th,\and ever since then, it's stayed at 11th place.\In a sense, it's stable.\Hey, guys, you should feel proud.\The lead editor even said it's been a long time since Jack had a manga that's well-received by the younger readers.\He did?\Yeah!\Kids usually pick their top three manga based on how funny they think it is, not the quality of the plot. response:	Gag manga have the advantage there.
context: and ever since then, it's stayed at 11th place.\In a sense, it's stable.\Hey, guys, you should feel proud.\The lead editor even said it's been a long time since Jack had a manga that's well-received by the younger readers.\He did?\Yeah!\Kids usually pick their top three manga based on how funny they think it is, not the quality of the plot.\Gag manga have the advantage there. response:	I don't care about that!
context: In a sense, it's stable.\Hey, guys, you should feel proud.\The lead editor even said it's been a long time since Jack had a manga that's well-received by the younger readers.\He did?\Yeah!\Kids usually pick their top three manga based on how funny they think it is, not the quality of the plot.\Gag manga have the advantage there.\I don't care about that! response:	We have to think about how we can do better!
context: Hey, guys, you should feel proud.\The lead editor even said it's been a long time since Jack had a manga that's well-received by the younger readers.\He did?\Yeah!\Kids usually pick their top three manga based on how funny they think it is, not the quality of the plot.\Gag manga have the advantage there.\I don't care about that!\We have to think about how we can do better! response:	Better, huh?
context: The lead editor even said it's been a long time since Jack had a manga that's well-received by the younger readers.\He did?\Yeah!\Kids usually pick their top three manga based on how funny they think it is, not the quality of the plot.\Gag manga have the advantage there.\I don't care about that!\We have to think about how we can do better!\Better, huh? response:	Hm... How to pull in more kids?
context: He did?\Yeah!\Kids usually pick their top three manga based on how funny they think it is, not the quality of the plot.\Gag manga have the advantage there.\I don't care about that!\We have to think about how we can do better!\Better, huh?\Hm... How to pull in more kids? response:	Will Tanto become a boom, or will Tanto start a boom?
context: Yeah!\Kids usually pick their top three manga based on how funny they think it is, not the quality of the plot.\Gag manga have the advantage there.\I don't care about that!\We have to think about how we can do better!\Better, huh?\Hm... How to pull in more kids?\Will Tanto become a boom, or will Tanto start a boom? response:	A boom, a boom...
context: Kids usually pick their top three manga based on how funny they think it is, not the quality of the plot.\Gag manga have the advantage there.\I don't care about that!\We have to think about how we can do better!\Better, huh?\Hm... How to pull in more kids?\Will Tanto become a boom, or will Tanto start a boom?\A boom, a boom... response:	Starting a boom with a gag manga...
context: Gag manga have the advantage there.\I don't care about that!\We have to think about how we can do better!\Better, huh?\Hm... How to pull in more kids?\Will Tanto become a boom, or will Tanto start a boom?\A boom, a boom...\Starting a boom with a gag manga... response:	Some signature joke that will stick in kids' heads...
context: I don't care about that!\We have to think about how we can do better!\Better, huh?\Hm... How to pull in more kids?\Will Tanto become a boom, or will Tanto start a boom?\A boom, a boom...\Starting a boom with a gag manga...\Some signature joke that will stick in kids' heads... response:	Oh, that's it!
context: We have to think about how we can do better!\Better, huh?\Hm... How to pull in more kids?\Will Tanto become a boom, or will Tanto start a boom?\A boom, a boom...\Starting a boom with a gag manga...\Some signature joke that will stick in kids' heads...\Oh, that's it! response:	It may be a bit old, but something like Iyami's Shii!
context: Better, huh?\Hm... How to pull in more kids?\Will Tanto become a boom, or will Tanto start a boom?\A boom, a boom...\Starting a boom with a gag manga...\Some signature joke that will stick in kids' heads...\Oh, that's it!\It may be a bit old, but something like Iyami's Shii! response:	If you repeat the same joke over and over, it can become a meme!
context: Hm... How to pull in more kids?\Will Tanto become a boom, or will Tanto start a boom?\A boom, a boom...\Starting a boom with a gag manga...\Some signature joke that will stick in kids' heads...\Oh, that's it!\It may be a bit old, but something like Iyami's Shii!\If you repeat the same joke over and over, it can become a meme! response:	I'll work at it.
context: Will Tanto become a boom, or will Tanto start a boom?\A boom, a boom...\Starting a boom with a gag manga...\Some signature joke that will stick in kids' heads...\Oh, that's it!\It may be a bit old, but something like Iyami's Shii!\If you repeat the same joke over and over, it can become a meme!\I'll work at it. response:	If I have something repeatable, it might make writing jokes easier.
context: A boom, a boom...\Starting a boom with a gag manga...\Some signature joke that will stick in kids' heads...\Oh, that's it!\It may be a bit old, but something like Iyami's Shii!\If you repeat the same joke over and over, it can become a meme!\I'll work at it.\If I have something repeatable, it might make writing jokes easier. response:	I see.
context: Starting a boom with a gag manga...\Some signature joke that will stick in kids' heads...\Oh, that's it!\It may be a bit old, but something like Iyami's Shii!\If you repeat the same joke over and over, it can become a meme!\I'll work at it.\If I have something repeatable, it might make writing jokes easier.\I see. response:	We can get better rankings if we change how we do things!
context: Some signature joke that will stick in kids' heads...\Oh, that's it!\It may be a bit old, but something like Iyami's Shii!\If you repeat the same joke over and over, it can become a meme!\I'll work at it.\If I have something repeatable, it might make writing jokes easier.\I see.\We can get better rankings if we change how we do things! response:	Good work.
context: Oh, that's it!\It may be a bit old, but something like Iyami's Shii!\If you repeat the same joke over and over, it can become a meme!\I'll work at it.\If I have something repeatable, it might make writing jokes easier.\I see.\We can get better rankings if we change how we do things!\Good work. response:	The seventh chapter's still at 2nd place... Natural is really something.
context: It may be a bit old, but something like Iyami's Shii!\If you repeat the same joke over and over, it can become a meme!\I'll work at it.\If I have something repeatable, it might make writing jokes easier.\I see.\We can get better rankings if we change how we do things!\Good work.\The seventh chapter's still at 2nd place... Natural is really something. response:	Well, it's not as if CROW dropped in popularity. It actually got more votes.
context: If you repeat the same joke over and over, it can become a meme!\I'll work at it.\If I have something repeatable, it might make writing jokes easier.\I see.\We can get better rankings if we change how we do things!\Good work.\The seventh chapter's still at 2nd place... Natural is really something.\Well, it's not as if CROW dropped in popularity. It actually got more votes. response:	Speaking of rankings, your favorite Ashirogi has settled at 11th place.
context: I'll work at it.\If I have something repeatable, it might make writing jokes easier.\I see.\We can get better rankings if we change how we do things!\Good work.\The seventh chapter's still at 2nd place... Natural is really something.\Well, it's not as if CROW dropped in popularity. It actually got more votes.\Speaking of rankings, your favorite Ashirogi has settled at 11th place. response:	The editorial department is saying things like, Looks like Ashirogi can do gag manga too,
context: If I have something repeatable, it might make writing jokes easier.\I see.\We can get better rankings if we change how we do things!\Good work.\The seventh chapter's still at 2nd place... Natural is really something.\Well, it's not as if CROW dropped in popularity. It actually got more votes.\Speaking of rankings, your favorite Ashirogi has settled at 11th place.\The editorial department is saying things like, Looks like Ashirogi can do gag manga too, response:	and Manga that bring in younger readers are valuable.
context: I see.\We can get better rankings if we change how we do things!\Good work.\The seventh chapter's still at 2nd place... Natural is really something.\Well, it's not as if CROW dropped in popularity. It actually got more votes.\Speaking of rankings, your favorite Ashirogi has settled at 11th place.\The editorial department is saying things like, Looks like Ashirogi can do gag manga too,\and Manga that bring in younger readers are valuable. response:	What do you think of Tanto?
context: We can get better rankings if we change how we do things!\Good work.\The seventh chapter's still at 2nd place... Natural is really something.\Well, it's not as if CROW dropped in popularity. It actually got more votes.\Speaking of rankings, your favorite Ashirogi has settled at 11th place.\The editorial department is saying things like, Looks like Ashirogi can do gag manga too,\and Manga that bring in younger readers are valuable.\What do you think of Tanto? response:	I'm not reading it anymore!
context: Good work.\The seventh chapter's still at 2nd place... Natural is really something.\Well, it's not as if CROW dropped in popularity. It actually got more votes.\Speaking of rankings, your favorite Ashirogi has settled at 11th place.\The editorial department is saying things like, Looks like Ashirogi can do gag manga too,\and Manga that bring in younger readers are valuable.\What do you think of Tanto?\I'm not reading it anymore! response:	What?!
context: The seventh chapter's still at 2nd place... Natural is really something.\Well, it's not as if CROW dropped in popularity. It actually got more votes.\Speaking of rankings, your favorite Ashirogi has settled at 11th place.\The editorial department is saying things like, Looks like Ashirogi can do gag manga too,\and Manga that bring in younger readers are valuable.\What do you think of Tanto?\I'm not reading it anymore!\What?! response:	Is it okay for us to continue Tanto like this?
context: Well, it's not as if CROW dropped in popularity. It actually got more votes.\Speaking of rankings, your favorite Ashirogi has settled at 11th place.\The editorial department is saying things like, Looks like Ashirogi can do gag manga too,\and Manga that bring in younger readers are valuable.\What do you think of Tanto?\I'm not reading it anymore!\What?!\Is it okay for us to continue Tanto like this? response:	Don't say something so unnerving right before my wedding ceremony!
context: Speaking of rankings, your favorite Ashirogi has settled at 11th place.\The editorial department is saying things like, Looks like Ashirogi can do gag manga too,\and Manga that bring in younger readers are valuable.\What do you think of Tanto?\I'm not reading it anymore!\What?!\Is it okay for us to continue Tanto like this?\Don't say something so unnerving right before my wedding ceremony! response:	Love and Denial.
context: The editorial department is saying things like, Looks like Ashirogi can do gag manga too,\and Manga that bring in younger readers are valuable.\What do you think of Tanto?\I'm not reading it anymore!\What?!\Is it okay for us to continue Tanto like this?\Don't say something so unnerving right before my wedding ceremony!\Love and Denial. response:	In order to achieve your dream,
context: and Manga that bring in younger readers are valuable.\What do you think of Tanto?\I'm not reading it anymore!\What?!\Is it okay for us to continue Tanto like this?\Don't say something so unnerving right before my wedding ceremony!\Love and Denial.\In order to achieve your dream, response:	you need to stick to your goals!
context: What do you think of Tanto?\I'm not reading it anymore!\What?!\Is it okay for us to continue Tanto like this?\Don't say something so unnerving right before my wedding ceremony!\Love and Denial.\In order to achieve your dream,\you need to stick to your goals! response:	yume kanaeru made chousen wa tsuzuku
context: I'm not reading it anymore!\What?!\Is it okay for us to continue Tanto like this?\Don't say something so unnerving right before my wedding ceremony!\Love and Denial.\In order to achieve your dream,\you need to stick to your goals!\yume kanaeru made chousen wa tsuzuku response:	boku wa dokomade chikazuketandarou?
context: What?!\Is it okay for us to continue Tanto like this?\Don't say something so unnerving right before my wedding ceremony!\Love and Denial.\In order to achieve your dream,\you need to stick to your goals!\yume kanaeru made chousen wa tsuzuku\boku wa dokomade chikazuketandarou? response:	juunengo no mirai kagayaiteru sugata wa
context: Is it okay for us to continue Tanto like this?\Don't say something so unnerving right before my wedding ceremony!\Love and Denial.\In order to achieve your dream,\you need to stick to your goals!\yume kanaeru made chousen wa tsuzuku\boku wa dokomade chikazuketandarou?\juunengo no mirai kagayaiteru sugata wa response:	koukai wa shinai jibun de egaita story
context: Don't say something so unnerving right before my wedding ceremony!\Love and Denial.\In order to achieve your dream,\you need to stick to your goals!\yume kanaeru made chousen wa tsuzuku\boku wa dokomade chikazuketandarou?\juunengo no mirai kagayaiteru sugata wa\koukai wa shinai jibun de egaita story response:	fumidaseba yukute habamu genjitsu
context: Love and Denial.\In order to achieve your dream,\you need to stick to your goals!\yume kanaeru made chousen wa tsuzuku\boku wa dokomade chikazuketandarou?\juunengo no mirai kagayaiteru sugata wa\koukai wa shinai jibun de egaita story\fumidaseba yukute habamu genjitsu response:	makenai to ima mune ni chikatta
context: In order to achieve your dream,\you need to stick to your goals!\yume kanaeru made chousen wa tsuzuku\boku wa dokomade chikazuketandarou?\juunengo no mirai kagayaiteru sugata wa\koukai wa shinai jibun de egaita story\fumidaseba yukute habamu genjitsu\makenai to ima mune ni chikatta response:	kokorozashita tsukamitai yume ga arukara
context: you need to stick to your goals!\yume kanaeru made chousen wa tsuzuku\boku wa dokomade chikazuketandarou?\juunengo no mirai kagayaiteru sugata wa\koukai wa shinai jibun de egaita story\fumidaseba yukute habamu genjitsu\makenai to ima mune ni chikatta\kokorozashita tsukamitai yume ga arukara response:	moyashite yuke jounetsu wo atsuku
context: yume kanaeru made chousen wa tsuzuku\boku wa dokomade chikazuketandarou?\juunengo no mirai kagayaiteru sugata wa\koukai wa shinai jibun de egaita story\fumidaseba yukute habamu genjitsu\makenai to ima mune ni chikatta\kokorozashita tsukamitai yume ga arukara\moyashite yuke jounetsu wo atsuku response:	yume no tochuu de meguriau deai to wakare
context: boku wa dokomade chikazuketandarou?\juunengo no mirai kagayaiteru sugata wa\koukai wa shinai jibun de egaita story\fumidaseba yukute habamu genjitsu\makenai to ima mune ni chikatta\kokorozashita tsukamitai yume ga arukara\moyashite yuke jounetsu wo atsuku\yume no tochuu de meguriau deai to wakare response:	kimi ga oshietekureta boku dake ga motsu chikara
