context: OP response:	(TL BELOW REQUIRES MASSIVE ASSISTANCE. TQ!!)
context: W-Wait, who did you hear that from?!\I heard from Biore and Rouge.\Those two idiots!\Please don't blame them!\I forced them to tell.\How should I put it...\I wanted to tell you this myself. That's why I asked you out right before your performance.\S-Sorry. response:	But, you know, I was really happy when I heard about that,
context: I heard from Biore and Rouge.\Those two idiots!\Please don't blame them!\I forced them to tell.\How should I put it...\I wanted to tell you this myself. That's why I asked you out right before your performance.\S-Sorry.\But, you know, I was really happy when I heard about that, response:	but right now I am a bit mad.
context: Those two idiots!\Please don't blame them!\I forced them to tell.\How should I put it...\I wanted to tell you this myself. That's why I asked you out right before your performance.\S-Sorry.\But, you know, I was really happy when I heard about that,\but right now I am a bit mad. response:	You once said, The future lies in our own hands.
context: Please don't blame them!\I forced them to tell.\How should I put it...\I wanted to tell you this myself. That's why I asked you out right before your performance.\S-Sorry.\But, you know, I was really happy when I heard about that,\but right now I am a bit mad.\You once said, The future lies in our own hands. response:	Being threatened by fortune telling or star reading is pure foolishness!
context: I forced them to tell.\How should I put it...\I wanted to tell you this myself. That's why I asked you out right before your performance.\S-Sorry.\But, you know, I was really happy when I heard about that,\but right now I am a bit mad.\You once said, The future lies in our own hands.\Being threatened by fortune telling or star reading is pure foolishness! response:	My mindset remains the same.
context: How should I put it...\I wanted to tell you this myself. That's why I asked you out right before your performance.\S-Sorry.\But, you know, I was really happy when I heard about that,\but right now I am a bit mad.\You once said, The future lies in our own hands.\Being threatened by fortune telling or star reading is pure foolishness!\My mindset remains the same. response:	You say so, but you were still worried about the star reading.
context: I wanted to tell you this myself. That's why I asked you out right before your performance.\S-Sorry.\But, you know, I was really happy when I heard about that,\but right now I am a bit mad.\You once said, The future lies in our own hands.\Being threatened by fortune telling or star reading is pure foolishness!\My mindset remains the same.\You say so, but you were still worried about the star reading. response:	You hid the truth from me and protected me.
context: S-Sorry.\But, you know, I was really happy when I heard about that,\but right now I am a bit mad.\You once said, The future lies in our own hands.\Being threatened by fortune telling or star reading is pure foolishness!\My mindset remains the same.\You say so, but you were still worried about the star reading.\You hid the truth from me and protected me. response:	That's why that was...
context: But, you know, I was really happy when I heard about that,\but right now I am a bit mad.\You once said, The future lies in our own hands.\Being threatened by fortune telling or star reading is pure foolishness!\My mindset remains the same.\You say so, but you were still worried about the star reading.\You hid the truth from me and protected me.\That's why that was... response:	Even though you always took care of me when I was younger,
context: but right now I am a bit mad.\You once said, The future lies in our own hands.\Being threatened by fortune telling or star reading is pure foolishness!\My mindset remains the same.\You say so, but you were still worried about the star reading.\You hid the truth from me and protected me.\That's why that was...\Even though you always took care of me when I was younger, response:	I have grown up now.
context: You once said, The future lies in our own hands.\Being threatened by fortune telling or star reading is pure foolishness!\My mindset remains the same.\You say so, but you were still worried about the star reading.\You hid the truth from me and protected me.\That's why that was...\Even though you always took care of me when I was younger,\I have grown up now. response:	I have trustworthy subordinates and friends.
context: Being threatened by fortune telling or star reading is pure foolishness!\My mindset remains the same.\You say so, but you were still worried about the star reading.\You hid the truth from me and protected me.\That's why that was...\Even though you always took care of me when I was younger,\I have grown up now.\I have trustworthy subordinates and friends. response:	So, Princess Leo, you do not have to sacrifice yourself to protect me!
context: My mindset remains the same.\You say so, but you were still worried about the star reading.\You hid the truth from me and protected me.\That's why that was...\Even though you always took care of me when I was younger,\I have grown up now.\I have trustworthy subordinates and friends.\So, Princess Leo, you do not have to sacrifice yourself to protect me! response:	No! You don't understand!
context: You say so, but you were still worried about the star reading.\You hid the truth from me and protected me.\That's why that was...\Even though you always took care of me when I was younger,\I have grown up now.\I have trustworthy subordinates and friends.\So, Princess Leo, you do not have to sacrifice yourself to protect me!\No! You don't understand! response:	You kept protecting me and loving me when we were young.
context: You hid the truth from me and protected me.\That's why that was...\Even though you always took care of me when I was younger,\I have grown up now.\I have trustworthy subordinates and friends.\So, Princess Leo, you do not have to sacrifice yourself to protect me!\No! You don't understand!\You kept protecting me and loving me when we were young. response:	Do you know how much warmth you supported me with?
context: That's why that was...\Even though you always took care of me when I was younger,\I have grown up now.\I have trustworthy subordinates and friends.\So, Princess Leo, you do not have to sacrifice yourself to protect me!\No! You don't understand!\You kept protecting me and loving me when we were young.\Do you know how much warmth you supported me with? response:	If you were to disappear, if I were to be in a world without you...
context: Even though you always took care of me when I was younger,\I have grown up now.\I have trustworthy subordinates and friends.\So, Princess Leo, you do not have to sacrifice yourself to protect me!\No! You don't understand!\You kept protecting me and loving me when we were young.\Do you know how much warmth you supported me with?\If you were to disappear, if I were to be in a world without you... response:	I'm sorry, Princess Leo. I won't disappear!
context: I have grown up now.\I have trustworthy subordinates and friends.\So, Princess Leo, you do not have to sacrifice yourself to protect me!\No! You don't understand!\You kept protecting me and loving me when we were young.\Do you know how much warmth you supported me with?\If you were to disappear, if I were to be in a world without you...\I'm sorry, Princess Leo. I won't disappear! response:	Princess Leo is a renowned and excellent leader, but she's still young.
context: I have trustworthy subordinates and friends.\So, Princess Leo, you do not have to sacrifice yourself to protect me!\No! You don't understand!\You kept protecting me and loving me when we were young.\Do you know how much warmth you supported me with?\If you were to disappear, if I were to be in a world without you...\I'm sorry, Princess Leo. I won't disappear!\Princess Leo is a renowned and excellent leader, but she's still young. response:	Perhaps our concern wasn't enough.
context: So, Princess Leo, you do not have to sacrifice yourself to protect me!\No! You don't understand!\You kept protecting me and loving me when we were young.\Do you know how much warmth you supported me with?\If you were to disappear, if I were to be in a world without you...\I'm sorry, Princess Leo. I won't disappear!\Princess Leo is a renowned and excellent leader, but she's still young.\Perhaps our concern wasn't enough. response:	You're right.
context: No! You don't understand!\You kept protecting me and loving me when we were young.\Do you know how much warmth you supported me with?\If you were to disappear, if I were to be in a world without you...\I'm sorry, Princess Leo. I won't disappear!\Princess Leo is a renowned and excellent leader, but she's still young.\Perhaps our concern wasn't enough.\You're right. response:	We still need the Leader of the Knights to discreetly keep in touch with General Bernard.
context: You kept protecting me and loving me when we were young.\Do you know how much warmth you supported me with?\If you were to disappear, if I were to be in a world without you...\I'm sorry, Princess Leo. I won't disappear!\Princess Leo is a renowned and excellent leader, but she's still young.\Perhaps our concern wasn't enough.\You're right.\We still need the Leader of the Knights to discreetly keep in touch with General Bernard. response:	Yeah. It'd be great if you could be of help as well.
context: Do you know how much warmth you supported me with?\If you were to disappear, if I were to be in a world without you...\I'm sorry, Princess Leo. I won't disappear!\Princess Leo is a renowned and excellent leader, but she's still young.\Perhaps our concern wasn't enough.\You're right.\We still need the Leader of the Knights to discreetly keep in touch with General Bernard.\Yeah. It'd be great if you could be of help as well. response:	Sure.
context: If you were to disappear, if I were to be in a world without you...\I'm sorry, Princess Leo. I won't disappear!\Princess Leo is a renowned and excellent leader, but she's still young.\Perhaps our concern wasn't enough.\You're right.\We still need the Leader of the Knights to discreetly keep in touch with General Bernard.\Yeah. It'd be great if you could be of help as well.\Sure. response:	It's been some time since you saw the embarrassing side of me.
context: I'm sorry, Princess Leo. I won't disappear!\Princess Leo is a renowned and excellent leader, but she's still young.\Perhaps our concern wasn't enough.\You're right.\We still need the Leader of the Knights to discreetly keep in touch with General Bernard.\Yeah. It'd be great if you could be of help as well.\Sure.\It's been some time since you saw the embarrassing side of me. response:	It isn't embarrassing at all!
context: Princess Leo is a renowned and excellent leader, but she's still young.\Perhaps our concern wasn't enough.\You're right.\We still need the Leader of the Knights to discreetly keep in touch with General Bernard.\Yeah. It'd be great if you could be of help as well.\Sure.\It's been some time since you saw the embarrassing side of me.\It isn't embarrassing at all! response:	Princess, we're really sorry, but it's time for the rehearsal!
context: Perhaps our concern wasn't enough.\You're right.\We still need the Leader of the Knights to discreetly keep in touch with General Bernard.\Yeah. It'd be great if you could be of help as well.\Sure.\It's been some time since you saw the embarrassing side of me.\It isn't embarrassing at all!\Princess, we're really sorry, but it's time for the rehearsal! response:	Princess!
context: You're right.\We still need the Leader of the Knights to discreetly keep in touch with General Bernard.\Yeah. It'd be great if you could be of help as well.\Sure.\It's been some time since you saw the embarrassing side of me.\It isn't embarrassing at all!\Princess, we're really sorry, but it's time for the rehearsal!\Princess! response:	I'm sorry I took so much of your time.
context: We still need the Leader of the Knights to discreetly keep in touch with General Bernard.\Yeah. It'd be great if you could be of help as well.\Sure.\It's been some time since you saw the embarrassing side of me.\It isn't embarrassing at all!\Princess, we're really sorry, but it's time for the rehearsal!\Princess!\I'm sorry I took so much of your time. response:	It's fine.
context: Yeah. It'd be great if you could be of help as well.\Sure.\It's been some time since you saw the embarrassing side of me.\It isn't embarrassing at all!\Princess, we're really sorry, but it's time for the rehearsal!\Princess!\I'm sorry I took so much of your time.\It's fine. response:	It's been a while since I heard your last song.
context: Sure.\It's been some time since you saw the embarrassing side of me.\It isn't embarrassing at all!\Princess, we're really sorry, but it's time for the rehearsal!\Princess!\I'm sorry I took so much of your time.\It's fine.\It's been a while since I heard your last song. response:	May I have the honor?
context: It's been some time since you saw the embarrassing side of me.\It isn't embarrassing at all!\Princess, we're really sorry, but it's time for the rehearsal!\Princess!\I'm sorry I took so much of your time.\It's fine.\It's been a while since I heard your last song.\May I have the honor? response:	Of course! I'll sing my best!
context: It isn't embarrassing at all!\Princess, we're really sorry, but it's time for the rehearsal!\Princess!\I'm sorry I took so much of your time.\It's fine.\It's been a while since I heard your last song.\May I have the honor?\Of course! I'll sing my best! response:	Sparkling radiance and wind at the very end of the sky
context: Princess, we're really sorry, but it's time for the rehearsal!\Princess!\I'm sorry I took so much of your time.\It's fine.\It's been a while since I heard your last song.\May I have the honor?\Of course! I'll sing my best!\Sparkling radiance and wind at the very end of the sky response:	I'll run with you'til the faraway end
context: Princess!\I'm sorry I took so much of your time.\It's fine.\It's been a while since I heard your last song.\May I have the honor?\Of course! I'll sing my best!\Sparkling radiance and wind at the very end of the sky\I'll run with you'til the faraway end response:	I'll hold your hands and move, I'll grab them tightly and never let them go
context: I'm sorry I took so much of your time.\It's fine.\It's been a while since I heard your last song.\May I have the honor?\Of course! I'll sing my best!\Sparkling radiance and wind at the very end of the sky\I'll run with you'til the faraway end\I'll hold your hands and move, I'll grab them tightly and never let them go response:	I love you. I want to pass these words on to you.
context: It's fine.\It's been a while since I heard your last song.\May I have the honor?\Of course! I'll sing my best!\Sparkling radiance and wind at the very end of the sky\I'll run with you'til the faraway end\I'll hold your hands and move, I'll grab them tightly and never let them go\I love you. I want to pass these words on to you. response:	During the times when our mood staggers,
context: It's been a while since I heard your last song.\May I have the honor?\Of course! I'll sing my best!\Sparkling radiance and wind at the very end of the sky\I'll run with you'til the faraway end\I'll hold your hands and move, I'll grab them tightly and never let them go\I love you. I want to pass these words on to you.\During the times when our mood staggers, response:	during the times when our intentions couldn't be the same
context: May I have the honor?\Of course! I'll sing my best!\Sparkling radiance and wind at the very end of the sky\I'll run with you'til the faraway end\I'll hold your hands and move, I'll grab them tightly and never let them go\I love you. I want to pass these words on to you.\During the times when our mood staggers,\during the times when our intentions couldn't be the same response:	Shaken by tears, even when at a loss, we will for sure
context: Of course! I'll sing my best!\Sparkling radiance and wind at the very end of the sky\I'll run with you'til the faraway end\I'll hold your hands and move, I'll grab them tightly and never let them go\I love you. I want to pass these words on to you.\During the times when our mood staggers,\during the times when our intentions couldn't be the same\Shaken by tears, even when at a loss, we will for sure response:	Hide tiny bits of courage within our hearts and coagulate wishes deep in our hearts
context: Sparkling radiance and wind at the very end of the sky\I'll run with you'til the faraway end\I'll hold your hands and move, I'll grab them tightly and never let them go\I love you. I want to pass these words on to you.\During the times when our mood staggers,\during the times when our intentions couldn't be the same\Shaken by tears, even when at a loss, we will for sure\Hide tiny bits of courage within our hearts and coagulate wishes deep in our hearts response:	Even now, no matter when it is, I'll believe in continuously moving forward
context: I'll run with you'til the faraway end\I'll hold your hands and move, I'll grab them tightly and never let them go\I love you. I want to pass these words on to you.\During the times when our mood staggers,\during the times when our intentions couldn't be the same\Shaken by tears, even when at a loss, we will for sure\Hide tiny bits of courage within our hearts and coagulate wishes deep in our hearts\Even now, no matter when it is, I'll believe in continuously moving forward response:	I'll pass on words overflowing with longing feelings
context: I'll hold your hands and move, I'll grab them tightly and never let them go\I love you. I want to pass these words on to you.\During the times when our mood staggers,\during the times when our intentions couldn't be the same\Shaken by tears, even when at a loss, we will for sure\Hide tiny bits of courage within our hearts and coagulate wishes deep in our hearts\Even now, no matter when it is, I'll believe in continuously moving forward\I'll pass on words overflowing with longing feelings response:	I love you, I want to deliver that phrase to your heart.
context: I love you. I want to pass these words on to you.\During the times when our mood staggers,\during the times when our intentions couldn't be the same\Shaken by tears, even when at a loss, we will for sure\Hide tiny bits of courage within our hearts and coagulate wishes deep in our hearts\Even now, no matter when it is, I'll believe in continuously moving forward\I'll pass on words overflowing with longing feelings\I love you, I want to deliver that phrase to your heart. response:	Our miraculous encounter is right under this starry sky
context: During the times when our mood staggers,\during the times when our intentions couldn't be the same\Shaken by tears, even when at a loss, we will for sure\Hide tiny bits of courage within our hearts and coagulate wishes deep in our hearts\Even now, no matter when it is, I'll believe in continuously moving forward\I'll pass on words overflowing with longing feelings\I love you, I want to deliver that phrase to your heart.\Our miraculous encounter is right under this starry sky response:	It'll become a gentle bond, and we'll softly harmonize with each other
context: during the times when our intentions couldn't be the same\Shaken by tears, even when at a loss, we will for sure\Hide tiny bits of courage within our hearts and coagulate wishes deep in our hearts\Even now, no matter when it is, I'll believe in continuously moving forward\I'll pass on words overflowing with longing feelings\I love you, I want to deliver that phrase to your heart.\Our miraculous encounter is right under this starry sky\It'll become a gentle bond, and we'll softly harmonize with each other response:	When our eyes meet, and our hearts are in agreement
context: Shaken by tears, even when at a loss, we will for sure\Hide tiny bits of courage within our hearts and coagulate wishes deep in our hearts\Even now, no matter when it is, I'll believe in continuously moving forward\I'll pass on words overflowing with longing feelings\I love you, I want to deliver that phrase to your heart.\Our miraculous encounter is right under this starry sky\It'll become a gentle bond, and we'll softly harmonize with each other\When our eyes meet, and our hearts are in agreement response:	Love for you. Wouldn't it be great if I could tell you that?
context: Hide tiny bits of courage within our hearts and coagulate wishes deep in our hearts\Even now, no matter when it is, I'll believe in continuously moving forward\I'll pass on words overflowing with longing feelings\I love you, I want to deliver that phrase to your heart.\Our miraculous encounter is right under this starry sky\It'll become a gentle bond, and we'll softly harmonize with each other\When our eyes meet, and our hearts are in agreement\Love for you. Wouldn't it be great if I could tell you that? response:	More, much more gentleness
context: Even now, no matter when it is, I'll believe in continuously moving forward\I'll pass on words overflowing with longing feelings\I love you, I want to deliver that phrase to your heart.\Our miraculous encounter is right under this starry sky\It'll become a gentle bond, and we'll softly harmonize with each other\When our eyes meet, and our hearts are in agreement\Love for you. Wouldn't it be great if I could tell you that?\More, much more gentleness response:	When it's no longer possible to firmly grasp these hands,
context: I'll pass on words overflowing with longing feelings\I love you, I want to deliver that phrase to your heart.\Our miraculous encounter is right under this starry sky\It'll become a gentle bond, and we'll softly harmonize with each other\When our eyes meet, and our hearts are in agreement\Love for you. Wouldn't it be great if I could tell you that?\More, much more gentleness\When it's no longer possible to firmly grasp these hands, response:	intentions all frozen, even when at a loss, I will...
context: I love you, I want to deliver that phrase to your heart.\Our miraculous encounter is right under this starry sky\It'll become a gentle bond, and we'll softly harmonize with each other\When our eyes meet, and our hearts are in agreement\Love for you. Wouldn't it be great if I could tell you that?\More, much more gentleness\When it's no longer possible to firmly grasp these hands,\intentions all frozen, even when at a loss, I will... response:	Keep the promise in my heart, wishing to always protect you
context: Our miraculous encounter is right under this starry sky\It'll become a gentle bond, and we'll softly harmonize with each other\When our eyes meet, and our hearts are in agreement\Love for you. Wouldn't it be great if I could tell you that?\More, much more gentleness\When it's no longer possible to firmly grasp these hands,\intentions all frozen, even when at a loss, I will...\Keep the promise in my heart, wishing to always protect you response:	I'll keep unwavering courage deep down my heart, no matter when
context: It'll become a gentle bond, and we'll softly harmonize with each other\When our eyes meet, and our hearts are in agreement\Love for you. Wouldn't it be great if I could tell you that?\More, much more gentleness\When it's no longer possible to firmly grasp these hands,\intentions all frozen, even when at a loss, I will...\Keep the promise in my heart, wishing to always protect you\I'll keep unwavering courage deep down my heart, no matter when response:	I'll pass on words overflowing with longing feelings
context: When our eyes meet, and our hearts are in agreement\Love for you. Wouldn't it be great if I could tell you that?\More, much more gentleness\When it's no longer possible to firmly grasp these hands,\intentions all frozen, even when at a loss, I will...\Keep the promise in my heart, wishing to always protect you\I'll keep unwavering courage deep down my heart, no matter when\I'll pass on words overflowing with longing feelings response:	I love you, I love you
context: Love for you. Wouldn't it be great if I could tell you that?\More, much more gentleness\When it's no longer possible to firmly grasp these hands,\intentions all frozen, even when at a loss, I will...\Keep the promise in my heart, wishing to always protect you\I'll keep unwavering courage deep down my heart, no matter when\I'll pass on words overflowing with longing feelings\I love you, I love you response:	I wish to tell you that.
context: More, much more gentleness\When it's no longer possible to firmly grasp these hands,\intentions all frozen, even when at a loss, I will...\Keep the promise in my heart, wishing to always protect you\I'll keep unwavering courage deep down my heart, no matter when\I'll pass on words overflowing with longing feelings\I love you, I love you\I wish to tell you that. response:	Do you see that? She's the one who saved you.
context: When it's no longer possible to firmly grasp these hands,\intentions all frozen, even when at a loss, I will...\Keep the promise in my heart, wishing to always protect you\I'll keep unwavering courage deep down my heart, no matter when\I'll pass on words overflowing with longing feelings\I love you, I love you\I wish to tell you that.\Do you see that? She's the one who saved you. response:	The princess who saved your mother from misery.
context: intentions all frozen, even when at a loss, I will...\Keep the promise in my heart, wishing to always protect you\I'll keep unwavering courage deep down my heart, no matter when\I'll pass on words overflowing with longing feelings\I love you, I love you\I wish to tell you that.\Do you see that? She's the one who saved you.\The princess who saved your mother from misery. response:	This is...
context: Keep the promise in my heart, wishing to always protect you\I'll keep unwavering courage deep down my heart, no matter when\I'll pass on words overflowing with longing feelings\I love you, I love you\I wish to tell you that.\Do you see that? She's the one who saved you.\The princess who saved your mother from misery.\This is... response:	Could this be the power of the little fox?
context: I'll keep unwavering courage deep down my heart, no matter when\I'll pass on words overflowing with longing feelings\I love you, I love you\I wish to tell you that.\Do you see that? She's the one who saved you.\The princess who saved your mother from misery.\This is...\Could this be the power of the little fox? response:	It's possible, but it may not be the only thing.
context: I'll pass on words overflowing with longing feelings\I love you, I love you\I wish to tell you that.\Do you see that? She's the one who saved you.\The princess who saved your mother from misery.\This is...\Could this be the power of the little fox?\It's possible, but it may not be the only thing. response:	I'm choking!
context: I love you, I love you\I wish to tell you that.\Do you see that? She's the one who saved you.\The princess who saved your mother from misery.\This is...\Could this be the power of the little fox?\It's possible, but it may not be the only thing.\I'm choking! response:	Stare...
context: I wish to tell you that.\Do you see that? She's the one who saved you.\The princess who saved your mother from misery.\This is...\Could this be the power of the little fox?\It's possible, but it may not be the only thing.\I'm choking!\Stare... response:	I'm choking!
context: Do you see that? She's the one who saved you.\The princess who saved your mother from misery.\This is...\Could this be the power of the little fox?\It's possible, but it may not be the only thing.\I'm choking!\Stare...\I'm choking! response:	Are you okay, Sir Hero?
context: The princess who saved your mother from misery.\This is...\Could this be the power of the little fox?\It's possible, but it may not be the only thing.\I'm choking!\Stare...\I'm choking!\Are you okay, Sir Hero? response:	I hope these two can get along well from now on.
context: This is...\Could this be the power of the little fox?\It's possible, but it may not be the only thing.\I'm choking!\Stare...\I'm choking!\Are you okay, Sir Hero?\I hope these two can get along well from now on. response:	Indeed.
context: Could this be the power of the little fox?\It's possible, but it may not be the only thing.\I'm choking!\Stare...\I'm choking!\Are you okay, Sir Hero?\I hope these two can get along well from now on.\Indeed. response:	Stare...
context: It's possible, but it may not be the only thing.\I'm choking!\Stare...\I'm choking!\Are you okay, Sir Hero?\I hope these two can get along well from now on.\Indeed.\Stare... response:	The Four Conditions
