context: Future Plans Questionnaire response:	Year Class Number Name
context: G-Good luck!\Good luck.\Well, let's do this.\On your marks!\Set!\Damn, I'm glad I ride a bike to school!\Otherwise, there's no way I could run this long!\I'm impressed you're keeping up. response:	Yeah, well...
context: Good luck.\Well, let's do this.\On your marks!\Set!\Damn, I'm glad I ride a bike to school!\Otherwise, there's no way I could run this long!\I'm impressed you're keeping up.\Yeah, well... response:	As long as I don't think about pacing myself, it's not impossible.
context: Well, let's do this.\On your marks!\Set!\Damn, I'm glad I ride a bike to school!\Otherwise, there's no way I could run this long!\I'm impressed you're keeping up.\Yeah, well...\As long as I don't think about pacing myself, it's not impossible. response:	I wonder how people feel as they approach a halfway point in a trial.
context: On your marks!\Set!\Damn, I'm glad I ride a bike to school!\Otherwise, there's no way I could run this long!\I'm impressed you're keeping up.\Yeah, well...\As long as I don't think about pacing myself, it's not impossible.\I wonder how people feel as they approach a halfway point in a trial. response:	Do they despair at the knowledge that half the trial still remains?
context: Set!\Damn, I'm glad I ride a bike to school!\Otherwise, there's no way I could run this long!\I'm impressed you're keeping up.\Yeah, well...\As long as I don't think about pacing myself, it's not impossible.\I wonder how people feel as they approach a halfway point in a trial.\Do they despair at the knowledge that half the trial still remains? response:	Or do they feel relieved to have made it halfway through?
context: Damn, I'm glad I ride a bike to school!\Otherwise, there's no way I could run this long!\I'm impressed you're keeping up.\Yeah, well...\As long as I don't think about pacing myself, it's not impossible.\I wonder how people feel as they approach a halfway point in a trial.\Do they despair at the knowledge that half the trial still remains?\Or do they feel relieved to have made it halfway through? response:	Most would probably feel one of the two.
context: Otherwise, there's no way I could run this long!\I'm impressed you're keeping up.\Yeah, well...\As long as I don't think about pacing myself, it's not impossible.\I wonder how people feel as they approach a halfway point in a trial.\Do they despair at the knowledge that half the trial still remains?\Or do they feel relieved to have made it halfway through?\Most would probably feel one of the two. response:	And both of those emotions create openings in people's hearts.
context: I'm impressed you're keeping up.\Yeah, well...\As long as I don't think about pacing myself, it's not impossible.\I wonder how people feel as they approach a halfway point in a trial.\Do they despair at the knowledge that half the trial still remains?\Or do they feel relieved to have made it halfway through?\Most would probably feel one of the two.\And both of those emotions create openings in people's hearts. response:	That's why I've pushed myself this far.
context: Yeah, well...\As long as I don't think about pacing myself, it's not impossible.\I wonder how people feel as they approach a halfway point in a trial.\Do they despair at the knowledge that half the trial still remains?\Or do they feel relieved to have made it halfway through?\Most would probably feel one of the two.\And both of those emotions create openings in people's hearts.\That's why I've pushed myself this far. response:	Was Miura handy for keeping girls away?
context: As long as I don't think about pacing myself, it's not impossible.\I wonder how people feel as they approach a halfway point in a trial.\Do they despair at the knowledge that half the trial still remains?\Or do they feel relieved to have made it halfway through?\Most would probably feel one of the two.\And both of those emotions create openings in people's hearts.\That's why I've pushed myself this far.\Was Miura handy for keeping girls away? response:	Well? Was she useful?
context: I wonder how people feel as they approach a halfway point in a trial.\Do they despair at the knowledge that half the trial still remains?\Or do they feel relieved to have made it halfway through?\Most would probably feel one of the two.\And both of those emotions create openings in people's hearts.\That's why I've pushed myself this far.\Was Miura handy for keeping girls away?\Well? Was she useful? response:	Be quiet for a minute.
context: Do they despair at the knowledge that half the trial still remains?\Or do they feel relieved to have made it halfway through?\Most would probably feel one of the two.\And both of those emotions create openings in people's hearts.\That's why I've pushed myself this far.\Was Miura handy for keeping girls away?\Well? Was she useful?\Be quiet for a minute. response:	Did you pick liberal arts or sciences?
context: Or do they feel relieved to have made it halfway through?\Most would probably feel one of the two.\And both of those emotions create openings in people's hearts.\That's why I've pushed myself this far.\Was Miura handy for keeping girls away?\Well? Was she useful?\Be quiet for a minute.\Did you pick liberal arts or sciences? response:	I'm not telling you.
context: Most would probably feel one of the two.\And both of those emotions create openings in people's hearts.\That's why I've pushed myself this far.\Was Miura handy for keeping girls away?\Well? Was she useful?\Be quiet for a minute.\Did you pick liberal arts or sciences?\I'm not telling you. response:	Then let me put it another way.
context: And both of those emotions create openings in people's hearts.\That's why I've pushed myself this far.\Was Miura handy for keeping girls away?\Well? Was she useful?\Be quiet for a minute.\Did you pick liberal arts or sciences?\I'm not telling you.\Then let me put it another way. response:	Pick sciences.
context: That's why I've pushed myself this far.\Was Miura handy for keeping girls away?\Well? Was she useful?\Be quiet for a minute.\Did you pick liberal arts or sciences?\I'm not telling you.\Then let me put it another way.\Pick sciences. response:	I don't know which one you had chosen,
context: Was Miura handy for keeping girls away?\Well? Was she useful?\Be quiet for a minute.\Did you pick liberal arts or sciences?\I'm not telling you.\Then let me put it another way.\Pick sciences.\I don't know which one you had chosen, response:	and I don't really care.
context: Well? Was she useful?\Be quiet for a minute.\Did you pick liberal arts or sciences?\I'm not telling you.\Then let me put it another way.\Pick sciences.\I don't know which one you had chosen,\and I don't really care. response:	But it can still be changed, so change it!
context: Be quiet for a minute.\Did you pick liberal arts or sciences?\I'm not telling you.\Then let me put it another way.\Pick sciences.\I don't know which one you had chosen,\and I don't really care.\But it can still be changed, so change it! response:	That's the only way to meet your condition!
context: Did you pick liberal arts or sciences?\I'm not telling you.\Then let me put it another way.\Pick sciences.\I don't know which one you had chosen,\and I don't really care.\But it can still be changed, so change it!\That's the only way to meet your condition! response:	Condition?
context: I'm not telling you.\Then let me put it another way.\Pick sciences.\I don't know which one you had chosen,\and I don't really care.\But it can still be changed, so change it!\That's the only way to meet your condition!\Condition? response:	You told me to stop being intrusive, right?
context: Then let me put it another way.\Pick sciences.\I don't know which one you had chosen,\and I don't really care.\But it can still be changed, so change it!\That's the only way to meet your condition!\Condition?\You told me to stop being intrusive, right? response:	In other words,
context: Pick sciences.\I don't know which one you had chosen,\and I don't really care.\But it can still be changed, so change it!\That's the only way to meet your condition!\Condition?\You told me to stop being intrusive, right?\In other words, response:	you want to stop being the Hayama Hayato everyone wants!
context: I don't know which one you had chosen,\and I don't really care.\But it can still be changed, so change it!\That's the only way to meet your condition!\Condition?\You told me to stop being intrusive, right?\In other words,\you want to stop being the Hayama Hayato everyone wants! response:	If you go with sciences, there won't be as many people,
context: and I don't really care.\But it can still be changed, so change it!\That's the only way to meet your condition!\Condition?\You told me to stop being intrusive, right?\In other words,\you want to stop being the Hayama Hayato everyone wants!\If you go with sciences, there won't be as many people, response:	and there aren't many girls.
context: But it can still be changed, so change it!\That's the only way to meet your condition!\Condition?\You told me to stop being intrusive, right?\In other words,\you want to stop being the Hayama Hayato everyone wants!\If you go with sciences, there won't be as many people,\and there aren't many girls. response:	You can put distance between you and the problems intruding in your life.
context: That's the only way to meet your condition!\Condition?\You told me to stop being intrusive, right?\In other words,\you want to stop being the Hayama Hayato everyone wants!\If you go with sciences, there won't be as many people,\and there aren't many girls.\You can put distance between you and the problems intruding in your life. response:	Plus, if your choice doesn't match theirs,
context: Condition?\You told me to stop being intrusive, right?\In other words,\you want to stop being the Hayama Hayato everyone wants!\If you go with sciences, there won't be as many people,\and there aren't many girls.\You can put distance between you and the problems intruding in your life.\Plus, if your choice doesn't match theirs, response:	they'll all accept it and drift away from you.
context: You told me to stop being intrusive, right?\In other words,\you want to stop being the Hayama Hayato everyone wants!\If you go with sciences, there won't be as many people,\and there aren't many girls.\You can put distance between you and the problems intruding in your life.\Plus, if your choice doesn't match theirs,\they'll all accept it and drift away from you. response:	If it ends naturally, nobody gets hurt,
context: In other words,\you want to stop being the Hayama Hayato everyone wants!\If you go with sciences, there won't be as many people,\and there aren't many girls.\You can put distance between you and the problems intruding in your life.\Plus, if your choice doesn't match theirs,\they'll all accept it and drift away from you.\If it ends naturally, nobody gets hurt, response:	and you won't have to betray anyone's expectations.
context: you want to stop being the Hayama Hayato everyone wants!\If you go with sciences, there won't be as many people,\and there aren't many girls.\You can put distance between you and the problems intruding in your life.\Plus, if your choice doesn't match theirs,\they'll all accept it and drift away from you.\If it ends naturally, nobody gets hurt,\and you won't have to betray anyone's expectations. response:	I was right. We never could've been friends.
context: If you go with sciences, there won't be as many people,\and there aren't many girls.\You can put distance between you and the problems intruding in your life.\Plus, if your choice doesn't match theirs,\they'll all accept it and drift away from you.\If it ends naturally, nobody gets hurt,\and you won't have to betray anyone's expectations.\I was right. We never could've been friends. response:	Huh?
context: and there aren't many girls.\You can put distance between you and the problems intruding in your life.\Plus, if your choice doesn't match theirs,\they'll all accept it and drift away from you.\If it ends naturally, nobody gets hurt,\and you won't have to betray anyone's expectations.\I was right. We never could've been friends.\Huh? response:	I don't like you.
context: You can put distance between you and the problems intruding in your life.\Plus, if your choice doesn't match theirs,\they'll all accept it and drift away from you.\If it ends naturally, nobody gets hurt,\and you won't have to betray anyone's expectations.\I was right. We never could've been friends.\Huh?\I don't like you. response:	O-Oh...
context: Plus, if your choice doesn't match theirs,\they'll all accept it and drift away from you.\If it ends naturally, nobody gets hurt,\and you won't have to betray anyone's expectations.\I was right. We never could've been friends.\Huh?\I don't like you.\O-Oh... response:	I feel inferior to you,
context: they'll all accept it and drift away from you.\If it ends naturally, nobody gets hurt,\and you won't have to betray anyone's expectations.\I was right. We never could've been friends.\Huh?\I don't like you.\O-Oh...\I feel inferior to you, response:	and I can't stand that.
context: If it ends naturally, nobody gets hurt,\and you won't have to betray anyone's expectations.\I was right. We never could've been friends.\Huh?\I don't like you.\O-Oh...\I feel inferior to you,\and I can't stand that. response:	I wanted us to be equals,
context: and you won't have to betray anyone's expectations.\I was right. We never could've been friends.\Huh?\I don't like you.\O-Oh...\I feel inferior to you,\and I can't stand that.\I wanted us to be equals, response:	so I could accept losing to you.
context: I was right. We never could've been friends.\Huh?\I don't like you.\O-Oh...\I feel inferior to you,\and I can't stand that.\I wanted us to be equals,\so I could accept losing to you. response:	So I won't do as you say.
context: Huh?\I don't like you.\O-Oh...\I feel inferior to you,\and I can't stand that.\I wanted us to be equals,\so I could accept losing to you.\So I won't do as you say. response:	Sorry for blocking your second consecutive win.
context: I don't like you.\O-Oh...\I feel inferior to you,\and I can't stand that.\I wanted us to be equals,\so I could accept losing to you.\So I won't do as you say.\Sorry for blocking your second consecutive win. response:	No, I'll win. That's what I do.
context: O-Oh...\I feel inferior to you,\and I can't stand that.\I wanted us to be equals,\so I could accept losing to you.\So I won't do as you say.\Sorry for blocking your second consecutive win.\No, I'll win. That's what I do. response:	Besides...
context: I feel inferior to you,\and I can't stand that.\I wanted us to be equals,\so I could accept losing to you.\So I won't do as you say.\Sorry for blocking your second consecutive win.\No, I'll win. That's what I do.\Besides... response:	I don't want to lose to you.
context: and I can't stand that.\I wanted us to be equals,\so I could accept losing to you.\So I won't do as you say.\Sorry for blocking your second consecutive win.\No, I'll win. That's what I do.\Besides...\I don't want to lose to you. response:	Damn it...
context: I wanted us to be equals,\so I could accept losing to you.\So I won't do as you say.\Sorry for blocking your second consecutive win.\No, I'll win. That's what I do.\Besides...\I don't want to lose to you.\Damn it... response:	Why is he so cool?!
context: so I could accept losing to you.\So I won't do as you say.\Sorry for blocking your second consecutive win.\No, I'll win. That's what I do.\Besides...\I don't want to lose to you.\Damn it...\Why is he so cool?! response:	Congratulations, Hayama-senpai!
context: So I won't do as you say.\Sorry for blocking your second consecutive win.\No, I'll win. That's what I do.\Besides...\I don't want to lose to you.\Damn it...\Why is he so cool?!\Congratulations, Hayama-senpai! response:	I knew for sure you'd win!
context: Sorry for blocking your second consecutive win.\No, I'll win. That's what I do.\Besides...\I don't want to lose to you.\Damn it...\Why is he so cool?!\Congratulations, Hayama-senpai!\I knew for sure you'd win! response:	I was able to finish the race thanks to all of your support.
context: No, I'll win. That's what I do.\Besides...\I don't want to lose to you.\Damn it...\Why is he so cool?!\Congratulations, Hayama-senpai!\I knew for sure you'd win!\I was able to finish the race thanks to all of your support. response:	Thank you.
context: Besides...\I don't want to lose to you.\Damn it...\Why is he so cool?!\Congratulations, Hayama-senpai!\I knew for sure you'd win!\I was able to finish the race thanks to all of your support.\Thank you. response:	Yumiko.
context: I don't want to lose to you.\Damn it...\Why is he so cool?!\Congratulations, Hayama-senpai!\I knew for sure you'd win!\I was able to finish the race thanks to all of your support.\Thank you.\Yumiko. response:	Iroha.
context: Damn it...\Why is he so cool?!\Congratulations, Hayama-senpai!\I knew for sure you'd win!\I was able to finish the race thanks to all of your support.\Thank you.\Yumiko.\Iroha. response:	Thanks.
context: Why is he so cool?!\Congratulations, Hayama-senpai!\I knew for sure you'd win!\I was able to finish the race thanks to all of your support.\Thank you.\Yumiko.\Iroha.\Thanks. response:	Okay! A round of applause for Hayama-senpai!
context: Congratulations, Hayama-senpai!\I knew for sure you'd win!\I was able to finish the race thanks to all of your support.\Thank you.\Yumiko.\Iroha.\Thanks.\Okay! A round of applause for Hayama-senpai! response:	I don't need to announce who placed after him, right?
context: I knew for sure you'd win!\I was able to finish the race thanks to all of your support.\Thank you.\Yumiko.\Iroha.\Thanks.\Okay! A round of applause for Hayama-senpai!\I don't need to announce who placed after him, right? response:	So he wasn't really going out with Yukinoshita-san?
context: I was able to finish the race thanks to all of your support.\Thank you.\Yumiko.\Iroha.\Thanks.\Okay! A round of applause for Hayama-senpai!\I don't need to announce who placed after him, right?\So he wasn't really going out with Yukinoshita-san? response:	I guess rumors are just rumors.
context: Thank you.\Yumiko.\Iroha.\Thanks.\Okay! A round of applause for Hayama-senpai!\I don't need to announce who placed after him, right?\So he wasn't really going out with Yukinoshita-san?\I guess rumors are just rumors. response:	Nurse's Office
context: Yumiko.\Iroha.\Thanks.\Okay! A round of applause for Hayama-senpai!\I don't need to announce who placed after him, right?\So he wasn't really going out with Yukinoshita-san?\I guess rumors are just rumors.\Nurse's Office response:	Hikigaya-kun...
context: Iroha.\Thanks.\Okay! A round of applause for Hayama-senpai!\I don't need to announce who placed after him, right?\So he wasn't really going out with Yukinoshita-san?\I guess rumors are just rumors.\Nurse's Office\Hikigaya-kun... response:	What are you doing here?
context: Thanks.\Okay! A round of applause for Hayama-senpai!\I don't need to announce who placed after him, right?\So he wasn't really going out with Yukinoshita-san?\I guess rumors are just rumors.\Nurse's Office\Hikigaya-kun...\What are you doing here? response:	I stopped to rest for a bit, and they made me forfeit.
context: Okay! A round of applause for Hayama-senpai!\I don't need to announce who placed after him, right?\So he wasn't really going out with Yukinoshita-san?\I guess rumors are just rumors.\Nurse's Office\Hikigaya-kun...\What are you doing here?\I stopped to rest for a bit, and they made me forfeit. response:	Did you hurt yourself?
context: I don't need to announce who placed after him, right?\So he wasn't really going out with Yukinoshita-san?\I guess rumors are just rumors.\Nurse's Office\Hikigaya-kun...\What are you doing here?\I stopped to rest for a bit, and they made me forfeit.\Did you hurt yourself? response:	Yeah, a little.
context: So he wasn't really going out with Yukinoshita-san?\I guess rumors are just rumors.\Nurse's Office\Hikigaya-kun...\What are you doing here?\I stopped to rest for a bit, and they made me forfeit.\Did you hurt yourself?\Yeah, a little. response:	You could've had them treat it out there.
context: I guess rumors are just rumors.\Nurse's Office\Hikigaya-kun...\What are you doing here?\I stopped to rest for a bit, and they made me forfeit.\Did you hurt yourself?\Yeah, a little.\You could've had them treat it out there. response:	No one was there by the time I crossed the finish line.
context: Nurse's Office\Hikigaya-kun...\What are you doing here?\I stopped to rest for a bit, and they made me forfeit.\Did you hurt yourself?\Yeah, a little.\You could've had them treat it out there.\No one was there by the time I crossed the finish line. response:	Oh. I guess it was bad timing.
context: Hikigaya-kun...\What are you doing here?\I stopped to rest for a bit, and they made me forfeit.\Did you hurt yourself?\Yeah, a little.\You could've had them treat it out there.\No one was there by the time I crossed the finish line.\Oh. I guess it was bad timing. response:	Or maybe it's your luck that was bad.
context: What are you doing here?\I stopped to rest for a bit, and they made me forfeit.\Did you hurt yourself?\Yeah, a little.\You could've had them treat it out there.\No one was there by the time I crossed the finish line.\Oh. I guess it was bad timing.\Or maybe it's your luck that was bad. response:	Or maybe your eyes, or...
context: I stopped to rest for a bit, and they made me forfeit.\Did you hurt yourself?\Yeah, a little.\You could've had them treat it out there.\No one was there by the time I crossed the finish line.\Oh. I guess it was bad timing.\Or maybe it's your luck that was bad.\Or maybe your eyes, or... response:	My personality, my pride... A lot of me is bad.
context: Did you hurt yourself?\Yeah, a little.\You could've had them treat it out there.\No one was there by the time I crossed the finish line.\Oh. I guess it was bad timing.\Or maybe it's your luck that was bad.\Or maybe your eyes, or...\My personality, my pride... A lot of me is bad. response:	Looks like your hands don't work so well, either.
context: Yeah, a little.\You could've had them treat it out there.\No one was there by the time I crossed the finish line.\Oh. I guess it was bad timing.\Or maybe it's your luck that was bad.\Or maybe your eyes, or...\My personality, my pride... A lot of me is bad.\Looks like your hands don't work so well, either. response:	Sit over there.
context: You could've had them treat it out there.\No one was there by the time I crossed the finish line.\Oh. I guess it was bad timing.\Or maybe it's your luck that was bad.\Or maybe your eyes, or...\My personality, my pride... A lot of me is bad.\Looks like your hands don't work so well, either.\Sit over there. response:	Uh, I can do this much by myself.
context: No one was there by the time I crossed the finish line.\Oh. I guess it was bad timing.\Or maybe it's your luck that was bad.\Or maybe your eyes, or...\My personality, my pride... A lot of me is bad.\Looks like your hands don't work so well, either.\Sit over there.\Uh, I can do this much by myself. response:	Just sit.
context: Oh. I guess it was bad timing.\Or maybe it's your luck that was bad.\Or maybe your eyes, or...\My personality, my pride... A lot of me is bad.\Looks like your hands don't work so well, either.\Sit over there.\Uh, I can do this much by myself.\Just sit. response:	H-Hey... That stings.
context: Or maybe it's your luck that was bad.\Or maybe your eyes, or...\My personality, my pride... A lot of me is bad.\Looks like your hands don't work so well, either.\Sit over there.\Uh, I can do this much by myself.\Just sit.\H-Hey... That stings. response:	I can't help that. It's to kill the germs.
context: Or maybe your eyes, or...\My personality, my pride... A lot of me is bad.\Looks like your hands don't work so well, either.\Sit over there.\Uh, I can do this much by myself.\Just sit.\H-Hey... That stings.\I can't help that. It's to kill the germs. response:	It only makes sense that it would be effective on you.
context: My personality, my pride... A lot of me is bad.\Looks like your hands don't work so well, either.\Sit over there.\Uh, I can do this much by myself.\Just sit.\H-Hey... That stings.\I can't help that. It's to kill the germs.\It only makes sense that it would be effective on you. response:	Would you stop treating me like a germ?
context: Looks like your hands don't work so well, either.\Sit over there.\Uh, I can do this much by myself.\Just sit.\H-Hey... That stings.\I can't help that. It's to kill the germs.\It only makes sense that it would be effective on you.\Would you stop treating me like a germ? response:	It looked like you were running with Hayama-kun.
context: Sit over there.\Uh, I can do this much by myself.\Just sit.\H-Hey... That stings.\I can't help that. It's to kill the germs.\It only makes sense that it would be effective on you.\Would you stop treating me like a germ?\It looked like you were running with Hayama-kun. response:	Did you get any answers?
context: Uh, I can do this much by myself.\Just sit.\H-Hey... That stings.\I can't help that. It's to kill the germs.\It only makes sense that it would be effective on you.\Would you stop treating me like a germ?\It looked like you were running with Hayama-kun.\Did you get any answers? response:	Well...
context: Just sit.\H-Hey... That stings.\I can't help that. It's to kill the germs.\It only makes sense that it would be effective on you.\Would you stop treating me like a germ?\It looked like you were running with Hayama-kun.\Did you get any answers?\Well... response:	If nothing else, he's not going into sciences.
context: H-Hey... That stings.\I can't help that. It's to kill the germs.\It only makes sense that it would be effective on you.\Would you stop treating me like a germ?\It looked like you were running with Hayama-kun.\Did you get any answers?\Well...\If nothing else, he's not going into sciences. response:	That's a funny way to put it.
context: I can't help that. It's to kill the germs.\It only makes sense that it would be effective on you.\Would you stop treating me like a germ?\It looked like you were running with Hayama-kun.\Did you get any answers?\Well...\If nothing else, he's not going into sciences.\That's a funny way to put it. response:	All done.
context: It only makes sense that it would be effective on you.\Would you stop treating me like a germ?\It looked like you were running with Hayama-kun.\Did you get any answers?\Well...\If nothing else, he's not going into sciences.\That's a funny way to put it.\All done. response:	Uh... Thanks for this.
context: Would you stop treating me like a germ?\It looked like you were running with Hayama-kun.\Did you get any answers?\Well...\If nothing else, he's not going into sciences.\That's a funny way to put it.\All done.\Uh... Thanks for this. response:	It's fine. It's not a big deal.
context: It looked like you were running with Hayama-kun.\Did you get any answers?\Well...\If nothing else, he's not going into sciences.\That's a funny way to put it.\All done.\Uh... Thanks for this.\It's fine. It's not a big deal. response:	Hey...
context: Did you get any answers?\Well...\If nothing else, he's not going into sciences.\That's a funny way to put it.\All done.\Uh... Thanks for this.\It's fine. It's not a big deal.\Hey... response:	Can I ask which course you're going into?
context: Well...\If nothing else, he's not going into sciences.\That's a funny way to put it.\All done.\Uh... Thanks for this.\It's fine. It's not a big deal.\Hey...\Can I ask which course you're going into? response:	That's the first time you've asked me a question like that.
context: If nothing else, he's not going into sciences.\That's a funny way to put it.\All done.\Uh... Thanks for this.\It's fine. It's not a big deal.\Hey...\Can I ask which course you're going into?\That's the first time you've asked me a question like that. response:	Is it?
context: That's a funny way to put it.\All done.\Uh... Thanks for this.\It's fine. It's not a big deal.\Hey...\Can I ask which course you're going into?\That's the first time you've asked me a question like that.\Is it? response:	For what it's worth, I'll be going into liberal arts.
context: All done.\Uh... Thanks for this.\It's fine. It's not a big deal.\Hey...\Can I ask which course you're going into?\That's the first time you've asked me a question like that.\Is it?\For what it's worth, I'll be going into liberal arts. response:	So...
context: Uh... Thanks for this.\It's fine. It's not a big deal.\Hey...\Can I ask which course you're going into?\That's the first time you've asked me a question like that.\Is it?\For what it's worth, I'll be going into liberal arts.\So... response:	For the time being, we'll all stay together.
context: It's fine. It's not a big deal.\Hey...\Can I ask which course you're going into?\That's the first time you've asked me a question like that.\Is it?\For what it's worth, I'll be going into liberal arts.\So...\For the time being, we'll all stay together. response:	Well, in terms of categories, I guess.
context: Hey...\Can I ask which course you're going into?\That's the first time you've asked me a question like that.\Is it?\For what it's worth, I'll be going into liberal arts.\So...\For the time being, we'll all stay together.\Well, in terms of categories, I guess. response:	Okay, I'm gonna head back to the classroom.
context: Can I ask which course you're going into?\That's the first time you've asked me a question like that.\Is it?\For what it's worth, I'll be going into liberal arts.\So...\For the time being, we'll all stay together.\Well, in terms of categories, I guess.\Okay, I'm gonna head back to the classroom. response:	All right.
context: That's the first time you've asked me a question like that.\Is it?\For what it's worth, I'll be going into liberal arts.\So...\For the time being, we'll all stay together.\Well, in terms of categories, I guess.\Okay, I'm gonna head back to the classroom.\All right. response:	See you later.
context: Is it?\For what it's worth, I'll be going into liberal arts.\So...\For the time being, we'll all stay together.\Well, in terms of categories, I guess.\Okay, I'm gonna head back to the classroom.\All right.\See you later. response:	Whoa, you scared me!
context: For what it's worth, I'll be going into liberal arts.\So...\For the time being, we'll all stay together.\Well, in terms of categories, I guess.\Okay, I'm gonna head back to the classroom.\All right.\See you later.\Whoa, you scared me! response:	Oh, Hikki...
context: So...\For the time being, we'll all stay together.\Well, in terms of categories, I guess.\Okay, I'm gonna head back to the classroom.\All right.\See you later.\Whoa, you scared me!\Oh, Hikki... response:	Oh, it's you, Yuigahama.
context: For the time being, we'll all stay together.\Well, in terms of categories, I guess.\Okay, I'm gonna head back to the classroom.\All right.\See you later.\Whoa, you scared me!\Oh, Hikki...\Oh, it's you, Yuigahama. response:	Ah, yeah... I just got here...
context: Well, in terms of categories, I guess.\Okay, I'm gonna head back to the classroom.\All right.\See you later.\Whoa, you scared me!\Oh, Hikki...\Oh, it's you, Yuigahama.\Ah, yeah... I just got here... response:	Yukinon, sorry I took so long.
context: Okay, I'm gonna head back to the classroom.\All right.\See you later.\Whoa, you scared me!\Oh, Hikki...\Oh, it's you, Yuigahama.\Ah, yeah... I just got here...\Yukinon, sorry I took so long. response:	Yumiko and the gang are going to the after-party.
context: All right.\See you later.\Whoa, you scared me!\Oh, Hikki...\Oh, it's you, Yuigahama.\Ah, yeah... I just got here...\Yukinon, sorry I took so long.\Yumiko and the gang are going to the after-party. response:	Want to go?
context: See you later.\Whoa, you scared me!\Oh, Hikki...\Oh, it's you, Yuigahama.\Ah, yeah... I just got here...\Yukinon, sorry I took so long.\Yumiko and the gang are going to the after-party.\Want to go? response:	Sorry for the trouble that crazy rumor caused you.
context: Whoa, you scared me!\Oh, Hikki...\Oh, it's you, Yuigahama.\Ah, yeah... I just got here...\Yukinon, sorry I took so long.\Yumiko and the gang are going to the after-party.\Want to go?\Sorry for the trouble that crazy rumor caused you. response:	It didn't particularly trouble me.
context: Oh, Hikki...\Oh, it's you, Yuigahama.\Ah, yeah... I just got here...\Yukinon, sorry I took so long.\Yumiko and the gang are going to the after-party.\Want to go?\Sorry for the trouble that crazy rumor caused you.\It didn't particularly trouble me. response:	And...
context: Oh, it's you, Yuigahama.\Ah, yeah... I just got here...\Yukinon, sorry I took so long.\Yumiko and the gang are going to the after-party.\Want to go?\Sorry for the trouble that crazy rumor caused you.\It didn't particularly trouble me.\And... response:	I'm grateful that you were concerned for me.
context: Ah, yeah... I just got here...\Yukinon, sorry I took so long.\Yumiko and the gang are going to the after-party.\Want to go?\Sorry for the trouble that crazy rumor caused you.\It didn't particularly trouble me.\And...\I'm grateful that you were concerned for me. response:	You've changed a bit.
context: Yukinon, sorry I took so long.\Yumiko and the gang are going to the after-party.\Want to go?\Sorry for the trouble that crazy rumor caused you.\It didn't particularly trouble me.\And...\I'm grateful that you were concerned for me.\You've changed a bit. response:	I don't know about that.
context: Yumiko and the gang are going to the after-party.\Want to go?\Sorry for the trouble that crazy rumor caused you.\It didn't particularly trouble me.\And...\I'm grateful that you were concerned for me.\You've changed a bit.\I don't know about that. response:	It's just that so many things are different from back then.
context: Want to go?\Sorry for the trouble that crazy rumor caused you.\It didn't particularly trouble me.\And...\I'm grateful that you were concerned for me.\You've changed a bit.\I don't know about that.\It's just that so many things are different from back then. response:	Yukinon! The food's here!
context: Sorry for the trouble that crazy rumor caused you.\It didn't particularly trouble me.\And...\I'm grateful that you were concerned for me.\You've changed a bit.\I don't know about that.\It's just that so many things are different from back then.\Yukinon! The food's here! response:	It's all these chickens! And they're totally cooked whole!
context: It didn't particularly trouble me.\And...\I'm grateful that you were concerned for me.\You've changed a bit.\I don't know about that.\It's just that so many things are different from back then.\Yukinon! The food's here!\It's all these chickens! And they're totally cooked whole! response:	She really has changed a bit.
context: And...\I'm grateful that you were concerned for me.\You've changed a bit.\I don't know about that.\It's just that so many things are different from back then.\Yukinon! The food's here!\It's all these chickens! And they're totally cooked whole!\She really has changed a bit. response:	It looks like she's not chasing Haruno-san's shadow anymore.
context: I'm grateful that you were concerned for me.\You've changed a bit.\I don't know about that.\It's just that so many things are different from back then.\Yukinon! The food's here!\It's all these chickens! And they're totally cooked whole!\She really has changed a bit.\It looks like she's not chasing Haruno-san's shadow anymore. response:	But it's no more than that.
context: You've changed a bit.\I don't know about that.\It's just that so many things are different from back then.\Yukinon! The food's here!\It's all these chickens! And they're totally cooked whole!\She really has changed a bit.\It looks like she's not chasing Haruno-san's shadow anymore.\But it's no more than that. response:	Isn't that good enough?
context: I don't know about that.\It's just that so many things are different from back then.\Yukinon! The food's here!\It's all these chickens! And they're totally cooked whole!\She really has changed a bit.\It looks like she's not chasing Haruno-san's shadow anymore.\But it's no more than that.\Isn't that good enough? response:	You haven't noticed?
context: It's just that so many things are different from back then.\Yukinon! The food's here!\It's all these chickens! And they're totally cooked whole!\She really has changed a bit.\It looks like she's not chasing Haruno-san's shadow anymore.\But it's no more than that.\Isn't that good enough?\You haven't noticed? response:	Noticed what?
context: Yukinon! The food's here!\It's all these chickens! And they're totally cooked whole!\She really has changed a bit.\It looks like she's not chasing Haruno-san's shadow anymore.\But it's no more than that.\Isn't that good enough?\You haven't noticed?\Noticed what? response:	Well, if you don't know, I guess that's fine.
context: It's all these chickens! And they're totally cooked whole!\She really has changed a bit.\It looks like she's not chasing Haruno-san's shadow anymore.\But it's no more than that.\Isn't that good enough?\You haven't noticed?\Noticed what?\Well, if you don't know, I guess that's fine. response:	Oh, right. There's something I forgot to tell you.
context: She really has changed a bit.\It looks like she's not chasing Haruno-san's shadow anymore.\But it's no more than that.\Isn't that good enough?\You haven't noticed?\Noticed what?\Well, if you don't know, I guess that's fine.\Oh, right. There's something I forgot to tell you. response:	Things like moving up to the next grade
