context: OP response:	The player is not a soloist, but a member of an orchestra. When the player begins to think,'I'm special,' is finished.
context: Let's do this.\With this guy's reflexes and speed, I know he can spike a fast toss.\All right! Come on, toss.\Come anywhere.\Tsukki, nice serve.\We don't have signals yet, but what the heck...\Okay. He's tossing that way.\Hinata. response:	All right. That was a weaker serve than Captain Yoshida's.
context: With this guy's reflexes and speed, I know he can spike a fast toss.\All right! Come on, toss.\Come anywhere.\Tsukki, nice serve.\We don't have signals yet, but what the heck...\Okay. He's tossing that way.\Hinata.\All right. That was a weaker serve than Captain Yoshida's. response:	Then, I'll jump this way...
context: All right! Come on, toss.\Come anywhere.\Tsukki, nice serve.\We don't have signals yet, but what the heck...\Okay. He's tossing that way.\Hinata.\All right. That was a weaker serve than Captain Yoshida's.\Then, I'll jump this way... response:	Huh?
context: Come anywhere.\Tsukki, nice serve.\We don't have signals yet, but what the heck...\Okay. He's tossing that way.\Hinata.\All right. That was a weaker serve than Captain Yoshida's.\Then, I'll jump this way...\Huh? response:	It's that fast?
context: Tsukki, nice serve.\We don't have signals yet, but what the heck...\Okay. He's tossing that way.\Hinata.\All right. That was a weaker serve than Captain Yoshida's.\Then, I'll jump this way...\Huh?\It's that fast? response:	Hey! What are you doing?
context: We don't have signals yet, but what the heck...\Okay. He's tossing that way.\Hinata.\All right. That was a weaker serve than Captain Yoshida's.\Then, I'll jump this way...\Huh?\It's that fast?\Hey! What are you doing? response:	You have to be faster
context: Okay. He's tossing that way.\Hinata.\All right. That was a weaker serve than Captain Yoshida's.\Then, I'll jump this way...\Huh?\It's that fast?\Hey! What are you doing?\You have to be faster response:	And there it is, the king's toss.
context: Hinata.\All right. That was a weaker serve than Captain Yoshida's.\Then, I'll jump this way...\Huh?\It's that fast?\Hey! What are you doing?\You have to be faster\And there it is, the king's toss. response:	It's hard to get it right the first time.
context: All right. That was a weaker serve than Captain Yoshida's.\Then, I'll jump this way...\Huh?\It's that fast?\Hey! What are you doing?\You have to be faster\And there it is, the king's toss.\It's hard to get it right the first time. response:	I wonder.
context: Then, I'll jump this way...\Huh?\It's that fast?\Hey! What are you doing?\You have to be faster\And there it is, the king's toss.\It's hard to get it right the first time.\I wonder. response:	All right. Got it.
context: Huh?\It's that fast?\Hey! What are you doing?\You have to be faster\And there it is, the king's toss.\It's hard to get it right the first time.\I wonder.\All right. Got it. response:	What is this, net fishing?
context: It's that fast?\Hey! What are you doing?\You have to be faster\And there it is, the king's toss.\It's hard to get it right the first time.\I wonder.\All right. Got it.\What is this, net fishing? response:	I don't know how to time it at all.
context: Hey! What are you doing?\You have to be faster\And there it is, the king's toss.\It's hard to get it right the first time.\I wonder.\All right. Got it.\What is this, net fishing?\I don't know how to time it at all. response:	You've got fast reflexes, so go like pah, like gwah.
context: You have to be faster\And there it is, the king's toss.\It's hard to get it right the first time.\I wonder.\All right. Got it.\What is this, net fishing?\I don't know how to time it at all.\You've got fast reflexes, so go like pah, like gwah. response:	Is it pah or gwah, which is it?
context: And there it is, the king's toss.\It's hard to get it right the first time.\I wonder.\All right. Got it.\What is this, net fishing?\I don't know how to time it at all.\You've got fast reflexes, so go like pah, like gwah.\Is it pah or gwah, which is it? response:	You just don't get it.
context: It's hard to get it right the first time.\I wonder.\All right. Got it.\What is this, net fishing?\I don't know how to time it at all.\You've got fast reflexes, so go like pah, like gwah.\Is it pah or gwah, which is it?\You just don't get it. response:	Kageyama.
context: I wonder.\All right. Got it.\What is this, net fishing?\I don't know how to time it at all.\You've got fast reflexes, so go like pah, like gwah.\Is it pah or gwah, which is it?\You just don't get it.\Kageyama. response:	You're repeating what you did in junior high.
context: All right. Got it.\What is this, net fishing?\I don't know how to time it at all.\You've got fast reflexes, so go like pah, like gwah.\Is it pah or gwah, which is it?\You just don't get it.\Kageyama.\You're repeating what you did in junior high. response:	Um...
context: What is this, net fishing?\I don't know how to time it at all.\You've got fast reflexes, so go like pah, like gwah.\Is it pah or gwah, which is it?\You just don't get it.\Kageyama.\You're repeating what you did in junior high.\Um... response:	Hinata has the reflexes, speed, and the springing power.
context: I don't know how to time it at all.\You've got fast reflexes, so go like pah, like gwah.\Is it pah or gwah, which is it?\You just don't get it.\Kageyama.\You're repeating what you did in junior high.\Um...\Hinata has the reflexes, speed, and the springing power. response:	If he gets used to it, he can do fast attacks.
context: You've got fast reflexes, so go like pah, like gwah.\Is it pah or gwah, which is it?\You just don't get it.\Kageyama.\You're repeating what you did in junior high.\Um...\Hinata has the reflexes, speed, and the springing power.\If he gets used to it, he can do fast attacks. response:	But Hinata's weapon, which is his speed...
context: Is it pah or gwah, which is it?\You just don't get it.\Kageyama.\You're repeating what you did in junior high.\Um...\Hinata has the reflexes, speed, and the springing power.\If he gets used to it, he can do fast attacks.\But Hinata's weapon, which is his speed... response:	your toss is killing it, don't you think?
context: You just don't get it.\Kageyama.\You're repeating what you did in junior high.\Um...\Hinata has the reflexes, speed, and the springing power.\If he gets used to it, he can do fast attacks.\But Hinata's weapon, which is his speed...\your toss is killing it, don't you think? response:	Hinata has no technique and no experience.
context: Kageyama.\You're repeating what you did in junior high.\Um...\Hinata has the reflexes, speed, and the springing power.\If he gets used to it, he can do fast attacks.\But Hinata's weapon, which is his speed...\your toss is killing it, don't you think?\Hinata has no technique and no experience. response:	Sugawara-san.
context: You're repeating what you did in junior high.\Um...\Hinata has the reflexes, speed, and the springing power.\If he gets used to it, he can do fast attacks.\But Hinata's weapon, which is his speed...\your toss is killing it, don't you think?\Hinata has no technique and no experience.\Sugawara-san. response:	He's not an outstanding player who can match your ability.
context: Um...\Hinata has the reflexes, speed, and the springing power.\If he gets used to it, he can do fast attacks.\But Hinata's weapon, which is his speed...\your toss is killing it, don't you think?\Hinata has no technique and no experience.\Sugawara-san.\He's not an outstanding player who can match your ability. response:	But his potential is tops.
context: Hinata has the reflexes, speed, and the springing power.\If he gets used to it, he can do fast attacks.\But Hinata's weapon, which is his speed...\your toss is killing it, don't you think?\Hinata has no technique and no experience.\Sugawara-san.\He's not an outstanding player who can match your ability.\But his potential is tops. response:	Don't call me a genius or anything. That's an exaggeration.
context: If he gets used to it, he can do fast attacks.\But Hinata's weapon, which is his speed...\your toss is killing it, don't you think?\Hinata has no technique and no experience.\Sugawara-san.\He's not an outstanding player who can match your ability.\But his potential is tops.\Don't call me a genius or anything. That's an exaggeration. response:	He never said that.
context: But Hinata's weapon, which is his speed...\your toss is killing it, don't you think?\Hinata has no technique and no experience.\Sugawara-san.\He's not an outstanding player who can match your ability.\But his potential is tops.\Don't call me a genius or anything. That's an exaggeration.\He never said that. response:	If you can do it...
context: your toss is killing it, don't you think?\Hinata has no technique and no experience.\Sugawara-san.\He's not an outstanding player who can match your ability.\But his potential is tops.\Don't call me a genius or anything. That's an exaggeration.\He never said that.\If you can do it... response:	You need to synch with Hinata's style, or his talent, or...
context: Hinata has no technique and no experience.\Sugawara-san.\He's not an outstanding player who can match your ability.\But his potential is tops.\Don't call me a genius or anything. That's an exaggeration.\He never said that.\If you can do it...\You need to synch with Hinata's style, or his talent, or... response:	Um...
context: Sugawara-san.\He's not an outstanding player who can match your ability.\But his potential is tops.\Don't call me a genius or anything. That's an exaggeration.\He never said that.\If you can do it...\You need to synch with Hinata's style, or his talent, or...\Um... response:	Suga-san, fight!
context: He's not an outstanding player who can match your ability.\But his potential is tops.\Don't call me a genius or anything. That's an exaggeration.\He never said that.\If you can do it...\You need to synch with Hinata's style, or his talent, or...\Um...\Suga-san, fight! response:	You know, use them to your advantage.
context: But his potential is tops.\Don't call me a genius or anything. That's an exaggeration.\He never said that.\If you can do it...\You need to synch with Hinata's style, or his talent, or...\Um...\Suga-san, fight!\You know, use them to your advantage. response:	I'm a setter like you.
context: Don't call me a genius or anything. That's an exaggeration.\He never said that.\If you can do it...\You need to synch with Hinata's style, or his talent, or...\Um...\Suga-san, fight!\You know, use them to your advantage.\I'm a setter like you. response:	I watched you in last year's match, and I was intimidated.
context: He never said that.\If you can do it...\You need to synch with Hinata's style, or his talent, or...\Um...\Suga-san, fight!\You know, use them to your advantage.\I'm a setter like you.\I watched you in last year's match, and I was intimidated. response:	By your extraordinary talent, your ball control,
context: If you can do it...\You need to synch with Hinata's style, or his talent, or...\Um...\Suga-san, fight!\You know, use them to your advantage.\I'm a setter like you.\I watched you in last year's match, and I was intimidated.\By your extraordinary talent, your ball control, response:	and most of all...
context: You need to synch with Hinata's style, or his talent, or...\Um...\Suga-san, fight!\You know, use them to your advantage.\I'm a setter like you.\I watched you in last year's match, and I was intimidated.\By your extraordinary talent, your ball control,\and most of all... response:	By your ability to calmly detect your opponent's movements,
context: Um...\Suga-san, fight!\You know, use them to your advantage.\I'm a setter like you.\I watched you in last year's match, and I was intimidated.\By your extraordinary talent, your ball control,\and most of all...\By your ability to calmly detect your opponent's movements, response:	and your power to make quick decisions.
context: Suga-san, fight!\You know, use them to your advantage.\I'm a setter like you.\I watched you in last year's match, and I was intimidated.\By your extraordinary talent, your ball control,\and most of all...\By your ability to calmly detect your opponent's movements,\and your power to make quick decisions. response:	I don't have any of those things.
context: You know, use them to your advantage.\I'm a setter like you.\I watched you in last year's match, and I was intimidated.\By your extraordinary talent, your ball control,\and most of all...\By your ability to calmly detect your opponent's movements,\and your power to make quick decisions.\I don't have any of those things. response:	That's not true, Suga-san...
context: I'm a setter like you.\I watched you in last year's match, and I was intimidated.\By your extraordinary talent, your ball control,\and most of all...\By your ability to calmly detect your opponent's movements,\and your power to make quick decisions.\I don't have any of those things.\That's not true, Suga-san... response:	Tanaka. Listen to what he has to say.
context: I watched you in last year's match, and I was intimidated.\By your extraordinary talent, your ball control,\and most of all...\By your ability to calmly detect your opponent's movements,\and your power to make quick decisions.\I don't have any of those things.\That's not true, Suga-san...\Tanaka. Listen to what he has to say. response:	You have technique. You have overwhelming drive to win,
context: By your extraordinary talent, your ball control,\and most of all...\By your ability to calmly detect your opponent's movements,\and your power to make quick decisions.\I don't have any of those things.\That's not true, Suga-san...\Tanaka. Listen to what he has to say.\You have technique. You have overwhelming drive to win, response:	and you have an extraordinary awareness of your surroundings.
context: and most of all...\By your ability to calmly detect your opponent's movements,\and your power to make quick decisions.\I don't have any of those things.\That's not true, Suga-san...\Tanaka. Listen to what he has to say.\You have technique. You have overwhelming drive to win,\and you have an extraordinary awareness of your surroundings. response:	So there's no way you can't see what your teammate is doing.
context: By your ability to calmly detect your opponent's movements,\and your power to make quick decisions.\I don't have any of those things.\That's not true, Suga-san...\Tanaka. Listen to what he has to say.\You have technique. You have overwhelming drive to win,\and you have an extraordinary awareness of your surroundings.\So there's no way you can't see what your teammate is doing. response:	What's the best thing to do here?
context: and your power to make quick decisions.\I don't have any of those things.\That's not true, Suga-san...\Tanaka. Listen to what he has to say.\You have technique. You have overwhelming drive to win,\and you have an extraordinary awareness of your surroundings.\So there's no way you can't see what your teammate is doing.\What's the best thing to do here? response:	What is it?
context: I don't have any of those things.\That's not true, Suga-san...\Tanaka. Listen to what he has to say.\You have technique. You have overwhelming drive to win,\and you have an extraordinary awareness of your surroundings.\So there's no way you can't see what your teammate is doing.\What's the best thing to do here?\What is it? response:	But the ball still got tossed to me.
context: That's not true, Suga-san...\Tanaka. Listen to what he has to say.\You have technique. You have overwhelming drive to win,\and you have an extraordinary awareness of your surroundings.\So there's no way you can't see what your teammate is doing.\What's the best thing to do here?\What is it?\But the ball still got tossed to me. response:	I envy your athletic reflexes.
context: Tanaka. Listen to what he has to say.\You have technique. You have overwhelming drive to win,\and you have an extraordinary awareness of your surroundings.\So there's no way you can't see what your teammate is doing.\What's the best thing to do here?\What is it?\But the ball still got tossed to me.\I envy your athletic reflexes. response:	Huh?
context: You have technique. You have overwhelming drive to win,\and you have an extraordinary awareness of your surroundings.\So there's no way you can't see what your teammate is doing.\What's the best thing to do here?\What is it?\But the ball still got tossed to me.\I envy your athletic reflexes.\Huh? response:	But you waste your treasure, and that infuriates me.
context: and you have an extraordinary awareness of your surroundings.\So there's no way you can't see what your teammate is doing.\What's the best thing to do here?\What is it?\But the ball still got tossed to me.\I envy your athletic reflexes.\Huh?\But you waste your treasure, and that infuriates me. response:	Huh?
context: So there's no way you can't see what your teammate is doing.\What's the best thing to do here?\What is it?\But the ball still got tossed to me.\I envy your athletic reflexes.\Huh?\But you waste your treasure, and that infuriates me.\Huh? response:	So I'm going to use all of your abilities.
context: What's the best thing to do here?\What is it?\But the ball still got tossed to me.\I envy your athletic reflexes.\Huh?\But you waste your treasure, and that infuriates me.\Huh?\So I'm going to use all of your abilities. response:	What?
context: What is it?\But the ball still got tossed to me.\I envy your athletic reflexes.\Huh?\But you waste your treasure, and that infuriates me.\Huh?\So I'm going to use all of your abilities.\What? response:	Use your highest speed.
context: But the ball still got tossed to me.\I envy your athletic reflexes.\Huh?\But you waste your treasure, and that infuriates me.\Huh?\So I'm going to use all of your abilities.\What?\Use your highest speed. response:	Use your highest jump.
context: I envy your athletic reflexes.\Huh?\But you waste your treasure, and that infuriates me.\Huh?\So I'm going to use all of your abilities.\What?\Use your highest speed.\Use your highest jump. response:	I'll bring the ball to you.
context: Huh?\But you waste your treasure, and that infuriates me.\Huh?\So I'm going to use all of your abilities.\What?\Use your highest speed.\Use your highest jump.\I'll bring the ball to you. response:	Bring the ball? What's that mean?
context: But you waste your treasure, and that infuriates me.\Huh?\So I'm going to use all of your abilities.\What?\Use your highest speed.\Use your highest jump.\I'll bring the ball to you.\Bring the ball? What's that mean? response:	Get to where there's no blocker at your max speed, and jump.
context: Huh?\So I'm going to use all of your abilities.\What?\Use your highest speed.\Use your highest jump.\I'll bring the ball to you.\Bring the ball? What's that mean?\Get to where there's no blocker at your max speed, and jump. response:	Then spike with all your strength.
context: So I'm going to use all of your abilities.\What?\Use your highest speed.\Use your highest jump.\I'll bring the ball to you.\Bring the ball? What's that mean?\Get to where there's no blocker at your max speed, and jump.\Then spike with all your strength. response:	You don't have to watch my toss.
context: What?\Use your highest speed.\Use your highest jump.\I'll bring the ball to you.\Bring the ball? What's that mean?\Get to where there's no blocker at your max speed, and jump.\Then spike with all your strength.\You don't have to watch my toss. response:	You don't have to synch with the ball.
context: Use your highest speed.\Use your highest jump.\I'll bring the ball to you.\Bring the ball? What's that mean?\Get to where there's no blocker at your max speed, and jump.\Then spike with all your strength.\You don't have to watch my toss.\You don't have to synch with the ball. response:	What? But if I don't see the ball, I'll spike at air.
context: Use your highest jump.\I'll bring the ball to you.\Bring the ball? What's that mean?\Get to where there's no blocker at your max speed, and jump.\Then spike with all your strength.\You don't have to watch my toss.\You don't have to synch with the ball.\What? But if I don't see the ball, I'll spike at air. response:	Maybe so.
context: I'll bring the ball to you.\Bring the ball? What's that mean?\Get to where there's no blocker at your max speed, and jump.\Then spike with all your strength.\You don't have to watch my toss.\You don't have to synch with the ball.\What? But if I don't see the ball, I'll spike at air.\Maybe so. response:	Hey!
context: Bring the ball? What's that mean?\Get to where there's no blocker at your max speed, and jump.\Then spike with all your strength.\You don't have to watch my toss.\You don't have to synch with the ball.\What? But if I don't see the ball, I'll spike at air.\Maybe so.\Hey! response:	But I want to try this.
context: Get to where there's no blocker at your max speed, and jump.\Then spike with all your strength.\You don't have to watch my toss.\You don't have to synch with the ball.\What? But if I don't see the ball, I'll spike at air.\Maybe so.\Hey!\But I want to try this. response:	All right.
context: Then spike with all your strength.\You don't have to watch my toss.\You don't have to synch with the ball.\What? But if I don't see the ball, I'll spike at air.\Maybe so.\Hey!\But I want to try this.\All right. response:	What's he going to try now?
context: You don't have to watch my toss.\You don't have to synch with the ball.\What? But if I don't see the ball, I'll spike at air.\Maybe so.\Hey!\But I want to try this.\All right.\What's he going to try now? response:	No one can spike the king's egocentric toss.
context: You don't have to synch with the ball.\What? But if I don't see the ball, I'll spike at air.\Maybe so.\Hey!\But I want to try this.\All right.\What's he going to try now?\No one can spike the king's egocentric toss. response:	No kidding.
context: What? But if I don't see the ball, I'll spike at air.\Maybe so.\Hey!\But I want to try this.\All right.\What's he going to try now?\No one can spike the king's egocentric toss.\No kidding. response:	What's he going to do?
context: Maybe so.\Hey!\But I want to try this.\All right.\What's he going to try now?\No one can spike the king's egocentric toss.\No kidding.\What's he going to do? response:	There's no way Hinata can handle those tosses.
context: Hey!\But I want to try this.\All right.\What's he going to try now?\No one can spike the king's egocentric toss.\No kidding.\What's he going to do?\There's no way Hinata can handle those tosses. response:	Kageyama-Hinata Tsukishima-Yamaguchi
context: But I want to try this.\All right.\What's he going to try now?\No one can spike the king's egocentric toss.\No kidding.\What's he going to do?\There's no way Hinata can handle those tosses.\Kageyama-Hinata Tsukishima-Yamaguchi response:	Nice serve! One point!
context: All right.\What's he going to try now?\No one can spike the king's egocentric toss.\No kidding.\What's he going to do?\There's no way Hinata can handle those tosses.\Kageyama-Hinata Tsukishima-Yamaguchi\Nice serve! One point! response:	Amazing concentration.
context: What's he going to try now?\No one can spike the king's egocentric toss.\No kidding.\What's he going to do?\There's no way Hinata can handle those tosses.\Kageyama-Hinata Tsukishima-Yamaguchi\Nice serve! One point!\Amazing concentration. response:	Watch. Watch.
context: No one can spike the king's egocentric toss.\No kidding.\What's he going to do?\There's no way Hinata can handle those tosses.\Kageyama-Hinata Tsukishima-Yamaguchi\Nice serve! One point!\Amazing concentration.\Watch. Watch. response:	Where are the blockers?
context: No kidding.\What's he going to do?\There's no way Hinata can handle those tosses.\Kageyama-Hinata Tsukishima-Yamaguchi\Nice serve! One point!\Amazing concentration.\Watch. Watch.\Where are the blockers? response:	Where's the ball?
context: What's he going to do?\There's no way Hinata can handle those tosses.\Kageyama-Hinata Tsukishima-Yamaguchi\Nice serve! One point!\Amazing concentration.\Watch. Watch.\Where are the blockers?\Where's the ball? response:	Where's the spiker?
context: There's no way Hinata can handle those tosses.\Kageyama-Hinata Tsukishima-Yamaguchi\Nice serve! One point!\Amazing concentration.\Watch. Watch.\Where are the blockers?\Where's the ball?\Where's the spiker? response:	How will they move?
context: Kageyama-Hinata Tsukishima-Yamaguchi\Nice serve! One point!\Amazing concentration.\Watch. Watch.\Where are the blockers?\Where's the ball?\Where's the spiker?\How will they move? response:	Where will they jump?
context: Nice serve! One point!\Amazing concentration.\Watch. Watch.\Where are the blockers?\Where's the ball?\Where's the spiker?\How will they move?\Where will they jump? response:	How high can this guy jump?
context: Amazing concentration.\Watch. Watch.\Where are the blockers?\Where's the ball?\Where's the spiker?\How will they move?\Where will they jump?\How high can this guy jump? response:	Now.
context: Watch. Watch.\Where are the blockers?\Where's the ball?\Where's the spiker?\How will they move?\Where will they jump?\How high can this guy jump?\Now. response:	This position. This timing, this angle.
context: Where are the blockers?\Where's the ball?\Where's the spiker?\How will they move?\Where will they jump?\How high can this guy jump?\Now.\This position. This timing, this angle. response:	Good.
context: Where's the ball?\Where's the spiker?\How will they move?\Where will they jump?\How high can this guy jump?\Now.\This position. This timing, this angle.\Good. response:	My hand...
context: Where's the spiker?\How will they move?\Where will they jump?\How high can this guy jump?\Now.\This position. This timing, this angle.\Good.\My hand... response:	It hit my hand!
context: How will they move?\Where will they jump?\How high can this guy jump?\Now.\This position. This timing, this angle.\Good.\My hand...\It hit my hand! response:	He's so over the top.
context: Where will they jump?\How high can this guy jump?\Now.\This position. This timing, this angle.\Good.\My hand...\It hit my hand!\He's so over the top. response:	Hey.
context: How high can this guy jump?\Now.\This position. This timing, this angle.\Good.\My hand...\It hit my hand!\He's so over the top.\Hey. response:	Hinata's eyes were closed just then.
context: Now.\This position. This timing, this angle.\Good.\My hand...\It hit my hand!\He's so over the top.\Hey.\Hinata's eyes were closed just then. response:	What?
context: This position. This timing, this angle.\Good.\My hand...\It hit my hand!\He's so over the top.\Hey.\Hinata's eyes were closed just then.\What? response:	Um... what?
context: Good.\My hand...\It hit my hand!\He's so over the top.\Hey.\Hinata's eyes were closed just then.\What?\Um... what? response:	From the moment he jumped up until he spiked,
context: My hand...\It hit my hand!\He's so over the top.\Hey.\Hinata's eyes were closed just then.\What?\Um... what?\From the moment he jumped up until he spiked, response:	Hinata had his eyes closed.
context: It hit my hand!\He's so over the top.\Hey.\Hinata's eyes were closed just then.\What?\Um... what?\From the moment he jumped up until he spiked,\Hinata had his eyes closed. response:	That means Kageyama tossed it directly into Hinata's palm
context: He's so over the top.\Hey.\Hinata's eyes were closed just then.\What?\Um... what?\From the moment he jumped up until he spiked,\Hinata had his eyes closed.\That means Kageyama tossed it directly into Hinata's palm response:	when he wasn't even looking.
context: Hey.\Hinata's eyes were closed just then.\What?\Um... what?\From the moment he jumped up until he spiked,\Hinata had his eyes closed.\That means Kageyama tossed it directly into Hinata's palm\when he wasn't even looking. response:	He synched the toss to the moment he'd swing, with total accuracy.
context: Hinata's eyes were closed just then.\What?\Um... what?\From the moment he jumped up until he spiked,\Hinata had his eyes closed.\That means Kageyama tossed it directly into Hinata's palm\when he wasn't even looking.\He synched the toss to the moment he'd swing, with total accuracy. response:	Awesome. Awesome.
context: What?\Um... what?\From the moment he jumped up until he spiked,\Hinata had his eyes closed.\That means Kageyama tossed it directly into Hinata's palm\when he wasn't even looking.\He synched the toss to the moment he'd swing, with total accuracy.\Awesome. Awesome. response:	Hey, what was that? What was that?
context: Um... what?\From the moment he jumped up until he spiked,\Hinata had his eyes closed.\That means Kageyama tossed it directly into Hinata's palm\when he wasn't even looking.\He synched the toss to the moment he'd swing, with total accuracy.\Awesome. Awesome.\Hey, what was that? What was that? response:	It hit my hand. Right then. Hey.
context: From the moment he jumped up until he spiked,\Hinata had his eyes closed.\That means Kageyama tossed it directly into Hinata's palm\when he wasn't even looking.\He synched the toss to the moment he'd swing, with total accuracy.\Awesome. Awesome.\Hey, what was that? What was that?\It hit my hand. Right then. Hey. response:	Hey, you!
context: Hinata had his eyes closed.\That means Kageyama tossed it directly into Hinata's palm\when he wasn't even looking.\He synched the toss to the moment he'd swing, with total accuracy.\Awesome. Awesome.\Hey, what was that? What was that?\It hit my hand. Right then. Hey.\Hey, you! response:	Why did you have your eyes closed?
context: That means Kageyama tossed it directly into Hinata's palm\when he wasn't even looking.\He synched the toss to the moment he'd swing, with total accuracy.\Awesome. Awesome.\Hey, what was that? What was that?\It hit my hand. Right then. Hey.\Hey, you!\Why did you have your eyes closed? response:	You told me not to watch the ball.
context: when he wasn't even looking.\He synched the toss to the moment he'd swing, with total accuracy.\Awesome. Awesome.\Hey, what was that? What was that?\It hit my hand. Right then. Hey.\Hey, you!\Why did you have your eyes closed?\You told me not to watch the ball. response:	When my eyes are open, I can't help but watch the ball.
context: He synched the toss to the moment he'd swing, with total accuracy.\Awesome. Awesome.\Hey, what was that? What was that?\It hit my hand. Right then. Hey.\Hey, you!\Why did you have your eyes closed?\You told me not to watch the ball.\When my eyes are open, I can't help but watch the ball. response:	I said that, but...
context: Awesome. Awesome.\Hey, what was that? What was that?\It hit my hand. Right then. Hey.\Hey, you!\Why did you have your eyes closed?\You told me not to watch the ball.\When my eyes are open, I can't help but watch the ball.\I said that, but... response:	It worked though, right?
context: Hey, what was that? What was that?\It hit my hand. Right then. Hey.\Hey, you!\Why did you have your eyes closed?\You told me not to watch the ball.\When my eyes are open, I can't help but watch the ball.\I said that, but...\It worked though, right? response:	What's wrong with that?
context: It hit my hand. Right then. Hey.\Hey, you!\Why did you have your eyes closed?\You told me not to watch the ball.\When my eyes are open, I can't help but watch the ball.\I said that, but...\It worked though, right?\What's wrong with that? response:	Sure, but who trusts anyone 100 percent?
context: Hey, you!\Why did you have your eyes closed?\You told me not to watch the ball.\When my eyes are open, I can't help but watch the ball.\I said that, but...\It worked though, right?\What's wrong with that?\Sure, but who trusts anyone 100 percent? response:	Well, I have no choice but to trust you right now.
context: Why did you have your eyes closed?\You told me not to watch the ball.\When my eyes are open, I can't help but watch the ball.\I said that, but...\It worked though, right?\What's wrong with that?\Sure, but who trusts anyone 100 percent?\Well, I have no choice but to trust you right now. response:	You're lousy as crap.
context: You told me not to watch the ball.\When my eyes are open, I can't help but watch the ball.\I said that, but...\It worked though, right?\What's wrong with that?\Sure, but who trusts anyone 100 percent?\Well, I have no choice but to trust you right now.\You're lousy as crap. response:	What were you doing for the last three years?
context: When my eyes are open, I can't help but watch the ball.\I said that, but...\It worked though, right?\What's wrong with that?\Sure, but who trusts anyone 100 percent?\Well, I have no choice but to trust you right now.\You're lousy as crap.\What were you doing for the last three years? response:	This guy's spring, his mobility...
context: I said that, but...\It worked though, right?\What's wrong with that?\Sure, but who trusts anyone 100 percent?\Well, I have no choice but to trust you right now.\You're lousy as crap.\What were you doing for the last three years?\This guy's spring, his mobility... response:	You're awesome, man!
context: It worked though, right?\What's wrong with that?\Sure, but who trusts anyone 100 percent?\Well, I have no choice but to trust you right now.\You're lousy as crap.\What were you doing for the last three years?\This guy's spring, his mobility...\You're awesome, man! response:	What the heck was that, anyway? Hey!
context: What's wrong with that?\Sure, but who trusts anyone 100 percent?\Well, I have no choice but to trust you right now.\You're lousy as crap.\What were you doing for the last three years?\This guy's spring, his mobility...\You're awesome, man!\What the heck was that, anyway? Hey! response:	I can enhance them with my toss!
context: Sure, but who trusts anyone 100 percent?\Well, I have no choice but to trust you right now.\You're lousy as crap.\What were you doing for the last three years?\This guy's spring, his mobility...\You're awesome, man!\What the heck was that, anyway? Hey!\I can enhance them with my toss! response:	All right. If Hinata's spike scores, the marks will even out,
context: Well, I have no choice but to trust you right now.\You're lousy as crap.\What were you doing for the last three years?\This guy's spring, his mobility...\You're awesome, man!\What the heck was that, anyway? Hey!\I can enhance them with my toss!\All right. If Hinata's spike scores, the marks will even out, response:	which makes it easier for Tanaka-san to spike, too.
context: You're lousy as crap.\What were you doing for the last three years?\This guy's spring, his mobility...\You're awesome, man!\What the heck was that, anyway? Hey!\I can enhance them with my toss!\All right. If Hinata's spike scores, the marks will even out,\which makes it easier for Tanaka-san to spike, too. response:	Yeah.
context: What were you doing for the last three years?\This guy's spring, his mobility...\You're awesome, man!\What the heck was that, anyway? Hey!\I can enhance them with my toss!\All right. If Hinata's spike scores, the marks will even out,\which makes it easier for Tanaka-san to spike, too.\Yeah. response:	All right.
context: This guy's spring, his mobility...\You're awesome, man!\What the heck was that, anyway? Hey!\I can enhance them with my toss!\All right. If Hinata's spike scores, the marks will even out,\which makes it easier for Tanaka-san to spike, too.\Yeah.\All right. response:	I don't have any faith in us whatsoever,
context: You're awesome, man!\What the heck was that, anyway? Hey!\I can enhance them with my toss!\All right. If Hinata's spike scores, the marks will even out,\which makes it easier for Tanaka-san to spike, too.\Yeah.\All right.\I don't have any faith in us whatsoever, response:	but I'll keep bringing the ball to you.
context: What the heck was that, anyway? Hey!\I can enhance them with my toss!\All right. If Hinata's spike scores, the marks will even out,\which makes it easier for Tanaka-san to spike, too.\Yeah.\All right.\I don't have any faith in us whatsoever,\but I'll keep bringing the ball to you. response:	Just trust me, and jump.
context: I can enhance them with my toss!\All right. If Hinata's spike scores, the marks will even out,\which makes it easier for Tanaka-san to spike, too.\Yeah.\All right.\I don't have any faith in us whatsoever,\but I'll keep bringing the ball to you.\Just trust me, and jump. response:	Right there.
context: All right. If Hinata's spike scores, the marks will even out,\which makes it easier for Tanaka-san to spike, too.\Yeah.\All right.\I don't have any faith in us whatsoever,\but I'll keep bringing the ball to you.\Just trust me, and jump.\Right there. response:	Sorry.
context: which makes it easier for Tanaka-san to spike, too.\Yeah.\All right.\I don't have any faith in us whatsoever,\but I'll keep bringing the ball to you.\Just trust me, and jump.\Right there.\Sorry. response:	I wonder if that last one was pure luck...
context: Yeah.\All right.\I don't have any faith in us whatsoever,\but I'll keep bringing the ball to you.\Just trust me, and jump.\Right there.\Sorry.\I wonder if that last one was pure luck... response:	The precision of his tosses is definitely getting higher.
