context: Can't sleep, Master? response:	I just came to check on you two.
context: It's all right.\It's just...\I got the feeling that power would take you somewhere far away.\So, given that I was able to stop you, this doesn't bother me one bit.\Are you leaving us, Master?\I'm not going anywhere.\I have a gift for you, Master!\What's this? response:	A crystal that was inside the dragon.
context: It's just...\I got the feeling that power would take you somewhere far away.\So, given that I was able to stop you, this doesn't bother me one bit.\Are you leaving us, Master?\I'm not going anywhere.\I have a gift for you, Master!\What's this?\A crystal that was inside the dragon. response:	You threw it up?
context: I got the feeling that power would take you somewhere far away.\So, given that I was able to stop you, this doesn't bother me one bit.\Are you leaving us, Master?\I'm not going anywhere.\I have a gift for you, Master!\What's this?\A crystal that was inside the dragon.\You threw it up? response:	No! I kept this one to be a gift!
context: So, given that I was able to stop you, this doesn't bother me one bit.\Are you leaving us, Master?\I'm not going anywhere.\I have a gift for you, Master!\What's this?\A crystal that was inside the dragon.\You threw it up?\No! I kept this one to be a gift! response:	If this is a crystallization of the residual mana from the dragon's corpse...
context: Are you leaving us, Master?\I'm not going anywhere.\I have a gift for you, Master!\What's this?\A crystal that was inside the dragon.\You threw it up?\No! I kept this one to be a gift!\If this is a crystallization of the residual mana from the dragon's corpse... response:	My level isn't high enough, huh?
context: I'm not going anywhere.\I have a gift for you, Master!\What's this?\A crystal that was inside the dragon.\You threw it up?\No! I kept this one to be a gift!\If this is a crystallization of the residual mana from the dragon's corpse...\My level isn't high enough, huh? response:	That shield wasn't in the upgrade tree.
context: I have a gift for you, Master!\What's this?\A crystal that was inside the dragon.\You threw it up?\No! I kept this one to be a gift!\If this is a crystallization of the residual mana from the dragon's corpse...\My level isn't high enough, huh?\That shield wasn't in the upgrade tree. response:	If I'd continued to use its power,
context: What's this?\A crystal that was inside the dragon.\You threw it up?\No! I kept this one to be a gift!\If this is a crystallization of the residual mana from the dragon's corpse...\My level isn't high enough, huh?\That shield wasn't in the upgrade tree.\If I'd continued to use its power, response:	I would've killed both Raphtalia and Filo, who was inside the dragon.
context: A crystal that was inside the dragon.\You threw it up?\No! I kept this one to be a gift!\If this is a crystallization of the residual mana from the dragon's corpse...\My level isn't high enough, huh?\That shield wasn't in the upgrade tree.\If I'd continued to use its power,\I would've killed both Raphtalia and Filo, who was inside the dragon. response:	Naofumi-sama?
context: You threw it up?\No! I kept this one to be a gift!\If this is a crystallization of the residual mana from the dragon's corpse...\My level isn't high enough, huh?\That shield wasn't in the upgrade tree.\If I'd continued to use its power,\I would've killed both Raphtalia and Filo, who was inside the dragon.\Naofumi-sama? response:	Forgive me, you two.
context: No! I kept this one to be a gift!\If this is a crystallization of the residual mana from the dragon's corpse...\My level isn't high enough, huh?\That shield wasn't in the upgrade tree.\If I'd continued to use its power,\I would've killed both Raphtalia and Filo, who was inside the dragon.\Naofumi-sama?\Forgive me, you two. response:	I put you both in danger because I hesitated.
context: If this is a crystallization of the residual mana from the dragon's corpse...\My level isn't high enough, huh?\That shield wasn't in the upgrade tree.\If I'd continued to use its power,\I would've killed both Raphtalia and Filo, who was inside the dragon.\Naofumi-sama?\Forgive me, you two.\I put you both in danger because I hesitated. response:	Just as bravery and recklessness differ, so too do caution and cowardice.
context: My level isn't high enough, huh?\That shield wasn't in the upgrade tree.\If I'd continued to use its power,\I would've killed both Raphtalia and Filo, who was inside the dragon.\Naofumi-sama?\Forgive me, you two.\I put you both in danger because I hesitated.\Just as bravery and recklessness differ, so too do caution and cowardice. response:	If I remain a coward, I'll fail to protect the things I care about.
context: That shield wasn't in the upgrade tree.\If I'd continued to use its power,\I would've killed both Raphtalia and Filo, who was inside the dragon.\Naofumi-sama?\Forgive me, you two.\I put you both in danger because I hesitated.\Just as bravery and recklessness differ, so too do caution and cowardice.\If I remain a coward, I'll fail to protect the things I care about. response:	Back then, I should've stepped up and distracted the dragon.
context: If I'd continued to use its power,\I would've killed both Raphtalia and Filo, who was inside the dragon.\Naofumi-sama?\Forgive me, you two.\I put you both in danger because I hesitated.\Just as bravery and recklessness differ, so too do caution and cowardice.\If I remain a coward, I'll fail to protect the things I care about.\Back then, I should've stepped up and distracted the dragon. response:	There were so many things I could've done.
context: I would've killed both Raphtalia and Filo, who was inside the dragon.\Naofumi-sama?\Forgive me, you two.\I put you both in danger because I hesitated.\Just as bravery and recklessness differ, so too do caution and cowardice.\If I remain a coward, I'll fail to protect the things I care about.\Back then, I should've stepped up and distracted the dragon.\There were so many things I could've done. response:	It wasn't your fault, Naofumi-sama!
context: Naofumi-sama?\Forgive me, you two.\I put you both in danger because I hesitated.\Just as bravery and recklessness differ, so too do caution and cowardice.\If I remain a coward, I'll fail to protect the things I care about.\Back then, I should've stepped up and distracted the dragon.\There were so many things I could've done.\It wasn't your fault, Naofumi-sama! response:	If only I had been stronger...
context: Forgive me, you two.\I put you both in danger because I hesitated.\Just as bravery and recklessness differ, so too do caution and cowardice.\If I remain a coward, I'll fail to protect the things I care about.\Back then, I should've stepped up and distracted the dragon.\There were so many things I could've done.\It wasn't your fault, Naofumi-sama!\If only I had been stronger... response:	I messed up, too.
context: I put you both in danger because I hesitated.\Just as bravery and recklessness differ, so too do caution and cowardice.\If I remain a coward, I'll fail to protect the things I care about.\Back then, I should've stepped up and distracted the dragon.\There were so many things I could've done.\It wasn't your fault, Naofumi-sama!\If only I had been stronger...\I messed up, too. response:	I charged in because I hate dragons so much.
context: Just as bravery and recklessness differ, so too do caution and cowardice.\If I remain a coward, I'll fail to protect the things I care about.\Back then, I should've stepped up and distracted the dragon.\There were so many things I could've done.\It wasn't your fault, Naofumi-sama!\If only I had been stronger...\I messed up, too.\I charged in because I hate dragons so much. response:	You two...
context: If I remain a coward, I'll fail to protect the things I care about.\Back then, I should've stepped up and distracted the dragon.\There were so many things I could've done.\It wasn't your fault, Naofumi-sama!\If only I had been stronger...\I messed up, too.\I charged in because I hate dragons so much.\You two... response:	We are stronger now than we were yesterday,
context: Back then, I should've stepped up and distracted the dragon.\There were so many things I could've done.\It wasn't your fault, Naofumi-sama!\If only I had been stronger...\I messed up, too.\I charged in because I hate dragons so much.\You two...\We are stronger now than we were yesterday, response:	and we'll be even stronger tomorrow.
context: There were so many things I could've done.\It wasn't your fault, Naofumi-sama!\If only I had been stronger...\I messed up, too.\I charged in because I hate dragons so much.\You two...\We are stronger now than we were yesterday,\and we'll be even stronger tomorrow. response:	Let's keep that up, one day at a time.
context: It wasn't your fault, Naofumi-sama!\If only I had been stronger...\I messed up, too.\I charged in because I hate dragons so much.\You two...\We are stronger now than we were yesterday,\and we'll be even stronger tomorrow.\Let's keep that up, one day at a time. response:	Yes, let's. Together.
context: If only I had been stronger...\I messed up, too.\I charged in because I hate dragons so much.\You two...\We are stronger now than we were yesterday,\and we'll be even stronger tomorrow.\Let's keep that up, one day at a time.\Yes, let's. Together. response:	I'll work hard, too!
context: I messed up, too.\I charged in because I hate dragons so much.\You two...\We are stronger now than we were yesterday,\and we'll be even stronger tomorrow.\Let's keep that up, one day at a time.\Yes, let's. Together.\I'll work hard, too! response:	Yeah.
context: I charged in because I hate dragons so much.\You two...\We are stronger now than we were yesterday,\and we'll be even stronger tomorrow.\Let's keep that up, one day at a time.\Yes, let's. Together.\I'll work hard, too!\Yeah. response:	Wow, you smiled, Master!
context: You two...\We are stronger now than we were yesterday,\and we'll be even stronger tomorrow.\Let's keep that up, one day at a time.\Yes, let's. Together.\I'll work hard, too!\Yeah.\Wow, you smiled, Master! response:	Yeah.
context: We are stronger now than we were yesterday,\and we'll be even stronger tomorrow.\Let's keep that up, one day at a time.\Yes, let's. Together.\I'll work hard, too!\Yeah.\Wow, you smiled, Master!\Yeah. response:	You finally showed us a normal smile.
context: and we'll be even stronger tomorrow.\Let's keep that up, one day at a time.\Yes, let's. Together.\I'll work hard, too!\Yeah.\Wow, you smiled, Master!\Yeah.\You finally showed us a normal smile. response:	Did I...?
context: Let's keep that up, one day at a time.\Yes, let's. Together.\I'll work hard, too!\Yeah.\Wow, you smiled, Master!\Yeah.\You finally showed us a normal smile.\Did I...? response:	Yep! Right, Onee-chan?
context: Yes, let's. Together.\I'll work hard, too!\Yeah.\Wow, you smiled, Master!\Yeah.\You finally showed us a normal smile.\Did I...?\Yep! Right, Onee-chan? response:	Right!
context: I'll work hard, too!\Yeah.\Wow, you smiled, Master!\Yeah.\You finally showed us a normal smile.\Did I...?\Yep! Right, Onee-chan?\Right! response:	It's gotten late.
context: Yeah.\Wow, you smiled, Master!\Yeah.\You finally showed us a normal smile.\Did I...?\Yep! Right, Onee-chan?\Right!\It's gotten late. response:	Get some sleep and rest up.
context: Wow, you smiled, Master!\Yeah.\You finally showed us a normal smile.\Did I...?\Yep! Right, Onee-chan?\Right!\It's gotten late.\Get some sleep and rest up. response:	'Kay!
context: Yeah.\You finally showed us a normal smile.\Did I...?\Yep! Right, Onee-chan?\Right!\It's gotten late.\Get some sleep and rest up.\'Kay! response:	U-Um...
context: You finally showed us a normal smile.\Did I...?\Yep! Right, Onee-chan?\Right!\It's gotten late.\Get some sleep and rest up.\'Kay!\U-Um... response:	Could you spend the night with me?
context: Did I...?\Yep! Right, Onee-chan?\Right!\It's gotten late.\Get some sleep and rest up.\'Kay!\U-Um...\Could you spend the night with me? response:	Don't want to be lonely?
context: Yep! Right, Onee-chan?\Right!\It's gotten late.\Get some sleep and rest up.\'Kay!\U-Um...\Could you spend the night with me?\Don't want to be lonely? response:	It's not that.
context: Right!\It's gotten late.\Get some sleep and rest up.\'Kay!\U-Um...\Could you spend the night with me?\Don't want to be lonely?\It's not that. response:	I thought I would be allowed to have this, just this once.
context: It's gotten late.\Get some sleep and rest up.\'Kay!\U-Um...\Could you spend the night with me?\Don't want to be lonely?\It's not that.\I thought I would be allowed to have this, just this once. response:	Filo...
context: Get some sleep and rest up.\'Kay!\U-Um...\Could you spend the night with me?\Don't want to be lonely?\It's not that.\I thought I would be allowed to have this, just this once.\Filo... response:	Sleep with Raphtalia tonight.
context: 'Kay!\U-Um...\Could you spend the night with me?\Don't want to be lonely?\It's not that.\I thought I would be allowed to have this, just this once.\Filo...\Sleep with Raphtalia tonight. response:	'Kay!
context: U-Um...\Could you spend the night with me?\Don't want to be lonely?\It's not that.\I thought I would be allowed to have this, just this once.\Filo...\Sleep with Raphtalia tonight.\'Kay! response:	Huh?
context: Could you spend the night with me?\Don't want to be lonely?\It's not that.\I thought I would be allowed to have this, just this once.\Filo...\Sleep with Raphtalia tonight.\'Kay!\Huh? response:	You're cold, aren't you?
context: Don't want to be lonely?\It's not that.\I thought I would be allowed to have this, just this once.\Filo...\Sleep with Raphtalia tonight.\'Kay!\Huh?\You're cold, aren't you? response:	That's not what I meant...
context: It's not that.\I thought I would be allowed to have this, just this once.\Filo...\Sleep with Raphtalia tonight.\'Kay!\Huh?\You're cold, aren't you?\That's not what I meant... response:	Join us, Master.
context: I thought I would be allowed to have this, just this once.\Filo...\Sleep with Raphtalia tonight.\'Kay!\Huh?\You're cold, aren't you?\That's not what I meant...\Join us, Master. response:	No way.
context: Filo...\Sleep with Raphtalia tonight.\'Kay!\Huh?\You're cold, aren't you?\That's not what I meant...\Join us, Master.\No way. response:	I'm not warm, you know.
context: Sleep with Raphtalia tonight.\'Kay!\Huh?\You're cold, aren't you?\That's not what I meant...\Join us, Master.\No way.\I'm not warm, you know. response:	I have to grow stronger...
context: 'Kay!\Huh?\You're cold, aren't you?\That's not what I meant...\Join us, Master.\No way.\I'm not warm, you know.\I have to grow stronger... response:	Along with the people who believe in me.
context: Huh?\You're cold, aren't you?\That's not what I meant...\Join us, Master.\No way.\I'm not warm, you know.\I have to grow stronger...\Along with the people who believe in me. response:	And I'll protect them,
context: You're cold, aren't you?\That's not what I meant...\Join us, Master.\No way.\I'm not warm, you know.\I have to grow stronger...\Along with the people who believe in me.\And I'll protect them, response:	come what may!
context: That's not what I meant...\Join us, Master.\No way.\I'm not warm, you know.\I have to grow stronger...\Along with the people who believe in me.\And I'll protect them,\come what may! response:	Melty
