context: Once upon a time, there was a sad love that would never be requited. response:	But that alone does not give birth to a story.
context: She is too suspicious!\Edel-san, we're looking for Mytho.\And just now, something really weird happened.\He disappeared beyond that dead end along with a funeral procession.\A story within a story.\What? A story?\There was once a very beautiful maiden with a very beautiful heart.\Maidens all fall in love. response:	Hey! Your story has nothing to do with this!
context: Edel-san, we're looking for Mytho.\And just now, something really weird happened.\He disappeared beyond that dead end along with a funeral procession.\A story within a story.\What? A story?\There was once a very beautiful maiden with a very beautiful heart.\Maidens all fall in love.\Hey! Your story has nothing to do with this! response:	But the man she fell in love with was a noble, unlike her.
context: And just now, something really weird happened.\He disappeared beyond that dead end along with a funeral procession.\A story within a story.\What? A story?\There was once a very beautiful maiden with a very beautiful heart.\Maidens all fall in love.\Hey! Your story has nothing to do with this!\But the man she fell in love with was a noble, unlike her. response:	It was a love never to be requited.
context: He disappeared beyond that dead end along with a funeral procession.\A story within a story.\What? A story?\There was once a very beautiful maiden with a very beautiful heart.\Maidens all fall in love.\Hey! Your story has nothing to do with this!\But the man she fell in love with was a noble, unlike her.\It was a love never to be requited. response:	Did you hear me?!
context: A story within a story.\What? A story?\There was once a very beautiful maiden with a very beautiful heart.\Maidens all fall in love.\Hey! Your story has nothing to do with this!\But the man she fell in love with was a noble, unlike her.\It was a love never to be requited.\Did you hear me?! response:	Wait, Rue-chan!
context: What? A story?\There was once a very beautiful maiden with a very beautiful heart.\Maidens all fall in love.\Hey! Your story has nothing to do with this!\But the man she fell in love with was a noble, unlike her.\It was a love never to be requited.\Did you hear me?!\Wait, Rue-chan! response:	So, what happened to that woman?
context: There was once a very beautiful maiden with a very beautiful heart.\Maidens all fall in love.\Hey! Your story has nothing to do with this!\But the man she fell in love with was a noble, unlike her.\It was a love never to be requited.\Did you hear me?!\Wait, Rue-chan!\So, what happened to that woman? response:	She took her own life.
context: Maidens all fall in love.\Hey! Your story has nothing to do with this!\But the man she fell in love with was a noble, unlike her.\It was a love never to be requited.\Did you hear me?!\Wait, Rue-chan!\So, what happened to that woman?\She took her own life. response:	If her love would not be requited in this world, she would be reborn and see her love fulfilled then.
context: Hey! Your story has nothing to do with this!\But the man she fell in love with was a noble, unlike her.\It was a love never to be requited.\Did you hear me?!\Wait, Rue-chan!\So, what happened to that woman?\She took her own life.\If her love would not be requited in this world, she would be reborn and see her love fulfilled then. response:	However, her fiance never appeared and the maiden took another man to the world of the dead in his stead.
context: But the man she fell in love with was a noble, unlike her.\It was a love never to be requited.\Did you hear me?!\Wait, Rue-chan!\So, what happened to that woman?\She took her own life.\If her love would not be requited in this world, she would be reborn and see her love fulfilled then.\However, her fiance never appeared and the maiden took another man to the world of the dead in his stead. response:	This is the maiden's sad story within the story.
context: It was a love never to be requited.\Did you hear me?!\Wait, Rue-chan!\So, what happened to that woman?\She took her own life.\If her love would not be requited in this world, she would be reborn and see her love fulfilled then.\However, her fiance never appeared and the maiden took another man to the world of the dead in his stead.\This is the maiden's sad story within the story. response:	In this town, there was a maiden who met the same fate.
context: Did you hear me?!\Wait, Rue-chan!\So, what happened to that woman?\She took her own life.\If her love would not be requited in this world, she would be reborn and see her love fulfilled then.\However, her fiance never appeared and the maiden took another man to the world of the dead in his stead.\This is the maiden's sad story within the story.\In this town, there was a maiden who met the same fate. response:	Just as in the story, she fell in love, and just as in the story, she lost hope,
context: Wait, Rue-chan!\So, what happened to that woman?\She took her own life.\If her love would not be requited in this world, she would be reborn and see her love fulfilled then.\However, her fiance never appeared and the maiden took another man to the world of the dead in his stead.\This is the maiden's sad story within the story.\In this town, there was a maiden who met the same fate.\Just as in the story, she fell in love, and just as in the story, she lost hope, response:	and just as in the story, she took her own life, and then...
context: So, what happened to that woman?\She took her own life.\If her love would not be requited in this world, she would be reborn and see her love fulfilled then.\However, her fiance never appeared and the maiden took another man to the world of the dead in his stead.\This is the maiden's sad story within the story.\In this town, there was a maiden who met the same fate.\Just as in the story, she fell in love, and just as in the story, she lost hope,\and just as in the story, she took her own life, and then... response:	Is the story going to become real?
context: She took her own life.\If her love would not be requited in this world, she would be reborn and see her love fulfilled then.\However, her fiance never appeared and the maiden took another man to the world of the dead in his stead.\This is the maiden's sad story within the story.\In this town, there was a maiden who met the same fate.\Just as in the story, she fell in love, and just as in the story, she lost hope,\and just as in the story, she took her own life, and then...\Is the story going to become real? response:	The story will become real.
context: If her love would not be requited in this world, she would be reborn and see her love fulfilled then.\However, her fiance never appeared and the maiden took another man to the world of the dead in his stead.\This is the maiden's sad story within the story.\In this town, there was a maiden who met the same fate.\Just as in the story, she fell in love, and just as in the story, she lost hope,\and just as in the story, she took her own life, and then...\Is the story going to become real?\The story will become real. response:	In this town, where reality and stories intermingle...
context: However, her fiance never appeared and the maiden took another man to the world of the dead in his stead.\This is the maiden's sad story within the story.\In this town, there was a maiden who met the same fate.\Just as in the story, she fell in love, and just as in the story, she lost hope,\and just as in the story, she took her own life, and then...\Is the story going to become real?\The story will become real.\In this town, where reality and stories intermingle... response:	Just as in the story, Mytho will be taken in that man's stead...
context: This is the maiden's sad story within the story.\In this town, there was a maiden who met the same fate.\Just as in the story, she fell in love, and just as in the story, she lost hope,\and just as in the story, she took her own life, and then...\Is the story going to become real?\The story will become real.\In this town, where reality and stories intermingle...\Just as in the story, Mytho will be taken in that man's stead... response:	I won't let that happen!
context: In this town, there was a maiden who met the same fate.\Just as in the story, she fell in love, and just as in the story, she lost hope,\and just as in the story, she took her own life, and then...\Is the story going to become real?\The story will become real.\In this town, where reality and stories intermingle...\Just as in the story, Mytho will be taken in that man's stead...\I won't let that happen! response:	It's starting.
context: Just as in the story, she fell in love, and just as in the story, she lost hope,\and just as in the story, she took her own life, and then...\Is the story going to become real?\The story will become real.\In this town, where reality and stories intermingle...\Just as in the story, Mytho will be taken in that man's stead...\I won't let that happen!\It's starting. response:	What?
context: and just as in the story, she took her own life, and then...\Is the story going to become real?\The story will become real.\In this town, where reality and stories intermingle...\Just as in the story, Mytho will be taken in that man's stead...\I won't let that happen!\It's starting.\What? response:	The dead end!
context: Is the story going to become real?\The story will become real.\In this town, where reality and stories intermingle...\Just as in the story, Mytho will be taken in that man's stead...\I won't let that happen!\It's starting.\What?\The dead end! response:	A mansion?!
context: The story will become real.\In this town, where reality and stories intermingle...\Just as in the story, Mytho will be taken in that man's stead...\I won't let that happen!\It's starting.\What?\The dead end!\A mansion?! response:	The maiden's soul has settled in the courtyard of that mansion and has been waiting all this time.
context: In this town, where reality and stories intermingle...\Just as in the story, Mytho will be taken in that man's stead...\I won't let that happen!\It's starting.\What?\The dead end!\A mansion?!\The maiden's soul has settled in the courtyard of that mansion and has been waiting all this time. response:	Let's go, Rue-chan!
context: Just as in the story, Mytho will be taken in that man's stead...\I won't let that happen!\It's starting.\What?\The dead end!\A mansion?!\The maiden's soul has settled in the courtyard of that mansion and has been waiting all this time.\Let's go, Rue-chan! response:	Yes!
context: I won't let that happen!\It's starting.\What?\The dead end!\A mansion?!\The maiden's soul has settled in the courtyard of that mansion and has been waiting all this time.\Let's go, Rue-chan!\Yes! response:	Mytho!
context: It's starting.\What?\The dead end!\A mansion?!\The maiden's soul has settled in the courtyard of that mansion and has been waiting all this time.\Let's go, Rue-chan!\Yes!\Mytho! response:	And you're saying I'm that person?
context: What?\The dead end!\A mansion?!\The maiden's soul has settled in the courtyard of that mansion and has been waiting all this time.\Let's go, Rue-chan!\Yes!\Mytho!\And you're saying I'm that person? response:	If you say so, then maybe I am.
context: The dead end!\A mansion?!\The maiden's soul has settled in the courtyard of that mansion and has been waiting all this time.\Let's go, Rue-chan!\Yes!\Mytho!\And you're saying I'm that person?\If you say so, then maybe I am. response:	Mytho, who are you talking to?!
context: A mansion?!\The maiden's soul has settled in the courtyard of that mansion and has been waiting all this time.\Let's go, Rue-chan!\Yes!\Mytho!\And you're saying I'm that person?\If you say so, then maybe I am.\Mytho, who are you talking to?! response:	What is that?
context: The maiden's soul has settled in the courtyard of that mansion and has been waiting all this time.\Let's go, Rue-chan!\Yes!\Mytho!\And you're saying I'm that person?\If you say so, then maybe I am.\Mytho, who are you talking to?!\What is that? response:	That's the dead girl?
context: Let's go, Rue-chan!\Yes!\Mytho!\And you're saying I'm that person?\If you say so, then maybe I am.\Mytho, who are you talking to?!\What is that?\That's the dead girl? response:	The pendant...
context: Yes!\Mytho!\And you're saying I'm that person?\If you say so, then maybe I am.\Mytho, who are you talking to?!\What is that?\That's the dead girl?\The pendant... response:	So, it was you who was calling to me.
context: Mytho!\And you're saying I'm that person?\If you say so, then maybe I am.\Mytho, who are you talking to?!\What is that?\That's the dead girl?\The pendant...\So, it was you who was calling to me. response:	The rosemary from Giselle?!
context: And you're saying I'm that person?\If you say so, then maybe I am.\Mytho, who are you talking to?!\What is that?\That's the dead girl?\The pendant...\So, it was you who was calling to me.\The rosemary from Giselle?! response:	You mustn't accept it!
context: If you say so, then maybe I am.\Mytho, who are you talking to?!\What is that?\That's the dead girl?\The pendant...\So, it was you who was calling to me.\The rosemary from Giselle?!\You mustn't accept it! response:	Rue-chan?!
context: Mytho, who are you talking to?!\What is that?\That's the dead girl?\The pendant...\So, it was you who was calling to me.\The rosemary from Giselle?!\You mustn't accept it!\Rue-chan?! response:	You'll be taken away to the world of the dead!
context: What is that?\That's the dead girl?\The pendant...\So, it was you who was calling to me.\The rosemary from Giselle?!\You mustn't accept it!\Rue-chan?!\You'll be taken away to the world of the dead! response:	Come over here!
context: That's the dead girl?\The pendant...\So, it was you who was calling to me.\The rosemary from Giselle?!\You mustn't accept it!\Rue-chan?!\You'll be taken away to the world of the dead!\Come over here! response:	Rue-chan...
context: The pendant...\So, it was you who was calling to me.\The rosemary from Giselle?!\You mustn't accept it!\Rue-chan?!\You'll be taken away to the world of the dead!\Come over here!\Rue-chan... response:	I don't have the stamina to dance Giselle to the end.
context: So, it was you who was calling to me.\The rosemary from Giselle?!\You mustn't accept it!\Rue-chan?!\You'll be taken away to the world of the dead!\Come over here!\Rue-chan...\I don't have the stamina to dance Giselle to the end. response:	If I had only done more basic training...
context: The rosemary from Giselle?!\You mustn't accept it!\Rue-chan?!\You'll be taken away to the world of the dead!\Come over here!\Rue-chan...\I don't have the stamina to dance Giselle to the end.\If I had only done more basic training... response:	Rue-chan!
context: You mustn't accept it!\Rue-chan?!\You'll be taken away to the world of the dead!\Come over here!\Rue-chan...\I don't have the stamina to dance Giselle to the end.\If I had only done more basic training...\Rue-chan! response:	No!
context: Rue-chan?!\You'll be taken away to the world of the dead!\Come over here!\Rue-chan...\I don't have the stamina to dance Giselle to the end.\If I had only done more basic training...\Rue-chan!\No! response:	Rue-chan!
context: You'll be taken away to the world of the dead!\Come over here!\Rue-chan...\I don't have the stamina to dance Giselle to the end.\If I had only done more basic training...\Rue-chan!\No!\Rue-chan! response:	Well, well, at this rate, the prince will enter an eternal slumber.
context: Come over here!\Rue-chan...\I don't have the stamina to dance Giselle to the end.\If I had only done more basic training...\Rue-chan!\No!\Rue-chan!\Well, well, at this rate, the prince will enter an eternal slumber. response:	Are you okay with that, Princess Tutu?
context: Rue-chan...\I don't have the stamina to dance Giselle to the end.\If I had only done more basic training...\Rue-chan!\No!\Rue-chan!\Well, well, at this rate, the prince will enter an eternal slumber.\Are you okay with that, Princess Tutu? response:	My prince, you must not accept that!
context: I don't have the stamina to dance Giselle to the end.\If I had only done more basic training...\Rue-chan!\No!\Rue-chan!\Well, well, at this rate, the prince will enter an eternal slumber.\Are you okay with that, Princess Tutu?\My prince, you must not accept that! response:	Why do you interfere? Who are you?
context: If I had only done more basic training...\Rue-chan!\No!\Rue-chan!\Well, well, at this rate, the prince will enter an eternal slumber.\Are you okay with that, Princess Tutu?\My prince, you must not accept that!\Why do you interfere? Who are you? response:	I am Princess Tutu.
context: Rue-chan!\No!\Rue-chan!\Well, well, at this rate, the prince will enter an eternal slumber.\Are you okay with that, Princess Tutu?\My prince, you must not accept that!\Why do you interfere? Who are you?\I am Princess Tutu. response:	I am fated never to be with the one I love, just like you.
context: No!\Rue-chan!\Well, well, at this rate, the prince will enter an eternal slumber.\Are you okay with that, Princess Tutu?\My prince, you must not accept that!\Why do you interfere? Who are you?\I am Princess Tutu.\I am fated never to be with the one I love, just like you. response:	Dance with me.
context: Rue-chan!\Well, well, at this rate, the prince will enter an eternal slumber.\Are you okay with that, Princess Tutu?\My prince, you must not accept that!\Why do you interfere? Who are you?\I am Princess Tutu.\I am fated never to be with the one I love, just like you.\Dance with me. response:	Amazing, she's continuing to dance on par with the other girl.
context: Well, well, at this rate, the prince will enter an eternal slumber.\Are you okay with that, Princess Tutu?\My prince, you must not accept that!\Why do you interfere? Who are you?\I am Princess Tutu.\I am fated never to be with the one I love, just like you.\Dance with me.\Amazing, she's continuing to dance on par with the other girl. response:	If you share the same fate as I, then why is your dancing not laden with sorrow?
context: Are you okay with that, Princess Tutu?\My prince, you must not accept that!\Why do you interfere? Who are you?\I am Princess Tutu.\I am fated never to be with the one I love, just like you.\Dance with me.\Amazing, she's continuing to dance on par with the other girl.\If you share the same fate as I, then why is your dancing not laden with sorrow? response:	That's because there are many other emotions in my heart that won't give in to the sorrow.
context: My prince, you must not accept that!\Why do you interfere? Who are you?\I am Princess Tutu.\I am fated never to be with the one I love, just like you.\Dance with me.\Amazing, she's continuing to dance on par with the other girl.\If you share the same fate as I, then why is your dancing not laden with sorrow?\That's because there are many other emotions in my heart that won't give in to the sorrow. response:	Even if you take Mytho with you, it won't dispel your sorrow, will it?
context: Why do you interfere? Who are you?\I am Princess Tutu.\I am fated never to be with the one I love, just like you.\Dance with me.\Amazing, she's continuing to dance on par with the other girl.\If you share the same fate as I, then why is your dancing not laden with sorrow?\That's because there are many other emotions in my heart that won't give in to the sorrow.\Even if you take Mytho with you, it won't dispel your sorrow, will it? response:	Because that sorrow is not how you truly feel.
context: I am Princess Tutu.\I am fated never to be with the one I love, just like you.\Dance with me.\Amazing, she's continuing to dance on par with the other girl.\If you share the same fate as I, then why is your dancing not laden with sorrow?\That's because there are many other emotions in my heart that won't give in to the sorrow.\Even if you take Mytho with you, it won't dispel your sorrow, will it?\Because that sorrow is not how you truly feel. response:	I cannot know how much you have suffered, but I do know that you have grieved enough.
context: I am fated never to be with the one I love, just like you.\Dance with me.\Amazing, she's continuing to dance on par with the other girl.\If you share the same fate as I, then why is your dancing not laden with sorrow?\That's because there are many other emotions in my heart that won't give in to the sorrow.\Even if you take Mytho with you, it won't dispel your sorrow, will it?\Because that sorrow is not how you truly feel.\I cannot know how much you have suffered, but I do know that you have grieved enough. response:	So you can sleep in peace now.
context: Dance with me.\Amazing, she's continuing to dance on par with the other girl.\If you share the same fate as I, then why is your dancing not laden with sorrow?\That's because there are many other emotions in my heart that won't give in to the sorrow.\Even if you take Mytho with you, it won't dispel your sorrow, will it?\Because that sorrow is not how you truly feel.\I cannot know how much you have suffered, but I do know that you have grieved enough.\So you can sleep in peace now. response:	Because you don't have to grieve anymore.
context: Amazing, she's continuing to dance on par with the other girl.\If you share the same fate as I, then why is your dancing not laden with sorrow?\That's because there are many other emotions in my heart that won't give in to the sorrow.\Even if you take Mytho with you, it won't dispel your sorrow, will it?\Because that sorrow is not how you truly feel.\I cannot know how much you have suffered, but I do know that you have grieved enough.\So you can sleep in peace now.\Because you don't have to grieve anymore. response:	This is the heart shard called sorrow.
context: If you share the same fate as I, then why is your dancing not laden with sorrow?\That's because there are many other emotions in my heart that won't give in to the sorrow.\Even if you take Mytho with you, it won't dispel your sorrow, will it?\Because that sorrow is not how you truly feel.\I cannot know how much you have suffered, but I do know that you have grieved enough.\So you can sleep in peace now.\Because you don't have to grieve anymore.\This is the heart shard called sorrow. response:	This makes people suffer.
context: That's because there are many other emotions in my heart that won't give in to the sorrow.\Even if you take Mytho with you, it won't dispel your sorrow, will it?\Because that sorrow is not how you truly feel.\I cannot know how much you have suffered, but I do know that you have grieved enough.\So you can sleep in peace now.\Because you don't have to grieve anymore.\This is the heart shard called sorrow.\This makes people suffer. response:	But this is also an important emotion people have.
context: Even if you take Mytho with you, it won't dispel your sorrow, will it?\Because that sorrow is not how you truly feel.\I cannot know how much you have suffered, but I do know that you have grieved enough.\So you can sleep in peace now.\Because you don't have to grieve anymore.\This is the heart shard called sorrow.\This makes people suffer.\But this is also an important emotion people have. response:	Princess Tutu...
context: Because that sorrow is not how you truly feel.\I cannot know how much you have suffered, but I do know that you have grieved enough.\So you can sleep in peace now.\Because you don't have to grieve anymore.\This is the heart shard called sorrow.\This makes people suffer.\But this is also an important emotion people have.\Princess Tutu... response:	The emotions returning to the prince are loneliness, sorrow, all feelings people have no desire for.
context: I cannot know how much you have suffered, but I do know that you have grieved enough.\So you can sleep in peace now.\Because you don't have to grieve anymore.\This is the heart shard called sorrow.\This makes people suffer.\But this is also an important emotion people have.\Princess Tutu...\The emotions returning to the prince are loneliness, sorrow, all feelings people have no desire for. response:	Princess Tutu, is that going to bring happiness to the prince?
context: So you can sleep in peace now.\Because you don't have to grieve anymore.\This is the heart shard called sorrow.\This makes people suffer.\But this is also an important emotion people have.\Princess Tutu...\The emotions returning to the prince are loneliness, sorrow, all feelings people have no desire for.\Princess Tutu, is that going to bring happiness to the prince? response:	Mytho... He's a prince.
context: Because you don't have to grieve anymore.\This is the heart shard called sorrow.\This makes people suffer.\But this is also an important emotion people have.\Princess Tutu...\The emotions returning to the prince are loneliness, sorrow, all feelings people have no desire for.\Princess Tutu, is that going to bring happiness to the prince?\Mytho... He's a prince. response:	Is this the real you, Mytho?
context: This is the heart shard called sorrow.\This makes people suffer.\But this is also an important emotion people have.\Princess Tutu...\The emotions returning to the prince are loneliness, sorrow, all feelings people have no desire for.\Princess Tutu, is that going to bring happiness to the prince?\Mytho... He's a prince.\Is this the real you, Mytho? response:	Ahiru, are you going to the Fire Festival too?
context: This makes people suffer.\But this is also an important emotion people have.\Princess Tutu...\The emotions returning to the prince are loneliness, sorrow, all feelings people have no desire for.\Princess Tutu, is that going to bring happiness to the prince?\Mytho... He's a prince.\Is this the real you, Mytho?\Ahiru, are you going to the Fire Festival too? response:	I was a fool for believing what that Ahiru said.
context: But this is also an important emotion people have.\Princess Tutu...\The emotions returning to the prince are loneliness, sorrow, all feelings people have no desire for.\Princess Tutu, is that going to bring happiness to the prince?\Mytho... He's a prince.\Is this the real you, Mytho?\Ahiru, are you going to the Fire Festival too?\I was a fool for believing what that Ahiru said. response:	When you were wandering, having lost your memories, I'm the one who gave you the name of Mytho!
context: Princess Tutu...\The emotions returning to the prince are loneliness, sorrow, all feelings people have no desire for.\Princess Tutu, is that going to bring happiness to the prince?\Mytho... He's a prince.\Is this the real you, Mytho?\Ahiru, are you going to the Fire Festival too?\I was a fool for believing what that Ahiru said.\When you were wandering, having lost your memories, I'm the one who gave you the name of Mytho! response:	I only want to keep shining for someone.
context: The emotions returning to the prince are loneliness, sorrow, all feelings people have no desire for.\Princess Tutu, is that going to bring happiness to the prince?\Mytho... He's a prince.\Is this the real you, Mytho?\Ahiru, are you going to the Fire Festival too?\I was a fool for believing what that Ahiru said.\When you were wandering, having lost your memories, I'm the one who gave you the name of Mytho!\I only want to keep shining for someone. response:	I don't want anything else.
context: Princess Tutu, is that going to bring happiness to the prince?\Mytho... He's a prince.\Is this the real you, Mytho?\Ahiru, are you going to the Fire Festival too?\I was a fool for believing what that Ahiru said.\When you were wandering, having lost your memories, I'm the one who gave you the name of Mytho!\I only want to keep shining for someone.\I don't want anything else. response:	And yet, somewhere along the way, I had become forgotten.
context: Mytho... He's a prince.\Is this the real you, Mytho?\Ahiru, are you going to the Fire Festival too?\I was a fool for believing what that Ahiru said.\When you were wandering, having lost your memories, I'm the one who gave you the name of Mytho!\I only want to keep shining for someone.\I don't want anything else.\And yet, somewhere along the way, I had become forgotten. response:	It's sad that they no longer need you, but it's something that can't be helped.
context: Is this the real you, Mytho?\Ahiru, are you going to the Fire Festival too?\I was a fool for believing what that Ahiru said.\When you were wandering, having lost your memories, I'm the one who gave you the name of Mytho!\I only want to keep shining for someone.\I don't want anything else.\And yet, somewhere along the way, I had become forgotten.\It's sad that they no longer need you, but it's something that can't be helped. response:	All you children who love stories, come gather around.
context: Ahiru, are you going to the Fire Festival too?\I was a fool for believing what that Ahiru said.\When you were wandering, having lost your memories, I'm the one who gave you the name of Mytho!\I only want to keep shining for someone.\I don't want anything else.\And yet, somewhere along the way, I had become forgotten.\It's sad that they no longer need you, but it's something that can't be helped.\All you children who love stories, come gather around. response:	'On the Night of the Fire FestivaI'
context: I was a fool for believing what that Ahiru said.\When you were wandering, having lost your memories, I'm the one who gave you the name of Mytho!\I only want to keep shining for someone.\I don't want anything else.\And yet, somewhere along the way, I had become forgotten.\It's sad that they no longer need you, but it's something that can't be helped.\All you children who love stories, come gather around.\'On the Night of the Fire FestivaI' response:	The voice calling, come now, wake up
context: When you were wandering, having lost your memories, I'm the one who gave you the name of Mytho!\I only want to keep shining for someone.\I don't want anything else.\And yet, somewhere along the way, I had become forgotten.\It's sad that they no longer need you, but it's something that can't be helped.\All you children who love stories, come gather around.\'On the Night of the Fire FestivaI'\The voice calling, come now, wake up response:	Wiping a tearstained face
context: I only want to keep shining for someone.\I don't want anything else.\And yet, somewhere along the way, I had become forgotten.\It's sad that they no longer need you, but it's something that can't be helped.\All you children who love stories, come gather around.\'On the Night of the Fire FestivaI'\The voice calling, come now, wake up\Wiping a tearstained face response:	The brilliant light and the dew on trees are born
context: I don't want anything else.\And yet, somewhere along the way, I had become forgotten.\It's sad that they no longer need you, but it's something that can't be helped.\All you children who love stories, come gather around.\'On the Night of the Fire FestivaI'\The voice calling, come now, wake up\Wiping a tearstained face\The brilliant light and the dew on trees are born response:	By the secret water's edge that no one knows of
context: And yet, somewhere along the way, I had become forgotten.\It's sad that they no longer need you, but it's something that can't be helped.\All you children who love stories, come gather around.\'On the Night of the Fire FestivaI'\The voice calling, come now, wake up\Wiping a tearstained face\The brilliant light and the dew on trees are born\By the secret water's edge that no one knows of response:	Dance the pas de deux of life
context: It's sad that they no longer need you, but it's something that can't be helped.\All you children who love stories, come gather around.\'On the Night of the Fire FestivaI'\The voice calling, come now, wake up\Wiping a tearstained face\The brilliant light and the dew on trees are born\By the secret water's edge that no one knows of\Dance the pas de deux of life response:	Dreaming again today
context: All you children who love stories, come gather around.\'On the Night of the Fire FestivaI'\The voice calling, come now, wake up\Wiping a tearstained face\The brilliant light and the dew on trees are born\By the secret water's edge that no one knows of\Dance the pas de deux of life\Dreaming again today response:	It is a gentle, yet fierce current
context: 'On the Night of the Fire FestivaI'\The voice calling, come now, wake up\Wiping a tearstained face\The brilliant light and the dew on trees are born\By the secret water's edge that no one knows of\Dance the pas de deux of life\Dreaming again today\It is a gentle, yet fierce current response:	How far does the labyrinth stretch?
context: The voice calling, come now, wake up\Wiping a tearstained face\The brilliant light and the dew on trees are born\By the secret water's edge that no one knows of\Dance the pas de deux of life\Dreaming again today\It is a gentle, yet fierce current\How far does the labyrinth stretch? response:	I shall go
context: Wiping a tearstained face\The brilliant light and the dew on trees are born\By the secret water's edge that no one knows of\Dance the pas de deux of life\Dreaming again today\It is a gentle, yet fierce current\How far does the labyrinth stretch?\I shall go response:	The dream I hold tight
context: The brilliant light and the dew on trees are born\By the secret water's edge that no one knows of\Dance the pas de deux of life\Dreaming again today\It is a gentle, yet fierce current\How far does the labyrinth stretch?\I shall go\The dream I hold tight response:	I loved like I was dreaming
context: By the secret water's edge that no one knows of\Dance the pas de deux of life\Dreaming again today\It is a gentle, yet fierce current\How far does the labyrinth stretch?\I shall go\The dream I hold tight\I loved like I was dreaming response:	It swells... My heart swells
context: Dance the pas de deux of life\Dreaming again today\It is a gentle, yet fierce current\How far does the labyrinth stretch?\I shall go\The dream I hold tight\I loved like I was dreaming\It swells... My heart swells response:	I thought how wonderful it was to be alive
context: Dreaming again today\It is a gentle, yet fierce current\How far does the labyrinth stretch?\I shall go\The dream I hold tight\I loved like I was dreaming\It swells... My heart swells\I thought how wonderful it was to be alive response:	I can't wait for tomorrow
context: It is a gentle, yet fierce current\How far does the labyrinth stretch?\I shall go\The dream I hold tight\I loved like I was dreaming\It swells... My heart swells\I thought how wonderful it was to be alive\I can't wait for tomorrow response:	I want to be there for you
context: How far does the labyrinth stretch?\I shall go\The dream I hold tight\I loved like I was dreaming\It swells... My heart swells\I thought how wonderful it was to be alive\I can't wait for tomorrow\I want to be there for you response:	At all times
context: I shall go\The dream I hold tight\I loved like I was dreaming\It swells... My heart swells\I thought how wonderful it was to be alive\I can't wait for tomorrow\I want to be there for you\At all times response:	Wait, it won't wait
context: The dream I hold tight\I loved like I was dreaming\It swells... My heart swells\I thought how wonderful it was to be alive\I can't wait for tomorrow\I want to be there for you\At all times\Wait, it won't wait response:	Running, running along
context: I loved like I was dreaming\It swells... My heart swells\I thought how wonderful it was to be alive\I can't wait for tomorrow\I want to be there for you\At all times\Wait, it won't wait\Running, running along response:	Passing by even the wind and the rain clouds
context: It swells... My heart swells\I thought how wonderful it was to be alive\I can't wait for tomorrow\I want to be there for you\At all times\Wait, it won't wait\Running, running along\Passing by even the wind and the rain clouds response:	Just beating my own wings
