context: Gonna getcha, gonna getcha! response:	You're under arrest!
context: Okay!\Topknot, jump over the river!\Okay!\Ba-ba-baba-ba-ba-baba-BA!\I say that the bigger ones are the best\and they may call me crazy and say I'm a mess\but there's nothing better than F-cup breasts!\Always on the lookout for the perfect mel-lons response:	flying into action like a Gachi Ranger
context: Topknot, jump over the river!\Okay!\Ba-ba-baba-ba-ba-baba-BA!\I say that the bigger ones are the best\and they may call me crazy and say I'm a mess\but there's nothing better than F-cup breasts!\Always on the lookout for the perfect mel-lons\flying into action like a Gachi Ranger response:	there's no danger for me!
context: Okay!\Ba-ba-baba-ba-ba-baba-BA!\I say that the bigger ones are the best\and they may call me crazy and say I'm a mess\but there's nothing better than F-cup breasts!\Always on the lookout for the perfect mel-lons\flying into action like a Gachi Ranger\there's no danger for me! response:	If I could just have one wish granted before my final rest,
context: Ba-ba-baba-ba-ba-baba-BA!\I say that the bigger ones are the best\and they may call me crazy and say I'm a mess\but there's nothing better than F-cup breasts!\Always on the lookout for the perfect mel-lons\flying into action like a Gachi Ranger\there's no danger for me!\If I could just have one wish granted before my final rest, response:	I'd wanna play hide and seek in a bouncy jiggly forest!
context: I say that the bigger ones are the best\and they may call me crazy and say I'm a mess\but there's nothing better than F-cup breasts!\Always on the lookout for the perfect mel-lons\flying into action like a Gachi Ranger\there's no danger for me!\If I could just have one wish granted before my final rest,\I'd wanna play hide and seek in a bouncy jiggly forest! response:	A-cup, B-cup, little itty bitty cup, all the way up to a monster G-cup!
context: and they may call me crazy and say I'm a mess\but there's nothing better than F-cup breasts!\Always on the lookout for the perfect mel-lons\flying into action like a Gachi Ranger\there's no danger for me!\If I could just have one wish granted before my final rest,\I'd wanna play hide and seek in a bouncy jiggly forest!\A-cup, B-cup, little itty bitty cup, all the way up to a monster G-cup! response:	Two bees walking through trees wearing nothing but pink crew tees!
context: but there's nothing better than F-cup breasts!\Always on the lookout for the perfect mel-lons\flying into action like a Gachi Ranger\there's no danger for me!\If I could just have one wish granted before my final rest,\I'd wanna play hide and seek in a bouncy jiggly forest!\A-cup, B-cup, little itty bitty cup, all the way up to a monster G-cup!\Two bees walking through trees wearing nothing but pink crew tees! response:	Who agrees that seeing these out in the breeze puts you at ease?
context: Always on the lookout for the perfect mel-lons\flying into action like a Gachi Ranger\there's no danger for me!\If I could just have one wish granted before my final rest,\I'd wanna play hide and seek in a bouncy jiggly forest!\A-cup, B-cup, little itty bitty cup, all the way up to a monster G-cup!\Two bees walking through trees wearing nothing but pink crew tees!\Who agrees that seeing these out in the breeze puts you at ease? response:	Like pineapples they grow on trees and never ever come in threes.
context: flying into action like a Gachi Ranger\there's no danger for me!\If I could just have one wish granted before my final rest,\I'd wanna play hide and seek in a bouncy jiggly forest!\A-cup, B-cup, little itty bitty cup, all the way up to a monster G-cup!\Two bees walking through trees wearing nothing but pink crew tees!\Who agrees that seeing these out in the breeze puts you at ease?\Like pineapples they grow on trees and never ever come in threes. response:	Bees-bo-bees-bo-bees I'm on my knees!
context: there's no danger for me!\If I could just have one wish granted before my final rest,\I'd wanna play hide and seek in a bouncy jiggly forest!\A-cup, B-cup, little itty bitty cup, all the way up to a monster G-cup!\Two bees walking through trees wearing nothing but pink crew tees!\Who agrees that seeing these out in the breeze puts you at ease?\Like pineapples they grow on trees and never ever come in threes.\Bees-bo-bees-bo-bees I'm on my knees! response:	My senpai sees that overseas or on the trapeze they always please!
context: If I could just have one wish granted before my final rest,\I'd wanna play hide and seek in a bouncy jiggly forest!\A-cup, B-cup, little itty bitty cup, all the way up to a monster G-cup!\Two bees walking through trees wearing nothing but pink crew tees!\Who agrees that seeing these out in the breeze puts you at ease?\Like pineapples they grow on trees and never ever come in threes.\Bees-bo-bees-bo-bees I'm on my knees!\My senpai sees that overseas or on the trapeze they always please! response:	So just say please, my expertise requires no fancy degrees
context: I'd wanna play hide and seek in a bouncy jiggly forest!\A-cup, B-cup, little itty bitty cup, all the way up to a monster G-cup!\Two bees walking through trees wearing nothing but pink crew tees!\Who agrees that seeing these out in the breeze puts you at ease?\Like pineapples they grow on trees and never ever come in threes.\Bees-bo-bees-bo-bees I'm on my knees!\My senpai sees that overseas or on the trapeze they always please!\So just say please, my expertise requires no fancy degrees response:	I guarantee MY nominees will make you freeze if you give a squeeze!
context: A-cup, B-cup, little itty bitty cup, all the way up to a monster G-cup!\Two bees walking through trees wearing nothing but pink crew tees!\Who agrees that seeing these out in the breeze puts you at ease?\Like pineapples they grow on trees and never ever come in threes.\Bees-bo-bees-bo-bees I'm on my knees!\My senpai sees that overseas or on the trapeze they always please!\So just say please, my expertise requires no fancy degrees\I guarantee MY nominees will make you freeze if you give a squeeze! response:	Ba-ba-baba-ba-ba-baba-BA!
context: Two bees walking through trees wearing nothing but pink crew tees!\Who agrees that seeing these out in the breeze puts you at ease?\Like pineapples they grow on trees and never ever come in threes.\Bees-bo-bees-bo-bees I'm on my knees!\My senpai sees that overseas or on the trapeze they always please!\So just say please, my expertise requires no fancy degrees\I guarantee MY nominees will make you freeze if you give a squeeze!\Ba-ba-baba-ba-ba-baba-BA! response:	the first time I saw I was speechless
context: Who agrees that seeing these out in the breeze puts you at ease?\Like pineapples they grow on trees and never ever come in threes.\Bees-bo-bees-bo-bees I'm on my knees!\My senpai sees that overseas or on the trapeze they always please!\So just say please, my expertise requires no fancy degrees\I guarantee MY nominees will make you freeze if you give a squeeze!\Ba-ba-baba-ba-ba-baba-BA!\the first time I saw I was speechless response:	I'm Gachi-serious
context: Like pineapples they grow on trees and never ever come in threes.\Bees-bo-bees-bo-bees I'm on my knees!\My senpai sees that overseas or on the trapeze they always please!\So just say please, my expertise requires no fancy degrees\I guarantee MY nominees will make you freeze if you give a squeeze!\Ba-ba-baba-ba-ba-baba-BA!\the first time I saw I was speechless\I'm Gachi-serious response:	about coffee cups and coff-E-cups!
context: Bees-bo-bees-bo-bees I'm on my knees!\My senpai sees that overseas or on the trapeze they always please!\So just say please, my expertise requires no fancy degrees\I guarantee MY nominees will make you freeze if you give a squeeze!\Ba-ba-baba-ba-ba-baba-BA!\the first time I saw I was speechless\I'm Gachi-serious\about coffee cups and coff-E-cups! response:	I'm Gachi-obsessed
context: My senpai sees that overseas or on the trapeze they always please!\So just say please, my expertise requires no fancy degrees\I guarantee MY nominees will make you freeze if you give a squeeze!\Ba-ba-baba-ba-ba-baba-BA!\the first time I saw I was speechless\I'm Gachi-serious\about coffee cups and coff-E-cups!\I'm Gachi-obsessed response:	with all kinds of breasts!
context: So just say please, my expertise requires no fancy degrees\I guarantee MY nominees will make you freeze if you give a squeeze!\Ba-ba-baba-ba-ba-baba-BA!\the first time I saw I was speechless\I'm Gachi-serious\about coffee cups and coff-E-cups!\I'm Gachi-obsessed\with all kinds of breasts! response:	Someday maybe I will have some of my own...
context: I guarantee MY nominees will make you freeze if you give a squeeze!\Ba-ba-baba-ba-ba-baba-BA!\the first time I saw I was speechless\I'm Gachi-serious\about coffee cups and coff-E-cups!\I'm Gachi-obsessed\with all kinds of breasts!\Someday maybe I will have some of my own... response:	Where are we?
context: Ba-ba-baba-ba-ba-baba-BA!\the first time I saw I was speechless\I'm Gachi-serious\about coffee cups and coff-E-cups!\I'm Gachi-obsessed\with all kinds of breasts!\Someday maybe I will have some of my own...\Where are we? response:	I can't see the mall...
context: the first time I saw I was speechless\I'm Gachi-serious\about coffee cups and coff-E-cups!\I'm Gachi-obsessed\with all kinds of breasts!\Someday maybe I will have some of my own...\Where are we?\I can't see the mall... response:	Stupid Topknot!
context: I'm Gachi-serious\about coffee cups and coff-E-cups!\I'm Gachi-obsessed\with all kinds of breasts!\Someday maybe I will have some of my own...\Where are we?\I can't see the mall...\Stupid Topknot! response:	You wanted told me to go outside...
context: about coffee cups and coff-E-cups!\I'm Gachi-obsessed\with all kinds of breasts!\Someday maybe I will have some of my own...\Where are we?\I can't see the mall...\Stupid Topknot!\You wanted told me to go outside... response:	You got mad at me!
context: I'm Gachi-obsessed\with all kinds of breasts!\Someday maybe I will have some of my own...\Where are we?\I can't see the mall...\Stupid Topknot!\You wanted told me to go outside...\You got mad at me! response:	Momma!
context: with all kinds of breasts!\Someday maybe I will have some of my own...\Where are we?\I can't see the mall...\Stupid Topknot!\You wanted told me to go outside...\You got mad at me!\Momma! response:	What does your mom look like?
context: Someday maybe I will have some of my own...\Where are we?\I can't see the mall...\Stupid Topknot!\You wanted told me to go outside...\You got mad at me!\Momma!\What does your mom look like? response:	I can draw really well!
context: Where are we?\I can't see the mall...\Stupid Topknot!\You wanted told me to go outside...\You got mad at me!\Momma!\What does your mom look like?\I can draw really well! response:	Momma...looks like...
context: I can't see the mall...\Stupid Topknot!\You wanted told me to go outside...\You got mad at me!\Momma!\What does your mom look like?\I can draw really well!\Momma...looks like... response:	Make her eyes bigger.
context: Stupid Topknot!\You wanted told me to go outside...\You got mad at me!\Momma!\What does your mom look like?\I can draw really well!\Momma...looks like...\Make her eyes bigger. response:	How about her hair?
context: You wanted told me to go outside...\You got mad at me!\Momma!\What does your mom look like?\I can draw really well!\Momma...looks like...\Make her eyes bigger.\How about her hair? response:	It's brown, like this!
context: You got mad at me!\Momma!\What does your mom look like?\I can draw really well!\Momma...looks like...\Make her eyes bigger.\How about her hair?\It's brown, like this! response:	What about her nose?
context: Momma!\What does your mom look like?\I can draw really well!\Momma...looks like...\Make her eyes bigger.\How about her hair?\It's brown, like this!\What about her nose? response:	Umm...
context: What does your mom look like?\I can draw really well!\Momma...looks like...\Make her eyes bigger.\How about her hair?\It's brown, like this!\What about her nose?\Umm... response:	Done! How does it look!
context: I can draw really well!\Momma...looks like...\Make her eyes bigger.\How about her hair?\It's brown, like this!\What about her nose?\Umm...\Done! How does it look! response:	Momma! It's Momma!
context: Momma...looks like...\Make her eyes bigger.\How about her hair?\It's brown, like this!\What about her nose?\Umm...\Done! How does it look!\Momma! It's Momma! response:	Brown
context: Make her eyes bigger.\How about her hair?\It's brown, like this!\What about her nose?\Umm...\Done! How does it look!\Momma! It's Momma!\Brown response:	Momma, momma!
context: How about her hair?\It's brown, like this!\What about her nose?\Umm...\Done! How does it look!\Momma! It's Momma!\Brown\Momma, momma! response:	Momma...
context: It's brown, like this!\What about her nose?\Umm...\Done! How does it look!\Momma! It's Momma!\Brown\Momma, momma!\Momma... response:	Lost children
context: What about her nose?\Umm...\Done! How does it look!\Momma! It's Momma!\Brown\Momma, momma!\Momma...\Lost children response:	Okay, thank you.
context: Umm...\Done! How does it look!\Momma! It's Momma!\Brown\Momma, momma!\Momma...\Lost children\Okay, thank you. response:	That was the police station in the neighboring town, they found both of them!
context: Done! How does it look!\Momma! It's Momma!\Brown\Momma, momma!\Momma...\Lost children\Okay, thank you.\That was the police station in the neighboring town, they found both of them! response:	They were both asleep on the side of a road.
context: Momma! It's Momma!\Brown\Momma, momma!\Momma...\Lost children\Okay, thank you.\That was the police station in the neighboring town, they found both of them!\They were both asleep on the side of a road. response:	A ROAD?
context: Brown\Momma, momma!\Momma...\Lost children\Okay, thank you.\That was the police station in the neighboring town, they found both of them!\They were both asleep on the side of a road.\A ROAD? response:	Sleeping?!
context: Momma, momma!\Momma...\Lost children\Okay, thank you.\That was the police station in the neighboring town, they found both of them!\They were both asleep on the side of a road.\A ROAD?\Sleeping?! response:	Momma!
context: Momma...\Lost children\Okay, thank you.\That was the police station in the neighboring town, they found both of them!\They were both asleep on the side of a road.\A ROAD?\Sleeping?!\Momma! response:	Why do you always insist on embarrassing me?!
context: Lost children\Okay, thank you.\That was the police station in the neighboring town, they found both of them!\They were both asleep on the side of a road.\A ROAD?\Sleeping?!\Momma!\Why do you always insist on embarrassing me?! response:	I just nodded off...
context: Okay, thank you.\That was the police station in the neighboring town, they found both of them!\They were both asleep on the side of a road.\A ROAD?\Sleeping?!\Momma!\Why do you always insist on embarrassing me?!\I just nodded off... response:	I'm so sorry I ran off with your son!
context: That was the police station in the neighboring town, they found both of them!\They were both asleep on the side of a road.\A ROAD?\Sleeping?!\Momma!\Why do you always insist on embarrassing me?!\I just nodded off...\I'm so sorry I ran off with your son! response:	Momma, Topknot is great!
context: They were both asleep on the side of a road.\A ROAD?\Sleeping?!\Momma!\Why do you always insist on embarrassing me?!\I just nodded off...\I'm so sorry I ran off with your son!\Momma, Topknot is great! response:	She drew your picture on the ground for me! It looked just like you!
context: A ROAD?\Sleeping?!\Momma!\Why do you always insist on embarrassing me?!\I just nodded off...\I'm so sorry I ran off with your son!\Momma, Topknot is great!\She drew your picture on the ground for me! It looked just like you! response:	Then I fell asleep!
context: Sleeping?!\Momma!\Why do you always insist on embarrassing me?!\I just nodded off...\I'm so sorry I ran off with your son!\Momma, Topknot is great!\She drew your picture on the ground for me! It looked just like you!\Then I fell asleep! response:	You drew my picture?
context: Momma!\Why do you always insist on embarrassing me?!\I just nodded off...\I'm so sorry I ran off with your son!\Momma, Topknot is great!\She drew your picture on the ground for me! It looked just like you!\Then I fell asleep!\You drew my picture? response:	It...wasn't as pretty as the real you...
context: Why do you always insist on embarrassing me?!\I just nodded off...\I'm so sorry I ran off with your son!\Momma, Topknot is great!\She drew your picture on the ground for me! It looked just like you!\Then I fell asleep!\You drew my picture?\It...wasn't as pretty as the real you... response:	Thank you for taking care of Kazuya.
context: I just nodded off...\I'm so sorry I ran off with your son!\Momma, Topknot is great!\She drew your picture on the ground for me! It looked just like you!\Then I fell asleep!\You drew my picture?\It...wasn't as pretty as the real you...\Thank you for taking care of Kazuya. response:	Topknot, can we play again sometime?
context: I'm so sorry I ran off with your son!\Momma, Topknot is great!\She drew your picture on the ground for me! It looked just like you!\Then I fell asleep!\You drew my picture?\It...wasn't as pretty as the real you...\Thank you for taking care of Kazuya.\Topknot, can we play again sometime? response:	You bet, kiddo!
context: Momma, Topknot is great!\She drew your picture on the ground for me! It looked just like you!\Then I fell asleep!\You drew my picture?\It...wasn't as pretty as the real you...\Thank you for taking care of Kazuya.\Topknot, can we play again sometime?\You bet, kiddo! response:	Bye now!
context: She drew your picture on the ground for me! It looked just like you!\Then I fell asleep!\You drew my picture?\It...wasn't as pretty as the real you...\Thank you for taking care of Kazuya.\Topknot, can we play again sometime?\You bet, kiddo!\Bye now! response:	Bye Topknot!
context: Then I fell asleep!\You drew my picture?\It...wasn't as pretty as the real you...\Thank you for taking care of Kazuya.\Topknot, can we play again sometime?\You bet, kiddo!\Bye now!\Bye Topknot! response:	You're lucky you found such a nice girl to play with!
context: You drew my picture?\It...wasn't as pretty as the real you...\Thank you for taking care of Kazuya.\Topknot, can we play again sometime?\You bet, kiddo!\Bye now!\Bye Topknot!\You're lucky you found such a nice girl to play with! response:	Yup!
context: It...wasn't as pretty as the real you...\Thank you for taking care of Kazuya.\Topknot, can we play again sometime?\You bet, kiddo!\Bye now!\Bye Topknot!\You're lucky you found such a nice girl to play with!\Yup! response:	I wish I could have seen this picture she drew.
context: Thank you for taking care of Kazuya.\Topknot, can we play again sometime?\You bet, kiddo!\Bye now!\Bye Topknot!\You're lucky you found such a nice girl to play with!\Yup!\I wish I could have seen this picture she drew. response:	You can, it's this way!
context: Topknot, can we play again sometime?\You bet, kiddo!\Bye now!\Bye Topknot!\You're lucky you found such a nice girl to play with!\Yup!\I wish I could have seen this picture she drew.\You can, it's this way! response:	Look, there!
context: You bet, kiddo!\Bye now!\Bye Topknot!\You're lucky you found such a nice girl to play with!\Yup!\I wish I could have seen this picture she drew.\You can, it's this way!\Look, there! response:	See! Right there!
context: Bye now!\Bye Topknot!\You're lucky you found such a nice girl to play with!\Yup!\I wish I could have seen this picture she drew.\You can, it's this way!\Look, there!\See! Right there! response:	You are NEVER seeing that girl ever again!
context: Bye Topknot!\You're lucky you found such a nice girl to play with!\Yup!\I wish I could have seen this picture she drew.\You can, it's this way!\Look, there!\See! Right there!\You are NEVER seeing that girl ever again! response:	I can't believe you got lost...how old are you?
context: You're lucky you found such a nice girl to play with!\Yup!\I wish I could have seen this picture she drew.\You can, it's this way!\Look, there!\See! Right there!\You are NEVER seeing that girl ever again!\I can't believe you got lost...how old are you? response:	It was fun, though.
context: Yup!\I wish I could have seen this picture she drew.\You can, it's this way!\Look, there!\See! Right there!\You are NEVER seeing that girl ever again!\I can't believe you got lost...how old are you?\It was fun, though. response:	Hey Hitoha, we don't have those disgusting black things in OUR house, do we?
context: I wish I could have seen this picture she drew.\You can, it's this way!\Look, there!\See! Right there!\You are NEVER seeing that girl ever again!\I can't believe you got lost...how old are you?\It was fun, though.\Hey Hitoha, we don't have those disgusting black things in OUR house, do we? response:	There's something even more fat and disgusting lurking around, though.
context: You can, it's this way!\Look, there!\See! Right there!\You are NEVER seeing that girl ever again!\I can't believe you got lost...how old are you?\It was fun, though.\Hey Hitoha, we don't have those disgusting black things in OUR house, do we?\There's something even more fat and disgusting lurking around, though. response:	It opens the fridge at all hours and in some ways, it's a lot worse than roaches.
context: Look, there!\See! Right there!\You are NEVER seeing that girl ever again!\I can't believe you got lost...how old are you?\It was fun, though.\Hey Hitoha, we don't have those disgusting black things in OUR house, do we?\There's something even more fat and disgusting lurking around, though.\It opens the fridge at all hours and in some ways, it's a lot worse than roaches. response:	Episode 9 Santa Claus is my Sweetheart
context: See! Right there!\You are NEVER seeing that girl ever again!\I can't believe you got lost...how old are you?\It was fun, though.\Hey Hitoha, we don't have those disgusting black things in OUR house, do we?\There's something even more fat and disgusting lurking around, though.\It opens the fridge at all hours and in some ways, it's a lot worse than roaches.\Episode 9 Santa Claus is my Sweetheart response:	I had no idea...
