context: A month after I moved to Tokyo, response:	my incredible luck...
context: How embarrassing.\Oops!\Well, I should be going now.\Wait, Nana!\To be honest, I asked you out today\because I wanted to talk to you about something important.\Huh? Wait a minute.\I've been waiting for the right time, response:	but I just couldn't bring myself to tell you.
context: Oops!\Well, I should be going now.\Wait, Nana!\To be honest, I asked you out today\because I wanted to talk to you about something important.\Huh? Wait a minute.\I've been waiting for the right time,\but I just couldn't bring myself to tell you. response:	This could come as a surprise to you.
context: Well, I should be going now.\Wait, Nana!\To be honest, I asked you out today\because I wanted to talk to you about something important.\Huh? Wait a minute.\I've been waiting for the right time,\but I just couldn't bring myself to tell you.\This could come as a surprise to you. response:	This is too sudden.
context: Wait, Nana!\To be honest, I asked you out today\because I wanted to talk to you about something important.\Huh? Wait a minute.\I've been waiting for the right time,\but I just couldn't bring myself to tell you.\This could come as a surprise to you.\This is too sudden. response:	I'm well aware what I'm about to say will trouble you, Nana.
context: To be honest, I asked you out today\because I wanted to talk to you about something important.\Huh? Wait a minute.\I've been waiting for the right time,\but I just couldn't bring myself to tell you.\This could come as a surprise to you.\This is too sudden.\I'm well aware what I'm about to say will trouble you, Nana. response:	I'm not ready for this.
context: because I wanted to talk to you about something important.\Huh? Wait a minute.\I've been waiting for the right time,\but I just couldn't bring myself to tell you.\This could come as a surprise to you.\This is too sudden.\I'm well aware what I'm about to say will trouble you, Nana.\I'm not ready for this. response:	Mr. Mizukoshi...
context: Huh? Wait a minute.\I've been waiting for the right time,\but I just couldn't bring myself to tell you.\This could come as a surprise to you.\This is too sudden.\I'm well aware what I'm about to say will trouble you, Nana.\I'm not ready for this.\Mr. Mizukoshi... response:	You see... I...
context: I've been waiting for the right time,\but I just couldn't bring myself to tell you.\This could come as a surprise to you.\This is too sudden.\I'm well aware what I'm about to say will trouble you, Nana.\I'm not ready for this.\Mr. Mizukoshi...\You see... I... response:	I've been waiting for the right time,
context: but I just couldn't bring myself to tell you.\This could come as a surprise to you.\This is too sudden.\I'm well aware what I'm about to say will trouble you, Nana.\I'm not ready for this.\Mr. Mizukoshi...\You see... I...\I've been waiting for the right time, response:	but I just couldn't bring myself to tell you.
context: This could come as a surprise to you.\This is too sudden.\I'm well aware what I'm about to say will trouble you, Nana.\I'm not ready for this.\Mr. Mizukoshi...\You see... I...\I've been waiting for the right time,\but I just couldn't bring myself to tell you. response:	This could come as a surprise to you.
context: This is too sudden.\I'm well aware what I'm about to say will trouble you, Nana.\I'm not ready for this.\Mr. Mizukoshi...\You see... I...\I've been waiting for the right time,\but I just couldn't bring myself to tell you.\This could come as a surprise to you. response:	This is too sudden.
context: I'm well aware what I'm about to say will trouble you, Nana.\I'm not ready for this.\Mr. Mizukoshi...\You see... I...\I've been waiting for the right time,\but I just couldn't bring myself to tell you.\This could come as a surprise to you.\This is too sudden. response:	I'm well aware what I'm about to say will trouble you, Nana.
context: I'm not ready for this.\Mr. Mizukoshi...\You see... I...\I've been waiting for the right time,\but I just couldn't bring myself to tell you.\This could come as a surprise to you.\This is too sudden.\I'm well aware what I'm about to say will trouble you, Nana. response:	I'm not ready for this.
context: Mr. Mizukoshi...\You see... I...\I've been waiting for the right time,\but I just couldn't bring myself to tell you.\This could come as a surprise to you.\This is too sudden.\I'm well aware what I'm about to say will trouble you, Nana.\I'm not ready for this. response:	Mr. Mizukoshi...
context: You see... I...\I've been waiting for the right time,\but I just couldn't bring myself to tell you.\This could come as a surprise to you.\This is too sudden.\I'm well aware what I'm about to say will trouble you, Nana.\I'm not ready for this.\Mr. Mizukoshi... response:	You see, I plan on closing shop.
context: I've been waiting for the right time,\but I just couldn't bring myself to tell you.\This could come as a surprise to you.\This is too sudden.\I'm well aware what I'm about to say will trouble you, Nana.\I'm not ready for this.\Mr. Mizukoshi...\You see, I plan on closing shop. response:	I'm sorry.
context: but I just couldn't bring myself to tell you.\This could come as a surprise to you.\This is too sudden.\I'm well aware what I'm about to say will trouble you, Nana.\I'm not ready for this.\Mr. Mizukoshi...\You see, I plan on closing shop.\I'm sorry. response:	Business isn't going well.
context: This could come as a surprise to you.\This is too sudden.\I'm well aware what I'm about to say will trouble you, Nana.\I'm not ready for this.\Mr. Mizukoshi...\You see, I plan on closing shop.\I'm sorry.\Business isn't going well. response:	This is real trouble!
context: This is too sudden.\I'm well aware what I'm about to say will trouble you, Nana.\I'm not ready for this.\Mr. Mizukoshi...\You see, I plan on closing shop.\I'm sorry.\Business isn't going well.\This is real trouble! response:	Oh! My shoe!
context: I'm well aware what I'm about to say will trouble you, Nana.\I'm not ready for this.\Mr. Mizukoshi...\You see, I plan on closing shop.\I'm sorry.\Business isn't going well.\This is real trouble!\Oh! My shoe! response:	Shoji!
context: I'm not ready for this.\Mr. Mizukoshi...\You see, I plan on closing shop.\I'm sorry.\Business isn't going well.\This is real trouble!\Oh! My shoe!\Shoji! response:	Huh?!
context: Mr. Mizukoshi...\You see, I plan on closing shop.\I'm sorry.\Business isn't going well.\This is real trouble!\Oh! My shoe!\Shoji!\Huh?! response:	Sorry, Shoji. Go on ahead. You'll miss the last train!
context: You see, I plan on closing shop.\I'm sorry.\Business isn't going well.\This is real trouble!\Oh! My shoe!\Shoji!\Huh?!\Sorry, Shoji. Go on ahead. You'll miss the last train! response:	Hey!
context: I'm sorry.\Business isn't going well.\This is real trouble!\Oh! My shoe!\Shoji!\Huh?!\Sorry, Shoji. Go on ahead. You'll miss the last train!\Hey! response:	You knew you would hafta run for the last train.
context: Business isn't going well.\This is real trouble!\Oh! My shoe!\Shoji!\Huh?!\Sorry, Shoji. Go on ahead. You'll miss the last train!\Hey!\You knew you would hafta run for the last train. response:	So why did you hafta wear those shoes?
context: This is real trouble!\Oh! My shoe!\Shoji!\Huh?!\Sorry, Shoji. Go on ahead. You'll miss the last train!\Hey!\You knew you would hafta run for the last train.\So why did you hafta wear those shoes? response:	I did it on purpose.
context: Oh! My shoe!\Shoji!\Huh?!\Sorry, Shoji. Go on ahead. You'll miss the last train!\Hey!\You knew you would hafta run for the last train.\So why did you hafta wear those shoes?\I did it on purpose. response:	Nana
context: Shoji!\Huh?!\Sorry, Shoji. Go on ahead. You'll miss the last train!\Hey!\You knew you would hafta run for the last train.\So why did you hafta wear those shoes?\I did it on purpose.\Nana response:	Hello?
context: Huh?!\Sorry, Shoji. Go on ahead. You'll miss the last train!\Hey!\You knew you would hafta run for the last train.\So why did you hafta wear those shoes?\I did it on purpose.\Nana\Hello? response:	Shoji!
context: Sorry, Shoji. Go on ahead. You'll miss the last train!\Hey!\You knew you would hafta run for the last train.\So why did you hafta wear those shoes?\I did it on purpose.\Nana\Hello?\Shoji! response:	Help me!
context: Hey!\You knew you would hafta run for the last train.\So why did you hafta wear those shoes?\I did it on purpose.\Nana\Hello?\Shoji!\Help me! response:	This is for the taxi.
context: You knew you would hafta run for the last train.\So why did you hafta wear those shoes?\I did it on purpose.\Nana\Hello?\Shoji!\Help me!\This is for the taxi. response:	Never mind. It's on my way home, anyway.
context: So why did you hafta wear those shoes?\I did it on purpose.\Nana\Hello?\Shoji!\Help me!\This is for the taxi.\Never mind. It's on my way home, anyway. response:	But It was my fault we missed the last train.
context: I did it on purpose.\Nana\Hello?\Shoji!\Help me!\This is for the taxi.\Never mind. It's on my way home, anyway.\But It was my fault we missed the last train. response:	It really is okay.
context: Nana\Hello?\Shoji!\Help me!\This is for the taxi.\Never mind. It's on my way home, anyway.\But It was my fault we missed the last train.\It really is okay. response:	Shoji, that call earlier.
context: Hello?\Shoji!\Help me!\This is for the taxi.\Never mind. It's on my way home, anyway.\But It was my fault we missed the last train.\It really is okay.\Shoji, that call earlier. response:	It was from your girlfriend, right?
context: Shoji!\Help me!\This is for the taxi.\Never mind. It's on my way home, anyway.\But It was my fault we missed the last train.\It really is okay.\Shoji, that call earlier.\It was from your girlfriend, right? response:	It's my policy not to accept such money from a guy who has a girlfriend.
context: Help me!\This is for the taxi.\Never mind. It's on my way home, anyway.\But It was my fault we missed the last train.\It really is okay.\Shoji, that call earlier.\It was from your girlfriend, right?\It's my policy not to accept such money from a guy who has a girlfriend. response:	Good night.
context: This is for the taxi.\Never mind. It's on my way home, anyway.\But It was my fault we missed the last train.\It really is okay.\Shoji, that call earlier.\It was from your girlfriend, right?\It's my policy not to accept such money from a guy who has a girlfriend.\Good night. response:	It appears that this is all the money I have right now.
context: Never mind. It's on my way home, anyway.\But It was my fault we missed the last train.\It really is okay.\Shoji, that call earlier.\It was from your girlfriend, right?\It's my policy not to accept such money from a guy who has a girlfriend.\Good night.\It appears that this is all the money I have right now. response:	Why? You're always working so hard.
context: But It was my fault we missed the last train.\It really is okay.\Shoji, that call earlier.\It was from your girlfriend, right?\It's my policy not to accept such money from a guy who has a girlfriend.\Good night.\It appears that this is all the money I have right now.\Why? You're always working so hard. response:	You really are spending it all on Sachiko!
context: It really is okay.\Shoji, that call earlier.\It was from your girlfriend, right?\It's my policy not to accept such money from a guy who has a girlfriend.\Good night.\It appears that this is all the money I have right now.\Why? You're always working so hard.\You really are spending it all on Sachiko! response:	You're wrong! In fact, I bought that!
context: Shoji, that call earlier.\It was from your girlfriend, right?\It's my policy not to accept such money from a guy who has a girlfriend.\Good night.\It appears that this is all the money I have right now.\Why? You're always working so hard.\You really are spending it all on Sachiko!\You're wrong! In fact, I bought that! response:	A computer. And it's a Mac.
context: It was from your girlfriend, right?\It's my policy not to accept such money from a guy who has a girlfriend.\Good night.\It appears that this is all the money I have right now.\Why? You're always working so hard.\You really are spending it all on Sachiko!\You're wrong! In fact, I bought that!\A computer. And it's a Mac. response:	Nice, isn't it? I'm studying computer graphic design, after all.
context: It's my policy not to accept such money from a guy who has a girlfriend.\Good night.\It appears that this is all the money I have right now.\Why? You're always working so hard.\You really are spending it all on Sachiko!\You're wrong! In fact, I bought that!\A computer. And it's a Mac.\Nice, isn't it? I'm studying computer graphic design, after all. response:	I wonder if we can get a good price for it.
context: Good night.\It appears that this is all the money I have right now.\Why? You're always working so hard.\You really are spending it all on Sachiko!\You're wrong! In fact, I bought that!\A computer. And it's a Mac.\Nice, isn't it? I'm studying computer graphic design, after all.\I wonder if we can get a good price for it. response:	Cut it out!
context: It appears that this is all the money I have right now.\Why? You're always working so hard.\You really are spending it all on Sachiko!\You're wrong! In fact, I bought that!\A computer. And it's a Mac.\Nice, isn't it? I'm studying computer graphic design, after all.\I wonder if we can get a good price for it.\Cut it out! response:	But how else am I gonna get proper food from tomorrow!
context: Why? You're always working so hard.\You really are spending it all on Sachiko!\You're wrong! In fact, I bought that!\A computer. And it's a Mac.\Nice, isn't it? I'm studying computer graphic design, after all.\I wonder if we can get a good price for it.\Cut it out!\But how else am I gonna get proper food from tomorrow! response:	All right!
context: You really are spending it all on Sachiko!\You're wrong! In fact, I bought that!\A computer. And it's a Mac.\Nice, isn't it? I'm studying computer graphic design, after all.\I wonder if we can get a good price for it.\Cut it out!\But how else am I gonna get proper food from tomorrow!\All right! response:	I'll share this with you.
context: You're wrong! In fact, I bought that!\A computer. And it's a Mac.\Nice, isn't it? I'm studying computer graphic design, after all.\I wonder if we can get a good price for it.\Cut it out!\But how else am I gonna get proper food from tomorrow!\All right!\I'll share this with you. response:	Pickled plums my grandma made herself.
context: A computer. And it's a Mac.\Nice, isn't it? I'm studying computer graphic design, after all.\I wonder if we can get a good price for it.\Cut it out!\But how else am I gonna get proper food from tomorrow!\All right!\I'll share this with you.\Pickled plums my grandma made herself. response:	Shoji, you idiot!
context: Nice, isn't it? I'm studying computer graphic design, after all.\I wonder if we can get a good price for it.\Cut it out!\But how else am I gonna get proper food from tomorrow!\All right!\I'll share this with you.\Pickled plums my grandma made herself.\Shoji, you idiot! response:	You're of no use!
context: I wonder if we can get a good price for it.\Cut it out!\But how else am I gonna get proper food from tomorrow!\All right!\I'll share this with you.\Pickled plums my grandma made herself.\Shoji, you idiot!\You're of no use! response:	So, now that I was unemployed, I was lost,
context: Cut it out!\But how else am I gonna get proper food from tomorrow!\All right!\I'll share this with you.\Pickled plums my grandma made herself.\Shoji, you idiot!\You're of no use!\So, now that I was unemployed, I was lost, response:	seriously contemplating the possibility of starving to death in the streets.
context: But how else am I gonna get proper food from tomorrow!\All right!\I'll share this with you.\Pickled plums my grandma made herself.\Shoji, you idiot!\You're of no use!\So, now that I was unemployed, I was lost,\seriously contemplating the possibility of starving to death in the streets. response:	300,000 yen?!
context: All right!\I'll share this with you.\Pickled plums my grandma made herself.\Shoji, you idiot!\You're of no use!\So, now that I was unemployed, I was lost,\seriously contemplating the possibility of starving to death in the streets.\300,000 yen?! response:	That's right!
context: I'll share this with you.\Pickled plums my grandma made herself.\Shoji, you idiot!\You're of no use!\So, now that I was unemployed, I was lost,\seriously contemplating the possibility of starving to death in the streets.\300,000 yen?!\That's right! response:	Mr. Mizukoshi deposited 300,000 yen for severance pay!
context: Pickled plums my grandma made herself.\Shoji, you idiot!\You're of no use!\So, now that I was unemployed, I was lost,\seriously contemplating the possibility of starving to death in the streets.\300,000 yen?!\That's right!\Mr. Mizukoshi deposited 300,000 yen for severance pay! response:	Are you sure you that's not 30,000?
context: Shoji, you idiot!\You're of no use!\So, now that I was unemployed, I was lost,\seriously contemplating the possibility of starving to death in the streets.\300,000 yen?!\That's right!\Mr. Mizukoshi deposited 300,000 yen for severance pay!\Are you sure you that's not 30,000? response:	Your remaining salary would've amounted to around that much.
context: You're of no use!\So, now that I was unemployed, I was lost,\seriously contemplating the possibility of starving to death in the streets.\300,000 yen?!\That's right!\Mr. Mizukoshi deposited 300,000 yen for severance pay!\Are you sure you that's not 30,000?\Your remaining salary would've amounted to around that much. response:	Then do you think this 300,000 yen is to sever his relationship with me?
context: So, now that I was unemployed, I was lost,\seriously contemplating the possibility of starving to death in the streets.\300,000 yen?!\That's right!\Mr. Mizukoshi deposited 300,000 yen for severance pay!\Are you sure you that's not 30,000?\Your remaining salary would've amounted to around that much.\Then do you think this 300,000 yen is to sever his relationship with me? response:	Did you sleep with Mizukoshi?
context: seriously contemplating the possibility of starving to death in the streets.\300,000 yen?!\That's right!\Mr. Mizukoshi deposited 300,000 yen for severance pay!\Are you sure you that's not 30,000?\Your remaining salary would've amounted to around that much.\Then do you think this 300,000 yen is to sever his relationship with me?\Did you sleep with Mizukoshi? response:	- No way! - You're lying!
context: 300,000 yen?!\That's right!\Mr. Mizukoshi deposited 300,000 yen for severance pay!\Are you sure you that's not 30,000?\Your remaining salary would've amounted to around that much.\Then do you think this 300,000 yen is to sever his relationship with me?\Did you sleep with Mizukoshi?\- No way! - You're lying! response:	Why would he give you that much if you didn't?!
context: That's right!\Mr. Mizukoshi deposited 300,000 yen for severance pay!\Are you sure you that's not 30,000?\Your remaining salary would've amounted to around that much.\Then do you think this 300,000 yen is to sever his relationship with me?\Did you sleep with Mizukoshi?\- No way! - You're lying!\Why would he give you that much if you didn't?! response:	It's not a lie!
context: Mr. Mizukoshi deposited 300,000 yen for severance pay!\Are you sure you that's not 30,000?\Your remaining salary would've amounted to around that much.\Then do you think this 300,000 yen is to sever his relationship with me?\Did you sleep with Mizukoshi?\- No way! - You're lying!\Why would he give you that much if you didn't?!\It's not a lie! response:	Mr. Mizukoshi is returning to his hometown
context: Are you sure you that's not 30,000?\Your remaining salary would've amounted to around that much.\Then do you think this 300,000 yen is to sever his relationship with me?\Did you sleep with Mizukoshi?\- No way! - You're lying!\Why would he give you that much if you didn't?!\It's not a lie!\Mr. Mizukoshi is returning to his hometown response:	and will be getting married.
context: Your remaining salary would've amounted to around that much.\Then do you think this 300,000 yen is to sever his relationship with me?\Did you sleep with Mizukoshi?\- No way! - You're lying!\Why would he give you that much if you didn't?!\It's not a lie!\Mr. Mizukoshi is returning to his hometown\and will be getting married. response:	I feel that I've been deceived.
context: Then do you think this 300,000 yen is to sever his relationship with me?\Did you sleep with Mizukoshi?\- No way! - You're lying!\Why would he give you that much if you didn't?!\It's not a lie!\Mr. Mizukoshi is returning to his hometown\and will be getting married.\I feel that I've been deceived. response:	- You idiot. - Huh?
context: Did you sleep with Mizukoshi?\- No way! - You're lying!\Why would he give you that much if you didn't?!\It's not a lie!\Mr. Mizukoshi is returning to his hometown\and will be getting married.\I feel that I've been deceived.\- You idiot. - Huh? response:	The one who deposited the 300,000 yen wasn't Mizukoshi.
context: - No way! - You're lying!\Why would he give you that much if you didn't?!\It's not a lie!\Mr. Mizukoshi is returning to his hometown\and will be getting married.\I feel that I've been deceived.\- You idiot. - Huh?\The one who deposited the 300,000 yen wasn't Mizukoshi. response:	Take a closer look.
context: Why would he give you that much if you didn't?!\It's not a lie!\Mr. Mizukoshi is returning to his hometown\and will be getting married.\I feel that I've been deceived.\- You idiot. - Huh?\The one who deposited the 300,000 yen wasn't Mizukoshi.\Take a closer look. response:	Natsuko Komatsu. That's my mom!
context: It's not a lie!\Mr. Mizukoshi is returning to his hometown\and will be getting married.\I feel that I've been deceived.\- You idiot. - Huh?\The one who deposited the 300,000 yen wasn't Mizukoshi.\Take a closer look.\Natsuko Komatsu. That's my mom! response:	You're a long way from independence
context: Mr. Mizukoshi is returning to his hometown\and will be getting married.\I feel that I've been deceived.\- You idiot. - Huh?\The one who deposited the 300,000 yen wasn't Mizukoshi.\Take a closer look.\Natsuko Komatsu. That's my mom!\You're a long way from independence response:	if you're crying to your parents for money.
context: and will be getting married.\I feel that I've been deceived.\- You idiot. - Huh?\The one who deposited the 300,000 yen wasn't Mizukoshi.\Take a closer look.\Natsuko Komatsu. That's my mom!\You're a long way from independence\if you're crying to your parents for money. response:	Huh? But I didn't tell I was having money problems!
context: I feel that I've been deceived.\- You idiot. - Huh?\The one who deposited the 300,000 yen wasn't Mizukoshi.\Take a closer look.\Natsuko Komatsu. That's my mom!\You're a long way from independence\if you're crying to your parents for money.\Huh? But I didn't tell I was having money problems! response:	I thought, if I told them they would make me go back home.
context: - You idiot. - Huh?\The one who deposited the 300,000 yen wasn't Mizukoshi.\Take a closer look.\Natsuko Komatsu. That's my mom!\You're a long way from independence\if you're crying to your parents for money.\Huh? But I didn't tell I was having money problems!\I thought, if I told them they would make me go back home. response:	How did she know?
context: The one who deposited the 300,000 yen wasn't Mizukoshi.\Take a closer look.\Natsuko Komatsu. That's my mom!\You're a long way from independence\if you're crying to your parents for money.\Huh? But I didn't tell I was having money problems!\I thought, if I told them they would make me go back home.\How did she know? response:	Could it be maternal instinct?
context: Take a closer look.\Natsuko Komatsu. That's my mom!\You're a long way from independence\if you're crying to your parents for money.\Huh? But I didn't tell I was having money problems!\I thought, if I told them they would make me go back home.\How did she know?\Could it be maternal instinct? response:	Oh, right.
context: Natsuko Komatsu. That's my mom!\You're a long way from independence\if you're crying to your parents for money.\Huh? But I didn't tell I was having money problems!\I thought, if I told them they would make me go back home.\How did she know?\Could it be maternal instinct?\Oh, right. response:	Hey, Nana. Now I've got all this money, let's celebrate with sukiyaki tonight.
context: You're a long way from independence\if you're crying to your parents for money.\Huh? But I didn't tell I was having money problems!\I thought, if I told them they would make me go back home.\How did she know?\Could it be maternal instinct?\Oh, right.\Hey, Nana. Now I've got all this money, let's celebrate with sukiyaki tonight. response:	Huh?
context: if you're crying to your parents for money.\Huh? But I didn't tell I was having money problems!\I thought, if I told them they would make me go back home.\How did she know?\Could it be maternal instinct?\Oh, right.\Hey, Nana. Now I've got all this money, let's celebrate with sukiyaki tonight.\Huh? response:	Back home, my mom would make sukiyaki
context: Huh? But I didn't tell I was having money problems!\I thought, if I told them they would make me go back home.\How did she know?\Could it be maternal instinct?\Oh, right.\Hey, Nana. Now I've got all this money, let's celebrate with sukiyaki tonight.\Huh?\Back home, my mom would make sukiyaki response:	when we had something to celebrate.
context: I thought, if I told them they would make me go back home.\How did she know?\Could it be maternal instinct?\Oh, right.\Hey, Nana. Now I've got all this money, let's celebrate with sukiyaki tonight.\Huh?\Back home, my mom would make sukiyaki\when we had something to celebrate. response:	Let's go back to the supermarket to buy what we need.
context: How did she know?\Could it be maternal instinct?\Oh, right.\Hey, Nana. Now I've got all this money, let's celebrate with sukiyaki tonight.\Huh?\Back home, my mom would make sukiyaki\when we had something to celebrate.\Let's go back to the supermarket to buy what we need. response:	You...
context: Could it be maternal instinct?\Oh, right.\Hey, Nana. Now I've got all this money, let's celebrate with sukiyaki tonight.\Huh?\Back home, my mom would make sukiyaki\when we had something to celebrate.\Let's go back to the supermarket to buy what we need.\You... response:	You're unemployed! What is there to celebrate about?!
context: Oh, right.\Hey, Nana. Now I've got all this money, let's celebrate with sukiyaki tonight.\Huh?\Back home, my mom would make sukiyaki\when we had something to celebrate.\Let's go back to the supermarket to buy what we need.\You...\You're unemployed! What is there to celebrate about?! response:	The fact that I got money...
context: Hey, Nana. Now I've got all this money, let's celebrate with sukiyaki tonight.\Huh?\Back home, my mom would make sukiyaki\when we had something to celebrate.\Let's go back to the supermarket to buy what we need.\You...\You're unemployed! What is there to celebrate about?!\The fact that I got money... response:	Don't celebrate!
context: Huh?\Back home, my mom would make sukiyaki\when we had something to celebrate.\Let's go back to the supermarket to buy what we need.\You...\You're unemployed! What is there to celebrate about?!\The fact that I got money...\Don't celebrate! response:	Be remorseful for the money you've wasted!
context: Back home, my mom would make sukiyaki\when we had something to celebrate.\Let's go back to the supermarket to buy what we need.\You...\You're unemployed! What is there to celebrate about?!\The fact that I got money...\Don't celebrate!\Be remorseful for the money you've wasted! response:	We're having natto soybeans tonight as planned.
context: when we had something to celebrate.\Let's go back to the supermarket to buy what we need.\You...\You're unemployed! What is there to celebrate about?!\The fact that I got money...\Don't celebrate!\Be remorseful for the money you've wasted!\We're having natto soybeans tonight as planned. response:	You're not eating any meat until you find a job.
context: Let's go back to the supermarket to buy what we need.\You...\You're unemployed! What is there to celebrate about?!\The fact that I got money...\Don't celebrate!\Be remorseful for the money you've wasted!\We're having natto soybeans tonight as planned.\You're not eating any meat until you find a job. response:	No way!
context: You...\You're unemployed! What is there to celebrate about?!\The fact that I got money...\Don't celebrate!\Be remorseful for the money you've wasted!\We're having natto soybeans tonight as planned.\You're not eating any meat until you find a job.\No way! response:	Say, shouldn't you call Natsuko and thank her?
context: You're unemployed! What is there to celebrate about?!\The fact that I got money...\Don't celebrate!\Be remorseful for the money you've wasted!\We're having natto soybeans tonight as planned.\You're not eating any meat until you find a job.\No way!\Say, shouldn't you call Natsuko and thank her? response:	I'll do it later.
context: The fact that I got money...\Don't celebrate!\Be remorseful for the money you've wasted!\We're having natto soybeans tonight as planned.\You're not eating any meat until you find a job.\No way!\Say, shouldn't you call Natsuko and thank her?\I'll do it later. response:	Oh, I see. If you call now, you'd be embarrassed
context: Don't celebrate!\Be remorseful for the money you've wasted!\We're having natto soybeans tonight as planned.\You're not eating any meat until you find a job.\No way!\Say, shouldn't you call Natsuko and thank her?\I'll do it later.\Oh, I see. If you call now, you'd be embarrassed response:	because you'll cry the moment you hear mommy's voice.
context: Be remorseful for the money you've wasted!\We're having natto soybeans tonight as planned.\You're not eating any meat until you find a job.\No way!\Say, shouldn't you call Natsuko and thank her?\I'll do it later.\Oh, I see. If you call now, you'd be embarrassed\because you'll cry the moment you hear mommy's voice. response:	Well, sure.
context: We're having natto soybeans tonight as planned.\You're not eating any meat until you find a job.\No way!\Say, shouldn't you call Natsuko and thank her?\I'll do it later.\Oh, I see. If you call now, you'd be embarrassed\because you'll cry the moment you hear mommy's voice.\Well, sure. response:	You get homesick too, sometimes, don't you Nana?
context: You're not eating any meat until you find a job.\No way!\Say, shouldn't you call Natsuko and thank her?\I'll do it later.\Oh, I see. If you call now, you'd be embarrassed\because you'll cry the moment you hear mommy's voice.\Well, sure.\You get homesick too, sometimes, don't you Nana? response:	No. Since I don't have a home.
context: No way!\Say, shouldn't you call Natsuko and thank her?\I'll do it later.\Oh, I see. If you call now, you'd be embarrassed\because you'll cry the moment you hear mommy's voice.\Well, sure.\You get homesick too, sometimes, don't you Nana?\No. Since I don't have a home. response:	There you go, trying to be cool again.
context: Say, shouldn't you call Natsuko and thank her?\I'll do it later.\Oh, I see. If you call now, you'd be embarrassed\because you'll cry the moment you hear mommy's voice.\Well, sure.\You get homesick too, sometimes, don't you Nana?\No. Since I don't have a home.\There you go, trying to be cool again. response:	Tonight calls for sukiyaki, after all!
context: I'll do it later.\Oh, I see. If you call now, you'd be embarrassed\because you'll cry the moment you hear mommy's voice.\Well, sure.\You get homesick too, sometimes, don't you Nana?\No. Since I don't have a home.\There you go, trying to be cool again.\Tonight calls for sukiyaki, after all! response:	Yasu, Blast is the band you started.
context: Oh, I see. If you call now, you'd be embarrassed\because you'll cry the moment you hear mommy's voice.\Well, sure.\You get homesick too, sometimes, don't you Nana?\No. Since I don't have a home.\There you go, trying to be cool again.\Tonight calls for sukiyaki, after all!\Yasu, Blast is the band you started. response:	Yeah. I was so worried I couldn't sleep at night.
context: because you'll cry the moment you hear mommy's voice.\Well, sure.\You get homesick too, sometimes, don't you Nana?\No. Since I don't have a home.\There you go, trying to be cool again.\Tonight calls for sukiyaki, after all!\Yasu, Blast is the band you started.\Yeah. I was so worried I couldn't sleep at night. response:	Besides, there are law firms in Tokyo too.
context: Well, sure.\You get homesick too, sometimes, don't you Nana?\No. Since I don't have a home.\There you go, trying to be cool again.\Tonight calls for sukiyaki, after all!\Yasu, Blast is the band you started.\Yeah. I was so worried I couldn't sleep at night.\Besides, there are law firms in Tokyo too. response:	Hey, Nana...
context: You get homesick too, sometimes, don't you Nana?\No. Since I don't have a home.\There you go, trying to be cool again.\Tonight calls for sukiyaki, after all!\Yasu, Blast is the band you started.\Yeah. I was so worried I couldn't sleep at night.\Besides, there are law firms in Tokyo too.\Hey, Nana... response:	Do you still think that you don't have a home anywhere?
context: No. Since I don't have a home.\There you go, trying to be cool again.\Tonight calls for sukiyaki, after all!\Yasu, Blast is the band you started.\Yeah. I was so worried I couldn't sleep at night.\Besides, there are law firms in Tokyo too.\Hey, Nana...\Do you still think that you don't have a home anywhere? response:	This dinner table by the window, and the chairs.
context: There you go, trying to be cool again.\Tonight calls for sukiyaki, after all!\Yasu, Blast is the band you started.\Yeah. I was so worried I couldn't sleep at night.\Besides, there are law firms in Tokyo too.\Hey, Nana...\Do you still think that you don't have a home anywhere?\This dinner table by the window, and the chairs. response:	They're still there, just as they were back then.
context: Tonight calls for sukiyaki, after all!\Yasu, Blast is the band you started.\Yeah. I was so worried I couldn't sleep at night.\Besides, there are law firms in Tokyo too.\Hey, Nana...\Do you still think that you don't have a home anywhere?\This dinner table by the window, and the chairs.\They're still there, just as they were back then. response:	I reached into the sky
context: Yasu, Blast is the band you started.\Yeah. I was so worried I couldn't sleep at night.\Besides, there are law firms in Tokyo too.\Hey, Nana...\Do you still think that you don't have a home anywhere?\This dinner table by the window, and the chairs.\They're still there, just as they were back then.\I reached into the sky response:	But I couldn't reach what I wanted
context: Yeah. I was so worried I couldn't sleep at night.\Besides, there are law firms in Tokyo too.\Hey, Nana...\Do you still think that you don't have a home anywhere?\This dinner table by the window, and the chairs.\They're still there, just as they were back then.\I reached into the sky\But I couldn't reach what I wanted response:	They grew smaller and disappeared into the sky
context: Besides, there are law firms in Tokyo too.\Hey, Nana...\Do you still think that you don't have a home anywhere?\This dinner table by the window, and the chairs.\They're still there, just as they were back then.\I reached into the sky\But I couldn't reach what I wanted\They grew smaller and disappeared into the sky response:	Like colorful balloons
context: Hey, Nana...\Do you still think that you don't have a home anywhere?\This dinner table by the window, and the chairs.\They're still there, just as they were back then.\I reached into the sky\But I couldn't reach what I wanted\They grew smaller and disappeared into the sky\Like colorful balloons response:	I'm alone
context: Do you still think that you don't have a home anywhere?\This dinner table by the window, and the chairs.\They're still there, just as they were back then.\I reached into the sky\But I couldn't reach what I wanted\They grew smaller and disappeared into the sky\Like colorful balloons\I'm alone response:	My hand had no place to go
