context: In life, you need vacations where you can be yourself, response:	away from your hectic everyday life.
context: It's the bag of nuts we just bought.\It's a brown bag with green print.\Sorry.\I have no idea where I dropped it.\I'll go back to the shop and get another bag!\It's okay, Yuri.\The nuts shop would be closed by now.\Let's head back. You're tired, right? response:	You don't have to say it like that!
context: It's a brown bag with green print.\Sorry.\I have no idea where I dropped it.\I'll go back to the shop and get another bag!\It's okay, Yuri.\The nuts shop would be closed by now.\Let's head back. You're tired, right?\You don't have to say it like that! response:	Well, I'm tired.
context: Sorry.\I have no idea where I dropped it.\I'll go back to the shop and get another bag!\It's okay, Yuri.\The nuts shop would be closed by now.\Let's head back. You're tired, right?\You don't have to say it like that!\Well, I'm tired. response:	We ended up walking in silence, looking around at the nearby Christmas market.
context: I have no idea where I dropped it.\I'll go back to the shop and get another bag!\It's okay, Yuri.\The nuts shop would be closed by now.\Let's head back. You're tired, right?\You don't have to say it like that!\Well, I'm tired.\We ended up walking in silence, looking around at the nearby Christmas market. response:	Victor, your birthday is Christmas Day, right?
context: I'll go back to the shop and get another bag!\It's okay, Yuri.\The nuts shop would be closed by now.\Let's head back. You're tired, right?\You don't have to say it like that!\Well, I'm tired.\We ended up walking in silence, looking around at the nearby Christmas market.\Victor, your birthday is Christmas Day, right? response:	Yeah.
context: It's okay, Yuri.\The nuts shop would be closed by now.\Let's head back. You're tired, right?\You don't have to say it like that!\Well, I'm tired.\We ended up walking in silence, looking around at the nearby Christmas market.\Victor, your birthday is Christmas Day, right?\Yeah. response:	What would you like for your gift?
context: The nuts shop would be closed by now.\Let's head back. You're tired, right?\You don't have to say it like that!\Well, I'm tired.\We ended up walking in silence, looking around at the nearby Christmas market.\Victor, your birthday is Christmas Day, right?\Yeah.\What would you like for your gift? response:	In Russia, we don't celebrate before the actual birthday.
context: Let's head back. You're tired, right?\You don't have to say it like that!\Well, I'm tired.\We ended up walking in silence, looking around at the nearby Christmas market.\Victor, your birthday is Christmas Day, right?\Yeah.\What would you like for your gift?\In Russia, we don't celebrate before the actual birthday. response:	We don't really celebrate Christmas, either.
context: You don't have to say it like that!\Well, I'm tired.\We ended up walking in silence, looking around at the nearby Christmas market.\Victor, your birthday is Christmas Day, right?\Yeah.\What would you like for your gift?\In Russia, we don't celebrate before the actual birthday.\We don't really celebrate Christmas, either. response:	I see.
context: Well, I'm tired.\We ended up walking in silence, looking around at the nearby Christmas market.\Victor, your birthday is Christmas Day, right?\Yeah.\What would you like for your gift?\In Russia, we don't celebrate before the actual birthday.\We don't really celebrate Christmas, either.\I see. response:	Do you want some hot wine, too?
context: We ended up walking in silence, looking around at the nearby Christmas market.\Victor, your birthday is Christmas Day, right?\Yeah.\What would you like for your gift?\In Russia, we don't celebrate before the actual birthday.\We don't really celebrate Christmas, either.\I see.\Do you want some hot wine, too? response:	Ah, I try not to drink before a competition.
context: Victor, your birthday is Christmas Day, right?\Yeah.\What would you like for your gift?\In Russia, we don't celebrate before the actual birthday.\We don't really celebrate Christmas, either.\I see.\Do you want some hot wine, too?\Ah, I try not to drink before a competition. response:	Oh, right.
context: Yeah.\What would you like for your gift?\In Russia, we don't celebrate before the actual birthday.\We don't really celebrate Christmas, either.\I see.\Do you want some hot wine, too?\Ah, I try not to drink before a competition.\Oh, right. response:	When Yuri's searching for an answer,
context: What would you like for your gift?\In Russia, we don't celebrate before the actual birthday.\We don't really celebrate Christmas, either.\I see.\Do you want some hot wine, too?\Ah, I try not to drink before a competition.\Oh, right.\When Yuri's searching for an answer, response:	his eyes sparkle, even if he doesn't say anything.
context: In Russia, we don't celebrate before the actual birthday.\We don't really celebrate Christmas, either.\I see.\Do you want some hot wine, too?\Ah, I try not to drink before a competition.\Oh, right.\When Yuri's searching for an answer,\his eyes sparkle, even if he doesn't say anything. response:	He's looking for something right now, like a dowsing rod.
context: We don't really celebrate Christmas, either.\I see.\Do you want some hot wine, too?\Ah, I try not to drink before a competition.\Oh, right.\When Yuri's searching for an answer,\his eyes sparkle, even if he doesn't say anything.\He's looking for something right now, like a dowsing rod. response:	I'll just watch over him without making conversation.
context: I see.\Do you want some hot wine, too?\Ah, I try not to drink before a competition.\Oh, right.\When Yuri's searching for an answer,\his eyes sparkle, even if he doesn't say anything.\He's looking for something right now, like a dowsing rod.\I'll just watch over him without making conversation. response:	Victor!
context: Do you want some hot wine, too?\Ah, I try not to drink before a competition.\Oh, right.\When Yuri's searching for an answer,\his eyes sparkle, even if he doesn't say anything.\He's looking for something right now, like a dowsing rod.\I'll just watch over him without making conversation.\Victor! response:	Let's go in this store!
context: Ah, I try not to drink before a competition.\Oh, right.\When Yuri's searching for an answer,\his eyes sparkle, even if he doesn't say anything.\He's looking for something right now, like a dowsing rod.\I'll just watch over him without making conversation.\Victor!\Let's go in this store! response:	Can you show me these two in front?
context: Oh, right.\When Yuri's searching for an answer,\his eyes sparkle, even if he doesn't say anything.\He's looking for something right now, like a dowsing rod.\I'll just watch over him without making conversation.\Victor!\Let's go in this store!\Can you show me these two in front? response:	I've always wanted a lucky charm.
context: When Yuri's searching for an answer,\his eyes sparkle, even if he doesn't say anything.\He's looking for something right now, like a dowsing rod.\I'll just watch over him without making conversation.\Victor!\Let's go in this store!\Can you show me these two in front?\I've always wanted a lucky charm. response:	I-It's a lucky charm so that I can do my best in the Final!
context: his eyes sparkle, even if he doesn't say anything.\He's looking for something right now, like a dowsing rod.\I'll just watch over him without making conversation.\Victor!\Let's go in this store!\Can you show me these two in front?\I've always wanted a lucky charm.\I-It's a lucky charm so that I can do my best in the Final! response:	It's also a thank you gift to Victor for all of his help.
context: He's looking for something right now, like a dowsing rod.\I'll just watch over him without making conversation.\Victor!\Let's go in this store!\Can you show me these two in front?\I've always wanted a lucky charm.\I-It's a lucky charm so that I can do my best in the Final!\It's also a thank you gift to Victor for all of his help. response:	This one, please. I'll pay in installments.
context: I'll just watch over him without making conversation.\Victor!\Let's go in this store!\Can you show me these two in front?\I've always wanted a lucky charm.\I-It's a lucky charm so that I can do my best in the Final!\It's also a thank you gift to Victor for all of his help.\This one, please. I'll pay in installments. response:	Sometimes, when backed into a corner,
context: Victor!\Let's go in this store!\Can you show me these two in front?\I've always wanted a lucky charm.\I-It's a lucky charm so that I can do my best in the Final!\It's also a thank you gift to Victor for all of his help.\This one, please. I'll pay in installments.\Sometimes, when backed into a corner, response:	athletes can act completely unexpectedly.
context: Let's go in this store!\Can you show me these two in front?\I've always wanted a lucky charm.\I-It's a lucky charm so that I can do my best in the Final!\It's also a thank you gift to Victor for all of his help.\This one, please. I'll pay in installments.\Sometimes, when backed into a corner,\athletes can act completely unexpectedly. response:	Thank you for everything up to now.
context: Can you show me these two in front?\I've always wanted a lucky charm.\I-It's a lucky charm so that I can do my best in the Final!\It's also a thank you gift to Victor for all of his help.\This one, please. I'll pay in installments.\Sometimes, when backed into a corner,\athletes can act completely unexpectedly.\Thank you for everything up to now. response:	But, um...
context: I've always wanted a lucky charm.\I-It's a lucky charm so that I can do my best in the Final!\It's also a thank you gift to Victor for all of his help.\This one, please. I'll pay in installments.\Sometimes, when backed into a corner,\athletes can act completely unexpectedly.\Thank you for everything up to now.\But, um... response:	I'll try my best from tomorrow on, so...
context: I-It's a lucky charm so that I can do my best in the Final!\It's also a thank you gift to Victor for all of his help.\This one, please. I'll pay in installments.\Sometimes, when backed into a corner,\athletes can act completely unexpectedly.\Thank you for everything up to now.\But, um...\I'll try my best from tomorrow on, so... response:	Tell me something for good luck.
context: It's also a thank you gift to Victor for all of his help.\This one, please. I'll pay in installments.\Sometimes, when backed into a corner,\athletes can act completely unexpectedly.\Thank you for everything up to now.\But, um...\I'll try my best from tomorrow on, so...\Tell me something for good luck. response:	Sure.
context: This one, please. I'll pay in installments.\Sometimes, when backed into a corner,\athletes can act completely unexpectedly.\Thank you for everything up to now.\But, um...\I'll try my best from tomorrow on, so...\Tell me something for good luck.\Sure. response:	I'll say something you won't even have to think about.
context: Sometimes, when backed into a corner,\athletes can act completely unexpectedly.\Thank you for everything up to now.\But, um...\I'll try my best from tomorrow on, so...\Tell me something for good luck.\Sure.\I'll say something you won't even have to think about. response:	Tomorrow, show me the skating that you can honestly say you liked best.
context: athletes can act completely unexpectedly.\Thank you for everything up to now.\But, um...\I'll try my best from tomorrow on, so...\Tell me something for good luck.\Sure.\I'll say something you won't even have to think about.\Tomorrow, show me the skating that you can honestly say you liked best. response:	Okay!
context: Thank you for everything up to now.\But, um...\I'll try my best from tomorrow on, so...\Tell me something for good luck.\Sure.\I'll say something you won't even have to think about.\Tomorrow, show me the skating that you can honestly say you liked best.\Okay! response:	That's the only shortcut to a gold medal that I know.
context: But, um...\I'll try my best from tomorrow on, so...\Tell me something for good luck.\Sure.\I'll say something you won't even have to think about.\Tomorrow, show me the skating that you can honestly say you liked best.\Okay!\That's the only shortcut to a gold medal that I know. response:	I'm hungry.
context: I'll try my best from tomorrow on, so...\Tell me something for good luck.\Sure.\I'll say something you won't even have to think about.\Tomorrow, show me the skating that you can honestly say you liked best.\Okay!\That's the only shortcut to a gold medal that I know.\I'm hungry. response:	Let's go grab a bite.
context: Tell me something for good luck.\Sure.\I'll say something you won't even have to think about.\Tomorrow, show me the skating that you can honestly say you liked best.\Okay!\That's the only shortcut to a gold medal that I know.\I'm hungry.\Let's go grab a bite. response:	I have absolute faith in what you decide, Yuri.
context: Sure.\I'll say something you won't even have to think about.\Tomorrow, show me the skating that you can honestly say you liked best.\Okay!\That's the only shortcut to a gold medal that I know.\I'm hungry.\Let's go grab a bite.\I have absolute faith in what you decide, Yuri. response:	AGHHH
context: I'll say something you won't even have to think about.\Tomorrow, show me the skating that you can honestly say you liked best.\Okay!\That's the only shortcut to a gold medal that I know.\I'm hungry.\Let's go grab a bite.\I have absolute faith in what you decide, Yuri.\AGHHH response:	What's wrong, Mari-chan?
context: Tomorrow, show me the skating that you can honestly say you liked best.\Okay!\That's the only shortcut to a gold medal that I know.\I'm hungry.\Let's go grab a bite.\I have absolute faith in what you decide, Yuri.\AGHHH\What's wrong, Mari-chan? response:	Yurio looks like he's enjoying having tea with someone!
context: Okay!\That's the only shortcut to a gold medal that I know.\I'm hungry.\Let's go grab a bite.\I have absolute faith in what you decide, Yuri.\AGHHH\What's wrong, Mari-chan?\Yurio looks like he's enjoying having tea with someone! response:	Whoa, really?
context: That's the only shortcut to a gold medal that I know.\I'm hungry.\Let's go grab a bite.\I have absolute faith in what you decide, Yuri.\AGHHH\What's wrong, Mari-chan?\Yurio looks like he's enjoying having tea with someone!\Whoa, really? response:	It's Otabek from Kazakhstan!
context: I'm hungry.\Let's go grab a bite.\I have absolute faith in what you decide, Yuri.\AGHHH\What's wrong, Mari-chan?\Yurio looks like he's enjoying having tea with someone!\Whoa, really?\It's Otabek from Kazakhstan! response:	Oh, Minako-sensei, Mari-neechan. You're already here.
context: Let's go grab a bite.\I have absolute faith in what you decide, Yuri.\AGHHH\What's wrong, Mari-chan?\Yurio looks like he's enjoying having tea with someone!\Whoa, really?\It's Otabek from Kazakhstan!\Oh, Minako-sensei, Mari-neechan. You're already here. response:	Crap, crap, crap.
context: I have absolute faith in what you decide, Yuri.\AGHHH\What's wrong, Mari-chan?\Yurio looks like he's enjoying having tea with someone!\Whoa, really?\It's Otabek from Kazakhstan!\Oh, Minako-sensei, Mari-neechan. You're already here.\Crap, crap, crap. response:	Yuri, we need a huge favor!
context: AGHHH\What's wrong, Mari-chan?\Yurio looks like he's enjoying having tea with someone!\Whoa, really?\It's Otabek from Kazakhstan!\Oh, Minako-sensei, Mari-neechan. You're already here.\Crap, crap, crap.\Yuri, we need a huge favor! response:	You're way too happy about this.
context: What's wrong, Mari-chan?\Yurio looks like he's enjoying having tea with someone!\Whoa, really?\It's Otabek from Kazakhstan!\Oh, Minako-sensei, Mari-neechan. You're already here.\Crap, crap, crap.\Yuri, we need a huge favor!\You're way too happy about this. response:	I could just die right now!
context: Yurio looks like he's enjoying having tea with someone!\Whoa, really?\It's Otabek from Kazakhstan!\Oh, Minako-sensei, Mari-neechan. You're already here.\Crap, crap, crap.\Yuri, we need a huge favor!\You're way too happy about this.\I could just die right now! response:	Why did we all have to get together?
context: Whoa, really?\It's Otabek from Kazakhstan!\Oh, Minako-sensei, Mari-neechan. You're already here.\Crap, crap, crap.\Yuri, we need a huge favor!\You're way too happy about this.\I could just die right now!\Why did we all have to get together? response:	How much should I pay you?
context: It's Otabek from Kazakhstan!\Oh, Minako-sensei, Mari-neechan. You're already here.\Crap, crap, crap.\Yuri, we need a huge favor!\You're way too happy about this.\I could just die right now!\Why did we all have to get together?\How much should I pay you? response:	Hello, ladies.
context: Oh, Minako-sensei, Mari-neechan. You're already here.\Crap, crap, crap.\Yuri, we need a huge favor!\You're way too happy about this.\I could just die right now!\Why did we all have to get together?\How much should I pay you?\Hello, ladies. response:	Still, it's kind of weird for us all to be here like this
context: Crap, crap, crap.\Yuri, we need a huge favor!\You're way too happy about this.\I could just die right now!\Why did we all have to get together?\How much should I pay you?\Hello, ladies.\Still, it's kind of weird for us all to be here like this response:	Yurio, have some shrimp!
context: Yuri, we need a huge favor!\You're way too happy about this.\I could just die right now!\Why did we all have to get together?\How much should I pay you?\Hello, ladies.\Still, it's kind of weird for us all to be here like this\Yurio, have some shrimp! response:	Picture, picture!
context: You're way too happy about this.\I could just die right now!\Why did we all have to get together?\How much should I pay you?\Hello, ladies.\Still, it's kind of weird for us all to be here like this\Yurio, have some shrimp!\Picture, picture! response:	Oh, sure.
context: I could just die right now!\Why did we all have to get together?\How much should I pay you?\Hello, ladies.\Still, it's kind of weird for us all to be here like this\Yurio, have some shrimp!\Picture, picture!\Oh, sure. response:	before the Final starts.
context: Why did we all have to get together?\How much should I pay you?\Hello, ladies.\Still, it's kind of weird for us all to be here like this\Yurio, have some shrimp!\Picture, picture!\Oh, sure.\before the Final starts. response:	At last year's Final,
context: How much should I pay you?\Hello, ladies.\Still, it's kind of weird for us all to be here like this\Yurio, have some shrimp!\Picture, picture!\Oh, sure.\before the Final starts.\At last year's Final, response:	I was always by myself, even at the banquet.
context: Hello, ladies.\Still, it's kind of weird for us all to be here like this\Yurio, have some shrimp!\Picture, picture!\Oh, sure.\before the Final starts.\At last year's Final,\I was always by myself, even at the banquet. response:	I couldn't even talk to Victor.
context: Still, it's kind of weird for us all to be here like this\Yurio, have some shrimp!\Picture, picture!\Oh, sure.\before the Final starts.\At last year's Final,\I was always by myself, even at the banquet.\I couldn't even talk to Victor. response:	Yuri, you don't remember?
context: Yurio, have some shrimp!\Picture, picture!\Oh, sure.\before the Final starts.\At last year's Final,\I was always by myself, even at the banquet.\I couldn't even talk to Victor.\Yuri, you don't remember? response:	What?
context: Picture, picture!\Oh, sure.\before the Final starts.\At last year's Final,\I was always by myself, even at the banquet.\I couldn't even talk to Victor.\Yuri, you don't remember?\What? response:	Yuri, you got drunk on champagne and started dancing.
context: Oh, sure.\before the Final starts.\At last year's Final,\I was always by myself, even at the banquet.\I couldn't even talk to Victor.\Yuri, you don't remember?\What?\Yuri, you got drunk on champagne and started dancing. response:	Everyone saw it.
context: before the Final starts.\At last year's Final,\I was always by myself, even at the banquet.\I couldn't even talk to Victor.\Yuri, you don't remember?\What?\Yuri, you got drunk on champagne and started dancing.\Everyone saw it. response:	Huh?!
context: At last year's Final,\I was always by myself, even at the banquet.\I couldn't even talk to Victor.\Yuri, you don't remember?\What?\Yuri, you got drunk on champagne and started dancing.\Everyone saw it.\Huh?! response:	That was disgusting as hell.
context: I was always by myself, even at the banquet.\I couldn't even talk to Victor.\Yuri, you don't remember?\What?\Yuri, you got drunk on champagne and started dancing.\Everyone saw it.\Huh?!\That was disgusting as hell. response:	I was dragged into a dance-off and got humiliated, too!
context: I couldn't even talk to Victor.\Yuri, you don't remember?\What?\Yuri, you got drunk on champagne and started dancing.\Everyone saw it.\Huh?!\That was disgusting as hell.\I was dragged into a dance-off and got humiliated, too! response:	A dance-off?
context: Yuri, you don't remember?\What?\Yuri, you got drunk on champagne and started dancing.\Everyone saw it.\Huh?!\That was disgusting as hell.\I was dragged into a dance-off and got humiliated, too!\A dance-off? response:	With Yurio?
context: What?\Yuri, you got drunk on champagne and started dancing.\Everyone saw it.\Huh?!\That was disgusting as hell.\I was dragged into a dance-off and got humiliated, too!\A dance-off?\With Yurio? response:	I did mine with a pole dance, half-naked.
context: Yuri, you got drunk on champagne and started dancing.\Everyone saw it.\Huh?!\That was disgusting as hell.\I was dragged into a dance-off and got humiliated, too!\A dance-off?\With Yurio?\I did mine with a pole dance, half-naked. response:	I start going off the rails when I drink, just like my
context: Everyone saw it.\Huh?!\That was disgusting as hell.\I was dragged into a dance-off and got humiliated, too!\A dance-off?\With Yurio?\I did mine with a pole dance, half-naked.\I start going off the rails when I drink, just like my response:	Kyushu born-and-bred dad, so I was trying to lay off, but...
context: Huh?!\That was disgusting as hell.\I was dragged into a dance-off and got humiliated, too!\A dance-off?\With Yurio?\I did mine with a pole dance, half-naked.\I start going off the rails when I drink, just like my\Kyushu born-and-bred dad, so I was trying to lay off, but... response:	The banquet refers to the party held after the competition.
context: That was disgusting as hell.\I was dragged into a dance-off and got humiliated, too!\A dance-off?\With Yurio?\I did mine with a pole dance, half-naked.\I start going off the rails when I drink, just like my\Kyushu born-and-bred dad, so I was trying to lay off, but...\The banquet refers to the party held after the competition. response:	Learning proper social skills and etiquette is also important for skaters.
context: I was dragged into a dance-off and got humiliated, too!\A dance-off?\With Yurio?\I did mine with a pole dance, half-naked.\I start going off the rails when I drink, just like my\Kyushu born-and-bred dad, so I was trying to lay off, but...\The banquet refers to the party held after the competition.\Learning proper social skills and etiquette is also important for skaters. response:	What's wrong, Yuri?
context: A dance-off?\With Yurio?\I did mine with a pole dance, half-naked.\I start going off the rails when I drink, just like my\Kyushu born-and-bred dad, so I was trying to lay off, but...\The banquet refers to the party held after the competition.\Learning proper social skills and etiquette is also important for skaters.\What's wrong, Yuri? response:	Last year, Yuri suffered a crushing defeat in the Final.
context: With Yurio?\I did mine with a pole dance, half-naked.\I start going off the rails when I drink, just like my\Kyushu born-and-bred dad, so I was trying to lay off, but...\The banquet refers to the party held after the competition.\Learning proper social skills and etiquette is also important for skaters.\What's wrong, Yuri?\Last year, Yuri suffered a crushing defeat in the Final. response:	You look so glum.
context: I did mine with a pole dance, half-naked.\I start going off the rails when I drink, just like my\Kyushu born-and-bred dad, so I was trying to lay off, but...\The banquet refers to the party held after the competition.\Learning proper social skills and etiquette is also important for skaters.\What's wrong, Yuri?\Last year, Yuri suffered a crushing defeat in the Final.\You look so glum. response:	Have you had anything to drink?
context: I start going off the rails when I drink, just like my\Kyushu born-and-bred dad, so I was trying to lay off, but...\The banquet refers to the party held after the competition.\Learning proper social skills and etiquette is also important for skaters.\What's wrong, Yuri?\Last year, Yuri suffered a crushing defeat in the Final.\You look so glum.\Have you had anything to drink? response:	He looked like his coach had dragged him to the banquet.
context: Kyushu born-and-bred dad, so I was trying to lay off, but...\The banquet refers to the party held after the competition.\Learning proper social skills and etiquette is also important for skaters.\What's wrong, Yuri?\Last year, Yuri suffered a crushing defeat in the Final.\You look so glum.\Have you had anything to drink?\He looked like his coach had dragged him to the banquet. response:	To eat?
context: The banquet refers to the party held after the competition.\Learning proper social skills and etiquette is also important for skaters.\What's wrong, Yuri?\Last year, Yuri suffered a crushing defeat in the Final.\You look so glum.\Have you had anything to drink?\He looked like his coach had dragged him to the banquet.\To eat? response:	There's pizza...
context: Learning proper social skills and etiquette is also important for skaters.\What's wrong, Yuri?\Last year, Yuri suffered a crushing defeat in the Final.\You look so glum.\Have you had anything to drink?\He looked like his coach had dragged him to the banquet.\To eat?\There's pizza... response:	At least, at first.
context: What's wrong, Yuri?\Last year, Yuri suffered a crushing defeat in the Final.\You look so glum.\Have you had anything to drink?\He looked like his coach had dragged him to the banquet.\To eat?\There's pizza...\At least, at first. response:	Since he couldn't mingle well with other skaters,
context: Last year, Yuri suffered a crushing defeat in the Final.\You look so glum.\Have you had anything to drink?\He looked like his coach had dragged him to the banquet.\To eat?\There's pizza...\At least, at first.\Since he couldn't mingle well with other skaters, response:	he kept drinking champagne, and...
context: You look so glum.\Have you had anything to drink?\He looked like his coach had dragged him to the banquet.\To eat?\There's pizza...\At least, at first.\Since he couldn't mingle well with other skaters,\he kept drinking champagne, and... response:	I still have videos of what happened.
context: Have you had anything to drink?\He looked like his coach had dragged him to the banquet.\To eat?\There's pizza...\At least, at first.\Since he couldn't mingle well with other skaters,\he kept drinking champagne, and...\I still have videos of what happened. response:	I do, too.
context: He looked like his coach had dragged him to the banquet.\To eat?\There's pizza...\At least, at first.\Since he couldn't mingle well with other skaters,\he kept drinking champagne, and...\I still have videos of what happened.\I do, too. response:	Wait, what?
context: To eat?\There's pizza...\At least, at first.\Since he couldn't mingle well with other skaters,\he kept drinking champagne, and...\I still have videos of what happened.\I do, too.\Wait, what? response:	Yuri, that's so dirty.
context: There's pizza...\At least, at first.\Since he couldn't mingle well with other skaters,\he kept drinking champagne, and...\I still have videos of what happened.\I do, too.\Wait, what?\Yuri, that's so dirty. response:	I want to see!
context: At least, at first.\Since he couldn't mingle well with other skaters,\he kept drinking champagne, and...\I still have videos of what happened.\I do, too.\Wait, what?\Yuri, that's so dirty.\I want to see! response:	Don't look!
context: Since he couldn't mingle well with other skaters,\he kept drinking champagne, and...\I still have videos of what happened.\I do, too.\Wait, what?\Yuri, that's so dirty.\I want to see!\Don't look! response:	W-Wait... Cut it out already!
context: he kept drinking champagne, and...\I still have videos of what happened.\I do, too.\Wait, what?\Yuri, that's so dirty.\I want to see!\Don't look!\W-Wait... Cut it out already! response:	Isn't this amazing?
context: I still have videos of what happened.\I do, too.\Wait, what?\Yuri, that's so dirty.\I want to see!\Don't look!\W-Wait... Cut it out already!\Isn't this amazing? response:	What's with the rings, you two?
context: I do, too.\Wait, what?\Yuri, that's so dirty.\I want to see!\Don't look!\W-Wait... Cut it out already!\Isn't this amazing?\What's with the rings, you two? response:	Huh? Rings?
context: Wait, what?\Yuri, that's so dirty.\I want to see!\Don't look!\W-Wait... Cut it out already!\Isn't this amazing?\What's with the rings, you two?\Huh? Rings? response:	I don't remember you wearing that.
context: Yuri, that's so dirty.\I want to see!\Don't look!\W-Wait... Cut it out already!\Isn't this amazing?\What's with the rings, you two?\Huh? Rings?\I don't remember you wearing that. response:	U-Um, this is...
context: I want to see!\Don't look!\W-Wait... Cut it out already!\Isn't this amazing?\What's with the rings, you two?\Huh? Rings?\I don't remember you wearing that.\U-Um, this is... response:	They're a pair!
context: Don't look!\W-Wait... Cut it out already!\Isn't this amazing?\What's with the rings, you two?\Huh? Rings?\I don't remember you wearing that.\U-Um, this is...\They're a pair! response:	Congrats on your marriage!
context: W-Wait... Cut it out already!\Isn't this amazing?\What's with the rings, you two?\Huh? Rings?\I don't remember you wearing that.\U-Um, this is...\They're a pair!\Congrats on your marriage! response:	Wait, no...
context: Isn't this amazing?\What's with the rings, you two?\Huh? Rings?\I don't remember you wearing that.\U-Um, this is...\They're a pair!\Congrats on your marriage!\Wait, no... response:	Um...
context: What's with the rings, you two?\Huh? Rings?\I don't remember you wearing that.\U-Um, this is...\They're a pair!\Congrats on your marriage!\Wait, no...\Um... response:	Everyone!
context: Huh? Rings?\I don't remember you wearing that.\U-Um, this is...\They're a pair!\Congrats on your marriage!\Wait, no...\Um...\Everyone! response:	My good friend here got married!
context: I don't remember you wearing that.\U-Um, this is...\They're a pair!\Congrats on your marriage!\Wait, no...\Um...\Everyone!\My good friend here got married! response:	N-No, this is, um...
context: U-Um, this is...\They're a pair!\Congrats on your marriage!\Wait, no...\Um...\Everyone!\My good friend here got married!\N-No, this is, um... response:	It's to thank him for all his help...
context: They're a pair!\Congrats on your marriage!\Wait, no...\Um...\Everyone!\My good friend here got married!\N-No, this is, um...\It's to thank him for all his help... response:	And lots of other things... Yes, other things!
context: Congrats on your marriage!\Wait, no...\Um...\Everyone!\My good friend here got married!\N-No, this is, um...\It's to thank him for all his help...\And lots of other things... Yes, other things! response:	Yeah, don't get the wrong idea.
context: Wait, no...\Um...\Everyone!\My good friend here got married!\N-No, this is, um...\It's to thank him for all his help...\And lots of other things... Yes, other things!\Yeah, don't get the wrong idea. response:	This is an engagement ring.
context: Um...\Everyone!\My good friend here got married!\N-No, this is, um...\It's to thank him for all his help...\And lots of other things... Yes, other things!\Yeah, don't get the wrong idea.\This is an engagement ring. response:	We'll get married once he wins a gold medal.
context: Everyone!\My good friend here got married!\N-No, this is, um...\It's to thank him for all his help...\And lots of other things... Yes, other things!\Yeah, don't get the wrong idea.\This is an engagement ring.\We'll get married once he wins a gold medal. response:	What?
context: My good friend here got married!\N-No, this is, um...\It's to thank him for all his help...\And lots of other things... Yes, other things!\Yeah, don't get the wrong idea.\This is an engagement ring.\We'll get married once he wins a gold medal.\What? response:	Right, Yuri?
context: N-No, this is, um...\It's to thank him for all his help...\And lots of other things... Yes, other things!\Yeah, don't get the wrong idea.\This is an engagement ring.\We'll get married once he wins a gold medal.\What?\Right, Yuri? response:	V-Victor!
context: It's to thank him for all his help...\And lots of other things... Yes, other things!\Yeah, don't get the wrong idea.\This is an engagement ring.\We'll get married once he wins a gold medal.\What?\Right, Yuri?\V-Victor! response:	A gold...
context: And lots of other things... Yes, other things!\Yeah, don't get the wrong idea.\This is an engagement ring.\We'll get married once he wins a gold medal.\What?\Right, Yuri?\V-Victor!\A gold... response:	Uh, well, um...
context: Yeah, don't get the wrong idea.\This is an engagement ring.\We'll get married once he wins a gold medal.\What?\Right, Yuri?\V-Victor!\A gold...\Uh, well, um... response:	Wait a second!
context: This is an engagement ring.\We'll get married once he wins a gold medal.\What?\Right, Yuri?\V-Victor!\A gold...\Uh, well, um...\Wait a second! response:	I'll be the one who wins gold and gets married, of course!
context: We'll get married once he wins a gold medal.\What?\Right, Yuri?\V-Victor!\A gold...\Uh, well, um...\Wait a second!\I'll be the one who wins gold and gets married, of course! response:	That's right, it'll definitely be JJ.
context: What?\Right, Yuri?\V-Victor!\A gold...\Uh, well, um...\Wait a second!\I'll be the one who wins gold and gets married, of course!\That's right, it'll definitely be JJ. response:	Sorry we can't congratulate you on that future marriage.
context: Right, Yuri?\V-Victor!\A gold...\Uh, well, um...\Wait a second!\I'll be the one who wins gold and gets married, of course!\That's right, it'll definitely be JJ.\Sorry we can't congratulate you on that future marriage. response:	Well, tomorrow's an early start. Better call it a night.
context: V-Victor!\A gold...\Uh, well, um...\Wait a second!\I'll be the one who wins gold and gets married, of course!\That's right, it'll definitely be JJ.\Sorry we can't congratulate you on that future marriage.\Well, tomorrow's an early start. Better call it a night. response:	Huh, what?
context: A gold...\Uh, well, um...\Wait a second!\I'll be the one who wins gold and gets married, of course!\That's right, it'll definitely be JJ.\Sorry we can't congratulate you on that future marriage.\Well, tomorrow's an early start. Better call it a night.\Huh, what? response:	Hey, wait a second.
context: Uh, well, um...\Wait a second!\I'll be the one who wins gold and gets married, of course!\That's right, it'll definitely be JJ.\Sorry we can't congratulate you on that future marriage.\Well, tomorrow's an early start. Better call it a night.\Huh, what?\Hey, wait a second. response:	I was just joking!
context: Wait a second!\I'll be the one who wins gold and gets married, of course!\That's right, it'll definitely be JJ.\Sorry we can't congratulate you on that future marriage.\Well, tomorrow's an early start. Better call it a night.\Huh, what?\Hey, wait a second.\I was just joking! response:	Kick Kick
context: I'll be the one who wins gold and gets married, of course!\That's right, it'll definitely be JJ.\Sorry we can't congratulate you on that future marriage.\Well, tomorrow's an early start. Better call it a night.\Huh, what?\Hey, wait a second.\I was just joking!\Kick Kick response:	Victor Nikiforov is dead!
