context: What are you doing? response:	Gulp.
context: Yeah. Of course, I won't force you.\Only if you want...\Okay.\Yeah, that's what I thought You will?!\Sure.\Then, if I talk to you,\can I come and hang out in the biology prep room?\S-Sure, come by anytime. response:	Sweet! Okay, I'll be there!
context: Only if you want...\Okay.\Yeah, that's what I thought You will?!\Sure.\Then, if I talk to you,\can I come and hang out in the biology prep room?\S-Sure, come by anytime.\Sweet! Okay, I'll be there! response:	Wow... So, Machi-san, you went to the middle school right next to mine?
context: Okay.\Yeah, that's what I thought You will?!\Sure.\Then, if I talk to you,\can I come and hang out in the biology prep room?\S-Sure, come by anytime.\Sweet! Okay, I'll be there!\Wow... So, Machi-san, you went to the middle school right next to mine? response:	I never expected to meet someone in this school from so nearby.
context: Yeah, that's what I thought You will?!\Sure.\Then, if I talk to you,\can I come and hang out in the biology prep room?\S-Sure, come by anytime.\Sweet! Okay, I'll be there!\Wow... So, Machi-san, you went to the middle school right next to mine?\I never expected to meet someone in this school from so nearby. response:	Me, either.
context: Sure.\Then, if I talk to you,\can I come and hang out in the biology prep room?\S-Sure, come by anytime.\Sweet! Okay, I'll be there!\Wow... So, Machi-san, you went to the middle school right next to mine?\I never expected to meet someone in this school from so nearby.\Me, either. response:	Then, do you also take the bus, Machi-san?
context: Then, if I talk to you,\can I come and hang out in the biology prep room?\S-Sure, come by anytime.\Sweet! Okay, I'll be there!\Wow... So, Machi-san, you went to the middle school right next to mine?\I never expected to meet someone in this school from so nearby.\Me, either.\Then, do you also take the bus, Machi-san? response:	No, I walk.
context: can I come and hang out in the biology prep room?\S-Sure, come by anytime.\Sweet! Okay, I'll be there!\Wow... So, Machi-san, you went to the middle school right next to mine?\I never expected to meet someone in this school from so nearby.\Me, either.\Then, do you also take the bus, Machi-san?\No, I walk. response:	Really? Isn't that a long walk?
context: S-Sure, come by anytime.\Sweet! Okay, I'll be there!\Wow... So, Machi-san, you went to the middle school right next to mine?\I never expected to meet someone in this school from so nearby.\Me, either.\Then, do you also take the bus, Machi-san?\No, I walk.\Really? Isn't that a long walk? response:	The bus is crowded during school commuter hours, so it's dangerous.
context: Sweet! Okay, I'll be there!\Wow... So, Machi-san, you went to the middle school right next to mine?\I never expected to meet someone in this school from so nearby.\Me, either.\Then, do you also take the bus, Machi-san?\No, I walk.\Really? Isn't that a long walk?\The bus is crowded during school commuter hours, so it's dangerous. response:	You know, with the way I'm built and all.
context: Wow... So, Machi-san, you went to the middle school right next to mine?\I never expected to meet someone in this school from so nearby.\Me, either.\Then, do you also take the bus, Machi-san?\No, I walk.\Really? Isn't that a long walk?\The bus is crowded during school commuter hours, so it's dangerous.\You know, with the way I'm built and all. response:	Uh...
context: I never expected to meet someone in this school from so nearby.\Me, either.\Then, do you also take the bus, Machi-san?\No, I walk.\Really? Isn't that a long walk?\The bus is crowded during school commuter hours, so it's dangerous.\You know, with the way I'm built and all.\Uh... response:	Oh! By the way, I found a really funny video yesterday!
context: Me, either.\Then, do you also take the bus, Machi-san?\No, I walk.\Really? Isn't that a long walk?\The bus is crowded during school commuter hours, so it's dangerous.\You know, with the way I'm built and all.\Uh...\Oh! By the way, I found a really funny video yesterday! response:	Yeah? What kind?
context: Then, do you also take the bus, Machi-san?\No, I walk.\Really? Isn't that a long walk?\The bus is crowded during school commuter hours, so it's dangerous.\You know, with the way I'm built and all.\Uh...\Oh! By the way, I found a really funny video yesterday!\Yeah? What kind? response:	Oh, Machi-san, you watch videos online, too?
context: No, I walk.\Really? Isn't that a long walk?\The bus is crowded during school commuter hours, so it's dangerous.\You know, with the way I'm built and all.\Uh...\Oh! By the way, I found a really funny video yesterday!\Yeah? What kind?\Oh, Machi-san, you watch videos online, too? response:	Yeah, sometimes.
context: Really? Isn't that a long walk?\The bus is crowded during school commuter hours, so it's dangerous.\You know, with the way I'm built and all.\Uh...\Oh! By the way, I found a really funny video yesterday!\Yeah? What kind?\Oh, Machi-san, you watch videos online, too?\Yeah, sometimes. response:	Here, look! This cat is so cute!
context: The bus is crowded during school commuter hours, so it's dangerous.\You know, with the way I'm built and all.\Uh...\Oh! By the way, I found a really funny video yesterday!\Yeah? What kind?\Oh, Machi-san, you watch videos online, too?\Yeah, sometimes.\Here, look! This cat is so cute! response:	Let me see.
context: You know, with the way I'm built and all.\Uh...\Oh! By the way, I found a really funny video yesterday!\Yeah? What kind?\Oh, Machi-san, you watch videos online, too?\Yeah, sometimes.\Here, look! This cat is so cute!\Let me see. response:	Oh, my god!
context: Uh...\Oh! By the way, I found a really funny video yesterday!\Yeah? What kind?\Oh, Machi-san, you watch videos online, too?\Yeah, sometimes.\Here, look! This cat is so cute!\Let me see.\Oh, my god! response:	Isn't it crazy?!
context: Oh! By the way, I found a really funny video yesterday!\Yeah? What kind?\Oh, Machi-san, you watch videos online, too?\Yeah, sometimes.\Here, look! This cat is so cute!\Let me see.\Oh, my god!\Isn't it crazy?! response:	That's wild! It's so cute!
context: Yeah? What kind?\Oh, Machi-san, you watch videos online, too?\Yeah, sometimes.\Here, look! This cat is so cute!\Let me see.\Oh, my god!\Isn't it crazy?!\That's wild! It's so cute! response:	Right?
context: Oh, Machi-san, you watch videos online, too?\Yeah, sometimes.\Here, look! This cat is so cute!\Let me see.\Oh, my god!\Isn't it crazy?!\That's wild! It's so cute!\Right? response:	Demis are more likely to occur as a result of mutation than genetics.
context: Yeah, sometimes.\Here, look! This cat is so cute!\Let me see.\Oh, my god!\Isn't it crazy?!\That's wild! It's so cute!\Right?\Demis are more likely to occur as a result of mutation than genetics. response:	It's entirely possible for only one twin to be a demi.
context: Here, look! This cat is so cute!\Let me see.\Oh, my god!\Isn't it crazy?!\That's wild! It's so cute!\Right?\Demis are more likely to occur as a result of mutation than genetics.\It's entirely possible for only one twin to be a demi. response:	The sisters' relationship aside,
context: Let me see.\Oh, my god!\Isn't it crazy?!\That's wild! It's so cute!\Right?\Demis are more likely to occur as a result of mutation than genetics.\It's entirely possible for only one twin to be a demi.\The sisters' relationship aside, response:	I still don't know anything about how demis live,
context: Oh, my god!\Isn't it crazy?!\That's wild! It's so cute!\Right?\Demis are more likely to occur as a result of mutation than genetics.\It's entirely possible for only one twin to be a demi.\The sisters' relationship aside,\I still don't know anything about how demis live, response:	how they interact with others, how they think, or anything like that.
context: Isn't it crazy?!\That's wild! It's so cute!\Right?\Demis are more likely to occur as a result of mutation than genetics.\It's entirely possible for only one twin to be a demi.\The sisters' relationship aside,\I still don't know anything about how demis live,\how they interact with others, how they think, or anything like that. response:	Biology Prep Room
context: That's wild! It's so cute!\Right?\Demis are more likely to occur as a result of mutation than genetics.\It's entirely possible for only one twin to be a demi.\The sisters' relationship aside,\I still don't know anything about how demis live,\how they interact with others, how they think, or anything like that.\Biology Prep Room response:	how they interact with others, how they think, or anything like that.
context: Right?\Demis are more likely to occur as a result of mutation than genetics.\It's entirely possible for only one twin to be a demi.\The sisters' relationship aside,\I still don't know anything about how demis live,\how they interact with others, how they think, or anything like that.\Biology Prep Room\how they interact with others, how they think, or anything like that. response:	If there's one thing I now know, it's that...
context: Demis are more likely to occur as a result of mutation than genetics.\It's entirely possible for only one twin to be a demi.\The sisters' relationship aside,\I still don't know anything about how demis live,\how they interact with others, how they think, or anything like that.\Biology Prep Room\how they interact with others, how they think, or anything like that.\If there's one thing I now know, it's that... response:	This room is so nice and dark and cool!
context: It's entirely possible for only one twin to be a demi.\The sisters' relationship aside,\I still don't know anything about how demis live,\how they interact with others, how they think, or anything like that.\Biology Prep Room\how they interact with others, how they think, or anything like that.\If there's one thing I now know, it's that...\This room is so nice and dark and cool! response:	This is paradise!
context: The sisters' relationship aside,\I still don't know anything about how demis live,\how they interact with others, how they think, or anything like that.\Biology Prep Room\how they interact with others, how they think, or anything like that.\If there's one thing I now know, it's that...\This room is so nice and dark and cool!\This is paradise! response:	I did say you could come by anytime, but...
context: I still don't know anything about how demis live,\how they interact with others, how they think, or anything like that.\Biology Prep Room\how they interact with others, how they think, or anything like that.\If there's one thing I now know, it's that...\This room is so nice and dark and cool!\This is paradise!\I did say you could come by anytime, but... response:	Well, the sunlight is so bright in my classroom.
context: how they interact with others, how they think, or anything like that.\Biology Prep Room\how they interact with others, how they think, or anything like that.\If there's one thing I now know, it's that...\This room is so nice and dark and cool!\This is paradise!\I did say you could come by anytime, but...\Well, the sunlight is so bright in my classroom. response:	And I'd feel bad, making my classmates go out of their way for me...
context: Biology Prep Room\how they interact with others, how they think, or anything like that.\If there's one thing I now know, it's that...\This room is so nice and dark and cool!\This is paradise!\I did say you could come by anytime, but...\Well, the sunlight is so bright in my classroom.\And I'd feel bad, making my classmates go out of their way for me... response:	Yeah, there are lots of things in here that shouldn't be in direct sunlight.
context: how they interact with others, how they think, or anything like that.\If there's one thing I now know, it's that...\This room is so nice and dark and cool!\This is paradise!\I did say you could come by anytime, but...\Well, the sunlight is so bright in my classroom.\And I'd feel bad, making my classmates go out of their way for me...\Yeah, there are lots of things in here that shouldn't be in direct sunlight. response:	Anyway, Sensei, you want to interview a demi, right?
context: If there's one thing I now know, it's that...\This room is so nice and dark and cool!\This is paradise!\I did say you could come by anytime, but...\Well, the sunlight is so bright in my classroom.\And I'd feel bad, making my classmates go out of their way for me...\Yeah, there are lots of things in here that shouldn't be in direct sunlight.\Anyway, Sensei, you want to interview a demi, right? response:	I charge a venue fee!
context: This room is so nice and dark and cool!\This is paradise!\I did say you could come by anytime, but...\Well, the sunlight is so bright in my classroom.\And I'd feel bad, making my classmates go out of their way for me...\Yeah, there are lots of things in here that shouldn't be in direct sunlight.\Anyway, Sensei, you want to interview a demi, right?\I charge a venue fee! response:	Hmm...
context: This is paradise!\I did say you could come by anytime, but...\Well, the sunlight is so bright in my classroom.\And I'd feel bad, making my classmates go out of their way for me...\Yeah, there are lots of things in here that shouldn't be in direct sunlight.\Anyway, Sensei, you want to interview a demi, right?\I charge a venue fee!\Hmm... response:	In that case, never mind.
context: I did say you could come by anytime, but...\Well, the sunlight is so bright in my classroom.\And I'd feel bad, making my classmates go out of their way for me...\Yeah, there are lots of things in here that shouldn't be in direct sunlight.\Anyway, Sensei, you want to interview a demi, right?\I charge a venue fee!\Hmm...\In that case, never mind. response:	Encyclopedia of Vampires
context: Well, the sunlight is so bright in my classroom.\And I'd feel bad, making my classmates go out of their way for me...\Yeah, there are lots of things in here that shouldn't be in direct sunlight.\Anyway, Sensei, you want to interview a demi, right?\I charge a venue fee!\Hmm...\In that case, never mind.\Encyclopedia of Vampires response:	What do you think of the qualities ascribed to vampires by legend?
context: And I'd feel bad, making my classmates go out of their way for me...\Yeah, there are lots of things in here that shouldn't be in direct sunlight.\Anyway, Sensei, you want to interview a demi, right?\I charge a venue fee!\Hmm...\In that case, never mind.\Encyclopedia of Vampires\What do you think of the qualities ascribed to vampires by legend? response:	Let me see!
context: Yeah, there are lots of things in here that shouldn't be in direct sunlight.\Anyway, Sensei, you want to interview a demi, right?\I charge a venue fee!\Hmm...\In that case, never mind.\Encyclopedia of Vampires\What do you think of the qualities ascribed to vampires by legend?\Let me see! response:	Hmm... I do like garlic.
context: Anyway, Sensei, you want to interview a demi, right?\I charge a venue fee!\Hmm...\In that case, never mind.\Encyclopedia of Vampires\What do you think of the qualities ascribed to vampires by legend?\Let me see!\Hmm... I do like garlic. response:	Crosses?
context: I charge a venue fee!\Hmm...\In that case, never mind.\Encyclopedia of Vampires\What do you think of the qualities ascribed to vampires by legend?\Let me see!\Hmm... I do like garlic.\Crosses? response:	Crosses are only fashionable through middle school!
context: Hmm...\In that case, never mind.\Encyclopedia of Vampires\What do you think of the qualities ascribed to vampires by legend?\Let me see!\Hmm... I do like garlic.\Crosses?\Crosses are only fashionable through middle school! response:	Fashionable?
context: In that case, never mind.\Encyclopedia of Vampires\What do you think of the qualities ascribed to vampires by legend?\Let me see!\Hmm... I do like garlic.\Crosses?\Crosses are only fashionable through middle school!\Fashionable? response:	Oh! This!
context: Encyclopedia of Vampires\What do you think of the qualities ascribed to vampires by legend?\Let me see!\Hmm... I do like garlic.\Crosses?\Crosses are only fashionable through middle school!\Fashionable?\Oh! This! response:	A stake through the heart would kill us! Probably!
context: What do you think of the qualities ascribed to vampires by legend?\Let me see!\Hmm... I do like garlic.\Crosses?\Crosses are only fashionable through middle school!\Fashionable?\Oh! This!\A stake through the heart would kill us! Probably! response:	That would kill me, too.
context: Let me see!\Hmm... I do like garlic.\Crosses?\Crosses are only fashionable through middle school!\Fashionable?\Oh! This!\A stake through the heart would kill us! Probably!\That would kill me, too. response:	Do vampires really have to drink blood to stay alive?
context: Hmm... I do like garlic.\Crosses?\Crosses are only fashionable through middle school!\Fashionable?\Oh! This!\A stake through the heart would kill us! Probably!\That would kill me, too.\Do vampires really have to drink blood to stay alive? response:	No, I don't think that's true.
context: Crosses?\Crosses are only fashionable through middle school!\Fashionable?\Oh! This!\A stake through the heart would kill us! Probably!\That would kill me, too.\Do vampires really have to drink blood to stay alive?\No, I don't think that's true. response:	Huh?
context: Crosses are only fashionable through middle school!\Fashionable?\Oh! This!\A stake through the heart would kill us! Probably!\That would kill me, too.\Do vampires really have to drink blood to stay alive?\No, I don't think that's true.\Huh? response:	Do you ever get anemic, Sensei?
context: Fashionable?\Oh! This!\A stake through the heart would kill us! Probably!\That would kill me, too.\Do vampires really have to drink blood to stay alive?\No, I don't think that's true.\Huh?\Do you ever get anemic, Sensei? response:	Feel short on blood?
context: Oh! This!\A stake through the heart would kill us! Probably!\That would kill me, too.\Do vampires really have to drink blood to stay alive?\No, I don't think that's true.\Huh?\Do you ever get anemic, Sensei?\Feel short on blood? response:	Know what I mean?
context: A stake through the heart would kill us! Probably!\That would kill me, too.\Do vampires really have to drink blood to stay alive?\No, I don't think that's true.\Huh?\Do you ever get anemic, Sensei?\Feel short on blood?\Know what I mean? response:	Well, sometimes, I guess.
context: That would kill me, too.\Do vampires really have to drink blood to stay alive?\No, I don't think that's true.\Huh?\Do you ever get anemic, Sensei?\Feel short on blood?\Know what I mean?\Well, sometimes, I guess. response:	It's like we often feel that way.
context: Do vampires really have to drink blood to stay alive?\No, I don't think that's true.\Huh?\Do you ever get anemic, Sensei?\Feel short on blood?\Know what I mean?\Well, sometimes, I guess.\It's like we often feel that way. response:	For that reason, we prefer to stay out of the sun, too.
context: No, I don't think that's true.\Huh?\Do you ever get anemic, Sensei?\Feel short on blood?\Know what I mean?\Well, sometimes, I guess.\It's like we often feel that way.\For that reason, we prefer to stay out of the sun, too. response:	So if we're careful about what we eat, we can get by okay.
context: Huh?\Do you ever get anemic, Sensei?\Feel short on blood?\Know what I mean?\Well, sometimes, I guess.\It's like we often feel that way.\For that reason, we prefer to stay out of the sun, too.\So if we're careful about what we eat, we can get by okay. response:	What you eat?
context: Do you ever get anemic, Sensei?\Feel short on blood?\Know what I mean?\Well, sometimes, I guess.\It's like we often feel that way.\For that reason, we prefer to stay out of the sun, too.\So if we're careful about what we eat, we can get by okay.\What you eat? response:	Liver! I love liver and onions!
context: Feel short on blood?\Know what I mean?\Well, sometimes, I guess.\It's like we often feel that way.\For that reason, we prefer to stay out of the sun, too.\So if we're careful about what we eat, we can get by okay.\What you eat?\Liver! I love liver and onions! response:	And also tomato juice.
context: Know what I mean?\Well, sometimes, I guess.\It's like we often feel that way.\For that reason, we prefer to stay out of the sun, too.\So if we're careful about what we eat, we can get by okay.\What you eat?\Liver! I love liver and onions!\And also tomato juice. response:	It feels just like drinking blood!
context: Well, sometimes, I guess.\It's like we often feel that way.\For that reason, we prefer to stay out of the sun, too.\So if we're careful about what we eat, we can get by okay.\What you eat?\Liver! I love liver and onions!\And also tomato juice.\It feels just like drinking blood! response:	Feels like drinking blood?
context: It's like we often feel that way.\For that reason, we prefer to stay out of the sun, too.\So if we're careful about what we eat, we can get by okay.\What you eat?\Liver! I love liver and onions!\And also tomato juice.\It feels just like drinking blood!\Feels like drinking blood? response:	Meaning that you really do desire blood?
context: For that reason, we prefer to stay out of the sun, too.\So if we're careful about what we eat, we can get by okay.\What you eat?\Liver! I love liver and onions!\And also tomato juice.\It feels just like drinking blood!\Feels like drinking blood?\Meaning that you really do desire blood? response:	Well, yeah... Maybe I do.
context: So if we're careful about what we eat, we can get by okay.\What you eat?\Liver! I love liver and onions!\And also tomato juice.\It feels just like drinking blood!\Feels like drinking blood?\Meaning that you really do desire blood?\Well, yeah... Maybe I do. response:	Vampires are provided with blood by the government.
context: What you eat?\Liver! I love liver and onions!\And also tomato juice.\It feels just like drinking blood!\Feels like drinking blood?\Meaning that you really do desire blood?\Well, yeah... Maybe I do.\Vampires are provided with blood by the government. response:	We get one pack per month.
context: Liver! I love liver and onions!\And also tomato juice.\It feels just like drinking blood!\Feels like drinking blood?\Meaning that you really do desire blood?\Well, yeah... Maybe I do.\Vampires are provided with blood by the government.\We get one pack per month. response:	Yeah, I'd heard that.
context: And also tomato juice.\It feels just like drinking blood!\Feels like drinking blood?\Meaning that you really do desire blood?\Well, yeah... Maybe I do.\Vampires are provided with blood by the government.\We get one pack per month.\Yeah, I'd heard that. response:	Maybe drinking that makes it so I can get by on the food I eat.
context: It feels just like drinking blood!\Feels like drinking blood?\Meaning that you really do desire blood?\Well, yeah... Maybe I do.\Vampires are provided with blood by the government.\We get one pack per month.\Yeah, I'd heard that.\Maybe drinking that makes it so I can get by on the food I eat. response:	I see.
context: Feels like drinking blood?\Meaning that you really do desire blood?\Well, yeah... Maybe I do.\Vampires are provided with blood by the government.\We get one pack per month.\Yeah, I'd heard that.\Maybe drinking that makes it so I can get by on the food I eat.\I see. response:	Then, there are some vampires who get by without relying on that blood...
context: Meaning that you really do desire blood?\Well, yeah... Maybe I do.\Vampires are provided with blood by the government.\We get one pack per month.\Yeah, I'd heard that.\Maybe drinking that makes it so I can get by on the food I eat.\I see.\Then, there are some vampires who get by without relying on that blood... response:	Right.
context: Well, yeah... Maybe I do.\Vampires are provided with blood by the government.\We get one pack per month.\Yeah, I'd heard that.\Maybe drinking that makes it so I can get by on the food I eat.\I see.\Then, there are some vampires who get by without relying on that blood...\Right. response:	What do you think of those vampires?
context: Vampires are provided with blood by the government.\We get one pack per month.\Yeah, I'd heard that.\Maybe drinking that makes it so I can get by on the food I eat.\I see.\Then, there are some vampires who get by without relying on that blood...\Right.\What do you think of those vampires? response:	What do I think?
context: We get one pack per month.\Yeah, I'd heard that.\Maybe drinking that makes it so I can get by on the food I eat.\I see.\Then, there are some vampires who get by without relying on that blood...\Right.\What do you think of those vampires?\What do I think? response:	I think they're pretty amazing!
context: Yeah, I'd heard that.\Maybe drinking that makes it so I can get by on the food I eat.\I see.\Then, there are some vampires who get by without relying on that blood...\Right.\What do you think of those vampires?\What do I think?\I think they're pretty amazing! response:	All right, that's enough for today.
context: Maybe drinking that makes it so I can get by on the food I eat.\I see.\Then, there are some vampires who get by without relying on that blood...\Right.\What do you think of those vampires?\What do I think?\I think they're pretty amazing!\All right, that's enough for today. response:	Wait, S-Sensei! Give me one more chance, please!
context: I see.\Then, there are some vampires who get by without relying on that blood...\Right.\What do you think of those vampires?\What do I think?\I think they're pretty amazing!\All right, that's enough for today.\Wait, S-Sensei! Give me one more chance, please! response:	I'll never ask another favor!
context: Then, there are some vampires who get by without relying on that blood...\Right.\What do you think of those vampires?\What do I think?\I think they're pretty amazing!\All right, that's enough for today.\Wait, S-Sensei! Give me one more chance, please!\I'll never ask another favor! response:	Um, um...
context: Right.\What do you think of those vampires?\What do I think?\I think they're pretty amazing!\All right, that's enough for today.\Wait, S-Sensei! Give me one more chance, please!\I'll never ask another favor!\Um, um... response:	There are vegetarians, right?
context: What do you think of those vampires?\What do I think?\I think they're pretty amazing!\All right, that's enough for today.\Wait, S-Sensei! Give me one more chance, please!\I'll never ask another favor!\Um, um...\There are vegetarians, right? response:	Yeah.
context: What do I think?\I think they're pretty amazing!\All right, that's enough for today.\Wait, S-Sensei! Give me one more chance, please!\I'll never ask another favor!\Um, um...\There are vegetarians, right?\Yeah. response:	They survive without eating meat.
context: I think they're pretty amazing!\All right, that's enough for today.\Wait, S-Sensei! Give me one more chance, please!\I'll never ask another favor!\Um, um...\There are vegetarians, right?\Yeah.\They survive without eating meat. response:	What do you think of that?
context: All right, that's enough for today.\Wait, S-Sensei! Give me one more chance, please!\I'll never ask another favor!\Um, um...\There are vegetarians, right?\Yeah.\They survive without eating meat.\What do you think of that? response:	What do I think?
context: Wait, S-Sensei! Give me one more chance, please!\I'll never ask another favor!\Um, um...\There are vegetarians, right?\Yeah.\They survive without eating meat.\What do you think of that?\What do I think? response:	I think they're pretty amazing...
context: I'll never ask another favor!\Um, um...\There are vegetarians, right?\Yeah.\They survive without eating meat.\What do you think of that?\What do I think?\I think they're pretty amazing... response:	Yes! That! It's like that!
context: Um, um...\There are vegetarians, right?\Yeah.\They survive without eating meat.\What do you think of that?\What do I think?\I think they're pretty amazing...\Yes! That! It's like that! response:	Wow, I really get it now.
context: There are vegetarians, right?\Yeah.\They survive without eating meat.\What do you think of that?\What do I think?\I think they're pretty amazing...\Yes! That! It's like that!\Wow, I really get it now. response:	I understand...
context: Yeah.\They survive without eating meat.\What do you think of that?\What do I think?\I think they're pretty amazing...\Yes! That! It's like that!\Wow, I really get it now.\I understand... response:	By the way, do you ever want to take blood directly?
context: They survive without eating meat.\What do you think of that?\What do I think?\I think they're pretty amazing...\Yes! That! It's like that!\Wow, I really get it now.\I understand...\By the way, do you ever want to take blood directly? response:	Huh?
context: What do you think of that?\What do I think?\I think they're pretty amazing...\Yes! That! It's like that!\Wow, I really get it now.\I understand...\By the way, do you ever want to take blood directly?\Huh? response:	Stories say people you drink from become vampires
context: What do I think?\I think they're pretty amazing...\Yes! That! It's like that!\Wow, I really get it now.\I understand...\By the way, do you ever want to take blood directly?\Huh?\Stories say people you drink from become vampires response:	or that you can make them your servants.
context: I think they're pretty amazing...\Yes! That! It's like that!\Wow, I really get it now.\I understand...\By the way, do you ever want to take blood directly?\Huh?\Stories say people you drink from become vampires\or that you can make them your servants. response:	Isn't that what your fangs are for?
context: Yes! That! It's like that!\Wow, I really get it now.\I understand...\By the way, do you ever want to take blood directly?\Huh?\Stories say people you drink from become vampires\or that you can make them your servants.\Isn't that what your fangs are for? response:	Ever want to use them to suck blood?
context: Wow, I really get it now.\I understand...\By the way, do you ever want to take blood directly?\Huh?\Stories say people you drink from become vampires\or that you can make them your servants.\Isn't that what your fangs are for?\Ever want to use them to suck blood? response:	Yeah, I do! I want to!
context: I understand...\By the way, do you ever want to take blood directly?\Huh?\Stories say people you drink from become vampires\or that you can make them your servants.\Isn't that what your fangs are for?\Ever want to use them to suck blood?\Yeah, I do! I want to! response:	Oh...
context: By the way, do you ever want to take blood directly?\Huh?\Stories say people you drink from become vampires\or that you can make them your servants.\Isn't that what your fangs are for?\Ever want to use them to suck blood?\Yeah, I do! I want to!\Oh... response:	Recently... Oh, you know that snow woman in the class next door?
context: Huh?\Stories say people you drink from become vampires\or that you can make them your servants.\Isn't that what your fangs are for?\Ever want to use them to suck blood?\Yeah, I do! I want to!\Oh...\Recently... Oh, you know that snow woman in the class next door? response:	Yeah, the one from the other day.
context: Stories say people you drink from become vampires\or that you can make them your servants.\Isn't that what your fangs are for?\Ever want to use them to suck blood?\Yeah, I do! I want to!\Oh...\Recently... Oh, you know that snow woman in the class next door?\Yeah, the one from the other day. response:	Since she's a snow woman, her body feels so cold!
context: or that you can make them your servants.\Isn't that what your fangs are for?\Ever want to use them to suck blood?\Yeah, I do! I want to!\Oh...\Recently... Oh, you know that snow woman in the class next door?\Yeah, the one from the other day.\Since she's a snow woman, her body feels so cold! response:	Boom!
context: Isn't that what your fangs are for?\Ever want to use them to suck blood?\Yeah, I do! I want to!\Oh...\Recently... Oh, you know that snow woman in the class next door?\Yeah, the one from the other day.\Since she's a snow woman, her body feels so cold!\Boom! response:	Whoa! T-Takanashi-san?
context: Ever want to use them to suck blood?\Yeah, I do! I want to!\Oh...\Recently... Oh, you know that snow woman in the class next door?\Yeah, the one from the other day.\Since she's a snow woman, her body feels so cold!\Boom!\Whoa! T-Takanashi-san? response:	I can't stand heat,
context: Yeah, I do! I want to!\Oh...\Recently... Oh, you know that snow woman in the class next door?\Yeah, the one from the other day.\Since she's a snow woman, her body feels so cold!\Boom!\Whoa! T-Takanashi-san?\I can't stand heat, response:	This again?
context: Oh...\Recently... Oh, you know that snow woman in the class next door?\Yeah, the one from the other day.\Since she's a snow woman, her body feels so cold!\Boom!\Whoa! T-Takanashi-san?\I can't stand heat,\This again? response:	Mm, you feel so cool!
context: Recently... Oh, you know that snow woman in the class next door?\Yeah, the one from the other day.\Since she's a snow woman, her body feels so cold!\Boom!\Whoa! T-Takanashi-san?\I can't stand heat,\This again?\Mm, you feel so cool! response:	so I cling to her a lot.
context: Yeah, the one from the other day.\Since she's a snow woman, her body feels so cold!\Boom!\Whoa! T-Takanashi-san?\I can't stand heat,\This again?\Mm, you feel so cool!\so I cling to her a lot. response:	Aw, what's the problem? We both hate heat.
context: Since she's a snow woman, her body feels so cold!\Boom!\Whoa! T-Takanashi-san?\I can't stand heat,\This again?\Mm, you feel so cool!\so I cling to her a lot.\Aw, what's the problem? We both hate heat. response:	And then, when I get a look at the nape of her neck...
context: Boom!\Whoa! T-Takanashi-san?\I can't stand heat,\This again?\Mm, you feel so cool!\so I cling to her a lot.\Aw, what's the problem? We both hate heat.\And then, when I get a look at the nape of her neck... response:	But this feels hot to me...
context: Whoa! T-Takanashi-san?\I can't stand heat,\This again?\Mm, you feel so cool!\so I cling to her a lot.\Aw, what's the problem? We both hate heat.\And then, when I get a look at the nape of her neck...\But this feels hot to me... response:	I think, Ah, her body is cold, but I bet her blood is warm,
context: I can't stand heat,\This again?\Mm, you feel so cool!\so I cling to her a lot.\Aw, what's the problem? We both hate heat.\And then, when I get a look at the nape of her neck...\But this feels hot to me...\I think, Ah, her body is cold, but I bet her blood is warm, response:	and I bet that contrast would feel great if I sucked her blood,
context: This again?\Mm, you feel so cool!\so I cling to her a lot.\Aw, what's the problem? We both hate heat.\And then, when I get a look at the nape of her neck...\But this feels hot to me...\I think, Ah, her body is cold, but I bet her blood is warm,\and I bet that contrast would feel great if I sucked her blood, response:	and I'd love to see how she struggles and the pain showing on her face.
context: Mm, you feel so cool!\so I cling to her a lot.\Aw, what's the problem? We both hate heat.\And then, when I get a look at the nape of her neck...\But this feels hot to me...\I think, Ah, her body is cold, but I bet her blood is warm,\and I bet that contrast would feel great if I sucked her blood,\and I'd love to see how she struggles and the pain showing on her face. response:	I do think about that.
context: so I cling to her a lot.\Aw, what's the problem? We both hate heat.\And then, when I get a look at the nape of her neck...\But this feels hot to me...\I think, Ah, her body is cold, but I bet her blood is warm,\and I bet that contrast would feel great if I sucked her blood,\and I'd love to see how she struggles and the pain showing on her face.\I do think about that. response:	I don't do it, though, since she'd hate me.
context: Aw, what's the problem? We both hate heat.\And then, when I get a look at the nape of her neck...\But this feels hot to me...\I think, Ah, her body is cold, but I bet her blood is warm,\and I bet that contrast would feel great if I sucked her blood,\and I'd love to see how she struggles and the pain showing on her face.\I do think about that.\I don't do it, though, since she'd hate me. response:	Huh... That seems a bit erotic.
context: And then, when I get a look at the nape of her neck...\But this feels hot to me...\I think, Ah, her body is cold, but I bet her blood is warm,\and I bet that contrast would feel great if I sucked her blood,\and I'd love to see how she struggles and the pain showing on her face.\I do think about that.\I don't do it, though, since she'd hate me.\Huh... That seems a bit erotic. response:	R-Really? It does?
context: But this feels hot to me...\I think, Ah, her body is cold, but I bet her blood is warm,\and I bet that contrast would feel great if I sucked her blood,\and I'd love to see how she struggles and the pain showing on her face.\I do think about that.\I don't do it, though, since she'd hate me.\Huh... That seems a bit erotic.\R-Really? It does? response:	Uh, yeah. Guess you weren't aware of it.
