context: As vile a special ability as ever. response:	As vile
context: I can hear the switch go off in someone's mind\when I bring up something that never must be brought up.\You're right.\Huh?\Wait, Akutagawa!\There's a detector ahead.\If we get caught, they'll know we're here.\Why did you decide to work here? response:	I snuck into this country.
context: when I bring up something that never must be brought up.\You're right.\Huh?\Wait, Akutagawa!\There's a detector ahead.\If we get caught, they'll know we're here.\Why did you decide to work here?\I snuck into this country. response:	Why else would I take up such a sketchy job?
context: You're right.\Huh?\Wait, Akutagawa!\There's a detector ahead.\If we get caught, they'll know we're here.\Why did you decide to work here?\I snuck into this country.\Why else would I take up such a sketchy job? response:	The guards are coming.
context: Huh?\Wait, Akutagawa!\There's a detector ahead.\If we get caught, they'll know we're here.\Why did you decide to work here?\I snuck into this country.\Why else would I take up such a sketchy job?\The guards are coming. response:	And the detector is still up ahead.
context: Wait, Akutagawa!\There's a detector ahead.\If we get caught, they'll know we're here.\Why did you decide to work here?\I snuck into this country.\Why else would I take up such a sketchy job?\The guards are coming.\And the detector is still up ahead. response:	What do we do?
context: There's a detector ahead.\If we get caught, they'll know we're here.\Why did you decide to work here?\I snuck into this country.\Why else would I take up such a sketchy job?\The guards are coming.\And the detector is still up ahead.\What do we do? response:	Rashoumon.
context: If we get caught, they'll know we're here.\Why did you decide to work here?\I snuck into this country.\Why else would I take up such a sketchy job?\The guards are coming.\And the detector is still up ahead.\What do we do?\Rashoumon. response:	Don't kill them, Akutagawa!
context: Why did you decide to work here?\I snuck into this country.\Why else would I take up such a sketchy job?\The guards are coming.\And the detector is still up ahead.\What do we do?\Rashoumon.\Don't kill them, Akutagawa! response:	That's up to them.
context: I snuck into this country.\Why else would I take up such a sketchy job?\The guards are coming.\And the detector is still up ahead.\What do we do?\Rashoumon.\Don't kill them, Akutagawa!\That's up to them. response:	Listen.
context: Why else would I take up such a sketchy job?\The guards are coming.\And the detector is still up ahead.\What do we do?\Rashoumon.\Don't kill them, Akutagawa!\That's up to them.\Listen. response:	Raise your voice without my permission, and I kill you.
context: The guards are coming.\And the detector is still up ahead.\What do we do?\Rashoumon.\Don't kill them, Akutagawa!\That's up to them.\Listen.\Raise your voice without my permission, and I kill you. response:	Got it?
context: And the detector is still up ahead.\What do we do?\Rashoumon.\Don't kill them, Akutagawa!\That's up to them.\Listen.\Raise your voice without my permission, and I kill you.\Got it? response:	Hey, Forty-nine, Forty-eight, your vital signs are slightly elevated.
context: What do we do?\Rashoumon.\Don't kill them, Akutagawa!\That's up to them.\Listen.\Raise your voice without my permission, and I kill you.\Got it?\Hey, Forty-nine, Forty-eight, your vital signs are slightly elevated. response:	Is something wrong?
context: Rashoumon.\Don't kill them, Akutagawa!\That's up to them.\Listen.\Raise your voice without my permission, and I kill you.\Got it?\Hey, Forty-nine, Forty-eight, your vital signs are slightly elevated.\Is something wrong? response:	Speak.
context: Don't kill them, Akutagawa!\That's up to them.\Listen.\Raise your voice without my permission, and I kill you.\Got it?\Hey, Forty-nine, Forty-eight, your vital signs are slightly elevated.\Is something wrong?\Speak. response:	But bear in mind that your lives are terribly cheap.
context: That's up to them.\Listen.\Raise your voice without my permission, and I kill you.\Got it?\Hey, Forty-nine, Forty-eight, your vital signs are slightly elevated.\Is something wrong?\Speak.\But bear in mind that your lives are terribly cheap. response:	F-Forty-eight here.
context: Listen.\Raise your voice without my permission, and I kill you.\Got it?\Hey, Forty-nine, Forty-eight, your vital signs are slightly elevated.\Is something wrong?\Speak.\But bear in mind that your lives are terribly cheap.\F-Forty-eight here. response:	It's nothing.
context: Raise your voice without my permission, and I kill you.\Got it?\Hey, Forty-nine, Forty-eight, your vital signs are slightly elevated.\Is something wrong?\Speak.\But bear in mind that your lives are terribly cheap.\F-Forty-eight here.\It's nothing. response:	There was a huge snake.
context: Got it?\Hey, Forty-nine, Forty-eight, your vital signs are slightly elevated.\Is something wrong?\Speak.\But bear in mind that your lives are terribly cheap.\F-Forty-eight here.\It's nothing.\There was a huge snake. response:	It ran away.
context: Hey, Forty-nine, Forty-eight, your vital signs are slightly elevated.\Is something wrong?\Speak.\But bear in mind that your lives are terribly cheap.\F-Forty-eight here.\It's nothing.\There was a huge snake.\It ran away. response:	Are you sure it was the snake that ran away?
context: Is something wrong?\Speak.\But bear in mind that your lives are terribly cheap.\F-Forty-eight here.\It's nothing.\There was a huge snake.\It ran away.\Are you sure it was the snake that ran away? response:	It wasn't you?
context: Speak.\But bear in mind that your lives are terribly cheap.\F-Forty-eight here.\It's nothing.\There was a huge snake.\It ran away.\Are you sure it was the snake that ran away?\It wasn't you? response:	Work for your money.
context: But bear in mind that your lives are terribly cheap.\F-Forty-eight here.\It's nothing.\There was a huge snake.\It ran away.\Are you sure it was the snake that ran away?\It wasn't you?\Work for your money. response:	Next, mute your microphones.
context: F-Forty-eight here.\It's nothing.\There was a huge snake.\It ran away.\Are you sure it was the snake that ran away?\It wasn't you?\Work for your money.\Next, mute your microphones. response:	Don't resist... He's that black-caped beast.
context: It's nothing.\There was a huge snake.\It ran away.\Are you sure it was the snake that ran away?\It wasn't you?\Work for your money.\Next, mute your microphones.\Don't resist... He's that black-caped beast. response:	I thought that was a fairy tale.
context: There was a huge snake.\It ran away.\Are you sure it was the snake that ran away?\It wasn't you?\Work for your money.\Next, mute your microphones.\Don't resist... He's that black-caped beast.\I thought that was a fairy tale. response:	Where is your employer?
context: It ran away.\Are you sure it was the snake that ran away?\It wasn't you?\Work for your money.\Next, mute your microphones.\Don't resist... He's that black-caped beast.\I thought that was a fairy tale.\Where is your employer? response:	We don't know... We're just here for the money.
context: Are you sure it was the snake that ran away?\It wasn't you?\Work for your money.\Next, mute your microphones.\Don't resist... He's that black-caped beast.\I thought that was a fairy tale.\Where is your employer?\We don't know... We're just here for the money. response:	Shall I begin with your ears?
context: It wasn't you?\Work for your money.\Next, mute your microphones.\Don't resist... He's that black-caped beast.\I thought that was a fairy tale.\Where is your employer?\We don't know... We're just here for the money.\Shall I begin with your ears? response:	I-I swear!
context: Work for your money.\Next, mute your microphones.\Don't resist... He's that black-caped beast.\I thought that was a fairy tale.\Where is your employer?\We don't know... We're just here for the money.\Shall I begin with your ears?\I-I swear! response:	I don't even know what this facility is, let alone what the boss looks like.
context: Next, mute your microphones.\Don't resist... He's that black-caped beast.\I thought that was a fairy tale.\Where is your employer?\We don't know... We're just here for the money.\Shall I begin with your ears?\I-I swear!\I don't even know what this facility is, let alone what the boss looks like. response:	I think he's telling the truth.
context: Don't resist... He's that black-caped beast.\I thought that was a fairy tale.\Where is your employer?\We don't know... We're just here for the money.\Shall I begin with your ears?\I-I swear!\I don't even know what this facility is, let alone what the boss looks like.\I think he's telling the truth. response:	Fyodor would never entrust his underlings with important information.
context: I thought that was a fairy tale.\Where is your employer?\We don't know... We're just here for the money.\Shall I begin with your ears?\I-I swear!\I don't even know what this facility is, let alone what the boss looks like.\I think he's telling the truth.\Fyodor would never entrust his underlings with important information. response:	So they're grunts that aren't even worthy pawns.
context: Where is your employer?\We don't know... We're just here for the money.\Shall I begin with your ears?\I-I swear!\I don't even know what this facility is, let alone what the boss looks like.\I think he's telling the truth.\Fyodor would never entrust his underlings with important information.\So they're grunts that aren't even worthy pawns. response:	What are you going to do with these guards?
context: We don't know... We're just here for the money.\Shall I begin with your ears?\I-I swear!\I don't even know what this facility is, let alone what the boss looks like.\I think he's telling the truth.\Fyodor would never entrust his underlings with important information.\So they're grunts that aren't even worthy pawns.\What are you going to do with these guards? response:	We can't kill them or leave them.
context: Shall I begin with your ears?\I-I swear!\I don't even know what this facility is, let alone what the boss looks like.\I think he's telling the truth.\Fyodor would never entrust his underlings with important information.\So they're grunts that aren't even worthy pawns.\What are you going to do with these guards?\We can't kill them or leave them. response:	Do you two have any ideas?
context: I-I swear!\I don't even know what this facility is, let alone what the boss looks like.\I think he's telling the truth.\Fyodor would never entrust his underlings with important information.\So they're grunts that aren't even worthy pawns.\What are you going to do with these guards?\We can't kill them or leave them.\Do you two have any ideas? response:	If not, I'll cut off your toes to keep you from running away.
context: I don't even know what this facility is, let alone what the boss looks like.\I think he's telling the truth.\Fyodor would never entrust his underlings with important information.\So they're grunts that aren't even worthy pawns.\What are you going to do with these guards?\We can't kill them or leave them.\Do you two have any ideas?\If not, I'll cut off your toes to keep you from running away. response:	Wait, wait!
context: I think he's telling the truth.\Fyodor would never entrust his underlings with important information.\So they're grunts that aren't even worthy pawns.\What are you going to do with these guards?\We can't kill them or leave them.\Do you two have any ideas?\If not, I'll cut off your toes to keep you from running away.\Wait, wait! response:	I don't know where the boss is, but I saw a blast door over there.
context: Fyodor would never entrust his underlings with important information.\So they're grunts that aren't even worthy pawns.\What are you going to do with these guards?\We can't kill them or leave them.\Do you two have any ideas?\If not, I'll cut off your toes to keep you from running away.\Wait, wait!\I don't know where the boss is, but I saw a blast door over there. response:	It's a cutting-edge one with voiceprint and fingerprint recognition.
context: So they're grunts that aren't even worthy pawns.\What are you going to do with these guards?\We can't kill them or leave them.\Do you two have any ideas?\If not, I'll cut off your toes to keep you from running away.\Wait, wait!\I don't know where the boss is, but I saw a blast door over there.\It's a cutting-edge one with voiceprint and fingerprint recognition. response:	The enemy base?
context: What are you going to do with these guards?\We can't kill them or leave them.\Do you two have any ideas?\If not, I'll cut off your toes to keep you from running away.\Wait, wait!\I don't know where the boss is, but I saw a blast door over there.\It's a cutting-edge one with voiceprint and fingerprint recognition.\The enemy base? response:	Katai-san might be able to infiltrate their systems.
context: We can't kill them or leave them.\Do you two have any ideas?\If not, I'll cut off your toes to keep you from running away.\Wait, wait!\I don't know where the boss is, but I saw a blast door over there.\It's a cutting-edge one with voiceprint and fingerprint recognition.\The enemy base?\Katai-san might be able to infiltrate their systems. response:	Switch allegiances.
context: Do you two have any ideas?\If not, I'll cut off your toes to keep you from running away.\Wait, wait!\I don't know where the boss is, but I saw a blast door over there.\It's a cutting-edge one with voiceprint and fingerprint recognition.\The enemy base?\Katai-san might be able to infiltrate their systems.\Switch allegiances. response:	The Port Mafia will pay you tenfold.
context: If not, I'll cut off your toes to keep you from running away.\Wait, wait!\I don't know where the boss is, but I saw a blast door over there.\It's a cutting-edge one with voiceprint and fingerprint recognition.\The enemy base?\Katai-san might be able to infiltrate their systems.\Switch allegiances.\The Port Mafia will pay you tenfold. response:	Sounds like things are finally turning around for us.
context: Wait, wait!\I don't know where the boss is, but I saw a blast door over there.\It's a cutting-edge one with voiceprint and fingerprint recognition.\The enemy base?\Katai-san might be able to infiltrate their systems.\Switch allegiances.\The Port Mafia will pay you tenfold.\Sounds like things are finally turning around for us. response:	Thank you.
context: I don't know where the boss is, but I saw a blast door over there.\It's a cutting-edge one with voiceprint and fingerprint recognition.\The enemy base?\Katai-san might be able to infiltrate their systems.\Switch allegiances.\The Port Mafia will pay you tenfold.\Sounds like things are finally turning around for us.\Thank you. response:	Now, Port Mafia,
context: It's a cutting-edge one with voiceprint and fingerprint recognition.\The enemy base?\Katai-san might be able to infiltrate their systems.\Switch allegiances.\The Port Mafia will pay you tenfold.\Sounds like things are finally turning around for us.\Thank you.\Now, Port Mafia, response:	has the cannibalism ended as planned?
context: The enemy base?\Katai-san might be able to infiltrate their systems.\Switch allegiances.\The Port Mafia will pay you tenfold.\Sounds like things are finally turning around for us.\Thank you.\Now, Port Mafia,\has the cannibalism ended as planned? response:	It seems the boss and Fukuzawa of the Detective Agency fought in a duel.
context: Katai-san might be able to infiltrate their systems.\Switch allegiances.\The Port Mafia will pay you tenfold.\Sounds like things are finally turning around for us.\Thank you.\Now, Port Mafia,\has the cannibalism ended as planned?\It seems the boss and Fukuzawa of the Detective Agency fought in a duel. response:	The hotel they fought at was blown up for some reason.
context: Switch allegiances.\The Port Mafia will pay you tenfold.\Sounds like things are finally turning around for us.\Thank you.\Now, Port Mafia,\has the cannibalism ended as planned?\It seems the boss and Fukuzawa of the Detective Agency fought in a duel.\The hotel they fought at was blown up for some reason. response:	It's not clear whether they're alive or dead.
context: The Port Mafia will pay you tenfold.\Sounds like things are finally turning around for us.\Thank you.\Now, Port Mafia,\has the cannibalism ended as planned?\It seems the boss and Fukuzawa of the Detective Agency fought in a duel.\The hotel they fought at was blown up for some reason.\It's not clear whether they're alive or dead. response:	I see.
context: Sounds like things are finally turning around for us.\Thank you.\Now, Port Mafia,\has the cannibalism ended as planned?\It seems the boss and Fukuzawa of the Detective Agency fought in a duel.\The hotel they fought at was blown up for some reason.\It's not clear whether they're alive or dead.\I see. response:	I gave you the information I promised.
context: Thank you.\Now, Port Mafia,\has the cannibalism ended as planned?\It seems the boss and Fukuzawa of the Detective Agency fought in a duel.\The hotel they fought at was blown up for some reason.\It's not clear whether they're alive or dead.\I see.\I gave you the information I promised. response:	Please deactivate the bomb, already.
context: Now, Port Mafia,\has the cannibalism ended as planned?\It seems the boss and Fukuzawa of the Detective Agency fought in a duel.\The hotel they fought at was blown up for some reason.\It's not clear whether they're alive or dead.\I see.\I gave you the information I promised.\Please deactivate the bomb, already. response:	My apologies.
context: has the cannibalism ended as planned?\It seems the boss and Fukuzawa of the Detective Agency fought in a duel.\The hotel they fought at was blown up for some reason.\It's not clear whether they're alive or dead.\I see.\I gave you the information I promised.\Please deactivate the bomb, already.\My apologies. response:	You can disable the necktie bomb by removing the blue wire.
context: It seems the boss and Fukuzawa of the Detective Agency fought in a duel.\The hotel they fought at was blown up for some reason.\It's not clear whether they're alive or dead.\I see.\I gave you the information I promised.\Please deactivate the bomb, already.\My apologies.\You can disable the necktie bomb by removing the blue wire. response:	Authorized Personnel Only
context: The hotel they fought at was blown up for some reason.\It's not clear whether they're alive or dead.\I see.\I gave you the information I promised.\Please deactivate the bomb, already.\My apologies.\You can disable the necktie bomb by removing the blue wire.\Authorized Personnel Only response:	Now, then...
context: It's not clear whether they're alive or dead.\I see.\I gave you the information I promised.\Please deactivate the bomb, already.\My apologies.\You can disable the necktie bomb by removing the blue wire.\Authorized Personnel Only\Now, then... response:	Do you think you can open it, Katai-san?
context: I see.\I gave you the information I promised.\Please deactivate the bomb, already.\My apologies.\You can disable the necktie bomb by removing the blue wire.\Authorized Personnel Only\Now, then...\Do you think you can open it, Katai-san? response:	This is an isolated network.
context: I gave you the information I promised.\Please deactivate the bomb, already.\My apologies.\You can disable the necktie bomb by removing the blue wire.\Authorized Personnel Only\Now, then...\Do you think you can open it, Katai-san?\This is an isolated network. response:	Tayama Katai Video call
context: Please deactivate the bomb, already.\My apologies.\You can disable the necktie bomb by removing the blue wire.\Authorized Personnel Only\Now, then...\Do you think you can open it, Katai-san?\This is an isolated network.\Tayama Katai Video call response:	It could be hard to pull off with my connection speed.
context: My apologies.\You can disable the necktie bomb by removing the blue wire.\Authorized Personnel Only\Now, then...\Do you think you can open it, Katai-san?\This is an isolated network.\Tayama Katai Video call\It could be hard to pull off with my connection speed. response:	Then prioritize finding the enemy over opening this door.
context: You can disable the necktie bomb by removing the blue wire.\Authorized Personnel Only\Now, then...\Do you think you can open it, Katai-san?\This is an isolated network.\Tayama Katai Video call\It could be hard to pull off with my connection speed.\Then prioritize finding the enemy over opening this door. response:	If we don't take down the virus controlling the gifted, the boss will die in moments.
context: Authorized Personnel Only\Now, then...\Do you think you can open it, Katai-san?\This is an isolated network.\Tayama Katai Video call\It could be hard to pull off with my connection speed.\Then prioritize finding the enemy over opening this door.\If we don't take down the virus controlling the gifted, the boss will die in moments. response:	Gotcha. Just a sec, bro.
context: Now, then...\Do you think you can open it, Katai-san?\This is an isolated network.\Tayama Katai Video call\It could be hard to pull off with my connection speed.\Then prioritize finding the enemy over opening this door.\If we don't take down the virus controlling the gifted, the boss will die in moments.\Gotcha. Just a sec, bro. response:	Who are you calling bro? I'll kill you.
context: Do you think you can open it, Katai-san?\This is an isolated network.\Tayama Katai Video call\It could be hard to pull off with my connection speed.\Then prioritize finding the enemy over opening this door.\If we don't take down the virus controlling the gifted, the boss will die in moments.\Gotcha. Just a sec, bro.\Who are you calling bro? I'll kill you. response:	Say, Akutagawa...
context: This is an isolated network.\Tayama Katai Video call\It could be hard to pull off with my connection speed.\Then prioritize finding the enemy over opening this door.\If we don't take down the virus controlling the gifted, the boss will die in moments.\Gotcha. Just a sec, bro.\Who are you calling bro? I'll kill you.\Say, Akutagawa... response:	Why do you think Dazai-san made us work together?
context: Tayama Katai Video call\It could be hard to pull off with my connection speed.\Then prioritize finding the enemy over opening this door.\If we don't take down the virus controlling the gifted, the boss will die in moments.\Gotcha. Just a sec, bro.\Who are you calling bro? I'll kill you.\Say, Akutagawa...\Why do you think Dazai-san made us work together? response:	The thoughts of a fool.
context: It could be hard to pull off with my connection speed.\Then prioritize finding the enemy over opening this door.\If we don't take down the virus controlling the gifted, the boss will die in moments.\Gotcha. Just a sec, bro.\Who are you calling bro? I'll kill you.\Say, Akutagawa...\Why do you think Dazai-san made us work together?\The thoughts of a fool. response:	Anyone who questions Dazai falls into a cognitive prison.
context: Then prioritize finding the enemy over opening this door.\If we don't take down the virus controlling the gifted, the boss will die in moments.\Gotcha. Just a sec, bro.\Who are you calling bro? I'll kill you.\Say, Akutagawa...\Why do you think Dazai-san made us work together?\The thoughts of a fool.\Anyone who questions Dazai falls into a cognitive prison. response:	I have a question, as well.
context: If we don't take down the virus controlling the gifted, the boss will die in moments.\Gotcha. Just a sec, bro.\Who are you calling bro? I'll kill you.\Say, Akutagawa...\Why do you think Dazai-san made us work together?\The thoughts of a fool.\Anyone who questions Dazai falls into a cognitive prison.\I have a question, as well. response:	Why did you participate in this operation?
context: Gotcha. Just a sec, bro.\Who are you calling bro? I'll kill you.\Say, Akutagawa...\Why do you think Dazai-san made us work together?\The thoughts of a fool.\Anyone who questions Dazai falls into a cognitive prison.\I have a question, as well.\Why did you participate in this operation? response:	Why does a coward like you put your life at risk for another person?
context: Who are you calling bro? I'll kill you.\Say, Akutagawa...\Why do you think Dazai-san made us work together?\The thoughts of a fool.\Anyone who questions Dazai falls into a cognitive prison.\I have a question, as well.\Why did you participate in this operation?\Why does a coward like you put your life at risk for another person? response:	Because I feel the need to help.
context: Say, Akutagawa...\Why do you think Dazai-san made us work together?\The thoughts of a fool.\Anyone who questions Dazai falls into a cognitive prison.\I have a question, as well.\Why did you participate in this operation?\Why does a coward like you put your life at risk for another person?\Because I feel the need to help. response:	For what reason?
context: Why do you think Dazai-san made us work together?\The thoughts of a fool.\Anyone who questions Dazai falls into a cognitive prison.\I have a question, as well.\Why did you participate in this operation?\Why does a coward like you put your life at risk for another person?\Because I feel the need to help.\For what reason? response:	Because it's the right thing to do.
context: The thoughts of a fool.\Anyone who questions Dazai falls into a cognitive prison.\I have a question, as well.\Why did you participate in this operation?\Why does a coward like you put your life at risk for another person?\Because I feel the need to help.\For what reason?\Because it's the right thing to do. response:	For what reason?
context: Anyone who questions Dazai falls into a cognitive prison.\I have a question, as well.\Why did you participate in this operation?\Why does a coward like you put your life at risk for another person?\Because I feel the need to help.\For what reason?\Because it's the right thing to do.\For what reason? response:	Those who can save no one do not deserve to live.
context: I have a question, as well.\Why did you participate in this operation?\Why does a coward like you put your life at risk for another person?\Because I feel the need to help.\For what reason?\Because it's the right thing to do.\For what reason?\Those who can save no one do not deserve to live. response:	I got it!
context: Why did you participate in this operation?\Why does a coward like you put your life at risk for another person?\Because I feel the need to help.\For what reason?\Because it's the right thing to do.\For what reason?\Those who can save no one do not deserve to live.\I got it! response:	I know where the virus controller Pushkin is!
context: Why does a coward like you put your life at risk for another person?\Because I feel the need to help.\For what reason?\Because it's the right thing to do.\For what reason?\Those who can save no one do not deserve to live.\I got it!\I know where the virus controller Pushkin is! response:	Really?
context: Because I feel the need to help.\For what reason?\Because it's the right thing to do.\For what reason?\Those who can save no one do not deserve to live.\I got it!\I know where the virus controller Pushkin is!\Really? response:	He's very close.
context: For what reason?\Because it's the right thing to do.\For what reason?\Those who can save no one do not deserve to live.\I got it!\I know where the virus controller Pushkin is!\Really?\He's very close. response:	He's behind you, two meters away.
context: Because it's the right thing to do.\For what reason?\Those who can save no one do not deserve to live.\I got it!\I know where the virus controller Pushkin is!\Really?\He's very close.\He's behind you, two meters away. response:	Pushkin A.
context: For what reason?\Those who can save no one do not deserve to live.\I got it!\I know where the virus controller Pushkin is!\Really?\He's very close.\He's behind you, two meters away.\Pushkin A. response:	I missed.
context: Those who can save no one do not deserve to live.\I got it!\I know where the virus controller Pushkin is!\Really?\He's very close.\He's behind you, two meters away.\Pushkin A.\I missed. response:	Special ability: A Feast in Time of Plague
context: I got it!\I know where the virus controller Pushkin is!\Really?\He's very close.\He's behind you, two meters away.\Pushkin A.\I missed.\Special ability: A Feast in Time of Plague response:	But that's all right, too.
context: I know where the virus controller Pushkin is!\Really?\He's very close.\He's behind you, two meters away.\Pushkin A.\I missed.\Special ability: A Feast in Time of Plague\But that's all right, too. response:	He's the gifted controlling the virus!
context: Really?\He's very close.\He's behind you, two meters away.\Pushkin A.\I missed.\Special ability: A Feast in Time of Plague\But that's all right, too.\He's the gifted controlling the virus! response:	Our primary target!
context: He's very close.\He's behind you, two meters away.\Pushkin A.\I missed.\Special ability: A Feast in Time of Plague\But that's all right, too.\He's the gifted controlling the virus!\Our primary target! response:	Stop!
context: He's behind you, two meters away.\Pushkin A.\I missed.\Special ability: A Feast in Time of Plague\But that's all right, too.\He's the gifted controlling the virus!\Our primary target!\Stop! response:	Let's go.
context: Pushkin A.\I missed.\Special ability: A Feast in Time of Plague\But that's all right, too.\He's the gifted controlling the virus!\Our primary target!\Stop!\Let's go. response:	Akutagawa!
context: I missed.\Special ability: A Feast in Time of Plague\But that's all right, too.\He's the gifted controlling the virus!\Our primary target!\Stop!\Let's go.\Akutagawa! response:	Don't underestimate small wounds.
context: Special ability: A Feast in Time of Plague\But that's all right, too.\He's the gifted controlling the virus!\Our primary target!\Stop!\Let's go.\Akutagawa!\Don't underestimate small wounds. response:	Seeing powerful gifteds suffer is great entertainment for weak men like me.
context: But that's all right, too.\He's the gifted controlling the virus!\Our primary target!\Stop!\Let's go.\Akutagawa!\Don't underestimate small wounds.\Seeing powerful gifteds suffer is great entertainment for weak men like me. response:	What's wrong?
context: He's the gifted controlling the virus!\Our primary target!\Stop!\Let's go.\Akutagawa!\Don't underestimate small wounds.\Seeing powerful gifteds suffer is great entertainment for weak men like me.\What's wrong? response:	It's...
context: Our primary target!\Stop!\Let's go.\Akutagawa!\Don't underestimate small wounds.\Seeing powerful gifteds suffer is great entertainment for weak men like me.\What's wrong?\It's... response:	the virus ability.
context: Stop!\Let's go.\Akutagawa!\Don't underestimate small wounds.\Seeing powerful gifteds suffer is great entertainment for weak men like me.\What's wrong?\It's...\the virus ability. response:	Next Episode 37
