context: Once upon a time, there was a young man with a beautiful face. response:	The people loved the handsome young man, but he never showed interest in loving anyone.
context: No, never mind.\What does it mean zura?\I wouldn't know.\Don't keep it from me zura!\Hey, stop it!\Can you please be a little quieter?!\Oh, sorry.\Oh, even as I speak, I go on committing more and more sins. response:	My beauty is such that it's enough to make even Mytho swoon, and it makes the maidens afraid to even approach me.
context: What does it mean zura?\I wouldn't know.\Don't keep it from me zura!\Hey, stop it!\Can you please be a little quieter?!\Oh, sorry.\Oh, even as I speak, I go on committing more and more sins.\My beauty is such that it's enough to make even Mytho swoon, and it makes the maidens afraid to even approach me. response:	Deep down, they must want to sear my image into their eyes!
context: I wouldn't know.\Don't keep it from me zura!\Hey, stop it!\Can you please be a little quieter?!\Oh, sorry.\Oh, even as I speak, I go on committing more and more sins.\My beauty is such that it's enough to make even Mytho swoon, and it makes the maidens afraid to even approach me.\Deep down, they must want to sear my image into their eyes! response:	Yes, they do!
context: Don't keep it from me zura!\Hey, stop it!\Can you please be a little quieter?!\Oh, sorry.\Oh, even as I speak, I go on committing more and more sins.\My beauty is such that it's enough to make even Mytho swoon, and it makes the maidens afraid to even approach me.\Deep down, they must want to sear my image into their eyes!\Yes, they do! response:	Yet I cannot even save those maidens from their suffering.
context: Hey, stop it!\Can you please be a little quieter?!\Oh, sorry.\Oh, even as I speak, I go on committing more and more sins.\My beauty is such that it's enough to make even Mytho swoon, and it makes the maidens afraid to even approach me.\Deep down, they must want to sear my image into their eyes!\Yes, they do!\Yet I cannot even save those maidens from their suffering. response:	Heavens, I beseech thee!
context: Can you please be a little quieter?!\Oh, sorry.\Oh, even as I speak, I go on committing more and more sins.\My beauty is such that it's enough to make even Mytho swoon, and it makes the maidens afraid to even approach me.\Deep down, they must want to sear my image into their eyes!\Yes, they do!\Yet I cannot even save those maidens from their suffering.\Heavens, I beseech thee! response:	Please punish this sinner!
context: Oh, sorry.\Oh, even as I speak, I go on committing more and more sins.\My beauty is such that it's enough to make even Mytho swoon, and it makes the maidens afraid to even approach me.\Deep down, they must want to sear my image into their eyes!\Yes, they do!\Yet I cannot even save those maidens from their suffering.\Heavens, I beseech thee!\Please punish this sinner! response:	Here!
context: Oh, even as I speak, I go on committing more and more sins.\My beauty is such that it's enough to make even Mytho swoon, and it makes the maidens afraid to even approach me.\Deep down, they must want to sear my image into their eyes!\Yes, they do!\Yet I cannot even save those maidens from their suffering.\Heavens, I beseech thee!\Please punish this sinner!\Here! response:	Ole!
context: My beauty is such that it's enough to make even Mytho swoon, and it makes the maidens afraid to even approach me.\Deep down, they must want to sear my image into their eyes!\Yes, they do!\Yet I cannot even save those maidens from their suffering.\Heavens, I beseech thee!\Please punish this sinner!\Here!\Ole! response:	Mon amour...
context: Deep down, they must want to sear my image into their eyes!\Yes, they do!\Yet I cannot even save those maidens from their suffering.\Heavens, I beseech thee!\Please punish this sinner!\Here!\Ole!\Mon amour... response:	Can I have a moment?
context: Yes, they do!\Yet I cannot even save those maidens from their suffering.\Heavens, I beseech thee!\Please punish this sinner!\Here!\Ole!\Mon amour...\Can I have a moment? response:	What?
context: Yet I cannot even save those maidens from their suffering.\Heavens, I beseech thee!\Please punish this sinner!\Here!\Ole!\Mon amour...\Can I have a moment?\What? response:	But of course! My heart is always open for you ladies...
context: Heavens, I beseech thee!\Please punish this sinner!\Here!\Ole!\Mon amour...\Can I have a moment?\What?\But of course! My heart is always open for you ladies... response:	Come.
context: Please punish this sinner!\Here!\Ole!\Mon amour...\Can I have a moment?\What?\But of course! My heart is always open for you ladies...\Come. response:	Where to?
context: Here!\Ole!\Mon amour...\Can I have a moment?\What?\But of course! My heart is always open for you ladies...\Come.\Where to? response:	To a place where we can prove our love.
context: Ole!\Mon amour...\Can I have a moment?\What?\But of course! My heart is always open for you ladies...\Come.\Where to?\To a place where we can prove our love. response:	Doesn't the atmosphere down there seem kind of dangerous?
context: Mon amour...\Can I have a moment?\What?\But of course! My heart is always open for you ladies...\Come.\Where to?\To a place where we can prove our love.\Doesn't the atmosphere down there seem kind of dangerous? response:	Could this be a battle?!
context: Can I have a moment?\What?\But of course! My heart is always open for you ladies...\Come.\Where to?\To a place where we can prove our love.\Doesn't the atmosphere down there seem kind of dangerous?\Could this be a battle?! response:	Rue-chan!
context: What?\But of course! My heart is always open for you ladies...\Come.\Where to?\To a place where we can prove our love.\Doesn't the atmosphere down there seem kind of dangerous?\Could this be a battle?!\Rue-chan! response:	I'm sick of waiting too.
context: But of course! My heart is always open for you ladies...\Come.\Where to?\To a place where we can prove our love.\Doesn't the atmosphere down there seem kind of dangerous?\Could this be a battle?!\Rue-chan!\I'm sick of waiting too. response:	Rue-chan, what are you...
context: Come.\Where to?\To a place where we can prove our love.\Doesn't the atmosphere down there seem kind of dangerous?\Could this be a battle?!\Rue-chan!\I'm sick of waiting too.\Rue-chan, what are you... response:	I smell blood about to be spilled! Blood!
context: Where to?\To a place where we can prove our love.\Doesn't the atmosphere down there seem kind of dangerous?\Could this be a battle?!\Rue-chan!\I'm sick of waiting too.\Rue-chan, what are you...\I smell blood about to be spilled! Blood! response:	Ahiru?
context: To a place where we can prove our love.\Doesn't the atmosphere down there seem kind of dangerous?\Could this be a battle?!\Rue-chan!\I'm sick of waiting too.\Rue-chan, what are you...\I smell blood about to be spilled! Blood!\Ahiru? response:	Hey, she went after them.
context: Doesn't the atmosphere down there seem kind of dangerous?\Could this be a battle?!\Rue-chan!\I'm sick of waiting too.\Rue-chan, what are you...\I smell blood about to be spilled! Blood!\Ahiru?\Hey, she went after them. response:	What? No way! Ahiru must really love to battle.
context: Could this be a battle?!\Rue-chan!\I'm sick of waiting too.\Rue-chan, what are you...\I smell blood about to be spilled! Blood!\Ahiru?\Hey, she went after them.\What? No way! Ahiru must really love to battle. response:	Huh? I'm sure they went this way...
context: Rue-chan!\I'm sick of waiting too.\Rue-chan, what are you...\I smell blood about to be spilled! Blood!\Ahiru?\Hey, she went after them.\What? No way! Ahiru must really love to battle.\Huh? I'm sure they went this way... response:	Say...
context: I'm sick of waiting too.\Rue-chan, what are you...\I smell blood about to be spilled! Blood!\Ahiru?\Hey, she went after them.\What? No way! Ahiru must really love to battle.\Huh? I'm sure they went this way...\Say... response:	What is it you want to do, in a place like this?
context: Rue-chan, what are you...\I smell blood about to be spilled! Blood!\Ahiru?\Hey, she went after them.\What? No way! Ahiru must really love to battle.\Huh? I'm sure they went this way...\Say...\What is it you want to do, in a place like this? response:	Hey, you.
context: I smell blood about to be spilled! Blood!\Ahiru?\Hey, she went after them.\What? No way! Ahiru must really love to battle.\Huh? I'm sure they went this way...\Say...\What is it you want to do, in a place like this?\Hey, you. response:	Are you scared?
context: Ahiru?\Hey, she went after them.\What? No way! Ahiru must really love to battle.\Huh? I'm sure they went this way...\Say...\What is it you want to do, in a place like this?\Hey, you.\Are you scared? response:	Scared?
context: Hey, she went after them.\What? No way! Ahiru must really love to battle.\Huh? I'm sure they went this way...\Say...\What is it you want to do, in a place like this?\Hey, you.\Are you scared?\Scared? response:	Me?
context: What? No way! Ahiru must really love to battle.\Huh? I'm sure they went this way...\Say...\What is it you want to do, in a place like this?\Hey, you.\Are you scared?\Scared?\Me? response:	No word is more unsuited to me than fear.
context: Huh? I'm sure they went this way...\Say...\What is it you want to do, in a place like this?\Hey, you.\Are you scared?\Scared?\Me?\No word is more unsuited to me than fear. response:	Well, if there were just one thing I feared...
context: Say...\What is it you want to do, in a place like this?\Hey, you.\Are you scared?\Scared?\Me?\No word is more unsuited to me than fear.\Well, if there were just one thing I feared... response:	I suppose it would be my own beauty.
context: What is it you want to do, in a place like this?\Hey, you.\Are you scared?\Scared?\Me?\No word is more unsuited to me than fear.\Well, if there were just one thing I feared...\I suppose it would be my own beauty. response:	If you lose your heart, you'll lose that fear as well.
context: Hey, you.\Are you scared?\Scared?\Me?\No word is more unsuited to me than fear.\Well, if there were just one thing I feared...\I suppose it would be my own beauty.\If you lose your heart, you'll lose that fear as well. response:	I hope my Father will be happy with you.
context: Are you scared?\Scared?\Me?\No word is more unsuited to me than fear.\Well, if there were just one thing I feared...\I suppose it would be my own beauty.\If you lose your heart, you'll lose that fear as well.\I hope my Father will be happy with you. response:	What?
context: Scared?\Me?\No word is more unsuited to me than fear.\Well, if there were just one thing I feared...\I suppose it would be my own beauty.\If you lose your heart, you'll lose that fear as well.\I hope my Father will be happy with you.\What? response:	You mean you'll do me the favor of introducing me to your father?
context: Me?\No word is more unsuited to me than fear.\Well, if there were just one thing I feared...\I suppose it would be my own beauty.\If you lose your heart, you'll lose that fear as well.\I hope my Father will be happy with you.\What?\You mean you'll do me the favor of introducing me to your father? response:	Yes.
context: No word is more unsuited to me than fear.\Well, if there were just one thing I feared...\I suppose it would be my own beauty.\If you lose your heart, you'll lose that fear as well.\I hope my Father will be happy with you.\What?\You mean you'll do me the favor of introducing me to your father?\Yes. response:	But isn't this too sudden?
context: Well, if there were just one thing I feared...\I suppose it would be my own beauty.\If you lose your heart, you'll lose that fear as well.\I hope my Father will be happy with you.\What?\You mean you'll do me the favor of introducing me to your father?\Yes.\But isn't this too sudden? response:	After all, we know far too little about each other.
context: I suppose it would be my own beauty.\If you lose your heart, you'll lose that fear as well.\I hope my Father will be happy with you.\What?\You mean you'll do me the favor of introducing me to your father?\Yes.\But isn't this too sudden?\After all, we know far too little about each other. response:	It doesn't matter.
context: If you lose your heart, you'll lose that fear as well.\I hope my Father will be happy with you.\What?\You mean you'll do me the favor of introducing me to your father?\Yes.\But isn't this too sudden?\After all, we know far too little about each other.\It doesn't matter. response:	I need you.
context: I hope my Father will be happy with you.\What?\You mean you'll do me the favor of introducing me to your father?\Yes.\But isn't this too sudden?\After all, we know far too little about each other.\It doesn't matter.\I need you. response:	What a sinful man I am!
context: What?\You mean you'll do me the favor of introducing me to your father?\Yes.\But isn't this too sudden?\After all, we know far too little about each other.\It doesn't matter.\I need you.\What a sinful man I am! response:	To think I would bind your heart to me this tightly!
context: You mean you'll do me the favor of introducing me to your father?\Yes.\But isn't this too sudden?\After all, we know far too little about each other.\It doesn't matter.\I need you.\What a sinful man I am!\To think I would bind your heart to me this tightly! response:	How... How terrible a sin!
context: Yes.\But isn't this too sudden?\After all, we know far too little about each other.\It doesn't matter.\I need you.\What a sinful man I am!\To think I would bind your heart to me this tightly!\How... How terrible a sin! response:	I can no longer fully atone through those lukewarm punishments!
context: But isn't this too sudden?\After all, we know far too little about each other.\It doesn't matter.\I need you.\What a sinful man I am!\To think I would bind your heart to me this tightly!\How... How terrible a sin!\I can no longer fully atone through those lukewarm punishments! response:	Montand, it's time for THAT!
context: After all, we know far too little about each other.\It doesn't matter.\I need you.\What a sinful man I am!\To think I would bind your heart to me this tightly!\How... How terrible a sin!\I can no longer fully atone through those lukewarm punishments!\Montand, it's time for THAT! response:	Yes, sir!
context: It doesn't matter.\I need you.\What a sinful man I am!\To think I would bind your heart to me this tightly!\How... How terrible a sin!\I can no longer fully atone through those lukewarm punishments!\Montand, it's time for THAT!\Yes, sir! response:	I don't need atonements.
context: I need you.\What a sinful man I am!\To think I would bind your heart to me this tightly!\How... How terrible a sin!\I can no longer fully atone through those lukewarm punishments!\Montand, it's time for THAT!\Yes, sir!\I don't need atonements. response:	What?
context: What a sinful man I am!\To think I would bind your heart to me this tightly!\How... How terrible a sin!\I can no longer fully atone through those lukewarm punishments!\Montand, it's time for THAT!\Yes, sir!\I don't need atonements.\What? response:	That's not what I want.
context: To think I would bind your heart to me this tightly!\How... How terrible a sin!\I can no longer fully atone through those lukewarm punishments!\Montand, it's time for THAT!\Yes, sir!\I don't need atonements.\What?\That's not what I want. response:	I understand. If you insist...
context: How... How terrible a sin!\I can no longer fully atone through those lukewarm punishments!\Montand, it's time for THAT!\Yes, sir!\I don't need atonements.\What?\That's not what I want.\I understand. If you insist... response:	Even if it's just for one night,
context: I can no longer fully atone through those lukewarm punishments!\Montand, it's time for THAT!\Yes, sir!\I don't need atonements.\What?\That's not what I want.\I understand. If you insist...\Even if it's just for one night, response:	I'll have you assuage my father's hunger!
context: Montand, it's time for THAT!\Yes, sir!\I don't need atonements.\What?\That's not what I want.\I understand. If you insist...\Even if it's just for one night,\I'll have you assuage my father's hunger! response:	Tonight, I will give my all to you.
context: Yes, sir!\I don't need atonements.\What?\That's not what I want.\I understand. If you insist...\Even if it's just for one night,\I'll have you assuage my father's hunger!\Tonight, I will give my all to you. response:	Rue-chan, where are you?
context: I don't need atonements.\What?\That's not what I want.\I understand. If you insist...\Even if it's just for one night,\I'll have you assuage my father's hunger!\Tonight, I will give my all to you.\Rue-chan, where are you? response:	That was Femio's...
context: What?\That's not what I want.\I understand. If you insist...\Even if it's just for one night,\I'll have you assuage my father's hunger!\Tonight, I will give my all to you.\Rue-chan, where are you?\That was Femio's... response:	There!
context: That's not what I want.\I understand. If you insist...\Even if it's just for one night,\I'll have you assuage my father's hunger!\Tonight, I will give my all to you.\Rue-chan, where are you?\That was Femio's...\There! response:	Love only me.
context: I understand. If you insist...\Even if it's just for one night,\I'll have you assuage my father's hunger!\Tonight, I will give my all to you.\Rue-chan, where are you?\That was Femio's...\There!\Love only me. response:	Regard all others with hatred.
context: Even if it's just for one night,\I'll have you assuage my father's hunger!\Tonight, I will give my all to you.\Rue-chan, where are you?\That was Femio's...\There!\Love only me.\Regard all others with hatred. response:	Yes, I will love only you...
context: I'll have you assuage my father's hunger!\Tonight, I will give my all to you.\Rue-chan, where are you?\That was Femio's...\There!\Love only me.\Regard all others with hatred.\Yes, I will love only you... response:	Only you...
context: Tonight, I will give my all to you.\Rue-chan, where are you?\That was Femio's...\There!\Love only me.\Regard all others with hatred.\Yes, I will love only you...\Only you... response:	I just can't do it!
context: Rue-chan, where are you?\That was Femio's...\There!\Love only me.\Regard all others with hatred.\Yes, I will love only you...\Only you...\I just can't do it! response:	Loving just one woman is something I can't...
context: That was Femio's...\There!\Love only me.\Regard all others with hatred.\Yes, I will love only you...\Only you...\I just can't do it!\Loving just one woman is something I can't... response:	Oh, who are you, mademoiselle?
context: There!\Love only me.\Regard all others with hatred.\Yes, I will love only you...\Only you...\I just can't do it!\Loving just one woman is something I can't...\Oh, who are you, mademoiselle? response:	It can't be...
context: Love only me.\Regard all others with hatred.\Yes, I will love only you...\Only you...\I just can't do it!\Loving just one woman is something I can't...\Oh, who are you, mademoiselle?\It can't be... response:	Please forgive me for my rudeness, mademoiselle.
context: Regard all others with hatred.\Yes, I will love only you...\Only you...\I just can't do it!\Loving just one woman is something I can't...\Oh, who are you, mademoiselle?\It can't be...\Please forgive me for my rudeness, mademoiselle. response:	I couldn't resist your charms.
context: Yes, I will love only you...\Only you...\I just can't do it!\Loving just one woman is something I can't...\Oh, who are you, mademoiselle?\It can't be...\Please forgive me for my rudeness, mademoiselle.\I couldn't resist your charms. response:	Wait!
context: Only you...\I just can't do it!\Loving just one woman is something I can't...\Oh, who are you, mademoiselle?\It can't be...\Please forgive me for my rudeness, mademoiselle.\I couldn't resist your charms.\Wait! response:	Let go of him, Kraehe.
context: I just can't do it!\Loving just one woman is something I can't...\Oh, who are you, mademoiselle?\It can't be...\Please forgive me for my rudeness, mademoiselle.\I couldn't resist your charms.\Wait!\Let go of him, Kraehe. response:	Who are you?
context: Loving just one woman is something I can't...\Oh, who are you, mademoiselle?\It can't be...\Please forgive me for my rudeness, mademoiselle.\I couldn't resist your charms.\Wait!\Let go of him, Kraehe.\Who are you? response:	Dance with me.
context: Oh, who are you, mademoiselle?\It can't be...\Please forgive me for my rudeness, mademoiselle.\I couldn't resist your charms.\Wait!\Let go of him, Kraehe.\Who are you?\Dance with me. response:	With you?
context: It can't be...\Please forgive me for my rudeness, mademoiselle.\I couldn't resist your charms.\Wait!\Let go of him, Kraehe.\Who are you?\Dance with me.\With you? response:	I can't!
context: Please forgive me for my rudeness, mademoiselle.\I couldn't resist your charms.\Wait!\Let go of him, Kraehe.\Who are you?\Dance with me.\With you?\I can't! response:	I couldn't choose just one of you, something so cruel would...
context: I couldn't resist your charms.\Wait!\Let go of him, Kraehe.\Who are you?\Dance with me.\With you?\I can't!\I couldn't choose just one of you, something so cruel would... response:	For me to take THIS much of the world's love all for myself...
context: Wait!\Let go of him, Kraehe.\Who are you?\Dance with me.\With you?\I can't!\I couldn't choose just one of you, something so cruel would...\For me to take THIS much of the world's love all for myself... response:	My sin is great... Too great...
context: Let go of him, Kraehe.\Who are you?\Dance with me.\With you?\I can't!\I couldn't choose just one of you, something so cruel would...\For me to take THIS much of the world's love all for myself...\My sin is great... Too great... response:	This is an eternal sin I can never atone for!
context: Who are you?\Dance with me.\With you?\I can't!\I couldn't choose just one of you, something so cruel would...\For me to take THIS much of the world's love all for myself...\My sin is great... Too great...\This is an eternal sin I can never atone for! response:	Jeez, nothing you're learning is good...
context: Dance with me.\With you?\I can't!\I couldn't choose just one of you, something so cruel would...\For me to take THIS much of the world's love all for myself...\My sin is great... Too great...\This is an eternal sin I can never atone for!\Jeez, nothing you're learning is good... response:	Heavens, I beseech thee!
context: With you?\I can't!\I couldn't choose just one of you, something so cruel would...\For me to take THIS much of the world's love all for myself...\My sin is great... Too great...\This is an eternal sin I can never atone for!\Jeez, nothing you're learning is good...\Heavens, I beseech thee! response:	Please punish this sinner!
context: I can't!\I couldn't choose just one of you, something so cruel would...\For me to take THIS much of the world's love all for myself...\My sin is great... Too great...\This is an eternal sin I can never atone for!\Jeez, nothing you're learning is good...\Heavens, I beseech thee!\Please punish this sinner! response:	Here!
context: I couldn't choose just one of you, something so cruel would...\For me to take THIS much of the world's love all for myself...\My sin is great... Too great...\This is an eternal sin I can never atone for!\Jeez, nothing you're learning is good...\Heavens, I beseech thee!\Please punish this sinner!\Here! response:	Mon... ame...
context: For me to take THIS much of the world's love all for myself...\My sin is great... Too great...\This is an eternal sin I can never atone for!\Jeez, nothing you're learning is good...\Heavens, I beseech thee!\Please punish this sinner!\Here!\Mon... ame... response:	Croak.
context: My sin is great... Too great...\This is an eternal sin I can never atone for!\Jeez, nothing you're learning is good...\Heavens, I beseech thee!\Please punish this sinner!\Here!\Mon... ame...\Croak. response:	Kraehe!
context: This is an eternal sin I can never atone for!\Jeez, nothing you're learning is good...\Heavens, I beseech thee!\Please punish this sinner!\Here!\Mon... ame...\Croak.\Kraehe! response:	Kraehe...
context: Jeez, nothing you're learning is good...\Heavens, I beseech thee!\Please punish this sinner!\Here!\Mon... ame...\Croak.\Kraehe!\Kraehe... response:	Come, let us go, Femio-sama.
context: Heavens, I beseech thee!\Please punish this sinner!\Here!\Mon... ame...\Croak.\Kraehe!\Kraehe...\Come, let us go, Femio-sama. response:	Bulls...
context: Please punish this sinner!\Here!\Mon... ame...\Croak.\Kraehe!\Kraehe...\Come, let us go, Femio-sama.\Bulls... response:	What's going on?
context: Here!\Mon... ame...\Croak.\Kraehe!\Kraehe...\Come, let us go, Femio-sama.\Bulls...\What's going on? response:	Why bulls?
context: Mon... ame...\Croak.\Kraehe!\Kraehe...\Come, let us go, Femio-sama.\Bulls...\What's going on?\Why bulls? response:	It's amazing zura! There are so many zura!
context: Croak.\Kraehe!\Kraehe...\Come, let us go, Femio-sama.\Bulls...\What's going on?\Why bulls?\It's amazing zura! There are so many zura! response:	Oh, it's Ahiru zura.
context: Kraehe!\Kraehe...\Come, let us go, Femio-sama.\Bulls...\What's going on?\Why bulls?\It's amazing zura! There are so many zura!\Oh, it's Ahiru zura. response:	Fakir!
context: Kraehe...\Come, let us go, Femio-sama.\Bulls...\What's going on?\Why bulls?\It's amazing zura! There are so many zura!\Oh, it's Ahiru zura.\Fakir! response:	Did something happen?
context: Come, let us go, Femio-sama.\Bulls...\What's going on?\Why bulls?\It's amazing zura! There are so many zura!\Oh, it's Ahiru zura.\Fakir!\Did something happen? response:	Well, no...
context: Bulls...\What's going on?\Why bulls?\It's amazing zura! There are so many zura!\Oh, it's Ahiru zura.\Fakir!\Did something happen?\Well, no... response:	It's kind of like something happened and kind of didn't.
context: What's going on?\Why bulls?\It's amazing zura! There are so many zura!\Oh, it's Ahiru zura.\Fakir!\Did something happen?\Well, no...\It's kind of like something happened and kind of didn't. response:	Even I don't really get it...
context: Why bulls?\It's amazing zura! There are so many zura!\Oh, it's Ahiru zura.\Fakir!\Did something happen?\Well, no...\It's kind of like something happened and kind of didn't.\Even I don't really get it... response:	What's with that?
context: It's amazing zura! There are so many zura!\Oh, it's Ahiru zura.\Fakir!\Did something happen?\Well, no...\It's kind of like something happened and kind of didn't.\Even I don't really get it...\What's with that? response:	Say, Fakir...
context: Oh, it's Ahiru zura.\Fakir!\Did something happen?\Well, no...\It's kind of like something happened and kind of didn't.\Even I don't really get it...\What's with that?\Say, Fakir... response:	What?
context: Fakir!\Did something happen?\Well, no...\It's kind of like something happened and kind of didn't.\Even I don't really get it...\What's with that?\Say, Fakir...\What? response:	What are you doing that for all of a sudden?!
context: Did something happen?\Well, no...\It's kind of like something happened and kind of didn't.\Even I don't really get it...\What's with that?\Say, Fakir...\What?\What are you doing that for all of a sudden?! response:	Mytho did this mime.
context: Well, no...\It's kind of like something happened and kind of didn't.\Even I don't really get it...\What's with that?\Say, Fakir...\What?\What are you doing that for all of a sudden?!\Mytho did this mime. response:	I don't know why he did it...
context: It's kind of like something happened and kind of didn't.\Even I don't really get it...\What's with that?\Say, Fakir...\What?\What are you doing that for all of a sudden?!\Mytho did this mime.\I don't know why he did it... response:	But that was the real Mytho, wasn't it?
context: Even I don't really get it...\What's with that?\Say, Fakir...\What?\What are you doing that for all of a sudden?!\Mytho did this mime.\I don't know why he did it...\But that was the real Mytho, wasn't it? response:	Are you lovey-dovey with Mytho zura?
context: What's with that?\Say, Fakir...\What?\What are you doing that for all of a sudden?!\Mytho did this mime.\I don't know why he did it...\But that was the real Mytho, wasn't it?\Are you lovey-dovey with Mytho zura? response:	Huh?!
context: Say, Fakir...\What?\What are you doing that for all of a sudden?!\Mytho did this mime.\I don't know why he did it...\But that was the real Mytho, wasn't it?\Are you lovey-dovey with Mytho zura?\Huh?! response:	Mind your own business, Uzura!
context: What?\What are you doing that for all of a sudden?!\Mytho did this mime.\I don't know why he did it...\But that was the real Mytho, wasn't it?\Are you lovey-dovey with Mytho zura?\Huh?!\Mind your own business, Uzura! response:	You knew, didn't you?
context: What are you doing that for all of a sudden?!\Mytho did this mime.\I don't know why he did it...\But that was the real Mytho, wasn't it?\Are you lovey-dovey with Mytho zura?\Huh?!\Mind your own business, Uzura!\You knew, didn't you? response:	Knew what?
context: Mytho did this mime.\I don't know why he did it...\But that was the real Mytho, wasn't it?\Are you lovey-dovey with Mytho zura?\Huh?!\Mind your own business, Uzura!\You knew, didn't you?\Knew what? response:	That I wouldn't be able to capture a sacrifice.
context: I don't know why he did it...\But that was the real Mytho, wasn't it?\Are you lovey-dovey with Mytho zura?\Huh?!\Mind your own business, Uzura!\You knew, didn't you?\Knew what?\That I wouldn't be able to capture a sacrifice. response:	So it didn't go well, then.
context: But that was the real Mytho, wasn't it?\Are you lovey-dovey with Mytho zura?\Huh?!\Mind your own business, Uzura!\You knew, didn't you?\Knew what?\That I wouldn't be able to capture a sacrifice.\So it didn't go well, then. response:	You weren't loved so much that he would give his life.
context: Are you lovey-dovey with Mytho zura?\Huh?!\Mind your own business, Uzura!\You knew, didn't you?\Knew what?\That I wouldn't be able to capture a sacrifice.\So it didn't go well, then.\You weren't loved so much that he would give his life. response:	Poor baby.
context: Huh?!\Mind your own business, Uzura!\You knew, didn't you?\Knew what?\That I wouldn't be able to capture a sacrifice.\So it didn't go well, then.\You weren't loved so much that he would give his life.\Poor baby. response:	Oh, dear. The second princess is a princess who won't be loved no matter how much she confesses her own love.
context: Mind your own business, Uzura!\You knew, didn't you?\Knew what?\That I wouldn't be able to capture a sacrifice.\So it didn't go well, then.\You weren't loved so much that he would give his life.\Poor baby.\Oh, dear. The second princess is a princess who won't be loved no matter how much she confesses her own love. response:	Nothing goes the way you want it to, does it?!
context: You knew, didn't you?\Knew what?\That I wouldn't be able to capture a sacrifice.\So it didn't go well, then.\You weren't loved so much that he would give his life.\Poor baby.\Oh, dear. The second princess is a princess who won't be loved no matter how much she confesses her own love.\Nothing goes the way you want it to, does it?! response:	Do you think it's possible to turn a love made impure back to normal?
context: Knew what?\That I wouldn't be able to capture a sacrifice.\So it didn't go well, then.\You weren't loved so much that he would give his life.\Poor baby.\Oh, dear. The second princess is a princess who won't be loved no matter how much she confesses her own love.\Nothing goes the way you want it to, does it?!\Do you think it's possible to turn a love made impure back to normal? response:	I want you to stick close to Mytho as much as you can, so...
context: That I wouldn't be able to capture a sacrifice.\So it didn't go well, then.\You weren't loved so much that he would give his life.\Poor baby.\Oh, dear. The second princess is a princess who won't be loved no matter how much she confesses her own love.\Nothing goes the way you want it to, does it?!\Do you think it's possible to turn a love made impure back to normal?\I want you to stick close to Mytho as much as you can, so... response:	A knight who wanders around unable to do anything?
context: So it didn't go well, then.\You weren't loved so much that he would give his life.\Poor baby.\Oh, dear. The second princess is a princess who won't be loved no matter how much she confesses her own love.\Nothing goes the way you want it to, does it?!\Do you think it's possible to turn a love made impure back to normal?\I want you to stick close to Mytho as much as you can, so...\A knight who wanders around unable to do anything? response:	It certainly is perfect for you, Fakir.
context: You weren't loved so much that he would give his life.\Poor baby.\Oh, dear. The second princess is a princess who won't be loved no matter how much she confesses her own love.\Nothing goes the way you want it to, does it?!\Do you think it's possible to turn a love made impure back to normal?\I want you to stick close to Mytho as much as you can, so...\A knight who wanders around unable to do anything?\It certainly is perfect for you, Fakir. response:	Does it mean he'll prepare a place for me to die?
context: Poor baby.\Oh, dear. The second princess is a princess who won't be loved no matter how much she confesses her own love.\Nothing goes the way you want it to, does it?!\Do you think it's possible to turn a love made impure back to normal?\I want you to stick close to Mytho as much as you can, so...\A knight who wanders around unable to do anything?\It certainly is perfect for you, Fakir.\Does it mean he'll prepare a place for me to die? response:	Your sword is seeking blood, isn't it?
context: Oh, dear. The second princess is a princess who won't be loved no matter how much she confesses her own love.\Nothing goes the way you want it to, does it?!\Do you think it's possible to turn a love made impure back to normal?\I want you to stick close to Mytho as much as you can, so...\A knight who wanders around unable to do anything?\It certainly is perfect for you, Fakir.\Does it mean he'll prepare a place for me to die?\Your sword is seeking blood, isn't it? response:	Cut down that useless knight!
context: Nothing goes the way you want it to, does it?!\Do you think it's possible to turn a love made impure back to normal?\I want you to stick close to Mytho as much as you can, so...\A knight who wanders around unable to do anything?\It certainly is perfect for you, Fakir.\Does it mean he'll prepare a place for me to die?\Your sword is seeking blood, isn't it?\Cut down that useless knight! response:	Stop! Don't fight, Fakir.
context: Do you think it's possible to turn a love made impure back to normal?\I want you to stick close to Mytho as much as you can, so...\A knight who wanders around unable to do anything?\It certainly is perfect for you, Fakir.\Does it mean he'll prepare a place for me to die?\Your sword is seeking blood, isn't it?\Cut down that useless knight!\Stop! Don't fight, Fakir. response:	The Wandering Knight
context: I want you to stick close to Mytho as much as you can, so...\A knight who wanders around unable to do anything?\It certainly is perfect for you, Fakir.\Does it mean he'll prepare a place for me to die?\Your sword is seeking blood, isn't it?\Cut down that useless knight!\Stop! Don't fight, Fakir.\The Wandering Knight response:	All you children who love stories, come gather around.
context: A knight who wanders around unable to do anything?\It certainly is perfect for you, Fakir.\Does it mean he'll prepare a place for me to die?\Your sword is seeking blood, isn't it?\Cut down that useless knight!\Stop! Don't fight, Fakir.\The Wandering Knight\All you children who love stories, come gather around. response:	The voice calling, come now, wake up
context: It certainly is perfect for you, Fakir.\Does it mean he'll prepare a place for me to die?\Your sword is seeking blood, isn't it?\Cut down that useless knight!\Stop! Don't fight, Fakir.\The Wandering Knight\All you children who love stories, come gather around.\The voice calling, come now, wake up response:	Wiping a tearstained face
