context: Go, go! response:	Wow!
context: Um... I mean...!\So, Big Brother went off to eat alone, did he?!\Ah! There he is. And Kirie and Ebina?\Big Brother!\Umaru.\What's the big idea? How can you go off and eat alone?!\What brings you out with my brother?\W-well, I happened to run into him here... response:	For me, it was at the supermarket.
context: So, Big Brother went off to eat alone, did he?!\Ah! There he is. And Kirie and Ebina?\Big Brother!\Umaru.\What's the big idea? How can you go off and eat alone?!\What brings you out with my brother?\W-well, I happened to run into him here...\For me, it was at the supermarket. response:	Kirie, are you buying those pens?
context: Ah! There he is. And Kirie and Ebina?\Big Brother!\Umaru.\What's the big idea? How can you go off and eat alone?!\What brings you out with my brother?\W-well, I happened to run into him here...\For me, it was at the supermarket.\Kirie, are you buying those pens? response:	Huh?! No!
context: Big Brother!\Umaru.\What's the big idea? How can you go off and eat alone?!\What brings you out with my brother?\W-well, I happened to run into him here...\For me, it was at the supermarket.\Kirie, are you buying those pens?\Huh?! No! response:	Kirie, I bet you could totally be a storybook author...!
context: Umaru.\What's the big idea? How can you go off and eat alone?!\What brings you out with my brother?\W-well, I happened to run into him here...\For me, it was at the supermarket.\Kirie, are you buying those pens?\Huh?! No!\Kirie, I bet you could totally be a storybook author...! response:	I-it may be spring break, but we use them a lot in art class, don't we?
context: What's the big idea? How can you go off and eat alone?!\What brings you out with my brother?\W-well, I happened to run into him here...\For me, it was at the supermarket.\Kirie, are you buying those pens?\Huh?! No!\Kirie, I bet you could totally be a storybook author...!\I-it may be spring break, but we use them a lot in art class, don't we? response:	Huh? Art class?
context: What brings you out with my brother?\W-well, I happened to run into him here...\For me, it was at the supermarket.\Kirie, are you buying those pens?\Huh?! No!\Kirie, I bet you could totally be a storybook author...!\I-it may be spring break, but we use them a lot in art class, don't we?\Huh? Art class? response:	There's something Kirie doesn't want us to know.
context: W-well, I happened to run into him here...\For me, it was at the supermarket.\Kirie, are you buying those pens?\Huh?! No!\Kirie, I bet you could totally be a storybook author...!\I-it may be spring break, but we use them a lot in art class, don't we?\Huh? Art class?\There's something Kirie doesn't want us to know. response:	Ebina saw that and has been trying to cover for her.
context: For me, it was at the supermarket.\Kirie, are you buying those pens?\Huh?! No!\Kirie, I bet you could totally be a storybook author...!\I-it may be spring break, but we use them a lot in art class, don't we?\Huh? Art class?\There's something Kirie doesn't want us to know.\Ebina saw that and has been trying to cover for her. response:	She's not talking to Umaru and Kirie about her big brother either...
context: Kirie, are you buying those pens?\Huh?! No!\Kirie, I bet you could totally be a storybook author...!\I-it may be spring break, but we use them a lot in art class, don't we?\Huh? Art class?\There's something Kirie doesn't want us to know.\Ebina saw that and has been trying to cover for her.\She's not talking to Umaru and Kirie about her big brother either... response:	Maybe she thinks she has to be careful and not talk about these things.
context: Huh?! No!\Kirie, I bet you could totally be a storybook author...!\I-it may be spring break, but we use them a lot in art class, don't we?\Huh? Art class?\There's something Kirie doesn't want us to know.\Ebina saw that and has been trying to cover for her.\She's not talking to Umaru and Kirie about her big brother either...\Maybe she thinks she has to be careful and not talk about these things. response:	Ebina...
context: Kirie, I bet you could totally be a storybook author...!\I-it may be spring break, but we use them a lot in art class, don't we?\Huh? Art class?\There's something Kirie doesn't want us to know.\Ebina saw that and has been trying to cover for her.\She's not talking to Umaru and Kirie about her big brother either...\Maybe she thinks she has to be careful and not talk about these things.\Ebina... response:	Y-yes?
context: I-it may be spring break, but we use them a lot in art class, don't we?\Huh? Art class?\There's something Kirie doesn't want us to know.\Ebina saw that and has been trying to cover for her.\She's not talking to Umaru and Kirie about her big brother either...\Maybe she thinks she has to be careful and not talk about these things.\Ebina...\Y-yes? response:	You're really kind, aren't you?
context: Huh? Art class?\There's something Kirie doesn't want us to know.\Ebina saw that and has been trying to cover for her.\She's not talking to Umaru and Kirie about her big brother either...\Maybe she thinks she has to be careful and not talk about these things.\Ebina...\Y-yes?\You're really kind, aren't you? response:	Huh?
context: There's something Kirie doesn't want us to know.\Ebina saw that and has been trying to cover for her.\She's not talking to Umaru and Kirie about her big brother either...\Maybe she thinks she has to be careful and not talk about these things.\Ebina...\Y-yes?\You're really kind, aren't you?\Huh? response:	Huuuh?!
context: Ebina saw that and has been trying to cover for her.\She's not talking to Umaru and Kirie about her big brother either...\Maybe she thinks she has to be careful and not talk about these things.\Ebina...\Y-yes?\You're really kind, aren't you?\Huh?\Huuuh?! response:	Ebina, what is it?
context: She's not talking to Umaru and Kirie about her big brother either...\Maybe she thinks she has to be careful and not talk about these things.\Ebina...\Y-yes?\You're really kind, aren't you?\Huh?\Huuuh?!\Ebina, what is it? response:	Ebina!
context: Maybe she thinks she has to be careful and not talk about these things.\Ebina...\Y-yes?\You're really kind, aren't you?\Huh?\Huuuh?!\Ebina, what is it?\Ebina! response:	It's great, isn't it, Ebina?
context: Ebina...\Y-yes?\You're really kind, aren't you?\Huh?\Huuuh?!\Ebina, what is it?\Ebina!\It's great, isn't it, Ebina? response:	Y-yes!
context: Y-yes?\You're really kind, aren't you?\Huh?\Huuuh?!\Ebina, what is it?\Ebina!\It's great, isn't it, Ebina?\Y-yes! response:	I wanna turn the A/C on! I wanna turn the A/C on!
context: You're really kind, aren't you?\Huh?\Huuuh?!\Ebina, what is it?\Ebina!\It's great, isn't it, Ebina?\Y-yes!\I wanna turn the A/C on! I wanna turn the A/C on! response:	It's HOT, Big Brother! So hot!
context: Huh?\Huuuh?!\Ebina, what is it?\Ebina!\It's great, isn't it, Ebina?\Y-yes!\I wanna turn the A/C on! I wanna turn the A/C on!\It's HOT, Big Brother! So hot! response:	It's still only May, so it's too soon.
context: Huuuh?!\Ebina, what is it?\Ebina!\It's great, isn't it, Ebina?\Y-yes!\I wanna turn the A/C on! I wanna turn the A/C on!\It's HOT, Big Brother! So hot!\It's still only May, so it's too soon. response:	I was so hot last night that I couldn't sleep!
context: Ebina, what is it?\Ebina!\It's great, isn't it, Ebina?\Y-yes!\I wanna turn the A/C on! I wanna turn the A/C on!\It's HOT, Big Brother! So hot!\It's still only May, so it's too soon.\I was so hot last night that I couldn't sleep! response:	And here, this is what YOU looked like!
context: Ebina!\It's great, isn't it, Ebina?\Y-yes!\I wanna turn the A/C on! I wanna turn the A/C on!\It's HOT, Big Brother! So hot!\It's still only May, so it's too soon.\I was so hot last night that I couldn't sleep!\And here, this is what YOU looked like! response:	When did you take that?!
context: It's great, isn't it, Ebina?\Y-yes!\I wanna turn the A/C on! I wanna turn the A/C on!\It's HOT, Big Brother! So hot!\It's still only May, so it's too soon.\I was so hot last night that I couldn't sleep!\And here, this is what YOU looked like!\When did you take that?! response:	Let's turn it on early this year! It won't cost that much if we keep it up a little high.
context: Y-yes!\I wanna turn the A/C on! I wanna turn the A/C on!\It's HOT, Big Brother! So hot!\It's still only May, so it's too soon.\I was so hot last night that I couldn't sleep!\And here, this is what YOU looked like!\When did you take that?!\Let's turn it on early this year! It won't cost that much if we keep it up a little high. response:	It's not like I'm trying to say we're broke.
context: I wanna turn the A/C on! I wanna turn the A/C on!\It's HOT, Big Brother! So hot!\It's still only May, so it's too soon.\I was so hot last night that I couldn't sleep!\And here, this is what YOU looked like!\When did you take that?!\Let's turn it on early this year! It won't cost that much if we keep it up a little high.\It's not like I'm trying to say we're broke. response:	If you keep the A/C on all the time,
context: It's HOT, Big Brother! So hot!\It's still only May, so it's too soon.\I was so hot last night that I couldn't sleep!\And here, this is what YOU looked like!\When did you take that?!\Let's turn it on early this year! It won't cost that much if we keep it up a little high.\It's not like I'm trying to say we're broke.\If you keep the A/C on all the time, response:	you'll stop being able to regulate your body heat and you'll get cooling disorder.
context: It's still only May, so it's too soon.\I was so hot last night that I couldn't sleep!\And here, this is what YOU looked like!\When did you take that?!\Let's turn it on early this year! It won't cost that much if we keep it up a little high.\It's not like I'm trying to say we're broke.\If you keep the A/C on all the time,\you'll stop being able to regulate your body heat and you'll get cooling disorder. response:	I've got no strength...
context: I was so hot last night that I couldn't sleep!\And here, this is what YOU looked like!\When did you take that?!\Let's turn it on early this year! It won't cost that much if we keep it up a little high.\It's not like I'm trying to say we're broke.\If you keep the A/C on all the time,\you'll stop being able to regulate your body heat and you'll get cooling disorder.\I've got no strength... response:	I'm tired...
context: And here, this is what YOU looked like!\When did you take that?!\Let's turn it on early this year! It won't cost that much if we keep it up a little high.\It's not like I'm trying to say we're broke.\If you keep the A/C on all the time,\you'll stop being able to regulate your body heat and you'll get cooling disorder.\I've got no strength...\I'm tired... response:	I'm sleepy...
context: When did you take that?!\Let's turn it on early this year! It won't cost that much if we keep it up a little high.\It's not like I'm trying to say we're broke.\If you keep the A/C on all the time,\you'll stop being able to regulate your body heat and you'll get cooling disorder.\I've got no strength...\I'm tired...\I'm sleepy... response:	Big Brother! Big Brother! Big Brother...!
context: Let's turn it on early this year! It won't cost that much if we keep it up a little high.\It's not like I'm trying to say we're broke.\If you keep the A/C on all the time,\you'll stop being able to regulate your body heat and you'll get cooling disorder.\I've got no strength...\I'm tired...\I'm sleepy...\Big Brother! Big Brother! Big Brother...! response:	That's how Big Brother sees me?
context: It's not like I'm trying to say we're broke.\If you keep the A/C on all the time,\you'll stop being able to regulate your body heat and you'll get cooling disorder.\I've got no strength...\I'm tired...\I'm sleepy...\Big Brother! Big Brother! Big Brother...!\That's how Big Brother sees me? response:	In any case, we're not turning on the A/C till July!
context: If you keep the A/C on all the time,\you'll stop being able to regulate your body heat and you'll get cooling disorder.\I've got no strength...\I'm tired...\I'm sleepy...\Big Brother! Big Brother! Big Brother...!\That's how Big Brother sees me?\In any case, we're not turning on the A/C till July! response:	He's turned into some stubborn old man.
context: you'll stop being able to regulate your body heat and you'll get cooling disorder.\I've got no strength...\I'm tired...\I'm sleepy...\Big Brother! Big Brother! Big Brother...!\That's how Big Brother sees me?\In any case, we're not turning on the A/C till July!\He's turned into some stubborn old man. response:	Still, stubborn old men are known for having a soft spot for kids...
context: I've got no strength...\I'm tired...\I'm sleepy...\Big Brother! Big Brother! Big Brother...!\That's how Big Brother sees me?\In any case, we're not turning on the A/C till July!\He's turned into some stubborn old man.\Still, stubborn old men are known for having a soft spot for kids... response:	You sure do know a lot, Big Brother. I'd never heard of cooling disorder!
context: I'm tired...\I'm sleepy...\Big Brother! Big Brother! Big Brother...!\That's how Big Brother sees me?\In any case, we're not turning on the A/C till July!\He's turned into some stubborn old man.\Still, stubborn old men are known for having a soft spot for kids...\You sure do know a lot, Big Brother. I'd never heard of cooling disorder! response:	Huh? No, I just saw it on the news.
context: I'm sleepy...\Big Brother! Big Brother! Big Brother...!\That's how Big Brother sees me?\In any case, we're not turning on the A/C till July!\He's turned into some stubborn old man.\Still, stubborn old men are known for having a soft spot for kids...\You sure do know a lot, Big Brother. I'd never heard of cooling disorder!\Huh? No, I just saw it on the news. response:	Don't be modest! You have SO much knowledge to draw from that I'm jealous!
context: Big Brother! Big Brother! Big Brother...!\That's how Big Brother sees me?\In any case, we're not turning on the A/C till July!\He's turned into some stubborn old man.\Still, stubborn old men are known for having a soft spot for kids...\You sure do know a lot, Big Brother. I'd never heard of cooling disorder!\Huh? No, I just saw it on the news.\Don't be modest! You have SO much knowledge to draw from that I'm jealous! response:	Why is she acting like some young performer?
context: That's how Big Brother sees me?\In any case, we're not turning on the A/C till July!\He's turned into some stubborn old man.\Still, stubborn old men are known for having a soft spot for kids...\You sure do know a lot, Big Brother. I'd never heard of cooling disorder!\Huh? No, I just saw it on the news.\Don't be modest! You have SO much knowledge to draw from that I'm jealous!\Why is she acting like some young performer? response:	And you're always helping me with my studies. It's such a big help!
context: In any case, we're not turning on the A/C till July!\He's turned into some stubborn old man.\Still, stubborn old men are known for having a soft spot for kids...\You sure do know a lot, Big Brother. I'd never heard of cooling disorder!\Huh? No, I just saw it on the news.\Don't be modest! You have SO much knowledge to draw from that I'm jealous!\Why is she acting like some young performer?\And you're always helping me with my studies. It's such a big help! response:	R-really?
context: He's turned into some stubborn old man.\Still, stubborn old men are known for having a soft spot for kids...\You sure do know a lot, Big Brother. I'd never heard of cooling disorder!\Huh? No, I just saw it on the news.\Don't be modest! You have SO much knowledge to draw from that I'm jealous!\Why is she acting like some young performer?\And you're always helping me with my studies. It's such a big help!\R-really? response:	So turn on the A/C.
context: Still, stubborn old men are known for having a soft spot for kids...\You sure do know a lot, Big Brother. I'd never heard of cooling disorder!\Huh? No, I just saw it on the news.\Don't be modest! You have SO much knowledge to draw from that I'm jealous!\Why is she acting like some young performer?\And you're always helping me with my studies. It's such a big help!\R-really?\So turn on the A/C. response:	What the heck?
context: You sure do know a lot, Big Brother. I'd never heard of cooling disorder!\Huh? No, I just saw it on the news.\Don't be modest! You have SO much knowledge to draw from that I'm jealous!\Why is she acting like some young performer?\And you're always helping me with my studies. It's such a big help!\R-really?\So turn on the A/C.\What the heck? response:	I said no, and that means NO!
context: Huh? No, I just saw it on the news.\Don't be modest! You have SO much knowledge to draw from that I'm jealous!\Why is she acting like some young performer?\And you're always helping me with my studies. It's such a big help!\R-really?\So turn on the A/C.\What the heck?\I said no, and that means NO! response:	What?! Big Brother, you're such a scrooge!
context: Don't be modest! You have SO much knowledge to draw from that I'm jealous!\Why is she acting like some young performer?\And you're always helping me with my studies. It's such a big help!\R-really?\So turn on the A/C.\What the heck?\I said no, and that means NO!\What?! Big Brother, you're such a scrooge! response:	Ughhh... it's so hot. Big Brother, I can't sleep...
context: Why is she acting like some young performer?\And you're always helping me with my studies. It's such a big help!\R-really?\So turn on the A/C.\What the heck?\I said no, and that means NO!\What?! Big Brother, you're such a scrooge!\Ughhh... it's so hot. Big Brother, I can't sleep... response:	Huh? What's that?
context: And you're always helping me with my studies. It's such a big help!\R-really?\So turn on the A/C.\What the heck?\I said no, and that means NO!\What?! Big Brother, you're such a scrooge!\Ughhh... it's so hot. Big Brother, I can't sleep...\Huh? What's that? response:	A fan.
context: R-really?\So turn on the A/C.\What the heck?\I said no, and that means NO!\What?! Big Brother, you're such a scrooge!\Ughhh... it's so hot. Big Brother, I can't sleep...\Huh? What's that?\A fan. response:	Hm? We had a fan?
context: So turn on the A/C.\What the heck?\I said no, and that means NO!\What?! Big Brother, you're such a scrooge!\Ughhh... it's so hot. Big Brother, I can't sleep...\Huh? What's that?\A fan.\Hm? We had a fan? response:	Bomba gave it to me last year.
context: What the heck?\I said no, and that means NO!\What?! Big Brother, you're such a scrooge!\Ughhh... it's so hot. Big Brother, I can't sleep...\Huh? What's that?\A fan.\Hm? We had a fan?\Bomba gave it to me last year. response:	Huh?! Why didn't you bring it out sooner?
context: I said no, and that means NO!\What?! Big Brother, you're such a scrooge!\Ughhh... it's so hot. Big Brother, I can't sleep...\Huh? What's that?\A fan.\Hm? We had a fan?\Bomba gave it to me last year.\Huh?! Why didn't you bring it out sooner? response:	Sorry. It was in the closet and I completely forgot about it.
context: What?! Big Brother, you're such a scrooge!\Ughhh... it's so hot. Big Brother, I can't sleep...\Huh? What's that?\A fan.\Hm? We had a fan?\Bomba gave it to me last year.\Huh?! Why didn't you bring it out sooner?\Sorry. It was in the closet and I completely forgot about it. response:	We'll get a nice breeze if we put it by the window.
context: Ughhh... it's so hot. Big Brother, I can't sleep...\Huh? What's that?\A fan.\Hm? We had a fan?\Bomba gave it to me last year.\Huh?! Why didn't you bring it out sooner?\Sorry. It was in the closet and I completely forgot about it.\We'll get a nice breeze if we put it by the window. response:	It's a lot cooler than you'd think, huh? Tonight, I can sleep in comfort!
context: Huh? What's that?\A fan.\Hm? We had a fan?\Bomba gave it to me last year.\Huh?! Why didn't you bring it out sooner?\Sorry. It was in the closet and I completely forgot about it.\We'll get a nice breeze if we put it by the window.\It's a lot cooler than you'd think, huh? Tonight, I can sleep in comfort! response:	Ah! Big Brother, what are you doing?
context: A fan.\Hm? We had a fan?\Bomba gave it to me last year.\Huh?! Why didn't you bring it out sooner?\Sorry. It was in the closet and I completely forgot about it.\We'll get a nice breeze if we put it by the window.\It's a lot cooler than you'd think, huh? Tonight, I can sleep in comfort!\Ah! Big Brother, what are you doing? response:	Come here and see.
context: Hm? We had a fan?\Bomba gave it to me last year.\Huh?! Why didn't you bring it out sooner?\Sorry. It was in the closet and I completely forgot about it.\We'll get a nice breeze if we put it by the window.\It's a lot cooler than you'd think, huh? Tonight, I can sleep in comfort!\Ah! Big Brother, what are you doing?\Come here and see. response:	Huh? What?
context: Bomba gave it to me last year.\Huh?! Why didn't you bring it out sooner?\Sorry. It was in the closet and I completely forgot about it.\We'll get a nice breeze if we put it by the window.\It's a lot cooler than you'd think, huh? Tonight, I can sleep in comfort!\Ah! Big Brother, what are you doing?\Come here and see.\Huh? What? response:	Are shooting stars gonna shoot?
context: Huh?! Why didn't you bring it out sooner?\Sorry. It was in the closet and I completely forgot about it.\We'll get a nice breeze if we put it by the window.\It's a lot cooler than you'd think, huh? Tonight, I can sleep in comfort!\Ah! Big Brother, what are you doing?\Come here and see.\Huh? What?\Are shooting stars gonna shoot? response:	I don't think we'll be seeing any meteor showers this time of year.
context: Sorry. It was in the closet and I completely forgot about it.\We'll get a nice breeze if we put it by the window.\It's a lot cooler than you'd think, huh? Tonight, I can sleep in comfort!\Ah! Big Brother, what are you doing?\Come here and see.\Huh? What?\Are shooting stars gonna shoot?\I don't think we'll be seeing any meteor showers this time of year. response:	There, you see those five stars in a staggered pattern? That's Cassiopeia.
context: We'll get a nice breeze if we put it by the window.\It's a lot cooler than you'd think, huh? Tonight, I can sleep in comfort!\Ah! Big Brother, what are you doing?\Come here and see.\Huh? What?\Are shooting stars gonna shoot?\I don't think we'll be seeing any meteor showers this time of year.\There, you see those five stars in a staggered pattern? That's Cassiopeia. response:	I know that.
context: It's a lot cooler than you'd think, huh? Tonight, I can sleep in comfort!\Ah! Big Brother, what are you doing?\Come here and see.\Huh? What?\Are shooting stars gonna shoot?\I don't think we'll be seeing any meteor showers this time of year.\There, you see those five stars in a staggered pattern? That's Cassiopeia.\I know that. response:	You know what that glowing one there is?
context: Ah! Big Brother, what are you doing?\Come here and see.\Huh? What?\Are shooting stars gonna shoot?\I don't think we'll be seeing any meteor showers this time of year.\There, you see those five stars in a staggered pattern? That's Cassiopeia.\I know that.\You know what that glowing one there is? response:	Sure don't.
context: Come here and see.\Huh? What?\Are shooting stars gonna shoot?\I don't think we'll be seeing any meteor showers this time of year.\There, you see those five stars in a staggered pattern? That's Cassiopeia.\I know that.\You know what that glowing one there is?\Sure don't. response:	It's Altair. And next to that is Deneb.
context: Huh? What?\Are shooting stars gonna shoot?\I don't think we'll be seeing any meteor showers this time of year.\There, you see those five stars in a staggered pattern? That's Cassiopeia.\I know that.\You know what that glowing one there is?\Sure don't.\It's Altair. And next to that is Deneb. response:	And over there, look. That bird-looking one is Cygnus. The orange one is Arcturus.
context: Are shooting stars gonna shoot?\I don't think we'll be seeing any meteor showers this time of year.\There, you see those five stars in a staggered pattern? That's Cassiopeia.\I know that.\You know what that glowing one there is?\Sure don't.\It's Altair. And next to that is Deneb.\And over there, look. That bird-looking one is Cygnus. The orange one is Arcturus. response:	The white there is Spica.
context: I don't think we'll be seeing any meteor showers this time of year.\There, you see those five stars in a staggered pattern? That's Cassiopeia.\I know that.\You know what that glowing one there is?\Sure don't.\It's Altair. And next to that is Deneb.\And over there, look. That bird-looking one is Cygnus. The orange one is Arcturus.\The white there is Spica. response:	And that's... huh?
context: There, you see those five stars in a staggered pattern? That's Cassiopeia.\I know that.\You know what that glowing one there is?\Sure don't.\It's Altair. And next to that is Deneb.\And over there, look. That bird-looking one is Cygnus. The orange one is Arcturus.\The white there is Spica.\And that's... huh? response:	Haven't I taught you like this before?
context: I know that.\You know what that glowing one there is?\Sure don't.\It's Altair. And next to that is Deneb.\And over there, look. That bird-looking one is Cygnus. The orange one is Arcturus.\The white there is Spica.\And that's... huh?\Haven't I taught you like this before? response:	Huh? Nope.
context: You know what that glowing one there is?\Sure don't.\It's Altair. And next to that is Deneb.\And over there, look. That bird-looking one is Cygnus. The orange one is Arcturus.\The white there is Spica.\And that's... huh?\Haven't I taught you like this before?\Huh? Nope. response:	Guess I'm imagining things.
context: Sure don't.\It's Altair. And next to that is Deneb.\And over there, look. That bird-looking one is Cygnus. The orange one is Arcturus.\The white there is Spica.\And that's... huh?\Haven't I taught you like this before?\Huh? Nope.\Guess I'm imagining things. response:	Umaru, do you know any other stars?
context: It's Altair. And next to that is Deneb.\And over there, look. That bird-looking one is Cygnus. The orange one is Arcturus.\The white there is Spica.\And that's... huh?\Haven't I taught you like this before?\Huh? Nope.\Guess I'm imagining things.\Umaru, do you know any other stars? response:	There was a mosquito, huh?
context: And over there, look. That bird-looking one is Cygnus. The orange one is Arcturus.\The white there is Spica.\And that's... huh?\Haven't I taught you like this before?\Huh? Nope.\Guess I'm imagining things.\Umaru, do you know any other stars?\There was a mosquito, huh? response:	There was a mosquito.
context: The white there is Spica.\And that's... huh?\Haven't I taught you like this before?\Huh? Nope.\Guess I'm imagining things.\Umaru, do you know any other stars?\There was a mosquito, huh?\There was a mosquito. response:	Your dream is so wonderful, Kirie!
context: And that's... huh?\Haven't I taught you like this before?\Huh? Nope.\Guess I'm imagining things.\Umaru, do you know any other stars?\There was a mosquito, huh?\There was a mosquito.\Your dream is so wonderful, Kirie! response:	I'm not worthy of such words, Master!
context: Haven't I taught you like this before?\Huh? Nope.\Guess I'm imagining things.\Umaru, do you know any other stars?\There was a mosquito, huh?\There was a mosquito.\Your dream is so wonderful, Kirie!\I'm not worthy of such words, Master! response:	You should let other people know about it!
context: Huh? Nope.\Guess I'm imagining things.\Umaru, do you know any other stars?\There was a mosquito, huh?\There was a mosquito.\Your dream is so wonderful, Kirie!\I'm not worthy of such words, Master!\You should let other people know about it! response:	One day, I would like to ask your older sister about it.
context: Guess I'm imagining things.\Umaru, do you know any other stars?\There was a mosquito, huh?\There was a mosquito.\Your dream is so wonderful, Kirie!\I'm not worthy of such words, Master!\You should let other people know about it!\One day, I would like to ask your older sister about it. response:	Yup. She'll be waiting.
