context: Count Sebring. Count Raffia. Count Orga. response:	Thank you all for allowing me to intrude on your valuable time.
context: So it meant the impossible.\I believe in you!\There are no miracles!\Slaine!\Is running all you can do?!\You inferior scum!\Inaho? What are you looking at?\They're fighting. response:	Where?
context: I believe in you!\There are no miracles!\Slaine!\Is running all you can do?!\You inferior scum!\Inaho? What are you looking at?\They're fighting.\Where? response:	There's nowhere left to run!
context: There are no miracles!\Slaine!\Is running all you can do?!\You inferior scum!\Inaho? What are you looking at?\They're fighting.\Where?\There's nowhere left to run! response:	You're the one who has nowhere to run.
context: Slaine!\Is running all you can do?!\You inferior scum!\Inaho? What are you looking at?\They're fighting.\Where?\There's nowhere left to run!\You're the one who has nowhere to run. response:	The Herschel's greatest weapon
context: Is running all you can do?!\You inferior scum!\Inaho? What are you looking at?\They're fighting.\Where?\There's nowhere left to run!\You're the one who has nowhere to run.\The Herschel's greatest weapon response:	is a simultaneous attack from all directions.
context: You inferior scum!\Inaho? What are you looking at?\They're fighting.\Where?\There's nowhere left to run!\You're the one who has nowhere to run.\The Herschel's greatest weapon\is a simultaneous attack from all directions. response:	But here, your attack is confined to just one.
context: Inaho? What are you looking at?\They're fighting.\Where?\There's nowhere left to run!\You're the one who has nowhere to run.\The Herschel's greatest weapon\is a simultaneous attack from all directions.\But here, your attack is confined to just one. response:	Material loading tunnels used during the moonbase's construction.
context: They're fighting.\Where?\There's nowhere left to run!\You're the one who has nowhere to run.\The Herschel's greatest weapon\is a simultaneous attack from all directions.\But here, your attack is confined to just one.\Material loading tunnels used during the moonbase's construction. response:	I've been mapping them out.
context: Where?\There's nowhere left to run!\You're the one who has nowhere to run.\The Herschel's greatest weapon\is a simultaneous attack from all directions.\But here, your attack is confined to just one.\Material loading tunnels used during the moonbase's construction.\I've been mapping them out. response:	I won't be bested
context: There's nowhere left to run!\You're the one who has nowhere to run.\The Herschel's greatest weapon\is a simultaneous attack from all directions.\But here, your attack is confined to just one.\Material loading tunnels used during the moonbase's construction.\I've been mapping them out.\I won't be bested response:	by the likes of you!
context: You're the one who has nowhere to run.\The Herschel's greatest weapon\is a simultaneous attack from all directions.\But here, your attack is confined to just one.\Material loading tunnels used during the moonbase's construction.\I've been mapping them out.\I won't be bested\by the likes of you! response:	Who do you think you are, Terran?!
context: The Herschel's greatest weapon\is a simultaneous attack from all directions.\But here, your attack is confined to just one.\Material loading tunnels used during the moonbase's construction.\I've been mapping them out.\I won't be bested\by the likes of you!\Who do you think you are, Terran?! response:	Victor...
context: is a simultaneous attack from all directions.\But here, your attack is confined to just one.\Material loading tunnels used during the moonbase's construction.\I've been mapping them out.\I won't be bested\by the likes of you!\Who do you think you are, Terran?!\Victor... response:	In accordance with the law, all of Count Marylcian's assets
context: But here, your attack is confined to just one.\Material loading tunnels used during the moonbase's construction.\I've been mapping them out.\I won't be bested\by the likes of you!\Who do you think you are, Terran?!\Victor...\In accordance with the law, all of Count Marylcian's assets response:	are to be transferred to Count Slaine Saazbaum Troyard.
context: Material loading tunnels used during the moonbase's construction.\I've been mapping them out.\I won't be bested\by the likes of you!\Who do you think you are, Terran?!\Victor...\In accordance with the law, all of Count Marylcian's assets\are to be transferred to Count Slaine Saazbaum Troyard. response:	Do you object?
context: I've been mapping them out.\I won't be bested\by the likes of you!\Who do you think you are, Terran?!\Victor...\In accordance with the law, all of Count Marylcian's assets\are to be transferred to Count Slaine Saazbaum Troyard.\Do you object? response:	As official witness, I, Barouhcruz, certify the outcome.
context: I won't be bested\by the likes of you!\Who do you think you are, Terran?!\Victor...\In accordance with the law, all of Count Marylcian's assets\are to be transferred to Count Slaine Saazbaum Troyard.\Do you object?\As official witness, I, Barouhcruz, certify the outcome. response:	It's over.
context: by the likes of you!\Who do you think you are, Terran?!\Victor...\In accordance with the law, all of Count Marylcian's assets\are to be transferred to Count Slaine Saazbaum Troyard.\Do you object?\As official witness, I, Barouhcruz, certify the outcome.\It's over. response:	You can see everything, can't you?
context: Who do you think you are, Terran?!\Victor...\In accordance with the law, all of Count Marylcian's assets\are to be transferred to Count Slaine Saazbaum Troyard.\Do you object?\As official witness, I, Barouhcruz, certify the outcome.\It's over.\You can see everything, can't you? response:	Yes.
context: Victor...\In accordance with the law, all of Count Marylcian's assets\are to be transferred to Count Slaine Saazbaum Troyard.\Do you object?\As official witness, I, Barouhcruz, certify the outcome.\It's over.\You can see everything, can't you?\Yes. response:	But I can't see what I really want to know.
context: In accordance with the law, all of Count Marylcian's assets\are to be transferred to Count Slaine Saazbaum Troyard.\Do you object?\As official witness, I, Barouhcruz, certify the outcome.\It's over.\You can see everything, can't you?\Yes.\But I can't see what I really want to know. response:	Inko, I'm sorry.
context: are to be transferred to Count Slaine Saazbaum Troyard.\Do you object?\As official witness, I, Barouhcruz, certify the outcome.\It's over.\You can see everything, can't you?\Yes.\But I can't see what I really want to know.\Inko, I'm sorry. response:	I didn't want to get you involved.
context: Do you object?\As official witness, I, Barouhcruz, certify the outcome.\It's over.\You can see everything, can't you?\Yes.\But I can't see what I really want to know.\Inko, I'm sorry.\I didn't want to get you involved. response:	Jerk.
context: As official witness, I, Barouhcruz, certify the outcome.\It's over.\You can see everything, can't you?\Yes.\But I can't see what I really want to know.\Inko, I'm sorry.\I didn't want to get you involved.\Jerk. response:	In conclusion,
context: It's over.\You can see everything, can't you?\Yes.\But I can't see what I really want to know.\Inko, I'm sorry.\I didn't want to get you involved.\Jerk.\In conclusion, response:	I wish to inform you, the 37 Clans, the new policy that we shall adopt.
context: You can see everything, can't you?\Yes.\But I can't see what I really want to know.\Inko, I'm sorry.\I didn't want to get you involved.\Jerk.\In conclusion,\I wish to inform you, the 37 Clans, the new policy that we shall adopt. response:	We, who have acquired new lands and resources on Earth,
context: Yes.\But I can't see what I really want to know.\Inko, I'm sorry.\I didn't want to get you involved.\Jerk.\In conclusion,\I wish to inform you, the 37 Clans, the new policy that we shall adopt.\We, who have acquired new lands and resources on Earth, response:	do not need to rely on the Vers homeworld forever.
context: But I can't see what I really want to know.\Inko, I'm sorry.\I didn't want to get you involved.\Jerk.\In conclusion,\I wish to inform you, the 37 Clans, the new policy that we shall adopt.\We, who have acquired new lands and resources on Earth,\do not need to rely on the Vers homeworld forever. response:	Children eventually grow up
context: Inko, I'm sorry.\I didn't want to get you involved.\Jerk.\In conclusion,\I wish to inform you, the 37 Clans, the new policy that we shall adopt.\We, who have acquired new lands and resources on Earth,\do not need to rely on the Vers homeworld forever.\Children eventually grow up response:	and they must leave their mothers' protection
context: I didn't want to get you involved.\Jerk.\In conclusion,\I wish to inform you, the 37 Clans, the new policy that we shall adopt.\We, who have acquired new lands and resources on Earth,\do not need to rely on the Vers homeworld forever.\Children eventually grow up\and they must leave their mothers' protection response:	and strike out on their own.
context: Jerk.\In conclusion,\I wish to inform you, the 37 Clans, the new policy that we shall adopt.\We, who have acquired new lands and resources on Earth,\do not need to rely on the Vers homeworld forever.\Children eventually grow up\and they must leave their mothers' protection\and strike out on their own. response:	I, Asseylum Vers Allusia,
context: In conclusion,\I wish to inform you, the 37 Clans, the new policy that we shall adopt.\We, who have acquired new lands and resources on Earth,\do not need to rely on the Vers homeworld forever.\Children eventually grow up\and they must leave their mothers' protection\and strike out on their own.\I, Asseylum Vers Allusia, response:	will take Count Slaine Saazbaum Troyard as my husband,
context: I wish to inform you, the 37 Clans, the new policy that we shall adopt.\We, who have acquired new lands and resources on Earth,\do not need to rely on the Vers homeworld forever.\Children eventually grow up\and they must leave their mothers' protection\and strike out on their own.\I, Asseylum Vers Allusia,\will take Count Slaine Saazbaum Troyard as my husband, response:	and proclaim that I shall create a new kingdom here in Earthspace.
context: We, who have acquired new lands and resources on Earth,\do not need to rely on the Vers homeworld forever.\Children eventually grow up\and they must leave their mothers' protection\and strike out on their own.\I, Asseylum Vers Allusia,\will take Count Slaine Saazbaum Troyard as my husband,\and proclaim that I shall create a new kingdom here in Earthspace. response:	I always admired you.
context: do not need to rely on the Vers homeworld forever.\Children eventually grow up\and they must leave their mothers' protection\and strike out on their own.\I, Asseylum Vers Allusia,\will take Count Slaine Saazbaum Troyard as my husband,\and proclaim that I shall create a new kingdom here in Earthspace.\I always admired you. response:	You were beautiful, kindhearted, and beloved by all.
context: Children eventually grow up\and they must leave their mothers' protection\and strike out on their own.\I, Asseylum Vers Allusia,\will take Count Slaine Saazbaum Troyard as my husband,\and proclaim that I shall create a new kingdom here in Earthspace.\I always admired you.\You were beautiful, kindhearted, and beloved by all. response:	You had everything that I did not.
context: and they must leave their mothers' protection\and strike out on their own.\I, Asseylum Vers Allusia,\will take Count Slaine Saazbaum Troyard as my husband,\and proclaim that I shall create a new kingdom here in Earthspace.\I always admired you.\You were beautiful, kindhearted, and beloved by all.\You had everything that I did not. response:	But you and I have one thing in common, Sister.
context: and strike out on their own.\I, Asseylum Vers Allusia,\will take Count Slaine Saazbaum Troyard as my husband,\and proclaim that I shall create a new kingdom here in Earthspace.\I always admired you.\You were beautiful, kindhearted, and beloved by all.\You had everything that I did not.\But you and I have one thing in common, Sister. response:	Royal blood. The Aldnoah activation factor.
context: I, Asseylum Vers Allusia,\will take Count Slaine Saazbaum Troyard as my husband,\and proclaim that I shall create a new kingdom here in Earthspace.\I always admired you.\You were beautiful, kindhearted, and beloved by all.\You had everything that I did not.\But you and I have one thing in common, Sister.\Royal blood. The Aldnoah activation factor. response:	It is a power that Slaine has need of now.
context: will take Count Slaine Saazbaum Troyard as my husband,\and proclaim that I shall create a new kingdom here in Earthspace.\I always admired you.\You were beautiful, kindhearted, and beloved by all.\You had everything that I did not.\But you and I have one thing in common, Sister.\Royal blood. The Aldnoah activation factor.\It is a power that Slaine has need of now. response:	I have decided on Slaine. And Slaine has chosen me.
context: and proclaim that I shall create a new kingdom here in Earthspace.\I always admired you.\You were beautiful, kindhearted, and beloved by all.\You had everything that I did not.\But you and I have one thing in common, Sister.\Royal blood. The Aldnoah activation factor.\It is a power that Slaine has need of now.\I have decided on Slaine. And Slaine has chosen me. response:	From now on, I am Asseylum Vers Allusia.
context: I always admired you.\You were beautiful, kindhearted, and beloved by all.\You had everything that I did not.\But you and I have one thing in common, Sister.\Royal blood. The Aldnoah activation factor.\It is a power that Slaine has need of now.\I have decided on Slaine. And Slaine has chosen me.\From now on, I am Asseylum Vers Allusia. response:	I am you, Sister.
context: You were beautiful, kindhearted, and beloved by all.\You had everything that I did not.\But you and I have one thing in common, Sister.\Royal blood. The Aldnoah activation factor.\It is a power that Slaine has need of now.\I have decided on Slaine. And Slaine has chosen me.\From now on, I am Asseylum Vers Allusia.\I am you, Sister. response:	So you can let go, Sister...
context: You had everything that I did not.\But you and I have one thing in common, Sister.\Royal blood. The Aldnoah activation factor.\It is a power that Slaine has need of now.\I have decided on Slaine. And Slaine has chosen me.\From now on, I am Asseylum Vers Allusia.\I am you, Sister.\So you can let go, Sister... response:	I'm lying.
context: But you and I have one thing in common, Sister.\Royal blood. The Aldnoah activation factor.\It is a power that Slaine has need of now.\I have decided on Slaine. And Slaine has chosen me.\From now on, I am Asseylum Vers Allusia.\I am you, Sister.\So you can let go, Sister...\I'm lying. response:	Even if you are a puppet, you are still my sister.
context: Royal blood. The Aldnoah activation factor.\It is a power that Slaine has need of now.\I have decided on Slaine. And Slaine has chosen me.\From now on, I am Asseylum Vers Allusia.\I am you, Sister.\So you can let go, Sister...\I'm lying.\Even if you are a puppet, you are still my sister. response:	Pleasant dreams.
