context: Hello! response:	We have pork miso soup and vegetable soup over here!
context: It's not like you were unaware of it...\Now then, what should we do about this?\Now that I have seen it with my own eyes, I can't just let this pass.\No, Shike-sama! I can still...!\Yukina.\Hang on, you two! What are you talking about!?\We're running away, Senpai!\Eh? response:	Boundary!
context: Now then, what should we do about this?\Now that I have seen it with my own eyes, I can't just let this pass.\No, Shike-sama! I can still...!\Yukina.\Hang on, you two! What are you talking about!?\We're running away, Senpai!\Eh?\Boundary! response:	Yukina... You are...
context: Now that I have seen it with my own eyes, I can't just let this pass.\No, Shike-sama! I can still...!\Yukina.\Hang on, you two! What are you talking about!?\We're running away, Senpai!\Eh?\Boundary!\Yukina... You are... response:	Yes!
context: No, Shike-sama! I can still...!\Yukina.\Hang on, you two! What are you talking about!?\We're running away, Senpai!\Eh?\Boundary!\Yukina... You are...\Yes! response:	One moment, I'll be right there!
context: Yukina.\Hang on, you two! What are you talking about!?\We're running away, Senpai!\Eh?\Boundary!\Yukina... You are...\Yes!\One moment, I'll be right there! response:	Wait... Huh?
context: Hang on, you two! What are you talking about!?\We're running away, Senpai!\Eh?\Boundary!\Yukina... You are...\Yes!\One moment, I'll be right there!\Wait... Huh? response:	Ah, you're Yukina-chan's senpai!
context: We're running away, Senpai!\Eh?\Boundary!\Yukina... You are...\Yes!\One moment, I'll be right there!\Wait... Huh?\Ah, you're Yukina-chan's senpai! response:	Hello. Umm... Is Akatsuki Kojou here?
context: Eh?\Boundary!\Yukina... You are...\Yes!\One moment, I'll be right there!\Wait... Huh?\Ah, you're Yukina-chan's senpai!\Hello. Umm... Is Akatsuki Kojou here? response:	Umm... He said that he would visit Yazecchi... one of his friends in the hospital,
context: Boundary!\Yukina... You are...\Yes!\One moment, I'll be right there!\Wait... Huh?\Ah, you're Yukina-chan's senpai!\Hello. Umm... Is Akatsuki Kojou here?\Umm... He said that he would visit Yazecchi... one of his friends in the hospital, response:	so he's not home yet.
context: Yukina... You are...\Yes!\One moment, I'll be right there!\Wait... Huh?\Ah, you're Yukina-chan's senpai!\Hello. Umm... Is Akatsuki Kojou here?\Umm... He said that he would visit Yazecchi... one of his friends in the hospital,\so he's not home yet. response:	So Yukina should be with him as well, right?
context: Yes!\One moment, I'll be right there!\Wait... Huh?\Ah, you're Yukina-chan's senpai!\Hello. Umm... Is Akatsuki Kojou here?\Umm... He said that he would visit Yazecchi... one of his friends in the hospital,\so he's not home yet.\So Yukina should be with him as well, right? response:	Yes.
context: One moment, I'll be right there!\Wait... Huh?\Ah, you're Yukina-chan's senpai!\Hello. Umm... Is Akatsuki Kojou here?\Umm... He said that he would visit Yazecchi... one of his friends in the hospital,\so he's not home yet.\So Yukina should be with him as well, right?\Yes. response:	Umm... You're Yukina's classmate, right?
context: Wait... Huh?\Ah, you're Yukina-chan's senpai!\Hello. Umm... Is Akatsuki Kojou here?\Umm... He said that he would visit Yazecchi... one of his friends in the hospital,\so he's not home yet.\So Yukina should be with him as well, right?\Yes.\Umm... You're Yukina's classmate, right? response:	How has she been, recently?
context: Ah, you're Yukina-chan's senpai!\Hello. Umm... Is Akatsuki Kojou here?\Umm... He said that he would visit Yazecchi... one of his friends in the hospital,\so he's not home yet.\So Yukina should be with him as well, right?\Yes.\Umm... You're Yukina's classmate, right?\How has she been, recently? response:	Has she been acting differently in any way?
context: Hello. Umm... Is Akatsuki Kojou here?\Umm... He said that he would visit Yazecchi... one of his friends in the hospital,\so he's not home yet.\So Yukina should be with him as well, right?\Yes.\Umm... You're Yukina's classmate, right?\How has she been, recently?\Has she been acting differently in any way? response:	Not really...
context: Umm... He said that he would visit Yazecchi... one of his friends in the hospital,\so he's not home yet.\So Yukina should be with him as well, right?\Yes.\Umm... You're Yukina's classmate, right?\How has she been, recently?\Has she been acting differently in any way?\Not really... response:	Ah, I think she hasn't had much of an appetite lately.
context: so he's not home yet.\So Yukina should be with him as well, right?\Yes.\Umm... You're Yukina's classmate, right?\How has she been, recently?\Has she been acting differently in any way?\Not really...\Ah, I think she hasn't had much of an appetite lately. response:	She didn't eat much last night...
context: So Yukina should be with him as well, right?\Yes.\Umm... You're Yukina's classmate, right?\How has she been, recently?\Has she been acting differently in any way?\Not really...\Ah, I think she hasn't had much of an appetite lately.\She didn't eat much last night... response:	Also, she said she felt nauseous and only drank Lemon Squash for lunch today.
context: Yes.\Umm... You're Yukina's classmate, right?\How has she been, recently?\Has she been acting differently in any way?\Not really...\Ah, I think she hasn't had much of an appetite lately.\She didn't eat much last night...\Also, she said she felt nauseous and only drank Lemon Squash for lunch today. response:	I knew it!
context: Umm... You're Yukina's classmate, right?\How has she been, recently?\Has she been acting differently in any way?\Not really...\Ah, I think she hasn't had much of an appetite lately.\She didn't eat much last night...\Also, she said she felt nauseous and only drank Lemon Squash for lunch today.\I knew it! response:	Akatsuki Kojou, you idiot!
context: How has she been, recently?\Has she been acting differently in any way?\Not really...\Ah, I think she hasn't had much of an appetite lately.\She didn't eat much last night...\Also, she said she felt nauseous and only drank Lemon Squash for lunch today.\I knew it!\Akatsuki Kojou, you idiot! response:	What have you done to my Yukina!?
context: Has she been acting differently in any way?\Not really...\Ah, I think she hasn't had much of an appetite lately.\She didn't eat much last night...\Also, she said she felt nauseous and only drank Lemon Squash for lunch today.\I knew it!\Akatsuki Kojou, you idiot!\What have you done to my Yukina!? response:	Did Kojou-kun do something to Yukina-chan?
context: Not really...\Ah, I think she hasn't had much of an appetite lately.\She didn't eat much last night...\Also, she said she felt nauseous and only drank Lemon Squash for lunch today.\I knew it!\Akatsuki Kojou, you idiot!\What have you done to my Yukina!?\Did Kojou-kun do something to Yukina-chan? response:	I have no time to lose.
context: Ah, I think she hasn't had much of an appetite lately.\She didn't eat much last night...\Also, she said she felt nauseous and only drank Lemon Squash for lunch today.\I knew it!\Akatsuki Kojou, you idiot!\What have you done to my Yukina!?\Did Kojou-kun do something to Yukina-chan?\I have no time to lose. response:	I need to find Yukina right away!
context: She didn't eat much last night...\Also, she said she felt nauseous and only drank Lemon Squash for lunch today.\I knew it!\Akatsuki Kojou, you idiot!\What have you done to my Yukina!?\Did Kojou-kun do something to Yukina-chan?\I have no time to lose.\I need to find Yukina right away! response:	Thank you. Sorry for bothering you.
context: Also, she said she felt nauseous and only drank Lemon Squash for lunch today.\I knew it!\Akatsuki Kojou, you idiot!\What have you done to my Yukina!?\Did Kojou-kun do something to Yukina-chan?\I have no time to lose.\I need to find Yukina right away!\Thank you. Sorry for bothering you. response:	Ah, hang on!
context: I knew it!\Akatsuki Kojou, you idiot!\What have you done to my Yukina!?\Did Kojou-kun do something to Yukina-chan?\I have no time to lose.\I need to find Yukina right away!\Thank you. Sorry for bothering you.\Ah, hang on! response:	What's this?
context: Akatsuki Kojou, you idiot!\What have you done to my Yukina!?\Did Kojou-kun do something to Yukina-chan?\I have no time to lose.\I need to find Yukina right away!\Thank you. Sorry for bothering you.\Ah, hang on!\What's this? response:	A test kit?
context: What have you done to my Yukina!?\Did Kojou-kun do something to Yukina-chan?\I have no time to lose.\I need to find Yukina right away!\Thank you. Sorry for bothering you.\Ah, hang on!\What's this?\A test kit? response:	Wait... It's positive!?
context: Did Kojou-kun do something to Yukina-chan?\I have no time to lose.\I need to find Yukina right away!\Thank you. Sorry for bothering you.\Ah, hang on!\What's this?\A test kit?\Wait... It's positive!? response:	I had no idea that Nyanko-sensei was actually such a beauty.
context: I have no time to lose.\I need to find Yukina right away!\Thank you. Sorry for bothering you.\Ah, hang on!\What's this?\A test kit?\Wait... It's positive!?\I had no idea that Nyanko-sensei was actually such a beauty. response:	Why did she attack you, Himeragi?
context: I need to find Yukina right away!\Thank you. Sorry for bothering you.\Ah, hang on!\What's this?\A test kit?\Wait... It's positive!?\I had no idea that Nyanko-sensei was actually such a beauty.\Why did she attack you, Himeragi? response:	Don't you think it was a little over the top for just testing a student?
context: Thank you. Sorry for bothering you.\Ah, hang on!\What's this?\A test kit?\Wait... It's positive!?\I had no idea that Nyanko-sensei was actually such a beauty.\Why did she attack you, Himeragi?\Don't you think it was a little over the top for just testing a student? response:	I think Shike-sama was trying to drive me into a corner.
context: Ah, hang on!\What's this?\A test kit?\Wait... It's positive!?\I had no idea that Nyanko-sensei was actually such a beauty.\Why did she attack you, Himeragi?\Don't you think it was a little over the top for just testing a student?\I think Shike-sama was trying to drive me into a corner. response:	She wanted to push me to the brink...
context: What's this?\A test kit?\Wait... It's positive!?\I had no idea that Nyanko-sensei was actually such a beauty.\Why did she attack you, Himeragi?\Don't you think it was a little over the top for just testing a student?\I think Shike-sama was trying to drive me into a corner.\She wanted to push me to the brink... response:	To make you fight seriously, Himeragi?
context: A test kit?\Wait... It's positive!?\I had no idea that Nyanko-sensei was actually such a beauty.\Why did she attack you, Himeragi?\Don't you think it was a little over the top for just testing a student?\I think Shike-sama was trying to drive me into a corner.\She wanted to push me to the brink...\To make you fight seriously, Himeragi? response:	Any reason why she had to go that far?
context: Wait... It's positive!?\I had no idea that Nyanko-sensei was actually such a beauty.\Why did she attack you, Himeragi?\Don't you think it was a little over the top for just testing a student?\I think Shike-sama was trying to drive me into a corner.\She wanted to push me to the brink...\To make you fight seriously, Himeragi?\Any reason why she had to go that far? response:	Yes, I think so.
context: I had no idea that Nyanko-sensei was actually such a beauty.\Why did she attack you, Himeragi?\Don't you think it was a little over the top for just testing a student?\I think Shike-sama was trying to drive me into a corner.\She wanted to push me to the brink...\To make you fight seriously, Himeragi?\Any reason why she had to go that far?\Yes, I think so. response:	Oh well.
context: Why did she attack you, Himeragi?\Don't you think it was a little over the top for just testing a student?\I think Shike-sama was trying to drive me into a corner.\She wanted to push me to the brink...\To make you fight seriously, Himeragi?\Any reason why she had to go that far?\Yes, I think so.\Oh well. response:	Anyway, Himeragi, do you feel cold?
context: Don't you think it was a little over the top for just testing a student?\I think Shike-sama was trying to drive me into a corner.\She wanted to push me to the brink...\To make you fight seriously, Himeragi?\Any reason why she had to go that far?\Yes, I think so.\Oh well.\Anyway, Himeragi, do you feel cold? response:	If it keeps raining for a while...
context: I think Shike-sama was trying to drive me into a corner.\She wanted to push me to the brink...\To make you fight seriously, Himeragi?\Any reason why she had to go that far?\Yes, I think so.\Oh well.\Anyway, Himeragi, do you feel cold?\If it keeps raining for a while... response:	H-Himeragi?
context: She wanted to push me to the brink...\To make you fight seriously, Himeragi?\Any reason why she had to go that far?\Yes, I think so.\Oh well.\Anyway, Himeragi, do you feel cold?\If it keeps raining for a while...\H-Himeragi? response:	Senpai.
context: To make you fight seriously, Himeragi?\Any reason why she had to go that far?\Yes, I think so.\Oh well.\Anyway, Himeragi, do you feel cold?\If it keeps raining for a while...\H-Himeragi?\Senpai. response:	I don't want to go home tonight.
context: Any reason why she had to go that far?\Yes, I think so.\Oh well.\Anyway, Himeragi, do you feel cold?\If it keeps raining for a while...\H-Himeragi?\Senpai.\I don't want to go home tonight. response:	Wait, what!?
context: Yes, I think so.\Oh well.\Anyway, Himeragi, do you feel cold?\If it keeps raining for a while...\H-Himeragi?\Senpai.\I don't want to go home tonight.\Wait, what!? response:	That's... That's a strange way to put it.
context: Oh well.\Anyway, Himeragi, do you feel cold?\If it keeps raining for a while...\H-Himeragi?\Senpai.\I don't want to go home tonight.\Wait, what!?\That's... That's a strange way to put it. response:	Besides, you live alone...
context: Anyway, Himeragi, do you feel cold?\If it keeps raining for a while...\H-Himeragi?\Senpai.\I don't want to go home tonight.\Wait, what!?\That's... That's a strange way to put it.\Besides, you live alone... response:	That house belongs to the Lion King Organization.
context: If it keeps raining for a while...\H-Himeragi?\Senpai.\I don't want to go home tonight.\Wait, what!?\That's... That's a strange way to put it.\Besides, you live alone...\That house belongs to the Lion King Organization. response:	Since I disobeyed Shike-sama, I'm sure it has been occupied by pursuers already.
context: H-Himeragi?\Senpai.\I don't want to go home tonight.\Wait, what!?\That's... That's a strange way to put it.\Besides, you live alone...\That house belongs to the Lion King Organization.\Since I disobeyed Shike-sama, I'm sure it has been occupied by pursuers already. response:	Ah... So that's what you meant by not wanting to go home.
context: Senpai.\I don't want to go home tonight.\Wait, what!?\That's... That's a strange way to put it.\Besides, you live alone...\That house belongs to the Lion King Organization.\Since I disobeyed Shike-sama, I'm sure it has been occupied by pursuers already.\Ah... So that's what you meant by not wanting to go home. response:	But why is the Lion King Organization after you?
context: I don't want to go home tonight.\Wait, what!?\That's... That's a strange way to put it.\Besides, you live alone...\That house belongs to the Lion King Organization.\Since I disobeyed Shike-sama, I'm sure it has been occupied by pursuers already.\Ah... So that's what you meant by not wanting to go home.\But why is the Lion King Organization after you? response:	I know why they think that I am dangerous.
context: Wait, what!?\That's... That's a strange way to put it.\Besides, you live alone...\That house belongs to the Lion King Organization.\Since I disobeyed Shike-sama, I'm sure it has been occupied by pursuers already.\Ah... So that's what you meant by not wanting to go home.\But why is the Lion King Organization after you?\I know why they think that I am dangerous. response:	Sorry, I said something selfish.
context: That's... That's a strange way to put it.\Besides, you live alone...\That house belongs to the Lion King Organization.\Since I disobeyed Shike-sama, I'm sure it has been occupied by pursuers already.\Ah... So that's what you meant by not wanting to go home.\But why is the Lion King Organization after you?\I know why they think that I am dangerous.\Sorry, I said something selfish. response:	Senpai, please go home without me.
context: Besides, you live alone...\That house belongs to the Lion King Organization.\Since I disobeyed Shike-sama, I'm sure it has been occupied by pursuers already.\Ah... So that's what you meant by not wanting to go home.\But why is the Lion King Organization after you?\I know why they think that I am dangerous.\Sorry, I said something selfish.\Senpai, please go home without me. response:	Without you... What are you planning to do, Himeragi?
context: That house belongs to the Lion King Organization.\Since I disobeyed Shike-sama, I'm sure it has been occupied by pursuers already.\Ah... So that's what you meant by not wanting to go home.\But why is the Lion King Organization after you?\I know why they think that I am dangerous.\Sorry, I said something selfish.\Senpai, please go home without me.\Without you... What are you planning to do, Himeragi? response:	I can't go back to that house anymore.
context: Since I disobeyed Shike-sama, I'm sure it has been occupied by pursuers already.\Ah... So that's what you meant by not wanting to go home.\But why is the Lion King Organization after you?\I know why they think that I am dangerous.\Sorry, I said something selfish.\Senpai, please go home without me.\Without you... What are you planning to do, Himeragi?\I can't go back to that house anymore. response:	But don't worry, I'm still keeping an eye on you, Senpai.
context: Ah... So that's what you meant by not wanting to go home.\But why is the Lion King Organization after you?\I know why they think that I am dangerous.\Sorry, I said something selfish.\Senpai, please go home without me.\Without you... What are you planning to do, Himeragi?\I can't go back to that house anymore.\But don't worry, I'm still keeping an eye on you, Senpai. response:	I'll keep watching over you, until the end!
context: But why is the Lion King Organization after you?\I know why they think that I am dangerous.\Sorry, I said something selfish.\Senpai, please go home without me.\Without you... What are you planning to do, Himeragi?\I can't go back to that house anymore.\But don't worry, I'm still keeping an eye on you, Senpai.\I'll keep watching over you, until the end! response:	Is that supposed to make me feel better?
context: I know why they think that I am dangerous.\Sorry, I said something selfish.\Senpai, please go home without me.\Without you... What are you planning to do, Himeragi?\I can't go back to that house anymore.\But don't worry, I'm still keeping an eye on you, Senpai.\I'll keep watching over you, until the end!\Is that supposed to make me feel better? response:	You're scaring me!
context: Sorry, I said something selfish.\Senpai, please go home without me.\Without you... What are you planning to do, Himeragi?\I can't go back to that house anymore.\But don't worry, I'm still keeping an eye on you, Senpai.\I'll keep watching over you, until the end!\Is that supposed to make me feel better?\You're scaring me! response:	Oh well, we don't have school tomorrow anyway.
context: Senpai, please go home without me.\Without you... What are you planning to do, Himeragi?\I can't go back to that house anymore.\But don't worry, I'm still keeping an eye on you, Senpai.\I'll keep watching over you, until the end!\Is that supposed to make me feel better?\You're scaring me!\Oh well, we don't have school tomorrow anyway. response:	Want to go for some karaoke?
context: Without you... What are you planning to do, Himeragi?\I can't go back to that house anymore.\But don't worry, I'm still keeping an eye on you, Senpai.\I'll keep watching over you, until the end!\Is that supposed to make me feel better?\You're scaring me!\Oh well, we don't have school tomorrow anyway.\Want to go for some karaoke? response:	Karaoke?
context: I can't go back to that house anymore.\But don't worry, I'm still keeping an eye on you, Senpai.\I'll keep watching over you, until the end!\Is that supposed to make me feel better?\You're scaring me!\Oh well, we don't have school tomorrow anyway.\Want to go for some karaoke?\Karaoke? response:	You don't know what that is?
context: But don't worry, I'm still keeping an eye on you, Senpai.\I'll keep watching over you, until the end!\Is that supposed to make me feel better?\You're scaring me!\Oh well, we don't have school tomorrow anyway.\Want to go for some karaoke?\Karaoke?\You don't know what that is? response:	Of course I do! I've gone twice, with Nagisa-chan and others.
context: I'll keep watching over you, until the end!\Is that supposed to make me feel better?\You're scaring me!\Oh well, we don't have school tomorrow anyway.\Want to go for some karaoke?\Karaoke?\You don't know what that is?\Of course I do! I've gone twice, with Nagisa-chan and others. response:	That's good. Let's go together.
context: Is that supposed to make me feel better?\You're scaring me!\Oh well, we don't have school tomorrow anyway.\Want to go for some karaoke?\Karaoke?\You don't know what that is?\Of course I do! I've gone twice, with Nagisa-chan and others.\That's good. Let's go together. response:	Umm... I don't know any of the popular songs...
context: You're scaring me!\Oh well, we don't have school tomorrow anyway.\Want to go for some karaoke?\Karaoke?\You don't know what that is?\Of course I do! I've gone twice, with Nagisa-chan and others.\That's good. Let's go together.\Umm... I don't know any of the popular songs... response:	And I can't sing like Aiba-senpai...
context: Oh well, we don't have school tomorrow anyway.\Want to go for some karaoke?\Karaoke?\You don't know what that is?\Of course I do! I've gone twice, with Nagisa-chan and others.\That's good. Let's go together.\Umm... I don't know any of the popular songs...\And I can't sing like Aiba-senpai... response:	I'm sorry! I didn't meant to...!
context: Want to go for some karaoke?\Karaoke?\You don't know what that is?\Of course I do! I've gone twice, with Nagisa-chan and others.\That's good. Let's go together.\Umm... I don't know any of the popular songs...\And I can't sing like Aiba-senpai...\I'm sorry! I didn't meant to...! response:	Why are you apologizing for that, Himeragi?
context: Karaoke?\You don't know what that is?\Of course I do! I've gone twice, with Nagisa-chan and others.\That's good. Let's go together.\Umm... I don't know any of the popular songs...\And I can't sing like Aiba-senpai...\I'm sorry! I didn't meant to...!\Why are you apologizing for that, Himeragi? response:	And besides, the one doing the singing is a fake.
context: You don't know what that is?\Of course I do! I've gone twice, with Nagisa-chan and others.\That's good. Let's go together.\Umm... I don't know any of the popular songs...\And I can't sing like Aiba-senpai...\I'm sorry! I didn't meant to...!\Why are you apologizing for that, Himeragi?\And besides, the one doing the singing is a fake. response:	The real one is apparently terrible at singing.
context: Of course I do! I've gone twice, with Nagisa-chan and others.\That's good. Let's go together.\Umm... I don't know any of the popular songs...\And I can't sing like Aiba-senpai...\I'm sorry! I didn't meant to...!\Why are you apologizing for that, Himeragi?\And besides, the one doing the singing is a fake.\The real one is apparently terrible at singing. response:	Senpai...
context: That's good. Let's go together.\Umm... I don't know any of the popular songs...\And I can't sing like Aiba-senpai...\I'm sorry! I didn't meant to...!\Why are you apologizing for that, Himeragi?\And besides, the one doing the singing is a fake.\The real one is apparently terrible at singing.\Senpai... response:	Alright then, we're going to karaoke!
context: Umm... I don't know any of the popular songs...\And I can't sing like Aiba-senpai...\I'm sorry! I didn't meant to...!\Why are you apologizing for that, Himeragi?\And besides, the one doing the singing is a fake.\The real one is apparently terrible at singing.\Senpai...\Alright then, we're going to karaoke! response:	But how about we eat some ramen first?
context: And I can't sing like Aiba-senpai...\I'm sorry! I didn't meant to...!\Why are you apologizing for that, Himeragi?\And besides, the one doing the singing is a fake.\The real one is apparently terrible at singing.\Senpai...\Alright then, we're going to karaoke!\But how about we eat some ramen first? response:	After all that happened, I'm hungry.
context: I'm sorry! I didn't meant to...!\Why are you apologizing for that, Himeragi?\And besides, the one doing the singing is a fake.\The real one is apparently terrible at singing.\Senpai...\Alright then, we're going to karaoke!\But how about we eat some ramen first?\After all that happened, I'm hungry. response:	That's right... If it's noodles, I might be able to eat it too.
context: Why are you apologizing for that, Himeragi?\And besides, the one doing the singing is a fake.\The real one is apparently terrible at singing.\Senpai...\Alright then, we're going to karaoke!\But how about we eat some ramen first?\After all that happened, I'm hungry.\That's right... If it's noodles, I might be able to eat it too. response:	That's decided, then.
context: And besides, the one doing the singing is a fake.\The real one is apparently terrible at singing.\Senpai...\Alright then, we're going to karaoke!\But how about we eat some ramen first?\After all that happened, I'm hungry.\That's right... If it's noodles, I might be able to eat it too.\That's decided, then. response:	Asagi told me about a good shop that's not too far from here...
context: The real one is apparently terrible at singing.\Senpai...\Alright then, we're going to karaoke!\But how about we eat some ramen first?\After all that happened, I'm hungry.\That's right... If it's noodles, I might be able to eat it too.\That's decided, then.\Asagi told me about a good shop that's not too far from here... response:	It's called... let's see...
context: Senpai...\Alright then, we're going to karaoke!\But how about we eat some ramen first?\After all that happened, I'm hungry.\That's right... If it's noodles, I might be able to eat it too.\That's decided, then.\Asagi told me about a good shop that's not too far from here...\It's called... let's see... response:	Oh yeah, Itogami Noodle House.
context: Alright then, we're going to karaoke!\But how about we eat some ramen first?\After all that happened, I'm hungry.\That's right... If it's noodles, I might be able to eat it too.\That's decided, then.\Asagi told me about a good shop that's not too far from here...\It's called... let's see...\Oh yeah, Itogami Noodle House. response:	Two people, yes? Thanks for waiting!
context: But how about we eat some ramen first?\After all that happened, I'm hungry.\That's right... If it's noodles, I might be able to eat it too.\That's decided, then.\Asagi told me about a good shop that's not too far from here...\It's called... let's see...\Oh yeah, Itogami Noodle House.\Two people, yes? Thanks for waiting! response:	Would you mind sharing a table with someone else?
context: After all that happened, I'm hungry.\That's right... If it's noodles, I might be able to eat it too.\That's decided, then.\Asagi told me about a good shop that's not too far from here...\It's called... let's see...\Oh yeah, Itogami Noodle House.\Two people, yes? Thanks for waiting!\Would you mind sharing a table with someone else? response:	We don't really mind, but...
context: That's right... If it's noodles, I might be able to eat it too.\That's decided, then.\Asagi told me about a good shop that's not too far from here...\It's called... let's see...\Oh yeah, Itogami Noodle House.\Two people, yes? Thanks for waiting!\Would you mind sharing a table with someone else?\We don't really mind, but... response:	There seem to be a bunch of people waiting in line ahead of us.
context: That's decided, then.\Asagi told me about a good shop that's not too far from here...\It's called... let's see...\Oh yeah, Itogami Noodle House.\Two people, yes? Thanks for waiting!\Would you mind sharing a table with someone else?\We don't really mind, but...\There seem to be a bunch of people waiting in line ahead of us. response:	About that... they refused to share a table, so...
context: Asagi told me about a good shop that's not too far from here...\It's called... let's see...\Oh yeah, Itogami Noodle House.\Two people, yes? Thanks for waiting!\Would you mind sharing a table with someone else?\We don't really mind, but...\There seem to be a bunch of people waiting in line ahead of us.\About that... they refused to share a table, so... response:	Boyfriend-dono!
context: It's called... let's see...\Oh yeah, Itogami Noodle House.\Two people, yes? Thanks for waiting!\Would you mind sharing a table with someone else?\We don't really mind, but...\There seem to be a bunch of people waiting in line ahead of us.\About that... they refused to share a table, so...\Boyfriend-dono! response:	If it isn't Boyfriend-dono!
context: Oh yeah, Itogami Noodle House.\Two people, yes? Thanks for waiting!\Would you mind sharing a table with someone else?\We don't really mind, but...\There seem to be a bunch of people waiting in line ahead of us.\About that... they refused to share a table, so...\Boyfriend-dono!\If it isn't Boyfriend-dono! response:	You are Empress-dono's boyfriend, are you not?
context: Two people, yes? Thanks for waiting!\Would you mind sharing a table with someone else?\We don't really mind, but...\There seem to be a bunch of people waiting in line ahead of us.\About that... they refused to share a table, so...\Boyfriend-dono!\If it isn't Boyfriend-dono!\You are Empress-dono's boyfriend, are you not? response:	This one is called Lydianne Didier!
context: Would you mind sharing a table with someone else?\We don't really mind, but...\There seem to be a bunch of people waiting in line ahead of us.\About that... they refused to share a table, so...\Boyfriend-dono!\If it isn't Boyfriend-dono!\You are Empress-dono's boyfriend, are you not?\This one is called Lydianne Didier! response:	Do you not remember me?
context: We don't really mind, but...\There seem to be a bunch of people waiting in line ahead of us.\About that... they refused to share a table, so...\Boyfriend-dono!\If it isn't Boyfriend-dono!\You are Empress-dono's boyfriend, are you not?\This one is called Lydianne Didier!\Do you not remember me? response:	Ah! You're Asagi's friend!
context: There seem to be a bunch of people waiting in line ahead of us.\About that... they refused to share a table, so...\Boyfriend-dono!\If it isn't Boyfriend-dono!\You are Empress-dono's boyfriend, are you not?\This one is called Lydianne Didier!\Do you not remember me?\Ah! You're Asagi's friend! response:	This one is vexed, Boyfriend-dono.
context: About that... they refused to share a table, so...\Boyfriend-dono!\If it isn't Boyfriend-dono!\You are Empress-dono's boyfriend, are you not?\This one is called Lydianne Didier!\Do you not remember me?\Ah! You're Asagi's friend!\This one is vexed, Boyfriend-dono. response:	Due to this one's lack of strength, Empress-dono is...!
context: Boyfriend-dono!\If it isn't Boyfriend-dono!\You are Empress-dono's boyfriend, are you not?\This one is called Lydianne Didier!\Do you not remember me?\Ah! You're Asagi's friend!\This one is vexed, Boyfriend-dono.\Due to this one's lack of strength, Empress-dono is...! response:	There is no choice but to rip through this abdomen of mine-
context: If it isn't Boyfriend-dono!\You are Empress-dono's boyfriend, are you not?\This one is called Lydianne Didier!\Do you not remember me?\Ah! You're Asagi's friend!\This one is vexed, Boyfriend-dono.\Due to this one's lack of strength, Empress-dono is...!\There is no choice but to rip through this abdomen of mine- response:	Wait!
context: You are Empress-dono's boyfriend, are you not?\This one is called Lydianne Didier!\Do you not remember me?\Ah! You're Asagi's friend!\This one is vexed, Boyfriend-dono.\Due to this one's lack of strength, Empress-dono is...!\There is no choice but to rip through this abdomen of mine-\Wait! response:	What the hell are you doing all of a sudden!
context: This one is called Lydianne Didier!\Do you not remember me?\Ah! You're Asagi's friend!\This one is vexed, Boyfriend-dono.\Due to this one's lack of strength, Empress-dono is...!\There is no choice but to rip through this abdomen of mine-\Wait!\What the hell are you doing all of a sudden! response:	Do not stop me, Boyfriend-dono!
context: Do you not remember me?\Ah! You're Asagi's friend!\This one is vexed, Boyfriend-dono.\Due to this one's lack of strength, Empress-dono is...!\There is no choice but to rip through this abdomen of mine-\Wait!\What the hell are you doing all of a sudden!\Do not stop me, Boyfriend-dono! response:	Let go, dammit!
context: Ah! You're Asagi's friend!\This one is vexed, Boyfriend-dono.\Due to this one's lack of strength, Empress-dono is...!\There is no choice but to rip through this abdomen of mine-\Wait!\What the hell are you doing all of a sudden!\Do not stop me, Boyfriend-dono!\Let go, dammit! response:	You can't do that with chopsticks anyway!
context: This one is vexed, Boyfriend-dono.\Due to this one's lack of strength, Empress-dono is...!\There is no choice but to rip through this abdomen of mine-\Wait!\What the hell are you doing all of a sudden!\Do not stop me, Boyfriend-dono!\Let go, dammit!\You can't do that with chopsticks anyway! response:	No matter how far Lydianne has fallen, she is still a warrior!
context: Due to this one's lack of strength, Empress-dono is...!\There is no choice but to rip through this abdomen of mine-\Wait!\What the hell are you doing all of a sudden!\Do not stop me, Boyfriend-dono!\Let go, dammit!\You can't do that with chopsticks anyway!\No matter how far Lydianne has fallen, she is still a warrior! response:	Stop making such a racket, you fools.
context: There is no choice but to rip through this abdomen of mine-\Wait!\What the hell are you doing all of a sudden!\Do not stop me, Boyfriend-dono!\Let go, dammit!\You can't do that with chopsticks anyway!\No matter how far Lydianne has fallen, she is still a warrior!\Stop making such a racket, you fools. response:	You're being rude to the owner of the shop.
context: Wait!\What the hell are you doing all of a sudden!\Do not stop me, Boyfriend-dono!\Let go, dammit!\You can't do that with chopsticks anyway!\No matter how far Lydianne has fallen, she is still a warrior!\Stop making such a racket, you fools.\You're being rude to the owner of the shop. response:	If you wish to consume ramen, then sit.
context: What the hell are you doing all of a sudden!\Do not stop me, Boyfriend-dono!\Let go, dammit!\You can't do that with chopsticks anyway!\No matter how far Lydianne has fallen, she is still a warrior!\Stop making such a racket, you fools.\You're being rude to the owner of the shop.\If you wish to consume ramen, then sit. response:	If not, then leave!
context: Do not stop me, Boyfriend-dono!\Let go, dammit!\You can't do that with chopsticks anyway!\No matter how far Lydianne has fallen, she is still a warrior!\Stop making such a racket, you fools.\You're being rude to the owner of the shop.\If you wish to consume ramen, then sit.\If not, then leave! response:	T-That's right. My bad.
