context: So, Lucy... You're actually a daughter of a really rich family. response:	And you ran away from home, right?
context: So... Is he safe?\Father!\Lucy?\Don't tell me...you just came to town?\I don't have any money, so I walked all the way here.\So all that was for nothing?\And wait... You wanted to borrow 100,000 for traveling money?\What kind of warped sense of prices do you have? response:	Why are you here?
context: Father!\Lucy?\Don't tell me...you just came to town?\I don't have any money, so I walked all the way here.\So all that was for nothing?\And wait... You wanted to borrow 100,000 for traveling money?\What kind of warped sense of prices do you have?\Why are you here? response:	Why? Because I heard that the guild you were headed to was attacked!
context: Lucy?\Don't tell me...you just came to town?\I don't have any money, so I walked all the way here.\So all that was for nothing?\And wait... You wanted to borrow 100,000 for traveling money?\What kind of warped sense of prices do you have?\Why are you here?\Why? Because I heard that the guild you were headed to was attacked! response:	Everything is fine now.
context: Don't tell me...you just came to town?\I don't have any money, so I walked all the way here.\So all that was for nothing?\And wait... You wanted to borrow 100,000 for traveling money?\What kind of warped sense of prices do you have?\Why are you here?\Why? Because I heard that the guild you were headed to was attacked!\Everything is fine now. response:	Please take it easy!
context: I don't have any money, so I walked all the way here.\So all that was for nothing?\And wait... You wanted to borrow 100,000 for traveling money?\What kind of warped sense of prices do you have?\Why are you here?\Why? Because I heard that the guild you were headed to was attacked!\Everything is fine now.\Please take it easy! response:	Captain, a number have escaped!
context: So all that was for nothing?\And wait... You wanted to borrow 100,000 for traveling money?\What kind of warped sense of prices do you have?\Why are you here?\Why? Because I heard that the guild you were headed to was attacked!\Everything is fine now.\Please take it easy!\Captain, a number have escaped! response:	You came here worried for your dad?
context: And wait... You wanted to borrow 100,000 for traveling money?\What kind of warped sense of prices do you have?\Why are you here?\Why? Because I heard that the guild you were headed to was attacked!\Everything is fine now.\Please take it easy!\Captain, a number have escaped!\You came here worried for your dad? response:	As if! I'm outta here!
context: What kind of warped sense of prices do you have?\Why are you here?\Why? Because I heard that the guild you were headed to was attacked!\Everything is fine now.\Please take it easy!\Captain, a number have escaped!\You came here worried for your dad?\As if! I'm outta here! response:	I see...
context: Why are you here?\Why? Because I heard that the guild you were headed to was attacked!\Everything is fine now.\Please take it easy!\Captain, a number have escaped!\You came here worried for your dad?\As if! I'm outta here!\I see... response:	Thank you...
context: Why? Because I heard that the guild you were headed to was attacked!\Everything is fine now.\Please take it easy!\Captain, a number have escaped!\You came here worried for your dad?\As if! I'm outta here!\I see...\Thank you... response:	Don't get any strange ideas.
context: Everything is fine now.\Please take it easy!\Captain, a number have escaped!\You came here worried for your dad?\As if! I'm outta here!\I see...\Thank you...\Don't get any strange ideas. response:	It's not like I've forgiven you.
context: Please take it easy!\Captain, a number have escaped!\You came here worried for your dad?\As if! I'm outta here!\I see...\Thank you...\Don't get any strange ideas.\It's not like I've forgiven you. response:	Yes, that's fine.
context: Captain, a number have escaped!\You came here worried for your dad?\As if! I'm outta here!\I see...\Thank you...\Don't get any strange ideas.\It's not like I've forgiven you.\Yes, that's fine. response:	It's only natural.
context: You came here worried for your dad?\As if! I'm outta here!\I see...\Thank you...\Don't get any strange ideas.\It's not like I've forgiven you.\Yes, that's fine.\It's only natural. response:	You have traveled quite a long way, indeed.
context: As if! I'm outta here!\I see...\Thank you...\Don't get any strange ideas.\It's not like I've forgiven you.\Yes, that's fine.\It's only natural.\You have traveled quite a long way, indeed. response:	I've also had a lot of time to think.
context: I see...\Thank you...\Don't get any strange ideas.\It's not like I've forgiven you.\Yes, that's fine.\It's only natural.\You have traveled quite a long way, indeed.\I've also had a lot of time to think. response:	I apologize about yesterday.
context: Thank you...\Don't get any strange ideas.\It's not like I've forgiven you.\Yes, that's fine.\It's only natural.\You have traveled quite a long way, indeed.\I've also had a lot of time to think.\I apologize about yesterday. response:	I wasn't thinking straight.
context: Don't get any strange ideas.\It's not like I've forgiven you.\Yes, that's fine.\It's only natural.\You have traveled quite a long way, indeed.\I've also had a lot of time to think.\I apologize about yesterday.\I wasn't thinking straight. response:	I regret what I did. It's shameful.
context: It's not like I've forgiven you.\Yes, that's fine.\It's only natural.\You have traveled quite a long way, indeed.\I've also had a lot of time to think.\I apologize about yesterday.\I wasn't thinking straight.\I regret what I did. It's shameful. response:	I'm going to change who I am.
context: Yes, that's fine.\It's only natural.\You have traveled quite a long way, indeed.\I've also had a lot of time to think.\I apologize about yesterday.\I wasn't thinking straight.\I regret what I did. It's shameful.\I'm going to change who I am. response:	Even without money, I made it here.
context: It's only natural.\You have traveled quite a long way, indeed.\I've also had a lot of time to think.\I apologize about yesterday.\I wasn't thinking straight.\I regret what I did. It's shameful.\I'm going to change who I am.\Even without money, I made it here. response:	I'm sure I can do anything.
context: You have traveled quite a long way, indeed.\I've also had a lot of time to think.\I apologize about yesterday.\I wasn't thinking straight.\I regret what I did. It's shameful.\I'm going to change who I am.\Even without money, I made it here.\I'm sure I can do anything. response:	This guild is the place I met Layla... I mean, your mother.
context: I've also had a lot of time to think.\I apologize about yesterday.\I wasn't thinking straight.\I regret what I did. It's shameful.\I'm going to change who I am.\Even without money, I made it here.\I'm sure I can do anything.\This guild is the place I met Layla... I mean, your mother. response:	When I was thinking about going independent,
context: I apologize about yesterday.\I wasn't thinking straight.\I regret what I did. It's shameful.\I'm going to change who I am.\Even without money, I made it here.\I'm sure I can do anything.\This guild is the place I met Layla... I mean, your mother.\When I was thinking about going independent, response:	that was right when you were in your mother's stomach.
context: I wasn't thinking straight.\I regret what I did. It's shameful.\I'm going to change who I am.\Even without money, I made it here.\I'm sure I can do anything.\This guild is the place I met Layla... I mean, your mother.\When I was thinking about going independent,\that was right when you were in your mother's stomach. response:	The two of us quit the guild.
context: I regret what I did. It's shameful.\I'm going to change who I am.\Even without money, I made it here.\I'm sure I can do anything.\This guild is the place I met Layla... I mean, your mother.\When I was thinking about going independent,\that was right when you were in your mother's stomach.\The two of us quit the guild. response:	But right then, the guild's signboard broke.
context: I'm going to change who I am.\Even without money, I made it here.\I'm sure I can do anything.\This guild is the place I met Layla... I mean, your mother.\When I was thinking about going independent,\that was right when you were in your mother's stomach.\The two of us quit the guild.\But right then, the guild's signboard broke. response:	Lucky turned into Lucy.
context: Even without money, I made it here.\I'm sure I can do anything.\This guild is the place I met Layla... I mean, your mother.\When I was thinking about going independent,\that was right when you were in your mother's stomach.\The two of us quit the guild.\But right then, the guild's signboard broke.\Lucky turned into Lucy. response:	That was quite a strange thing.
context: I'm sure I can do anything.\This guild is the place I met Layla... I mean, your mother.\When I was thinking about going independent,\that was right when you were in your mother's stomach.\The two of us quit the guild.\But right then, the guild's signboard broke.\Lucky turned into Lucy.\That was quite a strange thing. response:	The two of us decided that if we had a daughter to name her Lucy.
context: This guild is the place I met Layla... I mean, your mother.\When I was thinking about going independent,\that was right when you were in your mother's stomach.\The two of us quit the guild.\But right then, the guild's signboard broke.\Lucky turned into Lucy.\That was quite a strange thing.\The two of us decided that if we had a daughter to name her Lucy. response:	What?
context: When I was thinking about going independent,\that was right when you were in your mother's stomach.\The two of us quit the guild.\But right then, the guild's signboard broke.\Lucky turned into Lucy.\That was quite a strange thing.\The two of us decided that if we had a daughter to name her Lucy.\What? response:	Don't decide your daughter's name on a whim like that.
context: that was right when you were in your mother's stomach.\The two of us quit the guild.\But right then, the guild's signboard broke.\Lucky turned into Lucy.\That was quite a strange thing.\The two of us decided that if we had a daughter to name her Lucy.\What?\Don't decide your daughter's name on a whim like that. response:	You're right.
context: The two of us quit the guild.\But right then, the guild's signboard broke.\Lucky turned into Lucy.\That was quite a strange thing.\The two of us decided that if we had a daughter to name her Lucy.\What?\Don't decide your daughter's name on a whim like that.\You're right. response:	Sorry about that.
context: But right then, the guild's signboard broke.\Lucky turned into Lucy.\That was quite a strange thing.\The two of us decided that if we had a daughter to name her Lucy.\What?\Don't decide your daughter's name on a whim like that.\You're right.\Sorry about that. response:	But I'm glad I got to see you.
context: Lucky turned into Lucy.\That was quite a strange thing.\The two of us decided that if we had a daughter to name her Lucy.\What?\Don't decide your daughter's name on a whim like that.\You're right.\Sorry about that.\But I'm glad I got to see you. response:	Not as Lucky Lucy of the Heartfilias...
context: That was quite a strange thing.\The two of us decided that if we had a daughter to name her Lucy.\What?\Don't decide your daughter's name on a whim like that.\You're right.\Sorry about that.\But I'm glad I got to see you.\Not as Lucky Lucy of the Heartfilias... response:	I was able to see you as Just Lucy, like you wanted to become.
context: The two of us decided that if we had a daughter to name her Lucy.\What?\Don't decide your daughter's name on a whim like that.\You're right.\Sorry about that.\But I'm glad I got to see you.\Not as Lucky Lucy of the Heartfilias...\I was able to see you as Just Lucy, like you wanted to become. response:	Lucy, you safe?
context: What?\Don't decide your daughter's name on a whim like that.\You're right.\Sorry about that.\But I'm glad I got to see you.\Not as Lucky Lucy of the Heartfilias...\I was able to see you as Just Lucy, like you wanted to become.\Lucy, you safe? response:	What happened?
context: Don't decide your daughter's name on a whim like that.\You're right.\Sorry about that.\But I'm glad I got to see you.\Not as Lucky Lucy of the Heartfilias...\I was able to see you as Just Lucy, like you wanted to become.\Lucy, you safe?\What happened? response:	Lucy!
context: You're right.\Sorry about that.\But I'm glad I got to see you.\Not as Lucky Lucy of the Heartfilias...\I was able to see you as Just Lucy, like you wanted to become.\Lucy, you safe?\What happened?\Lucy! response:	Could it be you handled everything here yourself?
context: Sorry about that.\But I'm glad I got to see you.\Not as Lucky Lucy of the Heartfilias...\I was able to see you as Just Lucy, like you wanted to become.\Lucy, you safe?\What happened?\Lucy!\Could it be you handled everything here yourself? response:	Not bad.
context: But I'm glad I got to see you.\Not as Lucky Lucy of the Heartfilias...\I was able to see you as Just Lucy, like you wanted to become.\Lucy, you safe?\What happened?\Lucy!\Could it be you handled everything here yourself?\Not bad. response:	Yeah, well...
context: Not as Lucky Lucy of the Heartfilias...\I was able to see you as Just Lucy, like you wanted to become.\Lucy, you safe?\What happened?\Lucy!\Could it be you handled everything here yourself?\Not bad.\Yeah, well... response:	Stay well, Father.
context: I was able to see you as Just Lucy, like you wanted to become.\Lucy, you safe?\What happened?\Lucy!\Could it be you handled everything here yourself?\Not bad.\Yeah, well...\Stay well, Father. response:	What was with you all of a sudden?
context: Lucy, you safe?\What happened?\Lucy!\Could it be you handled everything here yourself?\Not bad.\Yeah, well...\Stay well, Father.\What was with you all of a sudden? response:	It was nothing!
context: What happened?\Lucy!\Could it be you handled everything here yourself?\Not bad.\Yeah, well...\Stay well, Father.\What was with you all of a sudden?\It was nothing! response:	Nothing my butt!
context: Lucy!\Could it be you handled everything here yourself?\Not bad.\Yeah, well...\Stay well, Father.\What was with you all of a sudden?\It was nothing!\Nothing my butt! response:	We canceled the job!
context: Could it be you handled everything here yourself?\Not bad.\Yeah, well...\Stay well, Father.\What was with you all of a sudden?\It was nothing!\Nothing my butt!\We canceled the job! response:	Sorry about that.
context: Not bad.\Yeah, well...\Stay well, Father.\What was with you all of a sudden?\It was nothing!\Nothing my butt!\We canceled the job!\Sorry about that. response:	Layla...
context: Yeah, well...\Stay well, Father.\What was with you all of a sudden?\It was nothing!\Nothing my butt!\We canceled the job!\Sorry about that.\Layla... response:	I was really such a fool...
context: Stay well, Father.\What was with you all of a sudden?\It was nothing!\Nothing my butt!\We canceled the job!\Sorry about that.\Layla...\I was really such a fool... response:	The main headquarters of the Dark Guild Naked Mummy.
context: What was with you all of a sudden?\It was nothing!\Nothing my butt!\We canceled the job!\Sorry about that.\Layla...\I was really such a fool...\The main headquarters of the Dark Guild Naked Mummy. response:	What about the money?
context: It was nothing!\Nothing my butt!\We canceled the job!\Sorry about that.\Layla...\I was really such a fool...\The main headquarters of the Dark Guild Naked Mummy.\What about the money? response:	I'm sworry!
context: Nothing my butt!\We canceled the job!\Sorry about that.\Layla...\I was really such a fool...\The main headquarters of the Dark Guild Naked Mummy.\What about the money?\I'm sworry! response:	An official guild got in our way!
context: We canceled the job!\Sorry about that.\Layla...\I was really such a fool...\The main headquarters of the Dark Guild Naked Mummy.\What about the money?\I'm sworry!\An official guild got in our way! response:	We couldn't get our hands on anything!
context: Sorry about that.\Layla...\I was really such a fool...\The main headquarters of the Dark Guild Naked Mummy.\What about the money?\I'm sworry!\An official guild got in our way!\We couldn't get our hands on anything! response:	Please, save me!
context: Layla...\I was really such a fool...\The main headquarters of the Dark Guild Naked Mummy.\What about the money?\I'm sworry!\An official guild got in our way!\We couldn't get our hands on anything!\Please, save me! response:	What about the money?
context: I was really such a fool...\The main headquarters of the Dark Guild Naked Mummy.\What about the money?\I'm sworry!\An official guild got in our way!\We couldn't get our hands on anything!\Please, save me!\What about the money? response:	You said the same line twice!
context: The main headquarters of the Dark Guild Naked Mummy.\What about the money?\I'm sworry!\An official guild got in our way!\We couldn't get our hands on anything!\Please, save me!\What about the money?\You said the same line twice! response:	If they ain't got it, they ain't got it, Gato-niisan.
context: What about the money?\I'm sworry!\An official guild got in our way!\We couldn't get our hands on anything!\Please, save me!\What about the money?\You said the same line twice!\If they ain't got it, they ain't got it, Gato-niisan. response:	-niisan is an honorific for one's older brother.
context: I'm sworry!\An official guild got in our way!\We couldn't get our hands on anything!\Please, save me!\What about the money?\You said the same line twice!\If they ain't got it, they ain't got it, Gato-niisan.\-niisan is an honorific for one's older brother. response:	This isn't a time to be laughing, Zato-niisan.
context: An official guild got in our way!\We couldn't get our hands on anything!\Please, save me!\What about the money?\You said the same line twice!\If they ain't got it, they ain't got it, Gato-niisan.\-niisan is an honorific for one's older brother.\This isn't a time to be laughing, Zato-niisan. response:	We're coming close to the deadline for paying our dues to Oracion Seis.
context: We couldn't get our hands on anything!\Please, save me!\What about the money?\You said the same line twice!\If they ain't got it, they ain't got it, Gato-niisan.\-niisan is an honorific for one's older brother.\This isn't a time to be laughing, Zato-niisan.\We're coming close to the deadline for paying our dues to Oracion Seis. response:	This isn't a time to be laughing, Zato-niisan.
context: Please, save me!\What about the money?\You said the same line twice!\If they ain't got it, they ain't got it, Gato-niisan.\-niisan is an honorific for one's older brother.\This isn't a time to be laughing, Zato-niisan.\We're coming close to the deadline for paying our dues to Oracion Seis.\This isn't a time to be laughing, Zato-niisan. response:	You repeated yourself again, Gato-niisan.
context: What about the money?\You said the same line twice!\If they ain't got it, they ain't got it, Gato-niisan.\-niisan is an honorific for one's older brother.\This isn't a time to be laughing, Zato-niisan.\We're coming close to the deadline for paying our dues to Oracion Seis.\This isn't a time to be laughing, Zato-niisan.\You repeated yourself again, Gato-niisan. response:	I've always wondered, but how can they both be the older brother?
context: You said the same line twice!\If they ain't got it, they ain't got it, Gato-niisan.\-niisan is an honorific for one's older brother.\This isn't a time to be laughing, Zato-niisan.\We're coming close to the deadline for paying our dues to Oracion Seis.\This isn't a time to be laughing, Zato-niisan.\You repeated yourself again, Gato-niisan.\I've always wondered, but how can they both be the older brother? response:	There ain't any Dark Guilds that disobeys Oracion Seis.
context: If they ain't got it, they ain't got it, Gato-niisan.\-niisan is an honorific for one's older brother.\This isn't a time to be laughing, Zato-niisan.\We're coming close to the deadline for paying our dues to Oracion Seis.\This isn't a time to be laughing, Zato-niisan.\You repeated yourself again, Gato-niisan.\I've always wondered, but how can they both be the older brother?\There ain't any Dark Guilds that disobeys Oracion Seis. response:	There ain't any Dark...
context: -niisan is an honorific for one's older brother.\This isn't a time to be laughing, Zato-niisan.\We're coming close to the deadline for paying our dues to Oracion Seis.\This isn't a time to be laughing, Zato-niisan.\You repeated yourself again, Gato-niisan.\I've always wondered, but how can they both be the older brother?\There ain't any Dark Guilds that disobeys Oracion Seis.\There ain't any Dark... response:	I heard you the first time!
context: This isn't a time to be laughing, Zato-niisan.\We're coming close to the deadline for paying our dues to Oracion Seis.\This isn't a time to be laughing, Zato-niisan.\You repeated yourself again, Gato-niisan.\I've always wondered, but how can they both be the older brother?\There ain't any Dark Guilds that disobeys Oracion Seis.\There ain't any Dark...\I heard you the first time! response:	Those bastards suddenly upped the money payments they demand.
context: We're coming close to the deadline for paying our dues to Oracion Seis.\This isn't a time to be laughing, Zato-niisan.\You repeated yourself again, Gato-niisan.\I've always wondered, but how can they both be the older brother?\There ain't any Dark Guilds that disobeys Oracion Seis.\There ain't any Dark...\I heard you the first time!\Those bastards suddenly upped the money payments they demand. response:	What in the world are they plannin'?
context: This isn't a time to be laughing, Zato-niisan.\You repeated yourself again, Gato-niisan.\I've always wondered, but how can they both be the older brother?\There ain't any Dark Guilds that disobeys Oracion Seis.\There ain't any Dark...\I heard you the first time!\Those bastards suddenly upped the money payments they demand.\What in the world are they plannin'? response:	I can hear it...
context: You repeated yourself again, Gato-niisan.\I've always wondered, but how can they both be the older brother?\There ain't any Dark Guilds that disobeys Oracion Seis.\There ain't any Dark...\I heard you the first time!\Those bastards suddenly upped the money payments they demand.\What in the world are they plannin'?\I can hear it... response:	The sound of the changing of an era... The sound of eyes opening...
context: I've always wondered, but how can they both be the older brother?\There ain't any Dark Guilds that disobeys Oracion Seis.\There ain't any Dark...\I heard you the first time!\Those bastards suddenly upped the money payments they demand.\What in the world are they plannin'?\I can hear it...\The sound of the changing of an era... The sound of eyes opening... response:	The sound of something beginning...
context: There ain't any Dark Guilds that disobeys Oracion Seis.\There ain't any Dark...\I heard you the first time!\Those bastards suddenly upped the money payments they demand.\What in the world are they plannin'?\I can hear it...\The sound of the changing of an era... The sound of eyes opening...\The sound of something beginning... response:	The breaking of the light!
context: There ain't any Dark...\I heard you the first time!\Those bastards suddenly upped the money payments they demand.\What in the world are they plannin'?\I can hear it...\The sound of the changing of an era... The sound of eyes opening...\The sound of something beginning...\The breaking of the light! response:	Natsu, the master was calling for you.
context: I heard you the first time!\Those bastards suddenly upped the money payments they demand.\What in the world are they plannin'?\I can hear it...\The sound of the changing of an era... The sound of eyes opening...\The sound of something beginning...\The breaking of the light!\Natsu, the master was calling for you. response:	He said he wanted to talk about some important job.
context: Those bastards suddenly upped the money payments they demand.\What in the world are they plannin'?\I can hear it...\The sound of the changing of an era... The sound of eyes opening...\The sound of something beginning...\The breaking of the light!\Natsu, the master was calling for you.\He said he wanted to talk about some important job. response:	I wonder if there was some big crisis...
context: What in the world are they plannin'?\I can hear it...\The sound of the changing of an era... The sound of eyes opening...\The sound of something beginning...\The breaking of the light!\Natsu, the master was calling for you.\He said he wanted to talk about some important job.\I wonder if there was some big crisis... response:	It sounds like we're going to team up with some other guilds to go defeat a Dark Guild!
context: I can hear it...\The sound of the changing of an era... The sound of eyes opening...\The sound of something beginning...\The breaking of the light!\Natsu, the master was calling for you.\He said he wanted to talk about some important job.\I wonder if there was some big crisis...\It sounds like we're going to team up with some other guilds to go defeat a Dark Guild! response:	This doesn't sound like your everyday gig!
context: The sound of the changing of an era... The sound of eyes opening...\The sound of something beginning...\The breaking of the light!\Natsu, the master was calling for you.\He said he wanted to talk about some important job.\I wonder if there was some big crisis...\It sounds like we're going to team up with some other guilds to go defeat a Dark Guild!\This doesn't sound like your everyday gig! response:	I'm gettin' fired up!
context: The sound of something beginning...\The breaking of the light!\Natsu, the master was calling for you.\He said he wanted to talk about some important job.\I wonder if there was some big crisis...\It sounds like we're going to team up with some other guilds to go defeat a Dark Guild!\This doesn't sound like your everyday gig!\I'm gettin' fired up! response:	Next time: Allied Forces, Gather Up!
context: The breaking of the light!\Natsu, the master was calling for you.\He said he wanted to talk about some important job.\I wonder if there was some big crisis...\It sounds like we're going to team up with some other guilds to go defeat a Dark Guild!\This doesn't sound like your everyday gig!\I'm gettin' fired up!\Next time: Allied Forces, Gather Up! response:	I wonder what kind of people will gather up?
context: Natsu, the master was calling for you.\He said he wanted to talk about some important job.\I wonder if there was some big crisis...\It sounds like we're going to team up with some other guilds to go defeat a Dark Guild!\This doesn't sound like your everyday gig!\I'm gettin' fired up!\Next time: Allied Forces, Gather Up!\I wonder what kind of people will gather up? response:	Fateful encounter! That's romance! That's suspense!
context: He said he wanted to talk about some important job.\I wonder if there was some big crisis...\It sounds like we're going to team up with some other guilds to go defeat a Dark Guild!\This doesn't sound like your everyday gig!\I'm gettin' fired up!\Next time: Allied Forces, Gather Up!\I wonder what kind of people will gather up?\Fateful encounter! That's romance! That's suspense! response:	What are you talking about, Happy?
