context: That night, I became worried about Nana response:	since she hadn't replied to the email I sent her.
context: Did something happen with Nobu?\What happened is... last night...\Nobu suddenly showed up and said he needed to talk to me.\He said something about becoming better than Takumi,\or something like that...\I'm not really sure what that was all about, but... well...\Yeah. In other words, he came to confess his love.\You think that was what it was, too? response:	But it's not as if he actually said that.
context: What happened is... last night...\Nobu suddenly showed up and said he needed to talk to me.\He said something about becoming better than Takumi,\or something like that...\I'm not really sure what that was all about, but... well...\Yeah. In other words, he came to confess his love.\You think that was what it was, too?\But it's not as if he actually said that. response:	He probably couldn't.
context: Nobu suddenly showed up and said he needed to talk to me.\He said something about becoming better than Takumi,\or something like that...\I'm not really sure what that was all about, but... well...\Yeah. In other words, he came to confess his love.\You think that was what it was, too?\But it's not as if he actually said that.\He probably couldn't. response:	You know, everyone's sorta caught on to the fact that he's in love with you.
context: He said something about becoming better than Takumi,\or something like that...\I'm not really sure what that was all about, but... well...\Yeah. In other words, he came to confess his love.\You think that was what it was, too?\But it's not as if he actually said that.\He probably couldn't.\You know, everyone's sorta caught on to the fact that he's in love with you. response:	I had no idea about that! What am I gonna do?
context: or something like that...\I'm not really sure what that was all about, but... well...\Yeah. In other words, he came to confess his love.\You think that was what it was, too?\But it's not as if he actually said that.\He probably couldn't.\You know, everyone's sorta caught on to the fact that he's in love with you.\I had no idea about that! What am I gonna do? response:	Oh. So that's why you didn't drop by the studio today?
context: I'm not really sure what that was all about, but... well...\Yeah. In other words, he came to confess his love.\You think that was what it was, too?\But it's not as if he actually said that.\He probably couldn't.\You know, everyone's sorta caught on to the fact that he's in love with you.\I had no idea about that! What am I gonna do?\Oh. So that's why you didn't drop by the studio today? response:	Well...
context: Yeah. In other words, he came to confess his love.\You think that was what it was, too?\But it's not as if he actually said that.\He probably couldn't.\You know, everyone's sorta caught on to the fact that he's in love with you.\I had no idea about that! What am I gonna do?\Oh. So that's why you didn't drop by the studio today?\Well... response:	Don't worry about it.
context: You think that was what it was, too?\But it's not as if he actually said that.\He probably couldn't.\You know, everyone's sorta caught on to the fact that he's in love with you.\I had no idea about that! What am I gonna do?\Oh. So that's why you didn't drop by the studio today?\Well...\Don't worry about it. response:	There's nothing you can really do about it, is there?
context: But it's not as if he actually said that.\He probably couldn't.\You know, everyone's sorta caught on to the fact that he's in love with you.\I had no idea about that! What am I gonna do?\Oh. So that's why you didn't drop by the studio today?\Well...\Don't worry about it.\There's nothing you can really do about it, is there? response:	Since you love Takumi.
context: He probably couldn't.\You know, everyone's sorta caught on to the fact that he's in love with you.\I had no idea about that! What am I gonna do?\Oh. So that's why you didn't drop by the studio today?\Well...\Don't worry about it.\There's nothing you can really do about it, is there?\Since you love Takumi. response:	But...
context: You know, everyone's sorta caught on to the fact that he's in love with you.\I had no idea about that! What am I gonna do?\Oh. So that's why you didn't drop by the studio today?\Well...\Don't worry about it.\There's nothing you can really do about it, is there?\Since you love Takumi.\But... response:	So you're saying Nana's met her soul mate?
context: I had no idea about that! What am I gonna do?\Oh. So that's why you didn't drop by the studio today?\Well...\Don't worry about it.\There's nothing you can really do about it, is there?\Since you love Takumi.\But...\So you're saying Nana's met her soul mate? response:	To be honest, I love them, too. Being a romantic guy and all.
context: Oh. So that's why you didn't drop by the studio today?\Well...\Don't worry about it.\There's nothing you can really do about it, is there?\Since you love Takumi.\But...\So you're saying Nana's met her soul mate?\To be honest, I love them, too. Being a romantic guy and all. response:	But I'd be satisfied with a happiness closer to home.
context: Well...\Don't worry about it.\There's nothing you can really do about it, is there?\Since you love Takumi.\But...\So you're saying Nana's met her soul mate?\To be honest, I love them, too. Being a romantic guy and all.\But I'd be satisfied with a happiness closer to home. response:	There's not a single thing I'm superior in.
context: Don't worry about it.\There's nothing you can really do about it, is there?\Since you love Takumi.\But...\So you're saying Nana's met her soul mate?\To be honest, I love them, too. Being a romantic guy and all.\But I'd be satisfied with a happiness closer to home.\There's not a single thing I'm superior in. response:	It's impossible.
context: There's nothing you can really do about it, is there?\Since you love Takumi.\But...\So you're saying Nana's met her soul mate?\To be honest, I love them, too. Being a romantic guy and all.\But I'd be satisfied with a happiness closer to home.\There's not a single thing I'm superior in.\It's impossible. response:	I can't compete against him.
context: Since you love Takumi.\But...\So you're saying Nana's met her soul mate?\To be honest, I love them, too. Being a romantic guy and all.\But I'd be satisfied with a happiness closer to home.\There's not a single thing I'm superior in.\It's impossible.\I can't compete against him. response:	I can't just leave it at that.
context: But...\So you're saying Nana's met her soul mate?\To be honest, I love them, too. Being a romantic guy and all.\But I'd be satisfied with a happiness closer to home.\There's not a single thing I'm superior in.\It's impossible.\I can't compete against him.\I can't just leave it at that. response:	I've gotta make things clear.
context: So you're saying Nana's met her soul mate?\To be honest, I love them, too. Being a romantic guy and all.\But I'd be satisfied with a happiness closer to home.\There's not a single thing I'm superior in.\It's impossible.\I can't compete against him.\I can't just leave it at that.\I've gotta make things clear. response:	If you know that, then don't just sit there grumbling.
context: To be honest, I love them, too. Being a romantic guy and all.\But I'd be satisfied with a happiness closer to home.\There's not a single thing I'm superior in.\It's impossible.\I can't compete against him.\I can't just leave it at that.\I've gotta make things clear.\If you know that, then don't just sit there grumbling. response:	Go and follow up on what you told her.
context: But I'd be satisfied with a happiness closer to home.\There's not a single thing I'm superior in.\It's impossible.\I can't compete against him.\I can't just leave it at that.\I've gotta make things clear.\If you know that, then don't just sit there grumbling.\Go and follow up on what you told her. response:	Should Hachi never set foot in the studio again,
context: There's not a single thing I'm superior in.\It's impossible.\I can't compete against him.\I can't just leave it at that.\I've gotta make things clear.\If you know that, then don't just sit there grumbling.\Go and follow up on what you told her.\Should Hachi never set foot in the studio again, response:	it'll all be your fault.
context: It's impossible.\I can't compete against him.\I can't just leave it at that.\I've gotta make things clear.\If you know that, then don't just sit there grumbling.\Go and follow up on what you told her.\Should Hachi never set foot in the studio again,\it'll all be your fault. response:	I'm going in for the attack knowing I'm gonna get shot down.
context: I can't compete against him.\I can't just leave it at that.\I've gotta make things clear.\If you know that, then don't just sit there grumbling.\Go and follow up on what you told her.\Should Hachi never set foot in the studio again,\it'll all be your fault.\I'm going in for the attack knowing I'm gonna get shot down. response:	I feel like I'm on a suicide mission.
context: I can't just leave it at that.\I've gotta make things clear.\If you know that, then don't just sit there grumbling.\Go and follow up on what you told her.\Should Hachi never set foot in the studio again,\it'll all be your fault.\I'm going in for the attack knowing I'm gonna get shot down.\I feel like I'm on a suicide mission. response:	A suicide mission?
context: I've gotta make things clear.\If you know that, then don't just sit there grumbling.\Go and follow up on what you told her.\Should Hachi never set foot in the studio again,\it'll all be your fault.\I'm going in for the attack knowing I'm gonna get shot down.\I feel like I'm on a suicide mission.\A suicide mission? response:	Shit! If only there was one thing I could beat him at!
context: If you know that, then don't just sit there grumbling.\Go and follow up on what you told her.\Should Hachi never set foot in the studio again,\it'll all be your fault.\I'm going in for the attack knowing I'm gonna get shot down.\I feel like I'm on a suicide mission.\A suicide mission?\Shit! If only there was one thing I could beat him at! response:	Sure there is.
context: Go and follow up on what you told her.\Should Hachi never set foot in the studio again,\it'll all be your fault.\I'm going in for the attack knowing I'm gonna get shot down.\I feel like I'm on a suicide mission.\A suicide mission?\Shit! If only there was one thing I could beat him at!\Sure there is. response:	What?
context: Should Hachi never set foot in the studio again,\it'll all be your fault.\I'm going in for the attack knowing I'm gonna get shot down.\I feel like I'm on a suicide mission.\A suicide mission?\Shit! If only there was one thing I could beat him at!\Sure there is.\What? response:	My phone.
context: it'll all be your fault.\I'm going in for the attack knowing I'm gonna get shot down.\I feel like I'm on a suicide mission.\A suicide mission?\Shit! If only there was one thing I could beat him at!\Sure there is.\What?\My phone. response:	Aren't you gonna answer it?
context: I'm going in for the attack knowing I'm gonna get shot down.\I feel like I'm on a suicide mission.\A suicide mission?\Shit! If only there was one thing I could beat him at!\Sure there is.\What?\My phone.\Aren't you gonna answer it? response:	I'm going out.
context: I feel like I'm on a suicide mission.\A suicide mission?\Shit! If only there was one thing I could beat him at!\Sure there is.\What?\My phone.\Aren't you gonna answer it?\I'm going out. response:	Work?
context: A suicide mission?\Shit! If only there was one thing I could beat him at!\Sure there is.\What?\My phone.\Aren't you gonna answer it?\I'm going out.\Work? response:	Don't get arrested.
context: Shit! If only there was one thing I could beat him at!\Sure there is.\What?\My phone.\Aren't you gonna answer it?\I'm going out.\Work?\Don't get arrested. response:	You can't go on stealing other people's clothes!
context: Sure there is.\What?\My phone.\Aren't you gonna answer it?\I'm going out.\Work?\Don't get arrested.\You can't go on stealing other people's clothes! response:	And that's my best suit!
context: What?\My phone.\Aren't you gonna answer it?\I'm going out.\Work?\Don't get arrested.\You can't go on stealing other people's clothes!\And that's my best suit! response:	Wait, Shin. Answer my question!
context: My phone.\Aren't you gonna answer it?\I'm going out.\Work?\Don't get arrested.\You can't go on stealing other people's clothes!\And that's my best suit!\Wait, Shin. Answer my question! response:	What can I beat him at?
context: Aren't you gonna answer it?\I'm going out.\Work?\Don't get arrested.\You can't go on stealing other people's clothes!\And that's my best suit!\Wait, Shin. Answer my question!\What can I beat him at? response:	Love.
context: I'm going out.\Work?\Don't get arrested.\You can't go on stealing other people's clothes!\And that's my best suit!\Wait, Shin. Answer my question!\What can I beat him at?\Love. response:	Hello, Shin here.
context: Work?\Don't get arrested.\You can't go on stealing other people's clothes!\And that's my best suit!\Wait, Shin. Answer my question!\What can I beat him at?\Love.\Hello, Shin here. response:	Yes. Yes, I'm sorry. I was being careless.
context: Don't get arrested.\You can't go on stealing other people's clothes!\And that's my best suit!\Wait, Shin. Answer my question!\What can I beat him at?\Love.\Hello, Shin here.\Yes. Yes, I'm sorry. I was being careless. response:	Then can I go now to pick it up?
context: You can't go on stealing other people's clothes!\And that's my best suit!\Wait, Shin. Answer my question!\What can I beat him at?\Love.\Hello, Shin here.\Yes. Yes, I'm sorry. I was being careless.\Then can I go now to pick it up? response:	You forgot it on purpose, didn't you?
context: And that's my best suit!\Wait, Shin. Answer my question!\What can I beat him at?\Love.\Hello, Shin here.\Yes. Yes, I'm sorry. I was being careless.\Then can I go now to pick it up?\You forgot it on purpose, didn't you? response:	Come on in.
context: Wait, Shin. Answer my question!\What can I beat him at?\Love.\Hello, Shin here.\Yes. Yes, I'm sorry. I was being careless.\Then can I go now to pick it up?\You forgot it on purpose, didn't you?\Come on in. response:	Reira.
context: What can I beat him at?\Love.\Hello, Shin here.\Yes. Yes, I'm sorry. I was being careless.\Then can I go now to pick it up?\You forgot it on purpose, didn't you?\Come on in.\Reira. response:	Payment in advance.
context: Love.\Hello, Shin here.\Yes. Yes, I'm sorry. I was being careless.\Then can I go now to pick it up?\You forgot it on purpose, didn't you?\Come on in.\Reira.\Payment in advance. response:	The wind carried Nana's song to my ears.
context: Hello, Shin here.\Yes. Yes, I'm sorry. I was being careless.\Then can I go now to pick it up?\You forgot it on purpose, didn't you?\Come on in.\Reira.\Payment in advance.\The wind carried Nana's song to my ears. response:	It's the same song Nobu played on that cassette player
context: Yes. Yes, I'm sorry. I was being careless.\Then can I go now to pick it up?\You forgot it on purpose, didn't you?\Come on in.\Reira.\Payment in advance.\The wind carried Nana's song to my ears.\It's the same song Nobu played on that cassette player response:	the day he came to Tokyo.
context: Then can I go now to pick it up?\You forgot it on purpose, didn't you?\Come on in.\Reira.\Payment in advance.\The wind carried Nana's song to my ears.\It's the same song Nobu played on that cassette player\the day he came to Tokyo. response:	That song's my number one favorite song in the world.
context: You forgot it on purpose, didn't you?\Come on in.\Reira.\Payment in advance.\The wind carried Nana's song to my ears.\It's the same song Nobu played on that cassette player\the day he came to Tokyo.\That song's my number one favorite song in the world. response:	That girl...
context: Come on in.\Reira.\Payment in advance.\The wind carried Nana's song to my ears.\It's the same song Nobu played on that cassette player\the day he came to Tokyo.\That song's my number one favorite song in the world.\That girl... response:	Ms. Yamada-whose-age-is-a-mystery will come yelling again.
context: Reira.\Payment in advance.\The wind carried Nana's song to my ears.\It's the same song Nobu played on that cassette player\the day he came to Tokyo.\That song's my number one favorite song in the world.\That girl...\Ms. Yamada-whose-age-is-a-mystery will come yelling again. response:	I'm sorry about suddenly coming over last night
context: Payment in advance.\The wind carried Nana's song to my ears.\It's the same song Nobu played on that cassette player\the day he came to Tokyo.\That song's my number one favorite song in the world.\That girl...\Ms. Yamada-whose-age-is-a-mystery will come yelling again.\I'm sorry about suddenly coming over last night response:	and blurting out weird nonsense.
context: The wind carried Nana's song to my ears.\It's the same song Nobu played on that cassette player\the day he came to Tokyo.\That song's my number one favorite song in the world.\That girl...\Ms. Yamada-whose-age-is-a-mystery will come yelling again.\I'm sorry about suddenly coming over last night\and blurting out weird nonsense. response:	So, now that I've come to see you like this again,
context: It's the same song Nobu played on that cassette player\the day he came to Tokyo.\That song's my number one favorite song in the world.\That girl...\Ms. Yamada-whose-age-is-a-mystery will come yelling again.\I'm sorry about suddenly coming over last night\and blurting out weird nonsense.\So, now that I've come to see you like this again, response:	this time, I'm gonna be direct with you.
context: the day he came to Tokyo.\That song's my number one favorite song in the world.\That girl...\Ms. Yamada-whose-age-is-a-mystery will come yelling again.\I'm sorry about suddenly coming over last night\and blurting out weird nonsense.\So, now that I've come to see you like this again,\this time, I'm gonna be direct with you. response:	I love you.
context: That song's my number one favorite song in the world.\That girl...\Ms. Yamada-whose-age-is-a-mystery will come yelling again.\I'm sorry about suddenly coming over last night\and blurting out weird nonsense.\So, now that I've come to see you like this again,\this time, I'm gonna be direct with you.\I love you. response:	That's not what I had in mind when I asked you to come in.
context: That girl...\Ms. Yamada-whose-age-is-a-mystery will come yelling again.\I'm sorry about suddenly coming over last night\and blurting out weird nonsense.\So, now that I've come to see you like this again,\this time, I'm gonna be direct with you.\I love you.\That's not what I had in mind when I asked you to come in. response:	Then I have no reason to be here, so I'm going home.
context: Ms. Yamada-whose-age-is-a-mystery will come yelling again.\I'm sorry about suddenly coming over last night\and blurting out weird nonsense.\So, now that I've come to see you like this again,\this time, I'm gonna be direct with you.\I love you.\That's not what I had in mind when I asked you to come in.\Then I have no reason to be here, so I'm going home. response:	Don't you want your lighter?
context: I'm sorry about suddenly coming over last night\and blurting out weird nonsense.\So, now that I've come to see you like this again,\this time, I'm gonna be direct with you.\I love you.\That's not what I had in mind when I asked you to come in.\Then I have no reason to be here, so I'm going home.\Don't you want your lighter? response:	If you want it, you can have it.
context: and blurting out weird nonsense.\So, now that I've come to see you like this again,\this time, I'm gonna be direct with you.\I love you.\That's not what I had in mind when I asked you to come in.\Then I have no reason to be here, so I'm going home.\Don't you want your lighter?\If you want it, you can have it. response:	I'm sorry, Shin.
context: So, now that I've come to see you like this again,\this time, I'm gonna be direct with you.\I love you.\That's not what I had in mind when I asked you to come in.\Then I have no reason to be here, so I'm going home.\Don't you want your lighter?\If you want it, you can have it.\I'm sorry, Shin. response:	You can have it back, so don't be mad.
context: this time, I'm gonna be direct with you.\I love you.\That's not what I had in mind when I asked you to come in.\Then I have no reason to be here, so I'm going home.\Don't you want your lighter?\If you want it, you can have it.\I'm sorry, Shin.\You can have it back, so don't be mad. response:	It's a lie that I charge one hundred thousand a night.
context: I love you.\That's not what I had in mind when I asked you to come in.\Then I have no reason to be here, so I'm going home.\Don't you want your lighter?\If you want it, you can have it.\I'm sorry, Shin.\You can have it back, so don't be mad.\It's a lie that I charge one hundred thousand a night. response:	I occasionally receive expensive gifts,
context: That's not what I had in mind when I asked you to come in.\Then I have no reason to be here, so I'm going home.\Don't you want your lighter?\If you want it, you can have it.\I'm sorry, Shin.\You can have it back, so don't be mad.\It's a lie that I charge one hundred thousand a night.\I occasionally receive expensive gifts, response:	but I had never had someone hand me 100,000 yen in cash.
context: Then I have no reason to be here, so I'm going home.\Don't you want your lighter?\If you want it, you can have it.\I'm sorry, Shin.\You can have it back, so don't be mad.\It's a lie that I charge one hundred thousand a night.\I occasionally receive expensive gifts,\but I had never had someone hand me 100,000 yen in cash. response:	It's the first time you ever bought a man, isn't it, Reira?
context: Don't you want your lighter?\If you want it, you can have it.\I'm sorry, Shin.\You can have it back, so don't be mad.\It's a lie that I charge one hundred thousand a night.\I occasionally receive expensive gifts,\but I had never had someone hand me 100,000 yen in cash.\It's the first time you ever bought a man, isn't it, Reira? response:	You fooled me at first with your act as a naughty girl,
context: If you want it, you can have it.\I'm sorry, Shin.\You can have it back, so don't be mad.\It's a lie that I charge one hundred thousand a night.\I occasionally receive expensive gifts,\but I had never had someone hand me 100,000 yen in cash.\It's the first time you ever bought a man, isn't it, Reira?\You fooled me at first with your act as a naughty girl, response:	but I can easily tell whether or not
context: I'm sorry, Shin.\You can have it back, so don't be mad.\It's a lie that I charge one hundred thousand a night.\I occasionally receive expensive gifts,\but I had never had someone hand me 100,000 yen in cash.\It's the first time you ever bought a man, isn't it, Reira?\You fooled me at first with your act as a naughty girl,\but I can easily tell whether or not response:	a girl's had a history of fooling around once we get into bed.
context: You can have it back, so don't be mad.\It's a lie that I charge one hundred thousand a night.\I occasionally receive expensive gifts,\but I had never had someone hand me 100,000 yen in cash.\It's the first time you ever bought a man, isn't it, Reira?\You fooled me at first with your act as a naughty girl,\but I can easily tell whether or not\a girl's had a history of fooling around once we get into bed. response:	You don't hafta try and be so tough.
context: It's a lie that I charge one hundred thousand a night.\I occasionally receive expensive gifts,\but I had never had someone hand me 100,000 yen in cash.\It's the first time you ever bought a man, isn't it, Reira?\You fooled me at first with your act as a naughty girl,\but I can easily tell whether or not\a girl's had a history of fooling around once we get into bed.\You don't hafta try and be so tough. response:	I do feel uneasy about accepting 100,000 for that,
context: I occasionally receive expensive gifts,\but I had never had someone hand me 100,000 yen in cash.\It's the first time you ever bought a man, isn't it, Reira?\You fooled me at first with your act as a naughty girl,\but I can easily tell whether or not\a girl's had a history of fooling around once we get into bed.\You don't hafta try and be so tough.\I do feel uneasy about accepting 100,000 for that, response:	so if you'd like, I will spend another night with you.
context: but I had never had someone hand me 100,000 yen in cash.\It's the first time you ever bought a man, isn't it, Reira?\You fooled me at first with your act as a naughty girl,\but I can easily tell whether or not\a girl's had a history of fooling around once we get into bed.\You don't hafta try and be so tough.\I do feel uneasy about accepting 100,000 for that,\so if you'd like, I will spend another night with you. response:	Call me whenever you feel up to it.
context: It's the first time you ever bought a man, isn't it, Reira?\You fooled me at first with your act as a naughty girl,\but I can easily tell whether or not\a girl's had a history of fooling around once we get into bed.\You don't hafta try and be so tough.\I do feel uneasy about accepting 100,000 for that,\so if you'd like, I will spend another night with you.\Call me whenever you feel up to it. response:	Good night, Reira. Sweet dreams.
context: You fooled me at first with your act as a naughty girl,\but I can easily tell whether or not\a girl's had a history of fooling around once we get into bed.\You don't hafta try and be so tough.\I do feel uneasy about accepting 100,000 for that,\so if you'd like, I will spend another night with you.\Call me whenever you feel up to it.\Good night, Reira. Sweet dreams. response:	My soul is confused.
context: but I can easily tell whether or not\a girl's had a history of fooling around once we get into bed.\You don't hafta try and be so tough.\I do feel uneasy about accepting 100,000 for that,\so if you'd like, I will spend another night with you.\Call me whenever you feel up to it.\Good night, Reira. Sweet dreams.\My soul is confused. response:	My heart is shaking.
context: a girl's had a history of fooling around once we get into bed.\You don't hafta try and be so tough.\I do feel uneasy about accepting 100,000 for that,\so if you'd like, I will spend another night with you.\Call me whenever you feel up to it.\Good night, Reira. Sweet dreams.\My soul is confused.\My heart is shaking. response:	I feel as if I made a big mistake.
context: You don't hafta try and be so tough.\I do feel uneasy about accepting 100,000 for that,\so if you'd like, I will spend another night with you.\Call me whenever you feel up to it.\Good night, Reira. Sweet dreams.\My soul is confused.\My heart is shaking.\I feel as if I made a big mistake. response:	I know that I'm not being fair by saying this now.
context: I do feel uneasy about accepting 100,000 for that,\so if you'd like, I will spend another night with you.\Call me whenever you feel up to it.\Good night, Reira. Sweet dreams.\My soul is confused.\My heart is shaking.\I feel as if I made a big mistake.\I know that I'm not being fair by saying this now. response:	Since I know about you and Takumi.
context: so if you'd like, I will spend another night with you.\Call me whenever you feel up to it.\Good night, Reira. Sweet dreams.\My soul is confused.\My heart is shaking.\I feel as if I made a big mistake.\I know that I'm not being fair by saying this now.\Since I know about you and Takumi. response:	I didn't want you to know.
context: Call me whenever you feel up to it.\Good night, Reira. Sweet dreams.\My soul is confused.\My heart is shaking.\I feel as if I made a big mistake.\I know that I'm not being fair by saying this now.\Since I know about you and Takumi.\I didn't want you to know. response:	You're in love with him, aren't you?
context: Good night, Reira. Sweet dreams.\My soul is confused.\My heart is shaking.\I feel as if I made a big mistake.\I know that I'm not being fair by saying this now.\Since I know about you and Takumi.\I didn't want you to know.\You're in love with him, aren't you? response:	I really didn't want anyone to know.
context: My soul is confused.\My heart is shaking.\I feel as if I made a big mistake.\I know that I'm not being fair by saying this now.\Since I know about you and Takumi.\I didn't want you to know.\You're in love with him, aren't you?\I really didn't want anyone to know. response:	I wonder, do I really love Takumi?
context: My heart is shaking.\I feel as if I made a big mistake.\I know that I'm not being fair by saying this now.\Since I know about you and Takumi.\I didn't want you to know.\You're in love with him, aren't you?\I really didn't want anyone to know.\I wonder, do I really love Takumi? response:	Maybe I just wanna convince myself that it was okay to sleep with him.
context: I feel as if I made a big mistake.\I know that I'm not being fair by saying this now.\Since I know about you and Takumi.\I didn't want you to know.\You're in love with him, aren't you?\I really didn't want anyone to know.\I wonder, do I really love Takumi?\Maybe I just wanna convince myself that it was okay to sleep with him. response:	I don't know anymore.
context: I know that I'm not being fair by saying this now.\Since I know about you and Takumi.\I didn't want you to know.\You're in love with him, aren't you?\I really didn't want anyone to know.\I wonder, do I really love Takumi?\Maybe I just wanna convince myself that it was okay to sleep with him.\I don't know anymore. response:	I'm sorry.
context: Since I know about you and Takumi.\I didn't want you to know.\You're in love with him, aren't you?\I really didn't want anyone to know.\I wonder, do I really love Takumi?\Maybe I just wanna convince myself that it was okay to sleep with him.\I don't know anymore.\I'm sorry. response:	You couldn't come to the studio today even if you wanted to,
context: I didn't want you to know.\You're in love with him, aren't you?\I really didn't want anyone to know.\I wonder, do I really love Takumi?\Maybe I just wanna convince myself that it was okay to sleep with him.\I don't know anymore.\I'm sorry.\You couldn't come to the studio today even if you wanted to, response:	because of what I said, right?
context: You're in love with him, aren't you?\I really didn't want anyone to know.\I wonder, do I really love Takumi?\Maybe I just wanna convince myself that it was okay to sleep with him.\I don't know anymore.\I'm sorry.\You couldn't come to the studio today even if you wanted to,\because of what I said, right? response:	I'm sorry, that's not it! I was working today!
context: I really didn't want anyone to know.\I wonder, do I really love Takumi?\Maybe I just wanna convince myself that it was okay to sleep with him.\I don't know anymore.\I'm sorry.\You couldn't come to the studio today even if you wanted to,\because of what I said, right?\I'm sorry, that's not it! I was working today! response:	I don't mind,
context: I wonder, do I really love Takumi?\Maybe I just wanna convince myself that it was okay to sleep with him.\I don't know anymore.\I'm sorry.\You couldn't come to the studio today even if you wanted to,\because of what I said, right?\I'm sorry, that's not it! I was working today!\I don't mind, response:	so please drop by like you've been doing.
context: Maybe I just wanna convince myself that it was okay to sleep with him.\I don't know anymore.\I'm sorry.\You couldn't come to the studio today even if you wanted to,\because of what I said, right?\I'm sorry, that's not it! I was working today!\I don't mind,\so please drop by like you've been doing. response:	Everyone feels a bit lonely without your presence, Hachi.
context: I don't know anymore.\I'm sorry.\You couldn't come to the studio today even if you wanted to,\because of what I said, right?\I'm sorry, that's not it! I was working today!\I don't mind,\so please drop by like you've been doing.\Everyone feels a bit lonely without your presence, Hachi. response:	Actually, it's me who gets sad.
context: I'm sorry.\You couldn't come to the studio today even if you wanted to,\because of what I said, right?\I'm sorry, that's not it! I was working today!\I don't mind,\so please drop by like you've been doing.\Everyone feels a bit lonely without your presence, Hachi.\Actually, it's me who gets sad. response:	Thank you.
context: You couldn't come to the studio today even if you wanted to,\because of what I said, right?\I'm sorry, that's not it! I was working today!\I don't mind,\so please drop by like you've been doing.\Everyone feels a bit lonely without your presence, Hachi.\Actually, it's me who gets sad.\Thank you. response:	Thank goodness.
context: because of what I said, right?\I'm sorry, that's not it! I was working today!\I don't mind,\so please drop by like you've been doing.\Everyone feels a bit lonely without your presence, Hachi.\Actually, it's me who gets sad.\Thank you.\Thank goodness. response:	That's good enough for me.
context: I'm sorry, that's not it! I was working today!\I don't mind,\so please drop by like you've been doing.\Everyone feels a bit lonely without your presence, Hachi.\Actually, it's me who gets sad.\Thank you.\Thank goodness.\That's good enough for me. response:	What should I do?
context: I don't mind,\so please drop by like you've been doing.\Everyone feels a bit lonely without your presence, Hachi.\Actually, it's me who gets sad.\Thank you.\Thank goodness.\That's good enough for me.\What should I do? response:	I feel so happy.
context: so please drop by like you've been doing.\Everyone feels a bit lonely without your presence, Hachi.\Actually, it's me who gets sad.\Thank you.\Thank goodness.\That's good enough for me.\What should I do?\I feel so happy. response:	Be mine forever.
context: Everyone feels a bit lonely without your presence, Hachi.\Actually, it's me who gets sad.\Thank you.\Thank goodness.\That's good enough for me.\What should I do?\I feel so happy.\Be mine forever. response:	I'm many times happier now than hearing those words from Takumi
context: Actually, it's me who gets sad.\Thank you.\Thank goodness.\That's good enough for me.\What should I do?\I feel so happy.\Be mine forever.\I'm many times happier now than hearing those words from Takumi response:	which I can't be sure are true or not.
context: Thank you.\Thank goodness.\That's good enough for me.\What should I do?\I feel so happy.\Be mine forever.\I'm many times happier now than hearing those words from Takumi\which I can't be sure are true or not. response:	What good is it to keep this empty cigarette pack?
context: Thank goodness.\That's good enough for me.\What should I do?\I feel so happy.\Be mine forever.\I'm many times happier now than hearing those words from Takumi\which I can't be sure are true or not.\What good is it to keep this empty cigarette pack? response:	If this hadn't happened between Takumi and me,
context: That's good enough for me.\What should I do?\I feel so happy.\Be mine forever.\I'm many times happier now than hearing those words from Takumi\which I can't be sure are true or not.\What good is it to keep this empty cigarette pack?\If this hadn't happened between Takumi and me, response:	I'm sure I would've fallen for Nobu.
context: What should I do?\I feel so happy.\Be mine forever.\I'm many times happier now than hearing those words from Takumi\which I can't be sure are true or not.\What good is it to keep this empty cigarette pack?\If this hadn't happened between Takumi and me,\I'm sure I would've fallen for Nobu. response:	I would've loved to be Nobu's girlfriend.
context: I feel so happy.\Be mine forever.\I'm many times happier now than hearing those words from Takumi\which I can't be sure are true or not.\What good is it to keep this empty cigarette pack?\If this hadn't happened between Takumi and me,\I'm sure I would've fallen for Nobu.\I would've loved to be Nobu's girlfriend. response:	But if Takumi were to come and see me again,
context: Be mine forever.\I'm many times happier now than hearing those words from Takumi\which I can't be sure are true or not.\What good is it to keep this empty cigarette pack?\If this hadn't happened between Takumi and me,\I'm sure I would've fallen for Nobu.\I would've loved to be Nobu's girlfriend.\But if Takumi were to come and see me again, response:	I'd likely end up sleeping with him again.
context: I'm many times happier now than hearing those words from Takumi\which I can't be sure are true or not.\What good is it to keep this empty cigarette pack?\If this hadn't happened between Takumi and me,\I'm sure I would've fallen for Nobu.\I would've loved to be Nobu's girlfriend.\But if Takumi were to come and see me again,\I'd likely end up sleeping with him again. response:	I probably won't resist it.
context: which I can't be sure are true or not.\What good is it to keep this empty cigarette pack?\If this hadn't happened between Takumi and me,\I'm sure I would've fallen for Nobu.\I would've loved to be Nobu's girlfriend.\But if Takumi were to come and see me again,\I'd likely end up sleeping with him again.\I probably won't resist it. response:	What in the world do I want?
context: What good is it to keep this empty cigarette pack?\If this hadn't happened between Takumi and me,\I'm sure I would've fallen for Nobu.\I would've loved to be Nobu's girlfriend.\But if Takumi were to come and see me again,\I'd likely end up sleeping with him again.\I probably won't resist it.\What in the world do I want? response:	If I always get carried away like this, I'll never get my hands on anything.
context: If this hadn't happened between Takumi and me,\I'm sure I would've fallen for Nobu.\I would've loved to be Nobu's girlfriend.\But if Takumi were to come and see me again,\I'd likely end up sleeping with him again.\I probably won't resist it.\What in the world do I want?\If I always get carried away like this, I'll never get my hands on anything. response:	When I woke up the next morning, Nana was no longer there.
