context: Once upon a time, there was a man who died. response:	The man tried to keep spinning a story even after his death, but the story just wouldn't move along.
context: Rue! Rue!\'Don't give in to the raven's blood.'\'Don't be held captive by despair.'\'Let's give this story a happy ending.'\'Don't give up. Don't be afraid.'\Her tiny body was so wounded that she couldn't even stay on her feet.\But in order to guide the prince and everybody else to a happy ending,\no matter how painful it was, she kept dancing without losing hope. response:	The power flowed out from deep within the duck's body without ever running out.
context: 'Don't give in to the raven's blood.'\'Don't be held captive by despair.'\'Let's give this story a happy ending.'\'Don't give up. Don't be afraid.'\Her tiny body was so wounded that she couldn't even stay on her feet.\But in order to guide the prince and everybody else to a happy ending,\no matter how painful it was, she kept dancing without losing hope.\The power flowed out from deep within the duck's body without ever running out. response:	What is that? That light...
context: 'Don't be held captive by despair.'\'Let's give this story a happy ending.'\'Don't give up. Don't be afraid.'\Her tiny body was so wounded that she couldn't even stay on her feet.\But in order to guide the prince and everybody else to a happy ending,\no matter how painful it was, she kept dancing without losing hope.\The power flowed out from deep within the duck's body without ever running out.\What is that? That light... response:	That's right, it's the light that always burned in my breast when I thought of Tutu.
context: 'Let's give this story a happy ending.'\'Don't give up. Don't be afraid.'\Her tiny body was so wounded that she couldn't even stay on her feet.\But in order to guide the prince and everybody else to a happy ending,\no matter how painful it was, she kept dancing without losing hope.\The power flowed out from deep within the duck's body without ever running out.\What is that? That light...\That's right, it's the light that always burned in my breast when I thought of Tutu. response:	One by one, that power warmed the people's hearts, which had been frozen by the raven's blood.
context: 'Don't give up. Don't be afraid.'\Her tiny body was so wounded that she couldn't even stay on her feet.\But in order to guide the prince and everybody else to a happy ending,\no matter how painful it was, she kept dancing without losing hope.\The power flowed out from deep within the duck's body without ever running out.\What is that? That light...\That's right, it's the light that always burned in my breast when I thought of Tutu.\One by one, that power warmed the people's hearts, which had been frozen by the raven's blood. response:	That power was...
context: Her tiny body was so wounded that she couldn't even stay on her feet.\But in order to guide the prince and everybody else to a happy ending,\no matter how painful it was, she kept dancing without losing hope.\The power flowed out from deep within the duck's body without ever running out.\What is that? That light...\That's right, it's the light that always burned in my breast when I thought of Tutu.\One by one, that power warmed the people's hearts, which had been frozen by the raven's blood.\That power was... response:	Hope!
context: But in order to guide the prince and everybody else to a happy ending,\no matter how painful it was, she kept dancing without losing hope.\The power flowed out from deep within the duck's body without ever running out.\What is that? That light...\That's right, it's the light that always burned in my breast when I thought of Tutu.\One by one, that power warmed the people's hearts, which had been frozen by the raven's blood.\That power was...\Hope! response:	Impossible!
context: no matter how painful it was, she kept dancing without losing hope.\The power flowed out from deep within the duck's body without ever running out.\What is that? That light...\That's right, it's the light that always burned in my breast when I thought of Tutu.\One by one, that power warmed the people's hearts, which had been frozen by the raven's blood.\That power was...\Hope!\Impossible! response:	Hope?!
context: The power flowed out from deep within the duck's body without ever running out.\What is that? That light...\That's right, it's the light that always burned in my breast when I thought of Tutu.\One by one, that power warmed the people's hearts, which had been frozen by the raven's blood.\That power was...\Hope!\Impossible!\Hope?! response:	In my name as Prince Siegfried, I call the name of the princess!
context: What is that? That light...\That's right, it's the light that always burned in my breast when I thought of Tutu.\One by one, that power warmed the people's hearts, which had been frozen by the raven's blood.\That power was...\Hope!\Impossible!\Hope?!\In my name as Prince Siegfried, I call the name of the princess! response:	RUE!
context: That's right, it's the light that always burned in my breast when I thought of Tutu.\One by one, that power warmed the people's hearts, which had been frozen by the raven's blood.\That power was...\Hope!\Impossible!\Hope?!\In my name as Prince Siegfried, I call the name of the princess!\RUE! response:	The prince's voice...
context: One by one, that power warmed the people's hearts, which had been frozen by the raven's blood.\That power was...\Hope!\Impossible!\Hope?!\In my name as Prince Siegfried, I call the name of the princess!\RUE!\The prince's voice... response:	I'm here.
context: That power was...\Hope!\Impossible!\Hope?!\In my name as Prince Siegfried, I call the name of the princess!\RUE!\The prince's voice...\I'm here. response:	Rue, I've come for you.
context: Hope!\Impossible!\Hope?!\In my name as Prince Siegfried, I call the name of the princess!\RUE!\The prince's voice...\I'm here.\Rue, I've come for you. response:	Prince...
context: Impossible!\Hope?!\In my name as Prince Siegfried, I call the name of the princess!\RUE!\The prince's voice...\I'm here.\Rue, I've come for you.\Prince... response:	Let's defeat the raven.
context: Hope?!\In my name as Prince Siegfried, I call the name of the princess!\RUE!\The prince's voice...\I'm here.\Rue, I've come for you.\Prince...\Let's defeat the raven. response:	Mytho, Rue-chan...
context: In my name as Prince Siegfried, I call the name of the princess!\RUE!\The prince's voice...\I'm here.\Rue, I've come for you.\Prince...\Let's defeat the raven.\Mytho, Rue-chan... response:	Mytho!
context: RUE!\The prince's voice...\I'm here.\Rue, I've come for you.\Prince...\Let's defeat the raven.\Mytho, Rue-chan...\Mytho! response:	Here we go.
context: The prince's voice...\I'm here.\Rue, I've come for you.\Prince...\Let's defeat the raven.\Mytho, Rue-chan...\Mytho!\Here we go. response:	Yes.
context: I'm here.\Rue, I've come for you.\Prince...\Let's defeat the raven.\Mytho, Rue-chan...\Mytho!\Here we go.\Yes. response:	The story is going to end!
context: Rue, I've come for you.\Prince...\Let's defeat the raven.\Mytho, Rue-chan...\Mytho!\Here we go.\Yes.\The story is going to end! response:	It's going to end!
context: Prince...\Let's defeat the raven.\Mytho, Rue-chan...\Mytho!\Here we go.\Yes.\The story is going to end!\It's going to end! response:	Mytho! Rue-chan!
context: Let's defeat the raven.\Mytho, Rue-chan...\Mytho!\Here we go.\Yes.\The story is going to end!\It's going to end!\Mytho! Rue-chan! response:	I'm so... glad...
context: Mytho, Rue-chan...\Mytho!\Here we go.\Yes.\The story is going to end!\It's going to end!\Mytho! Rue-chan!\I'm so... glad... response:	AHIRU!
context: Mytho!\Here we go.\Yes.\The story is going to end!\It's going to end!\Mytho! Rue-chan!\I'm so... glad...\AHIRU! response:	Huh?
context: Here we go.\Yes.\The story is going to end!\It's going to end!\Mytho! Rue-chan!\I'm so... glad...\AHIRU!\Huh? response:	I know where the story is zura! It's this way zura!
context: Yes.\The story is going to end!\It's going to end!\Mytho! Rue-chan!\I'm so... glad...\AHIRU!\Huh?\I know where the story is zura! It's this way zura! response:	I'm back zura!
context: The story is going to end!\It's going to end!\Mytho! Rue-chan!\I'm so... glad...\AHIRU!\Huh?\I know where the story is zura! It's this way zura!\I'm back zura! response:	The entrance to the story is this way.
context: It's going to end!\Mytho! Rue-chan!\I'm so... glad...\AHIRU!\Huh?\I know where the story is zura! It's this way zura!\I'm back zura!\The entrance to the story is this way. response:	What's this?
context: Mytho! Rue-chan!\I'm so... glad...\AHIRU!\Huh?\I know where the story is zura! It's this way zura!\I'm back zura!\The entrance to the story is this way.\What's this? response:	Here it is zura.
context: I'm so... glad...\AHIRU!\Huh?\I know where the story is zura! It's this way zura!\I'm back zura!\The entrance to the story is this way.\What's this?\Here it is zura. response:	I see.
context: AHIRU!\Huh?\I know where the story is zura! It's this way zura!\I'm back zura!\The entrance to the story is this way.\What's this?\Here it is zura.\I see. response:	This thing was recording
context: Huh?\I know where the story is zura! It's this way zura!\I'm back zura!\The entrance to the story is this way.\What's this?\Here it is zura.\I see.\This thing was recording response:	everything that happened in Gold Crown Town as a story.
context: I know where the story is zura! It's this way zura!\I'm back zura!\The entrance to the story is this way.\What's this?\Here it is zura.\I see.\This thing was recording\everything that happened in Gold Crown Town as a story. response:	The mechanism that gives birth to the tragedy Drosselmeyer enjoys...
context: I'm back zura!\The entrance to the story is this way.\What's this?\Here it is zura.\I see.\This thing was recording\everything that happened in Gold Crown Town as a story.\The mechanism that gives birth to the tragedy Drosselmeyer enjoys... response:	Tragedy...
context: The entrance to the story is this way.\What's this?\Here it is zura.\I see.\This thing was recording\everything that happened in Gold Crown Town as a story.\The mechanism that gives birth to the tragedy Drosselmeyer enjoys...\Tragedy... response:	Fakir, what are you doing?
context: What's this?\Here it is zura.\I see.\This thing was recording\everything that happened in Gold Crown Town as a story.\The mechanism that gives birth to the tragedy Drosselmeyer enjoys...\Tragedy...\Fakir, what are you doing? response:	I'll write the rest.
context: Here it is zura.\I see.\This thing was recording\everything that happened in Gold Crown Town as a story.\The mechanism that gives birth to the tragedy Drosselmeyer enjoys...\Tragedy...\Fakir, what are you doing?\I'll write the rest. response:	Quack?
context: I see.\This thing was recording\everything that happened in Gold Crown Town as a story.\The mechanism that gives birth to the tragedy Drosselmeyer enjoys...\Tragedy...\Fakir, what are you doing?\I'll write the rest.\Quack? response:	The prince can live freely as he pleases.
context: This thing was recording\everything that happened in Gold Crown Town as a story.\The mechanism that gives birth to the tragedy Drosselmeyer enjoys...\Tragedy...\Fakir, what are you doing?\I'll write the rest.\Quack?\The prince can live freely as he pleases. response:	I understand.
context: everything that happened in Gold Crown Town as a story.\The mechanism that gives birth to the tragedy Drosselmeyer enjoys...\Tragedy...\Fakir, what are you doing?\I'll write the rest.\Quack?\The prince can live freely as he pleases.\I understand. response:	Rue.
context: The mechanism that gives birth to the tragedy Drosselmeyer enjoys...\Tragedy...\Fakir, what are you doing?\I'll write the rest.\Quack?\The prince can live freely as he pleases.\I understand.\Rue. response:	Yes.
context: Tragedy...\Fakir, what are you doing?\I'll write the rest.\Quack?\The prince can live freely as he pleases.\I understand.\Rue.\Yes. response:	I want you to come with me as my princess.
context: Fakir, what are you doing?\I'll write the rest.\Quack?\The prince can live freely as he pleases.\I understand.\Rue.\Yes.\I want you to come with me as my princess. response:	But I have the raven's blood inside me...
context: I'll write the rest.\Quack?\The prince can live freely as he pleases.\I understand.\Rue.\Yes.\I want you to come with me as my princess.\But I have the raven's blood inside me... response:	Raven's blood... I wonder if it's still inside me as well.
context: Quack?\The prince can live freely as he pleases.\I understand.\Rue.\Yes.\I want you to come with me as my princess.\But I have the raven's blood inside me...\Raven's blood... I wonder if it's still inside me as well. response:	Prince...
context: The prince can live freely as he pleases.\I understand.\Rue.\Yes.\I want you to come with me as my princess.\But I have the raven's blood inside me...\Raven's blood... I wonder if it's still inside me as well.\Prince... response:	I should love everyone, but...
context: I understand.\Rue.\Yes.\I want you to come with me as my princess.\But I have the raven's blood inside me...\Raven's blood... I wonder if it's still inside me as well.\Prince...\I should love everyone, but... response:	But right now, I...
context: Rue.\Yes.\I want you to come with me as my princess.\But I have the raven's blood inside me...\Raven's blood... I wonder if it's still inside me as well.\Prince...\I should love everyone, but...\But right now, I... response:	Right now, I want to love Rue the most of all.
context: Yes.\I want you to come with me as my princess.\But I have the raven's blood inside me...\Raven's blood... I wonder if it's still inside me as well.\Prince...\I should love everyone, but...\But right now, I...\Right now, I want to love Rue the most of all. response:	Rue...
context: I want you to come with me as my princess.\But I have the raven's blood inside me...\Raven's blood... I wonder if it's still inside me as well.\Prince...\I should love everyone, but...\But right now, I...\Right now, I want to love Rue the most of all.\Rue... response:	Idiot. There's nothing wrong with that.
context: But I have the raven's blood inside me...\Raven's blood... I wonder if it's still inside me as well.\Prince...\I should love everyone, but...\But right now, I...\Right now, I want to love Rue the most of all.\Rue...\Idiot. There's nothing wrong with that. response:	I'm so glad.
context: Raven's blood... I wonder if it's still inside me as well.\Prince...\I should love everyone, but...\But right now, I...\Right now, I want to love Rue the most of all.\Rue...\Idiot. There's nothing wrong with that.\I'm so glad. response:	You're Ahiru.
context: Prince...\I should love everyone, but...\But right now, I...\Right now, I want to love Rue the most of all.\Rue...\Idiot. There's nothing wrong with that.\I'm so glad.\You're Ahiru. response:	Quack.
context: I should love everyone, but...\But right now, I...\Right now, I want to love Rue the most of all.\Rue...\Idiot. There's nothing wrong with that.\I'm so glad.\You're Ahiru.\Quack. response:	I'm glad I got to meet you. Thank you.
context: But right now, I...\Right now, I want to love Rue the most of all.\Rue...\Idiot. There's nothing wrong with that.\I'm so glad.\You're Ahiru.\Quack.\I'm glad I got to meet you. Thank you. response:	Quack?
context: Right now, I want to love Rue the most of all.\Rue...\Idiot. There's nothing wrong with that.\I'm so glad.\You're Ahiru.\Quack.\I'm glad I got to meet you. Thank you.\Quack? response:	I love you, Ahiru.
context: Rue...\Idiot. There's nothing wrong with that.\I'm so glad.\You're Ahiru.\Quack.\I'm glad I got to meet you. Thank you.\Quack?\I love you, Ahiru. response:	I love you too, Rue-chan.
context: Idiot. There's nothing wrong with that.\I'm so glad.\You're Ahiru.\Quack.\I'm glad I got to meet you. Thank you.\Quack?\I love you, Ahiru.\I love you too, Rue-chan. response:	This is lovey-dovey zura!
context: I'm so glad.\You're Ahiru.\Quack.\I'm glad I got to meet you. Thank you.\Quack?\I love you, Ahiru.\I love you too, Rue-chan.\This is lovey-dovey zura! response:	Thank you Tutu, Fakir.
context: You're Ahiru.\Quack.\I'm glad I got to meet you. Thank you.\Quack?\I love you, Ahiru.\I love you too, Rue-chan.\This is lovey-dovey zura!\Thank you Tutu, Fakir. response:	Once upon a time, there was a man who died.
context: Quack.\I'm glad I got to meet you. Thank you.\Quack?\I love you, Ahiru.\I love you too, Rue-chan.\This is lovey-dovey zura!\Thank you Tutu, Fakir.\Once upon a time, there was a man who died. response:	The final story he spun was supposed to be a brilliant tragedy.
context: I'm glad I got to meet you. Thank you.\Quack?\I love you, Ahiru.\I love you too, Rue-chan.\This is lovey-dovey zura!\Thank you Tutu, Fakir.\Once upon a time, there was a man who died.\The final story he spun was supposed to be a brilliant tragedy. response:	However, the story had an unexpected happy ending.
context: Quack?\I love you, Ahiru.\I love you too, Rue-chan.\This is lovey-dovey zura!\Thank you Tutu, Fakir.\Once upon a time, there was a man who died.\The final story he spun was supposed to be a brilliant tragedy.\However, the story had an unexpected happy ending. response:	And it was triggered by one duck that the man himself had called into the tale.
context: I love you, Ahiru.\I love you too, Rue-chan.\This is lovey-dovey zura!\Thank you Tutu, Fakir.\Once upon a time, there was a man who died.\The final story he spun was supposed to be a brilliant tragedy.\However, the story had an unexpected happy ending.\And it was triggered by one duck that the man himself had called into the tale. response:	Be a little quieter!
context: I love you too, Rue-chan.\This is lovey-dovey zura!\Thank you Tutu, Fakir.\Once upon a time, there was a man who died.\The final story he spun was supposed to be a brilliant tragedy.\However, the story had an unexpected happy ending.\And it was triggered by one duck that the man himself had called into the tale.\Be a little quieter! response:	To think a mere duck had that much hope...
context: This is lovey-dovey zura!\Thank you Tutu, Fakir.\Once upon a time, there was a man who died.\The final story he spun was supposed to be a brilliant tragedy.\However, the story had an unexpected happy ending.\And it was triggered by one duck that the man himself had called into the tale.\Be a little quieter!\To think a mere duck had that much hope... response:	My beautiful tragedy is ruined!
context: Thank you Tutu, Fakir.\Once upon a time, there was a man who died.\The final story he spun was supposed to be a brilliant tragedy.\However, the story had an unexpected happy ending.\And it was triggered by one duck that the man himself had called into the tale.\Be a little quieter!\To think a mere duck had that much hope...\My beautiful tragedy is ruined! response:	I never dreamed a character inside the story would change the story.
context: Once upon a time, there was a man who died.\The final story he spun was supposed to be a brilliant tragedy.\However, the story had an unexpected happy ending.\And it was triggered by one duck that the man himself had called into the tale.\Be a little quieter!\To think a mere duck had that much hope...\My beautiful tragedy is ruined!\I never dreamed a character inside the story would change the story. response:	Story characters...
context: The final story he spun was supposed to be a brilliant tragedy.\However, the story had an unexpected happy ending.\And it was triggered by one duck that the man himself had called into the tale.\Be a little quieter!\To think a mere duck had that much hope...\My beautiful tragedy is ruined!\I never dreamed a character inside the story would change the story.\Story characters... response:	Wait.
context: However, the story had an unexpected happy ending.\And it was triggered by one duck that the man himself had called into the tale.\Be a little quieter!\To think a mere duck had that much hope...\My beautiful tragedy is ruined!\I never dreamed a character inside the story would change the story.\Story characters...\Wait. response:	What if I'm a character in someone's story too?
context: And it was triggered by one duck that the man himself had called into the tale.\Be a little quieter!\To think a mere duck had that much hope...\My beautiful tragedy is ruined!\I never dreamed a character inside the story would change the story.\Story characters...\Wait.\What if I'm a character in someone's story too? response:	Oh, well, even if I am, I'll just do what I want, that's all.
context: Be a little quieter!\To think a mere duck had that much hope...\My beautiful tragedy is ruined!\I never dreamed a character inside the story would change the story.\Story characters...\Wait.\What if I'm a character in someone's story too?\Oh, well, even if I am, I'll just do what I want, that's all. response:	What? Oh, Uzura, you're here.
context: To think a mere duck had that much hope...\My beautiful tragedy is ruined!\I never dreamed a character inside the story would change the story.\Story characters...\Wait.\What if I'm a character in someone's story too?\Oh, well, even if I am, I'll just do what I want, that's all.\What? Oh, Uzura, you're here. response:	This story is over. You can't stay over there.
context: My beautiful tragedy is ruined!\I never dreamed a character inside the story would change the story.\Story characters...\Wait.\What if I'm a character in someone's story too?\Oh, well, even if I am, I'll just do what I want, that's all.\What? Oh, Uzura, you're here.\This story is over. You can't stay over there. response:	Now, why don't we go to another story?
context: I never dreamed a character inside the story would change the story.\Story characters...\Wait.\What if I'm a character in someone's story too?\Oh, well, even if I am, I'll just do what I want, that's all.\What? Oh, Uzura, you're here.\This story is over. You can't stay over there.\Now, why don't we go to another story? response:	This time, actually be useful to me.
context: Story characters...\Wait.\What if I'm a character in someone's story too?\Oh, well, even if I am, I'll just do what I want, that's all.\What? Oh, Uzura, you're here.\This story is over. You can't stay over there.\Now, why don't we go to another story?\This time, actually be useful to me. response:	I don't understand zura.
context: Wait.\What if I'm a character in someone's story too?\Oh, well, even if I am, I'll just do what I want, that's all.\What? Oh, Uzura, you're here.\This story is over. You can't stay over there.\Now, why don't we go to another story?\This time, actually be useful to me.\I don't understand zura. response:	And there was a man who began writing a story.
context: What if I'm a character in someone's story too?\Oh, well, even if I am, I'll just do what I want, that's all.\What? Oh, Uzura, you're here.\This story is over. You can't stay over there.\Now, why don't we go to another story?\This time, actually be useful to me.\I don't understand zura.\And there was a man who began writing a story. response:	That story full of hope
context: Oh, well, even if I am, I'll just do what I want, that's all.\What? Oh, Uzura, you're here.\This story is over. You can't stay over there.\Now, why don't we go to another story?\This time, actually be useful to me.\I don't understand zura.\And there was a man who began writing a story.\That story full of hope response:	has only just begun.
context: What? Oh, Uzura, you're here.\This story is over. You can't stay over there.\Now, why don't we go to another story?\This time, actually be useful to me.\I don't understand zura.\And there was a man who began writing a story.\That story full of hope\has only just begun. response:	The voice calling, come now, wake up
context: This story is over. You can't stay over there.\Now, why don't we go to another story?\This time, actually be useful to me.\I don't understand zura.\And there was a man who began writing a story.\That story full of hope\has only just begun.\The voice calling, come now, wake up response:	Wiping a tearstained face
context: Now, why don't we go to another story?\This time, actually be useful to me.\I don't understand zura.\And there was a man who began writing a story.\That story full of hope\has only just begun.\The voice calling, come now, wake up\Wiping a tearstained face response:	The brilliant light and the dew on trees are born
context: This time, actually be useful to me.\I don't understand zura.\And there was a man who began writing a story.\That story full of hope\has only just begun.\The voice calling, come now, wake up\Wiping a tearstained face\The brilliant light and the dew on trees are born response:	By the secret water's edge that no one knows of
context: I don't understand zura.\And there was a man who began writing a story.\That story full of hope\has only just begun.\The voice calling, come now, wake up\Wiping a tearstained face\The brilliant light and the dew on trees are born\By the secret water's edge that no one knows of response:	Dance the pas de deux of life
context: And there was a man who began writing a story.\That story full of hope\has only just begun.\The voice calling, come now, wake up\Wiping a tearstained face\The brilliant light and the dew on trees are born\By the secret water's edge that no one knows of\Dance the pas de deux of life response:	Dreaming again today
context: That story full of hope\has only just begun.\The voice calling, come now, wake up\Wiping a tearstained face\The brilliant light and the dew on trees are born\By the secret water's edge that no one knows of\Dance the pas de deux of life\Dreaming again today response:	It is a gentle, yet fierce current
context: has only just begun.\The voice calling, come now, wake up\Wiping a tearstained face\The brilliant light and the dew on trees are born\By the secret water's edge that no one knows of\Dance the pas de deux of life\Dreaming again today\It is a gentle, yet fierce current response:	How far does the labyrinth stretch?
context: The voice calling, come now, wake up\Wiping a tearstained face\The brilliant light and the dew on trees are born\By the secret water's edge that no one knows of\Dance the pas de deux of life\Dreaming again today\It is a gentle, yet fierce current\How far does the labyrinth stretch? response:	I shall go
context: Wiping a tearstained face\The brilliant light and the dew on trees are born\By the secret water's edge that no one knows of\Dance the pas de deux of life\Dreaming again today\It is a gentle, yet fierce current\How far does the labyrinth stretch?\I shall go response:	The dream I hold tight
