context: Senpai? response:	Senpai, are you awake?
context: She stayed home today.\Yeah! Tohsaka says she has a cold, so she's staying home, good sir.\Hard to believe a model student like her is capable of catching a cold, though.\We're sorry if our exotic beast here caused you any trouble, Emiya.\But you shouldn't be here, either.\Weren't you told that students with no club meetings should go straight home?\Did something happen?\You don't know? response:	There was a murder incident at the intersection near the school.
context: Yeah! Tohsaka says she has a cold, so she's staying home, good sir.\Hard to believe a model student like her is capable of catching a cold, though.\We're sorry if our exotic beast here caused you any trouble, Emiya.\But you shouldn't be here, either.\Weren't you told that students with no club meetings should go straight home?\Did something happen?\You don't know?\There was a murder incident at the intersection near the school. response:	Of the family of four, the only survivor was a child.
context: Hard to believe a model student like her is capable of catching a cold, though.\We're sorry if our exotic beast here caused you any trouble, Emiya.\But you shouldn't be here, either.\Weren't you told that students with no club meetings should go straight home?\Did something happen?\You don't know?\There was a murder incident at the intersection near the school.\Of the family of four, the only survivor was a child. response:	They say the parents and older sister were stabbed to death.
context: We're sorry if our exotic beast here caused you any trouble, Emiya.\But you shouldn't be here, either.\Weren't you told that students with no club meetings should go straight home?\Did something happen?\You don't know?\There was a murder incident at the intersection near the school.\Of the family of four, the only survivor was a child.\They say the parents and older sister were stabbed to death. response:	The killer is still at large,
context: But you shouldn't be here, either.\Weren't you told that students with no club meetings should go straight home?\Did something happen?\You don't know?\There was a murder incident at the intersection near the school.\Of the family of four, the only survivor was a child.\They say the parents and older sister were stabbed to death.\The killer is still at large, response:	and everyone's freaking out about the way it seems like a random killing.
context: Weren't you told that students with no club meetings should go straight home?\Did something happen?\You don't know?\There was a murder incident at the intersection near the school.\Of the family of four, the only survivor was a child.\They say the parents and older sister were stabbed to death.\The killer is still at large,\and everyone's freaking out about the way it seems like a random killing. response:	In New Fuyuki, it's those gas leaks.
context: Did something happen?\You don't know?\There was a murder incident at the intersection near the school.\Of the family of four, the only survivor was a child.\They say the parents and older sister were stabbed to death.\The killer is still at large,\and everyone's freaking out about the way it seems like a random killing.\In New Fuyuki, it's those gas leaks. response:	Over here, we've got grisly murders.
context: You don't know?\There was a murder incident at the intersection near the school.\Of the family of four, the only survivor was a child.\They say the parents and older sister were stabbed to death.\The killer is still at large,\and everyone's freaking out about the way it seems like a random killing.\In New Fuyuki, it's those gas leaks.\Over here, we've got grisly murders. response:	It's no wonder they're sending students home early.
context: There was a murder incident at the intersection near the school.\Of the family of four, the only survivor was a child.\They say the parents and older sister were stabbed to death.\The killer is still at large,\and everyone's freaking out about the way it seems like a random killing.\In New Fuyuki, it's those gas leaks.\Over here, we've got grisly murders.\It's no wonder they're sending students home early. response:	I do know...
context: Of the family of four, the only survivor was a child.\They say the parents and older sister were stabbed to death.\The killer is still at large,\and everyone's freaking out about the way it seems like a random killing.\In New Fuyuki, it's those gas leaks.\Over here, we've got grisly murders.\It's no wonder they're sending students home early.\I do know... response:	Helping others and being a hero of justice aren't the same thing.
context: They say the parents and older sister were stabbed to death.\The killer is still at large,\and everyone's freaking out about the way it seems like a random killing.\In New Fuyuki, it's those gas leaks.\Over here, we've got grisly murders.\It's no wonder they're sending students home early.\I do know...\Helping others and being a hero of justice aren't the same thing. response:	Ah, I see.
context: The killer is still at large,\and everyone's freaking out about the way it seems like a random killing.\In New Fuyuki, it's those gas leaks.\Over here, we've got grisly murders.\It's no wonder they're sending students home early.\I do know...\Helping others and being a hero of justice aren't the same thing.\Ah, I see. response:	Thank you.
context: and everyone's freaking out about the way it seems like a random killing.\In New Fuyuki, it's those gas leaks.\Over here, we've got grisly murders.\It's no wonder they're sending students home early.\I do know...\Helping others and being a hero of justice aren't the same thing.\Ah, I see.\Thank you. response:	Hello.
context: In New Fuyuki, it's those gas leaks.\Over here, we've got grisly murders.\It's no wonder they're sending students home early.\I do know...\Helping others and being a hero of justice aren't the same thing.\Ah, I see.\Thank you.\Hello. response:	You must be Shirou-kun.
context: Over here, we've got grisly murders.\It's no wonder they're sending students home early.\I do know...\Helping others and being a hero of justice aren't the same thing.\Ah, I see.\Thank you.\Hello.\You must be Shirou-kun. response:	I'll come right out and ask you which you'd prefer...
context: It's no wonder they're sending students home early.\I do know...\Helping others and being a hero of justice aren't the same thing.\Ah, I see.\Thank you.\Hello.\You must be Shirou-kun.\I'll come right out and ask you which you'd prefer... response:	Being sent to an orphanage or being taken in by a man you've just met?
context: I do know...\Helping others and being a hero of justice aren't the same thing.\Ah, I see.\Thank you.\Hello.\You must be Shirou-kun.\I'll come right out and ask you which you'd prefer...\Being sent to an orphanage or being taken in by a man you've just met? response:	I'm glad.
context: Helping others and being a hero of justice aren't the same thing.\Ah, I see.\Thank you.\Hello.\You must be Shirou-kun.\I'll come right out and ask you which you'd prefer...\Being sent to an orphanage or being taken in by a man you've just met?\I'm glad. response:	Then let's get you dressed right away.
context: Ah, I see.\Thank you.\Hello.\You must be Shirou-kun.\I'll come right out and ask you which you'd prefer...\Being sent to an orphanage or being taken in by a man you've just met?\I'm glad.\Then let's get you dressed right away. response:	You should get acclimated to your new home as soon as possible.
context: Thank you.\Hello.\You must be Shirou-kun.\I'll come right out and ask you which you'd prefer...\Being sent to an orphanage or being taken in by a man you've just met?\I'm glad.\Then let's get you dressed right away.\You should get acclimated to your new home as soon as possible. response:	Oh, I forgot to mention something important.
context: Hello.\You must be Shirou-kun.\I'll come right out and ask you which you'd prefer...\Being sent to an orphanage or being taken in by a man you've just met?\I'm glad.\Then let's get you dressed right away.\You should get acclimated to your new home as soon as possible.\Oh, I forgot to mention something important. response:	There's something extremely important that I have to tell you. Ready?
context: You must be Shirou-kun.\I'll come right out and ask you which you'd prefer...\Being sent to an orphanage or being taken in by a man you've just met?\I'm glad.\Then let's get you dressed right away.\You should get acclimated to your new home as soon as possible.\Oh, I forgot to mention something important.\There's something extremely important that I have to tell you. Ready? response:	Yeah.
context: I'll come right out and ask you which you'd prefer...\Being sent to an orphanage or being taken in by a man you've just met?\I'm glad.\Then let's get you dressed right away.\You should get acclimated to your new home as soon as possible.\Oh, I forgot to mention something important.\There's something extremely important that I have to tell you. Ready?\Yeah. response:	I should get this out of the way.
context: Being sent to an orphanage or being taken in by a man you've just met?\I'm glad.\Then let's get you dressed right away.\You should get acclimated to your new home as soon as possible.\Oh, I forgot to mention something important.\There's something extremely important that I have to tell you. Ready?\Yeah.\I should get this out of the way. response:	I am a magic-user...
context: I'm glad.\Then let's get you dressed right away.\You should get acclimated to your new home as soon as possible.\Oh, I forgot to mention something important.\There's something extremely important that I have to tell you. Ready?\Yeah.\I should get this out of the way.\I am a magic-user... response:	I have some time before I need to get to work.
context: Then let's get you dressed right away.\You should get acclimated to your new home as soon as possible.\Oh, I forgot to mention something important.\There's something extremely important that I have to tell you. Ready?\Yeah.\I should get this out of the way.\I am a magic-user...\I have some time before I need to get to work. response:	He's alive... He's alive...
context: You should get acclimated to your new home as soon as possible.\Oh, I forgot to mention something important.\There's something extremely important that I have to tell you. Ready?\Yeah.\I should get this out of the way.\I am a magic-user...\I have some time before I need to get to work.\He's alive... He's alive... response:	He's alive!
context: Oh, I forgot to mention something important.\There's something extremely important that I have to tell you. Ready?\Yeah.\I should get this out of the way.\I am a magic-user...\I have some time before I need to get to work.\He's alive... He's alive...\He's alive! response:	Thank you... Thank you!
context: There's something extremely important that I have to tell you. Ready?\Yeah.\I should get this out of the way.\I am a magic-user...\I have some time before I need to get to work.\He's alive... He's alive...\He's alive!\Thank you... Thank you! response:	I'm so glad I found you...
context: Yeah.\I should get this out of the way.\I am a magic-user...\I have some time before I need to get to work.\He's alive... He's alive...\He's alive!\Thank you... Thank you!\I'm so glad I found you... response:	By saving even one person,
context: I should get this out of the way.\I am a magic-user...\I have some time before I need to get to work.\He's alive... He's alive...\He's alive!\Thank you... Thank you!\I'm so glad I found you...\By saving even one person, response:	I'm saved myself.
context: I am a magic-user...\I have some time before I need to get to work.\He's alive... He's alive...\He's alive!\Thank you... Thank you!\I'm so glad I found you...\By saving even one person,\I'm saved myself. response:	All I remember of that day, ten years ago, is that it was hot, and I couldn't breathe.
context: I have some time before I need to get to work.\He's alive... He's alive...\He's alive!\Thank you... Thank you!\I'm so glad I found you...\By saving even one person,\I'm saved myself.\All I remember of that day, ten years ago, is that it was hot, and I couldn't breathe. response:	And people were trying to save others, all of them dying in the process.
context: He's alive... He's alive...\He's alive!\Thank you... Thank you!\I'm so glad I found you...\By saving even one person,\I'm saved myself.\All I remember of that day, ten years ago, is that it was hot, and I couldn't breathe.\And people were trying to save others, all of them dying in the process. response:	I hate that.
context: He's alive!\Thank you... Thank you!\I'm so glad I found you...\By saving even one person,\I'm saved myself.\All I remember of that day, ten years ago, is that it was hot, and I couldn't breathe.\And people were trying to save others, all of them dying in the process.\I hate that. response:	It makes me mad when people who try so hard die.
context: Thank you... Thank you!\I'm so glad I found you...\By saving even one person,\I'm saved myself.\All I remember of that day, ten years ago, is that it was hot, and I couldn't breathe.\And people were trying to save others, all of them dying in the process.\I hate that.\It makes me mad when people who try so hard die. response:	Is it greedy of me to wish for an outcome
context: I'm so glad I found you...\By saving even one person,\I'm saved myself.\All I remember of that day, ten years ago, is that it was hot, and I couldn't breathe.\And people were trying to save others, all of them dying in the process.\I hate that.\It makes me mad when people who try so hard die.\Is it greedy of me to wish for an outcome response:	in which everyone is saved and happy, and can share a laugh about it afterward?
context: By saving even one person,\I'm saved myself.\All I remember of that day, ten years ago, is that it was hot, and I couldn't breathe.\And people were trying to save others, all of them dying in the process.\I hate that.\It makes me mad when people who try so hard die.\Is it greedy of me to wish for an outcome\in which everyone is saved and happy, and can share a laugh about it afterward? response:	It isn't that simple.
context: I'm saved myself.\All I remember of that day, ten years ago, is that it was hot, and I couldn't breathe.\And people were trying to save others, all of them dying in the process.\I hate that.\It makes me mad when people who try so hard die.\Is it greedy of me to wish for an outcome\in which everyone is saved and happy, and can share a laugh about it afterward?\It isn't that simple. response:	Because what you're describing is the act of trying to save everyone, Shirou.
context: All I remember of that day, ten years ago, is that it was hot, and I couldn't breathe.\And people were trying to save others, all of them dying in the process.\I hate that.\It makes me mad when people who try so hard die.\Is it greedy of me to wish for an outcome\in which everyone is saved and happy, and can share a laugh about it afterward?\It isn't that simple.\Because what you're describing is the act of trying to save everyone, Shirou. response:	My younger self wasn't convinced by Kiritsugu's answer.
context: And people were trying to save others, all of them dying in the process.\I hate that.\It makes me mad when people who try so hard die.\Is it greedy of me to wish for an outcome\in which everyone is saved and happy, and can share a laugh about it afterward?\It isn't that simple.\Because what you're describing is the act of trying to save everyone, Shirou.\My younger self wasn't convinced by Kiritsugu's answer. response:	I mean, Kiritsugu saved my life, right?
context: I hate that.\It makes me mad when people who try so hard die.\Is it greedy of me to wish for an outcome\in which everyone is saved and happy, and can share a laugh about it afterward?\It isn't that simple.\Because what you're describing is the act of trying to save everyone, Shirou.\My younger self wasn't convinced by Kiritsugu's answer.\I mean, Kiritsugu saved my life, right? response:	I knew he was a magic-user, who could do anything.
context: It makes me mad when people who try so hard die.\Is it greedy of me to wish for an outcome\in which everyone is saved and happy, and can share a laugh about it afterward?\It isn't that simple.\Because what you're describing is the act of trying to save everyone, Shirou.\My younger self wasn't convinced by Kiritsugu's answer.\I mean, Kiritsugu saved my life, right?\I knew he was a magic-user, who could do anything. response:	So I asked Kiritsugu if, back then,
context: Is it greedy of me to wish for an outcome\in which everyone is saved and happy, and can share a laugh about it afterward?\It isn't that simple.\Because what you're describing is the act of trying to save everyone, Shirou.\My younger self wasn't convinced by Kiritsugu's answer.\I mean, Kiritsugu saved my life, right?\I knew he was a magic-user, who could do anything.\So I asked Kiritsugu if, back then, response:	he could have saved everyone.
context: in which everyone is saved and happy, and can share a laugh about it afterward?\It isn't that simple.\Because what you're describing is the act of trying to save everyone, Shirou.\My younger self wasn't convinced by Kiritsugu's answer.\I mean, Kiritsugu saved my life, right?\I knew he was a magic-user, who could do anything.\So I asked Kiritsugu if, back then,\he could have saved everyone. response:	But Kiritsugu... He...
context: It isn't that simple.\Because what you're describing is the act of trying to save everyone, Shirou.\My younger self wasn't convinced by Kiritsugu's answer.\I mean, Kiritsugu saved my life, right?\I knew he was a magic-user, who could do anything.\So I asked Kiritsugu if, back then,\he could have saved everyone.\But Kiritsugu... He... response:	Shirou,
context: Because what you're describing is the act of trying to save everyone, Shirou.\My younger self wasn't convinced by Kiritsugu's answer.\I mean, Kiritsugu saved my life, right?\I knew he was a magic-user, who could do anything.\So I asked Kiritsugu if, back then,\he could have saved everyone.\But Kiritsugu... He...\Shirou, response:	saving one person means being unable to save another.
context: My younger self wasn't convinced by Kiritsugu's answer.\I mean, Kiritsugu saved my life, right?\I knew he was a magic-user, who could do anything.\So I asked Kiritsugu if, back then,\he could have saved everyone.\But Kiritsugu... He...\Shirou,\saving one person means being unable to save another. response:	You see, one can only save those
context: I mean, Kiritsugu saved my life, right?\I knew he was a magic-user, who could do anything.\So I asked Kiritsugu if, back then,\he could have saved everyone.\But Kiritsugu... He...\Shirou,\saving one person means being unable to save another.\You see, one can only save those response:	who belong to one's own side.
context: I knew he was a magic-user, who could do anything.\So I asked Kiritsugu if, back then,\he could have saved everyone.\But Kiritsugu... He...\Shirou,\saving one person means being unable to save another.\You see, one can only save those\who belong to one's own side. response:	It should be obvious, but that is the very definition of a hero of justice.
context: So I asked Kiritsugu if, back then,\he could have saved everyone.\But Kiritsugu... He...\Shirou,\saving one person means being unable to save another.\You see, one can only save those\who belong to one's own side.\It should be obvious, but that is the very definition of a hero of justice. response:	I understand that now.
context: he could have saved everyone.\But Kiritsugu... He...\Shirou,\saving one person means being unable to save another.\You see, one can only save those\who belong to one's own side.\It should be obvious, but that is the very definition of a hero of justice.\I understand that now. response:	When you put it like that, it's obvious.
context: But Kiritsugu... He...\Shirou,\saving one person means being unable to save another.\You see, one can only save those\who belong to one's own side.\It should be obvious, but that is the very definition of a hero of justice.\I understand that now.\When you put it like that, it's obvious. response:	But still...
context: Shirou,\saving one person means being unable to save another.\You see, one can only save those\who belong to one's own side.\It should be obvious, but that is the very definition of a hero of justice.\I understand that now.\When you put it like that, it's obvious.\But still... response:	But still, I hate it.
context: saving one person means being unable to save another.\You see, one can only save those\who belong to one's own side.\It should be obvious, but that is the very definition of a hero of justice.\I understand that now.\When you put it like that, it's obvious.\But still...\But still, I hate it. response:	I'm not interested in a salvation that's inherently limited to a set number of people.
context: You see, one can only save those\who belong to one's own side.\It should be obvious, but that is the very definition of a hero of justice.\I understand that now.\When you put it like that, it's obvious.\But still...\But still, I hate it.\I'm not interested in a salvation that's inherently limited to a set number of people. response:	I can't bear the thought of strangers dying around me, as they did that day!
context: who belong to one's own side.\It should be obvious, but that is the very definition of a hero of justice.\I understand that now.\When you put it like that, it's obvious.\But still...\But still, I hate it.\I'm not interested in a salvation that's inherently limited to a set number of people.\I can't bear the thought of strangers dying around me, as they did that day! response:	That was Tohsaka...
context: It should be obvious, but that is the very definition of a hero of justice.\I understand that now.\When you put it like that, it's obvious.\But still...\But still, I hate it.\I'm not interested in a salvation that's inherently limited to a set number of people.\I can't bear the thought of strangers dying around me, as they did that day!\That was Tohsaka... response:	Wasn't it?
context: I understand that now.\When you put it like that, it's obvious.\But still...\But still, I hate it.\I'm not interested in a salvation that's inherently limited to a set number of people.\I can't bear the thought of strangers dying around me, as they did that day!\That was Tohsaka...\Wasn't it? response:	Where's Sakura?
context: When you put it like that, it's obvious.\But still...\But still, I hate it.\I'm not interested in a salvation that's inherently limited to a set number of people.\I can't bear the thought of strangers dying around me, as they did that day!\That was Tohsaka...\Wasn't it?\Where's Sakura? response:	She went home early tonight.
context: But still...\But still, I hate it.\I'm not interested in a salvation that's inherently limited to a set number of people.\I can't bear the thought of strangers dying around me, as they did that day!\That was Tohsaka...\Wasn't it?\Where's Sakura?\She went home early tonight. response:	Why did you send her home alone?
context: But still, I hate it.\I'm not interested in a salvation that's inherently limited to a set number of people.\I can't bear the thought of strangers dying around me, as they did that day!\That was Tohsaka...\Wasn't it?\Where's Sakura?\She went home early tonight.\Why did you send her home alone? response:	You were the one who warned us that going out alone wasn't safe, remember?
context: I'm not interested in a salvation that's inherently limited to a set number of people.\I can't bear the thought of strangers dying around me, as they did that day!\That was Tohsaka...\Wasn't it?\Where's Sakura?\She went home early tonight.\Why did you send her home alone?\You were the one who warned us that going out alone wasn't safe, remember? response:	It's fine, it's fine. I sent one of my guys with her.
context: I can't bear the thought of strangers dying around me, as they did that day!\That was Tohsaka...\Wasn't it?\Where's Sakura?\She went home early tonight.\Why did you send her home alone?\You were the one who warned us that going out alone wasn't safe, remember?\It's fine, it's fine. I sent one of my guys with her. response:	You should've been the one to go.
context: That was Tohsaka...\Wasn't it?\Where's Sakura?\She went home early tonight.\Why did you send her home alone?\You were the one who warned us that going out alone wasn't safe, remember?\It's fine, it's fine. I sent one of my guys with her.\You should've been the one to go. response:	You're our teacher, after all.
context: Wasn't it?\Where's Sakura?\She went home early tonight.\Why did you send her home alone?\You were the one who warned us that going out alone wasn't safe, remember?\It's fine, it's fine. I sent one of my guys with her.\You should've been the one to go.\You're our teacher, after all. response:	If I'd done that, I wouldn't get to eat dinner until after 10...
context: Where's Sakura?\She went home early tonight.\Why did you send her home alone?\You were the one who warned us that going out alone wasn't safe, remember?\It's fine, it's fine. I sent one of my guys with her.\You should've been the one to go.\You're our teacher, after all.\If I'd done that, I wouldn't get to eat dinner until after 10... response:	Anyway, it's your own fault for coming home so late because of work!
context: She went home early tonight.\Why did you send her home alone?\You were the one who warned us that going out alone wasn't safe, remember?\It's fine, it's fine. I sent one of my guys with her.\You should've been the one to go.\You're our teacher, after all.\If I'd done that, I wouldn't get to eat dinner until after 10...\Anyway, it's your own fault for coming home so late because of work! response:	On your work days, my stomach always has to patiently wait.
context: Why did you send her home alone?\You were the one who warned us that going out alone wasn't safe, remember?\It's fine, it's fine. I sent one of my guys with her.\You should've been the one to go.\You're our teacher, after all.\If I'd done that, I wouldn't get to eat dinner until after 10...\Anyway, it's your own fault for coming home so late because of work!\On your work days, my stomach always has to patiently wait. response:	Hey, don't you have the option of eating dinner at your own house?
context: You were the one who warned us that going out alone wasn't safe, remember?\It's fine, it's fine. I sent one of my guys with her.\You should've been the one to go.\You're our teacher, after all.\If I'd done that, I wouldn't get to eat dinner until after 10...\Anyway, it's your own fault for coming home so late because of work!\On your work days, my stomach always has to patiently wait.\Hey, don't you have the option of eating dinner at your own house? response:	I've told you, this is my own house.
context: It's fine, it's fine. I sent one of my guys with her.\You should've been the one to go.\You're our teacher, after all.\If I'd done that, I wouldn't get to eat dinner until after 10...\Anyway, it's your own fault for coming home so late because of work!\On your work days, my stomach always has to patiently wait.\Hey, don't you have the option of eating dinner at your own house?\I've told you, this is my own house. response:	Sheesh...
context: You should've been the one to go.\You're our teacher, after all.\If I'd done that, I wouldn't get to eat dinner until after 10...\Anyway, it's your own fault for coming home so late because of work!\On your work days, my stomach always has to patiently wait.\Hey, don't you have the option of eating dinner at your own house?\I've told you, this is my own house.\Sheesh... response:	What's this?
context: You're our teacher, after all.\If I'd done that, I wouldn't get to eat dinner until after 10...\Anyway, it's your own fault for coming home so late because of work!\On your work days, my stomach always has to patiently wait.\Hey, don't you have the option of eating dinner at your own house?\I've told you, this is my own house.\Sheesh...\What's this? response:	Luck, Come In! Customer Appreciation Sale
context: If I'd done that, I wouldn't get to eat dinner until after 10...\Anyway, it's your own fault for coming home so late because of work!\On your work days, my stomach always has to patiently wait.\Hey, don't you have the option of eating dinner at your own house?\I've told you, this is my own house.\Sheesh...\What's this?\Luck, Come In! Customer Appreciation Sale response:	Oh, someone gave that to me, but I don't want it, so you can have it!
context: Anyway, it's your own fault for coming home so late because of work!\On your work days, my stomach always has to patiently wait.\Hey, don't you have the option of eating dinner at your own house?\I've told you, this is my own house.\Sheesh...\What's this?\Luck, Come In! Customer Appreciation Sale\Oh, someone gave that to me, but I don't want it, so you can have it! response:	I don't want it, either!
context: On your work days, my stomach always has to patiently wait.\Hey, don't you have the option of eating dinner at your own house?\I've told you, this is my own house.\Sheesh...\What's this?\Luck, Come In! Customer Appreciation Sale\Oh, someone gave that to me, but I don't want it, so you can have it!\I don't want it, either! response:	If you think you can hit me with skills like yours, you're sadly mistaken.
context: Hey, don't you have the option of eating dinner at your own house?\I've told you, this is my own house.\Sheesh...\What's this?\Luck, Come In! Customer Appreciation Sale\Oh, someone gave that to me, but I don't want it, so you can have it!\I don't want it, either!\If you think you can hit me with skills like yours, you're sadly mistaken. response:	If you don't like it, I suggest you practice more.
context: I've told you, this is my own house.\Sheesh...\What's this?\Luck, Come In! Customer Appreciation Sale\Oh, someone gave that to me, but I don't want it, so you can have it!\I don't want it, either!\If you think you can hit me with skills like yours, you're sadly mistaken.\If you don't like it, I suggest you practice more. response:	But more importantly, Shirou, I'm famished!
context: Sheesh...\What's this?\Luck, Come In! Customer Appreciation Sale\Oh, someone gave that to me, but I don't want it, so you can have it!\I don't want it, either!\If you think you can hit me with skills like yours, you're sadly mistaken.\If you don't like it, I suggest you practice more.\But more importantly, Shirou, I'm famished! response:	I've been waiting for ages, so hurry up and make dinner!
context: What's this?\Luck, Come In! Customer Appreciation Sale\Oh, someone gave that to me, but I don't want it, so you can have it!\I don't want it, either!\If you think you can hit me with skills like yours, you're sadly mistaken.\If you don't like it, I suggest you practice more.\But more importantly, Shirou, I'm famished!\I've been waiting for ages, so hurry up and make dinner! response:	Yeah, yeah.
context: Luck, Come In! Customer Appreciation Sale\Oh, someone gave that to me, but I don't want it, so you can have it!\I don't want it, either!\If you think you can hit me with skills like yours, you're sadly mistaken.\If you don't like it, I suggest you practice more.\But more importantly, Shirou, I'm famished!\I've been waiting for ages, so hurry up and make dinner!\Yeah, yeah. response:	Senpai, after tonight, I won't be able to help with dinner for a while.
context: Oh, someone gave that to me, but I don't want it, so you can have it!\I don't want it, either!\If you think you can hit me with skills like yours, you're sadly mistaken.\If you don't like it, I suggest you practice more.\But more importantly, Shirou, I'm famished!\I've been waiting for ages, so hurry up and make dinner!\Yeah, yeah.\Senpai, after tonight, I won't be able to help with dinner for a while. response:	Do you mind?
context: I don't want it, either!\If you think you can hit me with skills like yours, you're sadly mistaken.\If you don't like it, I suggest you practice more.\But more importantly, Shirou, I'm famished!\I've been waiting for ages, so hurry up and make dinner!\Yeah, yeah.\Senpai, after tonight, I won't be able to help with dinner for a while.\Do you mind? response:	Don't worry about it. It's the weekend, anyway.
context: If you think you can hit me with skills like yours, you're sadly mistaken.\If you don't like it, I suggest you practice more.\But more importantly, Shirou, I'm famished!\I've been waiting for ages, so hurry up and make dinner!\Yeah, yeah.\Senpai, after tonight, I won't be able to help with dinner for a while.\Do you mind?\Don't worry about it. It's the weekend, anyway. response:	You should be hanging out with your friends.
context: If you don't like it, I suggest you practice more.\But more importantly, Shirou, I'm famished!\I've been waiting for ages, so hurry up and make dinner!\Yeah, yeah.\Senpai, after tonight, I won't be able to help with dinner for a while.\Do you mind?\Don't worry about it. It's the weekend, anyway.\You should be hanging out with your friends. response:	No, it's not like that!
context: But more importantly, Shirou, I'm famished!\I've been waiting for ages, so hurry up and make dinner!\Yeah, yeah.\Senpai, after tonight, I won't be able to help with dinner for a while.\Do you mind?\Don't worry about it. It's the weekend, anyway.\You should be hanging out with your friends.\No, it's not like that! response:	It's a personal thing, but I'll still be going to club practices!
context: I've been waiting for ages, so hurry up and make dinner!\Yeah, yeah.\Senpai, after tonight, I won't be able to help with dinner for a while.\Do you mind?\Don't worry about it. It's the weekend, anyway.\You should be hanging out with your friends.\No, it's not like that!\It's a personal thing, but I'll still be going to club practices! response:	S-So if anything comes up, please come to the dojo, and I'll do what I can.
context: Yeah, yeah.\Senpai, after tonight, I won't be able to help with dinner for a while.\Do you mind?\Don't worry about it. It's the weekend, anyway.\You should be hanging out with your friends.\No, it's not like that!\It's a personal thing, but I'll still be going to club practices!\S-So if anything comes up, please come to the dojo, and I'll do what I can. response:	It's not like I'm goofing off, just because it's the weekend!
context: Senpai, after tonight, I won't be able to help with dinner for a while.\Do you mind?\Don't worry about it. It's the weekend, anyway.\You should be hanging out with your friends.\No, it's not like that!\It's a personal thing, but I'll still be going to club practices!\S-So if anything comes up, please come to the dojo, and I'll do what I can.\It's not like I'm goofing off, just because it's the weekend! response:	So, I'd appreciate it...
context: Do you mind?\Don't worry about it. It's the weekend, anyway.\You should be hanging out with your friends.\No, it's not like that!\It's a personal thing, but I'll still be going to club practices!\S-So if anything comes up, please come to the dojo, and I'll do what I can.\It's not like I'm goofing off, just because it's the weekend!\So, I'd appreciate it... response:	if you didn't get the wrong idea.
context: Don't worry about it. It's the weekend, anyway.\You should be hanging out with your friends.\No, it's not like that!\It's a personal thing, but I'll still be going to club practices!\S-So if anything comes up, please come to the dojo, and I'll do what I can.\It's not like I'm goofing off, just because it's the weekend!\So, I'd appreciate it...\if you didn't get the wrong idea. response:	Understood.
context: You should be hanging out with your friends.\No, it's not like that!\It's a personal thing, but I'll still be going to club practices!\S-So if anything comes up, please come to the dojo, and I'll do what I can.\It's not like I'm goofing off, just because it's the weekend!\So, I'd appreciate it...\if you didn't get the wrong idea.\Understood. response:	If something comes up, I'll go to the dojo.
context: No, it's not like that!\It's a personal thing, but I'll still be going to club practices!\S-So if anything comes up, please come to the dojo, and I'll do what I can.\It's not like I'm goofing off, just because it's the weekend!\So, I'd appreciate it...\if you didn't get the wrong idea.\Understood.\If something comes up, I'll go to the dojo. response:	Okay, that would be great.
context: It's a personal thing, but I'll still be going to club practices!\S-So if anything comes up, please come to the dojo, and I'll do what I can.\It's not like I'm goofing off, just because it's the weekend!\So, I'd appreciate it...\if you didn't get the wrong idea.\Understood.\If something comes up, I'll go to the dojo.\Okay, that would be great. response:	Senpai! Your hand!
context: S-So if anything comes up, please come to the dojo, and I'll do what I can.\It's not like I'm goofing off, just because it's the weekend!\So, I'd appreciate it...\if you didn't get the wrong idea.\Understood.\If something comes up, I'll go to the dojo.\Okay, that would be great.\Senpai! Your hand! response:	Where'd this come from? Did I cut myself while I was tinkering with my old junk?
context: It's not like I'm goofing off, just because it's the weekend!\So, I'd appreciate it...\if you didn't get the wrong idea.\Understood.\If something comes up, I'll go to the dojo.\Okay, that would be great.\Senpai! Your hand!\Where'd this come from? Did I cut myself while I was tinkering with my old junk? response:	Well, it doesn't hurt or anything, so it should fade soon.
context: So, I'd appreciate it...\if you didn't get the wrong idea.\Understood.\If something comes up, I'll go to the dojo.\Okay, that would be great.\Senpai! Your hand!\Where'd this come from? Did I cut myself while I was tinkering with my old junk?\Well, it doesn't hurt or anything, so it should fade soon. response:	I'm fine. It's nothing to worry about.
context: if you didn't get the wrong idea.\Understood.\If something comes up, I'll go to the dojo.\Okay, that would be great.\Senpai! Your hand!\Where'd this come from? Did I cut myself while I was tinkering with my old junk?\Well, it doesn't hurt or anything, so it should fade soon.\I'm fine. It's nothing to worry about. response:	Okay, if you say so...
context: Understood.\If something comes up, I'll go to the dojo.\Okay, that would be great.\Senpai! Your hand!\Where'd this come from? Did I cut myself while I was tinkering with my old junk?\Well, it doesn't hurt or anything, so it should fade soon.\I'm fine. It's nothing to worry about.\Okay, if you say so... response:	Maybe I'm just tired.
context: If something comes up, I'll go to the dojo.\Okay, that would be great.\Senpai! Your hand!\Where'd this come from? Did I cut myself while I was tinkering with my old junk?\Well, it doesn't hurt or anything, so it should fade soon.\I'm fine. It's nothing to worry about.\Okay, if you say so...\Maybe I'm just tired. response:	Thanks to you, Emiya, it looks like we'll have all the equipment fixed before exams begin.
context: Okay, that would be great.\Senpai! Your hand!\Where'd this come from? Did I cut myself while I was tinkering with my old junk?\Well, it doesn't hurt or anything, so it should fade soon.\I'm fine. It's nothing to worry about.\Okay, if you say so...\Maybe I'm just tired.\Thanks to you, Emiya, it looks like we'll have all the equipment fixed before exams begin. response:	I have to thank you again.
