context: You're back pretty late. response:	Were you able to see the Tomoebi?
context: I'm going down there again.\There's no point.\No matter which way you go, you can't get into Shioshishio...\I know that!\I'm home!\Miu?\Um...\Undies. response:	Don't get in the way.
context: There's no point.\No matter which way you go, you can't get into Shioshishio...\I know that!\I'm home!\Miu?\Um...\Undies.\Don't get in the way. response:	Oh!
context: No matter which way you go, you can't get into Shioshishio...\I know that!\I'm home!\Miu?\Um...\Undies.\Don't get in the way.\Oh! response:	I put it all the way down there...
context: I know that!\I'm home!\Miu?\Um...\Undies.\Don't get in the way.\Oh!\I put it all the way down there... response:	I'm stupid.
context: I'm home!\Miu?\Um...\Undies.\Don't get in the way.\Oh!\I put it all the way down there...\I'm stupid. response:	I was so happy that Hikari came back...
context: Miu?\Um...\Undies.\Don't get in the way.\Oh!\I put it all the way down there...\I'm stupid.\I was so happy that Hikari came back... response:	So happy that we were now the same age...
context: Um...\Undies.\Don't get in the way.\Oh!\I put it all the way down there...\I'm stupid.\I was so happy that Hikari came back...\So happy that we were now the same age... response:	So happy...
context: Undies.\Don't get in the way.\Oh!\I put it all the way down there...\I'm stupid.\I was so happy that Hikari came back...\So happy that we were now the same age...\So happy... response:	that I couldn't even understand something as simple as this.
context: Don't get in the way.\Oh!\I put it all the way down there...\I'm stupid.\I was so happy that Hikari came back...\So happy that we were now the same age...\So happy...\that I couldn't even understand something as simple as this. response:	Hikari needs a flag, too.
context: Oh!\I put it all the way down there...\I'm stupid.\I was so happy that Hikari came back...\So happy that we were now the same age...\So happy...\that I couldn't even understand something as simple as this.\Hikari needs a flag, too. response:	Flag?
context: I put it all the way down there...\I'm stupid.\I was so happy that Hikari came back...\So happy that we were now the same age...\So happy...\that I couldn't even understand something as simple as this.\Hikari needs a flag, too.\Flag? response:	So lame. Seriously.
context: I'm stupid.\I was so happy that Hikari came back...\So happy that we were now the same age...\So happy...\that I couldn't even understand something as simple as this.\Hikari needs a flag, too.\Flag?\So lame. Seriously. response:	Nishiura
context: I was so happy that Hikari came back...\So happy that we were now the same age...\So happy...\that I couldn't even understand something as simple as this.\Hikari needs a flag, too.\Flag?\So lame. Seriously.\Nishiura response:	Hika... ri...
context: So happy that we were now the same age...\So happy...\that I couldn't even understand something as simple as this.\Hikari needs a flag, too.\Flag?\So lame. Seriously.\Nishiura\Hika... ri... response:	This song.
context: So happy...\that I couldn't even understand something as simple as this.\Hikari needs a flag, too.\Flag?\So lame. Seriously.\Nishiura\Hika... ri...\This song. response:	Oh... y-yeah.
context: that I couldn't even understand something as simple as this.\Hikari needs a flag, too.\Flag?\So lame. Seriously.\Nishiura\Hika... ri...\This song.\Oh... y-yeah. response:	The people of Ooshi wanted to make sure it could be heard by everyone sleeping...
context: Hikari needs a flag, too.\Flag?\So lame. Seriously.\Nishiura\Hika... ri...\This song.\Oh... y-yeah.\The people of Ooshi wanted to make sure it could be heard by everyone sleeping... response:	So now it's the 5 o'clock song.
context: Flag?\So lame. Seriously.\Nishiura\Hika... ri...\This song.\Oh... y-yeah.\The people of Ooshi wanted to make sure it could be heard by everyone sleeping...\So now it's the 5 o'clock song. response:	I see.
context: So lame. Seriously.\Nishiura\Hika... ri...\This song.\Oh... y-yeah.\The people of Ooshi wanted to make sure it could be heard by everyone sleeping...\So now it's the 5 o'clock song.\I see. response:	So everyone was thinking about us...
context: Nishiura\Hika... ri...\This song.\Oh... y-yeah.\The people of Ooshi wanted to make sure it could be heard by everyone sleeping...\So now it's the 5 o'clock song.\I see.\So everyone was thinking about us... response:	This whole time.
context: Hika... ri...\This song.\Oh... y-yeah.\The people of Ooshi wanted to make sure it could be heard by everyone sleeping...\So now it's the 5 o'clock song.\I see.\So everyone was thinking about us...\This whole time. response:	Hikari...
context: This song.\Oh... y-yeah.\The people of Ooshi wanted to make sure it could be heard by everyone sleeping...\So now it's the 5 o'clock song.\I see.\So everyone was thinking about us...\This whole time.\Hikari... response:	Um... I...
context: Oh... y-yeah.\The people of Ooshi wanted to make sure it could be heard by everyone sleeping...\So now it's the 5 o'clock song.\I see.\So everyone was thinking about us...\This whole time.\Hikari...\Um... I... response:	Hm?
context: The people of Ooshi wanted to make sure it could be heard by everyone sleeping...\So now it's the 5 o'clock song.\I see.\So everyone was thinking about us...\This whole time.\Hikari...\Um... I...\Hm? response:	I'm sorry I changed...
context: So now it's the 5 o'clock song.\I see.\So everyone was thinking about us...\This whole time.\Hikari...\Um... I...\Hm?\I'm sorry I changed... response:	All this about changing or whatever.
context: I see.\So everyone was thinking about us...\This whole time.\Hikari...\Um... I...\Hm?\I'm sorry I changed...\All this about changing or whatever. response:	You were saying the same thing the other day.
context: So everyone was thinking about us...\This whole time.\Hikari...\Um... I...\Hm?\I'm sorry I changed...\All this about changing or whatever.\You were saying the same thing the other day. response:	The other day?
context: This whole time.\Hikari...\Um... I...\Hm?\I'm sorry I changed...\All this about changing or whatever.\You were saying the same thing the other day.\The other day? response:	It's the other day for me!
context: Hikari...\Um... I...\Hm?\I'm sorry I changed...\All this about changing or whatever.\You were saying the same thing the other day.\The other day?\It's the other day for me! response:	I was scared that everyone's relationship would change.
context: Um... I...\Hm?\I'm sorry I changed...\All this about changing or whatever.\You were saying the same thing the other day.\The other day?\It's the other day for me!\I was scared that everyone's relationship would change. response:	After I woke up, I really understood.
context: Hm?\I'm sorry I changed...\All this about changing or whatever.\You were saying the same thing the other day.\The other day?\It's the other day for me!\I was scared that everyone's relationship would change.\After I woke up, I really understood. response:	How scary it is for things to change.
context: I'm sorry I changed...\All this about changing or whatever.\You were saying the same thing the other day.\The other day?\It's the other day for me!\I was scared that everyone's relationship would change.\After I woke up, I really understood.\How scary it is for things to change. response:	But...
context: All this about changing or whatever.\You were saying the same thing the other day.\The other day?\It's the other day for me!\I was scared that everyone's relationship would change.\After I woke up, I really understood.\How scary it is for things to change.\But... response:	I'm so relieved that you didn't change at all!
context: You were saying the same thing the other day.\The other day?\It's the other day for me!\I was scared that everyone's relationship would change.\After I woke up, I really understood.\How scary it is for things to change.\But...\I'm so relieved that you didn't change at all! response:	I-I don't need to hear that from you. Idiot!
context: The other day?\It's the other day for me!\I was scared that everyone's relationship would change.\After I woke up, I really understood.\How scary it is for things to change.\But...\I'm so relieved that you didn't change at all!\I-I don't need to hear that from you. Idiot! response:	I see you're as violent as ever.
context: It's the other day for me!\I was scared that everyone's relationship would change.\After I woke up, I really understood.\How scary it is for things to change.\But...\I'm so relieved that you didn't change at all!\I-I don't need to hear that from you. Idiot!\I see you're as violent as ever. response:	Actually, have you powered up?!
context: I was scared that everyone's relationship would change.\After I woke up, I really understood.\How scary it is for things to change.\But...\I'm so relieved that you didn't change at all!\I-I don't need to hear that from you. Idiot!\I see you're as violent as ever.\Actually, have you powered up?! response:	Jeez!
context: After I woke up, I really understood.\How scary it is for things to change.\But...\I'm so relieved that you didn't change at all!\I-I don't need to hear that from you. Idiot!\I see you're as violent as ever.\Actually, have you powered up?!\Jeez! response:	I'll see it all!
context: How scary it is for things to change.\But...\I'm so relieved that you didn't change at all!\I-I don't need to hear that from you. Idiot!\I see you're as violent as ever.\Actually, have you powered up?!\Jeez!\I'll see it all! response:	Bring it on!
context: But...\I'm so relieved that you didn't change at all!\I-I don't need to hear that from you. Idiot!\I see you're as violent as ever.\Actually, have you powered up?!\Jeez!\I'll see it all!\Bring it on! response:	I won't be surprised at all anymore, damn it!
context: I'm so relieved that you didn't change at all!\I-I don't need to hear that from you. Idiot!\I see you're as violent as ever.\Actually, have you powered up?!\Jeez!\I'll see it all!\Bring it on!\I won't be surprised at all anymore, damn it! response:	Hikari!
context: I-I don't need to hear that from you. Idiot!\I see you're as violent as ever.\Actually, have you powered up?!\Jeez!\I'll see it all!\Bring it on!\I won't be surprised at all anymore, damn it!\Hikari! response:	Huh?
context: I see you're as violent as ever.\Actually, have you powered up?!\Jeez!\I'll see it all!\Bring it on!\I won't be surprised at all anymore, damn it!\Hikari!\Huh? response:	Hikari!
context: Actually, have you powered up?!\Jeez!\I'll see it all!\Bring it on!\I won't be surprised at all anymore, damn it!\Hikari!\Huh?\Hikari! response:	I-I did it in a hurry, so it's not the best...
context: Jeez!\I'll see it all!\Bring it on!\I won't be surprised at all anymore, damn it!\Hikari!\Huh?\Hikari!\I-I did it in a hurry, so it's not the best... response:	but I fixed it!
context: I'll see it all!\Bring it on!\I won't be surprised at all anymore, damn it!\Hikari!\Huh?\Hikari!\I-I did it in a hurry, so it's not the best...\but I fixed it! response:	What is this?
context: Bring it on!\I won't be surprised at all anymore, damn it!\Hikari!\Huh?\Hikari!\I-I did it in a hurry, so it's not the best...\but I fixed it!\What is this? response:	H-Hearts. I thought they'd be cute...
context: I won't be surprised at all anymore, damn it!\Hikari!\Huh?\Hikari!\I-I did it in a hurry, so it's not the best...\but I fixed it!\What is this?\H-Hearts. I thought they'd be cute... response:	And these?
context: Hikari!\Huh?\Hikari!\I-I did it in a hurry, so it's not the best...\but I fixed it!\What is this?\H-Hearts. I thought they'd be cute...\And these? response:	Kancho!
context: Huh?\Hikari!\I-I did it in a hurry, so it's not the best...\but I fixed it!\What is this?\H-Hearts. I thought they'd be cute...\And these?\Kancho! response:	No, they're butterflies. Butterflies!
context: Hikari!\I-I did it in a hurry, so it's not the best...\but I fixed it!\What is this?\H-Hearts. I thought they'd be cute...\And these?\Kancho!\No, they're butterflies. Butterflies! response:	Putting hearts and butterflies on an Ofunehiki flag...
context: I-I did it in a hurry, so it's not the best...\but I fixed it!\What is this?\H-Hearts. I thought they'd be cute...\And these?\Kancho!\No, they're butterflies. Butterflies!\Putting hearts and butterflies on an Ofunehiki flag... response:	Are you guys stupid?
context: but I fixed it!\What is this?\H-Hearts. I thought they'd be cute...\And these?\Kancho!\No, they're butterflies. Butterflies!\Putting hearts and butterflies on an Ofunehiki flag...\Are you guys stupid? response:	I was so happy to see Hikari's smile.
context: What is this?\H-Hearts. I thought they'd be cute...\And these?\Kancho!\No, they're butterflies. Butterflies!\Putting hearts and butterflies on an Ofunehiki flag...\Are you guys stupid?\I was so happy to see Hikari's smile. response:	Kancho! Kancho!
context: H-Hearts. I thought they'd be cute...\And these?\Kancho!\No, they're butterflies. Butterflies!\Putting hearts and butterflies on an Ofunehiki flag...\Are you guys stupid?\I was so happy to see Hikari's smile.\Kancho! Kancho! response:	They're butterflies.
context: And these?\Kancho!\No, they're butterflies. Butterflies!\Putting hearts and butterflies on an Ofunehiki flag...\Are you guys stupid?\I was so happy to see Hikari's smile.\Kancho! Kancho!\They're butterflies. response:	There were a lot of things that I didn't understand,
context: Kancho!\No, they're butterflies. Butterflies!\Putting hearts and butterflies on an Ofunehiki flag...\Are you guys stupid?\I was so happy to see Hikari's smile.\Kancho! Kancho!\They're butterflies.\There were a lot of things that I didn't understand, response:	Heart.
context: No, they're butterflies. Butterflies!\Putting hearts and butterflies on an Ofunehiki flag...\Are you guys stupid?\I was so happy to see Hikari's smile.\Kancho! Kancho!\They're butterflies.\There were a lot of things that I didn't understand,\Heart. response:	and a lot of things that couldn't be reached...
context: Putting hearts and butterflies on an Ofunehiki flag...\Are you guys stupid?\I was so happy to see Hikari's smile.\Kancho! Kancho!\They're butterflies.\There were a lot of things that I didn't understand,\Heart.\and a lot of things that couldn't be reached... response:	Good job.
context: Are you guys stupid?\I was so happy to see Hikari's smile.\Kancho! Kancho!\They're butterflies.\There were a lot of things that I didn't understand,\Heart.\and a lot of things that couldn't be reached...\Good job. response:	Undies.
context: I was so happy to see Hikari's smile.\Kancho! Kancho!\They're butterflies.\There were a lot of things that I didn't understand,\Heart.\and a lot of things that couldn't be reached...\Good job.\Undies. response:	But still, I...
context: Kancho! Kancho!\They're butterflies.\There were a lot of things that I didn't understand,\Heart.\and a lot of things that couldn't be reached...\Good job.\Undies.\But still, I... response:	want to protect his smile.
context: They're butterflies.\There were a lot of things that I didn't understand,\Heart.\and a lot of things that couldn't be reached...\Good job.\Undies.\But still, I...\want to protect his smile. response:	Don't just stand there, come in.
context: There were a lot of things that I didn't understand,\Heart.\and a lot of things that couldn't be reached...\Good job.\Undies.\But still, I...\want to protect his smile.\Don't just stand there, come in. response:	Oh... I-I'm home...
context: Heart.\and a lot of things that couldn't be reached...\Good job.\Undies.\But still, I...\want to protect his smile.\Don't just stand there, come in.\Oh... I-I'm home... response:	Chisaki... Did you see Hikari?
context: and a lot of things that couldn't be reached...\Good job.\Undies.\But still, I...\want to protect his smile.\Don't just stand there, come in.\Oh... I-I'm home...\Chisaki... Did you see Hikari? response:	How...
context: Good job.\Undies.\But still, I...\want to protect his smile.\Don't just stand there, come in.\Oh... I-I'm home...\Chisaki... Did you see Hikari?\How... response:	I'm Sakishima, who's repeating this class.
context: Undies.\But still, I...\want to protect his smile.\Don't just stand there, come in.\Oh... I-I'm home...\Chisaki... Did you see Hikari?\How...\I'm Sakishima, who's repeating this class. response:	Please call me Senpai and respect me.
context: But still, I...\want to protect his smile.\Don't just stand there, come in.\Oh... I-I'm home...\Chisaki... Did you see Hikari?\How...\I'm Sakishima, who's repeating this class.\Please call me Senpai and respect me. response:	I'm going to hold your hand so you don't wander off.
context: want to protect his smile.\Don't just stand there, come in.\Oh... I-I'm home...\Chisaki... Did you see Hikari?\How...\I'm Sakishima, who's repeating this class.\Please call me Senpai and respect me.\I'm going to hold your hand so you don't wander off. response:	Must be nice! The person you like woke up!
context: Don't just stand there, come in.\Oh... I-I'm home...\Chisaki... Did you see Hikari?\How...\I'm Sakishima, who's repeating this class.\Please call me Senpai and respect me.\I'm going to hold your hand so you don't wander off.\Must be nice! The person you like woke up! response:	Episode Sixteen: The Whispers of the Faraway Waves
