context: You're right. response:	Now do you believe me?
context: I'm pretty sure I'm wearing white today.\No, Rabura! Don't take matters into your own hands!\Why?\Do you seriously want to take on the military?\It's all right.\I have countermeasures in place.\Have you reached an answer?\Guri-chan. response:	Guriko!
context: No, Rabura! Don't take matters into your own hands!\Why?\Do you seriously want to take on the military?\It's all right.\I have countermeasures in place.\Have you reached an answer?\Guri-chan.\Guriko! response:	Wait, Miya Ken! Don't abandon your post!
context: Why?\Do you seriously want to take on the military?\It's all right.\I have countermeasures in place.\Have you reached an answer?\Guri-chan.\Guriko!\Wait, Miya Ken! Don't abandon your post! response:	That's right...
context: Do you seriously want to take on the military?\It's all right.\I have countermeasures in place.\Have you reached an answer?\Guri-chan.\Guriko!\Wait, Miya Ken! Don't abandon your post!\That's right... response:	Rabura, you take it from here!
context: It's all right.\I have countermeasures in place.\Have you reached an answer?\Guri-chan.\Guriko!\Wait, Miya Ken! Don't abandon your post!\That's right...\Rabura, you take it from here! response:	Hang on!
context: I have countermeasures in place.\Have you reached an answer?\Guri-chan.\Guriko!\Wait, Miya Ken! Don't abandon your post!\That's right...\Rabura, you take it from here!\Hang on! response:	Where are you going?!
context: Have you reached an answer?\Guri-chan.\Guriko!\Wait, Miya Ken! Don't abandon your post!\That's right...\Rabura, you take it from here!\Hang on!\Where are you going?! response:	You're both here now.
context: Guri-chan.\Guriko!\Wait, Miya Ken! Don't abandon your post!\That's right...\Rabura, you take it from here!\Hang on!\Where are you going?!\You're both here now. response:	Well then, let's hear your answer.
context: Guriko!\Wait, Miya Ken! Don't abandon your post!\That's right...\Rabura, you take it from here!\Hang on!\Where are you going?!\You're both here now.\Well then, let's hear your answer. response:	Even if we become Ws,
context: Wait, Miya Ken! Don't abandon your post!\That's right...\Rabura, you take it from here!\Hang on!\Where are you going?!\You're both here now.\Well then, let's hear your answer.\Even if we become Ws, response:	you still intend to destroy humanity, don't you?!
context: That's right...\Rabura, you take it from here!\Hang on!\Where are you going?!\You're both here now.\Well then, let's hear your answer.\Even if we become Ws,\you still intend to destroy humanity, don't you?! response:	To destroy the old humanity is also a W's duty.
context: Rabura, you take it from here!\Hang on!\Where are you going?!\You're both here now.\Well then, let's hear your answer.\Even if we become Ws,\you still intend to destroy humanity, don't you?!\To destroy the old humanity is also a W's duty. response:	Doesn't that mean everyone at Korai House will die?
context: Hang on!\Where are you going?!\You're both here now.\Well then, let's hear your answer.\Even if we become Ws,\you still intend to destroy humanity, don't you?!\To destroy the old humanity is also a W's duty.\Doesn't that mean everyone at Korai House will die? response:	We're not like them.
context: Where are you going?!\You're both here now.\Well then, let's hear your answer.\Even if we become Ws,\you still intend to destroy humanity, don't you?!\To destroy the old humanity is also a W's duty.\Doesn't that mean everyone at Korai House will die?\We're not like them. response:	Why don't you let go of them already?
context: You're both here now.\Well then, let's hear your answer.\Even if we become Ws,\you still intend to destroy humanity, don't you?!\To destroy the old humanity is also a W's duty.\Doesn't that mean everyone at Korai House will die?\We're not like them.\Why don't you let go of them already? response:	We won't become Ws!
context: Well then, let's hear your answer.\Even if we become Ws,\you still intend to destroy humanity, don't you?!\To destroy the old humanity is also a W's duty.\Doesn't that mean everyone at Korai House will die?\We're not like them.\Why don't you let go of them already?\We won't become Ws! response:	We're going to protect humanity the people of Korai House!
context: Even if we become Ws,\you still intend to destroy humanity, don't you?!\To destroy the old humanity is also a W's duty.\Doesn't that mean everyone at Korai House will die?\We're not like them.\Why don't you let go of them already?\We won't become Ws!\We're going to protect humanity the people of Korai House! response:	The U.S. military is about to begin its all-out assault.
context: you still intend to destroy humanity, don't you?!\To destroy the old humanity is also a W's duty.\Doesn't that mean everyone at Korai House will die?\We're not like them.\Why don't you let go of them already?\We won't become Ws!\We're going to protect humanity the people of Korai House!\The U.S. military is about to begin its all-out assault. response:	The riot police will attack simultaneously.
context: To destroy the old humanity is also a W's duty.\Doesn't that mean everyone at Korai House will die?\We're not like them.\Why don't you let go of them already?\We won't become Ws!\We're going to protect humanity the people of Korai House!\The U.S. military is about to begin its all-out assault.\The riot police will attack simultaneously. response:	Add to that these Ws here.
context: Doesn't that mean everyone at Korai House will die?\We're not like them.\Why don't you let go of them already?\We won't become Ws!\We're going to protect humanity the people of Korai House!\The U.S. military is about to begin its all-out assault.\The riot police will attack simultaneously.\Add to that these Ws here. response:	Can you hold them all off by yourselves?
context: We're not like them.\Why don't you let go of them already?\We won't become Ws!\We're going to protect humanity the people of Korai House!\The U.S. military is about to begin its all-out assault.\The riot police will attack simultaneously.\Add to that these Ws here.\Can you hold them all off by yourselves? response:	I'll be going ahead to Korai House.
context: Why don't you let go of them already?\We won't become Ws!\We're going to protect humanity the people of Korai House!\The U.S. military is about to begin its all-out assault.\The riot police will attack simultaneously.\Add to that these Ws here.\Can you hold them all off by yourselves?\I'll be going ahead to Korai House. response:	I can't let the asteroid's descent be interrupted.
context: We won't become Ws!\We're going to protect humanity the people of Korai House!\The U.S. military is about to begin its all-out assault.\The riot police will attack simultaneously.\Add to that these Ws here.\Can you hold them all off by yourselves?\I'll be going ahead to Korai House.\I can't let the asteroid's descent be interrupted. response:	Wait, Guriko!
context: We're going to protect humanity the people of Korai House!\The U.S. military is about to begin its all-out assault.\The riot police will attack simultaneously.\Add to that these Ws here.\Can you hold them all off by yourselves?\I'll be going ahead to Korai House.\I can't let the asteroid's descent be interrupted.\Wait, Guriko! response:	What are you doing, Ito?
context: The U.S. military is about to begin its all-out assault.\The riot police will attack simultaneously.\Add to that these Ws here.\Can you hold them all off by yourselves?\I'll be going ahead to Korai House.\I can't let the asteroid's descent be interrupted.\Wait, Guriko!\What are you doing, Ito? response:	This is the same UI as the game I'm always playing, isn't it?
context: The riot police will attack simultaneously.\Add to that these Ws here.\Can you hold them all off by yourselves?\I'll be going ahead to Korai House.\I can't let the asteroid's descent be interrupted.\Wait, Guriko!\What are you doing, Ito?\This is the same UI as the game I'm always playing, isn't it? response:	Yeah, it is, but...
context: Add to that these Ws here.\Can you hold them all off by yourselves?\I'll be going ahead to Korai House.\I can't let the asteroid's descent be interrupted.\Wait, Guriko!\What are you doing, Ito?\This is the same UI as the game I'm always playing, isn't it?\Yeah, it is, but... response:	I can do it, then.
context: Can you hold them all off by yourselves?\I'll be going ahead to Korai House.\I can't let the asteroid's descent be interrupted.\Wait, Guriko!\What are you doing, Ito?\This is the same UI as the game I'm always playing, isn't it?\Yeah, it is, but...\I can do it, then. response:	Do what?!
context: I'll be going ahead to Korai House.\I can't let the asteroid's descent be interrupted.\Wait, Guriko!\What are you doing, Ito?\This is the same UI as the game I'm always playing, isn't it?\Yeah, it is, but...\I can do it, then.\Do what?! response:	Please, Meika.
context: I can't let the asteroid's descent be interrupted.\Wait, Guriko!\What are you doing, Ito?\This is the same UI as the game I'm always playing, isn't it?\Yeah, it is, but...\I can do it, then.\Do what?!\Please, Meika. response:	No!
context: Wait, Guriko!\What are you doing, Ito?\This is the same UI as the game I'm always playing, isn't it?\Yeah, it is, but...\I can do it, then.\Do what?!\Please, Meika.\No! response:	This isn't a game!
context: What are you doing, Ito?\This is the same UI as the game I'm always playing, isn't it?\Yeah, it is, but...\I can do it, then.\Do what?!\Please, Meika.\No!\This isn't a game! response:	You can't respawn.
context: This is the same UI as the game I'm always playing, isn't it?\Yeah, it is, but...\I can do it, then.\Do what?!\Please, Meika.\No!\This isn't a game!\You can't respawn. response:	If you get hit, you're dead!
context: Yeah, it is, but...\I can do it, then.\Do what?!\Please, Meika.\No!\This isn't a game!\You can't respawn.\If you get hit, you're dead! response:	I know!
context: I can do it, then.\Do what?!\Please, Meika.\No!\This isn't a game!\You can't respawn.\If you get hit, you're dead!\I know! response:	I know that.
context: Do what?!\Please, Meika.\No!\This isn't a game!\You can't respawn.\If you get hit, you're dead!\I know!\I know that. response:	But I want to be useful, too.
context: Please, Meika.\No!\This isn't a game!\You can't respawn.\If you get hit, you're dead!\I know!\I know that.\But I want to be useful, too. response:	I want to protect Korai House, too.
context: No!\This isn't a game!\You can't respawn.\If you get hit, you're dead!\I know!\I know that.\But I want to be useful, too.\I want to protect Korai House, too. response:	I will protect it!
context: This isn't a game!\You can't respawn.\If you get hit, you're dead!\I know!\I know that.\But I want to be useful, too.\I want to protect Korai House, too.\I will protect it! response:	What the hell?!
context: You can't respawn.\If you get hit, you're dead!\I know!\I know that.\But I want to be useful, too.\I want to protect Korai House, too.\I will protect it!\What the hell?! response:	Fire!
context: If you get hit, you're dead!\I know!\I know that.\But I want to be useful, too.\I want to protect Korai House, too.\I will protect it!\What the hell?!\Fire! response:	Very well.
context: I know!\I know that.\But I want to be useful, too.\I want to protect Korai House, too.\I will protect it!\What the hell?!\Fire!\Very well. response:	I, Torahachiro, will take you on!
context: I know that.\But I want to be useful, too.\I want to protect Korai House, too.\I will protect it!\What the hell?!\Fire!\Very well.\I, Torahachiro, will take you on! response:	Run!
context: But I want to be useful, too.\I want to protect Korai House, too.\I will protect it!\What the hell?!\Fire!\Very well.\I, Torahachiro, will take you on!\Run! response:	That idiot.
context: I want to protect Korai House, too.\I will protect it!\What the hell?!\Fire!\Very well.\I, Torahachiro, will take you on!\Run!\That idiot. response:	Colonel!
context: I will protect it!\What the hell?!\Fire!\Very well.\I, Torahachiro, will take you on!\Run!\That idiot.\Colonel! response:	A skirmish has been reported to have started.
context: What the hell?!\Fire!\Very well.\I, Torahachiro, will take you on!\Run!\That idiot.\Colonel!\A skirmish has been reported to have started. response:	Ignore it.
context: Fire!\Very well.\I, Torahachiro, will take you on!\Run!\That idiot.\Colonel!\A skirmish has been reported to have started.\Ignore it. response:	More importantly,
context: Very well.\I, Torahachiro, will take you on!\Run!\That idiot.\Colonel!\A skirmish has been reported to have started.\Ignore it.\More importantly, response:	have you found the bear cub yet?
context: I, Torahachiro, will take you on!\Run!\That idiot.\Colonel!\A skirmish has been reported to have started.\Ignore it.\More importantly,\have you found the bear cub yet? response:	Chiyoko, are you all right?
context: Run!\That idiot.\Colonel!\A skirmish has been reported to have started.\Ignore it.\More importantly,\have you found the bear cub yet?\Chiyoko, are you all right? response:	This is bad...
context: That idiot.\Colonel!\A skirmish has been reported to have started.\Ignore it.\More importantly,\have you found the bear cub yet?\Chiyoko, are you all right?\This is bad... response:	We have to hurry and go after Guriko.
context: Colonel!\A skirmish has been reported to have started.\Ignore it.\More importantly,\have you found the bear cub yet?\Chiyoko, are you all right?\This is bad...\We have to hurry and go after Guriko. response:	This scent...
context: A skirmish has been reported to have started.\Ignore it.\More importantly,\have you found the bear cub yet?\Chiyoko, are you all right?\This is bad...\We have to hurry and go after Guriko.\This scent... response:	Cinnamon?
context: Ignore it.\More importantly,\have you found the bear cub yet?\Chiyoko, are you all right?\This is bad...\We have to hurry and go after Guriko.\This scent...\Cinnamon? response:	Hurry! Now's your chance!
context: More importantly,\have you found the bear cub yet?\Chiyoko, are you all right?\This is bad...\We have to hurry and go after Guriko.\This scent...\Cinnamon?\Hurry! Now's your chance! response:	You're...
context: have you found the bear cub yet?\Chiyoko, are you all right?\This is bad...\We have to hurry and go after Guriko.\This scent...\Cinnamon?\Hurry! Now's your chance!\You're... response:	You can't be...
context: Chiyoko, are you all right?\This is bad...\We have to hurry and go after Guriko.\This scent...\Cinnamon?\Hurry! Now's your chance!\You're...\You can't be... response:	Yeah, I'm the other you.
context: This is bad...\We have to hurry and go after Guriko.\This scent...\Cinnamon?\Hurry! Now's your chance!\You're...\You can't be...\Yeah, I'm the other you. response:	The disembodied soul of Iridatsu Yuta.
context: We have to hurry and go after Guriko.\This scent...\Cinnamon?\Hurry! Now's your chance!\You're...\You can't be...\Yeah, I'm the other you.\The disembodied soul of Iridatsu Yuta. response:	Huh?!
context: This scent...\Cinnamon?\Hurry! Now's your chance!\You're...\You can't be...\Yeah, I'm the other you.\The disembodied soul of Iridatsu Yuta.\Huh?! response:	I don't have time to explain.
context: Cinnamon?\Hurry! Now's your chance!\You're...\You can't be...\Yeah, I'm the other you.\The disembodied soul of Iridatsu Yuta.\Huh?!\I don't have time to explain. response:	Never mind me, just go after Guriko!
context: Hurry! Now's your chance!\You're...\You can't be...\Yeah, I'm the other you.\The disembodied soul of Iridatsu Yuta.\Huh?!\I don't have time to explain.\Never mind me, just go after Guriko! response:	I have about six more minutes to possess this body.
context: You're...\You can't be...\Yeah, I'm the other you.\The disembodied soul of Iridatsu Yuta.\Huh?!\I don't have time to explain.\Never mind me, just go after Guriko!\I have about six more minutes to possess this body. response:	Fine.
context: You can't be...\Yeah, I'm the other you.\The disembodied soul of Iridatsu Yuta.\Huh?!\I don't have time to explain.\Never mind me, just go after Guriko!\I have about six more minutes to possess this body.\Fine. response:	I'll take care of you all in six minutes!
context: Yeah, I'm the other you.\The disembodied soul of Iridatsu Yuta.\Huh?!\I don't have time to explain.\Never mind me, just go after Guriko!\I have about six more minutes to possess this body.\Fine.\I'll take care of you all in six minutes! response:	Commencing countdown. We have
context: The disembodied soul of Iridatsu Yuta.\Huh?!\I don't have time to explain.\Never mind me, just go after Guriko!\I have about six more minutes to possess this body.\Fine.\I'll take care of you all in six minutes!\Commencing countdown. We have response:	30 seconds.
context: Huh?!\I don't have time to explain.\Never mind me, just go after Guriko!\I have about six more minutes to possess this body.\Fine.\I'll take care of you all in six minutes!\Commencing countdown. We have\30 seconds. response:	Ten.
context: I don't have time to explain.\Never mind me, just go after Guriko!\I have about six more minutes to possess this body.\Fine.\I'll take care of you all in six minutes!\Commencing countdown. We have\30 seconds.\Ten. response:	Nine.
context: Never mind me, just go after Guriko!\I have about six more minutes to possess this body.\Fine.\I'll take care of you all in six minutes!\Commencing countdown. We have\30 seconds.\Ten.\Nine. response:	Eight.
context: I have about six more minutes to possess this body.\Fine.\I'll take care of you all in six minutes!\Commencing countdown. We have\30 seconds.\Ten.\Nine.\Eight. response:	Seven.
context: Fine.\I'll take care of you all in six minutes!\Commencing countdown. We have\30 seconds.\Ten.\Nine.\Eight.\Seven. response:	Six.
context: I'll take care of you all in six minutes!\Commencing countdown. We have\30 seconds.\Ten.\Nine.\Eight.\Seven.\Six. response:	Five.
context: Commencing countdown. We have\30 seconds.\Ten.\Nine.\Eight.\Seven.\Six.\Five. response:	Four.
context: 30 seconds.\Ten.\Nine.\Eight.\Seven.\Six.\Five.\Four. response:	Three.
context: Ten.\Nine.\Eight.\Seven.\Six.\Five.\Four.\Three. response:	Two.
context: Nine.\Eight.\Seven.\Six.\Five.\Four.\Three.\Two. response:	One.
context: Eight.\Seven.\Six.\Five.\Four.\Three.\Two.\One. response:	Fire!
