context: I can't let Croix do as she pleases any longer. response:	I can't let Croix do as she pleases any longer.
context: Good day. Is Akko available?\Diana's looking for Akko? She must be plotting something.\Come on, Sucy!\Akko just left to go see Professor Ursula.\Professor Ursula?\Thank goodness, you really do seem fine now.\Didn't I tell you that there was no need to worry?\I was almost fully healed back then. response:	But it was my fault you even got hurt in the first place.
context: Diana's looking for Akko? She must be plotting something.\Come on, Sucy!\Akko just left to go see Professor Ursula.\Professor Ursula?\Thank goodness, you really do seem fine now.\Didn't I tell you that there was no need to worry?\I was almost fully healed back then.\But it was my fault you even got hurt in the first place. response:	Akko, didn't you promise not to say that anymore?
context: Come on, Sucy!\Akko just left to go see Professor Ursula.\Professor Ursula?\Thank goodness, you really do seem fine now.\Didn't I tell you that there was no need to worry?\I was almost fully healed back then.\But it was my fault you even got hurt in the first place.\Akko, didn't you promise not to say that anymore? response:	Yeah.
context: Akko just left to go see Professor Ursula.\Professor Ursula?\Thank goodness, you really do seem fine now.\Didn't I tell you that there was no need to worry?\I was almost fully healed back then.\But it was my fault you even got hurt in the first place.\Akko, didn't you promise not to say that anymore?\Yeah. response:	But I'm glad you came.
context: Professor Ursula?\Thank goodness, you really do seem fine now.\Didn't I tell you that there was no need to worry?\I was almost fully healed back then.\But it was my fault you even got hurt in the first place.\Akko, didn't you promise not to say that anymore?\Yeah.\But I'm glad you came. response:	There's something I needed to talk to you about.
context: Thank goodness, you really do seem fine now.\Didn't I tell you that there was no need to worry?\I was almost fully healed back then.\But it was my fault you even got hurt in the first place.\Akko, didn't you promise not to say that anymore?\Yeah.\But I'm glad you came.\There's something I needed to talk to you about. response:	What's that?
context: Didn't I tell you that there was no need to worry?\I was almost fully healed back then.\But it was my fault you even got hurt in the first place.\Akko, didn't you promise not to say that anymore?\Yeah.\But I'm glad you came.\There's something I needed to talk to you about.\What's that? response:	I will tell you the seventh and final Word.
context: I was almost fully healed back then.\But it was my fault you even got hurt in the first place.\Akko, didn't you promise not to say that anymore?\Yeah.\But I'm glad you came.\There's something I needed to talk to you about.\What's that?\I will tell you the seventh and final Word. response:	Phasansheer Shearylla.
context: But it was my fault you even got hurt in the first place.\Akko, didn't you promise not to say that anymore?\Yeah.\But I'm glad you came.\There's something I needed to talk to you about.\What's that?\I will tell you the seventh and final Word.\Phasansheer Shearylla. response:	Phasansheer Shearylla?
context: Akko, didn't you promise not to say that anymore?\Yeah.\But I'm glad you came.\There's something I needed to talk to you about.\What's that?\I will tell you the seventh and final Word.\Phasansheer Shearylla.\Phasansheer Shearylla? response:	Not even I know its meaning.
context: Yeah.\But I'm glad you came.\There's something I needed to talk to you about.\What's that?\I will tell you the seventh and final Word.\Phasansheer Shearylla.\Phasansheer Shearylla?\Not even I know its meaning. response:	You don't?
context: But I'm glad you came.\There's something I needed to talk to you about.\What's that?\I will tell you the seventh and final Word.\Phasansheer Shearylla.\Phasansheer Shearylla?\Not even I know its meaning.\You don't? response:	Just remember that the final Word
context: There's something I needed to talk to you about.\What's that?\I will tell you the seventh and final Word.\Phasansheer Shearylla.\Phasansheer Shearylla?\Not even I know its meaning.\You don't?\Just remember that the final Word response:	lies within your heart.
context: What's that?\I will tell you the seventh and final Word.\Phasansheer Shearylla.\Phasansheer Shearylla?\Not even I know its meaning.\You don't?\Just remember that the final Word\lies within your heart. response:	Within my heart...
context: I will tell you the seventh and final Word.\Phasansheer Shearylla.\Phasansheer Shearylla?\Not even I know its meaning.\You don't?\Just remember that the final Word\lies within your heart.\Within my heart... response:	The seventh star will shine in response to the feelings in your heart.
context: Phasansheer Shearylla.\Phasansheer Shearylla?\Not even I know its meaning.\You don't?\Just remember that the final Word\lies within your heart.\Within my heart...\The seventh star will shine in response to the feelings in your heart. response:	When the seventh star shines, say the final Word.
context: Phasansheer Shearylla?\Not even I know its meaning.\You don't?\Just remember that the final Word\lies within your heart.\Within my heart...\The seventh star will shine in response to the feelings in your heart.\When the seventh star shines, say the final Word. response:	Okay.
context: Not even I know its meaning.\You don't?\Just remember that the final Word\lies within your heart.\Within my heart...\The seventh star will shine in response to the feelings in your heart.\When the seventh star shines, say the final Word.\Okay. response:	There's one more thing I need to tell you.
context: You don't?\Just remember that the final Word\lies within your heart.\Within my heart...\The seventh star will shine in response to the feelings in your heart.\When the seventh star shines, say the final Word.\Okay.\There's one more thing I need to tell you. response:	Huh? There is?
context: Just remember that the final Word\lies within your heart.\Within my heart...\The seventh star will shine in response to the feelings in your heart.\When the seventh star shines, say the final Word.\Okay.\There's one more thing I need to tell you.\Huh? There is? response:	I've been trying to find the right time to tell you for so long.
context: lies within your heart.\Within my heart...\The seventh star will shine in response to the feelings in your heart.\When the seventh star shines, say the final Word.\Okay.\There's one more thing I need to tell you.\Huh? There is?\I've been trying to find the right time to tell you for so long. response:	Listen, the truth is
context: Within my heart...\The seventh star will shine in response to the feelings in your heart.\When the seventh star shines, say the final Word.\Okay.\There's one more thing I need to tell you.\Huh? There is?\I've been trying to find the right time to tell you for so long.\Listen, the truth is response:	Is Akko here?
context: The seventh star will shine in response to the feelings in your heart.\When the seventh star shines, say the final Word.\Okay.\There's one more thing I need to tell you.\Huh? There is?\I've been trying to find the right time to tell you for so long.\Listen, the truth is\Is Akko here? response:	Lotte?
context: When the seventh star shines, say the final Word.\Okay.\There's one more thing I need to tell you.\Huh? There is?\I've been trying to find the right time to tell you for so long.\Listen, the truth is\Is Akko here?\Lotte? response:	Huh?! Diana too?
context: Okay.\There's one more thing I need to tell you.\Huh? There is?\I've been trying to find the right time to tell you for so long.\Listen, the truth is\Is Akko here?\Lotte?\Huh?! Diana too? response:	I have a message from Andrew.
context: There's one more thing I need to tell you.\Huh? There is?\I've been trying to find the right time to tell you for so long.\Listen, the truth is\Is Akko here?\Lotte?\Huh?! Diana too?\I have a message from Andrew. response:	He'll be waiting for you at High Street today.
context: Huh? There is?\I've been trying to find the right time to tell you for so long.\Listen, the truth is\Is Akko here?\Lotte?\Huh?! Diana too?\I have a message from Andrew.\He'll be waiting for you at High Street today. response:	Huh, Andrew said that? Today?
context: I've been trying to find the right time to tell you for so long.\Listen, the truth is\Is Akko here?\Lotte?\Huh?! Diana too?\I have a message from Andrew.\He'll be waiting for you at High Street today.\Huh, Andrew said that? Today? response:	He's got something to give you.
context: Listen, the truth is\Is Akko here?\Lotte?\Huh?! Diana too?\I have a message from Andrew.\He'll be waiting for you at High Street today.\Huh, Andrew said that? Today?\He's got something to give you. response:	Really? But, today...
context: Is Akko here?\Lotte?\Huh?! Diana too?\I have a message from Andrew.\He'll be waiting for you at High Street today.\Huh, Andrew said that? Today?\He's got something to give you.\Really? But, today... response:	What time today?
context: Lotte?\Huh?! Diana too?\I have a message from Andrew.\He'll be waiting for you at High Street today.\Huh, Andrew said that? Today?\He's got something to give you.\Really? But, today...\What time today? response:	At three o
context: Huh?! Diana too?\I have a message from Andrew.\He'll be waiting for you at High Street today.\Huh, Andrew said that? Today?\He's got something to give you.\Really? But, today...\What time today?\At three o response:	Three?!
context: I have a message from Andrew.\He'll be waiting for you at High Street today.\Huh, Andrew said that? Today?\He's got something to give you.\Really? But, today...\What time today?\At three o\Three?! response:	That's cutting it close.
context: He'll be waiting for you at High Street today.\Huh, Andrew said that? Today?\He's got something to give you.\Really? But, today...\What time today?\At three o\Three?!\That's cutting it close. response:	Professor!
context: Huh, Andrew said that? Today?\He's got something to give you.\Really? But, today...\What time today?\At three o\Three?!\That's cutting it close.\Professor! response:	Go ahead. We can continue our conversation after you get back.
context: He's got something to give you.\Really? But, today...\What time today?\At three o\Three?!\That's cutting it close.\Professor!\Go ahead. We can continue our conversation after you get back. response:	Thanks, Professor! I'll be right back!
context: Really? But, today...\What time today?\At three o\Three?!\That's cutting it close.\Professor!\Go ahead. We can continue our conversation after you get back.\Thanks, Professor! I'll be right back! response:	Sorry, Lotte, but could you give me a ride?
context: What time today?\At three o\Three?!\That's cutting it close.\Professor!\Go ahead. We can continue our conversation after you get back.\Thanks, Professor! I'll be right back!\Sorry, Lotte, but could you give me a ride? response:	Sure, let's hurry.
context: At three o\Three?!\That's cutting it close.\Professor!\Go ahead. We can continue our conversation after you get back.\Thanks, Professor! I'll be right back!\Sorry, Lotte, but could you give me a ride?\Sure, let's hurry. response:	Excuse us!
context: Three?!\That's cutting it close.\Professor!\Go ahead. We can continue our conversation after you get back.\Thanks, Professor! I'll be right back!\Sorry, Lotte, but could you give me a ride?\Sure, let's hurry.\Excuse us! response:	I-It's unusual for you to come here.
context: That's cutting it close.\Professor!\Go ahead. We can continue our conversation after you get back.\Thanks, Professor! I'll be right back!\Sorry, Lotte, but could you give me a ride?\Sure, let's hurry.\Excuse us!\I-It's unusual for you to come here. response:	There is something I would like to ask you.
context: Professor!\Go ahead. We can continue our conversation after you get back.\Thanks, Professor! I'll be right back!\Sorry, Lotte, but could you give me a ride?\Sure, let's hurry.\Excuse us!\I-It's unusual for you to come here.\There is something I would like to ask you. response:	You have a question for me?
context: Go ahead. We can continue our conversation after you get back.\Thanks, Professor! I'll be right back!\Sorry, Lotte, but could you give me a ride?\Sure, let's hurry.\Excuse us!\I-It's unusual for you to come here.\There is something I would like to ask you.\You have a question for me? response:	H-Hopefully I'll be able to answer it for you...
context: Thanks, Professor! I'll be right back!\Sorry, Lotte, but could you give me a ride?\Sure, let's hurry.\Excuse us!\I-It's unusual for you to come here.\There is something I would like to ask you.\You have a question for me?\H-Hopefully I'll be able to answer it for you... response:	Are you aware of the recent concentration of magic energy, surpassing even the output of the Sorcerer's Stone?
context: Sorry, Lotte, but could you give me a ride?\Sure, let's hurry.\Excuse us!\I-It's unusual for you to come here.\There is something I would like to ask you.\You have a question for me?\H-Hopefully I'll be able to answer it for you...\Are you aware of the recent concentration of magic energy, surpassing even the output of the Sorcerer's Stone? response:	After looking into it, events relating to that matter began after Professor Croix installed her SSS in Luna Nova.
context: Sure, let's hurry.\Excuse us!\I-It's unusual for you to come here.\There is something I would like to ask you.\You have a question for me?\H-Hopefully I'll be able to answer it for you...\Are you aware of the recent concentration of magic energy, surpassing even the output of the Sorcerer's Stone?\After looking into it, events relating to that matter began after Professor Croix installed her SSS in Luna Nova. response:	I believe you were old friends with Professor Croix, so I had hoped you might know something about this.
context: Excuse us!\I-It's unusual for you to come here.\There is something I would like to ask you.\You have a question for me?\H-Hopefully I'll be able to answer it for you...\Are you aware of the recent concentration of magic energy, surpassing even the output of the Sorcerer's Stone?\After looking into it, events relating to that matter began after Professor Croix installed her SSS in Luna Nova.\I believe you were old friends with Professor Croix, so I had hoped you might know something about this. response:	I'm sorry, but something just came up.
context: I-It's unusual for you to come here.\There is something I would like to ask you.\You have a question for me?\H-Hopefully I'll be able to answer it for you...\Are you aware of the recent concentration of magic energy, surpassing even the output of the Sorcerer's Stone?\After looking into it, events relating to that matter began after Professor Croix installed her SSS in Luna Nova.\I believe you were old friends with Professor Croix, so I had hoped you might know something about this.\I'm sorry, but something just came up. response:	Professor?
context: There is something I would like to ask you.\You have a question for me?\H-Hopefully I'll be able to answer it for you...\Are you aware of the recent concentration of magic energy, surpassing even the output of the Sorcerer's Stone?\After looking into it, events relating to that matter began after Professor Croix installed her SSS in Luna Nova.\I believe you were old friends with Professor Croix, so I had hoped you might know something about this.\I'm sorry, but something just came up.\Professor? response:	We'll finish this later!
context: You have a question for me?\H-Hopefully I'll be able to answer it for you...\Are you aware of the recent concentration of magic energy, surpassing even the output of the Sorcerer's Stone?\After looking into it, events relating to that matter began after Professor Croix installed her SSS in Luna Nova.\I believe you were old friends with Professor Croix, so I had hoped you might know something about this.\I'm sorry, but something just came up.\Professor?\We'll finish this later! response:	Professor!
context: H-Hopefully I'll be able to answer it for you...\Are you aware of the recent concentration of magic energy, surpassing even the output of the Sorcerer's Stone?\After looking into it, events relating to that matter began after Professor Croix installed her SSS in Luna Nova.\I believe you were old friends with Professor Croix, so I had hoped you might know something about this.\I'm sorry, but something just came up.\Professor?\We'll finish this later!\Professor! response:	Don't tell me...
context: Are you aware of the recent concentration of magic energy, surpassing even the output of the Sorcerer's Stone?\After looking into it, events relating to that matter began after Professor Croix installed her SSS in Luna Nova.\I believe you were old friends with Professor Croix, so I had hoped you might know something about this.\I'm sorry, but something just came up.\Professor?\We'll finish this later!\Professor!\Don't tell me... response:	Was she affected by Wagandea's pollen?
context: After looking into it, events relating to that matter began after Professor Croix installed her SSS in Luna Nova.\I believe you were old friends with Professor Croix, so I had hoped you might know something about this.\I'm sorry, but something just came up.\Professor?\We'll finish this later!\Professor!\Don't tell me...\Was she affected by Wagandea's pollen? response:	Geez, out of everyone it could've been, I never excepted you to call for me.
context: I believe you were old friends with Professor Croix, so I had hoped you might know something about this.\I'm sorry, but something just came up.\Professor?\We'll finish this later!\Professor!\Don't tell me...\Was she affected by Wagandea's pollen?\Geez, out of everyone it could've been, I never excepted you to call for me. response:	Forgive me, but I wanted to return this.
context: I'm sorry, but something just came up.\Professor?\We'll finish this later!\Professor!\Don't tell me...\Was she affected by Wagandea's pollen?\Geez, out of everyone it could've been, I never excepted you to call for me.\Forgive me, but I wanted to return this. response:	Oh, right. I forgot it in your car back then.
context: Professor?\We'll finish this later!\Professor!\Don't tell me...\Was she affected by Wagandea's pollen?\Geez, out of everyone it could've been, I never excepted you to call for me.\Forgive me, but I wanted to return this.\Oh, right. I forgot it in your car back then. response:	I intended to alert you immediately, but who'd expect all calls and emails to be barred?
context: We'll finish this later!\Professor!\Don't tell me...\Was she affected by Wagandea's pollen?\Geez, out of everyone it could've been, I never excepted you to call for me.\Forgive me, but I wanted to return this.\Oh, right. I forgot it in your car back then.\I intended to alert you immediately, but who'd expect all calls and emails to be barred? response:	You're telling me.
context: Professor!\Don't tell me...\Was she affected by Wagandea's pollen?\Geez, out of everyone it could've been, I never excepted you to call for me.\Forgive me, but I wanted to return this.\Oh, right. I forgot it in your car back then.\I intended to alert you immediately, but who'd expect all calls and emails to be barred?\You're telling me. response:	All we've got is one-way messaging through magic. I guess that explains why you contacted Diana.
context: Don't tell me...\Was she affected by Wagandea's pollen?\Geez, out of everyone it could've been, I never excepted you to call for me.\Forgive me, but I wanted to return this.\Oh, right. I forgot it in your car back then.\I intended to alert you immediately, but who'd expect all calls and emails to be barred?\You're telling me.\All we've got is one-way messaging through magic. I guess that explains why you contacted Diana. response:	Thanks to our families.
context: Was she affected by Wagandea's pollen?\Geez, out of everyone it could've been, I never excepted you to call for me.\Forgive me, but I wanted to return this.\Oh, right. I forgot it in your car back then.\I intended to alert you immediately, but who'd expect all calls and emails to be barred?\You're telling me.\All we've got is one-way messaging through magic. I guess that explains why you contacted Diana.\Thanks to our families. response:	Seriously though, that was way too little notice. I barely made it in time.
context: Geez, out of everyone it could've been, I never excepted you to call for me.\Forgive me, but I wanted to return this.\Oh, right. I forgot it in your car back then.\I intended to alert you immediately, but who'd expect all calls and emails to be barred?\You're telling me.\All we've got is one-way messaging through magic. I guess that explains why you contacted Diana.\Thanks to our families.\Seriously though, that was way too little notice. I barely made it in time. response:	Don't you know I can't ride a broom?
context: Forgive me, but I wanted to return this.\Oh, right. I forgot it in your car back then.\I intended to alert you immediately, but who'd expect all calls and emails to be barred?\You're telling me.\All we've got is one-way messaging through magic. I guess that explains why you contacted Diana.\Thanks to our families.\Seriously though, that was way too little notice. I barely made it in time.\Don't you know I can't ride a broom? response:	Why do you sound so proud about that?
context: Oh, right. I forgot it in your car back then.\I intended to alert you immediately, but who'd expect all calls and emails to be barred?\You're telling me.\All we've got is one-way messaging through magic. I guess that explains why you contacted Diana.\Thanks to our families.\Seriously though, that was way too little notice. I barely made it in time.\Don't you know I can't ride a broom?\Why do you sound so proud about that? response:	Anyway, I apologize for rushing you. I was on the way to Parliament with my father.
context: I intended to alert you immediately, but who'd expect all calls and emails to be barred?\You're telling me.\All we've got is one-way messaging through magic. I guess that explains why you contacted Diana.\Thanks to our families.\Seriously though, that was way too little notice. I barely made it in time.\Don't you know I can't ride a broom?\Why do you sound so proud about that?\Anyway, I apologize for rushing you. I was on the way to Parliament with my father. response:	I figured this timing would work for us both.
context: You're telling me.\All we've got is one-way messaging through magic. I guess that explains why you contacted Diana.\Thanks to our families.\Seriously though, that was way too little notice. I barely made it in time.\Don't you know I can't ride a broom?\Why do you sound so proud about that?\Anyway, I apologize for rushing you. I was on the way to Parliament with my father.\I figured this timing would work for us both. response:	Parliament? Wow, that sounds kinda fancy.
context: All we've got is one-way messaging through magic. I guess that explains why you contacted Diana.\Thanks to our families.\Seriously though, that was way too little notice. I barely made it in time.\Don't you know I can't ride a broom?\Why do you sound so proud about that?\Anyway, I apologize for rushing you. I was on the way to Parliament with my father.\I figured this timing would work for us both.\Parliament? Wow, that sounds kinda fancy. response:	It isn't, really. I'm just accompanying my father.
context: Thanks to our families.\Seriously though, that was way too little notice. I barely made it in time.\Don't you know I can't ride a broom?\Why do you sound so proud about that?\Anyway, I apologize for rushing you. I was on the way to Parliament with my father.\I figured this timing would work for us both.\Parliament? Wow, that sounds kinda fancy.\It isn't, really. I'm just accompanying my father. response:	No goal! No goal! No goal! No goal!
context: Seriously though, that was way too little notice. I barely made it in time.\Don't you know I can't ride a broom?\Why do you sound so proud about that?\Anyway, I apologize for rushing you. I was on the way to Parliament with my father.\I figured this timing would work for us both.\Parliament? Wow, that sounds kinda fancy.\It isn't, really. I'm just accompanying my father.\No goal! No goal! No goal! No goal! response:	Wh-What's that?
context: Don't you know I can't ride a broom?\Why do you sound so proud about that?\Anyway, I apologize for rushing you. I was on the way to Parliament with my father.\I figured this timing would work for us both.\Parliament? Wow, that sounds kinda fancy.\It isn't, really. I'm just accompanying my father.\No goal! No goal! No goal! No goal!\Wh-What's that? response:	That's actually part of the reason we're heading to Parliament.
context: Why do you sound so proud about that?\Anyway, I apologize for rushing you. I was on the way to Parliament with my father.\I figured this timing would work for us both.\Parliament? Wow, that sounds kinda fancy.\It isn't, really. I'm just accompanying my father.\No goal! No goal! No goal! No goal!\Wh-What's that?\That's actually part of the reason we're heading to Parliament. response:	What's going on?
context: Anyway, I apologize for rushing you. I was on the way to Parliament with my father.\I figured this timing would work for us both.\Parliament? Wow, that sounds kinda fancy.\It isn't, really. I'm just accompanying my father.\No goal! No goal! No goal! No goal!\Wh-What's that?\That's actually part of the reason we're heading to Parliament.\What's going on? response:	The enmity from a soccer match escalated and ended up exacerbating the hatred between our nation and their's.
context: I figured this timing would work for us both.\Parliament? Wow, that sounds kinda fancy.\It isn't, really. I'm just accompanying my father.\No goal! No goal! No goal! No goal!\Wh-What's that?\That's actually part of the reason we're heading to Parliament.\What's going on?\The enmity from a soccer match escalated and ended up exacerbating the hatred between our nation and their's. response:	There seem to be similar demonstrations within their borders too.
context: Parliament? Wow, that sounds kinda fancy.\It isn't, really. I'm just accompanying my father.\No goal! No goal! No goal! No goal!\Wh-What's that?\That's actually part of the reason we're heading to Parliament.\What's going on?\The enmity from a soccer match escalated and ended up exacerbating the hatred between our nation and their's.\There seem to be similar demonstrations within their borders too. response:	Our two countries have been at ends since the Middle Ages.
context: It isn't, really. I'm just accompanying my father.\No goal! No goal! No goal! No goal!\Wh-What's that?\That's actually part of the reason we're heading to Parliament.\What's going on?\The enmity from a soccer match escalated and ended up exacerbating the hatred between our nation and their's.\There seem to be similar demonstrations within their borders too.\Our two countries have been at ends since the Middle Ages. response:	Only recently were things finally starting to improve.
context: No goal! No goal! No goal! No goal!\Wh-What's that?\That's actually part of the reason we're heading to Parliament.\What's going on?\The enmity from a soccer match escalated and ended up exacerbating the hatred between our nation and their's.\There seem to be similar demonstrations within their borders too.\Our two countries have been at ends since the Middle Ages.\Only recently were things finally starting to improve. response:	Yet look how little it took to set us back on edge again.
context: Wh-What's that?\That's actually part of the reason we're heading to Parliament.\What's going on?\The enmity from a soccer match escalated and ended up exacerbating the hatred between our nation and their's.\There seem to be similar demonstrations within their borders too.\Our two countries have been at ends since the Middle Ages.\Only recently were things finally starting to improve.\Yet look how little it took to set us back on edge again. response:	It's such a shame.
context: That's actually part of the reason we're heading to Parliament.\What's going on?\The enmity from a soccer match escalated and ended up exacerbating the hatred between our nation and their's.\There seem to be similar demonstrations within their borders too.\Our two countries have been at ends since the Middle Ages.\Only recently were things finally starting to improve.\Yet look how little it took to set us back on edge again.\It's such a shame. response:	No matter what their reasons are, I just can't understand how they can keep being so angry.
context: What's going on?\The enmity from a soccer match escalated and ended up exacerbating the hatred between our nation and their's.\There seem to be similar demonstrations within their borders too.\Our two countries have been at ends since the Middle Ages.\Only recently were things finally starting to improve.\Yet look how little it took to set us back on edge again.\It's such a shame.\No matter what their reasons are, I just can't understand how they can keep being so angry. response:	And... it kind of scares me too.
context: The enmity from a soccer match escalated and ended up exacerbating the hatred between our nation and their's.\There seem to be similar demonstrations within their borders too.\Our two countries have been at ends since the Middle Ages.\Only recently were things finally starting to improve.\Yet look how little it took to set us back on edge again.\It's such a shame.\No matter what their reasons are, I just can't understand how they can keep being so angry.\And... it kind of scares me too. response:	I'm with you.
context: There seem to be similar demonstrations within their borders too.\Our two countries have been at ends since the Middle Ages.\Only recently were things finally starting to improve.\Yet look how little it took to set us back on edge again.\It's such a shame.\No matter what their reasons are, I just can't understand how they can keep being so angry.\And... it kind of scares me too.\I'm with you. response:	This is exactly the kind of situation we need Chariot for.
context: Our two countries have been at ends since the Middle Ages.\Only recently were things finally starting to improve.\Yet look how little it took to set us back on edge again.\It's such a shame.\No matter what their reasons are, I just can't understand how they can keep being so angry.\And... it kind of scares me too.\I'm with you.\This is exactly the kind of situation we need Chariot for. response:	Everyone should go and see Chariot's show.
context: Only recently were things finally starting to improve.\Yet look how little it took to set us back on edge again.\It's such a shame.\No matter what their reasons are, I just can't understand how they can keep being so angry.\And... it kind of scares me too.\I'm with you.\This is exactly the kind of situation we need Chariot for.\Everyone should go and see Chariot's show. response:	They'd be thrilled and laugh and get emotional
context: Yet look how little it took to set us back on edge again.\It's such a shame.\No matter what their reasons are, I just can't understand how they can keep being so angry.\And... it kind of scares me too.\I'm with you.\This is exactly the kind of situation we need Chariot for.\Everyone should go and see Chariot's show.\They'd be thrilled and laugh and get emotional response:	Then all their anger and negativity will be blown away.
context: It's such a shame.\No matter what their reasons are, I just can't understand how they can keep being so angry.\And... it kind of scares me too.\I'm with you.\This is exactly the kind of situation we need Chariot for.\Everyone should go and see Chariot's show.\They'd be thrilled and laugh and get emotional\Then all their anger and negativity will be blown away. response:	They'd laugh?
context: No matter what their reasons are, I just can't understand how they can keep being so angry.\And... it kind of scares me too.\I'm with you.\This is exactly the kind of situation we need Chariot for.\Everyone should go and see Chariot's show.\They'd be thrilled and laugh and get emotional\Then all their anger and negativity will be blown away.\They'd laugh? response:	And get emotional!
context: And... it kind of scares me too.\I'm with you.\This is exactly the kind of situation we need Chariot for.\Everyone should go and see Chariot's show.\They'd be thrilled and laugh and get emotional\Then all their anger and negativity will be blown away.\They'd laugh?\And get emotional! response:	And then, all the world will be at peace!
context: I'm with you.\This is exactly the kind of situation we need Chariot for.\Everyone should go and see Chariot's show.\They'd be thrilled and laugh and get emotional\Then all their anger and negativity will be blown away.\They'd laugh?\And get emotional!\And then, all the world will be at peace! response:	That's quite the quixotic idealism.
context: This is exactly the kind of situation we need Chariot for.\Everyone should go and see Chariot's show.\They'd be thrilled and laugh and get emotional\Then all their anger and negativity will be blown away.\They'd laugh?\And get emotional!\And then, all the world will be at peace!\That's quite the quixotic idealism. response:	Huh?
context: Everyone should go and see Chariot's show.\They'd be thrilled and laugh and get emotional\Then all their anger and negativity will be blown away.\They'd laugh?\And get emotional!\And then, all the world will be at peace!\That's quite the quixotic idealism.\Huh? response:	You're not laughing? Usually, you'd be snorting at me or something.
context: They'd be thrilled and laugh and get emotional\Then all their anger and negativity will be blown away.\They'd laugh?\And get emotional!\And then, all the world will be at peace!\That's quite the quixotic idealism.\Huh?\You're not laughing? Usually, you'd be snorting at me or something. response:	I won't laugh.
context: Then all their anger and negativity will be blown away.\They'd laugh?\And get emotional!\And then, all the world will be at peace!\That's quite the quixotic idealism.\Huh?\You're not laughing? Usually, you'd be snorting at me or something.\I won't laugh. response:	It would be wonderful if that could turn into reality.
context: They'd laugh?\And get emotional!\And then, all the world will be at peace!\That's quite the quixotic idealism.\Huh?\You're not laughing? Usually, you'd be snorting at me or something.\I won't laugh.\It would be wonderful if that could turn into reality. response:	Far better than what's happening right now.
context: And get emotional!\And then, all the world will be at peace!\That's quite the quixotic idealism.\Huh?\You're not laughing? Usually, you'd be snorting at me or something.\I won't laugh.\It would be wonderful if that could turn into reality.\Far better than what's happening right now. response:	You've come to accept magic just a little bit more than before.
context: And then, all the world will be at peace!\That's quite the quixotic idealism.\Huh?\You're not laughing? Usually, you'd be snorting at me or something.\I won't laugh.\It would be wonderful if that could turn into reality.\Far better than what's happening right now.\You've come to accept magic just a little bit more than before. response:	Perhaps my opinion of you has improved slightly over time.
context: That's quite the quixotic idealism.\Huh?\You're not laughing? Usually, you'd be snorting at me or something.\I won't laugh.\It would be wonderful if that could turn into reality.\Far better than what's happening right now.\You've come to accept magic just a little bit more than before.\Perhaps my opinion of you has improved slightly over time. response:	But there's one thing I must say.
context: Huh?\You're not laughing? Usually, you'd be snorting at me or something.\I won't laugh.\It would be wonderful if that could turn into reality.\Far better than what's happening right now.\You've come to accept magic just a little bit more than before.\Perhaps my opinion of you has improved slightly over time.\But there's one thing I must say. response:	You want people to be moved and happiness brought upon them.
context: You're not laughing? Usually, you'd be snorting at me or something.\I won't laugh.\It would be wonderful if that could turn into reality.\Far better than what's happening right now.\You've come to accept magic just a little bit more than before.\Perhaps my opinion of you has improved slightly over time.\But there's one thing I must say.\You want people to be moved and happiness brought upon them. response:	But what's the point if you just rely on Chariot and don't do it yourself?
context: I won't laugh.\It would be wonderful if that could turn into reality.\Far better than what's happening right now.\You've come to accept magic just a little bit more than before.\Perhaps my opinion of you has improved slightly over time.\But there's one thing I must say.\You want people to be moved and happiness brought upon them.\But what's the point if you just rely on Chariot and don't do it yourself? response:	Y-You mean I should do it?
context: It would be wonderful if that could turn into reality.\Far better than what's happening right now.\You've come to accept magic just a little bit more than before.\Perhaps my opinion of you has improved slightly over time.\But there's one thing I must say.\You want people to be moved and happiness brought upon them.\But what's the point if you just rely on Chariot and don't do it yourself?\Y-You mean I should do it? response:	Do you disagree?
context: Far better than what's happening right now.\You've come to accept magic just a little bit more than before.\Perhaps my opinion of you has improved slightly over time.\But there's one thing I must say.\You want people to be moved and happiness brought upon them.\But what's the point if you just rely on Chariot and don't do it yourself?\Y-You mean I should do it?\Do you disagree? response:	No, you've got it right.
context: You've come to accept magic just a little bit more than before.\Perhaps my opinion of you has improved slightly over time.\But there's one thing I must say.\You want people to be moved and happiness brought upon them.\But what's the point if you just rely on Chariot and don't do it yourself?\Y-You mean I should do it?\Do you disagree?\No, you've got it right. response:	Fine, I'll do it!
context: Perhaps my opinion of you has improved slightly over time.\But there's one thing I must say.\You want people to be moved and happiness brought upon them.\But what's the point if you just rely on Chariot and don't do it yourself?\Y-You mean I should do it?\Do you disagree?\No, you've got it right.\Fine, I'll do it! response:	Oh?
context: But there's one thing I must say.\You want people to be moved and happiness brought upon them.\But what's the point if you just rely on Chariot and don't do it yourself?\Y-You mean I should do it?\Do you disagree?\No, you've got it right.\Fine, I'll do it!\Oh? response:	What's with that look? You can bet I'll do it!
context: You want people to be moved and happiness brought upon them.\But what's the point if you just rely on Chariot and don't do it yourself?\Y-You mean I should do it?\Do you disagree?\No, you've got it right.\Fine, I'll do it!\Oh?\What's with that look? You can bet I'll do it! response:	Just watch me, Andrew!
context: But what's the point if you just rely on Chariot and don't do it yourself?\Y-You mean I should do it?\Do you disagree?\No, you've got it right.\Fine, I'll do it!\Oh?\What's with that look? You can bet I'll do it!\Just watch me, Andrew! response:	That thing!
