context: Eiji, some people from Shounen Jack are here to see you. response:	Niizuma-kun, this is the editor-in-chief, Sasaki-san
context: For what?\The mid-term.\Yeah.\It's really no problem.\My grades are more than enough to get into North High.\But...\Never mind that.\The name, the name. response:	One that we can say is good enough to run in NEXT!
context: The mid-term.\Yeah.\It's really no problem.\My grades are more than enough to get into North High.\But...\Never mind that.\The name, the name.\One that we can say is good enough to run in NEXT! response:	I know.
context: Yeah.\It's really no problem.\My grades are more than enough to get into North High.\But...\Never mind that.\The name, the name.\One that we can say is good enough to run in NEXT!\I know. response:	How about a story about a mangaka who gets a machine that keeps producing names one after the other?
context: It's really no problem.\My grades are more than enough to get into North High.\But...\Never mind that.\The name, the name.\One that we can say is good enough to run in NEXT!\I know.\How about a story about a mangaka who gets a machine that keeps producing names one after the other? response:	What's that supposed to be?
context: My grades are more than enough to get into North High.\But...\Never mind that.\The name, the name.\One that we can say is good enough to run in NEXT!\I know.\How about a story about a mangaka who gets a machine that keeps producing names one after the other?\What's that supposed to be? response:	In that case all he'd need to do is make the manuscripts.
context: But...\Never mind that.\The name, the name.\One that we can say is good enough to run in NEXT!\I know.\How about a story about a mangaka who gets a machine that keeps producing names one after the other?\What's that supposed to be?\In that case all he'd need to do is make the manuscripts. response:	A name is only half the process.
context: Never mind that.\The name, the name.\One that we can say is good enough to run in NEXT!\I know.\How about a story about a mangaka who gets a machine that keeps producing names one after the other?\What's that supposed to be?\In that case all he'd need to do is make the manuscripts.\A name is only half the process. response:	It's no good.
context: The name, the name.\One that we can say is good enough to run in NEXT!\I know.\How about a story about a mangaka who gets a machine that keeps producing names one after the other?\What's that supposed to be?\In that case all he'd need to do is make the manuscripts.\A name is only half the process.\It's no good. response:	My ideas have gone bad.
context: One that we can say is good enough to run in NEXT!\I know.\How about a story about a mangaka who gets a machine that keeps producing names one after the other?\What's that supposed to be?\In that case all he'd need to do is make the manuscripts.\A name is only half the process.\It's no good.\My ideas have gone bad. response:	Maybe I won't be able to write anything good anymore.
context: I know.\How about a story about a mangaka who gets a machine that keeps producing names one after the other?\What's that supposed to be?\In that case all he'd need to do is make the manuscripts.\A name is only half the process.\It's no good.\My ideas have gone bad.\Maybe I won't be able to write anything good anymore. response:	Don't get so serious.
context: How about a story about a mangaka who gets a machine that keeps producing names one after the other?\What's that supposed to be?\In that case all he'd need to do is make the manuscripts.\A name is only half the process.\It's no good.\My ideas have gone bad.\Maybe I won't be able to write anything good anymore.\Don't get so serious. response:	It's Yuueisha!
context: What's that supposed to be?\In that case all he'd need to do is make the manuscripts.\A name is only half the process.\It's no good.\My ideas have gone bad.\Maybe I won't be able to write anything good anymore.\Don't get so serious.\It's Yuueisha! response:	Why?
context: In that case all he'd need to do is make the manuscripts.\A name is only half the process.\It's no good.\My ideas have gone bad.\Maybe I won't be able to write anything good anymore.\Don't get so serious.\It's Yuueisha!\Why? response:	It's still only October.
context: A name is only half the process.\It's no good.\My ideas have gone bad.\Maybe I won't be able to write anything good anymore.\Don't get so serious.\It's Yuueisha!\Why?\It's still only October. response:	FFor now, just pick up.
context: It's no good.\My ideas have gone bad.\Maybe I won't be able to write anything good anymore.\Don't get so serious.\It's Yuueisha!\Why?\It's still only October.\FFor now, just pick up. response:	Hello, this is Takagi.
context: My ideas have gone bad.\Maybe I won't be able to write anything good anymore.\Don't get so serious.\It's Yuueisha!\Why?\It's still only October.\FFor now, just pick up.\Hello, this is Takagi. response:	It's Hattori from Jack.
context: Maybe I won't be able to write anything good anymore.\Don't get so serious.\It's Yuueisha!\Why?\It's still only October.\FFor now, just pick up.\Hello, this is Takagi.\It's Hattori from Jack. response:	Thanks for calling.
context: Don't get so serious.\It's Yuueisha!\Why?\It's still only October.\FFor now, just pick up.\Hello, this is Takagi.\It's Hattori from Jack.\Thanks for calling. response:	Are you guys drawing?
context: It's Yuueisha!\Why?\It's still only October.\FFor now, just pick up.\Hello, this is Takagi.\It's Hattori from Jack.\Thanks for calling.\Are you guys drawing? response:	Eh... Yeah, sort of.
context: Why?\It's still only October.\FFor now, just pick up.\Hello, this is Takagi.\It's Hattori from Jack.\Thanks for calling.\Are you guys drawing?\Eh... Yeah, sort of. response:	Actually, it's about the Tezuka Award.
context: It's still only October.\FFor now, just pick up.\Hello, this is Takagi.\It's Hattori from Jack.\Thanks for calling.\Are you guys drawing?\Eh... Yeah, sort of.\Actually, it's about the Tezuka Award. response:	WWhat is it?
context: FFor now, just pick up.\Hello, this is Takagi.\It's Hattori from Jack.\Thanks for calling.\Are you guys drawing?\Eh... Yeah, sort of.\Actually, it's about the Tezuka Award.\WWhat is it? response:	You got into the final eight!
context: Hello, this is Takagi.\It's Hattori from Jack.\Thanks for calling.\Are you guys drawing?\Eh... Yeah, sort of.\Actually, it's about the Tezuka Award.\WWhat is it?\You got into the final eight! response:	Really?
context: It's Hattori from Jack.\Thanks for calling.\Are you guys drawing?\Eh... Yeah, sort of.\Actually, it's about the Tezuka Award.\WWhat is it?\You got into the final eight!\Really? response:	The final judging is on November the tenth,
context: Thanks for calling.\Are you guys drawing?\Eh... Yeah, sort of.\Actually, it's about the Tezuka Award.\WWhat is it?\You got into the final eight!\Really?\The final judging is on November the tenth, response:	so I'll call you again when I get the results.
context: Are you guys drawing?\Eh... Yeah, sort of.\Actually, it's about the Tezuka Award.\WWhat is it?\You got into the final eight!\Really?\The final judging is on November the tenth,\so I'll call you again when I get the results. response:	But at this point, you can be sure at least your names will get printed.
context: Eh... Yeah, sort of.\Actually, it's about the Tezuka Award.\WWhat is it?\You got into the final eight!\Really?\The final judging is on November the tenth,\so I'll call you again when I get the results.\But at this point, you can be sure at least your names will get printed. response:	Really?
context: Actually, it's about the Tezuka Award.\WWhat is it?\You got into the final eight!\Really?\The final judging is on November the tenth,\so I'll call you again when I get the results.\But at this point, you can be sure at least your names will get printed.\Really? response:	Yes.
context: WWhat is it?\You got into the final eight!\Really?\The final judging is on November the tenth,\so I'll call you again when I get the results.\But at this point, you can be sure at least your names will get printed.\Really?\Yes. response:	Yes!
context: You got into the final eight!\Really?\The final judging is on November the tenth,\so I'll call you again when I get the results.\But at this point, you can be sure at least your names will get printed.\Really?\Yes.\Yes! response:	I understand.
context: Really?\The final judging is on November the tenth,\so I'll call you again when I get the results.\But at this point, you can be sure at least your names will get printed.\Really?\Yes.\Yes!\I understand. response:	Yes.
context: The final judging is on November the tenth,\so I'll call you again when I get the results.\But at this point, you can be sure at least your names will get printed.\Really?\Yes.\Yes!\I understand.\Yes. response:	Yes. Thanks for the call.
context: so I'll call you again when I get the results.\But at this point, you can be sure at least your names will get printed.\Really?\Yes.\Yes!\I understand.\Yes.\Yes. Thanks for the call. response:	We're in the final eight.
context: But at this point, you can be sure at least your names will get printed.\Really?\Yes.\Yes!\I understand.\Yes.\Yes. Thanks for the call.\We're in the final eight. response:	He said now the chance of getting an award is fifty percent.
context: Really?\Yes.\Yes!\I understand.\Yes.\Yes. Thanks for the call.\We're in the final eight.\He said now the chance of getting an award is fifty percent. response:	Aw man, a fifty percent chance that we will place!
context: Yes.\Yes!\I understand.\Yes.\Yes. Thanks for the call.\We're in the final eight.\He said now the chance of getting an award is fifty percent.\Aw man, a fifty percent chance that we will place! response:	IIs that so?
context: Yes!\I understand.\Yes.\Yes. Thanks for the call.\We're in the final eight.\He said now the chance of getting an award is fifty percent.\Aw man, a fifty percent chance that we will place!\IIs that so? response:	In previous Tezuka Awards, of the last seven,
context: I understand.\Yes.\Yes. Thanks for the call.\We're in the final eight.\He said now the chance of getting an award is fifty percent.\Aw man, a fifty percent chance that we will place!\IIs that so?\In previous Tezuka Awards, of the last seven, response:	there was one finalist and three honorable mentions.
context: Yes.\Yes. Thanks for the call.\We're in the final eight.\He said now the chance of getting an award is fifty percent.\Aw man, a fifty percent chance that we will place!\IIs that so?\In previous Tezuka Awards, of the last seven,\there was one finalist and three honorable mentions. response:	The fact that we got this far makes me really feel like we can do it.
context: Yes. Thanks for the call.\We're in the final eight.\He said now the chance of getting an award is fifty percent.\Aw man, a fifty percent chance that we will place!\IIs that so?\In previous Tezuka Awards, of the last seven,\there was one finalist and three honorable mentions.\The fact that we got this far makes me really feel like we can do it. response:	Hattori-san gave us a great review.
context: We're in the final eight.\He said now the chance of getting an award is fifty percent.\Aw man, a fifty percent chance that we will place!\IIs that so?\In previous Tezuka Awards, of the last seven,\there was one finalist and three honorable mentions.\The fact that we got this far makes me really feel like we can do it.\Hattori-san gave us a great review. response:	If it keeps up, we could end up winning a prize.
context: He said now the chance of getting an award is fifty percent.\Aw man, a fifty percent chance that we will place!\IIs that so?\In previous Tezuka Awards, of the last seven,\there was one finalist and three honorable mentions.\The fact that we got this far makes me really feel like we can do it.\Hattori-san gave us a great review.\If it keeps up, we could end up winning a prize. response:	Winning a prize...
context: Aw man, a fifty percent chance that we will place!\IIs that so?\In previous Tezuka Awards, of the last seven,\there was one finalist and three honorable mentions.\The fact that we got this far makes me really feel like we can do it.\Hattori-san gave us a great review.\If it keeps up, we could end up winning a prize.\Winning a prize... response:	Winning a prize in the Tezuka Award!
context: IIs that so?\In previous Tezuka Awards, of the last seven,\there was one finalist and three honorable mentions.\The fact that we got this far makes me really feel like we can do it.\Hattori-san gave us a great review.\If it keeps up, we could end up winning a prize.\Winning a prize...\Winning a prize in the Tezuka Award! response:	Azuki-san, I've done it.
context: In previous Tezuka Awards, of the last seven,\there was one finalist and three honorable mentions.\The fact that we got this far makes me really feel like we can do it.\Hattori-san gave us a great review.\If it keeps up, we could end up winning a prize.\Winning a prize...\Winning a prize in the Tezuka Award!\Azuki-san, I've done it. response:	You're amazing Mashiro-kun.
context: there was one finalist and three honorable mentions.\The fact that we got this far makes me really feel like we can do it.\Hattori-san gave us a great review.\If it keeps up, we could end up winning a prize.\Winning a prize...\Winning a prize in the Tezuka Award!\Azuki-san, I've done it.\You're amazing Mashiro-kun. response:	Congratulations!
context: The fact that we got this far makes me really feel like we can do it.\Hattori-san gave us a great review.\If it keeps up, we could end up winning a prize.\Winning a prize...\Winning a prize in the Tezuka Award!\Azuki-san, I've done it.\You're amazing Mashiro-kun.\Congratulations! response:	Until the results come in, I'm not going to be able to concentrate!
context: Hattori-san gave us a great review.\If it keeps up, we could end up winning a prize.\Winning a prize...\Winning a prize in the Tezuka Award!\Azuki-san, I've done it.\You're amazing Mashiro-kun.\Congratulations!\Until the results come in, I'm not going to be able to concentrate! response:	Want to stop until the announcement?
context: If it keeps up, we could end up winning a prize.\Winning a prize...\Winning a prize in the Tezuka Award!\Azuki-san, I've done it.\You're amazing Mashiro-kun.\Congratulations!\Until the results come in, I'm not going to be able to concentrate!\Want to stop until the announcement? response:	Can we do that with NEXT! and all?
context: Winning a prize...\Winning a prize in the Tezuka Award!\Azuki-san, I've done it.\You're amazing Mashiro-kun.\Congratulations!\Until the results come in, I'm not going to be able to concentrate!\Want to stop until the announcement?\Can we do that with NEXT! and all? response:	But with this light and fluffy feeling,
context: Winning a prize in the Tezuka Award!\Azuki-san, I've done it.\You're amazing Mashiro-kun.\Congratulations!\Until the results come in, I'm not going to be able to concentrate!\Want to stop until the announcement?\Can we do that with NEXT! and all?\But with this light and fluffy feeling, response:	it doesn't feel like we could do anything good anyway, right?
context: Azuki-san, I've done it.\You're amazing Mashiro-kun.\Congratulations!\Until the results come in, I'm not going to be able to concentrate!\Want to stop until the announcement?\Can we do that with NEXT! and all?\But with this light and fluffy feeling,\it doesn't feel like we could do anything good anyway, right? response:	Yeah, probably not.
context: You're amazing Mashiro-kun.\Congratulations!\Until the results come in, I'm not going to be able to concentrate!\Want to stop until the announcement?\Can we do that with NEXT! and all?\But with this light and fluffy feeling,\it doesn't feel like we could do anything good anyway, right?\Yeah, probably not. response:	LLooks like it's finally here.
context: Congratulations!\Until the results come in, I'm not going to be able to concentrate!\Want to stop until the announcement?\Can we do that with NEXT! and all?\But with this light and fluffy feeling,\it doesn't feel like we could do anything good anyway, right?\Yeah, probably not.\LLooks like it's finally here. response:	Yeah.
context: Until the results come in, I'm not going to be able to concentrate!\Want to stop until the announcement?\Can we do that with NEXT! and all?\But with this light and fluffy feeling,\it doesn't feel like we could do anything good anyway, right?\Yeah, probably not.\LLooks like it's finally here.\Yeah. response:	I haven't been able to calm down in all the days leading up to it.
context: Want to stop until the announcement?\Can we do that with NEXT! and all?\But with this light and fluffy feeling,\it doesn't feel like we could do anything good anyway, right?\Yeah, probably not.\LLooks like it's finally here.\Yeah.\I haven't been able to calm down in all the days leading up to it. response:	But the day itself isn't exactly calming either!
context: Can we do that with NEXT! and all?\But with this light and fluffy feeling,\it doesn't feel like we could do anything good anyway, right?\Yeah, probably not.\LLooks like it's finally here.\Yeah.\I haven't been able to calm down in all the days leading up to it.\But the day itself isn't exactly calming either! response:	Don't say that!
context: But with this light and fluffy feeling,\it doesn't feel like we could do anything good anyway, right?\Yeah, probably not.\LLooks like it's finally here.\Yeah.\I haven't been able to calm down in all the days leading up to it.\But the day itself isn't exactly calming either!\Don't say that! response:	You're making me nervous!
context: it doesn't feel like we could do anything good anyway, right?\Yeah, probably not.\LLooks like it's finally here.\Yeah.\I haven't been able to calm down in all the days leading up to it.\But the day itself isn't exactly calming either!\Don't say that!\You're making me nervous! response:	II wonder if they'll have an award ceremony.
context: Yeah, probably not.\LLooks like it's finally here.\Yeah.\I haven't been able to calm down in all the days leading up to it.\But the day itself isn't exactly calming either!\Don't say that!\You're making me nervous!\II wonder if they'll have an award ceremony. response:	WWell, I don't know.
context: LLooks like it's finally here.\Yeah.\I haven't been able to calm down in all the days leading up to it.\But the day itself isn't exactly calming either!\Don't say that!\You're making me nervous!\II wonder if they'll have an award ceremony.\WWell, I don't know. response:	Hey, your uncle got an honorable mention in the Akatsuka Award, didn't he?
context: Yeah.\I haven't been able to calm down in all the days leading up to it.\But the day itself isn't exactly calming either!\Don't say that!\You're making me nervous!\II wonder if they'll have an award ceremony.\WWell, I don't know.\Hey, your uncle got an honorable mention in the Akatsuka Award, didn't he? response:	Did you hear anything about it from him?
context: I haven't been able to calm down in all the days leading up to it.\But the day itself isn't exactly calming either!\Don't say that!\You're making me nervous!\II wonder if they'll have an award ceremony.\WWell, I don't know.\Hey, your uncle got an honorable mention in the Akatsuka Award, didn't he?\Did you hear anything about it from him? response:	I don't know, I wasn't born yet.
context: But the day itself isn't exactly calming either!\Don't say that!\You're making me nervous!\II wonder if they'll have an award ceremony.\WWell, I don't know.\Hey, your uncle got an honorable mention in the Akatsuka Award, didn't he?\Did you hear anything about it from him?\I don't know, I wasn't born yet. response:	Ah... Right.
context: Don't say that!\You're making me nervous!\II wonder if they'll have an award ceremony.\WWell, I don't know.\Hey, your uncle got an honorable mention in the Akatsuka Award, didn't he?\Did you hear anything about it from him?\I don't know, I wasn't born yet.\Ah... Right. response:	II think I'll read some manga.
context: You're making me nervous!\II wonder if they'll have an award ceremony.\WWell, I don't know.\Hey, your uncle got an honorable mention in the Akatsuka Award, didn't he?\Did you hear anything about it from him?\I don't know, I wasn't born yet.\Ah... Right.\II think I'll read some manga. response:	For a time like this I'm thinking... Dragon Ball.
context: II wonder if they'll have an award ceremony.\WWell, I don't know.\Hey, your uncle got an honorable mention in the Akatsuka Award, didn't he?\Did you hear anything about it from him?\I don't know, I wasn't born yet.\Ah... Right.\II think I'll read some manga.\For a time like this I'm thinking... Dragon Ball. response:	Shuujin, isn't that all you read?
context: WWell, I don't know.\Hey, your uncle got an honorable mention in the Akatsuka Award, didn't he?\Did you hear anything about it from him?\I don't know, I wasn't born yet.\Ah... Right.\II think I'll read some manga.\For a time like this I'm thinking... Dragon Ball.\Shuujin, isn't that all you read? response:	It's just, I really don't know what to read!
context: Hey, your uncle got an honorable mention in the Akatsuka Award, didn't he?\Did you hear anything about it from him?\I don't know, I wasn't born yet.\Ah... Right.\II think I'll read some manga.\For a time like this I'm thinking... Dragon Ball.\Shuujin, isn't that all you read?\It's just, I really don't know what to read! response:	Don't cry, I'm sorry.
context: Did you hear anything about it from him?\I don't know, I wasn't born yet.\Ah... Right.\II think I'll read some manga.\For a time like this I'm thinking... Dragon Ball.\Shuujin, isn't that all you read?\It's just, I really don't know what to read!\Don't cry, I'm sorry. response:	It's not working.
context: I don't know, I wasn't born yet.\Ah... Right.\II think I'll read some manga.\For a time like this I'm thinking... Dragon Ball.\Shuujin, isn't that all you read?\It's just, I really don't know what to read!\Don't cry, I'm sorry.\It's not working. response:	None of it's going into my head.
context: Ah... Right.\II think I'll read some manga.\For a time like this I'm thinking... Dragon Ball.\Shuujin, isn't that all you read?\It's just, I really don't know what to read!\Don't cry, I'm sorry.\It's not working.\None of it's going into my head. response:	I hope that call comes soon!
context: II think I'll read some manga.\For a time like this I'm thinking... Dragon Ball.\Shuujin, isn't that all you read?\It's just, I really don't know what to read!\Don't cry, I'm sorry.\It's not working.\None of it's going into my head.\I hope that call comes soon! response:	I just thought, maybe they won't call today.
context: For a time like this I'm thinking... Dragon Ball.\Shuujin, isn't that all you read?\It's just, I really don't know what to read!\Don't cry, I'm sorry.\It's not working.\None of it's going into my head.\I hope that call comes soon!\I just thought, maybe they won't call today. response:	Hattori-san said that the final judging was today, but...
context: Shuujin, isn't that all you read?\It's just, I really don't know what to read!\Don't cry, I'm sorry.\It's not working.\None of it's going into my head.\I hope that call comes soon!\I just thought, maybe they won't call today.\Hattori-san said that the final judging was today, but... response:	he didn't say we'd know the results today.
context: It's just, I really don't know what to read!\Don't cry, I'm sorry.\It's not working.\None of it's going into my head.\I hope that call comes soon!\I just thought, maybe they won't call today.\Hattori-san said that the final judging was today, but...\he didn't say we'd know the results today. response:	He didn't say what time the meeting was, either.
context: Don't cry, I'm sorry.\It's not working.\None of it's going into my head.\I hope that call comes soon!\I just thought, maybe they won't call today.\Hattori-san said that the final judging was today, but...\he didn't say we'd know the results today.\He didn't say what time the meeting was, either. response:	A little while ago, I realized that depending on how it goes,
context: It's not working.\None of it's going into my head.\I hope that call comes soon!\I just thought, maybe they won't call today.\Hattori-san said that the final judging was today, but...\he didn't say we'd know the results today.\He didn't say what time the meeting was, either.\A little while ago, I realized that depending on how it goes, response:	it could last late into the night.
context: None of it's going into my head.\I hope that call comes soon!\I just thought, maybe they won't call today.\Hattori-san said that the final judging was today, but...\he didn't say we'd know the results today.\He didn't say what time the meeting was, either.\A little while ago, I realized that depending on how it goes,\it could last late into the night. response:	In that case...
context: I hope that call comes soon!\I just thought, maybe they won't call today.\Hattori-san said that the final judging was today, but...\he didn't say we'd know the results today.\He didn't say what time the meeting was, either.\A little while ago, I realized that depending on how it goes,\it could last late into the night.\In that case... response:	LLet's try calling ourselves!
context: I just thought, maybe they won't call today.\Hattori-san said that the final judging was today, but...\he didn't say we'd know the results today.\He didn't say what time the meeting was, either.\A little while ago, I realized that depending on how it goes,\it could last late into the night.\In that case...\LLet's try calling ourselves! response:	It'll be okay to contact Hattori-san, right?
context: Hattori-san said that the final judging was today, but...\he didn't say we'd know the results today.\He didn't say what time the meeting was, either.\A little while ago, I realized that depending on how it goes,\it could last late into the night.\In that case...\LLet's try calling ourselves!\It'll be okay to contact Hattori-san, right? response:	We don't know anybody else.
context: he didn't say we'd know the results today.\He didn't say what time the meeting was, either.\A little while ago, I realized that depending on how it goes,\it could last late into the night.\In that case...\LLet's try calling ourselves!\It'll be okay to contact Hattori-san, right?\We don't know anybody else. response:	Yeah, but he also gave us his email.
context: He didn't say what time the meeting was, either.\A little while ago, I realized that depending on how it goes,\it could last late into the night.\In that case...\LLet's try calling ourselves!\It'll be okay to contact Hattori-san, right?\We don't know anybody else.\Yeah, but he also gave us his email. response:	RRight. Which should I do?
context: A little while ago, I realized that depending on how it goes,\it could last late into the night.\In that case...\LLet's try calling ourselves!\It'll be okay to contact Hattori-san, right?\We don't know anybody else.\Yeah, but he also gave us his email.\RRight. Which should I do? response:	Email, er, no maybe...
context: it could last late into the night.\In that case...\LLet's try calling ourselves!\It'll be okay to contact Hattori-san, right?\We don't know anybody else.\Yeah, but he also gave us his email.\RRight. Which should I do?\Email, er, no maybe... response:	Which one?!
context: In that case...\LLet's try calling ourselves!\It'll be okay to contact Hattori-san, right?\We don't know anybody else.\Yeah, but he also gave us his email.\RRight. Which should I do?\Email, er, no maybe...\Which one?! response:	It doesn't matter!
context: LLet's try calling ourselves!\It'll be okay to contact Hattori-san, right?\We don't know anybody else.\Yeah, but he also gave us his email.\RRight. Which should I do?\Email, er, no maybe...\Which one?!\It doesn't matter! response:	I'm asking you to pick one!
context: It'll be okay to contact Hattori-san, right?\We don't know anybody else.\Yeah, but he also gave us his email.\RRight. Which should I do?\Email, er, no maybe...\Which one?!\It doesn't matter!\I'm asking you to pick one! response:	HHere it is!
context: We don't know anybody else.\Yeah, but he also gave us his email.\RRight. Which should I do?\Email, er, no maybe...\Which one?!\It doesn't matter!\I'm asking you to pick one!\HHere it is! response:	This... This is Takagi.
context: Yeah, but he also gave us his email.\RRight. Which should I do?\Email, er, no maybe...\Which one?!\It doesn't matter!\I'm asking you to pick one!\HHere it is!\This... This is Takagi. response:	It didn't make it past the final selection...
context: RRight. Which should I do?\Email, er, no maybe...\Which one?!\It doesn't matter!\I'm asking you to pick one!\HHere it is!\This... This is Takagi.\It didn't make it past the final selection... response:	There are four prizes from the placing finalists to the honorable mentions,
context: Email, er, no maybe...\Which one?!\It doesn't matter!\I'm asking you to pick one!\HHere it is!\This... This is Takagi.\It didn't make it past the final selection...\There are four prizes from the placing finalists to the honorable mentions, response:	but they said ours wasn't good enough.
context: Which one?!\It doesn't matter!\I'm asking you to pick one!\HHere it is!\This... This is Takagi.\It didn't make it past the final selection...\There are four prizes from the placing finalists to the honorable mentions,\but they said ours wasn't good enough. response:	Seriously?
context: It doesn't matter!\I'm asking you to pick one!\HHere it is!\This... This is Takagi.\It didn't make it past the final selection...\There are four prizes from the placing finalists to the honorable mentions,\but they said ours wasn't good enough.\Seriously? response:	Even after getting praised that much, it was no good...
context: I'm asking you to pick one!\HHere it is!\This... This is Takagi.\It didn't make it past the final selection...\There are four prizes from the placing finalists to the honorable mentions,\but they said ours wasn't good enough.\Seriously?\Even after getting praised that much, it was no good... response:	Is it all right for us to believe Hattori-san?
context: HHere it is!\This... This is Takagi.\It didn't make it past the final selection...\There are four prizes from the placing finalists to the honorable mentions,\but they said ours wasn't good enough.\Seriously?\Even after getting praised that much, it was no good...\Is it all right for us to believe Hattori-san? response:	The story is especially good.
context: This... This is Takagi.\It didn't make it past the final selection...\There are four prizes from the placing finalists to the honorable mentions,\but they said ours wasn't good enough.\Seriously?\Even after getting praised that much, it was no good...\Is it all right for us to believe Hattori-san?\The story is especially good. response:	BBut we did get further than last time, right?
context: It didn't make it past the final selection...\There are four prizes from the placing finalists to the honorable mentions,\but they said ours wasn't good enough.\Seriously?\Even after getting praised that much, it was no good...\Is it all right for us to believe Hattori-san?\The story is especially good.\BBut we did get further than last time, right? response:	We didn't even get into the final selection for the monthly award.
context: There are four prizes from the placing finalists to the honorable mentions,\but they said ours wasn't good enough.\Seriously?\Even after getting praised that much, it was no good...\Is it all right for us to believe Hattori-san?\The story is especially good.\BBut we did get further than last time, right?\We didn't even get into the final selection for the monthly award. response:	But this time...
context: but they said ours wasn't good enough.\Seriously?\Even after getting praised that much, it was no good...\Is it all right for us to believe Hattori-san?\The story is especially good.\BBut we did get further than last time, right?\We didn't even get into the final selection for the monthly award.\But this time... response:	I can't tell Azuki.
context: Seriously?\Even after getting praised that much, it was no good...\Is it all right for us to believe Hattori-san?\The story is especially good.\BBut we did get further than last time, right?\We didn't even get into the final selection for the monthly award.\But this time...\I can't tell Azuki. response:	I can't...
context: Even after getting praised that much, it was no good...\Is it all right for us to believe Hattori-san?\The story is especially good.\BBut we did get further than last time, right?\We didn't even get into the final selection for the monthly award.\But this time...\I can't tell Azuki.\I can't... response:	Three plans for NEXT!
context: Is it all right for us to believe Hattori-san?\The story is especially good.\BBut we did get further than last time, right?\We didn't even get into the final selection for the monthly award.\But this time...\I can't tell Azuki.\I can't...\Three plans for NEXT! response:	Honestly, I wanted to write more, but...
context: The story is especially good.\BBut we did get further than last time, right?\We didn't even get into the final selection for the monthly award.\But this time...\I can't tell Azuki.\I can't...\Three plans for NEXT!\Honestly, I wanted to write more, but... response:	I haven't gotten back up to pace yet.
context: BBut we did get further than last time, right?\We didn't even get into the final selection for the monthly award.\But this time...\I can't tell Azuki.\I can't...\Three plans for NEXT!\Honestly, I wanted to write more, but...\I haven't gotten back up to pace yet. response:	But we can never give up.
context: We didn't even get into the final selection for the monthly award.\But this time...\I can't tell Azuki.\I can't...\Three plans for NEXT!\Honestly, I wanted to write more, but...\I haven't gotten back up to pace yet.\But we can never give up. response:	We're still just gamblers, aren't we?
context: But this time...\I can't tell Azuki.\I can't...\Three plans for NEXT!\Honestly, I wanted to write more, but...\I haven't gotten back up to pace yet.\But we can never give up.\We're still just gamblers, aren't we? response:	An anime by eighteen, right?
context: I can't tell Azuki.\I can't...\Three plans for NEXT!\Honestly, I wanted to write more, but...\I haven't gotten back up to pace yet.\But we can never give up.\We're still just gamblers, aren't we?\An anime by eighteen, right? response:	Yeah!
context: I can't...\Three plans for NEXT!\Honestly, I wanted to write more, but...\I haven't gotten back up to pace yet.\But we can never give up.\We're still just gamblers, aren't we?\An anime by eighteen, right?\Yeah! response:	I don't think it's bad, but...
context: Three plans for NEXT!\Honestly, I wanted to write more, but...\I haven't gotten back up to pace yet.\But we can never give up.\We're still just gamblers, aren't we?\An anime by eighteen, right?\Yeah!\I don't think it's bad, but... response:	Well, let's think it over carefully.
context: Honestly, I wanted to write more, but...\I haven't gotten back up to pace yet.\But we can never give up.\We're still just gamblers, aren't we?\An anime by eighteen, right?\Yeah!\I don't think it's bad, but...\Well, let's think it over carefully. response:	It's Mashiro, right?
context: I haven't gotten back up to pace yet.\But we can never give up.\We're still just gamblers, aren't we?\An anime by eighteen, right?\Yeah!\I don't think it's bad, but...\Well, let's think it over carefully.\It's Mashiro, right? response:	Ishizawa...?
context: But we can never give up.\We're still just gamblers, aren't we?\An anime by eighteen, right?\Yeah!\I don't think it's bad, but...\Well, let's think it over carefully.\It's Mashiro, right?\Ishizawa...? response:	So, well...
context: We're still just gamblers, aren't we?\An anime by eighteen, right?\Yeah!\I don't think it's bad, but...\Well, let's think it over carefully.\It's Mashiro, right?\Ishizawa...?\So, well... response:	I saw it. Jack.
context: An anime by eighteen, right?\Yeah!\I don't think it's bad, but...\Well, let's think it over carefully.\It's Mashiro, right?\Ishizawa...?\So, well...\I saw it. Jack. response:	What's this drawing supposed to be?
context: Yeah!\I don't think it's bad, but...\Well, let's think it over carefully.\It's Mashiro, right?\Ishizawa...?\So, well...\I saw it. Jack.\What's this drawing supposed to be? response:	It isn't manga artwork at all.
context: I don't think it's bad, but...\Well, let's think it over carefully.\It's Mashiro, right?\Ishizawa...?\So, well...\I saw it. Jack.\What's this drawing supposed to be?\It isn't manga artwork at all. response:	You must have done a lot like this, eh?
context: Well, let's think it over carefully.\It's Mashiro, right?\Ishizawa...?\So, well...\I saw it. Jack.\What's this drawing supposed to be?\It isn't manga artwork at all.\You must have done a lot like this, eh? response:	You embarrassed?
context: It's Mashiro, right?\Ishizawa...?\So, well...\I saw it. Jack.\What's this drawing supposed to be?\It isn't manga artwork at all.\You must have done a lot like this, eh?\You embarrassed? response:	You're so mean, Ishizawa-kun.
context: Ishizawa...?\So, well...\I saw it. Jack.\What's this drawing supposed to be?\It isn't manga artwork at all.\You must have done a lot like this, eh?\You embarrassed?\You're so mean, Ishizawa-kun. response:	Ishizawa, what do you want?
context: So, well...\I saw it. Jack.\What's this drawing supposed to be?\It isn't manga artwork at all.\You must have done a lot like this, eh?\You embarrassed?\You're so mean, Ishizawa-kun.\Ishizawa, what do you want? response:	Oh, it's the story author, Takagi-kun.
