context: Staff Room response:	Goodbye.
context: I've never mocked you.\You do! Every time our eyes meet!\I don't.\You do!\Why would I ever do that?\Don't ask me!\How can you deny it?!\That constant stream of sneers... response:	Every time our eyes meet, every time we speak!
context: You do! Every time our eyes meet!\I don't.\You do!\Why would I ever do that?\Don't ask me!\How can you deny it?!\That constant stream of sneers...\Every time our eyes meet, every time we speak! response:	Next time you get a chance, ask her to smile for you.
context: I don't.\You do!\Why would I ever do that?\Don't ask me!\How can you deny it?!\That constant stream of sneers...\Every time our eyes meet, every time we speak!\Next time you get a chance, ask her to smile for you. response:	Wait...
context: You do!\Why would I ever do that?\Don't ask me!\How can you deny it?!\That constant stream of sneers...\Every time our eyes meet, every time we speak!\Next time you get a chance, ask her to smile for you.\Wait... response:	Hishiro...
context: Why would I ever do that?\Don't ask me!\How can you deny it?!\That constant stream of sneers...\Every time our eyes meet, every time we speak!\Next time you get a chance, ask her to smile for you.\Wait...\Hishiro... response:	Smile for me.
context: Don't ask me!\How can you deny it?!\That constant stream of sneers...\Every time our eyes meet, every time we speak!\Next time you get a chance, ask her to smile for you.\Wait...\Hishiro...\Smile for me. response:	Where did that come from?
context: How can you deny it?!\That constant stream of sneers...\Every time our eyes meet, every time we speak!\Next time you get a chance, ask her to smile for you.\Wait...\Hishiro...\Smile for me.\Where did that come from? response:	Hold on. I'm trying to think of a reason I'd mock
context: That constant stream of sneers...\Every time our eyes meet, every time we speak!\Next time you get a chance, ask her to smile for you.\Wait...\Hishiro...\Smile for me.\Where did that come from?\Hold on. I'm trying to think of a reason I'd mock response:	Just do it!
context: Every time our eyes meet, every time we speak!\Next time you get a chance, ask her to smile for you.\Wait...\Hishiro...\Smile for me.\Where did that come from?\Hold on. I'm trying to think of a reason I'd mock\Just do it! response:	A normal smile, like you'd do if your eyes met someone's!
context: Next time you get a chance, ask her to smile for you.\Wait...\Hishiro...\Smile for me.\Where did that come from?\Hold on. I'm trying to think of a reason I'd mock\Just do it!\A normal smile, like you'd do if your eyes met someone's! response:	Like this?
context: Wait...\Hishiro...\Smile for me.\Where did that come from?\Hold on. I'm trying to think of a reason I'd mock\Just do it!\A normal smile, like you'd do if your eyes met someone's!\Like this? response:	You just freaked out.
context: Hishiro...\Smile for me.\Where did that come from?\Hold on. I'm trying to think of a reason I'd mock\Just do it!\A normal smile, like you'd do if your eyes met someone's!\Like this?\You just freaked out. response:	Huh?
context: Smile for me.\Where did that come from?\Hold on. I'm trying to think of a reason I'd mock\Just do it!\A normal smile, like you'd do if your eyes met someone's!\Like this?\You just freaked out.\Huh? response:	Er... wait... let me get this straight.
context: Where did that come from?\Hold on. I'm trying to think of a reason I'd mock\Just do it!\A normal smile, like you'd do if your eyes met someone's!\Like this?\You just freaked out.\Huh?\Er... wait... let me get this straight. response:	Huh? Huh?
context: Hold on. I'm trying to think of a reason I'd mock\Just do it!\A normal smile, like you'd do if your eyes met someone's!\Like this?\You just freaked out.\Huh?\Er... wait... let me get this straight.\Huh? Huh? response:	Hishiro thinks that's a smile?!
context: Just do it!\A normal smile, like you'd do if your eyes met someone's!\Like this?\You just freaked out.\Huh?\Er... wait... let me get this straight.\Huh? Huh?\Hishiro thinks that's a smile?! response:	She was trying for a friendly smile.
context: A normal smile, like you'd do if your eyes met someone's!\Like this?\You just freaked out.\Huh?\Er... wait... let me get this straight.\Huh? Huh?\Hishiro thinks that's a smile?!\She was trying for a friendly smile. response:	I thought Kaizaki was lying.
context: Like this?\You just freaked out.\Huh?\Er... wait... let me get this straight.\Huh? Huh?\Hishiro thinks that's a smile?!\She was trying for a friendly smile.\I thought Kaizaki was lying. response:	Smile again.
context: You just freaked out.\Huh?\Er... wait... let me get this straight.\Huh? Huh?\Hishiro thinks that's a smile?!\She was trying for a friendly smile.\I thought Kaizaki was lying.\Smile again. response:	Stop.
context: Huh?\Er... wait... let me get this straight.\Huh? Huh?\Hishiro thinks that's a smile?!\She was trying for a friendly smile.\I thought Kaizaki was lying.\Smile again.\Stop. response:	Again.
context: Er... wait... let me get this straight.\Huh? Huh?\Hishiro thinks that's a smile?!\She was trying for a friendly smile.\I thought Kaizaki was lying.\Smile again.\Stop.\Again. response:	Oh my god, you suck!
context: Huh? Huh?\Hishiro thinks that's a smile?!\She was trying for a friendly smile.\I thought Kaizaki was lying.\Smile again.\Stop.\Again.\Oh my god, you suck! response:	How is that a smile?!
context: Hishiro thinks that's a smile?!\She was trying for a friendly smile.\I thought Kaizaki was lying.\Smile again.\Stop.\Again.\Oh my god, you suck!\How is that a smile?! response:	Have you even looked in a mirror?!
context: She was trying for a friendly smile.\I thought Kaizaki was lying.\Smile again.\Stop.\Again.\Oh my god, you suck!\How is that a smile?!\Have you even looked in a mirror?! response:	Do you have any idea how it makes people feel?!
context: I thought Kaizaki was lying.\Smile again.\Stop.\Again.\Oh my god, you suck!\How is that a smile?!\Have you even looked in a mirror?!\Do you have any idea how it makes people feel?! response:	I thought you were mocking me this whole time!
context: Smile again.\Stop.\Again.\Oh my god, you suck!\How is that a smile?!\Have you even looked in a mirror?!\Do you have any idea how it makes people feel?!\I thought you were mocking me this whole time! response:	I have been smiling in the hope that we could be friends.
context: Stop.\Again.\Oh my god, you suck!\How is that a smile?!\Have you even looked in a mirror?!\Do you have any idea how it makes people feel?!\I thought you were mocking me this whole time!\I have been smiling in the hope that we could be friends. response:	Wow, this girl...
context: Again.\Oh my god, you suck!\How is that a smile?!\Have you even looked in a mirror?!\Do you have any idea how it makes people feel?!\I thought you were mocking me this whole time!\I have been smiling in the hope that we could be friends.\Wow, this girl... response:	How awkward can you be?
context: Oh my god, you suck!\How is that a smile?!\Have you even looked in a mirror?!\Do you have any idea how it makes people feel?!\I thought you were mocking me this whole time!\I have been smiling in the hope that we could be friends.\Wow, this girl...\How awkward can you be? response:	My strong point is I'm smart.
context: How is that a smile?!\Have you even looked in a mirror?!\Do you have any idea how it makes people feel?!\I thought you were mocking me this whole time!\I have been smiling in the hope that we could be friends.\Wow, this girl...\How awkward can you be?\My strong point is I'm smart. response:	If I don't understand something,
context: Have you even looked in a mirror?!\Do you have any idea how it makes people feel?!\I thought you were mocking me this whole time!\I have been smiling in the hope that we could be friends.\Wow, this girl...\How awkward can you be?\My strong point is I'm smart.\If I don't understand something, response:	I look into it on my own, and if I still don't get it, I ask until I do.
context: Do you have any idea how it makes people feel?!\I thought you were mocking me this whole time!\I have been smiling in the hope that we could be friends.\Wow, this girl...\How awkward can you be?\My strong point is I'm smart.\If I don't understand something,\I look into it on my own, and if I still don't get it, I ask until I do. response:	My weak point is that I'm not interested in other people.
context: I thought you were mocking me this whole time!\I have been smiling in the hope that we could be friends.\Wow, this girl...\How awkward can you be?\My strong point is I'm smart.\If I don't understand something,\I look into it on my own, and if I still don't get it, I ask until I do.\My weak point is that I'm not interested in other people. response:	She said it!
context: I have been smiling in the hope that we could be friends.\Wow, this girl...\How awkward can you be?\My strong point is I'm smart.\If I don't understand something,\I look into it on my own, and if I still don't get it, I ask until I do.\My weak point is that I'm not interested in other people.\She said it! response:	Because of that, I don't know how to interact with anyone,
context: Wow, this girl...\How awkward can you be?\My strong point is I'm smart.\If I don't understand something,\I look into it on my own, and if I still don't get it, I ask until I do.\My weak point is that I'm not interested in other people.\She said it!\Because of that, I don't know how to interact with anyone, response:	and I must have caused lots of problems for people.
context: How awkward can you be?\My strong point is I'm smart.\If I don't understand something,\I look into it on my own, and if I still don't get it, I ask until I do.\My weak point is that I'm not interested in other people.\She said it!\Because of that, I don't know how to interact with anyone,\and I must have caused lots of problems for people. response:	But right now, I'm trying to change myself.
context: My strong point is I'm smart.\If I don't understand something,\I look into it on my own, and if I still don't get it, I ask until I do.\My weak point is that I'm not interested in other people.\She said it!\Because of that, I don't know how to interact with anyone,\and I must have caused lots of problems for people.\But right now, I'm trying to change myself. response:	Kariu-san, that's who I am.
context: If I don't understand something,\I look into it on my own, and if I still don't get it, I ask until I do.\My weak point is that I'm not interested in other people.\She said it!\Because of that, I don't know how to interact with anyone,\and I must have caused lots of problems for people.\But right now, I'm trying to change myself.\Kariu-san, that's who I am. response:	But would you be my friend?
context: I look into it on my own, and if I still don't get it, I ask until I do.\My weak point is that I'm not interested in other people.\She said it!\Because of that, I don't know how to interact with anyone,\and I must have caused lots of problems for people.\But right now, I'm trying to change myself.\Kariu-san, that's who I am.\But would you be my friend? response:	It's my pleasure, Hishiro Chizuru-san.
context: My weak point is that I'm not interested in other people.\She said it!\Because of that, I don't know how to interact with anyone,\and I must have caused lots of problems for people.\But right now, I'm trying to change myself.\Kariu-san, that's who I am.\But would you be my friend?\It's my pleasure, Hishiro Chizuru-san. response:	That day,
context: She said it!\Because of that, I don't know how to interact with anyone,\and I must have caused lots of problems for people.\But right now, I'm trying to change myself.\Kariu-san, that's who I am.\But would you be my friend?\It's my pleasure, Hishiro Chizuru-san.\That day, response:	she wasn't intentionally ignoring the handshake.
context: Because of that, I don't know how to interact with anyone,\and I must have caused lots of problems for people.\But right now, I'm trying to change myself.\Kariu-san, that's who I am.\But would you be my friend?\It's my pleasure, Hishiro Chizuru-san.\That day,\she wasn't intentionally ignoring the handshake. response:	Okay, Hishiro Chizuru-san.
context: and I must have caused lots of problems for people.\But right now, I'm trying to change myself.\Kariu-san, that's who I am.\But would you be my friend?\It's my pleasure, Hishiro Chizuru-san.\That day,\she wasn't intentionally ignoring the handshake.\Okay, Hishiro Chizuru-san. response:	But in return, recognize me as your rival!
context: But right now, I'm trying to change myself.\Kariu-san, that's who I am.\But would you be my friend?\It's my pleasure, Hishiro Chizuru-san.\That day,\she wasn't intentionally ignoring the handshake.\Okay, Hishiro Chizuru-san.\But in return, recognize me as your rival! response:	I won't lose next time!
context: Kariu-san, that's who I am.\But would you be my friend?\It's my pleasure, Hishiro Chizuru-san.\That day,\she wasn't intentionally ignoring the handshake.\Okay, Hishiro Chizuru-san.\But in return, recognize me as your rival!\I won't lose next time! response:	I'll definitely take that silver pin from you!
context: But would you be my friend?\It's my pleasure, Hishiro Chizuru-san.\That day,\she wasn't intentionally ignoring the handshake.\Okay, Hishiro Chizuru-san.\But in return, recognize me as your rival!\I won't lose next time!\I'll definitely take that silver pin from you! response:	If you want it, you can have it next test...
context: It's my pleasure, Hishiro Chizuru-san.\That day,\she wasn't intentionally ignoring the handshake.\Okay, Hishiro Chizuru-san.\But in return, recognize me as your rival!\I won't lose next time!\I'll definitely take that silver pin from you!\If you want it, you can have it next test... response:	Don't you dare! I want it, but not like that!
context: That day,\she wasn't intentionally ignoring the handshake.\Okay, Hishiro Chizuru-san.\But in return, recognize me as your rival!\I won't lose next time!\I'll definitely take that silver pin from you!\If you want it, you can have it next test...\Don't you dare! I want it, but not like that! response:	If you hold back, we're not friends!
context: she wasn't intentionally ignoring the handshake.\Okay, Hishiro Chizuru-san.\But in return, recognize me as your rival!\I won't lose next time!\I'll definitely take that silver pin from you!\If you want it, you can have it next test...\Don't you dare! I want it, but not like that!\If you hold back, we're not friends! response:	Not Friends
context: Okay, Hishiro Chizuru-san.\But in return, recognize me as your rival!\I won't lose next time!\I'll definitely take that silver pin from you!\If you want it, you can have it next test...\Don't you dare! I want it, but not like that!\If you hold back, we're not friends!\Not Friends response:	And...
context: But in return, recognize me as your rival!\I won't lose next time!\I'll definitely take that silver pin from you!\If you want it, you can have it next test...\Don't you dare! I want it, but not like that!\If you hold back, we're not friends!\Not Friends\And... response:	I'm really sorry about all this.
context: I won't lose next time!\I'll definitely take that silver pin from you!\If you want it, you can have it next test...\Don't you dare! I want it, but not like that!\If you hold back, we're not friends!\Not Friends\And...\I'm really sorry about all this. response:	I won't do it again.
context: I'll definitely take that silver pin from you!\If you want it, you can have it next test...\Don't you dare! I want it, but not like that!\If you hold back, we're not friends!\Not Friends\And...\I'm really sorry about all this.\I won't do it again. response:	Sorry.
context: If you want it, you can have it next test...\Don't you dare! I want it, but not like that!\If you hold back, we're not friends!\Not Friends\And...\I'm really sorry about all this.\I won't do it again.\Sorry. response:	I forgive you.
context: Don't you dare! I want it, but not like that!\If you hold back, we're not friends!\Not Friends\And...\I'm really sorry about all this.\I won't do it again.\Sorry.\I forgive you. response:	After all, we're friends.
context: If you hold back, we're not friends!\Not Friends\And...\I'm really sorry about all this.\I won't do it again.\Sorry.\I forgive you.\After all, we're friends. response:	Whoa, so you can actually smile.
context: Not Friends\And...\I'm really sorry about all this.\I won't do it again.\Sorry.\I forgive you.\After all, we're friends.\Whoa, so you can actually smile. response:	But I smile all the time.
context: And...\I'm really sorry about all this.\I won't do it again.\Sorry.\I forgive you.\After all, we're friends.\Whoa, so you can actually smile.\But I smile all the time. response:	Yeah, right!
context: I'm really sorry about all this.\I won't do it again.\Sorry.\I forgive you.\After all, we're friends.\Whoa, so you can actually smile.\But I smile all the time.\Yeah, right! response:	You told Hishiro about me.
context: I won't do it again.\Sorry.\I forgive you.\After all, we're friends.\Whoa, so you can actually smile.\But I smile all the time.\Yeah, right!\You told Hishiro about me. response:	But thanks.
context: Sorry.\I forgive you.\After all, we're friends.\Whoa, so you can actually smile.\But I smile all the time.\Yeah, right!\You told Hishiro about me.\But thanks. response:	What'd you take a picture for?
context: I forgive you.\After all, we're friends.\Whoa, so you can actually smile.\But I smile all the time.\Yeah, right!\You told Hishiro about me.\But thanks.\What'd you take a picture for? response:	A test subject grinning because a high school girl LIMEd him.
context: After all, we're friends.\Whoa, so you can actually smile.\But I smile all the time.\Yeah, right!\You told Hishiro about me.\But thanks.\What'd you take a picture for?\A test subject grinning because a high school girl LIMEd him. response:	For my report.
context: Whoa, so you can actually smile.\But I smile all the time.\Yeah, right!\You told Hishiro about me.\But thanks.\What'd you take a picture for?\A test subject grinning because a high school girl LIMEd him.\For my report. response:	Delete it!
context: But I smile all the time.\Yeah, right!\You told Hishiro about me.\But thanks.\What'd you take a picture for?\A test subject grinning because a high school girl LIMEd him.\For my report.\Delete it! response:	Why are we drinking at my place, anyway?
context: Yeah, right!\You told Hishiro about me.\But thanks.\What'd you take a picture for?\A test subject grinning because a high school girl LIMEd him.\For my report.\Delete it!\Why are we drinking at my place, anyway? response:	What is all this?!
context: You told Hishiro about me.\But thanks.\What'd you take a picture for?\A test subject grinning because a high school girl LIMEd him.\For my report.\Delete it!\Why are we drinking at my place, anyway?\What is all this?! response:	What's the big deal?
context: But thanks.\What'd you take a picture for?\A test subject grinning because a high school girl LIMEd him.\For my report.\Delete it!\Why are we drinking at my place, anyway?\What is all this?!\What's the big deal? response:	You helped them become friends. Let's celebrate!
context: What'd you take a picture for?\A test subject grinning because a high school girl LIMEd him.\For my report.\Delete it!\Why are we drinking at my place, anyway?\What is all this?!\What's the big deal?\You helped them become friends. Let's celebrate! response:	We've got school tomorrow.
context: A test subject grinning because a high school girl LIMEd him.\For my report.\Delete it!\Why are we drinking at my place, anyway?\What is all this?!\What's the big deal?\You helped them become friends. Let's celebrate!\We've got school tomorrow. response:	For an ex-NEET, you sure are serious.
context: For my report.\Delete it!\Why are we drinking at my place, anyway?\What is all this?!\What's the big deal?\You helped them become friends. Let's celebrate!\We've got school tomorrow.\For an ex-NEET, you sure are serious. response:	Not NEET! I was a part-timer!
context: Delete it!\Why are we drinking at my place, anyway?\What is all this?!\What's the big deal?\You helped them become friends. Let's celebrate!\We've got school tomorrow.\For an ex-NEET, you sure are serious.\Not NEET! I was a part-timer! response:	Yoake-san...
context: Why are we drinking at my place, anyway?\What is all this?!\What's the big deal?\You helped them become friends. Let's celebrate!\We've got school tomorrow.\For an ex-NEET, you sure are serious.\Not NEET! I was a part-timer!\Yoake-san... response:	Was what I told Kariu really the right thing to say?
context: What is all this?!\What's the big deal?\You helped them become friends. Let's celebrate!\We've got school tomorrow.\For an ex-NEET, you sure are serious.\Not NEET! I was a part-timer!\Yoake-san...\Was what I told Kariu really the right thing to say? response:	Resignation
context: What's the big deal?\You helped them become friends. Let's celebrate!\We've got school tomorrow.\For an ex-NEET, you sure are serious.\Not NEET! I was a part-timer!\Yoake-san...\Was what I told Kariu really the right thing to say?\Resignation response:	In reality, I couldn't grow up, and became a NEET.
context: You helped them become friends. Let's celebrate!\We've got school tomorrow.\For an ex-NEET, you sure are serious.\Not NEET! I was a part-timer!\Yoake-san...\Was what I told Kariu really the right thing to say?\Resignation\In reality, I couldn't grow up, and became a NEET. response:	And those awful bullies probably still have their jobs.
context: We've got school tomorrow.\For an ex-NEET, you sure are serious.\Not NEET! I was a part-timer!\Yoake-san...\Was what I told Kariu really the right thing to say?\Resignation\In reality, I couldn't grow up, and became a NEET.\And those awful bullies probably still have their jobs. response:	I know the real truth is uglier.
context: For an ex-NEET, you sure are serious.\Not NEET! I was a part-timer!\Yoake-san...\Was what I told Kariu really the right thing to say?\Resignation\In reality, I couldn't grow up, and became a NEET.\And those awful bullies probably still have their jobs.\I know the real truth is uglier. response:	Maybe it wasn't the ugly truth.
context: Not NEET! I was a part-timer!\Yoake-san...\Was what I told Kariu really the right thing to say?\Resignation\In reality, I couldn't grow up, and became a NEET.\And those awful bullies probably still have their jobs.\I know the real truth is uglier.\Maybe it wasn't the ugly truth. response:	But it wasn't a lie.
context: Yoake-san...\Was what I told Kariu really the right thing to say?\Resignation\In reality, I couldn't grow up, and became a NEET.\And those awful bullies probably still have their jobs.\I know the real truth is uglier.\Maybe it wasn't the ugly truth.\But it wasn't a lie. response:	It's what you really meant, so isn't that enough?
context: Was what I told Kariu really the right thing to say?\Resignation\In reality, I couldn't grow up, and became a NEET.\And those awful bullies probably still have their jobs.\I know the real truth is uglier.\Maybe it wasn't the ugly truth.\But it wasn't a lie.\It's what you really meant, so isn't that enough? response:	When she's out in the real world and stumbles,
context: Resignation\In reality, I couldn't grow up, and became a NEET.\And those awful bullies probably still have their jobs.\I know the real truth is uglier.\Maybe it wasn't the ugly truth.\But it wasn't a lie.\It's what you really meant, so isn't that enough?\When she's out in the real world and stumbles, response:	she'll remember someone yelling at her, if not who.
context: In reality, I couldn't grow up, and became a NEET.\And those awful bullies probably still have their jobs.\I know the real truth is uglier.\Maybe it wasn't the ugly truth.\But it wasn't a lie.\It's what you really meant, so isn't that enough?\When she's out in the real world and stumbles,\she'll remember someone yelling at her, if not who. response:	I think what happened today will stay with her.
context: And those awful bullies probably still have their jobs.\I know the real truth is uglier.\Maybe it wasn't the ugly truth.\But it wasn't a lie.\It's what you really meant, so isn't that enough?\When she's out in the real world and stumbles,\she'll remember someone yelling at her, if not who.\I think what happened today will stay with her. response:	Oh.
context: I know the real truth is uglier.\Maybe it wasn't the ugly truth.\But it wasn't a lie.\It's what you really meant, so isn't that enough?\When she's out in the real world and stumbles,\she'll remember someone yelling at her, if not who.\I think what happened today will stay with her.\Oh. response:	Though, really, it was the pot calling the kettle black!
context: Maybe it wasn't the ugly truth.\But it wasn't a lie.\It's what you really meant, so isn't that enough?\When she's out in the real world and stumbles,\she'll remember someone yelling at her, if not who.\I think what happened today will stay with her.\Oh.\Though, really, it was the pot calling the kettle black! response:	Yelling at her for comparing herself to others!
context: But it wasn't a lie.\It's what you really meant, so isn't that enough?\When she's out in the real world and stumbles,\she'll remember someone yelling at her, if not who.\I think what happened today will stay with her.\Oh.\Though, really, it was the pot calling the kettle black!\Yelling at her for comparing herself to others! response:	Says the man so worried about appearances, he pretended he still had a job!
context: It's what you really meant, so isn't that enough?\When she's out in the real world and stumbles,\she'll remember someone yelling at her, if not who.\I think what happened today will stay with her.\Oh.\Though, really, it was the pot calling the kettle black!\Yelling at her for comparing herself to others!\Says the man so worried about appearances, he pretended he still had a job! response:	Shut up! I thought the same thing!
context: When she's out in the real world and stumbles,\she'll remember someone yelling at her, if not who.\I think what happened today will stay with her.\Oh.\Though, really, it was the pot calling the kettle black!\Yelling at her for comparing herself to others!\Says the man so worried about appearances, he pretended he still had a job!\Shut up! I thought the same thing! response:	So? Are you liking ReLIFE?
context: she'll remember someone yelling at her, if not who.\I think what happened today will stay with her.\Oh.\Though, really, it was the pot calling the kettle black!\Yelling at her for comparing herself to others!\Says the man so worried about appearances, he pretended he still had a job!\Shut up! I thought the same thing!\So? Are you liking ReLIFE? response:	Is it letting you take a long, hard look at yourself?
context: I think what happened today will stay with her.\Oh.\Though, really, it was the pot calling the kettle black!\Yelling at her for comparing herself to others!\Says the man so worried about appearances, he pretended he still had a job!\Shut up! I thought the same thing!\So? Are you liking ReLIFE?\Is it letting you take a long, hard look at yourself? response:	The way you see through everything is seriously driving me nuts!
context: Oh.\Though, really, it was the pot calling the kettle black!\Yelling at her for comparing herself to others!\Says the man so worried about appearances, he pretended he still had a job!\Shut up! I thought the same thing!\So? Are you liking ReLIFE?\Is it letting you take a long, hard look at yourself?\The way you see through everything is seriously driving me nuts! response:	Rena, see any empty seats?
context: Though, really, it was the pot calling the kettle black!\Yelling at her for comparing herself to others!\Says the man so worried about appearances, he pretended he still had a job!\Shut up! I thought the same thing!\So? Are you liking ReLIFE?\Is it letting you take a long, hard look at yourself?\The way you see through everything is seriously driving me nuts!\Rena, see any empty seats? response:	Say, Honoka...
context: Yelling at her for comparing herself to others!\Says the man so worried about appearances, he pretended he still had a job!\Shut up! I thought the same thing!\So? Are you liking ReLIFE?\Is it letting you take a long, hard look at yourself?\The way you see through everything is seriously driving me nuts!\Rena, see any empty seats?\Say, Honoka... response:	Thanks for the food.
context: Says the man so worried about appearances, he pretended he still had a job!\Shut up! I thought the same thing!\So? Are you liking ReLIFE?\Is it letting you take a long, hard look at yourself?\The way you see through everything is seriously driving me nuts!\Rena, see any empty seats?\Say, Honoka...\Thanks for the food. response:	I-I don't mind eating lunch with you.
context: Shut up! I thought the same thing!\So? Are you liking ReLIFE?\Is it letting you take a long, hard look at yourself?\The way you see through everything is seriously driving me nuts!\Rena, see any empty seats?\Say, Honoka...\Thanks for the food.\I-I don't mind eating lunch with you. response:	I'm fine like this.
context: So? Are you liking ReLIFE?\Is it letting you take a long, hard look at yourself?\The way you see through everything is seriously driving me nuts!\Rena, see any empty seats?\Say, Honoka...\Thanks for the food.\I-I don't mind eating lunch with you.\I'm fine like this. response:	I like being alone.
context: Is it letting you take a long, hard look at yourself?\The way you see through everything is seriously driving me nuts!\Rena, see any empty seats?\Say, Honoka...\Thanks for the food.\I-I don't mind eating lunch with you.\I'm fine like this.\I like being alone. response:	Isn't that the problem?!
context: The way you see through everything is seriously driving me nuts!\Rena, see any empty seats?\Say, Honoka...\Thanks for the food.\I-I don't mind eating lunch with you.\I'm fine like this.\I like being alone.\Isn't that the problem?! response:	Don't you want to change?!
context: Rena, see any empty seats?\Say, Honoka...\Thanks for the food.\I-I don't mind eating lunch with you.\I'm fine like this.\I like being alone.\Isn't that the problem?!\Don't you want to change?! response:	That's right.
context: Say, Honoka...\Thanks for the food.\I-I don't mind eating lunch with you.\I'm fine like this.\I like being alone.\Isn't that the problem?!\Don't you want to change?!\That's right. response:	Then, please.
context: Thanks for the food.\I-I don't mind eating lunch with you.\I'm fine like this.\I like being alone.\Isn't that the problem?!\Don't you want to change?!\That's right.\Then, please. response:	Thank you.
context: I-I don't mind eating lunch with you.\I'm fine like this.\I like being alone.\Isn't that the problem?!\Don't you want to change?!\That's right.\Then, please.\Thank you. response:	D-Don't thank me!
context: I'm fine like this.\I like being alone.\Isn't that the problem?!\Don't you want to change?!\That's right.\Then, please.\Thank you.\D-Don't thank me! response:	We're friends!
context: I like being alone.\Isn't that the problem?!\Don't you want to change?!\That's right.\Then, please.\Thank you.\D-Don't thank me!\We're friends! response:	This is normal!
context: Isn't that the problem?!\Don't you want to change?!\That's right.\Then, please.\Thank you.\D-Don't thank me!\We're friends!\This is normal! response:	NEXT EPISODE
context: Don't you want to change?!\That's right.\Then, please.\Thank you.\D-Don't thank me!\We're friends!\This is normal!\NEXT EPISODE response:	Hishiro, you need to first practice how to smile.
context: That's right.\Then, please.\Thank you.\D-Don't thank me!\We're friends!\This is normal!\NEXT EPISODE\Hishiro, you need to first practice how to smile. response:	Grin.
context: Then, please.\Thank you.\D-Don't thank me!\We're friends!\This is normal!\NEXT EPISODE\Hishiro, you need to first practice how to smile.\Grin. response:	Not like that.
context: Thank you.\D-Don't thank me!\We're friends!\This is normal!\NEXT EPISODE\Hishiro, you need to first practice how to smile.\Grin.\Not like that. response:	But I thought I was doing it right.
context: D-Don't thank me!\We're friends!\This is normal!\NEXT EPISODE\Hishiro, you need to first practice how to smile.\Grin.\Not like that.\But I thought I was doing it right. response:	Show me how it's done, Kariu-san.
context: We're friends!\This is normal!\NEXT EPISODE\Hishiro, you need to first practice how to smile.\Grin.\Not like that.\But I thought I was doing it right.\Show me how it's done, Kariu-san. response:	Huh? Oh, all right.
context: This is normal!\NEXT EPISODE\Hishiro, you need to first practice how to smile.\Grin.\Not like that.\But I thought I was doing it right.\Show me how it's done, Kariu-san.\Huh? Oh, all right. response:	This Isn't the First Time
context: NEXT EPISODE\Hishiro, you need to first practice how to smile.\Grin.\Not like that.\But I thought I was doing it right.\Show me how it's done, Kariu-san.\Huh? Oh, all right.\This Isn't the First Time response:	H-Heh.
context: Hishiro, you need to first practice how to smile.\Grin.\Not like that.\But I thought I was doing it right.\Show me how it's done, Kariu-san.\Huh? Oh, all right.\This Isn't the First Time\H-Heh. response:	How stiff.
context: Grin.\Not like that.\But I thought I was doing it right.\Show me how it's done, Kariu-san.\Huh? Oh, all right.\This Isn't the First Time\H-Heh.\How stiff. response:	I don't wanna hear that from you!
