context: Go, go, let's go! Let's go Date Tech! response:	Well? Are they winning?!
context: Do you understand how important Moniwa was now?\I've always known that!\Good grief...\I only see potential here.\Not to mention, a lot of potential.\Keep working hard, even more than you have been.\You guys will form the ultimate iron wall yet.\All right, let's go. response:	Huh?
context: I've always known that!\Good grief...\I only see potential here.\Not to mention, a lot of potential.\Keep working hard, even more than you have been.\You guys will form the ultimate iron wall yet.\All right, let's go.\Huh? response:	The fact that you guys are here means you have time on your hands, right?
context: Good grief...\I only see potential here.\Not to mention, a lot of potential.\Keep working hard, even more than you have been.\You guys will form the ultimate iron wall yet.\All right, let's go.\Huh?\The fact that you guys are here means you have time on your hands, right? response:	Come back and practice with us.
context: I only see potential here.\Not to mention, a lot of potential.\Keep working hard, even more than you have been.\You guys will form the ultimate iron wall yet.\All right, let's go.\Huh?\The fact that you guys are here means you have time on your hands, right?\Come back and practice with us. response:	What?
context: Not to mention, a lot of potential.\Keep working hard, even more than you have been.\You guys will form the ultimate iron wall yet.\All right, let's go.\Huh?\The fact that you guys are here means you have time on your hands, right?\Come back and practice with us.\What? response:	I guess we don't have a choice.
context: Keep working hard, even more than you have been.\You guys will form the ultimate iron wall yet.\All right, let's go.\Huh?\The fact that you guys are here means you have time on your hands, right?\Come back and practice with us.\What?\I guess we don't have a choice. response:	Don't start stripping here.
context: You guys will form the ultimate iron wall yet.\All right, let's go.\Huh?\The fact that you guys are here means you have time on your hands, right?\Come back and practice with us.\What?\I guess we don't have a choice.\Don't start stripping here. response:	Kamasaki-san, are you getting so bulked up that you can't jump anymore?
context: All right, let's go.\Huh?\The fact that you guys are here means you have time on your hands, right?\Come back and practice with us.\What?\I guess we don't have a choice.\Don't start stripping here.\Kamasaki-san, are you getting so bulked up that you can't jump anymore? response:	Huh? Why?
context: Huh?\The fact that you guys are here means you have time on your hands, right?\Come back and practice with us.\What?\I guess we don't have a choice.\Don't start stripping here.\Kamasaki-san, are you getting so bulked up that you can't jump anymore?\Huh? Why? response:	Well, muscles are heavy.
context: The fact that you guys are here means you have time on your hands, right?\Come back and practice with us.\What?\I guess we don't have a choice.\Don't start stripping here.\Kamasaki-san, are you getting so bulked up that you can't jump anymore?\Huh? Why?\Well, muscles are heavy. response:	Huh...
context: Come back and practice with us.\What?\I guess we don't have a choice.\Don't start stripping here.\Kamasaki-san, are you getting so bulked up that you can't jump anymore?\Huh? Why?\Well, muscles are heavy.\Huh... response:	Seriously?
context: What?\I guess we don't have a choice.\Don't start stripping here.\Kamasaki-san, are you getting so bulked up that you can't jump anymore?\Huh? Why?\Well, muscles are heavy.\Huh...\Seriously? response:	I'll get to the point where I can lift any kind of ball!
context: I guess we don't have a choice.\Don't start stripping here.\Kamasaki-san, are you getting so bulked up that you can't jump anymore?\Huh? Why?\Well, muscles are heavy.\Huh...\Seriously?\I'll get to the point where I can lift any kind of ball! response:	And I'll be able to block!
context: Don't start stripping here.\Kamasaki-san, are you getting so bulked up that you can't jump anymore?\Huh? Why?\Well, muscles are heavy.\Huh...\Seriously?\I'll get to the point where I can lift any kind of ball!\And I'll be able to block! response:	So I won't shame the title of the iron wall,
context: Kamasaki-san, are you getting so bulked up that you can't jump anymore?\Huh? Why?\Well, muscles are heavy.\Huh...\Seriously?\I'll get to the point where I can lift any kind of ball!\And I'll be able to block!\So I won't shame the title of the iron wall, response:	I'll make sure I'm able to stop anyone,
context: Huh? Why?\Well, muscles are heavy.\Huh...\Seriously?\I'll get to the point where I can lift any kind of ball!\And I'll be able to block!\So I won't shame the title of the iron wall,\I'll make sure I'm able to stop anyone, response:	no matter how powerful or big they are!
context: Well, muscles are heavy.\Huh...\Seriously?\I'll get to the point where I can lift any kind of ball!\And I'll be able to block!\So I won't shame the title of the iron wall,\I'll make sure I'm able to stop anyone,\no matter how powerful or big they are! response:	Opponents that are hard to stop aren't always big or strong.
context: Huh...\Seriously?\I'll get to the point where I can lift any kind of ball!\And I'll be able to block!\So I won't shame the title of the iron wall,\I'll make sure I'm able to stop anyone,\no matter how powerful or big they are!\Opponents that are hard to stop aren't always big or strong. response:	Hinata Shoyo...
context: Seriously?\I'll get to the point where I can lift any kind of ball!\And I'll be able to block!\So I won't shame the title of the iron wall,\I'll make sure I'm able to stop anyone,\no matter how powerful or big they are!\Opponents that are hard to stop aren't always big or strong.\Hinata Shoyo... response:	Next time, I'm definitely going to stop you.
context: I'll get to the point where I can lift any kind of ball!\And I'll be able to block!\So I won't shame the title of the iron wall,\I'll make sure I'm able to stop anyone,\no matter how powerful or big they are!\Opponents that are hard to stop aren't always big or strong.\Hinata Shoyo...\Next time, I'm definitely going to stop you. response:	Aoba Johsai Karasuno
context: And I'll be able to block!\So I won't shame the title of the iron wall,\I'll make sure I'm able to stop anyone,\no matter how powerful or big they are!\Opponents that are hard to stop aren't always big or strong.\Hinata Shoyo...\Next time, I'm definitely going to stop you.\Aoba Johsai Karasuno response:	I-Is everyone on edge for some reason?
context: So I won't shame the title of the iron wall,\I'll make sure I'm able to stop anyone,\no matter how powerful or big they are!\Opponents that are hard to stop aren't always big or strong.\Hinata Shoyo...\Next time, I'm definitely going to stop you.\Aoba Johsai Karasuno\I-Is everyone on edge for some reason? response:	Last time, they gave their all against Aoba Johsai,
context: I'll make sure I'm able to stop anyone,\no matter how powerful or big they are!\Opponents that are hard to stop aren't always big or strong.\Hinata Shoyo...\Next time, I'm definitely going to stop you.\Aoba Johsai Karasuno\I-Is everyone on edge for some reason?\Last time, they gave their all against Aoba Johsai, response:	and still lost.
context: no matter how powerful or big they are!\Opponents that are hard to stop aren't always big or strong.\Hinata Shoyo...\Next time, I'm definitely going to stop you.\Aoba Johsai Karasuno\I-Is everyone on edge for some reason?\Last time, they gave their all against Aoba Johsai,\and still lost. response:	Y-Yachi-san...
context: Opponents that are hard to stop aren't always big or strong.\Hinata Shoyo...\Next time, I'm definitely going to stop you.\Aoba Johsai Karasuno\I-Is everyone on edge for some reason?\Last time, they gave their all against Aoba Johsai,\and still lost.\Y-Yachi-san... response:	Yes?!
context: Hinata Shoyo...\Next time, I'm definitely going to stop you.\Aoba Johsai Karasuno\I-Is everyone on edge for some reason?\Last time, they gave their all against Aoba Johsai,\and still lost.\Y-Yachi-san...\Yes?! response:	D-Do you have any stomach medicine?
context: Next time, I'm definitely going to stop you.\Aoba Johsai Karasuno\I-Is everyone on edge for some reason?\Last time, they gave their all against Aoba Johsai,\and still lost.\Y-Yachi-san...\Yes?!\D-Do you have any stomach medicine? response:	Are you all right, Yamaguchi-kun?
context: Aoba Johsai Karasuno\I-Is everyone on edge for some reason?\Last time, they gave their all against Aoba Johsai,\and still lost.\Y-Yachi-san...\Yes?!\D-Do you have any stomach medicine?\Are you all right, Yamaguchi-kun? response:	Shimizu!
context: I-Is everyone on edge for some reason?\Last time, they gave their all against Aoba Johsai,\and still lost.\Y-Yachi-san...\Yes?!\D-Do you have any stomach medicine?\Are you all right, Yamaguchi-kun?\Shimizu! response:	Sorry, I'm just a little nervous.
context: Last time, they gave their all against Aoba Johsai,\and still lost.\Y-Yachi-san...\Yes?!\D-Do you have any stomach medicine?\Are you all right, Yamaguchi-kun?\Shimizu!\Sorry, I'm just a little nervous. response:	Huh? Confident? About being nervous?
context: and still lost.\Y-Yachi-san...\Yes?!\D-Do you have any stomach medicine?\Are you all right, Yamaguchi-kun?\Shimizu!\Sorry, I'm just a little nervous.\Huh? Confident? About being nervous? response:	It's better when you voice your nerves.
context: Y-Yachi-san...\Yes?!\D-Do you have any stomach medicine?\Are you all right, Yamaguchi-kun?\Shimizu!\Sorry, I'm just a little nervous.\Huh? Confident? About being nervous?\It's better when you voice your nerves. response:	Saying,
context: Yes?!\D-Do you have any stomach medicine?\Are you all right, Yamaguchi-kun?\Shimizu!\Sorry, I'm just a little nervous.\Huh? Confident? About being nervous?\It's better when you voice your nerves.\Saying, response:	I'm so nervous! What should I do?!
context: D-Do you have any stomach medicine?\Are you all right, Yamaguchi-kun?\Shimizu!\Sorry, I'm just a little nervous.\Huh? Confident? About being nervous?\It's better when you voice your nerves.\Saying,\I'm so nervous! What should I do?! response:	instead of holding it in makes you feel much better.
context: Are you all right, Yamaguchi-kun?\Shimizu!\Sorry, I'm just a little nervous.\Huh? Confident? About being nervous?\It's better when you voice your nerves.\Saying,\I'm so nervous! What should I do?!\instead of holding it in makes you feel much better. response:	I regularly experience live-threatening fear because of my nerves,
context: Shimizu!\Sorry, I'm just a little nervous.\Huh? Confident? About being nervous?\It's better when you voice your nerves.\Saying,\I'm so nervous! What should I do?!\instead of holding it in makes you feel much better.\I regularly experience live-threatening fear because of my nerves, response:	so I've done a lot of research.
context: Sorry, I'm just a little nervous.\Huh? Confident? About being nervous?\It's better when you voice your nerves.\Saying,\I'm so nervous! What should I do?!\instead of holding it in makes you feel much better.\I regularly experience live-threatening fear because of my nerves,\so I've done a lot of research. response:	Life-threatening dangers?
context: Huh? Confident? About being nervous?\It's better when you voice your nerves.\Saying,\I'm so nervous! What should I do?!\instead of holding it in makes you feel much better.\I regularly experience live-threatening fear because of my nerves,\so I've done a lot of research.\Life-threatening dangers? response:	Like sports festivals and tests!
context: It's better when you voice your nerves.\Saying,\I'm so nervous! What should I do?!\instead of holding it in makes you feel much better.\I regularly experience live-threatening fear because of my nerves,\so I've done a lot of research.\Life-threatening dangers?\Like sports festivals and tests! response:	Tests?
context: Saying,\I'm so nervous! What should I do?!\instead of holding it in makes you feel much better.\I regularly experience live-threatening fear because of my nerves,\so I've done a lot of research.\Life-threatening dangers?\Like sports festivals and tests!\Tests? response:	Well...
context: I'm so nervous! What should I do?!\instead of holding it in makes you feel much better.\I regularly experience live-threatening fear because of my nerves,\so I've done a lot of research.\Life-threatening dangers?\Like sports festivals and tests!\Tests?\Well... response:	Yes?
context: instead of holding it in makes you feel much better.\I regularly experience live-threatening fear because of my nerves,\so I've done a lot of research.\Life-threatening dangers?\Like sports festivals and tests!\Tests?\Well...\Yes? response:	When we had our Inter-High match against Seijoh...
context: I regularly experience live-threatening fear because of my nerves,\so I've done a lot of research.\Life-threatening dangers?\Like sports festivals and tests!\Tests?\Well...\Yes?\When we had our Inter-High match against Seijoh... response:	When the team was in trouble,
context: so I've done a lot of research.\Life-threatening dangers?\Like sports festivals and tests!\Tests?\Well...\Yes?\When we had our Inter-High match against Seijoh...\When the team was in trouble, response:	I was brought in as the pinch server for the first time.
context: Life-threatening dangers?\Like sports festivals and tests!\Tests?\Well...\Yes?\When we had our Inter-High match against Seijoh...\When the team was in trouble,\I was brought in as the pinch server for the first time. response:	Aoba Johsai Karasuno
context: Like sports festivals and tests!\Tests?\Well...\Yes?\When we had our Inter-High match against Seijoh...\When the team was in trouble,\I was brought in as the pinch server for the first time.\Aoba Johsai Karasuno response:	We weren't that far behind in points.
context: Tests?\Well...\Yes?\When we had our Inter-High match against Seijoh...\When the team was in trouble,\I was brought in as the pinch server for the first time.\Aoba Johsai Karasuno\We weren't that far behind in points. response:	If I had made it, we might have won.
context: Well...\Yes?\When we had our Inter-High match against Seijoh...\When the team was in trouble,\I was brought in as the pinch server for the first time.\Aoba Johsai Karasuno\We weren't that far behind in points.\If I had made it, we might have won. response:	And yet, I blew it...
context: Yes?\When we had our Inter-High match against Seijoh...\When the team was in trouble,\I was brought in as the pinch server for the first time.\Aoba Johsai Karasuno\We weren't that far behind in points.\If I had made it, we might have won.\And yet, I blew it... response:	When I think about that happening again...
context: When we had our Inter-High match against Seijoh...\When the team was in trouble,\I was brought in as the pinch server for the first time.\Aoba Johsai Karasuno\We weren't that far behind in points.\If I had made it, we might have won.\And yet, I blew it...\When I think about that happening again... response:	You were put in charge of something that important?!
context: When the team was in trouble,\I was brought in as the pinch server for the first time.\Aoba Johsai Karasuno\We weren't that far behind in points.\If I had made it, we might have won.\And yet, I blew it...\When I think about that happening again...\You were put in charge of something that important?! response:	Yachi-san?!
context: I was brought in as the pinch server for the first time.\Aoba Johsai Karasuno\We weren't that far behind in points.\If I had made it, we might have won.\And yet, I blew it...\When I think about that happening again...\You were put in charge of something that important?!\Yachi-san?! response:	I'm getting nervous.
context: Aoba Johsai Karasuno\We weren't that far behind in points.\If I had made it, we might have won.\And yet, I blew it...\When I think about that happening again...\You were put in charge of something that important?!\Yachi-san?!\I'm getting nervous. response:	My heart's going to pop out... right out of my mouth!
context: We weren't that far behind in points.\If I had made it, we might have won.\And yet, I blew it...\When I think about that happening again...\You were put in charge of something that important?!\Yachi-san?!\I'm getting nervous.\My heart's going to pop out... right out of my mouth! response:	Swallow it back in!
context: If I had made it, we might have won.\And yet, I blew it...\When I think about that happening again...\You were put in charge of something that important?!\Yachi-san?!\I'm getting nervous.\My heart's going to pop out... right out of my mouth!\Swallow it back in! response:	Do you want some stomach medicine?! Do you need assistance?! An AED?
context: And yet, I blew it...\When I think about that happening again...\You were put in charge of something that important?!\Yachi-san?!\I'm getting nervous.\My heart's going to pop out... right out of my mouth!\Swallow it back in!\Do you want some stomach medicine?! Do you need assistance?! An AED? response:	What's going on?!
context: When I think about that happening again...\You were put in charge of something that important?!\Yachi-san?!\I'm getting nervous.\My heart's going to pop out... right out of my mouth!\Swallow it back in!\Do you want some stomach medicine?! Do you need assistance?! An AED?\What's going on?! response:	Yachi-san's heart!
context: You were put in charge of something that important?!\Yachi-san?!\I'm getting nervous.\My heart's going to pop out... right out of my mouth!\Swallow it back in!\Do you want some stomach medicine?! Do you need assistance?! An AED?\What's going on?!\Yachi-san's heart! response:	Her heart! Waaah!
context: Yachi-san?!\I'm getting nervous.\My heart's going to pop out... right out of my mouth!\Swallow it back in!\Do you want some stomach medicine?! Do you need assistance?! An AED?\What's going on?!\Yachi-san's heart!\Her heart! Waaah! response:	Calm down, Yamaguchi!
context: I'm getting nervous.\My heart's going to pop out... right out of my mouth!\Swallow it back in!\Do you want some stomach medicine?! Do you need assistance?! An AED?\What's going on?!\Yachi-san's heart!\Her heart! Waaah!\Calm down, Yamaguchi! response:	Should we call 110?!
context: My heart's going to pop out... right out of my mouth!\Swallow it back in!\Do you want some stomach medicine?! Do you need assistance?! An AED?\What's going on?!\Yachi-san's heart!\Her heart! Waaah!\Calm down, Yamaguchi!\Should we call 110?! response:	It's 119.
context: Swallow it back in!\Do you want some stomach medicine?! Do you need assistance?! An AED?\What's going on?!\Yachi-san's heart!\Her heart! Waaah!\Calm down, Yamaguchi!\Should we call 110?!\It's 119. response:	Hey, where're you going?
context: Do you want some stomach medicine?! Do you need assistance?! An AED?\What's going on?!\Yachi-san's heart!\Her heart! Waaah!\Calm down, Yamaguchi!\Should we call 110?!\It's 119.\Hey, where're you going? response:	I wonder if nerves are like a cold
context: What's going on?!\Yachi-san's heart!\Her heart! Waaah!\Calm down, Yamaguchi!\Should we call 110?!\It's 119.\Hey, where're you going?\I wonder if nerves are like a cold response:	and you get better when you give it to someone else.
context: Yachi-san's heart!\Her heart! Waaah!\Calm down, Yamaguchi!\Should we call 110?!\It's 119.\Hey, where're you going?\I wonder if nerves are like a cold\and you get better when you give it to someone else. response:	You all seem better.
context: Her heart! Waaah!\Calm down, Yamaguchi!\Should we call 110?!\It's 119.\Hey, where're you going?\I wonder if nerves are like a cold\and you get better when you give it to someone else.\You all seem better. response:	Why are you trying to explain this rationally?
context: Calm down, Yamaguchi!\Should we call 110?!\It's 119.\Hey, where're you going?\I wonder if nerves are like a cold\and you get better when you give it to someone else.\You all seem better.\Why are you trying to explain this rationally? response:	Kageyama-kun, are you having your freak-out time, too?
context: Should we call 110?!\It's 119.\Hey, where're you going?\I wonder if nerves are like a cold\and you get better when you give it to someone else.\You all seem better.\Why are you trying to explain this rationally?\Kageyama-kun, are you having your freak-out time, too? response:	Yeah.
context: It's 119.\Hey, where're you going?\I wonder if nerves are like a cold\and you get better when you give it to someone else.\You all seem better.\Why are you trying to explain this rationally?\Kageyama-kun, are you having your freak-out time, too?\Yeah. response:	Oikawa-san's strong.
context: Hey, where're you going?\I wonder if nerves are like a cold\and you get better when you give it to someone else.\You all seem better.\Why are you trying to explain this rationally?\Kageyama-kun, are you having your freak-out time, too?\Yeah.\Oikawa-san's strong. response:	You really can't handle the Great King, huh?
context: I wonder if nerves are like a cold\and you get better when you give it to someone else.\You all seem better.\Why are you trying to explain this rationally?\Kageyama-kun, are you having your freak-out time, too?\Yeah.\Oikawa-san's strong.\You really can't handle the Great King, huh? response:	Well, I'm in the same boat.
context: and you get better when you give it to someone else.\You all seem better.\Why are you trying to explain this rationally?\Kageyama-kun, are you having your freak-out time, too?\Yeah.\Oikawa-san's strong.\You really can't handle the Great King, huh?\Well, I'm in the same boat. response:	You were looking forward to fighting him.
context: You all seem better.\Why are you trying to explain this rationally?\Kageyama-kun, are you having your freak-out time, too?\Yeah.\Oikawa-san's strong.\You really can't handle the Great King, huh?\Well, I'm in the same boat.\You were looking forward to fighting him. response:	You can't help what freaks you out.
context: Why are you trying to explain this rationally?\Kageyama-kun, are you having your freak-out time, too?\Yeah.\Oikawa-san's strong.\You really can't handle the Great King, huh?\Well, I'm in the same boat.\You were looking forward to fighting him.\You can't help what freaks you out. response:	You're stronger when all six of you are strong.
context: Kageyama-kun, are you having your freak-out time, too?\Yeah.\Oikawa-san's strong.\You really can't handle the Great King, huh?\Well, I'm in the same boat.\You were looking forward to fighting him.\You can't help what freaks you out.\You're stronger when all six of you are strong. response:	Huh?
context: Yeah.\Oikawa-san's strong.\You really can't handle the Great King, huh?\Well, I'm in the same boat.\You were looking forward to fighting him.\You can't help what freaks you out.\You're stronger when all six of you are strong.\Huh? response:	I heard Iwaizumi-san say that to Oikawa-san before.
context: Oikawa-san's strong.\You really can't handle the Great King, huh?\Well, I'm in the same boat.\You were looking forward to fighting him.\You can't help what freaks you out.\You're stronger when all six of you are strong.\Huh?\I heard Iwaizumi-san say that to Oikawa-san before. response:	Of course we're stronger with six, you dumbass.
context: You really can't handle the Great King, huh?\Well, I'm in the same boat.\You were looking forward to fighting him.\You can't help what freaks you out.\You're stronger when all six of you are strong.\Huh?\I heard Iwaizumi-san say that to Oikawa-san before.\Of course we're stronger with six, you dumbass. response:	At the time, I was wondering why he said something so obvious.
context: Well, I'm in the same boat.\You were looking forward to fighting him.\You can't help what freaks you out.\You're stronger when all six of you are strong.\Huh?\I heard Iwaizumi-san say that to Oikawa-san before.\Of course we're stronger with six, you dumbass.\At the time, I was wondering why he said something so obvious. response:	Of course you're stronger if all six players are strong.
context: You were looking forward to fighting him.\You can't help what freaks you out.\You're stronger when all six of you are strong.\Huh?\I heard Iwaizumi-san say that to Oikawa-san before.\Of course we're stronger with six, you dumbass.\At the time, I was wondering why he said something so obvious.\Of course you're stronger if all six players are strong. response:	But now I really understand.
context: You can't help what freaks you out.\You're stronger when all six of you are strong.\Huh?\I heard Iwaizumi-san say that to Oikawa-san before.\Of course we're stronger with six, you dumbass.\At the time, I was wondering why he said something so obvious.\Of course you're stronger if all six players are strong.\But now I really understand. response:	Iwaizumi-san was talking about adding everyone's strengths together.
context: You're stronger when all six of you are strong.\Huh?\I heard Iwaizumi-san say that to Oikawa-san before.\Of course we're stronger with six, you dumbass.\At the time, I was wondering why he said something so obvious.\Of course you're stronger if all six players are strong.\But now I really understand.\Iwaizumi-san was talking about adding everyone's strengths together. response:	He was talking about multiplying them.
context: Huh?\I heard Iwaizumi-san say that to Oikawa-san before.\Of course we're stronger with six, you dumbass.\At the time, I was wondering why he said something so obvious.\Of course you're stronger if all six players are strong.\But now I really understand.\Iwaizumi-san was talking about adding everyone's strengths together.\He was talking about multiplying them. response:	No matter what team he's on,
context: I heard Iwaizumi-san say that to Oikawa-san before.\Of course we're stronger with six, you dumbass.\At the time, I was wondering why he said something so obvious.\Of course you're stronger if all six players are strong.\But now I really understand.\Iwaizumi-san was talking about adding everyone's strengths together.\He was talking about multiplying them.\No matter what team he's on, response:	Oikawa-san is able to bring out the spiker's strength better than I can.
context: Of course we're stronger with six, you dumbass.\At the time, I was wondering why he said something so obvious.\Of course you're stronger if all six players are strong.\But now I really understand.\Iwaizumi-san was talking about adding everyone's strengths together.\He was talking about multiplying them.\No matter what team he's on,\Oikawa-san is able to bring out the spiker's strength better than I can. response:	Really?
context: At the time, I was wondering why he said something so obvious.\Of course you're stronger if all six players are strong.\But now I really understand.\Iwaizumi-san was talking about adding everyone's strengths together.\He was talking about multiplying them.\No matter what team he's on,\Oikawa-san is able to bring out the spiker's strength better than I can.\Really? response:	Even if that's the case...
context: Of course you're stronger if all six players are strong.\But now I really understand.\Iwaizumi-san was talking about adding everyone's strengths together.\He was talking about multiplying them.\No matter what team he's on,\Oikawa-san is able to bring out the spiker's strength better than I can.\Really?\Even if that's the case... response:	But we're Karasuno, remember?
context: But now I really understand.\Iwaizumi-san was talking about adding everyone's strengths together.\He was talking about multiplying them.\No matter what team he's on,\Oikawa-san is able to bring out the spiker's strength better than I can.\Really?\Even if that's the case...\But we're Karasuno, remember? response:	All right, is everyone here?
context: Iwaizumi-san was talking about adding everyone's strengths together.\He was talking about multiplying them.\No matter what team he's on,\Oikawa-san is able to bring out the spiker's strength better than I can.\Really?\Even if that's the case...\But we're Karasuno, remember?\All right, is everyone here? response:	It's almost time.
context: He was talking about multiplying them.\No matter what team he's on,\Oikawa-san is able to bring out the spiker's strength better than I can.\Really?\Even if that's the case...\But we're Karasuno, remember?\All right, is everyone here?\It's almost time. response:	All right, let's go!
context: No matter what team he's on,\Oikawa-san is able to bring out the spiker's strength better than I can.\Really?\Even if that's the case...\But we're Karasuno, remember?\All right, is everyone here?\It's almost time.\All right, let's go! response:	Yeah!
context: Oikawa-san is able to bring out the spiker's strength better than I can.\Really?\Even if that's the case...\But we're Karasuno, remember?\All right, is everyone here?\It's almost time.\All right, let's go!\Yeah! response:	We're going to get our revenge...
context: Really?\Even if that's the case...\But we're Karasuno, remember?\All right, is everyone here?\It's almost time.\All right, let's go!\Yeah!\We're going to get our revenge... response:	Ma'am, can I get another pork cutlet bowl?
context: Even if that's the case...\But we're Karasuno, remember?\All right, is everyone here?\It's almost time.\All right, let's go!\Yeah!\We're going to get our revenge...\Ma'am, can I get another pork cutlet bowl? response:	You're eating way too much. That's your fourth one.
context: But we're Karasuno, remember?\All right, is everyone here?\It's almost time.\All right, let's go!\Yeah!\We're going to get our revenge...\Ma'am, can I get another pork cutlet bowl?\You're eating way too much. That's your fourth one. response:	I'm gonna strive to become the ultimate iron wall,
context: All right, is everyone here?\It's almost time.\All right, let's go!\Yeah!\We're going to get our revenge...\Ma'am, can I get another pork cutlet bowl?\You're eating way too much. That's your fourth one.\I'm gonna strive to become the ultimate iron wall, response:	and try to grow until I'm two meters tall.
context: It's almost time.\All right, let's go!\Yeah!\We're going to get our revenge...\Ma'am, can I get another pork cutlet bowl?\You're eating way too much. That's your fourth one.\I'm gonna strive to become the ultimate iron wall,\and try to grow until I'm two meters tall. response:	Er, you should be striving to learn how to play better...
context: All right, let's go!\Yeah!\We're going to get our revenge...\Ma'am, can I get another pork cutlet bowl?\You're eating way too much. That's your fourth one.\I'm gonna strive to become the ultimate iron wall,\and try to grow until I'm two meters tall.\Er, you should be striving to learn how to play better... response:	Episode 20: Wiping Out
context: Yeah!\We're going to get our revenge...\Ma'am, can I get another pork cutlet bowl?\You're eating way too much. That's your fourth one.\I'm gonna strive to become the ultimate iron wall,\and try to grow until I'm two meters tall.\Er, you should be striving to learn how to play better...\Episode 20: Wiping Out response:	Next time on Haikyu!! : Wiping Out.
