context: My Mom and my sisters moved overseas because of Dad's job... response:	However, my first time living alone only lasted for a few days.
context: I once experienced a frightening dream while under its influence.\Really? What did you dream about?\Ugh, the light! The Light Being is paralyzing me!\What're you doing?\Ow?\Why is ow in the form of a question?\No particular reason.\If you had to choose, where would you want to live? response:	Live?
context: Really? What did you dream about?\Ugh, the light! The Light Being is paralyzing me!\What're you doing?\Ow?\Why is ow in the form of a question?\No particular reason.\If you had to choose, where would you want to live?\Live? response:	What we were talking about before.
context: Ugh, the light! The Light Being is paralyzing me!\What're you doing?\Ow?\Why is ow in the form of a question?\No particular reason.\If you had to choose, where would you want to live?\Live?\What we were talking about before. response:	Regarding your new base and battle formation.
context: What're you doing?\Ow?\Why is ow in the form of a question?\No particular reason.\If you had to choose, where would you want to live?\Live?\What we were talking about before.\Regarding your new base and battle formation. response:	The base where my Wicked Lord
context: Ow?\Why is ow in the form of a question?\No particular reason.\If you had to choose, where would you want to live?\Live?\What we were talking about before.\Regarding your new base and battle formation.\The base where my Wicked Lord response:	Shingan and the Dark Flame Master manifest...
context: Why is ow in the form of a question?\No particular reason.\If you had to choose, where would you want to live?\Live?\What we were talking about before.\Regarding your new base and battle formation.\The base where my Wicked Lord\Shingan and the Dark Flame Master manifest... response:	You know it that's out.
context: No particular reason.\If you had to choose, where would you want to live?\Live?\What we were talking about before.\Regarding your new base and battle formation.\The base where my Wicked Lord\Shingan and the Dark Flame Master manifest...\You know it that's out. response:	I know.
context: If you had to choose, where would you want to live?\Live?\What we were talking about before.\Regarding your new base and battle formation.\The base where my Wicked Lord\Shingan and the Dark Flame Master manifest...\You know it that's out.\I know. response:	Nibutani.
context: Live?\What we were talking about before.\Regarding your new base and battle formation.\The base where my Wicked Lord\Shingan and the Dark Flame Master manifest...\You know it that's out.\I know.\Nibutani. response:	Hey, what's with the costume?
context: What we were talking about before.\Regarding your new base and battle formation.\The base where my Wicked Lord\Shingan and the Dark Flame Master manifest...\You know it that's out.\I know.\Nibutani.\Hey, what's with the costume? response:	Is that idiot here?
context: Regarding your new base and battle formation.\The base where my Wicked Lord\Shingan and the Dark Flame Master manifest...\You know it that's out.\I know.\Nibutani.\Hey, what's with the costume?\Is that idiot here? response:	Look what she did to my costume for Theatre Club!
context: The base where my Wicked Lord\Shingan and the Dark Flame Master manifest...\You know it that's out.\I know.\Nibutani.\Hey, what's with the costume?\Is that idiot here?\Look what she did to my costume for Theatre Club! response:	FAKE
context: Shingan and the Dark Flame Master manifest...\You know it that's out.\I know.\Nibutani.\Hey, what's with the costume?\Is that idiot here?\Look what she did to my costume for Theatre Club!\FAKE response:	She's sleeping inside.
context: You know it that's out.\I know.\Nibutani.\Hey, what's with the costume?\Is that idiot here?\Look what she did to my costume for Theatre Club!\FAKE\She's sleeping inside. response:	Sleeping?
context: I know.\Nibutani.\Hey, what's with the costume?\Is that idiot here?\Look what she did to my costume for Theatre Club!\FAKE\She's sleeping inside.\Sleeping? response:	How convenient.
context: Nibutani.\Hey, what's with the costume?\Is that idiot here?\Look what she did to my costume for Theatre Club!\FAKE\She's sleeping inside.\Sleeping?\How convenient. response:	PERMANENT MARKER
context: Hey, what's with the costume?\Is that idiot here?\Look what she did to my costume for Theatre Club!\FAKE\She's sleeping inside.\Sleeping?\How convenient.\PERMANENT MARKER response:	Later!
context: Is that idiot here?\Look what she did to my costume for Theatre Club!\FAKE\She's sleeping inside.\Sleeping?\How convenient.\PERMANENT MARKER\Later! response:	Later.
context: Look what she did to my costume for Theatre Club!\FAKE\She's sleeping inside.\Sleeping?\How convenient.\PERMANENT MARKER\Later!\Later. response:	What, you're leaving?
context: FAKE\She's sleeping inside.\Sleeping?\How convenient.\PERMANENT MARKER\Later!\Later.\What, you're leaving? response:	Something like that.
context: She's sleeping inside.\Sleeping?\How convenient.\PERMANENT MARKER\Later!\Later.\What, you're leaving?\Something like that. response:	We must search for a new base.
context: Sleeping?\How convenient.\PERMANENT MARKER\Later!\Later.\What, you're leaving?\Something like that.\We must search for a new base. response:	Zip it. C'mon.
context: How convenient.\PERMANENT MARKER\Later!\Later.\What, you're leaving?\Something like that.\We must search for a new base.\Zip it. C'mon. response:	Base?
context: PERMANENT MARKER\Later!\Later.\What, you're leaving?\Something like that.\We must search for a new base.\Zip it. C'mon.\Base? response:	For all that...
context: Later!\Later.\What, you're leaving?\Something like that.\We must search for a new base.\Zip it. C'mon.\Base?\For all that... response:	I have no idea where you should set up house alone.
context: Later.\What, you're leaving?\Something like that.\We must search for a new base.\Zip it. C'mon.\Base?\For all that...\I have no idea where you should set up house alone. response:	I favor a subterranean labyrinth, but a medieval castle will do.
context: What, you're leaving?\Something like that.\We must search for a new base.\Zip it. C'mon.\Base?\For all that...\I have no idea where you should set up house alone.\I favor a subterranean labyrinth, but a medieval castle will do. response:	Get real.
context: Something like that.\We must search for a new base.\Zip it. C'mon.\Base?\For all that...\I have no idea where you should set up house alone.\I favor a subterranean labyrinth, but a medieval castle will do.\Get real. response:	Past the corner store, there's a castle building that says Parliament on it.
context: We must search for a new base.\Zip it. C'mon.\Base?\For all that...\I have no idea where you should set up house alone.\I favor a subterranean labyrinth, but a medieval castle will do.\Get real.\Past the corner store, there's a castle building that says Parliament on it. response:	You idiot! Stay away from that place!
context: Zip it. C'mon.\Base?\For all that...\I have no idea where you should set up house alone.\I favor a subterranean labyrinth, but a medieval castle will do.\Get real.\Past the corner store, there's a castle building that says Parliament on it.\You idiot! Stay away from that place! response:	Yuta.
context: Base?\For all that...\I have no idea where you should set up house alone.\I favor a subterranean labyrinth, but a medieval castle will do.\Get real.\Past the corner store, there's a castle building that says Parliament on it.\You idiot! Stay away from that place!\Yuta. response:	I'm sorry. I didn't realize how expensive rent is...
context: For all that...\I have no idea where you should set up house alone.\I favor a subterranean labyrinth, but a medieval castle will do.\Get real.\Past the corner store, there's a castle building that says Parliament on it.\You idiot! Stay away from that place!\Yuta.\I'm sorry. I didn't realize how expensive rent is... response:	I mean, I knew it might be expensive.
context: I have no idea where you should set up house alone.\I favor a subterranean labyrinth, but a medieval castle will do.\Get real.\Past the corner store, there's a castle building that says Parliament on it.\You idiot! Stay away from that place!\Yuta.\I'm sorry. I didn't realize how expensive rent is...\I mean, I knew it might be expensive. response:	Actually, I don't know much about it either.
context: I favor a subterranean labyrinth, but a medieval castle will do.\Get real.\Past the corner store, there's a castle building that says Parliament on it.\You idiot! Stay away from that place!\Yuta.\I'm sorry. I didn't realize how expensive rent is...\I mean, I knew it might be expensive.\Actually, I don't know much about it either. response:	It has to be expensive.
context: Get real.\Past the corner store, there's a castle building that says Parliament on it.\You idiot! Stay away from that place!\Yuta.\I'm sorry. I didn't realize how expensive rent is...\I mean, I knew it might be expensive.\Actually, I don't know much about it either.\It has to be expensive. response:	Yuta.
context: Past the corner store, there's a castle building that says Parliament on it.\You idiot! Stay away from that place!\Yuta.\I'm sorry. I didn't realize how expensive rent is...\I mean, I knew it might be expensive.\Actually, I don't know much about it either.\It has to be expensive.\Yuta. response:	Will I be barred from this place once I have transferred to my new base?
context: You idiot! Stay away from that place!\Yuta.\I'm sorry. I didn't realize how expensive rent is...\I mean, I knew it might be expensive.\Actually, I don't know much about it either.\It has to be expensive.\Yuta.\Will I be barred from this place once I have transferred to my new base? response:	Don't be silly.
context: Yuta.\I'm sorry. I didn't realize how expensive rent is...\I mean, I knew it might be expensive.\Actually, I don't know much about it either.\It has to be expensive.\Yuta.\Will I be barred from this place once I have transferred to my new base?\Don't be silly. response:	But I won't come here when I commute to and from school.
context: I'm sorry. I didn't realize how expensive rent is...\I mean, I knew it might be expensive.\Actually, I don't know much about it either.\It has to be expensive.\Yuta.\Will I be barred from this place once I have transferred to my new base?\Don't be silly.\But I won't come here when I commute to and from school. response:	Well, yeah, probably not.
context: I mean, I knew it might be expensive.\Actually, I don't know much about it either.\It has to be expensive.\Yuta.\Will I be barred from this place once I have transferred to my new base?\Don't be silly.\But I won't come here when I commute to and from school.\Well, yeah, probably not. response:	I won't be able to go to your room to report activity in the magical realm.
context: Actually, I don't know much about it either.\It has to be expensive.\Yuta.\Will I be barred from this place once I have transferred to my new base?\Don't be silly.\But I won't come here when I commute to and from school.\Well, yeah, probably not.\I won't be able to go to your room to report activity in the magical realm. response:	What a shame.
context: It has to be expensive.\Yuta.\Will I be barred from this place once I have transferred to my new base?\Don't be silly.\But I won't come here when I commute to and from school.\Well, yeah, probably not.\I won't be able to go to your room to report activity in the magical realm.\What a shame. response:	But...
context: Yuta.\Will I be barred from this place once I have transferred to my new base?\Don't be silly.\But I won't come here when I commute to and from school.\Well, yeah, probably not.\I won't be able to go to your room to report activity in the magical realm.\What a shame.\But... response:	I'll drop by to pick you up for school.
context: Will I be barred from this place once I have transferred to my new base?\Don't be silly.\But I won't come here when I commute to and from school.\Well, yeah, probably not.\I won't be able to go to your room to report activity in the magical realm.\What a shame.\But...\I'll drop by to pick you up for school. response:	We need to find you a place nearby so I can visit.
context: Don't be silly.\But I won't come here when I commute to and from school.\Well, yeah, probably not.\I won't be able to go to your room to report activity in the magical realm.\What a shame.\But...\I'll drop by to pick you up for school.\We need to find you a place nearby so I can visit. response:	Don't you want to stay together?
context: But I won't come here when I commute to and from school.\Well, yeah, probably not.\I won't be able to go to your room to report activity in the magical realm.\What a shame.\But...\I'll drop by to pick you up for school.\We need to find you a place nearby so I can visit.\Don't you want to stay together? response:	You two!
context: Well, yeah, probably not.\I won't be able to go to your room to report activity in the magical realm.\What a shame.\But...\I'll drop by to pick you up for school.\We need to find you a place nearby so I can visit.\Don't you want to stay together?\You two! response:	Nibutani.
context: I won't be able to go to your room to report activity in the magical realm.\What a shame.\But...\I'll drop by to pick you up for school.\We need to find you a place nearby so I can visit.\Don't you want to stay together?\You two!\Nibutani. response:	Takanashi's apartment is vacant. What's going on?
context: What a shame.\But...\I'll drop by to pick you up for school.\We need to find you a place nearby so I can visit.\Don't you want to stay together?\You two!\Nibutani.\Takanashi's apartment is vacant. What's going on? response:	Did you move, Rikka?
context: But...\I'll drop by to pick you up for school.\We need to find you a place nearby so I can visit.\Don't you want to stay together?\You two!\Nibutani.\Takanashi's apartment is vacant. What's going on?\Did you move, Rikka? response:	Well, actually...
context: I'll drop by to pick you up for school.\We need to find you a place nearby so I can visit.\Don't you want to stay together?\You two!\Nibutani.\Takanashi's apartment is vacant. What's going on?\Did you move, Rikka?\Well, actually... response:	Let's have an explanation.
context: We need to find you a place nearby so I can visit.\Don't you want to stay together?\You two!\Nibutani.\Takanashi's apartment is vacant. What's going on?\Did you move, Rikka?\Well, actually...\Let's have an explanation. response:	Toka?!
context: Don't you want to stay together?\You two!\Nibutani.\Takanashi's apartment is vacant. What's going on?\Did you move, Rikka?\Well, actually...\Let's have an explanation.\Toka?! response:	We leave for Italy soon...
context: You two!\Nibutani.\Takanashi's apartment is vacant. What's going on?\Did you move, Rikka?\Well, actually...\Let's have an explanation.\Toka?!\We leave for Italy soon... response:	What's the story?
context: Nibutani.\Takanashi's apartment is vacant. What's going on?\Did you move, Rikka?\Well, actually...\Let's have an explanation.\Toka?!\We leave for Italy soon...\What's the story? response:	Uh, it's not what you think!
context: Takanashi's apartment is vacant. What's going on?\Did you move, Rikka?\Well, actually...\Let's have an explanation.\Toka?!\We leave for Italy soon...\What's the story?\Uh, it's not what you think! response:	Yuta! Run for it!
context: Did you move, Rikka?\Well, actually...\Let's have an explanation.\Toka?!\We leave for Italy soon...\What's the story?\Uh, it's not what you think!\Yuta! Run for it! response:	You dummy!
context: Well, actually...\Let's have an explanation.\Toka?!\We leave for Italy soon...\What's the story?\Uh, it's not what you think!\Yuta! Run for it!\You dummy! response:	I see. You are attempting to maintain secrecy.
context: Let's have an explanation.\Toka?!\We leave for Italy soon...\What's the story?\Uh, it's not what you think!\Yuta! Run for it!\You dummy!\I see. You are attempting to maintain secrecy. response:	Master!
context: Toka?!\We leave for Italy soon...\What's the story?\Uh, it's not what you think!\Yuta! Run for it!\You dummy!\I see. You are attempting to maintain secrecy.\Master! response:	Schwing!
context: We leave for Italy soon...\What's the story?\Uh, it's not what you think!\Yuta! Run for it!\You dummy!\I see. You are attempting to maintain secrecy.\Master!\Schwing! response:	Dekomori!
context: What's the story?\Uh, it's not what you think!\Yuta! Run for it!\You dummy!\I see. You are attempting to maintain secrecy.\Master!\Schwing!\Dekomori! response:	I was right to tail Fake Summer!
context: Uh, it's not what you think!\Yuta! Run for it!\You dummy!\I see. You are attempting to maintain secrecy.\Master!\Schwing!\Dekomori!\I was right to tail Fake Summer! response:	I, your loyal servant, will buy you the time you need!
context: Yuta! Run for it!\You dummy!\I see. You are attempting to maintain secrecy.\Master!\Schwing!\Dekomori!\I was right to tail Fake Summer!\I, your loyal servant, will buy you the time you need! response:	Masters, please evacuate to safety!
context: You dummy!\I see. You are attempting to maintain secrecy.\Master!\Schwing!\Dekomori!\I was right to tail Fake Summer!\I, your loyal servant, will buy you the time you need!\Masters, please evacuate to safety! response:	Do you realize who you're up against?
context: I see. You are attempting to maintain secrecy.\Master!\Schwing!\Dekomori!\I was right to tail Fake Summer!\I, your loyal servant, will buy you the time you need!\Masters, please evacuate to safety!\Do you realize who you're up against? response:	Natch!
context: Master!\Schwing!\Dekomori!\I was right to tail Fake Summer!\I, your loyal servant, will buy you the time you need!\Masters, please evacuate to safety!\Do you realize who you're up against?\Natch! response:	She is the priestess who, in a previous batle...
context: Schwing!\Dekomori!\I was right to tail Fake Summer!\I, your loyal servant, will buy you the time you need!\Masters, please evacuate to safety!\Do you realize who you're up against?\Natch!\She is the priestess who, in a previous batle... response:	I couldn't wish for a worthier opponent.
context: Dekomori!\I was right to tail Fake Summer!\I, your loyal servant, will buy you the time you need!\Masters, please evacuate to safety!\Do you realize who you're up against?\Natch!\She is the priestess who, in a previous batle...\I couldn't wish for a worthier opponent. response:	Now, come at me!
context: I was right to tail Fake Summer!\I, your loyal servant, will buy you the time you need!\Masters, please evacuate to safety!\Do you realize who you're up against?\Natch!\She is the priestess who, in a previous batle...\I couldn't wish for a worthier opponent.\Now, come at me! response:	Hey, you! Your hand! Your hand!
context: I, your loyal servant, will buy you the time you need!\Masters, please evacuate to safety!\Do you realize who you're up against?\Natch!\She is the priestess who, in a previous batle...\I couldn't wish for a worthier opponent.\Now, come at me!\Hey, you! Your hand! Your hand! response:	DUMMY
context: Masters, please evacuate to safety!\Do you realize who you're up against?\Natch!\She is the priestess who, in a previous batle...\I couldn't wish for a worthier opponent.\Now, come at me!\Hey, you! Your hand! Your hand!\DUMMY response:	I know your intent now.
context: Do you realize who you're up against?\Natch!\She is the priestess who, in a previous batle...\I couldn't wish for a worthier opponent.\Now, come at me!\Hey, you! Your hand! Your hand!\DUMMY\I know your intent now. response:	No! You're wrong! This isn't what it looks like!
context: Natch!\She is the priestess who, in a previous batle...\I couldn't wish for a worthier opponent.\Now, come at me!\Hey, you! Your hand! Your hand!\DUMMY\I know your intent now.\No! You're wrong! This isn't what it looks like! response:	This is Fake Morisummer's doing!
context: She is the priestess who, in a previous batle...\I couldn't wish for a worthier opponent.\Now, come at me!\Hey, you! Your hand! Your hand!\DUMMY\I know your intent now.\No! You're wrong! This isn't what it looks like!\This is Fake Morisummer's doing! response:	Hey! It your fault to begin with.
context: I couldn't wish for a worthier opponent.\Now, come at me!\Hey, you! Your hand! Your hand!\DUMMY\I know your intent now.\No! You're wrong! This isn't what it looks like!\This is Fake Morisummer's doing!\Hey! It your fault to begin with. response:	I deeply respect you, Priestess!
context: Now, come at me!\Hey, you! Your hand! Your hand!\DUMMY\I know your intent now.\No! You're wrong! This isn't what it looks like!\This is Fake Morisummer's doing!\Hey! It your fault to begin with.\I deeply respect you, Priestess! response:	As my master's sister, I am at your command!
context: Hey, you! Your hand! Your hand!\DUMMY\I know your intent now.\No! You're wrong! This isn't what it looks like!\This is Fake Morisummer's doing!\Hey! It your fault to begin with.\I deeply respect you, Priestess!\As my master's sister, I am at your command! response:	Stop trying to throw me under the bus!
context: DUMMY\I know your intent now.\No! You're wrong! This isn't what it looks like!\This is Fake Morisummer's doing!\Hey! It your fault to begin with.\I deeply respect you, Priestess!\As my master's sister, I am at your command!\Stop trying to throw me under the bus! response:	You two are such good friends.
context: I know your intent now.\No! You're wrong! This isn't what it looks like!\This is Fake Morisummer's doing!\Hey! It your fault to begin with.\I deeply respect you, Priestess!\As my master's sister, I am at your command!\Stop trying to throw me under the bus!\You two are such good friends. response:	I'm sorry. My hand slipped.
context: No! You're wrong! This isn't what it looks like!\This is Fake Morisummer's doing!\Hey! It your fault to begin with.\I deeply respect you, Priestess!\As my master's sister, I am at your command!\Stop trying to throw me under the bus!\You two are such good friends.\I'm sorry. My hand slipped. response:	What?!
context: This is Fake Morisummer's doing!\Hey! It your fault to begin with.\I deeply respect you, Priestess!\As my master's sister, I am at your command!\Stop trying to throw me under the bus!\You two are such good friends.\I'm sorry. My hand slipped.\What?! response:	All hands, prepare for combat!
context: Hey! It your fault to begin with.\I deeply respect you, Priestess!\As my master's sister, I am at your command!\Stop trying to throw me under the bus!\You two are such good friends.\I'm sorry. My hand slipped.\What?!\All hands, prepare for combat! response:	Assume positions and prepare to intercept!
context: I deeply respect you, Priestess!\As my master's sister, I am at your command!\Stop trying to throw me under the bus!\You two are such good friends.\I'm sorry. My hand slipped.\What?!\All hands, prepare for combat!\Assume positions and prepare to intercept! response:	Be destroyed, real.
context: As my master's sister, I am at your command!\Stop trying to throw me under the bus!\You two are such good friends.\I'm sorry. My hand slipped.\What?!\All hands, prepare for combat!\Assume positions and prepare to intercept!\Be destroyed, real. response:	Blow up, synapses!
context: Stop trying to throw me under the bus!\You two are such good friends.\I'm sorry. My hand slipped.\What?!\All hands, prepare for combat!\Assume positions and prepare to intercept!\Be destroyed, real.\Blow up, synapses! response:	Vanishment This World!
context: You two are such good friends.\I'm sorry. My hand slipped.\What?!\All hands, prepare for combat!\Assume positions and prepare to intercept!\Be destroyed, real.\Blow up, synapses!\Vanishment This World! response:	Dark Matter Blaze.
context: I'm sorry. My hand slipped.\What?!\All hands, prepare for combat!\Assume positions and prepare to intercept!\Be destroyed, real.\Blow up, synapses!\Vanishment This World!\Dark Matter Blaze. response:	It's no good.
context: What?!\All hands, prepare for combat!\Assume positions and prepare to intercept!\Be destroyed, real.\Blow up, synapses!\Vanishment This World!\Dark Matter Blaze.\It's no good. response:	She easily deflected your Dark Matter Blaze.
context: All hands, prepare for combat!\Assume positions and prepare to intercept!\Be destroyed, real.\Blow up, synapses!\Vanishment This World!\Dark Matter Blaze.\It's no good.\She easily deflected your Dark Matter Blaze. response:	She's unbelievable.
context: Assume positions and prepare to intercept!\Be destroyed, real.\Blow up, synapses!\Vanishment This World!\Dark Matter Blaze.\It's no good.\She easily deflected your Dark Matter Blaze.\She's unbelievable. response:	It's all or nothing!
context: Be destroyed, real.\Blow up, synapses!\Vanishment This World!\Dark Matter Blaze.\It's no good.\She easily deflected your Dark Matter Blaze.\She's unbelievable.\It's all or nothing! response:	Yay!
context: Blow up, synapses!\Vanishment This World!\Dark Matter Blaze.\It's no good.\She easily deflected your Dark Matter Blaze.\She's unbelievable.\It's all or nothing!\Yay! response:	How about a physical attack?
context: Vanishment This World!\Dark Matter Blaze.\It's no good.\She easily deflected your Dark Matter Blaze.\She's unbelievable.\It's all or nothing!\Yay!\How about a physical attack? response:	Direct Impact!
context: Dark Matter Blaze.\It's no good.\She easily deflected your Dark Matter Blaze.\She's unbelievable.\It's all or nothing!\Yay!\How about a physical attack?\Direct Impact! response:	Machine Gun!
context: It's no good.\She easily deflected your Dark Matter Blaze.\She's unbelievable.\It's all or nothing!\Yay!\How about a physical attack?\Direct Impact!\Machine Gun! response:	(DEMON GOD GUN) MA SHIN GAN
context: She easily deflected your Dark Matter Blaze.\She's unbelievable.\It's all or nothing!\Yay!\How about a physical attack?\Direct Impact!\Machine Gun!\(DEMON GOD GUN) MA SHIN GAN response:	Machine Gun!
context: She's unbelievable.\It's all or nothing!\Yay!\How about a physical attack?\Direct Impact!\Machine Gun!\(DEMON GOD GUN) MA SHIN GAN\Machine Gun! response:	Yuta!
context: It's all or nothing!\Yay!\How about a physical attack?\Direct Impact!\Machine Gun!\(DEMON GOD GUN) MA SHIN GAN\Machine Gun!\Yuta! response:	Schwarz Shield!
context: Yay!\How about a physical attack?\Direct Impact!\Machine Gun!\(DEMON GOD GUN) MA SHIN GAN\Machine Gun!\Yuta!\Schwarz Shield! response:	Arrostire!
context: How about a physical attack?\Direct Impact!\Machine Gun!\(DEMON GOD GUN) MA SHIN GAN\Machine Gun!\Yuta!\Schwarz Shield!\Arrostire! response:	What's arrostire?
context: Direct Impact!\Machine Gun!\(DEMON GOD GUN) MA SHIN GAN\Machine Gun!\Yuta!\Schwarz Shield!\Arrostire!\What's arrostire? response:	It means oven roasted.
context: Machine Gun!\(DEMON GOD GUN) MA SHIN GAN\Machine Gun!\Yuta!\Schwarz Shield!\Arrostire!\What's arrostire?\It means oven roasted. response:	Yuta!
context: (DEMON GOD GUN) MA SHIN GAN\Machine Gun!\Yuta!\Schwarz Shield!\Arrostire!\What's arrostire?\It means oven roasted.\Yuta! response:	Too hot!
context: Machine Gun!\Yuta!\Schwarz Shield!\Arrostire!\What's arrostire?\It means oven roasted.\Yuta!\Too hot! response:	You shacked up?!
context: Yuta!\Schwarz Shield!\Arrostire!\What's arrostire?\It means oven roasted.\Yuta!\Too hot!\You shacked up?! response:	Really?
context: Schwarz Shield!\Arrostire!\What's arrostire?\It means oven roasted.\Yuta!\Too hot!\You shacked up?!\Really? response:	Like I said, it's not what you think.
context: Arrostire!\What's arrostire?\It means oven roasted.\Yuta!\Too hot!\You shacked up?!\Really?\Like I said, it's not what you think. response:	In what way?
context: What's arrostire?\It means oven roasted.\Yuta!\Too hot!\You shacked up?!\Really?\Like I said, it's not what you think.\In what way? response:	You're living together as boyfriend and girlfriend.
context: It means oven roasted.\Yuta!\Too hot!\You shacked up?!\Really?\Like I said, it's not what you think.\In what way?\You're living together as boyfriend and girlfriend. response:	Please control your disgusting imagination.
context: Yuta!\Too hot!\You shacked up?!\Really?\Like I said, it's not what you think.\In what way?\You're living together as boyfriend and girlfriend.\Please control your disgusting imagination. response:	What do you mean, disgusting?
context: Too hot!\You shacked up?!\Really?\Like I said, it's not what you think.\In what way?\You're living together as boyfriend and girlfriend.\Please control your disgusting imagination.\What do you mean, disgusting? response:	I think you're the one with the dirty mind.
context: You shacked up?!\Really?\Like I said, it's not what you think.\In what way?\You're living together as boyfriend and girlfriend.\Please control your disgusting imagination.\What do you mean, disgusting?\I think you're the one with the dirty mind. response:	W-what? I, Dekomori, am always pure of thought!
context: Really?\Like I said, it's not what you think.\In what way?\You're living together as boyfriend and girlfriend.\Please control your disgusting imagination.\What do you mean, disgusting?\I think you're the one with the dirty mind.\W-what? I, Dekomori, am always pure of thought! response:	You've gone beet red.
context: Like I said, it's not what you think.\In what way?\You're living together as boyfriend and girlfriend.\Please control your disgusting imagination.\What do you mean, disgusting?\I think you're the one with the dirty mind.\W-what? I, Dekomori, am always pure of thought!\You've gone beet red. response:	For a little kid, you have a really dirty mind.
context: In what way?\You're living together as boyfriend and girlfriend.\Please control your disgusting imagination.\What do you mean, disgusting?\I think you're the one with the dirty mind.\W-what? I, Dekomori, am always pure of thought!\You've gone beet red.\For a little kid, you have a really dirty mind. response:	Be quiet! Be quiet, you big-boobed freak!
context: You're living together as boyfriend and girlfriend.\Please control your disgusting imagination.\What do you mean, disgusting?\I think you're the one with the dirty mind.\W-what? I, Dekomori, am always pure of thought!\You've gone beet red.\For a little kid, you have a really dirty mind.\Be quiet! Be quiet, you big-boobed freak! response:	Hey, stop that!
context: Please control your disgusting imagination.\What do you mean, disgusting?\I think you're the one with the dirty mind.\W-what? I, Dekomori, am always pure of thought!\You've gone beet red.\For a little kid, you have a really dirty mind.\Be quiet! Be quiet, you big-boobed freak!\Hey, stop that! response:	Shacking is sooo shocking!
context: What do you mean, disgusting?\I think you're the one with the dirty mind.\W-what? I, Dekomori, am always pure of thought!\You've gone beet red.\For a little kid, you have a really dirty mind.\Be quiet! Be quiet, you big-boobed freak!\Hey, stop that!\Shacking is sooo shocking! response:	That hurt.
context: I think you're the one with the dirty mind.\W-what? I, Dekomori, am always pure of thought!\You've gone beet red.\For a little kid, you have a really dirty mind.\Be quiet! Be quiet, you big-boobed freak!\Hey, stop that!\Shacking is sooo shocking!\That hurt. response:	Anyway, it's really not what you think...
context: W-what? I, Dekomori, am always pure of thought!\You've gone beet red.\For a little kid, you have a really dirty mind.\Be quiet! Be quiet, you big-boobed freak!\Hey, stop that!\Shacking is sooo shocking!\That hurt.\Anyway, it's really not what you think... response:	You're saying that a full grown boy like yourself had no choice...
context: You've gone beet red.\For a little kid, you have a really dirty mind.\Be quiet! Be quiet, you big-boobed freak!\Hey, stop that!\Shacking is sooo shocking!\That hurt.\Anyway, it's really not what you think...\You're saying that a full grown boy like yourself had no choice... response:	you are in a romantic relationship?
context: For a little kid, you have a really dirty mind.\Be quiet! Be quiet, you big-boobed freak!\Hey, stop that!\Shacking is sooo shocking!\That hurt.\Anyway, it's really not what you think...\You're saying that a full grown boy like yourself had no choice...\you are in a romantic relationship? response:	That's not what I meant.
context: Be quiet! Be quiet, you big-boobed freak!\Hey, stop that!\Shacking is sooo shocking!\That hurt.\Anyway, it's really not what you think...\You're saying that a full grown boy like yourself had no choice...\you are in a romantic relationship?\That's not what I meant. response:	You are not in a romantic relationship?
context: Hey, stop that!\Shacking is sooo shocking!\That hurt.\Anyway, it's really not what you think...\You're saying that a full grown boy like yourself had no choice...\you are in a romantic relationship?\That's not what I meant.\You are not in a romantic relationship? response:	Uh, no...
context: Shacking is sooo shocking!\That hurt.\Anyway, it's really not what you think...\You're saying that a full grown boy like yourself had no choice...\you are in a romantic relationship?\That's not what I meant.\You are not in a romantic relationship?\Uh, no... response:	You guys split up?
context: That hurt.\Anyway, it's really not what you think...\You're saying that a full grown boy like yourself had no choice...\you are in a romantic relationship?\That's not what I meant.\You are not in a romantic relationship?\Uh, no...\You guys split up? response:	You dissolved your pact?
context: Anyway, it's really not what you think...\You're saying that a full grown boy like yourself had no choice...\you are in a romantic relationship?\That's not what I meant.\You are not in a romantic relationship?\Uh, no...\You guys split up?\You dissolved your pact? response:	Who dumped whom?
context: You're saying that a full grown boy like yourself had no choice...\you are in a romantic relationship?\That's not what I meant.\You are not in a romantic relationship?\Uh, no...\You guys split up?\You dissolved your pact?\Who dumped whom? response:	Quit it! I'm saying we are not shacking up!
context: you are in a romantic relationship?\That's not what I meant.\You are not in a romantic relationship?\Uh, no...\You guys split up?\You dissolved your pact?\Who dumped whom?\Quit it! I'm saying we are not shacking up! response:	How is that different?
context: That's not what I meant.\You are not in a romantic relationship?\Uh, no...\You guys split up?\You dissolved your pact?\Who dumped whom?\Quit it! I'm saying we are not shacking up!\How is that different? response:	Yes, we are living together...
context: You are not in a romantic relationship?\Uh, no...\You guys split up?\You dissolved your pact?\Who dumped whom?\Quit it! I'm saying we are not shacking up!\How is that different?\Yes, we are living together... response:	concerned about leaving Rikka on her own.
context: Uh, no...\You guys split up?\You dissolved your pact?\Who dumped whom?\Quit it! I'm saying we are not shacking up!\How is that different?\Yes, we are living together...\concerned about leaving Rikka on her own. response:	It's been almost a week now, and nothing of the sort is going on.
context: You guys split up?\You dissolved your pact?\Who dumped whom?\Quit it! I'm saying we are not shacking up!\How is that different?\Yes, we are living together...\concerned about leaving Rikka on her own.\It's been almost a week now, and nothing of the sort is going on. response:	Of what sort?
context: You dissolved your pact?\Who dumped whom?\Quit it! I'm saying we are not shacking up!\How is that different?\Yes, we are living together...\concerned about leaving Rikka on her own.\It's been almost a week now, and nothing of the sort is going on.\Of what sort? response:	Beat it, all of you!
