context: Yesterday sucked! response:	I barely had any chances to speak to Onodera,
context: P-Probably...\Did you hear that? You'd better be grateful to Kosaki!\P-Probably...\But in return, you're gonna see to it that Kosaki learns to swim by tomorrow, no matter what!\Because I'm letting you off the hook just this once.\Sure thing...\Thanks, Onodera, for believing in me.\Oh, no, don't mention it. response:	Hey, sorry about this, Kirisaki-san, but I'm borrowing your boyfriend.
context: Did you hear that? You'd better be grateful to Kosaki!\P-Probably...\But in return, you're gonna see to it that Kosaki learns to swim by tomorrow, no matter what!\Because I'm letting you off the hook just this once.\Sure thing...\Thanks, Onodera, for believing in me.\Oh, no, don't mention it.\Hey, sorry about this, Kirisaki-san, but I'm borrowing your boyfriend. response:	Boyfriend?
context: P-Probably...\But in return, you're gonna see to it that Kosaki learns to swim by tomorrow, no matter what!\Because I'm letting you off the hook just this once.\Sure thing...\Thanks, Onodera, for believing in me.\Oh, no, don't mention it.\Hey, sorry about this, Kirisaki-san, but I'm borrowing your boyfriend.\Boyfriend? response:	Right, my boyfriend! N-No problem!
context: But in return, you're gonna see to it that Kosaki learns to swim by tomorrow, no matter what!\Because I'm letting you off the hook just this once.\Sure thing...\Thanks, Onodera, for believing in me.\Oh, no, don't mention it.\Hey, sorry about this, Kirisaki-san, but I'm borrowing your boyfriend.\Boyfriend?\Right, my boyfriend! N-No problem! response:	It's not like it's the end of the world for me!
context: Because I'm letting you off the hook just this once.\Sure thing...\Thanks, Onodera, for believing in me.\Oh, no, don't mention it.\Hey, sorry about this, Kirisaki-san, but I'm borrowing your boyfriend.\Boyfriend?\Right, my boyfriend! N-No problem!\It's not like it's the end of the world for me! response:	What was that pause just now? And that reaction?
context: Sure thing...\Thanks, Onodera, for believing in me.\Oh, no, don't mention it.\Hey, sorry about this, Kirisaki-san, but I'm borrowing your boyfriend.\Boyfriend?\Right, my boyfriend! N-No problem!\It's not like it's the end of the world for me!\What was that pause just now? And that reaction? response:	Could it be that... my hunch was right all along?
context: Thanks, Onodera, for believing in me.\Oh, no, don't mention it.\Hey, sorry about this, Kirisaki-san, but I'm borrowing your boyfriend.\Boyfriend?\Right, my boyfriend! N-No problem!\It's not like it's the end of the world for me!\What was that pause just now? And that reaction?\Could it be that... my hunch was right all along? response:	The Day of the Practice Meet
context: Oh, no, don't mention it.\Hey, sorry about this, Kirisaki-san, but I'm borrowing your boyfriend.\Boyfriend?\Right, my boyfriend! N-No problem!\It's not like it's the end of the world for me!\What was that pause just now? And that reaction?\Could it be that... my hunch was right all along?\The Day of the Practice Meet response:	After all that, one day wasn't long enough for her to learn how to swim.
context: Hey, sorry about this, Kirisaki-san, but I'm borrowing your boyfriend.\Boyfriend?\Right, my boyfriend! N-No problem!\It's not like it's the end of the world for me!\What was that pause just now? And that reaction?\Could it be that... my hunch was right all along?\The Day of the Practice Meet\After all that, one day wasn't long enough for her to learn how to swim. response:	We practiced all evening long after school ended.
context: Boyfriend?\Right, my boyfriend! N-No problem!\It's not like it's the end of the world for me!\What was that pause just now? And that reaction?\Could it be that... my hunch was right all along?\The Day of the Practice Meet\After all that, one day wasn't long enough for her to learn how to swim.\We practiced all evening long after school ended. response:	Good morning, Bean Sprout.
context: Right, my boyfriend! N-No problem!\It's not like it's the end of the world for me!\What was that pause just now? And that reaction?\Could it be that... my hunch was right all along?\The Day of the Practice Meet\After all that, one day wasn't long enough for her to learn how to swim.\We practiced all evening long after school ended.\Good morning, Bean Sprout. response:	Hey, where do the athletes sign in?
context: It's not like it's the end of the world for me!\What was that pause just now? And that reaction?\Could it be that... my hunch was right all along?\The Day of the Practice Meet\After all that, one day wasn't long enough for her to learn how to swim.\We practiced all evening long after school ended.\Good morning, Bean Sprout.\Hey, where do the athletes sign in? response:	Hey. So even you aren't audacious enough to wear a bikini today, huh?
context: What was that pause just now? And that reaction?\Could it be that... my hunch was right all along?\The Day of the Practice Meet\After all that, one day wasn't long enough for her to learn how to swim.\We practiced all evening long after school ended.\Good morning, Bean Sprout.\Hey, where do the athletes sign in?\Hey. So even you aren't audacious enough to wear a bikini today, huh? response:	I didn't have a choice yesterday!
context: Could it be that... my hunch was right all along?\The Day of the Practice Meet\After all that, one day wasn't long enough for her to learn how to swim.\We practiced all evening long after school ended.\Good morning, Bean Sprout.\Hey, where do the athletes sign in?\Hey. So even you aren't audacious enough to wear a bikini today, huh?\I didn't have a choice yesterday! response:	It was on short notice, and I hadn't bought a school swimsuit yet.
context: The Day of the Practice Meet\After all that, one day wasn't long enough for her to learn how to swim.\We practiced all evening long after school ended.\Good morning, Bean Sprout.\Hey, where do the athletes sign in?\Hey. So even you aren't audacious enough to wear a bikini today, huh?\I didn't have a choice yesterday!\It was on short notice, and I hadn't bought a school swimsuit yet. response:	Oh, wait! Could it be that you wanted to see me in my bikini, Darling?
context: After all that, one day wasn't long enough for her to learn how to swim.\We practiced all evening long after school ended.\Good morning, Bean Sprout.\Hey, where do the athletes sign in?\Hey. So even you aren't audacious enough to wear a bikini today, huh?\I didn't have a choice yesterday!\It was on short notice, and I hadn't bought a school swimsuit yet.\Oh, wait! Could it be that you wanted to see me in my bikini, Darling? response:	My, what a dirty mind!
context: We practiced all evening long after school ended.\Good morning, Bean Sprout.\Hey, where do the athletes sign in?\Hey. So even you aren't audacious enough to wear a bikini today, huh?\I didn't have a choice yesterday!\It was on short notice, and I hadn't bought a school swimsuit yet.\Oh, wait! Could it be that you wanted to see me in my bikini, Darling?\My, what a dirty mind! response:	Seriously, if only you weren't a gorilla inside, you'd be perfect.
context: Good morning, Bean Sprout.\Hey, where do the athletes sign in?\Hey. So even you aren't audacious enough to wear a bikini today, huh?\I didn't have a choice yesterday!\It was on short notice, and I hadn't bought a school swimsuit yet.\Oh, wait! Could it be that you wanted to see me in my bikini, Darling?\My, what a dirty mind!\Seriously, if only you weren't a gorilla inside, you'd be perfect. response:	So? How far did you get with Onodera-san?
context: Hey, where do the athletes sign in?\Hey. So even you aren't audacious enough to wear a bikini today, huh?\I didn't have a choice yesterday!\It was on short notice, and I hadn't bought a school swimsuit yet.\Oh, wait! Could it be that you wanted to see me in my bikini, Darling?\My, what a dirty mind!\Seriously, if only you weren't a gorilla inside, you'd be perfect.\So? How far did you get with Onodera-san? response:	If she uses a kickboard, she can barely manage.
context: Hey. So even you aren't audacious enough to wear a bikini today, huh?\I didn't have a choice yesterday!\It was on short notice, and I hadn't bought a school swimsuit yet.\Oh, wait! Could it be that you wanted to see me in my bikini, Darling?\My, what a dirty mind!\Seriously, if only you weren't a gorilla inside, you'd be perfect.\So? How far did you get with Onodera-san?\If she uses a kickboard, she can barely manage. response:	Then that means she hasn't learned to swim!
context: I didn't have a choice yesterday!\It was on short notice, and I hadn't bought a school swimsuit yet.\Oh, wait! Could it be that you wanted to see me in my bikini, Darling?\My, what a dirty mind!\Seriously, if only you weren't a gorilla inside, you'd be perfect.\So? How far did you get with Onodera-san?\If she uses a kickboard, she can barely manage.\Then that means she hasn't learned to swim! response:	Lay off, will you?! How can you expect anyone to learn to swim in a single day?
context: It was on short notice, and I hadn't bought a school swimsuit yet.\Oh, wait! Could it be that you wanted to see me in my bikini, Darling?\My, what a dirty mind!\Seriously, if only you weren't a gorilla inside, you'd be perfect.\So? How far did you get with Onodera-san?\If she uses a kickboard, she can barely manage.\Then that means she hasn't learned to swim!\Lay off, will you?! How can you expect anyone to learn to swim in a single day? response:	As a matter of fact, I think I deserve some praise!
context: Oh, wait! Could it be that you wanted to see me in my bikini, Darling?\My, what a dirty mind!\Seriously, if only you weren't a gorilla inside, you'd be perfect.\So? How far did you get with Onodera-san?\If she uses a kickboard, she can barely manage.\Then that means she hasn't learned to swim!\Lay off, will you?! How can you expect anyone to learn to swim in a single day?\As a matter of fact, I think I deserve some praise! response:	Sure, she might need kickboard, but she can swim 25 meters now!
context: My, what a dirty mind!\Seriously, if only you weren't a gorilla inside, you'd be perfect.\So? How far did you get with Onodera-san?\If she uses a kickboard, she can barely manage.\Then that means she hasn't learned to swim!\Lay off, will you?! How can you expect anyone to learn to swim in a single day?\As a matter of fact, I think I deserve some praise!\Sure, she might need kickboard, but she can swim 25 meters now! response:	I don't want to hear any whining coming from a boy.
context: Seriously, if only you weren't a gorilla inside, you'd be perfect.\So? How far did you get with Onodera-san?\If she uses a kickboard, she can barely manage.\Then that means she hasn't learned to swim!\Lay off, will you?! How can you expect anyone to learn to swim in a single day?\As a matter of fact, I think I deserve some praise!\Sure, she might need kickboard, but she can swim 25 meters now!\I don't want to hear any whining coming from a boy. response:	If you take on a job, then finish it! Isn't that what a real man would do?
context: So? How far did you get with Onodera-san?\If she uses a kickboard, she can barely manage.\Then that means she hasn't learned to swim!\Lay off, will you?! How can you expect anyone to learn to swim in a single day?\As a matter of fact, I think I deserve some praise!\Sure, she might need kickboard, but she can swim 25 meters now!\I don't want to hear any whining coming from a boy.\If you take on a job, then finish it! Isn't that what a real man would do? response:	Right where it hurts the most...
context: If she uses a kickboard, she can barely manage.\Then that means she hasn't learned to swim!\Lay off, will you?! How can you expect anyone to learn to swim in a single day?\As a matter of fact, I think I deserve some praise!\Sure, she might need kickboard, but she can swim 25 meters now!\I don't want to hear any whining coming from a boy.\If you take on a job, then finish it! Isn't that what a real man would do?\Right where it hurts the most... response:	Good morning, Ichijou-kun, Kirisaki-san!
context: Then that means she hasn't learned to swim!\Lay off, will you?! How can you expect anyone to learn to swim in a single day?\As a matter of fact, I think I deserve some praise!\Sure, she might need kickboard, but she can swim 25 meters now!\I don't want to hear any whining coming from a boy.\If you take on a job, then finish it! Isn't that what a real man would do?\Right where it hurts the most...\Good morning, Ichijou-kun, Kirisaki-san! response:	M-Morning, Onodera. Um... Are you okay?
context: Lay off, will you?! How can you expect anyone to learn to swim in a single day?\As a matter of fact, I think I deserve some praise!\Sure, she might need kickboard, but she can swim 25 meters now!\I don't want to hear any whining coming from a boy.\If you take on a job, then finish it! Isn't that what a real man would do?\Right where it hurts the most...\Good morning, Ichijou-kun, Kirisaki-san!\M-Morning, Onodera. Um... Are you okay? response:	Yes, I think so. I imagined myself swimming last night in the bathtub, too!
context: As a matter of fact, I think I deserve some praise!\Sure, she might need kickboard, but she can swim 25 meters now!\I don't want to hear any whining coming from a boy.\If you take on a job, then finish it! Isn't that what a real man would do?\Right where it hurts the most...\Good morning, Ichijou-kun, Kirisaki-san!\M-Morning, Onodera. Um... Are you okay?\Yes, I think so. I imagined myself swimming last night in the bathtub, too! response:	Well, don't overwork yourself. All you need to do is somehow finish the race.
context: Sure, she might need kickboard, but she can swim 25 meters now!\I don't want to hear any whining coming from a boy.\If you take on a job, then finish it! Isn't that what a real man would do?\Right where it hurts the most...\Good morning, Ichijou-kun, Kirisaki-san!\M-Morning, Onodera. Um... Are you okay?\Yes, I think so. I imagined myself swimming last night in the bathtub, too!\Well, don't overwork yourself. All you need to do is somehow finish the race. response:	Right! Thanks. I'm gonna do my best!
context: I don't want to hear any whining coming from a boy.\If you take on a job, then finish it! Isn't that what a real man would do?\Right where it hurts the most...\Good morning, Ichijou-kun, Kirisaki-san!\M-Morning, Onodera. Um... Are you okay?\Yes, I think so. I imagined myself swimming last night in the bathtub, too!\Well, don't overwork yourself. All you need to do is somehow finish the race.\Right! Thanks. I'm gonna do my best! response:	Why do you act so differently with her than when you're with me?
context: If you take on a job, then finish it! Isn't that what a real man would do?\Right where it hurts the most...\Good morning, Ichijou-kun, Kirisaki-san!\M-Morning, Onodera. Um... Are you okay?\Yes, I think so. I imagined myself swimming last night in the bathtub, too!\Well, don't overwork yourself. All you need to do is somehow finish the race.\Right! Thanks. I'm gonna do my best!\Why do you act so differently with her than when you're with me? response:	Why should I have to be nice to someone like you?
context: Right where it hurts the most...\Good morning, Ichijou-kun, Kirisaki-san!\M-Morning, Onodera. Um... Are you okay?\Yes, I think so. I imagined myself swimming last night in the bathtub, too!\Well, don't overwork yourself. All you need to do is somehow finish the race.\Right! Thanks. I'm gonna do my best!\Why do you act so differently with her than when you're with me?\Why should I have to be nice to someone like you? response:	I could say the same about you!
context: Good morning, Ichijou-kun, Kirisaki-san!\M-Morning, Onodera. Um... Are you okay?\Yes, I think so. I imagined myself swimming last night in the bathtub, too!\Well, don't overwork yourself. All you need to do is somehow finish the race.\Right! Thanks. I'm gonna do my best!\Why do you act so differently with her than when you're with me?\Why should I have to be nice to someone like you?\I could say the same about you! response:	All I'm saying is that seeing this blatant difference in treatment pisses me off!
context: M-Morning, Onodera. Um... Are you okay?\Yes, I think so. I imagined myself swimming last night in the bathtub, too!\Well, don't overwork yourself. All you need to do is somehow finish the race.\Right! Thanks. I'm gonna do my best!\Why do you act so differently with her than when you're with me?\Why should I have to be nice to someone like you?\I could say the same about you!\All I'm saying is that seeing this blatant difference in treatment pisses me off! response:	Yeah, well, you treat Onodera and me differently, too!
context: Yes, I think so. I imagined myself swimming last night in the bathtub, too!\Well, don't overwork yourself. All you need to do is somehow finish the race.\Right! Thanks. I'm gonna do my best!\Why do you act so differently with her than when you're with me?\Why should I have to be nice to someone like you?\I could say the same about you!\All I'm saying is that seeing this blatant difference in treatment pisses me off!\Yeah, well, you treat Onodera and me differently, too! response:	Now you're asking for way too much, buddy!
context: Well, don't overwork yourself. All you need to do is somehow finish the race.\Right! Thanks. I'm gonna do my best!\Why do you act so differently with her than when you're with me?\Why should I have to be nice to someone like you?\I could say the same about you!\All I'm saying is that seeing this blatant difference in treatment pisses me off!\Yeah, well, you treat Onodera and me differently, too!\Now you're asking for way too much, buddy! response:	I'm a lady, you know! You're supposed to treat me like a princess!
context: Right! Thanks. I'm gonna do my best!\Why do you act so differently with her than when you're with me?\Why should I have to be nice to someone like you?\I could say the same about you!\All I'm saying is that seeing this blatant difference in treatment pisses me off!\Yeah, well, you treat Onodera and me differently, too!\Now you're asking for way too much, buddy!\I'm a lady, you know! You're supposed to treat me like a princess! response:	I didn't know someone who's a gorilla on the inside counted as a lady too!
context: Why do you act so differently with her than when you're with me?\Why should I have to be nice to someone like you?\I could say the same about you!\All I'm saying is that seeing this blatant difference in treatment pisses me off!\Yeah, well, you treat Onodera and me differently, too!\Now you're asking for way too much, buddy!\I'm a lady, you know! You're supposed to treat me like a princess!\I didn't know someone who's a gorilla on the inside counted as a lady too! response:	What was that?
context: Why should I have to be nice to someone like you?\I could say the same about you!\All I'm saying is that seeing this blatant difference in treatment pisses me off!\Yeah, well, you treat Onodera and me differently, too!\Now you're asking for way too much, buddy!\I'm a lady, you know! You're supposed to treat me like a princess!\I didn't know someone who's a gorilla on the inside counted as a lady too!\What was that? response:	Are they fighting because they're close?
context: I could say the same about you!\All I'm saying is that seeing this blatant difference in treatment pisses me off!\Yeah, well, you treat Onodera and me differently, too!\Now you're asking for way too much, buddy!\I'm a lady, you know! You're supposed to treat me like a princess!\I didn't know someone who's a gorilla on the inside counted as a lady too!\What was that?\Are they fighting because they're close? response:	Or is it because they can't stand each other?
context: All I'm saying is that seeing this blatant difference in treatment pisses me off!\Yeah, well, you treat Onodera and me differently, too!\Now you're asking for way too much, buddy!\I'm a lady, you know! You're supposed to treat me like a princess!\I didn't know someone who's a gorilla on the inside counted as a lady too!\What was that?\Are they fighting because they're close?\Or is it because they can't stand each other? response:	If I had to guess, I'd pick the latter.
context: Yeah, well, you treat Onodera and me differently, too!\Now you're asking for way too much, buddy!\I'm a lady, you know! You're supposed to treat me like a princess!\I didn't know someone who's a gorilla on the inside counted as a lady too!\What was that?\Are they fighting because they're close?\Or is it because they can't stand each other?\If I had to guess, I'd pick the latter. response:	But it's so different from their usual routine
context: Now you're asking for way too much, buddy!\I'm a lady, you know! You're supposed to treat me like a princess!\I didn't know someone who's a gorilla on the inside counted as a lady too!\What was that?\Are they fighting because they're close?\Or is it because they can't stand each other?\If I had to guess, I'd pick the latter.\But it's so different from their usual routine response:	that I just can't get a handle on what they really think about each other.
context: I'm a lady, you know! You're supposed to treat me like a princess!\I didn't know someone who's a gorilla on the inside counted as a lady too!\What was that?\Are they fighting because they're close?\Or is it because they can't stand each other?\If I had to guess, I'd pick the latter.\But it's so different from their usual routine\that I just can't get a handle on what they really think about each other. response:	What... are they...
context: I didn't know someone who's a gorilla on the inside counted as a lady too!\What was that?\Are they fighting because they're close?\Or is it because they can't stand each other?\If I had to guess, I'd pick the latter.\But it's so different from their usual routine\that I just can't get a handle on what they really think about each other.\What... are they... response:	Look, they're still fighting.
context: What was that?\Are they fighting because they're close?\Or is it because they can't stand each other?\If I had to guess, I'd pick the latter.\But it's so different from their usual routine\that I just can't get a handle on what they really think about each other.\What... are they...\Look, they're still fighting. response:	Hey, you! Would it kill you to warm up a little?
context: Are they fighting because they're close?\Or is it because they can't stand each other?\If I had to guess, I'd pick the latter.\But it's so different from their usual routine\that I just can't get a handle on what they really think about each other.\What... are they...\Look, they're still fighting.\Hey, you! Would it kill you to warm up a little? response:	What are you, my dad?
context: Or is it because they can't stand each other?\If I had to guess, I'd pick the latter.\But it's so different from their usual routine\that I just can't get a handle on what they really think about each other.\What... are they...\Look, they're still fighting.\Hey, you! Would it kill you to warm up a little?\What are you, my dad? response:	Please keep your voices down!
context: If I had to guess, I'd pick the latter.\But it's so different from their usual routine\that I just can't get a handle on what they really think about each other.\What... are they...\Look, they're still fighting.\Hey, you! Would it kill you to warm up a little?\What are you, my dad?\Please keep your voices down! response:	Really...
context: But it's so different from their usual routine\that I just can't get a handle on what they really think about each other.\What... are they...\Look, they're still fighting.\Hey, you! Would it kill you to warm up a little?\What are you, my dad?\Please keep your voices down!\Really... response:	It's gonna be fine. After all, I practiced so much yesterday.
context: that I just can't get a handle on what they really think about each other.\What... are they...\Look, they're still fighting.\Hey, you! Would it kill you to warm up a little?\What are you, my dad?\Please keep your voices down!\Really...\It's gonna be fine. After all, I practiced so much yesterday. response:	Plus, Ichijou-kun will be watching!
context: What... are they...\Look, they're still fighting.\Hey, you! Would it kill you to warm up a little?\What are you, my dad?\Please keep your voices down!\Really...\It's gonna be fine. After all, I practiced so much yesterday.\Plus, Ichijou-kun will be watching! response:	You can do it, Kosaki!
context: Look, they're still fighting.\Hey, you! Would it kill you to warm up a little?\What are you, my dad?\Please keep your voices down!\Really...\It's gonna be fine. After all, I practiced so much yesterday.\Plus, Ichijou-kun will be watching!\You can do it, Kosaki! response:	On your marks...
context: Hey, you! Would it kill you to warm up a little?\What are you, my dad?\Please keep your voices down!\Really...\It's gonna be fine. After all, I practiced so much yesterday.\Plus, Ichijou-kun will be watching!\You can do it, Kosaki!\On your marks... response:	Holy crap, she doesn't know the first thing about being a sweet girl!
context: What are you, my dad?\Please keep your voices down!\Really...\It's gonna be fine. After all, I practiced so much yesterday.\Plus, Ichijou-kun will be watching!\You can do it, Kosaki!\On your marks...\Holy crap, she doesn't know the first thing about being a sweet girl! response:	Hey, Miyamoto. Sorry about Onodera.
context: Please keep your voices down!\Really...\It's gonna be fine. After all, I practiced so much yesterday.\Plus, Ichijou-kun will be watching!\You can do it, Kosaki!\On your marks...\Holy crap, she doesn't know the first thing about being a sweet girl!\Hey, Miyamoto. Sorry about Onodera. response:	One day wasn't enough for her to master swimming.
context: Really...\It's gonna be fine. After all, I practiced so much yesterday.\Plus, Ichijou-kun will be watching!\You can do it, Kosaki!\On your marks...\Holy crap, she doesn't know the first thing about being a sweet girl!\Hey, Miyamoto. Sorry about Onodera.\One day wasn't enough for her to master swimming. response:	Oh... Well...
context: It's gonna be fine. After all, I practiced so much yesterday.\Plus, Ichijou-kun will be watching!\You can do it, Kosaki!\On your marks...\Holy crap, she doesn't know the first thing about being a sweet girl!\Hey, Miyamoto. Sorry about Onodera.\One day wasn't enough for her to master swimming.\Oh... Well... response:	He took it seriously? I was only joking.
context: Plus, Ichijou-kun will be watching!\You can do it, Kosaki!\On your marks...\Holy crap, she doesn't know the first thing about being a sweet girl!\Hey, Miyamoto. Sorry about Onodera.\One day wasn't enough for her to master swimming.\Oh... Well...\He took it seriously? I was only joking. response:	Well, she should be fine.
context: You can do it, Kosaki!\On your marks...\Holy crap, she doesn't know the first thing about being a sweet girl!\Hey, Miyamoto. Sorry about Onodera.\One day wasn't enough for her to master swimming.\Oh... Well...\He took it seriously? I was only joking.\Well, she should be fine. response:	She still gets to participate.
context: On your marks...\Holy crap, she doesn't know the first thing about being a sweet girl!\Hey, Miyamoto. Sorry about Onodera.\One day wasn't enough for her to master swimming.\Oh... Well...\He took it seriously? I was only joking.\Well, she should be fine.\She still gets to participate. response:	As long as she doesn't end up drowning or anything.
context: Holy crap, she doesn't know the first thing about being a sweet girl!\Hey, Miyamoto. Sorry about Onodera.\One day wasn't enough for her to master swimming.\Oh... Well...\He took it seriously? I was only joking.\Well, she should be fine.\She still gets to participate.\As long as she doesn't end up drowning or anything. response:	But Kosaki has always been unbelievably slow to learn anything, so...
context: Hey, Miyamoto. Sorry about Onodera.\One day wasn't enough for her to master swimming.\Oh... Well...\He took it seriously? I was only joking.\Well, she should be fine.\She still gets to participate.\As long as she doesn't end up drowning or anything.\But Kosaki has always been unbelievably slow to learn anything, so... response:	Just kidding. This pool's shallow enough for her to stand in.
context: One day wasn't enough for her to master swimming.\Oh... Well...\He took it seriously? I was only joking.\Well, she should be fine.\She still gets to participate.\As long as she doesn't end up drowning or anything.\But Kosaki has always been unbelievably slow to learn anything, so...\Just kidding. This pool's shallow enough for her to stand in. response:	So there's no way that she'd...
context: Oh... Well...\He took it seriously? I was only joking.\Well, she should be fine.\She still gets to participate.\As long as she doesn't end up drowning or anything.\But Kosaki has always been unbelievably slow to learn anything, so...\Just kidding. This pool's shallow enough for her to stand in.\So there's no way that she'd... response:	Hey, see that?
context: He took it seriously? I was only joking.\Well, she should be fine.\She still gets to participate.\As long as she doesn't end up drowning or anything.\But Kosaki has always been unbelievably slow to learn anything, so...\Just kidding. This pool's shallow enough for her to stand in.\So there's no way that she'd...\Hey, see that? response:	Does that girl look like she's drowning?
context: Well, she should be fine.\She still gets to participate.\As long as she doesn't end up drowning or anything.\But Kosaki has always been unbelievably slow to learn anything, so...\Just kidding. This pool's shallow enough for her to stand in.\So there's no way that she'd...\Hey, see that?\Does that girl look like she's drowning? response:	Oh, crap!
context: She still gets to participate.\As long as she doesn't end up drowning or anything.\But Kosaki has always been unbelievably slow to learn anything, so...\Just kidding. This pool's shallow enough for her to stand in.\So there's no way that she'd...\Hey, see that?\Does that girl look like she's drowning?\Oh, crap! response:	Cramps! In both legs!
context: As long as she doesn't end up drowning or anything.\But Kosaki has always been unbelievably slow to learn anything, so...\Just kidding. This pool's shallow enough for her to stand in.\So there's no way that she'd...\Hey, see that?\Does that girl look like she's drowning?\Oh, crap!\Cramps! In both legs! response:	Would it kill you to warm up a little?
context: But Kosaki has always been unbelievably slow to learn anything, so...\Just kidding. This pool's shallow enough for her to stand in.\So there's no way that she'd...\Hey, see that?\Does that girl look like she's drowning?\Oh, crap!\Cramps! In both legs!\Would it kill you to warm up a little? response:	Kirisaki-sa
context: Just kidding. This pool's shallow enough for her to stand in.\So there's no way that she'd...\Hey, see that?\Does that girl look like she's drowning?\Oh, crap!\Cramps! In both legs!\Would it kill you to warm up a little?\Kirisaki-sa response:	That moron!
context: So there's no way that she'd...\Hey, see that?\Does that girl look like she's drowning?\Oh, crap!\Cramps! In both legs!\Would it kill you to warm up a little?\Kirisaki-sa\That moron! response:	Hey! Look at that!
context: Hey, see that?\Does that girl look like she's drowning?\Oh, crap!\Cramps! In both legs!\Would it kill you to warm up a little?\Kirisaki-sa\That moron!\Hey! Look at that! response:	Are you okay?
context: Does that girl look like she's drowning?\Oh, crap!\Cramps! In both legs!\Would it kill you to warm up a little?\Kirisaki-sa\That moron!\Hey! Look at that!\Are you okay? response:	I'll go get a teacher!
context: Oh, crap!\Cramps! In both legs!\Would it kill you to warm up a little?\Kirisaki-sa\That moron!\Hey! Look at that!\Are you okay?\I'll go get a teacher! response:	Get her up, fast!
context: Cramps! In both legs!\Would it kill you to warm up a little?\Kirisaki-sa\That moron!\Hey! Look at that!\Are you okay?\I'll go get a teacher!\Get her up, fast! response:	Hey! Raku! Is Kirisaki-san all right?
context: Would it kill you to warm up a little?\Kirisaki-sa\That moron!\Hey! Look at that!\Are you okay?\I'll go get a teacher!\Get her up, fast!\Hey! Raku! Is Kirisaki-san all right? response:	I'm not sure. I don't think she swallowed too much water.
context: Kirisaki-sa\That moron!\Hey! Look at that!\Are you okay?\I'll go get a teacher!\Get her up, fast!\Hey! Raku! Is Kirisaki-san all right?\I'm not sure. I don't think she swallowed too much water. response:	She's not breathing.
context: That moron!\Hey! Look at that!\Are you okay?\I'll go get a teacher!\Get her up, fast!\Hey! Raku! Is Kirisaki-san all right?\I'm not sure. I don't think she swallowed too much water.\She's not breathing. response:	Not Breathing (A Lie)
context: Hey! Look at that!\Are you okay?\I'll go get a teacher!\Get her up, fast!\Hey! Raku! Is Kirisaki-san all right?\I'm not sure. I don't think she swallowed too much water.\She's not breathing.\Not Breathing (A Lie) response:	What?
context: Are you okay?\I'll go get a teacher!\Get her up, fast!\Hey! Raku! Is Kirisaki-san all right?\I'm not sure. I don't think she swallowed too much water.\She's not breathing.\Not Breathing (A Lie)\What? response:	Raku, give her mouth-to-mouth.
context: I'll go get a teacher!\Get her up, fast!\Hey! Raku! Is Kirisaki-san all right?\I'm not sure. I don't think she swallowed too much water.\She's not breathing.\Not Breathing (A Lie)\What?\Raku, give her mouth-to-mouth. response:	What the hell?
context: Get her up, fast!\Hey! Raku! Is Kirisaki-san all right?\I'm not sure. I don't think she swallowed too much water.\She's not breathing.\Not Breathing (A Lie)\What?\Raku, give her mouth-to-mouth.\What the hell? response:	Hey... Hey, wait a sec!
context: Hey! Raku! Is Kirisaki-san all right?\I'm not sure. I don't think she swallowed too much water.\She's not breathing.\Not Breathing (A Lie)\What?\Raku, give her mouth-to-mouth.\What the hell?\Hey... Hey, wait a sec! response:	That's not something you leave to an amateur!
context: I'm not sure. I don't think she swallowed too much water.\She's not breathing.\Not Breathing (A Lie)\What?\Raku, give her mouth-to-mouth.\What the hell?\Hey... Hey, wait a sec!\That's not something you leave to an amateur! response:	And why me?
context: She's not breathing.\Not Breathing (A Lie)\What?\Raku, give her mouth-to-mouth.\What the hell?\Hey... Hey, wait a sec!\That's not something you leave to an amateur!\And why me? response:	Why you?
context: Not Breathing (A Lie)\What?\Raku, give her mouth-to-mouth.\What the hell?\Hey... Hey, wait a sec!\That's not something you leave to an amateur!\And why me?\Why you? response:	You're her boyfriend. Who else can we count on?
context: What?\Raku, give her mouth-to-mouth.\What the hell?\Hey... Hey, wait a sec!\That's not something you leave to an amateur!\And why me?\Why you?\You're her boyfriend. Who else can we count on? response:	S-Seriously? Are you serious?
context: Raku, give her mouth-to-mouth.\What the hell?\Hey... Hey, wait a sec!\That's not something you leave to an amateur!\And why me?\Why you?\You're her boyfriend. Who else can we count on?\S-Seriously? Are you serious? response:	Mouth-to-mouth... Against my will?
context: What the hell?\Hey... Hey, wait a sec!\That's not something you leave to an amateur!\And why me?\Why you?\You're her boyfriend. Who else can we count on?\S-Seriously? Are you serious?\Mouth-to-mouth... Against my will? response:	I mean, come on, right in public, too?
context: Hey... Hey, wait a sec!\That's not something you leave to an amateur!\And why me?\Why you?\You're her boyfriend. Who else can we count on?\S-Seriously? Are you serious?\Mouth-to-mouth... Against my will?\I mean, come on, right in public, too? response:	Not to mention in front of Onodera!
context: That's not something you leave to an amateur!\And why me?\Why you?\You're her boyfriend. Who else can we count on?\S-Seriously? Are you serious?\Mouth-to-mouth... Against my will?\I mean, come on, right in public, too?\Not to mention in front of Onodera! response:	No, this is an emergency, and every second counts!
context: And why me?\Why you?\You're her boyfriend. Who else can we count on?\S-Seriously? Are you serious?\Mouth-to-mouth... Against my will?\I mean, come on, right in public, too?\Not to mention in front of Onodera!\No, this is an emergency, and every second counts! response:	No, but really...
