context: What? response:	ED]
context: Man, we're so lucky. That's a platinum ticket.\Later, sis! I'm off!\Nii-san...\I'm back!\Ain't this t-shirt great?\This was one of the last ones they had. I'm going to take good care of it.\Nii-san.\W-W-What is it? response:	You're so mean! You forgot your sister's birthday!
context: Later, sis! I'm off!\Nii-san...\I'm back!\Ain't this t-shirt great?\This was one of the last ones they had. I'm going to take good care of it.\Nii-san.\W-W-What is it?\You're so mean! You forgot your sister's birthday! response:	You're an idiot!
context: Nii-san...\I'm back!\Ain't this t-shirt great?\This was one of the last ones they had. I'm going to take good care of it.\Nii-san.\W-W-What is it?\You're so mean! You forgot your sister's birthday!\You're an idiot! response:	Sorry, Kureha. It's my fault.
context: I'm back!\Ain't this t-shirt great?\This was one of the last ones they had. I'm going to take good care of it.\Nii-san.\W-W-What is it?\You're so mean! You forgot your sister's birthday!\You're an idiot!\Sorry, Kureha. It's my fault. response:	Idiot, idiot, idiot, idiot, idiot!
context: Ain't this t-shirt great?\This was one of the last ones they had. I'm going to take good care of it.\Nii-san.\W-W-What is it?\You're so mean! You forgot your sister's birthday!\You're an idiot!\Sorry, Kureha. It's my fault.\Idiot, idiot, idiot, idiot, idiot! response:	Wait, please wait!
context: This was one of the last ones they had. I'm going to take good care of it.\Nii-san.\W-W-What is it?\You're so mean! You forgot your sister's birthday!\You're an idiot!\Sorry, Kureha. It's my fault.\Idiot, idiot, idiot, idiot, idiot!\Wait, please wait! response:	I'm sorry!
context: Nii-san.\W-W-What is it?\You're so mean! You forgot your sister's birthday!\You're an idiot!\Sorry, Kureha. It's my fault.\Idiot, idiot, idiot, idiot, idiot!\Wait, please wait!\I'm sorry! response:	I'm sorry!
context: W-W-What is it?\You're so mean! You forgot your sister's birthday!\You're an idiot!\Sorry, Kureha. It's my fault.\Idiot, idiot, idiot, idiot, idiot!\Wait, please wait!\I'm sorry!\I'm sorry! response:	You idiot! You idiot, idiot, idiot, idiot, idiot, idiot!
context: You're so mean! You forgot your sister's birthday!\You're an idiot!\Sorry, Kureha. It's my fault.\Idiot, idiot, idiot, idiot, idiot!\Wait, please wait!\I'm sorry!\I'm sorry!\You idiot! You idiot, idiot, idiot, idiot, idiot, idiot! response:	That was what happened.
context: You're an idiot!\Sorry, Kureha. It's my fault.\Idiot, idiot, idiot, idiot, idiot!\Wait, please wait!\I'm sorry!\I'm sorry!\You idiot! You idiot, idiot, idiot, idiot, idiot, idiot!\That was what happened. response:	It can't be helped since Jirou-kun forgot about his only sister's birthday.
context: Sorry, Kureha. It's my fault.\Idiot, idiot, idiot, idiot, idiot!\Wait, please wait!\I'm sorry!\I'm sorry!\You idiot! You idiot, idiot, idiot, idiot, idiot, idiot!\That was what happened.\It can't be helped since Jirou-kun forgot about his only sister's birthday. response:	This year, my mother is abroad, so she's not home.
context: Idiot, idiot, idiot, idiot, idiot!\Wait, please wait!\I'm sorry!\I'm sorry!\You idiot! You idiot, idiot, idiot, idiot, idiot, idiot!\That was what happened.\It can't be helped since Jirou-kun forgot about his only sister's birthday.\This year, my mother is abroad, so she's not home. response:	But I had everyone celebrate it with me,
context: Wait, please wait!\I'm sorry!\I'm sorry!\You idiot! You idiot, idiot, idiot, idiot, idiot, idiot!\That was what happened.\It can't be helped since Jirou-kun forgot about his only sister's birthday.\This year, my mother is abroad, so she's not home.\But I had everyone celebrate it with me, response:	so I'm really happy.
context: I'm sorry!\I'm sorry!\You idiot! You idiot, idiot, idiot, idiot, idiot, idiot!\That was what happened.\It can't be helped since Jirou-kun forgot about his only sister's birthday.\This year, my mother is abroad, so she's not home.\But I had everyone celebrate it with me,\so I'm really happy. response:	Say Kureha-chan.
context: I'm sorry!\You idiot! You idiot, idiot, idiot, idiot, idiot, idiot!\That was what happened.\It can't be helped since Jirou-kun forgot about his only sister's birthday.\This year, my mother is abroad, so she's not home.\But I had everyone celebrate it with me,\so I'm really happy.\Say Kureha-chan. response:	Why don't you come to my house?
context: You idiot! You idiot, idiot, idiot, idiot, idiot, idiot!\That was what happened.\It can't be helped since Jirou-kun forgot about his only sister's birthday.\This year, my mother is abroad, so she's not home.\But I had everyone celebrate it with me,\so I'm really happy.\Say Kureha-chan.\Why don't you come to my house? response:	Why don't you stop being Jirou-kun's little sister and become my little sister instead?
context: That was what happened.\It can't be helped since Jirou-kun forgot about his only sister's birthday.\This year, my mother is abroad, so she's not home.\But I had everyone celebrate it with me,\so I'm really happy.\Say Kureha-chan.\Why don't you come to my house?\Why don't you stop being Jirou-kun's little sister and become my little sister instead? response:	What?
context: It can't be helped since Jirou-kun forgot about his only sister's birthday.\This year, my mother is abroad, so she's not home.\But I had everyone celebrate it with me,\so I'm really happy.\Say Kureha-chan.\Why don't you come to my house?\Why don't you stop being Jirou-kun's little sister and become my little sister instead?\What? response:	A Jirou that doesn't care about his sister's feelings has no right to be a big brother.
context: This year, my mother is abroad, so she's not home.\But I had everyone celebrate it with me,\so I'm really happy.\Say Kureha-chan.\Why don't you come to my house?\Why don't you stop being Jirou-kun's little sister and become my little sister instead?\What?\A Jirou that doesn't care about his sister's feelings has no right to be a big brother. response:	But Ojou-sama, isn't there something called a'mistake'?
context: But I had everyone celebrate it with me,\so I'm really happy.\Say Kureha-chan.\Why don't you come to my house?\Why don't you stop being Jirou-kun's little sister and become my little sister instead?\What?\A Jirou that doesn't care about his sister's feelings has no right to be a big brother.\But Ojou-sama, isn't there something called a'mistake'? response:	Then, why don't you become his little sister if you want defend him this much.
context: so I'm really happy.\Say Kureha-chan.\Why don't you come to my house?\Why don't you stop being Jirou-kun's little sister and become my little sister instead?\What?\A Jirou that doesn't care about his sister's feelings has no right to be a big brother.\But Ojou-sama, isn't there something called a'mistake'?\Then, why don't you become his little sister if you want defend him this much. response:	If I had to, then I'd rather be his little brother than his little sister.
context: Say Kureha-chan.\Why don't you come to my house?\Why don't you stop being Jirou-kun's little sister and become my little sister instead?\What?\A Jirou that doesn't care about his sister's feelings has no right to be a big brother.\But Ojou-sama, isn't there something called a'mistake'?\Then, why don't you become his little sister if you want defend him this much.\If I had to, then I'd rather be his little brother than his little sister. response:	I see.
context: Why don't you come to my house?\Why don't you stop being Jirou-kun's little sister and become my little sister instead?\What?\A Jirou that doesn't care about his sister's feelings has no right to be a big brother.\But Ojou-sama, isn't there something called a'mistake'?\Then, why don't you become his little sister if you want defend him this much.\If I had to, then I'd rather be his little brother than his little sister.\I see. response:	Then again, it was my brother who came to my middle school opening ceremony in the place of my mother.
context: Why don't you stop being Jirou-kun's little sister and become my little sister instead?\What?\A Jirou that doesn't care about his sister's feelings has no right to be a big brother.\But Ojou-sama, isn't there something called a'mistake'?\Then, why don't you become his little sister if you want defend him this much.\If I had to, then I'd rather be his little brother than his little sister.\I see.\Then again, it was my brother who came to my middle school opening ceremony in the place of my mother. response:	He also said, It suits you very nicely when I wore my high school uniform for the first time.
context: What?\A Jirou that doesn't care about his sister's feelings has no right to be a big brother.\But Ojou-sama, isn't there something called a'mistake'?\Then, why don't you become his little sister if you want defend him this much.\If I had to, then I'd rather be his little brother than his little sister.\I see.\Then again, it was my brother who came to my middle school opening ceremony in the place of my mother.\He also said, It suits you very nicely when I wore my high school uniform for the first time. response:	Furthermore, he's my partner when I train.
context: A Jirou that doesn't care about his sister's feelings has no right to be a big brother.\But Ojou-sama, isn't there something called a'mistake'?\Then, why don't you become his little sister if you want defend him this much.\If I had to, then I'd rather be his little brother than his little sister.\I see.\Then again, it was my brother who came to my middle school opening ceremony in the place of my mother.\He also said, It suits you very nicely when I wore my high school uniform for the first time.\Furthermore, he's my partner when I train. response:	He's always treated me with kindness.
context: But Ojou-sama, isn't there something called a'mistake'?\Then, why don't you become his little sister if you want defend him this much.\If I had to, then I'd rather be his little brother than his little sister.\I see.\Then again, it was my brother who came to my middle school opening ceremony in the place of my mother.\He also said, It suits you very nicely when I wore my high school uniform for the first time.\Furthermore, he's my partner when I train.\He's always treated me with kindness. response:	I should become his strength. After all, I'm already sixteen.
context: Then, why don't you become his little sister if you want defend him this much.\If I had to, then I'd rather be his little brother than his little sister.\I see.\Then again, it was my brother who came to my middle school opening ceremony in the place of my mother.\He also said, It suits you very nicely when I wore my high school uniform for the first time.\Furthermore, he's my partner when I train.\He's always treated me with kindness.\I should become his strength. After all, I'm already sixteen. response:	That is why, even if he forgot my birthday,
context: If I had to, then I'd rather be his little brother than his little sister.\I see.\Then again, it was my brother who came to my middle school opening ceremony in the place of my mother.\He also said, It suits you very nicely when I wore my high school uniform for the first time.\Furthermore, he's my partner when I train.\He's always treated me with kindness.\I should become his strength. After all, I'm already sixteen.\That is why, even if he forgot my birthday, response:	it's all right.
context: I see.\Then again, it was my brother who came to my middle school opening ceremony in the place of my mother.\He also said, It suits you very nicely when I wore my high school uniform for the first time.\Furthermore, he's my partner when I train.\He's always treated me with kindness.\I should become his strength. After all, I'm already sixteen.\That is why, even if he forgot my birthday,\it's all right. response:	He always pays attention to me all the other times.
context: Then again, it was my brother who came to my middle school opening ceremony in the place of my mother.\He also said, It suits you very nicely when I wore my high school uniform for the first time.\Furthermore, he's my partner when I train.\He's always treated me with kindness.\I should become his strength. After all, I'm already sixteen.\That is why, even if he forgot my birthday,\it's all right.\He always pays attention to me all the other times. response:	Thank you very much for today.
context: He also said, It suits you very nicely when I wore my high school uniform for the first time.\Furthermore, he's my partner when I train.\He's always treated me with kindness.\I should become his strength. After all, I'm already sixteen.\That is why, even if he forgot my birthday,\it's all right.\He always pays attention to me all the other times.\Thank you very much for today. response:	I will have the rest of the presents delivered later.
context: Furthermore, he's my partner when I train.\He's always treated me with kindness.\I should become his strength. After all, I'm already sixteen.\That is why, even if he forgot my birthday,\it's all right.\He always pays attention to me all the other times.\Thank you very much for today.\I will have the rest of the presents delivered later. response:	I wonder if Jirou-kun remembered his sister's birthday this year.
context: He's always treated me with kindness.\I should become his strength. After all, I'm already sixteen.\That is why, even if he forgot my birthday,\it's all right.\He always pays attention to me all the other times.\Thank you very much for today.\I will have the rest of the presents delivered later.\I wonder if Jirou-kun remembered his sister's birthday this year. response:	I'm sure that it'll all be okay.
context: I should become his strength. After all, I'm already sixteen.\That is why, even if he forgot my birthday,\it's all right.\He always pays attention to me all the other times.\Thank you very much for today.\I will have the rest of the presents delivered later.\I wonder if Jirou-kun remembered his sister's birthday this year.\I'm sure that it'll all be okay. response:	I'm home.
context: That is why, even if he forgot my birthday,\it's all right.\He always pays attention to me all the other times.\Thank you very much for today.\I will have the rest of the presents delivered later.\I wonder if Jirou-kun remembered his sister's birthday this year.\I'm sure that it'll all be okay.\I'm home. response:	Nii-san, can it be? Could it be?
context: it's all right.\He always pays attention to me all the other times.\Thank you very much for today.\I will have the rest of the presents delivered later.\I wonder if Jirou-kun remembered his sister's birthday this year.\I'm sure that it'll all be okay.\I'm home.\Nii-san, can it be? Could it be? response:	Kureha, happy birthday.
context: He always pays attention to me all the other times.\Thank you very much for today.\I will have the rest of the presents delivered later.\I wonder if Jirou-kun remembered his sister's birthday this year.\I'm sure that it'll all be okay.\I'm home.\Nii-san, can it be? Could it be?\Kureha, happy birthday. response:	Yay!
context: Thank you very much for today.\I will have the rest of the presents delivered later.\I wonder if Jirou-kun remembered his sister's birthday this year.\I'm sure that it'll all be okay.\I'm home.\Nii-san, can it be? Could it be?\Kureha, happy birthday.\Yay! response:	Say, can I open it?
context: I will have the rest of the presents delivered later.\I wonder if Jirou-kun remembered his sister's birthday this year.\I'm sure that it'll all be okay.\I'm home.\Nii-san, can it be? Could it be?\Kureha, happy birthday.\Yay!\Say, can I open it? response:	Yes.
context: I wonder if Jirou-kun remembered his sister's birthday this year.\I'm sure that it'll all be okay.\I'm home.\Nii-san, can it be? Could it be?\Kureha, happy birthday.\Yay!\Say, can I open it?\Yes. response:	Yay, a big stuffed doll.
context: I'm sure that it'll all be okay.\I'm home.\Nii-san, can it be? Could it be?\Kureha, happy birthday.\Yay!\Say, can I open it?\Yes.\Yay, a big stuffed doll. response:	A cute, white doggy.
context: I'm home.\Nii-san, can it be? Could it be?\Kureha, happy birthday.\Yay!\Say, can I open it?\Yes.\Yay, a big stuffed doll.\A cute, white doggy. response:	Sorry Kureha, but that's a polar bear.
context: Nii-san, can it be? Could it be?\Kureha, happy birthday.\Yay!\Say, can I open it?\Yes.\Yay, a big stuffed doll.\A cute, white doggy.\Sorry Kureha, but that's a polar bear. response:	Yay!
context: Kureha, happy birthday.\Yay!\Say, can I open it?\Yes.\Yay, a big stuffed doll.\A cute, white doggy.\Sorry Kureha, but that's a polar bear.\Yay! response:	Thank you. Thank you, Nii-san.
context: Yay!\Say, can I open it?\Yes.\Yay, a big stuffed doll.\A cute, white doggy.\Sorry Kureha, but that's a polar bear.\Yay!\Thank you. Thank you, Nii-san. response:	Thank goodness.
context: Say, can I open it?\Yes.\Yay, a big stuffed doll.\A cute, white doggy.\Sorry Kureha, but that's a polar bear.\Yay!\Thank you. Thank you, Nii-san.\Thank goodness. response:	You idiot, idiot, idiot, idiot, idiot, idiot, idiot!
context: Yes.\Yay, a big stuffed doll.\A cute, white doggy.\Sorry Kureha, but that's a polar bear.\Yay!\Thank you. Thank you, Nii-san.\Thank goodness.\You idiot, idiot, idiot, idiot, idiot, idiot, idiot! response:	I promised myself after seeing Kureha so sad that I would never make the same mistake again.
context: Yay, a big stuffed doll.\A cute, white doggy.\Sorry Kureha, but that's a polar bear.\Yay!\Thank you. Thank you, Nii-san.\Thank goodness.\You idiot, idiot, idiot, idiot, idiot, idiot, idiot!\I promised myself after seeing Kureha so sad that I would never make the same mistake again. response:	Kureha, sorry about last year.
context: A cute, white doggy.\Sorry Kureha, but that's a polar bear.\Yay!\Thank you. Thank you, Nii-san.\Thank goodness.\You idiot, idiot, idiot, idiot, idiot, idiot, idiot!\I promised myself after seeing Kureha so sad that I would never make the same mistake again.\Kureha, sorry about last year. response:	Nii-san, this just might be the happiest birthday ever.
context: Sorry Kureha, but that's a polar bear.\Yay!\Thank you. Thank you, Nii-san.\Thank goodness.\You idiot, idiot, idiot, idiot, idiot, idiot, idiot!\I promised myself after seeing Kureha so sad that I would never make the same mistake again.\Kureha, sorry about last year.\Nii-san, this just might be the happiest birthday ever. response:	I'm so happy.
context: Yay!\Thank you. Thank you, Nii-san.\Thank goodness.\You idiot, idiot, idiot, idiot, idiot, idiot, idiot!\I promised myself after seeing Kureha so sad that I would never make the same mistake again.\Kureha, sorry about last year.\Nii-san, this just might be the happiest birthday ever.\I'm so happy. response:	Say Nii-san,
context: Thank you. Thank you, Nii-san.\Thank goodness.\You idiot, idiot, idiot, idiot, idiot, idiot, idiot!\I promised myself after seeing Kureha so sad that I would never make the same mistake again.\Kureha, sorry about last year.\Nii-san, this just might be the happiest birthday ever.\I'm so happy.\Say Nii-san, response:	I kind of feel like hugging you all of a sudden.
context: Thank goodness.\You idiot, idiot, idiot, idiot, idiot, idiot, idiot!\I promised myself after seeing Kureha so sad that I would never make the same mistake again.\Kureha, sorry about last year.\Nii-san, this just might be the happiest birthday ever.\I'm so happy.\Say Nii-san,\I kind of feel like hugging you all of a sudden. response:	Can I hug you for a while?
context: You idiot, idiot, idiot, idiot, idiot, idiot, idiot!\I promised myself after seeing Kureha so sad that I would never make the same mistake again.\Kureha, sorry about last year.\Nii-san, this just might be the happiest birthday ever.\I'm so happy.\Say Nii-san,\I kind of feel like hugging you all of a sudden.\Can I hug you for a while? response:	Kureha.
context: I promised myself after seeing Kureha so sad that I would never make the same mistake again.\Kureha, sorry about last year.\Nii-san, this just might be the happiest birthday ever.\I'm so happy.\Say Nii-san,\I kind of feel like hugging you all of a sudden.\Can I hug you for a while?\Kureha. response:	I love you Nii-san!
context: Kureha, sorry about last year.\Nii-san, this just might be the happiest birthday ever.\I'm so happy.\Say Nii-san,\I kind of feel like hugging you all of a sudden.\Can I hug you for a while?\Kureha.\I love you Nii-san! response:	I love you Nii-san!
context: Nii-san, this just might be the happiest birthday ever.\I'm so happy.\Say Nii-san,\I kind of feel like hugging you all of a sudden.\Can I hug you for a while?\Kureha.\I love you Nii-san!\I love you Nii-san! response:	I love you Nii-san!
context: I'm so happy.\Say Nii-san,\I kind of feel like hugging you all of a sudden.\Can I hug you for a while?\Kureha.\I love you Nii-san!\I love you Nii-san!\I love you Nii-san! response:	I love you Nii-san!
context: Say Nii-san,\I kind of feel like hugging you all of a sudden.\Can I hug you for a while?\Kureha.\I love you Nii-san!\I love you Nii-san!\I love you Nii-san!\I love you Nii-san! response:	It still came down to this.
context: I kind of feel like hugging you all of a sudden.\Can I hug you for a while?\Kureha.\I love you Nii-san!\I love you Nii-san!\I love you Nii-san!\I love you Nii-san!\It still came down to this. response:	In the end, HAPPY BIRTHDAY, MY SISTER!
context: Can I hug you for a while?\Kureha.\I love you Nii-san!\I love you Nii-san!\I love you Nii-san!\I love you Nii-san!\It still came down to this.\In the end, HAPPY BIRTHDAY, MY SISTER! response:	Subterranean Rabbit? What's with this weird title?
context: Kureha.\I love you Nii-san!\I love you Nii-san!\I love you Nii-san!\I love you Nii-san!\It still came down to this.\In the end, HAPPY BIRTHDAY, MY SISTER!\Subterranean Rabbit? What's with this weird title? response:	Here, a present for you too.
context: I love you Nii-san!\I love you Nii-san!\I love you Nii-san!\I love you Nii-san!\It still came down to this.\In the end, HAPPY BIRTHDAY, MY SISTER!\Subterranean Rabbit? What's with this weird title?\Here, a present for you too. response:	I thought it was something way shadier than this.
context: I love you Nii-san!\I love you Nii-san!\I love you Nii-san!\It still came down to this.\In the end, HAPPY BIRTHDAY, MY SISTER!\Subterranean Rabbit? What's with this weird title?\Here, a present for you too.\I thought it was something way shadier than this. response:	Come on, try harder.
context: I love you Nii-san!\I love you Nii-san!\It still came down to this.\In the end, HAPPY BIRTHDAY, MY SISTER!\Subterranean Rabbit? What's with this weird title?\Here, a present for you too.\I thought it was something way shadier than this.\Come on, try harder. response:	Come on.
context: I love you Nii-san!\It still came down to this.\In the end, HAPPY BIRTHDAY, MY SISTER!\Subterranean Rabbit? What's with this weird title?\Here, a present for you too.\I thought it was something way shadier than this.\Come on, try harder.\Come on. response:	That Suzutsuki Kanade, like hell I'm going to lose!
context: It still came down to this.\In the end, HAPPY BIRTHDAY, MY SISTER!\Subterranean Rabbit? What's with this weird title?\Here, a present for you too.\I thought it was something way shadier than this.\Come on, try harder.\Come on.\That Suzutsuki Kanade, like hell I'm going to lose! response:	I did it!
context: In the end, HAPPY BIRTHDAY, MY SISTER!\Subterranean Rabbit? What's with this weird title?\Here, a present for you too.\I thought it was something way shadier than this.\Come on, try harder.\Come on.\That Suzutsuki Kanade, like hell I'm going to lose!\I did it! response:	What is this?
context: Subterranean Rabbit? What's with this weird title?\Here, a present for you too.\I thought it was something way shadier than this.\Come on, try harder.\Come on.\That Suzutsuki Kanade, like hell I'm going to lose!\I did it!\What is this? response:	Let go of me. There's only enough space for me.
context: Here, a present for you too.\I thought it was something way shadier than this.\Come on, try harder.\Come on.\That Suzutsuki Kanade, like hell I'm going to lose!\I did it!\What is this?\Let go of me. There's only enough space for me. response:	Oh my, what an unsightly heart.
context: I thought it was something way shadier than this.\Come on, try harder.\Come on.\That Suzutsuki Kanade, like hell I'm going to lose!\I did it!\What is this?\Let go of me. There's only enough space for me.\Oh my, what an unsightly heart. response:	Game over, Usagi-chan!
context: Come on, try harder.\Come on.\That Suzutsuki Kanade, like hell I'm going to lose!\I did it!\What is this?\Let go of me. There's only enough space for me.\Oh my, what an unsightly heart.\Game over, Usagi-chan! response:	Suzutsuki Kanade!
context: Come on.\That Suzutsuki Kanade, like hell I'm going to lose!\I did it!\What is this?\Let go of me. There's only enough space for me.\Oh my, what an unsightly heart.\Game over, Usagi-chan!\Suzutsuki Kanade! response:	Ojou-sama, may I hug you?
context: That Suzutsuki Kanade, like hell I'm going to lose!\I did it!\What is this?\Let go of me. There's only enough space for me.\Oh my, what an unsightly heart.\Game over, Usagi-chan!\Suzutsuki Kanade!\Ojou-sama, may I hug you? response:	Subaru, stop it.
context: I did it!\What is this?\Let go of me. There's only enough space for me.\Oh my, what an unsightly heart.\Game over, Usagi-chan!\Suzutsuki Kanade!\Ojou-sama, may I hug you?\Subaru, stop it. response:	Please! I want to plant this face of mine onto your chest and never move.
context: What is this?\Let go of me. There's only enough space for me.\Oh my, what an unsightly heart.\Game over, Usagi-chan!\Suzutsuki Kanade!\Ojou-sama, may I hug you?\Subaru, stop it.\Please! I want to plant this face of mine onto your chest and never move. response:	While I'm at it, I also want to kiss you.
context: Let go of me. There's only enough space for me.\Oh my, what an unsightly heart.\Game over, Usagi-chan!\Suzutsuki Kanade!\Ojou-sama, may I hug you?\Subaru, stop it.\Please! I want to plant this face of mine onto your chest and never move.\While I'm at it, I also want to kiss you. response:	I want to smell the tantalizing perfume of your ebony hair forever.
context: Oh my, what an unsightly heart.\Game over, Usagi-chan!\Suzutsuki Kanade!\Ojou-sama, may I hug you?\Subaru, stop it.\Please! I want to plant this face of mine onto your chest and never move.\While I'm at it, I also want to kiss you.\I want to smell the tantalizing perfume of your ebony hair forever. response:	You can't.
context: Game over, Usagi-chan!\Suzutsuki Kanade!\Ojou-sama, may I hug you?\Subaru, stop it.\Please! I want to plant this face of mine onto your chest and never move.\While I'm at it, I also want to kiss you.\I want to smell the tantalizing perfume of your ebony hair forever.\You can't. response:	I can't hold it in much longer!
context: Suzutsuki Kanade!\Ojou-sama, may I hug you?\Subaru, stop it.\Please! I want to plant this face of mine onto your chest and never move.\While I'm at it, I also want to kiss you.\I want to smell the tantalizing perfume of your ebony hair forever.\You can't.\I can't hold it in much longer! response:	Subaru, are you're also taken in by this side of me?
context: Ojou-sama, may I hug you?\Subaru, stop it.\Please! I want to plant this face of mine onto your chest and never move.\While I'm at it, I also want to kiss you.\I want to smell the tantalizing perfume of your ebony hair forever.\You can't.\I can't hold it in much longer!\Subaru, are you're also taken in by this side of me? response:	Everyone who hears that will get taken in as well.
context: Subaru, stop it.\Please! I want to plant this face of mine onto your chest and never move.\While I'm at it, I also want to kiss you.\I want to smell the tantalizing perfume of your ebony hair forever.\You can't.\I can't hold it in much longer!\Subaru, are you're also taken in by this side of me?\Everyone who hears that will get taken in as well. response:	The spell of the demon, the calling of magic, the cursed word.
context: Please! I want to plant this face of mine onto your chest and never move.\While I'm at it, I also want to kiss you.\I want to smell the tantalizing perfume of your ebony hair forever.\You can't.\I can't hold it in much longer!\Subaru, are you're also taken in by this side of me?\Everyone who hears that will get taken in as well.\The spell of the demon, the calling of magic, the cursed word. response:	That is...
context: While I'm at it, I also want to kiss you.\I want to smell the tantalizing perfume of your ebony hair forever.\You can't.\I can't hold it in much longer!\Subaru, are you're also taken in by this side of me?\Everyone who hears that will get taken in as well.\The spell of the demon, the calling of magic, the cursed word.\That is... response:	Next episode of Mayo Chiki...
context: I want to smell the tantalizing perfume of your ebony hair forever.\You can't.\I can't hold it in much longer!\Subaru, are you're also taken in by this side of me?\Everyone who hears that will get taken in as well.\The spell of the demon, the calling of magic, the cursed word.\That is...\Next episode of Mayo Chiki... response:	The 11th Story, Nyu.
