context: TS START response:	A few minutes later
context: But how do you know for sure?\Has someone done it to find out?\Of course we can't say for sure.\But the Buddhist philosophy says that you might not come back as a person when you're reborn.\But... a barnacle?\Well, religion is a human thing to begin with...\But anyway, listen to me.\This is the important part. response:	When we were still in the world of the living, death was something that came indiscriminately and randomly.
context: Has someone done it to find out?\Of course we can't say for sure.\But the Buddhist philosophy says that you might not come back as a person when you're reborn.\But... a barnacle?\Well, religion is a human thing to begin with...\But anyway, listen to me.\This is the important part.\When we were still in the world of the living, death was something that came indiscriminately and randomly. response:	So, there was no way to fight it.
context: Of course we can't say for sure.\But the Buddhist philosophy says that you might not come back as a person when you're reborn.\But... a barnacle?\Well, religion is a human thing to begin with...\But anyway, listen to me.\This is the important part.\When we were still in the world of the living, death was something that came indiscriminately and randomly.\So, there was no way to fight it. response:	But this world is different.
context: But the Buddhist philosophy says that you might not come back as a person when you're reborn.\But... a barnacle?\Well, religion is a human thing to begin with...\But anyway, listen to me.\This is the important part.\When we were still in the world of the living, death was something that came indiscriminately and randomly.\So, there was no way to fight it.\But this world is different. response:	As long as you oppose Angel, you'll continue living.
context: But... a barnacle?\Well, religion is a human thing to begin with...\But anyway, listen to me.\This is the important part.\When we were still in the world of the living, death was something that came indiscriminately and randomly.\So, there was no way to fight it.\But this world is different.\As long as you oppose Angel, you'll continue living. response:	You can fight it!
context: Well, religion is a human thing to begin with...\But anyway, listen to me.\This is the important part.\When we were still in the world of the living, death was something that came indiscriminately and randomly.\So, there was no way to fight it.\But this world is different.\As long as you oppose Angel, you'll continue living.\You can fight it! response:	But wait...
context: But anyway, listen to me.\This is the important part.\When we were still in the world of the living, death was something that came indiscriminately and randomly.\So, there was no way to fight it.\But this world is different.\As long as you oppose Angel, you'll continue living.\You can fight it!\But wait... response:	What was all that back then?
context: This is the important part.\When we were still in the world of the living, death was something that came indiscriminately and randomly.\So, there was no way to fight it.\But this world is different.\As long as you oppose Angel, you'll continue living.\You can fight it!\But wait...\What was all that back then? response:	What do you want to do, exactly?
context: When we were still in the world of the living, death was something that came indiscriminately and randomly.\So, there was no way to fight it.\But this world is different.\As long as you oppose Angel, you'll continue living.\You can fight it!\But wait...\What was all that back then?\What do you want to do, exactly? response:	Our goal is to erase Angel.
context: So, there was no way to fight it.\But this world is different.\As long as you oppose Angel, you'll continue living.\You can fight it!\But wait...\What was all that back then?\What do you want to do, exactly?\Our goal is to erase Angel. response:	And then take over this world!
context: But this world is different.\As long as you oppose Angel, you'll continue living.\You can fight it!\But wait...\What was all that back then?\What do you want to do, exactly?\Our goal is to erase Angel.\And then take over this world! response:	You only just got here, so it can't be helped if you're confused.
context: As long as you oppose Angel, you'll continue living.\You can fight it!\But wait...\What was all that back then?\What do you want to do, exactly?\Our goal is to erase Angel.\And then take over this world!\You only just got here, so it can't be helped if you're confused. response:	Try to be more flexible.
context: You can fight it!\But wait...\What was all that back then?\What do you want to do, exactly?\Our goal is to erase Angel.\And then take over this world!\You only just got here, so it can't be helped if you're confused.\Try to be more flexible. response:	Just accept things as they are.
context: But wait...\What was all that back then?\What do you want to do, exactly?\Our goal is to erase Angel.\And then take over this world!\You only just got here, so it can't be helped if you're confused.\Try to be more flexible.\Just accept things as they are. response:	And... fight?
context: What was all that back then?\What do you want to do, exactly?\Our goal is to erase Angel.\And then take over this world!\You only just got here, so it can't be helped if you're confused.\Try to be more flexible.\Just accept things as they are.\And... fight? response:	Against Angel?
context: What do you want to do, exactly?\Our goal is to erase Angel.\And then take over this world!\You only just got here, so it can't be helped if you're confused.\Try to be more flexible.\Just accept things as they are.\And... fight?\Against Angel? response:	That's right.
context: Our goal is to erase Angel.\And then take over this world!\You only just got here, so it can't be helped if you're confused.\Try to be more flexible.\Just accept things as they are.\And... fight?\Against Angel?\That's right. response:	Along with us.
context: And then take over this world!\You only just got here, so it can't be helped if you're confused.\Try to be more flexible.\Just accept things as they are.\And... fight?\Against Angel?\That's right.\Along with us. response:	Not so fast, Yuripp
context: You only just got here, so it can't be helped if you're confused.\Try to be more flexible.\Just accept things as they are.\And... fight?\Against Angel?\That's right.\Along with us.\Not so fast, Yuripp response:	Idiot.
context: Try to be more flexible.\Just accept things as they are.\And... fight?\Against Angel?\That's right.\Along with us.\Not so fast, Yuripp\Idiot. response:	He fell for his own trap...
context: Just accept things as they are.\And... fight?\Against Angel?\That's right.\Along with us.\Not so fast, Yuripp\Idiot.\He fell for his own trap... response:	So that's what happened to me?
context: And... fight?\Against Angel?\That's right.\Along with us.\Not so fast, Yuripp\Idiot.\He fell for his own trap...\So that's what happened to me? response:	If you want to enter this room safely you'll need the password.
context: Against Angel?\That's right.\Along with us.\Not so fast, Yuripp\Idiot.\He fell for his own trap...\So that's what happened to me?\If you want to enter this room safely you'll need the password. response:	This is the Anti - Angel Headquarters.
context: That's right.\Along with us.\Not so fast, Yuripp\Idiot.\He fell for his own trap...\So that's what happened to me?\If you want to enter this room safely you'll need the password.\This is the Anti - Angel Headquarters. response:	There's no other place we can safely talk.
context: Along with us.\Not so fast, Yuripp\Idiot.\He fell for his own trap...\So that's what happened to me?\If you want to enter this room safely you'll need the password.\This is the Anti - Angel Headquarters.\There's no other place we can safely talk. response:	Can you give me a bit of time?
context: Not so fast, Yuripp\Idiot.\He fell for his own trap...\So that's what happened to me?\If you want to enter this room safely you'll need the password.\This is the Anti - Angel Headquarters.\There's no other place we can safely talk.\Can you give me a bit of time? response:	As long as you do it somewhere else.
context: Idiot.\He fell for his own trap...\So that's what happened to me?\If you want to enter this room safely you'll need the password.\This is the Anti - Angel Headquarters.\There's no other place we can safely talk.\Can you give me a bit of time?\As long as you do it somewhere else. response:	Okay then!
context: He fell for his own trap...\So that's what happened to me?\If you want to enter this room safely you'll need the password.\This is the Anti - Angel Headquarters.\There's no other place we can safely talk.\Can you give me a bit of time?\As long as you do it somewhere else.\Okay then! response:	What's the password?
context: So that's what happened to me?\If you want to enter this room safely you'll need the password.\This is the Anti - Angel Headquarters.\There's no other place we can safely talk.\Can you give me a bit of time?\As long as you do it somewhere else.\Okay then!\What's the password? response:	No God, no Buddha, no Angels.
context: If you want to enter this room safely you'll need the password.\This is the Anti - Angel Headquarters.\There's no other place we can safely talk.\Can you give me a bit of time?\As long as you do it somewhere else.\Okay then!\What's the password?\No God, no Buddha, no Angels. response:	I'm Yuri, the leader of this battlefront.
context: This is the Anti - Angel Headquarters.\There's no other place we can safely talk.\Can you give me a bit of time?\As long as you do it somewhere else.\Okay then!\What's the password?\No God, no Buddha, no Angels.\I'm Yuri, the leader of this battlefront. response:	And this is Hinata - kun.
context: There's no other place we can safely talk.\Can you give me a bit of time?\As long as you do it somewhere else.\Okay then!\What's the password?\No God, no Buddha, no Angels.\I'm Yuri, the leader of this battlefront.\And this is Hinata - kun. response:	As you can see, he's a slob, but every now and then he pulls through.
context: Can you give me a bit of time?\As long as you do it somewhere else.\Okay then!\What's the password?\No God, no Buddha, no Angels.\I'm Yuri, the leader of this battlefront.\And this is Hinata - kun.\As you can see, he's a slob, but every now and then he pulls through. response:	Yep, I
context: As long as you do it somewhere else.\Okay then!\What's the password?\No God, no Buddha, no Angels.\I'm Yuri, the leader of this battlefront.\And this is Hinata - kun.\As you can see, he's a slob, but every now and then he pulls through.\Yep, I response:	That doesn't make me look good at all!
context: Okay then!\What's the password?\No God, no Buddha, no Angels.\I'm Yuri, the leader of this battlefront.\And this is Hinata - kun.\As you can see, he's a slob, but every now and then he pulls through.\Yep, I\That doesn't make me look good at all! response:	This is Matsushita - kun.
context: What's the password?\No God, no Buddha, no Angels.\I'm Yuri, the leader of this battlefront.\And this is Hinata - kun.\As you can see, he's a slob, but every now and then he pulls through.\Yep, I\That doesn't make me look good at all!\This is Matsushita - kun. response:	He's a Judo 5th Dan, so everyone calls him Matsushita 5th Dan out of respect.
context: No God, no Buddha, no Angels.\I'm Yuri, the leader of this battlefront.\And this is Hinata - kun.\As you can see, he's a slob, but every now and then he pulls through.\Yep, I\That doesn't make me look good at all!\This is Matsushita - kun.\He's a Judo 5th Dan, so everyone calls him Matsushita 5th Dan out of respect. response:	Pleased to meet ya.
context: I'm Yuri, the leader of this battlefront.\And this is Hinata - kun.\As you can see, he's a slob, but every now and then he pulls through.\Yep, I\That doesn't make me look good at all!\This is Matsushita - kun.\He's a Judo 5th Dan, so everyone calls him Matsushita 5th Dan out of respect.\Pleased to meet ya. response:	This is Oyama - kun.
context: And this is Hinata - kun.\As you can see, he's a slob, but every now and then he pulls through.\Yep, I\That doesn't make me look good at all!\This is Matsushita - kun.\He's a Judo 5th Dan, so everyone calls him Matsushita 5th Dan out of respect.\Pleased to meet ya.\This is Oyama - kun. response:	He specializes in having absolutely no specialty.
context: As you can see, he's a slob, but every now and then he pulls through.\Yep, I\That doesn't make me look good at all!\This is Matsushita - kun.\He's a Judo 5th Dan, so everyone calls him Matsushita 5th Dan out of respect.\Pleased to meet ya.\This is Oyama - kun.\He specializes in having absolutely no specialty. response:	Come on, let's dance!
context: Yep, I\That doesn't make me look good at all!\This is Matsushita - kun.\He's a Judo 5th Dan, so everyone calls him Matsushita 5th Dan out of respect.\Pleased to meet ya.\This is Oyama - kun.\He specializes in having absolutely no specialty.\Come on, let's dance! response:	I'm not dancing here...
context: That doesn't make me look good at all!\This is Matsushita - kun.\He's a Judo 5th Dan, so everyone calls him Matsushita 5th Dan out of respect.\Pleased to meet ya.\This is Oyama - kun.\He specializes in having absolutely no specialty.\Come on, let's dance!\I'm not dancing here... response:	That's his way of saying hi.
context: This is Matsushita - kun.\He's a Judo 5th Dan, so everyone calls him Matsushita 5th Dan out of respect.\Pleased to meet ya.\This is Oyama - kun.\He specializes in having absolutely no specialty.\Come on, let's dance!\I'm not dancing here...\That's his way of saying hi. response:	We call him TK.
context: He's a Judo 5th Dan, so everyone calls him Matsushita 5th Dan out of respect.\Pleased to meet ya.\This is Oyama - kun.\He specializes in having absolutely no specialty.\Come on, let's dance!\I'm not dancing here...\That's his way of saying hi.\We call him TK. response:	He's kind of a mysterious guy, and nobody knows his real name.
context: Pleased to meet ya.\This is Oyama - kun.\He specializes in having absolutely no specialty.\Come on, let's dance!\I'm not dancing here...\That's his way of saying hi.\We call him TK.\He's kind of a mysterious guy, and nobody knows his real name. response:	You're okay working with a guy like that?
context: This is Oyama - kun.\He specializes in having absolutely no specialty.\Come on, let's dance!\I'm not dancing here...\That's his way of saying hi.\We call him TK.\He's kind of a mysterious guy, and nobody knows his real name.\You're okay working with a guy like that? response:	The guy who keeps propping up his glasses to look smart is Takamatsu-kun.
context: He specializes in having absolutely no specialty.\Come on, let's dance!\I'm not dancing here...\That's his way of saying hi.\We call him TK.\He's kind of a mysterious guy, and nobody knows his real name.\You're okay working with a guy like that?\The guy who keeps propping up his glasses to look smart is Takamatsu-kun. response:	In reality, he's an idiot.
context: Come on, let's dance!\I'm not dancing here...\That's his way of saying hi.\We call him TK.\He's kind of a mysterious guy, and nobody knows his real name.\You're okay working with a guy like that?\The guy who keeps propping up his glasses to look smart is Takamatsu-kun.\In reality, he's an idiot. response:	Pleased to meet you.
context: I'm not dancing here...\That's his way of saying hi.\We call him TK.\He's kind of a mysterious guy, and nobody knows his real name.\You're okay working with a guy like that?\The guy who keeps propping up his glasses to look smart is Takamatsu-kun.\In reality, he's an idiot.\Pleased to meet you. response:	And that's Fujimaki - kun.
context: That's his way of saying hi.\We call him TK.\He's kind of a mysterious guy, and nobody knows his real name.\You're okay working with a guy like that?\The guy who keeps propping up his glasses to look smart is Takamatsu-kun.\In reality, he's an idiot.\Pleased to meet you.\And that's Fujimaki - kun. response:	I'm Fujimaki, kid.
context: We call him TK.\He's kind of a mysterious guy, and nobody knows his real name.\You're okay working with a guy like that?\The guy who keeps propping up his glasses to look smart is Takamatsu-kun.\In reality, he's an idiot.\Pleased to meet you.\And that's Fujimaki - kun.\I'm Fujimaki, kid. response:	I'm no kid.
context: He's kind of a mysterious guy, and nobody knows his real name.\You're okay working with a guy like that?\The guy who keeps propping up his glasses to look smart is Takamatsu-kun.\In reality, he's an idiot.\Pleased to meet you.\And that's Fujimaki - kun.\I'm Fujimaki, kid.\I'm no kid. response:	And the guy who went flying earlier is Noda - kun.
context: You're okay working with a guy like that?\The guy who keeps propping up his glasses to look smart is Takamatsu-kun.\In reality, he's an idiot.\Pleased to meet you.\And that's Fujimaki - kun.\I'm Fujimaki, kid.\I'm no kid.\And the guy who went flying earlier is Noda - kun. response:	The girl who keeps saying how shallow - minded in the shadows is Shiina - san.
context: The guy who keeps propping up his glasses to look smart is Takamatsu-kun.\In reality, he's an idiot.\Pleased to meet you.\And that's Fujimaki - kun.\I'm Fujimaki, kid.\I'm no kid.\And the guy who went flying earlier is Noda - kun.\The girl who keeps saying how shallow - minded in the shadows is Shiina - san. response:	Sitting over here is Iwasawa - san, leader of the diversionary squad.
context: In reality, he's an idiot.\Pleased to meet you.\And that's Fujimaki - kun.\I'm Fujimaki, kid.\I'm no kid.\And the guy who went flying earlier is Noda - kun.\The girl who keeps saying how shallow - minded in the shadows is Shiina - san.\Sitting over here is Iwasawa - san, leader of the diversionary squad. response:	There are a few dozen more members around the school who aren't here at the moment.
context: Pleased to meet you.\And that's Fujimaki - kun.\I'm Fujimaki, kid.\I'm no kid.\And the guy who went flying earlier is Noda - kun.\The girl who keeps saying how shallow - minded in the shadows is Shiina - san.\Sitting over here is Iwasawa - san, leader of the diversionary squad.\There are a few dozen more members around the school who aren't here at the moment. response:	That reminds me, what's your name?
context: And that's Fujimaki - kun.\I'm Fujimaki, kid.\I'm no kid.\And the guy who went flying earlier is Noda - kun.\The girl who keeps saying how shallow - minded in the shadows is Shiina - san.\Sitting over here is Iwasawa - san, leader of the diversionary squad.\There are a few dozen more members around the school who aren't here at the moment.\That reminds me, what's your name? response:	Um...
context: I'm Fujimaki, kid.\I'm no kid.\And the guy who went flying earlier is Noda - kun.\The girl who keeps saying how shallow - minded in the shadows is Shiina - san.\Sitting over here is Iwasawa - san, leader of the diversionary squad.\There are a few dozen more members around the school who aren't here at the moment.\That reminds me, what's your name?\Um... response:	Otonashi...
context: I'm no kid.\And the guy who went flying earlier is Noda - kun.\The girl who keeps saying how shallow - minded in the shadows is Shiina - san.\Sitting over here is Iwasawa - san, leader of the diversionary squad.\There are a few dozen more members around the school who aren't here at the moment.\That reminds me, what's your name?\Um...\Otonashi... response:	Given name?
context: And the guy who went flying earlier is Noda - kun.\The girl who keeps saying how shallow - minded in the shadows is Shiina - san.\Sitting over here is Iwasawa - san, leader of the diversionary squad.\There are a few dozen more members around the school who aren't here at the moment.\That reminds me, what's your name?\Um...\Otonashi...\Given name? response:	I don't remember...
context: The girl who keeps saying how shallow - minded in the shadows is Shiina - san.\Sitting over here is Iwasawa - san, leader of the diversionary squad.\There are a few dozen more members around the school who aren't here at the moment.\That reminds me, what's your name?\Um...\Otonashi...\Given name?\I don't remember... response:	Amnesia, huh?
context: Sitting over here is Iwasawa - san, leader of the diversionary squad.\There are a few dozen more members around the school who aren't here at the moment.\That reminds me, what's your name?\Um...\Otonashi...\Given name?\I don't remember...\Amnesia, huh? response:	Don't worry, it'll eventually come back to you.
context: There are a few dozen more members around the school who aren't here at the moment.\That reminds me, what's your name?\Um...\Otonashi...\Given name?\I don't remember...\Amnesia, huh?\Don't worry, it'll eventually come back to you. response:	Hey, shouldn't we give him a uniform?
context: That reminds me, what's your name?\Um...\Otonashi...\Given name?\I don't remember...\Amnesia, huh?\Don't worry, it'll eventually come back to you.\Hey, shouldn't we give him a uniform? response:	I guess so...
context: Um...\Otonashi...\Given name?\I don't remember...\Amnesia, huh?\Don't worry, it'll eventually come back to you.\Hey, shouldn't we give him a uniform?\I guess so... response:	I totally forgot.
context: Otonashi...\Given name?\I don't remember...\Amnesia, huh?\Don't worry, it'll eventually come back to you.\Hey, shouldn't we give him a uniform?\I guess so...\I totally forgot. response:	Speaking of which, why am I in a different uniform from you guys?
context: Given name?\I don't remember...\Amnesia, huh?\Don't worry, it'll eventually come back to you.\Hey, shouldn't we give him a uniform?\I guess so...\I totally forgot.\Speaking of which, why am I in a different uniform from you guys? response:	You're not the one who's different, it's us who are.
context: I don't remember...\Amnesia, huh?\Don't worry, it'll eventually come back to you.\Hey, shouldn't we give him a uniform?\I guess so...\I totally forgot.\Speaking of which, why am I in a different uniform from you guys?\You're not the one who's different, it's us who are. response:	That's the model student uniform.
context: Amnesia, huh?\Don't worry, it'll eventually come back to you.\Hey, shouldn't we give him a uniform?\I guess so...\I totally forgot.\Speaking of which, why am I in a different uniform from you guys?\You're not the one who's different, it's us who are.\That's the model student uniform. response:	This is our Class 3S uniform.
context: Don't worry, it'll eventually come back to you.\Hey, shouldn't we give him a uniform?\I guess so...\I totally forgot.\Speaking of which, why am I in a different uniform from you guys?\You're not the one who's different, it's us who are.\That's the model student uniform.\This is our Class 3S uniform. response:	This sure is a big school.
context: Hey, shouldn't we give him a uniform?\I guess so...\I totally forgot.\Speaking of which, why am I in a different uniform from you guys?\You're not the one who's different, it's us who are.\That's the model student uniform.\This is our Class 3S uniform.\This sure is a big school. response:	Total student count of over 2000.
context: I guess so...\I totally forgot.\Speaking of which, why am I in a different uniform from you guys?\You're not the one who's different, it's us who are.\That's the model student uniform.\This is our Class 3S uniform.\This sure is a big school.\Total student count of over 2000. response:	It's a mammoth boarding school.
context: I totally forgot.\Speaking of which, why am I in a different uniform from you guys?\You're not the one who's different, it's us who are.\That's the model student uniform.\This is our Class 3S uniform.\This sure is a big school.\Total student count of over 2000.\It's a mammoth boarding school. response:	Just who
context: Speaking of which, why am I in a different uniform from you guys?\You're not the one who's different, it's us who are.\That's the model student uniform.\This is our Class 3S uniform.\This sure is a big school.\Total student count of over 2000.\It's a mammoth boarding school.\Just who response:	Hey, is it okay to be talking out here?
context: You're not the one who's different, it's us who are.\That's the model student uniform.\This is our Class 3S uniform.\This sure is a big school.\Total student count of over 2000.\It's a mammoth boarding school.\Just who\Hey, is it okay to be talking out here? response:	Yeah, as long as it's not about operations.
context: That's the model student uniform.\This is our Class 3S uniform.\This sure is a big school.\Total student count of over 2000.\It's a mammoth boarding school.\Just who\Hey, is it okay to be talking out here?\Yeah, as long as it's not about operations. response:	I feel like I've been tricked...
context: This is our Class 3S uniform.\This sure is a big school.\Total student count of over 2000.\It's a mammoth boarding school.\Just who\Hey, is it okay to be talking out here?\Yeah, as long as it's not about operations.\I feel like I've been tricked... response:	What?
context: This sure is a big school.\Total student count of over 2000.\It's a mammoth boarding school.\Just who\Hey, is it okay to be talking out here?\Yeah, as long as it's not about operations.\I feel like I've been tricked...\What? response:	Nothing. Is that canned coffee?
context: Total student count of over 2000.\It's a mammoth boarding school.\Just who\Hey, is it okay to be talking out here?\Yeah, as long as it's not about operations.\I feel like I've been tricked...\What?\Nothing. Is that canned coffee? response:	Key coffee. It's good.
context: It's a mammoth boarding school.\Just who\Hey, is it okay to be talking out here?\Yeah, as long as it's not about operations.\I feel like I've been tricked...\What?\Nothing. Is that canned coffee?\Key coffee. It's good. response:	Was that your question?
context: Just who\Hey, is it okay to be talking out here?\Yeah, as long as it's not about operations.\I feel like I've been tricked...\What?\Nothing. Is that canned coffee?\Key coffee. It's good.\Was that your question? response:	No...
context: Hey, is it okay to be talking out here?\Yeah, as long as it's not about operations.\I feel like I've been tricked...\What?\Nothing. Is that canned coffee?\Key coffee. It's good.\Was that your question?\No... response:	What about them?
context: Yeah, as long as it's not about operations.\I feel like I've been tricked...\What?\Nothing. Is that canned coffee?\Key coffee. It's good.\Was that your question?\No...\What about them? response:	They're in the middle of club activities or going home.
context: I feel like I've been tricked...\What?\Nothing. Is that canned coffee?\Key coffee. It's good.\Was that your question?\No...\What about them?\They're in the middle of club activities or going home. response:	You don't participate?
context: What?\Nothing. Is that canned coffee?\Key coffee. It's good.\Was that your question?\No...\What about them?\They're in the middle of club activities or going home.\You don't participate? response:	If we did, we'd disappear.
context: Nothing. Is that canned coffee?\Key coffee. It's good.\Was that your question?\No...\What about them?\They're in the middle of club activities or going home.\You don't participate?\If we did, we'd disappear. response:	What?
context: Key coffee. It's good.\Was that your question?\No...\What about them?\They're in the middle of club activities or going home.\You don't participate?\If we did, we'd disappear.\What? response:	If us people attend class and join clubs like Angel says, we'd disappear.
context: Was that your question?\No...\What about them?\They're in the middle of club activities or going home.\You don't participate?\If we did, we'd disappear.\What?\If us people attend class and join clubs like Angel says, we'd disappear. response:	People?
context: No...\What about them?\They're in the middle of club activities or going home.\You don't participate?\If we did, we'd disappear.\What?\If us people attend class and join clubs like Angel says, we'd disappear.\People? response:	You almost sound like you're saying those aren't people.
context: What about them?\They're in the middle of club activities or going home.\You don't participate?\If we did, we'd disappear.\What?\If us people attend class and join clubs like Angel says, we'd disappear.\People?\You almost sound like you're saying those aren't people. response:	Exactly. They're NPC's.
context: They're in the middle of club activities or going home.\You don't participate?\If we did, we'd disappear.\What?\If us people attend class and join clubs like Angel says, we'd disappear.\People?\You almost sound like you're saying those aren't people.\Exactly. They're NPC's. response:	NPC's?
context: You don't participate?\If we did, we'd disappear.\What?\If us people attend class and join clubs like Angel says, we'd disappear.\People?\You almost sound like you're saying those aren't people.\Exactly. They're NPC's.\NPC's? response:	You haven't heard of that? Non - player characters.
context: If we did, we'd disappear.\What?\If us people attend class and join clubs like Angel says, we'd disappear.\People?\You almost sound like you're saying those aren't people.\Exactly. They're NPC's.\NPC's?\You haven't heard of that? Non - player characters. response:	We're in a game now?
context: What?\If us people attend class and join clubs like Angel says, we'd disappear.\People?\You almost sound like you're saying those aren't people.\Exactly. They're NPC's.\NPC's?\You haven't heard of that? Non - player characters.\We're in a game now? response:	It was just an analogy.
context: If us people attend class and join clubs like Angel says, we'd disappear.\People?\You almost sound like you're saying those aren't people.\Exactly. They're NPC's.\NPC's?\You haven't heard of that? Non - player characters.\We're in a game now?\It was just an analogy. response:	I mean they're models that have been here since the start of this world.
context: People?\You almost sound like you're saying those aren't people.\Exactly. They're NPC's.\NPC's?\You haven't heard of that? Non - player characters.\We're in a game now?\It was just an analogy.\I mean they're models that have been here since the start of this world. response:	So they aren't conscious?
context: You almost sound like you're saying those aren't people.\Exactly. They're NPC's.\NPC's?\You haven't heard of that? Non - player characters.\We're in a game now?\It was just an analogy.\I mean they're models that have been here since the start of this world.\So they aren't conscious? response:	If you talk to them, do they give the same answer every time?
context: Exactly. They're NPC's.\NPC's?\You haven't heard of that? Non - player characters.\We're in a game now?\It was just an analogy.\I mean they're models that have been here since the start of this world.\So they aren't conscious?\If you talk to them, do they give the same answer every time? response:	Why don't you try it?
context: NPC's?\You haven't heard of that? Non - player characters.\We're in a game now?\It was just an analogy.\I mean they're models that have been here since the start of this world.\So they aren't conscious?\If you talk to them, do they give the same answer every time?\Why don't you try it? response:	You probably wouldn't be able to figure out the difference between us and them since you just got here.
context: You haven't heard of that? Non - player characters.\We're in a game now?\It was just an analogy.\I mean they're models that have been here since the start of this world.\So they aren't conscious?\If you talk to them, do they give the same answer every time?\Why don't you try it?\You probably wouldn't be able to figure out the difference between us and them since you just got here. response:	You can converse with them?
context: We're in a game now?\It was just an analogy.\I mean they're models that have been here since the start of this world.\So they aren't conscious?\If you talk to them, do they give the same answer every time?\Why don't you try it?\You probably wouldn't be able to figure out the difference between us and them since you just got here.\You can converse with them? response:	Try poking a girl up the ass.
context: It was just an analogy.\I mean they're models that have been here since the start of this world.\So they aren't conscious?\If you talk to them, do they give the same answer every time?\Why don't you try it?\You probably wouldn't be able to figure out the difference between us and them since you just got here.\You can converse with them?\Try poking a girl up the ass. response:	Up the ass?
context: I mean they're models that have been here since the start of this world.\So they aren't conscious?\If you talk to them, do they give the same answer every time?\Why don't you try it?\You probably wouldn't be able to figure out the difference between us and them since you just got here.\You can converse with them?\Try poking a girl up the ass.\Up the ass? response:	They'll run away or kick you.
context: So they aren't conscious?\If you talk to them, do they give the same answer every time?\Why don't you try it?\You probably wouldn't be able to figure out the difference between us and them since you just got here.\You can converse with them?\Try poking a girl up the ass.\Up the ass?\They'll run away or kick you. response:	Well - made, aren't they...
context: If you talk to them, do they give the same answer every time?\Why don't you try it?\You probably wouldn't be able to figure out the difference between us and them since you just got here.\You can converse with them?\Try poking a girl up the ass.\Up the ass?\They'll run away or kick you.\Well - made, aren't they... response:	The teachers too?
context: Why don't you try it?\You probably wouldn't be able to figure out the difference between us and them since you just got here.\You can converse with them?\Try poking a girl up the ass.\Up the ass?\They'll run away or kick you.\Well - made, aren't they...\The teachers too? response:	Right. Also, NPC's don't age.
context: You probably wouldn't be able to figure out the difference between us and them since you just got here.\You can converse with them?\Try poking a girl up the ass.\Up the ass?\They'll run away or kick you.\Well - made, aren't they...\The teachers too?\Right. Also, NPC's don't age. response:	Same with us.
context: You can converse with them?\Try poking a girl up the ass.\Up the ass?\They'll run away or kick you.\Well - made, aren't they...\The teachers too?\Right. Also, NPC's don't age.\Same with us. response:	Any other questions?
context: Try poking a girl up the ass.\Up the ass?\They'll run away or kick you.\Well - made, aren't they...\The teachers too?\Right. Also, NPC's don't age.\Same with us.\Any other questions? response:	How violent is Angel?
context: Up the ass?\They'll run away or kick you.\Well - made, aren't they...\The teachers too?\Right. Also, NPC's don't age.\Same with us.\Any other questions?\How violent is Angel? response:	I was stabbed as soon as I met her.
context: They'll run away or kick you.\Well - made, aren't they...\The teachers too?\Right. Also, NPC's don't age.\Same with us.\Any other questions?\How violent is Angel?\I was stabbed as soon as I met her. response:	I saw that, but that was completely your fault.
context: Well - made, aren't they...\The teachers too?\Right. Also, NPC's don't age.\Same with us.\Any other questions?\How violent is Angel?\I was stabbed as soon as I met her.\I saw that, but that was completely your fault. response:	If you ask Angel to prove that you can't die, of course she'd stab you through the heart.
context: The teachers too?\Right. Also, NPC's don't age.\Same with us.\Any other questions?\How violent is Angel?\I was stabbed as soon as I met her.\I saw that, but that was completely your fault.\If you ask Angel to prove that you can't die, of course she'd stab you through the heart. response:	For her, that's the same as telling you where the staff room is if you asked.
context: Right. Also, NPC's don't age.\Same with us.\Any other questions?\How violent is Angel?\I was stabbed as soon as I met her.\I saw that, but that was completely your fault.\If you ask Angel to prove that you can't die, of course she'd stab you through the heart.\For her, that's the same as telling you where the staff room is if you asked. response:	So Angel obeys the rules of this world.
context: Same with us.\Any other questions?\How violent is Angel?\I was stabbed as soon as I met her.\I saw that, but that was completely your fault.\If you ask Angel to prove that you can't die, of course she'd stab you through the heart.\For her, that's the same as telling you where the staff room is if you asked.\So Angel obeys the rules of this world. response:	It's more like she's not good with people.
context: Any other questions?\How violent is Angel?\I was stabbed as soon as I met her.\I saw that, but that was completely your fault.\If you ask Angel to prove that you can't die, of course she'd stab you through the heart.\For her, that's the same as telling you where the staff room is if you asked.\So Angel obeys the rules of this world.\It's more like she's not good with people. response:	Is she conscious?
context: How violent is Angel?\I was stabbed as soon as I met her.\I saw that, but that was completely your fault.\If you ask Angel to prove that you can't die, of course she'd stab you through the heart.\For her, that's the same as telling you where the staff room is if you asked.\So Angel obeys the rules of this world.\It's more like she's not good with people.\Is she conscious? response:	No idea, that's a mystery.
context: I was stabbed as soon as I met her.\I saw that, but that was completely your fault.\If you ask Angel to prove that you can't die, of course she'd stab you through the heart.\For her, that's the same as telling you where the staff room is if you asked.\So Angel obeys the rules of this world.\It's more like she's not good with people.\Is she conscious?\No idea, that's a mystery. response:	She's emotionless, blunt, and uses way too few words to be an NPC.
context: I saw that, but that was completely your fault.\If you ask Angel to prove that you can't die, of course she'd stab you through the heart.\For her, that's the same as telling you where the staff room is if you asked.\So Angel obeys the rules of this world.\It's more like she's not good with people.\Is she conscious?\No idea, that's a mystery.\She's emotionless, blunt, and uses way too few words to be an NPC. response:	So it's not that easy to get kill
