context: You fell into a pond? response:	No wonder you smell so bad.
context: and play along until she gets over him.\I'm over you!\B: Reveal everything and ask her to forgive me.\I forgive you!\The first option is the correct one if I'm thinking about the future, but...\Hey, Kintaro-kun,\don't you have something to say to me?\It might not be that simple. response:	Right. There's something I have to tell you.
context: I'm over you!\B: Reveal everything and ask her to forgive me.\I forgive you!\The first option is the correct one if I'm thinking about the future, but...\Hey, Kintaro-kun,\don't you have something to say to me?\It might not be that simple.\Right. There's something I have to tell you. response:	I'm sorry.
context: B: Reveal everything and ask her to forgive me.\I forgive you!\The first option is the correct one if I'm thinking about the future, but...\Hey, Kintaro-kun,\don't you have something to say to me?\It might not be that simple.\Right. There's something I have to tell you.\I'm sorry. response:	I'm actually...
context: I forgive you!\The first option is the correct one if I'm thinking about the future, but...\Hey, Kintaro-kun,\don't you have something to say to me?\It might not be that simple.\Right. There's something I have to tell you.\I'm sorry.\I'm actually... response:	It's all right.
context: The first option is the correct one if I'm thinking about the future, but...\Hey, Kintaro-kun,\don't you have something to say to me?\It might not be that simple.\Right. There's something I have to tell you.\I'm sorry.\I'm actually...\It's all right. response:	I'll forgive you for standing me up on campfire night.
context: Hey, Kintaro-kun,\don't you have something to say to me?\It might not be that simple.\Right. There's something I have to tell you.\I'm sorry.\I'm actually...\It's all right.\I'll forgive you for standing me up on campfire night. response:	Although, that was just me aggressively telling you to come anyway.
context: don't you have something to say to me?\It might not be that simple.\Right. There's something I have to tell you.\I'm sorry.\I'm actually...\It's all right.\I'll forgive you for standing me up on campfire night.\Although, that was just me aggressively telling you to come anyway. response:	No, I mean...
context: It might not be that simple.\Right. There's something I have to tell you.\I'm sorry.\I'm actually...\It's all right.\I'll forgive you for standing me up on campfire night.\Although, that was just me aggressively telling you to come anyway.\No, I mean... response:	Okay, that's the end of that.
context: Right. There's something I have to tell you.\I'm sorry.\I'm actually...\It's all right.\I'll forgive you for standing me up on campfire night.\Although, that was just me aggressively telling you to come anyway.\No, I mean...\Okay, that's the end of that. response:	You can have this back.
context: I'm sorry.\I'm actually...\It's all right.\I'll forgive you for standing me up on campfire night.\Although, that was just me aggressively telling you to come anyway.\No, I mean...\Okay, that's the end of that.\You can have this back. response:	You promised to hang out with me all day today, right?
context: I'm actually...\It's all right.\I'll forgive you for standing me up on campfire night.\Although, that was just me aggressively telling you to come anyway.\No, I mean...\Okay, that's the end of that.\You can have this back.\You promised to hang out with me all day today, right? response:	You better not bail on me this time.
context: It's all right.\I'll forgive you for standing me up on campfire night.\Although, that was just me aggressively telling you to come anyway.\No, I mean...\Okay, that's the end of that.\You can have this back.\You promised to hang out with me all day today, right?\You better not bail on me this time. response:	Actually, I...
context: I'll forgive you for standing me up on campfire night.\Although, that was just me aggressively telling you to come anyway.\No, I mean...\Okay, that's the end of that.\You can have this back.\You promised to hang out with me all day today, right?\You better not bail on me this time.\Actually, I... response:	Hang on, I'm concentrating.
context: Although, that was just me aggressively telling you to come anyway.\No, I mean...\Okay, that's the end of that.\You can have this back.\You promised to hang out with me all day today, right?\You better not bail on me this time.\Actually, I...\Hang on, I'm concentrating. response:	I don't think now's the time to tell her who I am.
context: No, I mean...\Okay, that's the end of that.\You can have this back.\You promised to hang out with me all day today, right?\You better not bail on me this time.\Actually, I...\Hang on, I'm concentrating.\I don't think now's the time to tell her who I am. response:	All right...
context: Okay, that's the end of that.\You can have this back.\You promised to hang out with me all day today, right?\You better not bail on me this time.\Actually, I...\Hang on, I'm concentrating.\I don't think now's the time to tell her who I am.\All right... response:	Let's get this done quick.
context: You can have this back.\You promised to hang out with me all day today, right?\You better not bail on me this time.\Actually, I...\Hang on, I'm concentrating.\I don't think now's the time to tell her who I am.\All right...\Let's get this done quick. response:	What are you making?
context: You promised to hang out with me all day today, right?\You better not bail on me this time.\Actually, I...\Hang on, I'm concentrating.\I don't think now's the time to tell her who I am.\All right...\Let's get this done quick.\What are you making? response:	Sorry, I have to make a phone call.
context: You better not bail on me this time.\Actually, I...\Hang on, I'm concentrating.\I don't think now's the time to tell her who I am.\All right...\Let's get this done quick.\What are you making?\Sorry, I have to make a phone call. response:	Hello? Uesugi?
context: Actually, I...\Hang on, I'm concentrating.\I don't think now's the time to tell her who I am.\All right...\Let's get this done quick.\What are you making?\Sorry, I have to make a phone call.\Hello? Uesugi? response:	Kintaro-kun's so nice!
context: Hang on, I'm concentrating.\I don't think now's the time to tell her who I am.\All right...\Let's get this done quick.\What are you making?\Sorry, I have to make a phone call.\Hello? Uesugi?\Kintaro-kun's so nice! response:	And I get so nervous, I can't even look him in the eye.
context: I don't think now's the time to tell her who I am.\All right...\Let's get this done quick.\What are you making?\Sorry, I have to make a phone call.\Hello? Uesugi?\Kintaro-kun's so nice!\And I get so nervous, I can't even look him in the eye. response:	Wh-What do you want?
context: All right...\Let's get this done quick.\What are you making?\Sorry, I have to make a phone call.\Hello? Uesugi?\Kintaro-kun's so nice!\And I get so nervous, I can't even look him in the eye.\Wh-What do you want? response:	Oh, sorry.
context: Let's get this done quick.\What are you making?\Sorry, I have to make a phone call.\Hello? Uesugi?\Kintaro-kun's so nice!\And I get so nervous, I can't even look him in the eye.\Wh-What do you want?\Oh, sorry. response:	Kintaro-kun doesn't hate cream puffs, does he?
context: What are you making?\Sorry, I have to make a phone call.\Hello? Uesugi?\Kintaro-kun's so nice!\And I get so nervous, I can't even look him in the eye.\Wh-What do you want?\Oh, sorry.\Kintaro-kun doesn't hate cream puffs, does he? response:	I think he loves them.
context: Sorry, I have to make a phone call.\Hello? Uesugi?\Kintaro-kun's so nice!\And I get so nervous, I can't even look him in the eye.\Wh-What do you want?\Oh, sorry.\Kintaro-kun doesn't hate cream puffs, does he?\I think he loves them. response:	Probably.
context: Hello? Uesugi?\Kintaro-kun's so nice!\And I get so nervous, I can't even look him in the eye.\Wh-What do you want?\Oh, sorry.\Kintaro-kun doesn't hate cream puffs, does he?\I think he loves them.\Probably. response:	Okay.
context: Kintaro-kun's so nice!\And I get so nervous, I can't even look him in the eye.\Wh-What do you want?\Oh, sorry.\Kintaro-kun doesn't hate cream puffs, does he?\I think he loves them.\Probably.\Okay. response:	I was thinking of making cream puffs.
context: And I get so nervous, I can't even look him in the eye.\Wh-What do you want?\Oh, sorry.\Kintaro-kun doesn't hate cream puffs, does he?\I think he loves them.\Probably.\Okay.\I was thinking of making cream puffs. response:	Nice.
context: Wh-What do you want?\Oh, sorry.\Kintaro-kun doesn't hate cream puffs, does he?\I think he loves them.\Probably.\Okay.\I was thinking of making cream puffs.\Nice. response:	I love cream puffs.
context: Oh, sorry.\Kintaro-kun doesn't hate cream puffs, does he?\I think he loves them.\Probably.\Okay.\I was thinking of making cream puffs.\Nice.\I love cream puffs. response:	N-No way.
context: Kintaro-kun doesn't hate cream puffs, does he?\I think he loves them.\Probably.\Okay.\I was thinking of making cream puffs.\Nice.\I love cream puffs.\N-No way. response:	I never thought you'd mess up cooking, Nino.
context: I think he loves them.\Probably.\Okay.\I was thinking of making cream puffs.\Nice.\I love cream puffs.\N-No way.\I never thought you'd mess up cooking, Nino. response:	Huh?
context: Probably.\Okay.\I was thinking of making cream puffs.\Nice.\I love cream puffs.\N-No way.\I never thought you'd mess up cooking, Nino.\Huh? response:	Did you just...
context: Okay.\I was thinking of making cream puffs.\Nice.\I love cream puffs.\N-No way.\I never thought you'd mess up cooking, Nino.\Huh?\Did you just... response:	Oh, Futaro told me you're good at cooking.
context: I was thinking of making cream puffs.\Nice.\I love cream puffs.\N-No way.\I never thought you'd mess up cooking, Nino.\Huh?\Did you just...\Oh, Futaro told me you're good at cooking. response:	No, I mean...
context: Nice.\I love cream puffs.\N-No way.\I never thought you'd mess up cooking, Nino.\Huh?\Did you just...\Oh, Futaro told me you're good at cooking.\No, I mean... response:	Hey, he just called me by my first name!
context: I love cream puffs.\N-No way.\I never thought you'd mess up cooking, Nino.\Huh?\Did you just...\Oh, Futaro told me you're good at cooking.\No, I mean...\Hey, he just called me by my first name! response:	Quit calling me over stupid crap!
context: N-No way.\I never thought you'd mess up cooking, Nino.\Huh?\Did you just...\Oh, Futaro told me you're good at cooking.\No, I mean...\Hey, he just called me by my first name!\Quit calling me over stupid crap! response:	Help yourself.
context: I never thought you'd mess up cooking, Nino.\Huh?\Did you just...\Oh, Futaro told me you're good at cooking.\No, I mean...\Hey, he just called me by my first name!\Quit calling me over stupid crap!\Help yourself. response:	I made lots.
context: Huh?\Did you just...\Oh, Futaro told me you're good at cooking.\No, I mean...\Hey, he just called me by my first name!\Quit calling me over stupid crap!\Help yourself.\I made lots. response:	You sure did.
context: Did you just...\Oh, Futaro told me you're good at cooking.\No, I mean...\Hey, he just called me by my first name!\Quit calling me over stupid crap!\Help yourself.\I made lots.\You sure did. response:	We have so many.
context: Oh, Futaro told me you're good at cooking.\No, I mean...\Hey, he just called me by my first name!\Quit calling me over stupid crap!\Help yourself.\I made lots.\You sure did.\We have so many. response:	Let's call your sisters over to help finish them.
context: No, I mean...\Hey, he just called me by my first name!\Quit calling me over stupid crap!\Help yourself.\I made lots.\You sure did.\We have so many.\Let's call your sisters over to help finish them. response:	Please don't say that.
context: Hey, he just called me by my first name!\Quit calling me over stupid crap!\Help yourself.\I made lots.\You sure did.\We have so many.\Let's call your sisters over to help finish them.\Please don't say that. response:	We're finally alone together.
context: Quit calling me over stupid crap!\Help yourself.\I made lots.\You sure did.\We have so many.\Let's call your sisters over to help finish them.\Please don't say that.\We're finally alone together. response:	I don't want them to get in the way.
context: Help yourself.\I made lots.\You sure did.\We have so many.\Let's call your sisters over to help finish them.\Please don't say that.\We're finally alone together.\I don't want them to get in the way. response:	I only want you here with me.
context: I made lots.\You sure did.\We have so many.\Let's call your sisters over to help finish them.\Please don't say that.\We're finally alone together.\I don't want them to get in the way.\I only want you here with me. response:	You're definitely cousins.
context: You sure did.\We have so many.\Let's call your sisters over to help finish them.\Please don't say that.\We're finally alone together.\I don't want them to get in the way.\I only want you here with me.\You're definitely cousins. response:	Uesugi said the same thing, too.
context: We have so many.\Let's call your sisters over to help finish them.\Please don't say that.\We're finally alone together.\I don't want them to get in the way.\I only want you here with me.\You're definitely cousins.\Uesugi said the same thing, too. response:	I get that I'm causing him a lot of trouble, messing up his tutoring and stuff...
context: Let's call your sisters over to help finish them.\Please don't say that.\We're finally alone together.\I don't want them to get in the way.\I only want you here with me.\You're definitely cousins.\Uesugi said the same thing, too.\I get that I'm causing him a lot of trouble, messing up his tutoring and stuff... response:	That's not it.
context: Please don't say that.\We're finally alone together.\I don't want them to get in the way.\I only want you here with me.\You're definitely cousins.\Uesugi said the same thing, too.\I get that I'm causing him a lot of trouble, messing up his tutoring and stuff...\That's not it. response:	Of course it is. All he ever talks about is studying.
context: We're finally alone together.\I don't want them to get in the way.\I only want you here with me.\You're definitely cousins.\Uesugi said the same thing, too.\I get that I'm causing him a lot of trouble, messing up his tutoring and stuff...\That's not it.\Of course it is. All he ever talks about is studying. response:	I don't care about the exams!
context: I don't want them to get in the way.\I only want you here with me.\You're definitely cousins.\Uesugi said the same thing, too.\I get that I'm causing him a lot of trouble, messing up his tutoring and stuff...\That's not it.\Of course it is. All he ever talks about is studying.\I don't care about the exams! response:	I just want the five of you to be together!
context: I only want you here with me.\You're definitely cousins.\Uesugi said the same thing, too.\I get that I'm causing him a lot of trouble, messing up his tutoring and stuff...\That's not it.\Of course it is. All he ever talks about is studying.\I don't care about the exams!\I just want the five of you to be together! response:	I have something important to tell you.
context: You're definitely cousins.\Uesugi said the same thing, too.\I get that I'm causing him a lot of trouble, messing up his tutoring and stuff...\That's not it.\Of course it is. All he ever talks about is studying.\I don't care about the exams!\I just want the five of you to be together!\I have something important to tell you. response:	Hang on.
context: Uesugi said the same thing, too.\I get that I'm causing him a lot of trouble, messing up his tutoring and stuff...\That's not it.\Of course it is. All he ever talks about is studying.\I don't care about the exams!\I just want the five of you to be together!\I have something important to tell you.\Hang on. response:	I have a feeling this is going to be long.
context: I get that I'm causing him a lot of trouble, messing up his tutoring and stuff...\That's not it.\Of course it is. All he ever talks about is studying.\I don't care about the exams!\I just want the five of you to be together!\I have something important to tell you.\Hang on.\I have a feeling this is going to be long. response:	Can I go to the washroom?
context: That's not it.\Of course it is. All he ever talks about is studying.\I don't care about the exams!\I just want the five of you to be together!\I have something important to tell you.\Hang on.\I have a feeling this is going to be long.\Can I go to the washroom? response:	Huh?
context: Of course it is. All he ever talks about is studying.\I don't care about the exams!\I just want the five of you to be together!\I have something important to tell you.\Hang on.\I have a feeling this is going to be long.\Can I go to the washroom?\Huh? response:	Fine.
context: I don't care about the exams!\I just want the five of you to be together!\I have something important to tell you.\Hang on.\I have a feeling this is going to be long.\Can I go to the washroom?\Huh?\Fine. response:	What is it?
context: I just want the five of you to be together!\I have something important to tell you.\Hang on.\I have a feeling this is going to be long.\Can I go to the washroom?\Huh?\Fine.\What is it? response:	Are you by the hotel?
context: I have something important to tell you.\Hang on.\I have a feeling this is going to be long.\Can I go to the washroom?\Huh?\Fine.\What is it?\Are you by the hotel? response:	I guess you could say that.
context: Hang on.\I have a feeling this is going to be long.\Can I go to the washroom?\Huh?\Fine.\What is it?\Are you by the hotel?\I guess you could say that. response:	Come to the cafe on the first floor. Now.
context: I have a feeling this is going to be long.\Can I go to the washroom?\Huh?\Fine.\What is it?\Are you by the hotel?\I guess you could say that.\Come to the cafe on the first floor. Now. response:	What's the matter?
context: Can I go to the washroom?\Huh?\Fine.\What is it?\Are you by the hotel?\I guess you could say that.\Come to the cafe on the first floor. Now.\What's the matter? response:	Why are you drenched in sweat?
context: Huh?\Fine.\What is it?\Are you by the hotel?\I guess you could say that.\Come to the cafe on the first floor. Now.\What's the matter?\Why are you drenched in sweat? response:	Iced coffee is fine, right?
context: Fine.\What is it?\Are you by the hotel?\I guess you could say that.\Come to the cafe on the first floor. Now.\What's the matter?\Why are you drenched in sweat?\Iced coffee is fine, right? response:	Yeah.
context: What is it?\Are you by the hotel?\I guess you could say that.\Come to the cafe on the first floor. Now.\What's the matter?\Why are you drenched in sweat?\Iced coffee is fine, right?\Yeah. response:	I think he might ask me out.
context: Are you by the hotel?\I guess you could say that.\Come to the cafe on the first floor. Now.\What's the matter?\Why are you drenched in sweat?\Iced coffee is fine, right?\Yeah.\I think he might ask me out. response:	Uh-huh.
context: I guess you could say that.\Come to the cafe on the first floor. Now.\What's the matter?\Why are you drenched in sweat?\Iced coffee is fine, right?\Yeah.\I think he might ask me out.\Uh-huh. response:	I mean, he looked all serious, and he said he has something important to tell me.
context: Come to the cafe on the first floor. Now.\What's the matter?\Why are you drenched in sweat?\Iced coffee is fine, right?\Yeah.\I think he might ask me out.\Uh-huh.\I mean, he looked all serious, and he said he has something important to tell me. response:	Hey, Kintaro-kun!
context: What's the matter?\Why are you drenched in sweat?\Iced coffee is fine, right?\Yeah.\I think he might ask me out.\Uh-huh.\I mean, he looked all serious, and he said he has something important to tell me.\Hey, Kintaro-kun! response:	Kidding.
context: Why are you drenched in sweat?\Iced coffee is fine, right?\Yeah.\I think he might ask me out.\Uh-huh.\I mean, he looked all serious, and he said he has something important to tell me.\Hey, Kintaro-kun!\Kidding. response:	He's obviously not here.
context: Iced coffee is fine, right?\Yeah.\I think he might ask me out.\Uh-huh.\I mean, he looked all serious, and he said he has something important to tell me.\Hey, Kintaro-kun!\Kidding.\He's obviously not here. response:	I know, right?
context: Yeah.\I think he might ask me out.\Uh-huh.\I mean, he looked all serious, and he said he has something important to tell me.\Hey, Kintaro-kun!\Kidding.\He's obviously not here.\I know, right? response:	I appreciate you letting me see him.
context: I think he might ask me out.\Uh-huh.\I mean, he looked all serious, and he said he has something important to tell me.\Hey, Kintaro-kun!\Kidding.\He's obviously not here.\I know, right?\I appreciate you letting me see him. response:	Come on.
context: Uh-huh.\I mean, he looked all serious, and he said he has something important to tell me.\Hey, Kintaro-kun!\Kidding.\He's obviously not here.\I know, right?\I appreciate you letting me see him.\Come on. response:	This isn't like you.
context: I mean, he looked all serious, and he said he has something important to tell me.\Hey, Kintaro-kun!\Kidding.\He's obviously not here.\I know, right?\I appreciate you letting me see him.\Come on.\This isn't like you. response:	Whatever happens going forward,
context: Hey, Kintaro-kun!\Kidding.\He's obviously not here.\I know, right?\I appreciate you letting me see him.\Come on.\This isn't like you.\Whatever happens going forward, response:	I'm going to find a conclusion to my current relationship with him.
context: Kidding.\He's obviously not here.\I know, right?\I appreciate you letting me see him.\Come on.\This isn't like you.\Whatever happens going forward,\I'm going to find a conclusion to my current relationship with him. response:	Nino...
context: He's obviously not here.\I know, right?\I appreciate you letting me see him.\Come on.\This isn't like you.\Whatever happens going forward,\I'm going to find a conclusion to my current relationship with him.\Nino... response:	Sorry I can't do anything.
context: I know, right?\I appreciate you letting me see him.\Come on.\This isn't like you.\Whatever happens going forward,\I'm going to find a conclusion to my current relationship with him.\Nino...\Sorry I can't do anything. response:	Good luck.
context: I appreciate you letting me see him.\Come on.\This isn't like you.\Whatever happens going forward,\I'm going to find a conclusion to my current relationship with him.\Nino...\Sorry I can't do anything.\Good luck. response:	I knew it.
context: Come on.\This isn't like you.\Whatever happens going forward,\I'm going to find a conclusion to my current relationship with him.\Nino...\Sorry I can't do anything.\Good luck.\I knew it. response:	I told you, you'd better not break your promise.
context: This isn't like you.\Whatever happens going forward,\I'm going to find a conclusion to my current relationship with him.\Nino...\Sorry I can't do anything.\Good luck.\I knew it.\I told you, you'd better not break your promise. response:	You didn't...
context: Whatever happens going forward,\I'm going to find a conclusion to my current relationship with him.\Nino...\Sorry I can't do anything.\Good luck.\I knew it.\I told you, you'd better not break your promise.\You didn't... response:	I'm obviously going to see through your disguise.
context: I'm going to find a conclusion to my current relationship with him.\Nino...\Sorry I can't do anything.\Good luck.\I knew it.\I told you, you'd better not break your promise.\You didn't...\I'm obviously going to see through your disguise. response:	You aren't twins, after all.
context: Nino...\Sorry I can't do anything.\Good luck.\I knew it.\I told you, you'd better not break your promise.\You didn't...\I'm obviously going to see through your disguise.\You aren't twins, after all. response:	Bye-bye.
context: Sorry I can't do anything.\Good luck.\I knew it.\I told you, you'd better not break your promise.\You didn't...\I'm obviously going to see through your disguise.\You aren't twins, after all.\Bye-bye. response:	Nino! Open up! Please!
context: Good luck.\I knew it.\I told you, you'd better not break your promise.\You didn't...\I'm obviously going to see through your disguise.\You aren't twins, after all.\Bye-bye.\Nino! Open up! Please! response:	Can I help you?
context: I knew it.\I told you, you'd better not break your promise.\You didn't...\I'm obviously going to see through your disguise.\You aren't twins, after all.\Bye-bye.\Nino! Open up! Please!\Can I help you? response:	The customer here just checked out.
context: I told you, you'd better not break your promise.\You didn't...\I'm obviously going to see through your disguise.\You aren't twins, after all.\Bye-bye.\Nino! Open up! Please!\Can I help you?\The customer here just checked out. response:	Meet onhhhhhhhhhhhhhhhhh the track at 6hhhhhhhh tomorrow morning!
context: You didn't...\I'm obviously going to see through your disguise.\You aren't twins, after all.\Bye-bye.\Nino! Open up! Please!\Can I help you?\The customer here just checked out.\Meet onhhhhhhhhhhhhhhhhh the track at 6hhhhhhhh tomorrow morning! response:	Captain Eba
context: I'm obviously going to see through your disguise.\You aren't twins, after all.\Bye-bye.\Nino! Open up! Please!\Can I help you?\The customer here just checked out.\Meet onhhhhhhhhhhhhhhhhh the track at 6hhhhhhhh tomorrow morning!\Captain Eba response:	It's morning.
context: You aren't twins, after all.\Bye-bye.\Nino! Open up! Please!\Can I help you?\The customer here just checked out.\Meet onhhhhhhhhhhhhhhhhh the track at 6hhhhhhhh tomorrow morning!\Captain Eba\It's morning. response:	Wake up, Itsuki.
context: Bye-bye.\Nino! Open up! Please!\Can I help you?\The customer here just checked out.\Meet onhhhhhhhhhhhhhhhhh the track at 6hhhhhhhh tomorrow morning!\Captain Eba\It's morning.\Wake up, Itsuki. response:	Just a little longer.
context: Nino! Open up! Please!\Can I help you?\The customer here just checked out.\Meet onhhhhhhhhhhhhhhhhh the track at 6hhhhhhhh tomorrow morning!\Captain Eba\It's morning.\Wake up, Itsuki.\Just a little longer. response:	We're leaving earlier today.
context: Can I help you?\The customer here just checked out.\Meet onhhhhhhhhhhhhhhhhh the track at 6hhhhhhhh tomorrow morning!\Captain Eba\It's morning.\Wake up, Itsuki.\Just a little longer.\We're leaving earlier today. response:	Give me five more minutes.
context: The customer here just checked out.\Meet onhhhhhhhhhhhhhhhhh the track at 6hhhhhhhh tomorrow morning!\Captain Eba\It's morning.\Wake up, Itsuki.\Just a little longer.\We're leaving earlier today.\Give me five more minutes. response:	No. Get up.
context: Meet onhhhhhhhhhhhhhhhhh the track at 6hhhhhhhh tomorrow morning!\Captain Eba\It's morning.\Wake up, Itsuki.\Just a little longer.\We're leaving earlier today.\Give me five more minutes.\No. Get up. response:	Why not, Nino?
context: Captain Eba\It's morning.\Wake up, Itsuki.\Just a little longer.\We're leaving earlier today.\Give me five more minutes.\No. Get up.\Why not, Nino? response:	U-Um...
context: It's morning.\Wake up, Itsuki.\Just a little longer.\We're leaving earlier today.\Give me five more minutes.\No. Get up.\Why not, Nino?\U-Um... response:	Good morning.
context: Wake up, Itsuki.\Just a little longer.\We're leaving earlier today.\Give me five more minutes.\No. Get up.\Why not, Nino?\U-Um...\Good morning. response:	Yeah.
context: Just a little longer.\We're leaving earlier today.\Give me five more minutes.\No. Get up.\Why not, Nino?\U-Um...\Good morning.\Yeah. response:	Good morning.
context: We're leaving earlier today.\Give me five more minutes.\No. Get up.\Why not, Nino?\U-Um...\Good morning.\Yeah.\Good morning. response:	Nino?
context: Give me five more minutes.\No. Get up.\Why not, Nino?\U-Um...\Good morning.\Yeah.\Good morning.\Nino? response:	I heard she's taking the day off.
context: No. Get up.\Why not, Nino?\U-Um...\Good morning.\Yeah.\Good morning.\Nino?\I heard she's taking the day off. response:	What?
context: Why not, Nino?\U-Um...\Good morning.\Yeah.\Good morning.\Nino?\I heard she's taking the day off.\What? response:	I thought so.
context: U-Um...\Good morning.\Yeah.\Good morning.\Nino?\I heard she's taking the day off.\What?\I thought so. response:	Let's go see Nino directly.
context: Good morning.\Yeah.\Good morning.\Nino?\I heard she's taking the day off.\What?\I thought so.\Let's go see Nino directly. response:	Sadly, that won't work anymore, either.
context: Yeah.\Good morning.\Nino?\I heard she's taking the day off.\What?\I thought so.\Let's go see Nino directly.\Sadly, that won't work anymore, either. response:	Believe in her and wait.
context: Good morning.\Nino?\I heard she's taking the day off.\What?\I thought so.\Let's go see Nino directly.\Sadly, that won't work anymore, either.\Believe in her and wait. response:	That's all I can do right now.
context: Nino?\I heard she's taking the day off.\What?\I thought so.\Let's go see Nino directly.\Sadly, that won't work anymore, either.\Believe in her and wait.\That's all I can do right now. response:	You've been weird all day today.
context: I heard she's taking the day off.\What?\I thought so.\Let's go see Nino directly.\Sadly, that won't work anymore, either.\Believe in her and wait.\That's all I can do right now.\You've been weird all day today. response:	Did something happen?
context: What?\I thought so.\Let's go see Nino directly.\Sadly, that won't work anymore, either.\Believe in her and wait.\That's all I can do right now.\You've been weird all day today.\Did something happen? response:	It's nothing.
context: I thought so.\Let's go see Nino directly.\Sadly, that won't work anymore, either.\Believe in her and wait.\That's all I can do right now.\You've been weird all day today.\Did something happen?\It's nothing. response:	Let's go.
context: Let's go see Nino directly.\Sadly, that won't work anymore, either.\Believe in her and wait.\That's all I can do right now.\You've been weird all day today.\Did something happen?\It's nothing.\Let's go. response:	We have to go find the other problem child.
context: Sadly, that won't work anymore, either.\Believe in her and wait.\That's all I can do right now.\You've been weird all day today.\Did something happen?\It's nothing.\Let's go.\We have to go find the other problem child. response:	It's all thanks to you that we made it into the marathon.
context: Believe in her and wait.\That's all I can do right now.\You've been weird all day today.\Did something happen?\It's nothing.\Let's go.\We have to go find the other problem child.\It's all thanks to you that we made it into the marathon. response:	We're all counting on the gifted runner, Nakano-san.
context: That's all I can do right now.\You've been weird all day today.\Did something happen?\It's nothing.\Let's go.\We have to go find the other problem child.\It's all thanks to you that we made it into the marathon.\We're all counting on the gifted runner, Nakano-san. response:	You? Gifted? The end times must be nigh.
context: You've been weird all day today.\Did something happen?\It's nothing.\Let's go.\We have to go find the other problem child.\It's all thanks to you that we made it into the marathon.\We're all counting on the gifted runner, Nakano-san.\You? Gifted? The end times must be nigh. response:	Who are you?
context: Did something happen?\It's nothing.\Let's go.\We have to go find the other problem child.\It's all thanks to you that we made it into the marathon.\We're all counting on the gifted runner, Nakano-san.\You? Gifted? The end times must be nigh.\Who are you? response:	Are you the captain?
context: It's nothing.\Let's go.\We have to go find the other problem child.\It's all thanks to you that we made it into the marathon.\We're all counting on the gifted runner, Nakano-san.\You? Gifted? The end times must be nigh.\Who are you?\Are you the captain? response:	You're quite impressive, practicing for a meet when we have finals coming up.
context: Let's go.\We have to go find the other problem child.\It's all thanks to you that we made it into the marathon.\We're all counting on the gifted runner, Nakano-san.\You? Gifted? The end times must be nigh.\Who are you?\Are you the captain?\You're quite impressive, practicing for a meet when we have finals coming up. response:	Yup.
context: We have to go find the other problem child.\It's all thanks to you that we made it into the marathon.\We're all counting on the gifted runner, Nakano-san.\You? Gifted? The end times must be nigh.\Who are you?\Are you the captain?\You're quite impressive, practicing for a meet when we have finals coming up.\Yup. response:	It's an important meet.
context: It's all thanks to you that we made it into the marathon.\We're all counting on the gifted runner, Nakano-san.\You? Gifted? The end times must be nigh.\Who are you?\Are you the captain?\You're quite impressive, practicing for a meet when we have finals coming up.\Yup.\It's an important meet. response:	We don't have time to care about exams.
context: We're all counting on the gifted runner, Nakano-san.\You? Gifted? The end times must be nigh.\Who are you?\Are you the captain?\You're quite impressive, practicing for a meet when we have finals coming up.\Yup.\It's an important meet.\We don't have time to care about exams. response:	What?
context: You? Gifted? The end times must be nigh.\Who are you?\Are you the captain?\You're quite impressive, practicing for a meet when we have finals coming up.\Yup.\It's an important meet.\We don't have time to care about exams.\What? response:	To care about exams?
context: Who are you?\Are you the captain?\You're quite impressive, practicing for a meet when we have finals coming up.\Yup.\It's an important meet.\We don't have time to care about exams.\What?\To care about exams? response:	Don't worry! I'm working on it!
context: Are you the captain?\You're quite impressive, practicing for a meet when we have finals coming up.\Yup.\It's an important meet.\We don't have time to care about exams.\What?\To care about exams?\Don't worry! I'm working on it! response:	Yotsuba, you aren't pushing yourself too hard, are you?
context: You're quite impressive, practicing for a meet when we have finals coming up.\Yup.\It's an important meet.\We don't have time to care about exams.\What?\To care about exams?\Don't worry! I'm working on it!\Yotsuba, you aren't pushing yourself too hard, are you? response:	No, it's all good.
context: Yup.\It's an important meet.\We don't have time to care about exams.\What?\To care about exams?\Don't worry! I'm working on it!\Yotsuba, you aren't pushing yourself too hard, are you?\No, it's all good. response:	Well, if you say so, I won't stop you.
context: It's an important meet.\We don't have time to care about exams.\What?\To care about exams?\Don't worry! I'm working on it!\Yotsuba, you aren't pushing yourself too hard, are you?\No, it's all good.\Well, if you say so, I won't stop you. response:	I'll run with you.
context: We don't have time to care about exams.\What?\To care about exams?\Don't worry! I'm working on it!\Yotsuba, you aren't pushing yourself too hard, are you?\No, it's all good.\Well, if you say so, I won't stop you.\I'll run with you. response:	I won't be interrupting, then, will I?
context: What?\To care about exams?\Don't worry! I'm working on it!\Yotsuba, you aren't pushing yourself too hard, are you?\No, it's all good.\Well, if you say so, I won't stop you.\I'll run with you.\I won't be interrupting, then, will I? response:	Five more laps!
context: To care about exams?\Don't worry! I'm working on it!\Yotsuba, you aren't pushing yourself too hard, are you?\No, it's all good.\Well, if you say so, I won't stop you.\I'll run with you.\I won't be interrupting, then, will I?\Five more laps! response:	I'm dying...
context: Don't worry! I'm working on it!\Yotsuba, you aren't pushing yourself too hard, are you?\No, it's all good.\Well, if you say so, I won't stop you.\I'll run with you.\I won't be interrupting, then, will I?\Five more laps!\I'm dying... response:	Uesugi-san, you should stop.
