context: 0:00 response:	6.05 August 23rd Thursday
context: I-I'm no one suspicious!\Suspicious?\You're super suspicious!\How can you say that when you were all over him, you temptress!\She wasn't all over me!\I just had my hand on her shoulder!\You should have just kissed while you were at it!\That's what you wanted me to see, right?! response:	Wait!
context: Suspicious?\You're super suspicious!\How can you say that when you were all over him, you temptress!\She wasn't all over me!\I just had my hand on her shoulder!\You should have just kissed while you were at it!\That's what you wanted me to see, right?!\Wait! response:	I hope you're happy together!
context: You're super suspicious!\How can you say that when you were all over him, you temptress!\She wasn't all over me!\I just had my hand on her shoulder!\You should have just kissed while you were at it!\That's what you wanted me to see, right?!\Wait!\I hope you're happy together! response:	Takagi!
context: How can you say that when you were all over him, you temptress!\She wasn't all over me!\I just had my hand on her shoulder!\You should have just kissed while you were at it!\That's what you wanted me to see, right?!\Wait!\I hope you're happy together!\Takagi! response:	Miyoshi!
context: She wasn't all over me!\I just had my hand on her shoulder!\You should have just kissed while you were at it!\That's what you wanted me to see, right?!\Wait!\I hope you're happy together!\Takagi!\Miyoshi! response:	Shut up! Leave me alone!
context: I just had my hand on her shoulder!\You should have just kissed while you were at it!\That's what you wanted me to see, right?!\Wait!\I hope you're happy together!\Takagi!\Miyoshi!\Shut up! Leave me alone! response:	Marry me!
context: You should have just kissed while you were at it!\That's what you wanted me to see, right?!\Wait!\I hope you're happy together!\Takagi!\Miyoshi!\Shut up! Leave me alone!\Marry me! response:	I love you more than anyone else!
context: That's what you wanted me to see, right?!\Wait!\I hope you're happy together!\Takagi!\Miyoshi!\Shut up! Leave me alone!\Marry me!\I love you more than anyone else! response:	Marry me!
context: Wait!\I hope you're happy together!\Takagi!\Miyoshi!\Shut up! Leave me alone!\Marry me!\I love you more than anyone else!\Marry me! response:	Idiot.
context: I hope you're happy together!\Takagi!\Miyoshi!\Shut up! Leave me alone!\Marry me!\I love you more than anyone else!\Marry me!\Idiot. response:	You're just trying to keep hold of me by copying Mashiro.
context: Takagi!\Miyoshi!\Shut up! Leave me alone!\Marry me!\I love you more than anyone else!\Marry me!\Idiot.\You're just trying to keep hold of me by copying Mashiro. response:	I'm not copying him.
context: Miyoshi!\Shut up! Leave me alone!\Marry me!\I love you more than anyone else!\Marry me!\Idiot.\You're just trying to keep hold of me by copying Mashiro.\I'm not copying him. response:	Let's do it now.
context: Shut up! Leave me alone!\Marry me!\I love you more than anyone else!\Marry me!\Idiot.\You're just trying to keep hold of me by copying Mashiro.\I'm not copying him.\Let's do it now. response:	Marry me right now.
context: Marry me!\I love you more than anyone else!\Marry me!\Idiot.\You're just trying to keep hold of me by copying Mashiro.\I'm not copying him.\Let's do it now.\Marry me right now. response:	R-Right now?
context: I love you more than anyone else!\Marry me!\Idiot.\You're just trying to keep hold of me by copying Mashiro.\I'm not copying him.\Let's do it now.\Marry me right now.\R-Right now? response:	I'm 19, and you're still 18!
context: Marry me!\Idiot.\You're just trying to keep hold of me by copying Mashiro.\I'm not copying him.\Let's do it now.\Marry me right now.\R-Right now?\I'm 19, and you're still 18! response:	We can legally marry!
context: Idiot.\You're just trying to keep hold of me by copying Mashiro.\I'm not copying him.\Let's do it now.\Marry me right now.\R-Right now?\I'm 19, and you're still 18!\We can legally marry! response:	But we're still college students!
context: You're just trying to keep hold of me by copying Mashiro.\I'm not copying him.\Let's do it now.\Marry me right now.\R-Right now?\I'm 19, and you're still 18!\We can legally marry!\But we're still college students! response:	I think it's a wonderful thing for college students to marry.
context: I'm not copying him.\Let's do it now.\Marry me right now.\R-Right now?\I'm 19, and you're still 18!\We can legally marry!\But we're still college students!\I think it's a wonderful thing for college students to marry. response:	You think it's wonderful?
context: Let's do it now.\Marry me right now.\R-Right now?\I'm 19, and you're still 18!\We can legally marry!\But we're still college students!\I think it's a wonderful thing for college students to marry.\You think it's wonderful? response:	Who the hell are you, anyway?
context: Marry me right now.\R-Right now?\I'm 19, and you're still 18!\We can legally marry!\But we're still college students!\I think it's a wonderful thing for college students to marry.\You think it's wonderful?\Who the hell are you, anyway? response:	I thought he was cheating with Iwase.
context: R-Right now?\I'm 19, and you're still 18!\We can legally marry!\But we're still college students!\I think it's a wonderful thing for college students to marry.\You think it's wonderful?\Who the hell are you, anyway?\I thought he was cheating with Iwase. response:	I'm Aoki Yuriko.
context: I'm 19, and you're still 18!\We can legally marry!\But we're still college students!\I think it's a wonderful thing for college students to marry.\You think it's wonderful?\Who the hell are you, anyway?\I thought he was cheating with Iwase.\I'm Aoki Yuriko. response:	I was serialized in Shounen Jack under the name Aoki Kou.
context: We can legally marry!\But we're still college students!\I think it's a wonderful thing for college students to marry.\You think it's wonderful?\Who the hell are you, anyway?\I thought he was cheating with Iwase.\I'm Aoki Yuriko.\I was serialized in Shounen Jack under the name Aoki Kou. response:	I know that,
context: But we're still college students!\I think it's a wonderful thing for college students to marry.\You think it's wonderful?\Who the hell are you, anyway?\I thought he was cheating with Iwase.\I'm Aoki Yuriko.\I was serialized in Shounen Jack under the name Aoki Kou.\I know that, response:	but you two were hugging back there.
context: I think it's a wonderful thing for college students to marry.\You think it's wonderful?\Who the hell are you, anyway?\I thought he was cheating with Iwase.\I'm Aoki Yuriko.\I was serialized in Shounen Jack under the name Aoki Kou.\I know that,\but you two were hugging back there. response:	Since you drew a manga like that, you and Takagi must be real close, huh?
context: You think it's wonderful?\Who the hell are you, anyway?\I thought he was cheating with Iwase.\I'm Aoki Yuriko.\I was serialized in Shounen Jack under the name Aoki Kou.\I know that,\but you two were hugging back there.\Since you drew a manga like that, you and Takagi must be real close, huh? response:	Well, that's...
context: Who the hell are you, anyway?\I thought he was cheating with Iwase.\I'm Aoki Yuriko.\I was serialized in Shounen Jack under the name Aoki Kou.\I know that,\but you two were hugging back there.\Since you drew a manga like that, you and Takagi must be real close, huh?\Well, that's... response:	I won't deny that.
context: I thought he was cheating with Iwase.\I'm Aoki Yuriko.\I was serialized in Shounen Jack under the name Aoki Kou.\I know that,\but you two were hugging back there.\Since you drew a manga like that, you and Takagi must be real close, huh?\Well, that's...\I won't deny that. response:	I thought so!
context: I'm Aoki Yuriko.\I was serialized in Shounen Jack under the name Aoki Kou.\I know that,\but you two were hugging back there.\Since you drew a manga like that, you and Takagi must be real close, huh?\Well, that's...\I won't deny that.\I thought so! response:	No, we just talked about manga!
context: I was serialized in Shounen Jack under the name Aoki Kou.\I know that,\but you two were hugging back there.\Since you drew a manga like that, you and Takagi must be real close, huh?\Well, that's...\I won't deny that.\I thought so!\No, we just talked about manga! response:	While hugging?
context: I know that,\but you two were hugging back there.\Since you drew a manga like that, you and Takagi must be real close, huh?\Well, that's...\I won't deny that.\I thought so!\No, we just talked about manga!\While hugging? response:	There's a really good explanation for that...
context: but you two were hugging back there.\Since you drew a manga like that, you and Takagi must be real close, huh?\Well, that's...\I won't deny that.\I thought so!\No, we just talked about manga!\While hugging?\There's a really good explanation for that... response:	There is, right?
context: Since you drew a manga like that, you and Takagi must be real close, huh?\Well, that's...\I won't deny that.\I thought so!\No, we just talked about manga!\While hugging?\There's a really good explanation for that...\There is, right? response:	No, I don't have a reasonable justification for hugging you.
context: Well, that's...\I won't deny that.\I thought so!\No, we just talked about manga!\While hugging?\There's a really good explanation for that...\There is, right?\No, I don't have a reasonable justification for hugging you. response:	You don't?!
context: I won't deny that.\I thought so!\No, we just talked about manga!\While hugging?\There's a really good explanation for that...\There is, right?\No, I don't have a reasonable justification for hugging you.\You don't?! response:	I get the overall picture.
context: I thought so!\No, we just talked about manga!\While hugging?\There's a really good explanation for that...\There is, right?\No, I don't have a reasonable justification for hugging you.\You don't?!\I get the overall picture. response:	Would you really meet at the zoo by coincidence twice? This isn't a manga.
context: No, we just talked about manga!\While hugging?\There's a really good explanation for that...\There is, right?\No, I don't have a reasonable justification for hugging you.\You don't?!\I get the overall picture.\Would you really meet at the zoo by coincidence twice? This isn't a manga. response:	And on top of that, Aoki was troubled both times?
context: While hugging?\There's a really good explanation for that...\There is, right?\No, I don't have a reasonable justification for hugging you.\You don't?!\I get the overall picture.\Would you really meet at the zoo by coincidence twice? This isn't a manga.\And on top of that, Aoki was troubled both times? response:	Well, that's what happened.
context: There's a really good explanation for that...\There is, right?\No, I don't have a reasonable justification for hugging you.\You don't?!\I get the overall picture.\Would you really meet at the zoo by coincidence twice? This isn't a manga.\And on top of that, Aoki was troubled both times?\Well, that's what happened. response:	I'm really sorry.
context: There is, right?\No, I don't have a reasonable justification for hugging you.\You don't?!\I get the overall picture.\Would you really meet at the zoo by coincidence twice? This isn't a manga.\And on top of that, Aoki was troubled both times?\Well, that's what happened.\I'm really sorry. response:	I won't call him anymore, and I won't talk to him if we meet by coincidence again.
context: No, I don't have a reasonable justification for hugging you.\You don't?!\I get the overall picture.\Would you really meet at the zoo by coincidence twice? This isn't a manga.\And on top of that, Aoki was troubled both times?\Well, that's what happened.\I'm really sorry.\I won't call him anymore, and I won't talk to him if we meet by coincidence again. response:	Sorry for all this.
context: You don't?!\I get the overall picture.\Would you really meet at the zoo by coincidence twice? This isn't a manga.\And on top of that, Aoki was troubled both times?\Well, that's what happened.\I'm really sorry.\I won't call him anymore, and I won't talk to him if we meet by coincidence again.\Sorry for all this. response:	So trust Takagi and marry him!
context: I get the overall picture.\Would you really meet at the zoo by coincidence twice? This isn't a manga.\And on top of that, Aoki was troubled both times?\Well, that's what happened.\I'm really sorry.\I won't call him anymore, and I won't talk to him if we meet by coincidence again.\Sorry for all this.\So trust Takagi and marry him! response:	He proposed on a whim just to stop me from running off.
context: Would you really meet at the zoo by coincidence twice? This isn't a manga.\And on top of that, Aoki was troubled both times?\Well, that's what happened.\I'm really sorry.\I won't call him anymore, and I won't talk to him if we meet by coincidence again.\Sorry for all this.\So trust Takagi and marry him!\He proposed on a whim just to stop me from running off. response:	No, if you say yes, then I'll do it.
context: And on top of that, Aoki was troubled both times?\Well, that's what happened.\I'm really sorry.\I won't call him anymore, and I won't talk to him if we meet by coincidence again.\Sorry for all this.\So trust Takagi and marry him!\He proposed on a whim just to stop me from running off.\No, if you say yes, then I'll do it. response:	If we're always together, there won't be any more misunderstandings like this.
context: Well, that's what happened.\I'm really sorry.\I won't call him anymore, and I won't talk to him if we meet by coincidence again.\Sorry for all this.\So trust Takagi and marry him!\He proposed on a whim just to stop me from running off.\No, if you say yes, then I'll do it.\If we're always together, there won't be any more misunderstandings like this. response:	I would have preferred to do it after becoming a famous manga author,
context: I'm really sorry.\I won't call him anymore, and I won't talk to him if we meet by coincidence again.\Sorry for all this.\So trust Takagi and marry him!\He proposed on a whim just to stop me from running off.\No, if you say yes, then I'll do it.\If we're always together, there won't be any more misunderstandings like this.\I would have preferred to do it after becoming a famous manga author, response:	but if you're willing to struggle with me, then...
context: I won't call him anymore, and I won't talk to him if we meet by coincidence again.\Sorry for all this.\So trust Takagi and marry him!\He proposed on a whim just to stop me from running off.\No, if you say yes, then I'll do it.\If we're always together, there won't be any more misunderstandings like this.\I would have preferred to do it after becoming a famous manga author,\but if you're willing to struggle with me, then... response:	I think it's wonderful for people to struggle together and form a strong bond.
context: Sorry for all this.\So trust Takagi and marry him!\He proposed on a whim just to stop me from running off.\No, if you say yes, then I'll do it.\If we're always together, there won't be any more misunderstandings like this.\I would have preferred to do it after becoming a famous manga author,\but if you're willing to struggle with me, then...\I think it's wonderful for people to struggle together and form a strong bond. response:	You guys say some nice things.
context: So trust Takagi and marry him!\He proposed on a whim just to stop me from running off.\No, if you say yes, then I'll do it.\If we're always together, there won't be any more misunderstandings like this.\I would have preferred to do it after becoming a famous manga author,\but if you're willing to struggle with me, then...\I think it's wonderful for people to struggle together and form a strong bond.\You guys say some nice things. response:	B-But there's stuff like the ceremony and my parents' permission to worry about...
context: He proposed on a whim just to stop me from running off.\No, if you say yes, then I'll do it.\If we're always together, there won't be any more misunderstandings like this.\I would have preferred to do it after becoming a famous manga author,\but if you're willing to struggle with me, then...\I think it's wonderful for people to struggle together and form a strong bond.\You guys say some nice things.\B-But there's stuff like the ceremony and my parents' permission to worry about... response:	Oh, right. I have to ask for your hand in marriage and stuff.
context: No, if you say yes, then I'll do it.\If we're always together, there won't be any more misunderstandings like this.\I would have preferred to do it after becoming a famous manga author,\but if you're willing to struggle with me, then...\I think it's wonderful for people to struggle together and form a strong bond.\You guys say some nice things.\B-But there's stuff like the ceremony and my parents' permission to worry about...\Oh, right. I have to ask for your hand in marriage and stuff. response:	Do you think I'd get permission?
context: If we're always together, there won't be any more misunderstandings like this.\I would have preferred to do it after becoming a famous manga author,\but if you're willing to struggle with me, then...\I think it's wonderful for people to struggle together and form a strong bond.\You guys say some nice things.\B-But there's stuff like the ceremony and my parents' permission to worry about...\Oh, right. I have to ask for your hand in marriage and stuff.\Do you think I'd get permission? response:	I mean, I'll do my best!
context: I would have preferred to do it after becoming a famous manga author,\but if you're willing to struggle with me, then...\I think it's wonderful for people to struggle together and form a strong bond.\You guys say some nice things.\B-But there's stuff like the ceremony and my parents' permission to worry about...\Oh, right. I have to ask for your hand in marriage and stuff.\Do you think I'd get permission?\I mean, I'll do my best! response:	Then let's get married when you get serialized.
context: but if you're willing to struggle with me, then...\I think it's wonderful for people to struggle together and form a strong bond.\You guys say some nice things.\B-But there's stuff like the ceremony and my parents' permission to worry about...\Oh, right. I have to ask for your hand in marriage and stuff.\Do you think I'd get permission?\I mean, I'll do my best!\Then let's get married when you get serialized. response:	It's decided.
context: I think it's wonderful for people to struggle together and form a strong bond.\You guys say some nice things.\B-But there's stuff like the ceremony and my parents' permission to worry about...\Oh, right. I have to ask for your hand in marriage and stuff.\Do you think I'd get permission?\I mean, I'll do my best!\Then let's get married when you get serialized.\It's decided. response:	O-Okay.
context: You guys say some nice things.\B-But there's stuff like the ceremony and my parents' permission to worry about...\Oh, right. I have to ask for your hand in marriage and stuff.\Do you think I'd get permission?\I mean, I'll do my best!\Then let's get married when you get serialized.\It's decided.\O-Okay. response:	Congratulations!
context: B-But there's stuff like the ceremony and my parents' permission to worry about...\Oh, right. I have to ask for your hand in marriage and stuff.\Do you think I'd get permission?\I mean, I'll do my best!\Then let's get married when you get serialized.\It's decided.\O-Okay.\Congratulations! response:	But you'll be busy when that happens, so we'll just get registered.
context: Oh, right. I have to ask for your hand in marriage and stuff.\Do you think I'd get permission?\I mean, I'll do my best!\Then let's get married when you get serialized.\It's decided.\O-Okay.\Congratulations!\But you'll be busy when that happens, so we'll just get registered. response:	We'll have a ceremony when we can.
context: Do you think I'd get permission?\I mean, I'll do my best!\Then let's get married when you get serialized.\It's decided.\O-Okay.\Congratulations!\But you'll be busy when that happens, so we'll just get registered.\We'll have a ceremony when we can. response:	Right!
context: I mean, I'll do my best!\Then let's get married when you get serialized.\It's decided.\O-Okay.\Congratulations!\But you'll be busy when that happens, so we'll just get registered.\We'll have a ceremony when we can.\Right! response:	Please let me know when that happens.
context: Then let's get married when you get serialized.\It's decided.\O-Okay.\Congratulations!\But you'll be busy when that happens, so we'll just get registered.\We'll have a ceremony when we can.\Right!\Please let me know when that happens. response:	Oh, sorry. I will support you from behind.
context: It's decided.\O-Okay.\Congratulations!\But you'll be busy when that happens, so we'll just get registered.\We'll have a ceremony when we can.\Right!\Please let me know when that happens.\Oh, sorry. I will support you from behind. response:	I just said I wouldn't talk with Takagi anymore...
context: O-Okay.\Congratulations!\But you'll be busy when that happens, so we'll just get registered.\We'll have a ceremony when we can.\Right!\Please let me know when that happens.\Oh, sorry. I will support you from behind.\I just said I wouldn't talk with Takagi anymore... response:	But Takagi's the only man you can trust and consult, right?
context: Congratulations!\But you'll be busy when that happens, so we'll just get registered.\We'll have a ceremony when we can.\Right!\Please let me know when that happens.\Oh, sorry. I will support you from behind.\I just said I wouldn't talk with Takagi anymore...\But Takagi's the only man you can trust and consult, right? response:	I've never had a person I could get along with like Takagi.
context: But you'll be busy when that happens, so we'll just get registered.\We'll have a ceremony when we can.\Right!\Please let me know when that happens.\Oh, sorry. I will support you from behind.\I just said I wouldn't talk with Takagi anymore...\But Takagi's the only man you can trust and consult, right?\I've never had a person I could get along with like Takagi. response:	I'm sorry. I think I was starting to like him.
context: We'll have a ceremony when we can.\Right!\Please let me know when that happens.\Oh, sorry. I will support you from behind.\I just said I wouldn't talk with Takagi anymore...\But Takagi's the only man you can trust and consult, right?\I've never had a person I could get along with like Takagi.\I'm sorry. I think I was starting to like him. response:	Why did you have to be so honest about that?
context: Right!\Please let me know when that happens.\Oh, sorry. I will support you from behind.\I just said I wouldn't talk with Takagi anymore...\But Takagi's the only man you can trust and consult, right?\I've never had a person I could get along with like Takagi.\I'm sorry. I think I was starting to like him.\Why did you have to be so honest about that? response:	You should have stuck with the We're just fellow manga authors story.
context: Please let me know when that happens.\Oh, sorry. I will support you from behind.\I just said I wouldn't talk with Takagi anymore...\But Takagi's the only man you can trust and consult, right?\I've never had a person I could get along with like Takagi.\I'm sorry. I think I was starting to like him.\Why did you have to be so honest about that?\You should have stuck with the We're just fellow manga authors story. response:	Yeah.
context: Oh, sorry. I will support you from behind.\I just said I wouldn't talk with Takagi anymore...\But Takagi's the only man you can trust and consult, right?\I've never had a person I could get along with like Takagi.\I'm sorry. I think I was starting to like him.\Why did you have to be so honest about that?\You should have stuck with the We're just fellow manga authors story.\Yeah. response:	But Takai and Nakai are both idiots.
context: I just said I wouldn't talk with Takagi anymore...\But Takagi's the only man you can trust and consult, right?\I've never had a person I could get along with like Takagi.\I'm sorry. I think I was starting to like him.\Why did you have to be so honest about that?\You should have stuck with the We're just fellow manga authors story.\Yeah.\But Takai and Nakai are both idiots. response:	If I were a man, I'd definitely choose you.
context: But Takagi's the only man you can trust and consult, right?\I've never had a person I could get along with like Takagi.\I'm sorry. I think I was starting to like him.\Why did you have to be so honest about that?\You should have stuck with the We're just fellow manga authors story.\Yeah.\But Takai and Nakai are both idiots.\If I were a man, I'd definitely choose you. response:	I can still change my mind...
context: I've never had a person I could get along with like Takagi.\I'm sorry. I think I was starting to like him.\Why did you have to be so honest about that?\You should have stuck with the We're just fellow manga authors story.\Yeah.\But Takai and Nakai are both idiots.\If I were a man, I'd definitely choose you.\I can still change my mind... response:	Takagi!
context: I'm sorry. I think I was starting to like him.\Why did you have to be so honest about that?\You should have stuck with the We're just fellow manga authors story.\Yeah.\But Takai and Nakai are both idiots.\If I were a man, I'd definitely choose you.\I can still change my mind...\Takagi! response:	What are you saying in front of the girl you just proposed to?!
context: Why did you have to be so honest about that?\You should have stuck with the We're just fellow manga authors story.\Yeah.\But Takai and Nakai are both idiots.\If I were a man, I'd definitely choose you.\I can still change my mind...\Takagi!\What are you saying in front of the girl you just proposed to?! response:	I'll think less of you!
context: You should have stuck with the We're just fellow manga authors story.\Yeah.\But Takai and Nakai are both idiots.\If I were a man, I'd definitely choose you.\I can still change my mind...\Takagi!\What are you saying in front of the girl you just proposed to?!\I'll think less of you! response:	No, that was just one of his jokes.
context: Yeah.\But Takai and Nakai are both idiots.\If I were a man, I'd definitely choose you.\I can still change my mind...\Takagi!\What are you saying in front of the girl you just proposed to?!\I'll think less of you!\No, that was just one of his jokes. response:	Oh, okay.
context: But Takai and Nakai are both idiots.\If I were a man, I'd definitely choose you.\I can still change my mind...\Takagi!\What are you saying in front of the girl you just proposed to?!\I'll think less of you!\No, that was just one of his jokes.\Oh, okay. response:	Sorry.
context: If I were a man, I'd definitely choose you.\I can still change my mind...\Takagi!\What are you saying in front of the girl you just proposed to?!\I'll think less of you!\No, that was just one of his jokes.\Oh, okay.\Sorry. response:	Aoki, please continue talking to Takagi.
context: I can still change my mind...\Takagi!\What are you saying in front of the girl you just proposed to?!\I'll think less of you!\No, that was just one of his jokes.\Oh, okay.\Sorry.\Aoki, please continue talking to Takagi. response:	In exchange, I want you to become friends with me, too!
context: Takagi!\What are you saying in front of the girl you just proposed to?!\I'll think less of you!\No, that was just one of his jokes.\Oh, okay.\Sorry.\Aoki, please continue talking to Takagi.\In exchange, I want you to become friends with me, too! response:	I-I'm very happy.
context: What are you saying in front of the girl you just proposed to?!\I'll think less of you!\No, that was just one of his jokes.\Oh, okay.\Sorry.\Aoki, please continue talking to Takagi.\In exchange, I want you to become friends with me, too!\I-I'm very happy. response:	Thank you.
context: I'll think less of you!\No, that was just one of his jokes.\Oh, okay.\Sorry.\Aoki, please continue talking to Takagi.\In exchange, I want you to become friends with me, too!\I-I'm very happy.\Thank you. response:	What?
context: No, that was just one of his jokes.\Oh, okay.\Sorry.\Aoki, please continue talking to Takagi.\In exchange, I want you to become friends with me, too!\I-I'm very happy.\Thank you.\What? response:	Um, well, I was just wondering if Azuki will be satisfied with this.
context: Oh, okay.\Sorry.\Aoki, please continue talking to Takagi.\In exchange, I want you to become friends with me, too!\I-I'm very happy.\Thank you.\What?\Um, well, I was just wondering if Azuki will be satisfied with this. response:	Yeah, probably.
context: Sorry.\Aoki, please continue talking to Takagi.\In exchange, I want you to become friends with me, too!\I-I'm very happy.\Thank you.\What?\Um, well, I was just wondering if Azuki will be satisfied with this.\Yeah, probably. response:	I can't trust you, but I can trust Aoki.
context: Aoki, please continue talking to Takagi.\In exchange, I want you to become friends with me, too!\I-I'm very happy.\Thank you.\What?\Um, well, I was just wondering if Azuki will be satisfied with this.\Yeah, probably.\I can't trust you, but I can trust Aoki. response:	What's with that?
context: In exchange, I want you to become friends with me, too!\I-I'm very happy.\Thank you.\What?\Um, well, I was just wondering if Azuki will be satisfied with this.\Yeah, probably.\I can't trust you, but I can trust Aoki.\What's with that? response:	That was a joke, too... right?
context: I-I'm very happy.\Thank you.\What?\Um, well, I was just wondering if Azuki will be satisfied with this.\Yeah, probably.\I can't trust you, but I can trust Aoki.\What's with that?\That was a joke, too... right? response:	I wonder?
context: Thank you.\What?\Um, well, I was just wondering if Azuki will be satisfied with this.\Yeah, probably.\I can't trust you, but I can trust Aoki.\What's with that?\That was a joke, too... right?\I wonder? response:	Miyoshi!
context: What?\Um, well, I was just wondering if Azuki will be satisfied with this.\Yeah, probably.\I can't trust you, but I can trust Aoki.\What's with that?\That was a joke, too... right?\I wonder?\Miyoshi! response:	Miyoshi?
context: Um, well, I was just wondering if Azuki will be satisfied with this.\Yeah, probably.\I can't trust you, but I can trust Aoki.\What's with that?\That was a joke, too... right?\I wonder?\Miyoshi!\Miyoshi? response:	If I don't apologize, our relationship might end like this!
context: Yeah, probably.\I can't trust you, but I can trust Aoki.\What's with that?\That was a joke, too... right?\I wonder?\Miyoshi!\Miyoshi?\If I don't apologize, our relationship might end like this! response:	But Azuki should trust me more...
context: I can't trust you, but I can trust Aoki.\What's with that?\That was a joke, too... right?\I wonder?\Miyoshi!\Miyoshi?\If I don't apologize, our relationship might end like this!\But Azuki should trust me more... response:	It's no good!
context: What's with that?\That was a joke, too... right?\I wonder?\Miyoshi!\Miyoshi?\If I don't apologize, our relationship might end like this!\But Azuki should trust me more...\It's no good! response:	I can't make any progress.
context: That was a joke, too... right?\I wonder?\Miyoshi!\Miyoshi?\If I don't apologize, our relationship might end like this!\But Azuki should trust me more...\It's no good!\I can't make any progress. response:	Azuki!
context: I wonder?\Miyoshi!\Miyoshi?\If I don't apologize, our relationship might end like this!\But Azuki should trust me more...\It's no good!\I can't make any progress.\Azuki! response:	Crap! This might be a break-up email!
context: Miyoshi!\Miyoshi?\If I don't apologize, our relationship might end like this!\But Azuki should trust me more...\It's no good!\I can't make any progress.\Azuki!\Crap! This might be a break-up email! response:	If it was going to come to this, I should have...
context: Miyoshi?\If I don't apologize, our relationship might end like this!\But Azuki should trust me more...\It's no good!\I can't make any progress.\Azuki!\Crap! This might be a break-up email!\If it was going to come to this, I should have... response:	Huh?
context: If I don't apologize, our relationship might end like this!\But Azuki should trust me more...\It's no good!\I can't make any progress.\Azuki!\Crap! This might be a break-up email!\If it was going to come to this, I should have...\Huh? response:	What's this?
context: But Azuki should trust me more...\It's no good!\I can't make any progress.\Azuki!\Crap! This might be a break-up email!\If it was going to come to this, I should have...\Huh?\What's this? response:	If anyone saw this, they'd think Who does this guy think he is?
context: It's no good!\I can't make any progress.\Azuki!\Crap! This might be a break-up email!\If it was going to come to this, I should have...\Huh?\What's this?\If anyone saw this, they'd think Who does this guy think he is? response:	He's got three beautiful girls around him.
context: I can't make any progress.\Azuki!\Crap! This might be a break-up email!\If it was going to come to this, I should have...\Huh?\What's this?\If anyone saw this, they'd think Who does this guy think he is?\He's got three beautiful girls around him. response:	Two beautiful girls, you mean.
context: Azuki!\Crap! This might be a break-up email!\If it was going to come to this, I should have...\Huh?\What's this?\If anyone saw this, they'd think Who does this guy think he is?\He's got three beautiful girls around him.\Two beautiful girls, you mean. response:	He's picking on you, Miho.
context: Crap! This might be a break-up email!\If it was going to come to this, I should have...\Huh?\What's this?\If anyone saw this, they'd think Who does this guy think he is?\He's got three beautiful girls around him.\Two beautiful girls, you mean.\He's picking on you, Miho. response:	Oh, a reply from Mashiro?
context: If it was going to come to this, I should have...\Huh?\What's this?\If anyone saw this, they'd think Who does this guy think he is?\He's got three beautiful girls around him.\Two beautiful girls, you mean.\He's picking on you, Miho.\Oh, a reply from Mashiro? response:	What does it say?
context: Huh?\What's this?\If anyone saw this, they'd think Who does this guy think he is?\He's got three beautiful girls around him.\Two beautiful girls, you mean.\He's picking on you, Miho.\Oh, a reply from Mashiro?\What does it say? response:	Huh? I don't get it.
context: What's this?\If anyone saw this, they'd think Who does this guy think he is?\He's got three beautiful girls around him.\Two beautiful girls, you mean.\He's picking on you, Miho.\Oh, a reply from Mashiro?\What does it say?\Huh? I don't get it. response:	Figures.
context: If anyone saw this, they'd think Who does this guy think he is?\He's got three beautiful girls around him.\Two beautiful girls, you mean.\He's picking on you, Miho.\Oh, a reply from Mashiro?\What does it say?\Huh? I don't get it.\Figures. response:	I should tell him the four of us are having tea.
context: He's got three beautiful girls around him.\Two beautiful girls, you mean.\He's picking on you, Miho.\Oh, a reply from Mashiro?\What does it say?\Huh? I don't get it.\Figures.\I should tell him the four of us are having tea. response:	He'll get even more confused.
context: Two beautiful girls, you mean.\He's picking on you, Miho.\Oh, a reply from Mashiro?\What does it say?\Huh? I don't get it.\Figures.\I should tell him the four of us are having tea.\He'll get even more confused. response:	Yeah.
context: He's picking on you, Miho.\Oh, a reply from Mashiro?\What does it say?\Huh? I don't get it.\Figures.\I should tell him the four of us are having tea.\He'll get even more confused.\Yeah. response:	Huh? The four of them?
context: Oh, a reply from Mashiro?\What does it say?\Huh? I don't get it.\Figures.\I should tell him the four of us are having tea.\He'll get even more confused.\Yeah.\Huh? The four of them? response:	I see, so Shujin...
context: What does it say?\Huh? I don't get it.\Figures.\I should tell him the four of us are having tea.\He'll get even more confused.\Yeah.\Huh? The four of them?\I see, so Shujin... response:	Even though he said he was headed home for today.
context: Huh? I don't get it.\Figures.\I should tell him the four of us are having tea.\He'll get even more confused.\Yeah.\Huh? The four of them?\I see, so Shujin...\Even though he said he was headed home for today. response:	Hey, Saiko.
context: Figures.\I should tell him the four of us are having tea.\He'll get even more confused.\Yeah.\Huh? The four of them?\I see, so Shujin...\Even though he said he was headed home for today.\Hey, Saiko. response:	Don't Hey me!
context: I should tell him the four of us are having tea.\He'll get even more confused.\Yeah.\Huh? The four of them?\I see, so Shujin...\Even though he said he was headed home for today.\Hey, Saiko.\Don't Hey me! response:	What are you doing leaving me out?
context: He'll get even more confused.\Yeah.\Huh? The four of them?\I see, so Shujin...\Even though he said he was headed home for today.\Hey, Saiko.\Don't Hey me!\What are you doing leaving me out? response:	Sorry. But you're mailing each other again, right?
context: Yeah.\Huh? The four of them?\I see, so Shujin...\Even though he said he was headed home for today.\Hey, Saiko.\Don't Hey me!\What are you doing leaving me out?\Sorry. But you're mailing each other again, right? response:	Y-Yeah.
