context: Oh, so you have an older brother? response:	Yup. He's married and even has a kid.
context: I'm arranging them and fixing the sizes, too.\Wow, that's pretty amazing. You can even sew?\It's economical, too, so it's great.\Good work, Misa-chan.\Excuse me.\You're wearing something like that again...\You still don't realize how much of a waste it is?\I can't take this anymore. Come with me! response:	Good work today.
context: Wow, that's pretty amazing. You can even sew?\It's economical, too, so it's great.\Good work, Misa-chan.\Excuse me.\You're wearing something like that again...\You still don't realize how much of a waste it is?\I can't take this anymore. Come with me!\Good work today. response:	Misa-chan, hang in there.
context: It's economical, too, so it's great.\Good work, Misa-chan.\Excuse me.\You're wearing something like that again...\You still don't realize how much of a waste it is?\I can't take this anymore. Come with me!\Good work today.\Misa-chan, hang in there. response:	A pink one piece camisole, a mini piece dress with ribbon, and a chiffon top with open shoulders coordinated with a fluffy balloon skirt.
context: Good work, Misa-chan.\Excuse me.\You're wearing something like that again...\You still don't realize how much of a waste it is?\I can't take this anymore. Come with me!\Good work today.\Misa-chan, hang in there.\A pink one piece camisole, a mini piece dress with ribbon, and a chiffon top with open shoulders coordinated with a fluffy balloon skirt. response:	Everyone would admit they look good.
context: Excuse me.\You're wearing something like that again...\You still don't realize how much of a waste it is?\I can't take this anymore. Come with me!\Good work today.\Misa-chan, hang in there.\A pink one piece camisole, a mini piece dress with ribbon, and a chiffon top with open shoulders coordinated with a fluffy balloon skirt.\Everyone would admit they look good. response:	Yet, why don't you show any interest at all?!
context: You're wearing something like that again...\You still don't realize how much of a waste it is?\I can't take this anymore. Come with me!\Good work today.\Misa-chan, hang in there.\A pink one piece camisole, a mini piece dress with ribbon, and a chiffon top with open shoulders coordinated with a fluffy balloon skirt.\Everyone would admit they look good.\Yet, why don't you show any interest at all?! response:	Ah... Sorry.
context: You still don't realize how much of a waste it is?\I can't take this anymore. Come with me!\Good work today.\Misa-chan, hang in there.\A pink one piece camisole, a mini piece dress with ribbon, and a chiffon top with open shoulders coordinated with a fluffy balloon skirt.\Everyone would admit they look good.\Yet, why don't you show any interest at all?!\Ah... Sorry. response:	You're born as a girl! You're supposed to look good in clothes made for girls!
context: I can't take this anymore. Come with me!\Good work today.\Misa-chan, hang in there.\A pink one piece camisole, a mini piece dress with ribbon, and a chiffon top with open shoulders coordinated with a fluffy balloon skirt.\Everyone would admit they look good.\Yet, why don't you show any interest at all?!\Ah... Sorry.\You're born as a girl! You're supposed to look good in clothes made for girls! response:	Yet your lack of fashion sense and dedication is killing you and it annoys the heck out of me!
context: Good work today.\Misa-chan, hang in there.\A pink one piece camisole, a mini piece dress with ribbon, and a chiffon top with open shoulders coordinated with a fluffy balloon skirt.\Everyone would admit they look good.\Yet, why don't you show any interest at all?!\Ah... Sorry.\You're born as a girl! You're supposed to look good in clothes made for girls!\Yet your lack of fashion sense and dedication is killing you and it annoys the heck out of me! response:	I'm getting insulted and lectured at the same time.
context: Misa-chan, hang in there.\A pink one piece camisole, a mini piece dress with ribbon, and a chiffon top with open shoulders coordinated with a fluffy balloon skirt.\Everyone would admit they look good.\Yet, why don't you show any interest at all?!\Ah... Sorry.\You're born as a girl! You're supposed to look good in clothes made for girls!\Yet your lack of fashion sense and dedication is killing you and it annoys the heck out of me!\I'm getting insulted and lectured at the same time. response:	It's no use. I'll help pick out clothes that'll look good on you.
context: A pink one piece camisole, a mini piece dress with ribbon, and a chiffon top with open shoulders coordinated with a fluffy balloon skirt.\Everyone would admit they look good.\Yet, why don't you show any interest at all?!\Ah... Sorry.\You're born as a girl! You're supposed to look good in clothes made for girls!\Yet your lack of fashion sense and dedication is killing you and it annoys the heck out of me!\I'm getting insulted and lectured at the same time.\It's no use. I'll help pick out clothes that'll look good on you. response:	No, there's no way I'd look good in anything.
context: Everyone would admit they look good.\Yet, why don't you show any interest at all?!\Ah... Sorry.\You're born as a girl! You're supposed to look good in clothes made for girls!\Yet your lack of fashion sense and dedication is killing you and it annoys the heck out of me!\I'm getting insulted and lectured at the same time.\It's no use. I'll help pick out clothes that'll look good on you.\No, there's no way I'd look good in anything. response:	Besides, I don't have any money to buy clothes.
context: Yet, why don't you show any interest at all?!\Ah... Sorry.\You're born as a girl! You're supposed to look good in clothes made for girls!\Yet your lack of fashion sense and dedication is killing you and it annoys the heck out of me!\I'm getting insulted and lectured at the same time.\It's no use. I'll help pick out clothes that'll look good on you.\No, there's no way I'd look good in anything.\Besides, I don't have any money to buy clothes. response:	This is super cheap.
context: Ah... Sorry.\You're born as a girl! You're supposed to look good in clothes made for girls!\Yet your lack of fashion sense and dedication is killing you and it annoys the heck out of me!\I'm getting insulted and lectured at the same time.\It's no use. I'll help pick out clothes that'll look good on you.\No, there's no way I'd look good in anything.\Besides, I don't have any money to buy clothes.\This is super cheap. response:	Perfect. I was just out of notebooks.
context: You're born as a girl! You're supposed to look good in clothes made for girls!\Yet your lack of fashion sense and dedication is killing you and it annoys the heck out of me!\I'm getting insulted and lectured at the same time.\It's no use. I'll help pick out clothes that'll look good on you.\No, there's no way I'd look good in anything.\Besides, I don't have any money to buy clothes.\This is super cheap.\Perfect. I was just out of notebooks. response:	If you will.
context: Yet your lack of fashion sense and dedication is killing you and it annoys the heck out of me!\I'm getting insulted and lectured at the same time.\It's no use. I'll help pick out clothes that'll look good on you.\No, there's no way I'd look good in anything.\Besides, I don't have any money to buy clothes.\This is super cheap.\Perfect. I was just out of notebooks.\If you will. response:	Tissue! I'll take a tissue!
context: I'm getting insulted and lectured at the same time.\It's no use. I'll help pick out clothes that'll look good on you.\No, there's no way I'd look good in anything.\Besides, I don't have any money to buy clothes.\This is super cheap.\Perfect. I was just out of notebooks.\If you will.\Tissue! I'll take a tissue! response:	Sorry. Where should we go next?
context: It's no use. I'll help pick out clothes that'll look good on you.\No, there's no way I'd look good in anything.\Besides, I don't have any money to buy clothes.\This is super cheap.\Perfect. I was just out of notebooks.\If you will.\Tissue! I'll take a tissue!\Sorry. Where should we go next? response:	Forget it. I understand now.
context: No, there's no way I'd look good in anything.\Besides, I don't have any money to buy clothes.\This is super cheap.\Perfect. I was just out of notebooks.\If you will.\Tissue! I'll take a tissue!\Sorry. Where should we go next?\Forget it. I understand now. response:	We're having a time sale right now. I'll even give you a bigger discount!
context: Besides, I don't have any money to buy clothes.\This is super cheap.\Perfect. I was just out of notebooks.\If you will.\Tissue! I'll take a tissue!\Sorry. Where should we go next?\Forget it. I understand now.\We're having a time sale right now. I'll even give you a bigger discount! response:	Suzuna loves croquettes, you know.
context: This is super cheap.\Perfect. I was just out of notebooks.\If you will.\Tissue! I'll take a tissue!\Sorry. Where should we go next?\Forget it. I understand now.\We're having a time sale right now. I'll even give you a bigger discount!\Suzuna loves croquettes, you know. response:	I give up on reforming you.
context: Perfect. I was just out of notebooks.\If you will.\Tissue! I'll take a tissue!\Sorry. Where should we go next?\Forget it. I understand now.\We're having a time sale right now. I'll even give you a bigger discount!\Suzuna loves croquettes, you know.\I give up on reforming you. response:	Looks like you did go to school today.
context: If you will.\Tissue! I'll take a tissue!\Sorry. Where should we go next?\Forget it. I understand now.\We're having a time sale right now. I'll even give you a bigger discount!\Suzuna loves croquettes, you know.\I give up on reforming you.\Looks like you did go to school today. response:	It's suffocating to be at home.
context: Tissue! I'll take a tissue!\Sorry. Where should we go next?\Forget it. I understand now.\We're having a time sale right now. I'll even give you a bigger discount!\Suzuna loves croquettes, you know.\I give up on reforming you.\Looks like you did go to school today.\It's suffocating to be at home. response:	Not like it's any different at school.
context: Sorry. Where should we go next?\Forget it. I understand now.\We're having a time sale right now. I'll even give you a bigger discount!\Suzuna loves croquettes, you know.\I give up on reforming you.\Looks like you did go to school today.\It's suffocating to be at home.\Not like it's any different at school. response:	How come?
context: Forget it. I understand now.\We're having a time sale right now. I'll even give you a bigger discount!\Suzuna loves croquettes, you know.\I give up on reforming you.\Looks like you did go to school today.\It's suffocating to be at home.\Not like it's any different at school.\How come? response:	Because everyone denies what I like.
context: We're having a time sale right now. I'll even give you a bigger discount!\Suzuna loves croquettes, you know.\I give up on reforming you.\Looks like you did go to school today.\It's suffocating to be at home.\Not like it's any different at school.\How come?\Because everyone denies what I like. response:	Beautiful things and cute things.
context: Suzuna loves croquettes, you know.\I give up on reforming you.\Looks like you did go to school today.\It's suffocating to be at home.\Not like it's any different at school.\How come?\Because everyone denies what I like.\Beautiful things and cute things. response:	It's ridiculous that I shouldn't like them just because I'm a guy.
context: I give up on reforming you.\Looks like you did go to school today.\It's suffocating to be at home.\Not like it's any different at school.\How come?\Because everyone denies what I like.\Beautiful things and cute things.\It's ridiculous that I shouldn't like them just because I'm a guy. response:	That's why I hate everyone.
context: Looks like you did go to school today.\It's suffocating to be at home.\Not like it's any different at school.\How come?\Because everyone denies what I like.\Beautiful things and cute things.\It's ridiculous that I shouldn't like them just because I'm a guy.\That's why I hate everyone. response:	I can't come to like anyone.
context: It's suffocating to be at home.\Not like it's any different at school.\How come?\Because everyone denies what I like.\Beautiful things and cute things.\It's ridiculous that I shouldn't like them just because I'm a guy.\That's why I hate everyone.\I can't come to like anyone. response:	If you ask me, I like you.
context: Not like it's any different at school.\How come?\Because everyone denies what I like.\Beautiful things and cute things.\It's ridiculous that I shouldn't like them just because I'm a guy.\That's why I hate everyone.\I can't come to like anyone.\If you ask me, I like you. response:	It's refreshing to watch you.
context: How come?\Because everyone denies what I like.\Beautiful things and cute things.\It's ridiculous that I shouldn't like them just because I'm a guy.\That's why I hate everyone.\I can't come to like anyone.\If you ask me, I like you.\It's refreshing to watch you. response:	Well, I hate you!
context: Because everyone denies what I like.\Beautiful things and cute things.\It's ridiculous that I shouldn't like them just because I'm a guy.\That's why I hate everyone.\I can't come to like anyone.\If you ask me, I like you.\It's refreshing to watch you.\Well, I hate you! response:	I know.
context: Beautiful things and cute things.\It's ridiculous that I shouldn't like them just because I'm a guy.\That's why I hate everyone.\I can't come to like anyone.\If you ask me, I like you.\It's refreshing to watch you.\Well, I hate you!\I know. response:	Are you a masochist while having such a sadist face?
context: It's ridiculous that I shouldn't like them just because I'm a guy.\That's why I hate everyone.\I can't come to like anyone.\If you ask me, I like you.\It's refreshing to watch you.\Well, I hate you!\I know.\Are you a masochist while having such a sadist face? response:	Just so you know, I'm not interested in that kind of thing.
context: That's why I hate everyone.\I can't come to like anyone.\If you ask me, I like you.\It's refreshing to watch you.\Well, I hate you!\I know.\Are you a masochist while having such a sadist face?\Just so you know, I'm not interested in that kind of thing. response:	Aoi-chan, you're being too loud.
context: I can't come to like anyone.\If you ask me, I like you.\It's refreshing to watch you.\Well, I hate you!\I know.\Are you a masochist while having such a sadist face?\Just so you know, I'm not interested in that kind of thing.\Aoi-chan, you're being too loud. response:	Oh man, the weather forecast is never right.
context: If you ask me, I like you.\It's refreshing to watch you.\Well, I hate you!\I know.\Are you a masochist while having such a sadist face?\Just so you know, I'm not interested in that kind of thing.\Aoi-chan, you're being too loud.\Oh man, the weather forecast is never right. response:	Aoi-chan, you don't have anything with you to dry yourself off?
context: It's refreshing to watch you.\Well, I hate you!\I know.\Are you a masochist while having such a sadist face?\Just so you know, I'm not interested in that kind of thing.\Aoi-chan, you're being too loud.\Oh man, the weather forecast is never right.\Aoi-chan, you don't have anything with you to dry yourself off? response:	I do, but I don't want to use it.
context: Well, I hate you!\I know.\Are you a masochist while having such a sadist face?\Just so you know, I'm not interested in that kind of thing.\Aoi-chan, you're being too loud.\Oh man, the weather forecast is never right.\Aoi-chan, you don't have anything with you to dry yourself off?\I do, but I don't want to use it. response:	It's my favorite cute handkerchief.
context: I know.\Are you a masochist while having such a sadist face?\Just so you know, I'm not interested in that kind of thing.\Aoi-chan, you're being too loud.\Oh man, the weather forecast is never right.\Aoi-chan, you don't have anything with you to dry yourself off?\I do, but I don't want to use it.\It's my favorite cute handkerchief. response:	Then I'll dry you with my handkerchief.
context: Are you a masochist while having such a sadist face?\Just so you know, I'm not interested in that kind of thing.\Aoi-chan, you're being too loud.\Oh man, the weather forecast is never right.\Aoi-chan, you don't have anything with you to dry yourself off?\I do, but I don't want to use it.\It's my favorite cute handkerchief.\Then I'll dry you with my handkerchief. response:	Someone help! It's a bag-snatcher!
context: Just so you know, I'm not interested in that kind of thing.\Aoi-chan, you're being too loud.\Oh man, the weather forecast is never right.\Aoi-chan, you don't have anything with you to dry yourself off?\I do, but I don't want to use it.\It's my favorite cute handkerchief.\Then I'll dry you with my handkerchief.\Someone help! It's a bag-snatcher! response:	Halt!
context: Aoi-chan, you're being too loud.\Oh man, the weather forecast is never right.\Aoi-chan, you don't have anything with you to dry yourself off?\I do, but I don't want to use it.\It's my favorite cute handkerchief.\Then I'll dry you with my handkerchief.\Someone help! It's a bag-snatcher!\Halt! response:	You idiotic man!
context: Oh man, the weather forecast is never right.\Aoi-chan, you don't have anything with you to dry yourself off?\I do, but I don't want to use it.\It's my favorite cute handkerchief.\Then I'll dry you with my handkerchief.\Someone help! It's a bag-snatcher!\Halt!\You idiotic man! response:	What does she think she's doing?
context: Aoi-chan, you don't have anything with you to dry yourself off?\I do, but I don't want to use it.\It's my favorite cute handkerchief.\Then I'll dry you with my handkerchief.\Someone help! It's a bag-snatcher!\Halt!\You idiotic man!\What does she think she's doing? response:	If you won't stop, I will use force!
context: I do, but I don't want to use it.\It's my favorite cute handkerchief.\Then I'll dry you with my handkerchief.\Someone help! It's a bag-snatcher!\Halt!\You idiotic man!\What does she think she's doing?\If you won't stop, I will use force! response:	You're crazy to challenge an adult man!
context: It's my favorite cute handkerchief.\Then I'll dry you with my handkerchief.\Someone help! It's a bag-snatcher!\Halt!\You idiotic man!\What does she think she's doing?\If you won't stop, I will use force!\You're crazy to challenge an adult man! response:	Am I too weird? Or am I too masculine for a girl?
context: Then I'll dry you with my handkerchief.\Someone help! It's a bag-snatcher!\Halt!\You idiotic man!\What does she think she's doing?\If you won't stop, I will use force!\You're crazy to challenge an adult man!\Am I too weird? Or am I too masculine for a girl? response:	Sorry. I'm just like this, so if I made you worry, I'll apologize.
context: Someone help! It's a bag-snatcher!\Halt!\You idiotic man!\What does she think she's doing?\If you won't stop, I will use force!\You're crazy to challenge an adult man!\Am I too weird? Or am I too masculine for a girl?\Sorry. I'm just like this, so if I made you worry, I'll apologize. response:	People yell at me a lot and tell me to act more feminine.
context: Halt!\You idiotic man!\What does she think she's doing?\If you won't stop, I will use force!\You're crazy to challenge an adult man!\Am I too weird? Or am I too masculine for a girl?\Sorry. I'm just like this, so if I made you worry, I'll apologize.\People yell at me a lot and tell me to act more feminine. response:	But I believe it's best to be the way I am.
context: You idiotic man!\What does she think she's doing?\If you won't stop, I will use force!\You're crazy to challenge an adult man!\Am I too weird? Or am I too masculine for a girl?\Sorry. I'm just like this, so if I made you worry, I'll apologize.\People yell at me a lot and tell me to act more feminine.\But I believe it's best to be the way I am. response:	Even so, I don't accept girls who don't put effort into becoming a good woman.
context: What does she think she's doing?\If you won't stop, I will use force!\You're crazy to challenge an adult man!\Am I too weird? Or am I too masculine for a girl?\Sorry. I'm just like this, so if I made you worry, I'll apologize.\People yell at me a lot and tell me to act more feminine.\But I believe it's best to be the way I am.\Even so, I don't accept girls who don't put effort into becoming a good woman. response:	If you don't polish yourself, you'll eventually get dumped and cry over it.
context: If you won't stop, I will use force!\You're crazy to challenge an adult man!\Am I too weird? Or am I too masculine for a girl?\Sorry. I'm just like this, so if I made you worry, I'll apologize.\People yell at me a lot and tell me to act more feminine.\But I believe it's best to be the way I am.\Even so, I don't accept girls who don't put effort into becoming a good woman.\If you don't polish yourself, you'll eventually get dumped and cry over it. response:	Dumped by who?
context: You're crazy to challenge an adult man!\Am I too weird? Or am I too masculine for a girl?\Sorry. I'm just like this, so if I made you worry, I'll apologize.\People yell at me a lot and tell me to act more feminine.\But I believe it's best to be the way I am.\Even so, I don't accept girls who don't put effort into becoming a good woman.\If you don't polish yourself, you'll eventually get dumped and cry over it.\Dumped by who? response:	Usui Takumi.
context: Am I too weird? Or am I too masculine for a girl?\Sorry. I'm just like this, so if I made you worry, I'll apologize.\People yell at me a lot and tell me to act more feminine.\But I believe it's best to be the way I am.\Even so, I don't accept girls who don't put effort into becoming a good woman.\If you don't polish yourself, you'll eventually get dumped and cry over it.\Dumped by who?\Usui Takumi. response:	We're nothing like that.
context: Sorry. I'm just like this, so if I made you worry, I'll apologize.\People yell at me a lot and tell me to act more feminine.\But I believe it's best to be the way I am.\Even so, I don't accept girls who don't put effort into becoming a good woman.\If you don't polish yourself, you'll eventually get dumped and cry over it.\Dumped by who?\Usui Takumi.\We're nothing like that. response:	But he sees you as more than just friends.
context: People yell at me a lot and tell me to act more feminine.\But I believe it's best to be the way I am.\Even so, I don't accept girls who don't put effort into becoming a good woman.\If you don't polish yourself, you'll eventually get dumped and cry over it.\Dumped by who?\Usui Takumi.\We're nothing like that.\But he sees you as more than just friends. response:	Not true. He's just toying with me and having fun.
context: But I believe it's best to be the way I am.\Even so, I don't accept girls who don't put effort into becoming a good woman.\If you don't polish yourself, you'll eventually get dumped and cry over it.\Dumped by who?\Usui Takumi.\We're nothing like that.\But he sees you as more than just friends.\Not true. He's just toying with me and having fun. response:	He's an alien so you know.
context: Even so, I don't accept girls who don't put effort into becoming a good woman.\If you don't polish yourself, you'll eventually get dumped and cry over it.\Dumped by who?\Usui Takumi.\We're nothing like that.\But he sees you as more than just friends.\Not true. He's just toying with me and having fun.\He's an alien so you know. response:	I sympathize with him a little right now.
context: If you don't polish yourself, you'll eventually get dumped and cry over it.\Dumped by who?\Usui Takumi.\We're nothing like that.\But he sees you as more than just friends.\Not true. He's just toying with me and having fun.\He's an alien so you know.\I sympathize with him a little right now. response:	Nothing.
context: Dumped by who?\Usui Takumi.\We're nothing like that.\But he sees you as more than just friends.\Not true. He's just toying with me and having fun.\He's an alien so you know.\I sympathize with him a little right now.\Nothing. response:	Hey, your sleeve's ripped!
context: Usui Takumi.\We're nothing like that.\But he sees you as more than just friends.\Not true. He's just toying with me and having fun.\He's an alien so you know.\I sympathize with him a little right now.\Nothing.\Hey, your sleeve's ripped! response:	That's what you get for buying something cheap.
context: We're nothing like that.\But he sees you as more than just friends.\Not true. He's just toying with me and having fun.\He's an alien so you know.\I sympathize with him a little right now.\Nothing.\Hey, your sleeve's ripped!\That's what you get for buying something cheap. response:	Tell me your size.
context: But he sees you as more than just friends.\Not true. He's just toying with me and having fun.\He's an alien so you know.\I sympathize with him a little right now.\Nothing.\Hey, your sleeve's ripped!\That's what you get for buying something cheap.\Tell me your size. response:	I'll make some.
context: Not true. He's just toying with me and having fun.\He's an alien so you know.\I sympathize with him a little right now.\Nothing.\Hey, your sleeve's ripped!\That's what you get for buying something cheap.\Tell me your size.\I'll make some. response:	You mean make my clothes?
context: He's an alien so you know.\I sympathize with him a little right now.\Nothing.\Hey, your sleeve's ripped!\That's what you get for buying something cheap.\Tell me your size.\I'll make some.\You mean make my clothes? response:	Yeah.
context: I sympathize with him a little right now.\Nothing.\Hey, your sleeve's ripped!\That's what you get for buying something cheap.\Tell me your size.\I'll make some.\You mean make my clothes?\Yeah. response:	Hey.
context: Nothing.\Hey, your sleeve's ripped!\That's what you get for buying something cheap.\Tell me your size.\I'll make some.\You mean make my clothes?\Yeah.\Hey. response:	You've got great style, so I'm saying I'll help you out.
context: Hey, your sleeve's ripped!\That's what you get for buying something cheap.\Tell me your size.\I'll make some.\You mean make my clothes?\Yeah.\Hey.\You've got great style, so I'm saying I'll help you out. response:	No thanks.
context: That's what you get for buying something cheap.\Tell me your size.\I'll make some.\You mean make my clothes?\Yeah.\Hey.\You've got great style, so I'm saying I'll help you out.\No thanks. response:	I will.
context: Tell me your size.\I'll make some.\You mean make my clothes?\Yeah.\Hey.\You've got great style, so I'm saying I'll help you out.\No thanks.\I will. response:	I said no thanks.
context: I'll make some.\You mean make my clothes?\Yeah.\Hey.\You've got great style, so I'm saying I'll help you out.\No thanks.\I will.\I said no thanks. response:	This doesn't feel quite right...
context: You mean make my clothes?\Yeah.\Hey.\You've got great style, so I'm saying I'll help you out.\No thanks.\I will.\I said no thanks.\This doesn't feel quite right... response:	Are you questioning my sense?
context: Yeah.\Hey.\You've got great style, so I'm saying I'll help you out.\No thanks.\I will.\I said no thanks.\This doesn't feel quite right...\Are you questioning my sense? response:	You're so cute, Misa-chan.
context: Hey.\You've got great style, so I'm saying I'll help you out.\No thanks.\I will.\I said no thanks.\This doesn't feel quite right...\Are you questioning my sense?\You're so cute, Misa-chan. response:	Should I organize a Lolita day?
context: You've got great style, so I'm saying I'll help you out.\No thanks.\I will.\I said no thanks.\This doesn't feel quite right...\Are you questioning my sense?\You're so cute, Misa-chan.\Should I organize a Lolita day? response:	She looks better than expected.
context: No thanks.\I will.\I said no thanks.\This doesn't feel quite right...\Are you questioning my sense?\You're so cute, Misa-chan.\Should I organize a Lolita day?\She looks better than expected. response:	You're right.
context: I will.\I said no thanks.\This doesn't feel quite right...\Are you questioning my sense?\You're so cute, Misa-chan.\Should I organize a Lolita day?\She looks better than expected.\You're right. response:	What?! Laugh if you want to!
context: I said no thanks.\This doesn't feel quite right...\Are you questioning my sense?\You're so cute, Misa-chan.\Should I organize a Lolita day?\She looks better than expected.\You're right.\What?! Laugh if you want to! response:	Sorry for being a miserable failure when it comes to cuteness.
context: This doesn't feel quite right...\Are you questioning my sense?\You're so cute, Misa-chan.\Should I organize a Lolita day?\She looks better than expected.\You're right.\What?! Laugh if you want to!\Sorry for being a miserable failure when it comes to cuteness. response:	If you're blushing like that, you look even cuter, and that turns me on.
context: Are you questioning my sense?\You're so cute, Misa-chan.\Should I organize a Lolita day?\She looks better than expected.\You're right.\What?! Laugh if you want to!\Sorry for being a miserable failure when it comes to cuteness.\If you're blushing like that, you look even cuter, and that turns me on. response:	You massive pervert!
context: You're so cute, Misa-chan.\Should I organize a Lolita day?\She looks better than expected.\You're right.\What?! Laugh if you want to!\Sorry for being a miserable failure when it comes to cuteness.\If you're blushing like that, you look even cuter, and that turns me on.\You massive pervert! response:	It's tiring to wear clothes I'm not used to.
context: Should I organize a Lolita day?\She looks better than expected.\You're right.\What?! Laugh if you want to!\Sorry for being a miserable failure when it comes to cuteness.\If you're blushing like that, you look even cuter, and that turns me on.\You massive pervert!\It's tiring to wear clothes I'm not used to. response:	Hey, weren't you all taking pictures of me?
context: She looks better than expected.\You're right.\What?! Laugh if you want to!\Sorry for being a miserable failure when it comes to cuteness.\If you're blushing like that, you look even cuter, and that turns me on.\You massive pervert!\It's tiring to wear clothes I'm not used to.\Hey, weren't you all taking pictures of me? response:	Of course. I took so many that the memory filled up.
context: You're right.\What?! Laugh if you want to!\Sorry for being a miserable failure when it comes to cuteness.\If you're blushing like that, you look even cuter, and that turns me on.\You massive pervert!\It's tiring to wear clothes I'm not used to.\Hey, weren't you all taking pictures of me?\Of course. I took so many that the memory filled up. response:	I picked out her clothes, after all. She looked really good, didn't she?
context: What?! Laugh if you want to!\Sorry for being a miserable failure when it comes to cuteness.\If you're blushing like that, you look even cuter, and that turns me on.\You massive pervert!\It's tiring to wear clothes I'm not used to.\Hey, weren't you all taking pictures of me?\Of course. I took so many that the memory filled up.\I picked out her clothes, after all. She looked really good, didn't she? response:	Yeah, it turned me on.
context: Sorry for being a miserable failure when it comes to cuteness.\If you're blushing like that, you look even cuter, and that turns me on.\You massive pervert!\It's tiring to wear clothes I'm not used to.\Hey, weren't you all taking pictures of me?\Of course. I took so many that the memory filled up.\I picked out her clothes, after all. She looked really good, didn't she?\Yeah, it turned me on. response:	Shut up, Usui you idiot!
context: If you're blushing like that, you look even cuter, and that turns me on.\You massive pervert!\It's tiring to wear clothes I'm not used to.\Hey, weren't you all taking pictures of me?\Of course. I took so many that the memory filled up.\I picked out her clothes, after all. She looked really good, didn't she?\Yeah, it turned me on.\Shut up, Usui you idiot! response:	Oh no, I forgot. The paperwork for the district government got piled up.
context: You massive pervert!\It's tiring to wear clothes I'm not used to.\Hey, weren't you all taking pictures of me?\Of course. I took so many that the memory filled up.\I picked out her clothes, after all. She looked really good, didn't she?\Yeah, it turned me on.\Shut up, Usui you idiot!\Oh no, I forgot. The paperwork for the district government got piled up. response:	Good bye.
context: It's tiring to wear clothes I'm not used to.\Hey, weren't you all taking pictures of me?\Of course. I took so many that the memory filled up.\I picked out her clothes, after all. She looked really good, didn't she?\Yeah, it turned me on.\Shut up, Usui you idiot!\Oh no, I forgot. The paperwork for the district government got piled up.\Good bye. response:	Good work, Honoka-san.
context: Hey, weren't you all taking pictures of me?\Of course. I took so many that the memory filled up.\I picked out her clothes, after all. She looked really good, didn't she?\Yeah, it turned me on.\Shut up, Usui you idiot!\Oh no, I forgot. The paperwork for the district government got piled up.\Good bye.\Good work, Honoka-san. response:	I have my next part time job to go to.
context: Of course. I took so many that the memory filled up.\I picked out her clothes, after all. She looked really good, didn't she?\Yeah, it turned me on.\Shut up, Usui you idiot!\Oh no, I forgot. The paperwork for the district government got piled up.\Good bye.\Good work, Honoka-san.\I have my next part time job to go to. response:	Ah, please don't worry, Subaru-san. I'll stick around.
context: I picked out her clothes, after all. She looked really good, didn't she?\Yeah, it turned me on.\Shut up, Usui you idiot!\Oh no, I forgot. The paperwork for the district government got piled up.\Good bye.\Good work, Honoka-san.\I have my next part time job to go to.\Ah, please don't worry, Subaru-san. I'll stick around. response:	I'm a little worried.
context: Yeah, it turned me on.\Shut up, Usui you idiot!\Oh no, I forgot. The paperwork for the district government got piled up.\Good bye.\Good work, Honoka-san.\I have my next part time job to go to.\Ah, please don't worry, Subaru-san. I'll stick around.\I'm a little worried. response:	We're sorry, Misa-chan.
