context: Whaaat? So lame! response:	Is that the end of Act 1?
context: All right, then, I guess I'll respond to that by going all-out!\Now's my chance!\His Meteo arts failed?\Amagiri Shinmei-style Spear Skill - Ninth Cloud Wasp!\AMAGIRI SHINMEI-STYLE SPEAR SKILL - NINTH CLOUD WASP\Spear Skills?\Did I surprise you at least a little?\Yes, you did. But... response:	a tricky move for a tricky move!
context: Now's my chance!\His Meteo arts failed?\Amagiri Shinmei-style Spear Skill - Ninth Cloud Wasp!\AMAGIRI SHINMEI-STYLE SPEAR SKILL - NINTH CLOUD WASP\Spear Skills?\Did I surprise you at least a little?\Yes, you did. But...\a tricky move for a tricky move! response:	No way!
context: His Meteo arts failed?\Amagiri Shinmei-style Spear Skill - Ninth Cloud Wasp!\AMAGIRI SHINMEI-STYLE SPEAR SKILL - NINTH CLOUD WASP\Spear Skills?\Did I surprise you at least a little?\Yes, you did. But...\a tricky move for a tricky move!\No way! response:	The more tricky moves you've got, the trickier it gets!
context: Amagiri Shinmei-style Spear Skill - Ninth Cloud Wasp!\AMAGIRI SHINMEI-STYLE SPEAR SKILL - NINTH CLOUD WASP\Spear Skills?\Did I surprise you at least a little?\Yes, you did. But...\a tricky move for a tricky move!\No way!\The more tricky moves you've got, the trickier it gets! response:	Amagiri Shinmei-style Short Sword Technique...
context: AMAGIRI SHINMEI-STYLE SPEAR SKILL - NINTH CLOUD WASP\Spear Skills?\Did I surprise you at least a little?\Yes, you did. But...\a tricky move for a tricky move!\No way!\The more tricky moves you've got, the trickier it gets!\Amagiri Shinmei-style Short Sword Technique... response:	Reaper!
context: Spear Skills?\Did I surprise you at least a little?\Yes, you did. But...\a tricky move for a tricky move!\No way!\The more tricky moves you've got, the trickier it gets!\Amagiri Shinmei-style Short Sword Technique...\Reaper! response:	I win!
context: Did I surprise you at least a little?\Yes, you did. But...\a tricky move for a tricky move!\No way!\The more tricky moves you've got, the trickier it gets!\Amagiri Shinmei-style Short Sword Technique...\Reaper!\I win! response:	Amagiri Shinmei-style Grappling Skill...
context: Yes, you did. But...\a tricky move for a tricky move!\No way!\The more tricky moves you've got, the trickier it gets!\Amagiri Shinmei-style Short Sword Technique...\Reaper!\I win!\Amagiri Shinmei-style Grappling Skill... response:	Purifying Sweep!
context: a tricky move for a tricky move!\No way!\The more tricky moves you've got, the trickier it gets!\Amagiri Shinmei-style Short Sword Technique...\Reaper!\I win!\Amagiri Shinmei-style Grappling Skill...\Purifying Sweep! response:	Are you okay, Toudou?
context: No way!\The more tricky moves you've got, the trickier it gets!\Amagiri Shinmei-style Short Sword Technique...\Reaper!\I win!\Amagiri Shinmei-style Grappling Skill...\Purifying Sweep!\Are you okay, Toudou? response:	Well, you got me.
context: The more tricky moves you've got, the trickier it gets!\Amagiri Shinmei-style Short Sword Technique...\Reaper!\I win!\Amagiri Shinmei-style Grappling Skill...\Purifying Sweep!\Are you okay, Toudou?\Well, you got me. response:	Both the shield and the short sword were decoys, then?
context: Amagiri Shinmei-style Short Sword Technique...\Reaper!\I win!\Amagiri Shinmei-style Grappling Skill...\Purifying Sweep!\Are you okay, Toudou?\Well, you got me.\Both the shield and the short sword were decoys, then? response:	I surrender.
context: Reaper!\I win!\Amagiri Shinmei-style Grappling Skill...\Purifying Sweep!\Are you okay, Toudou?\Well, you got me.\Both the shield and the short sword were decoys, then?\I surrender. response:	I've been soundly defeated.
context: I win!\Amagiri Shinmei-style Grappling Skill...\Purifying Sweep!\Are you okay, Toudou?\Well, you got me.\Both the shield and the short sword were decoys, then?\I surrender.\I've been soundly defeated. response:	End of duel! Winner...
context: Amagiri Shinmei-style Grappling Skill...\Purifying Sweep!\Are you okay, Toudou?\Well, you got me.\Both the shield and the short sword were decoys, then?\I surrender.\I've been soundly defeated.\End of duel! Winner... response:	AYATO AMAGIRI
context: Purifying Sweep!\Are you okay, Toudou?\Well, you got me.\Both the shield and the short sword were decoys, then?\I surrender.\I've been soundly defeated.\End of duel! Winner...\AYATO AMAGIRI response:	Ayato Amagiri!
context: Are you okay, Toudou?\Well, you got me.\Both the shield and the short sword were decoys, then?\I surrender.\I've been soundly defeated.\End of duel! Winner...\AYATO AMAGIRI\Ayato Amagiri! response:	Who knew that you'd really win?
context: Well, you got me.\Both the shield and the short sword were decoys, then?\I surrender.\I've been soundly defeated.\End of duel! Winner...\AYATO AMAGIRI\Ayato Amagiri!\Who knew that you'd really win? response:	Congratulations, Ayato. You were so cool!
context: Both the shield and the short sword were decoys, then?\I surrender.\I've been soundly defeated.\End of duel! Winner...\AYATO AMAGIRI\Ayato Amagiri!\Who knew that you'd really win?\Congratulations, Ayato. You were so cool! response:	Hey, thanks.
context: I surrender.\I've been soundly defeated.\End of duel! Winner...\AYATO AMAGIRI\Ayato Amagiri!\Who knew that you'd really win?\Congratulations, Ayato. You were so cool!\Hey, thanks. response:	Ayato? May I come in?
context: I've been soundly defeated.\End of duel! Winner...\AYATO AMAGIRI\Ayato Amagiri!\Who knew that you'd really win?\Congratulations, Ayato. You were so cool!\Hey, thanks.\Ayato? May I come in? response:	Sure.
context: End of duel! Winner...\AYATO AMAGIRI\Ayato Amagiri!\Who knew that you'd really win?\Congratulations, Ayato. You were so cool!\Hey, thanks.\Ayato? May I come in?\Sure. response:	Pardon me for the intrusion.
context: AYATO AMAGIRI\Ayato Amagiri!\Who knew that you'd really win?\Congratulations, Ayato. You were so cool!\Hey, thanks.\Ayato? May I come in?\Sure.\Pardon me for the intrusion. response:	Come on in.
context: Ayato Amagiri!\Who knew that you'd really win?\Congratulations, Ayato. You were so cool!\Hey, thanks.\Ayato? May I come in?\Sure.\Pardon me for the intrusion.\Come on in. response:	Uh, um... excuse me.
context: Who knew that you'd really win?\Congratulations, Ayato. You were so cool!\Hey, thanks.\Ayato? May I come in?\Sure.\Pardon me for the intrusion.\Come on in.\Uh, um... excuse me. response:	Huh? You, too, Toudou?
context: Congratulations, Ayato. You were so cool!\Hey, thanks.\Ayato? May I come in?\Sure.\Pardon me for the intrusion.\Come on in.\Uh, um... excuse me.\Huh? You, too, Toudou? response:	Yes. It seems that she has some business here today.
context: Hey, thanks.\Ayato? May I come in?\Sure.\Pardon me for the intrusion.\Come on in.\Uh, um... excuse me.\Huh? You, too, Toudou?\Yes. It seems that she has some business here today. response:	Uh, um...
context: Ayato? May I come in?\Sure.\Pardon me for the intrusion.\Come on in.\Uh, um... excuse me.\Huh? You, too, Toudou?\Yes. It seems that she has some business here today.\Uh, um... response:	Would you mind letting me join your practice sessions?
context: Sure.\Pardon me for the intrusion.\Come on in.\Uh, um... excuse me.\Huh? You, too, Toudou?\Yes. It seems that she has some business here today.\Uh, um...\Would you mind letting me join your practice sessions? response:	Y-You see, Amagiri-senpai invited me before...
context: Pardon me for the intrusion.\Come on in.\Uh, um... excuse me.\Huh? You, too, Toudou?\Yes. It seems that she has some business here today.\Uh, um...\Would you mind letting me join your practice sessions?\Y-You see, Amagiri-senpai invited me before... response:	But at the time, I had to decline.
context: Come on in.\Uh, um... excuse me.\Huh? You, too, Toudou?\Yes. It seems that she has some business here today.\Uh, um...\Would you mind letting me join your practice sessions?\Y-You see, Amagiri-senpai invited me before...\But at the time, I had to decline. response:	Well, that's news to me!
context: Uh, um... excuse me.\Huh? You, too, Toudou?\Yes. It seems that she has some business here today.\Uh, um...\Would you mind letting me join your practice sessions?\Y-You see, Amagiri-senpai invited me before...\But at the time, I had to decline.\Well, that's news to me! response:	Well, hey...
context: Huh? You, too, Toudou?\Yes. It seems that she has some business here today.\Uh, um...\Would you mind letting me join your practice sessions?\Y-You see, Amagiri-senpai invited me before...\But at the time, I had to decline.\Well, that's news to me!\Well, hey... response:	but look, if someone of Toudou's caliber joined us,
context: Yes. It seems that she has some business here today.\Uh, um...\Would you mind letting me join your practice sessions?\Y-You see, Amagiri-senpai invited me before...\But at the time, I had to decline.\Well, that's news to me!\Well, hey...\but look, if someone of Toudou's caliber joined us, response:	that would give us a range of options, right?
context: Uh, um...\Would you mind letting me join your practice sessions?\Y-You see, Amagiri-senpai invited me before...\But at the time, I had to decline.\Well, that's news to me!\Well, hey...\but look, if someone of Toudou's caliber joined us,\that would give us a range of options, right? response:	Well, you do have a point, but...
context: Would you mind letting me join your practice sessions?\Y-You see, Amagiri-senpai invited me before...\But at the time, I had to decline.\Well, that's news to me!\Well, hey...\but look, if someone of Toudou's caliber joined us,\that would give us a range of options, right?\Well, you do have a point, but... response:	Sure, I don't mind. Bring it on!
context: Y-You see, Amagiri-senpai invited me before...\But at the time, I had to decline.\Well, that's news to me!\Well, hey...\but look, if someone of Toudou's caliber joined us,\that would give us a range of options, right?\Well, you do have a point, but...\Sure, I don't mind. Bring it on! response:	Why did you decide on your own?!
context: But at the time, I had to decline.\Well, that's news to me!\Well, hey...\but look, if someone of Toudou's caliber joined us,\that would give us a range of options, right?\Well, you do have a point, but...\Sure, I don't mind. Bring it on!\Why did you decide on your own?! response:	And come to think of it, you've been infiltrating our practice sessions day after day yourself!
context: Well, that's news to me!\Well, hey...\but look, if someone of Toudou's caliber joined us,\that would give us a range of options, right?\Well, you do have a point, but...\Sure, I don't mind. Bring it on!\Why did you decide on your own?!\And come to think of it, you've been infiltrating our practice sessions day after day yourself! response:	Riessfeld, you're such a nitpicker.
context: Well, hey...\but look, if someone of Toudou's caliber joined us,\that would give us a range of options, right?\Well, you do have a point, but...\Sure, I don't mind. Bring it on!\Why did you decide on your own?!\And come to think of it, you've been infiltrating our practice sessions day after day yourself!\Riessfeld, you're such a nitpicker. response:	Little by little is the way of the world. Just give it up.
context: but look, if someone of Toudou's caliber joined us,\that would give us a range of options, right?\Well, you do have a point, but...\Sure, I don't mind. Bring it on!\Why did you decide on your own?!\And come to think of it, you've been infiltrating our practice sessions day after day yourself!\Riessfeld, you're such a nitpicker.\Little by little is the way of the world. Just give it up. response:	That's what you call usurping, you idiot!
context: that would give us a range of options, right?\Well, you do have a point, but...\Sure, I don't mind. Bring it on!\Why did you decide on your own?!\And come to think of it, you've been infiltrating our practice sessions day after day yourself!\Riessfeld, you're such a nitpicker.\Little by little is the way of the world. Just give it up.\That's what you call usurping, you idiot! response:	So this is our lineup, but are you still game?
context: Well, you do have a point, but...\Sure, I don't mind. Bring it on!\Why did you decide on your own?!\And come to think of it, you've been infiltrating our practice sessions day after day yourself!\Riessfeld, you're such a nitpicker.\Little by little is the way of the world. Just give it up.\That's what you call usurping, you idiot!\So this is our lineup, but are you still game? response:	Yes! Of course!
context: Sure, I don't mind. Bring it on!\Why did you decide on your own?!\And come to think of it, you've been infiltrating our practice sessions day after day yourself!\Riessfeld, you're such a nitpicker.\Little by little is the way of the world. Just give it up.\That's what you call usurping, you idiot!\So this is our lineup, but are you still game?\Yes! Of course! response:	Gotcha. Then...
context: Why did you decide on your own?!\And come to think of it, you've been infiltrating our practice sessions day after day yourself!\Riessfeld, you're such a nitpicker.\Little by little is the way of the world. Just give it up.\That's what you call usurping, you idiot!\So this is our lineup, but are you still game?\Yes! Of course!\Gotcha. Then... response:	Kirin! I know you're in there!
context: And come to think of it, you've been infiltrating our practice sessions day after day yourself!\Riessfeld, you're such a nitpicker.\Little by little is the way of the world. Just give it up.\That's what you call usurping, you idiot!\So this is our lineup, but are you still game?\Yes! Of course!\Gotcha. Then...\Kirin! I know you're in there! response:	Come out of there, Kirin!
context: Riessfeld, you're such a nitpicker.\Little by little is the way of the world. Just give it up.\That's what you call usurping, you idiot!\So this is our lineup, but are you still game?\Yes! Of course!\Gotcha. Then...\Kirin! I know you're in there!\Come out of there, Kirin! response:	Dammit, open this door!
context: Little by little is the way of the world. Just give it up.\That's what you call usurping, you idiot!\So this is our lineup, but are you still game?\Yes! Of course!\Gotcha. Then...\Kirin! I know you're in there!\Come out of there, Kirin!\Dammit, open this door! response:	Kirin, what kind of an idiot are you?!
context: That's what you call usurping, you idiot!\So this is our lineup, but are you still game?\Yes! Of course!\Gotcha. Then...\Kirin! I know you're in there!\Come out of there, Kirin!\Dammit, open this door!\Kirin, what kind of an idiot are you?! response:	After dueling someone without my permission,
context: So this is our lineup, but are you still game?\Yes! Of course!\Gotcha. Then...\Kirin! I know you're in there!\Come out of there, Kirin!\Dammit, open this door!\Kirin, what kind of an idiot are you?!\After dueling someone without my permission, response:	you end up losing in such a humiliating manner!
context: Yes! Of course!\Gotcha. Then...\Kirin! I know you're in there!\Come out of there, Kirin!\Dammit, open this door!\Kirin, what kind of an idiot are you?!\After dueling someone without my permission,\you end up losing in such a humiliating manner! response:	But it's clear to you now, isn't it?!
context: Gotcha. Then...\Kirin! I know you're in there!\Come out of there, Kirin!\Dammit, open this door!\Kirin, what kind of an idiot are you?!\After dueling someone without my permission,\you end up losing in such a humiliating manner!\But it's clear to you now, isn't it?! response:	You need my assistance!
context: Kirin! I know you're in there!\Come out of there, Kirin!\Dammit, open this door!\Kirin, what kind of an idiot are you?!\After dueling someone without my permission,\you end up losing in such a humiliating manner!\But it's clear to you now, isn't it?!\You need my assistance! response:	I'm sorry, Uncle.
context: Come out of there, Kirin!\Dammit, open this door!\Kirin, what kind of an idiot are you?!\After dueling someone without my permission,\you end up losing in such a humiliating manner!\But it's clear to you now, isn't it?!\You need my assistance!\I'm sorry, Uncle. response:	But I've made up my mind to fight my way from now on...
context: Dammit, open this door!\Kirin, what kind of an idiot are you?!\After dueling someone without my permission,\you end up losing in such a humiliating manner!\But it's clear to you now, isn't it?!\You need my assistance!\I'm sorry, Uncle.\But I've made up my mind to fight my way from now on... response:	Shut up, shut up!
context: Kirin, what kind of an idiot are you?!\After dueling someone without my permission,\you end up losing in such a humiliating manner!\But it's clear to you now, isn't it?!\You need my assistance!\I'm sorry, Uncle.\But I've made up my mind to fight my way from now on...\Shut up, shut up! response:	All you need to do is obey my every order!
context: After dueling someone without my permission,\you end up losing in such a humiliating manner!\But it's clear to you now, isn't it?!\You need my assistance!\I'm sorry, Uncle.\But I've made up my mind to fight my way from now on...\Shut up, shut up!\All you need to do is obey my every order! response:	She's already taken the first step with her own two feet.
context: you end up losing in such a humiliating manner!\But it's clear to you now, isn't it?!\You need my assistance!\I'm sorry, Uncle.\But I've made up my mind to fight my way from now on...\Shut up, shut up!\All you need to do is obey my every order!\She's already taken the first step with her own two feet. response:	You have no business butting in anymore.
context: But it's clear to you now, isn't it?!\You need my assistance!\I'm sorry, Uncle.\But I've made up my mind to fight my way from now on...\Shut up, shut up!\All you need to do is obey my every order!\She's already taken the first step with her own two feet.\You have no business butting in anymore. response:	Who the hell do you think you are?!
context: You need my assistance!\I'm sorry, Uncle.\But I've made up my mind to fight my way from now on...\Shut up, shut up!\All you need to do is obey my every order!\She's already taken the first step with her own two feet.\You have no business butting in anymore.\Who the hell do you think you are?! response:	I'm not a Genestella, you know!
context: I'm sorry, Uncle.\But I've made up my mind to fight my way from now on...\Shut up, shut up!\All you need to do is obey my every order!\She's already taken the first step with her own two feet.\You have no business butting in anymore.\Who the hell do you think you are?!\I'm not a Genestella, you know! response:	That's right! You sure about this, Kirin?
context: But I've made up my mind to fight my way from now on...\Shut up, shut up!\All you need to do is obey my every order!\She's already taken the first step with her own two feet.\You have no business butting in anymore.\Who the hell do you think you are?!\I'm not a Genestella, you know!\That's right! You sure about this, Kirin? response:	I'm the one who covered up your father's deeds!
context: Shut up, shut up!\All you need to do is obey my every order!\She's already taken the first step with her own two feet.\You have no business butting in anymore.\Who the hell do you think you are?!\I'm not a Genestella, you know!\That's right! You sure about this, Kirin?\I'm the one who covered up your father's deeds! response:	If you refuse to come back to me, I'll spread the word on everything!
context: All you need to do is obey my every order!\She's already taken the first step with her own two feet.\You have no business butting in anymore.\Who the hell do you think you are?!\I'm not a Genestella, you know!\That's right! You sure about this, Kirin?\I'm the one who covered up your father's deeds!\If you refuse to come back to me, I'll spread the word on everything! response:	Oh, my, what an intriguing thing to say.
context: She's already taken the first step with her own two feet.\You have no business butting in anymore.\Who the hell do you think you are?!\I'm not a Genestella, you know!\That's right! You sure about this, Kirin?\I'm the one who covered up your father's deeds!\If you refuse to come back to me, I'll spread the word on everything!\Oh, my, what an intriguing thing to say. response:	What the... E-Enfield...
context: You have no business butting in anymore.\Who the hell do you think you are?!\I'm not a Genestella, you know!\That's right! You sure about this, Kirin?\I'm the one who covered up your father's deeds!\If you refuse to come back to me, I'll spread the word on everything!\Oh, my, what an intriguing thing to say.\What the... E-Enfield... response:	I have no intention of meddling in your relationship with Kirin Toudou.
context: Who the hell do you think you are?!\I'm not a Genestella, you know!\That's right! You sure about this, Kirin?\I'm the one who covered up your father's deeds!\If you refuse to come back to me, I'll spread the word on everything!\Oh, my, what an intriguing thing to say.\What the... E-Enfield...\I have no intention of meddling in your relationship with Kirin Toudou. response:	But she is also a student at Seidoukan Academy.
context: I'm not a Genestella, you know!\That's right! You sure about this, Kirin?\I'm the one who covered up your father's deeds!\If you refuse to come back to me, I'll spread the word on everything!\Oh, my, what an intriguing thing to say.\What the... E-Enfield...\I have no intention of meddling in your relationship with Kirin Toudou.\But she is also a student at Seidoukan Academy. response:	Not only does that make her an asset to this school,
context: That's right! You sure about this, Kirin?\I'm the one who covered up your father's deeds!\If you refuse to come back to me, I'll spread the word on everything!\Oh, my, what an intriguing thing to say.\What the... E-Enfield...\I have no intention of meddling in your relationship with Kirin Toudou.\But she is also a student at Seidoukan Academy.\Not only does that make her an asset to this school, response:	but also to the Integrated Enterprise Foundation.
context: I'm the one who covered up your father's deeds!\If you refuse to come back to me, I'll spread the word on everything!\Oh, my, what an intriguing thing to say.\What the... E-Enfield...\I have no intention of meddling in your relationship with Kirin Toudou.\But she is also a student at Seidoukan Academy.\Not only does that make her an asset to this school,\but also to the Integrated Enterprise Foundation. response:	And if you intend to corrupt her with your self-interest in mind...
context: If you refuse to come back to me, I'll spread the word on everything!\Oh, my, what an intriguing thing to say.\What the... E-Enfield...\I have no intention of meddling in your relationship with Kirin Toudou.\But she is also a student at Seidoukan Academy.\Not only does that make her an asset to this school,\but also to the Integrated Enterprise Foundation.\And if you intend to corrupt her with your self-interest in mind... response:	I can ill afford to look the other way.
context: Oh, my, what an intriguing thing to say.\What the... E-Enfield...\I have no intention of meddling in your relationship with Kirin Toudou.\But she is also a student at Seidoukan Academy.\Not only does that make her an asset to this school,\but also to the Integrated Enterprise Foundation.\And if you intend to corrupt her with your self-interest in mind...\I can ill afford to look the other way. response:	I'm sure my mother would make the same judgment.
context: What the... E-Enfield...\I have no intention of meddling in your relationship with Kirin Toudou.\But she is also a student at Seidoukan Academy.\Not only does that make her an asset to this school,\but also to the Integrated Enterprise Foundation.\And if you intend to corrupt her with your self-interest in mind...\I can ill afford to look the other way.\I'm sure my mother would make the same judgment. response:	U-Uncle!
context: I have no intention of meddling in your relationship with Kirin Toudou.\But she is also a student at Seidoukan Academy.\Not only does that make her an asset to this school,\but also to the Integrated Enterprise Foundation.\And if you intend to corrupt her with your self-interest in mind...\I can ill afford to look the other way.\I'm sure my mother would make the same judgment.\U-Uncle! response:	I appreciate what you've done for me. That's the truth!
context: But she is also a student at Seidoukan Academy.\Not only does that make her an asset to this school,\but also to the Integrated Enterprise Foundation.\And if you intend to corrupt her with your self-interest in mind...\I can ill afford to look the other way.\I'm sure my mother would make the same judgment.\U-Uncle!\I appreciate what you've done for me. That's the truth! response:	If it hadn't been for you, I never would've come to Asterisk,
context: Not only does that make her an asset to this school,\but also to the Integrated Enterprise Foundation.\And if you intend to corrupt her with your self-interest in mind...\I can ill afford to look the other way.\I'm sure my mother would make the same judgment.\U-Uncle!\I appreciate what you've done for me. That's the truth!\If it hadn't been for you, I never would've come to Asterisk, response:	and I wouldn't have met these people.
context: but also to the Integrated Enterprise Foundation.\And if you intend to corrupt her with your self-interest in mind...\I can ill afford to look the other way.\I'm sure my mother would make the same judgment.\U-Uncle!\I appreciate what you've done for me. That's the truth!\If it hadn't been for you, I never would've come to Asterisk,\and I wouldn't have met these people. response:	And so... for all you've done... all you've done till now...
context: And if you intend to corrupt her with your self-interest in mind...\I can ill afford to look the other way.\I'm sure my mother would make the same judgment.\U-Uncle!\I appreciate what you've done for me. That's the truth!\If it hadn't been for you, I never would've come to Asterisk,\and I wouldn't have met these people.\And so... for all you've done... all you've done till now... response:	Thank you from the bottom of my heart!
context: I can ill afford to look the other way.\I'm sure my mother would make the same judgment.\U-Uncle!\I appreciate what you've done for me. That's the truth!\If it hadn't been for you, I never would've come to Asterisk,\and I wouldn't have met these people.\And so... for all you've done... all you've done till now...\Thank you from the bottom of my heart! response:	Uncle...
context: I'm sure my mother would make the same judgment.\U-Uncle!\I appreciate what you've done for me. That's the truth!\If it hadn't been for you, I never would've come to Asterisk,\and I wouldn't have met these people.\And so... for all you've done... all you've done till now...\Thank you from the bottom of my heart!\Uncle... response:	I'm looking forward to training with you, Toudou.
context: U-Uncle!\I appreciate what you've done for me. That's the truth!\If it hadn't been for you, I never would've come to Asterisk,\and I wouldn't have met these people.\And so... for all you've done... all you've done till now...\Thank you from the bottom of my heart!\Uncle...\I'm looking forward to training with you, Toudou. response:	Yes.
context: I appreciate what you've done for me. That's the truth!\If it hadn't been for you, I never would've come to Asterisk,\and I wouldn't have met these people.\And so... for all you've done... all you've done till now...\Thank you from the bottom of my heart!\Uncle...\I'm looking forward to training with you, Toudou.\Yes. response:	Thank you very much.
context: If it hadn't been for you, I never would've come to Asterisk,\and I wouldn't have met these people.\And so... for all you've done... all you've done till now...\Thank you from the bottom of my heart!\Uncle...\I'm looking forward to training with you, Toudou.\Yes.\Thank you very much. response:	Um... Amagiri-senpai?
context: and I wouldn't have met these people.\And so... for all you've done... all you've done till now...\Thank you from the bottom of my heart!\Uncle...\I'm looking forward to training with you, Toudou.\Yes.\Thank you very much.\Um... Amagiri-senpai? response:	What's up?
context: And so... for all you've done... all you've done till now...\Thank you from the bottom of my heart!\Uncle...\I'm looking forward to training with you, Toudou.\Yes.\Thank you very much.\Um... Amagiri-senpai?\What's up? response:	Uh... there's something...
context: Thank you from the bottom of my heart!\Uncle...\I'm looking forward to training with you, Toudou.\Yes.\Thank you very much.\Um... Amagiri-senpai?\What's up?\Uh... there's something... response:	no, I mean two favors I'd like to ask of you...
context: Uncle...\I'm looking forward to training with you, Toudou.\Yes.\Thank you very much.\Um... Amagiri-senpai?\What's up?\Uh... there's something...\no, I mean two favors I'd like to ask of you... response:	Favors?
context: I'm looking forward to training with you, Toudou.\Yes.\Thank you very much.\Um... Amagiri-senpai?\What's up?\Uh... there's something...\no, I mean two favors I'd like to ask of you...\Favors? response:	If possible, uh...
context: Yes.\Thank you very much.\Um... Amagiri-senpai?\What's up?\Uh... there's something...\no, I mean two favors I'd like to ask of you...\Favors?\If possible, uh... response:	I'd like to call you by your first name, Amagiri-senpai...
context: Thank you very much.\Um... Amagiri-senpai?\What's up?\Uh... there's something...\no, I mean two favors I'd like to ask of you...\Favors?\If possible, uh...\I'd like to call you by your first name, Amagiri-senpai... response:	Oh, is that all? Sure, of course you can.
context: Um... Amagiri-senpai?\What's up?\Uh... there's something...\no, I mean two favors I'd like to ask of you...\Favors?\If possible, uh...\I'd like to call you by your first name, Amagiri-senpai...\Oh, is that all? Sure, of course you can. response:	So what's the other thing?
context: What's up?\Uh... there's something...\no, I mean two favors I'd like to ask of you...\Favors?\If possible, uh...\I'd like to call you by your first name, Amagiri-senpai...\Oh, is that all? Sure, of course you can.\So what's the other thing? response:	Okay! Then, uh...
context: Uh... there's something...\no, I mean two favors I'd like to ask of you...\Favors?\If possible, uh...\I'd like to call you by your first name, Amagiri-senpai...\Oh, is that all? Sure, of course you can.\So what's the other thing?\Okay! Then, uh... response:	A-Ayato-senpai...
context: no, I mean two favors I'd like to ask of you...\Favors?\If possible, uh...\I'd like to call you by your first name, Amagiri-senpai...\Oh, is that all? Sure, of course you can.\So what's the other thing?\Okay! Then, uh...\A-Ayato-senpai... response:	Right.
context: Favors?\If possible, uh...\I'd like to call you by your first name, Amagiri-senpai...\Oh, is that all? Sure, of course you can.\So what's the other thing?\Okay! Then, uh...\A-Ayato-senpai...\Right. response:	W-Will you please...
context: If possible, uh...\I'd like to call you by your first name, Amagiri-senpai...\Oh, is that all? Sure, of course you can.\So what's the other thing?\Okay! Then, uh...\A-Ayato-senpai...\Right.\W-Will you please... response:	call me by my first name, too?
context: I'd like to call you by your first name, Amagiri-senpai...\Oh, is that all? Sure, of course you can.\So what's the other thing?\Okay! Then, uh...\A-Ayato-senpai...\Right.\W-Will you please...\call me by my first name, too? response:	Okay, then, Kirin-chan.
context: Oh, is that all? Sure, of course you can.\So what's the other thing?\Okay! Then, uh...\A-Ayato-senpai...\Right.\W-Will you please...\call me by my first name, too?\Okay, then, Kirin-chan. response:	Yes!
context: So what's the other thing?\Okay! Then, uh...\A-Ayato-senpai...\Right.\W-Will you please...\call me by my first name, too?\Okay, then, Kirin-chan.\Yes! response:	All right, want to join us next time we practice?
context: Okay! Then, uh...\A-Ayato-senpai...\Right.\W-Will you please...\call me by my first name, too?\Okay, then, Kirin-chan.\Yes!\All right, want to join us next time we practice? response:	Yes! I'd like that!
context: A-Ayato-senpai...\Right.\W-Will you please...\call me by my first name, too?\Okay, then, Kirin-chan.\Yes!\All right, want to join us next time we practice?\Yes! I'd like that! response:	Dammit!
context: Right.\W-Will you please...\call me by my first name, too?\Okay, then, Kirin-chan.\Yes!\All right, want to join us next time we practice?\Yes! I'd like that!\Dammit! response:	I only agreed to do this because you said it was a puppet test!
context: W-Will you please...\call me by my first name, too?\Okay, then, Kirin-chan.\Yes!\All right, want to join us next time we practice?\Yes! I'd like that!\Dammit!\I only agreed to do this because you said it was a puppet test! response:	You never said we'd have to fight something like this!
context: call me by my first name, too?\Okay, then, Kirin-chan.\Yes!\All right, want to join us next time we practice?\Yes! I'd like that!\Dammit!\I only agreed to do this because you said it was a puppet test!\You never said we'd have to fight something like this! response:	So anyway, that's the deal, more or less.
context: Okay, then, Kirin-chan.\Yes!\All right, want to join us next time we practice?\Yes! I'd like that!\Dammit!\I only agreed to do this because you said it was a puppet test!\You never said we'd have to fight something like this!\So anyway, that's the deal, more or less. response:	So I guess our victory isn't just a pipe dream.
context: Yes!\All right, want to join us next time we practice?\Yes! I'd like that!\Dammit!\I only agreed to do this because you said it was a puppet test!\You never said we'd have to fight something like this!\So anyway, that's the deal, more or less.\So I guess our victory isn't just a pipe dream. response:	Of course not! As if I was gunning for anything less from the start!
context: All right, want to join us next time we practice?\Yes! I'd like that!\Dammit!\I only agreed to do this because you said it was a puppet test!\You never said we'd have to fight something like this!\So anyway, that's the deal, more or less.\So I guess our victory isn't just a pipe dream.\Of course not! As if I was gunning for anything less from the start! response:	And I was able to nab some data on that young swordsman - our only red flag.
context: Yes! I'd like that!\Dammit!\I only agreed to do this because you said it was a puppet test!\You never said we'd have to fight something like this!\So anyway, that's the deal, more or less.\So I guess our victory isn't just a pipe dream.\Of course not! As if I was gunning for anything less from the start!\And I was able to nab some data on that young swordsman - our only red flag. response:	This was so incredible!
context: Dammit!\I only agreed to do this because you said it was a puppet test!\You never said we'd have to fight something like this!\So anyway, that's the deal, more or less.\So I guess our victory isn't just a pipe dream.\Of course not! As if I was gunning for anything less from the start!\And I was able to nab some data on that young swordsman - our only red flag.\This was so incredible! response:	I mean, it's enough to make me drool!
context: I only agreed to do this because you said it was a puppet test!\You never said we'd have to fight something like this!\So anyway, that's the deal, more or less.\So I guess our victory isn't just a pipe dream.\Of course not! As if I was gunning for anything less from the start!\And I was able to nab some data on that young swordsman - our only red flag.\This was so incredible!\I mean, it's enough to make me drool! response:	The Tenorio Faction will have lost face with this failure...
