context: The report says the Scarlet Flame Golden Lion response:	appeared in the Far North rebel army camp.
context: Shut up. Get out.\Yes.\If I don't give birth to it, will I have another chance?\His Majesty wouldn't touch me even on our wedding night 70,000 years ago.\I had to do everything I could just to conceive this one child.\This is my only chance.\My only chance to keep him by my side.\If this child is taken away from me... response:	then he will no longer care about me.
context: Yes.\If I don't give birth to it, will I have another chance?\His Majesty wouldn't touch me even on our wedding night 70,000 years ago.\I had to do everything I could just to conceive this one child.\This is my only chance.\My only chance to keep him by my side.\If this child is taken away from me...\then he will no longer care about me. response:	He wouldn't even feel a twinge of guilt.
context: If I don't give birth to it, will I have another chance?\His Majesty wouldn't touch me even on our wedding night 70,000 years ago.\I had to do everything I could just to conceive this one child.\This is my only chance.\My only chance to keep him by my side.\If this child is taken away from me...\then he will no longer care about me.\He wouldn't even feel a twinge of guilt. response:	Even if it is a sick child
context: His Majesty wouldn't touch me even on our wedding night 70,000 years ago.\I had to do everything I could just to conceive this one child.\This is my only chance.\My only chance to keep him by my side.\If this child is taken away from me...\then he will no longer care about me.\He wouldn't even feel a twinge of guilt.\Even if it is a sick child response:	he will take pity on me...
context: I had to do everything I could just to conceive this one child.\This is my only chance.\My only chance to keep him by my side.\If this child is taken away from me...\then he will no longer care about me.\He wouldn't even feel a twinge of guilt.\Even if it is a sick child\he will take pity on me... response:	and come to see me once in a while.
context: This is my only chance.\My only chance to keep him by my side.\If this child is taken away from me...\then he will no longer care about me.\He wouldn't even feel a twinge of guilt.\Even if it is a sick child\he will take pity on me...\and come to see me once in a while. response:	That would still be better than for him to get drunk in the arms of other women.
context: My only chance to keep him by my side.\If this child is taken away from me...\then he will no longer care about me.\He wouldn't even feel a twinge of guilt.\Even if it is a sick child\he will take pity on me...\and come to see me once in a while.\That would still be better than for him to get drunk in the arms of other women. response:	My child.
context: If this child is taken away from me...\then he will no longer care about me.\He wouldn't even feel a twinge of guilt.\Even if it is a sick child\he will take pity on me...\and come to see me once in a while.\That would still be better than for him to get drunk in the arms of other women.\My child. response:	I will definitely give birth to you.
context: then he will no longer care about me.\He wouldn't even feel a twinge of guilt.\Even if it is a sick child\he will take pity on me...\and come to see me once in a while.\That would still be better than for him to get drunk in the arms of other women.\My child.\I will definitely give birth to you. response:	The Far North relies mainly on numerous waterways.
context: He wouldn't even feel a twinge of guilt.\Even if it is a sick child\he will take pity on me...\and come to see me once in a while.\That would still be better than for him to get drunk in the arms of other women.\My child.\I will definitely give birth to you.\The Far North relies mainly on numerous waterways. response:	It would be too easy for the rebel army to disperse and hide themselves.
context: Even if it is a sick child\he will take pity on me...\and come to see me once in a while.\That would still be better than for him to get drunk in the arms of other women.\My child.\I will definitely give birth to you.\The Far North relies mainly on numerous waterways.\It would be too easy for the rebel army to disperse and hide themselves. response:	Yes, Your Highness. This isn't the Chang Sea.
context: he will take pity on me...\and come to see me once in a while.\That would still be better than for him to get drunk in the arms of other women.\My child.\I will definitely give birth to you.\The Far North relies mainly on numerous waterways.\It would be too easy for the rebel army to disperse and hide themselves.\Yes, Your Highness. This isn't the Chang Sea. response:	Of the four seas, the Chang Sea has the most level seabed.
context: and come to see me once in a while.\That would still be better than for him to get drunk in the arms of other women.\My child.\I will definitely give birth to you.\The Far North relies mainly on numerous waterways.\It would be too easy for the rebel army to disperse and hide themselves.\Yes, Your Highness. This isn't the Chang Sea.\Of the four seas, the Chang Sea has the most level seabed. response:	It is easy for the two armies to cross swords.
context: That would still be better than for him to get drunk in the arms of other women.\My child.\I will definitely give birth to you.\The Far North relies mainly on numerous waterways.\It would be too easy for the rebel army to disperse and hide themselves.\Yes, Your Highness. This isn't the Chang Sea.\Of the four seas, the Chang Sea has the most level seabed.\It is easy for the two armies to cross swords. response:	But here, the waterways linked to the lake lead in all directions.
context: My child.\I will definitely give birth to you.\The Far North relies mainly on numerous waterways.\It would be too easy for the rebel army to disperse and hide themselves.\Yes, Your Highness. This isn't the Chang Sea.\Of the four seas, the Chang Sea has the most level seabed.\It is easy for the two armies to cross swords.\But here, the waterways linked to the lake lead in all directions. response:	It is truly troublesome.
context: I will definitely give birth to you.\The Far North relies mainly on numerous waterways.\It would be too easy for the rebel army to disperse and hide themselves.\Yes, Your Highness. This isn't the Chang Sea.\Of the four seas, the Chang Sea has the most level seabed.\It is easy for the two armies to cross swords.\But here, the waterways linked to the lake lead in all directions.\It is truly troublesome. response:	Moreover, there has never been a battle in the Far North.
context: The Far North relies mainly on numerous waterways.\It would be too easy for the rebel army to disperse and hide themselves.\Yes, Your Highness. This isn't the Chang Sea.\Of the four seas, the Chang Sea has the most level seabed.\It is easy for the two armies to cross swords.\But here, the waterways linked to the lake lead in all directions.\It is truly troublesome.\Moreover, there has never been a battle in the Far North. response:	We have never been here before.
context: It would be too easy for the rebel army to disperse and hide themselves.\Yes, Your Highness. This isn't the Chang Sea.\Of the four seas, the Chang Sea has the most level seabed.\It is easy for the two armies to cross swords.\But here, the waterways linked to the lake lead in all directions.\It is truly troublesome.\Moreover, there has never been a battle in the Far North.\We have never been here before. response:	If we are to contend with them
context: Yes, Your Highness. This isn't the Chang Sea.\Of the four seas, the Chang Sea has the most level seabed.\It is easy for the two armies to cross swords.\But here, the waterways linked to the lake lead in all directions.\It is truly troublesome.\Moreover, there has never been a battle in the Far North.\We have never been here before.\If we are to contend with them response:	it will be even more difficult.
context: Of the four seas, the Chang Sea has the most level seabed.\It is easy for the two armies to cross swords.\But here, the waterways linked to the lake lead in all directions.\It is truly troublesome.\Moreover, there has never been a battle in the Far North.\We have never been here before.\If we are to contend with them\it will be even more difficult. response:	Your Highness.
context: It is easy for the two armies to cross swords.\But here, the waterways linked to the lake lead in all directions.\It is truly troublesome.\Moreover, there has never been a battle in the Far North.\We have never been here before.\If we are to contend with them\it will be even more difficult.\Your Highness. response:	I have a solution that can allow us
context: But here, the waterways linked to the lake lead in all directions.\It is truly troublesome.\Moreover, there has never been a battle in the Far North.\We have never been here before.\If we are to contend with them\it will be even more difficult.\Your Highness.\I have a solution that can allow us response:	to familiarize ourselves with the Far North terrain quickly.
context: It is truly troublesome.\Moreover, there has never been a battle in the Far North.\We have never been here before.\If we are to contend with them\it will be even more difficult.\Your Highness.\I have a solution that can allow us\to familiarize ourselves with the Far North terrain quickly. response:	Please speak.
context: Moreover, there has never been a battle in the Far North.\We have never been here before.\If we are to contend with them\it will be even more difficult.\Your Highness.\I have a solution that can allow us\to familiarize ourselves with the Far North terrain quickly.\Please speak. response:	I heard Your Highness is engaged to Bai Qian of Qing Qiu.
context: We have never been here before.\If we are to contend with them\it will be even more difficult.\Your Highness.\I have a solution that can allow us\to familiarize ourselves with the Far North terrain quickly.\Please speak.\I heard Your Highness is engaged to Bai Qian of Qing Qiu. response:	That is correct. I have a marriage arrangement with Bai Qian.
context: If we are to contend with them\it will be even more difficult.\Your Highness.\I have a solution that can allow us\to familiarize ourselves with the Far North terrain quickly.\Please speak.\I heard Your Highness is engaged to Bai Qian of Qing Qiu.\That is correct. I have a marriage arrangement with Bai Qian. response:	From what I know, Qing Qiu's Fox King has four sons and one daughter.
context: it will be even more difficult.\Your Highness.\I have a solution that can allow us\to familiarize ourselves with the Far North terrain quickly.\Please speak.\I heard Your Highness is engaged to Bai Qian of Qing Qiu.\That is correct. I have a marriage arrangement with Bai Qian.\From what I know, Qing Qiu's Fox King has four sons and one daughter. response:	Aside from the daughter who has never stepped foot outside of Qing Qiu
context: Your Highness.\I have a solution that can allow us\to familiarize ourselves with the Far North terrain quickly.\Please speak.\I heard Your Highness is engaged to Bai Qian of Qing Qiu.\That is correct. I have a marriage arrangement with Bai Qian.\From what I know, Qing Qiu's Fox King has four sons and one daughter.\Aside from the daughter who has never stepped foot outside of Qing Qiu response:	the four sons have left Qing Qiu and established their own residences.
context: I have a solution that can allow us\to familiarize ourselves with the Far North terrain quickly.\Please speak.\I heard Your Highness is engaged to Bai Qian of Qing Qiu.\That is correct. I have a marriage arrangement with Bai Qian.\From what I know, Qing Qiu's Fox King has four sons and one daughter.\Aside from the daughter who has never stepped foot outside of Qing Qiu\the four sons have left Qing Qiu and established their own residences. response:	The fourth son, Bai Zhen
context: to familiarize ourselves with the Far North terrain quickly.\Please speak.\I heard Your Highness is engaged to Bai Qian of Qing Qiu.\That is correct. I have a marriage arrangement with Bai Qian.\From what I know, Qing Qiu's Fox King has four sons and one daughter.\Aside from the daughter who has never stepped foot outside of Qing Qiu\the four sons have left Qing Qiu and established their own residences.\The fourth son, Bai Zhen response:	resides long term in Ten-mile Peach Tree Woods
context: Please speak.\I heard Your Highness is engaged to Bai Qian of Qing Qiu.\That is correct. I have a marriage arrangement with Bai Qian.\From what I know, Qing Qiu's Fox King has four sons and one daughter.\Aside from the daughter who has never stepped foot outside of Qing Qiu\the four sons have left Qing Qiu and established their own residences.\The fourth son, Bai Zhen\resides long term in Ten-mile Peach Tree Woods response:	but his own manor is located in the Xia periphery of the Far North.
context: I heard Your Highness is engaged to Bai Qian of Qing Qiu.\That is correct. I have a marriage arrangement with Bai Qian.\From what I know, Qing Qiu's Fox King has four sons and one daughter.\Aside from the daughter who has never stepped foot outside of Qing Qiu\the four sons have left Qing Qiu and established their own residences.\The fourth son, Bai Zhen\resides long term in Ten-mile Peach Tree Woods\but his own manor is located in the Xia periphery of the Far North. response:	I think High God Bai Zhen should be able to help Your Highness.
context: That is correct. I have a marriage arrangement with Bai Qian.\From what I know, Qing Qiu's Fox King has four sons and one daughter.\Aside from the daughter who has never stepped foot outside of Qing Qiu\the four sons have left Qing Qiu and established their own residences.\The fourth son, Bai Zhen\resides long term in Ten-mile Peach Tree Woods\but his own manor is located in the Xia periphery of the Far North.\I think High God Bai Zhen should be able to help Your Highness. response:	High God Bai Zhen?
context: From what I know, Qing Qiu's Fox King has four sons and one daughter.\Aside from the daughter who has never stepped foot outside of Qing Qiu\the four sons have left Qing Qiu and established their own residences.\The fourth son, Bai Zhen\resides long term in Ten-mile Peach Tree Woods\but his own manor is located in the Xia periphery of the Far North.\I think High God Bai Zhen should be able to help Your Highness.\High God Bai Zhen? response:	Yes!
context: Aside from the daughter who has never stepped foot outside of Qing Qiu\the four sons have left Qing Qiu and established their own residences.\The fourth son, Bai Zhen\resides long term in Ten-mile Peach Tree Woods\but his own manor is located in the Xia periphery of the Far North.\I think High God Bai Zhen should be able to help Your Highness.\High God Bai Zhen?\Yes! response:	It is a good idea!
context: the four sons have left Qing Qiu and established their own residences.\The fourth son, Bai Zhen\resides long term in Ten-mile Peach Tree Woods\but his own manor is located in the Xia periphery of the Far North.\I think High God Bai Zhen should be able to help Your Highness.\High God Bai Zhen?\Yes!\It is a good idea! response:	His younger sister will be married to our Crown Prince sooner or later.
context: The fourth son, Bai Zhen\resides long term in Ten-mile Peach Tree Woods\but his own manor is located in the Xia periphery of the Far North.\I think High God Bai Zhen should be able to help Your Highness.\High God Bai Zhen?\Yes!\It is a good idea!\His younger sister will be married to our Crown Prince sooner or later. response:	It is only right that he helps us.
context: resides long term in Ten-mile Peach Tree Woods\but his own manor is located in the Xia periphery of the Far North.\I think High God Bai Zhen should be able to help Your Highness.\High God Bai Zhen?\Yes!\It is a good idea!\His younger sister will be married to our Crown Prince sooner or later.\It is only right that he helps us. response:	It's lucky that the Water King of the North Sea
context: but his own manor is located in the Xia periphery of the Far North.\I think High God Bai Zhen should be able to help Your Highness.\High God Bai Zhen?\Yes!\It is a good idea!\His younger sister will be married to our Crown Prince sooner or later.\It is only right that he helps us.\It's lucky that the Water King of the North Sea response:	canceled the engagement for a snake
context: I think High God Bai Zhen should be able to help Your Highness.\High God Bai Zhen?\Yes!\It is a good idea!\His younger sister will be married to our Crown Prince sooner or later.\It is only right that he helps us.\It's lucky that the Water King of the North Sea\canceled the engagement for a snake response:	giving the engagement to the Crown Prince.
context: High God Bai Zhen?\Yes!\It is a good idea!\His younger sister will be married to our Crown Prince sooner or later.\It is only right that he helps us.\It's lucky that the Water King of the North Sea\canceled the engagement for a snake\giving the engagement to the Crown Prince. response:	Look, it has become useful now.
context: Yes!\It is a good idea!\His younger sister will be married to our Crown Prince sooner or later.\It is only right that he helps us.\It's lucky that the Water King of the North Sea\canceled the engagement for a snake\giving the engagement to the Crown Prince.\Look, it has become useful now. response:	Wonderful!
context: It is a good idea!\His younger sister will be married to our Crown Prince sooner or later.\It is only right that he helps us.\It's lucky that the Water King of the North Sea\canceled the engagement for a snake\giving the engagement to the Crown Prince.\Look, it has become useful now.\Wonderful! response:	The Crown Prince is my Fifth Sister's future husband.
context: His younger sister will be married to our Crown Prince sooner or later.\It is only right that he helps us.\It's lucky that the Water King of the North Sea\canceled the engagement for a snake\giving the engagement to the Crown Prince.\Look, it has become useful now.\Wonderful!\The Crown Prince is my Fifth Sister's future husband. response:	Naturally, I will help you.
context: It is only right that he helps us.\It's lucky that the Water King of the North Sea\canceled the engagement for a snake\giving the engagement to the Crown Prince.\Look, it has become useful now.\Wonderful!\The Crown Prince is my Fifth Sister's future husband.\Naturally, I will help you. response:	However, I have not resided here for long.
context: It's lucky that the Water King of the North Sea\canceled the engagement for a snake\giving the engagement to the Crown Prince.\Look, it has become useful now.\Wonderful!\The Crown Prince is my Fifth Sister's future husband.\Naturally, I will help you.\However, I have not resided here for long. response:	After so much time has passed, the terrain has also changed drastically.
context: canceled the engagement for a snake\giving the engagement to the Crown Prince.\Look, it has become useful now.\Wonderful!\The Crown Prince is my Fifth Sister's future husband.\Naturally, I will help you.\However, I have not resided here for long.\After so much time has passed, the terrain has also changed drastically. response:	It is a difficult task, even for High God Bai Zhen?
context: giving the engagement to the Crown Prince.\Look, it has become useful now.\Wonderful!\The Crown Prince is my Fifth Sister's future husband.\Naturally, I will help you.\However, I have not resided here for long.\After so much time has passed, the terrain has also changed drastically.\It is a difficult task, even for High God Bai Zhen? response:	Don't rush. Let me finish.
context: Look, it has become useful now.\Wonderful!\The Crown Prince is my Fifth Sister's future husband.\Naturally, I will help you.\However, I have not resided here for long.\After so much time has passed, the terrain has also changed drastically.\It is a difficult task, even for High God Bai Zhen?\Don't rush. Let me finish. response:	Young people should not be so hurried. There is no benefit to it.
context: Wonderful!\The Crown Prince is my Fifth Sister's future husband.\Naturally, I will help you.\However, I have not resided here for long.\After so much time has passed, the terrain has also changed drastically.\It is a difficult task, even for High God Bai Zhen?\Don't rush. Let me finish.\Young people should not be so hurried. There is no benefit to it. response:	I do not have a very good temper.
context: The Crown Prince is my Fifth Sister's future husband.\Naturally, I will help you.\However, I have not resided here for long.\After so much time has passed, the terrain has also changed drastically.\It is a difficult task, even for High God Bai Zhen?\Don't rush. Let me finish.\Young people should not be so hurried. There is no benefit to it.\I do not have a very good temper. response:	If it were anyone else, I would already have kicked them out the door.
context: Naturally, I will help you.\However, I have not resided here for long.\After so much time has passed, the terrain has also changed drastically.\It is a difficult task, even for High God Bai Zhen?\Don't rush. Let me finish.\Young people should not be so hurried. There is no benefit to it.\I do not have a very good temper.\If it were anyone else, I would already have kicked them out the door. response:	However, if it is my future brother-in-law asking for help
context: However, I have not resided here for long.\After so much time has passed, the terrain has also changed drastically.\It is a difficult task, even for High God Bai Zhen?\Don't rush. Let me finish.\Young people should not be so hurried. There is no benefit to it.\I do not have a very good temper.\If it were anyone else, I would already have kicked them out the door.\However, if it is my future brother-in-law asking for help response:	then in at most three months
context: After so much time has passed, the terrain has also changed drastically.\It is a difficult task, even for High God Bai Zhen?\Don't rush. Let me finish.\Young people should not be so hurried. There is no benefit to it.\I do not have a very good temper.\If it were anyone else, I would already have kicked them out the door.\However, if it is my future brother-in-law asking for help\then in at most three months response:	I will have a topographic map of the Far North delivered to your army tent
context: It is a difficult task, even for High God Bai Zhen?\Don't rush. Let me finish.\Young people should not be so hurried. There is no benefit to it.\I do not have a very good temper.\If it were anyone else, I would already have kicked them out the door.\However, if it is my future brother-in-law asking for help\then in at most three months\I will have a topographic map of the Far North delivered to your army tent response:	to help Your Highness pacify the rebellion.
context: Don't rush. Let me finish.\Young people should not be so hurried. There is no benefit to it.\I do not have a very good temper.\If it were anyone else, I would already have kicked them out the door.\However, if it is my future brother-in-law asking for help\then in at most three months\I will have a topographic map of the Far North delivered to your army tent\to help Your Highness pacify the rebellion. response:	Thank you, Bai Zhen.
context: Young people should not be so hurried. There is no benefit to it.\I do not have a very good temper.\If it were anyone else, I would already have kicked them out the door.\However, if it is my future brother-in-law asking for help\then in at most three months\I will have a topographic map of the Far North delivered to your army tent\to help Your Highness pacify the rebellion.\Thank you, Bai Zhen. response:	No need to be polite.
context: I do not have a very good temper.\If it were anyone else, I would already have kicked them out the door.\However, if it is my future brother-in-law asking for help\then in at most three months\I will have a topographic map of the Far North delivered to your army tent\to help Your Highness pacify the rebellion.\Thank you, Bai Zhen.\No need to be polite. response:	You just have to remember
context: If it were anyone else, I would already have kicked them out the door.\However, if it is my future brother-in-law asking for help\then in at most three months\I will have a topographic map of the Far North delivered to your army tent\to help Your Highness pacify the rebellion.\Thank you, Bai Zhen.\No need to be polite.\You just have to remember response:	I am helping you because you are the future son-in-law of Qing Qiu
context: However, if it is my future brother-in-law asking for help\then in at most three months\I will have a topographic map of the Far North delivered to your army tent\to help Your Highness pacify the rebellion.\Thank you, Bai Zhen.\No need to be polite.\You just have to remember\I am helping you because you are the future son-in-law of Qing Qiu response:	not because you are the Crown Prince of the Celestial Tribe.
context: then in at most three months\I will have a topographic map of the Far North delivered to your army tent\to help Your Highness pacify the rebellion.\Thank you, Bai Zhen.\No need to be polite.\You just have to remember\I am helping you because you are the future son-in-law of Qing Qiu\not because you are the Crown Prince of the Celestial Tribe. response:	I am able to assist you today.
context: I will have a topographic map of the Far North delivered to your army tent\to help Your Highness pacify the rebellion.\Thank you, Bai Zhen.\No need to be polite.\You just have to remember\I am helping you because you are the future son-in-law of Qing Qiu\not because you are the Crown Prince of the Celestial Tribe.\I am able to assist you today. response:	In the future, I also will be able to punish you.
context: to help Your Highness pacify the rebellion.\Thank you, Bai Zhen.\No need to be polite.\You just have to remember\I am helping you because you are the future son-in-law of Qing Qiu\not because you are the Crown Prince of the Celestial Tribe.\I am able to assist you today.\In the future, I also will be able to punish you. response:	If you wrong my Fifth Sister in any way in the future
context: Thank you, Bai Zhen.\No need to be polite.\You just have to remember\I am helping you because you are the future son-in-law of Qing Qiu\not because you are the Crown Prince of the Celestial Tribe.\I am able to assist you today.\In the future, I also will be able to punish you.\If you wrong my Fifth Sister in any way in the future response:	I absolutely will not let you off lightly.
context: No need to be polite.\You just have to remember\I am helping you because you are the future son-in-law of Qing Qiu\not because you are the Crown Prince of the Celestial Tribe.\I am able to assist you today.\In the future, I also will be able to punish you.\If you wrong my Fifth Sister in any way in the future\I absolutely will not let you off lightly. response:	High God Zhe Yan.
context: You just have to remember\I am helping you because you are the future son-in-law of Qing Qiu\not because you are the Crown Prince of the Celestial Tribe.\I am able to assist you today.\In the future, I also will be able to punish you.\If you wrong my Fifth Sister in any way in the future\I absolutely will not let you off lightly.\High God Zhe Yan. response:	I shall take my leave now.
context: I am helping you because you are the future son-in-law of Qing Qiu\not because you are the Crown Prince of the Celestial Tribe.\I am able to assist you today.\In the future, I also will be able to punish you.\If you wrong my Fifth Sister in any way in the future\I absolutely will not let you off lightly.\High God Zhe Yan.\I shall take my leave now. response:	Farewell, Crown Prince. I will not be seeing you out.
context: not because you are the Crown Prince of the Celestial Tribe.\I am able to assist you today.\In the future, I also will be able to punish you.\If you wrong my Fifth Sister in any way in the future\I absolutely will not let you off lightly.\High God Zhe Yan.\I shall take my leave now.\Farewell, Crown Prince. I will not be seeing you out. response:	You sure can pretend to be a serious person.
context: I am able to assist you today.\In the future, I also will be able to punish you.\If you wrong my Fifth Sister in any way in the future\I absolutely will not let you off lightly.\High God Zhe Yan.\I shall take my leave now.\Farewell, Crown Prince. I will not be seeing you out.\You sure can pretend to be a serious person. response:	If Qian Qian saw her Fourth Brother like this
context: In the future, I also will be able to punish you.\If you wrong my Fifth Sister in any way in the future\I absolutely will not let you off lightly.\High God Zhe Yan.\I shall take my leave now.\Farewell, Crown Prince. I will not be seeing you out.\You sure can pretend to be a serious person.\If Qian Qian saw her Fourth Brother like this response:	would she laugh so hard that she couldn't tell which way is north?
context: If you wrong my Fifth Sister in any way in the future\I absolutely will not let you off lightly.\High God Zhe Yan.\I shall take my leave now.\Farewell, Crown Prince. I will not be seeing you out.\You sure can pretend to be a serious person.\If Qian Qian saw her Fourth Brother like this\would she laugh so hard that she couldn't tell which way is north? response:	Try this new thing I brought.
context: I absolutely will not let you off lightly.\High God Zhe Yan.\I shall take my leave now.\Farewell, Crown Prince. I will not be seeing you out.\You sure can pretend to be a serious person.\If Qian Qian saw her Fourth Brother like this\would she laugh so hard that she couldn't tell which way is north?\Try this new thing I brought. response:	I just copy your usual old but playful look.
context: High God Zhe Yan.\I shall take my leave now.\Farewell, Crown Prince. I will not be seeing you out.\You sure can pretend to be a serious person.\If Qian Qian saw her Fourth Brother like this\would she laugh so hard that she couldn't tell which way is north?\Try this new thing I brought.\I just copy your usual old but playful look. response:	What do you think? Do I look the part?
context: I shall take my leave now.\Farewell, Crown Prince. I will not be seeing you out.\You sure can pretend to be a serious person.\If Qian Qian saw her Fourth Brother like this\would she laugh so hard that she couldn't tell which way is north?\Try this new thing I brought.\I just copy your usual old but playful look.\What do you think? Do I look the part? response:	It is quite useful in scaring my future brother-in-law.
context: Farewell, Crown Prince. I will not be seeing you out.\You sure can pretend to be a serious person.\If Qian Qian saw her Fourth Brother like this\would she laugh so hard that she couldn't tell which way is north?\Try this new thing I brought.\I just copy your usual old but playful look.\What do you think? Do I look the part?\It is quite useful in scaring my future brother-in-law. response:	These nuts are good. They're crunchy and savory.
context: You sure can pretend to be a serious person.\If Qian Qian saw her Fourth Brother like this\would she laugh so hard that she couldn't tell which way is north?\Try this new thing I brought.\I just copy your usual old but playful look.\What do you think? Do I look the part?\It is quite useful in scaring my future brother-in-law.\These nuts are good. They're crunchy and savory. response:	Have another.
context: If Qian Qian saw her Fourth Brother like this\would she laugh so hard that she couldn't tell which way is north?\Try this new thing I brought.\I just copy your usual old but playful look.\What do you think? Do I look the part?\It is quite useful in scaring my future brother-in-law.\These nuts are good. They're crunchy and savory.\Have another. response:	You keep saying, brother-in-law.
context: would she laugh so hard that she couldn't tell which way is north?\Try this new thing I brought.\I just copy your usual old but playful look.\What do you think? Do I look the part?\It is quite useful in scaring my future brother-in-law.\These nuts are good. They're crunchy and savory.\Have another.\You keep saying, brother-in-law. response:	I do have some regrets about agreeing to this engagement for Qian Qian.
context: Try this new thing I brought.\I just copy your usual old but playful look.\What do you think? Do I look the part?\It is quite useful in scaring my future brother-in-law.\These nuts are good. They're crunchy and savory.\Have another.\You keep saying, brother-in-law.\I do have some regrets about agreeing to this engagement for Qian Qian. response:	It's said this Crown Prince has been very popular with the ladies these years.
context: I just copy your usual old but playful look.\What do you think? Do I look the part?\It is quite useful in scaring my future brother-in-law.\These nuts are good. They're crunchy and savory.\Have another.\You keep saying, brother-in-law.\I do have some regrets about agreeing to this engagement for Qian Qian.\It's said this Crown Prince has been very popular with the ladies these years. response:	Qian Qian may not be happy marrying him.
context: What do you think? Do I look the part?\It is quite useful in scaring my future brother-in-law.\These nuts are good. They're crunchy and savory.\Have another.\You keep saying, brother-in-law.\I do have some regrets about agreeing to this engagement for Qian Qian.\It's said this Crown Prince has been very popular with the ladies these years.\Qian Qian may not be happy marrying him. response:	That isn't a big problem.
context: It is quite useful in scaring my future brother-in-law.\These nuts are good. They're crunchy and savory.\Have another.\You keep saying, brother-in-law.\I do have some regrets about agreeing to this engagement for Qian Qian.\It's said this Crown Prince has been very popular with the ladies these years.\Qian Qian may not be happy marrying him.\That isn't a big problem. response:	With Qian Qian's personality, who could bully her?
context: These nuts are good. They're crunchy and savory.\Have another.\You keep saying, brother-in-law.\I do have some regrets about agreeing to this engagement for Qian Qian.\It's said this Crown Prince has been very popular with the ladies these years.\Qian Qian may not be happy marrying him.\That isn't a big problem.\With Qian Qian's personality, who could bully her? response:	I just hate the Celestial Tribe's harem. What's wrong with monogamy?
context: Have another.\You keep saying, brother-in-law.\I do have some regrets about agreeing to this engagement for Qian Qian.\It's said this Crown Prince has been very popular with the ladies these years.\Qian Qian may not be happy marrying him.\That isn't a big problem.\With Qian Qian's personality, who could bully her?\I just hate the Celestial Tribe's harem. What's wrong with monogamy? response:	But these all come later.
context: You keep saying, brother-in-law.\I do have some regrets about agreeing to this engagement for Qian Qian.\It's said this Crown Prince has been very popular with the ladies these years.\Qian Qian may not be happy marrying him.\That isn't a big problem.\With Qian Qian's personality, who could bully her?\I just hate the Celestial Tribe's harem. What's wrong with monogamy?\But these all come later. response:	The Celestial Tribe still thinks Qian Qian is still in Qing Qiu
context: I do have some regrets about agreeing to this engagement for Qian Qian.\It's said this Crown Prince has been very popular with the ladies these years.\Qian Qian may not be happy marrying him.\That isn't a big problem.\With Qian Qian's personality, who could bully her?\I just hate the Celestial Tribe's harem. What's wrong with monogamy?\But these all come later.\The Celestial Tribe still thinks Qian Qian is still in Qing Qiu response:	and is ready for marriage at any moment.
context: It's said this Crown Prince has been very popular with the ladies these years.\Qian Qian may not be happy marrying him.\That isn't a big problem.\With Qian Qian's personality, who could bully her?\I just hate the Celestial Tribe's harem. What's wrong with monogamy?\But these all come later.\The Celestial Tribe still thinks Qian Qian is still in Qing Qiu\and is ready for marriage at any moment. response:	Yet, we still don't know Qian Qian's whereabouts.
context: Qian Qian may not be happy marrying him.\That isn't a big problem.\With Qian Qian's personality, who could bully her?\I just hate the Celestial Tribe's harem. What's wrong with monogamy?\But these all come later.\The Celestial Tribe still thinks Qian Qian is still in Qing Qiu\and is ready for marriage at any moment.\Yet, we still don't know Qian Qian's whereabouts. response:	Last night, Bi Fang came to see me.
context: That isn't a big problem.\With Qian Qian's personality, who could bully her?\I just hate the Celestial Tribe's harem. What's wrong with monogamy?\But these all come later.\The Celestial Tribe still thinks Qian Qian is still in Qing Qiu\and is ready for marriage at any moment.\Yet, we still don't know Qian Qian's whereabouts.\Last night, Bi Fang came to see me. response:	He said he searched the entire Far East but hasn't seen Qian Qian.
context: With Qian Qian's personality, who could bully her?\I just hate the Celestial Tribe's harem. What's wrong with monogamy?\But these all come later.\The Celestial Tribe still thinks Qian Qian is still in Qing Qiu\and is ready for marriage at any moment.\Yet, we still don't know Qian Qian's whereabouts.\Last night, Bi Fang came to see me.\He said he searched the entire Far East but hasn't seen Qian Qian. response:	I also searched the Far North for a few days but haven't found her.
context: I just hate the Celestial Tribe's harem. What's wrong with monogamy?\But these all come later.\The Celestial Tribe still thinks Qian Qian is still in Qing Qiu\and is ready for marriage at any moment.\Yet, we still don't know Qian Qian's whereabouts.\Last night, Bi Fang came to see me.\He said he searched the entire Far East but hasn't seen Qian Qian.\I also searched the Far North for a few days but haven't found her. response:	Where has she gone?
context: But these all come later.\The Celestial Tribe still thinks Qian Qian is still in Qing Qiu\and is ready for marriage at any moment.\Yet, we still don't know Qian Qian's whereabouts.\Last night, Bi Fang came to see me.\He said he searched the entire Far East but hasn't seen Qian Qian.\I also searched the Far North for a few days but haven't found her.\Where has she gone? response:	I was also quite worried last night.
context: The Celestial Tribe still thinks Qian Qian is still in Qing Qiu\and is ready for marriage at any moment.\Yet, we still don't know Qian Qian's whereabouts.\Last night, Bi Fang came to see me.\He said he searched the entire Far East but hasn't seen Qian Qian.\I also searched the Far North for a few days but haven't found her.\Where has she gone?\I was also quite worried last night. response:	I looked up and searched the stars.
context: and is ready for marriage at any moment.\Yet, we still don't know Qian Qian's whereabouts.\Last night, Bi Fang came to see me.\He said he searched the entire Far East but hasn't seen Qian Qian.\I also searched the Far North for a few days but haven't found her.\Where has she gone?\I was also quite worried last night.\I looked up and searched the stars. response:	I immediately discovered you've been worrying too much.
