context: Sensei, could I... response:	Yes?
context: Neither can I!\I see. This is your first time seeing a real one?\Yes...\Was it like this when my mother went missing?\We think she left something at the inland station,\or maybe she slipped...\Takako?\The next thing I knew, she was gone. response:	And moments later, a blizzard was raging.
context: I see. This is your first time seeing a real one?\Yes...\Was it like this when my mother went missing?\We think she left something at the inland station,\or maybe she slipped...\Takako?\The next thing I knew, she was gone.\And moments later, a blizzard was raging. response:	It's beautiful...
context: Yes...\Was it like this when my mother went missing?\We think she left something at the inland station,\or maybe she slipped...\Takako?\The next thing I knew, she was gone.\And moments later, a blizzard was raging.\It's beautiful... response:	Takako!
context: Was it like this when my mother went missing?\We think she left something at the inland station,\or maybe she slipped...\Takako?\The next thing I knew, she was gone.\And moments later, a blizzard was raging.\It's beautiful...\Takako! response:	It's so...
context: We think she left something at the inland station,\or maybe she slipped...\Takako?\The next thing I knew, she was gone.\And moments later, a blizzard was raging.\It's beautiful...\Takako!\It's so... response:	very beautiful.
context: or maybe she slipped...\Takako?\The next thing I knew, she was gone.\And moments later, a blizzard was raging.\It's beautiful...\Takako!\It's so...\very beautiful. response:	Shirase-chan.
context: Takako?\The next thing I knew, she was gone.\And moments later, a blizzard was raging.\It's beautiful...\Takako!\It's so...\very beautiful.\Shirase-chan. response:	Are you okay?
context: The next thing I knew, she was gone.\And moments later, a blizzard was raging.\It's beautiful...\Takako!\It's so...\very beautiful.\Shirase-chan.\Are you okay? response:	You can't sleep?
context: And moments later, a blizzard was raging.\It's beautiful...\Takako!\It's so...\very beautiful.\Shirase-chan.\Are you okay?\You can't sleep? response:	No... I'd been asleep, but I just woke up.
context: It's beautiful...\Takako!\It's so...\very beautiful.\Shirase-chan.\Are you okay?\You can't sleep?\No... I'd been asleep, but I just woke up. response:	Do you like Antarctica, Kimari?
context: Takako!\It's so...\very beautiful.\Shirase-chan.\Are you okay?\You can't sleep?\No... I'd been asleep, but I just woke up.\Do you like Antarctica, Kimari? response:	Yeah, I really like it.
context: It's so...\very beautiful.\Shirase-chan.\Are you okay?\You can't sleep?\No... I'd been asleep, but I just woke up.\Do you like Antarctica, Kimari?\Yeah, I really like it. response:	I see.
context: very beautiful.\Shirase-chan.\Are you okay?\You can't sleep?\No... I'd been asleep, but I just woke up.\Do you like Antarctica, Kimari?\Yeah, I really like it.\I see. response:	But I'm not sure if I would have liked it if I were here by myself.
context: Shirase-chan.\Are you okay?\You can't sleep?\No... I'd been asleep, but I just woke up.\Do you like Antarctica, Kimari?\Yeah, I really like it.\I see.\But I'm not sure if I would have liked it if I were here by myself. response:	Really?
context: Are you okay?\You can't sleep?\No... I'd been asleep, but I just woke up.\Do you like Antarctica, Kimari?\Yeah, I really like it.\I see.\But I'm not sure if I would have liked it if I were here by myself.\Really? response:	It's because I'm here with you guys.
context: You can't sleep?\No... I'd been asleep, but I just woke up.\Do you like Antarctica, Kimari?\Yeah, I really like it.\I see.\But I'm not sure if I would have liked it if I were here by myself.\Really?\It's because I'm here with you guys. response:	As long as I was with you guys, I'd probably feel the same way about the Arctic.
context: No... I'd been asleep, but I just woke up.\Do you like Antarctica, Kimari?\Yeah, I really like it.\I see.\But I'm not sure if I would have liked it if I were here by myself.\Really?\It's because I'm here with you guys.\As long as I was with you guys, I'd probably feel the same way about the Arctic. response:	Hey, Shirase-chan...
context: Do you like Antarctica, Kimari?\Yeah, I really like it.\I see.\But I'm not sure if I would have liked it if I were here by myself.\Really?\It's because I'm here with you guys.\As long as I was with you guys, I'd probably feel the same way about the Arctic.\Hey, Shirase-chan... response:	Thanks for taking me.
context: Yeah, I really like it.\I see.\But I'm not sure if I would have liked it if I were here by myself.\Really?\It's because I'm here with you guys.\As long as I was with you guys, I'd probably feel the same way about the Arctic.\Hey, Shirase-chan...\Thanks for taking me. response:	Thanks to you, I got the most out of my youth.
context: I see.\But I'm not sure if I would have liked it if I were here by myself.\Really?\It's because I'm here with you guys.\As long as I was with you guys, I'd probably feel the same way about the Arctic.\Hey, Shirase-chan...\Thanks for taking me.\Thanks to you, I got the most out of my youth. response:	Dear Mom.
context: But I'm not sure if I would have liked it if I were here by myself.\Really?\It's because I'm here with you guys.\As long as I was with you guys, I'd probably feel the same way about the Arctic.\Hey, Shirase-chan...\Thanks for taking me.\Thanks to you, I got the most out of my youth.\Dear Mom. response:	I've made friends.
context: Really?\It's because I'm here with you guys.\As long as I was with you guys, I'd probably feel the same way about the Arctic.\Hey, Shirase-chan...\Thanks for taking me.\Thanks to you, I got the most out of my youth.\Dear Mom.\I've made friends. response:	I, who thought I'd be fine by myself forever, now have friends.
context: It's because I'm here with you guys.\As long as I was with you guys, I'd probably feel the same way about the Arctic.\Hey, Shirase-chan...\Thanks for taking me.\Thanks to you, I got the most out of my youth.\Dear Mom.\I've made friends.\I, who thought I'd be fine by myself forever, now have friends. response:	They're all a little weird,
context: As long as I was with you guys, I'd probably feel the same way about the Arctic.\Hey, Shirase-chan...\Thanks for taking me.\Thanks to you, I got the most out of my youth.\Dear Mom.\I've made friends.\I, who thought I'd be fine by myself forever, now have friends.\They're all a little weird, response:	a little frustrating,
context: Hey, Shirase-chan...\Thanks for taking me.\Thanks to you, I got the most out of my youth.\Dear Mom.\I've made friends.\I, who thought I'd be fine by myself forever, now have friends.\They're all a little weird,\a little frustrating, response:	a little broken...
context: Thanks for taking me.\Thanks to you, I got the most out of my youth.\Dear Mom.\I've made friends.\I, who thought I'd be fine by myself forever, now have friends.\They're all a little weird,\a little frustrating,\a little broken... response:	But I have friends who were willing to travel to Antarctica with me.
context: Thanks to you, I got the most out of my youth.\Dear Mom.\I've made friends.\I, who thought I'd be fine by myself forever, now have friends.\They're all a little weird,\a little frustrating,\a little broken...\But I have friends who were willing to travel to Antarctica with me. response:	We fought, we cried,
context: Dear Mom.\I've made friends.\I, who thought I'd be fine by myself forever, now have friends.\They're all a little weird,\a little frustrating,\a little broken...\But I have friends who were willing to travel to Antarctica with me.\We fought, we cried, response:	we had problems...
context: I've made friends.\I, who thought I'd be fine by myself forever, now have friends.\They're all a little weird,\a little frustrating,\a little broken...\But I have friends who were willing to travel to Antarctica with me.\We fought, we cried,\we had problems... response:	But they were willing to travel this far with me,
context: I, who thought I'd be fine by myself forever, now have friends.\They're all a little weird,\a little frustrating,\a little broken...\But I have friends who were willing to travel to Antarctica with me.\We fought, we cried,\we had problems...\But they were willing to travel this far with me, response:	to this place where you were...
context: They're all a little weird,\a little frustrating,\a little broken...\But I have friends who were willing to travel to Antarctica with me.\We fought, we cried,\we had problems...\But they were willing to travel this far with me,\to this place where you were... response:	I was able to come this far because of them.
context: a little frustrating,\a little broken...\But I have friends who were willing to travel to Antarctica with me.\We fought, we cried,\we had problems...\But they were willing to travel this far with me,\to this place where you were...\I was able to come this far because of them. response:	Mom,
context: a little broken...\But I have friends who were willing to travel to Antarctica with me.\We fought, we cried,\we had problems...\But they were willing to travel this far with me,\to this place where you were...\I was able to come this far because of them.\Mom, response:	what can you see from where you are?
context: But I have friends who were willing to travel to Antarctica with me.\We fought, we cried,\we had problems...\But they were willing to travel this far with me,\to this place where you were...\I was able to come this far because of them.\Mom,\what can you see from where you are? response:	Will I be able to see the same sights that you saw?
context: We fought, we cried,\we had problems...\But they were willing to travel this far with me,\to this place where you were...\I was able to come this far because of them.\Mom,\what can you see from where you are?\Will I be able to see the same sights that you saw? response:	I'm going to be there soon...
context: we had problems...\But they were willing to travel this far with me,\to this place where you were...\I was able to come this far because of them.\Mom,\what can you see from where you are?\Will I be able to see the same sights that you saw?\I'm going to be there soon... response:	the place where you are.
context: But they were willing to travel this far with me,\to this place where you were...\I was able to come this far because of them.\Mom,\what can you see from where you are?\Will I be able to see the same sights that you saw?\I'm going to be there soon...\the place where you are. response:	Challenge For Antarctic 1st Team Observatory Site
context: to this place where you were...\I was able to come this far because of them.\Mom,\what can you see from where you are?\Will I be able to see the same sights that you saw?\I'm going to be there soon...\the place where you are.\Challenge For Antarctic 1st Team Observatory Site response:	It's been a while, huh?
context: I was able to come this far because of them.\Mom,\what can you see from where you are?\Will I be able to see the same sights that you saw?\I'm going to be there soon...\the place where you are.\Challenge For Antarctic 1st Team Observatory Site\It's been a while, huh? response:	Sorry for the wait.
context: Mom,\what can you see from where you are?\Will I be able to see the same sights that you saw?\I'm going to be there soon...\the place where you are.\Challenge For Antarctic 1st Team Observatory Site\It's been a while, huh?\Sorry for the wait. response:	Though we're going to keep you waiting a while yet, still...
context: what can you see from where you are?\Will I be able to see the same sights that you saw?\I'm going to be there soon...\the place where you are.\Challenge For Antarctic 1st Team Observatory Site\It's been a while, huh?\Sorry for the wait.\Though we're going to keep you waiting a while yet, still... response:	Is this okay like this?
context: Will I be able to see the same sights that you saw?\I'm going to be there soon...\the place where you are.\Challenge For Antarctic 1st Team Observatory Site\It's been a while, huh?\Sorry for the wait.\Though we're going to keep you waiting a while yet, still...\Is this okay like this? response:	Of course it's not.
context: I'm going to be there soon...\the place where you are.\Challenge For Antarctic 1st Team Observatory Site\It's been a while, huh?\Sorry for the wait.\Though we're going to keep you waiting a while yet, still...\Is this okay like this?\Of course it's not. response:	Challenge For Antarctic 1st Team Observatory Site
context: the place where you are.\Challenge For Antarctic 1st Team Observatory Site\It's been a while, huh?\Sorry for the wait.\Though we're going to keep you waiting a while yet, still...\Is this okay like this?\Of course it's not.\Challenge For Antarctic 1st Team Observatory Site response:	We need to fix the foundation, build the building,
context: Challenge For Antarctic 1st Team Observatory Site\It's been a while, huh?\Sorry for the wait.\Though we're going to keep you waiting a while yet, still...\Is this okay like this?\Of course it's not.\Challenge For Antarctic 1st Team Observatory Site\We need to fix the foundation, build the building, response:	carry supplies piece by piece, create a telescope...
context: It's been a while, huh?\Sorry for the wait.\Though we're going to keep you waiting a while yet, still...\Is this okay like this?\Of course it's not.\Challenge For Antarctic 1st Team Observatory Site\We need to fix the foundation, build the building,\carry supplies piece by piece, create a telescope... response:	It's going to be a long time before the Kobuchizawa Observatory is finished...
context: Sorry for the wait.\Though we're going to keep you waiting a while yet, still...\Is this okay like this?\Of course it's not.\Challenge For Antarctic 1st Team Observatory Site\We need to fix the foundation, build the building,\carry supplies piece by piece, create a telescope...\It's going to be a long time before the Kobuchizawa Observatory is finished... response:	But...
context: Though we're going to keep you waiting a while yet, still...\Is this okay like this?\Of course it's not.\Challenge For Antarctic 1st Team Observatory Site\We need to fix the foundation, build the building,\carry supplies piece by piece, create a telescope...\It's going to be a long time before the Kobuchizawa Observatory is finished...\But... response:	Kobuchizawa...
context: Is this okay like this?\Of course it's not.\Challenge For Antarctic 1st Team Observatory Site\We need to fix the foundation, build the building,\carry supplies piece by piece, create a telescope...\It's going to be a long time before the Kobuchizawa Observatory is finished...\But...\Kobuchizawa... response:	She's probably remembering...
context: Of course it's not.\Challenge For Antarctic 1st Team Observatory Site\We need to fix the foundation, build the building,\carry supplies piece by piece, create a telescope...\It's going to be a long time before the Kobuchizawa Observatory is finished...\But...\Kobuchizawa...\She's probably remembering... response:	seeing this with my mom...
context: Challenge For Antarctic 1st Team Observatory Site\We need to fix the foundation, build the building,\carry supplies piece by piece, create a telescope...\It's going to be a long time before the Kobuchizawa Observatory is finished...\But...\Kobuchizawa...\She's probably remembering...\seeing this with my mom... response:	Shirase...
context: We need to fix the foundation, build the building,\carry supplies piece by piece, create a telescope...\It's going to be a long time before the Kobuchizawa Observatory is finished...\But...\Kobuchizawa...\She's probably remembering...\seeing this with my mom...\Shirase... response:	We're not going to find any traces of my Mom.
context: carry supplies piece by piece, create a telescope...\It's going to be a long time before the Kobuchizawa Observatory is finished...\But...\Kobuchizawa...\She's probably remembering...\seeing this with my mom...\Shirase...\We're not going to find any traces of my Mom. response:	It was three years ago.
context: It's going to be a long time before the Kobuchizawa Observatory is finished...\But...\Kobuchizawa...\She's probably remembering...\seeing this with my mom...\Shirase...\We're not going to find any traces of my Mom.\It was three years ago. response:	You don't know that!
context: But...\Kobuchizawa...\She's probably remembering...\seeing this with my mom...\Shirase...\We're not going to find any traces of my Mom.\It was three years ago.\You don't know that! response:	Yeah.
context: Kobuchizawa...\She's probably remembering...\seeing this with my mom...\Shirase...\We're not going to find any traces of my Mom.\It was three years ago.\You don't know that!\Yeah. response:	The fact that no one's been here for three years makes it more likely that we will!
context: She's probably remembering...\seeing this with my mom...\Shirase...\We're not going to find any traces of my Mom.\It was three years ago.\You don't know that!\Yeah.\The fact that no one's been here for three years makes it more likely that we will! response:	It's okay! We're not going to find anything!
context: seeing this with my mom...\Shirase...\We're not going to find any traces of my Mom.\It was three years ago.\You don't know that!\Yeah.\The fact that no one's been here for three years makes it more likely that we will!\It's okay! We're not going to find anything! response:	You can't give up!
context: Shirase...\We're not going to find any traces of my Mom.\It was three years ago.\You don't know that!\Yeah.\The fact that no one's been here for three years makes it more likely that we will!\It's okay! We're not going to find anything!\You can't give up! response:	Anything at all... even one single piece!
context: We're not going to find any traces of my Mom.\It was three years ago.\You don't know that!\Yeah.\The fact that no one's been here for three years makes it more likely that we will!\It's okay! We're not going to find anything!\You can't give up!\Anything at all... even one single piece! response:	It's fine!
context: It was three years ago.\You don't know that!\Yeah.\The fact that no one's been here for three years makes it more likely that we will!\It's okay! We're not going to find anything!\You can't give up!\Anything at all... even one single piece!\It's fine! response:	No, it's not!
context: You don't know that!\Yeah.\The fact that no one's been here for three years makes it more likely that we will!\It's okay! We're not going to find anything!\You can't give up!\Anything at all... even one single piece!\It's fine!\No, it's not! response:	You won't find anything!
context: Yeah.\The fact that no one's been here for three years makes it more likely that we will!\It's okay! We're not going to find anything!\You can't give up!\Anything at all... even one single piece!\It's fine!\No, it's not!\You won't find anything! response:	How can you be sure?
context: The fact that no one's been here for three years makes it more likely that we will!\It's okay! We're not going to find anything!\You can't give up!\Anything at all... even one single piece!\It's fine!\No, it's not!\You won't find anything!\How can you be sure? response:	It's okay.
context: It's okay! We're not going to find anything!\You can't give up!\Anything at all... even one single piece!\It's fine!\No, it's not!\You won't find anything!\How can you be sure?\It's okay. response:	Just making it here was enough.
context: You can't give up!\Anything at all... even one single piece!\It's fine!\No, it's not!\You won't find anything!\How can you be sure?\It's okay.\Just making it here was enough. response:	I've accomplished my goal.
context: Anything at all... even one single piece!\It's fine!\No, it's not!\You won't find anything!\How can you be sure?\It's okay.\Just making it here was enough.\I've accomplished my goal. response:	I made it to the place my mother was.
context: It's fine!\No, it's not!\You won't find anything!\How can you be sure?\It's okay.\Just making it here was enough.\I've accomplished my goal.\I made it to the place my mother was. response:	The 1st Challenge For Antarctic
context: No, it's not!\You won't find anything!\How can you be sure?\It's okay.\Just making it here was enough.\I've accomplished my goal.\I made it to the place my mother was.\The 1st Challenge For Antarctic response:	Thank you. So it's okay now.
context: You won't find anything!\How can you be sure?\It's okay.\Just making it here was enough.\I've accomplished my goal.\I made it to the place my mother was.\The 1st Challenge For Antarctic\Thank you. So it's okay now. response:	No, it isn't!
context: How can you be sure?\It's okay.\Just making it here was enough.\I've accomplished my goal.\I made it to the place my mother was.\The 1st Challenge For Antarctic\Thank you. So it's okay now.\No, it isn't! response:	You've come this far!
context: It's okay.\Just making it here was enough.\I've accomplished my goal.\I made it to the place my mother was.\The 1st Challenge For Antarctic\Thank you. So it's okay now.\No, it isn't!\You've come this far! response:	You've come this far, that's why...
context: Just making it here was enough.\I've accomplished my goal.\I made it to the place my mother was.\The 1st Challenge For Antarctic\Thank you. So it's okay now.\No, it isn't!\You've come this far!\You've come this far, that's why... response:	Just one piece!
context: I've accomplished my goal.\I made it to the place my mother was.\The 1st Challenge For Antarctic\Thank you. So it's okay now.\No, it isn't!\You've come this far!\You've come this far, that's why...\Just one piece! response:	There has to be one piece of proof that your mother was here!
context: I made it to the place my mother was.\The 1st Challenge For Antarctic\Thank you. So it's okay now.\No, it isn't!\You've come this far!\You've come this far, that's why...\Just one piece!\There has to be one piece of proof that your mother was here! response:	Kimari!
context: The 1st Challenge For Antarctic\Thank you. So it's okay now.\No, it isn't!\You've come this far!\You've come this far, that's why...\Just one piece!\There has to be one piece of proof that your mother was here!\Kimari! response:	Shirase-san!
context: Thank you. So it's okay now.\No, it isn't!\You've come this far!\You've come this far, that's why...\Just one piece!\There has to be one piece of proof that your mother was here!\Kimari!\Shirase-san! response:	Here!
context: No, it isn't!\You've come this far!\You've come this far, that's why...\Just one piece!\There has to be one piece of proof that your mother was here!\Kimari!\Shirase-san!\Here! response:	The user password you entered is incorrect.
context: You've come this far!\You've come this far, that's why...\Just one piece!\There has to be one piece of proof that your mother was here!\Kimari!\Shirase-san!\Here!\The user password you entered is incorrect. response:	Retrieving emails...
context: You've come this far, that's why...\Just one piece!\There has to be one piece of proof that your mother was here!\Kimari!\Shirase-san!\Here!\The user password you entered is incorrect.\Retrieving emails... response:	Kobuchizawa Shirase Dear Mom
context: Just one piece!\There has to be one piece of proof that your mother was here!\Kimari!\Shirase-san!\Here!\The user password you entered is incorrect.\Retrieving emails...\Kobuchizawa Shirase Dear Mom response:	Kobuchizawa Shirase Dear Mom
context: There has to be one piece of proof that your mother was here!\Kimari!\Shirase-san!\Here!\The user password you entered is incorrect.\Retrieving emails...\Kobuchizawa Shirase Dear Mom\Kobuchizawa Shirase Dear Mom response:	Kobuchizawa Shirase Dear Mom Kobuchizawa Shirase Dear Mom
context: Kimari!\Shirase-san!\Here!\The user password you entered is incorrect.\Retrieving emails...\Kobuchizawa Shirase Dear Mom\Kobuchizawa Shirase Dear Mom\Kobuchizawa Shirase Dear Mom Kobuchizawa Shirase Dear Mom response:	Kobuchizawa Shirase Dear Mom Kobuchizawa Shirase Dear Mom Kobuchizawa Shirase Dear Mom Kobuchizawa Shirase Dear Mom
context: Shirase-san!\Here!\The user password you entered is incorrect.\Retrieving emails...\Kobuchizawa Shirase Dear Mom\Kobuchizawa Shirase Dear Mom\Kobuchizawa Shirase Dear Mom Kobuchizawa Shirase Dear Mom\Kobuchizawa Shirase Dear Mom Kobuchizawa Shirase Dear Mom Kobuchizawa Shirase Dear Mom Kobuchizawa Shirase Dear Mom response:	Kobuchizawa Shirase Inbox
context: Here!\The user password you entered is incorrect.\Retrieving emails...\Kobuchizawa Shirase Dear Mom\Kobuchizawa Shirase Dear Mom\Kobuchizawa Shirase Dear Mom Kobuchizawa Shirase Dear Mom\Kobuchizawa Shirase Dear Mom Kobuchizawa Shirase Dear Mom Kobuchizawa Shirase Dear Mom Kobuchizawa Shirase Dear Mom\Kobuchizawa Shirase Inbox response:	Unread
context: The user password you entered is incorrect.\Retrieving emails...\Kobuchizawa Shirase Dear Mom\Kobuchizawa Shirase Dear Mom\Kobuchizawa Shirase Dear Mom Kobuchizawa Shirase Dear Mom\Kobuchizawa Shirase Dear Mom Kobuchizawa Shirase Dear Mom Kobuchizawa Shirase Dear Mom Kobuchizawa Shirase Dear Mom\Kobuchizawa Shirase Inbox\Unread response:	Unread
context: Retrieving emails...\Kobuchizawa Shirase Dear Mom\Kobuchizawa Shirase Dear Mom\Kobuchizawa Shirase Dear Mom Kobuchizawa Shirase Dear Mom\Kobuchizawa Shirase Dear Mom Kobuchizawa Shirase Dear Mom Kobuchizawa Shirase Dear Mom Kobuchizawa Shirase Dear Mom\Kobuchizawa Shirase Inbox\Unread\Unread response:	Kobuchizawa Shirase Dear Mom Kobuchizawa Shirase Dear Mom Kobuchizawa Shirase Dear Mom Kobuchizawa Shirase Dear Mom
context: Kobuchizawa Shirase Dear Mom\Kobuchizawa Shirase Dear Mom\Kobuchizawa Shirase Dear Mom Kobuchizawa Shirase Dear Mom\Kobuchizawa Shirase Dear Mom Kobuchizawa Shirase Dear Mom Kobuchizawa Shirase Dear Mom Kobuchizawa Shirase Dear Mom\Kobuchizawa Shirase Inbox\Unread\Unread\Kobuchizawa Shirase Dear Mom Kobuchizawa Shirase Dear Mom Kobuchizawa Shirase Dear Mom Kobuchizawa Shirase Dear Mom response:	Unread
context: Kobuchizawa Shirase Dear Mom\Kobuchizawa Shirase Dear Mom Kobuchizawa Shirase Dear Mom\Kobuchizawa Shirase Dear Mom Kobuchizawa Shirase Dear Mom Kobuchizawa Shirase Dear Mom Kobuchizawa Shirase Dear Mom\Kobuchizawa Shirase Inbox\Unread\Unread\Kobuchizawa Shirase Dear Mom Kobuchizawa Shirase Dear Mom Kobuchizawa Shirase Dear Mom Kobuchizawa Shirase Dear Mom\Unread response:	Mom! Mom!
