context: Ugh! response:	Die Inuyasha!
context: Shippo!\Miroku!\Wait here, I'll look for an antidote!\Inuyasha! Help Miroku!\Hey, Miroku! Do your share!\Sorry, Inuyasha... The poison's weakened me...\I can't believe those petty insects shut down my Wind Tunnel...\Blades of Blood!! response:	C'mon, Miroku! Get your ass over here!
context: Miroku!\Wait here, I'll look for an antidote!\Inuyasha! Help Miroku!\Hey, Miroku! Do your share!\Sorry, Inuyasha... The poison's weakened me...\I can't believe those petty insects shut down my Wind Tunnel...\Blades of Blood!!\C'mon, Miroku! Get your ass over here! response:	Damn... He said something about poison...
context: Wait here, I'll look for an antidote!\Inuyasha! Help Miroku!\Hey, Miroku! Do your share!\Sorry, Inuyasha... The poison's weakened me...\I can't believe those petty insects shut down my Wind Tunnel...\Blades of Blood!!\C'mon, Miroku! Get your ass over here!\Damn... He said something about poison... response:	Is it fatal?!
context: Inuyasha! Help Miroku!\Hey, Miroku! Do your share!\Sorry, Inuyasha... The poison's weakened me...\I can't believe those petty insects shut down my Wind Tunnel...\Blades of Blood!!\C'mon, Miroku! Get your ass over here!\Damn... He said something about poison...\Is it fatal?! response:	He's coming!
context: Hey, Miroku! Do your share!\Sorry, Inuyasha... The poison's weakened me...\I can't believe those petty insects shut down my Wind Tunnel...\Blades of Blood!!\C'mon, Miroku! Get your ass over here!\Damn... He said something about poison...\Is it fatal?!\He's coming! response:	How hopeless he is.
context: Sorry, Inuyasha... The poison's weakened me...\I can't believe those petty insects shut down my Wind Tunnel...\Blades of Blood!!\C'mon, Miroku! Get your ass over here!\Damn... He said something about poison...\Is it fatal?!\He's coming!\How hopeless he is. response:	Damn it! What do I do?!
context: I can't believe those petty insects shut down my Wind Tunnel...\Blades of Blood!!\C'mon, Miroku! Get your ass over here!\Damn... He said something about poison...\Is it fatal?!\He's coming!\How hopeless he is.\Damn it! What do I do?! response:	One swing of the Tetsusaiga, and we're done for!
context: Blades of Blood!!\C'mon, Miroku! Get your ass over here!\Damn... He said something about poison...\Is it fatal?!\He's coming!\How hopeless he is.\Damn it! What do I do?!\One swing of the Tetsusaiga, and we're done for! response:	This is it.
context: C'mon, Miroku! Get your ass over here!\Damn... He said something about poison...\Is it fatal?!\He's coming!\How hopeless he is.\Damn it! What do I do?!\One swing of the Tetsusaiga, and we're done for!\This is it. response:	Die!
context: Damn... He said something about poison...\Is it fatal?!\He's coming!\How hopeless he is.\Damn it! What do I do?!\One swing of the Tetsusaiga, and we're done for!\This is it.\Die! response:	This is it.
context: Is it fatal?!\He's coming!\How hopeless he is.\Damn it! What do I do?!\One swing of the Tetsusaiga, and we're done for!\This is it.\Die!\This is it. response:	Die!
context: He's coming!\How hopeless he is.\Damn it! What do I do?!\One swing of the Tetsusaiga, and we're done for!\This is it.\Die!\This is it.\Die! response:	You are such a fool!
context: How hopeless he is.\Damn it! What do I do?!\One swing of the Tetsusaiga, and we're done for!\This is it.\Die!\This is it.\Die!\You are such a fool! response:	You can run and hide.
context: Damn it! What do I do?!\One swing of the Tetsusaiga, and we're done for!\This is it.\Die!\This is it.\Die!\You are such a fool!\You can run and hide. response:	That would totally be expected of you.
context: One swing of the Tetsusaiga, and we're done for!\This is it.\Die!\This is it.\Die!\You are such a fool!\You can run and hide.\That would totally be expected of you. response:	Living in this world only adds to your disgrace.
context: This is it.\Die!\This is it.\Die!\You are such a fool!\You can run and hide.\That would totally be expected of you.\Living in this world only adds to your disgrace. response:	Will you shut up?!
context: Die!\This is it.\Die!\You are such a fool!\You can run and hide.\That would totally be expected of you.\Living in this world only adds to your disgrace.\Will you shut up?! response:	Getting a hold of one sword sure loosened your mouth!
context: This is it.\Die!\You are such a fool!\You can run and hide.\That would totally be expected of you.\Living in this world only adds to your disgrace.\Will you shut up?!\Getting a hold of one sword sure loosened your mouth! response:	Well, lemme tell you something.
context: Die!\You are such a fool!\You can run and hide.\That would totally be expected of you.\Living in this world only adds to your disgrace.\Will you shut up?!\Getting a hold of one sword sure loosened your mouth!\Well, lemme tell you something. response:	When you kill someone, make sure you do it right!
context: You are such a fool!\You can run and hide.\That would totally be expected of you.\Living in this world only adds to your disgrace.\Will you shut up?!\Getting a hold of one sword sure loosened your mouth!\Well, lemme tell you something.\When you kill someone, make sure you do it right! response:	Otherwise, you may just end up...
context: You can run and hide.\That would totally be expected of you.\Living in this world only adds to your disgrace.\Will you shut up?!\Getting a hold of one sword sure loosened your mouth!\Well, lemme tell you something.\When you kill someone, make sure you do it right!\Otherwise, you may just end up... response:	eating your words!!
context: That would totally be expected of you.\Living in this world only adds to your disgrace.\Will you shut up?!\Getting a hold of one sword sure loosened your mouth!\Well, lemme tell you something.\When you kill someone, make sure you do it right!\Otherwise, you may just end up...\eating your words!! response:	I've had just about... enough!
context: Living in this world only adds to your disgrace.\Will you shut up?!\Getting a hold of one sword sure loosened your mouth!\Well, lemme tell you something.\When you kill someone, make sure you do it right!\Otherwise, you may just end up...\eating your words!!\I've had just about... enough! response:	He's resisting the Tetsusaiga!
context: Will you shut up?!\Getting a hold of one sword sure loosened your mouth!\Well, lemme tell you something.\When you kill someone, make sure you do it right!\Otherwise, you may just end up...\eating your words!!\I've had just about... enough!\He's resisting the Tetsusaiga! response:	That's the sheathe of the Tetsusaiga!
context: Getting a hold of one sword sure loosened your mouth!\Well, lemme tell you something.\When you kill someone, make sure you do it right!\Otherwise, you may just end up...\eating your words!!\I've had just about... enough!\He's resisting the Tetsusaiga!\That's the sheathe of the Tetsusaiga! response:	I was just about to be killed by Lord Sesshomaru!
context: Well, lemme tell you something.\When you kill someone, make sure you do it right!\Otherwise, you may just end up...\eating your words!!\I've had just about... enough!\He's resisting the Tetsusaiga!\That's the sheathe of the Tetsusaiga!\I was just about to be killed by Lord Sesshomaru! response:	Even more than the monk's heavenly power...
context: When you kill someone, make sure you do it right!\Otherwise, you may just end up...\eating your words!!\I've had just about... enough!\He's resisting the Tetsusaiga!\That's the sheathe of the Tetsusaiga!\I was just about to be killed by Lord Sesshomaru!\Even more than the monk's heavenly power... response:	Lord Sesshomaru's disregard for ally or foe when he kills...
context: Otherwise, you may just end up...\eating your words!!\I've had just about... enough!\He's resisting the Tetsusaiga!\That's the sheathe of the Tetsusaiga!\I was just about to be killed by Lord Sesshomaru!\Even more than the monk's heavenly power...\Lord Sesshomaru's disregard for ally or foe when he kills... response:	is a hundred-fold more frightening.
context: eating your words!!\I've had just about... enough!\He's resisting the Tetsusaiga!\That's the sheathe of the Tetsusaiga!\I was just about to be killed by Lord Sesshomaru!\Even more than the monk's heavenly power...\Lord Sesshomaru's disregard for ally or foe when he kills...\is a hundred-fold more frightening. response:	Oh dear... I fear for the future.
context: I've had just about... enough!\He's resisting the Tetsusaiga!\That's the sheathe of the Tetsusaiga!\I was just about to be killed by Lord Sesshomaru!\Even more than the monk's heavenly power...\Lord Sesshomaru's disregard for ally or foe when he kills...\is a hundred-fold more frightening.\Oh dear... I fear for the future. response:	You!
context: He's resisting the Tetsusaiga!\That's the sheathe of the Tetsusaiga!\I was just about to be killed by Lord Sesshomaru!\Even more than the monk's heavenly power...\Lord Sesshomaru's disregard for ally or foe when he kills...\is a hundred-fold more frightening.\Oh dear... I fear for the future.\You! response:	Something really bothers me.
context: That's the sheathe of the Tetsusaiga!\I was just about to be killed by Lord Sesshomaru!\Even more than the monk's heavenly power...\Lord Sesshomaru's disregard for ally or foe when he kills...\is a hundred-fold more frightening.\Oh dear... I fear for the future.\You!\Something really bothers me. response:	We have never met, yet it's as though you had those insects just to trap me.
context: I was just about to be killed by Lord Sesshomaru!\Even more than the monk's heavenly power...\Lord Sesshomaru's disregard for ally or foe when he kills...\is a hundred-fold more frightening.\Oh dear... I fear for the future.\You!\Something really bothers me.\We have never met, yet it's as though you had those insects just to trap me. response:	What's going on?!
context: Even more than the monk's heavenly power...\Lord Sesshomaru's disregard for ally or foe when he kills...\is a hundred-fold more frightening.\Oh dear... I fear for the future.\You!\Something really bothers me.\We have never met, yet it's as though you had those insects just to trap me.\What's going on?! response:	Huh?! Well... err...
context: Lord Sesshomaru's disregard for ally or foe when he kills...\is a hundred-fold more frightening.\Oh dear... I fear for the future.\You!\Something really bothers me.\We have never met, yet it's as though you had those insects just to trap me.\What's going on?!\Huh?! Well... err... response:	Miroku!
context: is a hundred-fold more frightening.\Oh dear... I fear for the future.\You!\Something really bothers me.\We have never met, yet it's as though you had those insects just to trap me.\What's going on?!\Huh?! Well... err...\Miroku! response:	A weak monk and a puny fox-child...
context: Oh dear... I fear for the future.\You!\Something really bothers me.\We have never met, yet it's as though you had those insects just to trap me.\What's going on?!\Huh?! Well... err...\Miroku!\A weak monk and a puny fox-child... response:	I, Jaken, can handle you alone!
context: You!\Something really bothers me.\We have never met, yet it's as though you had those insects just to trap me.\What's going on?!\Huh?! Well... err...\Miroku!\A weak monk and a puny fox-child...\I, Jaken, can handle you alone! response:	You hope to resist me with a sheathe, huh?
context: Something really bothers me.\We have never met, yet it's as though you had those insects just to trap me.\What's going on?!\Huh?! Well... err...\Miroku!\A weak monk and a puny fox-child...\I, Jaken, can handle you alone!\You hope to resist me with a sheathe, huh? response:	Well, this is no ordinary sheathe!
context: We have never met, yet it's as though you had those insects just to trap me.\What's going on?!\Huh?! Well... err...\Miroku!\A weak monk and a puny fox-child...\I, Jaken, can handle you alone!\You hope to resist me with a sheathe, huh?\Well, this is no ordinary sheathe! response:	You'll soon see... when I crack open that head of yours!
context: What's going on?!\Huh?! Well... err...\Miroku!\A weak monk and a puny fox-child...\I, Jaken, can handle you alone!\You hope to resist me with a sheathe, huh?\Well, this is no ordinary sheathe!\You'll soon see... when I crack open that head of yours! response:	Stupid things!
context: Huh?! Well... err...\Miroku!\A weak monk and a puny fox-child...\I, Jaken, can handle you alone!\You hope to resist me with a sheathe, huh?\Well, this is no ordinary sheathe!\You'll soon see... when I crack open that head of yours!\Stupid things! response:	Illusory Top!
context: Miroku!\A weak monk and a puny fox-child...\I, Jaken, can handle you alone!\You hope to resist me with a sheathe, huh?\Well, this is no ordinary sheathe!\You'll soon see... when I crack open that head of yours!\Stupid things!\Illusory Top! response:	Fool!
context: A weak monk and a puny fox-child...\I, Jaken, can handle you alone!\You hope to resist me with a sheathe, huh?\Well, this is no ordinary sheathe!\You'll soon see... when I crack open that head of yours!\Stupid things!\Illusory Top!\Fool! response:	Dang it! My power isn't enough...
context: I, Jaken, can handle you alone!\You hope to resist me with a sheathe, huh?\Well, this is no ordinary sheathe!\You'll soon see... when I crack open that head of yours!\Stupid things!\Illusory Top!\Fool!\Dang it! My power isn't enough... response:	Go, Shippo! Never mind me!
context: You hope to resist me with a sheathe, huh?\Well, this is no ordinary sheathe!\You'll soon see... when I crack open that head of yours!\Stupid things!\Illusory Top!\Fool!\Dang it! My power isn't enough...\Go, Shippo! Never mind me! response:	Miroku!
context: Well, this is no ordinary sheathe!\You'll soon see... when I crack open that head of yours!\Stupid things!\Illusory Top!\Fool!\Dang it! My power isn't enough...\Go, Shippo! Never mind me!\Miroku! response:	The sheathe, huh?!
context: You'll soon see... when I crack open that head of yours!\Stupid things!\Illusory Top!\Fool!\Dang it! My power isn't enough...\Go, Shippo! Never mind me!\Miroku!\The sheathe, huh?! response:	What sheathe?!
context: Stupid things!\Illusory Top!\Fool!\Dang it! My power isn't enough...\Go, Shippo! Never mind me!\Miroku!\The sheathe, huh?!\What sheathe?! response:	One swing... Just one more swing.
context: Illusory Top!\Fool!\Dang it! My power isn't enough...\Go, Shippo! Never mind me!\Miroku!\The sheathe, huh?!\What sheathe?!\One swing... Just one more swing. response:	Huh?!
context: Fool!\Dang it! My power isn't enough...\Go, Shippo! Never mind me!\Miroku!\The sheathe, huh?!\What sheathe?!\One swing... Just one more swing.\Huh?! response:	The Tetsusaiga's transformation has been cancelled!
context: Dang it! My power isn't enough...\Go, Shippo! Never mind me!\Miroku!\The sheathe, huh?!\What sheathe?!\One swing... Just one more swing.\Huh?!\The Tetsusaiga's transformation has been cancelled! response:	Sesshomaru!
context: Go, Shippo! Never mind me!\Miroku!\The sheathe, huh?!\What sheathe?!\One swing... Just one more swing.\Huh?!\The Tetsusaiga's transformation has been cancelled!\Sesshomaru! response:	The next one is aimed at your heart!
context: Miroku!\The sheathe, huh?!\What sheathe?!\One swing... Just one more swing.\Huh?!\The Tetsusaiga's transformation has been cancelled!\Sesshomaru!\The next one is aimed at your heart! response:	Kagome!
context: The sheathe, huh?!\What sheathe?!\One swing... Just one more swing.\Huh?!\The Tetsusaiga's transformation has been cancelled!\Sesshomaru!\The next one is aimed at your heart!\Kagome! response:	Inuyasha... Make your escape! Hurry!
context: What sheathe?!\One swing... Just one more swing.\Huh?!\The Tetsusaiga's transformation has been cancelled!\Sesshomaru!\The next one is aimed at your heart!\Kagome!\Inuyasha... Make your escape! Hurry! response:	That young woman's arrow reverses the Tetsusaiga's transformation.
context: One swing... Just one more swing.\Huh?!\The Tetsusaiga's transformation has been cancelled!\Sesshomaru!\The next one is aimed at your heart!\Kagome!\Inuyasha... Make your escape! Hurry!\That young woman's arrow reverses the Tetsusaiga's transformation. response:	Could Kagome really be the reincarnation of the priestess?
context: Huh?!\The Tetsusaiga's transformation has been cancelled!\Sesshomaru!\The next one is aimed at your heart!\Kagome!\Inuyasha... Make your escape! Hurry!\That young woman's arrow reverses the Tetsusaiga's transformation.\Could Kagome really be the reincarnation of the priestess? response:	The Wind Tunnel is shut down. And the Tetsusaiga has been stolen!
context: The Tetsusaiga's transformation has been cancelled!\Sesshomaru!\The next one is aimed at your heart!\Kagome!\Inuyasha... Make your escape! Hurry!\That young woman's arrow reverses the Tetsusaiga's transformation.\Could Kagome really be the reincarnation of the priestess?\The Wind Tunnel is shut down. And the Tetsusaiga has been stolen! response:	Sesshomaru has Inuyasha backed into a corner!
context: Sesshomaru!\The next one is aimed at your heart!\Kagome!\Inuyasha... Make your escape! Hurry!\That young woman's arrow reverses the Tetsusaiga's transformation.\Could Kagome really be the reincarnation of the priestess?\The Wind Tunnel is shut down. And the Tetsusaiga has been stolen!\Sesshomaru has Inuyasha backed into a corner! response:	The Sacred Jewel burst forth from my body...
context: The next one is aimed at your heart!\Kagome!\Inuyasha... Make your escape! Hurry!\That young woman's arrow reverses the Tetsusaiga's transformation.\Could Kagome really be the reincarnation of the priestess?\The Wind Tunnel is shut down. And the Tetsusaiga has been stolen!\Sesshomaru has Inuyasha backed into a corner!\The Sacred Jewel burst forth from my body... response:	so maybe I can summon the special powers...
context: Kagome!\Inuyasha... Make your escape! Hurry!\That young woman's arrow reverses the Tetsusaiga's transformation.\Could Kagome really be the reincarnation of the priestess?\The Wind Tunnel is shut down. And the Tetsusaiga has been stolen!\Sesshomaru has Inuyasha backed into a corner!\The Sacred Jewel burst forth from my body...\so maybe I can summon the special powers... response:	like the priestess, Kikyo!
context: Inuyasha... Make your escape! Hurry!\That young woman's arrow reverses the Tetsusaiga's transformation.\Could Kagome really be the reincarnation of the priestess?\The Wind Tunnel is shut down. And the Tetsusaiga has been stolen!\Sesshomaru has Inuyasha backed into a corner!\The Sacred Jewel burst forth from my body...\so maybe I can summon the special powers...\like the priestess, Kikyo! response:	We combined forces to fight! So Inuyasha, what's the problem?!
context: That young woman's arrow reverses the Tetsusaiga's transformation.\Could Kagome really be the reincarnation of the priestess?\The Wind Tunnel is shut down. And the Tetsusaiga has been stolen!\Sesshomaru has Inuyasha backed into a corner!\The Sacred Jewel burst forth from my body...\so maybe I can summon the special powers...\like the priestess, Kikyo!\We combined forces to fight! So Inuyasha, what's the problem?! response:	Next on Inuyasha, Go Home to Your Own Time, Kagome!
context: Could Kagome really be the reincarnation of the priestess?\The Wind Tunnel is shut down. And the Tetsusaiga has been stolen!\Sesshomaru has Inuyasha backed into a corner!\The Sacred Jewel burst forth from my body...\so maybe I can summon the special powers...\like the priestess, Kikyo!\We combined forces to fight! So Inuyasha, what's the problem?!\Next on Inuyasha, Go Home to Your Own Time, Kagome! response:	Don't miss it!
