context: Guess what, Yukimura! response:	Yes?
context: when she wakes up, you will become the person she detests most.\Looks like it's the end of the best partnership.\Stupid! Stupid! Idiot! Moron! Clumsy!\You huge huge huge idiot Misa-chan!\You made your point! Shut up!\Oh, Usui-kun. That's a new way of greeting her.\You're not asked to work here today.\Get out! response:	I can't be away from you at a time like this.
context: Looks like it's the end of the best partnership.\Stupid! Stupid! Idiot! Moron! Clumsy!\You huge huge huge idiot Misa-chan!\You made your point! Shut up!\Oh, Usui-kun. That's a new way of greeting her.\You're not asked to work here today.\Get out!\I can't be away from you at a time like this. response:	I'm not letting you sleep at all tonight.
context: Stupid! Stupid! Idiot! Moron! Clumsy!\You huge huge huge idiot Misa-chan!\You made your point! Shut up!\Oh, Usui-kun. That's a new way of greeting her.\You're not asked to work here today.\Get out!\I can't be away from you at a time like this.\I'm not letting you sleep at all tonight. response:	Don't say such a misleading phrase.
context: You huge huge huge idiot Misa-chan!\You made your point! Shut up!\Oh, Usui-kun. That's a new way of greeting her.\You're not asked to work here today.\Get out!\I can't be away from you at a time like this.\I'm not letting you sleep at all tonight.\Don't say such a misleading phrase. response:	Good work everyone.
context: You made your point! Shut up!\Oh, Usui-kun. That's a new way of greeting her.\You're not asked to work here today.\Get out!\I can't be away from you at a time like this.\I'm not letting you sleep at all tonight.\Don't say such a misleading phrase.\Good work everyone. response:	What is this about, Usui?
context: Oh, Usui-kun. That's a new way of greeting her.\You're not asked to work here today.\Get out!\I can't be away from you at a time like this.\I'm not letting you sleep at all tonight.\Don't say such a misleading phrase.\Good work everyone.\What is this about, Usui? response:	Good work, Misa-chan.
context: You're not asked to work here today.\Get out!\I can't be away from you at a time like this.\I'm not letting you sleep at all tonight.\Don't say such a misleading phrase.\Good work everyone.\What is this about, Usui?\Good work, Misa-chan. response:	It's finally over, isn't it?
context: Get out!\I can't be away from you at a time like this.\I'm not letting you sleep at all tonight.\Don't say such a misleading phrase.\Good work everyone.\What is this about, Usui?\Good work, Misa-chan.\It's finally over, isn't it? response:	I want to get changed and go home, you know?
context: I can't be away from you at a time like this.\I'm not letting you sleep at all tonight.\Don't say such a misleading phrase.\Good work everyone.\What is this about, Usui?\Good work, Misa-chan.\It's finally over, isn't it?\I want to get changed and go home, you know? response:	Then I'll help you get changed.
context: I'm not letting you sleep at all tonight.\Don't say such a misleading phrase.\Good work everyone.\What is this about, Usui?\Good work, Misa-chan.\It's finally over, isn't it?\I want to get changed and go home, you know?\Then I'll help you get changed. response:	Get lost.
context: Don't say such a misleading phrase.\Good work everyone.\What is this about, Usui?\Good work, Misa-chan.\It's finally over, isn't it?\I want to get changed and go home, you know?\Then I'll help you get changed.\Get lost. response:	How far are you going to follow me?
context: Good work everyone.\What is this about, Usui?\Good work, Misa-chan.\It's finally over, isn't it?\I want to get changed and go home, you know?\Then I'll help you get changed.\Get lost.\How far are you going to follow me? response:	Everywhere.
context: What is this about, Usui?\Good work, Misa-chan.\It's finally over, isn't it?\I want to get changed and go home, you know?\Then I'll help you get changed.\Get lost.\How far are you going to follow me?\Everywhere. response:	Do you realize that you're gross? Even moreso than usual, too.
context: Good work, Misa-chan.\It's finally over, isn't it?\I want to get changed and go home, you know?\Then I'll help you get changed.\Get lost.\How far are you going to follow me?\Everywhere.\Do you realize that you're gross? Even moreso than usual, too. response:	Why did Kanou put this kind of hypnosis on me?
context: It's finally over, isn't it?\I want to get changed and go home, you know?\Then I'll help you get changed.\Get lost.\How far are you going to follow me?\Everywhere.\Do you realize that you're gross? Even moreso than usual, too.\Why did Kanou put this kind of hypnosis on me? response:	To make me hate Usui...
context: I want to get changed and go home, you know?\Then I'll help you get changed.\Get lost.\How far are you going to follow me?\Everywhere.\Do you realize that you're gross? Even moreso than usual, too.\Why did Kanou put this kind of hypnosis on me?\To make me hate Usui... response:	I already hate you, so I don't understand the point.
context: Then I'll help you get changed.\Get lost.\How far are you going to follow me?\Everywhere.\Do you realize that you're gross? Even moreso than usual, too.\Why did Kanou put this kind of hypnosis on me?\To make me hate Usui...\I already hate you, so I don't understand the point. response:	It must be that Kanou doesn't see it that way.
context: Get lost.\How far are you going to follow me?\Everywhere.\Do you realize that you're gross? Even moreso than usual, too.\Why did Kanou put this kind of hypnosis on me?\To make me hate Usui...\I already hate you, so I don't understand the point.\It must be that Kanou doesn't see it that way. response:	So his eyes can't see the truth.
context: How far are you going to follow me?\Everywhere.\Do you realize that you're gross? Even moreso than usual, too.\Why did Kanou put this kind of hypnosis on me?\To make me hate Usui...\I already hate you, so I don't understand the point.\It must be that Kanou doesn't see it that way.\So his eyes can't see the truth. response:	Let me ask one more time, Usui.
context: Everywhere.\Do you realize that you're gross? Even moreso than usual, too.\Why did Kanou put this kind of hypnosis on me?\To make me hate Usui...\I already hate you, so I don't understand the point.\It must be that Kanou doesn't see it that way.\So his eyes can't see the truth.\Let me ask one more time, Usui. response:	How far are you going to follow me?
context: Do you realize that you're gross? Even moreso than usual, too.\Why did Kanou put this kind of hypnosis on me?\To make me hate Usui...\I already hate you, so I don't understand the point.\It must be that Kanou doesn't see it that way.\So his eyes can't see the truth.\Let me ask one more time, Usui.\How far are you going to follow me? response:	Like I said, everywhere.
context: Why did Kanou put this kind of hypnosis on me?\To make me hate Usui...\I already hate you, so I don't understand the point.\It must be that Kanou doesn't see it that way.\So his eyes can't see the truth.\Let me ask one more time, Usui.\How far are you going to follow me?\Like I said, everywhere. response:	Just a minute until I call a cop.
context: To make me hate Usui...\I already hate you, so I don't understand the point.\It must be that Kanou doesn't see it that way.\So his eyes can't see the truth.\Let me ask one more time, Usui.\How far are you going to follow me?\Like I said, everywhere.\Just a minute until I call a cop. response:	Stingy.
context: I already hate you, so I don't understand the point.\It must be that Kanou doesn't see it that way.\So his eyes can't see the truth.\Let me ask one more time, Usui.\How far are you going to follow me?\Like I said, everywhere.\Just a minute until I call a cop.\Stingy. response:	You're satisfied now, aren't you?! Go home!
context: It must be that Kanou doesn't see it that way.\So his eyes can't see the truth.\Let me ask one more time, Usui.\How far are you going to follow me?\Like I said, everywhere.\Just a minute until I call a cop.\Stingy.\You're satisfied now, aren't you?! Go home! response:	What happened today was due to my total lack of caution!
context: So his eyes can't see the truth.\Let me ask one more time, Usui.\How far are you going to follow me?\Like I said, everywhere.\Just a minute until I call a cop.\Stingy.\You're satisfied now, aren't you?! Go home!\What happened today was due to my total lack of caution! response:	I'll reflect on it through the night, so don't bother me!
context: Let me ask one more time, Usui.\How far are you going to follow me?\Like I said, everywhere.\Just a minute until I call a cop.\Stingy.\You're satisfied now, aren't you?! Go home!\What happened today was due to my total lack of caution!\I'll reflect on it through the night, so don't bother me! response:	She's too good.
context: How far are you going to follow me?\Like I said, everywhere.\Just a minute until I call a cop.\Stingy.\You're satisfied now, aren't you?! Go home!\What happened today was due to my total lack of caution!\I'll reflect on it through the night, so don't bother me!\She's too good. response:	I'm out.
context: Like I said, everywhere.\Just a minute until I call a cop.\Stingy.\You're satisfied now, aren't you?! Go home!\What happened today was due to my total lack of caution!\I'll reflect on it through the night, so don't bother me!\She's too good.\I'm out. response:	Your cell phone's been ringing constantly.
context: Just a minute until I call a cop.\Stingy.\You're satisfied now, aren't you?! Go home!\What happened today was due to my total lack of caution!\I'll reflect on it through the night, so don't bother me!\She's too good.\I'm out.\Your cell phone's been ringing constantly. response:	That's rare. Who is it?
context: Stingy.\You're satisfied now, aren't you?! Go home!\What happened today was due to my total lack of caution!\I'll reflect on it through the night, so don't bother me!\She's too good.\I'm out.\Your cell phone's been ringing constantly.\That's rare. Who is it? response:	Maybe a mail in prize I sent out under your name won?
context: You're satisfied now, aren't you?! Go home!\What happened today was due to my total lack of caution!\I'll reflect on it through the night, so don't bother me!\She's too good.\I'm out.\Your cell phone's been ringing constantly.\That's rare. Who is it?\Maybe a mail in prize I sent out under your name won? response:	Hello?
context: What happened today was due to my total lack of caution!\I'll reflect on it through the night, so don't bother me!\She's too good.\I'm out.\Your cell phone's been ringing constantly.\That's rare. Who is it?\Maybe a mail in prize I sent out under your name won?\Hello? response:	Yo, yo, it's me, it's me, you know?
context: I'll reflect on it through the night, so don't bother me!\She's too good.\I'm out.\Your cell phone's been ringing constantly.\That's rare. Who is it?\Maybe a mail in prize I sent out under your name won?\Hello?\Yo, yo, it's me, it's me, you know? response:	What was it? Did you win the cafe au lait set?
context: She's too good.\I'm out.\Your cell phone's been ringing constantly.\That's rare. Who is it?\Maybe a mail in prize I sent out under your name won?\Hello?\Yo, yo, it's me, it's me, you know?\What was it? Did you win the cafe au lait set? response:	Time to prepare for tomorrow.
context: I'm out.\Your cell phone's been ringing constantly.\That's rare. Who is it?\Maybe a mail in prize I sent out under your name won?\Hello?\Yo, yo, it's me, it's me, you know?\What was it? Did you win the cafe au lait set?\Time to prepare for tomorrow. response:	It's me.
context: Your cell phone's been ringing constantly.\That's rare. Who is it?\Maybe a mail in prize I sent out under your name won?\Hello?\Yo, yo, it's me, it's me, you know?\What was it? Did you win the cafe au lait set?\Time to prepare for tomorrow.\It's me. response:	I don't need swindlers, thank you.
context: That's rare. Who is it?\Maybe a mail in prize I sent out under your name won?\Hello?\Yo, yo, it's me, it's me, you know?\What was it? Did you win the cafe au lait set?\Time to prepare for tomorrow.\It's me.\I don't need swindlers, thank you. response:	TLnote: Misaki refers to It's me, it's me Swinder scams in Japan in which callers impersonate people to extract money.
context: Maybe a mail in prize I sent out under your name won?\Hello?\Yo, yo, it's me, it's me, you know?\What was it? Did you win the cafe au lait set?\Time to prepare for tomorrow.\It's me.\I don't need swindlers, thank you.\TLnote: Misaki refers to It's me, it's me Swinder scams in Japan in which callers impersonate people to extract money. response:	You're so mean, Misa-chan. You know who I am.
context: Hello?\Yo, yo, it's me, it's me, you know?\What was it? Did you win the cafe au lait set?\Time to prepare for tomorrow.\It's me.\I don't need swindlers, thank you.\TLnote: Misaki refers to It's me, it's me Swinder scams in Japan in which callers impersonate people to extract money.\You're so mean, Misa-chan. You know who I am. response:	Why do you know my number?
context: Yo, yo, it's me, it's me, you know?\What was it? Did you win the cafe au lait set?\Time to prepare for tomorrow.\It's me.\I don't need swindlers, thank you.\TLnote: Misaki refers to It's me, it's me Swinder scams in Japan in which callers impersonate people to extract money.\You're so mean, Misa-chan. You know who I am.\Why do you know my number? response:	If there's love-
context: What was it? Did you win the cafe au lait set?\Time to prepare for tomorrow.\It's me.\I don't need swindlers, thank you.\TLnote: Misaki refers to It's me, it's me Swinder scams in Japan in which callers impersonate people to extract money.\You're so mean, Misa-chan. You know who I am.\Why do you know my number?\If there's love- response:	I'm hanging up.
context: Time to prepare for tomorrow.\It's me.\I don't need swindlers, thank you.\TLnote: Misaki refers to It's me, it's me Swinder scams in Japan in which callers impersonate people to extract money.\You're so mean, Misa-chan. You know who I am.\Why do you know my number?\If there's love-\I'm hanging up. response:	Do you know how many times have you've called me so far?
context: It's me.\I don't need swindlers, thank you.\TLnote: Misaki refers to It's me, it's me Swinder scams in Japan in which callers impersonate people to extract money.\You're so mean, Misa-chan. You know who I am.\Why do you know my number?\If there's love-\I'm hanging up.\Do you know how many times have you've called me so far? response:	I don't know. Maybe about 20?
context: I don't need swindlers, thank you.\TLnote: Misaki refers to It's me, it's me Swinder scams in Japan in which callers impersonate people to extract money.\You're so mean, Misa-chan. You know who I am.\Why do you know my number?\If there's love-\I'm hanging up.\Do you know how many times have you've called me so far?\I don't know. Maybe about 20? response:	It's the 22nd time, you stalker!
context: TLnote: Misaki refers to It's me, it's me Swinder scams in Japan in which callers impersonate people to extract money.\You're so mean, Misa-chan. You know who I am.\Why do you know my number?\If there's love-\I'm hanging up.\Do you know how many times have you've called me so far?\I don't know. Maybe about 20?\It's the 22nd time, you stalker! response:	I can't concentrate on studying!
context: You're so mean, Misa-chan. You know who I am.\Why do you know my number?\If there's love-\I'm hanging up.\Do you know how many times have you've called me so far?\I don't know. Maybe about 20?\It's the 22nd time, you stalker!\I can't concentrate on studying! response:	I thought you'd get sleepy if you kept on just studying.
context: Why do you know my number?\If there's love-\I'm hanging up.\Do you know how many times have you've called me so far?\I don't know. Maybe about 20?\It's the 22nd time, you stalker!\I can't concentrate on studying!\I thought you'd get sleepy if you kept on just studying. response:	Staying up a whole night is child's play for me.
context: If there's love-\I'm hanging up.\Do you know how many times have you've called me so far?\I don't know. Maybe about 20?\It's the 22nd time, you stalker!\I can't concentrate on studying!\I thought you'd get sleepy if you kept on just studying.\Staying up a whole night is child's play for me. response:	Besides I hate you to begin with, so-
context: I'm hanging up.\Do you know how many times have you've called me so far?\I don't know. Maybe about 20?\It's the 22nd time, you stalker!\I can't concentrate on studying!\I thought you'd get sleepy if you kept on just studying.\Staying up a whole night is child's play for me.\Besides I hate you to begin with, so- response:	But I love you.
context: Do you know how many times have you've called me so far?\I don't know. Maybe about 20?\It's the 22nd time, you stalker!\I can't concentrate on studying!\I thought you'd get sleepy if you kept on just studying.\Staying up a whole night is child's play for me.\Besides I hate you to begin with, so-\But I love you. response:	You love me, Ayuzawa.
context: I don't know. Maybe about 20?\It's the 22nd time, you stalker!\I can't concentrate on studying!\I thought you'd get sleepy if you kept on just studying.\Staying up a whole night is child's play for me.\Besides I hate you to begin with, so-\But I love you.\You love me, Ayuzawa. response:	What's wrong with him? He's a complete idiot!
context: It's the 22nd time, you stalker!\I can't concentrate on studying!\I thought you'd get sleepy if you kept on just studying.\Staying up a whole night is child's play for me.\Besides I hate you to begin with, so-\But I love you.\You love me, Ayuzawa.\What's wrong with him? He's a complete idiot! response:	Hate, eh?
context: I can't concentrate on studying!\I thought you'd get sleepy if you kept on just studying.\Staying up a whole night is child's play for me.\Besides I hate you to begin with, so-\But I love you.\You love me, Ayuzawa.\What's wrong with him? He's a complete idiot!\Hate, eh? response:	Who would love an idiot like him?
context: I thought you'd get sleepy if you kept on just studying.\Staying up a whole night is child's play for me.\Besides I hate you to begin with, so-\But I love you.\You love me, Ayuzawa.\What's wrong with him? He's a complete idiot!\Hate, eh?\Who would love an idiot like him? response:	I just don't want to lose to Kanou, who's only trying to manipulate people.
context: Staying up a whole night is child's play for me.\Besides I hate you to begin with, so-\But I love you.\You love me, Ayuzawa.\What's wrong with him? He's a complete idiot!\Hate, eh?\Who would love an idiot like him?\I just don't want to lose to Kanou, who's only trying to manipulate people. response:	Good morning, Prez.
context: Besides I hate you to begin with, so-\But I love you.\You love me, Ayuzawa.\What's wrong with him? He's a complete idiot!\Hate, eh?\Who would love an idiot like him?\I just don't want to lose to Kanou, who's only trying to manipulate people.\Good morning, Prez. response:	It says it'll rain in the afternoon.
context: But I love you.\You love me, Ayuzawa.\What's wrong with him? He's a complete idiot!\Hate, eh?\Who would love an idiot like him?\I just don't want to lose to Kanou, who's only trying to manipulate people.\Good morning, Prez.\It says it'll rain in the afternoon. response:	You want to share an umbrella?
context: You love me, Ayuzawa.\What's wrong with him? He's a complete idiot!\Hate, eh?\Who would love an idiot like him?\I just don't want to lose to Kanou, who's only trying to manipulate people.\Good morning, Prez.\It says it'll rain in the afternoon.\You want to share an umbrella? response:	Usui...
context: What's wrong with him? He's a complete idiot!\Hate, eh?\Who would love an idiot like him?\I just don't want to lose to Kanou, who's only trying to manipulate people.\Good morning, Prez.\It says it'll rain in the afternoon.\You want to share an umbrella?\Usui... response:	Don't read people's morning newspapers!
context: Hate, eh?\Who would love an idiot like him?\I just don't want to lose to Kanou, who's only trying to manipulate people.\Good morning, Prez.\It says it'll rain in the afternoon.\You want to share an umbrella?\Usui...\Don't read people's morning newspapers! response:	But I had nothing better to do.
context: Who would love an idiot like him?\I just don't want to lose to Kanou, who's only trying to manipulate people.\Good morning, Prez.\It says it'll rain in the afternoon.\You want to share an umbrella?\Usui...\Don't read people's morning newspapers!\But I had nothing better to do. response:	Were you out here the entire night?
context: I just don't want to lose to Kanou, who's only trying to manipulate people.\Good morning, Prez.\It says it'll rain in the afternoon.\You want to share an umbrella?\Usui...\Don't read people's morning newspapers!\But I had nothing better to do.\Were you out here the entire night? response:	Sis, breakfast is ready.
context: Good morning, Prez.\It says it'll rain in the afternoon.\You want to share an umbrella?\Usui...\Don't read people's morning newspapers!\But I had nothing better to do.\Were you out here the entire night?\Sis, breakfast is ready. response:	Look! Today's TV show looks interesting!
context: It says it'll rain in the afternoon.\You want to share an umbrella?\Usui...\Don't read people's morning newspapers!\But I had nothing better to do.\Were you out here the entire night?\Sis, breakfast is ready.\Look! Today's TV show looks interesting! response:	Oh, so a long lost brother returns.
context: You want to share an umbrella?\Usui...\Don't read people's morning newspapers!\But I had nothing better to do.\Were you out here the entire night?\Sis, breakfast is ready.\Look! Today's TV show looks interesting!\Oh, so a long lost brother returns. response:	Here, lets have our breakfast.
context: Usui...\Don't read people's morning newspapers!\But I had nothing better to do.\Were you out here the entire night?\Sis, breakfast is ready.\Look! Today's TV show looks interesting!\Oh, so a long lost brother returns.\Here, lets have our breakfast. response:	You haven't eaten anything, right?
context: Don't read people's morning newspapers!\But I had nothing better to do.\Were you out here the entire night?\Sis, breakfast is ready.\Look! Today's TV show looks interesting!\Oh, so a long lost brother returns.\Here, lets have our breakfast.\You haven't eaten anything, right? response:	I'll seriously call a cop next time, alright?
context: But I had nothing better to do.\Were you out here the entire night?\Sis, breakfast is ready.\Look! Today's TV show looks interesting!\Oh, so a long lost brother returns.\Here, lets have our breakfast.\You haven't eaten anything, right?\I'll seriously call a cop next time, alright? response:	Sweet bread...
context: Were you out here the entire night?\Sis, breakfast is ready.\Look! Today's TV show looks interesting!\Oh, so a long lost brother returns.\Here, lets have our breakfast.\You haven't eaten anything, right?\I'll seriously call a cop next time, alright?\Sweet bread... response:	This is past the expiration date.
context: Sis, breakfast is ready.\Look! Today's TV show looks interesting!\Oh, so a long lost brother returns.\Here, lets have our breakfast.\You haven't eaten anything, right?\I'll seriously call a cop next time, alright?\Sweet bread...\This is past the expiration date. response:	If you've got problem with it, then don't eat it!
context: Look! Today's TV show looks interesting!\Oh, so a long lost brother returns.\Here, lets have our breakfast.\You haven't eaten anything, right?\I'll seriously call a cop next time, alright?\Sweet bread...\This is past the expiration date.\If you've got problem with it, then don't eat it! response:	It's starting to come down.
context: Oh, so a long lost brother returns.\Here, lets have our breakfast.\You haven't eaten anything, right?\I'll seriously call a cop next time, alright?\Sweet bread...\This is past the expiration date.\If you've got problem with it, then don't eat it!\It's starting to come down. response:	Dang. My eyes are starting to go hazy.
context: Here, lets have our breakfast.\You haven't eaten anything, right?\I'll seriously call a cop next time, alright?\Sweet bread...\This is past the expiration date.\If you've got problem with it, then don't eat it!\It's starting to come down.\Dang. My eyes are starting to go hazy. response:	Is it because I stayed up all night?
context: You haven't eaten anything, right?\I'll seriously call a cop next time, alright?\Sweet bread...\This is past the expiration date.\If you've got problem with it, then don't eat it!\It's starting to come down.\Dang. My eyes are starting to go hazy.\Is it because I stayed up all night? response:	You're tired? Would you like a supplement?
context: I'll seriously call a cop next time, alright?\Sweet bread...\This is past the expiration date.\If you've got problem with it, then don't eat it!\It's starting to come down.\Dang. My eyes are starting to go hazy.\Is it because I stayed up all night?\You're tired? Would you like a supplement? response:	Supplement?
context: Sweet bread...\This is past the expiration date.\If you've got problem with it, then don't eat it!\It's starting to come down.\Dang. My eyes are starting to go hazy.\Is it because I stayed up all night?\You're tired? Would you like a supplement?\Supplement? response:	Blueberry kicks in well.
context: This is past the expiration date.\If you've got problem with it, then don't eat it!\It's starting to come down.\Dang. My eyes are starting to go hazy.\Is it because I stayed up all night?\You're tired? Would you like a supplement?\Supplement?\Blueberry kicks in well. response:	I have to carry these sorts of things around.
context: If you've got problem with it, then don't eat it!\It's starting to come down.\Dang. My eyes are starting to go hazy.\Is it because I stayed up all night?\You're tired? Would you like a supplement?\Supplement?\Blueberry kicks in well.\I have to carry these sorts of things around. response:	What?
context: It's starting to come down.\Dang. My eyes are starting to go hazy.\Is it because I stayed up all night?\You're tired? Would you like a supplement?\Supplement?\Blueberry kicks in well.\I have to carry these sorts of things around.\What? response:	I might have left it in the classroom.
context: Dang. My eyes are starting to go hazy.\Is it because I stayed up all night?\You're tired? Would you like a supplement?\Supplement?\Blueberry kicks in well.\I have to carry these sorts of things around.\What?\I might have left it in the classroom. response:	I can tell that you really need to keep it with you. Go and get it.
context: Is it because I stayed up all night?\You're tired? Would you like a supplement?\Supplement?\Blueberry kicks in well.\I have to carry these sorts of things around.\What?\I might have left it in the classroom.\I can tell that you really need to keep it with you. Go and get it. response:	Okay!
context: You're tired? Would you like a supplement?\Supplement?\Blueberry kicks in well.\I have to carry these sorts of things around.\What?\I might have left it in the classroom.\I can tell that you really need to keep it with you. Go and get it.\Okay! response:	Yukimura looks like a health nut, doesn't he?
context: Supplement?\Blueberry kicks in well.\I have to carry these sorts of things around.\What?\I might have left it in the classroom.\I can tell that you really need to keep it with you. Go and get it.\Okay!\Yukimura looks like a health nut, doesn't he? response:	Yeah.
context: Blueberry kicks in well.\I have to carry these sorts of things around.\What?\I might have left it in the classroom.\I can tell that you really need to keep it with you. Go and get it.\Okay!\Yukimura looks like a health nut, doesn't he?\Yeah. response:	So you really aren't sleepy yet?
context: I have to carry these sorts of things around.\What?\I might have left it in the classroom.\I can tell that you really need to keep it with you. Go and get it.\Okay!\Yukimura looks like a health nut, doesn't he?\Yeah.\So you really aren't sleepy yet? response:	Enough! I already told you it's child's play!
context: What?\I might have left it in the classroom.\I can tell that you really need to keep it with you. Go and get it.\Okay!\Yukimura looks like a health nut, doesn't he?\Yeah.\So you really aren't sleepy yet?\Enough! I already told you it's child's play! response:	Phew. I found it.
context: I might have left it in the classroom.\I can tell that you really need to keep it with you. Go and get it.\Okay!\Yukimura looks like a health nut, doesn't he?\Yeah.\So you really aren't sleepy yet?\Enough! I already told you it's child's play!\Phew. I found it. response:	Um-
context: I can tell that you really need to keep it with you. Go and get it.\Okay!\Yukimura looks like a health nut, doesn't he?\Yeah.\So you really aren't sleepy yet?\Enough! I already told you it's child's play!\Phew. I found it.\Um- response:	Yes.
context: Okay!\Yukimura looks like a health nut, doesn't he?\Yeah.\So you really aren't sleepy yet?\Enough! I already told you it's child's play!\Phew. I found it.\Um-\Yes. response:	What is it?
context: Yukimura looks like a health nut, doesn't he?\Yeah.\So you really aren't sleepy yet?\Enough! I already told you it's child's play!\Phew. I found it.\Um-\Yes.\What is it? response:	Hey, isn't that supposed to be chewed on?
context: Yeah.\So you really aren't sleepy yet?\Enough! I already told you it's child's play!\Phew. I found it.\Um-\Yes.\What is it?\Hey, isn't that supposed to be chewed on? response:	Isn't it like a blueberry flavored tablet candy?
context: So you really aren't sleepy yet?\Enough! I already told you it's child's play!\Phew. I found it.\Um-\Yes.\What is it?\Hey, isn't that supposed to be chewed on?\Isn't it like a blueberry flavored tablet candy? response:	It is?!
context: Enough! I already told you it's child's play!\Phew. I found it.\Um-\Yes.\What is it?\Hey, isn't that supposed to be chewed on?\Isn't it like a blueberry flavored tablet candy?\It is?! response:	Show me the packaging, Yukimura.
context: Phew. I found it.\Um-\Yes.\What is it?\Hey, isn't that supposed to be chewed on?\Isn't it like a blueberry flavored tablet candy?\It is?!\Show me the packaging, Yukimura. response:	Yes.
context: Um-\Yes.\What is it?\Hey, isn't that supposed to be chewed on?\Isn't it like a blueberry flavored tablet candy?\It is?!\Show me the packaging, Yukimura.\Yes. response:	It's this.
context: Yes.\What is it?\Hey, isn't that supposed to be chewed on?\Isn't it like a blueberry flavored tablet candy?\It is?!\Show me the packaging, Yukimura.\Yes.\It's this. response:	Yukimura, what does this box look like to you?
context: What is it?\Hey, isn't that supposed to be chewed on?\Isn't it like a blueberry flavored tablet candy?\It is?!\Show me the packaging, Yukimura.\Yes.\It's this.\Yukimura, what does this box look like to you? response:	Blueberry supplement.
context: Hey, isn't that supposed to be chewed on?\Isn't it like a blueberry flavored tablet candy?\It is?!\Show me the packaging, Yukimura.\Yes.\It's this.\Yukimura, what does this box look like to you?\Blueberry supplement. response:	When you went to go get this, did you meet a guy with a hood and glasses on?
context: Isn't it like a blueberry flavored tablet candy?\It is?!\Show me the packaging, Yukimura.\Yes.\It's this.\Yukimura, what does this box look like to you?\Blueberry supplement.\When you went to go get this, did you meet a guy with a hood and glasses on? response:	How did you know?
context: It is?!\Show me the packaging, Yukimura.\Yes.\It's this.\Yukimura, what does this box look like to you?\Blueberry supplement.\When you went to go get this, did you meet a guy with a hood and glasses on?\How did you know? response:	Wait, then...
context: Show me the packaging, Yukimura.\Yes.\It's this.\Yukimura, what does this box look like to you?\Blueberry supplement.\When you went to go get this, did you meet a guy with a hood and glasses on?\How did you know?\Wait, then... response:	Prez, do you know the side effect of this pain killer?
context: Yes.\It's this.\Yukimura, what does this box look like to you?\Blueberry supplement.\When you went to go get this, did you meet a guy with a hood and glasses on?\How did you know?\Wait, then...\Prez, do you know the side effect of this pain killer? response:	Kanou...
context: It's this.\Yukimura, what does this box look like to you?\Blueberry supplement.\When you went to go get this, did you meet a guy with a hood and glasses on?\How did you know?\Wait, then...\Prez, do you know the side effect of this pain killer?\Kanou... response:	I'll never forgive him now.
context: Yukimura, what does this box look like to you?\Blueberry supplement.\When you went to go get this, did you meet a guy with a hood and glasses on?\How did you know?\Wait, then...\Prez, do you know the side effect of this pain killer?\Kanou...\I'll never forgive him now. response:	You have less than an hour to go.
context: Blueberry supplement.\When you went to go get this, did you meet a guy with a hood and glasses on?\How did you know?\Wait, then...\Prez, do you know the side effect of this pain killer?\Kanou...\I'll never forgive him now.\You have less than an hour to go. response:	Damn, why am I so sleepy?
context: When you went to go get this, did you meet a guy with a hood and glasses on?\How did you know?\Wait, then...\Prez, do you know the side effect of this pain killer?\Kanou...\I'll never forgive him now.\You have less than an hour to go.\Damn, why am I so sleepy? response:	Probably because you aren't used to taking meds.
context: How did you know?\Wait, then...\Prez, do you know the side effect of this pain killer?\Kanou...\I'll never forgive him now.\You have less than an hour to go.\Damn, why am I so sleepy?\Probably because you aren't used to taking meds. response:	Of course not! Medicine is expensive!
context: Wait, then...\Prez, do you know the side effect of this pain killer?\Kanou...\I'll never forgive him now.\You have less than an hour to go.\Damn, why am I so sleepy?\Probably because you aren't used to taking meds.\Of course not! Medicine is expensive! response:	I'd rather cure it myself than rely on it!
context: Prez, do you know the side effect of this pain killer?\Kanou...\I'll never forgive him now.\You have less than an hour to go.\Damn, why am I so sleepy?\Probably because you aren't used to taking meds.\Of course not! Medicine is expensive!\I'd rather cure it myself than rely on it! response:	I can't get any work done.
context: Kanou...\I'll never forgive him now.\You have less than an hour to go.\Damn, why am I so sleepy?\Probably because you aren't used to taking meds.\Of course not! Medicine is expensive!\I'd rather cure it myself than rely on it!\I can't get any work done. response:	I'm going to get some fresh air.
context: I'll never forgive him now.\You have less than an hour to go.\Damn, why am I so sleepy?\Probably because you aren't used to taking meds.\Of course not! Medicine is expensive!\I'd rather cure it myself than rely on it!\I can't get any work done.\I'm going to get some fresh air. response:	Usui.
context: You have less than an hour to go.\Damn, why am I so sleepy?\Probably because you aren't used to taking meds.\Of course not! Medicine is expensive!\I'd rather cure it myself than rely on it!\I can't get any work done.\I'm going to get some fresh air.\Usui. response:	I've got a request for you.
context: Damn, why am I so sleepy?\Probably because you aren't used to taking meds.\Of course not! Medicine is expensive!\I'd rather cure it myself than rely on it!\I can't get any work done.\I'm going to get some fresh air.\Usui.\I've got a request for you. response:	Can you punch me?
context: Probably because you aren't used to taking meds.\Of course not! Medicine is expensive!\I'd rather cure it myself than rely on it!\I can't get any work done.\I'm going to get some fresh air.\Usui.\I've got a request for you.\Can you punch me? response:	If you punch me, I think my anger and hatred towards you will blow my fatigue away.
context: Of course not! Medicine is expensive!\I'd rather cure it myself than rely on it!\I can't get any work done.\I'm going to get some fresh air.\Usui.\I've got a request for you.\Can you punch me?\If you punch me, I think my anger and hatred towards you will blow my fatigue away. response:	Also, let me punch you back.
