context: A healthy soul... response:	A bomb?
context: No one was supposed to be able to enter...\A line?\I don't know how to deal with things, so...\I could be at ease inside this line!\This can't be...\If you come in, there's no meaning to it.\You can erase this line easily.\You can't! Don't do that! response:	There!
context: A line?\I don't know how to deal with things, so...\I could be at ease inside this line!\This can't be...\If you come in, there's no meaning to it.\You can erase this line easily.\You can't! Don't do that!\There! response:	It's gone!
context: I don't know how to deal with things, so...\I could be at ease inside this line!\This can't be...\If you come in, there's no meaning to it.\You can erase this line easily.\You can't! Don't do that!\There!\It's gone! response:	What?
context: I could be at ease inside this line!\This can't be...\If you come in, there's no meaning to it.\You can erase this line easily.\You can't! Don't do that!\There!\It's gone!\What? response:	She's rejecting the black blood?
context: This can't be...\If you come in, there's no meaning to it.\You can erase this line easily.\You can't! Don't do that!\There!\It's gone!\What?\She's rejecting the black blood? response:	Soul!
context: If you come in, there's no meaning to it.\You can erase this line easily.\You can't! Don't do that!\There!\It's gone!\What?\She's rejecting the black blood?\Soul! response:	Maka!
context: You can erase this line easily.\You can't! Don't do that!\There!\It's gone!\What?\She's rejecting the black blood?\Soul!\Maka! response:	Hurry and return me from the madness!
context: You can't! Don't do that!\There!\It's gone!\What?\She's rejecting the black blood?\Soul!\Maka!\Hurry and return me from the madness! response:	As if I'd let you!
context: There!\It's gone!\What?\She's rejecting the black blood?\Soul!\Maka!\Hurry and return me from the madness!\As if I'd let you! response:	Hold on!
context: It's gone!\What?\She's rejecting the black blood?\Soul!\Maka!\Hurry and return me from the madness!\As if I'd let you!\Hold on! response:	Where are you?
context: What?\She's rejecting the black blood?\Soul!\Maka!\Hurry and return me from the madness!\As if I'd let you!\Hold on!\Where are you? response:	Maka!
context: She's rejecting the black blood?\Soul!\Maka!\Hurry and return me from the madness!\As if I'd let you!\Hold on!\Where are you?\Maka! response:	Hold on!
context: Soul!\Maka!\Hurry and return me from the madness!\As if I'd let you!\Hold on!\Where are you?\Maka!\Hold on! response:	It's thick...
context: Maka!\Hurry and return me from the madness!\As if I'd let you!\Hold on!\Where are you?\Maka!\Hold on!\It's thick... response:	Dammit!
context: Hurry and return me from the madness!\As if I'd let you!\Hold on!\Where are you?\Maka!\Hold on!\It's thick...\Dammit! response:	What about Chrona?
context: As if I'd let you!\Hold on!\Where are you?\Maka!\Hold on!\It's thick...\Dammit!\What about Chrona? response:	You're back?
context: Hold on!\Where are you?\Maka!\Hold on!\It's thick...\Dammit!\What about Chrona?\You're back? response:	Oi, what are you doing?
context: Where are you?\Maka!\Hold on!\It's thick...\Dammit!\What about Chrona?\You're back?\Oi, what are you doing? response:	Wait for a while, Soul.
context: Maka!\Hold on!\It's thick...\Dammit!\What about Chrona?\You're back?\Oi, what are you doing?\Wait for a while, Soul. response:	If you go near her, you'll be stabbed!
context: Hold on!\It's thick...\Dammit!\What about Chrona?\You're back?\Oi, what are you doing?\Wait for a while, Soul.\If you go near her, you'll be stabbed! response:	Don't come!
context: It's thick...\Dammit!\What about Chrona?\You're back?\Oi, what are you doing?\Wait for a while, Soul.\If you go near her, you'll be stabbed!\Don't come! response:	Oi!
context: Dammit!\What about Chrona?\You're back?\Oi, what are you doing?\Wait for a while, Soul.\If you go near her, you'll be stabbed!\Don't come!\Oi! response:	Don't be scared.
context: What about Chrona?\You're back?\Oi, what are you doing?\Wait for a while, Soul.\If you go near her, you'll be stabbed!\Don't come!\Oi!\Don't be scared. response:	It's alright.
context: You're back?\Oi, what are you doing?\Wait for a while, Soul.\If you go near her, you'll be stabbed!\Don't come!\Oi!\Don't be scared.\It's alright. response:	You're just a little agitated because the line having disappeared.
context: Oi, what are you doing?\Wait for a while, Soul.\If you go near her, you'll be stabbed!\Don't come!\Oi!\Don't be scared.\It's alright.\You're just a little agitated because the line having disappeared. response:	It's alright.
context: Wait for a while, Soul.\If you go near her, you'll be stabbed!\Don't come!\Oi!\Don't be scared.\It's alright.\You're just a little agitated because the line having disappeared.\It's alright. response:	So...
context: If you go near her, you'll be stabbed!\Don't come!\Oi!\Don't be scared.\It's alright.\You're just a little agitated because the line having disappeared.\It's alright.\So... response:	Now I can understand.
context: Don't come!\Oi!\Don't be scared.\It's alright.\You're just a little agitated because the line having disappeared.\It's alright.\So...\Now I can understand. response:	Your wavelength...
context: Oi!\Don't be scared.\It's alright.\You're just a little agitated because the line having disappeared.\It's alright.\So...\Now I can understand.\Your wavelength... response:	It's not that you didn't know how to deal with things.
context: Don't be scared.\It's alright.\You're just a little agitated because the line having disappeared.\It's alright.\So...\Now I can understand.\Your wavelength...\It's not that you didn't know how to deal with things. response:	It's just that no one showed you how to.
context: It's alright.\You're just a little agitated because the line having disappeared.\It's alright.\So...\Now I can understand.\Your wavelength...\It's not that you didn't know how to deal with things.\It's just that no one showed you how to. response:	It doesn't matter...
context: You're just a little agitated because the line having disappeared.\It's alright.\So...\Now I can understand.\Your wavelength...\It's not that you didn't know how to deal with things.\It's just that no one showed you how to.\It doesn't matter... response:	I had already given up, anyway.
context: It's alright.\So...\Now I can understand.\Your wavelength...\It's not that you didn't know how to deal with things.\It's just that no one showed you how to.\It doesn't matter...\I had already given up, anyway. response:	I know it.
context: So...\Now I can understand.\Your wavelength...\It's not that you didn't know how to deal with things.\It's just that no one showed you how to.\It doesn't matter...\I had already given up, anyway.\I know it. response:	I'm not needed anymore...
context: Now I can understand.\Your wavelength...\It's not that you didn't know how to deal with things.\It's just that no one showed you how to.\It doesn't matter...\I had already given up, anyway.\I know it.\I'm not needed anymore... response:	I decided it earlier.
context: Your wavelength...\It's not that you didn't know how to deal with things.\It's just that no one showed you how to.\It doesn't matter...\I had already given up, anyway.\I know it.\I'm not needed anymore...\I decided it earlier. response:	It's alright.
context: It's not that you didn't know how to deal with things.\It's just that no one showed you how to.\It doesn't matter...\I had already given up, anyway.\I know it.\I'm not needed anymore...\I decided it earlier.\It's alright. response:	I'll just disappear, so...
context: It's just that no one showed you how to.\It doesn't matter...\I had already given up, anyway.\I know it.\I'm not needed anymore...\I decided it earlier.\It's alright.\I'll just disappear, so... response:	Then...
context: It doesn't matter...\I had already given up, anyway.\I know it.\I'm not needed anymore...\I decided it earlier.\It's alright.\I'll just disappear, so...\Then... response:	Will you become my friend?
context: I had already given up, anyway.\I know it.\I'm not needed anymore...\I decided it earlier.\It's alright.\I'll just disappear, so...\Then...\Will you become my friend? response:	Please?
context: I know it.\I'm not needed anymore...\I decided it earlier.\It's alright.\I'll just disappear, so...\Then...\Will you become my friend?\Please? response:	No way...
context: I'm not needed anymore...\I decided it earlier.\It's alright.\I'll just disappear, so...\Then...\Will you become my friend?\Please?\No way... response:	I don't know how to deal with it!
context: I decided it earlier.\It's alright.\I'll just disappear, so...\Then...\Will you become my friend?\Please?\No way...\I don't know how to deal with it! response:	The fear of establishing bonds with others?
context: It's alright.\I'll just disappear, so...\Then...\Will you become my friend?\Please?\No way...\I don't know how to deal with it!\The fear of establishing bonds with others? response:	Even I fear that...
context: I'll just disappear, so...\Then...\Will you become my friend?\Please?\No way...\I don't know how to deal with it!\The fear of establishing bonds with others?\Even I fear that... response:	Hallo, hallo!
context: Then...\Will you become my friend?\Please?\No way...\I don't know how to deal with it!\The fear of establishing bonds with others?\Even I fear that...\Hallo, hallo! response:	Is everyone here? This is Maka Albarn!
context: Will you become my friend?\Please?\No way...\I don't know how to deal with it!\The fear of establishing bonds with others?\Even I fear that...\Hallo, hallo!\Is everyone here? This is Maka Albarn! response:	Today, I'll take you all on the promised world trip.
context: Please?\No way...\I don't know how to deal with it!\The fear of establishing bonds with others?\Even I fear that...\Hallo, hallo!\Is everyone here? This is Maka Albarn!\Today, I'll take you all on the promised world trip. response:	So, don't say you'll miss the Maka's World Trip tour afterwards!
context: No way...\I don't know how to deal with it!\The fear of establishing bonds with others?\Even I fear that...\Hallo, hallo!\Is everyone here? This is Maka Albarn!\Today, I'll take you all on the promised world trip.\So, don't say you'll miss the Maka's World Trip tour afterwards! response:	Let's go!
context: I don't know how to deal with it!\The fear of establishing bonds with others?\Even I fear that...\Hallo, hallo!\Is everyone here? This is Maka Albarn!\Today, I'll take you all on the promised world trip.\So, don't say you'll miss the Maka's World Trip tour afterwards!\Let's go! response:	First of all, we'll visit the Tower Bridge in England, then we'll go wander around the fashionable streets.
context: The fear of establishing bonds with others?\Even I fear that...\Hallo, hallo!\Is everyone here? This is Maka Albarn!\Today, I'll take you all on the promised world trip.\So, don't say you'll miss the Maka's World Trip tour afterwards!\Let's go!\First of all, we'll visit the Tower Bridge in England, then we'll go wander around the fashionable streets. response:	Oh, oh, Dankichu-san, aren't you eating a bit too much?
context: Even I fear that...\Hallo, hallo!\Is everyone here? This is Maka Albarn!\Today, I'll take you all on the promised world trip.\So, don't say you'll miss the Maka's World Trip tour afterwards!\Let's go!\First of all, we'll visit the Tower Bridge in England, then we'll go wander around the fashionable streets.\Oh, oh, Dankichu-san, aren't you eating a bit too much? response:	Next, it's Egypt.
context: Hallo, hallo!\Is everyone here? This is Maka Albarn!\Today, I'll take you all on the promised world trip.\So, don't say you'll miss the Maka's World Trip tour afterwards!\Let's go!\First of all, we'll visit the Tower Bridge in England, then we'll go wander around the fashionable streets.\Oh, oh, Dankichu-san, aren't you eating a bit too much?\Next, it's Egypt. response:	Did everyone bring their best UV-blocking sunscreen?
context: Is everyone here? This is Maka Albarn!\Today, I'll take you all on the promised world trip.\So, don't say you'll miss the Maka's World Trip tour afterwards!\Let's go!\First of all, we'll visit the Tower Bridge in England, then we'll go wander around the fashionable streets.\Oh, oh, Dankichu-san, aren't you eating a bit too much?\Next, it's Egypt.\Did everyone bring their best UV-blocking sunscreen? response:	If you go suntanning all the time, then your skin is going to dry out!
context: Today, I'll take you all on the promised world trip.\So, don't say you'll miss the Maka's World Trip tour afterwards!\Let's go!\First of all, we'll visit the Tower Bridge in England, then we'll go wander around the fashionable streets.\Oh, oh, Dankichu-san, aren't you eating a bit too much?\Next, it's Egypt.\Did everyone bring their best UV-blocking sunscreen?\If you go suntanning all the time, then your skin is going to dry out! response:	Now, where's this, I wonder?
context: So, don't say you'll miss the Maka's World Trip tour afterwards!\Let's go!\First of all, we'll visit the Tower Bridge in England, then we'll go wander around the fashionable streets.\Oh, oh, Dankichu-san, aren't you eating a bit too much?\Next, it's Egypt.\Did everyone bring their best UV-blocking sunscreen?\If you go suntanning all the time, then your skin is going to dry out!\Now, where's this, I wonder? response:	It's Italia!
context: Let's go!\First of all, we'll visit the Tower Bridge in England, then we'll go wander around the fashionable streets.\Oh, oh, Dankichu-san, aren't you eating a bit too much?\Next, it's Egypt.\Did everyone bring their best UV-blocking sunscreen?\If you go suntanning all the time, then your skin is going to dry out!\Now, where's this, I wonder?\It's Italia! response:	Next, it's Japan's sight-seeing area, Iogi.
context: First of all, we'll visit the Tower Bridge in England, then we'll go wander around the fashionable streets.\Oh, oh, Dankichu-san, aren't you eating a bit too much?\Next, it's Egypt.\Did everyone bring their best UV-blocking sunscreen?\If you go suntanning all the time, then your skin is going to dry out!\Now, where's this, I wonder?\It's Italia!\Next, it's Japan's sight-seeing area, Iogi. response:	Say, is Iogi even a sight-seeing area?
context: Oh, oh, Dankichu-san, aren't you eating a bit too much?\Next, it's Egypt.\Did everyone bring their best UV-blocking sunscreen?\If you go suntanning all the time, then your skin is going to dry out!\Now, where's this, I wonder?\It's Italia!\Next, it's Japan's sight-seeing area, Iogi.\Say, is Iogi even a sight-seeing area? response:	It doesn't really look like one...
context: Next, it's Egypt.\Did everyone bring their best UV-blocking sunscreen?\If you go suntanning all the time, then your skin is going to dry out!\Now, where's this, I wonder?\It's Italia!\Next, it's Japan's sight-seeing area, Iogi.\Say, is Iogi even a sight-seeing area?\It doesn't really look like one... response:	Although people were waiting for a world tour, doing this for a little bit is really strange.
context: Did everyone bring their best UV-blocking sunscreen?\If you go suntanning all the time, then your skin is going to dry out!\Now, where's this, I wonder?\It's Italia!\Next, it's Japan's sight-seeing area, Iogi.\Say, is Iogi even a sight-seeing area?\It doesn't really look like one...\Although people were waiting for a world tour, doing this for a little bit is really strange. response:	This is getting on my nerves somehow.
context: If you go suntanning all the time, then your skin is going to dry out!\Now, where's this, I wonder?\It's Italia!\Next, it's Japan's sight-seeing area, Iogi.\Say, is Iogi even a sight-seeing area?\It doesn't really look like one...\Although people were waiting for a world tour, doing this for a little bit is really strange.\This is getting on my nerves somehow. response:	Maka Chop!
context: Now, where's this, I wonder?\It's Italia!\Next, it's Japan's sight-seeing area, Iogi.\Say, is Iogi even a sight-seeing area?\It doesn't really look like one...\Although people were waiting for a world tour, doing this for a little bit is really strange.\This is getting on my nerves somehow.\Maka Chop! response:	My fault?!
context: It's Italia!\Next, it's Japan's sight-seeing area, Iogi.\Say, is Iogi even a sight-seeing area?\It doesn't really look like one...\Although people were waiting for a world tour, doing this for a little bit is really strange.\This is getting on my nerves somehow.\Maka Chop!\My fault?! response:	And so, Soul, who was beaten up,
context: Next, it's Japan's sight-seeing area, Iogi.\Say, is Iogi even a sight-seeing area?\It doesn't really look like one...\Although people were waiting for a world tour, doing this for a little bit is really strange.\This is getting on my nerves somehow.\Maka Chop!\My fault?!\And so, Soul, who was beaten up, response:	Anything you want to add?
context: Say, is Iogi even a sight-seeing area?\It doesn't really look like one...\Although people were waiting for a world tour, doing this for a little bit is really strange.\This is getting on my nerves somehow.\Maka Chop!\My fault?!\And so, Soul, who was beaten up,\Anything you want to add? response:	I thought you were going to throw up...
context: It doesn't really look like one...\Although people were waiting for a world tour, doing this for a little bit is really strange.\This is getting on my nerves somehow.\Maka Chop!\My fault?!\And so, Soul, who was beaten up,\Anything you want to add?\I thought you were going to throw up... response:	Why?
context: Although people were waiting for a world tour, doing this for a little bit is really strange.\This is getting on my nerves somehow.\Maka Chop!\My fault?!\And so, Soul, who was beaten up,\Anything you want to add?\I thought you were going to throw up...\Why? response:	Your coloring looks bad...
context: This is getting on my nerves somehow.\Maka Chop!\My fault?!\And so, Soul, who was beaten up,\Anything you want to add?\I thought you were going to throw up...\Why?\Your coloring looks bad... response:	Release The Seal.
context: Maka Chop!\My fault?!\And so, Soul, who was beaten up,\Anything you want to add?\I thought you were going to throw up...\Why?\Your coloring looks bad...\Release The Seal. response:	The Bullying Man's Robots?
context: My fault?!\And so, Soul, who was beaten up,\Anything you want to add?\I thought you were going to throw up...\Why?\Your coloring looks bad...\Release The Seal.\The Bullying Man's Robots? response:	I'll be taking your soul!
context: And so, Soul, who was beaten up,\Anything you want to add?\I thought you were going to throw up...\Why?\Your coloring looks bad...\Release The Seal.\The Bullying Man's Robots?\I'll be taking your soul! response:	And you swallowed some rubber, too...
