context: Serial Killer!! in Akihabara? response:	That serial killer showed up again?
context: Why?\Why was it stolen?\Who stole it?\They don't know what he wants or where he is.\I think he's hiding in the sewers.\If we assume he won't leave the city because he'd lose his combat powers,\that limits the places he can hide.\The only place that hasn't been searched, response:	where people wouldn't see him, is the sewers.
context: Why was it stolen?\Who stole it?\They don't know what he wants or where he is.\I think he's hiding in the sewers.\If we assume he won't leave the city because he'd lose his combat powers,\that limits the places he can hide.\The only place that hasn't been searched,\where people wouldn't see him, is the sewers. response:	Does that mean we can catch him?
context: Who stole it?\They don't know what he wants or where he is.\I think he's hiding in the sewers.\If we assume he won't leave the city because he'd lose his combat powers,\that limits the places he can hide.\The only place that hasn't been searched,\where people wouldn't see him, is the sewers.\Does that mean we can catch him? response:	No, the Royal Guard can teleport.
context: They don't know what he wants or where he is.\I think he's hiding in the sewers.\If we assume he won't leave the city because he'd lose his combat powers,\that limits the places he can hide.\The only place that hasn't been searched,\where people wouldn't see him, is the sewers.\Does that mean we can catch him?\No, the Royal Guard can teleport. response:	So even if we surrounded him, he could escape.
context: I think he's hiding in the sewers.\If we assume he won't leave the city because he'd lose his combat powers,\that limits the places he can hide.\The only place that hasn't been searched,\where people wouldn't see him, is the sewers.\Does that mean we can catch him?\No, the Royal Guard can teleport.\So even if we surrounded him, he could escape. response:	Oh...
context: If we assume he won't leave the city because he'd lose his combat powers,\that limits the places he can hide.\The only place that hasn't been searched,\where people wouldn't see him, is the sewers.\Does that mean we can catch him?\No, the Royal Guard can teleport.\So even if we surrounded him, he could escape.\Oh... response:	She bears such a heavy burden on her tiny shoulders.
context: that limits the places he can hide.\The only place that hasn't been searched,\where people wouldn't see him, is the sewers.\Does that mean we can catch him?\No, the Royal Guard can teleport.\So even if we surrounded him, he could escape.\Oh...\She bears such a heavy burden on her tiny shoulders. response:	But she was doing her best
context: The only place that hasn't been searched,\where people wouldn't see him, is the sewers.\Does that mean we can catch him?\No, the Royal Guard can teleport.\So even if we surrounded him, he could escape.\Oh...\She bears such a heavy burden on her tiny shoulders.\But she was doing her best response:	with those tiny shoulders.
context: where people wouldn't see him, is the sewers.\Does that mean we can catch him?\No, the Royal Guard can teleport.\So even if we surrounded him, he could escape.\Oh...\She bears such a heavy burden on her tiny shoulders.\But she was doing her best\with those tiny shoulders. response:	This is upsetting you?
context: Does that mean we can catch him?\No, the Royal Guard can teleport.\So even if we surrounded him, he could escape.\Oh...\She bears such a heavy burden on her tiny shoulders.\But she was doing her best\with those tiny shoulders.\This is upsetting you? response:	It is.
context: No, the Royal Guard can teleport.\So even if we surrounded him, he could escape.\Oh...\She bears such a heavy burden on her tiny shoulders.\But she was doing her best\with those tiny shoulders.\This is upsetting you?\It is. response:	I'll find him.
context: So even if we surrounded him, he could escape.\Oh...\She bears such a heavy burden on her tiny shoulders.\But she was doing her best\with those tiny shoulders.\This is upsetting you?\It is.\I'll find him. response:	I'll do my job.
context: Oh...\She bears such a heavy burden on her tiny shoulders.\But she was doing her best\with those tiny shoulders.\This is upsetting you?\It is.\I'll find him.\I'll do my job. response:	Because I've seen you doing your best.
context: She bears such a heavy burden on her tiny shoulders.\But she was doing her best\with those tiny shoulders.\This is upsetting you?\It is.\I'll find him.\I'll do my job.\Because I've seen you doing your best. response:	Tanks, switch!
context: But she was doing her best\with those tiny shoulders.\This is upsetting you?\It is.\I'll find him.\I'll do my job.\Because I've seen you doing your best.\Tanks, switch! response:	Naotsugu, draw aggro!
context: with those tiny shoulders.\This is upsetting you?\It is.\I'll find him.\I'll do my job.\Because I've seen you doing your best.\Tanks, switch!\Naotsugu, draw aggro! response:	Leave it to me!
context: This is upsetting you?\It is.\I'll find him.\I'll do my job.\Because I've seen you doing your best.\Tanks, switch!\Naotsugu, draw aggro!\Leave it to me! response:	Look over here, big guy!
context: It is.\I'll find him.\I'll do my job.\Because I've seen you doing your best.\Tanks, switch!\Naotsugu, draw aggro!\Leave it to me!\Look over here, big guy! response:	Commander!
context: I'll find him.\I'll do my job.\Because I've seen you doing your best.\Tanks, switch!\Naotsugu, draw aggro!\Leave it to me!\Look over here, big guy!\Commander! response:	Get back, Isami!
context: I'll do my job.\Because I've seen you doing your best.\Tanks, switch!\Naotsugu, draw aggro!\Leave it to me!\Look over here, big guy!\Commander!\Get back, Isami! response:	Hey, hang in there.
context: Because I've seen you doing your best.\Tanks, switch!\Naotsugu, draw aggro!\Leave it to me!\Look over here, big guy!\Commander!\Get back, Isami!\Hey, hang in there. response:	Something about him isn't right.
context: Tanks, switch!\Naotsugu, draw aggro!\Leave it to me!\Look over here, big guy!\Commander!\Get back, Isami!\Hey, hang in there.\Something about him isn't right. response:	We hit him a bunch of times, but his HP hasn't gone down at all.
context: Naotsugu, draw aggro!\Leave it to me!\Look over here, big guy!\Commander!\Get back, Isami!\Hey, hang in there.\Something about him isn't right.\We hit him a bunch of times, but his HP hasn't gone down at all. response:	And his status display looks weird.
context: Leave it to me!\Look over here, big guy!\Commander!\Get back, Isami!\Hey, hang in there.\Something about him isn't right.\We hit him a bunch of times, but his HP hasn't gone down at all.\And his status display looks weird. response:	Embert Nelreth/ Samurai, Lv. 94
context: Look over here, big guy!\Commander!\Get back, Isami!\Hey, hang in there.\Something about him isn't right.\We hit him a bunch of times, but his HP hasn't gone down at all.\And his status display looks weird.\Embert Nelreth/ Samurai, Lv. 94 response:	And we've been fighting so boldly, but the Royal Guard still isn't coming.
context: Commander!\Get back, Isami!\Hey, hang in there.\Something about him isn't right.\We hit him a bunch of times, but his HP hasn't gone down at all.\And his status display looks weird.\Embert Nelreth/ Samurai, Lv. 94\And we've been fighting so boldly, but the Royal Guard still isn't coming. response:	Without the commander's support, we would've been in danger.
context: Get back, Isami!\Hey, hang in there.\Something about him isn't right.\We hit him a bunch of times, but his HP hasn't gone down at all.\And his status display looks weird.\Embert Nelreth/ Samurai, Lv. 94\And we've been fighting so boldly, but the Royal Guard still isn't coming.\Without the commander's support, we would've been in danger. response:	We have to help, too!
context: Hey, hang in there.\Something about him isn't right.\We hit him a bunch of times, but his HP hasn't gone down at all.\And his status display looks weird.\Embert Nelreth/ Samurai, Lv. 94\And we've been fighting so boldly, but the Royal Guard still isn't coming.\Without the commander's support, we would've been in danger.\We have to help, too! response:	You can't.
context: Something about him isn't right.\We hit him a bunch of times, but his HP hasn't gone down at all.\And his status display looks weird.\Embert Nelreth/ Samurai, Lv. 94\And we've been fighting so boldly, but the Royal Guard still isn't coming.\Without the commander's support, we would've been in danger.\We have to help, too!\You can't. response:	In a narrow alley like this, you'll just get in the way.
context: We hit him a bunch of times, but his HP hasn't gone down at all.\And his status display looks weird.\Embert Nelreth/ Samurai, Lv. 94\And we've been fighting so boldly, but the Royal Guard still isn't coming.\Without the commander's support, we would've been in danger.\We have to help, too!\You can't.\In a narrow alley like this, you'll just get in the way. response:	Leave the rest to Souji.
context: And his status display looks weird.\Embert Nelreth/ Samurai, Lv. 94\And we've been fighting so boldly, but the Royal Guard still isn't coming.\Without the commander's support, we would've been in danger.\We have to help, too!\You can't.\In a narrow alley like this, you'll just get in the way.\Leave the rest to Souji. response:	He's like a beast!
context: Embert Nelreth/ Samurai, Lv. 94\And we've been fighting so boldly, but the Royal Guard still isn't coming.\Without the commander's support, we would've been in danger.\We have to help, too!\You can't.\In a narrow alley like this, you'll just get in the way.\Leave the rest to Souji.\He's like a beast! response:	Is he really a samurai, like Sou?
context: And we've been fighting so boldly, but the Royal Guard still isn't coming.\Without the commander's support, we would've been in danger.\We have to help, too!\You can't.\In a narrow alley like this, you'll just get in the way.\Leave the rest to Souji.\He's like a beast!\Is he really a samurai, like Sou? response:	Divine Eye...
context: Without the commander's support, we would've been in danger.\We have to help, too!\You can't.\In a narrow alley like this, you'll just get in the way.\Leave the rest to Souji.\He's like a beast!\Is he really a samurai, like Sou?\Divine Eye... response:	Souji's Teaching. A defensive ability.
context: We have to help, too!\You can't.\In a narrow alley like this, you'll just get in the way.\Leave the rest to Souji.\He's like a beast!\Is he really a samurai, like Sou?\Divine Eye...\Souji's Teaching. A defensive ability. response:	Sou said it allows you to see the trails that form in the air.
context: You can't.\In a narrow alley like this, you'll just get in the way.\Leave the rest to Souji.\He's like a beast!\Is he really a samurai, like Sou?\Divine Eye...\Souji's Teaching. A defensive ability.\Sou said it allows you to see the trails that form in the air. response:	But he isn't getting a chance to use it.
context: In a narrow alley like this, you'll just get in the way.\Leave the rest to Souji.\He's like a beast!\Is he really a samurai, like Sou?\Divine Eye...\Souji's Teaching. A defensive ability.\Sou said it allows you to see the trails that form in the air.\But he isn't getting a chance to use it. response:	Normally, he'd deflect or dodge, instead of blocking with his blade.
context: Leave the rest to Souji.\He's like a beast!\Is he really a samurai, like Sou?\Divine Eye...\Souji's Teaching. A defensive ability.\Sou said it allows you to see the trails that form in the air.\But he isn't getting a chance to use it.\Normally, he'd deflect or dodge, instead of blocking with his blade. response:	Master...
context: He's like a beast!\Is he really a samurai, like Sou?\Divine Eye...\Souji's Teaching. A defensive ability.\Sou said it allows you to see the trails that form in the air.\But he isn't getting a chance to use it.\Normally, he'd deflect or dodge, instead of blocking with his blade.\Master... response:	Commander!
context: Is he really a samurai, like Sou?\Divine Eye...\Souji's Teaching. A defensive ability.\Sou said it allows you to see the trails that form in the air.\But he isn't getting a chance to use it.\Normally, he'd deflect or dodge, instead of blocking with his blade.\Master...\Commander! response:	Master!
context: Divine Eye...\Souji's Teaching. A defensive ability.\Sou said it allows you to see the trails that form in the air.\But he isn't getting a chance to use it.\Normally, he'd deflect or dodge, instead of blocking with his blade.\Master...\Commander!\Master! response:	Sou!
context: Souji's Teaching. A defensive ability.\Sou said it allows you to see the trails that form in the air.\But he isn't getting a chance to use it.\Normally, he'd deflect or dodge, instead of blocking with his blade.\Master...\Commander!\Master!\Sou! response:	The barrier I put on Souji is gone...
context: Sou said it allows you to see the trails that form in the air.\But he isn't getting a chance to use it.\Normally, he'd deflect or dodge, instead of blocking with his blade.\Master...\Commander!\Master!\Sou!\The barrier I put on Souji is gone... response:	That should have protected twenty percent of his HP.
context: But he isn't getting a chance to use it.\Normally, he'd deflect or dodge, instead of blocking with his blade.\Master...\Commander!\Master!\Sou!\The barrier I put on Souji is gone...\That should have protected twenty percent of his HP. response:	At this rate, he won't last long.
context: Normally, he'd deflect or dodge, instead of blocking with his blade.\Master...\Commander!\Master!\Sou!\The barrier I put on Souji is gone...\That should have protected twenty percent of his HP.\At this rate, he won't last long. response:	He needs to think about retreating.
context: Master...\Commander!\Master!\Sou!\The barrier I put on Souji is gone...\That should have protected twenty percent of his HP.\At this rate, he won't last long.\He needs to think about retreating. response:	But...
context: Commander!\Master!\Sou!\The barrier I put on Souji is gone...\That should have protected twenty percent of his HP.\At this rate, he won't last long.\He needs to think about retreating.\But... response:	If he does, that guy will just turn around and attack everyone else.
context: Master!\Sou!\The barrier I put on Souji is gone...\That should have protected twenty percent of his HP.\At this rate, he won't last long.\He needs to think about retreating.\But...\If he does, that guy will just turn around and attack everyone else. response:	There's no guarantee that Souji can stop him alone.
context: Sou!\The barrier I put on Souji is gone...\That should have protected twenty percent of his HP.\At this rate, he won't last long.\He needs to think about retreating.\But...\If he does, that guy will just turn around and attack everyone else.\There's no guarantee that Souji can stop him alone. response:	What should we do for business after Christmas?
context: The barrier I put on Souji is gone...\That should have protected twenty percent of his HP.\At this rate, he won't last long.\He needs to think about retreating.\But...\If he does, that guy will just turn around and attack everyone else.\There's no guarantee that Souji can stop him alone.\What should we do for business after Christmas? response:	You're changing job classes again?
context: That should have protected twenty percent of his HP.\At this rate, he won't last long.\He needs to think about retreating.\But...\If he does, that guy will just turn around and attack everyone else.\There's no guarantee that Souji can stop him alone.\What should we do for business after Christmas?\You're changing job classes again? response:	Wow, it's beautiful! This is for me?
context: At this rate, he won't last long.\He needs to think about retreating.\But...\If he does, that guy will just turn around and attack everyone else.\There's no guarantee that Souji can stop him alone.\What should we do for business after Christmas?\You're changing job classes again?\Wow, it's beautiful! This is for me? response:	Christmas is that thing the adventurers are all excited about, right?
context: He needs to think about retreating.\But...\If he does, that guy will just turn around and attack everyone else.\There's no guarantee that Souji can stop him alone.\What should we do for business after Christmas?\You're changing job classes again?\Wow, it's beautiful! This is for me?\Christmas is that thing the adventurers are all excited about, right? response:	Merry Christmas.
context: But...\If he does, that guy will just turn around and attack everyone else.\There's no guarantee that Souji can stop him alone.\What should we do for business after Christmas?\You're changing job classes again?\Wow, it's beautiful! This is for me?\Christmas is that thing the adventurers are all excited about, right?\Merry Christmas. response:	What is it, anyway? Does it taste good?
context: If he does, that guy will just turn around and attack everyone else.\There's no guarantee that Souji can stop him alone.\What should we do for business after Christmas?\You're changing job classes again?\Wow, it's beautiful! This is for me?\Christmas is that thing the adventurers are all excited about, right?\Merry Christmas.\What is it, anyway? Does it taste good? response:	Watch out, Souji!
context: There's no guarantee that Souji can stop him alone.\What should we do for business after Christmas?\You're changing job classes again?\Wow, it's beautiful! This is for me?\Christmas is that thing the adventurers are all excited about, right?\Merry Christmas.\What is it, anyway? Does it taste good?\Watch out, Souji! response:	You're...
context: What should we do for business after Christmas?\You're changing job classes again?\Wow, it's beautiful! This is for me?\Christmas is that thing the adventurers are all excited about, right?\Merry Christmas.\What is it, anyway? Does it taste good?\Watch out, Souji!\You're... response:	From Shiroe's guild...
context: You're changing job classes again?\Wow, it's beautiful! This is for me?\Christmas is that thing the adventurers are all excited about, right?\Merry Christmas.\What is it, anyway? Does it taste good?\Watch out, Souji!\You're...\From Shiroe's guild... response:	Axel Fang!
context: Wow, it's beautiful! This is for me?\Christmas is that thing the adventurers are all excited about, right?\Merry Christmas.\What is it, anyway? Does it taste good?\Watch out, Souji!\You're...\From Shiroe's guild...\Axel Fang! response:	Akatsuki, right?
context: Christmas is that thing the adventurers are all excited about, right?\Merry Christmas.\What is it, anyway? Does it taste good?\Watch out, Souji!\You're...\From Shiroe's guild...\Axel Fang!\Akatsuki, right? response:	Stealth Blade!
context: Merry Christmas.\What is it, anyway? Does it taste good?\Watch out, Souji!\You're...\From Shiroe's guild...\Axel Fang!\Akatsuki, right?\Stealth Blade! response:	Quick Assault!
context: What is it, anyway? Does it taste good?\Watch out, Souji!\You're...\From Shiroe's guild...\Axel Fang!\Akatsuki, right?\Stealth Blade!\Quick Assault! response:	Amazing... She can also...
context: Watch out, Souji!\You're...\From Shiroe's guild...\Axel Fang!\Akatsuki, right?\Stealth Blade!\Quick Assault!\Amazing... She can also... response:	Gust Step!
context: You're...\From Shiroe's guild...\Axel Fang!\Akatsuki, right?\Stealth Blade!\Quick Assault!\Amazing... She can also...\Gust Step! response:	Without my barrier, that would've killed me.
context: From Shiroe's guild...\Axel Fang!\Akatsuki, right?\Stealth Blade!\Quick Assault!\Amazing... She can also...\Gust Step!\Without my barrier, that would've killed me. response:	He's strong.
context: Axel Fang!\Akatsuki, right?\Stealth Blade!\Quick Assault!\Amazing... She can also...\Gust Step!\Without my barrier, that would've killed me.\He's strong. response:	And that katana...
context: Akatsuki, right?\Stealth Blade!\Quick Assault!\Amazing... She can also...\Gust Step!\Without my barrier, that would've killed me.\He's strong.\And that katana... response:	Run!
context: Stealth Blade!\Quick Assault!\Amazing... She can also...\Gust Step!\Without my barrier, that would've killed me.\He's strong.\And that katana...\Run! response:	Why?
context: Quick Assault!\Amazing... She can also...\Gust Step!\Without my barrier, that would've killed me.\He's strong.\And that katana...\Run!\Why? response:	Why?
context: Amazing... She can also...\Gust Step!\Without my barrier, that would've killed me.\He's strong.\And that katana...\Run!\Why?\Why? response:	Why?
context: Gust Step!\Without my barrier, that would've killed me.\He's strong.\And that katana...\Run!\Why?\Why?\Why? response:	Because defeating him and solving the problem are different things.
context: Without my barrier, that would've killed me.\He's strong.\And that katana...\Run!\Why?\Why?\Why?\Because defeating him and solving the problem are different things. response:	Assassinate!
context: He's strong.\And that katana...\Run!\Why?\Why?\Why?\Because defeating him and solving the problem are different things.\Assassinate! response:	Right now, that's the only skill I can use.
context: And that katana...\Run!\Why?\Why?\Why?\Because defeating him and solving the problem are different things.\Assassinate!\Right now, that's the only skill I can use. response:	I said run!
context: Run!\Why?\Why?\Why?\Because defeating him and solving the problem are different things.\Assassinate!\Right now, that's the only skill I can use.\I said run! response:	I can't agree to that.
context: Why?\Why?\Why?\Because defeating him and solving the problem are different things.\Assassinate!\Right now, that's the only skill I can use.\I said run!\I can't agree to that. response:	Withdraw, Nazuna!
context: Why?\Why?\Because defeating him and solving the problem are different things.\Assassinate!\Right now, that's the only skill I can use.\I said run!\I can't agree to that.\Withdraw, Nazuna! response:	Roger!
context: Why?\Because defeating him and solving the problem are different things.\Assassinate!\Right now, that's the only skill I can use.\I said run!\I can't agree to that.\Withdraw, Nazuna!\Roger! response:	I'll be waiting at the guild hall.
context: Because defeating him and solving the problem are different things.\Assassinate!\Right now, that's the only skill I can use.\I said run!\I can't agree to that.\Withdraw, Nazuna!\Roger!\I'll be waiting at the guild hall. response:	He was watching his friends?
context: Assassinate!\Right now, that's the only skill I can use.\I said run!\I can't agree to that.\Withdraw, Nazuna!\Roger!\I'll be waiting at the guild hall.\He was watching his friends? response:	During a battle like this?
context: Right now, that's the only skill I can use.\I said run!\I can't agree to that.\Withdraw, Nazuna!\Roger!\I'll be waiting at the guild hall.\He was watching his friends?\During a battle like this? response:	To draw the enemy's attention,
context: I said run!\I can't agree to that.\Withdraw, Nazuna!\Roger!\I'll be waiting at the guild hall.\He was watching his friends?\During a battle like this?\To draw the enemy's attention, response:	and wait for the right moment for their retreat...
context: I can't agree to that.\Withdraw, Nazuna!\Roger!\I'll be waiting at the guild hall.\He was watching his friends?\During a battle like this?\To draw the enemy's attention,\and wait for the right moment for their retreat... response:	He knows he can't win,
context: Withdraw, Nazuna!\Roger!\I'll be waiting at the guild hall.\He was watching his friends?\During a battle like this?\To draw the enemy's attention,\and wait for the right moment for their retreat...\He knows he can't win, response:	but for his friends...
context: Roger!\I'll be waiting at the guild hall.\He was watching his friends?\During a battle like this?\To draw the enemy's attention,\and wait for the right moment for their retreat...\He knows he can't win,\but for his friends... response:	It's Christmas Eve.
context: I'll be waiting at the guild hall.\He was watching his friends?\During a battle like this?\To draw the enemy's attention,\and wait for the right moment for their retreat...\He knows he can't win,\but for his friends...\It's Christmas Eve. response:	So I have to give some kind of present to his protege.
context: He was watching his friends?\During a battle like this?\To draw the enemy's attention,\and wait for the right moment for their retreat...\He knows he can't win,\but for his friends...\It's Christmas Eve.\So I have to give some kind of present to his protege. response:	Not that there's much I can say.
context: During a battle like this?\To draw the enemy's attention,\and wait for the right moment for their retreat...\He knows he can't win,\but for his friends...\It's Christmas Eve.\So I have to give some kind of present to his protege.\Not that there's much I can say. response:	Votive Sword Kogarasumaru!
context: To draw the enemy's attention,\and wait for the right moment for their retreat...\He knows he can't win,\but for his friends...\It's Christmas Eve.\So I have to give some kind of present to his protege.\Not that there's much I can say.\Votive Sword Kogarasumaru! response:	Watch carefully, listen carefully,
context: and wait for the right moment for their retreat...\He knows he can't win,\but for his friends...\It's Christmas Eve.\So I have to give some kind of present to his protege.\Not that there's much I can say.\Votive Sword Kogarasumaru!\Watch carefully, listen carefully, response:	wish strongly,
context: He knows he can't win,\but for his friends...\It's Christmas Eve.\So I have to give some kind of present to his protege.\Not that there's much I can say.\Votive Sword Kogarasumaru!\Watch carefully, listen carefully,\wish strongly, response:	and keep thinking about what you have to do.
context: but for his friends...\It's Christmas Eve.\So I have to give some kind of present to his protege.\Not that there's much I can say.\Votive Sword Kogarasumaru!\Watch carefully, listen carefully,\wish strongly,\and keep thinking about what you have to do. response:	Continue to train, without giving up.
context: It's Christmas Eve.\So I have to give some kind of present to his protege.\Not that there's much I can say.\Votive Sword Kogarasumaru!\Watch carefully, listen carefully,\wish strongly,\and keep thinking about what you have to do.\Continue to train, without giving up. response:	It's pathetic how little of an explanation that is.
context: So I have to give some kind of present to his protege.\Not that there's much I can say.\Votive Sword Kogarasumaru!\Watch carefully, listen carefully,\wish strongly,\and keep thinking about what you have to do.\Continue to train, without giving up.\It's pathetic how little of an explanation that is. response:	But this is
context: Not that there's much I can say.\Votive Sword Kogarasumaru!\Watch carefully, listen carefully,\wish strongly,\and keep thinking about what you have to do.\Continue to train, without giving up.\It's pathetic how little of an explanation that is.\But this is response:	the entirety of the Teachings...
context: Votive Sword Kogarasumaru!\Watch carefully, listen carefully,\wish strongly,\and keep thinking about what you have to do.\Continue to train, without giving up.\It's pathetic how little of an explanation that is.\But this is\the entirety of the Teachings... response:	Not yet...
context: Watch carefully, listen carefully,\wish strongly,\and keep thinking about what you have to do.\Continue to train, without giving up.\It's pathetic how little of an explanation that is.\But this is\the entirety of the Teachings...\Not yet... response:	I still don't understand anything.
context: wish strongly,\and keep thinking about what you have to do.\Continue to train, without giving up.\It's pathetic how little of an explanation that is.\But this is\the entirety of the Teachings...\Not yet...\I still don't understand anything. response:	I'm so close!
context: and keep thinking about what you have to do.\Continue to train, without giving up.\It's pathetic how little of an explanation that is.\But this is\the entirety of the Teachings...\Not yet...\I still don't understand anything.\I'm so close! response:	This can't be real...
context: Continue to train, without giving up.\It's pathetic how little of an explanation that is.\But this is\the entirety of the Teachings...\Not yet...\I still don't understand anything.\I'm so close!\This can't be real... response:	Shiro!
context: It's pathetic how little of an explanation that is.\But this is\the entirety of the Teachings...\Not yet...\I still don't understand anything.\I'm so close!\This can't be real...\Shiro! response:	I'm told this is what you people say on this day...
context: But this is\the entirety of the Teachings...\Not yet...\I still don't understand anything.\I'm so close!\This can't be real...\Shiro!\I'm told this is what you people say on this day... response:	Merry Christmas.
context: the entirety of the Teachings...\Not yet...\I still don't understand anything.\I'm so close!\This can't be real...\Shiro!\I'm told this is what you people say on this day...\Merry Christmas. response:	What are you doing now, my lord...
context: Not yet...\I still don't understand anything.\I'm so close!\This can't be real...\Shiro!\I'm told this is what you people say on this day...\Merry Christmas.\What are you doing now, my lord... response:	I miss you...
context: I still don't understand anything.\I'm so close!\This can't be real...\Shiro!\I'm told this is what you people say on this day...\Merry Christmas.\What are you doing now, my lord...\I miss you... response:	My lord...
context: I'm so close!\This can't be real...\Shiro!\I'm told this is what you people say on this day...\Merry Christmas.\What are you doing now, my lord...\I miss you...\My lord... response:	Akatsuki wanders a town of illusions.
context: This can't be real...\Shiro!\I'm told this is what you people say on this day...\Merry Christmas.\What are you doing now, my lord...\I miss you...\My lord...\Akatsuki wanders a town of illusions. response:	Is what she sees regret, or an old wound in her heart?
context: Shiro!\I'm told this is what you people say on this day...\Merry Christmas.\What are you doing now, my lord...\I miss you...\My lord...\Akatsuki wanders a town of illusions.\Is what she sees regret, or an old wound in her heart? response:	Lost and uncertain, she flees to a moonlit beach.
context: I'm told this is what you people say on this day...\Merry Christmas.\What are you doing now, my lord...\I miss you...\My lord...\Akatsuki wanders a town of illusions.\Is what she sees regret, or an old wound in her heart?\Lost and uncertain, she flees to a moonlit beach. response:	There, she finds a warmth she remembers,
context: Merry Christmas.\What are you doing now, my lord...\I miss you...\My lord...\Akatsuki wanders a town of illusions.\Is what she sees regret, or an old wound in her heart?\Lost and uncertain, she flees to a moonlit beach.\There, she finds a warmth she remembers, response:	Shiroe.
context: What are you doing now, my lord...\I miss you...\My lord...\Akatsuki wanders a town of illusions.\Is what she sees regret, or an old wound in her heart?\Lost and uncertain, she flees to a moonlit beach.\There, she finds a warmth she remembers,\Shiroe. response:	What will they find within themselves,
context: I miss you...\My lord...\Akatsuki wanders a town of illusions.\Is what she sees regret, or an old wound in her heart?\Lost and uncertain, she flees to a moonlit beach.\There, she finds a warmth she remembers,\Shiroe.\What will they find within themselves, response:	when they meet in the land of the dead?
context: My lord...\Akatsuki wanders a town of illusions.\Is what she sees regret, or an old wound in her heart?\Lost and uncertain, she flees to a moonlit beach.\There, she finds a warmth she remembers,\Shiroe.\What will they find within themselves,\when they meet in the land of the dead? response:	Next time: A Lost Child at Dawn.
context: Akatsuki wanders a town of illusions.\Is what she sees regret, or an old wound in her heart?\Lost and uncertain, she flees to a moonlit beach.\There, she finds a warmth she remembers,\Shiroe.\What will they find within themselves,\when they meet in the land of the dead?\Next time: A Lost Child at Dawn. response:	A Lost Child at Dawn
context: Is what she sees regret, or an old wound in her heart?\Lost and uncertain, she flees to a moonlit beach.\There, she finds a warmth she remembers,\Shiroe.\What will they find within themselves,\when they meet in the land of the dead?\Next time: A Lost Child at Dawn.\A Lost Child at Dawn response:	Rise up once more.
