context: Quit screwin' around, Laxus! response:	Get serious!
context: That'll be in my dreams!\Who are you?\A Sky God Slayer.\God Slayer?!\God Slaying Magic?!\So that guy wasn't the only one...\You know her?\That one guy from Grimoire, Shinpachiro or something... response:	Didn't he say it was Zancrow?
context: Who are you?\A Sky God Slayer.\God Slayer?!\God Slaying Magic?!\So that guy wasn't the only one...\You know her?\That one guy from Grimoire, Shinpachiro or something...\Didn't he say it was Zancrow? response:	He used God Slayer Magic too?
context: A Sky God Slayer.\God Slayer?!\God Slaying Magic?!\So that guy wasn't the only one...\You know her?\That one guy from Grimoire, Shinpachiro or something...\Didn't he say it was Zancrow?\He used God Slayer Magic too? response:	God Slayer?! Nah, it wasn't that big a deal!
context: God Slayer?!\God Slaying Magic?!\So that guy wasn't the only one...\You know her?\That one guy from Grimoire, Shinpachiro or something...\Didn't he say it was Zancrow?\He used God Slayer Magic too?\God Slayer?! Nah, it wasn't that big a deal! response:	No matter who her opponent is, right now, Wendy has to face her on her own.
context: God Slaying Magic?!\So that guy wasn't the only one...\You know her?\That one guy from Grimoire, Shinpachiro or something...\Didn't he say it was Zancrow?\He used God Slayer Magic too?\God Slayer?! Nah, it wasn't that big a deal!\No matter who her opponent is, right now, Wendy has to face her on her own. response:	This is Wendy's moment of truth.
context: So that guy wasn't the only one...\You know her?\That one guy from Grimoire, Shinpachiro or something...\Didn't he say it was Zancrow?\He used God Slayer Magic too?\God Slayer?! Nah, it wasn't that big a deal!\No matter who her opponent is, right now, Wendy has to face her on her own.\This is Wendy's moment of truth. response:	I'm surprised...
context: You know her?\That one guy from Grimoire, Shinpachiro or something...\Didn't he say it was Zancrow?\He used God Slayer Magic too?\God Slayer?! Nah, it wasn't that big a deal!\No matter who her opponent is, right now, Wendy has to face her on her own.\This is Wendy's moment of truth.\I'm surprised... response:	I heard about you from Lyon.
context: That one guy from Grimoire, Shinpachiro or something...\Didn't he say it was Zancrow?\He used God Slayer Magic too?\God Slayer?! Nah, it wasn't that big a deal!\No matter who her opponent is, right now, Wendy has to face her on her own.\This is Wendy's moment of truth.\I'm surprised...\I heard about you from Lyon. response:	He said there was a girl in Fairy Tail who can use the same magic as me.
context: Didn't he say it was Zancrow?\He used God Slayer Magic too?\God Slayer?! Nah, it wasn't that big a deal!\No matter who her opponent is, right now, Wendy has to face her on her own.\This is Wendy's moment of truth.\I'm surprised...\I heard about you from Lyon.\He said there was a girl in Fairy Tail who can use the same magic as me. response:	Maybe I was a little too rough?
context: He used God Slayer Magic too?\God Slayer?! Nah, it wasn't that big a deal!\No matter who her opponent is, right now, Wendy has to face her on her own.\This is Wendy's moment of truth.\I'm surprised...\I heard about you from Lyon.\He said there was a girl in Fairy Tail who can use the same magic as me.\Maybe I was a little too rough? response:	Sorry. Did it hurt?
context: God Slayer?! Nah, it wasn't that big a deal!\No matter who her opponent is, right now, Wendy has to face her on her own.\This is Wendy's moment of truth.\I'm surprised...\I heard about you from Lyon.\He said there was a girl in Fairy Tail who can use the same magic as me.\Maybe I was a little too rough?\Sorry. Did it hurt? response:	I'm fine. This is a battle.
context: No matter who her opponent is, right now, Wendy has to face her on her own.\This is Wendy's moment of truth.\I'm surprised...\I heard about you from Lyon.\He said there was a girl in Fairy Tail who can use the same magic as me.\Maybe I was a little too rough?\Sorry. Did it hurt?\I'm fine. This is a battle. response:	Since we're here, let's have more fun, okay?
context: This is Wendy's moment of truth.\I'm surprised...\I heard about you from Lyon.\He said there was a girl in Fairy Tail who can use the same magic as me.\Maybe I was a little too rough?\Sorry. Did it hurt?\I'm fine. This is a battle.\Since we're here, let's have more fun, okay? response:	but I'll do my best for the guild!
context: I'm surprised...\I heard about you from Lyon.\He said there was a girl in Fairy Tail who can use the same magic as me.\Maybe I was a little too rough?\Sorry. Did it hurt?\I'm fine. This is a battle.\Since we're here, let's have more fun, okay?\but I'll do my best for the guild! response:	I think that's fine.
context: I heard about you from Lyon.\He said there was a girl in Fairy Tail who can use the same magic as me.\Maybe I was a little too rough?\Sorry. Did it hurt?\I'm fine. This is a battle.\Since we're here, let's have more fun, okay?\but I'll do my best for the guild!\I think that's fine. response:	I'll do my best for love and the guild, too!
context: He said there was a girl in Fairy Tail who can use the same magic as me.\Maybe I was a little too rough?\Sorry. Did it hurt?\I'm fine. This is a battle.\Since we're here, let's have more fun, okay?\but I'll do my best for the guild!\I think that's fine.\I'll do my best for love and the guild, too! response:	Gadzooks! To the eye, they're as cute as can be, but both of them are impressive wizards!
context: Maybe I was a little too rough?\Sorry. Did it hurt?\I'm fine. This is a battle.\Since we're here, let's have more fun, okay?\but I'll do my best for the guild!\I think that's fine.\I'll do my best for love and the guild, too!\Gadzooks! To the eye, they're as cute as can be, but both of them are impressive wizards! response:	Your wig...
context: Sorry. Did it hurt?\I'm fine. This is a battle.\Since we're here, let's have more fun, okay?\but I'll do my best for the guild!\I think that's fine.\I'll do my best for love and the guild, too!\Gadzooks! To the eye, they're as cute as can be, but both of them are impressive wizards!\Your wig... response:	Oh, my! Two wizards, both wielding Wind Magic,
context: I'm fine. This is a battle.\Since we're here, let's have more fun, okay?\but I'll do my best for the guild!\I think that's fine.\I'll do my best for love and the guild, too!\Gadzooks! To the eye, they're as cute as can be, but both of them are impressive wizards!\Your wig...\Oh, my! Two wizards, both wielding Wind Magic, response:	but is Cheria-tan one rank higher?!
context: Since we're here, let's have more fun, okay?\but I'll do my best for the guild!\I think that's fine.\I'll do my best for love and the guild, too!\Gadzooks! To the eye, they're as cute as can be, but both of them are impressive wizards!\Your wig...\Oh, my! Two wizards, both wielding Wind Magic,\but is Cheria-tan one rank higher?! response:	Cheria...tan?
context: but I'll do my best for the guild!\I think that's fine.\I'll do my best for love and the guild, too!\Gadzooks! To the eye, they're as cute as can be, but both of them are impressive wizards!\Your wig...\Oh, my! Two wizards, both wielding Wind Magic,\but is Cheria-tan one rank higher?!\Cheria...tan? response:	Strictly speaking, it's Sky Magic.
context: I think that's fine.\I'll do my best for love and the guild, too!\Gadzooks! To the eye, they're as cute as can be, but both of them are impressive wizards!\Your wig...\Oh, my! Two wizards, both wielding Wind Magic,\but is Cheria-tan one rank higher?!\Cheria...tan?\Strictly speaking, it's Sky Magic. response:	Everyone...
context: I'll do my best for love and the guild, too!\Gadzooks! To the eye, they're as cute as can be, but both of them are impressive wizards!\Your wig...\Oh, my! Two wizards, both wielding Wind Magic,\but is Cheria-tan one rank higher?!\Cheria...tan?\Strictly speaking, it's Sky Magic.\Everyone... response:	Everyone has...
context: Gadzooks! To the eye, they're as cute as can be, but both of them are impressive wizards!\Your wig...\Oh, my! Two wizards, both wielding Wind Magic,\but is Cheria-tan one rank higher?!\Cheria...tan?\Strictly speaking, it's Sky Magic.\Everyone...\Everyone has... response:	Elfman-san said the rest is up to me!
context: Your wig...\Oh, my! Two wizards, both wielding Wind Magic,\but is Cheria-tan one rank higher?!\Cheria...tan?\Strictly speaking, it's Sky Magic.\Everyone...\Everyone has...\Elfman-san said the rest is up to me! response:	I don't like to fight,
context: Oh, my! Two wizards, both wielding Wind Magic,\but is Cheria-tan one rank higher?!\Cheria...tan?\Strictly speaking, it's Sky Magic.\Everyone...\Everyone has...\Elfman-san said the rest is up to me!\I don't like to fight, response:	but when I have to fight for the sake of the guild...
context: but is Cheria-tan one rank higher?!\Cheria...tan?\Strictly speaking, it's Sky Magic.\Everyone...\Everyone has...\Elfman-san said the rest is up to me!\I don't like to fight,\but when I have to fight for the sake of the guild... response:	So you eat air, huh?
context: Cheria...tan?\Strictly speaking, it's Sky Magic.\Everyone...\Everyone has...\Elfman-san said the rest is up to me!\I don't like to fight,\but when I have to fight for the sake of the guild...\So you eat air, huh? response:	Then I'll do it, too!
context: Strictly speaking, it's Sky Magic.\Everyone...\Everyone has...\Elfman-san said the rest is up to me!\I don't like to fight,\but when I have to fight for the sake of the guild...\So you eat air, huh?\Then I'll do it, too! response:	Time to eat!
context: Everyone...\Everyone has...\Elfman-san said the rest is up to me!\I don't like to fight,\but when I have to fight for the sake of the guild...\So you eat air, huh?\Then I'll do it, too!\Time to eat! response:	Well, well. Who would've expected Cheria to eat air during a battle?
context: Everyone has...\Elfman-san said the rest is up to me!\I don't like to fight,\but when I have to fight for the sake of the guild...\So you eat air, huh?\Then I'll do it, too!\Time to eat!\Well, well. Who would've expected Cheria to eat air during a battle? response:	Does that mean she recognizes her opponent as worthy?
context: Elfman-san said the rest is up to me!\I don't like to fight,\but when I have to fight for the sake of the guild...\So you eat air, huh?\Then I'll do it, too!\Time to eat!\Well, well. Who would've expected Cheria to eat air during a battle?\Does that mean she recognizes her opponent as worthy? response:	Do it seriously! If you don't, you'll lose a sock!
context: I don't like to fight,\but when I have to fight for the sake of the guild...\So you eat air, huh?\Then I'll do it, too!\Time to eat!\Well, well. Who would've expected Cheria to eat air during a battle?\Does that mean she recognizes her opponent as worthy?\Do it seriously! If you don't, you'll lose a sock! response:	Cool it. And socks have nothing to do with it.
context: but when I have to fight for the sake of the guild...\So you eat air, huh?\Then I'll do it, too!\Time to eat!\Well, well. Who would've expected Cheria to eat air during a battle?\Does that mean she recognizes her opponent as worthy?\Do it seriously! If you don't, you'll lose a sock!\Cool it. And socks have nothing to do with it. response:	Cheria is just warming up.
context: So you eat air, huh?\Then I'll do it, too!\Time to eat!\Well, well. Who would've expected Cheria to eat air during a battle?\Does that mean she recognizes her opponent as worthy?\Do it seriously! If you don't, you'll lose a sock!\Cool it. And socks have nothing to do with it.\Cheria is just warming up. response:	W-What are Wendy-tan and Cheria-tan doing?!
context: Then I'll do it, too!\Time to eat!\Well, well. Who would've expected Cheria to eat air during a battle?\Does that mean she recognizes her opponent as worthy?\Do it seriously! If you don't, you'll lose a sock!\Cool it. And socks have nothing to do with it.\Cheria is just warming up.\W-What are Wendy-tan and Cheria-tan doing?! response:	Is it my imagination or has the oxygen thinned out a bit?
context: Time to eat!\Well, well. Who would've expected Cheria to eat air during a battle?\Does that mean she recognizes her opponent as worthy?\Do it seriously! If you don't, you'll lose a sock!\Cool it. And socks have nothing to do with it.\Cheria is just warming up.\W-What are Wendy-tan and Cheria-tan doing?!\Is it my imagination or has the oxygen thinned out a bit? response:	Dragon Slayer's Secret Art!
context: Well, well. Who would've expected Cheria to eat air during a battle?\Does that mean she recognizes her opponent as worthy?\Do it seriously! If you don't, you'll lose a sock!\Cool it. And socks have nothing to do with it.\Cheria is just warming up.\W-What are Wendy-tan and Cheria-tan doing?!\Is it my imagination or has the oxygen thinned out a bit?\Dragon Slayer's Secret Art! response:	Has she already mastered them both?!
context: Does that mean she recognizes her opponent as worthy?\Do it seriously! If you don't, you'll lose a sock!\Cool it. And socks have nothing to do with it.\Cheria is just warming up.\W-What are Wendy-tan and Cheria-tan doing?!\Is it my imagination or has the oxygen thinned out a bit?\Dragon Slayer's Secret Art!\Has she already mastered them both?! response:	There it is!
context: Do it seriously! If you don't, you'll lose a sock!\Cool it. And socks have nothing to do with it.\Cheria is just warming up.\W-What are Wendy-tan and Cheria-tan doing?!\Is it my imagination or has the oxygen thinned out a bit?\Dragon Slayer's Secret Art!\Has she already mastered them both?!\There it is! response:	Go!
context: Cool it. And socks have nothing to do with it.\Cheria is just warming up.\W-What are Wendy-tan and Cheria-tan doing?!\Is it my imagination or has the oxygen thinned out a bit?\Dragon Slayer's Secret Art!\Has she already mastered them both?!\There it is!\Go! response:	Wendy knows the Secret Art?!
context: Cheria is just warming up.\W-What are Wendy-tan and Cheria-tan doing?!\Is it my imagination or has the oxygen thinned out a bit?\Dragon Slayer's Secret Art!\Has she already mastered them both?!\There it is!\Go!\Wendy knows the Secret Art?! response:	Incredible!
context: W-What are Wendy-tan and Cheria-tan doing?!\Is it my imagination or has the oxygen thinned out a bit?\Dragon Slayer's Secret Art!\Has she already mastered them both?!\There it is!\Go!\Wendy knows the Secret Art?!\Incredible! response:	She's as good as won.
context: Is it my imagination or has the oxygen thinned out a bit?\Dragon Slayer's Secret Art!\Has she already mastered them both?!\There it is!\Go!\Wendy knows the Secret Art?!\Incredible!\She's as good as won. response:	What is this?
context: Dragon Slayer's Secret Art!\Has she already mastered them both?!\There it is!\Go!\Wendy knows the Secret Art?!\Incredible!\She's as good as won.\What is this? response:	A magic wind barrier?
context: Has she already mastered them both?!\There it is!\Go!\Wendy knows the Secret Art?!\Incredible!\She's as good as won.\What is this?\A magic wind barrier? response:	You've sealed us inside!
context: There it is!\Go!\Wendy knows the Secret Art?!\Incredible!\She's as good as won.\What is this?\A magic wind barrier?\You've sealed us inside! response:	Light Burst: Sky Drill!
context: Go!\Wendy knows the Secret Art?!\Incredible!\She's as good as won.\What is this?\A magic wind barrier?\You've sealed us inside!\Light Burst: Sky Drill! response:	Cheria!
context: Wendy knows the Secret Art?!\Incredible!\She's as good as won.\What is this?\A magic wind barrier?\You've sealed us inside!\Light Burst: Sky Drill!\Cheria! response:	Yeah!
context: Incredible!\She's as good as won.\What is this?\A magic wind barrier?\You've sealed us inside!\Light Burst: Sky Drill!\Cheria!\Yeah! response:	She did it!
context: She's as good as won.\What is this?\A magic wind barrier?\You've sealed us inside!\Light Burst: Sky Drill!\Cheria!\Yeah!\She did it! response:	I haven't mastered Milky Way yet...
context: What is this?\A magic wind barrier?\You've sealed us inside!\Light Burst: Sky Drill!\Cheria!\Yeah!\She did it!\I haven't mastered Milky Way yet... response:	I used all my magic...
context: A magic wind barrier?\You've sealed us inside!\Light Burst: Sky Drill!\Cheria!\Yeah!\She did it!\I haven't mastered Milky Way yet...\I used all my magic... response:	W-Well, well...
context: You've sealed us inside!\Light Burst: Sky Drill!\Cheria!\Yeah!\She did it!\I haven't mastered Milky Way yet...\I used all my magic...\W-Well, well... response:	You were wonderful, Wendy.
context: Light Burst: Sky Drill!\Cheria!\Yeah!\She did it!\I haven't mastered Milky Way yet...\I used all my magic...\W-Well, well...\You were wonderful, Wendy. response:	Maybe I went overboard...
context: Cheria!\Yeah!\She did it!\I haven't mastered Milky Way yet...\I used all my magic...\W-Well, well...\You were wonderful, Wendy.\Maybe I went overboard... response:	But this way...
context: Yeah!\She did it!\I haven't mastered Milky Way yet...\I used all my magic...\W-Well, well...\You were wonderful, Wendy.\Maybe I went overboard...\But this way... response:	Cheria's down!
context: She did it!\I haven't mastered Milky Way yet...\I used all my magic...\W-Well, well...\You were wonderful, Wendy.\Maybe I went overboard...\But this way...\Cheria's down! response:	The winner, from Fairy Tail A...
context: I haven't mastered Milky Way yet...\I used all my magic...\W-Well, well...\You were wonderful, Wendy.\Maybe I went overboard...\But this way...\Cheria's down!\The winner, from Fairy Tail A... response:	Sorry! Wait a second!
context: I used all my magic...\W-Well, well...\You were wonderful, Wendy.\Maybe I went overboard...\But this way...\Cheria's down!\The winner, from Fairy Tail A...\Sorry! Wait a second! response:	I'm just getting started!
context: W-Well, well...\You were wonderful, Wendy.\Maybe I went overboard...\But this way...\Cheria's down!\The winner, from Fairy Tail A...\Sorry! Wait a second!\I'm just getting started! response:	You're impressive, Wendy.
context: You were wonderful, Wendy.\Maybe I went overboard...\But this way...\Cheria's down!\The winner, from Fairy Tail A...\Sorry! Wait a second!\I'm just getting started!\You're impressive, Wendy. response:	P-P-Pardon me!
context: Maybe I went overboard...\But this way...\Cheria's down!\The winner, from Fairy Tail A...\Sorry! Wait a second!\I'm just getting started!\You're impressive, Wendy.\P-P-Pardon me! response:	Let the match continue-kabo!
context: But this way...\Cheria's down!\The winner, from Fairy Tail A...\Sorry! Wait a second!\I'm just getting started!\You're impressive, Wendy.\P-P-Pardon me!\Let the match continue-kabo! response:	What is she?
context: Cheria's down!\The winner, from Fairy Tail A...\Sorry! Wait a second!\I'm just getting started!\You're impressive, Wendy.\P-P-Pardon me!\Let the match continue-kabo!\What is she? response:	Look! Her wounds are gone!
context: The winner, from Fairy Tail A...\Sorry! Wait a second!\I'm just getting started!\You're impressive, Wendy.\P-P-Pardon me!\Let the match continue-kabo!\What is she?\Look! Her wounds are gone! response:	Whereas Wendy can't heal herself, with Sky God Slayer Magic you can.
context: Sorry! Wait a second!\I'm just getting started!\You're impressive, Wendy.\P-P-Pardon me!\Let the match continue-kabo!\What is she?\Look! Her wounds are gone!\Whereas Wendy can't heal herself, with Sky God Slayer Magic you can. response:	Sorry, but she has no chance of winning this.
context: I'm just getting started!\You're impressive, Wendy.\P-P-Pardon me!\Let the match continue-kabo!\What is she?\Look! Her wounds are gone!\Whereas Wendy can't heal herself, with Sky God Slayer Magic you can.\Sorry, but she has no chance of winning this. response:	What kind of girl is she?!
context: You're impressive, Wendy.\P-P-Pardon me!\Let the match continue-kabo!\What is she?\Look! Her wounds are gone!\Whereas Wendy can't heal herself, with Sky God Slayer Magic you can.\Sorry, but she has no chance of winning this.\What kind of girl is she?! response:	Damn you, Lyon... To keep a secret like this...
context: P-P-Pardon me!\Let the match continue-kabo!\What is she?\Look! Her wounds are gone!\Whereas Wendy can't heal herself, with Sky God Slayer Magic you can.\Sorry, but she has no chance of winning this.\What kind of girl is she?!\Damn you, Lyon... To keep a secret like this... response:	Even though I told her to give it her all...
context: Let the match continue-kabo!\What is she?\Look! Her wounds are gone!\Whereas Wendy can't heal herself, with Sky God Slayer Magic you can.\Sorry, but she has no chance of winning this.\What kind of girl is she?!\Damn you, Lyon... To keep a secret like this...\Even though I told her to give it her all... response:	Just how strong is she?!
context: What is she?\Look! Her wounds are gone!\Whereas Wendy can't heal herself, with Sky God Slayer Magic you can.\Sorry, but she has no chance of winning this.\What kind of girl is she?!\Damn you, Lyon... To keep a secret like this...\Even though I told her to give it her all...\Just how strong is she?! response:	That's my cousin!
context: Look! Her wounds are gone!\Whereas Wendy can't heal herself, with Sky God Slayer Magic you can.\Sorry, but she has no chance of winning this.\What kind of girl is she?!\Damn you, Lyon... To keep a secret like this...\Even though I told her to give it her all...\Just how strong is she?!\That's my cousin! response:	She's far stronger than you!
context: Whereas Wendy can't heal herself, with Sky God Slayer Magic you can.\Sorry, but she has no chance of winning this.\What kind of girl is she?!\Damn you, Lyon... To keep a secret like this...\Even though I told her to give it her all...\Just how strong is she?!\That's my cousin!\She's far stronger than you! response:	Are you okay? Want to give up?
context: Sorry, but she has no chance of winning this.\What kind of girl is she?!\Damn you, Lyon... To keep a secret like this...\Even though I told her to give it her all...\Just how strong is she?!\That's my cousin!\She's far stronger than you!\Are you okay? Want to give up? response:	Wendy...
context: What kind of girl is she?!\Damn you, Lyon... To keep a secret like this...\Even though I told her to give it her all...\Just how strong is she?!\That's my cousin!\She's far stronger than you!\Are you okay? Want to give up?\Wendy... response:	Excuse me.
context: Damn you, Lyon... To keep a secret like this...\Even though I told her to give it her all...\Just how strong is she?!\That's my cousin!\She's far stronger than you!\Are you okay? Want to give up?\Wendy...\Excuse me. response:	No problem.
context: Even though I told her to give it her all...\Just how strong is she?!\That's my cousin!\She's far stronger than you!\Are you okay? Want to give up?\Wendy...\Excuse me.\No problem. response:	Mystogan?
context: Just how strong is she?!\That's my cousin!\She's far stronger than you!\Are you okay? Want to give up?\Wendy...\Excuse me.\No problem.\Mystogan? response:	Jellal, can you hear me?
context: That's my cousin!\She's far stronger than you!\Are you okay? Want to give up?\Wendy...\Excuse me.\No problem.\Mystogan?\Jellal, can you hear me? response:	Well? Have you found out anything?
context: She's far stronger than you!\Are you okay? Want to give up?\Wendy...\Excuse me.\No problem.\Mystogan?\Jellal, can you hear me?\Well? Have you found out anything? response:	No, nothing yet.
context: Are you okay? Want to give up?\Wendy...\Excuse me.\No problem.\Mystogan?\Jellal, can you hear me?\Well? Have you found out anything?\No, nothing yet. response:	Cheria...
context: Wendy...\Excuse me.\No problem.\Mystogan?\Jellal, can you hear me?\Well? Have you found out anything?\No, nothing yet.\Cheria... response:	Don't tell me that girl is mixed up with Zeref...
context: Excuse me.\No problem.\Mystogan?\Jellal, can you hear me?\Well? Have you found out anything?\No, nothing yet.\Cheria...\Don't tell me that girl is mixed up with Zeref... response:	Oh, no! At this rate, Wendy will be in grave danger!
context: No problem.\Mystogan?\Jellal, can you hear me?\Well? Have you found out anything?\No, nothing yet.\Cheria...\Don't tell me that girl is mixed up with Zeref...\Oh, no! At this rate, Wendy will be in grave danger! response:	I have a feeling Wendy and Cheria's cuteness ranking will go up after this match.
context: Mystogan?\Jellal, can you hear me?\Well? Have you found out anything?\No, nothing yet.\Cheria...\Don't tell me that girl is mixed up with Zeref...\Oh, no! At this rate, Wendy will be in grave danger!\I have a feeling Wendy and Cheria's cuteness ranking will go up after this match. response:	Certainly, people are gettin' pumped up about this in a weird way.
context: Jellal, can you hear me?\Well? Have you found out anything?\No, nothing yet.\Cheria...\Don't tell me that girl is mixed up with Zeref...\Oh, no! At this rate, Wendy will be in grave danger!\I have a feeling Wendy and Cheria's cuteness ranking will go up after this match.\Certainly, people are gettin' pumped up about this in a weird way. response:	Even though I'm younger, smaller, and most importantly, cuter than them both!
context: Well? Have you found out anything?\No, nothing yet.\Cheria...\Don't tell me that girl is mixed up with Zeref...\Oh, no! At this rate, Wendy will be in grave danger!\I have a feeling Wendy and Cheria's cuteness ranking will go up after this match.\Certainly, people are gettin' pumped up about this in a weird way.\Even though I'm younger, smaller, and most importantly, cuter than them both! response:	Yeah, well, what difference does it make...?
context: No, nothing yet.\Cheria...\Don't tell me that girl is mixed up with Zeref...\Oh, no! At this rate, Wendy will be in grave danger!\I have a feeling Wendy and Cheria's cuteness ranking will go up after this match.\Certainly, people are gettin' pumped up about this in a weird way.\Even though I'm younger, smaller, and most importantly, cuter than them both!\Yeah, well, what difference does it make...? response:	It makes a difference! There are some fights that I'm not willing to just let go!
context: Cheria...\Don't tell me that girl is mixed up with Zeref...\Oh, no! At this rate, Wendy will be in grave danger!\I have a feeling Wendy and Cheria's cuteness ranking will go up after this match.\Certainly, people are gettin' pumped up about this in a weird way.\Even though I'm younger, smaller, and most importantly, cuter than them both!\Yeah, well, what difference does it make...?\It makes a difference! There are some fights that I'm not willing to just let go! response:	Next time: Small Fist!
context: Don't tell me that girl is mixed up with Zeref...\Oh, no! At this rate, Wendy will be in grave danger!\I have a feeling Wendy and Cheria's cuteness ranking will go up after this match.\Certainly, people are gettin' pumped up about this in a weird way.\Even though I'm younger, smaller, and most importantly, cuter than them both!\Yeah, well, what difference does it make...?\It makes a difference! There are some fights that I'm not willing to just let go!\Next time: Small Fist! response:	And exactly what are you fighting against?
context: Oh, no! At this rate, Wendy will be in grave danger!\I have a feeling Wendy and Cheria's cuteness ranking will go up after this match.\Certainly, people are gettin' pumped up about this in a weird way.\Even though I'm younger, smaller, and most importantly, cuter than them both!\Yeah, well, what difference does it make...?\It makes a difference! There are some fights that I'm not willing to just let go!\Next time: Small Fist!\And exactly what are you fighting against? response:	This world, where everyone makes a fuss only over people that stand out!
context: I have a feeling Wendy and Cheria's cuteness ranking will go up after this match.\Certainly, people are gettin' pumped up about this in a weird way.\Even though I'm younger, smaller, and most importantly, cuter than them both!\Yeah, well, what difference does it make...?\It makes a difference! There are some fights that I'm not willing to just let go!\Next time: Small Fist!\And exactly what are you fighting against?\This world, where everyone makes a fuss only over people that stand out! response:	Good luck!
